0.155897-6.93889e-18j 0.0761025+0.0167851j -0.0475283-0.0858521j 0.0167134+0.041845j -0.0088575-0.0289277j 0.0480139-0.0346134j -0.00891298-0.0267212j 0.00126742+0.0283118j 0.00935732-0.0117445j -0.0154384+0.00205057j -0.0140908-0.0364923j 0.0922544-0.00236099j -0.0139298-0.0703589j 0.0398158-0.0374383j 0.00290391-0.0529292j -0.00269264+0.00687302j 0.0292147+0.0348644j 0.00677423+0.00466064j 0.0248563-0.0851404j -0.0466341-0.0675264j -0.0110989+0.00415073j -0.0412515+0.0618343j -0.0202617+0.0468788j -0.0423783-0.0382071j -0.0189838-0.0564924j -0.0120874+0.00870859j -0.00861149+0.0321753j 0.00406305+0.0379545j 0.00816543-0.0166539j -0.00914136-0.0138407j 0.00554681+0.031102j -0.010433+0.0397026j 0.000728303-0.0784015j -0.00155652-0.00917859j -0.00576957-0.0457026j 0.0467574+0.0148352j 0.00733337-0.0818514j 0.00666239-0.0181547j -0.0272563-0.0429361j -0.0433854-0.0131594j -0.0359149-0.0122819j -0.0199983-0.0647747j 0.134936+0.0161077j 0.0088459+0.0642474j 0.0275582-0.0380225j 0.0561503-0.00571709j 0.0172267+0.0181525j -0.0298689+0.0193244j 0.0606662-0.0309045j -0.0453052-0.0175104j -0.00196561-0.01209j -0.00339793-0.00448108j -0.003762+0.000349788j -0.0138914+0.0364403j 0.12219+0.0597523j -0.00326474+0.0344843j 0.0173417-0.0406966j -0.126185-0.111499j 0.0451277+0.101515j 0.0636572-0.0638784j -0.126096-0.0352088j -0.0197204+0.328379j 0.170401-0.0478614j 0.0132794-0.0499943j 0.119859-0.0217784j -0.00859029+0.152771j -0.132913-0.0759709j 0.0923796-0.0192982j -0.172887-0.0767215j 
-0.0138914-0.0364403j -0.0203661-0.0190829j 0.0253012+0.0421781j 0.0180595+0.0302181j 0.0243242-0.0301633j -0.000726583-0.0406825j -0.0827475+0.0495993j -0.0197832+0.0410569j 0.00762743+0.00658047j -0.0326862-0.0459728j 0.0239039+0.00760701j -0.00790899+0.0491577j -0.00855121-0.0488129j 0.00769341-0.0206702j -0.0593732+0.0229687j 0.141549-0.0678961j -0.00117259+0.0117719j -0.073681-0.0426724j 0.0585551+0.0135278j -0.00695845-0.0273846j -0.0449208+0.113858j 0.0589101-0.138404j -0.0685788+0.137144j 0.00441568+0.0886736j -0.0414536-0.0157566j 0.0644984+0.110181j -0.0371696-0.0415806j -0.0355437-0.0244639j -0.00283201+0.0259351j -0.0195172+0.0395991j -0.0363709-0.0479384j -0.108528-0.0506498j -0.0436938+0.0577601j -0.0175236+0.100129j 0.0138426+0.0137243j -0.0659045-0.0628109j 0.0504982+0.0677329j 0.0822878+0.0201475j -0.079575-0.0992804j -0.126339+0.0497236j 0.0596017-0.0188709j -0.045661+0.0376214j 0.0243117-0.0657166j 0.0435232+0.174031j 0.0481346-0.113094j 0.108321+0.00545025j -0.116056+0.018197j -0.0662013+0.0388932j 0.026528-0.119858j 0.0533003+0.00964671j -0.00456814+0.0172942j -0.0431033+0.00712767j -0.187211-0.0277642j 0.0560364-3.09475e-15j 0.0240744-0.0509634j -0.042873-0.00666984j -0.00311486+0.038534j 0.0524016-0.0410265j 0.00652847+0.0150344j 0.0750897+0.0105645j 0.000953378-0.0133898j 0.149716-0.00698852j -0.108378-0.0268011j 0.041357-0.0154491j -0.0176771-0.060951j -0.094364-0.0453648j 0.0942777-0.0203203j -0.0109671+0.0491734j -0.0178182+0.0161206j 
0.12219-0.0597523j -0.0962123-0.108093j 0.119156+0.13551j 0.0466807-0.0970265j -0.0280548-0.0253099j 0.0753689+4.31511e-06j 0.0270568-0.0856551j -0.0357852+0.0335476j 0.0394403+0.0182836j -0.0379893-0.0273964j -0.0568566+0.00843405j -0.0278845+0.114478j 0.0241164+0.0153873j 0.0191297-0.00870783j 0.0257617+0.037025j -0.0649841-0.0689452j -0.0541849-0.014487j 4.10061e-05+0.0374744j 0.0386094+0.122188j 0.0530816-0.0367841j 0.0485618-0.0169749j 0.0812274-0.0693441j -0.00304209+0.0508343j -0.0246075+0.00643499j -0.0805566-0.0204877j 0.00699987+0.0159127j -0.0232202+0.0391579j 0.0208041+0.0236868j -0.014858-0.0390854j 0.00180084+0.0423089j -0.0095577+0.114003j 0.0234737+0.0327168j 0.0188694-0.0468318j 0.0554904+0.0286188j -0.0654627+0.0590314j -0.161587-0.00421381j 0.0131142-0.0520913j -0.00435908-7.81734e-05j 0.0640126-0.0348023j -0.0593313+0.0606453j 0.0654466-0.077352j 0.0716459+0.186508j 0.046344+0.024315j -0.0490609-0.0576805j -0.0192843+0.00581428j -0.0380446-0.0640828j -0.0619879+0.00461932j -0.143693-0.114044j -0.102109-0.00998021j 0.0787978+0.0704548j 0.0439463+0.0410937j 0.0217473+0.0284943j 0.0257936+0.0133862j 0.0240744+0.0509634j -0.123585-2.30767e-13j 0.0267789+0.0124585j 0.0080625-0.00318961j 0.0503936+0.0140406j 0.0421196+1.31432e-05j -0.0257641-0.00674904j 0.0706816+0.0866847j 0.0585562+0.0296838j 0.115763-0.056692j 0.0150501+0.0401844j 0.0301675+0.0734719j -0.00774937-0.000377144j -0.0393736+0.00683974j -0.0627652+0.0834358j -0.0450998-0.0778041j 
-0.00326474-0.0344843j -0.0174262-0.00372899j -0.0307748-0.039923j 0.0276297+0.0752522j -0.0245522+0.0434803j -0.0104354+0.0338417j -0.0357767+0.0804494j 0.0528802-0.00496271j -0.000935742+0.00901973j -0.0110328-0.00479951j 0.0245266-0.0257936j 0.0436398-0.0142542j -0.0601734-0.025648j -0.0401798+0.021681j 0.00207207+0.0395843j 0.0365679-0.100422j 0.0272704+0.00844806j 0.0249282-0.0304834j -0.0317275-0.102226j -0.0149467-0.0740749j 0.124788+0.0324295j -0.0282638-0.0959297j -0.0231868+0.0983652j -0.0119587+0.00853673j 0.0257451+0.0170253j 0.0752006+0.0989562j 0.00660123-0.032703j 0.00296595-0.00483952j 0.00106856-0.0222876j 0.0125336-0.0471642j 0.000687224+0.0092111j -0.00976718-0.00273203j 0.0111055-0.00381753j 0.0100516-0.00626436j -0.00808615-0.024774j -0.0576231+0.0224583j -0.00886557-0.0617151j 0.11179+0.0408781j 0.000407814+0.0223278j -0.0199011+0.0501718j -0.00485526+0.0736598j 0.0160052-0.0133452j 0.0673702-0.108241j -0.0368957-0.0405744j -0.0758867-0.0633766j 0.00219538+0.102397j 0.0296727+0.0623119j -0.0680317+0.095669j -0.105894-0.0338708j 0.0763872-0.0324835j -0.123243+0.0153467j -0.141522+0.00305477j -0.0166267-0.0571159j -0.042873+0.00666984j 0.0267789-0.0124585j -0.0403573-7.77156e-16j -0.123591-0.0679954j 0.102287+0.0133553j -0.132711-0.0673552j 0.110353+0.0589364j -0.0329558-0.0694857j 0.0926471+0.0253611j 0.0421525+0.052693j 0.00863917-0.00105297j 0.00874006+0.0192718j 0.0106333-0.00600011j -0.013439+0.0383804j -0.0211135+0.00479501j 0.0217882-0.0683115j 
0.0173417+0.0406966j -0.0275897+0.0749111j -0.00349965+0.0909932j 0.0724051-0.0476617j -0.0695307+0.11155j 0.000585142+0.0713906j 0.0316131+0.0471782j -0.036228-0.00872033j -0.00435411-0.00275698j 0.0280784+0.00772562j -0.0125315-0.0415268j 0.0130841-0.0228975j -0.0731182+0.135284j 0.0190663+0.101565j 0.0110493-0.0187124j -0.0533195-0.10013j -0.0205245-0.0427434j -0.0598571-0.0150222j 0.0245765+0.0612749j 0.00417412+0.0759955j 0.0679406+0.0827939j -0.0630941-0.00224328j -0.0242865-0.0340092j 0.0139971+0.00489071j 0.0731999-0.0199747j -0.0213188-0.0327461j -0.0352797-0.151374j -0.0129352+0.0165607j 0.00370914+0.0435921j 0.0601816+0.041467j 0.0377992-0.0523756j 0.0196051+0.0412228j 0.0795793+0.0604134j -0.0389929+0.038749j 0.0270809+0.00109007j 0.0267778-0.0143432j 0.0423218+0.0116027j -0.142387-0.0431389j -0.0982602+0.0167338j 0.00430586+0.0912272j -0.00806023+0.00752759j -0.0947419+0.0464373j -0.072902+0.01702j -0.0118602-0.0120196j -0.11022-0.096958j 0.128763-0.00614456j -0.00183786+0.135503j 0.140124-0.109227j -0.0583274-0.0460052j 0.237596+0.0865349j -0.0999642-0.0139445j -0.0561775+0.00299022j 0.0214302+0.123889j -0.00311486-0.038534j 0.0080625+0.00318961j -0.123591+0.0679954j -0.0153866+4.996e-16j -0.099815+0.0905897j 0.000817553-0.0163633j -0.0815449-0.000554172j 0.0650255-0.0619908j -0.103508-0.0414213j -0.0246368-0.0528457j -0.0129119+0.0529458j -0.0401566+0.0236997j -0.0338104-0.0218254j -0.04475-0.032446j 0.0371134-0.0271783j -0.0163834+0.030186j 
-0.126185+0.111499j 0.0797802+0.209531j 0.0494528+0.102482j -0.0823623-0.0239359j -0.113808-0.0408977j -0.0500872-0.131237j -0.00786062-0.0928331j 0.0450079+0.0254213j -0.0474633-0.0523231j -0.00873482+0.0349608j 0.0249957-0.00865935j 0.0325733-0.0285222j 0.0909786+0.0313975j -0.0904687-0.0908046j 0.062323+0.0107877j 0.0433508-0.0235884j 0.00291103+0.0789836j 0.0943461-0.0588676j -0.0589205+0.0197222j -0.157749-0.124559j 0.0845522+0.0765952j 0.0640745+0.0893349j 0.0401282-0.0308741j -0.0368543-0.0736562j 0.0639332+0.0175581j -0.0605355-0.0589398j -0.0271326-0.0769899j 0.014448-0.00386615j 0.0167095+0.000870911j 0.0134326+0.062655j -0.0425717+0.0344328j 0.0375661-0.005991j 0.0352746+0.060256j -0.026314+0.00739654j 0.0643598+0.00346414j 0.0550888-0.0337704j -0.0249972+0.0503243j 0.061726+0.0108346j -0.0154549+0.0517458j -0.0233944-0.0236937j -0.0336394-0.115356j 0.0163375-0.000448156j 0.0571569+0.129469j -0.0360337+0.0262176j 0.0161707-0.074646j -0.184053-0.112468j -0.0667326+0.018811j -0.156877-0.105964j -0.0459952+0.0581988j 0.02196+0.0940777j 0.0381274+0.0887839j -0.0277234+0.0374195j -0.0530099-0.0101996j 0.0524016+0.0410265j 0.0503936-0.0140406j 0.102287-0.0133553j -0.099815-0.0905897j -0.0438074+3.1225e-15j -0.0377605-0.0687489j 0.0978028-0.037379j -0.030497+0.0794493j 0.0586318+0.0616806j -0.0231988+0.0311992j -0.0816996+0.0234055j -0.141195+0.00163821j 0.0169703-0.0913221j 0.0502133-0.0267512j 0.0090506-0.0397418j 0.0134601+0.0606372j 
0.0451277-0.101515j -0.0126188-0.0848019j -0.118644-0.0391527j -0.0342493+0.129462j -0.0422563+0.00731257j 0.113659-0.0475763j 0.0456624-0.021123j -0.00431748+0.0428594j -0.0265219-0.0295901j -0.00160653+0.0690008j 0.00876844-0.0103704j 0.0145545+0.018633j -0.0119446-0.11173j -0.0170626+0.0459994j 0.0066362-0.0288408j 0.068415+0.0485091j -0.204938+0.060711j 0.0760566+0.122278j -0.0507233+0.0061517j -0.0357308+0.0544217j 0.0712363+0.0362103j 0.021708-0.0792306j 0.0519981-0.0855435j -0.012022-0.0390812j 0.0419127-0.00409106j -0.0889588+0.0730135j 0.0349771+0.0301807j 0.00753261+0.0744556j 0.00071479-0.0177119j 0.0514236-0.0939803j 0.0274659-0.110591j 0.0395259+0.0310661j 0.0410537-0.0377803j 0.000750835-0.0204929j -0.0325298-0.021836j -0.0221852-0.00847589j 0.0228241+0.0171244j -0.0790382+0.0723072j 0.0181904-0.102371j -0.0513975-0.0552709j -0.0376271-0.0211123j -0.00726617-0.0368195j -0.0435696-0.0294457j 0.00947797+0.0756075j -0.0620353-0.259895j 0.00291722+0.0668066j 0.104924+0.123985j -0.135104-0.10109j 0.149315+0.0317449j 0.209362+0.0572228j 0.0329239-0.092965j -0.039865-0.0990906j -0.0553805+0.0684322j 0.00652847-0.0150344j 0.0421196-1.31432e-05j -0.132711+0.0673552j 0.000817553+0.0163633j -0.0377605+0.0687489j -0.0771137+1.30451e-15j 0.0563177+0.046735j -0.0104388-0.0376196j -0.0575762+0.0290817j -0.045362-0.0965252j 0.067258-0.0449669j 0.119637+0.0654245j 0.0208485+0.118971j 0.0111683+0.00251814j -0.00019768+0.0301838j -0.0356024+0.0110712j 
0.0636572+0.0638784j -0.0553035+0.0294577j -0.130657-0.292024j -0.221349-0.108524j 0.0664111+0.00123757j 0.164695+0.0825777j 0.0249505+0.0618389j -0.0368762-0.10544j 0.000252519-0.023382j 0.0274712+0.0316851j 0.0127333+0.0309796j 0.0253474-0.00159684j 0.131358-0.0285774j 0.0411118+0.0267845j 0.0232007-0.00606644j 0.056525+0.0056431j -0.0482174-0.0348079j 0.0590962+0.0504223j 0.03608+0.020694j -0.0128852+0.026633j 0.105466-0.0857861j -0.00489297-0.0652765j -0.146698+0.0289219j -0.00393006+0.0871997j 0.148426+0.00804992j 0.0425042+0.000366907j 0.139779+0.0209993j 0.00164553-0.0283158j 0.0468629-0.0198972j -0.0133622-0.0206065j -0.0804913+0.0020203j 0.0513983-0.0587615j 0.100296+0.0218692j 0.053613+0.0099862j -0.0121268-0.00135429j 0.00730276+0.00781551j -0.0534825-0.0547733j 0.137125+0.0412039j 0.0251509-0.0376975j 0.0847121+0.00706343j 0.0466827-0.0183914j 0.0150002+0.0255901j 0.00933431+0.0674441j -0.102156-0.0399678j -0.0852404-0.111733j 0.125935+0.087259j -0.0305197+0.102044j 0.177064+0.182338j -0.189753-0.0928919j 0.0867341+0.0529867j -0.0229676-0.0026547j 0.00331749+0.0369842j -0.0772177-0.0168057j 0.0750897-0.0105645j -0.0257641+0.00674904j 0.110353-0.0589364j -0.0815449+0.000554172j 0.0978028+0.037379j 0.0563177-0.046735j -0.015849-8.32667e-17j 0.0539594+0.0673349j 0.0641663+0.026466j -0.0855768-0.0307779j -0.0480299+0.0176646j -0.0410984+0.0650068j 0.0521534+0.0269398j 0.0383853-0.0882619j -0.0149724-0.0246542j -0.0188315-0.00719599j 
-0.126096+0.0352088j -0.0911475+0.0294561j -0.00160603+0.0349809j -0.0695896-0.00997433j 0.0271003+0.136159j 0.0733125+0.0872693j 0.0776345+0.0299445j -0.0247193+0.0124779j 0.00824632+0.00807923j -0.0101324+0.00485285j -0.0332208-0.0267785j -0.0577745-0.059221j 0.0434796+0.053938j 0.0415226+0.139769j 0.0370117-0.00407502j -0.0873464+0.029565j -0.0230894-0.0268824j -0.0194139+0.0541372j -0.0382417-0.0742709j 0.0835336+0.0672736j -0.0486194+0.000265327j 0.0277105+9.64016e-07j -0.0240449-0.0200157j -0.00492514-0.0283489j 0.0294966+0.0418674j -0.00295362-0.0458872j -0.0466495+0.0955938j 0.028522+0.00373264j -0.022395-0.00575608j -0.0120706-0.0356115j 0.00781537-0.0567323j 0.0182863+0.00102479j 0.0197435+0.00516184j -0.0488879-0.00235976j -0.0971267-0.00601487j 0.0237342-0.0253527j 0.00215687-0.0528919j -0.149233+0.0285339j 0.0266697-0.00449824j 0.0413332-0.0508884j -0.0283719+0.0647959j -0.101347+0.0185029j -0.114583+0.0334378j -0.0900767-0.112487j 0.0377454+0.00560248j -0.0290642-0.0240291j -0.0405779+0.151723j -0.0769238-0.0239824j -0.158805-0.0132611j -0.071283+0.116488j -0.0426145+0.0830702j -0.0136382+0.0375008j 0.031613-0.136804j 0.000953378+0.0133898j 0.0706816-0.0866847j -0.0329558+0.0694857j 0.0650255+0.0619908j -0.030497-0.0794493j -0.0104388+0.0376196j 0.0539594-0.0673349j -0.00378272+4.78784e-16j 0.0610947+0.0250048j 0.0338643-0.0675906j 0.00745456+0.0231113j -0.0262514+0.0287331j 0.0156789-0.0182234j -0.0243045+0.0681265j 0.0503929+0.165584j -0.00708153+0.0131142j 
-0.0197204-0.328379j -0.277736+0.0366219j 0.154808-0.00265717j -0.0176022-0.00448789j 0.0681745+0.031767j 0.0434334-0.0750577j -0.0256559+0.0373065j 0.116422-0.0103827j -0.0247086+0.0195995j -0.0548694+0.051542j 0.0332818-0.0780703j 0.00209231-0.0666009j 0.0375791-0.00306431j 0.0556531+0.0191129j -0.0583319-0.0150664j 0.0859498-0.0392547j -0.0420436-0.0472349j -0.0284472+0.0610746j -0.097669+0.109907j -0.00999764+0.063033j -0.00588046-0.0932752j 0.0764161-0.0144537j -0.00714923-0.0711149j -0.0548777+0.0529187j 0.00798397-0.0451156j -0.106671+0.0462646j -0.0180448-0.135385j -0.0206942+0.0122712j 0.0132346-0.00822769j 0.0254906-0.0268305j 0.00297667-0.100447j 0.0142125-0.0348289j -0.0121114+0.0505627j -0.0146963+0.0212515j 0.0230512-0.0379525j 0.0314512-0.0335546j -5.76488e-05+0.0289968j -0.0606423+0.0557341j -0.0128454+0.0111041j -0.0762505+0.0653135j -0.0856782-0.0824655j -0.0216141-0.0871169j -0.0577968+0.0269321j 0.0266445+0.119168j 0.0488462+0.0624813j 0.0852521+0.0177838j 0.0128467+0.00616958j -0.0321651+0.00634623j 0.0367901-0.0191923j 0.0520611-0.0491288j 0.0179319-0.0188655j -0.0161881-0.0168659j 0.0413418+0.0153389j 0.149716+0.00698852j 0.0585562-0.0296838j 0.0926471-0.0253611j -0.103508+0.0414213j 0.0586318-0.0616806j -0.0575762-0.0290817j 0.0641663-0.026466j 0.0610947-0.0250048j -0.060516-5.41234e-16j -0.0886338-0.0944869j 0.0624739+0.0099285j -0.0033936+0.046143j -0.0829683-0.0303335j -0.0113268+0.0258243j -0.0308874+0.135813j -0.106885-0.0371787j 
0.170401+0.0478614j 0.0908061-0.272754j 0.03589-0.0479203j 0.0428362-0.142908j 0.0944-0.120079j 0.0411456-0.0391839j -0.0220553+0.0201222j 0.00263338-0.0612557j 0.0370576+0.0308061j -0.0489124+0.0110776j 0.00997036+0.0253947j 0.00831664+0.0405576j 0.0471424-0.0887813j 0.0491461-0.0787829j -0.00858793+0.0583912j 0.0140427-0.0014925j 0.10733-0.0370615j -0.0248202-0.0739963j -0.0111291+0.0849026j 0.0825166+0.0889343j -0.0979298-0.0508427j -0.0285065+0.0992664j -0.0590475+0.118084j 0.0302183+0.101616j 0.0461069+0.0973591j -0.0098983-0.0368739j -0.0456104+0.0606581j -0.0246227-0.128241j 0.00398536-0.00191899j 0.00442852+0.0598484j -0.0106571-0.12198j -0.00692238-0.0588775j -0.0637689+0.114115j 0.027775+0.0323057j 0.0457751-0.0606774j -0.0235378+0.0262174j 0.0519825-0.0126433j -0.00179374-0.0144404j -0.022134+0.0523819j 0.0519387+0.0619232j 0.0477884+0.0203655j -0.077654+0.0292909j -0.0131473-0.00326368j 0.0618463+0.00263648j 0.00729314-0.0845901j 0.0965118-0.153557j -0.0123015-0.00910748j -0.103365-0.0200014j -0.236463-0.143425j -0.0110344-0.117445j 0.0220002-0.0377299j 0.0501069-0.0102425j -0.0665782+0.00156124j -0.108378+0.0268011j 0.115763+0.056692j 0.0421525-0.052693j -0.0246368+0.0528457j -0.0231988-0.0311992j -0.045362+0.0965252j -0.0855768+0.0307779j 0.0338643+0.0675906j -0.0886338+0.0944869j -0.0739272-4.64906e-16j 0.0730373+0.0214503j 0.115884+0.0194007j 0.0444537-0.0454119j 0.0932818-0.0611404j -0.0382394+0.0707007j -0.03639+0.00981958j 
0.0132794+0.0499943j -0.0410943-0.0952385j 0.0377313+0.0766175j -0.00246471+0.00629259j 0.0145671-0.0660682j 0.0426962-0.0759527j -0.00722754-0.0412611j -0.0300488-0.0339077j 0.0196341+0.020198j -0.00322756-0.00691086j 0.0157978+0.000755951j -0.0681882+0.00109173j 0.0136063-0.064567j 0.033494-0.0354224j -0.00249994+0.0177402j -0.0127703-0.0489025j -0.0844607+0.0284003j -0.115066-0.112349j 0.0318539+0.137664j -0.0745323-0.167652j -0.0798942-0.0640751j 0.0161455+0.0686866j 0.0192017+0.0796015j -0.0397459-0.0205511j 0.00312847+0.0165019j -0.00805786-0.0256635j -0.0139827-0.106103j 0.00273276-0.0194617j -0.0116076-0.00160987j -0.0221459+0.00991536j 0.0183719+0.0751389j -0.053789-0.0186894j -0.0439074-0.0381401j -0.0280452+0.032425j 0.0517531+0.0627481j 0.109347-0.00931561j -0.0466022+0.0218157j 0.0176493+0.0510884j -0.0404295+0.027106j -0.00168021+0.114283j 0.0488675-0.0440237j 0.0205362+0.067813j -0.063619+0.0730036j -0.0323946+0.0411774j -0.0319322-0.131931j 0.0482097-0.0118282j 0.0959117+0.0646155j 0.0113355+0.0747684j 0.0641984-0.00703098j -0.0361989+0.0476587j -0.0159165+0.00811685j -0.0179106+0.00965713j -0.0515369-0.010676j 0.041357+0.0154491j 0.0150501-0.0401844j 0.00863917+0.00105297j -0.0129119-0.0529458j -0.0816996-0.0234055j 0.067258+0.0449669j -0.0480299-0.0176646j 0.00745456-0.0231113j 0.0624739-0.0099285j 0.0730373-0.0214503j -0.38637-6.59195e-17j 0.183407-0.0569924j -0.206835-0.00591235j 0.0325036+0.0893861j 0.0169291+0.0989313j -0.0344394-0.054016j 
0.119859+0.0217784j -0.0494937-0.0924495j -0.0597943-0.0112961j -0.00882903+0.0264228j 0.0400596+0.0126323j 0.0415784+0.0319839j 0.0126304+0.0200203j -0.0572512-3.63316e-05j 0.0155621-0.00111561j 0.0114914+0.0309039j 0.0239686-0.0282036j 0.027347+0.00126754j -0.042575-0.0310426j -0.00351691+0.0516463j 0.0306677+0.00241476j 0.0467121-0.0349914j 0.00896818-0.0153702j 0.0826373+0.0249859j -0.0270903+0.00908907j 0.20517-0.0453902j -0.152505+0.0654651j -0.0352538-0.0282844j -0.0376326-0.0825416j 0.0555838-0.0363392j -0.106915+0.118141j -0.0435661+0.0521218j -0.0162047+0.0985215j 0.00983182+0.00239277j -0.0487717+0.00899906j -0.0994575+0.0149866j -0.0075507-0.0496452j -0.0490175+0.0178053j -0.044918+0.0460952j -0.0434422-0.0128615j -0.00328989+0.0281964j 0.0577823+0.0328148j -0.0327818-0.0240491j 0.0198955+0.0749303j -0.0720662-0.0771869j -0.0172629-0.0283952j -0.00753721+0.0083226j -0.0120996+0.00331228j -0.026601+0.0338831j 0.00244325-0.0729097j -0.109919-0.0952652j 0.00866995+0.112592j -0.0479047+0.0976759j 0.0145425-0.0202337j -0.0119951-0.0371582j -0.00834904+0.0549106j -0.0020997+0.0893339j -0.00764885+0.0933585j -0.0895158+0.13442j -0.0176771+0.060951j 0.0301675-0.0734719j 0.00874006-0.0192718j -0.0401566-0.0236997j -0.141195-0.00163821j 0.119637-0.0654245j -0.0410984-0.0650068j -0.0262514-0.0287331j -0.0033936-0.046143j 0.115884-0.0194007j 0.183407+0.0569924j -0.345129+5.6205e-16j -0.0607529-0.0696275j 0.0434603+0.0444563j 0.0232162+0.0301927j -0.0332922-0.0477413j 
-0.00859029-0.152771j 0.0426148-0.0700541j -0.00464856-0.0990639j 0.00556173+0.0618621j -0.035385-0.0243577j 0.0104137+0.0403974j 0.0330436+0.0826432j 0.0642005+0.00245232j -0.0242109-0.0165847j -0.0315986+0.0211873j 0.0215697-0.0198996j 0.0321736-0.0154274j 0.0358244-0.048948j -0.0250549+0.0572859j 0.0125768-0.00765656j 0.0406809-0.0278732j -0.058153-0.0985143j 0.0887405+0.0553909j -0.147792-0.164808j -0.0493247+0.0193677j 0.0529677-0.0946056j 0.04676+0.0358715j 0.0530557+0.109589j -0.0153484-0.000554296j -0.0864188-0.0892123j 0.00747475-0.0252436j -0.0508676-0.0664657j -0.00505281+0.00937723j 0.0130509-0.032826j -0.0656861-0.0479432j -0.0774505+0.0356705j -0.0400885-0.0398237j -0.042426-0.0528533j 0.00839832-0.00921995j 0.036188-0.0564892j -0.0145264-0.0142659j -0.0320161-0.0587382j 0.135431-0.0225895j -0.0337863+0.0427919j -0.0557924-0.0265158j 0.0645424-0.0227471j -0.00700491-0.0231982j 0.0490286+0.0558559j 0.072312-0.0678017j 0.0675105-0.00567516j -0.00699295+0.0975103j 0.0274525+0.107631j -0.0652325-0.0857719j -0.0567765-0.0945575j -0.044044-0.0183082j 0.00838267+0.0976832j 0.000335824+0.085123j -0.00383703+0.0178085j -0.094364+0.0453648j -0.00774937+0.000377144j 0.0106333+0.00600011j -0.0338104+0.0218254j 0.0169703+0.0913221j 0.0208485-0.118971j 0.0521534-0.0269398j 0.0156789+0.0182234j -0.0829683+0.0303335j 0.0444537+0.0454119j -0.206835+0.00591235j -0.0607529+0.0696275j -0.280558+3.60822e-16j 0.000373071-0.0733704j -0.0676584-0.0658168j 0.0648363+0.0762498j 
-0.132913+0.0759709j 0.0188162-0.00319022j -0.0566267-0.0276122j -0.104077-0.0606674j -0.0195653-0.015233j 0.0198062-0.0136127j 0.0214694-0.051528j -0.00756993-0.0874009j -0.00185996+0.0382723j -6.83252e-05+0.0131892j 0.0213739+0.0290983j -0.00666427+0.00946636j 0.0566798-0.0643377j -0.0137739-0.0274572j 0.00819525+0.0156752j 0.0373278-0.0128805j 0.0219029+0.0254912j 0.00995478-0.165219j -0.0806005+0.18177j 0.0754946+0.0728788j -0.0245992-0.0846027j 0.0167465-0.0050341j -0.0103268-0.080404j 0.00314062-0.0171104j -0.0124817+0.0109946j -0.0201765-0.0210683j -0.0100348-0.00918267j -0.00754514+0.000245333j -0.00190329-0.0178783j -0.0369704+0.0235594j -0.0094142+0.0829779j -0.0185863-0.0111994j 0.0210592-0.0160307j -0.0235029-0.045966j 0.00408401+0.011687j 0.0641232+0.103837j -0.0416726+0.0385624j 0.0632999-0.108052j 0.0777075+0.00172631j 0.00969988+0.0623857j -0.000632083+0.0397234j -0.0348761-0.0888958j -0.00327071-0.0968636j -0.156003-0.0663619j 0.0313408-0.103897j 0.00906326+0.0617612j -0.0157441-0.111893j 0.0261321-0.0267836j 0.0499874+0.0677372j 0.057437-0.0060405j 0.0153185+0.012958j 0.0132324+0.00633835j 0.00188011+0.0106835j 0.0942777+0.0203203j -0.0393736-0.00683974j -0.013439-0.0383804j -0.04475+0.032446j 0.0502133+0.0267512j 0.0111683-0.00251814j 0.0383853+0.0882619j -0.0243045-0.0681265j -0.0113268-0.0258243j 0.0932818+0.0611404j 0.0325036-0.0893861j 0.0434603-0.0444563j 0.000373071+0.0733704j -0.191875-8.32667e-17j 0.0736886-0.0299485j 0.191169+0.100081j 
