0.156861-0j 0.0532972-0.00630614j -0.026378-0.104405j -0.0264708-0.0783792j 0.00812595-0.067537j 0.0602884+0.0644771j 0.00222494-0.0116504j -0.094184-0.0186606j -0.0175084+0.0283543j -0.000768163-0.00379503j 0.0118407+0.0199526j 0.0266262+0.0176599j 0.0309634-0.0102385j -0.00262883-0.0298716j -0.0152815+0.0153137j -0.0485908-0.0272578j -0.0151429-0.00543476j 0.0071003-0.0355246j 0.00599689+0.0366159j 0.00852593-0.000476918j -0.00895495-0.0428875j -0.0427794-0.0364544j 0.00319612+0.0387678j -0.0514865+0.0029795j 0.0802359-0.147849j -0.0687866-0.060239j 0.135375+0.0537688j -0.0833028+0.114707j 0.118875+0.011081j -0.0629889-0.000251014j -0.00694831-0.106061j 0.0471758+0.0045044j -0.0202412+0.0107449j 0.0377979-0.045392j 0.0402238-0.0238987j -0.0335524+0.0737463j -0.0237807+0.00628268j -0.00831544+0.0200054j 0.054479+0.0035848j 0.0214584+0.0416914j 0.000758167+0.0172632j -0.0641313+0.0108144j -0.127368+0.0267759j 0.018152-0.0581794j -0.0277841-0.104008j 0.074198+0.249828j -0.11432+0.270474j -0.151987-0.11887j 0.035744+0.0841753j 0.149909+0.0940591j -0.0952329+0.0177666j 0.133563+0.0112638j 
0.0266262-0.0176599j -0.02129+0.00144924j -0.0732599+0.108876j 0.00322099-0.0045256j -0.0474246-0.00653791j 0.0047877-0.0178364j 0.0288948-0.0646909j -0.00385457-0.0625683j -0.0144741+0.0223477j -0.0604763+0.0389418j -0.0237759+0.126004j -0.0602121-4.41314e-15j -0.0231063+0.121369j -0.0423317-0.0529052j 0.0609873+0.0143775j 0.0269009-0.0429403j 0.0809979-0.0881764j 0.0480645-0.148635j -0.00643907-0.091974j 0.00147553+0.110709j 0.0266745-0.152243j -0.143865-0.00422131j 0.0777454+0.0286194j 0.0162415+0.0992088j 0.00701137-0.0100299j -0.0486624-0.0158453j 0.00451356-0.0423169j -0.0694742+0.0814257j 0.0544104-0.119981j -0.0413552-0.159516j -0.0111789-0.0173007j 0.0202376-0.00493573j -0.124767-0.0355778j -0.098214+0.09778j 0.04872-0.13196j -0.00775188+0.015329j 0.0162264+0.132211j -0.00721583-0.00556629j -0.0210143+0.0881586j -0.087854+0.0271858j -0.0400183+0.0809272j 0.0220983+0.120006j -0.170666+0.10441j -0.0243222-0.0101253j 0.0489772+0.00211697j -0.036976+0.102321j -0.0328249-0.0891259j -0.00917379+0.0483776j -0.126128-0.0605184j 0.0336163+0.0487597j 0.0108318+0.0522623j 0.0316149-0.0862105j 
0.0309634+0.0102385j -0.00449622-0.0298698j -0.0441428+0.0350277j -0.00739929+0.199561j -0.0129014-0.0108879j -0.0625797-0.0753236j 0.0917096+0.00725105j 0.0269452+0.0657384j -0.0154192+0.12603j 0.0187482+0.041703j -0.0238531+0.105239j -0.0231063-0.121369j -0.123888-1.77636e-15j -0.0552945-0.0626104j -0.0475086-0.151423j 0.0183147+0.0231847j 0.0148932-0.159622j -0.00721754+0.00273443j 0.085898-0.0077041j 0.0441998+0.0415195j -0.0359589-0.0412499j 0.0718239-0.0029841j 0.0710836+0.144391j 0.0645263-0.0679124j -0.17867+0.0506133j 0.102269-0.0529263j -0.0439891-0.171853j 0.114965-0.0802608j -0.00830578+0.00284002j -0.0188258-0.0812501j 0.00276919+0.0433131j -0.0287277-0.0211494j 0.0104872-0.0271654j -0.054648-0.0159552j 0.0368485+0.0222566j 0.107536+0.0342734j 0.0342804-0.0442232j 0.0249671-0.00454947j -0.00188115+0.128006j -0.11681+0.111777j 0.0177675-0.0189661j 0.115174-0.0371144j 0.0351078-0.197989j -0.122159-0.0944235j -0.0712685+0.101293j -0.118654+0.0023822j 0.0318239-0.0306698j 0.000103306+0.0859576j -0.0625127-0.0947566j 0.0280799+0.0985668j -0.00475887+0.0259369j -0.0292104-0.0125445j 
-0.00262883+0.0298716j -0.0579704+0.0226088j 0.0295151+0.0671866j -0.00696611+0.0243561j -0.0267394+0.0248708j 0.0634333+0.0368814j 0.0491297-0.116356j -0.0452578-0.0670269j 0.0645267-0.0434215j 0.0179708+0.0563268j -0.0773301+0.0306032j -0.0423317+0.0529052j -0.0552945+0.0626104j 0.0177745-2.2482e-15j 0.0260356-0.012034j -0.00570516+0.00221049j 0.01339-0.00129798j 0.0194662+0.273503j 0.046278-0.0036182j 0.0902752-0.0607397j 0.00155728+0.153449j 0.0698621+0.0668442j 0.138712-0.0607281j -0.0338553-0.0673134j 0.13029+0.165694j 0.0878749+0.159251j -0.0147161-0.085843j 0.16818-0.0318967j 0.0377969+0.0429043j 0.0307466+0.0414666j -0.0329872-0.0489795j -0.125243+0.0133936j 0.0865306-0.0469132j -0.0282472+0.0283329j -0.0748529-0.114351j -0.0921511-0.0204771j -0.0827917-0.0415195j -0.0787279-0.0696122j -0.184522+0.169125j 0.0578387-0.111943j -0.0517348+0.0580527j -0.0411139+0.166082j -0.0106125+0.00120828j -0.00293654-0.0853994j -0.00685083-0.135554j -0.0120446+0.0758568j -0.0277992+0.124391j -0.0336638+0.0678945j -0.067496+0.00627794j -0.0238751+0.0187248j 0.119071-0.0091919j -5.26384e-05+0.0467832j 
-0.0152815-0.0153137j 0.00559161+0.0127271j -0.0606333+0.139469j -0.0639135-0.0494184j -0.0358834+0.0858661j -0.00418142+0.023943j -0.047258-0.0251953j 0.0990611-0.070534j 0.0638963-0.0120582j 0.135004+0.0209147j -0.01978-0.0179262j 0.0609873-0.0143775j -0.0475086+0.151423j 0.0260356+0.012034j -0.191476-3.59998e-14j 0.168401-0.0999582j 0.0468931-0.00645713j 0.197076+0.0485562j -0.0536682-0.00235845j 0.12559-0.0212795j -0.00212538+0.0371555j 0.00218552+0.0389392j -0.00808763+0.0489046j 0.013393-0.0403667j -0.0751537+0.12472j -0.0601919+0.0686212j -0.0888718+0.0638285j 0.0312834+0.0160414j 0.080394-0.0431714j -0.00310561+0.0705739j -0.0162288-0.145547j 0.0111845-0.0786905j -0.0778468-0.0127306j 0.0457977+0.0467555j -0.0219157-0.0529699j -0.0884692-0.00909781j 0.0317563-0.040938j -0.0228987+0.0439848j -0.0457638+0.0268702j 0.0665007-0.0551518j -0.01619-0.108378j -0.0359711+0.126663j -0.00709875+0.0077566j 0.000974514-0.0732962j 0.0424655+0.00278575j 0.0325318-0.0281813j -0.0285578-0.0635171j -0.0803612-0.0703709j 0.00887348+0.0308272j -0.000239971+0.0178797j 0.0507262+0.0303104j 0.0263035-0.000458234j 
-0.0485908+0.0272578j 0.00478013-0.0229759j 0.0225376+0.0733774j -0.067097-0.0573148j -0.0385358+0.0549055j -0.0741496+0.0791528j 0.0033619+0.0255143j 0.0269406-0.06616j 0.0188376-0.021738j -0.0452135+0.0275072j -0.047459+0.0509804j 0.0269009+0.0429403j 0.0183147-0.0231847j -0.00570516-0.00221049j 0.168401+0.0999582j -0.235448+5.68295e-15j -0.0334402-0.0242963j -0.0149439-0.0373909j -0.0236431-0.0941541j -0.0173979+0.146736j -0.0783045-0.0209547j 0.0779966-0.0396669j 0.141684+0.0535917j 0.0246719+0.133911j 0.066896+0.00477352j 0.0741579-0.111855j -0.0232401-0.00579975j -0.103854-0.0275709j -0.0169875-0.119706j -0.00879458-0.115924j -0.0574946-0.0744886j -0.0463707-0.0136964j 0.0269397-0.0824218j -0.10741+0.0522291j 0.022133-0.0614432j 0.0430441+0.0740962j -0.104611-0.00414297j -0.0815762+0.0554223j -0.11108-0.0530487j -0.095716-0.088295j -0.076474+0.158264j -0.0122662+0.165486j -0.0679025-0.0676861j 0.0612123+0.0177192j 0.170219+0.043378j -0.0322307+0.0233378j 0.00613961+0.020758j 0.0896442+0.0430534j 0.10679-0.000405201j -0.0250927-0.169477j 0.0271881-0.0356948j 0.029728-0.00892963j 
-0.0151429+0.00543476j 0.0187085-0.0301574j 0.0362502-0.0272904j 0.0519941-0.0565435j 0.0344893-0.00732581j 0.0117178-0.0444155j -0.0434324+0.0393063j -0.00238968+0.038415j 0.0732047+0.131671j 0.0811018-0.0600977j -0.00497759+0.0783897j 0.0809979+0.0881764j 0.0148932+0.159622j 0.01339+0.00129798j 0.0468931+0.00645713j -0.0334402+0.0242963j -0.274201+2.58873e-14j 0.00502513-0.0644114j -0.102888+0.175099j 0.00096394+0.0415501j -0.206196-0.0343846j -0.0156938+0.0490516j 0.141395+0.0817748j -0.0849254-0.0214324j -0.0600277-0.00472241j -0.0612085-0.0369377j 0.0604766-0.0201297j -0.10415-0.0233226j -0.123696+0.0592555j -0.00392239+0.0608517j 0.112958+0.00734629j -0.0483684-0.0363217j 0.170741+0.0247407j 0.0423234-0.0260459j -0.0379994+0.059226j 0.00708174+0.0387756j 0.0477711-0.12552j 0.197564-0.0443199j 0.0836311-0.0288487j -0.0831043-0.0704516j -0.0736471-0.108343j -0.107065+0.0257827j 0.0159339+0.034989j 0.0428031+0.0264388j 0.0859466-0.0420326j 0.00341431+0.0908854j -0.0295935+0.0769349j 0.0698578+0.0473173j 0.0328785-0.0461234j -0.0328475-0.0743325j -0.050278-0.0215394j 0.0381766+0.00426837j 
0.0071003+0.0355246j 0.0276422+0.00264299j -0.0224741+0.0863859j 0.065697+0.137701j -0.0133371+0.0270988j -0.011767-0.00901032j -0.0729234-0.136324j 0.0535804+0.0422769j -0.07678+0.0475462j 0.00472625+0.151685j 0.0242012+0.0347054j 0.0480645+0.148635j -0.00721754-0.00273443j 0.0194662-0.273503j 0.197076-0.0485562j -0.0149439+0.0373909j 0.00502513+0.0644114j 0.0611929-6.10623e-16j -0.0738165+0.0504613j -0.0499488+0.0808963j -0.116166+0.0291952j -0.0789404+0.100689j -0.0693657-0.136422j -0.088377+0.0419058j -0.0148972-0.0125369j -0.0406433+0.172827j 0.0943364-0.0119477j -0.0339471-0.117278j 0.0439125+0.0127799j 0.0765981-0.142815j -0.0207346+0.182318j 0.0154882+0.0176433j -0.0436692+0.0249703j -0.0827425-0.0146405j -0.0175931+0.0139042j 0.0284929+0.155947j -0.0308217+0.108411j -0.187284-0.0463189j 0.0118083-0.00669828j -0.0940871+0.0608217j 0.0109131+0.0212912j -0.0337997+0.020146j 0.0614388+0.0176698j -0.123805-0.0238182j 0.104406+0.091425j 0.0301197+0.0927122j 0.00204-0.06079j 0.0568297-0.0658355j 0.0272467+0.0281094j 0.0181468-0.0626298j -0.0309705-0.015794j -0.0472602+0.04683j 
0.00599689-0.0366159j -0.0200842+0.0912373j -0.0101814-0.0799948j -0.0883829-0.0300405j 0.0557641-0.131491j -0.0396286-0.0207742j 0.0607446-0.0177799j -0.145503-0.0354992j 0.100342+0.0505051j -0.0532277+0.139456j -0.0792062+0.0654858j -0.00643907+0.091974j 0.085898+0.0077041j 0.046278+0.0036182j -0.0536682+0.00235845j -0.0236431+0.0941541j -0.102888-0.175099j -0.0738165-0.0504613j -0.0854238+6.97185e-15j -0.0126795-0.0648188j 0.0345664+0.00254029j 0.0385075-0.0719221j 0.0414883+0.0316075j -0.0303659+0.00839428j 0.0244859-0.189749j 0.0324629-0.0689081j -0.0229584-0.00756772j -0.0611165-0.0294286j 0.0520911-0.0125462j 0.0362317+0.0269841j -0.0834037+0.171076j 0.135709-0.158771j 0.0962236-0.146858j 0.0786647-0.0108963j 0.12169+0.0914195j -0.0131988-0.0551375j 0.00811566-0.0486136j -0.0532323+0.0762365j 0.110735-0.0826493j 0.117108-0.0368564j -0.0427312+0.0092276j 0.0476626-0.0135667j -0.00647577-0.0514j 0.0327813+0.0576879j -0.129645-0.00502369j -0.0341114-0.085193j -0.0613697+0.0785694j -0.0090206+0.0721266j -0.0576401+0.160121j 0.0721286+0.0529835j 0.0435632-0.00583232j -0.0447536-0.0207702j 
0.00852593+0.000476918j -0.0121251-0.00857025j -0.00690026-0.00106579j 0.0712505+0.144774j -0.00521021-0.060227j 0.0162843+0.0294547j 0.0674634+0.0134132j -0.0432945-0.0141459j 0.0319498+0.00129487j -0.0410116+0.023637j -0.000567575+0.00322105j 0.00147553-0.110709j 0.0441998-0.0415195j 0.0902752+0.0607397j 0.12559+0.0212795j -0.0173979-0.146736j 0.00096394-0.0415501j -0.0499488-0.0808963j -0.0126795+0.0648188j 0.0380701-4.71845e-16j -0.09457-0.0937421j 0.0489485+0.0519412j 0.0990775+0.0736436j -0.0198149-0.0291932j 0.0135948+0.0859216j 0.0117903+0.0492173j 0.00187899+0.123944j 0.0625724+0.113792j -0.0376145-0.0747448j -0.0570011-0.0946773j 0.0272732-0.0484209j -0.106497-0.00345323j 0.0384889+0.0267987j -0.0561006-0.0421262j 0.0363914+0.077711j 0.0553642-0.0706907j -0.018891+0.0408149j -0.141663-0.0743801j -0.0551589-0.0358528j 0.0424994-0.0157578j -0.011475+0.10602j -0.00209497+0.00728396j -0.0551053-0.0540527j -0.0540292+0.173696j 0.0243674+0.0444135j 0.01749-0.140377j 0.00125626-0.00726679j -0.0623799-0.0179758j -0.0262732-0.00953881j 0.0251912+0.0574903j 0.0730914+0.0221491j -0.041973+0.01065j 
-0.00895495+0.0428875j -0.0501233+0.0244225j 0.116642+0.156403j -0.0235236-0.138742j 0.0220993+0.0356255j -0.0399269-0.0704604j -0.0642707+0.138639j 0.139804+0.0905983j -0.0617926-0.0851983j -0.0957314-0.0383435j -0.0393387-0.0586321j 0.0266745+0.152243j -0.0359589+0.0412499j 0.00155728-0.153449j -0.00212538-0.0371555j -0.0783045+0.0209547j -0.206196+0.0343846j -0.116166-0.0291952j 0.0345664-0.00254029j -0.09457+0.0937421j -0.0235281+2.07321e-15j -0.0790783+0.0134566j -0.0161338+0.0811677j 0.00321512-0.0254623j -0.00482223+0.0278689j -0.0377029-0.107825j -0.0117434-0.0772792j -0.0164063-0.0116385j -0.0226434+0.0696592j -0.0725877+0.0557643j -0.143441-0.0589602j 0.122447+0.00845772j 0.0576082-0.0137234j 0.0508112+0.091301j 0.063309+0.0249267j -0.067333-0.0561564j -0.0325444-0.161654j 0.0777585+0.0343054j -0.0518474-0.0486705j 0.0941063-0.0389616j 0.0250676-0.189425j 0.127858+0.0293458j 0.0825133+0.0603303j 0.0462723+0.0535501j -0.0495268-0.047815j -0.0273182-0.00248516j 0.049373-0.0118001j 0.00744214+0.0546139j -0.0207305-0.0123722j 0.04292+0.0371613j 0.015505+0.00976507j -0.0378742-0.0347026j 
-0.0427794+0.0364544j -0.0558843-0.046555j -0.0151495-0.0941253j 0.00878717+0.206532j -0.039807-0.0178429j 0.0352211-0.0603824j -0.0398734-0.0549781j -0.047082-0.0182404j -0.097606+0.0125503j 0.0109493-0.0123813j 0.0902446-0.0273959j -0.143865+0.00422131j 0.0718239+0.0029841j 0.0698621-0.0668442j 0.00218552-0.0389392j 0.0779966+0.0396669j -0.0156938-0.0490516j -0.0789404-0.100689j 0.0385075+0.0719221j 0.0489485-0.0519412j -0.0790783-0.0134566j 0.0205328+1.94289e-16j 0.000655859+0.0130539j -0.0190977-0.082862j 0.0932931+0.067665j -0.0493771+0.0696603j 0.0969425-0.0261859j 0.0770211+0.026465j -0.0270483-0.0771685j -0.00276799+0.196476j -0.00972585-0.0252557j 0.0064321+0.117105j -0.0427402-0.0155167j -0.052913-0.0913635j 0.00452535+0.0244849j 0.0869334-0.0552515j -0.00748622+0.132213j 0.0338517-0.0422254j 0.0266633-0.0296789j 0.0350963-0.0981528j -0.00227106+0.0376384j -0.012859-0.190838j 0.00557575-0.00404803j 0.000345774+0.040669j 0.0473745-0.100497j -0.0189254-0.0249366j -0.028438-0.0135487j -0.068725+0.129633j 0.0101848+0.0488935j 0.0545492-0.0642777j 0.0676872+0.0628043j -0.131341+0.0963382j 
0.00319612-0.0387678j 0.00986222+0.0446462j 0.0921954+0.0511665j 0.00281383+0.0689728j -0.0719486-0.0937283j -0.00159881+0.264229j -0.00320093-0.0321424j -0.081148+0.0830784j -0.0572661+0.00148744j 0.0766219-0.0543621j 0.0133086+0.0548577j 0.0777454-0.0286194j 0.0710836-0.144391j 0.138712+0.0607281j -0.00808763-0.0489046j 0.141684-0.0535917j 0.141395-0.0817748j -0.0693657+0.136422j 0.0414883-0.0316075j 0.0990775-0.0736436j -0.0161338-0.0811677j 0.000655859-0.0130539j 0.231285+1.08156e-13j 0.00408034+0.0710042j 0.0322716-0.104965j 0.0213094+0.0410952j -0.0443018-0.00919395j 0.0103501-0.0336203j -0.0567975-0.0958066j 0.0554083+0.00261926j -0.0625911+0.105133j 0.0697479-0.0341669j -0.00202443+0.213097j 0.20509-0.00100422j 0.0853498+0.0410273j 0.0578178+0.025277j 0.0266278-0.136616j -0.051971+0.0478191j 0.0337353-0.0848632j -0.146169+0.10906j 0.0386671-0.0711834j -0.0459384+0.0100307j 0.0205052+0.0242771j -0.0038864-0.043936j -0.0016269+0.080149j 0.0161052+0.0236646j -0.069777-0.0695245j -0.0571831+0.0317903j 0.0546036-0.00365682j -0.0832668-0.0714726j 0.0197209-0.0144635j -0.028941+0.0491227j 
-0.0514865-0.0029795j 0.110991-0.0725695j 0.0133827+0.0094938j 0.125804+0.00448989j 0.13312+0.0365842j 0.0248827-0.0462119j 0.132108-0.0704282j 0.0333251-0.0501942j 0.0556522-0.0474954j 0.0474586-0.144494j -0.0102384+0.0232863j 0.0162415-0.0992088j 0.0645263+0.0679124j -0.0338553+0.0673134j 0.013393+0.0403667j 0.0246719-0.133911j -0.0849254+0.0214324j -0.088377-0.0419058j -0.0303659-0.00839428j -0.0198149+0.0291932j 0.00321512+0.0254623j -0.0190977+0.082862j 0.00408034-0.0710042j -0.0472076-3.85109e-16j 0.0495895-0.0411867j 0.00927522+0.123067j -0.0350741-0.109456j -0.00749656-0.0955707j -0.0900685+0.175484j 0.0972658-0.0447935j -0.0943859-0.0726441j -0.00282513+0.0982965j -0.080786+0.0407646j -0.0218674+0.0220657j -0.0306472-0.171992j 0.022867-0.00251798j -0.0923141-0.0772761j 0.108352+0.0168449j -0.0442012-0.00386881j 0.0681045-0.0127778j 0.0226056+0.0520864j 0.0916267-0.00380916j -0.0300222+0.053091j -0.0116471-0.0867502j -0.139032-0.0866088j -0.00404924+0.0282838j -0.0359871-0.0842476j -0.0252433-0.0733827j 0.0102353-0.0559822j 0.0759668+0.0151259j -0.0811165+0.0354412j -0.0573199+0.0208613j 
0.0802359+0.147849j -0.0207707-0.0708768j 0.116111+0.0516852j -0.0858206-0.111898j 0.0610624-0.122618j -0.077035-0.0464777j -0.0222766-0.048334j -0.0239798+0.0643175j -0.133056-0.0569759j 0.0648272-0.067087j -0.0481213-0.0229194j 0.00701137+0.0100299j -0.17867-0.0506133j 0.13029-0.165694j -0.0751537-0.12472j 0.066896-0.00477352j -0.0600277+0.00472241j -0.0148972+0.0125369j 0.0244859+0.189749j 0.0135948-0.0859216j -0.00482223-0.0278689j 0.0932931-0.067665j 0.0322716+0.104965j 0.0495895+0.0411867j 0.0115744-1.12063e-15j 0.0101723+0.0753805j -0.0296025-0.0152815j -0.0738393+0.00610729j -0.00893843-0.0439715j -0.00636806+0.00421047j -0.086063+0.00867677j -0.0116468-0.163552j -0.0135812-0.0925318j 0.0176181+0.0933758j 0.0523167-0.0682535j -0.0299764+0.0393836j -0.00506795-0.0126642j 0.00947495+0.162887j -0.0994682+0.125285j -0.0247568-0.103784j -0.0736971-0.0216484j -0.00734287-0.0732243j -0.0334919-0.00421634j -0.0952431+0.0954893j -0.0336557-0.00148212j -0.0334822-0.115659j -0.102688-0.138761j -0.0634128+0.059566j 0.105153-0.00500197j 0.102211-0.0134445j -0.0185028+0.0329697j 0.0537559+0.0439504j 
-0.0687866+0.060239j -0.029133-0.0558304j -0.0373017+0.107766j 0.0139998-0.00101319j 0.128159-0.0285414j -0.0848699-0.212686j -0.00862314-0.0828582j -0.0531359-0.179356j -0.0124609+0.098142j -0.0790477-0.00323541j -0.0138334+0.0392195j -0.0486624+0.0158453j 0.102269+0.0529263j 0.0878749-0.159251j -0.0601919-0.0686212j 0.0741579+0.111855j -0.0612085+0.0369377j -0.0406433-0.172827j 0.0324629+0.0689081j 0.0117903-0.0492173j -0.0377029+0.107825j -0.0493771-0.0696603j 0.0213094-0.0410952j 0.00927522-0.123067j 0.0101723-0.0753805j -0.0593512+3.747e-15j -0.107991+0.000310969j -0.0580022-0.0132991j -0.00826839-0.0152633j 0.0642543-0.0768927j -0.0996194+0.0124425j 0.122777-0.0457856j -0.0810537-0.0980311j -0.0237588-0.040827j 0.0683366-0.0372343j 0.0109828-0.102854j 0.00471699+0.0302849j 0.0477568-0.11733j 0.0527962-0.0390439j -0.0647154+0.158901j 0.0281835+0.00921518j -0.0470603+0.0512265j 0.0287874-0.0173569j 0.00335428+0.0186943j 0.00441506-0.0489362j -0.0480129-0.0511313j -0.0202409+0.0616516j 0.0690272-0.000572099j 0.0271315-0.00460227j -0.108493+0.0217087j 0.0130451-0.0687759j 0.12765-0.0473377j 
0.135375-0.0537688j -0.00621088+0.118478j -0.119329-0.0212584j 0.0252336+0.0503639j 0.192101-0.158997j 0.0163133-0.145332j 0.0798781-0.0838602j 0.0456809+0.0268787j -0.0455303+0.0361373j -0.0305599+0.101012j 0.0421131-0.00501582j 0.00451356+0.0423169j -0.0439891+0.171853j -0.0147161+0.085843j -0.0888718-0.0638285j -0.0232401+0.00579975j 0.0604766+0.0201297j 0.0943364+0.0119477j -0.0229584+0.00756772j 0.00187899-0.123944j -0.0117434+0.0772792j 0.0969425+0.0261859j -0.0443018+0.00919395j -0.0350741+0.109456j -0.0296025+0.0152815j -0.107991-0.000310969j -0.0802396+3.80251e-15j -0.0419626+0.0352177j 0.0560506+0.0130147j -0.0472156+0.0492985j 0.0833698-0.089606j -0.0771594+0.0309586j 0.137582+0.0329238j -0.0375757-0.0842472j 0.0260109-0.0559514j -0.0523532+0.038544j 0.10443-0.00180638j 0.0129559+0.158443j 0.034542+0.0309359j -0.0209781+0.0605588j -0.0121615+0.00677083j 0.00584252-0.00152083j 0.00249321+0.00344298j -0.016493-0.0752722j -0.0608742-0.0637005j 0.137295-0.0184743j -0.0682826-0.121387j -0.0229701+0.0120889j 0.0202805+0.0548673j 0.0604429-0.185426j -0.103634+0.0376737j 0.00349234+0.0637397j 
-0.0833028-0.114707j 0.0139392-0.0608337j -0.0638926-0.118555j -0.0438126-0.134475j 0.0517945-0.0316187j -0.0323116-0.0490254j 0.132609+0.0258855j -0.0795735-0.0347053j 0.101602-0.0866402j -0.0873038-0.117662j -0.0313844+0.0172443j -0.0694742-0.0814257j 0.114965+0.0802608j 0.16818+0.0318967j 0.0312834-0.0160414j -0.103854+0.0275709j -0.10415+0.0233226j -0.0339471+0.117278j -0.0611165+0.0294286j 0.0625724-0.113792j -0.0164063+0.0116385j 0.0770211-0.026465j 0.0103501+0.0336203j -0.00749656+0.0955707j -0.0738393-0.00610729j -0.0580022+0.0132991j -0.0419626-0.0352177j 0.0528047+2.28116e-16j -0.0213596+0.0577683j -0.0839267-0.129061j 0.0343818+0.23331j -0.0586284-0.0423031j -0.0167118-0.0117792j -0.0126462+0.0228776j 0.0898635+0.0620829j -0.0906532+0.0556715j 0.133066+0.0189317j 0.0122821+0.0438677j -0.0521066+0.054979j -0.00203372+0.0905151j -0.0817393+0.0454883j 0.0436715-0.00905787j -0.0816105+0.0203134j -0.10291+0.024054j 0.015313+0.0231712j -0.00112814-0.0998486j 0.0292319-0.106889j -0.0856636-0.00921854j -0.0170709-0.089429j 0.0413202-0.0103409j 0.0564177+0.00729271j -0.0427546-0.0150632j 
0.118875-0.011081j -0.0463852+0.174977j 0.0721317+0.0254337j -0.067712-0.0264403j 0.133896-0.0750091j 0.022632-0.165288j 0.0311032-0.0617075j 0.0193747+0.0485472j -0.0604726+0.0147431j -0.00432632+0.0253742j -0.0387049-0.109012j 0.0544104+0.119981j -0.00830578-0.00284002j 0.0377969-0.0429043j 0.080394+0.0431714j -0.0169875+0.119706j -0.123696-0.0592555j 0.0439125-0.0127799j 0.0520911+0.0125462j -0.0376145+0.0747448j -0.0226434-0.0696592j -0.0270483+0.0771685j -0.0567975+0.0958066j -0.0900685-0.175484j -0.00893843+0.0439715j -0.00826839+0.0152633j 0.0560506-0.0130147j -0.0213596-0.0577683j -0.23283+2.92821e-15j -0.0411256-0.210162j -0.0400265-0.00360599j -0.0665178+0.033518j -0.0590928-0.0233699j 0.0395992-0.0370657j -0.0832541-0.0100866j 0.100334+0.0295279j 0.0366086-0.0239244j -0.0325589+0.0554006j -0.0270065-0.0340147j 0.22187+0.0422549j -0.110774+0.0170609j 0.0260924+0.0888902j -0.00233948-0.0205619j 0.0774192-0.00387763j 0.0393407+0.0154053j -0.0427818-0.062865j 0.131128+0.0183501j -0.166906-0.10338j 0.0125218-0.0824702j -0.0602952+0.107126j 0.133192+0.0433556j -0.108433-0.00720607j 
-0.0629889+0.000251014j -0.0621414-0.0688036j 0.0095051+0.0476092j 0.000803249+0.0190401j -0.0213875-0.0410446j -0.0083909-0.0201209j -0.0554069+0.0491888j -0.024747+0.0253874j -0.0624837-0.0159723j -0.042859+0.0590068j -0.0380676-0.00946501j -0.0413552+0.159516j -0.0188258+0.0812501j 0.0307466-0.0414666j -0.00310561-0.0705739j -0.00879458+0.115924j -0.00392239-0.0608517j 0.0765981+0.142815j 0.0362317-0.0269841j -0.0570011+0.0946773j -0.0725877-0.0557643j -0.00276799-0.196476j 0.0554083-0.00261926j 0.0972658+0.0447935j -0.00636806-0.00421047j 0.0642543+0.0768927j -0.0472156-0.0492985j -0.0839267+0.129061j -0.0411256+0.210162j -0.0309431+1.11022e-16j -0.127068-0.0786685j 0.0743099+0.126713j 0.003385+0.0160851j -0.0795451-0.0448397j 0.0853518-0.0381164j 0.0674063-0.021447j 0.024513-0.0257549j 0.059508+0.0519466j -0.0626536-0.0178567j -0.0114085+0.0601369j 0.00877003+0.0414852j 0.0558139+0.00213974j 0.0254209+0.00171816j -0.0302668-0.0308819j -0.0147161+0.0818798j 0.180935+0.0125523j -0.0562649-0.0848365j 0.0015515-0.127643j 0.0361454-0.0404745j -0.0296811-0.11293j -0.0816369-0.0796358j 0.104097-0.0189519j 
-0.00694831+0.106061j 0.022932+0.0164843j -0.0455342+0.0763102j -0.0986992-0.0104116j -0.0337817+0.00790107j -0.0371771+0.0692418j -0.0127046-0.0469698j 0.0785557-0.132635j 0.0859852+0.0175715j -0.0204914-0.00505533j -0.0615657+0.0122018j -0.0111789+0.0173007j 0.00276919-0.0433131j -0.0329872+0.0489795j -0.0162288+0.145547j -0.0574946+0.0744886j 0.112958-0.00734629j -0.0207346-0.182318j -0.0834037-0.171076j 0.0272732+0.0484209j -0.143441+0.0589602j -0.00972585+0.0252557j -0.0625911-0.105133j -0.0943859+0.0726441j -0.086063-0.00867677j -0.0996194-0.0124425j 0.0833698+0.089606j 0.0343818-0.23331j -0.0400265+0.00360599j -0.127068+0.0786685j 0.0555333+1.181e-14j 0.116888-0.00581099j 0.0709731+0.038202j -0.0979971+0.00311109j -0.024741-0.00783709j -0.0296991+0.0411834j -0.123199-0.0115854j 0.13986+0.0115908j 0.049804-0.0722517j -0.0803702-0.00580829j 0.0590167-0.0633051j 0.0958159-0.0292958j 0.121489-0.0596231j -0.204127+0.0484754j 0.103384-0.0089591j -0.196432+0.0570171j 0.00168199-0.0670689j -0.0972644+0.0641311j 0.106008-0.106448j -0.00451556+0.00692644j -0.0403834+0.0546376j -0.0305505-0.0348474j 
