-0.0485828-4.16334e-17j 0.15854+0.00533241j 0.0291937-0.0811922j 0.0201496+0.0134904j -0.0468628-0.0381124j -0.0526741-0.0573889j 0.00590138+0.0816342j 0.0372514+0.0829374j 0.014141-0.020441j 0.00545869+0.0121416j 0.0200279+0.0406757j 0.0566251+0.0403804j 0.0575697+0.0132021j 0.0147751+0.078409j -0.022537+0.0114355j 0.054623-0.0786113j 0.0922939+0.00392131j -0.0236513+0.0197864j 0.056306-0.12915j -0.026983-0.110265j -0.0965822-0.0166072j 0.0710404+0.0398079j 0.00164802+0.0463408j 0.0358938-0.0477985j -0.074663-0.0361185j 0.0241797+0.0755308j 0.0645502+0.000196406j -0.0350904-0.0358516j 0.0714725+0.00716984j 0.0737812+0.0156498j -0.025537+0.00729551j -0.0243482+0.108714j -0.0252376+0.0152209j -0.0468605-0.0407934j -0.0692487-0.0364444j -0.0246109+0.02853j -0.0738123-0.0357596j -0.000474662+0.0974731j 0.0104728+0.050545j -0.0220918+0.0222134j 0.00488041+0.0460058j -0.0152204-0.0106413j 0.0272677+0.00875743j 0.0537527+0.0441491j -0.0295672+0.0190369j 0.0458051+0.019615j 0.0153876-0.00416559j 0.016021-0.0309471j -0.0153443+0.0397323j -0.0394524+0.0201j -0.00919417+0.0582403j 0.00885245+0.0349985j 0.0054108-0.00193764j -0.0019758-0.0628966j -0.0165823+0.0127426j -0.0582902+0.0163261j 0.0175255-0.0211753j 0.0143357-0.018271j -0.0133027-0.00620019j 0.0693291+0.0171053j -0.0202735-0.0684776j -0.0799444-0.0593855j -0.0174149-0.0241396j 0.017385-0.0679901j 0.013588+0.00505003j -0.0527072+0.0140265j 0.0582775-0.0267955j 0.0335025-0.0170094j -0.020067-0.0160389j -0.0109636+0.0342402j 0.0372463-0.0198105j -0.00133821+0.0338269j 0.01254-0.0674848j -0.0312468+0.0349519j 0.0222379-0.0441569j 0.000373779-0.0480194j -0.0266189+0.0106424j 0.0170401+0.0438394j 0.00231512+0.0256906j -0.0199709+0.013386j -0.00902726-0.0028642j -0.0414578+0.0597103j 0.100406+0.0625609j -0.0135212+0.216475j 0.109461+0.174464j 0.13061-0.104468j -0.141813-0.00618276j -0.000775024-0.0130102j -0.014921-0.0280796j 0.00400203+0.0688093j 0.0473714-0.0278647j -0.028442+0.0545306j 0.0814323+0.0735471j 0.113193+0.019503j 0.137642+0.114633j 
-0.0135212-0.216475j 0.249557-0.0170451j -0.0021052+0.0531586j -0.0614366+0.041489j 0.00200481-0.0796094j -0.0582969-0.0239833j 0.033516+0.0112715j -0.0369474-0.0259205j 0.059204-0.0323984j 0.0284003-0.0132212j 0.0298005-0.0140537j -0.00076856-0.0130277j -0.0587114+0.0215875j 0.0437003-0.014632j 0.00391102-0.00253994j -0.0156076+0.0186712j 0.0256991+0.0242454j 0.0226618+0.0190358j -0.0341552+0.00607868j 0.0105997-0.0537049j 0.0208345-0.0356481j -0.0300869+0.00855767j -0.0781458-0.0575934j 0.0292079+0.146262j 0.0230092-0.0272304j -0.0385967-0.0434318j -0.0232135-0.0155244j 0.0339183-0.0207379j 0.0670122-0.0245671j 0.0278334+0.00127158j 0.0713874+0.025052j -0.039446+0.0403201j 0.0199629-0.0187299j 0.00382539-0.0195997j 0.0109719+0.0230403j -0.0343362-0.0326101j -0.0479396-0.0304465j 0.0145563+0.0162191j -0.107442-0.00606283j -0.0260393+0.0970614j 0.0419997+0.0197646j 0.00216965-0.0799818j 0.0297481-0.0156585j 0.0590637-0.0166558j -0.0152163-0.0220271j 0.0443446-0.0131922j -0.113881-0.0142732j -0.0851456-0.157543j -0.0659221-0.0259234j 0.0479606+0.0757508j -0.0725566+0.0270036j -0.0108849-0.044406j 0.0262771-0.0924221j 0.000195028+0.0332143j -0.0559239-0.0625217j -0.033423+0.179056j 0.0322095-0.0412494j -0.0435523-0.0244j -0.0183659+0.0519344j -0.0226939-0.0126939j 0.0802231+0.014024j -0.0273045-0.0370851j 0.0124121+0.0122631j -0.0940661+0.033196j -0.0438696-0.116123j -0.0111708+0.0438736j -0.00450355+0.107457j -0.0392016+0.126817j -0.031013+0.0164029j 0.0519143+0.080236j 0.0681097-0.071612j -0.0109026+0.0398387j -0.0959801-0.0222528j -0.0284537+0.00757409j -0.0203467-0.0419823j -0.01379+0.0331815j -0.0098375+0.0126631j 0.0282127-0.0127315j -0.00943336+0.0114131j 0.0286093-0.00186608j 0.0183949+0.0453279j 0.07184-0.0311061j 0.0897167-0.0369491j -0.00430356+1.66533e-16j 0.0329655+0.0233417j 0.018831+0.027057j -0.0576756-0.039791j 0.0703283-0.0171934j 0.107977-0.0384533j 0.0809184+0.0826826j -0.0148405+0.00559512j 0.00359238-0.00895902j -0.0139358+0.0409066j -0.0270464-0.117346j -0.0735865+0.0348696j 
0.109461-0.174464j 0.013243+0.0484619j -0.0344148+0.0614404j -0.0371512+0.0198972j 0.0145197+0.03982j -0.0959565+0.119775j -0.0157242+0.0213819j 0.0511466-0.0325562j 0.00564215-0.0285869j 0.0119586-0.00210548j 0.00293187+0.0242141j -0.00590697+0.0249336j -0.0235307-0.00130979j 0.0112352+0.0358533j -0.0314852+0.0334075j -0.048997+0.0239142j -0.000858385-0.00133166j 0.0306168-0.0323791j -0.0305328+0.0251765j 0.0427667-0.0136135j -0.0486577+0.0594309j 0.0220676+0.0129847j -0.017156+0.0994996j -0.104869-0.00465047j -0.0162288-0.049584j 0.0347744+0.0373409j 0.0389751+0.0142981j 0.00222788-0.0237856j 0.0344841-0.0309152j -0.0165236+0.00397747j -0.0665122-0.0192174j -0.0146402+0.0129735j -0.00923551-0.0216627j 0.0499987-0.114347j -0.0571754+0.0315644j -0.0564182-0.0545112j 0.0244695+0.0444607j 0.0406402-0.0132993j 0.0141594-0.0251559j -0.0141483-0.105931j 0.00717899+0.0182846j -0.0252302+0.0323781j 0.0625912-0.0230372j -0.0679856+0.202007j -0.00695614-0.00490873j 0.0621963-0.131526j 0.0163415+0.16626j 0.0540225+0.0317659j 0.0931453+0.0719331j -0.118594-0.131379j -0.0878901+0.126342j 0.0920767+0.0615571j -0.0439708+0.0796751j -0.037063-0.014632j 0.0725555+0.0488899j -0.0364108+0.0704995j -0.0123219+0.0498463j -0.0640162-0.00504056j 0.0158206-0.0440574j 0.0135682-0.0148123j 0.0955309+0.040549j 0.0242105+0.0137528j -0.128713-0.0472713j 0.0129619+0.0618931j -0.095863+0.0824699j 0.0767668-0.0559912j 0.0461135-0.0822557j 0.00231146-0.0327982j 0.0484388+0.0865169j 0.033627-0.0999816j -0.00752211-0.0758785j -0.0175398-0.00762381j 0.0790901+0.0177543j -0.0457058+0.0982945j 0.0894692+0.0340146j -0.0757946+0.0785221j 0.0395043+0.0645991j 0.0716683-0.0563584j 0.0807494-0.0638857j -0.0216622+0.0190073j 0.0771405+0.0198974j 0.0280225+0.0283118j 0.0148294+0.0399078j 0.0329655-0.0233417j 0.0319392+1.11022e-16j 0.0487041-0.0019129j -0.0911457-0.0118735j -0.0203284+0.010965j 0.0281568+0.0116907j 0.0290439-0.0222692j 0.0342219+0.014691j 0.0723208-0.0482192j -0.0198009-0.0338018j 0.0115345+0.0357192j -0.0691677-0.0077112j 
0.13061+0.104468j -0.0410184+0.165041j -0.0592831+0.00908411j 0.00371438-0.0227515j -0.0557497+0.0270629j 0.034379+0.0397735j -0.0110472+0.00980633j -0.00392317-0.0021641j 0.0258414-0.0234834j 0.0220538+0.057538j -0.00122234+0.0409731j -0.0166678-0.00112713j 0.030008+0.00290562j -0.0420069-0.0103913j -0.0109583+0.00708361j 0.00750362+0.013307j -0.0011135-0.00359606j -0.0098839-0.00799021j -0.0275836+0.0215339j 0.0125353-0.00627784j 0.0268533+0.0439752j -0.00122744+0.0497769j -0.0194506+0.0632564j -0.0135604-0.0350579j 0.0856733-0.0544323j -0.00552642+0.0457643j -0.0700712+0.0198003j 0.0666786-0.00196639j 0.0499179+0.00416446j 0.0307778-0.0161187j 0.0127469+0.0239031j 0.0387082-0.00640993j -0.0242433-0.0383488j -0.0652623+0.104492j -0.0421783-0.0217604j 0.0521959-0.0485566j -0.00745214+0.0659503j -0.0319271+0.0249311j 0.0808642-0.011435j -0.0224492-0.117438j -0.012064+0.033095j 0.0270935-0.125483j -0.089615+0.0502673j -0.0243215+0.0155772j -0.0397351-0.0643967j -0.0787863-0.107355j 0.0167245+0.0098559j -0.0208898+0.0286547j -0.0594511+0.0109077j 0.0400741-0.00620511j 0.00735351-0.0159044j 0.0951609+0.0759221j 0.0837622-0.0574001j -0.00281019+0.0185635j 0.0135231+0.0551866j 0.0126121-0.00793561j 0.153935-0.0488989j 0.0696764+0.0236698j 0.0280509+0.00482562j -0.012119-0.0598216j 0.102129-0.00796501j 0.0335343+0.0858692j 0.00353266+0.0195578j 0.00240516-0.11962j -0.0331908+0.0503969j 0.00646375-0.114806j -0.066984-0.059571j 0.0240566+0.13337j -0.024198+0.0447163j -0.0452164-0.0258713j 0.0539266-0.0126709j -0.0511829-0.0775056j -0.109282-0.044692j -0.0240964-0.0414554j -0.0102163-0.0124418j 0.045688+0.0246189j -0.0337125-0.0627835j 0.0120323-0.0343306j -0.00937002-0.0426244j -0.0442004+0.044766j -0.10062-0.0476268j -0.0831851-0.0183596j -0.0254853-0.00238177j 0.018831-0.027057j 0.0487041+0.0019129j 0.00338628-1.52656e-16j 0.10712-0.0570617j -0.000377256-0.00112002j -0.029097-0.0138168j 0.0677083-0.00780947j -0.16635-0.0935714j -0.0349236+0.0180797j 0.106656+0.0383652j 0.00537263-0.107845j -0.0924447-0.081735j 
-0.141813+0.00618276j -0.0354903-0.240819j 0.0374913-0.00712702j 0.0345471+0.0534724j 0.00501082-0.0350666j -0.00421894-0.0589404j 0.0166215-0.0548761j -0.0132922+0.0635074j -0.0430394-0.0262384j -0.013313-0.0561356j 0.025047-0.0407313j 0.0216797-0.0200353j 0.0194216-0.0011195j 0.0344199-0.0254142j 0.0331982-0.0228012j 0.0214931-0.0158309j 0.0366687-0.0157547j -0.0179266+0.0505331j 0.0308539-0.0128553j -0.0274927-0.00833651j -0.0650358-0.0774998j 0.0613911-0.0149312j 0.0320441-0.00978298j -0.0618537-0.0845415j -0.0268371-0.0251666j -0.0234489+0.0439181j 0.00910049+0.0440446j -0.0156117+0.0108116j -0.0447734+0.00545606j -0.00995097-0.000262351j -0.0773543-0.133724j 0.0738787+0.0037561j -0.103273-0.0178895j -0.0763655+0.0831665j -0.0351826-0.0132942j -0.0357638+0.0373126j 0.0644365-0.0122463j -0.0284645-0.036913j -0.0793596+0.0550765j -0.109429+0.0291523j 0.0522359-0.0448566j 0.0662053+0.0081255j -0.0854637-0.00738047j 0.0324019-0.140606j 0.017173-0.0751768j 0.0144331+0.00746921j -0.0122943+0.0378944j -0.00394787+0.0113077j 0.0456976+0.0617638j -0.0494884-0.0596531j -0.0727618+0.0181811j 0.0161124-0.0228693j -0.0398363-0.0275573j -0.0213076+0.0183166j 0.0155795-0.0715879j -0.00240655-0.100977j 0.0222593+0.008931j 0.069758+0.00475063j 0.0384382+0.0820302j 0.0904711+0.138137j -0.0904639+0.00907294j 0.0448209+0.124845j 0.122162+0.0160144j -0.0395076-0.0838945j -0.114932-0.0735584j 0.132052-0.0138328j -0.0931476-0.0202766j -0.0444264+0.071249j 0.036041-0.01134j 0.0142092+0.0637603j -0.008869-0.0352783j -0.0132869+0.00237161j 0.00621428-0.0207773j -0.0175107-0.00942013j -0.0421562+0.0391778j -0.0194411+0.00369572j -0.0291329+0.00309331j -0.0175131+0.0229693j -0.0338481+0.0112257j 0.0128601-0.0270577j -0.0640807-0.0735713j -0.0341568-0.0386797j 0.0284745+0.0205829j -0.0576756+0.039791j -0.0911457+0.0118735j 0.10712+0.0570617j -0.0308944-3.64292e-17j 0.0400691+0.0171987j 0.0259005+0.0104451j -0.0698956-0.0850243j -0.0614483-0.00529353j -0.0781632+0.0137264j -0.0391789+0.0184451j -0.0113722+0.0544683j 0.0120526-0.0488147j 
-0.000775024+0.0130102j 0.00117804-0.0164538j 0.00332078-0.0328792j 0.0145665-0.0155365j -0.0177051-0.0034009j 0.00655005-0.0388374j -0.00834384-0.0302216j 0.0173296+0.0157411j 0.00482946+0.00952622j -6.11e-05+0.0147737j 0.00649773+0.000373558j 0.0220741+0.0370049j -0.00276274+0.0242695j -0.00742188+0.0223541j -0.00745834-0.0371947j -0.00559516-0.0122668j -0.0104135-0.0181671j 0.000397443-0.00179928j -0.00292403-0.0046506j -0.0154225-0.00092012j -0.00233521-0.0366411j 0.026983+0.0117503j 0.0146101+0.0410844j -0.00739706-0.0289549j -0.0156684+0.00498741j 0.00525011-0.00689318j -0.00105898+0.00143044j 0.0143005+0.0137178j -0.00301142+0.0127141j 0.00994757+0.00716373j -0.0284971-0.0498673j 0.013449+0.00330163j 0.00831315+0.0387159j 0.00859812-0.0262445j -0.000298618+0.000939779j -0.0394264-0.0940417j -0.0143157-0.00436049j -0.0213575-0.0304966j -0.0178171+0.0238637j -0.0677482-0.0762689j -0.00815629+0.08069j 0.0563548+0.242353j 0.135966+0.0289186j -0.0479803-0.0936084j -0.0842564+0.157301j -0.103138-0.0209398j -0.0089067+0.136144j -0.0306638-0.0827277j -0.0509816-0.0615321j -0.00873406-0.0257229j 0.00980733-0.120671j -0.0266466+0.0489253j -0.0347577+0.206369j 0.00445975-0.0892861j 0.0188055-0.0175721j -0.0114916+0.0775974j 0.0477162-0.0802729j -0.0452894-0.118142j -0.00432007+0.0605452j 0.0630727+0.0136054j -0.00808694-0.0525062j -0.01403-0.00521997j -0.00938102-0.000960123j -0.125401+0.0115455j 0.00571665+0.0545554j 0.00893089+0.0596139j 0.0900692-0.0122393j -0.06755-0.0453259j 0.0305092+0.0221553j 0.00961581-0.00152823j 0.0240812-0.0599468j -0.0569536+0.0715465j -0.0234326-0.0722678j -0.0351792-0.069357j 0.0716457+0.0195066j -0.028495-0.00194595j 0.0355057+0.0046533j -0.113847-0.0120801j -0.0840318-0.0294263j 0.0579412+0.00637707j 0.0585053+0.00193095j 0.0102029-0.0154924j -0.0750208-0.0180556j 0.0703283+0.0171934j -0.0203284-0.010965j -0.000377256+0.00112002j 0.0400691-0.0171987j -0.11494-1.4086e-15j 0.0866448-0.00392209j -0.0116071+0.0205559j 0.00413991+0.0223668j -0.0134002+0.0121111j -0.0109838+0.0261796j -0.0179801-0.0158739j -0.00962226-0.000714067j 
-0.014921+0.0280796j -0.0273497-0.0470048j -0.00739949-0.0075259j 0.00161425-0.00607126j 0.0012349+0.057577j 0.00506635-0.0546951j 0.0463454+0.0049153j 0.050084+0.0238219j -0.020452-0.0081282j -0.00662004+0.010841j -0.00747155+0.0167706j 0.00704901-0.0105856j -0.00076817+0.0387988j 0.0031944-0.0240056j 0.00192082-0.0182975j 0.0150746-0.0106623j -0.0234818+0.017226j 0.00527305+0.0159239j -0.000667692+0.00218675j -0.0275422+0.0135344j -0.0456639-0.0943823j 0.0335907+0.0553371j 0.0859511+0.0980836j -0.0236659-0.106545j -0.0724158-0.0232214j -0.0146218-0.0308242j -0.0389893+0.0175149j 0.017342+0.0170663j -0.0110882+0.0256921j 0.025756-0.0272385j -0.0276066-0.100156j 0.0468586+0.0473828j -0.057429-0.0457438j -0.0176365-0.00710229j -0.00037807-0.0381797j -0.0526628-0.0374528j 0.0306036+0.123955j -0.0349343-0.0292912j -0.0936703+0.0255727j -0.132642-0.147421j -0.0951696+0.156308j -0.0278559-0.164746j -0.0514055-0.042075j -0.0153709-0.210535j 0.0641533+0.0387605j -0.0387441-0.0495407j -0.00696889-0.0278224j 0.0431893+0.0383182j 0.0304555-0.0764259j -0.00251961+0.0911384j -0.024087+0.0442521j 0.0144398+0.0268979j 0.00556722-0.0969538j 0.00838739-0.0190379j -0.0105241+0.0116752j -0.0494262+0.152069j -0.03657-0.0574709j 0.00576011+0.0513514j -0.0185275-0.00769107j 0.00959187+0.0999785j -0.07929-0.0128096j -0.0606463-0.0585731j 0.176008-0.0389595j -0.0453891-0.0445344j 0.013326+0.00112168j 0.0178007+0.0225523j -0.0165132-0.109267j -0.0423227-0.0586172j 0.026832-0.0422623j -0.0244818+0.0389776j -0.0394098+0.01001j 0.0249191+0.0389385j 0.103948+0.0818974j -0.0165521-0.0130589j -0.0218597+0.0222446j 0.0424634+0.0408312j -0.0913759-0.0286709j 0.0396313-0.00412866j -0.026464-0.0128934j 0.0658109+0.00331462j -0.030353+0.0010372j -0.0614409-0.0186164j -0.0332329-0.0132368j 0.107977+0.0384533j 0.0281568-0.0116907j -0.029097+0.0138168j 0.0259005-0.0104451j 0.0866448+0.00392209j 0.108323+2.498e-16j -0.0123657-0.00221403j 0.01743+0.0127271j 0.0106193+0.0112387j -0.056141+0.00497443j -0.0310591+0.0300032j 0.0205549+0.00944581j 
0.00400203-0.0688093j -0.0254615+0.0853482j -0.00442493+0.0246699j 0.0111751+0.0294887j -0.0295566-0.0123002j -0.0147823+0.0676073j 0.00940001-0.0486626j -0.00982592+0.0127058j 0.0043697-0.0146741j -0.0290021-0.00450315j 0.00469609+0.0113172j 0.0101907-0.00380136j -0.0291693-0.00616587j 0.0230063-0.00123808j 0.0222909+0.00077805j -0.00123403+0.00194912j 0.0117462+0.00877249j -0.0123088+0.0107461j 0.00550804+0.010548j 0.00637502+0.016841j 0.00054162+0.009143j -0.0382235-0.0132384j -0.0224686-0.0422408j 0.0122565+0.0278974j -0.0239223-0.0419576j -0.00712262-0.00423565j 0.0150819+0.0213735j -0.0143701+0.011794j -0.0175301-0.00178209j -0.0179134+0.00316374j 0.0250133-0.00875385j -0.0069271-0.0135611j -0.0330739+0.0708838j 0.0505222+0.0480921j -0.0179513+0.0724321j -0.00687876-0.0860933j -0.00677882-0.0534663j 0.0369367+0.0445291j -0.0611843+0.019215j 0.0320283+0.0394662j 0.0579259+0.0451479j 0.149268+0.0258423j -0.0348329-0.0900667j 0.0186477+0.0609248j 0.0422015-0.142695j 0.0162998-0.0422255j 0.088966-0.00332047j -0.0367451-0.112372j 0.0499861-0.0031053j -0.0482189+0.0337942j -0.0758221-0.0830783j -0.0355112+0.072997j -0.16136-0.0304035j 0.0100463+0.0896701j 0.087295-0.046899j -0.0585933+0.0693149j -0.0751276+0.0570457j 0.0928308-0.0127868j 0.0350003+0.0190739j -0.113659-0.0553761j 0.00917175+0.0541374j -0.0131106-0.0918224j -0.0181173-0.0384799j 0.117969-0.146972j -0.00769318-0.0328012j -0.0032297-0.0712022j -0.0164134-0.0534758j -0.0194032+0.0618349j -0.0863017+0.0227206j 0.0186929+0.0290042j -0.0220369-0.0291964j 0.0553004+0.000570497j -0.0438824-0.0412621j -0.0300683-0.0707523j 0.0224892+0.0297938j 0.0400454+0.0119935j 0.0147212-0.0704954j 0.0679777+0.0181742j 0.0131078+0.0143317j -0.00915666-0.0606284j 0.0238317-0.044245j 0.0426851-0.0558709j -0.00616712+0.0988109j 0.0809184-0.0826826j 0.0290439+0.0222692j 0.0677083+0.00780947j -0.0698956+0.0850243j -0.0116071-0.0205559j -0.0123657+0.00221403j -0.0814958+3.46945e-17j 0.0100769-0.0491062j 0.0392837+0.0720597j -0.00703077-0.0993843j 0.0565548+0.0708894j 0.0287321+0.0533528j 
0.0473714+0.0278647j 0.0480635+0.00834842j -0.0173599-0.0550246j -0.0206641-0.00181225j -0.00812424-0.0103175j -0.0727352-0.00599399j -0.0108563+0.0343384j 0.0199497+0.0456747j -0.00322542+0.0334708j 0.0134872+0.00715905j -0.0195808+0.00342356j -0.00668829+0.00314746j 0.0183867+0.0352428j -0.0218012-0.0176721j -0.00155662-0.0176768j 0.00687932-0.00335254j -0.00704303-0.00490043j -0.00892296+0.00622316j 0.0409161-0.0200358j -0.0309943-0.00160656j -0.0107923-0.00535093j 0.0379753+0.00464147j -0.0130245+0.03582j 0.00592746-0.0238074j -0.0112422+0.00990391j 0.0230658+0.0215796j 3.34004e-05-0.012788j -0.00398345+0.0172899j 0.00638331+0.0308742j 0.00743599+0.00748799j -0.0274325-0.00347666j 0.0148002-0.0171524j -0.015597+0.0610948j 0.105726-0.0705324j 0.0285963-0.0157102j 0.0238352-0.0825918j -0.0697544+0.00396416j -0.0247814+0.0160288j 0.00264996+0.0067653j -0.0475387-0.0196112j -0.0471267+0.081567j -0.0275675+0.00692989j 0.0579999-0.142559j 0.0480748+0.00409868j 0.10717-0.00310604j -0.061381-0.0270152j 0.0829169+0.0715637j 0.0371781+0.0244409j -0.0414067+0.0244826j 0.126095-0.0459715j 0.139934-0.0212982j -0.0784127+0.034956j -0.0164782-0.0525928j 0.0403431+0.000464793j 0.0198443+0.0748956j -0.0531155-0.0207304j -0.0773023-0.0484683j 0.0541388+0.0756719j 0.00379295+0.118539j -0.0362163-0.0520356j -0.0112917-0.0515418j 0.0220929+0.101734j 0.0849504-0.0166904j 0.113461-0.0251164j 0.048385-0.0180482j 0.0890124-0.00615697j -0.0263066+0.0426492j -0.0321149-0.0915772j -0.0179912+0.0271692j -0.0578275-0.0369099j 0.00991267-0.0401391j 0.0673267+0.00385629j 0.0107874+0.00832031j 0.0684677+0.0714887j -0.0407459-0.0244835j 0.0393026-0.0639072j 0.0183588-0.0823507j -0.00870538+0.0361481j 0.014661+0.0188419j -0.0256806+0.0238327j 0.0919544-0.0502577j 0.0399937-0.12603j -0.0424188-0.00553537j -0.0148405-0.00559512j 0.0342219-0.014691j -0.16635+0.0935714j -0.0614483+0.00529353j 0.00413991-0.0223668j 0.01743-0.0127271j 0.0100769+0.0491062j 0.154419-9.02056e-17j 0.000427334+0.0960614j 0.0908794+0.0111925j -0.0225419-0.103896j -0.0284497-0.0320547j 
-0.028442-0.0545306j -0.0923291-0.0739815j 0.0170431+0.000221222j 0.0111442+0.000761171j 0.00882277-0.0201129j 0.0254541-0.0315209j -0.0200943+6.69059e-05j -0.00158508-0.00821152j -0.0118546+0.0292886j -0.0419336-0.0181198j -0.0245523-0.0132649j 0.00519786-0.00497717j -0.0154134-0.0254819j 0.0192611+2.19118e-05j 0.0105273+0.0101501j -0.000792282+0.00385727j -0.00955236-0.024763j 0.00947001+0.00487329j 0.00539302+0.0143354j -0.00616886-0.00304741j -0.00858872-0.0303944j -0.024142-0.00701631j 0.0492622-0.0470604j -0.0207359+0.00446214j -0.000219894-0.0223441j -0.0239968-0.0257128j 0.00469844+0.0167422j -0.000194028-0.0117884j -0.0344202+0.0143488j -0.00921648-0.00314145j -0.0428867+0.0179872j 0.00511777-0.017764j 0.0279176+0.00211851j 0.0245037-0.0286515j 0.0133917+0.0278744j -0.0354691-0.0187438j -0.0409929-0.0361577j -0.00417784-0.00336666j -0.0710268-0.0411947j -0.0409146+0.0321699j -0.0448411-0.0339585j -0.0384948+0.00575074j 0.138919+0.00864247j -0.0714434+0.01698j -0.0246696+0.0625511j 0.0393115+0.037495j -0.0773557+0.01723j 0.0569653-0.0767349j 0.0535484-0.01717j -0.0779488-0.0101278j -0.0239561-0.0169769j 0.0312179-0.100806j 0.0340261-0.0502856j -0.0452557-0.00879724j -0.02749-0.0159707j 0.0716168-0.0892769j 0.0516699-0.180805j 0.0144213+0.091815j -0.040326+0.084103j -0.00799126-0.142446j -0.0403406-0.0234798j 0.0362217-0.0459854j 0.00495418-0.0574145j 0.00377736-0.00934288j -0.0343184-0.0493557j 0.0176438+0.0463712j 0.00845091+0.0270455j 0.0284688-0.027864j 0.000462607+0.0170803j -0.012915+0.0341412j 0.0983574+0.00161427j 0.00299557+0.00629489j -0.0275271+0.054211j -0.0023875-0.0472565j -0.00347702+0.0507546j 0.0815733+0.0120543j 0.0173654+0.0969761j -0.0813473+0.0111873j -0.0487251-0.017276j -0.0484402+0.00586711j -0.0406768-0.0959562j -0.108294-0.0131286j 0.00813944-0.00752294j 0.00359238+0.00895902j 0.0723208+0.0482192j -0.0349236-0.0180797j -0.0781632-0.0137264j -0.0134002-0.0121111j 0.0106193-0.0112387j 0.0392837-0.0720597j 0.000427334-0.0960614j -0.241727+3.06699e-15j 0.15275-0.0109816j 0.0855789+0.0718687j -0.0916563-0.0389534j 
0.0814323-0.0735471j -0.0154828-0.0616428j -0.0508777-0.012129j 0.00438161+0.0145688j -0.0467289-0.0479363j -0.0161492-0.0422421j 0.019446+0.0268333j 0.0322223+0.0159416j -2.48283e-05-0.00316739j -0.00172452-0.043227j -0.00442412-0.00313845j 0.00630067+0.0118484j 0.030027-0.0185911j -0.0148047+0.0267481j -0.0284496+0.000451527j -0.00638491-0.00495439j -0.000582359+0.00337266j 0.0131233+0.021677j -0.0445199-0.0362073j -0.0134102-0.018569j -0.0357462-0.0858675j 0.0459351-0.0377741j 0.046488-0.00682935j 0.0211725-0.00515611j -0.00435782-0.0148123j -0.0144748-0.0428336j -0.0143975+0.0279887j -0.0011034-0.00634371j -0.0346771+0.000427864j 0.00995938+0.0013546j -0.0503545-0.0308187j 0.0430214-0.00141329j -0.018545-0.0363665j -0.0246869-0.0131163j -0.029556-0.0468861j -0.0361914-0.0338571j 0.0042194-0.0314493j 0.0235707+0.0290009j -0.027153-0.0708131j -0.0698251+0.0401781j -0.0535113-0.07991j 0.0152409+0.0626665j -0.0409698+0.010938j -0.0593629-0.0712572j 0.0117155-0.0297744j -0.0521936+0.142038j 0.0270848-0.120658j 0.0283267-0.046566j -0.00270198+0.0945224j 0.00638248-0.093577j 0.0195579-0.167012j 0.00527971-0.0134407j 0.00534258-0.076928j 0.0029198-0.0509929j 0.0105924-0.051291j -0.0141307+0.0535033j 0.0146595+0.0672414j -0.0404548-0.0579322j 0.024851-0.0895294j 0.0116091-0.0712145j 0.0201464-0.040504j 0.0914634+0.0264397j -0.0249486+0.0292756j 0.0664371+0.0529911j 0.0698099-0.0824547j -0.0939071+0.0170631j 0.0520481+0.0757001j -0.00874665+0.0499875j -0.0119304+0.0171239j -0.00705088+0.0182398j -0.0505977+0.011776j -0.00408457-0.0041701j 0.0905299+0.0925861j 0.00210212-0.0459546j 0.0979315+0.0743255j 0.0910271+0.0436421j 0.00847646+0.00680599j -0.00973212-0.00305998j -0.0253715+0.0189021j 0.0178241-0.0358315j 0.0245154+0.0590053j -0.0492721-0.0107883j -0.0373896-0.0330715j -0.0139358-0.0409066j -0.0198009+0.0338018j 0.106656-0.0383652j -0.0391789-0.0184451j -0.0109838-0.0261796j -0.056141-0.00497443j -0.00703077+0.0993843j 0.0908794-0.0111925j 0.15275+0.0109816j 0.0330576+4.16334e-17j -0.0485375-0.0689894j -0.173465-0.0647931j 
