2.29623e-14-0.290315j -1.07262e-14+0.10125j 9.88575e-16-0.0408675j 1.23116e-14-0.129651j -6.0114e-15-0.0831509j -2.33886e-15+0.11794j 9.28816e-15-0.166747j 4.17509e-16-0.0718207j -5.81607e-15+0.218349j -1.91e-14+0.247285j -3.98189e-15+0.19114j -1.59611e-14+0.109026j 4.61029e-15+0.0807701j 1.26793e-16-0.13117j 1.97939e-14-0.247236j 2.08344e-14-0.0335633j -2.25882e-14-0.104136j -9.66984e-15-0.0194047j -7.91669e-12-0.0712768j 1.32598e-14+0.0833029j 1.38695e-14-0.120852j 9.04999e-15+0.139873j -1.02326e-13+0.0670301j 2.09478e-14+0.0811178j 1.09756e-14-0.0369821j -4.36516e-15-0.0615876j 2.25782e-14-0.0314309j -2.46969e-14+0.196025j -3.12544e-14-0.00446354j 1.98696e-14-0.0324831j 3.98382e-15-0.039842j -5.35133e-15+0.0330879j -5.58271e-15+0.0531502j 7.84834e-16+0.0429062j -1.68819e-15-0.104476j 1.96926e-15+0.0367593j 1.35555e-15+0.00683281j 4.16661e-15-0.0281014j -3.65854e-15+0.0204438j 2.89293e-14+0.0363187j 8.07544e-15+0.0880715j 1.34753e-14-0.0463093j -2.76973e-15+0.0446279j 1.46031e-15+0.00547655j 5.68062e-15-0.0721049j -1.68704e-15-0.000533547j -3.59018e-15+0.0457986j -8.27346e-15+0.0822878j 2.4086e-15-0.0370441j -6.81018e-15+0.129496j 6.29479e-15-0.0561512j 1.13531e-15-0.0170653j 9.77968e-15-0.143179j -1.09245e-15-0.054385j -3.47663e-14-0.0318519j -1.89126e-15-0.171533j 
4.8214e-15+0.0122975j 5.60774e-16+0.0019358j 1.55724e-15-0.0205294j -2.59602e-14-0.0607854j -1.4121e-14-0.0738997j -5.24807e-15-0.11182j -3.25852e-15+0.0337838j -3.39819e-15+0.0133311j -4.34931e-14-0.230749j 5.27119e-14+0.199105j -2.97038e-14-0.223774j 1.99973e-14+0.007881j -2.2669e-14-0.185966j 3.38923e-15+0.090362j 4.00816e-14+0.18386j 2.17406e-15-0.0716182j -2.08894e-14+0.00621191j -1.52396e-14-0.0516834j 9.93889e-13+0.00904537j -7.60094e-14-0.191738j -4.41612e-14-0.088563j -1.14149e-13-0.300875j 5.78549e-14-0.0551931j -1.81925e-13-0.277108j -3.92725e-14-0.110804j 3.80933e-14+0.0933148j -1.51032e-14+0.0280944j 3.54298e-15+0.156212j 9.31572e-14+0.0529236j 2.37525e-14-0.0679013j 1.29005e-14+0.0160749j 2.20035e-14-0.00021999j -1.27112e-14+0.0196357j -1.44318e-14-0.181295j 2.36844e-14+0.0882629j 7.36983e-15-0.050488j -3.16051e-14-0.268393j 5.62478e-14-0.204092j 6.13716e-14+0.193926j 3.79066e-13+0.432375j -3.07005e-14+0.0911444j -1.50633e-13-0.317564j -2.96303e-14+0.00404621j -3.77456e-14-0.118037j -1.44634e-14+0.00498945j 8.72513e-14+0.147079j -2.08422e-14+0.0479822j -5.13052e-14-0.36436j 2.47837e-14+0.0987406j -3.40906e-14-0.258682j 4.37755e-15-0.0693992j 4.68519e-14+0.163896j -3.17361e-14-0.119943j -2.67024e-14-0.160632j 5.92291e-14+0.065383j 2.17412e-14-0.0066539j 
1.64143e-15+0.0121005j 2.67194e-16+0.00128606j -9.88666e-16-0.00579621j -1.06096e-14-0.129413j -3.11487e-15-0.0165498j 2.73416e-15+0.0548999j -9.85234e-15-0.1959j -4.98937e-15-0.106915j -1.32103e-14-0.0100404j 1.62573e-14+0.108362j -4.31474e-15+0.0648803j 4.19098e-15+0.106271j -1.61599e-15+0.0731573j -1.08145e-15+0.0849433j 1.8123e-14+0.128472j 2.25218e-15-0.0661939j -1.19254e-14-0.0385556j -2.44054e-14-0.0502519j -1.06951e-11-0.0960743j -1.03614e-14-0.0435065j -1.58889e-14-0.109873j -4.83432e-14-0.137291j -8.87205e-14+0.0696808j 3.21496e-14+0.153261j -2.05555e-14-0.112392j 1.22605e-14+0.116888j -5.13158e-15+0.036152j -2.04596e-15-0.294817j 4.04816e-13+0.12397j -3.60806e-14+0.0779078j -7.47216e-15+0.0605256j -8.7048e-15+0.0340587j -1.64974e-14-0.120479j 3.86595e-14+0.256194j 2.48918e-14+0.119971j 2.14988e-14+0.0296939j -2.29003e-14+0.138802j -3.95804e-14+0.271453j -1.89478e-14+0.0299959j 8.48312e-14+0.0622497j -1.47844e-13-0.0512988j -1.82531e-13-0.310345j -2.73902e-15-0.244627j -6.12834e-15+0.112234j -1.64945e-14-0.400774j 1.24684e-14+0.169459j -5.31771e-15+0.00820615j -1.72172e-14-0.00823253j 1.92059e-14+0.372522j 2.39685e-15+0.0852634j -3.97167e-15-0.0661955j 9.20773e-15+0.0119643j -1.2207e-14-0.0965534j -7.40905e-15-0.0844125j 5.83456e-14+0.0489291j 2.24869e-14+0.160128j 
-5.01779e-16-0.0200677j 1.0818e-15-0.0174307j 1.55141e-15+0.0590324j -4.21433e-15+0.0947285j 3.01208e-15+0.147311j 2.51548e-15-0.136459j -3.11206e-15+0.109429j 6.0861e-15+0.108277j 1.53499e-16+0.028744j 5.21051e-15+0.173549j 6.29504e-15-0.132684j 4.66656e-15+0.00511691j -8.56946e-15-0.183272j -7.48185e-15-0.0526364j -6.14955e-15-0.095868j -1.23207e-14+0.0787391j 3.927e-15+0.0611522j 7.55635e-15-0.0113705j 3.4258e-13+0.00307616j -2.08849e-14-0.113593j -6.59488e-15+0.0983395j -9.92108e-15-0.0486866j 2.1358e-13-0.151217j -2.34404e-14-0.015794j -6.11877e-15+0.024742j -9.56352e-16+0.0395876j 2.04779e-14-0.0951548j 9.30306e-15-0.0426477j -8.42751e-14-0.028088j -1.58664e-14+0.0319234j -6.16602e-15+0.0195727j -3.60537e-15-0.016153j 1.20597e-15-0.022349j 4.10224e-15+0.145923j 1.36305e-15-0.0275004j 4.38476e-15-0.0394208j -3.56716e-14-0.0396098j -1.5863e-14+0.302636j -5.45622e-16-0.275819j 5.43737e-15-0.01031j -7.50978e-14+0.053709j -5.21921e-14-0.177886j 1.14876e-14-0.162497j -2.54834e-15+0.00671508j 6.29154e-16+0.0548011j 9.66002e-15+0.357727j -6.68379e-15+0.49156j -2.63253e-14-0.0604849j -1.06419e-14+0.105075j 1.31473e-14-0.160912j -1.12105e-14-0.0561057j 1.31957e-14+0.271255j -7.10329e-15+0.278925j 8.14555e-15+0.106263j 5.5572e-14+0.114764j 1.64916e-14-0.164365j 
-8.63429e-16+0.0170969j 6.0418e-15-0.0140751j 6.25303e-15-0.0503764j -1.42726e-14+0.059639j 2.52463e-16-0.0665877j 6.42055e-15-0.0167971j -1.65593e-14+0.080735j 5.85331e-15-0.0698487j 9.75734e-15-0.0617627j -2.34658e-16-0.0836136j 2.23384e-14-0.0960403j 1.6464e-14-0.103405j -7.33722e-15+0.0869601j -2.46858e-14+0.18866j -1.61965e-14+0.142537j 1.0046e-14-0.0441125j 1.84946e-16-0.00110004j -8.9745e-15+0.0564626j 2.249e-12+0.0201971j -7.0686e-16+0.130066j 9.72867e-15-0.0360536j 2.40904e-15+0.101257j -3.95076e-14+0.0231697j 6.16113e-15-0.0392134j 8.42819e-16+0.073847j -5.91598e-15-0.0377444j 3.17672e-14-0.102755j 9.66277e-15-0.0756386j -1.36257e-13-0.0458492j 9.86525e-15-0.0438168j -9.80263e-15+0.0824572j 1.64026e-14-0.0735042j 4.84132e-14-0.130822j 1.78138e-15+0.117593j 2.51878e-14-0.160096j -3.09796e-14+0.229754j -5.75672e-14+0.312149j -3.5389e-14+0.0406334j 5.42348e-15+0.0401776j 9.52232e-14+0.147979j -6.32009e-14+0.209017j -2.34485e-15-0.277821j 6.6351e-15+0.00669981j 2.96614e-15+0.00553727j -2.33687e-14+0.201396j 8.56891e-15-0.199774j -5.16131e-14+0.223587j -6.76744e-14+0.466791j -3.00108e-14+0.178288j 4.76699e-14-0.263935j -4.98049e-14+0.342291j 2.90148e-14-0.258729j -1.77544e-14+0.0412722j 2.67609e-14-0.206091j -7.87577e-14-0.131573j -1.53902e-15-0.0800001j 
-1.95482e-14-0.187577j 3.65668e-14-0.192508j -6.00335e-16-0.0272671j -3.27301e-15-0.06538j -1.44121e-14+0.150181j 4.65845e-15-0.0241791j -1.10892e-14+0.0288446j -6.84406e-15-0.0143227j 1.83946e-14-0.104701j 1.30028e-14+0.197782j 1.51878e-14-0.0330157j -7.10031e-15+0.0813251j 1.12358e-14-0.0190501j -7.89124e-15-0.0255255j -1.67778e-14-0.138008j -7.56286e-15+0.0380476j -1.59782e-14-0.047388j -1.49752e-14-0.190966j -9.6008e-12-0.0861343j 1.32799e-14-0.0878844j 2.37458e-16-0.0842243j 2.08687e-14+0.0877136j -8.82702e-14+0.0665042j 3.72305e-14+0.118407j 1.22297e-15-0.0779448j -1.11017e-14-0.024673j 1.27109e-14-0.0144367j 1.00645e-14+0.113249j 2.39238e-15+0.0021389j 2.03856e-15+0.0138476j 1.09426e-15-0.0231014j 4.17081e-15+0.0077132j -1.01069e-15+0.0218317j -2.1421e-15+0.00332102j -8.86747e-15+0.0118595j 4.79981e-15-0.066085j -1.26433e-15+0.0285934j -2.10505e-14-0.0290484j -1.70911e-14+0.113655j -5.5573e-15-0.0185215j 5.25169e-14+0.0859914j 4.2816e-14+0.0288968j 3.46394e-15+0.103913j -3.6602e-15+0.0464573j 1.81561e-15-0.0367671j -1.56313e-15-0.0772136j 1.15378e-14-0.0185795j 2.03314e-16+0.203157j -1.52909e-15-0.0787781j 4.99056e-15+0.0166389j -9.53372e-16-0.040941j 2.49864e-15-0.105384j -6.60788e-15-0.060992j -1.09112e-14+0.0670294j -1.4454e-13-0.231196j -5.31004e-14-0.0545674j 
1.04403e-13-0.199407j -1.59269e-13+0.199625j 4.74171e-15-0.0126025j 2.24115e-14-0.0486654j 9.58363e-14-0.141021j -3.30826e-14+0.0531115j 6.38211e-14-0.101989j 4.04298e-14-0.0723814j -1.28294e-13+0.200755j -3.99618e-14+0.102058j -6.2397e-14+0.100506j 1.18297e-14-0.00847203j -5.16389e-14+0.0907692j 4.73656e-14-0.0906277j 8.85431e-14-0.171114j 5.47423e-14-0.0472128j 1.75023e-14-0.0760466j -6.43345e-14+0.0838222j 2.10271e-12+0.0189434j -6.32963e-14+0.106135j 2.83826e-14-0.0509717j -3.60137e-14+0.0981531j -6.89062e-14+0.0354651j 7.25073e-15+0.0352573j 1.35068e-14-0.0175477j 4.25581e-14-0.0908992j 2.62874e-14-0.0218398j -9.91458e-14+0.168779j -7.56078e-15+0.00522108j 3.98509e-14-0.0399041j 2.21425e-17-0.00317949j -3.91474e-14+0.0588984j -3.57969e-14+0.0587823j -2.16682e-14+0.0422259j 6.63354e-14-0.115626j -7.57433e-14+0.121151j 2.51491e-14-0.0343284j 6.08228e-14-0.0671963j 6.94164e-14-0.0754786j 7.73505e-15+0.077074j -4.68247e-14+0.0899468j 4.57775e-14-0.0910752j -3.18464e-14+0.0722929j 2.71953e-14-0.0352889j -3.82363e-14+0.0638937j 2.35626e-15-0.0186127j -8.91966e-14+0.151259j -1.22968e-14+0.0549512j 6.29093e-15-0.0239408j -2.35545e-14+0.042849j -1.80819e-14+0.0249886j -1.32572e-14+0.0053179j 4.14606e-14-0.079395j 7.5967e-14-0.118026j -4.94932e-14+0.06256j 1.26983e-13-0.222006j 
8.57953e-16-0.000310144j -2.19462e-15+0.0515354j 3.78523e-15+0.0809396j -6.66987e-16-0.0358732j -5.63804e-16-0.0032436j -2.60353e-15-0.0412593j 6.71179e-16+0.0223362j -4.99907e-15-0.0824787j 8.4413e-17-0.00870647j -2.88492e-15-0.0409125j -6.42435e-16-0.0135885j 6.68908e-16-0.00299492j 1.65029e-15+0.0260581j -1.26866e-15-0.0124873j 9.63904e-15+0.0597554j 9.87718e-15-0.0588939j 1.31268e-14+0.058368j -5.11358e-16-0.0245277j 8.29471e-13+0.00749178j -1.85402e-15-0.0160686j 5.1577e-15+0.0563878j 8.19038e-16-0.00322104j 2.22601e-14-0.0108156j 9.70721e-15+0.0267098j 4.82944e-15+0.00205314j -7.14897e-15-0.0381118j -3.49342e-15+0.00112003j 4.02952e-15+0.00802666j -5.75775e-14-0.0193961j -1.21051e-15+0.00574193j 2.07164e-15+0.0170168j -6.01129e-16+0.0116504j -2.08124e-15+0.0161993j -4.0949e-16+0.00949339j -2.69026e-15-0.0179355j -1.96475e-16-0.00616472j -1.42166e-15-0.0376817j 5.50059e-15+0.0228862j -1.37055e-15-0.0444663j -2.25668e-15-0.00996598j -9.13446e-15+0.0250416j -1.3927e-14-0.0466527j 2.2169e-15+0.0327272j -9.7658e-16-0.0339338j 1.59043e-15+0.0196234j 9.68205e-16+0.00966488j 2.35715e-15+0.0214583j 7.79e-16+0.0185929j 2.99011e-15+0.0348295j 2.10634e-15+0.0342616j 5.59508e-16+0.00302681j 3.15668e-15+0.0584195j -8.94878e-16-0.0276699j -6.94871e-16-0.0119111j 3.90663e-14+0.0613295j 6.23485e-15-0.0221664j 
-2.03617e-16-0.0242211j 2.52484e-16-0.00562475j 1.27088e-15-0.0428053j -1.26335e-15+0.0831809j 3.26062e-16+0.0137241j -2.63737e-16-0.00410618j 6.45623e-16+0.00201955j -5.06237e-16-0.0180457j 8.0745e-16-0.00077963j -1.24997e-15-0.0353675j 6.92577e-16+0.0348271j 3.40632e-16+0.00194385j 4.10347e-16+0.000646251j -7.37068e-16-0.0365022j 2.24487e-16+0.0196814j 2.73444e-17-0.0162224j -4.61408e-15-0.0325477j 7.09547e-15+0.0794534j -1.80484e-12-0.0163678j -1.23421e-14-0.0435587j -2.74805e-16-0.0138666j 4.86208e-16+0.00110608j 1.66061e-14-0.0139522j 2.50463e-15+0.0170395j -3.17773e-15-0.0327534j 2.36733e-15+0.00598112j 2.03816e-15+0.0125485j -1.78723e-15+0.0528392j 2.88495e-14+0.0101608j 5.48007e-15-0.0164823j -7.66205e-16-0.0262743j -1.0002e-15-0.00734909j -1.59027e-15+0.00770501j 6.71882e-16+0.00306543j 2.4753e-16-0.00432858j 2.34103e-16+0.0227723j -2.43404e-15+0.0196907j 8.98566e-16+0.00482577j 2.09795e-15-0.0259783j 1.06625e-14+0.017717j 9.69663e-15+0.0345849j 7.94668e-15-0.00769385j 6.35973e-16+0.00863384j -1.14011e-16+0.00376297j 9.24868e-16+0.00386044j -8.82647e-16-0.0110323j 5.08722e-16+0.0278872j -1.02281e-17-0.000156773j -1.04433e-15-0.023336j 4.71849e-16-0.00966302j -3.27332e-16+0.0130203j 3.55446e-16-0.0623434j -1.629e-16+0.0570308j 5.36265e-16+0.0057087j -2.93571e-14-0.0381579j -6.65794e-15-0.0396623j 
3.58367e-16-0.00876789j -6.35991e-16+0.003315j 1.57747e-16-0.00708599j 1.49767e-16-0.0243108j -3.2575e-17-0.0370707j -9.77131e-17+0.00629131j 1.5817e-16+0.0028377j -5.26673e-16+0.00335625j -4.55531e-16-0.00635524j 3.15734e-16+0.0180118j 3.84036e-16+0.0245774j 2.63639e-16-0.00472571j -4.09543e-16-0.0106921j 1.49572e-16-6.11625e-05j -5.42089e-16-0.0124521j -2.85215e-15+0.0110237j -1.98698e-15-0.0129688j -5.92224e-15+0.00232211j -3.24795e-12-0.0292214j 2.86588e-15+0.0129445j -2.05933e-16-0.00557471j 3.09893e-16+7.90314e-06j 2.86294e-14-0.0204235j 4.7649e-16+0.00121402j 1.34579e-15+0.0189769j -9.00871e-16-0.0133019j 6.18862e-15-0.0119266j -1.97137e-15+0.0142508j 4.32778e-14+0.0170018j -4.15447e-15+0.0148401j -8.70638e-16+0.00644613j -1.22737e-15+0.0164808j -1.68341e-15+0.00477809j -2.76466e-15-0.00186463j -5.33384e-16-0.00392996j -1.67607e-15-0.00456479j 1.88859e-15-0.0016497j -4.22189e-16-0.0234198j -1.55983e-15+0.0332659j 1.36439e-15+0.00364733j 2.97926e-15-0.00279389j 3.02391e-15+0.0070997j -2.2621e-16-7.75204e-05j -1.02095e-16+0.0161224j -3.62901e-16-0.00388346j -4.22453e-16-0.013581j -5.4469e-16-0.0186602j -2.79276e-18+0.00198784j 5.75393e-17-0.00472207j 1.51483e-16-0.0168447j -1.75557e-16-0.00523331j 1.03052e-16+0.00992933j 3.42575e-16-0.0323873j 3.81193e-16-0.0142442j -2.93888e-15-0.00532526j -3.34542e-16+0.00216059j 
-5.54643e-17+0.00988486j -1.18308e-15+0.0131725j -1.07543e-18-0.000361978j -8.8582e-17+0.0137409j -1.60374e-17+0.000336322j 1.78239e-16-0.0188789j 1.67971e-16-0.00486222j -2.84025e-16+0.010028j 2.20363e-16-0.0055479j -8.00325e-17-0.00493685j -3.78178e-16-0.00348995j 1.06031e-15-0.0261092j -2.38965e-17+0.0151263j 4.6471e-17+0.00896317j -1.59683e-15+0.00186933j -5.29121e-15+0.0167519j -2.17869e-16-0.00418401j 3.06716e-15+0.0161986j 8.53866e-13+0.00765312j -1.50122e-15-0.00547723j -1.48791e-16+0.0178059j -1.30662e-15-0.0103091j -1.44182e-14+0.0104576j -6.56558e-16-0.00796294j -6.90913e-16-0.0044257j 1.50703e-15+0.0037109j 5.93037e-16+0.00958371j -2.2169e-16-0.00554769j 5.66993e-14+0.0196908j -2.74701e-15+0.00663239j -8.76877e-16+0.0155315j -1.30895e-15+0.0158093j -3.18459e-15+0.0150309j 3.36558e-16-0.00145319j 7.64757e-17+0.00717616j 7.1686e-16+0.010528j 1.84278e-16-0.00806031j 2.52082e-15-0.00225047j 1.33588e-15-0.0161988j -2.47355e-15-0.00368237j 1.51649e-15+0.00636481j 1.70597e-15-0.000965031j 5.15876e-16-0.0144361j 8.99126e-16-0.0149652j 2.29677e-16+0.00514731j -3.4545e-16+0.000530802j 6.83039e-16+0.0196565j 4.06714e-16-0.015289j -1.13787e-17+0.00414402j -1.71814e-16-0.00552161j 2.08072e-16-0.00161956j -2.16656e-16+0.000117806j -5.27722e-17+0.0135403j -9.08366e-17-0.00678529j 8.50491e-15+0.015372j 1.64445e-15-0.00710602j 
1.88354e-16-0.0144581j -7.1996e-16+0.00396926j 1.10888e-17-0.000464456j -8.65575e-17+0.00975794j 1.83725e-16-0.0151883j -5.0208e-16+0.00453349j -3.71676e-16+0.0288999j 2.61215e-16-0.00530849j -9.75709e-17+0.0270413j -2.04e-16-0.00408264j -2.93997e-16+0.013214j 2.42114e-16-0.00453887j 2.04532e-16-0.0002676j 9.64912e-17-0.0185908j 3.30057e-16+0.00566268j 1.26818e-15-0.00381608j 1.80497e-15+0.0112252j -3.16292e-15-0.00689986j -9.98227e-13-0.0089687j 2.22229e-15+0.0124314j 5.47731e-16-0.0103086j 4.84669e-16+0.00724607j -6.09026e-15+0.00464321j 7.35672e-16+0.00220265j 1.18822e-15+0.00171825j -1.3654e-15-0.0106521j 6.31365e-16-0.0032744j -4.26578e-16+0.00679631j -1.01665e-14-0.00329107j 1.13113e-16+0.000206336j 5.85502e-16-0.0144494j -8.46386e-16+0.00177564j -3.61849e-15+0.0266317j -8.09932e-16+0.0121716j -1.5281e-15-0.0234271j 2.31055e-16+0.00474326j -1.07829e-15+0.00780197j 2.17849e-16+0.00433532j 4.52149e-16-0.00578949j 5.20712e-15+0.00740473j 5.65781e-15+0.019797j 5.25252e-15-0.00364038j -4.25225e-16+0.0159422j -3.46623e-16+0.0202784j 4.40626e-17+0.0144964j 6.14563e-17-0.00593126j 2.60426e-16-8.93211e-05j -3.18974e-16+0.020946j -1.87177e-16-0.0187006j 1.33164e-17-0.0136555j -3.41847e-16+0.0108931j -4.68062e-17+0.00147817j -2.82125e-17+0.00730646j -2.60081e-17+0.00426973j -1.01243e-14-0.0113894j -2.1995e-15-0.0219291j 
-6.15245e-17+0.00952253j 2.56999e-16-0.00121962j 2.4246e-17-0.00482721j -9.49857e-17-0.00425296j 7.90345e-17+0.000879566j 1.96335e-16+0.00790506j -1.0507e-17-0.0109052j 1.44619e-18+0.0124801j -5.88409e-17-0.0070957j -6.8601e-17-0.00386805j -1.38823e-16-0.0112369j 2.25852e-16-0.00119346j -9.10051e-17+0.0033912j 1.92302e-17-0.000649347j -1.13196e-15-0.00786437j -1.89807e-15+0.00822924j -1.88442e-15-0.00850332j 1.34266e-15+0.00273118j 6.16077e-13+0.0055384j -2.00971e-16-0.000725148j -7.49625e-16-0.00428557j -7.0819e-16-0.00360344j 5.63151e-15-0.00492095j -2.29558e-15-0.00816286j -5.5551e-16-0.000632015j -4.95641e-16-0.00300991j 1.24137e-15-0.00894385j -2.49647e-16-0.0116671j 2.37003e-15+0.00121194j -2.56896e-15+0.00661784j -7.78321e-16-0.000176858j 3.87874e-16-0.00530661j 7.59834e-16-0.00438823j -2.0903e-16-0.00799725j 1.18756e-15+0.010301j 1.36269e-16+0.00549279j 3.40937e-16-0.00110317j 1.89193e-16-0.00743807j -3.17192e-16+0.00813179j -1.16989e-15+0.000209384j -3.03839e-15-0.0222191j -2.55397e-15+0.012425j 1.18806e-16-0.00323405j -2.58044e-16-0.00784917j -8.04188e-17-0.000534899j 2.54372e-16+0.00759111j -4.58841e-16-0.00737112j -8.90034e-17-0.0112838j -1.87253e-16-0.00234696j 8.55246e-17+0.00686126j -5.76013e-17-0.00108011j 5.67702e-17-0.00110216j -8.46649e-17-0.00523545j 7.56863e-17-0.00079654j 4.35505e-15+0.00403228j 1.0433e-15+0.0127496j 
-3.03051e-17-0.000541417j -2.99688e-16+0.00414483j -6.61601e-17-0.00321793j 1.05414e-16-0.00095691j -1.36546e-16-0.00719667j 1.49163e-16+0.006541j 6.26173e-17-0.0016769j -1.54257e-17+0.0046547j 3.67268e-16+0.00807326j -4.10924e-16-0.00651783j -9.59653e-17+0.00272909j 8.5055e-17-0.00558622j 3.50464e-16+0.00526384j -3.82145e-16-0.00298857j 2.53615e-16-0.0075704j 9.72325e-16-0.00137799j 7.19176e-17+0.00297602j -1.30381e-16+0.00097j 2.11091e-13+0.00189822j 9.77887e-16+0.0066373j -1.66157e-16-0.00434039j 9.8503e-17+0.00236762j -1.92473e-15+0.00100872j -6.26887e-16-0.00289765j -5.04486e-16-0.00470228j -2.82227e-16-0.0024771j 1.3342e-15-0.00647399j -1.98887e-16-0.00118777j -9.94643e-16-1.0759e-05j -1.99118e-15+0.00743821j -3.14708e-16+0.000462223j -5.43673e-16-0.00562553j -6.76987e-16+0.00553736j 3.09146e-16+0.00316289j -3.83049e-16-0.00387844j 2.77811e-16+0.00262359j 7.19096e-17+0.00484717j 6.99062e-16-0.00547604j 4.06491e-16+0.0014709j 1.32348e-15+0.00280236j -8.01628e-16-0.0073784j -1.25391e-15+0.00399987j 3.27115e-17-0.000332124j -2.93706e-17+0.00119977j 1.96207e-16+0.00500271j 6.38134e-18-0.00544102j -7.49681e-17-0.00126978j 2.20861e-16+0.00184917j -2.84596e-16-0.00689619j 8.01105e-17+0.00180945j 1.80219e-16+0.00110113j -2.4748e-16-0.00267128j 2.87629e-17-0.00304239j -4.10487e-17-0.00128878j -2.27215e-16-0.00011252j -1.83325e-16-0.000672658j 
4.24411e-16+0.000215201j -8.05911e-16+0.00731386j 2.31027e-16-0.00471208j -1.49651e-16+0.00676601j -4.25454e-17-0.0110864j -2.98588e-17-0.00130417j 4.22459e-16+0.00547399j 1.82806e-16+1.5993e-05j 4.51397e-17-0.000459927j -3.37712e-16-0.00506153j -4.48425e-16-0.00762348j 2.67376e-16-0.00626502j -5.36322e-16-0.00560502j 1.33876e-16+0.00151771j -2.94436e-16+0.00015714j 7.35275e-16-0.00315851j -1.5498e-15-0.00777389j 2.0389e-15+0.00865349j 8.51896e-13+0.00764843j -8.86989e-16-0.00044181j -5.41418e-16-0.0066491j -1.93953e-15-0.0074541j -2.76104e-15+0.0012766j -8.09786e-16-0.00227298j -9.22152e-17-0.00392285j -1.29067e-16+0.000360573j -4.44527e-16+0.00233821j -3.98568e-16+0.00264332j 1.39282e-15+0.000440848j -8.46022e-17-0.000303826j -5.03008e-16+0.00278621j -5.60622e-16+0.00893889j -6.19191e-16-0.00301839j 1.89286e-15+0.0105788j 1.27463e-15+0.00325715j 1.1759e-15+0.0109717j -2.89826e-17-0.00833341j 1.71789e-15-0.00310834j -6.87931e-18-0.00105107j 9.54599e-15+0.0144121j -1.60919e-15+0.00222722j -2.62775e-15-0.00650526j 1.62926e-16+0.00430256j 7.31752e-17+0.00578528j 3.60685e-16+0.00576224j 3.32581e-16+0.00218785j -4.83532e-17+0.00654385j -1.43075e-16-0.00427081j -2.73575e-16-0.000548172j -1.29704e-16-0.0130573j 1.36424e-16+0.00556425j 4.58975e-16+0.00124975j 1.33138e-16+0.000780237j 2.30691e-16-0.00891026j 2.01103e-16+0.00187293j 1.19558e-16-0.00818639j 
-7.17365e-16+0.00593162j 2.96767e-16+0.0003105j -8.589e-16+0.00725712j 5.90331e-16-0.00286146j -2.45251e-16+0.000324271j 3.15232e-16-0.00350018j -6.44143e-16+0.00842473j -2.12621e-16+0.00358328j 1.02526e-16+0.000245833j -3.72957e-16+0.00104933j 6.70337e-17-0.00458834j -1.08118e-16-0.000117352j 3.13114e-16-0.00844328j 1.26227e-16+0.000141478j -5.86924e-16+0.000417389j -1.38765e-15+0.00390131j 4.73472e-16+0.00594217j 3.70258e-16-0.00480851j 1.14504e-13+0.00103508j 6.53708e-16+0.00300127j -9.23976e-16+0.00738659j 4.59195e-16-0.000883521j 1.13322e-14-0.00706107j -4.6746e-16-0.00158893j -3.96929e-16+0.00987878j -3.53268e-16-0.00218045j -6.8321e-16-0.000328699j 1.02632e-15-0.0035081j -6.96642e-15-0.00242322j 2.83588e-16-0.00122654j 3.66286e-16-0.00108539j 2.39075e-16+0.00205034j 2.83899e-16-2.56158e-05j -2.12219e-16-0.00393699j -3.65471e-16-0.000683323j 6.6166e-16-0.00615948j 5.66321e-16-0.00716447j 2.17016e-17+0.00158041j 3.66489e-16-0.00461153j -3.74559e-15-0.00687986j 4.63727e-16-0.00365073j 6.42673e-16+0.00484169j 2.35492e-16+0.00144956j -4.07241e-17+0.0014445j 2.43539e-17+0.0046497j -5.27152e-16+0.00628956j 4.191e-16+0.00092553j 4.98993e-16-0.0055821j -1.01874e-16-0.00143834j -2.41037e-17-0.00305647j 4.0197e-16-0.00242311j -1.30111e-15+0.0144668j -1.82116e-16+0.00251193j -6.56707e-16+0.00504684j 4.16681e-15+0.00731311j 4.58258e-16+0.00143513j 
