2.29623e-14-0.290315j -1.07262e-14+0.10125j 9.88575e-16-0.0408675j 1.23116e-14-0.129651j -6.0114e-15-0.0831509j -2.33886e-15+0.11794j 9.28816e-15-0.166747j 4.17509e-16-0.0718207j -5.81607e-15+0.218349j -1.91e-14+0.247285j -3.98189e-15+0.19114j -1.59611e-14+0.109026j 4.61029e-15+0.0807701j 1.26793e-16-0.13117j 1.97939e-14-0.247236j 2.08344e-14-0.0335633j -2.25882e-14-0.104136j -9.66984e-15-0.0194047j -7.91669e-12-0.0712768j 1.32598e-14+0.0833029j 1.38695e-14-0.120852j 9.04999e-15+0.139873j -1.02326e-13+0.0670301j 2.09478e-14+0.0811178j 1.09756e-14-0.0369821j -4.36516e-15-0.0615876j 2.25782e-14-0.0314309j -2.46969e-14+0.196025j -3.12544e-14-0.00446354j 1.98696e-14-0.0324831j 3.98382e-15-0.039842j -5.35133e-15+0.0330879j -5.58271e-15+0.0531502j 7.84834e-16+0.0429062j -1.68819e-15-0.104476j 1.96926e-15+0.0367593j 1.35555e-15+0.00683281j 4.16661e-15-0.0281014j -3.65854e-15+0.0204438j 2.89293e-14+0.0363187j 8.07544e-15+0.0880715j 1.34753e-14-0.0463093j -2.76973e-15+0.0446279j 1.46031e-15+0.00547655j 5.68062e-15-0.0721049j -1.68704e-15-0.000533547j -3.59018e-15+0.0457986j -8.27346e-15+0.0822878j 2.4086e-15-0.0370441j -6.81018e-15+0.129496j 6.29479e-15-0.0561512j 1.13531e-15-0.0170653j 9.77968e-15-0.143179j -1.09245e-15-0.054385j -3.47663e-14-0.0318519j -1.89126e-15-0.171533j 
7.96349e-16+0.00431063j 3.8328e-16-0.00220404j 2.8955e-16-0.000986034j 5.56403e-17+0.00191304j -9.18318e-17+0.00234227j -8.92294e-17-0.000447538j 5.56792e-16+0.00126743j 3.84657e-16+0.00522029j -4.80447e-16-0.00433318j -6.25709e-16-0.000384404j -9.58237e-16-0.00731056j -3.58427e-17+0.000266842j -1.04325e-15-0.00557019j -3.1024e-17-0.00139424j 2.0178e-16+5.64001e-05j -8.51169e-16+0.00289708j 2.84314e-16-0.000589095j 8.75647e-16+0.00163043j 8.09124e-14+0.000724499j -6.19023e-16-0.00332413j -4.9971e-16-0.000808407j -1.48166e-15-0.00498699j 8.66386e-15-0.00730859j -8.88698e-16-0.00108213j -4.14452e-16-0.000577562j -2.73066e-16-0.000445951j 9.35082e-17-0.00164602j -7.77388e-16-0.00406269j 7.42475e-15+0.00248472j -6.03418e-16+0.000518042j -8.97832e-16-0.003409j -3.90643e-17-0.00223796j -1.03996e-17-0.00098385j -1.21623e-15-0.00461012j 6.60495e-16+0.00439794j -1.66195e-16-0.00122744j -5.78391e-16-0.00347444j 5.52516e-17-0.0022421j -2.17464e-16-0.00137331j 8.60096e-16+0.00142096j -4.09028e-15-0.00838935j -3.25865e-15+0.000262483j 4.13825e-16+0.000115072j -2.05746e-17+7.15406e-05j 3.84762e-16+0.000259959j 7.84539e-16+0.00676563j 1.30826e-16+0.00247979j -1.33073e-15-0.00919139j -1.04231e-16-0.000523316j -3.20388e-16-0.00199173j -1.21786e-16-0.00246855j 9.94177e-16+0.00426803j 1.65427e-16+0.00308342j 1.53398e-16+0.00218181j 2.4586e-15+0.00218242j 7.69821e-16+0.00266909j 
6.56119e-16+0.00474733j -1.8846e-16+0.00199427j 1.69817e-16+0.00255953j 7.5406e-17+0.000562802j 1.57927e-16-0.00140037j -8.40658e-17-0.000878403j 2.64252e-16+0.00301389j 3.19674e-16-0.000335949j -4.17548e-16-0.00118235j -4.43635e-16-0.0046373j -1.01249e-15-0.00425209j 2.04413e-16-0.000435268j -9.5487e-16-0.00382517j -4.29993e-17+0.00042905j 6.04603e-16+0.00486153j 4.46113e-16-0.00252493j 1.13279e-15+0.00430933j 5.49471e-16+0.00196358j 1.69493e-13+0.00152171j -2.92822e-16+0.000816324j -3.10766e-16+0.00212852j -9.37134e-16-0.00268695j 8.38506e-15-0.00674094j -5.53999e-16-0.00123803j -2.63313e-16+0.00197468j -2.11466e-16-0.00133531j -3.64763e-16-0.000734236j -5.68447e-16-0.00191724j -1.09991e-15-0.000458825j 1.17461e-16-0.00169478j -5.8649e-16-0.00222719j -3.80983e-17-0.003119j 2.65704e-16-0.00142901j -1.12304e-15-0.00419865j 3.16177e-16-0.000532826j -4.4587e-16-0.00130328j -4.08278e-16-0.00212075j 4.72631e-16-0.00258178j 1.1353e-16-0.00285228j 1.30395e-15+0.00157978j -3.77176e-15-0.00412178j -3.38456e-15-0.00310121j 2.42194e-16+0.00200896j 7.30009e-17-0.000605969j 1.50057e-16+0.00360591j 7.87488e-16+0.00162673j 3.2713e-16+0.00203264j -1.15891e-15-0.0048327j 1.3609e-16+0.00134376j -1.25793e-16-0.00222789j -2.13341e-16+0.00079789j 7.44507e-16+0.00453229j 2.19962e-16+0.00127317j 1.856e-16-0.000442496j 3.58123e-15+0.00460423j 1.03502e-15+0.00121217j 
-8.32004e-16-0.00267327j -7.90609e-16-0.00414081j -3.96887e-16-0.00181243j -4.36172e-16-0.00121304j 1.79368e-15+0.00620083j 3.04582e-16+0.000160296j -1.51086e-15-0.00548204j -6.93957e-16-0.001201j -1.62139e-15-0.00547765j 1.36163e-15+0.00521101j -1.2839e-15-0.00385402j 1.35134e-15+0.00445121j 5.06045e-16+0.00150428j -3.8137e-16-0.000359551j 1.65235e-16+0.00015509j -5.04294e-16+5.11842e-05j -2.03677e-15-0.00444433j -5.21464e-16-0.00224693j -7.4687e-14-0.000667788j -2.68313e-15-0.00667866j -1.75235e-15-0.00405078j -1.38439e-15-0.00234768j -3.00768e-15+0.00226597j 1.5093e-15+0.00199574j -2.3355e-15-0.00555198j 3.33183e-16+0.00159768j 2.74065e-16+0.000614847j -9.06099e-16-0.00133335j 5.33441e-15+0.00152227j -2.15973e-16-0.000468725j -9.6625e-16-0.000956685j -1.72544e-16-0.000621983j -6.78649e-16-0.00227278j 9.98292e-17-0.000525385j 2.18295e-15+0.00517098j 5.65578e-16+0.000886591j -1.28198e-16-0.000135893j -1.97418e-16+0.00174522j 1.49151e-16+0.0028069j 3.0504e-15+0.0028242j -2.2596e-15-0.000731014j -3.18966e-15-0.00362577j 3.68456e-16-0.000800656j -4.09111e-16-0.00228701j -2.20798e-15-0.00683196j 1.34067e-15+0.0043649j -4.07611e-16-0.000128472j -3.96002e-16-0.00119858j 1.12401e-15+0.00379309j 1.40943e-15+0.00369727j -5.75717e-16-0.00216149j -9.86325e-16-0.00349556j -6.25988e-16-0.00155993j -7.05457e-19-0.000107973j -2.51429e-15-0.00306411j 3.58846e-16+0.00211247j 
-6.92164e-16+0.00168745j 1.45747e-15-0.00366156j 4.44456e-16-0.00222248j -8.54753e-16+0.00360814j -1.89643e-15+0.00635798j 7.29293e-16-0.00226975j 8.51759e-16-0.00325101j -6.93306e-16+0.00234538j 1.62142e-15-0.00505564j -1.35293e-16+0.000458104j 1.05845e-15-0.0019658j 7.88283e-18-0.000546696j -2.5076e-16+0.00203172j -5.0379e-16+0.00181125j -6.76772e-16+0.00257722j -4.10011e-16+0.000404215j -4.82658e-17+0.000533768j 4.48906e-16+0.00115998j 3.9765e-14+0.000357688j 9.50182e-16-0.0066798j -5.294e-16+0.00127021j 3.53256e-16-0.00221665j -2.95505e-15+0.00147662j -3.29697e-16-0.00636143j 3.21992e-16-0.00425758j -4.82799e-16+0.00436824j 1.02613e-15-0.0016574j -6.64517e-17+0.00103488j -2.04795e-15-0.000599778j -5.20424e-16+0.00100954j -5.72561e-16+0.00219817j 1.56812e-15-0.00515054j 2.67972e-16-0.000135743j 7.34104e-16-0.00240734j -7.73958e-16+0.00143491j 1.61239e-16-0.000649689j -6.8361e-16+0.00268698j -1.24899e-15+0.00227431j -3.49709e-16+0.00113783j 1.24857e-15+0.00285872j -2.29298e-16+0.00231514j 4.30402e-16-0.00233876j 1.70934e-15-0.006131j 2.01179e-15-0.00682209j 2.26783e-16-0.000326688j -9.15107e-16+0.00199757j -1.12568e-15+0.00370507j 9.24969e-16-0.00223347j -7.58801e-16+0.00206708j 1.34738e-16-0.000668537j 3.29218e-16-0.000353019j 6.804e-16-0.0040007j -1.16283e-15+0.0042316j -3.11107e-16+0.000718945j -5.08758e-16-0.00152983j -8.28582e-16+0.00195131j 
1.3586e-16-0.000240163j 1.45805e-16-3.12469e-05j 1.48541e-16+0.000298656j 8.17667e-17-0.000270409j -2.49825e-16+0.000900732j -1.26705e-16-0.00296211j 4.0455e-16-0.00126732j 1.01184e-16+0.00237917j 2.05928e-16-5.87806e-06j -6.30417e-17+0.00237453j 2.38829e-16+0.00287622j -2.05592e-16-0.00289542j -3.24152e-16-0.000312252j 1.02115e-16+0.00323881j 5.57803e-17-0.00398642j 2.47935e-17+0.00116989j 7.10314e-16+0.00264972j -9.88047e-17+0.000163016j -7.94628e-14-0.000715939j 3.85224e-16+0.000162348j 5.7309e-16+0.00418643j 4.59717e-16+0.000921893j -4.20762e-16+0.000223163j -3.10105e-16-0.000827071j 2.2958e-16-0.000400644j 5.57395e-16+0.00289369j 6.29596e-16-0.000162844j 3.32632e-16+0.0024954j 3.29854e-15+0.00131167j -5.00532e-16+0.00242111j 2.59028e-16+0.00466936j -1.58123e-16-0.000462765j -2.57303e-16+0.000239834j 4.11817e-17+0.0013498j -6.98662e-16-0.00112188j -4.34286e-16-0.0035762j -1.88206e-16+0.00100611j -9.74096e-17+0.000673022j 8.82248e-18-0.00182994j -1.79855e-15-0.00235006j 5.17274e-16+0.0016938j 7.52826e-16-0.00041814j 4.37779e-17-0.00534586j 2.71364e-16-0.00129502j 4.76085e-16+0.000655257j -2.99674e-16-0.00238052j 2.89015e-16+0.00535108j 6.03297e-17-0.000131456j -1.54006e-16+0.000817498j -3.19364e-16-0.00150001j 8.95016e-17-0.00267367j 3.0556e-16+0.00121475j 1.54795e-16+0.00167896j 6.03741e-17+0.000603262j 6.53285e-16+0.00100228j -5.57816e-17-0.00105396j 
7.46782e-17+0.00061569j -2.572e-18-0.00095604j -1.31479e-17-0.000649828j 2.06976e-17+0.0056419j 1.66969e-16-0.000465329j -7.50379e-17-0.00266069j -4.94945e-17+0.00630643j 5.795e-17+0.000641369j -1.31937e-16+0.00115573j -1.96858e-18+0.00133152j -9.4782e-17+0.00257035j 8.45046e-17+0.00020914j -1.45893e-16-0.0053372j 2.69731e-16-0.000383276j -2.91829e-16+0.00288926j -1.37504e-15+0.00377166j 9.04394e-17-0.0023782j 1.50422e-16+0.00311571j -1.15027e-13-0.0010398j -1.92806e-16+0.000888867j 1.49796e-16+0.00226589j 2.94432e-16+0.000203867j 9.40206e-16-0.000519197j -1.88999e-16+0.00010643j 5.25689e-16+0.00641294j 2.42368e-16+0.00077498j -1.21523e-15+0.005781j -8.45865e-18+0.00348016j 1.56342e-15+0.000416404j 1.76011e-15-0.00617988j 2.4393e-16-0.00292236j -7.31683e-17+0.00585947j 1.34146e-16+0.000911182j -7.08519e-16-0.00295765j -2.47041e-16-0.000883843j -1.99207e-16-0.00096189j 3.2932e-16-0.00372324j 2.74535e-16-0.000156966j 2.55246e-16-0.0022739j -2.06842e-15-0.00311746j 3.58425e-15+0.00597333j 3.95625e-15+0.00391314j -2.44801e-16+0.00293039j -1.81822e-16+0.00352268j -7.85953e-18+0.0017052j -5.76205e-18-0.000279j 2.55286e-16-0.00184745j -2.2144e-18-0.0022679j 1.50691e-16-0.00344978j -1.94586e-16-0.00508638j -2.31876e-18+0.000830286j -7.10275e-17+0.00126205j 1.22313e-16+0.00541644j -2.84304e-17+0.00223294j -1.18816e-15-0.00122331j -1.95322e-16-0.00284239j 
-4.40073e-16+0.00325337j 1.20629e-15-0.00590112j 1.07206e-17+0.000278694j -2.0384e-16+0.00218807j -8.63702e-16+0.0086465j 7.52355e-17-0.000895808j 1.97735e-16-0.00064918j -5.27704e-17+0.0011773j 6.66412e-16-0.00563426j 2.1816e-16-0.00131951j 5.7728e-16-0.00430357j -3.49553e-16+0.00285656j -1.33867e-16+0.000244199j 1.85267e-16-0.00123527j -4.15442e-16+0.00556561j -3.60703e-16+0.000173696j 5.47464e-16+0.00289231j 2.70771e-16-0.00177627j -1.11835e-13-0.00100294j 5.72435e-17-0.0064234j -3.07914e-16+0.000908368j 1.36637e-17-0.00207897j 3.48506e-15-0.00257623j -9.20557e-16-0.00276014j -2.47799e-16-0.00244842j 1.02451e-16+0.00125538j 2.1747e-16-0.00169921j 2.94546e-16-0.00264213j -2.10508e-15-0.000734935j -4.66341e-17-0.000551802j 2.06233e-16-0.00334185j 1.16963e-15-0.00718896j 2.93113e-16+0.000421052j -1.42079e-16-0.0069243j -5.24249e-16+0.00200618j -1.19883e-16-0.00311737j -2.96606e-16+0.00209709j -6.37617e-16+0.0012963j -1.74746e-16+0.000515076j -2.13418e-16-0.000312477j -6.33573e-16-0.00259128j -1.08532e-15-0.000299979j 1.69937e-16-0.00134046j 5.75359e-16-0.00498281j 2.17651e-16-0.00125048j -3.45504e-16+0.00361387j 7.58994e-17-0.000896576j 3.43476e-16-0.00309535j -1.35176e-16+0.000747173j -4.34699e-16+0.00275075j 1.76635e-16-0.00115221j 2.52542e-16-0.00191389j -3.30397e-16+0.00374772j -3.99433e-16+0.00417014j -1.94036e-16-0.00159349j -6.06864e-16+0.00490276j 
-9.56513e-17+0.00720592j 1.81239e-16-0.000640423j -5.36411e-17-0.00273429j -1.08962e-16+0.00900166j 5.69195e-17-0.000898862j -5.27006e-18-0.00450132j -1.56479e-16+0.00493004j 1.94471e-16+0.00569887j 9.24964e-17-0.00201852j 5.25175e-17-0.00660435j -3.76295e-17-0.00157141j 1.81178e-16-0.00671421j -2.16242e-16-0.00678844j 1.55055e-16+0.0055944j 1.72686e-16+0.00414954j 2.55848e-16-0.000845703j 1.3023e-15+0.0067593j 9.14491e-16+0.0073656j 2.00019e-13+0.00178999j -5.78272e-16-6.11677e-06j -4.58819e-16+0.00385003j -7.24094e-16-0.00503825j 7.73157e-15-0.00574944j -1.69897e-15-0.00438486j -1.33831e-15-0.00181128j 1.40755e-15+0.00574502j 6.862e-17+0.0026674j -1.12279e-16+0.00163369j 1.08501e-14+0.00364544j 2.32888e-16-0.00103845j -1.49871e-17+0.000534098j 2.35234e-16-0.00499709j 4.53315e-19+0.000265233j -5.75373e-16-0.00450236j -4.37151e-16-0.000881149j -3.60806e-16-0.00471337j -2.20836e-17+0.00028354j 1.3552e-15-0.00607914j 1.19731e-15-0.00468449j 1.99203e-15+0.00327931j -1.76112e-15-0.00157116j -2.61059e-15-0.00376316j -2.39278e-16-0.00347433j 6.43479e-17+0.00102644j -3.73527e-17+0.00598846j 7.41791e-17-0.00525193j 2.37649e-16+0.00691861j -1.00221e-16-0.00882201j -1.4896e-17-0.0013057j 4.90265e-17-0.00987664j 3.91443e-17-0.000650254j -1.11776e-16-0.000136613j -5.91679e-17+0.0088859j -7.79211e-17+0.000431053j 8.30675e-16+0.00137343j 1.95633e-16+4.04791e-05j 
1.28573e-17-0.00105207j -3.14453e-16+0.000847883j -2.65838e-16+0.00240704j 2.26729e-16-0.00279676j 1.09232e-16-4.29001e-05j 8.2644e-17-0.00039702j -1.53085e-16+0.0012777j -6.58705e-17-0.000324348j -1.77748e-16-0.000358613j 1.26675e-17+0.00258565j -1.7659e-17-0.00104929j 1.39038e-16+0.00091069j 4.79139e-17+0.000749364j 8.09789e-18-0.00213757j -1.72719e-17-0.000919277j -3.29446e-16+0.00151773j -5.08342e-16-0.00151705j 9.11121e-17-0.00323468j 6.14554e-14+0.000558381j -6.06446e-17-0.00112011j -1.47649e-16+0.0015246j 4.34193e-17+0.0013159j -2.17972e-15+0.00141034j -8.24223e-16-0.00475772j 3.50623e-16+0.00364263j -5.40538e-16-0.00227004j 3.87934e-16-0.00294376j -1.10018e-16+0.00216832j -1.37385e-14-0.00455599j -1.22565e-16+0.000648303j -1.5928e-16+0.00163166j -7.59813e-17+0.00220014j 9.53457e-17+0.000922384j -1.90056e-16+0.000320746j 1.86419e-16-0.000931932j 6.16793e-17+0.00140701j 2.7384e-16-0.00313513j -6.78413e-16+0.00286007j -4.64053e-16+0.00234652j -1.2547e-16-0.000326621j 2.26118e-15+0.00333389j 2.76556e-15+0.00357949j 1.87622e-16+0.000509031j 2.6995e-16-0.00364467j -3.88782e-16+0.00255929j 5.97183e-18+0.00440392j -2.01214e-16-0.00133144j -1.53574e-16+0.00161508j 9.90442e-17-0.0013765j 5.40212e-17+0.000214822j -9.27387e-17+0.00113514j -3.39574e-16+0.0038936j 5.63357e-17-0.00194503j 9.47216e-18+0.000198395j 5.65477e-16+0.00151186j 3.28556e-16-0.00114234j 
5.2583e-17+0.00185889j -4.89353e-16+0.00439583j -5.92976e-17+0.005785j 2.87517e-17-0.00247189j -1.33357e-17-0.00157014j -2.65317e-17-0.000266308j -4.49916e-17+0.00328944j 5.60925e-17-0.00113508j 1.29811e-16+0.00446499j -1.12158e-16-0.00609461j 8.08872e-17-0.00157914j 1.86785e-16-0.00300252j -1.62254e-16+0.00173j 2.97822e-17-0.000199953j 4.39447e-16-0.00136336j 1.38585e-15-0.0033053j 1.20106e-15+0.00825621j -8.69443e-17-0.0020445j 3.52088e-13+0.0031716j 9.50362e-16+0.00562674j 3.85977e-16+0.00520913j 1.01007e-15+0.00456109j 4.46486e-15-0.00289841j 2.45977e-16-0.000667846j 6.46544e-16+0.00301877j -5.04856e-16-0.00403545j 4.76703e-16-0.00473913j 3.45976e-16-0.000967732j -1.42734e-14-0.00477504j -5.84831e-16+0.00198534j 2.41289e-16+0.00154897j 1.5152e-16-0.00446524j 2.54695e-16+0.000730565j -8.97473e-17+0.000829773j -4.52714e-16-0.00606519j -3.98526e-16-0.000527687j -2.10545e-16+0.00188826j 4.57208e-16+0.000474996j 6.04075e-16-0.00539662j -2.37555e-15-0.00322627j -8.57105e-16-0.0018774j -4.2983e-16+0.000273265j 3.66757e-17+0.00190667j 2.91318e-16-0.00219987j -4.96386e-17+0.00878732j -1.00245e-16-0.00250076j -6.02658e-17+0.00503028j -8.39198e-17+0.00581927j 3.37654e-17-0.00105981j 1.0824e-16+0.00102172j -1.603e-16+0.00299791j -1.33922e-17+0.00428799j -4.94014e-17+0.000260073j 8.01317e-17+0.000432446j 2.74307e-15+0.00493435j 6.97514e-16-0.00221619j 
-2.28941e-17-0.000801974j 3.13559e-16-0.00332363j 5.40519e-17+0.00451142j 1.34619e-16-0.00826473j 8.14563e-17+0.000414863j -3.93082e-17-0.00389529j 1.92668e-17+0.00510816j -7.42644e-17+0.00501649j -1.21735e-16-0.00329742j 3.92303e-17+0.00985322j 2.40363e-16-0.0043687j -1.13356e-16+0.000610958j -1.68321e-16-0.010653j 2.66122e-18+0.000377211j 3.53592e-16-0.00773383j 2.81254e-17+0.00181314j 8.24567e-16+0.0051268j -1.1138e-15-0.011207j -2.80569e-13-0.00250669j 4.09726e-16-0.00355705j -3.1105e-16+0.00139373j -9.51548e-16-0.00519589j 6.88473e-15-0.00471406j -3.56947e-16+0.000475417j -5.10313e-16-0.000930064j 9.62408e-18+0.00175539j 1.05181e-15-0.00343929j 3.75288e-16-0.000722942j 1.24321e-15+0.000525953j -2.01161e-15+0.00776105j -2.39322e-16+0.00403269j -6.82121e-16+0.00229471j -1.00975e-15+0.000530647j -1.04969e-16+0.00585646j -1.28862e-16+0.0033878j 3.80473e-17-0.00996783j 5.3471e-17-0.00827049j -4.08499e-16+0.00359493j -8.4846e-16+0.00114305j 1.10271e-17+4.65591e-05j -2.23978e-15-0.00473721j -2.10376e-15-0.000917086j 2.32783e-16-0.00422378j -1.4114e-16+0.00499617j -4.54754e-17-0.00286098j 1.60773e-17+0.00904192j -8.01169e-17+0.00446878j -2.0123e-16-0.00683697j -1.16479e-16+0.000408097j 2.56487e-16-0.00429815j 6.87835e-18-0.00984368j 7.63655e-17+0.0166287j -2.23234e-17-0.00311561j 1.28723e-16+0.00453776j 2.27101e-15+0.00331036j 5.58642e-16+0.000783935j 
-1.30589e-16-0.00542216j -3.12807e-16+0.00125944j -4.07574e-17+0.00147548j 7.77778e-18-0.00378342j 3.84251e-16+0.00280319j 5.68223e-17-0.00136679j -4.55162e-16-0.00749285j -1.8968e-16-0.00480897j -1.39925e-16+0.000751358j 2.86494e-16+0.00382811j 1.16572e-16+0.00440717j 2.23274e-17+0.00209369j 2.60417e-16+0.00277699j -2.12242e-16+0.0013563j 4.98964e-16-0.00355546j 1.15918e-15-0.00422037j 4.16401e-16+0.00259103j -3.55603e-16-0.000501859j -2.29192e-13-0.0020609j -2.86209e-16-0.000631638j 1.69206e-16+0.00106356j 3.67746e-16+0.00142392j -6.3675e-16+0.000844453j 3.11725e-15+0.00953325j -8.89441e-16-0.00634878j 7.58961e-16+0.00148747j 1.25622e-16+0.00449877j -9.20912e-17+0.00344526j 1.62705e-14+0.00528345j 3.83774e-16-0.000747924j -1.21114e-16+0.000497681j -3.67983e-16-0.00104697j -4.07906e-16-0.000150219j -4.6217e-16-0.00144691j 3.21687e-18+0.000748679j -5.45934e-16-0.00503026j 2.25825e-16+0.000203351j 6.1263e-16-0.00351796j 4.63158e-16-0.00351562j -1.48498e-15-0.00248054j -2.87826e-15-0.00118427j -3.15391e-15-0.00577174j -1.1243e-16+3.32386e-05j -5.55824e-17-0.000390792j -4.56028e-16-0.00656278j -1.78812e-16-0.00546632j 2.44398e-16+0.00286286j -1.25287e-16-0.00104283j 2.94855e-16+0.0035241j 5.43955e-16+0.00766721j -2.61644e-16-0.00638336j -2.81713e-16-0.00204468j 1.64675e-17-0.00355582j 7.23403e-17-0.000412981j 5.94024e-17+0.000449523j 9.56234e-17-0.00119869j 
-2.2048e-16-0.00131012j 2.03428e-16-0.0023113j 2.68452e-17-0.00173114j -9.46129e-17+0.0018599j 2.83772e-16+0.00846307j -1.94842e-17+0.000463873j -3.33248e-16-0.00907198j -1.52225e-16-0.00129119j -1.67551e-16-0.0027716j 2.76012e-16+0.000465793j 8.46046e-17-0.000350281j -2.19139e-17+0.00393535j 2.08836e-16+0.00366934j -1.63615e-16-0.0014408j 5.46234e-17-0.000352472j 2.15054e-16-0.00169688j -4.24159e-16-0.00141516j 6.95685e-16+0.0027844j -6.3835e-15-6.22028e-05j -1.44669e-15-0.00624464j -1.60516e-16-0.000700881j -2.161e-16-0.000658503j 9.52051e-17-7.46547e-05j 1.17155e-15+0.00392951j -1.19546e-15-0.00723853j 6.69604e-16+0.00239895j 2.08021e-16+0.00166189j -2.8965e-17-0.000380735j 8.40351e-15+0.00260476j 2.65724e-16-0.00116399j -1.44535e-16-0.00224108j 3.52384e-16-0.00497803j 1.69009e-16-0.00179524j -1.20314e-16-0.00410976j 5.3022e-16+0.00416551j -2.09807e-16-0.0014083j -3.88441e-16+0.00187642j -2.82273e-17+0.000327417j 1.42903e-16-0.00273558j -8.33144e-16-0.00125996j -2.48795e-15-0.00410163j -2.65931e-15-0.0022383j 1.32759e-17-0.00222107j -8.43058e-17-0.00485414j -4.53551e-16-0.00661067j 7.7969e-17+0.00176487j 4.38855e-18+0.00186461j -3.28627e-16-0.00442957j 1.41341e-16+0.00285877j 3.96413e-16+0.00880446j -3.16875e-16-0.00416115j -4.73705e-17-0.00552105j -1.20008e-16+0.0020121j 2.3747e-17+0.00203034j -8.50389e-17-0.00074008j -5.88913e-18+0.0025169j 
2.07535e-17+0.0021615j -1.92777e-16+0.00228394j 4.3684e-19-0.00469896j -2.50205e-17+0.00254094j 1.61374e-17-0.00510152j 1.14024e-17+8.46244e-05j -3.58337e-17-0.00160916j 1.18765e-17+0.00330661j 7.40887e-17-0.0042724j 3.39372e-17+8.88272e-05j 6.86133e-17-0.00252671j 1.51073e-17-0.00191483j -1.95542e-17-0.00323299j 2.11652e-16-0.000498354j -6.17299e-16+0.00216631j -9.10454e-16+0.00183778j -7.14667e-16-0.00563665j 9.62925e-16+0.0068509j 7.52782e-14+0.000667198j -8.03137e-16-0.00295292j -6.84431e-16-0.00329876j -1.36984e-15-0.00741292j 3.42478e-15-0.00300304j -1.8095e-15-0.00567072j -1.07034e-15-0.00183866j 6.88795e-16+0.000456123j 1.7148e-16+0.0027697j -6.41404e-16+0.00409608j 1.44396e-14+0.00519567j 5.81506e-16-0.00220307j -3.28242e-16-0.00235647j 1.35476e-16+0.00255242j -1.6981e-16+0.0019636j -7.64224e-16-0.00856931j 3.26452e-16+0.00477583j -2.41135e-16+0.00164955j 8.82401e-16-0.00814177j 1.58739e-15-0.0113865j 3.23716e-16+0.00476227j 4.84696e-15+0.00801267j -3.66304e-16-0.00337468j -1.29133e-15+0.000499236j -2.99467e-16+0.00234762j 4.41927e-18-0.00205967j -1.25431e-16+9.29155e-05j -4.89359e-17+0.00111116j -8.72075e-18-0.00434982j 8.58612e-17-0.0146874j -1.41489e-16-0.00310518j -4.52339e-17-0.00379008j 3.92971e-18-0.0021271j -1.04203e-16+0.000301473j 9.63201e-17-0.00233059j 2.32376e-17-0.00398236j 1.22769e-15+0.00178881j 2.26354e-16+0.000861696j 
-7.15895e-17+0.00441732j 5.5561e-16-0.0025586j -1.01617e-16+0.00202511j 3.39286e-16-0.00523468j -3.97093e-17-0.00245405j -2.54006e-17-0.000299693j -1.64227e-16+0.00194859j -5.64072e-17-0.00425368j 1.47238e-16-0.00517971j -2.53002e-16+0.00262256j 2.48603e-16-0.00404218j -2.54772e-16+0.00280391j 5.15908e-17-0.00267036j -3.28838e-17+0.00835528j 1.73484e-16+0.011055j -3.09737e-17-0.00247862j 5.66859e-16+0.00133633j -6.64266e-16-0.00472359j -2.7613e-13-0.00247565j 6.51698e-16+0.0018234j -1.55823e-16-0.00225982j -7.47282e-16-0.00402437j 1.44799e-15-0.000810045j 1.1424e-16+0.000731712j -1.38441e-16+0.00399546j -1.61274e-16+0.0023949j -5.63671e-16-0.000523502j 3.08468e-16-0.0107179j 7.85871e-16-5.13332e-05j -2.41469e-16-0.0011602j -3.63763e-17+0.0024342j 6.33175e-17+0.000466041j 9.73931e-16-0.00825302j 1.15515e-15+0.00616249j 2.08531e-16+0.000628069j 5.51488e-16+0.00185842j -2.47254e-16+0.00598165j -1.55743e-15+0.00757804j -1.47322e-15+0.00480348j 4.50672e-15+0.00496528j -4.23843e-15+0.00284226j -5.25396e-15-0.0136179j 3.95029e-17-0.00434357j -1.73558e-16+0.00466504j 2.5784e-16-0.00562186j -2.32246e-16+0.00274052j 2.53179e-16+0.000533333j -2.09803e-17+0.00681575j 4.41731e-17+0.014515j 2.26738e-16-0.00723601j 1.09866e-16+0.0052419j -1.24313e-16+0.00126175j 2.75505e-16-0.00349085j 2.61774e-17-0.00560765j 8.37972e-16-7.65069e-05j 5.97027e-18+0.00600349j 
