0.0411901+0.0161512j -0.0312711+0.0297284j 0.0215809-0.0864127j -0.0521484-0.0355615j -0.0180361+0.0930035j -0.00373656+0.0438095j 0.000927674-0.0577484j 0.125959-0.0153827j -0.0477553+0.00643945j 0.0131553+0.0516651j -0.0241322-0.0270716j 0.0409643+0.0576333j 0.0050273-0.0812032j 0.00601275+0.059626j -0.0323921-0.00659178j -0.0454007-0.00768826j 0.0852543-0.0274673j -0.0839579+0.105864j -0.035971+0.0806503j -0.0337969+0.0451942j -0.0190618-0.0287925j -0.0331635+0.00427918j 0.0246586-0.00668779j -0.0705049-0.0372058j 0.00379019-0.105834j -0.0871557-0.105461j -0.00043075+0.0713483j 0.0190122+0.0187812j 0.0162407-0.00790098j 0.0229915-0.0687197j -0.0845002+0.116151j 0.0800774+0.0865324j 0.0889623-0.0413025j -0.144108-0.0789128j -0.0565462-0.0544548j 0.0027406+0.00954805j 0.0621734-0.00658537j 0.0556116-0.147569j -0.000127309+0.0800208j -0.0883016-0.106997j -0.0325214-0.00216412j 0.00706532+0.120565j -0.108218-0.11721j -0.0550612+0.130308j -0.00717336+0.0515639j 0.0230359+0.0119616j 0.18521-0.0694689j 0.262173+0.0351593j 0.0480094+0.00213408j 0.00647217+0.0950422j 0.0852593+0.112448j 0.000936299+0.031328j -0.126594-0.0323515j -0.0863602-0.0621622j -0.132072+0.0728842j 0.00914836-0.301608j 0.0942069+0.00746512j -0.0211524-0.0797917j 0.0517979-0.0125845j 0.0365356+0.00224682j -0.0973985-0.0406893j -0.0265178-0.040282j 0.0288746-0.00717521j -0.00585935-0.0619923j 0.0274582-0.0252216j 0.104734-0.00405507j -0.0288322+0.059134j 0.0112759+0.047726j 0.0449491-0.0361426j 
-0.000244516+0.000822273j -0.000849384+0.00336883j 0.00563901+0.00101751j 0.000911885-0.00149693j -0.00157064-0.000655677j -0.00398878-8.04084e-05j -0.000110256-0.000378035j -0.000407806-0.00207891j -0.0028513-0.00353934j -0.00289367+0.00252033j 0.000851624+0.00049116j 0.00126549-0.00251928j 0.00548925+0.00395766j 0.00349866-0.00270524j 0.0111455+0.00536421j -0.00379095+0.000728576j 0.00788953+0.00612309j -0.00731426+0.00496181j -0.00229986+0.00031827j -0.00086787-0.00104511j -0.00986788-0.00281253j 0.00138735+0.00704261j 0.0012443-0.00549546j -0.00255183-0.00131043j -0.00177011+0.00495333j -0.00626044-0.0043975j -0.00220415-0.00531525j -0.00505935-0.00327408j -0.00117855-0.00385788j 0.00133416+0.00312316j 0.0044453-0.00329394j -0.00097198-0.00729598j 0.00140363+0.001834j 0.00601459+0.000446095j 0.00797755-0.00399573j -0.00401753+0.00270658j 0.00811241+0.00639796j 0.000885244+0.00171424j 0.00636641-0.00066479j -0.000276055-0.00838107j -0.00199294+0.00572861j 0.00788534-0.00148779j -0.00294388+0.0064457j -0.00255239-0.0164986j 0.0156868-0.00126807j 0.00203528+0.003259j 0.00192232+0.0025421j -0.00141653-0.00283039j -0.00903209+0.00672605j 0.00688302+0.00303992j -0.0119879+0.00212017j 0.00122617+0.00762605j 0.00918017+0.0104689j 0.00320299-0.00471112j -0.005751+0.000492107j -0.00184701+0.00113456j 0.00430443-0.00646078j -0.00942207-0.000844167j 0.0114057+0.00365034j 0.013039-0.0203329j 0.0029796+0.00127499j 0.0072716-0.00479492j 0.0272058-0.0051304j -0.0159728-0.00352242j 0.0225607+0.00389231j -0.0116281-0.00843974j 0.0164522+0.00360177j -0.0026257+0.0085622j 0.0237876+0.0121367j 
0.00110196-0.0019087j 0.00287243-0.00337936j 0.00243075-2.89485e-07j 0.00204128+0.00122061j -0.000825444+0.000100205j -0.000748368-0.00519519j 0.00625954-0.00144341j 0.00552497-0.00622076j 0.00109755-0.0019097j 0.00963763-0.00242512j -0.00255193+0.00206103j -0.00132427-0.00226202j 0.00124493+0.00135774j 0.000892543-0.00234054j -0.00369229-0.00177988j 0.00176783+0.00159401j 0.00506057+0.0023795j -0.00147965-0.00306947j 0.000674332+0.000134415j -0.0073166-0.00850937j -0.00393581-0.00223541j 0.00218267-0.00727989j 0.00185532+0.00209574j -0.0055681+0.00295045j 0.00133639-0.00265582j -0.00169527-0.00312664j 0.00235396-0.00174859j -0.00255591-0.0100007j -0.00641694+0.00764543j -0.00223232+0.00388549j -0.00165488-0.00071445j -0.00522797+0.000631051j -0.00188049-0.00434237j 0.00512984+0.00804884j -0.00399789+0.00274329j 0.00824163-0.000224971j -0.00509007+0.000736547j -0.00527169-0.0034893j 0.000914487-0.00222674j -0.00237892-0.00395315j 0.00903912-0.00823006j 0.00836122+0.00549219j -0.000287646-0.00132253j -0.00807258-0.00957792j -0.00795061+0.00402127j -0.0102975-0.0139082j 0.000875997-0.00276346j 0.00140037+0.000537779j -0.0033011+0.00540995j 0.000789117+0.00352904j -0.00231804-0.00806548j -0.00121178+0.00518314j 0.00993311+0.010618j -0.00146083-0.00145537j -0.00260553+0.00353171j 0.000849182+0.00592736j 0.00392296+0.00298799j -0.00110196-9.75983e-05j 0.000483962-0.000726091j -0.00815096-0.00638651j -0.00395939-0.00513232j 0.0117873+0.00503047j -0.00242383+0.00345033j 0.0102857-0.00287425j 0.000580555-0.00260688j -0.00260439+0.00361002j -0.00172269-0.00642832j -0.00350545+0.00436946j 0.00496273-0.00126613j 
-0.00187721-0.00255221j -0.00551595+0.00232198j -0.00147184+0.00519256j 0.00576255+0.000886245j -0.00405976+0.00138195j -0.00171764+0.00038948j 0.00416352+0.0023433j 0.00542921-0.00667654j 0.00395385+0.00639877j 0.00490503-0.000135928j 0.00266197+0.000837899j 0.00204393+0.00152388j -0.00240022+0.00347304j 0.00367997+7.56296e-05j -0.00194224-0.00246385j -0.00132862+7.21081e-05j -0.000957588-0.00756879j 0.00485709+0.0075589j -0.00642138-0.00128703j -0.00168634-0.00961941j 0.00453116-0.00190352j 0.00360912+0.00138839j 0.00457906-0.00484392j -0.00279077+0.00849124j 0.00530112+0.00403886j 0.00662408-0.00881614j 0.00398405-0.00214701j 0.00523769-0.00341888j -0.00532428+0.00447828j 0.000787235+0.00284391j -0.00219471+0.000446504j 0.00425827+0.00680658j -0.000456061-0.000573019j -0.00249559+0.00290681j 0.00343318+0.00103521j -0.00466621-0.00129135j 0.00398279-0.00144841j 0.00407846+0.00175603j 0.00564907+0.00357996j 0.00313065+0.00139014j -0.00894463+0.0019868j -0.00679042-0.00737799j 0.000295576-0.000281263j 0.000666484+0.000542687j -0.00779421-0.00466811j -0.00656906-0.0100767j -0.00443165-0.00564088j 0.00433766+0.00534647j -0.00742892-0.00318767j -0.00914314-0.0115185j 0.0026868+0.00748534j 0.00539937-0.00112099j -0.00592431-0.00939938j -0.000717991-0.0019159j 0.00150492-0.000472237j 0.00590546-0.00172916j -0.00402474+0.00240305j -0.00287701-0.00296625j -0.00349957+0.000987628j 0.00583421+0.00770538j -0.00178952+0.00434292j -0.0106733-0.00639712j 0.000961054-0.00293205j -0.0124323+0.00323343j -0.00316448+0.00280525j 0.00125557-0.00431634j 0.00268731+0.00423684j 0.00297091-0.00325357j -0.00125359+0.000330787j 
0.00706141+0.00459623j -0.00120544+0.00792068j 0.00240631-0.00451658j -0.00118785-0.010763j 7.50283e-05-0.00683387j 0.00636268+0.00465325j -0.00697722-0.00650793j -0.00650447-0.00412935j -0.00344413-0.00942077j -0.00615995-0.00923123j 0.000434142+0.00298078j -0.00758341+0.00395494j 0.00139486-0.00269856j 0.00416753-0.00596139j -0.00265644+0.00584424j 0.00427746-0.00154785j -0.00578954+0.000903181j -0.00070963+0.00445476j 0.00405017+0.00473502j -0.00637704+0.0042347j -0.00290524+0.0025042j -0.00301478+0.00144118j -0.0050189+0.00784965j 0.00805455-0.00809859j -0.000586049+0.000114799j -0.00127071+0.0077871j -0.00318021+0.00199531j -0.0040228-0.00169086j -0.000789848+0.0015238j -0.00361078+0.00118606j -0.00104811+0.00492256j 0.00421732-0.00463188j -0.00255904-0.00498904j -0.00435959-0.00394036j 0.00287087-0.00279446j -0.00302868+0.010574j -0.00441084+0.00193603j 0.00120383+0.00261827j -0.00522806+0.001982j -0.00297085+0.000420156j -0.00441595-0.000237516j -0.00148035-0.00337971j -0.000304248-0.00285173j 0.000720806+0.00125691j -0.00317893+0.00606054j 0.00263168-0.00724099j -0.000246296-0.000939484j 0.000261897-0.000562089j 0.0025095+0.00551127j 0.000748641-0.00469747j 0.00369908-0.00178753j 0.00290116-0.00605001j -0.00722798-0.00752094j 0.000358401-0.00476564j 0.000119432+0.0008889j 0.00142439-0.00193731j 0.0039848-0.0138276j -0.000404569-0.00655873j 0.0015871-0.007818j 0.00294834+0.0015813j 0.00680464+0.00117152j -0.00694381-0.000333836j 0.00160554-0.00172512j -0.00331657-0.000822909j -0.00239479+0.00143323j 0.00607391+0.000648727j -0.0035361+0.00194271j 0.000466329-0.00347612j 0.00217996-0.000562825j 
-0.000723832+0.000696125j -0.00354842-0.00173899j -0.00361711+0.000886649j 0.00438003-0.0013175j -0.000106882-0.00109752j 0.00156077+0.00273362j -0.00445579-0.00119652j -0.00196533-0.000564911j -8.59463e-06+0.00192654j -6.97823e-05-0.00212397j -0.000752075+0.00571353j 0.00171173-0.0051678j -0.00157725-0.0053349j -0.00371451-0.00538571j -0.00247377+0.000214942j 0.00093014-0.0048263j -0.00405348-0.000480965j 0.00652347-0.00250914j -0.00175156-0.00330952j -0.000681438+0.00178731j 0.0048596+0.00612114j -0.00191465-0.00301097j 0.00154286+0.000331289j 0.00504173+0.00338667j 0.000919905+0.000983584j 0.00276966+0.00110463j 0.000315975+0.0003922j 0.00373583+0.00143811j 0.00261828+0.00310087j 0.00122588-9.71285e-05j -0.00548831-0.00789918j 0.00584712+0.00776826j 0.00103272-0.00691269j -0.00356785-0.000472283j -0.000620196+0.0033954j 0.0113034+0.00214629j -0.00104777-0.00692477j -0.00674136+0.00368047j 1.85169e-05+0.00125298j -0.00232492+0.00702839j -0.0118164-0.00715652j -0.00779583-0.0022978j 0.00645704+0.0081127j 0.0104862+0.00226743j 0.00869427-0.00186837j -0.00149795+0.000948416j -0.00544522-0.00265358j 0.00102071+0.0059872j -0.0128468-0.00363538j -0.000847518-0.0111072j 0.00672482+0.0141093j -0.00558485-0.00794134j 0.00272493-0.0156381j -0.00576316+0.00455965j 0.00313444-0.000330554j -0.00397334+0.00224518j -0.00152613-0.00650602j 0.00443797+0.0144477j 0.0222824+0.009002j -0.000543525-0.0244536j -0.00092796-0.00384255j -0.0217827-0.00321487j 0.00201149-0.00724988j 0.00019039-0.00582331j -0.0121071+0.0140369j -0.0129457+0.00181076j 0.00676774-0.00587661j -0.00726019+0.0134631j 0.0150205+0.00777652j 
-0.00256901-0.00291709j 0.000327087-0.00611809j -0.00354899+0.000258439j -0.00499435+0.00326346j 0.00631303+0.00153104j 0.0101675-0.00205516j -0.00321082-0.000543712j 0.00775934+5.33742e-05j 0.000700097+0.00359601j 0.00318373-0.000649322j -0.00138245+0.00240998j -0.000463566+0.00535918j -0.00234817+0.00626027j -0.000438459+0.00564852j -0.0013089+0.000554637j -0.00332559-0.00294083j -0.00215792+0.0022653j -0.000171677+0.000571837j 0.00479428+0.00136096j 0.00475164-0.000459022j -0.00170383-0.00511556j 0.00305363+0.00207188j -0.00322804+0.000131044j -0.000486054-0.00703273j 0.00310267-0.00208065j 0.00287944+0.000495494j -0.00504805-0.00250658j -0.000722071+5.65816e-05j 0.000429949-2.88331e-05j -0.00135902+0.00104119j -0.00144722+0.00468856j -0.00488432+0.00378854j -0.00104025+0.00281535j 0.00384488-0.00196798j 0.00382078+0.00170821j -0.000806382+0.000595061j -0.00362056+0.00303289j 0.00532018+0.000445357j 7.49554e-05-0.000568898j 0.0037192-0.0119282j 0.00575576-0.00263856j -0.00034647+0.00335575j 0.000117954-0.00395769j -0.00824241+0.00884196j -0.00588082-0.00595062j 0.00694004-0.000984408j 0.0038846+0.000377906j -0.00654958+0.000691707j 0.00552973-0.00893065j 0.00475399+0.000860774j 0.00184365-0.00674377j 0.00422491-0.000124819j 0.00586219+0.00149498j 0.00172199-0.0045254j 0.008299-0.00399577j -0.00128052-0.00218409j 0.00107511+0.0110122j -0.00468405+0.000933497j -0.0106846-0.00224925j -0.00113389+0.00466407j 0.00243403+0.00019077j -0.00310496+0.00752507j -0.0121137+0.0119743j 0.01323+0.00744529j -0.00513625-0.0202759j -0.002058-0.00296603j -0.0062113-0.000922875j 0.00363113-0.00520548j -0.0082516-0.00232941j 
0.00189202+0.00158312j 0.00287973-0.00284295j -0.000689688+0.00480842j -0.0102045+0.00789255j 0.00650873+0.00500419j 0.0167929+0.00813525j -0.0182531+0.00294454j 0.0111809-0.000700008j -0.0143618+4.96051e-05j 0.0014419-0.0117565j 0.00174059-0.00685162j -0.00190319+0.00243099j 0.00392208+0.002355j -0.000630689+0.00246875j 0.00155807-0.00710959j -0.00565258-0.00398166j -0.00579585+0.0048566j -0.000319788-0.00965347j -0.00443508-0.00687992j -0.00805095+0.000443788j 0.00169898-0.00568929j -0.00226398+0.00454422j -0.00115062+0.00313779j -0.00488032-0.000802363j 0.00295146+0.00844313j -0.00326763+0.00400088j 0.0088832+0.00224823j 0.00331864+0.00506938j 0.00143043-0.00937137j 0.00744862-0.00133595j 0.00473244+0.00240566j -0.00499913+0.00602439j 0.00255619+0.0037458j 0.00445325+0.00563922j -0.00452176-0.00219444j 0.00448606-0.00310714j 0.00511706-0.00212421j 0.00125272-0.00555584j 0.00560573+1.71878e-05j -0.001404+0.00547812j -0.00161414+0.00491937j -0.00424905-0.00374661j 0.00526406-0.0035487j -0.00970337+0.00116994j 0.00589982+0.00573809j -0.0126829+0.00569076j -0.00320774-0.0103911j -6.58218e-05+0.00611429j -0.00662118+0.00643456j -0.00538114-0.0024521j 0.000221875-0.00860108j -0.00190551-0.00437841j 0.00187476-0.00271748j -0.00932759+0.00380446j -0.00149855+0.00387143j 0.00876932+0.000973753j -0.0024239-0.00437979j 0.00122581-0.0074452j -3.53119e-06+0.00522891j -0.00118066-0.0029656j -0.000513701-0.000575977j 0.0013656-0.000992328j 0.00416191-0.00163873j -0.00141231-0.0021408j 0.00727954+0.00577632j -0.00016162+0.000559059j 0.00180586-0.000679279j -0.000308406+0.000548249j 0.000316307+0.0006763j 
0.00290317+0.00313526j 0.00442834-0.000592486j -0.00376795-0.00467279j -0.00325647+0.00189603j -0.0109533-0.00450571j -0.00746492-0.000270115j 0.00756476+0.00375604j -0.00878623+0.00256702j 0.00477122-0.000192506j -0.00830484+0.00281815j 0.00177704-0.00183289j 0.000465694-0.00452289j -0.00368844-0.00183589j 0.00325531+0.00226424j -0.00312455+0.000463543j -0.00191133+0.000101867j 0.00276693+0.00252815j 0.00298743+0.00188629j -0.00282588-0.00244335j -0.00253474+0.00701268j 0.00262891-0.000807729j 0.00230219+0.00345073j -0.00565722-0.00084038j -0.00442804+0.00073679j 0.00403837+0.000998515j -0.00471489+0.00348002j 0.00311775+0.00511941j -0.00448025-0.00302438j 3.6131e-05+0.0069811j 0.000926859-0.00104342j -0.00119462+0.00532634j -0.0037748-0.0127934j 0.000460955+0.00388765j 0.00375025-0.00554642j -0.000258774+0.000320664j 0.00100662+0.00264694j -0.00248863+0.00488271j 0.0024076-0.00164184j 0.00100778-0.00575845j 0.00465465-0.00462283j 0.00191603+0.00345298j -0.00178714-0.0106619j -0.00309083-0.00171113j -0.00833478+0.00591967j -0.0017543+0.0147633j -0.0104353+0.00197586j -0.000129761-0.00589567j -0.000510324+0.00162336j 0.000608689+0.00850342j -0.00137839-0.00372119j 0.000656898-0.0117444j 0.0023366-0.00751622j 0.00371733-0.00281008j -0.00115012+0.00315804j 0.0048168+0.0082467j 0.00166291-0.00250823j -0.00306865-0.00125922j -0.00369628-0.00217504j -0.00890568-0.0011156j -3.5678e-05+0.00184038j 0.00272307-0.00065837j -0.000431748+0.00440616j -0.00715864+0.00659264j 0.00564914+0.00585841j -0.0017551-0.00872363j -0.00191974-0.00267314j -0.00435333-0.000168504j 0.00138034-0.0039675j -0.00553063-0.00153292j 
0.00320969+7.41526e-05j -0.00184085+0.00238986j 0.00851543-0.000871984j 0.00438119-0.00511678j 0.00399569-0.00017957j 0.00147904+0.000479594j 0.00245513-0.00726154j -0.00194047-0.00440257j 0.00712345-0.00470416j 0.00700455-0.00953968j -0.00261448+0.00194328j -0.00598078+0.00169485j 0.0038544+0.00348953j -0.00220567-0.00177162j -0.00259226-0.00195936j -0.00459506-0.00297611j -0.00525681-0.0037095j -0.0045653-0.00731995j 0.00260481+0.0148835j -0.0048407-0.00238658j 0.00521667-0.00757982j -0.00809692-0.00815395j -0.000478724-0.00451129j 0.00447723+0.00780144j 0.00160237-0.0066796j -0.00707398-0.00279068j 0.00109237-0.0046574j -1.07052e-05-0.00295494j -0.00454006-0.0104513j 0.00102574+0.00284806j 0.00679249+0.000922748j -0.0070585+0.00259282j -0.00408123-0.00579601j 0.0028691-0.0012788j -0.000464296+0.000375507j 0.00490388-0.000342516j -0.00160099-0.00282895j 0.00290724+0.000850557j 0.00279797+0.00115989j -0.00118504+0.00366758j 0.001493-0.00508421j 0.00201843+0.00439638j 0.0066618-0.00597358j -0.0130615+0.00204022j 0.000162956-0.00252625j -0.00841089-0.00189359j 0.000744085-0.00573447j -0.00285184+0.00463868j 0.000868199-0.00774114j -0.00234396+0.00404365j -0.00523709-0.00241997j -0.00484556+4.71119e-06j 0.000256312+0.00199555j -0.00817079-0.00745231j 0.000726323-0.00414846j 0.000211024+0.00261999j 0.00651806-0.0039726j -0.00275637-0.00889213j 0.00015383+0.00191468j -0.00420421-0.00252096j 0.00629726-0.00447851j 0.00552454+0.00126631j 0.000900137+0.00695549j 0.00305184+0.00360365j -0.00227611-0.00649219j 0.000142239+0.000290194j -0.00444467-0.00291645j -0.00169494-0.00350823j -0.00284759+0.000108816j 
-0.00121967+0.000268529j 0.00377845-0.00251487j -0.00173466+0.00177193j -0.00147802+0.00328611j -0.000952917+0.00111399j -0.00145617-0.00191425j -0.00016859+0.00522146j -0.000217036+0.00372307j -0.0032196+0.00199468j -0.000515958+0.00360693j 0.00353101-0.00164249j -0.000967178-0.00468052j 0.00237283-0.00502092j -0.00102674+0.00222087j 0.0036429+0.00309958j 0.00466025-0.00142267j 0.00147705+0.00499101j 0.00155238-0.00342529j 0.00257238+4.3691e-05j 0.000436216+0.00109507j 0.000755584+0.00351113j 0.00326029+0.00445776j 0.00288096+0.00289018j 0.00109801-0.00588225j 0.00453138+0.00150276j 0.00424889-0.000912968j 0.000346883+0.000544491j 0.00176825+0.00336986j 0.00239804+0.00676678j -0.00538409+0.000332888j -0.00374165+0.00150198j 0.000136172+0.00118706j -0.00147425-0.000609375j 0.00449838+0.00178468j -0.0001151-0.00202841j 0.00705293-0.000722802j -0.0040934-0.00233757j -0.00034506+0.00317585j 0.00103256+0.00257543j 0.000704349+0.00184045j 0.00231272+0.00162968j -0.0013971+0.00110051j -0.0016487-0.00105835j 0.0042299+0.0027937j -0.00104882+0.0105977j 0.000246361+7.31209e-05j -0.00158959+0.00635856j -0.00457348-0.00425613j 0.00190772+0.00241785j 0.00267504+0.00122965j 0.00127287-0.00292467j -0.000461323-0.00287748j 0.00498969+0.000586729j 0.000961642+0.00714243j 0.00217327+0.000527554j -0.00364696-0.00189805j 0.00107345+0.00603755j -0.00016394+0.00425856j 0.00507478+0.00630713j -0.00490905-0.00155023j -0.00175552-0.00795481j 0.00345325-0.00273282j -0.00672635+0.000978757j 0.00523517+0.000233568j -0.0088092-0.000648491j -0.00554458+0.00346369j 0.000779963-0.00396689j -0.00726884-0.000336473j -0.00411471+0.00318968j 
-0.00193706-0.00339528j -0.00185636-0.00116545j 0.00299822+0.0016843j 0.00520761+0.00090983j 0.00685563+0.00993334j -0.00438986+0.00495324j 0.00206158-0.00174785j -0.00157379-0.000171093j 0.00829522-0.000892017j 0.000261698-0.000807857j -0.00129713+0.00129793j 0.00391777+0.000673773j 0.00407417+0.000323324j -0.00320102+0.000357315j 0.00394413+0.00470731j -0.000428169+0.00155474j 0.00142172-0.00373156j -0.00162379-0.000374855j 0.00507213+0.00780721j -0.00336334+0.00369823j 0.00208089+0.00228593j -0.0021106-0.00430397j -0.00304162-0.00228844j 0.00462878+0.00443113j 0.00351008-0.00970262j -0.00371433+0.000784728j 0.00738565-0.0103558j -0.00812632+0.00143333j 0.00429488+7.43551e-05j -0.0025139+0.00109334j -0.00255524-0.00339056j 0.000914219+0.00364098j 0.00454339-0.00259345j 0.00278521+0.000378723j -0.00295999+0.00193539j 0.000349866-0.00363165j 0.00283719+0.000232095j 0.00173153+0.000351886j 0.000340234-0.0054139j -0.00331369-5.65849e-05j 0.000289533+0.000846226j -0.00260187-0.00266837j -0.00310495+0.00343531j -0.00978257+0.00412187j 0.00833933-0.00279181j -0.00706098+0.021609j -0.00510812+0.005299j 0.00351265-0.00292803j 0.00533649+0.002908j -0.00562559+0.00399826j -0.00106667-0.000645344j 0.000427838+0.000423792j -0.00196619-0.00069385j -0.000593977+0.00575044j 0.0028657+0.000455067j 0.000117223+0.000482071j -8.06257e-05+0.00473183j 0.000396864-0.00110908j -0.0040784+0.000855593j 0.000795248+0.00438707j -0.00259723+0.00166427j -0.000461139-0.000911917j -0.000289298-0.000457741j -0.00245628-1.69696e-05j -0.000976691+0.000902943j 0.00143703+0.000451233j 2.08365e-05-0.000796849j 0.00115318+9.90563e-05j 0.001423-0.00105517j 
0.00045588-0.000201439j -0.000672817+0.000795766j -0.00123656+0.0045716j 0.000947585-0.00448947j 0.00227482-0.00169362j 0.00209335+0.00330689j -0.00284208+0.00264712j -0.000724238+0.00174984j -0.00102285+0.00415709j -0.000288046-0.00112743j 0.000716609+0.00321048j 0.00593097-0.00667777j -0.0086098-0.00178895j -0.00111804+0.00194593j -0.000498126+0.00116974j 0.00795637-0.00159204j -0.00230207+0.00522656j -0.00854469-0.00250524j 0.00670802-0.00248929j -0.00394439-0.00113459j 0.00454812-0.00453053j 0.00100035-0.00508446j 0.00402179+0.00370702j 0.00165214-0.00138419j 0.00514074-0.00256005j -0.00463676+0.00229997j -0.00312014+0.00433503j 0.00174154-0.00308703j -0.00036473+0.000255718j 0.00410381-0.00553062j 0.00253905-0.000348982j 0.00203752-0.00182594j 0.000174946-0.00410069j -0.00154211+0.00658002j 0.000902594-0.00277933j 0.00998707-0.00154078j -0.00985063+0.00667856j -0.00648608+0.00200806j -0.00480864-0.00533746j 0.0118602-0.0197204j 0.00360071-0.015543j 0.0023757-0.00996448j -0.0015567+0.00136253j -0.00993616+0.00775188j 0.00752963-0.00959227j -0.00172283-5.27492e-05j 0.00236146-0.00198037j -0.00493323+8.11447e-05j -0.0047575+0.00418091j 0.0179029-0.00359233j -0.00845321+0.00239736j 0.00519283-0.0101421j 0.00496862+0.00954122j -0.00468937+0.00120692j 0.00909986+0.00858131j -0.0012876+0.0027268j 0.00297021-0.000130739j 0.00233841-0.00174202j 0.0050252-0.00226693j -0.00440485-0.00469564j -0.00316822-0.00139041j -0.0233026-0.0191289j -0.00719775-0.00763124j -0.0143159-0.000564712j -0.0144332+0.0101016j -0.00329318+0.00186013j -0.00204593-0.00516034j -0.00425346+0.00397247j 0.00598296-0.000342446j 
0.00117445+0.000587284j 0.0046135-0.00366315j 0.000175899-0.00674752j -0.00734662+0.00114479j -0.00534355+0.0013201j -0.00218558-0.00236482j 0.0067673-0.000532715j -0.00191282-0.00232796j 0.00106447-0.00119983j -0.00225855+0.00160106j 0.00670494+0.00430578j 0.00208421-0.000940602j 0.00283496-0.00726334j -0.00835522-0.000971999j 0.000522797-0.00457007j -0.00613639-0.00450848j 0.00117307-0.00487467j -0.00093859-0.00584859j 0.000234386+0.00146882j 0.00484316+0.0114964j -0.00564944-5.68596e-05j -0.00218048-0.00116067j -0.00204556-0.00276656j -0.00260812+0.00221998j 0.0010786+0.0059532j -0.00325774+0.00517568j -0.00124419-0.00606656j -0.00569908-0.00364869j 0.0010239+0.00155969j -0.00499499+0.00305324j -0.00194962+0.000181279j -0.00491593+0.00398237j -0.00167241-0.00948084j 0.00473014+0.00110449j -0.00199346+0.00131389j 0.0144267+0.00131093j -0.00738394-0.00862082j -0.00298367+0.00988729j 0.00552134+0.00138276j -0.00335288+0.0109744j 0.00240607+0.00350411j -0.00259416+0.010742j 0.0096453-0.000168832j -0.000306674-0.0051654j -0.00170899+0.0085427j -0.00290997-0.00383887j -0.00139926+0.00104445j 0.00368741+0.00151602j -0.00453002-0.00571611j -0.0058102+0.00098939j 0.00155197-0.00827501j -0.00235066+0.007207j 0.0113662+0.00258918j 0.00201388+0.00493036j -0.0020565-0.00728912j -0.0103856-0.00398213j 0.00488806+0.0101381j 0.00437128+0.00474783j 0.00679717+0.000877199j -0.00625859-0.0162526j 0.00265374-0.0157049j 0.0148628-0.00341407j -0.00502959+0.0154904j 0.00727625+0.00888955j 0.0094433-0.00732503j -0.00664453+0.000146359j 0.00263109-0.0110768j -0.00660206+0.00525348j 0.0100244+0.00139174j 
0.00274735+0.000535687j 0.00769547-0.00105741j -0.0175754-0.00906529j -0.00574567-0.0034542j -0.0174974+0.00287658j -0.0129841-0.00111088j 0.00558091+0.00311364j -0.00315305-0.00460227j -0.00792914-0.00011368j -0.00989571+0.0073085j 0.00284271+0.00295718j 0.0118364+0.00917574j 0.000778781+0.0017957j -0.00985486-0.0124078j 0.00419683+0.00360851j 0.00061719+0.00331048j -0.00326255+0.00179796j -0.00201486-0.000738239j 0.00422271-0.000967323j 0.0140533+0.014274j 0.00130809-0.0114918j -0.00571445-0.00513583j 0.00317181+0.0102071j -0.00559123+0.00234198j 0.00671214+0.00260712j -0.00495735-0.00249828j -0.000190568-0.00607845j -0.00627909-0.00111866j 0.00418783+0.001137j -0.000715071+0.000452172j -0.00233009+0.000807997j 0.00679709+0.00639868j 0.00168737-0.00431941j -0.00244187-0.000573869j -0.0044909+0.000882471j -0.00796368-0.00646261j 0.00771548+0.00383099j 0.00129735-0.00610667j -0.000220065+0.0034214j -0.00295142-0.00772248j -0.00335457-0.00103712j 0.00145175+0.00335461j -0.00535641-0.00327414j -0.00508469+0.000137604j -0.00325721-0.00858049j -0.00740487-0.010982j 0.000685079-0.00239126j -3.17526e-05+0.00159042j -0.00264795+0.00106662j 0.00262031-0.0015616j -0.000200296+0.00627861j 0.00377919+0.00246274j -0.00177639-0.0005826j 0.00424472-0.00297122j -5.84595e-06+0.00256627j 0.0048615-0.00185464j -0.00328039+0.00456274j 0.00109936+0.000697306j -0.000866372+0.0024872j 0.00382222+0.0072638j -0.00486187+0.00659499j -0.0092306+0.000353665j 0.00250718-0.00723126j -0.000898128-0.00627425j -0.00483188+0.00297161j 0.00296878+0.00163245j 0.00159438+0.00276013j 0.00329953+0.00118505j -0.00116179+0.000562686j 
