0.153794-0.0116582j -0.0625544-0.0478003j -0.011931-0.0257232j -0.314593+0.119151j 0.101679-0.106175j -0.158916-0.0885817j 0.366162+0.0657517j -0.0659685-0.143949j -0.210504-0.233391j 0.383171-0.11642j -0.100054+0.0390649j 0.0633204-0.032376j 0.12189-0.0128176j 0.261273-0.0860753j -0.441418-0.400089j 0.0884231+0.237568j 0.0189438-0.228804j -0.0227325-0.0888551j 0.362871-0.135571j 0.122496-0.0924763j -0.0307065-0.0774793j 0.564678-0.202264j -0.409994+0.0728019j 0.120764-0.313831j 0.0913344+0.36379j -0.229607+0.375668j -0.232518-0.503919j 0.0352318+0.0637749j -0.450579-0.414884j -0.145527-0.00206157j -0.671153+0.259181j -0.0192783-0.19063j -0.28048+0.101766j -0.299304-0.833382j -0.201499-0.394201j -0.281734+0.201598j -0.674923-0.607767j -0.602428+0.996721j 0.262109-0.113525j 0.797048-0.186674j -0.294702+0.0642233j -0.373301-0.929668j -0.233449+0.534738j 0.974996-0.468763j -0.136466-0.380746j -0.257564-0.330958j -0.285175-0.758917j 0.293392-0.482466j 0.328085+0.824572j 1.5431-0.246298j 2.30243-1.27126j -1.07919-2.12048j 
0.538732-0.250184j -0.0531189+0.160133j 0.582288-0.180194j -1.21974+0.146276j -0.834049-0.730816j 2.26399+0.306626j 0.865266+0.210942j 3.04761+0.386781j 3.03812+0.183113j -0.404652-1.12275j -4.9253-0.497064j 2.63664+0.146991j -2.58969+0.175257j -4.01787-0.845199j 0.975763-0.0631631j 8.85712+0.360738j -5.86481-0.997164j -0.729452-0.919992j 1.21319-0.345047j 1.38153-0.175514j 1.12713+0.259869j 9.89319+0.881426j 0.49656+0.900024j 6.52033+1.37031j 0.00720044-0.340787j 1.17326+0.425441j 7.58795+0.730598j 0.400062+0.107354j 7.94044+1.43677j -0.865929+0.554531j 9.62601+1.21407j 1.61274+0.85357j -1.47173-0.160615j -2.16172+0.631236j 0.453231+1.2672j 4.9467+0.72832j -9.31179+1.10122j 2.24644+1.34355j 2.93899-0.993751j 1.77721+0.923634j 3.34043-0.193302j 4.05027+0.07991j 1.2636-1.33731j 2.56495+0.829133j -1.74058+0.991891j 2.7315+2.05009j 2.17902-1.23865j 2.27284+0.391794j -0.337276+0.230186j 1.39654-0.234589j -0.322467-1.04702j -0.0627101+0.450859j 
-0.0611199+0.360386j -0.557261+0.307102j -0.622591+1.06636j 0.751634-1.62916j 1.01129-1.35884j -3.54034+3.71629j -0.1863+0.389089j -4.11683+5.38852j -4.37157+5.21876j 0.825229-1.37261j 6.36177-8.64164j -2.90541+3.92591j 3.75798-4.80287j 6.20925-7.01055j -2.37645+3.31852j -12.4571+16.1616j 7.88965-10.1969j 0.377443-1.47159j -3.27057+4.38436j -2.91019+3.06167j -2.05501+2.85591j -13.0884+18.6244j 0.00943738+0.70078j -10.0471+13.4008j 0.589097-1.12146j -0.48883+0.655114j -10.8135+13.9125j -0.188916+1.38998j -10.363+13.1271j 1.19795+0.810512j -14.0066+18.6021j -2.95307+3.66945j 1.94855-4.4951j 2.58263-4.38464j -0.725521+1.74222j -8.8313+10.3071j 12.2374-18.3289j -2.67819+3.66963j -6.4491+8.17253j -3.17517+4.67434j -3.33012+4.38247j -6.631+9.66123j -1.34491+0.440737j -3.52223+6.2115j 4.49896-6.21936j -1.59555+0.968758j -2.94253+4.84472j 1.18094+0.0179284j -1.05517+1.4896j -1.02695+1.15148j 0.270078+0.476808j 0.264053+0.400731j 
-0.212103-0.348187j 0.864738+0.784024j 0.972186+0.743863j -1.41831-1.14043j -1.83782-0.837792j 4.44456+2.54303j 0.620154+0.525235j 5.34253+2.98232j 5.47636+3.28255j -1.90116-0.708545j -8.55417-4.60448j 4.12869+2.5517j -4.652-2.63093j -8.58084-4.94546j 3.09929+2.27819j 16.2963+9.1867j -11.1399-5.81538j -1.30447+0.135855j 3.77613+3.06051j 3.29131+2.56658j 3.46881+2.20703j 17.7109+10.2706j 0.605903-0.232837j 14.7979+8.06277j -0.815115-0.0566308j 0.856554+0.148383j 15.3228+7.73342j 0.707462+0.308228j 14.3451+6.35826j 1.08327+0.630455j 18.7883+9.57552j 3.11417+1.44321j -4.12632-1.74342j -3.45847-2.13301j 2.33957+0.0598309j 11.5794+5.76743j -15.4662-8.69468j 3.39412+0.799988j 7.16099+4.14903j 5.65905+2.30616j 4.62842+1.44283j 8.77307+5.47641j 0.648118+0.677889j 6.47687+1.83822j -4.7129-3.8115j 2.01315-1.91433j 4.29381+2.64947j 0.927963+0.378385j 1.9994+1.51633j 0.95963+0.146461j 0.00573022+1.30948j 0.292249-0.135148j 
-0.649776-0.140871j -2.69234-0.655253j -3.7725-0.466148j 5.9627+1.96029j 5.2798+1.6362j -15.0578-3.52039j -2.77339-1.9314j -18.8896-3.78353j -19.687-4.23903j 3.88257+1.68153j 29.7965+5.68144j -14.945-3.47291j 16.8586+2.88132j 27.6023+6.69131j -9.85047-2.31114j -57.9024-10.5195j 37.7994+7.29058j 3.10361+0.287384j -14.429-2.00858j -12.5207-2.40563j -11.0738-1.84411j -62.0458-11.6197j -0.271556-0.788702j -48.3936-8.28105j 2.22561-0.353377j -3.05723-1.03339j -50.5507-7.71182j -2.14137+0.44658j -47.7436-6.53054j -1.20712+0.527845j -62.6786-9.7848j -8.73646-1.4787j 12.3101+0.748975j 15.4672+1.80246j -4.52401+0.0892983j -37.213-4.79763j 56.9027+8.41281j -9.39521-1.87731j -27.385-0.485623j -17.4717-1.18808j -15.829-2.54811j -29.0193-6.16317j -5.11574-2.09503j -18.6163+0.266306j 18.0197+2.05174j -3.75067-0.503102j -16.7877-2.78248j -5.16547-1.22493j -5.63657+0.211743j -4.67843-2.09839j -1.99007-0.734197j -0.00669904-0.114199j 
0.0202042+0.00858777j -0.956948-0.222023j -0.440916-0.129058j 0.129769+0.582402j 1.48024+0.847153j -2.51421-1.56347j -0.344001-0.20358j -3.54929-1.12526j -2.94953-1.51615j 1.10902-0.162604j 5.189+1.58064j -1.95967-1.01859j 2.65719+1.25209j 4.05736+2.03815j -1.26942-0.555578j -9.93259-4.85716j 6.76451+3.22404j 1.0069+0.55968j -3.63724-1.4249j -2.69488-1.06495j -2.05387-0.404443j -11.8204-3.63188j 0.416522-1.08898j -9.08945-2.60933j 1.3033+0.339444j -0.387665+0.338239j -7.19627-2.14128j -0.615817+0.974946j -8.123-2.63961j -0.497537-0.556971j -11.0039-3.38062j -1.38139-0.67646j 1.04017-0.912475j 4.0346+1.32125j -0.914795+0.0632409j -5.5676-2.81907j 9.72676+3.79099j -3.14447-1.19303j -4.31951-1.57905j -3.24545-1.03301j -1.99682-0.6002j -4.8832-1.68448j 0.316576-1.0471j -3.2048-0.955352j 3.40104+1.23995j -2.97323+1.02602j -2.41666-1.50818j -2.52999+1.41192j -2.34084-0.0857614j -0.326918-1.0762j 0.101936-0.960264j -0.46165+0.015002j 
0.305104-0.093878j 0.775464-0.629689j 1.07886-1.81487j -1.86841+1.84958j -1.89649+2.31946j 4.59569-5.00123j 0.585973-0.243273j 6.0829-6.55032j 6.71456-6.59785j -1.05884+1.31916j -8.93395+10.6319j 4.55595-5.12736j -5.25114+6.06207j -7.89066+9.10407j 2.76658-3.47861j 17.8278-20.5427j -11.52+13.118j -1.52152+1.39903j 4.55081-6.01194j 3.95336-4.33985j 3.29371-3.83869j 18.5254-23.666j 0.554053-1.02281j 14.1802-17.062j -1.63673+1.18327j 0.590743-0.440466j 15.5023-17.7775j 0.834594-1.21162j 15.4906-18.4893j 0.612187-0.560411j 18.3881-23.7508j 2.9081-5.67971j -3.93112+4.43741j -4.59513+5.79979j 1.78492-0.267664j 11.2032-14.1849j -16.0082+22.1899j 2.3926-4.35501j 9.63939-11.475j 5.94471-5.96347j 3.92166-4.98097j 6.58266-11.0916j 0.174884-0.944228j 6.81115-8.69047j -4.12294+7.68469j 0.646468-0.341932j 3.39775-4.00719j 1.13508-3.02824j 1.73424-2.92626j 0.82233-0.919352j 0.0357725-1.14761j -0.0990762-0.45511j 
-0.0168911+0.000714134j -0.362417-0.155113j -0.209177+0.800892j -0.0812178-1.2218j 0.153962-0.306815j -0.420236+1.53857j -0.1218+0.213021j -1.26859+2.08422j -1.12643+2.54884j 0.484014-0.455703j 1.80375-3.60885j -0.679844+2.1932j 0.806914-2.08634j 0.866391-3.61075j -0.609903+1.75882j -2.31576+6.43621j 1.52328-3.96391j 0.0342371-0.169033j -0.972629+0.847756j -0.785213+0.90166j -0.806426+1.26812j -4.06145+7.07368j 0.763365+0.52527j -3.05504+5.47137j 0.34707+0.197644j -0.446675+0.314327j -3.07193+7.45026j -0.925272+0.503355j -2.64658+6.29577j 0.282696+0.132884j -3.38215+7.96603j -0.337536+1.89862j 1.43228-2.96175j 0.90504-0.464677j -0.282013+0.32727j -1.20997+5.38067j 2.63297-7.13014j -0.239614+0.223844j -1.65238+3.83635j -0.948364+1.80482j -0.522909+2.35841j -1.46038+4.24602j 0.833181+0.71856j -0.713687+2.78083j 1.02589-2.23941j -1.10098-1.67956j -0.208358+1.28511j -1.81141-0.0498158j -1.19435+0.0503271j 0.710897+0.361455j 0.570446+0.555941j -0.0779439-0.0931977j 
0.995102+0.0257363j 4.58352+2.06926j 6.58294+1.61181j -10.3269-4.23189j -10.2312-4.04831j 26.6303+9.54751j 4.43914+2.95602j 33.9454+11.6232j 35.586+12.8792j -7.19547-2.56655j -53.8228-16.5645j 27.4184+10.3018j -29.571-9.4318j -49.7948-17.0032j 17.7361+6.48517j 102.945+33.7537j -67.5629-23.0789j -5.93311-1.97682j 26.2362+8.11007j 21.8685+8.26433j 21.0341+6.26482j 112.729+34.3531j 2.10793+1.30212j 86.8254+25.3673j -3.2704-1.55408j 4.89738+0.670701j 89.3044+25.8631j 5.56944+1.64262j 86.5838+26.5021j 3.41287+0.382233j 113.823+32.6484j 19.5791+5.51955j -22.8145-5.12363j -27.0104-6.40942j 5.69597+1.74649j 68.225+18.8283j -104.632-28.691j 17.0761+4.48693j 49.6612+13.494j 29.2859+8.55824j 26.7138+5.12317j 54.0725+14.4125j 6.77858+1.68799j 36.6966+6.52237j -35.7577-7.39653j 5.91291+0.440366j 27.2069+4.80001j 9.96666+2.28553j 11.4955+2.21305j 6.87884+3.54197j 3.57087+1.83718j 0.110337+0.0469636j 
0.58241-0.178286j 1.11081-1.63962j 1.7268-3.91656j -3.19758+4.79357j -3.08137+4.16352j 7.13748-10.5992j 1.38013-1.36966j 9.42078-13.6294j 10.3641-13.4563j -2.56516+3.79704j -14.2528+22.3687j 6.9247-10.3704j -7.93505+12.8089j -13.1281+20.2444j 4.52447-7.66114j 26.8745-43.0052j -16.9034+26.9528j -1.79956+2.46576j 7.0973-11.9637j 6.02533-9.19557j 5.21002-7.47669j 30.3892-49.0373j 1.30534-1.0545j 22.6356-36.5567j -0.830612+3.39249j 2.11415-2.35018j 23.7925-38.6391j 0.959591-1.17157j 20.4154-36.7481j 0.357-0.55361j 28.601-49.0914j 5.01208-9.6561j -6.31907+9.30522j -7.07981+11.2549j 1.88315-2.5821j 16.7866-27.7983j -25.9032+44.2731j 4.09611-8.46747j 11.3278-20.9743j 6.80917-13.6894j 7.27267-12.1118j 13.8136-22.6971j 1.59923-3.90169j 8.3042-15.1972j -10.384+13.1243j 0.959971-1.18269j 8.05022-12.0156j 1.95751-5.52498j 2.48423-4.69071j 1.42737-3.35265j 0.374572-2.35234j -0.064836-0.896018j 
1.08195+0.200659j 3.60417+0.714643j 5.81577-0.944066j -8.86169-1.16799j -8.89184+0.0257652j 22.5282+0.596466j 3.91028+1.19704j 28.3591+0.821605j 29.8842+1.62459j -6.08783-0.795382j -45.2555-0.0554771j 21.9571+1.38173j -25.1122+0.614284j -41.0178-2.53983j 15.2025+0.436162j 85.5814-0.173797j -55.5077+0.629036j -5.1849+0.457035j 22.6203-0.584446j 17.7418+0.324318j 17.0855+0.394626j 94.5241-1.44071j 1.87367-0.715962j 72.1078-2.04106j -3.65989-1.21756j 3.5643+0.590324j 74.5983-3.16639j 3.41631+0.13229j 72.8079-1.05989j 2.45674-0.731388j 93.7446-3.25218j 16.0453+0.868482j -17.4481+2.38529j -24.5702+2.17521j 3.46039-1.73187j 55.0522-3.08918j -85.6668+3.23127j 15.064-2.29917j 40.3079-3.05177j 25.531-1.23645j 22.9873-2.65687j 44.7138-2.07525j 5.92358-1.46722j 30.68-2.36934j -26.4169+3.48337j 3.47926-1.07668j 22.7802-2.42019j 8.40439-1.71562j 9.26734-1.36045j 5.50991+0.617256j 2.5595-0.302253j 0.306449-0.693665j 
0.367058-0.199841j 1.74921+1.09j 2.91618+0.683754j -4.1152-1.42678j -4.52693-1.82635j 11.0543+3.02581j 1.68334+1.60723j 14.4836+4.79089j 15.1908+4.94194j -3.18905-0.743542j -23.1266-6.2082j 11.2009+3.48793j -12.5468-2.57382j -20.2138-6.20183j 7.27919+2.33868j 43.1168+10.9948j -26.7166-7.7492j -4.28321-0.868074j 10.3473+3.83922j 10.1667+3.7445j 8.07237+1.60864j 47.0895+12.7234j 1.01602+2.22601j 35.6628+10.3533j -2.71067-0.647605j 1.52919+0.283316j 36.3393+9.94646j 0.80859+0.37558j 36.4382+8.72911j 1.05701-0.225599j 46.7748+10.8988j 9.42489+3.30734j -9.2283-0.429233j -11.509-2.61521j 1.46544-0.153775j 29.8521+6.19842j -42.9049-10.5981j 6.81479+1.18416j 20.5426+3.54598j 12.0604+2.19333j 12.4696+1.61691j 23.007+5.68244j 2.53961+0.158042j 15.6984+0.450375j -15.2211-2.07247j 1.02725+0.346201j 11.8713+2.87754j 6.08156+0.26504j 5.25065+0.551476j 3.03387+1.68042j 1.60132+0.234672j 0.161325-0.338815j 
0.320397-0.421594j 0.483385+0.312815j 0.679824-0.312417j -1.21056-0.139648j -2.10455-0.97967j 3.53533+1.58831j 0.658595-0.0908158j 4.31954+0.927699j 4.6847+1.23439j -2.07911+0.2875j -7.20713-1.41271j 3.2263+1.61901j -4.88368-1.84243j -6.56541-1.6868j 2.68297+1.13627j 13.9791+3.32681j -9.21819-2.11549j -0.540501-0.00574539j 3.85694+1.14469j 2.97089+1.16628j 2.75507+0.514451j 14.2678+4.48715j -0.168841-0.817447j 11.4099+1.60888j -2.01564+0.460395j 0.0697675-1.15912j 12.7729+3.66049j 1.5275+0.633721j 12.2519+4.2716j -0.628151+0.811873j 15.7066+3.56627j 2.30455+0.457944j -3.12607-0.694257j -4.65771-0.940619j 0.571047-0.285421j 8.73867+1.06962j -13.791-4.11994j -0.0246307+0.83641j 6.26396+0.703599j 4.12224-0.392321j 3.31704+1.19258j 8.3273+1.77927j 1.50009-0.79568j 4.77254+0.783589j -5.0342-0.987445j 0.779782-0.647788j 3.06475+1.11307j 0.841589+0.0998633j 2.49813+0.787507j 1.22292-0.428207j 0.318417-0.00265761j -0.0645822-0.0888771j 
0.410196-0.0273139j 0.974085-1.01684j 2.03466-2.30642j -2.94016+2.75424j -3.62279+2.65752j 8.35242-6.80488j 1.34755-0.682633j 10.2722-8.4952j 11.1568-8.49492j -1.67998+2.13059j -15.7829+13.7312j 7.89816-7.21136j -9.27413+8.25594j -13.5046+12.6556j 5.34153-4.58432j 30.9739-27.9008j -20.4317+18.516j -2.63467+1.19377j 7.60963-7.32789j 6.43309-6.01623j 5.97598-5.23598j 32.8623-31.2229j 1.01861-1.11452j 25.0818-23.6032j -0.0308176-0.00183602j 0.767697-1.46101j 26.5495-25.7786j 1.07432-1.76554j 25.0037-22.0813j 1.33192-0.795739j 32.1024-32.2522j 4.00469-5.00585j -7.21034+7.91096j -9.05733+6.37004j 2.39008-3.65682j 20.1189-19.0786j -28.793+29.1815j 5.88671-5.33056j 14.5652-14.1363j 8.89342-7.75234j 8.41928-7.50267j 15.3172-14.7422j 2.21601-2.76272j 10.2266-9.44277j -10.6225+12.0513j 1.01814-1.97725j 7.36184-8.00667j 3.26998-2.90247j 3.11323-3.13645j 1.59346-1.92443j 0.955664-1.70267j 0.315131-0.495895j 
0.304425-0.202276j -0.0972318-0.559413j -0.081491-0.966544j -0.407566+1.74015j 0.067774+1.13446j 0.724086-3.60341j -0.279221-0.567372j 0.222837-3.45274j 0.634505-3.80637j -0.619321+0.791136j -1.23629+6.06045j 0.643513-3.55543j -1.35559+4.10966j -1.1367+6.16368j 0.233549-2.48552j 2.84843-13.4328j -0.619812+9.37466j -0.588316-0.263017j -0.322457-3.80778j 0.440689-1.68148j 0.968045-3.09104j 1.95728-14.6487j -1.3574+0.0168733j -0.185934-10.834j -0.569294+0.279033j 0.396535-1.50714j 0.681041-12.2931j 0.0796983-1.17229j 1.51803-11.2799j -0.267116-0.569444j 2.04151-15.2777j 0.445446-1.59105j -1.11957+2.79299j -0.0514653+3.88816j 0.169727-1.05893j 1.72714-7.05982j -0.948711+13.4094j -0.640058-2.6602j 0.992997-6.30424j 0.773122-4.7474j 1.13527-2.18495j 0.216178-6.25839j 0.267496-1.70842j 2.58513-4.56509j -0.918653+3.05181j -0.722665-1.08501j 0.0334597-2.58757j 0.911234-0.20724j 0.151044-1.41458j -0.240754-0.689635j 0.0274037-0.572648j 0.232276-0.148393j 
0.217844-0.199503j 0.461629+0.500003j 1.61835+0.205139j -2.50185-0.723158j -2.35143-0.849413j 5.66017+1.76049j 0.510403+0.711383j 7.81317+1.1378j 8.00201+2.33654j -1.83176+0.395356j -11.0211-2.8523j 5.85855+2.22352j -5.85418-2.09533j -10.5522-2.11346j 4.14303+0.864071j 21.8891+6.19218j -13.4562-4.11768j -1.38401-1.47949j 5.66393+0.992392j 2.79905+2.15385j 3.20638+1.17574j 23.8657+7.32125j -0.398902+1.36236j 19.4098+3.91707j -1.55707-0.706957j 1.73963+2.36481j 19.155+4.95343j 0.67283+0.0271635j 19.7242+4.73536j 1.30849+0.506235j 24.1529+6.25784j 3.61208+1.81451j -5.22491-0.934268j -5.78649-2.06998j 1.30137-0.535064j 14.0686+3.64158j -22.3927-5.61369j 5.74891+0.064506j 10.8157+2.12537j 6.27557+1.10038j 5.39854+0.146474j 12.4932+2.78409j 1.09083+0.822815j 6.88302+0.268437j -7.35864-1.87555j 0.92715+0.0569721j 4.89537+1.82861j 2.01375+0.803825j 2.83533+1.96031j 1.25942+0.242689j 1.39157-0.0864566j -0.0980485-0.27158j 
-1.12247-0.411634j -3.84243-2.68417j -6.91804-2.16885j 9.90392+5.11465j 9.62523+4.6086j -26.109-10.4499j -4.45807-3.2918j -31.9015-14.1095j -33.9349-15.724j 7.9068+3.40253j 52.152+21.0092j -26.2029-11.6464j 28.9005+10.6278j 46.4273+19.2733j -16.9748-7.42091j -97.1791-39.262j 65.2378+25.205j 4.81597+2.93578j -25.19-9.84645j -21.0093-9.28527j -19.3054-8.13435j -109.008-42.0189j -2.73353-1.37938j -83.0873-31.2766j 3.76544+1.58308j -2.55603-1.64396j -85.1102-32.6241j -3.06326-1.14975j -82.9093-28.9508j -2.01703+0.0710108j -110.649-38.5127j -19.314-6.40623j 21.7644+6.62128j 26.6129+9.8564j -5.72568-2.5699j -63.6574-22.395j 100.037+33.8523j -18.9105-3.79858j -47.9011-14.2292j -28.7777-10.1879j -26.6125-8.19772j -51.7107-17.3356j -7.31623-1.21918j -34.61-9.1901j 33.3786+9.83422j -4.17517+0.886338j -27.3688-6.94675j -11.1574-2.87943j -11.0204-2.8091j -6.6426-3.64648j -3.65212-1.4609j -0.56189+0.473821j 
-0.705882-0.0960657j -0.585925-0.238736j -1.38991+0.724666j 1.84497-0.468231j 1.5483+0.997262j -3.781-0.299329j -1.28218-0.11102j -5.28476+0.293883j -5.77726-0.0937855j 2.11385+0.877037j 8.86143-0.152236j -3.81706+0.0112232j 4.62297+0.911702j 7.69589+0.1339j -2.6647-0.46125j -16.5589+0.387675j 11.0264-0.240125j 1.31288-0.186466j -3.83052-0.0881882j -3.09172-0.40214j -3.43218-0.132125j -17.182+1.1391j -1.1465+0.472965j -14.0956+1.32261j 1.91105+0.901088j -2.1652+1.01955j -13.5321-0.105823j -0.542416-0.707074j -12.9279-0.133981j 0.590125+1.01869j -18.0481+0.489943j -3.361+0.2863j 3.27479-0.360215j 4.69351+0.649811j -1.26665+0.38655j -11.1011+1.16719j 15.315-1.17355j -1.657+3.0226j -8.10404+1.3149j -5.76201+0.789133j -3.44406+0.325203j -8.64167-0.259676j -2.29053+0.308769j -5.45999+0.493102j 5.11207+0.0412487j -1.32048+0.349761j -3.52349+0.582332j -1.60705+0.775158j -1.76926-0.784603j -1.93325-0.0999549j -0.378009+0.558721j -0.174317+0.236527j 
-0.600534+0.141029j -0.439163+0.865626j -1.63881+1.28471j 2.33188-1.42955j 2.1977-1.01567j -5.4114+3.57201j -0.739222+0.597598j -8.30693+4.34445j -8.07075+3.97009j 2.71105-0.86335j 11.1544-8.06439j -5.26195+3.53907j 5.42887-4.63053j 11.0847-7.41093j -3.93858+2.30794j -20.6216+15.2076j 12.906-10.0125j 0.746216-0.700029j -5.71455+4.01049j -3.46532+4.54626j -3.37758+3.43705j -21.8405+16.7274j 0.49001+0.687088j -18.4443+11.9913j 1.17825+0.1994j 0.414102-0.548686j -17.5093+13.0384j -0.516827+0.930036j -17.499+11.7574j 0.06242-0.194758j -21.9648+17.0566j -3.48747+3.35951j 4.53954-3.05874j 4.80204-3.40641j -1.89784+1.13971j -13.3969+10.7894j 19.9176-15.1871j -4.79994+1.86543j -10.2022+7.62657j -6.22374+4.99833j -6.29781+4.95631j -11.1418+7.08766j -0.970848+1.61682j -7.47639+7.35319j 6.58869-5.23494j -0.606391+0.743885j -4.31753+4.89116j -1.65815+2.18182j -0.668466+0.587065j -1.81318+1.29788j -1.2237+0.579085j -0.364579+0.602927j 
0.093675-0.286313j -0.102749-2.37515j 0.0528829-3.82846j -1.11272+5.74826j -0.646974+5.13032j 2.04639-12.7532j 0.137991-1.98744j 0.825331-16.4392j 1.61474-16.5377j -0.785757+3.46638j -2.13922+24.9561j 2.01441-13.0478j -1.80701+15.1919j -2.4391+25.1918j 0.701303-8.74316j 3.94205-51.8391j -3.19005+31.9794j -0.678163+4.12905j 1.11979-13.5473j 1.47467-12.0163j 0.0784018-7.86074j 4.29973-55.8454j -0.0723278-2.00102j 3.2469-42.1636j -1.25287+1.80664j -0.221378-3.24584j 1.65031-44.6335j -1.27853-2.52973j 4.18835-42.8673j 0.586095-1.52548j 4.83041-55.7692j 0.738684-9.96785j -0.307014+11.349j -1.85326+12.2967j 0.130577-1.88928j 1.86021-34.007j -4.2746+50.1622j 2.24858-8.63611j 2.5692-24.3063j 1.06155-15.9333j 1.33697-11.999j 3.17704-27.2583j 0.612716-3.63086j 0.838226-17.0169j -1.23071+16.2008j 0.703784-2.56684j 1.34713-12.6132j 0.366581-4.63335j -0.220696-5.58866j -0.149821-3.85833j -0.122642-2.50081j 0.231042-0.207904j 
1.27375+0.606574j 3.96489+0.952565j 8.07607-0.430216j -11.174-1.65647j -11.4897-0.847174j 29.1135+2.39094j 5.20352+2.18901j 37.0017+2.58102j 38.5495+4.58057j -8.35991-1.3937j -57.7566-2.82643j 27.7424+2.98647j -33.0385-1.47263j -53.2239-3.53814j 19.3463+0.689678j 111.074+3.77782j -73.216-3.31002j -5.68329-0.296276j 28.7945+0.23725j 23.5957+2.94577j 20.9116-0.291896j 123.114+4.3537j 4.01896+1.76346j 93.0486+2.3849j -4.40944+0.304349j 4.75445-1.48087j 97.2614+0.890217j 5.13066-1.77179j 94.1665+1.18659j 2.18751-1.4454j 122.757+2.02055j 22.0175+0.292758j -24.4283+0.32491j -27.9578-0.575472j 5.55531-1.03906j 72.3664-1.64651j -111.486+0.752551j 20.8193-0.280989j 53.729-1.46844j 32.4093+0.537879j 28.5594-1.56307j 57.0698+0.47129j 8.67453-1.53816j 37.9623-3.00428j -36.5493+1.34349j 4.96708-1.97363j 30.1608-0.603693j 11.7479-0.715683j 12.1488-0.522351j 7.66671+0.850515j 4.20048-0.595809j 1.01147-1.04072j 
0.108806+0.0712929j 0.228131+0.252903j 0.361221+0.386891j -0.10432-0.572208j -0.431921-0.842177j 0.372632+1.69583j -0.0127713+0.44526j 1.48716+2.31586j 1.25719+1.83148j 0.0719179-0.0845935j -1.30838-3.20398j 0.712696+1.38065j -0.901371-2.11262j -1.69422-3.63506j 0.440743+1.58061j 4.55012+6.04043j -1.08772-3.76463j 0.757138-0.731421j -0.810213+2.06665j 1.27177+0.732571j -1.23056+2.16653j 4.74344+6.77269j 0.203891-0.315898j 3.70817+3.29976j 0.177681+1.03562j -0.710131-0.525561j 1.01009+6.55787j 1.21513+0.779928j 4.61666+4.55638j 0.414047+0.31291j 3.87837+5.35239j -0.924178+2.39712j -1.53358-1.0022j 0.216389-2.96235j -0.390007+1.14233j 1.86956+4.77583j -3.83076-4.45375j 0.100071+0.835258j 1.00571+2.32725j 0.66895+1.71022j 1.07204+1.65123j 1.46591+3.39746j 0.487752+0.780777j 1.51648+1.80414j -1.00297-1.3488j -0.059728+0.303544j 0.721326+1.73951j 0.249203+0.30584j 0.486212+0.784642j 0.291834+0.380889j 0.210227+0.196415j 0.00108534-0.0546256j 
0.577183+0.184219j 2.46306-1.33659j 5.25141-2.79441j -7.37274+3.45954j -8.20241+3.30285j 19.3389-8.55969j 3.40009+0.0359211j 25.0157-10.1848j 26.0917-9.6956j -5.42134+2.53528j -39.1505+18.3709j 18.2079-9.91945j -21.8373+10.0368j -34.5923+16.1837j 13.6531-6.32866j 74.043-35.6421j -48.9778+22.6738j -3.65976+2.69862j 19.5348-9.90767j 14.2759-6.90614j 16.036-7.11831j 81.6763-38.9781j 1.14152+1.109j 61.3566-31.2171j -3.63743+2.28081j 3.95303-1.75847j 65.2836-30.6974j 4.08841-1.59084j 61.7115-31.488j 1.84501-2.22918j 79.7578-41.8976j 14.0464-6.6582j -15.3859+8.19329j -19.4308+11.0376j 5.62076-3.81122j 47.9122-25.3966j -73.8814+39.7826j 12.9484-7.41122j 35.0832-19.4972j 20.3194-11.1747j 19.8404-11.9853j 36.4561-21.3394j 6.22516-3.75869j 24.5576-15.1902j -23.9031+13.671j 2.82344-3.07659j 18.9987-10.0009j 7.56149-4.65501j 7.49852-3.99532j 5.01165-2.10693j 2.99986-2.15871j 1.20932-0.813514j 
1.16999+0.775853j 2.85131+1.93281j 5.13165+1.98798j -7.44993-3.84521j -7.73772-4.26988j 19.3897+9.56947j 3.07353+2.98005j 24.6564+13.1013j 25.3623+14.4056j -6.15152-3.35875j -37.5197-20.2598j 20.2358+10.9033j -20.7898-10.7767j -35.7796-18.5249j 13.2217+7.04825j 75.8406+37.1656j -49.1493-23.8943j -5.4894-3.52478j 20.2484+10.7321j 15.3838+7.57433j 14.3512+6.5637j 82.0546+39.6046j 2.13727+2.0654j 63.1269+28.7455j -3.99112-0.590529j 2.855+1.64012j 67.2258+29.305j 4.26556+2.08798j 63.2188+28.8593j 1.14391-1.00047j 83.3077+36.1647j 16.4085+6.47026j -14.6874-6.86038j -20.0536-9.17531j 4.36316+2.54438j 50.091+20.8467j -76.1214-32.2869j 13.9667+5.71329j 35.5319+14.7513j 21.9393+9.58262j 19.1845+8.89533j 39.7417+16.7594j 5.69769+2.29125j 26.61+8.805j -25.3607-9.15994j 3.3225-0.208231j 19.9417+7.99694j 8.2623+2.88204j 7.68183+3.37988j 5.1958+2.68271j 2.77562+1.19069j 0.665495-0.20598j 
