-0.0144765-0.0840185j 0.000510842-0.121689j -0.191282+0.307291j -0.154103+0.127531j 0.126801-0.185057j -0.201784+0.250689j 0.278143-0.221118j -0.207055-0.152631j -0.104518-0.0844242j -0.347618+0.175663j 0.107663-0.153863j 0.017662-0.308412j -0.0906127+0.462169j -0.131248+0.122129j -0.227987-0.0758363j -0.492716-0.114874j -0.498511-0.0611003j 0.00540846+0.126917j 0.479504-0.0763014j 0.397657-0.737468j -0.647143-0.39502j -0.108334-0.329265j -0.5364-0.500426j 0.0296835-0.07972j -0.91772+0.868331j -0.705615-0.0920012j 0.573411+0.511022j 0.411017-0.146262j -0.041735+0.509975j -0.711857-1.06783j -0.296506+0.296653j 0.82882-0.0870996j -0.127062+0.512059j -1.04798-0.190969j -0.62377-0.346313j -0.0609872+0.152865j -0.872088-0.645971j -0.25104-0.893413j -0.652822+0.89947j 1.3225-1.41941j -0.683769+2.41771j -0.115985+0.616551j -0.875899+0.0122863j 2.2898+0.501906j -0.228713-0.30906j 0.182765+0.238068j 0.278538+0.763259j -0.0950298+0.277962j 0.183983-0.518235j -0.760938-0.229602j 0.0947744+0.0177785j -0.0862915-0.128661j 0.204041+0.0803434j 0.637428+0.0713961j 0.405983+1.12824j 0.0635681-0.644649j 0.0862986-0.666486j -0.14148-0.209355j 0.203385-0.273894j -0.152179+0.0271712j -0.0261984-0.0603811j 1.48881+0.239354j 0.43005-1.00037j -0.436854+0.369392j -0.289237+0.776228j -0.271255+0.805613j 1.5576+0.636399j 0.351931+0.224501j 0.656441+1.10543j -0.681669-0.453224j 0.981154-0.141206j -0.183062-0.484909j 0.765531-1.94612j 0.929944+0.737446j 0.751991+0.864189j -1.22616+0.182863j -0.257437-1.12983j 0.255539+1.73702j 0.396668+0.364253j 0.882758-1.01853j -0.618085-0.54112j -0.788198-0.0689053j -0.619447+0.283363j 0.715963-0.870869j -0.911489+0.348105j -2.01914-0.176094j -0.202506+0.169939j 0.0230599-0.381819j 0.83855+0.704125j 0.269652-2.19305j 2.06726+2.21089j -1.85591+2.23325j 
-0.41595-0.0581259j -0.0517862+0.802358j -0.117846+0.0326023j -0.19879-0.0284526j -0.178683+0.0893419j -0.712633+0.898352j 0.932709-0.588202j 1.1619-0.93234j -0.464187-0.611241j 0.109161-0.107951j -1.18003+0.622896j -0.860515-1.43226j -0.196083+0.234992j -0.70776+0.390386j -0.616105+1.17278j -2.13734-0.127515j 0.0390613+0.903282j -0.715973-0.356308j 1.04151-0.507949j 2.17887-0.7915j 1.16634+0.379994j -0.572982-0.288159j 0.688716-0.610201j -0.3783-0.470344j 1.77497-0.302804j 0.0750233+0.637452j 1.24495-0.0599176j -0.868082+0.193153j -0.519332+1.10878j -0.374639+0.349247j -1.21957-0.16062j -1.77997+0.566986j -0.971338+0.0834029j 1.18928+1.26353j 0.218628+0.0418036j 0.451185+0.219473j 1.66639-1.43107j 0.103736+0.537475j -0.212237-0.34785j 0.653605+1.5598j -0.43017-0.457352j -0.205132-0.134736j 0.251087-0.172261j 0.0534937+0.429462j -0.114862-0.318935j -0.538114+0.218949j 0.324517-0.438815j -1.39778+0.131898j 1.13127-0.659095j 0.594755+0.694867j 2.31939-0.114352j -0.626267+0.91382j -0.630647-0.211209j -1.20725-0.408312j 0.668835-0.444488j -3.01255+0.0393699j -2.60271-0.712873j -0.305874-0.140159j 1.23761-0.11862j -0.35305-0.478767j 0.683209+0.511784j 3.56025-0.869608j -0.486583-0.25951j -3.48647-0.340948j 0.196253-0.378033j -1.93986+0.0193028j -1.26853+0.670238j -0.022406-0.305825j -1.76233+0.428458j 0.564729-0.235438j -3.22135+0.14272j 0.311641+0.444581j 0.352242+0.624091j 0.669389-0.0706906j -0.231433-0.353615j 1.77792+0.48294j -2.59902+0.25213j 0.71828+0.3033j -1.52339+0.777534j 1.37202+0.454488j -1.19405+0.2682j 1.17238+0.00141795j 0.078002-0.228951j 0.268434+0.11231j -0.498553+0.497423j -0.45942-1.40022j 1.1097-0.458459j 1.35559-0.249775j -0.166398+0.0127868j 0.507191-0.81904j 0.0490937+0.334777j -0.356768+0.0408267j 
0.261719-0.267442j 0.732757+0.679008j -0.165404-0.0733031j 0.210433+1.1659j 0.364903-0.27325j 1.62601+1.10436j 0.105846+0.0502316j -2.99027-1.8915j -0.645207-0.183571j 0.0330908-0.589255j 3.3039+2.44617j 0.262802-0.427219j -4.4179-4.25393j -0.62873+0.0567873j 2.28248+2.02736j 2.21416+1.11225j 1.28343+0.84539j 2.13908+1.16005j -2.32237-2.23912j -6.52602-3.40724j -0.635144-0.943714j -2.43042-2.33914j -0.948794-1.87253j -0.256672+0.228444j -2.60381+0.813286j -3.22981-2.60108j 2.82389+1.31934j 5.26997+2.64812j 1.34649+0.750408j 2.34611+2.10047j 0.699048+1.54705j 2.04288+1.00262j 0.861786+1.43732j 1.47437-0.416563j 1.21619+3.21613j -0.593153-0.229605j 0.862747+1.1077j -1.67747-0.293426j 0.256844+0.015138j 0.838056-0.131129j -0.507364-0.548841j -2.13836+0.222124j -0.513944+0.515847j -0.65694-0.285764j 3.54759-0.653971j 6.41961-0.691421j -1.21047+0.1636j 7.50064-1.14046j -9.97018+0.399069j -2.59063+0.514043j -12.5933+1.55841j 7.69828-1.38005j 6.36189-1.10482j 9.25441-1.23526j 3.96895-0.462751j 23.6931-4.61301j 18.3316-3.3148j 0.694747-0.38034j -6.14311+1.51508j 1.72395-0.973687j -6.00553+0.894009j -25.5356+5.06017j 3.55297+0.139263j 21.7401-4.90443j 0.482992-1.17609j 19.837-4.87762j 8.22327-1.56465j 0.986112-0.05593j 17.044-4.22282j -1.87989+1.20193j 25.9709-7.09923j 1.57823-0.72297j -5.63838+0.15763j -6.81646+1.10727j 4.06299-1.08294j -12.6654+4.62684j 22.9067-6.70549j -4.75474+0.396708j 11.8827-3.72192j -5.86999+2.59521j 6.18475-1.79436j -10.5031+4.71729j 1.65631+0.0410185j -4.85703+1.94999j 8.4495-2.43259j 0.958903-0.00385059j -4.92979-0.376357j -2.03496+0.766208j 2.55206-0.971377j 1.53003-0.421489j -1.31315+1.04071j 0.936697+0.162246j 
-0.090597+0.433139j -0.554017+0.208989j -0.154323-0.00298577j -0.95641+0.25327j -0.765266+0.823031j -0.646624+1.32517j 0.216793+0.118526j 3.7491-1.23355j 0.251109-0.580546j 0.026305-1.57008j -5.26778+2.01599j 0.278445-0.30579j 4.35583-2.55573j 1.48125-0.793265j -3.75964+2.75214j -2.46378+0.753747j 0.0725806-0.555716j -2.50913+1.6313j 2.91316-1.93531j 6.87435-1.91147j 1.16304+0.0960521j 1.66331-0.953962j 2.06839-0.934083j 0.353573+0.948366j 1.89109-0.812706j 3.60986-2.49377j -4.07546-0.00331118j -4.84189+0.487176j -1.61576+0.576406j -3.68851+0.771829j -0.828929-1.16169j -2.36464-0.437005j -0.550253+0.431252j -2.45598+0.09132j -1.48512+0.967264j -0.0700596-0.172744j -0.361818-0.785322j 0.0830102+0.226974j -1.02403-0.612535j -0.315027-0.375752j 0.426309-0.660171j 1.15466+0.0402823j 0.0741661+0.449115j 0.278661+0.38632j -2.14614-1.16623j -3.87416-1.40909j 0.966411+0.726931j -5.33149-2.29922j 7.15894+2.92253j 2.22215+0.265076j 9.53478+3.20561j -6.12907-1.46573j -3.63209-1.18804j -7.11507-3.19688j -3.37034-0.75542j -15.44-5.35778j -12.0779-4.48631j -0.534743+0.0351451j 3.84578+1.62282j -1.46723-0.999493j 4.38724+1.80709j 16.1327+7.2988j -2.40599-1.04793j -13.7268-5.48376j -0.260128+0.0602358j -12.3649-5.92957j -4.02201-1.68423j -0.974092-0.909102j -11.4328-4.51293j 2.03812+0.123509j -16.4319-6.58114j 0.0534524-1.32807j 4.14629+1.0021j 4.82675+2.32983j -1.52478-1.06421j 8.54688+2.45276j -14.7937-6.32105j 2.24011-0.264257j -6.89832-3.24702j 3.58645+1.56381j -4.88659-2.36244j 6.832+3.48764j -0.372109+0.429985j 3.83989+0.32562j -5.54313-1.5484j -0.0853724+0.594796j 3.68021+1.89135j 1.76817+0.483241j -2.2977-1.11871j -1.00814-0.659073j 0.165555+0.25706j 0.0429228+0.392651j 
-0.201582-0.389038j -0.5724+0.243433j -0.0943801-0.0114508j 0.102285-0.328115j -0.110927-0.36606j -1.08659-0.394562j 1.08751+0.416801j 1.0499+0.530816j 0.285735-0.571037j 0.00373651+0.283491j -0.613815-0.879183j 0.905761-1.11784j -0.326946+0.351334j -0.562994-0.634377j -0.850383-0.346192j -0.671009-1.68745j -0.7629+0.464375j -0.0468264-0.696272j 0.690233+0.891349j 1.56724+1.56475j 0.00497286+0.859436j 0.362408-0.422569j 0.487173+0.48811j 0.207613-0.58885j 0.787772+1.1964j -0.277099+0.34264j 0.201024+1.05295j -0.532305-0.932544j -0.879754-0.131468j -0.582858+0.000727782j -0.0620773-1.00309j -1.28175-1.42268j -0.208991-0.946339j -0.817104+1.88025j 0.141217+0.176063j -0.733799+0.540555j 1.62954+1.07797j -0.399577+0.0691651j -0.0794959-0.668981j -1.70853+1.04757j 0.216845-0.433063j 0.780702-0.619329j 0.496081-0.130019j -0.432777-0.0873354j -0.802185+0.825802j -1.74645+0.28446j 0.408034+0.435609j -1.06586+0.269583j 2.69939+0.277675j 0.0893712-1.12963j 1.845-0.822849j -2.73201-0.33718j -1.48608+0.65177j -2.13287+1.47834j -2.00291+1.17185j -4.89052+2.1874j -3.08423+2.25798j 0.484796+0.170682j 0.736246-0.376024j -0.0699802+0.864515j 1.7852-1.57953j 5.24508-0.894675j -0.138123+0.364999j -3.13161+2.47022j -0.38495+0.88799j -4.71477+2.33592j -1.17705+0.0268505j -0.832032+1.04649j -4.5611+1.49508j -0.424819-0.0813935j -5.038+2.98851j -0.989674-0.509429j 2.12513-2.27062j 1.64226-0.855134j -0.160944+0.675875j 2.00972-2.48416j -5.20192+2.5592j 0.530033-0.501389j -1.81028+0.536836j 0.544157-1.63212j -0.877209+0.414374j 2.21947-1.57309j -0.577908+0.805055j 1.80803-0.936059j -2.51224+0.739734j -0.0677917+1.96968j 0.539134-0.272995j -1.13099+0.0477721j -0.904177+0.525975j -1.18578+0.792669j 0.722162-0.58056j 0.429924+0.249899j 
-0.292705+0.646091j -0.73432+0.131471j -0.0411943+0.305193j -0.705692-0.210939j -1.5167+1.00215j -2.25153+0.431115j -0.38914-0.376912j 3.73856-3.10441j 1.09968+0.198851j 1.3327-1.01796j -2.99284+1.88672j 0.137073-0.906751j 5.28407-3.90304j 1.67851-1.28921j -3.70983+0.269321j -3.12771+1.9967j -1.43734+0.0512239j -2.10858+1.20942j 2.63503-0.860334j 7.06038-3.27159j 0.565723-0.953841j 2.49559-1.74445j 4.53898-2.18534j 0.321384+0.351879j 3.78989-0.969879j 3.12155-1.80832j -2.80401+0.186777j -6.42938+1.11692j 0.337355-0.139471j -4.31879+1.42814j -3.63514+0.257943j -4.16364+1.21353j -1.5425+0.00222934j -1.06179-0.165181j -2.42998+2.03077j 0.52605-0.196746j -1.69415-0.321086j 0.393167-1.43879j -0.692067-0.39003j -0.396584+0.000649836j -0.0809211-0.138062j 1.09968-0.0682618j 0.234844+0.624931j 0.218975+1.12372j -2.59486-1.34204j -5.2415-2.15565j 1.12559+0.166392j -6.01566-1.42465j 8.34156+2.20343j 2.64637+0.814549j 8.82529+3.72563j -6.23769-2.99536j -3.8604-2.30523j -8.16095-2.59875j -2.94984-1.24035j -17.6431-7.71101j -13.0289-5.22367j -0.265105-0.694903j 4.0628+2.06865j -0.689111-0.635632j 4.79305+3.02335j 18.1523+8.1163j -3.11025-1.30909j -15.5007-6.07534j -0.261229+0.69636j -14.1504-5.6347j -5.28495-2.44977j -1.67576+0.445681j -13.6194-5.17452j 1.93826+0.669843j -18.9446-8.55063j -0.715758+0.259589j 4.73841+2.75525j 4.564+2.41418j -1.03897-0.434046j 8.97641+3.38608j -16.4191-7.43229j 2.87285+1.16287j -8.2507-2.67891j 4.87615+2.90439j -4.05701-1.27156j 7.92847+3.96363j -0.704977+0.00910678j 3.01932+0.994892j -5.434-1.79457j -0.792127-0.131124j 3.49837+1.85932j 0.743865+0.28678j -2.08395-1.95675j -1.03757-0.34734j 0.468133+0.417446j -0.115368+0.454067j 
-0.117487+0.111372j -0.61058+0.0659348j 0.0333738-0.156439j -0.321528+0.515263j 0.535707+0.438016j -0.494128+1.69944j 0.209836+0.00552676j 1.25827-1.41431j 0.481726-0.158648j -0.354264-0.103138j -1.64373+2.61386j -0.637309+0.323024j 1.64359-2.73562j 0.991419-1.32298j -0.298569+0.241705j -2.36923+0.634764j -2.21507-0.02833j -1.39693+2.97065j 0.76707-1.30593j 2.33043-2.83442j 0.0198552-0.857942j 1.50776-1.03104j 4.1673-1.60585j -0.24388+0.993489j 1.67376-1.97438j -0.473715-0.703608j -1.31929+1.63107j -2.48988+1.41133j -0.363346+0.055921j -3.56512+2.37624j -1.61006+1.24204j -1.1046+1.43626j 0.19746-0.139024j -0.798373+0.686852j -1.36999-0.530225j 0.127303-0.359412j -0.0663744-0.234066j 0.460081-0.65154j -0.74077-0.603502j -0.31105-0.0721411j 0.254589-0.413944j 0.523458+0.361098j 0.302928+0.299073j 0.34411-0.0440197j -0.528436-1.0195j -1.06786-0.411465j 0.36239+0.273842j -1.57868-1.81073j 2.91831+2.10143j 1.06077-0.0406408j 4.02622+2.21365j -2.1611-1.54188j -1.15948-0.76674j -2.88021-2.4623j -0.760685-0.252463j -5.29336-5.83101j -5.08488-2.78834j 0.428054-1.1898j 1.0335+0.698705j -0.530972-0.166417j 1.77381+1.746j 6.10386+5.65153j -1.5567-0.305137j -6.04943-5.11539j -1.10974+0.818114j -5.07396-5.13044j -1.99273-0.803472j 0.441037+0.109592j -3.76292-4.64417j 1.07418+0.943016j -6.47608-5.802j -0.427659-0.414277j 1.40115+1.44463j 2.37181+1.20444j -0.97537-1.64675j 2.49443+1.0721j -6.2966-5.89103j 1.55103+0.10865j -2.64407-2.85543j 1.7876+1.24193j -1.31615-1.58772j 1.70053+2.28357j 0.042206+0.408848j 1.11313+0.64832j -2.17322-2.17104j -0.173533+0.361853j 1.99211+1.05646j 0.949067+0.638567j -0.839007-0.903962j -0.293951-0.595745j -0.300447+0.442944j 0.0424313+0.384845j 
0.413689-0.222135j 0.480445+0.34063j -0.0484485+0.11662j 0.202875+0.417867j 0.606574+0.182283j 0.679558-0.483407j -0.258428-0.303207j -2.09619-2.07169j -0.643984+0.250306j -1.06774+0.576879j 3.46106+2.59365j -3.68011e-05-0.331069j -3.12641-1.35807j -1.18848-0.256785j 3.26596+1.39757j 2.06299+1.19294j -0.0185163+0.0731832j 2.16732+0.208097j -2.18168-0.952892j -4.01372-2.96034j 0.0169728-0.578263j -1.38368-0.110183j -2.28157+0.0137277j 0.926093-0.89429j -1.59195+0.0329769j -2.92181-1.5276j 1.46256+2.7164j 2.51231+1.9441j 1.47902+1.22887j 2.8444+0.967513j -0.449864+0.197636j 0.766195+0.857577j 0.421477+0.156069j 1.16899+1.7972j 1.83145+0.593625j -0.194008-0.164281j -0.52168+0.573437j -0.0170249+0.403262j 0.624093-0.0860889j 0.0161422-0.32911j -0.406456-0.148551j -1.74265+0.144517j -1.52958+0.774349j -1.01261-0.0653928j 2.42279-0.356618j 5.61101-0.520471j -1.04957+0.286428j 5.58165-0.780314j -7.7814+0.108351j -2.52739-0.202736j -9.20796+0.651642j 6.46221+0.493959j 4.72867-0.306658j 9.07717-1.30662j 2.83621-0.20198j 19.8901-0.806318j 14.9245-1.82879j -0.582724+0.543033j -4.29473+1.28834j 0.301419-0.702585j -6.63895+0.363003j -20.1434+3.19335j 1.83811-0.652762j 17.2346-1.66407j 0.963744+0.128136j 15.2823-3.46327j 6.42436-0.498504j 1.32773-1.804j 15.0147-1.49686j 0.0563977-0.867062j 20.9404-3.12332j 2.06318-1.64404j -4.71072+0.321378j -4.19171+1.86966j 1.181-1.25529j -8.27122+1.5002j 17.7005-3.50416j -3.31802-0.508957j 9.45191-2.50945j -6.14666+1.07432j 4.18095-2.35643j -8.58291+2.65897j 1.29683-0.0297485j -3.69907+0.323037j 6.83571-0.446665j 1.1986+0.235261j -4.44236+1.70574j -0.946116+0.0964686j 1.9286-1.17823j 1.04931-0.29756j -1.09053+0.48954j 0.405794+0.256942j 
-0.558314+0.051041j -0.269177-0.411908j -0.256954+0.157665j 0.291762-0.9389j -1.47625-0.925163j -0.633465-1.68106j 0.0886649-0.197113j 2.91896+2.1811j 0.33693+1.0081j 1.4251+0.734955j -1.97373-1.85276j 0.810144-0.0657126j 3.49451+2.63655j 1.2236+0.982995j -0.215016-2.47919j -2.41488-1.77716j -0.307005-1.00556j -1.92832-1.29189j 0.954085+1.66058j 3.19094+4.07069j 0.27842+0.0523893j 1.48355+0.885187j 2.63938+2.69083j -0.858855+0.581439j 1.5562+2.31307j 1.53033+1.23931j -1.04809-2.01051j -1.98744-4.36397j -0.0295605-0.000236738j -1.89206-2.86545j -1.04486-2.50251j -2.31456-2.51697j -0.200786-1.17995j -0.276695-0.81153j -2.42023-0.804964j -0.0264688+0.596117j -0.301882-1.26897j 1.38384-0.44852j -0.597066+0.568121j -0.382123+0.0997772j -0.227545+0.119294j 1.67898-0.182865j 1.58856-1.39549j 0.358613-0.0368702j -2.54823+0.774306j -4.4347+1.29182j 0.957697+0.0605424j -5.72916+0.241143j 7.16327-0.535696j 2.15613-0.193509j 10.0732-2.61922j -6.20594+2.58075j -4.09515+1.89852j -8.75145+1.59143j -3.27028+0.420437j -18.5621+5.39015j -14.986+3.39242j 0.43434+1.33673j 4.97134-1.71644j -1.44538+0.790902j 6.35647-2.60893j 19.2317-5.92055j -0.514827+0.912808j -16.7632+3.65826j -0.777577-1.09543j -14.6821+3.99461j -4.96471+1.81412j -1.11462-1.13848j -13.4807+3.19728j -0.20384-0.503225j -19.4069+6.45217j -0.975969-0.507722j 4.29359-2.86573j 4.53836-2.0963j -2.13588+0.6636j 8.94231-2.44078j -17.0633+5.79374j 2.83204-0.761743j -7.98544+2.11867j 4.93233-2.59109j -5.68392+0.830101j 8.61685-3.195j -0.582492-0.0794085j 4.78904-0.667875j -6.93009+1.16666j -0.850196-0.114918j 4.4304-1.64323j 2.03319-0.445173j -1.67015+1.90323j -0.904966+0.142826j 1.10396-0.726926j -0.104819-0.60744j 
0.514381-0.233985j 0.777804+0.40404j -0.223155+0.00280071j -0.284399-0.54803j -0.0408932-0.1787j 1.2684-0.187202j -0.435837+0.459123j -1.97192+1.2274j 0.338545+0.143089j 0.399648+0.327391j 2.27094-0.739095j 1.23461+0.282865j -4.17858+1.39349j -2.18628+1.47877j 3.38152-0.652798j 0.943037+0.265241j 0.318487+1.00991j 0.271165+0.441849j -1.13488+0.332444j -6.00782+2.38491j -1.01178+1.86831j -3.06422+0.409733j -2.50895+0.220228j -1.19603+0.537357j -2.68025-0.188621j -4.59318+0.631135j 1.42712-0.522377j 3.87443-0.960284j -0.168155-0.0066736j 5.24067-2.21753j 2.33901+0.899642j 2.23794-0.0742974j 0.562659-0.495775j 1.21875+0.108646j 1.82651+0.582726j -0.391745+0.114217j 0.579222+0.396892j -1.30548+0.895536j 1.07345+0.278705j 0.472936-0.0693977j -0.115686+0.0701998j -1.22931-0.579801j -1.10165+0.243427j -0.654474-0.389253j 1.34782+0.19371j 3.79345+1.01765j -1.47431-0.349004j 5.74886+0.88312j -6.41671-1.02983j -2.25595-0.364588j -8.70065-1.90841j 5.13812+1.49119j 5.1029-0.0236669j 7.79564+2.29112j 3.70666-0.306025j 17.3362+2.58705j 12.2949+2.56084j -0.0128926+0.255366j -3.99952-1.13112j 1.62673+0.253671j -4.61789+0.803856j -17.8597-2.74993j 2.50596+1.14408j 15.3865+1.92493j 0.101444+1.79147j 13.9673+3.19797j 5.4743+0.672948j 1.98734+1.23988j 12.8594+2.14209j -0.814219-0.0271619j 18.0748+2.97809j 0.0165839+1.11354j -3.56139-0.572095j -3.84385-0.895515j 0.981407-0.833188j -8.27965-2.2265j 15.9188+1.44368j -1.94-0.473982j 7.44472+1.99209j -4.59791+0.187175j 4.28984+0.112771j -6.39538-1.03922j 0.930914-0.0216273j -4.02409-0.44513j 5.40085+1.50182j 0.516089+0.277781j -4.2819-0.80726j -1.30364-0.288743j 2.15096+0.332549j 1.01143+0.478095j -0.427244-0.0815547j 0.295117-0.178688j 
-0.152134-0.141383j -0.0654651-0.588541j 0.209447-0.0411432j -0.34424-0.0250083j -0.0422213+0.647538j -1.32514+0.403674j 0.0792942+0.485763j 0.58073+0.869517j 0.374635+0.26189j 0.0708752-0.126242j -1.9527-1.29431j -0.595449-0.358043j 1.81209+0.639558j 1.17735+0.396906j 0.128415-0.255529j -0.989871-1.90678j -0.469991-1.55607j -3.11591-0.31638j 1.04804+0.317723j 2.01701+1.00856j 0.415534-0.222038j 0.991331+0.555309j 2.22838+2.92992j -1.63318+0.0571136j 2.13917+0.402357j -0.0639241-0.553384j -1.2173-0.858018j -1.43604-0.973893j -0.133257-0.845175j -2.65339-2.28166j -1.18358-0.0674569j -1.36034+0.120962j 0.00573444+0.245134j -0.52411-0.670792j 0.207102-0.954392j 0.0872872-0.0958739j 0.454159+0.173327j 0.641367+0.0781768j -0.106304+0.182848j -0.170338+0.350903j 0.251659+0.331836j 0.827601-0.325038j 0.28978-0.0549619j 0.0159924+0.19291j -2.25379+0.647144j -3.9834+0.0316108j 0.819197+0.0208113j -4.61302+1.53793j 5.53262-1.18633j 1.17874+0.273537j 6.06495-1.12691j -4.73251+0.968742j -3.21954+0.460277j -5.60609+1.84923j -2.72425+0.0589822j -13.4601+4.98246j -9.93019+1.17788j -0.918348+1.73983j 3.83485-0.0562653j -1.06278-0.123797j 3.60817-1.07635j 13.6793-3.40605j -1.32242-0.0516255j -10.5007+4.32176j 0.968494-0.496125j -10.3732+3.95751j -3.32338+0.547904j -2.28901-0.47286j -10.8839+4.12031j 0.719712-0.880973j -14.1379+4.20507j 0.0508876+0.0235072j 3.36004-1.14078j 2.89723-0.216876j -0.432185+1.57809j 7.34447-0.272334j -11.9793+4.67112j 1.68679-0.188061j -6.14489+2.42162j 2.85562-0.670449j -3.77165+0.651981j 7.15177-1.05415j -0.889435-0.45127j 2.98389-0.620382j -4.41869+2.32852j -0.454302+0.0979992j 2.34124-0.412865j 0.576866-0.663796j -1.52119+0.600036j -0.830528+0.432458j 0.879966-0.417084j -0.134433-0.174089j 
0.283897-0.143097j 0.958755+0.552918j 0.314594+0.88487j 1.06775-0.593777j -0.0682881-0.183348j 0.861045-1.9347j 0.664437-1.93304j -3.81278+2.39852j -0.0212278-0.0668464j -0.444166+1.10328j 1.98928-1.31485j 0.696854+0.864449j -5.07697+2.08637j -0.726298-0.442255j 2.54692-1.62787j 1.88741-0.623042j 0.119894-1.36538j 0.740201-1.81666j -3.05228+0.738789j -7.04228+2.34032j -1.34723+1.82101j -2.5462+1.44913j -2.53395+1.67795j 1.18552+0.570131j -2.94886+1.41222j -2.794+1.09572j 0.791866-0.540282j 4.94823-2.85005j -0.0774593-0.925289j 4.70043-0.92685j 1.31716-1.13987j 3.01044+0.0729982j 1.00775-0.501742j 1.96093-0.0585948j 2.46845-0.882413j -0.198314-0.275223j 0.147577+0.250115j -0.791914+1.08723j 1.12396+0.747529j 0.33779+0.570488j -0.732071-0.0054398j -2.03218-0.71798j -1.02663-0.110286j -0.513353+0.0230032j 1.99626+0.631242j 3.52623-0.694086j -0.182266-1.57289j 5.15765+0.595096j -6.58784-2.46787j -2.18579-1.05571j -7.17286-2.87659j 4.6167+1.24353j 2.50114+1.88907j 7.02187+1.27383j 3.15839+0.977361j 14.9358+4.33724j 11.4122+5.05141j 1.65608-0.0689947j -4.10305-0.258846j 1.22214-0.301708j -4.38825-1.99588j -14.8897-5.34995j 1.53336+0.458733j 12.4053+4.18154j -0.1426-0.00485598j 12.0295+3.64824j 4.50043+0.905926j 1.44308+1.49934j 10.1795+4.23772j -0.36988-0.860915j 15.165+4.17608j 1.56217+0.01627j -3.11331-1.39182j -3.28567-1.60051j 1.07947+0.514832j -6.78309-2.75001j 12.8305+5.41612j -2.95351-1.34723j 5.24648+2.53301j -4.54972-1.68141j 3.01948+1.16192j -6.22491-2.159j 0.0496549+1.05076j -3.5178-0.347808j 4.84872+1.22648j 0.233014-0.367989j -3.10163-1.21548j -1.57937-0.921008j 1.20311+0.931579j 1.02285+0.417654j -0.221974+0.290596j -0.0382447-0.150036j 
-0.339717-0.215729j 0.0598415-0.664866j 0.241692+0.359521j -0.1869+0.511376j -0.221598+0.511754j -0.601946-0.851484j 0.834419+0.111143j 1.29229+0.116193j 0.23421-0.586026j 0.140782-0.841972j -1.27858-0.66642j -0.392264-1.31261j 2.10644+1.58592j 2.3134+0.498209j -1.65433-2.0644j -0.149428+0.194566j 0.47966-0.413359j 0.133984+0.394135j 0.427648-0.0375056j 4.01732+2.31876j 1.69707-0.0204476j 1.07439+1.61219j 1.18049+0.923827j 0.801646+1.50019j 0.9136+1.4685j 1.81546+2.83018j -1.5395-0.179071j -2.66839-1.63219j 0.0665529+0.0760047j -4.10542-2.3762j -0.450917-1.71395j -1.44247-0.502214j -0.891384-0.0227194j -0.46826-0.664155j -0.0464725-0.395746j 0.0945362+0.0675354j -0.248657-0.33473j 1.09644+0.380037j -0.231979+0.277069j -0.242306+0.346082j -0.26134+0.221025j 0.895883-0.524149j 0.638708-0.567374j -0.196835-0.042597j -2.59053+0.472746j -4.35257+1.15354j 0.561655-0.112393j -4.19568+0.738359j 6.63491-1.0097j 1.48838-0.367851j 8.03136-2.54557j -5.65404+2.34988j -2.25645+0.317162j -6.21247+2.89718j -2.27272-0.264476j -14.767+3.92934j -12.2527+3.12629j -0.108576+1.28044j 3.94702-1.57079j -0.276924+0.486051j 5.44419+0.345869j 15.1755-4.00586j -0.810766+1.18058j -12.7495+2.69196j -0.710572+2.05187j -11.7429+4.34704j -3.34371+0.709425j -0.668097+0.593738j -11.3585+2.66691j 0.737477-0.209824j -15.6341+4.29024j -1.45334+0.982205j 4.15225-1.02881j 4.31531-1.46858j -1.37304-0.498515j 7.79571-2.4287j -13.5385+2.85184j 2.81691-0.590624j -6.99674+2.41393j 3.4821-0.314429j -4.25021+0.143878j 7.66159-1.43293j -0.425932-0.0348037j 3.08121-0.318666j -5.75516+1.70913j -0.752152+0.253095j 2.71709-1.01454j 1.31721-0.532076j -1.40759+0.900364j -0.723923+0.42777j 0.969642-0.381586j 0.0608844-0.311883j 
