-0.0144765-0.0840185j 0.000510842-0.121689j -0.191282+0.307291j -0.154103+0.127531j 0.126801-0.185057j -0.201784+0.250689j 0.278143-0.221118j -0.207055-0.152631j -0.104518-0.0844242j -0.347618+0.175663j 0.107663-0.153863j 0.017662-0.308412j -0.0906127+0.462169j -0.131248+0.122129j -0.227987-0.0758363j -0.492716-0.114874j -0.498511-0.0611003j 0.00540846+0.126917j 0.479504-0.0763014j 0.397657-0.737468j -0.647143-0.39502j -0.108334-0.329265j -0.5364-0.500426j 0.0296835-0.07972j -0.91772+0.868331j -0.705615-0.0920012j 0.573411+0.511022j 0.411017-0.146262j -0.041735+0.509975j -0.711857-1.06783j -0.296506+0.296653j 0.82882-0.0870996j -0.127062+0.512059j -1.04798-0.190969j -0.62377-0.346313j -0.0609872+0.152865j -0.872088-0.645971j -0.25104-0.893413j -0.652822+0.89947j 1.3225-1.41941j -0.683769+2.41771j -0.115985+0.616551j -0.875899+0.0122863j 2.2898+0.501906j -0.228713-0.30906j 0.182765+0.238068j 0.278538+0.763259j -0.0950298+0.277962j 0.183983-0.518235j -0.760938-0.229602j 0.0947744+0.0177785j -0.0862915-0.128661j 0.204041+0.0803434j 0.637428+0.0713961j 0.405983+1.12824j 0.0635681-0.644649j 0.0862986-0.666486j -0.14148-0.209355j 0.203385-0.273894j -0.152179+0.0271712j -0.0261984-0.0603811j 1.48881+0.239354j 0.43005-1.00037j -0.436854+0.369392j -0.289237+0.776228j -0.271255+0.805613j 1.5576+0.636399j 0.351931+0.224501j 0.656441+1.10543j -0.681669-0.453224j 0.981154-0.141206j -0.183062-0.484909j 0.765531-1.94612j 0.929944+0.737446j 0.751991+0.864189j -1.22616+0.182863j -0.257437-1.12983j 0.255539+1.73702j 0.396668+0.364253j 0.882758-1.01853j -0.618085-0.54112j -0.788198-0.0689053j -0.619447+0.283363j 0.715963-0.870869j -0.911489+0.348105j -2.01914-0.176094j -0.202506+0.169939j 0.0230599-0.381819j 0.83855+0.704125j 0.269652-2.19305j 2.06726+2.21089j -1.85591+2.23325j 
0.0226106+0.431945j -0.805793+0.547822j -0.892933-0.0567141j -1.41449+2.10047j -0.52664+0.811884j -3.89291+2.47486j -0.898503+0.0154976j 5.45744-3.09812j 2.56517+2.76916j 0.952339-0.66753j -7.07586+1.65261j 0.632597+0.239584j 8.30682-1.96794j 3.45051-1.71683j -7.38123-0.243707j -6.29389+1.67328j -2.22633+0.820547j -2.09405-1.88677j 4.13932-1.88945j 12.1665-1.30085j 2.81272-0.105746j 4.57145-0.978125j 5.73294-1.16082j -0.250732+0.426795j 5.09812-0.710778j 6.56541-0.205763j -4.94325+2.02403j -7.89021-0.446353j -0.383152-0.485421j -6.90234+0.949849j -3.71927-0.422339j -5.41043+0.826803j -1.67918+0.240702j -1.163+0.520945j -4.01178+0.59099j 0.177767+1.18566j -1.04701+1.195j 2.1707-0.344182j -0.904083-0.888754j -0.660459-0.720658j -0.289905+0.737811j 1.16851-3.88416j 1.0614+3.5461j 0.372608+0.905293j -2.55047-7.63472j -5.01854-7.21623j 1.25633+8.11081j -5.3281-6.14362j 8.10045+17.2369j 2.39179+4.37212j 9.05366+2.82775j -6.18997-5.6125j -4.06843+0.0726079j -7.88877-7.66765j -2.78516-3.67951j -16.9388-5.46313j -12.5954-3.22474j 0.05615-0.95576j 3.93001-0.469127j -0.73998-3.43149j 5.03969+1.38014j 16.7462-1.76222j -1.95955-2.67588j -14.3444+7.24028j -0.189239-2.48536j -12.6785+8.49752j -4.27346+2.94393j -1.79987+3.86948j -11.6233+9.03669j 1.15712+2.07735j -16.5764+21.9597j -0.639066+1.36538j 3.82929-10.277j 3.96548-5.1479j -1.18634+2.97036j 7.58045-14.4745j -14.4145+26.5591j 2.43482-6.63745j -7.35925+17.7843j 4.106-7.8606j -4.20175+12.5251j 6.68681-12.7445j -0.903978+4.06137j 3.85397-17.0246j -5.50199+19.2152j -1.34484+8.68813j 3.56182-12.3411j 1.23168-5.8962j -2.3022+10.4762j -0.303792-0.821153j 0.575073-2.6299j -0.264241+1.57956j 
0.552197+0.172797j 0.134705+0.383829j -0.955857-0.142631j -0.0986969-0.662493j -0.99807-0.40856j -2.34699+1.17558j -2.08291-1.24228j 1.29721-1.11729j -0.336748+0.129319j -1.2867-1.00385j -2.88916+0.553392j -0.0393911+0.172933j 4.45814-2.56327j 0.197124-0.0578381j -3.22746+0.743876j -2.60276+0.497933j 0.347131+1.69978j -2.10334+0.749462j 4.24418-2.64393j 7.60309-1.97332j 1.20034-0.267261j 2.07977+0.192585j 4.95498-1.01719j -0.795688-1.76228j 2.14007-1.99077j 4.03402-2.67817j -3.07121+1.57593j -5.08403+2.04169j -0.446424+0.109081j -3.09898+1.81304j -1.83523+1.66247j -3.17052+1.69823j -0.759106+0.40105j -1.0505+0.508322j -3.04904+1.74152j -0.182676+0.328488j -0.374116+0.573819j 1.32672-0.812422j -1.19428+1.38558j -0.541992+0.247727j 0.0540699+1.17094j 2.35267-4.6776j 1.76855+0.22506j 0.942711-0.509064j -4.29273-0.0765082j -8.4196+5.35518j 2.26256+1.64617j -9.7742+8.02225j 12.7149-6.90019j 3.59489-2.66606j 16.1937-18.8463j -11.0903+10.4955j -6.89493+9.21775j -13.8827+13.903j -4.7522+5.11227j -30.8614+36.8658j -23.6085+28.7602j -0.439725-0.44237j 7.95891-10.1285j -2.06122+0.495642j 9.48845-11.0141j 31.8955-42.5174j -3.98821+4.298j -26.9515+40.1195j -0.989074-0.32224j -25.0378+37.4867j -8.3211+13.4534j -2.24532+5.21962j -23.5871+36.0558j 1.92669-1.73461j -33.0262+55.9914j -1.13961+2.41726j 7.87405-15.5017j 8.25899-13.9554j -2.61901+4.53018j 15.0905-28.7109j -29.0759+54.1581j 4.59894-10.0003j -14.2351+29.1456j 8.20939-15.8675j -8.14384+17.5041j 14.4456-25.8294j -1.16612+3.54383j 6.68974-18.0244j -11.04+24.9078j -1.5612+6.15024j 6.95689-16.5257j 2.5112-6.50689j -3.64709+10.9452j -1.68761+2.43637j 1.51525-3.13858j -0.0802323+0.854521j 
0.0649941+1.16361j -1.87715+0.809688j -1.56974-0.973415j -3.62221+1.54439j -1.13693+1.59718j -5.9487+3.18908j -0.405195-1.81317j 11.6136-1.17364j 2.64279-0.129775j -0.59788-0.575376j -12.8285+2.08362j -0.229975+0.409861j 17.0147-3.6926j 4.64372-0.569058j -13.9916+0.392132j -11.1598-0.590997j -3.20286+1.14824j -7.74428-0.612975j 9.32737-0.065641j 23.5892+0.211242j 5.06409+0.621856j 7.35374+0.921788j 11.7972-0.510242j 0.355285+0.714987j 8.51469-0.533323j 11.5037+1.91505j -7.82832-0.121788j -16.0758-1.74614j -1.78576+0.503791j -12.098-0.0268996j -5.06245+0.170702j -8.87928-0.96353j -2.90559-0.336433j -1.57732+0.546426j -7.56076-0.872829j -0.0464421+3.51654j -1.57532+0.547644j 2.8055-0.0960142j 0.965408-3.63173j 0.457533-2.548j 0.842851+0.623011j -1.97628-6.27727j -1.13621+9.97763j -0.190853+2.29249j 2.10849-21.0262j 3.55787-24.4914j 0.22677+20.5208j 5.89954-25.2221j -8.67894+52.1831j -2.24683+14.3427j -10.9279+24.3893j 8.44145-24.1885j 5.12169-6.69919j 9.82382-32.2401j 2.81776-12.5304j 22.6199-45.0129j 19.1894-34.3129j 0.980479-2.396j -6.28776+6.13328j 2.81014-10.0667j -7.48225+14.0342j -26.516+30.0349j 3.432-10.8433j 22.1826-14.4056j 1.24807-6.85488j 22.6268-8.45466j 6.60719-3.70434j 0.984756+4.62625j 21.2339-5.30266j -2.53492+7.61175j 29.4674+12.369j 0.754356+0.928899j -6.18885-14.4017j -7.37106-2.25889j 2.68878+3.20306j -13.4015-16.393j 27.9089+25.5179j -4.14696-9.28222j 12.796+22.5092j -7.91477-7.6518j 7.23861+18.8754j -14.5991-12.8277j 0.602278+7.46148j -4.21504-30.7135j 9.36645+30.4374j -1.0198+18.5951j -5.85729-19.6652j -1.58338-10.0107j 2.24831+18.7819j 3.79415-4.10137j -1.85671-4.53883j -0.23537+3.5495j 
0.0921159-0.790031j 0.150419-0.663676j 0.883934+0.0627672j 1.48198+0.906116j 1.13758-0.554544j 3.57326+0.251099j -0.210722+0.380537j -4.2074+1.02554j -1.6552+0.67512j -1.5584+0.535059j 4.28578-1.35524j 0.570026+2.05957j -5.22046+0.904651j -1.63313+0.254344j 4.70057+0.241655j 3.78058+0.897748j 1.06029-0.219759j 2.69679-0.541875j -3.6933+0.24268j -7.36266+0.335386j -3.04752-1.40297j -1.82717-1.26504j -3.22003+0.323773j -0.3006+0.700387j -2.88417-0.0498058j -3.80918-0.589579j 3.12861+0.992058j 6.04976+1.14576j 0.931213+0.342485j 4.91097+1.11734j 2.84882-0.404186j 4.2989-0.433032j 1.54611-0.12153j 0.54609-0.076303j 2.37553-0.105207j -0.40684-1.69717j 0.791769-0.34579j -0.804198+0.297532j 0.293393+0.96623j 0.0122148+0.275763j -0.228545-0.562269j 0.540132+1.99305j 1.44678-2.67839j 0.390395-0.551079j -1.4379+7.17809j -2.24985+9.36372j 0.543609-6.47359j -2.37954+9.31432j 2.50417-19.7316j 1.49812-5.40094j 3.61613-8.15079j -1.98714+9.48141j -2.21349+2.22j -3.22563+11.7557j 0.0568233+2.74261j -7.82184+16.5062j -6.4105+12.5039j 0.389757+1.09065j 2.8173-2.318j -0.249141+3.13754j 3.04473-5.28363j 9.63347-12.1989j -1.46666+2.86455j -7.38125+5.25335j -0.208854+2.31083j -6.76439+3.23119j -3.80315+2.99545j -0.805998-1.74293j -6.07244+2.12442j -0.367017-2.76346j -10.3392-2.6997j -0.138878-1.11453j 3.11665+3.24936j 2.21188+0.339067j -1.48389-1.52699j 5.28408+4.16086j -9.40976-7.37642j 1.14371+2.94323j -3.76022-6.63795j 3.3744+1.78905j -2.42568-5.81296j 4.86909+2.88015j 0.31324-2.15943j 1.12598+10.1743j -1.71355-9.93666j 0.102792-6.10749j 1.94821+6.06979j 0.516683+3.33174j -0.651665-6.36927j -1.09524+1.34913j 0.80895+1.27569j 0.146018-1.07859j 
-0.250819-0.00572303j 0.0683442+0.205359j 0.457876-0.206362j -1.01841-0.9039j -0.779894-0.741331j 1.10178-0.572313j 0.950669-0.435086j 0.608894-0.804015j 0.550586+0.815206j -0.834526+0.634471j -0.19363-2.25822j 0.112607-0.303158j -0.545058+0.414121j 0.25471-0.153803j -1.26974-0.700923j 0.332456-0.559277j -0.608727-0.779988j -0.254048-0.166126j -0.594637-0.281242j -0.75238+2.29077j -0.473055+0.961533j 0.519827+1.11333j 0.276185+0.675611j -0.0790606+0.270148j 0.526207+0.589113j 0.214899+0.714005j 0.0622768-0.188959j 0.186715-0.448239j 0.221318-0.111443j 0.067623-0.839546j 0.135702-0.479091j -0.570401-0.659071j -0.0278815-0.268054j 0.122351-0.062516j -0.305373-0.358581j 0.481319+0.276805j -0.100503-0.533018j -0.177164+0.290606j -0.45276-0.414828j 0.0424394-0.344565j 0.00467737-0.165232j -0.0628151+0.909481j 0.782044+0.214536j 0.144524-0.133503j -3.02558-2.62004j -1.5222-3.41658j 0.862891+0.859653j -3.40422-4.80375j 5.1581+2.66968j 0.355133+1.89988j 5.41712+8.05407j -2.56074-4.05944j -2.52497-1.84973j -5.16327-3.69698j -3.0184-1.96359j -11.0924-12.0172j -7.77021-8.43547j 0.929182+0.236538j 3.9336+2.81929j 0.463963-0.997981j 3.6755+3.81589j 11.2213+13.2027j -1.45573-1.07653j -10.0235-10.2433j -0.522072-0.361188j -7.34113-10.3151j -3.17155-4.16183j -1.19931-0.387845j -8.15977-10.2574j 0.522943+1.16231j -13.0241-15.241j -0.654285-0.508814j 3.01273+3.59269j 4.01395+3.37421j -1.01897-0.60889j 5.61603+6.86336j -10.7968-12.5127j 1.52323+2.64208j -4.52489-6.87337j 3.07688+3.72949j -2.54318-4.01403j 5.31556+6.64323j -0.421442-1.18042j 2.2938+3.3729j -4.10331-5.26278j -0.157555-1.19447j 2.5886+3.46147j 1.39427+1.1931j -0.995727-1.99419j -0.814956-0.837919j 0.517564+0.735504j -0.0559847-0.0103668j 
0.131063-0.183533j -0.0963703-0.868078j 0.710286-0.18425j 0.759827-0.477264j 1.21744+0.206919j 2.22648-1.25477j 0.181443-0.902091j -1.68318+1.09526j 0.37305-0.0734026j 0.228037-0.302874j 3.19407-0.657122j -0.763891-0.276139j -2.97656+0.325603j -0.454168+1.59151j 1.04372-0.259471j 2.12862-0.556157j 0.238396+0.461974j 0.480999+0.0389383j -1.35295-0.248376j -4.6571+0.831645j -0.412618-0.675347j -1.65938+0.0355059j -2.27945+0.169402j -0.0638684-0.0601616j -1.84714-0.430994j -2.21187+0.51306j 1.76831-0.104234j 2.80274-0.924739j 0.569657-0.229815j 2.37102-0.483194j 0.465085-0.301639j 1.36487-1.11015j 0.627551-0.0390843j -0.0264248-0.291086j 1.36462-0.971143j -0.0891675-0.0479803j 0.229087-0.14804j -0.410168+0.457198j -0.793501-1.50663j -0.570887-0.755264j 0.0160699-1.00647j 0.943048+4.24779j 0.90695-0.760987j 0.07674-0.070087j -1.19625+1.97387j -1.68896-3.14808j -1.90769-3.37837j -3.75608-3.86949j 6.30438+0.564007j 1.42006+2.18216j 7.60668+11.3044j -4.6021-5.78665j -2.48885-4.38065j -6.97438-5.20872j -1.73775-3.45158j -14.5147-20.0602j -11.4679-15.6435j 1.05493+1.07248j 2.20713+6.01446j -0.999123+1.12462j 6.32114+5.69952j 15.2282+23.977j -1.79256-1.9675j -13.6485-22.6151j -0.50148+1.59637j -12.4876-21.0869j -4.39849-7.6599j -1.17053-2.91634j -10.8132-21.0795j 0.2697+0.0902176j -16.5205-34.3146j -0.73452-1.63236j 3.03563+9.72973j 3.39803+8.32009j -1.10352-3.02998j 6.96172+18.5217j -14.285-34.3161j 2.71609+6.60777j -7.28373-19.3201j 4.44725+9.97428j -4.14729-11.7087j 7.51024+16.556j -0.711599-2.78879j 3.35237+12.441j -5.42548-16.4991j -0.0220348-4.98408j 3.46549+11.299j 1.03006+4.55485j -2.11994-7.82393j -1.69168-1.34269j 0.210842+2.01596j -0.0692946-0.797077j 
0.141736-0.423456j 1.02506-0.00302525j 0.469152+0.398201j 1.81632-0.863122j 0.696499-1.07892j 3.20152-0.104867j 1.05166+0.991634j -5.2794+0.305446j 1.34581-1.2083j -0.802768+0.219317j 4.81012+0.105762j -0.0550451-0.422265j -6.39594+0.147921j -2.31328-0.64365j 3.89912+0.836558j 4.18221+1.52053j 1.30583+0.170318j 0.760177-1.16798j -3.90687-0.0615512j -7.99405-1.79837j -1.55694-0.261532j -2.72659-0.875784j -4.08474-0.499631j -0.136037+0.385934j -3.27063-0.990454j -3.40608-1.02841j 3.84532+0.702748j 4.61371+1.20822j 0.381281-0.181955j 4.57053+1.07373j 1.42044+1.05999j 3.13002+1.20867j 1.05943+0.388437j 0.710482+0.19041j 2.18002+0.88754j 0.00234022-1.51044j 1.01378-0.180702j -0.709393-0.227868j -0.921322+2.13923j -0.32228+1.4561j -0.348529+0.156126j 1.37276+1.22452j 0.921732-3.85141j 0.140629-0.832011j -2.29057+8.81719j -4.70814+12.4055j 0.929828-8.49088j -5.48751+15.8896j 8.3156-23.259j 1.88561-7.06683j 9.82837-14.9759j -6.55314+12.7418j -4.13628+4.24558j -8.51051+17.5453j -3.07887+7.07944j -20.7615+28.3095j -15.2541+22.5957j 0.246681+2.73699j 3.80664-3.77543j -0.772085+5.7091j 7.48279-9.13622j 22.4317-23.8534j -2.70604+5.58604j -18.4342+13.9637j -0.767184+2.41398j -16.7885+12.516j -5.47716+5.70258j -2.14681-1.97382j -15.9346+11.3015j 2.45443-2.47104j -23.7016+8.60855j -1.02704+0.297641j 5.37122+1.60358j 5.81479-2.03719j -1.36862-0.0546605j 10.1169-1.16651j -20.7271+2.55231j 2.964+1.83554j -10.79-3.01395j 6.01848-0.474486j -5.91291-3.32172j 10.651-0.893705j -1.10912-2.20747j 3.63866+8.2946j -7.07742-6.58157j 0.156009-6.20775j 4.70535+4.21667j 0.992691+2.63776j -2.3549-5.37617j -2.11457+2.44686j 1.26603+1.25022j 0.152043-1.29693j 
-0.144447-0.706099j 0.8943-0.76131j 0.0827499-0.637869j 1.36823+0.0736283j 1.30972-1.55116j 2.54299-0.116394j 0.955998+0.723688j -4.70517-0.139929j -0.992273+0.958925j -0.134012+1.09723j 4.62454-1.01891j -0.849821-0.374976j -8.3203+1.43321j -2.25721+1.13024j 6.2479-0.865788j 3.86802-1.128j 0.824192+0.222865j 4.24522-0.17538j -2.85973+0.337885j -10.5388-0.0894006j -1.87142+0.572951j -3.1234+0.00223859j -4.90642+0.608516j -0.803188+0.149909j -4.28688-0.228033j -5.43044+0.748164j 4.64917-1.27748j 8.07845-0.888278j 2.11091-0.472869j 6.28813-0.508616j 3.46244-0.824874j 4.60326-0.896828j 1.56611+0.0611521j 1.05243-0.18185j 3.28445-0.762989j -0.399771-1.2502j 0.695802-1.17785j -1.46517+0.825618j 0.377466-0.164537j 0.663175+0.467304j 0.216644-1.08906j -1.33429+5.25034j -0.147842-1.45542j -0.812262+0.338138j 1.42068+4.31157j 1.88309+1.18982j -1.40738-7.03481j 2.99217-1.51566j -4.87953-7.32066j -1.9905-1.219j -5.15863+10.6885j 3.42104-3.09273j 3.47134-5.43154j 5.32976-3.27061j 0.779612+0.627923j 8.7974-19.3574j 7.67018-14.8501j 0.414902+1.11509j -2.14808+7.80061j 0.279075+1.43482j -2.75268+5.76264j -9.57697+28.0334j -0.0515121-0.277848j 7.50603-30.1312j -0.0430798+1.50774j 6.03855-29.1039j 2.87675-11.1466j 2.16971-6.47651j 7.05989-28.0101j -0.401933+0.198826j 8.08428-48.3686j -0.0452583-2.5239j -1.61031+16.0263j -1.92258+12.039j 0.563609-4.50446j -4.28319+27.0754j 7.85016-50.3217j -1.45688+10.6489j 4.42519-28.9127j -1.75239+15.6496j 2.00735-18.6153j -3.62328+24.3414j 1.64007-5.32552j -2.55758+22.2456j 3.59075-27.7539j 1.19195-9.22681j -1.71995+18.2771j -0.761278+8.46675j 1.41224-13.1008j -0.0605834-0.614114j -0.193435+3.59456j 0.610197-1.61196j 
0.253495-1.10162j 1.49961-0.727205j 1.42817+1.19057j 1.75135-2.22657j 0.696242-0.529791j 5.30439-0.979006j -0.691624+1.46062j -8.00717+2.22532j -0.943462+1.04488j -0.280188+1.48171j 8.95321-1.25713j 0.642166+0.0286374j -13.6578+1.58761j -3.53537+1.75295j 9.46924-0.11848j 6.97024+0.415768j 3.11421-0.385032j 6.42489-0.232139j -7.56131-0.406056j -17.7612+0.690865j -3.56668+0.0842455j -5.15585+0.509503j -8.59914-1.51809j -1.3061+0.295489j -7.3488+0.691593j -10.1688-0.331954j 6.60562+0.5936j 11.4205+0.209493j 1.24078-0.188998j 10.1209-1.65299j 4.80294-0.272025j 7.12343-0.579684j 2.33799-0.410065j 1.39016-0.590144j 5.94606-0.0263636j -0.104202-2.0138j 1.15401-0.647451j -2.42097+0.757658j 0.425922+1.12531j 0.274023+0.899605j -0.380044-1.22913j 0.586978+6.68035j 0.000276975-5.36904j 0.0130609-1.42903j 2.03835+9.82781j 0.982307+8.98913j -0.207478-13.505j 1.67123+8.59469j -3.66959-24.123j -0.610738-6.61371j -1.23096+0.086674j 1.84427+5.05891j 0.355406-1.67347j 2.12534+8.34178j 0.696871+3.93322j 1.07457+0.371901j 1.71028-1.91042j 0.17018+2.95613j -0.325295+3.98181j 0.927908+6.38918j 0.128397+0.559252j -0.227494+11.0755j 0.14205+3.14868j 0.857695-19.8733j -0.572731+4.77387j -1.507-20.1214j 0.0273446-6.31068j 0.283368-7.30731j -1.97878-21.6243j -0.869021-3.24872j -1.56054-44.6359j -0.111849-2.9448j -0.0954813+19.3787j 1.22948+10.52j 0.701416-6.35675j 0.81222+27.2978j -0.992425-50.5083j 0.240941+11.8777j -0.63518-32.0362j -0.0247273+14.5792j 0.113056-21.9657j 1.27213+25.2827j 0.261616-6.36275j -1.1687+29.2596j -0.104619-34.4136j 0.953669-14.3958j -0.126765+21.7059j -0.181471+10.1314j 0.502961-17.4647j -1.56077+0.537053j 0.553258+4.71359j 0.376035-2.38189j 
-0.0404034+0.706238j -1.05089+1.09055j -1.66706-0.156585j -3.85623+2.96743j -1.21769+1.94876j -4.22125+1.77292j 0.101584+1.37943j 8.40676-1.01005j 1.37747-0.870049j -0.0250506+0.29125j -9.11422+3.13348j -0.174832+0.142831j 13.6219-3.47337j 4.66133-0.846815j -9.88902+1.77995j -7.95369+1.65382j -1.87071-1.08636j -8.40996+1.53017j 6.39113-3.17839j 20.2338-5.86954j 4.5747-0.449467j 7.0802-1.78988j 9.47936-1.87358j -0.326867+0.630023j 6.78166-1.93327j 10.438-2.25288j -7.79544+1.25595j -12.5717+3.57637j -1.93273+1.05724j -11.323+3.15354j -4.39084+1.31038j -8.68004+3.26372j -2.74481+0.831529j -1.90117+1.46942j -6.98344+3.10385j 0.46844+1.12465j -1.33746+1.06821j 3.11683-1.46437j -2.17867+0.643593j -1.81845-0.301777j -0.301312+1.39155j 3.00027-9.60748j 2.88101+3.87569j 1.19809+0.617282j -6.95479-5.37035j -12.3389+1.2428j 3.75857+9.88887j -14.79+4.14068j 20.1005+6.26758j 6.06246+0.345986j 24.5237-21.9225j -16.068+9.7011j -10.5505+13.029j -21.8277+12.2646j -8.14146+5.10598j -46.8985+44.3918j -35.4839+35.0483j -0.2504-0.75039j 10.9916-14.4892j -2.67295-2.13552j 13.9104-13.4724j 47.3065-58.8983j -6.07312+3.04078j -40.5453+60.4063j -1.33219-2.77889j -36.6402+57.7516j -12.8263+20.051j -3.06198+10.4917j -33.959+56.2763j 2.81724-0.63003j -47.633+94.4401j -1.88607+4.26832j 11.2718-29.3738j 11.8398-23.0414j -3.11801+8.64307j 22.777-51.7437j -41.9754+95.7567j 6.82314-19.2694j -20.7383+53.9455j 11.9647-28.1853j -12.2738+34.263j 19.6341-46.0778j -1.51903+8.51556j 10.1524-39.0861j -15.6291+50.1333j -2.7414+15.8566j 10.2924-32.8774j 3.65697-13.5853j -5.8672+23.5736j -1.67308+2.63895j 1.85478-6.28987j -0.154735+2.76536j 
0.100503+0.116046j 0.500133-0.704242j -0.475379+0.506508j 0.183043-0.155167j -1.43193+0.298568j 0.895462-0.306633j 0.721376-0.355909j -0.733481-0.527832j -1.11694+0.0449476j -0.554707+0.33355j 1.07249-0.167728j 0.63527+0.171431j 0.0503345-0.286822j -1.08505-0.68803j -0.342138+0.289173j -0.194548-0.254902j -0.0706968+0.724291j -0.180767+0.214436j -0.750919-0.588206j -0.712003-0.650583j -0.249906-0.852316j 0.094892-0.371154j -0.657337-0.291728j -0.247681-0.159974j 0.0816038+0.327759j -0.749674+0.0217318j -0.0285788-0.176279j 0.29004+0.105854j -0.252083+0.0160524j 0.0170092-0.272309j -0.0423294+0.0999513j 0.834263+0.248407j -0.0599891-0.0655063j 0.168257+0.0213601j 0.445708+0.207732j 0.297401-0.232137j -0.0827653+0.111723j 0.279021+0.0149547j 1.07566-0.622757j 0.786012-0.276186j -0.416302-0.376477j 0.22787+0.970292j -1.62687-0.441333j -0.967822+0.157736j -0.0864797+0.587347j 1.55859-0.870353j 2.42729-1.34601j 3.10065-1.17621j -2.40479-1.03737j -0.249841+1.29567j -3.11585+0.647728j 1.12257-0.349705j 1.86522+0.328286j 3.6106-1.55647j 0.332426+0.822511j 5.18242-2.59392j 4.55918-0.750795j -0.104787+0.958324j -1.4933+1.26903j 0.430874-0.179145j -1.71638-0.149169j -5.22699+1.35102j 1.45673+0.872125j 3.97611-1.08794j 0.043681+0.166193j 3.9517-1.5785j 1.39102+0.0643249j 0.351906+0.271824j 4.40691-0.822336j -0.683138+0.502165j 5.62613-2.20552j -0.13879-0.222328j -1.78282+0.779401j -2.29953+0.731256j 0.126626+0.381052j -2.49148+1.0563j 5.04115-2.83086j -1.16478+0.459144j 2.454-1.11448j -1.44545+1.01232j 1.40424-0.922615j -2.22982+1.2002j 0.0370622+0.545044j -1.19904+1.05378j 1.76731-1.27957j -0.0713779-0.247927j -1.22514+0.765609j -0.430788-0.222529j 0.550983-0.62361j 0.376322-0.190897j -0.454766+0.0354121j -0.269385-0.348879j 
-0.105223+0.289537j 0.00976413-0.227008j 0.389887+0.990093j 1.21346-0.758712j -0.0764894-0.580143j 0.27801+0.600559j -0.249404+0.0927987j -0.883246+0.542774j -0.065229-0.71384j -1.68295+0.636433j 0.663023+0.321508j 0.216136-0.117363j -0.541504+0.444743j -0.555456+0.626337j 1.67221+0.473466j 0.904231-0.0594883j 0.218641-1.22785j 0.32051-0.44021j -1.12997+0.134962j -2.83011+0.787574j 0.407197-0.428776j -1.00409+0.378085j -0.933029+0.359451j 0.138285+0.426613j -0.500353-0.305088j -0.829216+0.465346j 0.330646-0.179505j 1.20109-0.13704j 0.182684-0.223141j 0.955026-0.511039j 0.403128-0.533345j 0.687066-0.971345j 0.169895-0.161379j 0.0503249-0.699623j 0.415901-0.668939j 0.216247+0.114093j 0.0313141-0.136018j -0.54519+0.419897j -0.0537232-1.6695j 0.276941-0.493588j -0.169804-0.445629j 0.844982+2.28863j 0.782042-0.130808j 0.53891-0.533615j 0.589433-3.58808j -2.83595-4.76499j 1.20468-2.34488j -3.76805-5.38101j 5.37777+6.29235j 0.334107+1.47785j 7.20716+11.5685j -4.29816-7.39445j -2.65245-5.76625j -5.49255-8.91592j -2.8108-2.85744j -14.2059-23.3514j -8.96051-17.217j -1.05698+0.286777j 3.0311+7.32293j -1.52294-1.77346j 4.69302+7.1406j 13.4667+25.7643j -2.14321-4.02143j -11.0644-24.1919j -1.09137-0.206026j -10.1577-22.3714j -3.55146-8.14155j -1.6146-2.62673j -9.64033-21.7907j 0.592374+0.779508j -15.0166-33.5093j -0.811427-1.12805j 2.84063+8.44763j 3.49314+7.93493j -1.61598-3.02811j 6.58356+16.7576j -12.9204-31.081j 2.53141+5.33085j -5.63181-16.1092j 3.86653+9.07452j -3.38345-10.2127j 6.76826+15.3752j -0.754745-2.10693j 2.89302+9.76513j -5.23314-13.9481j -0.260681-3.37078j 2.9019+8.85915j 0.889323+3.65813j -1.72547-6.2505j -0.917328-1.90666j 0.168797+1.67046j -0.383523-0.568371j 
