-0.0336128+0.0651999j -0.0124756-0.0203444j 0.341392+0.237101j -0.24119+0.0778307j 0.000219476+0.109767j 0.609986+0.207668j -0.380064-0.0904146j -0.358286-0.240394j 0.851036+0.168801j -0.650725-0.383774j 0.058055+0.0442601j 1.42416+0.709559j -0.301764-0.237879j -0.372247-0.340299j 0.462301-0.0177575j 1.52506+1.12913j -1.2964-0.547206j 1.32778+0.853753j 1.41586+0.700509j -0.223281-0.121049j 0.412592+0.0333687j 2.01624+1.00355j 1.61733+0.809206j 1.10707+0.280568j 1.41651+0.75772j -2.8871-1.22997j -0.338061+0.322015j -0.636637-0.477403j 0.0806638-0.0858839j -1.37148-0.428569j -0.848405-0.400764j 1.5297+0.588177j -1.18429-1.08933j 1.0031+0.699816j 1.199+0.860758j -0.0360007-0.109559j -0.839343-0.472432j 0.973014+0.84496j -1.40725-1.08864j 0.930334+0.572632j 1.21984+1.07459j 0.0474292+0.487974j -0.585098-0.0528078j 0.452967+0.358722j -2.69697-2.10321j 0.868548+0.459034j -0.54491-0.659969j 1.29561+0.91126j -1.73062-0.716435j 0.591806-0.0320906j -0.55901-0.185616j 1.18083-0.00452853j -1.53967-0.882753j 0.665751-0.093455j -0.7667-1.01773j 0.0429612+0.00864204j 0.75096-0.489552j -0.365638+0.662772j -1.22983-0.834791j -0.421839-0.614858j 0.208277-0.261294j -0.676503+0.545512j -0.512923+0.141697j 0.00287355+0.47539j -0.526106-1.01816j -0.194+0.707508j -0.345923-0.325099j 0.0821607+0.388844j 2.59201+0.397224j -0.761083+2.40226j 
0.541093-0.294492j -1.90981-0.657083j -2.7862-3.16857j 1.67075-0.480408j 3.91688e-05-0.601802j -8.26514-5.09187j 2.69954+0.28414j 4.19014+5.08894j -10.9254-5.96545j 14.1073+7.56852j -3.52715-1.00417j -15.9625-11.3024j 1.54022+5.24608j 0.988069+0.625465j -6.26348-4.18592j -18.1477-15.5793j 15.3535+14.8879j -18.549-16.9434j -13.3035-11.7449j 0.408057-0.396917j -5.12775-5.60288j -20.1263-20.0661j -17.9855-16.0301j -8.70665-9.76723j -13.8707-13.9787j 32.8605+31.8317j 4.69039+4.21201j 7.41369+7.07j 0.292548-1.38903j 16.2732+18.2071j 7.58387+9.88225j -18.0591-21.8933j 18.525+20.4452j -9.82893-8.72679j -17.2384-20.0488j -0.814509+0.468218j 6.38398+11.2725j -15.5476-21.447j 15.7672+21.4609j -9.00188-10.4313j -14.0771-16.9461j -2.43441-0.44247j 3.27713+7.61419j -1.91818-5.71805j 23.5541+34.7652j -8.76905-15.3214j 6.99668+9.48496j -11.3724-18.7753j 12.1781+23.7109j -4.01779-5.12488j 2.21714+1.03953j -8.353-14.646j 10.0851+18.2283j -9.10194-14.9038j 8.29411+16.7324j -0.725887-4.74426j -0.267852+0.541552j -4.85691-4.09906j 6.20543+15.9233j 1.03072-2.49743j 2.05082+12.0912j -0.393364-8.13919j 3.01326+3.93831j -2.03078+1.91311j 1.16827+7.6412j -0.035382+0.0714061j 2.19822+0.205578j 2.20229+3.13331j 0.0919341+1.17699j 0.483833-0.169884j 
0.661943-0.382965j -1.77664-0.772362j -2.86214-3.30683j 1.42933-1.02086j 0.484036-0.506219j -8.69822-6.1508j 3.49435+0.183987j 4.45884+4.56675j -10.4703-5.27471j 14.3151+8.05824j -3.88412-1.02521j -15.8118-13.4436j 2.10171+5.07046j 0.379606+0.955301j -7.33955-4.43844j -19.0597-15.5476j 15.631+14.888j -17.1013-17.1067j -12.7887-12.5323j 0.8869-1.10516j -5.22423-6.41543j -22.2977-22.0398j -17.2109-17.7253j -8.07115-9.51615j -13.662-14.7341j 31.63+32.6294j 5.8035+5.00938j 8.67017+5.81465j 0.342893-0.870272j 15.6618+18.1675j 6.17262+11.6111j -18.1213-22.5403j 18.4007+21.6905j -10.9121-10.9215j -16.5425-19.8708j 0.423873-1.47786j 6.23807+10.77j -15.6302-22.7708j 15.765+23.1605j -9.03967-9.90975j -12.7223-18.422j -2.51595-0.757878j 3.17053+8.43804j -2.41891-5.31059j 21.5744+36.8594j -9.35716-15.8795j 5.76287+10.3746j -9.41579-18.8023j 13.9169+23.8302j -3.86567-5.6548j 1.15214-0.123557j -8.07691-13.9913j 8.75184+19.897j -7.71902-17.1431j 7.52549+18.2858j 0.0127015-5.82548j -0.987359+0.643221j -4.74182-4.73982j 5.85656+16.611j 0.821006-2.38027j 1.39521+12.7304j -0.259296-9.40944j 3.58202+4.73257j -1.6305+2.08483j 1.0396+7.53439j -0.443715-0.289504j 2.15918+0.195968j 2.17676+3.27401j -0.0163138+1.25545j 0.765106-0.070245j 
0.625105+0.171779j -2.22338-0.768094j -3.10232-3.16022j 1.72038-0.269476j 0.907231-0.677497j -7.84617-4.46227j 3.16609+0.972136j 3.92832+3.98909j -11.1116-5.18189j 14.1354+8.65907j -4.37161-0.70889j -15.5956-12.0781j 2.16524+5.90073j 1.29122-0.178264j -5.64933-3.19798j -17.6537-15.1897j 14.4372+13.1591j -18.358-16.978j -14.2267-12.138j 1.57002-0.853993j -4.76232-4.83846j -21.6848-21.383j -16.0795-16.2979j -8.63148-9.97625j -14.3782-14.0055j 31.2288+32.016j 6.02221+4.33819j 8.19248+6.6018j 1.48609-1.3226j 15.1422+16.4193j 7.7562+10.4833j -18.2862-21.0253j 17.5846+19.9571j -8.96471-9.4492j -15.3602-20.3339j -0.419869-0.801024j 6.17787+10.2803j -15.0385-20.7773j 15.7302+21.888j -8.80773-10.5174j -11.6033-18.0439j -2.37359-0.698058j 3.42043+8.21942j -3.0442-4.88434j 21.1215+35.2041j -8.87306-15.3167j 6.13806+10.0451j -9.81014-18.8423j 13.1408+23.4688j -3.2516-5.51244j 1.50643+0.934328j -8.33149-14.3457j 10.2436+18.3773j -8.37596-15.6955j 8.315+18.3761j -0.256685-4.87995j 0.0327334+1.37515j -4.83237-3.99652j 5.25516+15.4659j 0.674795-2.28723j 1.67354+11.0825j 1.0793-9.32288j 3.39489+4.81714j -2.08523+2.09072j 1.39114+7.28971j -0.0140524+0.379971j 2.00703+0.0896747j 2.03923+2.65898j -0.819741+1.15187j 0.327587-0.52419j 
1.16712-0.778467j -2.15567-1.36602j -3.24721-4.25467j 2.1736-1.06505j -1.07272-0.574662j -10.9232-6.6611j 3.55669-0.584604j 5.66519+5.75173j -13.9067-7.71593j 17.887+10.7199j -5.15663-1.74431j -20.6012-16.686j 2.06043+7.42711j 0.300185+0.198447j -8.68844-4.77103j -23.4152-20.3046j 19.3259+18.3571j -23.8555-21.8774j -16.4884-16.6745j 1.3288-2.88304j -6.86722-6.60797j -28.1287-27.4456j -21.6453-21.4644j -11.1579-12.6606j -17.9775-18.3213j 39.1767+43.1802j 6.27006+6.54886j 9.9555+9.64241j 0.720432-2.0876j 18.953+21.8072j 9.85182+13.8989j -23.1588-28.6483j 22.5962+28.7311j -10.961-13.3744j -21.3401-26.4168j -0.556983-0.523631j 7.63166+14.0882j -18.6095-27.383j 20.1799+30.8881j -10.462-12.538j -15.9971-24.1924j -3.54691-0.782109j 4.69384+9.95775j -2.99701-7.71512j 26.0849+46.1829j -11.2903-21.1275j 8.51036+13.2906j -12.5103-25.5718j 15.9941+31.1978j -3.91985-6.68634j 2.71495+0.34845j -9.71923-19.6668j 11.3445+26.206j -10.5894-21.4596j 9.32801+24.2911j -1.50119-8.14352j -0.542478+0.245357j -6.37228-4.83951j 6.66546+20.4117j 1.50939-3.52596j 1.35984+16.2598j 0.462606-11.8615j 4.2246+6.34298j -1.96119+2.22828j 1.41306+10.3379j -0.006111-0.128082j 3.15048-0.123781j 2.22564+4.40807j 0.238443+1.62465j 0.899195-0.0454308j 
0.988012-0.0695777j -1.44762-1.3958j -2.88146-3.14399j 0.624494-1.08491j -0.180297+0.312069j -7.90319-6.54383j 2.77205+0.869868j 3.91905+4.1462j -10.2209-5.01389j 13.765+9.13802j -3.05998-0.850519j -13.9718-11.3561j -0.0569648+6.22054j 1.5069-0.390307j -6.27513-2.98849j -15.5499-15.1265j 13.7191+14.3544j -15.8432-16.6871j -10.7513-11.9028j 1.71351-1.77531j -2.62736-5.88503j -18.5604-20.0229j -15.466-16.8088j -8.02461-8.21417j -12.722-15.0664j 27.2143+31.7249j 4.45406+4.32748j 6.12106+6.44963j 1.19736-1.50078j 13.2583+17.1873j 7.34567+10.7157j -15.8154-21.6168j 15.3422+20.353j -7.90702-8.41285j -13.5124-20.2932j 0.728231-0.56708j 5.13869+10.5941j -11.8071-21.1188j 13.2673+22.4125j -7.9631-9.71965j -10.454-17.2399j -1.90356-0.677733j 2.92733+8.16457j -1.87653-5.8391j 17.2628+36.3279j -7.19256-16.1204j 4.23045+10.6154j -8.11011-18.6345j 10.9498+24.1393j -3.05503-5.73198j 1.28341-0.333149j -6.32456-14.4981j 8.2985+20.2832j -6.82273-15.9805j 6.51693+17.4765j -0.346962-5.24464j -0.158443+0.385599j -4.48706-3.64576j 3.98571+15.0297j 1.17227-2.63328j -0.279555+11.6777j 0.68996-8.84795j 2.60657+5.13055j -1.32732+1.86878j 0.955652+7.92235j -0.377459-0.540349j 2.18751+0.10048j 1.62644+3.09725j 0.153864+1.43029j 0.743497+0.113135j 
0.34187-0.0265821j -0.810017-0.359549j -1.22188-1.58315j 0.822696-0.235569j 0.0250388-0.283697j -3.40008-2.38582j 1.53953+0.208645j 4.16254+1.44976j -5.2071-1.69671j 5.99473+2.62953j -1.95064-2.02041j -6.15367-5.77902j 1.61451+0.800102j 0.506645-0.0801115j -2.69811-0.0346337j -6.79336-6.24151j 6.7084+6.56884j -7.34971-6.32592j -5.17885-3.99912j 0.00138154-0.773981j -1.55992-1.86085j -8.4351-8.69992j -8.25449-7.48115j -3.13822-4.79891j -5.85422-6.40324j 12.7286+13.7835j 2.25287+1.98631j 2.9265+3.46584j 0.978692+1.12194j 5.12798+8.3092j 4.03445+3.23926j -7.93018-9.69854j 7.19607+8.58134j -3.86092-3.83952j -6.13475-8.61604j 0.281447-0.0959164j 0.929475+4.54214j -6.23317-9.91481j 5.64858+9.57299j -3.47882-4.23738j -4.7313-8.30055j -0.36545-0.585194j 1.94751+3.3882j -0.705804-1.96651j 8.94075+15.6824j -3.64554-7.13403j 2.64033+4.6303j -4.06662-7.6641j 5.48354+9.98284j -1.04259-2.02166j 1.24695-0.0903949j -3.56583-6.23259j 2.99199+8.19607j -3.06101-7.39003j 3.05741+8.24779j -0.545064-2.58471j -0.659455+0.110787j -1.95087-1.69145j 2.28654+6.40248j 0.3471-1.1761j 0.678795+5.33853j 0.64974-3.65775j 1.3729+2.09637j -0.669334+0.886851j 0.402678+3.31121j -0.106549+0.231982j 0.942045-0.0715977j 0.793276+1.39269j -0.114028+0.565618j 0.235049-0.0118086j 
1.14878+0.12461j -1.52106-1.04504j -2.06316-2.99032j 1.64726-0.532942j 0.531963-1.1557j -9.12097-3.97459j 2.28859-0.272879j 3.62703+3.83876j -10.7054-4.88455j 11.2031+7.00252j -3.14974+0.696021j -12.5398-9.42744j 1.1104+4.79878j -0.25653+0.0578772j -4.96036-3.11952j -15.4834-11.7946j 12.9203+13.2658j -14.553-14.9505j -10.0555-11.9114j 1.92811-0.730845j -3.37784-4.48193j -17.2924-18.5489j -13.9425-14.9549j -6.56518-7.3815j -10.7332-12.267j 25.162+28.8482j 4.33358+4.96643j 6.434+6.43342j 0.291067-0.932985j 11.5088+16.0798j 5.21135+9.56743j -14.6331-19.6291j 14.6209+18.5108j -7.60699-8.65256j -12.5285-19.4476j 0.202981-0.316635j 4.80828+9.80732j -10.7723-19.5829j 13.137+21.1732j -6.34283-9.11648j -9.70623-18.0347j -1.66602-1.01939j 2.91751+7.07341j -2.01626-4.92597j 17.2476+32.0654j -6.10476-14.6561j 4.87151+9.0643j -8.5042-16.4921j 9.69977+21.38j -2.66941-3.9815j 1.3988+0.99865j -6.05422-12.6472j 7.0813+18.0205j -5.69013-14.2826j 5.42844+16.842j -0.0401114-5.32371j -0.222078+0.886215j -4.37781-3.16585j 4.05429+14.004j 0.968822-2.39913j 0.681945+10.7222j 1.13342-7.96015j 2.46785+4.52753j -1.44202+1.74705j 0.518452+7.2729j -0.601793-0.2631j 1.57181+0.0800817j 1.57738+2.96335j 0.0159053+1.1942j 0.554199+0.0799895j 
0.12394+0.61602j 0.156025-0.92431j -1.6482+0.0775j -0.184141+0.819044j -1.27685-0.857342j -1.02306-1.09767j 1.23447-1.30736j 0.275832+1.08468j -1.15645-0.00597013j 0.372976+1.27002j -0.41634-0.593366j -1.99607-0.988469j 1.29293+0.404737j 0.0197808+1.5317j -0.621349-1.49615j -1.40953-2.09583j 1.77981+1.28436j -0.963341-1.65928j -1.34578-2.32108j 0.463506+0.122793j -0.106579-0.384567j -1.50192-2.20048j -3.02648-1.63384j -0.805526-0.702125j -1.72803-1.94199j 3.27525+3.8632j 0.5881+1.08137j 0.379977+0.753566j -1.03127-0.283232j 0.883961+1.66459j -0.0652031+1.36713j -2.21343-1.96583j 1.13478+2.32727j -0.747938-1.20959j -1.04227-1.50542j -0.119076-0.0883718j 1.17778+1.88918j -1.22697-2.34519j 1.00481+2.5921j -0.157289-1.22445j -1.24885-2.54568j 0.41112-0.503163j 1.00316+0.642996j 0.832627-0.636516j 1.12142+4.67336j -1.41802-2.0261j 0.595655+1.63579j -1.18265-2.131j 1.40214+2.96733j 0.0477572-0.191663j 0.331979-0.204602j -0.842819-2.43833j 0.892459+1.9449j -0.844063-2.05746j 0.421704+2.07798j -0.0955845-0.314606j 0.28288-0.0978087j -0.846367-0.486736j 0.2087+1.56502j 0.370648-0.335539j -0.508676+1.25822j 0.0121927-1.0695j 0.181054+0.664156j -0.601338-0.169129j -0.0358999+1.13327j 0.31053-0.142753j 0.2443+0.350626j 0.277199-0.362478j -0.513799+0.343854j -0.0995277-0.19105j 
1.07416+0.693476j -0.685034-0.760086j -1.0308-0.431562j 1.80071-1.27413j 1.23329+0.165465j -1.53637-2.86478j 0.539339-0.269314j 1.05249+1.57273j -3.64425-1.68971j 4.03342+1.21708j 0.0550026-0.813929j -6.28058-5.85256j -0.00789549+3.19395j 0.12933-0.563634j -2.31097-1.22653j -6.12564-5.329j 5.48649+5.20329j -6.61731-6.67122j -4.78938-5.71679j -0.167533-0.134116j -1.98654-1.59832j -6.73282-7.51884j -6.15111-6.14206j -2.48995-4.06161j -5.17517-6.23813j 9.96579+12.143j 2.46233+2.49606j 2.41543+3.06324j 0.49945-0.133156j 4.69964+6.7248j 2.06119+3.35037j -6.00567-8.49286j 6.62415+9.18616j -3.32131-3.5551j -4.88626-8.67107j 0.429243-0.00148646j 2.634+3.91557j -3.66332-8.28945j 5.08535+8.8131j -3.09129-3.80018j -3.85356-6.59107j -0.499103-0.235512j 1.51857+2.83334j -0.494233-1.90274j 6.93641+13.2j -2.63392-6.12204j 1.24914+4.10718j -3.12154-7.23504j 3.6409+8.79928j -0.746739-1.92352j 0.327355-0.484393j -1.98226-5.39695j 2.91852+7.92254j -1.91524-6.39102j 2.27054+7.21286j 0.190029-2.12021j -0.192846+0.584832j -2.31182-1.53717j 1.95133+6.16666j 0.886704-0.962913j -0.612177+4.63477j 0.628491-3.32236j 1.06368+2.08161j -0.913902+0.649709j -0.19602+2.99102j 0.257847-0.471763j 0.582577+0.0311879j 0.803455+0.844999j -0.67336+0.759295j -0.0642637+0.0914762j 
-0.640215-1.06221j -0.899512-0.616876j 1.84263+1.5462j 1.73729-1.41622j 0.447552-0.913653j 0.0866531+0.0108759j 0.734389+0.0325715j -0.076832-0.0606895j -0.209765+0.315148j -0.692532-0.120236j 1.2293+0.151238j 0.123251+0.0725799j -0.567634-0.690624j 0.0672133+0.165505j 0.426387+1.01358j 0.201156+0.0766993j -0.252257+0.598732j 0.0735085-0.322243j 0.62131-1.32788j -0.566987-0.363059j -0.166955-0.375745j -0.24929-0.78992j 0.409998-0.95184j -0.4082+0.612502j 0.723496-0.0409908j 0.257236+0.398008j -0.142405-1.19959j -0.296596+0.679782j -0.367211+0.110112j 0.712342+0.268235j 0.52497+0.0373696j -0.28931-0.376588j -0.843286-0.307694j -0.000355475-0.728732j -0.219276+0.0921062j -0.116881-0.279278j -0.412635+0.384782j 0.120811+0.0610928j 0.0874813+0.310062j -0.151462-0.149541j 0.280167-0.289912j 0.331218+0.513491j 0.0690087+0.432472j -0.34798-0.694257j -0.186116+0.613157j -0.0994063-0.0233238j 0.0167334-0.0497244j 0.117321-0.130838j -0.0720283+0.428848j 0.128368-0.449239j -0.382764+0.544435j 0.172732-0.0677765j 0.173275+0.409726j -0.338699-0.396612j -0.433034+0.359394j -0.310571+0.174629j -0.363054-0.35121j 0.228285-0.217029j -0.0212234-0.204553j -0.223015-0.280169j 0.42307+0.570383j -0.328608+0.299906j 0.109478+0.184503j -0.586318-0.259733j 0.370796+0.0863442j -0.0154997-0.276225j 0.400607+0.588954j -0.0810807-0.489862j -0.0978828+0.34272j 0.002303+0.133474j 
-0.456965+2.93304j -3.21644-0.413625j -0.753081+0.886814j -0.0640477-0.634234j -0.152261-0.994692j 0.45208-0.366629j -0.0702574-0.0785721j -0.508474-0.582971j -0.929668-0.00892259j 0.150395-0.2662j -0.171776+0.817086j 0.678377-0.217155j 0.924138+0.292193j 0.771852+0.393321j -0.0851144+0.318155j 0.0567768+0.334046j 0.0130185-1.47372j 0.594474+0.502746j 0.822194+1.04807j 0.436499-0.210126j 0.549637+0.432383j 0.847777+1.12341j 0.571526+0.326034j 0.232008+0.116369j 0.160816+0.672834j -1.23672-0.0608367j -0.272765+0.179215j -0.338323-0.48086j -0.0771605-0.541066j -0.358685-0.0408575j -0.351085-0.14582j 0.0480019+0.312003j 0.379235-0.508482j 0.297045+0.331111j -0.107803+0.512989j 0.229935-0.0502684j -0.292046+0.114681j -0.315145+0.242769j 0.114058-1.05549j 0.263351+0.364771j 0.11306+0.961904j 0.177629+0.167173j 0.0244879-0.0722431j -0.212552+0.807526j -0.373206-1.29631j 0.380112+0.376321j -0.566516-0.445267j 0.304639+0.522911j -0.437751-0.603648j 0.0541691+0.460831j 0.207046-0.112618j 0.511229+0.342933j 0.0648787-0.330487j 0.0795415+0.572418j -0.236499+0.11785j 0.0237069+0.39949j -0.389393+0.252866j 0.0885099+0.0770038j -0.221788-0.239789j -0.189609+0.0617193j 0.407988-0.358354j -0.0416945+0.415547j -0.00775019-0.046943j -0.151501+0.0824436j 0.0411682-0.340732j -0.0247691-0.0115342j 0.188983-0.0912898j -0.272641+0.0234956j 0.279118+0.00532932j 0.0551157+0.121317j 
0.241548+0.0378428j -0.780758+0.359395j -0.833389+0.344995j -0.252464-0.0346277j -0.244194-0.0217144j -3.30962+0.0253026j 0.664804-0.325365j 2.31796-0.145425j -3.55747+0.0966816j 5.4221-0.403392j -1.0806+0.0288292j -6.4949+0.52223j 2.50435-0.281893j -0.245375+0.0230841j -2.20817-0.0409542j -7.91647+0.877613j 7.75439-0.452888j -8.73459+0.697511j -6.49885+0.479964j -0.917045+0.26891j -3.24284+0.194818j -10.8983+0.713403j -8.54819+0.625358j -4.6109+0.0758162j -7.12516+0.380909j 16.8546-1.07797j 3.03975+0.309779j 3.59383-0.229552j -0.481517+0.177689j 9.25297-0.543797j 5.03079-0.516021j -11.395+0.858925j 11.0761-1.36602j -4.63488+0.555165j -10.5054+1.2042j -0.428705+0.0926171j 5.01192-0.462744j -11.043+1.39969j 11.0361-1.64541j -4.86363+0.701721j -8.58645+1.45986j -0.151626+0.42399j 3.75465-0.300619j -2.15979+0.682169j 16.0613-3.04697j -7.6407+0.603582j 4.51409-0.306795j -8.33684+1.40783j 10.8911-1.07228j -2.01186+0.102693j 0.0626094-0.0395839j -5.89707+0.117033j 9.38492-1.19964j -7.74479+0.115862j 8.42717-1.28039j -2.61692+0.934324j 0.882706-0.353655j -3.15364-0.302055j 6.55089-2.30098j -0.877757-0.211434j 4.57655-1.78227j -4.50534+1.2367j 1.78751+0.332645j 0.226072-1.74996j 3.47183-0.527298j -0.841497+0.879157j 1.32831-1.29424j 2.88326+0.461338j 2.29628-1.62769j 3.5269+1.70582j 
-0.124191-0.11097j -0.732267-0.763299j -3.81815-0.30105j 0.00639783-0.280312j -0.176587-0.268675j -7.46637-1.32868j 1.64498+0.388241j 5.26652+0.353941j -8.10776-1.49988j 11.3904+2.77852j -1.9659-0.967309j -15.6675-1.41988j 5.5491-0.328224j 0.664424-0.408886j -5.05637-0.978721j -19.3275-1.8724j 17.1693+1.77367j -20.2681-2.19669j -15.3405-0.924702j -0.97256-0.577913j -6.24321-0.997681j -25.4413-2.08116j -20.0471-1.53599j -10.9272-0.389233j -16.8328-1.04446j 38.3886+2.95266j 5.51237+1.32061j 8.44389+0.932496j -1.01867+0.463784j 20.2195+1.37229j 11.1477+0.410582j -24.4307-1.79782j 23.949+1.28173j -11.788-0.666988j -22.603-0.686797j -0.789605+0.166883j 10.8796+0.503888j -24.0846-0.828562j 24.2494+1.38464j -10.8393-0.50762j -19.2663-1.0037j -1.30749-0.741024j 7.8526+0.0204757j -5.82476+1.12031j 36.9718+0.9737j -16.9002-0.0204349j 11.0995-0.249411j -19.8075-1.26119j 23.9991+1.24377j -6.53731-0.726077j 1.00455+0.349716j -15.8478-1.70302j 19.4223-0.239419j -16.954-0.708463j 19.0638+0.209905j -4.11488+1.33857j 0.506859+0.318066j -7.23362+0.588044j 14.4683-0.76717j -2.76942-0.0305709j 10.8358+0.448425j -7.42874+0.826724j 5.28625+0.565842j -0.0626578-0.01624j 6.46239-0.0303473j -0.577396-0.160886j 1.65531+0.623957j 3.9423-3.02749j 0.396231+0.261357j 0.422795+2.44906j 
-0.271483-0.378365j -1.41624-0.433546j -4.48741+0.595169j -0.271437+0.219108j -0.678861-0.176369j -10.5072+1.15184j 2.12265+0.0400392j 6.86357-0.708198j -11.2368+1.02926j 16.293-1.22466j -3.37468-0.0334395j -20.2483+2.01137j 6.372-1.56013j 0.781002+0.0641193j -7.38699+0.590119j -24.83+2.6642j 23.2405-3.00494j -26.7293+2.70913j -20.4032+3.19623j -1.27043+0.882898j -8.71857+1.56679j -33.5139+4.75608j -26.1722+3.64528j -14.6324+1.87523j -22.1792+2.93756j 49.4934-7.37731j 7.07951-0.77545j 10.7462-1.56153j -1.38307+0.561332j 26.4273-4.6934j 14.9249-3.1758j -32.0221+4.46852j 31.6751-3.97606j -14.1542+2.40414j -30.5614+4.06664j -0.0525082+0.429058j 14.3926-3.10956j -29.8418+4.15572j 32.2246-4.99741j -15.1744+2.83047j -26.3946+4.12933j -1.54422-0.0957267j 11.036-2.11818j -7.45945+0.79929j 50.1419-9.44686j -21.2122+3.24917j 14.1687-1.61423j -25.391+5.10408j 32.6015-6.83949j -7.49266+2.52396j 0.826775-0.0652576j -19.245+3.21438j 25.8999-4.25492j -21.523+4.41402j 23.5718-5.5991j -6.23226+1.96922j 0.808579-1.17172j -8.09306-0.441151j 18.9332-3.56157j -3.2004-0.110505j 14.5866-4.6524j -10.6395+3.66273j 7.45687-0.805424j 1.31971-0.831773j 9.67569-3.25325j -0.416323+2.41881j 1.65357+0.833593j 2.84512-2.74767j 1.18107+0.160663j 0.339667-0.546105j 
0.306188+0.285769j -4.92681-1.00024j -15.36+0.24953j -0.0758721+0.696361j -1.09663-0.385424j -36.2301-2.08652j 8.18689+1.10415j 23.6768+0.0629541j -40.5667-2.89161j 54.8895+3.29389j -10.6744-1.5005j -71.904-1.95254j 22.7022-2.12858j 2.36116+0.877912j -24.849-1.4561j -86.1423-2.20678j 79.0675+0.625841j -91.3033-1.9276j -69.5849-0.652965j -2.7109+0.63166j -28.1331+1.23396j -113.988-0.994322j -89.5684-0.728389j -49.7165-0.241309j -76.1906-0.630178j 171.954+0.865322j 26.3953+0.0383639j 37.4673+0.465392j -4.33355+0.00876697j 90.5975+0.567721j 51.3686-1.61153j -110.553+0.135195j 108.029-0.117583j -50.3706-0.933144j -103.7+1.12023j -1.02226+0.846292j 48.254-1.91906j -103.941+2.54112j 109.049-2.51132j -52.8876+0.185116j -88.789+2.33459j -5.1456-0.151364j 35.6447-1.5801j -23.955+0.0851684j 166.242-6.15792j -73.8934+2.50887j 48.2516-2.12658j -84.9152+2.93008j 109.509-4.94671j -27.2682+0.702933j 5.23384+0.659582j -67.1972+1.84038j 86.5388-3.79709j -74.428+2.96619j 78.791-4.31963j -21.5615+2.17003j 1.70875-1.29165j -25.0318-0.617799j 65.7844-3.84137j -8.92322+2.60297j 47.3684-4.7406j -31.3745+2.02885j 22.6195-2.1806j 5.30635-3.29303j 31.6674-0.413549j -3.49506-1.7044j 0.483804+0.884433j 15.5538+0.122918j 5.41058+0.487732j -0.152068-0.728604j 
-0.248802-0.292287j 1.12218-0.132828j 3.29736+1.16118j -0.336949-0.499059j -0.224871-0.00691335j 7.48745+2.42974j -2.22581-1.07529j -4.95095-1.59372j 9.27096+2.90233j -10.9457-3.7582j 1.90666+0.764381j 15.5553+5.48141j -5.25313-1.25118j -0.972443-0.78366j 5.38652+1.66204j 18.1994+6.358j -17.2233-4.56708j 18.8317+6.19197j 15.0614+3.97513j 0.462325+0.539396j 5.61528+1.87513j 24.2684+7.25307j 19.0209+5.89135j 11.0059+3.09261j 17.0106+5.04442j -35.2671-11.1583j -5.15385-1.29615j -8.14818-2.88314j 0.840675+0.125562j -19.6035-6.05031j -10.3778-3.35779j 23.2469+7.23345j -22.8927-7.45817j 10.7929+3.4017j 21.8948+7.1424j 0.974627+0.0954115j -9.50817-3.4082j 21.8865+6.74792j -24.2513-6.83937j 10.6885+3.27475j 18.5602+5.5641j 2.28435-0.0870509j -6.35193-2.27645j 6.1482+0.918597j -35.6459-9.55832j 15.9375+4.47633j -10.5465-2.05677j 19.7117+5.36355j -22.8382-7.4186j 5.07543+0.678442j -0.0782695+0.0906582j 14.8779+3.33388j -17.5628-5.68734j 15.0785+5.04121j -16.2051-2.60587j 5.36104+0.547919j -1.15941+0.486426j 5.83021+0.752995j -14.3062-3.52528j 2.36213-0.207675j -9.64764-2.93243j 7.30025+2.97348j -3.88205-0.184617j -3.47109-1.10719j -5.1942-1.1445j 1.75334-1.39769j -0.513095+1.31735j -4.05296+0.447645j 0.446496-0.205548j -0.195077+0.206334j 
0.630038+0.472638j -4.67538-0.713744j -13.7141-0.320718j 1.21722+0.487802j -0.91813-0.269031j -32.2977-3.07959j 7.98893+1.38629j 21.0805+1.19835j -37.1844-3.83271j 50.1632+4.89097j -9.74297-1.6597j -65.1787-4.58807j 20.1049-0.519874j 2.58193+0.582185j -22.4947-1.66348j -76.5809-5.34657j 70.5842+4.15588j -81.767-5.71221j -62.2284-3.90923j -2.0623+1.18412j -25.5056-1.24495j -101.855-5.99316j -81.0017-4.41908j -44.7307-2.99007j -68.0431-4.14191j 154.069+8.70129j 23.8961+1.3j 33.8591+2.17932j -3.64404-0.045532j 80.7499+2.69041j 44.7239+0.890737j -98.9953-4.1236j 94.6831+4.00331j -45.3323-2.279j -91.7027-2.81252j -0.994662+0.545851j 43.5984-0.470528j -91.7088-3.04017j 96.145+2.50091j -44.9166-1.73111j -79.0199-3.24314j -6.02325-0.807261j 31.5964-0.117055j -21.5081+0.0888523j 145.758+3.25573j -62.9012-1.62693j 42.8855+0.592625j -75.6562-1.88422j 94.832+1.54291j -24.6721-0.968157j 4.68614+0.113609j -58.757-0.559845j 76.7715+1.65786j -64.446-2.04569j 70.0108-1.18269j -18.0019-0.397317j 1.22647+0.30191j -22.7684-2.63589j 56.4538+0.271184j -6.51805+0.239955j 41.1013-0.0935265j -27.9306+3.06736j 19.5258+1.4957j 7.43905-0.699447j 28.2808-1.30723j -0.800728+0.794094j 1.41876+3.05239j 13.2682+1.54271j 3.52441+0.721311j 0.253775-0.501164j 
