-0.0336128+0.0651999j -0.0124756-0.0203444j 0.341392+0.237101j -0.24119+0.0778307j 0.000219476+0.109767j 0.609986+0.207668j -0.380064-0.0904146j -0.358286-0.240394j 0.851036+0.168801j -0.650725-0.383774j 0.058055+0.0442601j 1.42416+0.709559j -0.301764-0.237879j -0.372247-0.340299j 0.462301-0.0177575j 1.52506+1.12913j -1.2964-0.547206j 1.32778+0.853753j 1.41586+0.700509j -0.223281-0.121049j 0.412592+0.0333687j 2.01624+1.00355j 1.61733+0.809206j 1.10707+0.280568j 1.41651+0.75772j -2.8871-1.22997j -0.338061+0.322015j -0.636637-0.477403j 0.0806638-0.0858839j -1.37148-0.428569j -0.848405-0.400764j 1.5297+0.588177j -1.18429-1.08933j 1.0031+0.699816j 1.199+0.860758j -0.0360007-0.109559j -0.839343-0.472432j 0.973014+0.84496j -1.40725-1.08864j 0.930334+0.572632j 1.21984+1.07459j 0.0474292+0.487974j -0.585098-0.0528078j 0.452967+0.358722j -2.69697-2.10321j 0.868548+0.459034j -0.54491-0.659969j 1.29561+0.91126j -1.73062-0.716435j 0.591806-0.0320906j -0.55901-0.185616j 1.18083-0.00452853j -1.53967-0.882753j 0.665751-0.093455j -0.7667-1.01773j 0.0429612+0.00864204j 0.75096-0.489552j -0.365638+0.662772j -1.22983-0.834791j -0.421839-0.614858j 0.208277-0.261294j -0.676503+0.545512j -0.512923+0.141697j 0.00287355+0.47539j -0.526106-1.01816j -0.194+0.707508j -0.345923-0.325099j 0.0821607+0.388844j 2.59201+0.397224j -0.761083+2.40226j 
-0.441414+1.92746j -20.4229-4.20222j -66.8755-7.98396j -2.9785+6.13055j -5.90732-0.244168j -147.081-25.5832j 29.9977+10.0074j 102.494+12.0645j -160.924-32.2773j 222.171+40.5295j -39.5627-10.6555j -302.696-46.0156j 103.355+4.94569j 10.5135+2.77455j -101.417-19.0758j -363.511-51.4857j 335.132+42.9782j -389.581-52.3227j -297.029-37.3132j -14.054+1.89855j -121.049-13.1463j -486.568-61.1027j -385.127-49.5316j -212.591-23.9938j -325.494-41.0542j 737.273+89.3039j 110.485+14.842j 159.201+22.7371j -21.6952+1.84748j 391.451+43.8081j 224.816+20.6908j -479.853-52.041j 460.111+51.4523j -215.88-26.8956j -450.302-45.4996j -7.38659-0.474722j 213.545+18.341j -457.777-41.0307j 479.713+44.0572j -224.317-24.595j -388.854-35.1597j -23.0453-5.78533j 156.389+10.1066j -109.32-7.40397j 732.031+60.7705j -322.128-24.3214j 210.893+17.5279j -380.775-28.0861j 481.669+39.0422j -120.825-10.8152j 15.9329+6.57709j -294.23-22.4177j 382.946+27.1757j -330.656-24.9861j 356.771+22.4512j -97.2318-0.628304j 8.98421-1.45553j -105.602-15.8574j 296.883+14.8127j -35.7884+4.54722j 214.213+4.77821j -154.487-0.475581j 101.67+9.58144j 27.3508-4.58691j 141.537+3.73695j -6.8883+0.568495j 3.85928+5.23141j 65.7271+6.0685j 17.9556+0.164937j 0.591537+1.38778j 
4.35513-2.01367j 16.927-2.89398j 79.1499-20.6685j 21.3784-9.53311j 7.20744-1.56238j 149.806-33.2024j -15.9473-0.0130334j -121.254+30.507j 151.354-31.2593j -221.483+48.3632j 29.4724-4.32785j 329.305-77.6613j -142.526+39.7713j -6.38602+0.658475j 100.211-21.6226j 405.362-98.0738j -384.027+95.3562j 443.695-110.348j 343.814-85.6716j 30.2776-9.08545j 145.324-36.641j 565.312-142.4j 444.658-110.968j 253.016-64.692j 377.564-95.9909j -869.095+220.764j -125.663+31.4346j -179.216+44.7674j 38.1017-10.9033j -472.342+121.55j -282.322+74.6652j 580.091-150.115j -551.875+142.811j 253.056-64.815j 554.142-144.301j 7.90624-1.76408j -276.604+75.4448j 576.715-152.667j -599.759+158.637j 271.282-69.2033j 489.502-129.083j 17.5909-0.665612j -210.206+59.8244j 144.402-40.1322j -942.619+253.789j 419.108-114.225j -268.438+72.0864j 498.602-135.631j -628.55+169.325j 152.494-38.9977j -7.99972+0.918177j 384.051-105.08j -510.599+140.801j 436.065-118.618j -482.45+131.971j 145.702-41.3922j -17.2497+5.04564j 113.924-27.0727j -406.833+113.562j 64.0301-19.1591j -317.528+91.8175j 237.07-68.8643j -130.337+35.099j -51.7802+15.2218j -205.226+58.3947j 7.57699-2.49254j 10.7004-5.61762j -83.2239+22.8873j -30.6286+9.95255j 3.01556-1.59168j 
1.70987-3.89195j 52.6763+7.99836j 180.977+3.83117j 13.3856-16.9418j 16.3464+0.643521j 393.171+32.9377j -74.8587-20.3409j -279.189-6.8938j 424.854+47.2371j -594.156-54.7056j 103.561+19.6265j 814.485+47.3807j -286.183+13.4629j -25.2114-5.76102j 270.119+25.7046j 980.837+47.5931j -907.563-33.2191j 1055.04+41.5895j 806.748+26.9698j 43.5228-11.453j 330.385+6.06362j 1321.22+41.7172j 1044.44+35.5755j 579.138+12.1678j 882.82+27.9177j -2006.94-52.3332j -298.234-11.4872j -432.023-20.4652j 62.1146-11.0511j -1066.29-15.9141j -615.56+1.88873j 1307.92+19.3784j -1252.3-22.2137j 585.585+15.9083j 1229.54+8.40135j 18.943-0.227238j -588.748+8.9335j 1254.94-4.30401j -1311.46+0.995485j 614.73+11.504j 1068.31-2.65549j 60.1014+11.6438j -434.41+13.7179j 300.268-7.98234j -2013.41+25.737j 888.071-16.3445j -579.782+4.013j 1050.33-22.1362j -1326.3+24.1948j 332.26-1.01921j -40.5379-11.751j 810.305-13.7999j -1061.02+27.357j 911.168-22.579j -988.24+34.19j 275.133-19.3366j -26.4656+4.87011j 283.926+18.972j -820.91+37.2794j 109.165-21.7915j -602.176+45.6472j 434.229-41.1708j -280.365+2.42728j -78.0708+18.269j -397.419+27.6314j 16.352-0.322323j -10.569-17.201j -181.132+1.18006j -53.3831+7.41926j -1.04659-4.15868j 
1.25881-0.0792766j 4.44537+0.845559j 16.2274+1.55705j 3.46174-1.24383j 1.72952-0.213435j 32.825+3.94118j -4.77766-2.03369j -25.1018-1.77808j 34.2686+5.5197j -48.4434-5.87726j 7.35609+1.4695j 69.9358+7.52176j -27.9289-0.944634j -2.28672-0.889524j 21.9534+3.10018j 85.7398+8.37767j -80.843-6.74294j 93.1478+7.96148j 71.9984+5.52156j 4.42276-0.635979j 29.9535+1.68474j 117.903+9.12497j 92.6793+7.60665j 52.4447+3.62687j 78.9198+6.31018j -179.573-13.2073j -26.3817-2.55849j -37.7073-3.02674j 6.73263-0.0611744j -96.6031-7.28699j -57.1671-3.43056j 119.839+7.97078j -113.986-8.48539j 52.7175+4.24687j 113.742+7.30823j 1.78682+0.510246j -55.0992-2.55437j 117.333+6.45415j -122.703-7.41563j 56.0465+2.70838j 99.8817+4.97544j 4.21177+0.924548j -42.0891-0.731393j 29.3603+1.40387j -189.888-9.048j 84.6181+3.6813j -55.3502-2.31335j 100.102+4.32808j -125.068-6.1002j 30.5081+1.7615j -1.65209-0.751737j 76.9688+3.35183j -101.505-2.87347j 86.528+4.33518j -94.8796-3.64378j 28.5739-1.16138j -3.34476+0.481589j 24.5444+2.34541j -81.3498-3.11841j 11.9335-1.06224j -60.8204+0.131537j 44.9275+0.709049j -25.4424-1.27433j -9.99242-0.0579195j -40.1134+0.087755j 2.43119+0.275073j 0.635885+0.832886j -16.9171-0.507981j -4.76664+0.576426j 0.452849-0.212355j 
0.712705-7.98741j 118.148+22.3948j 389.808+24.9176j 16.4586-35.4408j 35.939+2.66118j 864.364+107.51j -174.816-50.7008j -601.65-39.9226j 942.503+141.135j -1308.05-173.404j 234.95+52.2281j 1774.67+177.118j -602.655+3.41479j -59.3465-15.0426j 595.561+80.5853j 2130.41+193.327j -1963.91-154.913j 2286.65+188.396j 1742.06+131.579j 85.8159-21.0227j 712.988+43.4007j 2854.2+212.527j 2257.13+173.162j 1244.84+79.1372j 1906.06+143.086j -4327.69-298.903j -646.335-54.599j -937.258-84.4787j 125.991-19.1976j -2291.83-133.777j -1315-51.8427j 2813.63+162.042j -2691.96-162.706j 1265.78+92.1073j 2635.81+130.355j 40.4837+1.43694j -1251.85-36.7844j 2677.97+104.339j -2801.39-116.206j 1320.87+78.3375j 2282.17+92.027j 136.501+28.6068j -919.653-9.00734j 635.982+10.8839j -4287.93-131.207j 1882.53+46.1265j -1236.74-44.0228j 2228.04+48.8018j -2819.09-70.4597j 708.357+25.2996j -96.9349-29.7701j 1720.54+40.6413j -2249.41-37.9128j 1936.91+36.1502j -2087.38-16.5945j 571.031-21.5397j -54.557+9.45148j 616.9+63.2442j -1731.3+4.76646j 215.285-28.2166j -1256.37+46.2237j 899.113-49.5381j -597.01-19.544j -154.946+33.6359j -834.088+24.9203j 34.2199+1.2659j -34.0255-37.9761j -386.309-15.0591j -109.07+11.0387j -5.17742-8.87427j 
2.05989+0.784636j -18.531-6.76561j -48.9643-17.3094j 7.02049+3.05947j -4.60472-1.69279j -121.92-43.3997j 32.0626+11.7415j 76.2996+26.1165j -139.06-50.3082j 187.249+66.6941j -38.9124-14.4162j -239.491-84.1899j 65.37+21.1133j 10.0233+4.3332j -85.6996-30.6333j -282.395-99.1115j 254.618+88.357j -298.051-104.756j -224.524-77.7206j -4.36457-0.376241j -89.1036-30.5433j -366.518-127.935j -291.11-101.457j -156.559-53.5956j -244.802-85.8405j 549.63+191.293j 83.8377+30.4426j 123.983+44.162j -9.26234-1.61818j 284.666+98.0692j 157.501+53.0943j -349.259-121.056j 336.253+115.921j -160.672-57.7941j -322.021-110.369j -5.02989-1.46484j 145.985+50.0894j -319.983-108.436j 336.686+114.202j -165.362-56.4125j -273.082-92.787j -22.8248-8.14501j 103.581+34.7325j -72.1527-24.8178j 502.417+170.558j -217.15-73.3092j 146.98+49.5352j -256.065-85.7168j 326.598+111.002j -84.6386-27.6048j 18.5244+7.09935j -200.308-65.7358j 256.437+85.8572j -221.085-74.7751j 232.654+76.6601j -58.761-17.2466j 3.86762+1.06379j -85.1984-29.0078j 188.023+62.0555j -12.9606-3.18378j 126.948+39.5426j -85.9848-25.5956j 70.8444+22.5886j 8.30036+1.11641j 85.0777+27.3743j -4.0251-1.37158j 13.5247+6.10876j 45.899+16.1541j 9.27694+2.7289j 2.85813+1.24705j 
-5.62374-1.00643j 33.3048+15.0539j 74.8012+43.405j -22.7131-2.87448j 6.95382+3.54296j 203.69+102.107j -61.9868-24.2917j -117.457-65.3299j 239.187+115.936j -316.093-157.036j 71.5989+31.8611j 387.753+203.269j -86.9441-57.9326j -19.1112-8.44797j 144.943+71.6452j 451.103+241.528j -399.68-218.087j 470.66+256.861j 350.667+193.393j -1.64131+3.42565j 135.835+74.9198j 571.359+317.022j 455.583+251.495j 239.99+135.646j 381.912+213.49j -849.159-476.715j -133.226-74.0496j -197.085-108.406j 5.78452+6.77193j -432.573-246.985j -231.415-136.667j 528.325+302.917j -511.355-292.961j 249.888+141.316j 480.785+279.775j 8.22745+4.09215j -209.552-131.109j 468.369+280.418j -495.137-295.346j 249.776+142.498j 401.365+239.044j 42.1199+17.3265j -141.748-93.3982j 100.763+65.8554j -723.899-442.98j 309.589+196.911j -213.264-128.422j 363.052+227.963j -465.294-290.146j 122.948+72.3991j -35.6087-14.1716j 281.94+174.428j -357.194-227.103j 311.111+195.047j -319.192-206.653j 68.5441+51.2582j -0.632476-2.85026j 136.215+72.0387j -252.328-167.829j 12.2399+15.6617j -152.127-112.706j 97.1082+76.0002j -101.045-59.4908j 1.70564-6.81363j -104.467-75.7537j 6.32204+4.31407j -31.5738-11.0645j -67.2694-41.9162j -8.5138-9.33742j -6.89986-2.13959j 
-1.76398+3.90122j -51.1429-7.20553j -177.914-0.747197j -14.7031+16.7243j -16.3758-0.204159j -384.37-27.5955j 72.1421+19.2252j 274.681+2.85127j -414.656-40.6842j 580.041+45.942j -100.146-18.0496j -798.354-35.5117j 283.111-17.1689j 24.9837+5.27104j -263.394-21.3729j -961.76-33.8832j 890.854+20.0805j -1036.44-27.2994j -792.586-14.9783j -44.3531+10.7788j -325.625-1.40496j -1298.52-22.5266j -1025.79-21.223j -568.612-3.62825j -866.67-15.3008j 1972.69+23.1656j 292.561+7.60238j 423.177+14.6219j -62.6915+11.5994j 1049.5+2.29831j 606.764-11.9878j -1287.83-1.52806j 1230.72+4.82494j -576.113-8.07123j -1210.66+9.05847j -18.5016+0.380686j 578.089-16.9583j -1235.72+24.3021j 1292-19.0352j -604.704-1.93912j -1052.45+16.5924j -59.731-11.3386j 429.962-19.3906j -295.634+12.2404j 1985.8-53.7561j -875.04+28.0598j 571.481-11.2124j -1036.12+34.6125j 1309.46-40.6122j -326.206+6.45382j 39.6949+11.7773j -798.95+27.0078j 1048.66-40.9781j -900.515+32.4927j 974.984-47.63j -271.749+26.3652j 26.9812-5.69933j -277.204-13.3779j 813.406-46.2549j -106.573+19.509j 598.61-54.8147j -432.413+46.6653j 276.159-6.39339j 77.399-19.671j 395.659-31.1575j -16.5401-0.509762j 7.35899+16.2792j 178.141-3.33467j 54.0728-8.24778j 0.540127+4.23188j 
2.3951-13.5108j 189.591+32.5474j 634.019+28.1184j 33.659-58.1808j 57.1967+3.4337j 1396.75+147.671j -276.74-77.3686j -978.867-46.5286j 1519.7+200.259j -2113.38-241.024j 375.931+77.7487j 2877.12+231.711j -987.742+24.7087j -93.8743-23.0871j 961.902+111.709j 3456.87+246.959j -3190.57-190.182j 3713.22+233.916j 2832.09+158.802j 144.175-37.0954j 1158.55+47.819j 4639.49+254.109j 3668.79+208.874j 2027.47+88.969j 3099.43+170.342j -7038.34-348.583j -1049.83-66.6971j -1521.13-107.003j 209.217-33.9305j -3731.42-143.783j -2145.82-42.7297j 4579.77+173.738j -4383.41-179.539j 2056.74+107.043j 4296.28+127.673j 64.9309+0.543356j -2046.47-16.5328j 4370.42+83.104j -4570.33-99.3809j 2150.49+85.5798j 3723.1+77.632j 219.538+45.1264j -1507.14+15.2481j 1041.53-3.31126j -7002.97-74.2495j 3078.27+17.7031j -2019.33-30.4539j 3642.79+10.0023j -4610.3-23.4413j 1157.02+20.471j -153.111-45.9209j 2813.48+9.43158j -3679.03+13.1944j 3166.91+0.849408j -3418.29+42.1995j 939.863-55.5579j -88.9063+16.2238j 1002.36+82.8393j -2839.43+62.3317j 359.261-55.1981j -2066.5+116.599j 1479.48-110.442j -973.331-9.1836j -258.491+61.4184j -1369.46+65.9381j 56.6429-0.399778j -48.7471-61.1559j -630.821-10.6022j -181.43+21.7507j -6.48209-14.7458j 
0.25157-1.15314j 18.5778+3.24012j 62.0038+2.24171j 3.22125-5.46935j 5.97678+0.778951j 136.605+14.0915j -27.7841-7.16281j -95.2692-4.65242j 149.01+18.6365j -207.305-23.4704j 36.5687+7.51761j 281.491+21.2965j -96.7207+2.80491j -9.84606-2.0785j 94.4345+10.5201j 338.193+22.9454j -311.106-17.3473j 362.825+21.0399j 276.26+13.75j 13.9873-3.72399j 113.302+4.11005j 452.478+22.9654j 358.503+19.1686j 197.376+7.26891j 302.381+15.1235j -686.896-31.7571j -102.521-6.45816j -148.536-9.67417j 19.6806-2.9501j -363.426-13.3246j -208.658-3.69208j 446.986+15.3825j -427.87-15.4697j 199.918+9.34721j 419.973+11.5164j 5.61902+1.4078j -200.093-1.06495j 426.698+5.6765j -446.314-9.05156j 209.72+8.63369j 363.562+6.46916j 21.7817+3.8239j -147.057+1.54974j 99.0969-1.06441j -682.385-3.70296j 299.992+1.2501j -195.655-1.65573j 354.356-0.295051j -449.099-0.637418j 113.752+1.81729j -15.522-4.55695j 273.698+0.427782j -358.457+2.40824j 309.204-1.21711j -332.415+4.77467j 92.997-5.69636j -5.67631+2.81099j 96.8346+8.03693j -276.956+7.98941j 33.6771-5.35461j -199.673+11.522j 144.067-12.3862j -95.2303-0.851288j -24.8211+6.03946j -133.028+7.10007j 5.89438+0.283327j -6.12119-5.47249j -61.5223-0.584659j -17.8867+1.90532j -0.907905-1.55322j 
-4.54777+3.06325j -28.7428+1.19895j -120.068+21.4355j -23.825+13.2094j -10.8244+1.61527j -237.974+27.9538j 32.8274+4.52347j 183.819-30.3479j -247.412+23.0179j 355.349-39.1035j -52.854+0.208872j -512.295+71.7902j 206.577-44.7553j 12.4297+0.516849j -161.157+17.7829j -624.823+92.9789j 588.027-93.1635j -680.569+106.459j -525.378+84.184j -39.3457+11.7414j -220.207+37.4855j -862.649+140.562j -678.968+109.061j -383.204+65.3753j -575.952+94.9186j 1320.14-221.297j 192.609-31.1794j 275.461-42.8489j -52.2065+13.5294j 711.15-123.738j 421.921-78.9864j -873.903+153.962j 832.371-145.304j -384.762+65.5803j -830.275+150.67j -11.943+2.38609j 408.335-83.5464j -860.074+163.365j 893.591-167.119j -409.322+70.9503j -729.322+136.918j -30.4032-2.54977j 308.869-64.9189j -211.622+44.7139j 1394.81-272.753j -617.22+123.509j 398.359-76.3122j -732.794+146.536j 924.049-183.301j -227.572+42.8035j 16.705+2.90432j -566.193+112.696j 747.667-152.577j -639.202+128.489j 703.317-148.04j -207.428+48.885j 23.1642-7.1633j -177.069+24.5358j 591.919-126.016j -89.3916+24.9325j 453.489-105.684j -333.4+79.5671j 193.884-37.3828j 70.3785-22.8504j 295.307-67.6074j -10.7659+1.53967j -8.41841+7.96063j 124.004-24.8398j 43.3894-11.2585j -3.23888+2.41728j 
-7.74088+6.6669j -71.2647-1.46347j -277.443+33.6961j -43.6088+29.747j -24.5952+2.89005j -569.621+32.0419j 89.277+16.4205j 426.378-47.9371j -600.356+16.8089j 853.084-40.4793j -134.942-8.39514j -1208.02+98.6909j 465.004-80.8769j 32.0235+3.27797j -387.525+17.4121j -1467.3+133.971j 1372.03-140.24j -1591.04+159.51j -1222.59+129.677j -84.0496+25.4198j -508.711+59.9962j -2006.47+216.965j -1583.17+167.185j -887.57+103.39j -1340.66+145.756j 3062.2-345.866j 450.318-46.4326j 647.362-62.1604j -111.561+27.7797j 1643.5-200.503j 963.427-132.094j -2018.73+248.55j 1925.58-231.322j -893.75+101.776j -1910.3+247.105j -27.8678+4.7446j 932.371-139.583j -1965.9+273.957j 2050.32-280.804j -946.151+113.985j -1671.87+229.467j -77.8269-7.40996j 699.716-114.836j -480.054+76.6745j 3179.65-466.084j -1404.66+213.985j 912.729-129.514j -1667.38+255.043j 2105.84-316.929j -520.59+70.5172j 47.8165+10.1423j -1287.45+194.284j 1697.07-269.158j -1452.86+222.9j 1590.11-261.077j -458.696+90.8229j 48.6058-14.3877j -419.904+32.1934j 1333.87-227.784j -191.637+49.4913j 1005.76-197.973j -733.203+153.968j 443.872-64.781j 149.035-44.523j 661.033-126.404j -26.4659+4.37565j -7.10671+22.8179j 285.092-41.6467j 93.7676-23.0172j -4.14247+5.912j 
0.451095-1.58035j 22.0308+3.27955j 75.6982+0.739321j 4.97682-6.93484j 6.60036+0.708077j 164.414+12.3744j -32.1604-8.51473j -115.97-1.75685j 178.702+18.1186j -248.281-21.4757j 43.365+7.78829j 340.842+16.7016j -119.1+6.43831j -11.2855-2.72585j 113.21+9.93838j 409.86+16.5529j -378.706-9.95493j 441.161+13.5771j 336.876+7.5469j 17.8987-4.95522j 138.233+1.25523j 551.296+11.8393j 435.856+10.7883j 241.564+2.05897j 368.472+7.81585j -836.739-13.9036j -124.502-4.1005j -180.379-6.53179j 25.0906-4.97208j -443.687-2.12026j -255.595+3.68686j 545.618+2.84028j -522.388-4.22485j 244.599+3.99301j 512.23-0.572195j 6.64704-0.204942j -244.896+5.39052j 522.942-6.80046j -545.428+5.37756j 255.173+2.11338j 444.7-4.81693j 25.6097+4.39744j -180.328+7.34437j 124.493-6.54671j -838.6+19.4329j 368.175-10.1859j -241.755+5.3562j 436.054-13.8006j -552.134+15.4201j 137.975-1.30931j -17.6298-4.94396j 336.47-10.156j -441.059+15.9189j 379.698-11.707j -409.793+18.8693j 114.266-8.98682j -11.0314+5.14739j 117.885+5.19934j -342.348+18.5099j 43.7123-8.77768j -249.195+22.8948j 180.451-19.3488j -116.531+2.01932j -32.0908+8.54089j -165.681+13.4832j 6.52069+0.172594j -5.41265-7.81078j -75.4905+1.34611j -22.1556+2.90219j -0.440794-2.00656j 
-1.27284-12.5581j 190.026+37.8843j 613.303+50.1658j 16.6148-53.7484j 56.2608+4.90768j 1374.87+191.166j -285.201-83.1343j -948.615-79.7226j 1507.36+246.6j -2084.37-306.014j 379.897+88.4049j 2813.42+324.427j -937.984-10.531j -96.0751-25.3766j 949.499+141.595j 3371.22+360.408j -3101.98-295.877j 3613.2+358.329j 2750.74+253.638j 126.968-30.6768j 1120.92+85.9168j 4504.75+411.116j 3563.72+331.289j 1961.42+157.098j 3008.7+276.224j -6821.91-584.913j -1021.87-103.002j -1481.89-158.061j 190.848-25.9928j -3605.76-270.577j -2061.81-116.153j 4425.18+330.403j -4237.7-328.864j 1996.05+179.351j 4142.44+276.86j 63.5112+4.05152j -1960.73-90.5866j 4200.07+235.727j -4396.38-258.806j 2077.8+159.532j 3579.74+208.076j 219.602+47.9045j -1434.9-40.7855j 994.328+34.5026j -6716.57-320.149j 2947.86+126.04j -1939.95-102.8j 3485.3+138.934j -4415.28-188.058j 1109.36+60.8477j -159.311-47.0187j 2691.54+109.569j -3513.88-119.015j 3026.99+111.15j -3258.51-79.8971j 885.791-20.2262j -79.0189+12.1425j 980.538+115.864j -2698.32-40.238j 328.48-41.049j -1945.99+39.8167j 1384.87-55.2906j -934.443-45.9042j -231.805+51.2407j -1293.14+14.5339j 54.9098+2.03467j -62.265-60.2271j -606.337-33.6891j -168.21+14.4418j -9.48332-14.7319j 
-1.82235-3.55641j 66.2871+15.5803j 202.297+26.9103j -1.38822-16.5172j 18.8664+2.33632j 466.477+85.4654j -102.906-31.991j -314.152-41.7022j 515.764+105.427j -708.368-133.923j 133.102+34.7743j 944.098+153.633j -302.204-19.1066j -34.8277-9.74751j 323.317+61.8019j 1127.94+173.901j -1032.57-148.281j 1205.26+178.932j 913.597+129.337j 36.6344-7.83768j 369.643+46.1795j 1497.57+209.655j 1185.66+168.599j 649.732+84.7748j 1000.42+140.059j -2262.58-307.443j -340.518-50.2942j -494.847-77.384j 58.2096-6.76698j -1190.4-149.673j -676.797-72.2457j 1460.82+183.377j -1400.06-179.155j 662.482+92.7612j 1365.2+159.834j 20.3799+1.86101j -641.028-64.3131j 1377.47+148.72j -1442.56-158.83j 686.101+88.051j 1174.53+128.728j 78.0597+19.4631j -463.87-39.1078j 323.277+29.4987j -2193.04-220.902j 960.781+92.8203j -635.02-66.4932j 1134.7+105.025j -1438.04-136.289j 364.808+36.9369j -57.6578-18.1174j 875.747+82.2316j -1141.86-99.1906j 984.393+87.5543j -1052.97-82.8172j 281.062+7.51798j -24.485+2.65442j 329.505+54.833j -868.469-58.6884j 99.1552-7.19494j -618.212-20.6222j 436.138+5.78147j -304.97-30.8283j -66.6361+13.0942j -411.138-17.5969j 17.8122+0.75225j -28.2292-19.9645j -199.215-21.9872j -52.2216+1.98012j -4.91639-5.3801j 
-7.53501-1.22725j 43.5033+19.473j 99.0757+55.9117j -28.886-4.38956j 9.07806+4.58223j 268.031+130.951j -80.6315-31.1024j -155.419-83.5683j 314.127+147.951j -415.497-201.501j 93.8518+40.9539j 510.441+259.892j -115.474-74.0347j -25.096-11.1562j 190.323+92.0964j 594.308+309.571j -527.798-279.676j 620.641+329.051j 462.768+246.697j -1.44921+4.9422j 179.292+97.2146j 753.43+405.236j 600.41+321.588j 316.581+173.539j 503.446+272.959j -1119.74-611.505j -175.266-94.7978j -259.081-138.773j 8.95132+9.37619j -570.508-317.656j -305.142-176.077j 699.256+389.836j -676.185-374.338j 330.857+181.353j 637.82+357.413j 12.0129+4.29633j -277.727-168.446j 619.733+359.663j -654.459-378.289j 332.281+183.894j 532.125+307.677j 54.6712+21.5226j -187.629-119.236j 133.777+83.9767j -958.427-567.576j 410.63+250.168j -282.103-163.426j 482.572+290.971j -614.047-368.561j 164.301+94.161j -45.5307-17.4893j 374.167+224.434j -474.114-290.972j 413.821+248.897j -422.419-264.221j 90.4409+64.6656j -2.24942-4.6894j 178.286+90.3706j -335.19-214.217j 14.0242+19.585j -203.15-145.05j 129.314+99.2864j -135.009-77.1407j 1.18169-9.29081j -142.014-96.8205j 7.49889+4.464j -40.8769-14.6317j -88.6092-53.1583j -11.3289-11.3499j -9.20101-3.27093j 
-6.67167+14.3012j -187.197-24.5534j -650.959+3.6559j -53.2318+62.4126j -59.0359-0.370156j -1407.53-83.4067j 263.518+66.2567j 1003.63+0.473253j -1518.72-132.737j 2123.75+143.816j -366.335-61.6648j -2922.11-97.512j 1036.15-74.8584j 90.7113+19.0734j -965.825-68.1993j -3520.17-84.5317j 3261.59+39.4498j -3790.78-57.4051j -2898.41-23.5587j -160.816+44.7854j -1191.53+7.73733j -4749.02-31.0154j -3754.32-32.8437j -2082.8+9.10849j -3172.14-20.2754j 7217.7+6.89482j 1071.81+15.9182j 1549.51+32.6557j -227.291+43.4513j 3839.09-36.7332j 2218.96-63.4164j -4712.96+47.8875j 4506.17-34.3185j -2108.45-7.15188j -4432.47+80.7534j -66.3076+2.78399j 2125.2-85.8581j -4523.28+133.144j 4725.39-124.081j -2211.95+17.2962j -3850.11+103.779j -214.905-34.713j 1571.32-92.2287j -1085.66+56.5041j 7269.27-272.236j -3200.64+137.076j 2091.9-67.6172j -3790.05+171.16j 4790.25-204.782j -1195.43+35.2275j 146.87+38.6376j -2925.25+128.877j 3836.5-198.272j -3296.03+156.989j 3573.28-212.186j -996.277+102.679j 96.674-23.5347j -1015.83-36.4857j 2975.08-203.428j -390.809+75.3284j 2189.83-221.714j -1575.53+188.038j 1010.32-36.3344j 289.803-75.2434j 1446.67-133.732j -59.5854+2.50108j 31.8113+58.8405j 654.001-21.2794j 196.346-31.5176j 1.38224+14.5049j 
1.8609+7.47278j -112.192-23.3246j -357.289-33.3257j -6.23261+30.3686j -32.1131-3.56522j -806.358-119.947j 170.438+49.3634j 552.457+52.007j -886.935-152.306j 1223.99+192.222j -225.262-53.4671j -1646.75-206.472j 542.025+12.65j 57.6374+15.2806j -557.823-87.7955j -1970.13-231.076j 1809.37+191.988j -2109.11-232.327j -1603.61-165.304j -70.9295+17.3367j -652.042-57.1001j -2626.03-268.203j -2078.97-217.025j -1142.21-105.927j -1754.91-181.146j 3976.65+385.985j 596.22+67.1475j 865.586+100.857j -108.93+14.356j 2099.38+181.683j 1198.55+79.9431j -2577-222.381j 2467.24+219.662j -1162.52-117.33j -2408.6-187.915j -37.2418-1.14374j 1137.81+66.5526j -2439.84-164.849j 2554.01+181.039j -1210.88-106.735j -2080.56-145.257j -130.585-28.5849j 830.544+34.1429j -577.226-27.3514j 3896.98+231.866j -1709.51-93.8933j 1125.7+73.6388j -2021.02-103.683j 2557.95+139.073j -645.129-41.9941j 95.0282+29.8269j -1560.8-81.7381j 2037.17+94.0405j -1753.84-84.8997j 1884.42+68.1056j -509.705+4.94928j 46.1663-7.83976j -573.983-74.1359j 1558.41+41.1897j -186.323+20.9625j 1118.18-10.2323j -794.521+22.4559j 542.073+32.6093j 129.823-28.1052j 744.413+0.964977j -32.0858-1.86158j 40.4195+36.0076j 352.052+23.558j 96.3201-7.10524j 6.2305+8.67025j 
