0.0337264-0.0575593j -0.0429632+0.0302986j -0.0441834+0.0395564j -0.08541+0.0167069j 0.0148933+0.034022j -0.0726741-0.00488738j 0.107469+0.0119203j -0.0216907-0.062174j -0.00488981-0.0303557j -0.014564-0.127905j 0.0424159+0.0123736j 0.127477+0.0277054j -0.129171-0.0594598j -0.066846-0.115007j 0.0387762-0.0536919j 0.112511-0.112082j 0.0944329-0.0906179j 0.0210583-0.0588149j -0.0516522+0.131409j 0.0271869+0.153968j 0.134076+0.17782j 0.0650844+0.0898857j 0.0909084-0.0109387j -0.029974-0.0727271j 0.260654-0.189799j 0.0393667-0.0079742j 0.0935727-0.0520755j -0.0432954+0.108663j 0.0800118+0.301798j 0.116794-0.0146022j 0.0178402-0.0440248j 0.14438-0.235615j 0.0410866-0.0497302j -0.262636-0.0542746j -0.34349-0.123233j -0.0879408+0.0303736j 0.146744-0.279671j -0.0845558-0.535803j -0.286446+0.0220096j 0.236031+0.119625j 0.789576+0.0603926j 0.0891575-0.0626981j -0.61446+0.495462j 0.788729-0.48423j -0.09398+0.0846701j -0.0711874+0.0634222j -0.0500876+0.0934584j -0.0386638+0.0548233j 0.18521-0.184744j 0.110001-0.244349j -0.0956922+0.0868507j 0.042561-0.0442273j -0.0653927+0.0650731j 0.0161857+0.0844585j -0.244332+0.0951236j 0.146187+0.0231298j 0.183396+0.0309146j -0.019284+0.0149922j -0.116883+0.158685j 0.219146-0.153087j -0.181874+0.16604j -0.207423+0.254698j -0.0778215+0.276182j 0.0380108-0.204666j -0.0874085-0.109653j -0.178761-0.0939283j -0.513074-0.2639j -0.153243-0.0859047j -0.225968-0.0790367j 0.293765-0.412718j -0.37857+0.186892j -0.0696702+0.0714691j 0.216286+0.0494216j 0.291305-0.477318j 0.0165375-0.283641j -0.173271+0.0942507j 0.552977+0.363316j 0.506193+0.253466j 0.231175-0.167673j -0.21548-0.0438753j 0.0945233-0.512455j 0.217438+0.635079j -0.662091-0.341666j -0.225039-0.14861j -0.675513+0.487638j 0.10398-0.454243j -0.725354+0.0803474j -0.0932068-0.929824j -0.680116-0.112391j -0.523776+0.541504j 1.69533-0.190002j -0.295009+1.41397j 
-0.061079+0.0679477j 0.0911049-0.177182j -0.063686-0.0102202j -0.0410113-0.169529j -0.189438+0.127225j 0.126516+0.311196j -0.082237+0.333201j 0.315615-0.081561j 0.0390195-0.144639j -0.0657056-0.0240497j -0.380319+0.0526455j 0.128621-0.152081j -0.194239+0.0649975j -0.331864-0.341334j 0.155274+0.347055j -0.0520063+0.603726j 0.171998-0.637842j 0.737415-0.324706j 0.130192-0.0428541j -0.0193384-0.0344031j 0.22564+0.162826j -0.945395-0.469711j 0.524555+0.381687j -0.168248+0.411266j -0.731272+0.0159335j 0.111625+0.0819726j 0.223315+0.522922j -0.0350093+1.05892j 0.200468+0.216918j -0.533505-0.0168635j -0.827361+0.169966j -0.511506+0.280026j 0.0422827+0.309862j -0.0789238+1.17819j 0.194306+0.0401671j 0.108223+0.041334j -0.273632+0.23304j 0.610763+0.271806j 0.144967-0.017748j 0.595106-0.19562j -0.181228+0.317926j -0.143285+0.133974j -0.273216-0.0261994j -0.126697-0.400418j 0.313207-0.00673091j 0.148926+0.385302j -0.602616+0.0231912j 0.927289-0.095089j -0.833213+0.224992j -0.56486+0.162421j -1.5335+0.424441j 1.04373-0.0122817j 0.337028+0.260428j 1.48382+0.151731j 0.826765+0.285556j 2.49791+0.39005j 2.52242+0.725607j -0.55199-0.182966j -1.26294+0.0385911j 0.122812-0.350249j -0.861265-0.240282j -2.78194-0.199593j 0.480378+0.402596j 2.55041-0.333775j -0.151772-0.776099j 2.72196-0.157412j 1.19569+0.119402j 0.299458+0.00722851j 1.288+0.13145j -0.395753-0.604415j 3.09045-0.585167j 0.195347+1.39972j -0.854435-0.634128j -0.0587252+0.0244763j 0.514471+1.25525j -0.858216-0.69646j 3.018-0.302109j -0.588108-0.784725j 1.27006+0.22741j -0.843919-0.0209508j -0.452104-0.0138687j -1.07539-0.0997208j 0.207035+0.14104j -0.223322-0.528983j 0.992178+0.357583j 0.884727+0.121502j -0.343589-0.000594791j -0.0480125-0.407099j 0.0497905-0.402922j 0.192107-0.318363j -0.00225148+0.42586j 0.193128-0.00988394j 
-0.0160462-0.126028j -0.0598552-0.104344j 0.0489499+0.188577j 0.182568-0.0514592j -0.155019+0.449689j -0.146165-0.2135j -0.152096-0.0894031j -0.0990307+0.0672481j -0.157741+0.0597972j -0.322572+0.123296j -0.154576-0.185024j 0.210694-0.394139j 0.105867+0.325631j -0.142184-0.130297j 0.0553722-0.231797j 0.0341619-0.0278268j 0.0933118+0.327034j -0.639901-0.0288186j -0.318803-0.28569j 0.196609+0.33342j -0.218934+0.484118j 0.146447-0.515133j 0.907061+0.646268j 0.760837-0.27579j -0.777901-0.324156j 0.0440016+1.03851j 0.80671+0.282261j -0.119496-0.420699j -0.549489-0.250087j -0.00522666-0.279394j 0.696462-0.00871003j 1.06886-0.588212j 0.52855+1.19193j -0.0399598-0.33063j 0.511307+0.589581j -0.0986314+0.164591j 0.122896-0.215102j -0.256651-0.266357j 0.143189+0.168455j 0.156018-0.185772j -0.184714-0.198045j 0.0619729-0.0657819j -0.548908+0.144035j -0.479215+0.0239145j 0.0523404+0.0315464j 0.273018-0.327548j -0.0662529-0.0551104j 0.28587+0.0140995j -0.723479-0.0964044j -0.686627-0.207342j -0.502419+0.292626j 0.147336+0.0942163j 0.672867-0.10147j 0.951024-0.255081j 0.419103-0.0939733j 1.56193+0.122726j 0.590745-0.529714j 0.053147+0.583445j -0.105536+0.119955j 0.534832+0.487257j -0.627058-0.0687541j -1.66031+0.27882j -0.160061+0.697026j 0.897719+0.272819j -0.00205817-0.716128j 0.631083+0.103036j 0.310405+0.684973j 0.542005-0.191292j 0.197444-0.957431j -0.254567+0.492326j 1.79638-0.774257j -0.385241+0.560988j -1.21376-0.116326j 0.394705+0.0237421j 0.802617+0.404195j -1.22487-0.133848j 1.1879-0.208555j 0.386327+0.0840885j 0.792494-0.451412j 0.257638+1.54241j 0.80905-0.0587501j -0.220295-0.00717556j -0.00428805+0.263834j 0.0418703+0.756077j 1.79964-0.144333j -0.00916909+0.145279j -0.846758-0.481038j -0.0644893+0.432144j 0.211237+0.0643506j -0.0821887-0.067928j -0.326753+0.0689351j 0.0390396-0.0463778j 
0.204235-0.210908j -0.0595034+0.0694784j -0.0463948-0.274547j 0.102268-0.169549j 0.278442+0.267307j 0.00497926-0.110759j -0.0780619+0.342596j 0.067193+0.179095j -0.159093+0.0988596j -0.00136951+0.113595j 0.218587-0.144577j 0.395777+0.036408j -0.212389+0.430325j 0.0750857+0.202933j 0.587214+0.203755j 0.101663-0.0451013j -0.0557439+0.421046j 0.670067-0.158937j 0.10378+0.0240944j 0.758661-0.0452233j -0.557127-0.33429j -0.0265226-0.486465j -0.315839-0.308152j -0.0704332+0.0959328j -1.24477+0.104783j 0.0431598+0.471038j -0.818999-0.866597j -0.567138-0.687877j 1.08127+0.311264j 0.0664738+0.397515j 0.731445-0.0940515j -0.0496819+0.167619j -0.380721-0.0363185j -0.301202-0.556921j -0.2423+0.141836j -0.358893-0.152553j -0.608057-0.301143j 0.114468-0.466006j -0.425214+0.110301j 0.32652-0.894653j 0.177083+0.0634338j 0.200467+0.280236j -0.34137+0.201224j -0.0425994+0.365972j -0.0720072+0.150066j -0.379572-0.0348583j -0.395874+0.301578j -0.232015-0.2644j 0.251124+0.556712j -0.036695-0.608292j -0.000453835+0.0622487j -0.0853589+0.131511j -0.0865277+0.704059j -0.53229+0.0655205j -0.421987-0.530391j -0.706059-0.22518j -0.672373-0.16194j -0.0752451-0.167943j 0.342315-0.222687j -0.757065+0.350614j 0.625996+0.0211591j 1.47826-0.102733j 0.0989961-0.677885j -0.648796-1.0029j 0.819772-0.127556j -1.11765+0.288361j 0.448727+0.128693j -0.336506+0.518582j -0.696643+0.817017j -0.825733-0.154749j -0.499161+0.169108j 0.346157+0.179148j 1.04236+0.142635j 0.016174+0.51912j 0.146127-0.320066j 1.08171+0.692962j -1.84509+0.248111j 1.45659+0.319302j -0.466263-0.631829j 0.107988+0.632082j -0.150274+0.187513j 0.0107533-0.135329j -0.0707199-0.713348j 0.486974+0.622672j -0.115215-0.0355236j -0.750617-0.00976451j 0.34938-0.298364j 0.510942-0.463071j 0.125622-0.134762j -0.0711219-0.682598j 0.0140784-0.0173122j -0.475226-0.0424926j 
0.0295246-0.228992j -0.247875+0.2437j 0.0613435+0.0525603j 0.125722-0.160879j -0.101439+0.122861j 0.0223135+0.0194985j 0.0259687-0.122203j -0.224982+0.76843j 0.104517-0.315848j -0.248355+0.19376j -0.163729-0.373271j -0.0895183-0.422766j 0.253374+0.269194j 0.359002+0.211015j 0.185059+0.00617516j 0.0130938+0.241428j -0.372145+0.186434j 0.792678+0.0420567j 0.428646-0.209327j -0.0139392-0.0714369j 0.389829+0.156152j 0.257285+0.0384099j -0.289935-0.260254j -0.280205+0.260117j 1.31451+0.390388j -0.0641084+0.116082j -0.136763-0.150437j 0.31571-0.404866j -0.750258+0.211952j 0.431053-0.188049j -0.358726-1.02364j -0.105933-0.570213j -0.215582+0.69456j -0.132004-0.0731099j -0.965757-4.36178e-05j -0.176798+0.0196063j 0.189334-0.239139j 0.50703-0.215192j -0.448952-0.123766j -0.241962-0.191764j -0.265907-0.319367j 0.113536-0.162486j -0.101132-0.292246j -0.392637+0.300473j -0.0149523-0.27571j -0.671336-0.269224j 0.351994+0.196387j 0.240152-0.334525j 0.790525-0.0242694j -0.179196+0.275008j 0.696274+0.037766j -1.02014-0.141518j -1.02769-0.153066j -0.545821-0.00636821j 0.145903-0.237712j -1.80379-0.213423j -1.5366-0.0456447j -0.373512+0.156086j 0.301402-0.319987j -0.371819+0.27648j 1.27378+0.419217j 2.19119+0.0423467j -0.79029-0.411382j -0.990262-0.00832234j 0.0236238+0.0594344j -1.05681+0.215389j -1.06106-0.0983351j -1.23683-0.0117226j -0.726117+0.374003j 0.108959+0.70294j -2.71254+0.130774j 0.208511-0.179753j -0.60189-0.30927j 0.660368-0.387173j -0.0123522-0.689682j 1.45997+0.441424j -1.83946-0.0778176j -0.997901-0.189814j -0.889464-0.35864j 0.739116+0.265108j -1.14839-0.476015j 0.50327+0.391847j -0.0374844-0.288485j 0.87941+0.52598j -0.81317-0.310865j -0.0374324+0.548392j 0.67276-0.209682j 0.33948+0.105583j -0.155885+0.364341j -0.104658-0.118095j -0.274259-0.0401969j -0.282475-0.284596j 
-0.117726-0.180978j 0.0572777-0.256486j 0.0326362+0.213928j 0.322194-0.142605j -0.0547174+0.140831j -0.404759+0.121769j -0.0646375+0.282221j -0.112039-0.0495498j -0.195329-0.116673j 0.0445374-0.0449219j -0.589208-0.281809j -0.182326+0.25155j -0.321886-0.386331j 0.180262+0.170153j 0.590251-0.384539j -0.530484+0.474805j -0.354581-0.132581j -0.218038+0.253347j -0.102927+0.101198j 0.415583-0.00789199j -0.0851873-0.100007j -0.47297+0.258499j -0.402034-0.436997j -0.299606+0.695339j -0.471182-0.677936j 0.883098-1.26011j 0.539589-0.0107972j -1.35331+0.0927551j -0.205616+0.203134j -0.419991+0.432194j 0.440552-0.369751j 0.623576+0.0570022j 0.0650461-0.0757529j -0.0386101+0.768559j -0.482336-0.137617j -0.175566+0.218326j -0.566847-0.000713539j -0.0757809+0.164766j 0.395243+0.171039j 0.529388-0.232812j -0.484375-0.00162537j -0.0710632-0.038834j -0.295479+0.09794j -0.000377841-0.276893j 0.636552+0.308138j 0.627222-0.488136j -0.453571+0.315074j 1.3806+0.165226j -2.07676-0.0526596j -0.362754+0.14473j -2.52919+0.571942j 1.93396-0.118283j 0.561334+0.179996j 2.17011+0.369933j 1.15157+0.135161j 5.11036+0.789826j 3.03053+0.0919557j 0.180925+0.162896j -1.45058-0.288413j 0.547126+0.209692j -1.11002+0.05593j -4.23271+0.275859j 0.631458+0.169505j 3.63773-0.0448571j 0.204979+1.08945j 3.87482-0.531142j 0.835309+0.398253j 1.19654+0.202482j 3.30442+0.870456j 0.0863345+0.385947j 3.71375-0.457185j 0.498011-0.343309j -1.45229+0.297639j -1.26045+0.159454j 0.157094-0.662923j -3.20056-0.440983j 3.86473-0.0150459j 0.0834871-0.436397j 1.48711+0.288648j -1.61443+0.33077j 1.25353-0.0806739j -2.37096-0.227352j 0.588878+0.107975j -1.20468+0.304348j 1.77002-0.121375j 0.547973+0.529205j -0.913383-0.419897j 0.106182-0.0982759j 0.435476-0.409703j 0.19829-0.228783j -0.431842+0.564166j 0.231665+0.0771097j 
-0.0760797-0.219149j 0.160771-0.256004j -0.195541+0.216345j 0.145386+0.0214682j -0.310138+0.173354j 0.225507-0.147798j 0.0916276+0.176107j 0.231985-0.181192j -0.153787-0.0463393j -0.58131-0.217991j 0.105355+0.303531j -0.396722+0.0465661j 0.135001+0.443797j -0.0204912-0.29738j -0.513291-0.469759j -0.254843+0.068171j -0.273537-0.824814j -0.312788+0.14681j -0.0864021+0.259147j -0.500605+0.273012j -0.354113-0.0139878j 0.184357-0.565195j -0.140902-0.79485j -0.22717-0.617122j 0.721195+0.24754j -0.370646-0.379j -0.0954181-1.13623j 0.675608+0.782161j 0.0937309-0.350955j 1.24088+0.53896j -0.468009+0.172771j 0.456784+0.0881457j -0.180746+0.251527j 0.0932862+0.374163j 0.347308-0.0501753j -0.358257+0.19574j 0.351838+0.245738j 0.0610028-0.0536873j 0.184166+0.289685j 0.381973-0.171303j -0.119868+0.0249486j 0.175935+0.119859j -0.655956-0.0349805j 0.0418532-0.401128j 0.146778-0.205855j 0.889744+0.361201j -0.429658+0.173087j 0.886534-0.503774j -1.49817-0.150777j -0.180824-0.454397j -1.56397+0.0731117j 1.91951+0.287986j 0.707504-0.272853j 2.1254-0.269748j 0.592434+0.280851j 3.30982-0.368647j 2.55918+0.0497557j 0.743206+0.248311j -0.561395-0.160903j 1.15563-0.603374j -0.433177-0.555771j -3.08204+0.215424j -0.12566-1.01646j 3.79983-0.194889j -0.0977801+1.31135j 1.90665-0.350675j 0.340026-0.334352j -0.57709-0.167228j 2.76302+0.2206j 0.266018+0.319747j 4.41293-0.382706j 0.224216+0.0811494j -0.990403+0.744165j -1.85209-0.495998j 0.437335+0.527455j -1.19861+0.159489j 3.50695+0.57697j -0.930401+0.579318j 1.89428-0.0716489j -1.06932+0.322632j 1.63336+0.286655j -2.48973+0.037612j -0.152984+0.0324987j -1.17781+0.35345j 1.52067+0.430425j 0.44976-0.263897j -0.764834-0.202125j -0.522426+0.305816j -0.0123055-0.2791j 0.0635929-0.236094j -0.304817+0.17387j 0.0960074+0.317027j 
-0.0842734-0.122462j -0.0286952+0.00158428j 0.0248211-0.0356877j 0.0302281-0.0705149j 0.0867628-0.244247j 0.253833+0.191838j -0.0335201+0.0159776j -0.0145151+0.239027j -0.110133-0.0342514j 0.291904-0.485063j 0.319391+0.0312893j 0.150031+0.176823j -0.344302+0.558606j -0.254504-0.323881j -0.356193+0.0899851j 0.0792612+0.0242667j -1.19582+0.593366j 0.353856-0.268168j -1.57163-0.252882j 0.241991-0.216198j -0.172716-0.0829097j -1.61313+0.171992j 0.0206497-0.190686j -1.87464-0.0680892j -0.0477454-0.243601j 0.618791-0.506394j 0.45783-0.06952j 0.296516+0.858665j -0.0812781-0.0950511j 0.0849335+0.0298137j 0.288523-0.834666j -0.0250516+0.471058j -0.0666869+0.0966975j 0.102282-0.0346948j 0.223454+0.0322267j -0.007549+0.0900442j -0.12028+0.270577j 0.0429181-0.195594j 0.091794+0.00583379j -0.156206-0.049113j -0.0347649-0.111148j -0.035724-0.052811j 0.121545-0.0540548j 0.211751-0.133394j 0.244853-0.0656508j 0.109277+0.106555j -0.173096-0.267382j 0.438675-0.301403j -0.569296+0.036397j 0.238774-0.355143j -0.622381+0.0442577j 0.244489+0.258895j 0.577589-0.0726555j 0.959803-0.11855j 0.449328+0.109195j 0.538033-0.805764j 0.991855+0.160644j 0.768261+0.0737771j -1.06122-0.427253j -1.05418+0.262028j -1.45914-0.331054j -1.22024+0.0686773j -0.202901+0.299385j 0.0669446+0.178116j -0.579081+0.390535j 2.05638+0.189763j -0.0771208+0.228904j -0.559441-0.751142j 0.170286-0.06222j -0.58165-0.149699j 1.0194+0.431293j -1.07622+0.238139j -0.157725+0.0485662j -0.976858+0.770138j 0.923478-0.330938j -0.78017+0.343171j 0.454852+0.711205j -0.391997+0.0919247j 1.11354+0.376969j -0.518326+0.0210835j 0.189438-0.331565j -0.24485-0.0771869j -0.366298-0.554685j -0.249943+0.0706936j 0.394725+0.301841j 0.143479-0.0939316j -0.106858+0.29508j -0.145246-0.257674j 0.11378+0.00140112j -0.052186+0.0535912j -0.102539-0.00808287j 0.0478819+0.0895394j 
0.146552+0.374804j -0.0392661-0.0392315j -0.225982-0.130012j -0.112707-0.131108j -0.133222+0.152732j -0.117197-0.252099j 0.0874771-0.456115j 0.205415+0.111354j 0.252565+0.276917j -0.641025-0.370235j -0.458778+0.262108j -0.0514361-0.322566j 0.170478+0.187788j 0.188341+0.57001j -0.0521724-0.146492j 0.177429-0.270852j -0.273273-0.304854j -0.100765+0.435898j -0.343074-0.274274j 0.506043+1.41223j 0.274276+0.366971j -0.478227+0.765269j -0.897725+0.357721j -0.413898-0.998472j -0.568326+0.11125j 0.0796623+0.911988j 0.0392917-0.0617698j -0.371988-0.628857j 0.647741+0.241163j 0.269757+0.0336295j -1.00303+0.0899513j 0.140212-0.0788565j 0.127369+0.0201741j 0.0900291-0.295234j -0.101081-0.339212j 0.171185-0.358479j 0.270051+0.0831328j 0.15212+0.166297j -0.242617-0.370143j 0.141988+0.167541j 0.172466+0.439823j 0.188966+0.456093j -0.166209+0.001675j -0.272882+0.121089j -0.26879-0.536995j -0.914618+0.15687j 0.539252+0.224211j -1.19479+0.371275j 1.85533+0.361973j 0.586008-0.34739j 2.48794+0.215643j -1.84796+0.0519658j -0.798966-0.446584j -1.53121-0.0884706j -0.594633-0.295665j -3.43468+0.0653877j -2.36671+0.262269j 0.0530953+0.686277j 1.3276-0.691764j -0.36343-0.510586j 1.02726+0.577291j 4.10276+1.07162j -1.12148+0.059985j -3.15833-0.162046j 0.0606707+0.224774j -1.6745-0.89459j -0.470721-0.487107j -0.0235233+1.20488j -3.41227-0.133565j 0.497667-0.644262j -3.07082-0.575685j -1.38353-0.652349j 1.50554+0.35243j 0.613772-0.132333j -0.549209+0.291536j 1.55942+0.239575j -3.68196-0.0832023j 0.636961-0.277288j -2.05256-0.253537j 1.12271+0.116185j -1.7467+0.130611j 1.46239+0.373382j -0.0177977+0.382247j 1.0259-0.156357j -1.00308-0.293654j -0.261616-0.320426j 0.91663-0.178871j -0.169756+0.19943j -0.500661+0.0940773j 0.0902648-0.0639165j 0.531216-0.083881j -0.157423-0.131635j 
-0.116143+0.231663j -0.336412-0.0594276j -0.105106-0.265286j -0.0389333-0.247237j 0.49885-0.00380755j 0.415845-0.0236094j 0.115373-0.614487j 0.12639+0.361134j 0.177666+0.244918j 0.0424983+0.145187j 0.822718-0.135277j -0.04879+0.356694j -0.979071+0.0343894j 0.549554-0.342633j 0.500151+0.72467j -1.12852+0.261558j 0.111186+0.454955j -0.104984-0.678756j 0.904327+0.53074j -0.541275+0.710589j -0.172272+0.134875j 0.291859-0.0111195j 0.361419-0.0579676j 0.517653+0.307214j -0.193631-0.412377j 1.35786+0.583114j 0.297705-0.338453j -0.637878-0.0253915j -0.0706237+0.192788j 0.622202-0.846889j 0.131872-0.302807j -0.380629-0.105145j -0.0356543+0.0786754j -0.147438-0.36622j 0.34831-0.0436355j 0.289975+0.13642j -0.0665035-0.0683449j 0.351618+0.363917j -0.0553542-0.616578j -0.261787-0.147725j 0.00388415+0.271104j 0.123285+0.321241j 0.346574+0.315393j 0.059709+0.262778j -0.0881092-0.225078j -0.515526+0.205607j 0.588088-0.440945j -1.04895-0.115906j 1.29253+0.333503j 0.803068-0.115769j 1.33855+0.00294817j -1.13536-0.406259j -1.0532-0.111661j -0.790863+0.13869j 0.27253+0.588043j -2.27529-0.487298j -3.3185+0.314314j 0.236273-0.510649j 0.485494+0.121081j -0.6984+0.102668j 0.982161+0.0703585j 2.4689+0.898888j -0.534415+0.0402513j -2.27486+0.364078j -1.12876+0.173919j -3.42155-0.597081j -0.896478+0.36956j -0.320218+0.631841j -2.12408+0.0904115j 0.0564125+0.625918j -3.46993-0.550734j -0.198715+0.331034j 0.708071-0.0622892j 1.3283-0.374736j 0.0239018+0.125065j 1.35246+0.207488j -4.05466+0.649528j 1.0781-0.0869087j -1.71155+0.364571j 0.729849-0.0883511j -1.35701-0.271224j 1.77577+0.703616j -0.0922931-0.0572211j 0.742826+0.29393j -1.43372+0.121116j -0.283744-0.269135j 0.307604+0.439912j 0.260914-0.118727j -0.445457+0.244095j -0.0235498+0.11246j 0.52592+0.0718674j -0.0159311-0.0631247j 
-0.121003-0.454074j -0.174012+0.165116j 0.0615883-0.109569j 0.325626+0.257408j 0.08076-0.260777j 0.707388+0.0430549j -0.112401+0.0486668j 0.133051-0.00780544j 0.19714+1.00868j -0.242188+0.636618j -0.439268-0.205342j 0.423497+0.355507j 0.0296881+0.169301j 0.120393+0.268579j 0.277172+0.131958j 1.28169-0.0952059j 0.227023+0.368116j -0.498273+0.548441j -0.484874-0.134295j 0.028242-0.298223j -0.594376+0.086616j -0.650174-0.505764j 0.466854-0.341131j 0.518665+0.317819j -0.206571-0.268951j -0.169631+0.153874j 0.455134-0.24672j 0.119883-0.34038j 0.338751-0.448089j 0.430354-0.479326j -0.431765-0.53123j -0.257316-0.313974j -0.178467-0.568228j 0.111356+0.127004j -0.0227991-0.0766609j -0.484166+0.304275j 0.173715+0.314582j 0.197107+0.337515j -0.505628-0.0919459j -0.302568-0.0790647j -0.153599-0.236892j -0.0237464-0.0171756j -0.0259973-0.435951j 0.0697586-0.106834j 0.279775-0.0526082j 0.497026+0.24578j 0.0163485-0.511439j 0.312575+0.149017j -0.801913+0.737328j -0.200021+0.457565j -0.0184751+0.332379j 0.89128-0.538966j 0.00096846-0.427882j 0.54667-0.487926j -0.926447-0.0650403j 1.10198+0.164919j 1.29814-0.620294j -0.511572-0.494298j -0.250118-0.645719j -1.068+0.0123644j 0.10938-0.180073j -1.74704+0.00863763j 0.102897+0.934723j 0.477975+0.308183j 1.15382-0.0994032j 0.865426+0.17889j 1.26984-0.111608j 0.168632+0.380956j 0.250531+0.0333666j 0.418572-0.542081j 1.55319-0.265393j -0.454975+0.349993j -0.751941+0.00396116j -0.198438-0.410605j 0.369827+0.0490797j -0.751044+0.0508746j 1.14282-0.196033j 0.280961+0.277588j 0.167025-0.13564j -0.898258+0.165682j 0.263688+0.0300167j -0.409391-0.00529959j -0.315116-0.104587j -0.309224-0.14917j -0.226415-0.156891j 0.192962-0.171091j -0.345477+0.232685j -0.284234+0.114909j -0.249964-0.15119j 0.0996741-0.0650822j -0.266068+0.111252j -0.0915543+0.0292514j 
-0.0341911-0.156229j 0.18223-0.0962472j -0.341748-0.425282j -0.0977824+0.138302j 0.301376-0.187801j 0.137184-0.00204132j -0.116139+0.249956j -0.129009-0.274008j 0.364591-0.10444j 0.526474+0.153176j -0.431736+0.47968j -0.837884+0.382446j -0.716919+0.680234j -0.851697+0.504843j -0.308829-0.257183j -1.30001+0.165587j 0.124553+0.352353j 0.0169768+0.369019j -0.224621-0.761127j -1.10489-0.0370263j 0.779969-0.338236j 0.0418561-0.245328j 0.582242+0.115611j 0.148549+0.509335j 0.173851+0.0910262j 0.480424-0.0563039j 0.287634-0.374631j 0.0877326-0.567286j -0.708204+0.168106j -0.0598901-0.31987j -0.0956681-0.259924j 0.0196715-0.299129j 0.185234+0.0545566j -0.0369281-0.584188j -0.136475-0.109689j -0.38879-0.11612j -0.4316+0.395383j 0.211942+0.150415j -0.174541+0.0673819j 0.158794-0.515883j -0.183229-0.153568j -0.0309313+0.659713j 0.0152995+0.188643j 0.509891+0.484496j 0.161492+0.0971631j 0.0686271+0.442806j -0.702002+0.226601j -0.262218+0.167067j -0.249449+0.566294j -0.014261+0.416646j 0.108454-0.289972j -0.426428+0.0900342j -0.288855-0.908203j -0.0956099-0.681041j 1.48182-0.504723j 1.12498+0.436533j 1.02884-0.761999j -0.383862-0.278057j 0.313364+0.218838j 0.725615+0.0787547j -0.736684+0.235601j 0.473557+0.155316j 0.502684-0.209169j 0.256263+0.67498j 0.379194+0.462727j 0.733581+0.333352j -0.454137+0.253421j -0.844327+0.13079j 0.144203-0.771443j -0.277485-0.61231j 0.558295-0.263575j 0.122574+0.174673j -0.742504-0.330248j -0.158771-0.292157j -0.0452976-0.214097j -0.267097+0.110001j 0.236975-0.184771j -0.271025+0.547068j 0.042427+0.0923248j 0.20436-0.404701j 0.0187582-0.292017j 0.277808-0.0987676j -0.224915+0.754669j 0.0924831+0.332755j -0.0181303-0.274468j -0.416607-0.173352j -0.138769+0.171596j -0.21756-0.470186j -0.21234-0.164126j 0.0662793-0.250874j -0.133597+0.225363j -0.388138+0.118675j 
0.0562234-0.113703j 0.100812+0.157311j 0.102074+0.0787419j -0.430795+0.125558j -0.270677-0.156729j -0.00156083+0.113334j -0.0346037+0.565928j 1.00224+0.0818191j 0.166888+0.423413j 0.93513-0.0370616j -0.160155-0.193614j 0.656609-0.30826j -0.302918+1.00553j 0.432977+0.199656j 0.150255+0.0421543j -0.0111139+0.50007j -0.514863-0.600014j 0.537958-0.0335441j -0.802903+0.0337417j -0.31511-0.0215091j 0.375269+0.211994j 0.510403-0.289358j -1.38368-0.302113j -0.183599+0.606301j 0.146328+0.569352j -0.0469282+0.185788j 0.255508-0.347903j 0.155341+0.0443178j -0.0522172+0.0266317j -0.228276-0.0820432j -0.304945-0.0304992j -0.202309-0.124398j 0.0293239+0.158115j 0.0524021+0.488452j 0.418039-0.347219j 0.0672725-0.171665j -0.0838797+0.285244j 0.13443-0.0677448j -0.243505+0.137873j -0.173598+0.277168j -0.0477421-0.0727913j -0.133039-0.27512j 0.169207-0.527123j 0.0187546-0.344682j -0.082734-0.263496j -0.271907+0.118804j -0.56215-0.200357j -0.569859-0.0275942j 0.198185+0.80573j -0.0530324-0.079842j -0.462263-0.0225817j -0.670826-0.538653j 1.18506-0.782003j -0.0273995-0.183496j 0.827452-0.637556j 1.5351+0.160221j -0.213411-0.385925j -0.0209815-0.710587j -0.117109-0.0540803j -0.107837-0.686833j 0.206034-0.316041j -1.1471+0.216935j 0.031419+0.694674j 0.807311-0.618566j -0.593438-0.287886j 1.268-0.0299215j 0.618996+0.423858j 0.150189+0.210895j 1.14311+0.488933j 0.292077+0.142439j 0.959113-0.332967j -0.0104253+0.216584j 0.355579-0.401102j -0.670131+0.0149805j -0.343184+0.256116j -1.1923+0.65268j 0.823026-0.232677j -0.316275+0.25828j 0.369288-0.205969j -0.0183054+0.245223j 0.657908+0.164592j -0.453718-0.160135j -0.0442687+0.113608j 0.219253-0.0615175j 0.379792+0.401937j 0.362564+0.081339j -0.000320575+0.365248j -0.254583-0.14357j 0.0764571-0.268207j 0.135832-0.0372755j -0.143321-0.178997j -0.029502-0.104032j 
