-0.112806+0.0251147j -0.0430406+0.00289999j -0.0526192+0.00344613j 0.0337203+0.00450175j 0.00257302-0.00973615j 0.00632013+0.0241744j 0.000643187+0.0108645j 0.00517761-0.00187198j -0.0112985-0.0083975j -0.00064364+0.0154362j 0.00626832-0.00855376j 0.00553669+0.0207877j 0.00349959-0.026488j -0.00229218-0.00898147j 0.0107105-0.0125628j 0.0113565-0.00742662j 0.0410343-0.00685507j 0.0139805+0.0029031j -0.00246539+0.0133773j 0.00867664-0.00149362j -0.00826096+0.00059786j 0.00347797+0.00510215j -0.00890763+0.00373581j 0.00805459-0.00105012j -0.00769621+0.0010993j -0.00155171+0.00463477j -0.000648078+0.000278275j 0.00203177-0.00263651j -0.00569193+0.00586655j -0.00122424-0.00109235j 0.001485+0.00584553j -0.00161636-0.00496629j 0.00626142-0.00376379j -0.00336868+0.00351253j 0.00285926-0.00183857j -0.00514234+0.00554172j 0.00906547+0.000523698j 0.000170201-0.00217518j 0.0115877+0.00132954j 0.00648814-0.00282067j -0.00711188+0.00447811j -0.0212859+0.00449429j 0.0229157-0.00141908j 0.00213886+0.00166054j -0.00506256+0.00745557j 0.00541215+0.0023159j 0.000559445+0.00117135j 0.000372137-0.000267129j -0.00464054-0.00296557j -0.00284296-0.00369899j -0.000274736-0.000168111j -0.00645233+0.00283247j -0.0103345+1.45626e-06j 0.00994909+0.000572084j -0.00599555+0.000687072j 0.00544093-0.00199393j 0.00113707+0.00194396j 0.0237521-0.0060326j -0.00184113-0.0106938j -0.00689153+0.0129331j 0.0316499-0.00441568j 0.0207736-0.00150663j 0.00462375+0.00519384j -0.00178096-0.00239771j 0.00351334+7.54617e-05j 0.0206693-0.00504761j 0.0153113-0.00485583j 0.0224455+0.00483232j 0.0311474-0.00282275j -0.000995157-0.000548713j 
-0.00405151+0.000102294j -0.00680023-0.000465747j -0.00491388+0.00308115j -0.00823792-0.000991554j -5.37261e-05-0.000752115j -0.00206906+0.000629875j -0.0120041+0.000620532j 0.00368702-4.83262e-05j 0.00674395+0.000563624j -0.0045621+0.000977012j -0.00574273-0.000814965j 0.000728985+0.00126445j 0.00374839-0.000231851j 0.0105511-0.000146551j 0.00096504-0.0011123j 0.0114801+0.000221269j -0.00917809-0.00270506j 0.00111852+0.00114646j -0.00330694+0.00211874j 0.00691158+0.00321877j -0.0127178+0.0020235j 0.00719128-0.00279678j 0.0160674+0.00181563j -0.0279066+0.000598838j 0.0156549-0.00276345j 0.0180974-0.000708987j -0.0237217+0.0013644j 0.0150555-0.00139019j -0.0182706+0.00133078j 0.0426846+0.00199086j 0.0367678-0.000526433j -0.0339712-0.00281587j 0.0209353-0.000980297j 0.00446673-0.00450791j -0.0605748+0.00199856j -0.016459-0.000425886j -0.00271161-0.00245975j 0.0298187+7.27633e-05j 0.0254866+0.00332558j -0.00992-0.0001114j 0.0304293+0.00290754j 0.0161601-0.00147959j 0.00207082-0.000346807j 0.0110396-0.000819719j 0.0119902-0.0166972j 0.010829+0.00973849j -0.00527603-0.000817959j 0.00217199-0.00394161j 0.00878953-0.0033018j 0.0234104-0.00676709j -0.00172996-0.00213315j -0.0189933+0.00282343j 0.0109699-0.00529654j 0.00748242+0.0142448j -0.0107274-0.00427647j -0.0166344-0.00789185j 0.0101219-0.00361093j 0.0320484-0.00205086j 0.00920634+0.0109454j 0.00949173-0.00172602j 0.0011909+0.0101556j -0.00932744-6.03592e-05j 0.00454224-0.00478662j 0.00169536+0.0261616j -0.00390805+0.0544967j -0.00870369+0.00316573j -0.00364672-0.0103759j 0.0137462-0.00760978j -0.00758899+0.00392339j 0.0067168-0.000311969j 
-0.000850845+0.00163734j 0.000432029+0.00100073j 0.0119568-0.00624085j 0.00932711+0.00072934j 0.0132443-0.000679918j 0.00275759+0.000194287j -0.00597128-0.00135042j 0.000595296+0.000475522j 3.86406e-06-0.00127659j 0.000904397+0.000482083j -0.00254332+0.000684955j -0.00134602-0.000478549j 0.000268316+0.00141393j -0.00457498-0.000709189j 0.000220049-0.000382477j 0.00550105-0.000248498j 0.0221813+0.00793566j 0.0108999-0.00385153j -0.0389463+0.00331239j -0.00427627-0.000535309j 0.00808792-0.00396167j 0.023005+0.000335124j 0.00745368+0.000631872j 0.0105804-0.000709273j 0.0118068-0.00275194j 0.0022266-0.000464412j -0.00450609+0.00121195j 0.0151137-0.00153802j -0.0121268-0.00285834j 0.0216628-0.00161497j -0.0176233+0.00138792j -0.00884101-2.84055e-05j -0.0192033-0.000678218j 0.00528356-0.00105498j 0.00467408+0.00120605j -0.0157915-0.00124312j 0.00337583-0.00088207j -0.017276+0.0030104j -0.00326292-0.000229778j 0.00720576+0.000128459j 0.0218621-7.34415e-05j 0.00725182-0.00522393j -0.00190973-0.0114247j 0.0182211-0.00826233j -0.0264764+0.00710106j 0.00168282-0.018875j -0.0327679+0.00906909j 0.000219734-0.00337174j -0.0370611+0.00138461j -0.0356638-0.00621615j 0.000596284+0.00174829j -0.117977+0.0220203j -0.0210334+0.00396322j 0.103335-0.0114169j 0.00239946-0.00403412j -0.105635-0.00145207j -0.00459273-0.00223354j -0.107593+0.00586216j -0.0405908-0.0167234j -0.0235586-0.00120495j -0.0289475-0.00896914j 0.0289883-0.00206641j 0.026538-0.0100952j -0.00331167+0.00973176j 0.00140175+0.0179652j -0.0141018-0.00817782j 0.011547+0.00350679j -0.00862148-0.0132259j 0.0229164-0.00944422j -0.00883312+0.00295999j 
0.00214851-0.00048723j -0.00253603-9.66464e-05j 0.000320622+0.000599604j 0.0113366-0.000277562j 0.00226832-0.000348995j -0.00883714-0.000271646j 0.00905891+0.000180708j 0.00450984+0.000177236j -0.00233934+0.00022467j -0.00642121-0.000182471j -0.00679138-0.000272378j 0.000550172-0.00026004j -0.00239178+0.000381581j 0.00639363+0.000262807j 0.00407832+4.1823e-05j -0.0119925-0.000457951j -0.00282432-0.00220504j 0.00940611-0.000970666j -0.0210784+0.000618285j 0.000967748-0.00025227j 0.0250885-5.53903e-05j -0.0333839+0.00176998j -0.0106505-0.00123472j 0.0153768-0.00205116j -0.036324+0.00169292j -0.0134107-0.00160979j 0.0345723-0.00164212j -0.0310238+0.000209186j 0.0442844+0.002407j 0.0545893+0.00215571j 0.0167056+0.0017484j -0.0188901-0.00114477j 0.000208684+0.00138532j 0.0199864+0.00250896j -0.0213298-0.00199989j 0.0104914+0.00172079j 0.00900338+0.00114472j 0.0107233-0.000126119j -0.0125537-0.00211185j 0.0249702+0.00329772j -0.0356708-0.00255803j 0.0271601-0.000833432j -0.00605035+1.20696e-06j -0.00137778+0.00034687j -0.00654495+0.00302654j 0.00986915-0.00131827j 0.00971919-0.00132829j -9.69186e-06+0.00180425j -0.00313923-0.0021767j 0.00514318+0.00060156j -0.00753772-0.0121433j -0.0123327-0.0017722j 0.00421631+0.000936958j 0.0118821-0.00157994j -0.06739+0.0017233j -0.026278-0.00154864j -0.00409487-0.00310876j -0.0046662+0.00317529j 0.00448772-0.00438998j 0.0171284+0.00185043j 0.00287222+0.00167549j -0.00111096-5.70755e-05j 0.0032306+0.000539502j 0.000294763+0.00807186j -0.000806386+0.00196156j -0.00264606+0.00172587j -0.00361002+0.00145157j 0.00268127+0.000673009j -0.00303394+0.00131175j 0.00368976-0.000201578j 
0.0026837+0.00250422j 0.000769031+0.00172973j 0.0222328-0.00911146j 0.00358673+0.00417594j 0.00975635+0.000345749j -0.0050668+0.000680437j 0.000690721+0.000221762j 0.00585006+0.00159168j 0.00354545-0.00128665j -0.00173911+4.6203e-05j -0.00225682+0.00124623j -0.00737949+0.000129684j 0.00153245-0.000510237j 0.00281219-0.000456838j -0.00769347-0.00027893j -0.00433436-0.000439054j 0.0326406+0.0118169j 0.00260555-0.00212614j 0.00127903-0.00115244j -0.00638198-0.00147172j -0.00253532-0.00346843j 0.010427-0.00188136j 0.011503-0.00424676j -0.00643376+0.00312143j 0.0015755-0.000298034j -0.01724+0.00476032j 0.0112352+0.00198946j -0.0167858+0.00241498j 0.0251785-0.00517142j 0.0348002-0.00318214j 0.0268614-0.000527111j -0.0241457+0.00396847j -0.00213069-0.00183441j 0.000926262+0.00105961j 0.00652741+0.00158889j 0.0134751-0.00110003j 0.00986227+0.000906159j -0.00741178+0.00522006j -0.00539673+0.00261741j 0.0143851-0.00711671j 0.0258149-0.00117497j -0.0685356+0.00248348j -0.00580849-0.00573407j -0.01348-0.00386921j 0.0326885-0.00741878j -0.0215295-0.00105424j -0.0137811+0.00942499j 0.00141981-0.00042403j -0.00488883+0.00291474j -0.0311252+0.0015457j 0.00482528-0.00296511j 0.0418917+0.0194759j -0.0113259-0.000348257j -0.0397476-0.0129475j 0.085229+3.42295e-05j 0.105134+0.0156468j -0.00644649-0.00278107j -0.0369192-0.00506847j -0.0558976+0.00780684j -0.072225-0.00689098j -0.0233604-0.0156255j 0.0363242-0.000673972j -0.00214288+0.00527015j -0.00102859+0.000309928j 0.00131212+0.00834049j 0.00219475-0.0162404j 0.017234-0.0071211j -0.0273229-0.00661859j 0.0338466-0.0134449j -0.01908+0.00242379j 
0.000930907-0.000950853j 0.000160627-0.000280932j 0.000214149+0.00133641j 0.00312375-0.00173452j 0.00125725-9.56688e-05j -0.00125024-0.00072383j 0.000698396-0.000354699j 0.000922584-0.000634876j 0.0012664+0.000995204j -0.000379485-0.00144967j -0.000188784-0.00040911j 0.00148983-0.00205886j -0.00225056+0.00152938j 0.00137761+0.000217559j 0.000476079+0.000616462j -0.000961071+0.00163872j -0.00663562-0.00122651j 0.00216558+0.000257011j -0.00795489+0.00260968j 0.00263308+0.000373183j 0.00340065+0.00054585j 0.00232808+0.00231419j -0.00549676+0.00139459j 0.00614443-0.00107489j -0.00518958-0.00149278j 0.00511926-0.000345117j 0.00185686-0.000654297j 0.00271744-0.00147608j -0.00570361+0.0032615j 0.00254569-0.00109872j 0.000981856+0.0019685j -0.00372665-0.00175721j 0.000878312+7.53817e-05j 0.00322477+0.00131412j -0.00477797-0.000591358j -0.00299924+0.00086877j -0.00145952+6.89679e-05j 0.000385055-0.00282059j 0.0080374-0.000934093j 0.00750641-0.00162366j -0.00968354+0.0032152j 0.00034415-0.000290589j 0.00091095-0.00142681j 0.0164939-0.000600069j 0.0388884-0.0026858j -0.00559597-0.00044142j -0.0300413+0.00246458j -0.00592527-0.0103446j 0.00451617+0.00390149j 0.0102592-0.0043339j -0.000275191-8.81889e-05j -0.0649721+0.000384515j 0.0247934-0.011108j 0.00670755+0.00148566j 0.0139585-0.00238661j -0.0208057-0.00809324j 0.00599596-0.0109122j 0.00860412-0.00191262j 0.00779841+0.00215129j -0.000651772-0.00151153j 0.00357026+0.000728272j -0.00489536-0.00235535j 0.00546519-0.0417333j -0.00749237-0.190058j 0.00552589-0.0105416j -0.00686753-0.00122359j -0.00223235+0.00510821j 0.0027916+0.00623705j -0.00665257-0.0014379j 0.0031948-0.000474065j 
0.00401051+0.00133128j -0.00762286+0.000620884j 0.00998861-0.00567708j 0.00711376+0.0022594j -0.00141259-0.000123954j 0.00508388+0.000453798j -0.00508201+0.00113042j 0.00167311+0.00174114j -0.00547909-0.000277455j 0.00517395-0.000727889j 0.00133084+0.000666205j 0.00202675-0.00149456j 0.000745048+0.000273097j 0.00475002+0.00176576j -0.00285807-0.000746074j -0.00493993-0.00144281j 0.0276969+0.00542367j -0.00570896-0.00112477j -0.0243149+0.00236075j 0.0198378-0.00218808j -0.0264351-0.00329412j -0.0144762-0.000407617j 0.0228344-0.0040018j -0.0305958-0.000634216j 0.0217838-0.000528158j -0.0215572+0.00439916j -0.0171994+0.00192389j -0.0226466+0.00230398j 0.0211874+0.00027341j -0.0198281-0.000526932j -0.013391+0.00139904j 0.0164814-0.00184757j 0.009802-0.00131701j -0.00549532+0.0018048j -0.0250676-0.00301865j -0.0134841+0.00289357j 0.00447477-0.000137352j 0.0141528+0.00726893j -0.0165716+0.000855884j -0.00641767+0.00169236j 0.0211854-0.00794994j 0.000241468+0.00192574j -0.0164578-0.00305679j -0.0246548-0.00190962j -0.00026346-0.00572727j 0.0254729+0.00604883j 0.0536973-0.00201306j 0.00572053-0.00555796j -0.0080087+0.00669327j -0.0469476-9.585e-05j -0.00449009-0.000271315j 0.117328+0.0120116j -0.0250917+0.000469125j -0.0402985-0.0109892j -0.0955745+0.00129648j 0.0451977+0.0142568j -0.0223253-0.00911753j -0.0296918+0.0035375j -0.0285104+0.00476464j -0.0285632+0.000858458j -0.0102189-0.00385437j 0.0323948+0.000904958j -0.00514376-0.00156794j 0.000317087-0.0517766j 0.00160788-0.0102736j 0.000876611-0.00249291j -0.00482912-0.0162921j -0.018356-0.0203222j 0.0283979-0.000905655j -0.0076663+0.00244784j 
-0.00640368+0.000548182j -9.91905e-05-0.000257853j -0.000744179+0.000472239j -0.022658+9.68237e-05j 0.00236959-0.00224006j 0.00444562+0.00195684j -0.000835275+0.00149596j -0.00171176-0.000291226j -0.00543039+0.000143367j 0.000443947+0.000296715j -0.00206822-0.00166357j -0.000565375+0.00020952j 0.00401322-0.00143874j -0.0118334+4.77606e-06j -0.00300451-0.000935294j 0.00683577-0.00082525j 0.00698405-0.00440985j 0.00479935-0.000700805j 0.00398216+0.00639434j -0.0606952+0.00331251j -0.0056203-0.00173375j 0.00289542-0.00155989j -0.00679545+0.0035237j 0.0137947-0.0013132j 0.0109819-0.00266355j -0.0183666+0.00624476j 0.0231082+0.00257125j 0.01273-0.00415498j -0.0210524+0.00124583j 0.0382825+0.0030482j 0.0135788+0.00299104j 0.00029334-0.00188319j 0.00118984-0.00214366j -0.0142468-0.00114161j 0.0468535+0.00102408j -0.00032689-0.000613542j 0.0107838-0.000696213j -0.0104279+0.00302035j 0.00116831+0.0020278j -0.0328154+0.000216369j 0.0142521-0.00141233j 0.01499+0.00291706j -0.0342354-0.00256567j -0.0281383-0.00250191j 0.0293786-0.0385147j 0.0272364+0.0272958j 0.030429+0.000827009j 0.00362693-0.0056261j -0.011707-0.0138865j -0.0189269-0.0135523j -0.0027786+0.00477437j 0.0574957+0.011774j -0.00283977-0.0126167j -0.0176221+0.0071964j -0.0738011-0.00770345j 0.0062994-0.00593286j -0.00447771-0.00945865j 0.0435983-0.0143341j 0.00145202+0.0322405j -0.00638982-0.00121866j -0.00123481+0.00688925j 0.0155084-0.00278968j -0.000732754-0.0157436j -0.000354139-0.012529j -0.000621811-0.000137916j -0.00419304+0.0124991j -0.0034644+0.0112932j 0.00929612-0.00665818j -0.000476544+0.00668848j 0.00225235+0.000553513j 
0.00499248-0.000366615j -0.0106389+0.00039116j 0.0219675-0.00584276j -0.000683293+0.00268521j 0.00724044+0.00213051j -0.00247605-0.00248386j 0.000817586-0.00134645j 0.00726708+0.00162299j 0.00396523-0.00062164j -0.00159142-0.000573887j 0.0027282+0.000663565j -0.00547529+0.0002327j 0.00140613+0.000865453j 0.00390862+0.000857552j -0.00779678+0.00128739j -0.00383166-0.000528364j 0.0354161+0.00243951j 0.057303-0.00509087j -0.00811656-0.00888604j -0.0228606+0.00428975j -0.0293847+0.00303615j 0.0085855-0.0048648j 0.000508886+0.000991492j 0.0199622-0.00232698j 0.0012436-0.000290856j 0.00633267-0.00076542j -0.000770966+0.00144909j -0.0104612-0.00164554j 0.00478603+0.00399306j -0.0252258+0.00552965j -0.000422428+0.00127539j 0.00845088-0.00419927j 0.000130717+0.000644044j -0.000530956+0.00122305j -0.00065021-0.00105873j -0.00704815+0.00254379j 0.0120583-0.00113899j 0.00549072+0.00230375j 0.0185865-0.00170514j -0.0101707+0.000979535j -0.00469126-0.00323497j 0.0163759-0.00313108j -0.00829089-0.00115723j 0.0177855+0.000700196j 0.022193+0.0260535j 0.00376425-0.0213422j -0.0227058+0.003471j -0.00442983+0.00244766j 0.0396002+0.00763708j 0.0825718+0.00873719j -0.00753727+0.00175221j -0.0699763+0.00530905j 0.0687194+0.00706136j -0.0338384-0.012522j -0.0943887+0.00315668j 0.0391221+0.0135112j -0.0111072+0.0085081j -0.0532165+0.00716052j -0.0132508-0.0212619j 0.000283235-0.00204452j 0.00426052-0.0164102j 0.0110911+0.00277503j -0.00125925+0.0254013j -0.000171065+0.0169905j -0.000921272+0.00802003j -0.00223855-0.0128685j 0.00460105-0.0100339j -0.0162229+0.00166494j 0.0203062-0.00486854j 0.0062721+0.00108173j 
0.00890126-0.00100883j -0.00269106+0.000172556j 0.0225851-0.000199791j 0.0117955-0.000217865j -0.011626-0.00221919j 0.00547598+0.000829514j 0.00693511+0.00124727j -0.00666872-0.00311912j 0.002247+0.00118548j 0.00830843+0.000408057j -0.00160324-0.00209781j 0.00576482-0.00115399j -0.0104443-0.00172979j 0.00134553-0.000862898j -0.00727292-0.000537599j -0.0131298+0.00040246j -0.0122767-0.00430835j -0.00591122-0.00062036j -0.0186273+0.00768699j 0.0298886-0.00105255j -0.00660634-0.000588113j -0.0146773+0.00500061j -0.00528164+0.000680789j 0.00177181-0.00255864j 0.0126126-0.000597006j -0.0165212+0.00311912j -0.0114189-0.000640609j 0.00433279+0.000160188j -0.0139606+0.00842265j 0.0153483+0.00231593j -0.0312245+0.000145406j 0.0171844-0.000454486j 0.0137373+0.00038881j -0.0155268+0.00220864j -0.0031609-0.00173896j -0.0222049+0.000159765j 0.00559391+0.0017794j 0.0145404-0.000245263j -4.71444e-05-0.00555145j 0.0181051-0.00584483j -0.0137013+0.00109308j -0.0187711+0.00321648j -0.0440128-0.00629217j 0.010273-0.000555331j 0.0465028-0.023365j 0.047724+0.0165302j -0.0299794+0.010603j -0.0163593+0.00934333j -0.0189968-0.00622626j -0.00464681-0.0131962j -0.000479299-0.00138447j -0.0468793+0.0157325j 0.0246157-0.0077085j 0.00708786+0.00278007j -0.00701775-0.00475337j 0.0156435+0.0014979j -0.0101594-0.00409105j 0.039229-0.0202971j 0.00816338+0.0191839j -0.0321484+0.00422688j 0.00434975-0.00900726j 0.0159961-0.0108072j 0.0142129-0.03065j -0.00427703+0.0397187j 0.00128245-0.012023j -0.0253967+0.00864707j 0.0189882+0.0716737j 0.019266+0.0334648j -0.0133819-0.00605533j 0.00633581-0.00072133j 
-0.00336529-0.000679751j -0.00514751-0.000151379j 0.0228254-0.00462557j -0.00837978+0.000913563j 0.00346006-0.000122717j -0.000807986-0.00213946j -0.0099239-0.000547178j 0.000119232+0.000643925j -0.00189239+0.000511643j -0.000318167+0.00026516j 0.000943407+0.000929017j 0.00271945+4.59686e-05j 0.00501124+0.0015967j 0.00329811+0.000453494j 0.00428866+0.000347326j 0.00635508-0.00111861j -0.013401-0.00100704j 0.0243297-0.0059301j -0.00463282-0.00321976j 0.0147801-0.00246804j -0.0134873-0.00878713j -0.00330539+0.000385843j -0.0152377-0.000735698j -0.0128929+0.00209101j -0.0122067+0.00098732j -0.00125171+0.00290933j 0.00660816+0.00432184j 0.00542727-0.00075791j -0.0041143-0.00186301j -0.0113226+0.00180933j 0.0108247+0.00206514j 0.00326841+0.00353564j 0.0161118-0.000429307j -0.00427938+0.00110646j 0.00253397-0.00508303j 0.0105191+0.000881753j -0.0117133-0.00435452j 0.000674963+0.00215624j -0.00759459+0.00086404j -0.00225741-0.00513462j 0.012748-0.00915426j 0.0161689+0.00371945j -0.0263401-0.00236185j -0.0792298+0.00112237j 0.0274255+0.0243286j -0.112718-0.0106233j -0.0114406-0.00391619j 0.0119376-0.00427269j -0.0460921+0.00385912j -0.0938291+0.00759875j -0.00323275+0.000520452j -0.0431527-0.0102344j -0.0226733+0.0154385j 0.030767-0.00722287j -0.0500415+0.00769688j 0.0384555+0.0011353j -0.000898712+0.00286741j 0.0328764+0.0148822j -0.0110867-0.0113052j 0.0125513+0.00329522j 0.0184114+0.0157415j 0.00863628-0.00369994j -0.000671379-0.00777633j -0.00073828+0.00887517j 0.00142106+0.00206999j -0.00701107-0.0285294j 0.0191837-0.00868586j -0.0181048+0.0345131j -0.0637451-0.0314491j -0.0218646-0.005006j 
0.00232479+0.00429162j -0.00401009+0.00130986j 0.0143205+0.00113934j 0.00432832+0.005358j -0.00179276+2.93704e-05j 0.0124655+0.00519574j 0.00483256+0.00128632j 0.00188+0.000641277j -0.00307072-0.00316877j 0.00154949+0.00184599j 0.000122818-0.000128003j 0.00531137+0.000830869j -0.00573346-0.00289917j 0.00322001+0.00021943j 0.000162659-0.00155061j -0.00234347-0.00285143j -0.030088+0.0105375j 0.0286351+0.00295491j -0.0116258-0.0042552j -0.00288628+0.00213862j -0.00070211+0.00172291j 0.000954365+0.00164093j 0.00614191-0.000828832j 0.00117371+0.000973774j 0.0174689-0.00147907j -0.00556873-0.00231041j 0.000339854-0.000191868j 0.000104126+0.00149476j 0.00230146+6.48743e-05j 0.0108952+0.00110231j -0.00427053+0.00152883j 0.00624095-0.00141719j 0.00727307+0.00319523j -0.0146069-0.00287819j 0.00511831+0.00238828j -0.00450432-0.00284157j 0.00638763+0.00464215j 0.00303087-0.00113596j 0.00529344+0.00421973j 0.0154702+0.0048818j 0.00772455+0.00265731j -0.00258675-0.00642634j 0.0152533+0.00843323j 0.00333904-0.00263743j -0.0653594-0.0710922j -0.019579+0.0154454j 0.00759087+0.0320913j -0.0108409+0.000101892j -0.0041702-0.00842825j -0.00701357-0.0127186j 0.000389663+0.000211739j -0.0508473-0.00219948j -0.0142035-0.0194704j 0.00977234+0.024304j -0.00401551-0.0100197j 0.0725935-0.019123j -0.0260989-0.00898857j -0.0374037-0.0224744j 0.0168929+0.0439493j -0.00105332-0.0490148j 0.00945284-0.0108657j -0.00311303+0.00921644j -0.00426252+0.042028j 0.00036431-0.0134767j 0.00301059-0.0170058j 0.00918551-0.0360345j 0.0150641-0.0484685j -0.00728557+0.0151711j -0.00672408-0.0179741j -0.00854997-0.00245412j 
0.0125428+0.00366112j 0.00632277+0.000982091j -0.0171566+0.00396533j 0.0112413+0.000769095j 0.00818057-0.000485715j 0.00356894+0.00350617j -0.000712057+0.000846311j 0.00585798+0.000666029j -0.01722-0.00141199j 0.000983408+0.00109627j 0.00816325-0.000762634j 0.00569268+0.000186613j 0.00331276-0.00150816j -0.00319946-0.00021946j 0.00840011-0.00244238j -0.00300371-0.00113317j 0.0191582+0.0117068j -0.00896323+0.00408016j -0.0293137+0.00507178j -0.00246425+0.000291194j -0.0129789+2.21136e-05j -0.026398+0.000872359j -0.0179783-0.0047958j -0.0088962-0.000309238j -0.00609805-0.00569557j -0.0215077-0.0046156j 0.00863794-0.00140687j -0.00231784+0.0025566j -0.0177327-0.00609127j -0.00786797+0.00109065j -0.0016951+0.00445179j 0.0115-0.00551365j 0.00616847+0.00251983j -0.00477214-0.00112874j 0.00240682+0.00285053j -0.0130718-0.00261789j 0.00373459+0.00533159j -0.00100412-0.000508448j 0.00506732+0.00588263j 0.00332241+0.0049213j -0.0134837+0.00303886j 0.00294466-0.00478044j 0.0741692-0.000618519j 0.0522539-0.000229726j 0.0231399-0.0230171j -0.102964+0.0151634j -0.01473+0.00407716j -0.0150888+0.00130206j -0.00659126-0.0105127j -0.031657-0.01253j -0.000703326-0.000191103j 0.00935035+0.00300243j 0.0594324-0.00659144j -0.0402978+0.0104543j 0.00341601-0.00652038j -0.0226887-0.00914695j -0.0101421-0.00598843j -0.0258571+0.00664483j 0.00239601+0.0133861j 0.0209621-0.011819j 0.00643928+0.0214792j -0.0312654+0.00454993j -0.0124519-0.0118354j 4.82188e-05+0.0234681j 0.00266772-0.0150938j 0.0323793+0.0015649j 0.0138047-0.0497693j -0.0443192-0.0561234j 0.0504267+0.000669529j 0.0103807+0.00255451j 
-0.0172834+0.00206575j -0.00747754-0.00112697j 0.0217485+0.0122185j -0.0222501+0.000865896j 0.00249978+0.0014259j -0.00410471-0.00118577j -0.000922118+7.79419e-05j -0.0033262+0.000705129j 0.00130659+0.00226064j -0.00219512+0.000149519j -0.00139103-0.000212719j 0.0021746-0.0017854j 0.0033915+0.000466405j -0.00077317+0.00129507j 0.00480755-0.00282966j 0.00734625-0.00164125j -0.0295965+0.0188064j -0.00436319+0.00789224j -0.00217503+0.00422294j -0.0164344+0.00299856j 0.00601161+0.00145379j 0.000297416+0.00463382j 0.0262779+0.00602973j -0.0232822-0.00137608j 0.023075-0.000195398j -0.0320349-0.0127503j 0.00467896-0.00331247j -0.0223722-0.00740634j 0.0179272+0.00071385j 0.000831763+0.000408409j 0.00690226-0.0016533j 0.00414448-0.00324086j -0.000769166-0.00331812j -0.0105214-0.00118161j 0.00713438+0.000849849j -0.000994561-0.00316229j 0.00525218+0.00224945j -0.0148632-0.0111821j -0.00736273+0.000415854j -0.00308754+0.00760109j 0.015912+0.00886865j 0.00908913-0.00907536j -0.00605698+0.0133803j 0.074539+0.0256435j 0.0134791+0.0324899j -0.0023872-0.00441232j 0.00408236+0.0249845j 0.00963564-0.000522067j -0.028491+0.000946921j -0.048989+0.00690624j -0.000552462+0.000368719j 0.0181991-0.023687j -0.0310057-0.00125673j 0.00314333+0.00702771j -0.0216821+0.00323718j 0.0536969+0.0138389j -0.00481524+0.00519799j 0.0250122+0.0122217j 0.00651749-0.0398222j 0.0101077-0.00346438j 0.00813261-0.00856594j 0.00705879-0.00579199j 0.0570439-0.0606477j -0.009033+0.00928748j -0.00188175+0.00282278j -0.0512501-0.0017966j -0.00627239+0.0153462j 0.00428197-0.0196088j 0.0804613-0.00670491j 0.0649324+0.00117008j 
0.0122359+0.0010572j 0.000685515+0.00064882j 0.010492-0.00232164j -0.0020377+0.00173602j -0.0173944-0.001941j 0.00424606-0.000423465j 0.00791751+0.000577396j -0.0068027-0.00134197j 0.00320824+0.000947307j 0.00209755+0.000340237j -0.00393074-0.000630429j 0.000846293-0.000589142j -0.00686331-0.0015062j -0.000245463+0.000271714j -0.00754601-0.00116946j -0.00354405-0.000928496j 0.00846802+0.0078825j 0.0318189-0.00111195j 0.0535499+0.00422022j 0.0075155+0.00546154j -0.0151961+0.00108577j -0.0238435-0.00505816j -0.0276822-0.00384779j -0.00225075-0.00140631j -0.0261031-0.00311776j 0.002371+0.0026804j -0.00631965-0.00105818j 0.00197825+0.00109902j -0.00787497+0.00252132j -0.00906075-0.00111504j 0.00986313-0.00186202j -0.00733368+0.00145459j 0.00935242+0.00264262j -0.00132334+0.00117021j 0.00642076+0.000505978j 0.00867413+0.00299996j 0.00755375-0.00120667j 0.0148038+0.0042482j 0.0100165-0.0043494j -0.00565185-0.00741119j -0.00271018-0.00169374j 0.0042001+0.00168317j 0.0239766-0.0107643j 0.046541+0.00149584j -0.103385-0.00858803j -0.0616992+0.0130435j -0.0109446+0.0103069j 0.00161388+0.00292065j 0.0330108-0.00737628j 0.0412991-0.0161687j -0.000313245-6.86872e-05j 0.0171396+0.0211622j -0.00840654-0.0151331j -0.0124502+0.00152407j -0.00518502-0.00829883j -0.000362846+0.00353163j 0.0052038-0.000572781j 0.0124975-0.00531498j 0.026826+0.0157436j 0.0261679+0.00225067j 0.0277009+0.0130537j -0.0278364-0.011919j 0.00843307-0.0605144j -0.00376564-0.00225201j 0.0104068+0.000510671j -0.0100816-0.00514533j 0.0760997+0.0193008j -0.0105921-0.00317303j -0.0185333-0.0202846j 0.0520051-0.00105886j 
