-0.112806+0.0251147j -0.0430406+0.00289999j -0.0526192+0.00344613j 0.0337203+0.00450175j 0.00257302-0.00973615j 0.00632013+0.0241744j 0.000643187+0.0108645j 0.00517761-0.00187198j -0.0112985-0.0083975j -0.00064364+0.0154362j 0.00626832-0.00855376j 0.00553669+0.0207877j 0.00349959-0.026488j -0.00229218-0.00898147j 0.0107105-0.0125628j 0.0113565-0.00742662j 0.0410343-0.00685507j 0.0139805+0.0029031j -0.00246539+0.0133773j 0.00867664-0.00149362j -0.00826096+0.00059786j 0.00347797+0.00510215j -0.00890763+0.00373581j 0.00805459-0.00105012j -0.00769621+0.0010993j -0.00155171+0.00463477j -0.000648078+0.000278275j 0.00203177-0.00263651j -0.00569193+0.00586655j -0.00122424-0.00109235j 0.001485+0.00584553j -0.00161636-0.00496629j 0.00626142-0.00376379j -0.00336868+0.00351253j 0.00285926-0.00183857j -0.00514234+0.00554172j 0.00906547+0.000523698j 0.000170201-0.00217518j 0.0115877+0.00132954j 0.00648814-0.00282067j -0.00711188+0.00447811j -0.0212859+0.00449429j 0.0229157-0.00141908j 0.00213886+0.00166054j -0.00506256+0.00745557j 0.00541215+0.0023159j 0.000559445+0.00117135j 0.000372137-0.000267129j -0.00464054-0.00296557j -0.00284296-0.00369899j -0.000274736-0.000168111j -0.00645233+0.00283247j -0.0103345+1.45626e-06j 0.00994909+0.000572084j -0.00599555+0.000687072j 0.00544093-0.00199393j 0.00113707+0.00194396j 0.0237521-0.0060326j -0.00184113-0.0106938j -0.00689153+0.0129331j 0.0316499-0.00441568j 0.0207736-0.00150663j 0.00462375+0.00519384j -0.00178096-0.00239771j 0.00351334+7.54617e-05j 0.0206693-0.00504761j 0.0153113-0.00485583j 0.0224455+0.00483232j 0.0311474-0.00282275j -0.000995157-0.000548713j 
0.0196919-0.00418592j -0.0481861+0.000782086j -0.0058618-0.0027146j -0.000347928-0.00362639j -0.00914938-0.0133297j -0.0118539+0.0105323j 0.00701598-0.0192724j -0.0274575+0.0125877j 0.0152868-0.0118827j 0.000878045+0.0172578j 0.00205419+0.00338101j 0.00891345+0.00851672j -0.0110726+0.0313343j -0.0164097-0.0132272j 0.0157731-0.00905613j 0.0311182-0.0198386j 0.00159254-0.00183189j -0.00124512-0.00501662j -0.00242572-0.00815631j 0.00519578+0.0132462j -0.00573301+0.00806416j -0.000509991+0.00820178j -0.00154057+0.00303419j -0.0050089-0.0222653j -0.00165856-0.039011j 0.00490194+0.00954957j 0.00507825-0.00758222j -0.00611867-0.0129204j 0.00539383+0.0278755j 0.00319267-0.0494639j 0.000118173-0.00986224j -0.000462073+0.003379j -0.0113523+0.000965435j 0.00485745+0.00995489j 0.00570898-0.000122305j -0.00243229-0.0172331j 0.0117891-0.0025978j 0.0163085-0.0154695j -0.000779563-0.0229218j -0.00101598+0.00148473j -0.000709095-0.00546768j -0.00893019+0.00383464j 0.00327281-0.00138365j -0.00477435+0.000186347j 0.00241415-0.00246165j -0.00208438+0.00168392j 0.0103577-0.00244862j -0.000323324+0.00874156j 0.000784681+0.00447097j 0.000667212+0.00436644j 0.000423132-0.000402543j -0.00409881-0.00459135j 0.000864426+0.000279598j 0.00155893-0.00300242j 0.00458868+0.0027676j -0.00192404+0.00503302j -7.59271e-05-0.00160928j -0.00150236+0.00198844j -0.000270933+0.0069046j 0.000738355-0.00598208j -0.000176857+0.00133198j 0.00459428+0.00031639j 0.0010526+0.000293583j -0.000104757+0.000989978j -0.00029435+0.00100157j -0.00187296+0.000162334j -0.000895747-0.00134564j -0.00245018-0.000514524j 0.00772958+0.000325829j 0.00391646-7.79157e-05j 
0.0239671-0.00206087j -0.0285213+0.00327986j -0.00573585-0.00562792j 0.0327731-0.0199376j 0.0126257+0.0253243j -0.0152471+0.0101068j 0.00559746+0.0193489j -0.0264473+0.0125019j 0.0205786+0.00639782j -0.0026619-0.00887115j -0.00424592-0.0105909j 0.00491293-0.0121654j -0.00608673-0.0325294j -0.027704+0.0203521j 0.0218022-0.0111773j 0.040668+0.0229787j -0.00265114+0.00367691j 0.00878951-0.0104669j 0.00386343-0.00814503j 0.00645007+0.0398828j 0.00354809+0.0114932j 0.00667707-0.0197357j -0.000173953-0.0130835j -0.00672144+0.00902776j 0.00167994+0.00110104j 0.000552351-0.0113157j 0.0142621-0.00287264j 0.00175649+0.0013166j -0.00147595+0.0119751j 0.00336753-0.00556587j 0.00767717-0.019448j 0.00114518+0.0136733j 0.00296843+0.00585204j -0.0080902+0.00251337j -0.000920557+0.00322695j 0.0120606-0.000381146j -0.0134265+0.0147766j 0.0151861-0.0123341j -0.00709047-0.00201711j 0.0125229-0.0202625j -0.00103245+0.00422661j -0.00662246+0.00717626j 0.00216539-0.000846739j 0.00484794-0.00152181j 0.00228325-0.00151197j 0.00387579-0.00122183j 0.00231503+0.000195809j -0.000304434-0.0047325j -0.000318719+0.00160849j 2.53099e-05+0.000655114j -0.000749171+4.71277e-05j 0.00394196-0.00133466j 0.000970586+0.000158791j -0.0012549-0.0012342j -0.00527475+0.000287833j -0.00179605-0.000268744j -0.000648324+0.00115795j 0.00198068+0.000737014j -0.00207649-0.0009099j -0.00262489-0.00104974j 0.00174559-0.000855184j 0.00236299+0.000166138j 0.00323318+0.00242691j -0.000718788-0.000134696j 0.000630932-0.000443339j 5.26644e-05-0.000446889j 0.00416135+0.000698172j -0.00356556+0.00226204j 0.00653496+6.3943e-05j 0.00392825-0.000143753j 
-0.0264415-0.00267378j 0.0600233-0.00256465j 0.00190463-0.0077683j 0.000534196-0.0160983j -0.00762567+0.00459279j -0.00122944+0.0112479j 3.80501e-05+0.00210063j 0.00274257+0.0203408j 0.0120554-0.00802367j 0.000199687-0.0042276j -0.00200798+0.00683338j -0.00444347-0.0083623j -0.000685124-0.00292606j 0.00856055+0.0213073j -0.0105341-0.00980054j -0.0139687-0.014286j -0.0016761-0.000734162j 0.00589705-0.00168275j -0.00170615+0.00130772j 0.00289048+0.00911036j -0.0107112-0.00923294j 0.00196035-0.00412027j -0.00356153+0.0106185j 7.10053e-05+0.00460806j 0.00144365+0.00436349j 0.0128398-0.000412489j 0.00554625-0.00740418j 0.000761851-0.020295j -0.00305856+0.00843142j -0.00216133-0.0718225j -0.00446743-0.00610019j 0.00302577+0.0153495j -0.00902753-0.0190321j -0.00154822+0.00989017j 0.00132285-0.0186387j -0.00976152+0.0319382j 0.00466558-0.0270943j 0.00264927-0.00837394j 0.00467213-0.00556351j 0.00938903+0.0250923j 0.015466-0.0200901j 0.000145894-0.0121491j -0.00380126+0.00113159j 0.00301247-6.55916e-05j 0.00184228-0.00144217j -0.00457644-0.000409783j 0.00764047-0.00131112j -0.0002023+0.000840545j 0.00030226+0.00110932j -0.00138204-0.00321165j 9.05061e-05-0.000151214j 0.00127597+2.94891e-05j 0.00142123-0.00472586j -0.00142599+0.00122558j -0.00187765-0.0030989j 0.000815985-0.00312305j -0.000816719+0.00751392j -0.00242557+0.00321537j -0.00213351-7.49324e-05j 0.00131285-0.00241364j 0.00280168+0.00390535j 0.00432924+0.00126009j 0.00135354+0.00103953j -0.000256311+0.00112819j -0.000100162+0.0012878j -0.00535707+0.00163119j 0.00194212-0.00143693j -0.00247421-0.00124287j 0.00553303+0.00153444j 0.00563098-1.77898e-05j 
0.0154827+0.00205752j -0.00985591+0.000170929j -0.00108949+0.0149129j 0.00714031-0.0197701j 0.0415072-0.00737641j 0.0379451-0.00929116j -0.0132326-0.000676562j 0.0476474-0.0166709j -0.0534528+0.00236529j -0.00360045+0.000917624j 0.037666+0.00518211j -0.000930344-0.0106086j 0.0202107-0.0247446j 0.0182173+0.0220375j 0.00809378-0.00792934j -0.0153024-0.0303202j -0.00883001-0.00170862j 8.94294e-05-0.0223081j 0.0130065-0.0387002j 0.00419201-0.00946152j 0.00821536+0.00444496j 2.24267e-06+0.000408415j 0.0022864-0.00956162j 0.00286965-0.0150784j 0.00116629-0.0179919j 0.00679903+0.0116433j 0.0002076+0.0110409j 0.00107188+0.00926867j 0.0089127-0.00971999j 0.00192797-0.0181257j -0.000998885+0.0060211j 0.0016017+0.00432468j 0.0111363+0.0118122j -0.00588067-0.0126761j 0.00252983+0.0163364j 0.00279062-0.0338876j 0.00418718+0.0130818j 0.0036144+0.0121456j 0.00419759+0.0105352j -0.00612439+0.0197348j 0.00327748-0.0155301j -0.0019587-0.00352154j -0.00559501-0.000103712j 0.00998672-3.51694e-05j -0.000391094-0.00639724j 0.00581979+0.00348241j -0.0127054+0.00325878j 0.00146277-0.00163225j -0.00258285+0.000763131j -0.000434444+0.000565655j -0.000351507+0.00060511j 0.00183823+0.0026264j -0.00528409-0.00559683j 0.00513983+0.00182361j -0.0050076+0.00117826j -0.00409676-0.00024401j 0.00386214-0.0101889j 0.0145553+0.00237978j -0.00288069-0.0155975j -0.00471983+0.010186j -0.00484337-0.00397935j -0.00742257-0.000891364j 0.00113041-0.000928473j -0.000923623-7.94634e-05j 0.00222371-0.000726505j 0.00491565+0.000657706j 0.0138883+0.00605073j -0.00243294+0.0022281j -0.0124901-8.73884e-05j -0.00200329+0.000138564j 
0.00260634-0.00165729j -0.00416728-0.000872516j -0.00541621+0.0082578j -0.0366912-0.0129566j -0.00253554-0.022161j 0.0262445+0.0138422j -0.00441221+0.0025158j 0.0280859+0.0217993j -0.0492592+0.00616785j -0.00178963+0.0098337j 0.0281181-0.0107048j 0.0139974+0.00929643j 0.0125733+0.0313366j 0.0187509-0.0105072j 0.0125799-0.0191115j -0.0107027-0.00237515j 0.00641441-0.000581648j 5.43949e-05-0.0128406j -0.000416091-0.0283629j 0.00873397+0.0158013j -0.00257703+0.00976116j -0.00247034-0.0352032j -0.0034798-0.0187525j 0.00466456+0.029928j -7.14469e-05+0.0432952j 0.00533061-0.0267742j -0.00761154+0.00112172j 0.000562175+0.0134766j 0.00549445-0.0209715j 0.00532947+0.023824j -0.00175822-0.0155277j -0.00645053+0.00867923j -0.00576851-0.00442466j 0.00707329+0.00490202j 0.000854965-0.00488807j -0.000124958+0.0311171j 0.000951722+0.0108504j -0.00417706+0.000265312j -0.000263711+0.0201727j -0.00364819-0.00719138j -0.00292202+0.00577285j 0.0019763+0.00604987j -0.00142642-0.000666897j 0.00188031-0.00101661j -0.00149785-0.00508194j 0.00349622+0.00134823j -0.00120251+0.00123831j 0.000118089-0.0139371j -0.000460891+0.000312679j 0.00160874+0.00139487j 0.000338402+0.00044136j -0.00439116+0.000474543j -0.00219683-0.00243955j 0.00372604+0.00067966j 0.00128209+0.0018504j 0.00101076+0.000812453j 0.0020105-0.000659781j 0.00459201+0.00102443j -0.00160615-0.00756557j -0.00920052+0.00435152j 0.00100175-0.00197347j 0.00156814-0.000866267j 0.000113951-0.00231621j -0.000504761-0.000787477j 0.00159016-0.00082973j 0.00240728+0.000822144j 0.00995797+0.00412936j -0.00385834+0.000991243j 0.00289524+6.04876e-05j 0.00256024+5.63795e-05j 
0.00119772-0.000134051j 0.0305865+0.00401693j -0.00194257-0.00947622j 0.0334366-0.0162418j 0.0194258+0.0125871j -0.000928408+0.0198326j -0.00253919-0.0389676j -0.00351714-0.0242191j -0.0030869-0.0319705j -0.00444302+0.0114177j 0.00104579-0.0155066j 0.0040889-0.0142967j 0.0049641-0.00431787j -0.0119382-0.01345j 0.0171406-0.00452391j 0.0200935-0.0127402j -0.00596787+0.000511207j 0.0163256+0.00617005j 0.00649293-0.00330439j -0.00110504-0.00179927j -0.0109021-0.00156456j -0.00259268-0.0176607j -0.000336936+0.00378834j -0.000404641+0.00320391j 0.00116657+0.012553j -0.00637026-0.0138818j -0.00700929-0.00811041j -0.00503222+0.00888838j -0.00201325-0.018588j -0.000536541+0.0531607j 0.00455024-0.039302j 0.00095046+0.013613j -0.00505332+0.000120135j 0.000119749-0.0165655j 0.00227354+0.00728574j 0.0060884-0.0210333j -0.00376408-0.0100611j 0.0109256+0.0122027j -0.000438311-0.0258169j 0.000746516+0.00565457j 0.00142716-0.0115325j -0.0122106+0.00173737j -0.00391869+0.00181504j 0.00200488-0.00075313j 0.00189503-0.00688778j 0.00577161+0.0017486j 0.00121402+0.000161381j -0.000504079-0.00875167j -0.0017343-4.66838e-05j -0.00118745+0.000387203j 0.000875376+0.000559255j -0.000467599-0.00223704j -0.00197283+0.00150786j 0.00235568-0.000562556j -0.00331215+0.00166056j -3.6732e-05-0.000382244j 0.000331426-0.0111265j 0.0035243+0.00506541j -0.000132638-0.00466417j 0.000960486+0.000645645j 0.00135186+0.00128244j -0.000321662+0.000255957j 0.00209526-0.00240644j -0.000497807-0.000769525j 0.000488798-0.00191581j -0.00268628+0.00194464j 0.0037311+0.00259959j 0.000564673-0.000569822j -0.0012557+0.0010452j 0.00230596+7.32019e-05j 
-0.0087403+0.000315573j 0.0283093-0.00224194j 0.0327891+0.0267937j -0.00567603+0.0182392j -0.0010208-0.0256892j -0.00398918-0.016727j 0.00456244+0.00495583j -0.00357834-0.0274008j -0.010715+0.0149262j -0.00484467+0.00580566j -0.00441468+0.00520703j 0.0127866+0.00275177j 0.000434936-0.00176242j 0.00146532-0.00926871j 0.0153602+0.00289226j 0.00834543-0.0123716j 0.00161462+0.000214049j -0.0117645-0.00125318j 0.000309175+0.0360771j -0.00150646+0.0515841j 0.00967026+0.0118532j 0.00046866-0.00935999j 0.0108369-0.0127134j -0.00171509+0.00611921j 0.00314999+0.00794302j 0.00720839+0.00499904j 0.00149461-0.0048892j -0.00117101-0.00633147j -0.0093615+0.021634j -0.000773024-0.0153187j 0.00333688-0.0435438j -0.00184835+0.0315596j -0.00357847+0.00754197j 0.00157724-0.00650346j -0.00436981+0.0113567j 0.0040744-0.00216044j -0.00911874+0.0178195j 0.0165274+0.00647253j -0.00157975-0.00162095j -0.00561222-0.0034822j -0.0127492-0.0111316j 0.0112949+0.00353747j 0.00173983+0.000763285j -0.000189884-0.000558551j -0.00157206+0.00939002j 0.00211405-0.00280176j -0.00939552+0.00393532j -0.000118106-0.00652227j 0.000285994+0.000367054j 0.00028399-0.00653882j -0.00115283+0.000159747j 0.00339393+0.00130421j 0.00125354+0.00310394j -0.00264476-0.00466588j -0.00603899+0.000649503j 0.00294351-0.00594157j -0.000706157-0.000666245j 0.00241625-0.0114484j -0.000321491-0.0017229j -0.00545326+0.00690357j -0.00489882-0.00810022j -0.00795536-0.001297j 0.000325211+0.00790873j -1.82402e-05-0.000992513j 6.47255e-05-0.00123969j 0.00160305-0.00657503j 6.78993e-05-0.00956804j -0.00149086-2.23634e-05j -0.0159323-0.00352459j -0.00590588-0.000130701j 
-0.028196-0.0121249j 0.016676-0.0025083j 0.00521434+0.00889787j -0.0794188-0.0298931j -0.0554011+0.0124935j 0.00116435-0.00236304j 0.0155758-0.0180341j -0.0082408-0.010997j -0.0226682+0.00312195j -0.000643204+2.54785e-05j 0.00439829-0.0246188j 0.026646-0.0139426j -0.00615453-0.0111081j 0.0266626-0.000635089j 0.00585787-0.011274j -0.019389+0.00804656j 0.0211381+0.00435974j -0.0171157+0.000339228j -0.0226886+0.0206716j 0.00918033+0.00915426j -0.00342019+0.00369961j 0.000512327+0.0148144j -0.0100042+0.000479007j -0.00347206-0.00805405j -0.00356736-0.0245094j 0.0136343+0.0154422j -0.00427374+0.00338327j 0.0111933-0.00534439j 0.0104587+0.026009j 0.0093012-0.00391079j -0.00709539+0.018626j -0.0106461-0.0142463j -0.00995128+0.00342211j 0.0104404+0.00986515j -0.0029144-0.000188368j 0.00157645-0.0060354j -0.00582385+0.0105033j -0.0120553-0.0132665j -0.000516528+0.00178324j -0.00603481-0.0256337j -0.015056+0.0175998j 0.0159309+0.010938j 0.0112662-0.00218965j -0.00580033-0.00186569j -0.00271242+0.00396376j -0.00384086-0.00377148j 0.012214-0.00166432j -0.000664706+0.00883234j 0.00326183+0.00226104j 0.00504476+0.00485539j 0.000389472-0.000421107j -0.00942527-0.00370295j 0.00340757+0.00923614j -0.000208638-0.00495713j 0.00466139+0.00500073j 0.00533039+0.00455915j -0.000993454+0.00375632j -0.00921916-0.00503571j -0.0032569+0.0136554j -0.0145344-0.00879911j -3.5533e-05-0.00275517j 0.00952525-0.00084024j -0.00135869+0.00265478j 7.08912e-05+0.000425108j 0.000497081+0.000839905j 0.000672572-0.00284379j 0.0041731-0.00349226j -0.0154465+0.000479906j 0.0174667-0.00151299j 0.0079762-0.00015824j 
0.00112584-0.00672011j -0.0215349-0.00491598j 0.0275598+0.00729878j 0.0028349-0.0280045j 0.0241568-0.00463182j 0.0105287+0.0108816j -0.00440552-0.00189526j 0.000335679+0.0224278j 0.00675463-0.000756829j 0.0060632+0.000980527j 0.00482682-0.00381431j -0.0090239-0.00960395j 0.000842585+0.0128061j -0.0124768+0.0101207j -0.00538792-0.0232688j 0.00297235-0.0094733j -0.00614643+0.0114308j -0.00817412+0.0157941j -0.00474887+0.0666586j -0.00453372-0.00154266j 0.00721603-0.016275j 0.0136433+0.0207025j 0.00857725+0.000847039j 0.00478327+0.0062023j 0.0043418+0.00998088j -0.0168675+0.0222671j -0.00114985+0.00887895j -0.00360127-0.00406569j -0.00274206+0.000904278j -0.00712231+0.0181212j -0.00366536+0.0131906j 0.00513999-0.00166248j -0.00369892+0.00353345j -0.000368308-0.0119793j 0.00476193+0.00148146j -0.00768851+0.000576606j 0.0075266+0.0137413j -0.00400014+0.0217023j 0.00108731+0.0263896j -0.00173641+0.0255049j 0.00516974-0.0118726j 0.00145332-0.00970464j -0.0214994+0.00450771j -0.0006304+0.000959008j -0.00543556+0.0169991j -0.00176011-0.00713339j -0.0373866+0.00215535j 0.00121062+0.008598j 0.000711395-0.00400382j -0.00209719-0.00841029j 0.0013921-0.000730818j 0.0183248+0.00337611j 0.00143865+0.00216701j -0.0102912+0.00170891j 0.00177408-0.00279215j -0.00281715-0.0114177j -0.000938665+0.00266406j 0.00346645-0.014339j 0.0120092+0.0016671j 0.0223763+0.00838641j -0.0175273-0.00526993j -0.0345427-4.67135e-05j -0.00852322+0.00478118j 0.002615-0.000651917j -0.00357244-0.000119826j -0.00506606-0.00187255j -0.0208391-0.00706551j 0.0142095-0.00363586j -0.0641067-0.000559086j -0.0233979+0.000277876j 
0.0238626-0.0173212j -0.000930909-0.00725793j -0.0267692+0.0245958j 0.022514-0.023048j 0.0118557-0.0159068j -0.00486274-0.0113202j -0.00880281+0.00331585j -0.00660261-0.00816747j 0.0310775+0.0222925j 0.00535681+0.00307914j -0.00824539-0.00813641j -0.0199709-0.00417643j -0.00143399+0.000208764j -0.0173875+0.000528803j -0.0176658-0.0144127j 0.00392631-0.00723194j -0.0126401-0.00544575j 0.00506604-0.00227228j 0.00487014+0.0148619j -0.0099638-0.0225376j -0.00424426-0.012916j -0.0188134+0.00475341j -0.022151+0.0168687j -0.012199-0.00408712j -0.00184396+0.0105637j 0.0242683+0.00168846j 0.0198449-0.00118483j 0.012893-0.00689088j -0.00939775-0.00223355j -0.00974757+0.0154164j 0.0106387+0.000730309j 0.0203716-0.00214811j 0.00885972-0.0188738j 0.00139269+0.00954464j -0.00181609-0.0169291j 0.0150136+0.014413j -0.0130714-0.0270948j 0.0273853-0.00163539j -0.0158511-0.0236917j -0.0208257-0.00474412j 0.000872226+0.000749312j 0.031231+0.0142356j 0.0383625-0.0026745j 0.0091199-0.00435922j 0.0105562+0.00478504j 0.00748627-0.00789227j 0.0595509+0.000812659j 0.000457045+0.00587354j -0.00370047+0.000676672j -0.000166586-0.00110709j 0.00156632-0.000318341j -0.0204654+0.000995541j -0.00733471+0.00514078j 0.0176807-0.00203203j 0.0132313+0.00209839j -0.000320071-0.00574921j 0.00440272+0.00523921j 0.00906116-0.00639601j -0.0179172+0.00989121j -0.0422421-0.00853636j 0.00774279-0.00293143j 0.0433506-0.00196379j 0.0189933+0.00501278j -0.00520072-0.000461942j 0.00627866-0.000112592j 0.004622-0.00477853j 0.0400137-0.00628812j -0.0437763+0.00234003j 0.085486-0.00242585j 0.0421004-0.000624716j 
-0.000699219+0.00416748j -0.00674737+0.00257569j 0.110857-0.00695386j 0.0067397-0.00207202j 0.05259+0.00492615j 0.0135087+0.00382941j 0.00163642-7.30049e-05j 0.0124422+0.00369913j -0.0209993-0.00160964j 0.000750248-0.00076567j 0.00876308-0.00440965j 0.00278237-0.000421386j 0.00625912-0.00157108j -0.00360081-0.000705817j 0.0133961-0.000838309j 0.00221658+0.00772308j -0.000661762-0.00102506j -0.0610114+0.00125925j -0.00183132-0.00558924j -0.026347-0.00400031j 0.0165679-0.00314677j -0.0155488-0.000116597j -0.00186717+0.00300063j -0.00204725+0.00120379j 0.000212961-0.00723628j 0.0258113-0.00932786j 0.00554226-0.00469639j 0.010047-0.00224565j -0.0145712-0.00847943j -0.0051231-0.005736j 0.00677035+0.00200939j 0.00773089-0.00480156j -0.0119974-0.00566892j 0.018969+0.00445205j -0.0196855-0.00517607j 0.00333989+0.00177093j -0.0103963-0.0103616j 0.0290916-0.00729083j -0.00755085-0.00645415j -0.0529698+0.00184924j -0.0398594-0.00175191j 0.0020879-0.00838809j 0.00562733-0.00768921j -0.0168267-0.00648534j -0.00506414-0.0103761j 0.00762889-0.00472388j 0.0102545+0.00103572j -0.00193194-0.00191133j 0.013169+0.00795675j 0.0206365+0.012095j 0.00049134+0.00020435j 0.0102299-0.00725664j 0.00966453+0.00745207j -0.00785958-0.00377517j 0.014563+0.00801252j -0.0191847-0.00150194j 0.00490086-0.00397532j 0.000814131-0.027178j 0.00933158+0.000822819j 0.00600651+0.0199185j 0.0760288-0.0105726j 0.0215146-0.00886903j -0.0120623-0.0126243j 0.00300379+0.00314969j -0.00261477-0.0035705j 0.0426497-0.0132891j -0.0420926-0.0164164j 0.0810469-0.00580941j 0.0474801-0.0131169j -0.0423151-0.000484598j 
0.0102894-0.00188851j 0.0200643+0.000701893j -0.01616-0.0105711j 0.0181267+0.00101072j 0.0212214+0.000819623j -0.00251304+0.0010086j -0.0124036-0.00365777j 0.0111116+0.00836985j -0.00739348-0.00735973j -0.00756902-0.00328422j 0.00347028+0.010975j -0.00322506-0.0018661j 0.00565035+0.00650115j 0.000932671+0.00777354j 0.0086187+0.00316671j 0.0116549-0.00928669j 0.0373764-0.0018299j 0.0114437+0.00340561j -0.0160495-0.00246022j -0.015524+0.00143749j 0.0196621+0.00267444j 0.0185811+0.00666012j 0.0386685+0.00331294j 0.00483801+0.0005534j 0.0229949-0.00843881j -0.0305426+0.00118795j -0.00251378-0.00251998j -0.023118-0.00304688j 0.0162584+0.0142762j -0.00301928+0.00494886j -0.00939651+0.00500541j 0.0061799-0.00899544j 0.00285395-0.00269747j -0.0110282+0.0116536j -0.00441564-0.00734471j -0.0153293-0.00123739j -0.000725544+0.00396261j -0.00487581-0.0153459j 0.0264891-0.00360569j 0.0174472-0.0197226j -0.0228944+0.0180693j 0.164021+0.0190947j 0.00713822-0.00338607j -0.01408-0.00195966j -0.0137489-0.00760174j 0.00428027-0.00367678j -0.0306573+0.00774445j -0.000202853-0.00608122j 0.00246933-0.00133668j 0.00615827-0.00416719j 0.00267109+0.000644005j 0.0217152+0.00376196j 0.00211273+0.000394675j -0.0104181-0.000172784j 0.0329981+0.0069586j 0.00388745-0.00547773j 0.0120864-0.00400288j 0.0475671+0.000758674j 0.0145263-0.0189426j -0.0644796+0.0102342j 0.00373062-0.00560629j -0.00881847-0.000922144j -0.0214513-0.00298897j 0.00343178+0.00149538j 0.0018531-0.00306485j 0.051238-0.00654834j -0.00874463-0.00401687j 0.0302583-0.0024676j -0.000554415-0.00597473j -0.0448547+0.000502369j 
-0.00873007+0.00441049j -0.00297682-2.31356e-05j 0.0056673-0.00250234j -0.000490494+0.0083761j -0.00473962+0.00351037j 0.00867681-0.00178383j 0.0181573+0.00889253j -0.00277158+0.00480227j -0.0317558+0.00260484j -0.00275673-0.00357539j 0.00909615+0.00595241j 0.0217805+0.00114089j 0.000250791-0.00885749j -0.00427292+0.00720967j 0.0257565+0.0013033j -0.00118618-0.00379235j 0.0198477-0.00362036j -0.000699937+0.00886717j 0.0191604+0.00189835j -0.00904725-0.00434692j -0.0221796-0.00837701j -0.0235235+0.00376315j 0.0157009+0.00329845j -0.0205198+0.00736829j 0.0165488+0.00627225j -0.0120734-0.000629387j -0.00334957-0.00548388j -0.0151077-0.00240308j 0.0476726-0.00469973j -0.00284751-0.000540552j 0.00722637-0.00950742j 0.0112761-0.00457548j 0.0355259-0.0195197j -0.0180475+0.0040086j 0.0293085-0.00267971j 0.0357845-0.00350516j -0.00371893+0.00357831j 0.0512135+0.00567662j -0.042288+0.0070395j -0.0392589+0.0176174j 0.0270293-0.00798641j -0.00226761+0.0112664j 0.0338894-0.00541505j -0.0229801+0.00568571j 0.0156419+0.00415496j 0.0193315+0.0043534j 0.0224491-0.000989214j -0.000178872-0.00142384j 0.00680792+0.00521916j 0.0229513+0.0064378j 0.000944313+0.000493742j -0.0272009-0.0056009j 0.0118309+0.00431968j 0.0131145-0.0105899j 0.00834787+0.00392641j -0.0390692+0.0237981j 0.00993252-0.00446026j 0.0194624+0.00436254j 0.0318178+0.0308848j 0.033593-0.0280931j -0.0440181+0.00175972j -0.00504225-0.000274784j 0.000970411-0.00858382j 0.000344002+0.0028813j -0.00130218+0.00116936j 0.0457307-0.00469987j -0.0340555+0.0105066j -0.00329631+0.00839782j 0.0415033-0.00528374j -0.0181251-0.000193359j 
-0.0165368+0.00169523j -0.00595031-0.000216494j 0.0278969+0.00414801j 0.0226456-0.000353415j -0.013188-0.00251075j 0.013717+0.000132j 0.0209165-0.00166737j -0.0219651-0.00477407j 0.00549927-0.00190298j 0.00825541+0.00413265j -0.00418906+0.00150729j 0.0112722+0.00404274j -0.0115697-0.00629135j -0.0173203-0.00100064j 0.00840372-0.00129839j -0.0228195-0.00859269j -0.00350652-0.00196974j 0.00943431-0.00521171j 0.0554407-0.0152431j 0.0250189+0.00131463j -0.013173+0.00412518j -0.00905556-0.00949913j -0.0376046-0.0102887j 0.0186237+0.00299876j -0.046855-0.00271442j -0.0117966-0.0127397j -0.0147815+0.00117346j 0.00659208+0.0109091j -0.0329369-0.0140939j -0.0147926+0.0110817j -0.0055521+0.0052935j -0.0199687-0.000277208j 0.00439533+0.0131952j 0.00270086-0.00863522j 0.0107118+0.0033042j -0.0138781-0.00769801j 0.0130795+0.00760917j 0.0075574+0.00392197j 0.0363443+0.0108401j 0.0508382+0.00634235j 0.0106549+0.00106494j 0.0858687-0.0183353j -0.0241721-0.00490214j 0.00666706+0.00248856j 0.0373644+0.018538j 0.0228718-0.00255772j 0.0288537-0.00785897j 0.00106354+0.00568389j -0.00252445+0.00477857j -0.00971543-0.00104628j 0.00273836-0.000262734j 0.0163419-0.0012626j -0.00148801-0.00230575j -0.00905604-0.00256574j 0.0353445-0.00158881j 0.012371-0.00313572j -0.00642767+0.00731479j -0.0494024-0.0157587j -0.0229121+0.035769j 0.00946732-0.0117803j -0.000716671+0.00322814j 0.0121286-0.00298411j 0.0246328-0.00323996j -0.00384345+0.00244056j -0.00318812+0.000477665j -0.0352697-0.00361446j -0.020274-0.00992428j 0.0362727-0.00211457j 0.0226699-0.00362622j 0.00563813-0.000739985j 
