-9.92873e-13-0.291075j -6.29149e-14-0.00609196j -1.97599e-15+0.0206521j 3.19591e-15-0.0879086j 9.43778e-16+0.0411788j -9.07921e-17+0.141137j -5.43317e-15+0.140414j -5.40522e-16-0.00251723j 3.83021e-15-0.0677039j -1.33421e-15-0.0323783j 6.51646e-15+0.0966061j 9.85082e-16-0.133233j -2.84842e-15+0.0591949j -7.23824e-15+0.10979j -1.81001e-15-0.0393896j -3.66888e-16-0.0449267j -4.37313e-14+0.162326j -2.17914e-14+0.0252493j 1.94907e-14-0.121164j -4.72275e-15-0.00994046j 9.59902e-15+0.043446j 4.14223e-15+0.0433049j -1.09817e-14+0.123358j 1.08298e-14+0.147259j 9.68841e-15-0.0524909j -1.94012e-14-0.0842319j -1.7897e-14+0.131087j 6.30968e-14-0.0949218j 8.26964e-15+0.0791833j -2.76172e-14-0.0137125j 2.80171e-14+0.0266451j 1.49e-13-0.031245j -2.94278e-12+0.29715j 1.8884e-15-0.0967893j 1.76342e-14-0.021309j 3.51716e-13+0.0423351j -9.23042e-15-0.0100229j 6.09832e-14+0.00607892j -1.35374e-13+0.0983837j -1.88455e-14+0.0354806j 2.26846e-14-0.117625j 6.37375e-15+0.00696491j -1.12895e-14+0.00880436j 4.42057e-15+0.102682j 6.15741e-15-0.0499919j -6.88746e-15+0.0146917j 1.82507e-14-0.0179743j 3.46474e-15-0.0328036j 5.56548e-15+0.172279j -2.81192e-14-0.0510315j 1.30132e-14+0.124744j 1.87314e-14+0.0479374j 1.08696e-14+0.0380237j 7.16999e-14-0.166117j 2.81726e-14-0.0796125j -8.46202e-16+0.134553j -2.36451e-14-0.00254049j -1.51445e-15-0.033264j -6.98158e-15-0.0100484j -3.93522e-15-0.00975947j 1.19405e-14-0.121255j 1.09843e-14+0.170802j -2.94171e-15+0.0809565j 6.18836e-16-0.0103681j -1.48095e-15+0.0708114j 5.69787e-15-0.116161j 7.9698e-15-0.0384664j -3.495e-14-0.0587586j 2.40589e-15-0.0488268j 9.52306e-16-0.0911033j 2.43459e-15+0.0869388j 2.0412e-15+0.112575j 2.92614e-15-0.0316664j 1.41463e-15-0.146838j 2.93865e-15+0.0273201j 2.82344e-14-0.133971j -3.8278e-13-0.238232j 
-3.57976e-14-0.0104078j -2.26241e-15-0.00107553j -4.1484e-18+0.000663697j 8.49435e-17-0.00444028j -1.44207e-18+0.00193063j 2.32162e-17+0.00490687j -1.00868e-16+0.00530034j -3.50522e-17+0.000243833j 2.16052e-17-0.00231068j -6.68687e-17-0.00103769j 2.69767e-16+0.0034615j -7.24484e-18-0.00488687j -1.33354e-16+0.00230476j -1.91952e-16+0.00488833j -9.47507e-17-0.000393187j 5.01159e-18-0.0010241j -1.55181e-15+0.0060877j -8.75696e-16+0.000469711j 7.06548e-16-0.00486025j -2.29657e-16-0.00014009j 4.96907e-16+0.00192586j 1.24206e-16+0.00122554j -3.00899e-16+0.00375625j 4.46244e-16+0.00529591j 3.58734e-16-0.00284245j -7.74303e-16-0.00262908j -6.17116e-16+0.0044633j 2.42627e-15-0.003612j 3.7567e-16+0.0020077j -1.08239e-15-0.000719319j 1.03536e-15+0.000696712j 6.01879e-15-0.00214231j -1.15378e-13+0.0116123j 1.57529e-16-0.00380888j 9.72132e-16-0.0013022j 1.28009e-14+0.00153946j -5.42244e-16-0.000928639j 2.75208e-15+6.63751e-05j -6.04481e-15+0.00434581j -7.48906e-16+0.00141872j 8.56232e-16-0.00457752j 4.45198e-16+6.73723e-05j -3.50788e-16+0.000745751j 1.76073e-16+0.00362624j 1.18364e-16-0.00235985j 5.99015e-17-0.000680798j 1.03062e-15-0.00131272j 1.5351e-16-0.000593836j 2.61854e-16+0.00663999j -1.94953e-15-0.00252596j 2.40314e-16+0.00423575j 7.48387e-16+0.00187072j 3.12637e-16+0.000313064j 2.5417e-15-0.00585685j 9.92693e-16-0.00324179j -5.35939e-17+0.00492444j 2.56294e-15+0.000275474j -9.81258e-17-0.00135388j -2.8987e-16-0.000869177j -1.22779e-16-0.000753726j 3.25782e-16-0.00391585j 5.03062e-16+0.00669624j -7.66947e-17+0.00379631j -4.6238e-18+0.000504575j 3.98008e-18+0.00289843j 1.54154e-16-0.00391582j 2.52984e-16-0.00122127j -1.25315e-15-0.00206034j -2.9405e-17-0.00162458j -1.84635e-18-0.00351822j 1.3854e-16+0.00254381j 9.30189e-17+0.00385776j 5.14448e-17-0.00151148j 1.0099e-17-0.00648388j 1.85292e-16+0.0009453j 9.04799e-16-0.00551221j -1.28216e-14-0.00799661j 
-7.23834e-15-0.00223188j -5.22328e-16+0.00221069j 7.90107e-17-0.00171257j -1.22021e-16+0.00286677j -2.59918e-17+0.00114109j -9.46907e-19+0.00232146j 1.52333e-16-0.0013217j 1.60474e-17-0.000708746j -1.1999e-16+0.00282109j 9.07269e-19+0.000541057j 6.87868e-17+0.000464037j -1.17719e-16-0.000440238j 1.14599e-17+0.00109554j 6.92938e-17-0.00233366j 6.68875e-17-0.0019128j -1.22278e-16-0.00206062j -6.17891e-16+0.00127301j -3.91171e-16+0.00390013j -4.61775e-17+0.000855606j 8.72272e-17+3.30742e-05j 4.96823e-17+3.3254e-05j -1.53043e-16+0.00363278j -1.07001e-16+0.00087561j 2.46114e-16+3.62212e-05j -1.8213e-16+0.00295727j 2.05381e-16-0.000760404j -1.74228e-16+0.00307637j -4.64077e-16+0.000420671j -3.59639e-16+0.00394063j -8.58342e-16-0.000116029j 2.98585e-16+0.00394361j -6.12129e-16-0.00172172j 6.46768e-15-0.000692203j 2.37557e-17-0.00283817j -7.62078e-17+0.00126925j -1.06165e-14-0.00130563j 3.98911e-16+0.00184081j -1.31639e-15+0.000643768j 2.5724e-15-0.00159259j 6.05307e-16-0.000200208j -1.87029e-16+0.000363737j 6.78612e-16-0.000490178j -5.66955e-17-0.000504536j -5.73678e-16+0.00373886j 1.614e-17+0.00393165j -8.34438e-16+0.00391689j 3.53518e-16-0.00138006j 3.43656e-16-0.0018427j 3.40343e-16-0.000698434j 1.55964e-16-0.0006302j 1.87206e-16+0.00337872j 4.62847e-17-0.00047028j 2.25971e-16+0.000947625j -1.62978e-16-0.000371534j -8.19178e-17+0.00145083j 2.416e-17+0.00257814j -1.17782e-14-0.00125198j 9.82547e-17+0.000568749j -1.32895e-17+0.00072315j -1.48106e-16-0.00174472j 4.34654e-16-0.00291579j 1.08904e-16+0.000186528j 1.55368e-16-0.00129701j -1.47569e-17-0.000728705j 4.43214e-17-0.00169548j -1.65589e-17-0.00112143j 5.24567e-17-0.000681403j 1.64353e-16+0.00036666j -9.02588e-17+0.00283909j -3.89324e-17+0.000221676j 4.37949e-17+0.000274274j 2.84955e-17+0.0022868j -7.15006e-17+0.00253607j -7.54825e-17+0.00148587j -9.88072e-17-0.00172843j 2.71052e-16+0.000527535j -5.29946e-15-0.00309228j 
2.22879e-14+0.00675911j 1.57253e-15-0.00167756j 1.84842e-17-0.000185249j 4.93464e-17-0.00084563j 4.24074e-17-0.000644461j 2.55498e-16-0.00380447j 2.17307e-16-0.00273253j -7.71515e-17+0.00122748j -5.16796e-17+0.000557714j 3.71022e-17+0.000905388j -5.75935e-18-0.00126344j -1.04441e-16+0.00259375j 7.04508e-17-0.000352109j 1.4181e-16-0.000666813j -6.34735e-17+0.0011875j -9.06698e-17+0.00254971j 1.33325e-15-0.00382598j 6.70208e-16-0.00199486j -3.17592e-16+0.00115746j -2.30204e-17+0.000875956j 7.45068e-17-0.00033509j 1.62457e-16-0.00216499j 3.89106e-16-0.00255612j -1.36615e-16-0.00349462j -1.15859e-16+0.000291665j 1.78828e-16+0.00173173j 6.57956e-16-0.00305289j -1.30968e-15+0.00249409j 1.43753e-16-0.00421119j 9.07576e-16+0.00138335j -4.83082e-16-0.000612574j -1.70818e-15+0.000492832j 3.65455e-14-0.00367332j -3.06993e-16+0.00326834j -1.95072e-16-0.000421453j -5.08573e-15-0.000607561j -2.91072e-16-0.00159274j 1.44836e-16-0.000572143j -1.55379e-16-9.24956e-05j -2.69256e-16-0.000154333j -1.36423e-16+0.000830362j 6.81883e-16-0.00100507j 1.17575e-16-0.000274327j 4.44589e-16-0.00287994j -1.65436e-16+0.000204352j 1.13597e-15-0.00399768j -3.85228e-16+0.000775779j -2.54848e-16+0.000935609j -7.52577e-17-0.00258526j 2.5422e-16+0.001159j -1.12642e-16-0.00424594j -3.92799e-16-0.00122078j -3.66871e-16-0.0011616j -1.96872e-15+0.00401923j -7.34509e-16+0.00192476j 1.72662e-16-0.00268563j 8.05059e-15+0.000871505j -2.92072e-17+0.000205903j 1.11384e-16-0.000498743j 4.34409e-17+0.000355802j -7.40372e-16+0.00418944j 5.14827e-17-0.00205575j 3.96727e-17-0.00133339j -4.07222e-17+0.000752607j 2.49707e-17+4.05792e-05j -2.2162e-16+0.00226432j -3.14186e-16+0.00145583j 5.82856e-16+0.00102748j -3.46252e-17+0.000623666j -8.35757e-17+0.00125372j 5.76052e-17-0.00261721j 1.93023e-16-0.00382316j 2.31823e-17-0.00054121j -5.97435e-17+0.000923328j -1.75809e-17-8.20787e-05j -8.60894e-16+0.00170699j 1.05767e-14+0.00667355j 
1.96476e-14+0.00615066j 1.30385e-15-0.00580259j 2.69236e-17-0.000889064j 3.56207e-17-0.00742707j 2.65345e-17+0.00175992j 8.83895e-17-0.00322568j 5.15094e-17-0.00176291j -3.16423e-17+0.00361267j -2.73474e-17+0.000822673j 2.52306e-16+0.0018749j 4.30962e-17+4.3989e-05j 1.56474e-16+0.00311645j 1.9587e-17+0.00249475j 1.16224e-16+0.00270102j -1.24756e-17+0.00339285j 1.48629e-16+0.00677996j 7.87017e-16-0.00215287j 2.35075e-16-0.00301127j 2.392e-16-0.00203986j -1.55264e-16+0.00261355j 7.65094e-16+0.00134133j 2.08392e-16-0.00426118j 2.60266e-16-0.00310295j -3.84566e-16-0.00355333j 1.15612e-16-0.00129549j 1.35498e-16+0.00201871j 5.56618e-16-0.00137865j -6.5151e-16+0.00317839j -5.94101e-17-0.0077262j 9.80017e-16+0.00266893j 8.70998e-17+0.000449785j 2.4751e-15-0.00302778j -3.92589e-14+0.00383131j -2.51559e-16+0.00221076j 3.73251e-16-0.00133546j 1.25078e-15+0.000202167j -2.06991e-15-0.00622043j 3.58548e-15-0.00144502j -7.46453e-15+0.00488415j -1.52949e-15+0.00137444j 6.56941e-16-0.00262967j 2.12595e-15-0.00242722j -1.15155e-16+0.00102055j 7.23436e-16-0.000971506j -3.33614e-16-0.000696224j 2.45393e-15-0.0116454j 3.27972e-16+0.000229373j -2.32889e-16+0.00125083j -1.73884e-16+0.000922613j -2.71048e-15-0.00110175j -9.15684e-16-0.00510416j -4.11687e-16-0.00159323j -9.40177e-16-0.00341957j -1.9796e-15+0.00443416j -5.6333e-16+0.00254281j -4.39424e-17-0.00152873j 2.53797e-14+0.00274008j -1.62356e-16-0.00131624j -2.73024e-16-0.00319143j -1.35048e-16-0.00175706j -7.98656e-16+0.00568409j 3.93091e-16+0.00172611j -1.1113e-16+2.84553e-05j 6.10859e-17+0.00404492j 9.90806e-17+0.00332565j -1.01215e-16+0.00293365j -4.43825e-16+0.00347487j 4.94688e-16+0.000706826j -1.77906e-17+0.00191777j -3.90284e-17-0.00100107j -1.62532e-16-0.00461146j 1.6135e-17-0.00471275j 2.94123e-17-0.00213238j -4.49353e-17-0.00554213j 7.93716e-17-0.000177949j -1.0477e-15-0.00203975j 1.49758e-14+0.00883904j 
-2.13107e-14-0.00633172j -1.44494e-15-0.000120695j 1.25691e-17-0.000354923j 2.46671e-17-0.00184033j -5.61386e-17+0.00172453j -1.82722e-16+0.00362608j -1.69063e-16+0.00253219j 3.04375e-17-5.25429e-05j 1.68869e-17-3.08205e-05j 2.75678e-17-0.000283916j 5.71976e-17+0.00182007j 1.50573e-16-0.00237356j -1.02673e-16+0.00168501j -1.67085e-16+0.0019415j 2.2855e-17-0.000313542j 9.41684e-17-0.000787183j -1.33076e-15+0.0040321j -7.26867e-16+0.00164776j 5.06436e-16-0.0023682j -6.7257e-17+2.23748e-05j 2.65147e-16+0.00110754j -9.43931e-17+0.00159889j -3.19802e-16+0.00199631j 1.27902e-16+0.0029109j 2.14432e-16-0.000724878j -2.21455e-16-0.00144656j -5.4254e-16+0.00357491j 1.32946e-15-0.00183125j -8.6149e-17+0.00238619j -8.92776e-16-0.000623644j 6.93255e-16+0.00157159j 3.26528e-15-0.00225618j -6.3473e-14+0.00632336j 2.48739e-16-0.00348653j 5.66057e-16-0.000145143j 4.47842e-15+0.000542346j -3.64159e-16-0.000264504j 1.22194e-15+0.000196741j -2.81771e-15+0.00206766j -2.32018e-16+0.000756138j 4.78064e-16-0.0022798j 3.37188e-16+6.92769e-06j -1.94648e-16+0.000616748j -2.48766e-16+0.00356575j 9.03521e-17-7.47003e-05j -3.12636e-16+0.000568462j 8.05044e-16-0.0013109j 2.41768e-16-0.000796395j 9.85081e-17+0.00357342j -1.47455e-15-0.0020233j -1.22577e-16+0.00357181j 3.62249e-16+0.000861211j 1.56983e-16+3.68713e-05j 1.55032e-15-0.00325672j 6.53708e-16-0.00128815j -2.07603e-16+0.0033372j -1.06416e-15-0.000111807j -1.72163e-17-0.000684318j -2.19291e-16-0.000569335j -1.26236e-16-0.00137802j 5.15742e-16-0.00315702j 1.36456e-16+0.00362228j -9.50015e-17+0.00177035j 2.82415e-17+0.000606548j -3.25466e-18+0.00112195j 2.09667e-16-0.0020229j 2.06022e-16-0.000617829j -5.29025e-16-0.000947329j -3.51266e-18+0.000345864j 6.80675e-17-0.00196888j -4.23003e-17+0.00129077j -1.24969e-16+0.00303016j 3.77351e-18+4.10429e-05j 9.00004e-17-0.00345039j 5.32878e-17-0.000187971j 6.83477e-16-0.00304996j -7.96259e-15-0.00514208j 
-2.27129e-14-0.00657063j -1.47905e-15+0.000454535j 4.67414e-17-0.000373267j -1.45961e-16-0.00102268j 5.65681e-17+0.00161839j 1.50554e-16+0.00430911j 1.65572e-16+0.00264403j -7.0311e-18-0.000399404j -9.66579e-17+4.20014e-05j -6.53085e-17-0.000360195j 2.17235e-16+0.00153217j -1.98731e-16-0.00153152j 8.32043e-18+0.00158272j 1.16668e-16+0.00097426j 1.56309e-17-0.000726082j -1.17564e-16-0.000671964j -1.04989e-15+0.00441091j -7.02513e-16+0.002259j 2.56201e-16-0.00188617j -9.3419e-17-0.000141294j 1.94911e-16+0.000721909j 5.74141e-17+0.00134044j -1.07471e-16+0.00249477j 5.37301e-16+0.00317098j -2.24278e-17+0.000116571j -3.04605e-16-0.00166506j -3.19305e-16+0.00420211j 8.74381e-16-0.00170777j 7.32993e-17+0.00345401j -1.03367e-15-0.00066138j 7.03298e-16+0.00149849j 2.8216e-15-0.00166691j -5.87719e-14+0.00594033j -1.62116e-16-0.00386885j 5.58761e-17+0.000832719j 7.9343e-15+0.000963654j -3.23195e-16-0.000320919j 9.75919e-16+0.00027959j -1.87775e-15+0.0015976j -1.4499e-16+0.000720433j 1.56903e-16-0.00180291j -1.34617e-16+0.000591343j -1.93876e-16+0.000772133j -8.82155e-17+0.00426805j -8.1685e-17+0.000223301j -4.11094e-16+0.00137806j 2.90246e-16-0.000484441j 1.88949e-16-0.00133721j 5.14711e-16+0.00362192j -1.32376e-15-0.00188492j 3.62853e-16+0.00418302j 5.06845e-16+0.000739037j 2.55696e-16+0.000742052j 1.16854e-15-0.00355797j 3.94093e-16-0.000939978j 1.29871e-16+0.00283438j -2.52374e-15-0.000265237j -7.0701e-17-0.000821389j -2.54546e-16-0.000549944j -1.52973e-16-0.00143479j 2.94574e-16-0.00391893j 4.26965e-16+0.00288382j 2.03773e-16+0.000905193j 3.68071e-17+0.000463378j 9.52061e-17+0.00105966j -8.02464e-17-0.00155843j 2.5543e-17-0.000313255j -7.18131e-16-0.00104691j -1.03753e-16+0.000439699j -1.20789e-16-0.00202926j 1.73872e-16+0.00192136j 1.92846e-16+0.00366477j -4.78874e-17+0.000407437j -2.3134e-16-0.00281618j 7.97121e-17-0.00021598j 4.35243e-16-0.00270786j -9.49594e-15-0.00567382j 
5.67538e-15+0.00154415j -1.05548e-15+0.00356573j 5.61714e-16-0.00140501j -2.36411e-15+0.00597119j 1.07869e-16-0.000394286j -3.78652e-16+0.000595802j 1.12697e-15-0.00289998j 6.27835e-16-0.00152251j -1.15745e-15+0.00298743j -1.60327e-16+0.00045151j 3.24751e-16-0.00131717j -6.20443e-16+0.00165581j 3.04899e-16-0.000717021j 1.91658e-15-0.00493611j 9.86163e-16-0.00216744j 8.09158e-16-0.00234569j 2.74129e-16-0.00108444j -1.39086e-15+0.00363022j -1.58837e-15+0.00341439j 4.17734e-16-0.000508346j 3.53761e-17-0.00128778j -1.34938e-15+0.00286653j -9.61498e-17-8.79725e-05j 5.07932e-16-0.00145313j -1.90038e-15+0.00418072j 5.69307e-16+5.38879e-05j -4.76974e-16+0.000974304j -1.80621e-15+0.00135082j -2.12893e-15+0.00415244j -2.46203e-16-0.000293277j -1.24161e-15+0.00253002j -3.94427e-15+0.000576959j 6.71503e-14-0.00652348j 4.16747e-16-0.00108259j -1.66337e-15+0.00231614j -1.13784e-14-0.00145452j -2.07139e-16+0.00295246j -3.33329e-15+0.00077768j 7.98372e-15-0.00428835j 1.46081e-15-0.00105084j -1.75165e-15+0.00302736j -5.3143e-16+0.000388702j 4.23138e-16-0.00082762j -1.44372e-15+0.00178788j -1.58283e-15+0.00427638j -3.55917e-15+0.00592045j -4.44535e-16-3.25343e-05j 8.9054e-16-0.00167263j 1.41598e-15-0.00356741j 1.35918e-15+0.000936141j -5.75248e-16+0.00199815j 9.7208e-17-0.000931463j -4.19736e-16+0.00164537j -1.15853e-15+0.00125143j -1.15883e-15+0.00220936j 1.35234e-17-0.000192968j -1.49983e-14-0.00167316j -2.83522e-16+0.00119435j -4.41385e-16+0.00155453j 2.20888e-16-0.000657301j 1.26247e-15-0.00199037j 9.38767e-16-0.00351256j 1.31493e-15-0.00312298j 6.4215e-16-0.00164455j 1.17676e-15-0.00320306j -1.6481e-16+0.000542391j 2.18037e-16-0.000482113j 2.15804e-16+0.00097692j -9.46378e-16+0.0025064j -6.5658e-16+0.00185822j -2.06286e-16+0.000342422j -6.06951e-16+0.00128204j -1.2637e-15+0.00316811j -1.99648e-15+0.00536511j 4.3174e-16-0.00168098j -1.1423e-15+0.00338407j -1.24776e-15-0.000833541j 
1.9434e-15+0.00050506j 1.55614e-16+0.00127559j -1.81328e-17+0.000809061j 1.75198e-17+0.00217745j 5.40129e-18-0.00110444j 3.65745e-17+2.86878e-05j 9.07417e-18+0.000723477j -1.18895e-17-0.00135274j 1.33754e-17-0.000661508j -9.90823e-17-0.000721787j -1.49672e-16-0.0016182j -9.94447e-18+0.00120835j 2.36807e-17-0.00205894j 9.93687e-18-0.00124174j -3.11843e-19+0.000696593j -3.27271e-17-0.000632354j 1.44947e-16+7.43542e-06j 1.51505e-16-0.00027751j -1.77851e-16+0.00163208j 3.51768e-17-0.00104006j -5.0266e-16-0.00105798j -4.32362e-17-0.00100892j 9.37462e-17-0.000417732j 6.93514e-17+0.000714617j -2.65902e-17-0.00045203j 6.78201e-17+0.00049562j 1.6806e-17-0.00130603j -3.26408e-17-0.000926517j 2.05055e-16+0.00147463j -3.68585e-17-0.00151999j -2.92307e-16-0.0027594j -1.76065e-15+0.00168361j 3.29053e-14-0.00327162j -6.34992e-17-9.32334e-05j -3.76074e-16+0.000968286j 6.67215e-15+0.000818643j 5.05369e-16+0.00111374j -1.13955e-15+0.000211108j 2.77865e-15-0.00187999j 5.36318e-16-0.000694689j -4.70234e-16+0.00234966j -1.84176e-15+0.00194113j 2.261e-16+0.00066208j -8.43551e-17-0.00108145j 7.00554e-18-0.00141101j -5.31284e-16+0.00284314j -5.27598e-16+0.000893517j -1.03315e-16+0.000636939j -1.46166e-17-0.000869241j 3.13231e-16+0.000302676j 1.47193e-16+0.000332209j 8.33812e-17+0.000556165j 1.92532e-16+0.000186187j 3.93162e-16-0.000670677j 8.72135e-17-0.0011601j 1.29191e-17-0.00235177j -2.98174e-15-0.000328861j -1.23121e-17+0.000171902j 7.33474e-17+0.000421763j 1.0877e-16+0.000887363j 1.04011e-17-0.000754314j -3.51677e-16-0.0027412j 4.94203e-17-0.000108458j -2.4288e-18-0.000198261j -3.27904e-17-0.000959067j -5.31907e-17+0.00142125j 9.0828e-18-0.000180096j -3.75733e-17-2.27681e-05j 3.01386e-18-0.00130725j -9.01537e-18+0.000694142j 8.97281e-17+0.00127412j 4.99102e-17+0.000883075j 1.02675e-18+0.000142381j 1.30825e-17+0.00227348j -5.01605e-18+0.000478587j 5.82688e-17+0.00133159j -1.00486e-15-0.00046743j 
-2.97023e-15-0.000934374j -2.13711e-16+0.00119976j 1.56006e-18-0.00030214j -5.00803e-17+0.00160158j 1.4339e-17-3.38967e-05j 1.38427e-17+0.000841367j 3.82085e-17-0.000293406j 1.06128e-17-0.00048595j -5.73309e-18+0.000503653j -1.79646e-17-3.46524e-05j 2.06015e-17+0.000160306j -4.86368e-17-0.000203549j 2.06446e-17+9.74901e-05j 1.97698e-17-0.00112054j 3.47197e-17-0.0011678j -5.1934e-17-0.00105591j -1.62279e-16+0.000331939j -8.06853e-17+0.0012724j -5.08325e-17+0.000490955j 4.7477e-17-0.000215672j -9.03879e-17-0.000230568j -3.86134e-17+0.00117472j -5.85457e-17+0.000781826j 1.0016e-16+0.000226847j -9.03279e-17+0.00125385j 5.43193e-17-0.00052678j -6.95723e-17+0.000989105j -1.82313e-16+4.71566e-05j -1.14837e-16+0.00171709j -2.07194e-16+2.33855e-06j 3.33521e-17+0.00104269j -5.07133e-16+0.000290238j 6.64598e-15-0.000643537j -5.32566e-17-0.000605142j -2.39717e-16+0.000657813j -2.18248e-15-0.000272734j 2.6515e-16+0.000942278j -7.10292e-16+0.000287888j 1.48275e-15-0.000940754j 2.29003e-16-0.000152382j -1.10025e-16+0.000312902j -3.90583e-17+9.86627e-05j -3.99917e-17-0.000381863j -1.61947e-16+0.00100635j 2.29538e-17+0.00121502j -4.66035e-16+0.00200519j -1.39159e-16+7.42344e-05j 7.62674e-17-0.000831703j 1.13599e-16-0.000335036j 6.41603e-16+0.000259593j 2.36801e-16+0.00117868j 1.71409e-17-0.00011126j 1.44139e-16+0.000976248j 3.56784e-17-0.000412189j -1.67215e-17+0.000421939j 3.93615e-17+0.000653559j -5.52584e-15-0.000591739j 3.76994e-17+0.000238012j 1.78836e-17+0.000554593j -2.71045e-17-0.000116325j 1.69751e-16-0.00120645j 6.47931e-19-0.000251006j 6.10243e-17-0.000777833j 9.51164e-18-0.000811116j 4.34196e-18-0.000655792j 2.65746e-18-0.000557227j 3.75222e-17-0.00037703j -2.8506e-17-9.80899e-06j 2.57802e-18+0.000478955j -1.60421e-17+0.00016368j 2.35659e-17+0.000623185j 2.36106e-17+0.00087701j -1.36934e-17+0.000852571j -4.21243e-17+0.0011392j -4.45661e-17-0.000349708j 1.34669e-16+0.000512454j -2.57578e-15-0.00148807j 
-5.62898e-15-0.00178782j -5.64913e-16+0.00114711j -2.48919e-16+0.00203927j -2.29361e-16+0.00123188j 2.27384e-16-0.00179235j -1.35235e-16+0.00143735j -3.33041e-16+0.00287263j 1.71454e-16-0.00130747j 3.56487e-16-0.00330293j 1.18174e-17-0.00146446j -4.5021e-17-0.000705894j -3.68858e-17+0.00143702j 2.05025e-16-0.00166547j 1.30208e-16-0.000857167j 1.62409e-16-0.000781397j 6.24887e-17+0.000334762j -2.34582e-16+0.00129341j 2.69825e-17-0.00105476j -4.6273e-17+0.000475525j 1.27363e-16-0.00127574j -5.97206e-16-0.00136899j 2.18863e-16-0.00304114j -2.74453e-16+0.00241649j -9.6841e-17+0.00250941j -9.57655e-17-8.67099e-05j -1.8606e-17-0.00107018j -2.28056e-16+6.13128e-05j 4.73877e-16-0.0013061j -1.13942e-16+0.00186886j 4.73028e-16-0.000592745j -1.79337e-17-0.00400434j -5.47686e-16+0.00442535j -1.19122e-16+0.000215315j -3.89642e-16+0.000719615j -1.55416e-15+0.00205304j 2.26595e-14+0.00280175j -5.84225e-17-0.000432158j -1.88054e-16+3.3606e-05j 1.23766e-15-0.000622701j -2.10725e-16-4.75654e-05j -3.41393e-16+0.00104465j -2.9643e-15+0.00292229j -1.40862e-16+0.000614637j 2.47309e-16-0.000737481j 8.02225e-17-0.00298829j -1.0148e-15+0.00174522j -1.88974e-15+0.00398922j -2.71702e-16-0.000519211j -1.01466e-16+0.00157041j 1.48379e-15+0.00126578j 5.44774e-16+0.000511612j 1.15573e-16+0.00071675j 7.02878e-17+0.00264195j 1.31177e-15-0.00266877j 4.03312e-16-0.0013468j 2.4329e-16-0.00291797j 2.4e-16+3.49993e-06j -5.61162e-17-0.00083432j -1.25616e-16+0.000207782j 3.77698e-17+0.00209486j 3.34165e-16-0.00162284j -1.36942e-16-0.00192159j 1.31587e-16-0.00115286j 2.15076e-16-0.00106026j -4.70583e-17+0.00107553j -3.96863e-17+0.000987633j -1.4234e-17+0.000491727j -6.62055e-16-0.0012341j 3.43177e-16-0.0033862j 1.87211e-17-0.000666746j -2.16911e-16+0.00348072j -1.38408e-16+0.00148723j 5.68085e-17-0.00101516j -2.39356e-16+0.00122729j -6.20692e-17+0.00189045j 1.85528e-16+0.000385101j -3.56422e-15-0.00228646j 
3.11218e-15+0.0006592j -8.73181e-16-0.000620925j -5.30491e-16-0.00040303j -1.28098e-15-0.000773325j 6.48255e-16+0.000447492j -7.14423e-16-0.000503022j -7.39541e-16-0.000578273j 7.13477e-16+0.000466803j 8.08557e-16+0.000623047j 5.66181e-16+0.000365829j 2.00639e-16+0.000141281j -1.21396e-16-0.000185044j 6.2844e-16+0.000427219j 7.18441e-16+0.000464076j 7.25434e-16+0.000452345j 6.75176e-16+0.000316166j -4.00222e-16-0.00035333j -1.73551e-16-7.15519e-05j -4.24064e-16-0.00026825j 5.69054e-16+0.000384004j 7.28416e-16+0.000373687j 2.39677e-16+0.000312352j -9.87018e-16-0.000701928j -9.58969e-16-0.000642378j -3.44652e-16-0.000230672j 5.48041e-16+0.000354857j -1.84759e-16-0.000181369j 4.75372e-16+0.000349942j -1.40548e-15-0.000893454j 3.03613e-16+0.000207229j 9.46928e-16+0.000688812j -1.2994e-15-0.00107486j -2.43258e-15+0.000248892j 8.08804e-17-7.53862e-06j -4.40423e-16-0.000573769j -4.90756e-15-0.000520913j -7.00279e-16-0.000270547j 9.94971e-17-9.90101e-05j 5.39622e-17+0.000461j 1.26376e-16+8.75908e-05j -4.94937e-16-0.000376848j -3.19943e-16-0.000698916j 5.95135e-17-2.83956e-05j 2.9476e-18-8.53024e-06j 4.63364e-16+0.000397372j -1.47647e-15-0.00106149j -7.15278e-16-0.000834821j 4.55433e-16+0.000271536j -1.97299e-16-0.000203926j -1.07455e-15-0.000354551j -8.88911e-16-0.000430247j -3.1282e-16-0.000174797j -1.3077e-15-0.000808417j 7.74547e-16+0.000730178j 3.50291e-16+0.000282805j 5.50549e-16+0.000478982j 2.01165e-15+0.000183341j 5.28655e-17+8.33619e-05j -4.48537e-16-0.000241252j -7.53072e-16-0.00048133j 9.64561e-16+0.000685766j 8.43813e-16+0.000529878j 5.04909e-16+0.000377485j 7.91531e-16+0.000483999j 1.49417e-16+6.07007e-06j 6.45839e-17-3.9829e-05j 2.01204e-16+6.77646e-05j 5.31285e-16+0.000268841j 9.31343e-16+0.000684948j 1.61548e-17+5.84434e-05j -1.4056e-15-0.000954847j -8.6777e-16-0.000575127j -8.07771e-17+1.22026e-06j -1.07162e-15-0.000651037j -4.47766e-16-0.000339357j -5.50557e-16-0.000257911j 3.10601e-15+0.000950824j 
