-9.92873e-13-0.291075j -6.29149e-14-0.00609196j -1.97599e-15+0.0206521j 3.19591e-15-0.0879086j 9.43778e-16+0.0411788j -9.07921e-17+0.141137j -5.43317e-15+0.140414j -5.40522e-16-0.00251723j 3.83021e-15-0.0677039j -1.33421e-15-0.0323783j 6.51646e-15+0.0966061j 9.85082e-16-0.133233j -2.84842e-15+0.0591949j -7.23824e-15+0.10979j -1.81001e-15-0.0393896j -3.66888e-16-0.0449267j -4.37313e-14+0.162326j -2.17914e-14+0.0252493j 1.94907e-14-0.121164j -4.72275e-15-0.00994046j 9.59902e-15+0.043446j 4.14223e-15+0.0433049j -1.09817e-14+0.123358j 1.08298e-14+0.147259j 9.68841e-15-0.0524909j -1.94012e-14-0.0842319j -1.7897e-14+0.131087j 6.30968e-14-0.0949218j 8.26964e-15+0.0791833j -2.76172e-14-0.0137125j 2.80171e-14+0.0266451j 1.49e-13-0.031245j -2.94278e-12+0.29715j 1.8884e-15-0.0967893j 1.76342e-14-0.021309j 3.51716e-13+0.0423351j -9.23042e-15-0.0100229j 6.09832e-14+0.00607892j -1.35374e-13+0.0983837j -1.88455e-14+0.0354806j 2.26846e-14-0.117625j 6.37375e-15+0.00696491j -1.12895e-14+0.00880436j 4.42057e-15+0.102682j 6.15741e-15-0.0499919j -6.88746e-15+0.0146917j 1.82507e-14-0.0179743j 3.46474e-15-0.0328036j 5.56548e-15+0.172279j -2.81192e-14-0.0510315j 1.30132e-14+0.124744j 1.87314e-14+0.0479374j 1.08696e-14+0.0380237j 7.16999e-14-0.166117j 2.81726e-14-0.0796125j -8.46202e-16+0.134553j -2.36451e-14-0.00254049j -1.51445e-15-0.033264j -6.98158e-15-0.0100484j -3.93522e-15-0.00975947j 1.19405e-14-0.121255j 1.09843e-14+0.170802j -2.94171e-15+0.0809565j 6.18836e-16-0.0103681j -1.48095e-15+0.0708114j 5.69787e-15-0.116161j 7.9698e-15-0.0384664j -3.495e-14-0.0587586j 2.40589e-15-0.0488268j 9.52306e-16-0.0911033j 2.43459e-15+0.0869388j 2.0412e-15+0.112575j 2.92614e-15-0.0316664j 1.41463e-15-0.146838j 2.93865e-15+0.0273201j 2.82344e-14-0.133971j -3.8278e-13-0.238232j 
-4.22822e-15-0.000614108j 8.36753e-16+0.000244774j 1.09464e-15+0.000308236j 8.90963e-16+0.000207884j -8.82662e-16-0.000240981j 1.19685e-15+0.000309111j 1.84067e-15+0.000514673j -8.83216e-16-0.000228307j -1.82984e-15-0.000519769j -9.65749e-16-0.000258908j 2.59642e-17+3.18667e-05j -2.47275e-16-0.000116948j -8.27174e-16-0.000217162j -1.4241e-16+9.86969e-06j -7.60338e-16-0.000205408j -6.99958e-16-0.000203351j 1.08728e-15+0.000306291j -2.95211e-16-0.00010059j -2.21339e-17-3.92717e-05j -8.44164e-16-0.000225194j -6.44138e-16-0.000134661j -7.82266e-16-0.000200323j 1.6655e-15+0.000459252j 1.88816e-15+0.000508994j -2.36975e-16-9.85034e-05j -9.48301e-16-0.000249854j 3.22456e-16+8.73685e-05j -1.07406e-15-0.000340397j 1.6219e-15+0.000397246j -5.31383e-16-0.000141694j -1.81163e-15-0.000483271j 2.24037e-15+0.000579055j -1.1985e-15+0.000211441j -3.93593e-17+1.29544e-05j 6.52324e-16+0.000172101j 4.067e-15+0.000337906j 4.75196e-16+0.000119428j 1.16308e-16+4.08174e-05j -2.41761e-16-8.39612e-05j -6.11807e-17-9.57574e-06j 2.72191e-16+4.66301e-05j 1.12057e-15+0.000373972j 1.16706e-16+2.51902e-05j -1.3746e-16-6.74923e-05j -1.51147e-15-0.000428932j 1.68361e-15+0.000469018j 1.44094e-15+0.00040954j -3.75995e-16-7.93045e-05j 1.09463e-15+0.000309427j 8.07519e-16+0.000152938j 1.03178e-15+0.000234686j 6.97349e-16+0.000184945j 1.61524e-15+0.000407489j -1.82248e-15-0.000567361j -1.09691e-15-0.000338412j -6.83611e-16-0.000155503j -8.22006e-16-6.41614e-05j -3.16234e-16-8.04297e-05j 4.04158e-16+0.00011403j 1.1939e-15+0.000327112j -1.42049e-15-0.000376805j -4.29084e-16-6.34337e-05j -1.25273e-16+1.73712e-06j -9.31188e-16-0.000261061j 3.74283e-16+0.00011322j -2.99652e-16-0.000119575j -2.92293e-16-0.000103244j -9.22002e-16-0.000217821j -1.93068e-15-0.000543993j -4.40749e-16-0.00012501j 2.19359e-15+0.000580611j 1.29996e-15+0.000334297j -4.35982e-16-0.000138929j 5.8359e-16+0.000128637j 1.00159e-15+0.000276959j 2.2475e-17-3.70158e-05j -3.61177e-15-0.000679621j 
1.8964e-15+0.000541145j 2.27291e-16+0.000250643j 6.5724e-18-0.00019251j 1.6018e-16+0.000534084j -3.06774e-17+1.37968e-05j 9.00128e-17+0.000154474j 2.64915e-17-0.000328434j -7.5855e-17-0.000129095j 1.47632e-17+0.000409711j -9.55934e-18+0.000119232j -1.23122e-16-0.000391809j 1.62332e-16+0.000894564j -4.36236e-17-5.97159e-05j -1.49606e-16-0.000813043j -8.27449e-18-4.22608e-05j -1.7312e-17+0.000309502j 4.26635e-17-6.21763e-05j 8.88279e-17+0.00042993j 9.33538e-17+0.000523057j -2.13415e-17+1.07165e-05j -1.72842e-16-0.000263844j -6.31854e-17-0.000210581j 5.44994e-17-9.38908e-05j 3.6322e-17-0.000249485j 6.64762e-17+0.000658938j 1.03045e-16+0.000121984j 7.30192e-17+0.0002107j -2.58742e-16+0.000363814j 1.10547e-16+0.000436451j -4.04925e-17+1.94264e-05j -1.00509e-16+8.23016e-05j -3.38415e-16+0.000123446j 7.33695e-15-0.000751804j -1.43999e-16-0.000197174j -9.67033e-17+0.000648535j 8.98556e-16+0.000109962j -2.10325e-17-0.000137997j -2.09471e-16+2.05097e-05j 4.75469e-16-0.000390886j 2.62356e-17-6.47285e-05j 3.5163e-17+0.00049673j -1.12599e-16+0.000257312j 4.25359e-17+0.000147892j 1.86473e-17+0.000405789j -1.25045e-17+0.000430911j 9.80977e-17+0.000269134j -8.99286e-17+0.000398779j -6.62312e-17-0.000259214j -7.52593e-18-0.000318302j 8.02915e-17+3.32179e-05j 1.12098e-16+0.000152538j -5.63659e-17-0.000229906j 8.53041e-17+0.000176816j -2.27252e-16+0.000286308j -4.11265e-17+0.000491154j -1.23272e-16-0.000517619j -4.7607e-16-4.60801e-05j -8.10152e-18-3.44449e-05j -4.69672e-18-7.71397e-05j -5.54431e-18-0.000222131j -9.04486e-17-0.000187686j -2.41776e-16-0.000746854j -9.88532e-17-0.000684689j -5.30474e-18+0.000124768j -4.15635e-17-0.000174309j 8.42255e-17+0.000622915j -1.32045e-17+0.000354553j 6.38639e-17+0.000118112j 3.63518e-18+0.000404961j 1.22396e-17+0.000124638j 1.00609e-16+2.84132e-05j 1.09682e-16+0.000152038j 6.14017e-17+0.000353561j 1.43094e-16+0.000525348j -2.85441e-17-0.000193063j 4.53205e-17+0.000409177j 4.18718e-16+0.000318839j 
1.40078e-15+0.00040934j 1.20848e-16+7.70514e-05j -2.70172e-17-0.000726083j 4.41044e-17+0.000333329j 1.72888e-17+0.000634463j 1.50627e-17-0.000391786j -2.14869e-17-0.000809914j -8.18731e-18-0.000136775j 6.57598e-17+0.00155624j 4.56092e-17+0.000336198j -1.89754e-17-0.000397909j -2.57987e-17-0.000630269j 1.71141e-17-0.000201181j -5.32364e-17+0.000206164j -2.80863e-17+0.00110413j -2.14255e-17-0.000866792j -1.0573e-17-0.000155226j 9.11741e-17+0.000593591j -5.89987e-17+0.000392401j 3.63972e-17+5.06652e-05j 1.93666e-16+0.000357357j 2.88484e-17+0.00149901j 8.69223e-18-0.00162503j -5.34933e-17-0.000559398j 1.18916e-16-0.00066576j 8.49258e-17+0.000857776j 1.15152e-16-0.000553869j 7.85268e-17-0.00026862j 1.17383e-16+0.000115139j -4.45188e-16-0.000916104j 2.45737e-16+0.000698478j -6.99749e-16-0.00208628j 1.26223e-14-0.00138434j 1.67066e-16-0.00108555j 7.89914e-16-0.000836239j -9.39514e-15-0.0011451j 3.53186e-16+0.00109222j -4.62741e-16+0.000154944j 7.05346e-16-0.000544399j 5.12627e-16-0.000356724j -1.19808e-16+0.00061023j 4.30189e-16-0.000495045j 2.21497e-16+0.000208756j -1.26258e-16+0.000109334j 2.2395e-16+0.000695007j 8.01722e-17+0.000976684j 7.41482e-16-0.00230129j 1.68334e-16+0.00082574j -2.6481e-17-0.00100837j -1.20311e-15-0.000992443j -2.99293e-16+0.000436815j -1.69954e-18+0.000172435j -1.01215e-16-0.00172374j -4.75688e-17+0.000643081j 5.75339e-17-0.00038442j 3.72894e-17+0.000772415j -2.2194e-15-0.000231636j 6.8059e-17+0.000566434j 5.60221e-17+7.46766e-05j -1.68268e-16-0.000887581j -3.91097e-17+5.87866e-05j 1.50973e-17-3.81594e-05j 4.89368e-18+0.00121454j -1.45032e-17+0.000684976j -5.80657e-17-0.00119419j -1.71053e-17-1.12211e-05j 5.76201e-17-0.000640718j 4.01833e-16+0.000614266j 7.68556e-17+0.00117229j 2.17795e-17+0.000605674j -7.35235e-17-0.00114803j 1.87892e-17+0.000141289j 5.41553e-17+0.000659779j 4.49783e-17+0.000159852j -1.08449e-16-0.000854117j -1.72418e-17+0.00012134j 4.20839e-16+0.000276472j 
5.18293e-15+0.00122492j -1.0281e-16-0.000432365j -2.52872e-16-0.000290439j -2.64028e-16-0.000330903j 2.16132e-16+0.000255405j -2.48772e-16-0.000244572j -4.17619e-16-0.000456743j 1.79559e-16+0.000210601j 5.11269e-16+0.000573062j 3.07737e-16+0.000307392j -4.94922e-16-0.000512918j 1.03088e-15+0.00118946j 6.81108e-17+7.76322e-05j -2.97994e-16-0.000382255j 5.81062e-16+0.000641785j 8.34225e-16+0.000998891j -1.75238e-16-0.000241919j 5.6193e-17+4.0912e-05j 3.03815e-16+0.000331946j 2.22032e-16+0.000254059j -7.6249e-17-8.75403e-05j -5.29445e-16-0.000658893j -5.88598e-16-0.000694531j -5.9619e-16-0.000596201j 1.70792e-16+0.000225642j 5.78871e-16+0.000501769j -6.45765e-17-0.00012131j 2.11371e-16+0.000550248j -4.39876e-16-0.000432491j 1.09734e-16+7.39575e-05j -5.69585e-17-6.27155e-05j -6.12801e-16-0.000437759j 3.9374e-15-0.000470234j -1.52906e-16-0.000115305j 1.93233e-16+0.00037873j 7.34371e-16+9.80721e-05j -8.20633e-16-0.000723108j 3.71315e-17-0.000132565j -1.22637e-16+0.000117805j -3.45981e-17+3.28411e-05j 2.65712e-16+0.000342718j -3.5189e-17+5.55764e-05j 3.57075e-16+0.000391963j 1.45932e-16+0.000208952j 1.18369e-16+0.000184978j -5.6568e-16-0.00090827j 1.57701e-17+0.00015856j 9.09554e-17+0.000103119j -2.78302e-16-0.000257269j -7.03982e-16-0.000272763j -4.87556e-16-0.000371543j -3.37016e-16-0.000302688j -5.83101e-16-0.000508913j 3.42353e-16+0.000754275j 3.63184e-16+0.000546146j -6.37541e-16-0.000736122j 2.70558e-15+0.000269596j -1.17317e-16-0.000144311j -4.28538e-16-0.000467006j -4.37124e-16-0.000478764j 3.4865e-16+0.00044475j -5.81265e-16-0.000616625j -3.06257e-16-0.000390642j 6.49782e-16+0.000746192j 4.88718e-17+8.8068e-05j 8.54869e-16+0.00104368j 4.60026e-16+0.000665971j 3.79673e-16+0.000240799j 5.35528e-16+0.000608955j 7.8566e-17+6.18784e-05j -5.38758e-16-0.000561305j -2.88429e-16-0.000304849j 1.00623e-16+0.000104882j -8.85184e-17-0.000137558j -2.37071e-16-0.000242078j -3.78074e-18+0.000144205j 3.34495e-15+0.00131298j 
-1.02401e-15-0.00042486j -1.81326e-16+0.000361387j -9.61549e-17+0.00018526j -4.81574e-17+0.000442965j 6.51537e-17-0.000260438j -8.55036e-17-1.83972e-05j -1.62765e-16+0.00013254j 5.25339e-17-0.000194814j 1.85124e-16-0.000295431j 6.39201e-17-0.000186512j -1.21109e-16+0.000156232j 2.74888e-16-0.000592309j 1.20848e-17-0.000207087j -1.34179e-16+5.57582e-05j 1.45549e-16-0.000356701j 2.23108e-16-0.000660928j -8.11298e-17-5.26155e-05j 4.92615e-17-4.943e-05j 7.50086e-17+7.39035e-06j 7.41947e-17-0.000197601j -4.94711e-17-3.5448e-05j -1.3377e-16+0.000383482j -2.17326e-16+0.000278418j -1.63775e-16+0.00022653j 7.39585e-17-9.14551e-05j 8.46685e-17-0.00020419j -7.35816e-17-0.000136174j 2.51218e-16-0.000280298j -7.79439e-17+0.000260294j 1.09572e-17-9.69509e-05j -1.2731e-17-7.12785e-05j -2.63439e-16+0.00037656j 2.19651e-15-0.0002232j 1.70869e-17+0.000184757j 1.26644e-16-0.000195381j -8.50274e-16-0.00011122j 4.66767e-17+0.000566908j -2.65432e-16+9.43223e-05j 4.38163e-16-0.000297032j 8.45254e-17-0.000100936j 8.81929e-17+2.15126e-05j -3.44229e-17+1.75152e-05j 8.72684e-17-0.000255395j 3.5717e-17-0.000305132j 1.26714e-16-8.55237e-05j -3.44579e-16+0.000731802j 2.30513e-17-7.81878e-05j 3.44135e-17-2.62699e-06j -1.16096e-16-0.000105139j 2.98002e-16+0.000255129j -1.22996e-17+0.00011445j -5.78629e-17+0.000160908j -6.82092e-17+0.000290401j 3.74934e-16-0.000307693j 1.95106e-16-0.000303476j -1.61033e-16+0.000249948j -1.79001e-15-0.000200522j -4.09628e-18+0.000158253j -6.16273e-17+0.000352034j -1.0641e-16+0.000356674j 1.51809e-16-0.000178083j -1.74251e-16+8.58915e-05j -1.09125e-16+0.000157001j 1.68715e-16-0.00049928j -1.92382e-17-0.000211405j 2.72787e-16-0.00050571j 2.08678e-16-0.00041747j 2.52048e-17-7.72924e-05j 1.8778e-16-0.000373151j 4.28135e-17+0.000114881j -1.54198e-16+0.000301665j -9.18167e-17+9.82539e-05j 4.90503e-17-5.20773e-06j 4.42504e-18+0.000387381j -7.91999e-17+0.00012964j 1.34783e-16+0.000137908j -6.66107e-16-0.000598478j 
-3.31809e-15-0.000943631j -2.09596e-16-0.000117679j 2.48208e-17+0.00064985j -2.03904e-17-0.000499467j -2.43158e-17-0.000541512j -2.37815e-17-0.000344984j 1.46921e-17+0.00056911j 7.99733e-18+0.000228562j -6.70123e-17-0.00139775j -6.13319e-17-0.000362199j 1.55023e-16+0.000992973j -1.65184e-16-0.00159576j -2.37104e-17+0.000145826j 5.48591e-17+0.00105075j -7.70511e-17-0.000958176j -5.48654e-17-0.000652619j 8.66458e-17-0.000250456j -1.31022e-17-0.000919122j -4.33982e-17-0.000907012j -4.06877e-17-8.88001e-05j 9.85717e-17+0.000234978j 8.01573e-17+0.000159628j 1.36173e-18+0.00105978j 4.42634e-17+0.000454538j -4.94228e-17-0.000497991j -2.6541e-16-0.000738135j -8.64085e-17-0.000240708j 2.73325e-16-0.000360683j 1.69366e-17-0.000725533j 2.64301e-16+0.00057285j -6.93817e-17-9.97748e-05j 7.40925e-16+0.00106405j -1.24456e-14+0.00132105j 1.15288e-16+0.00122565j -2.24134e-17-0.000851557j 2.6203e-16+1.43314e-05j 1.41827e-16+0.000227171j 2.96529e-16-2.83595e-05j -7.5255e-16+0.000520389j -2.50168e-16+0.000171709j 1.40135e-16-0.0010887j 3.376e-16-0.000444417j -1.69095e-16-0.000757456j 9.57697e-17-0.00100873j -2.00841e-17-0.000659219j 3.38035e-17-0.000405338j -5.05027e-17+0.000323798j -4.2785e-17-8.67621e-05j -1.94007e-17+0.000556137j 9.66974e-16+0.000800293j 1.80244e-16-0.00057842j 6.89582e-17+0.000236009j 1.01818e-16+0.000831159j 2.08754e-16-0.000615602j 2.34886e-18-0.000497247j 9.7963e-17+0.000783844j -1.85087e-16-2.47078e-05j 9.41984e-18+2.3324e-05j 9.03383e-17+0.00046712j 1.37878e-16+0.0010345j -1.41286e-17+0.000378641j 2.09952e-16+0.00125136j 1.67204e-17+0.000399043j -8.13766e-17-0.00107181j 1.62367e-17+0.000540779j -6.25311e-17-0.00148397j 2.474e-17-0.000598572j -2.81074e-16-0.0004182j -7.29658e-17-0.0012377j -4.10142e-18-0.000234589j 4.11078e-17+0.000482328j -3.41318e-17-0.00053163j -4.2564e-17-0.000746638j -3.25597e-17-0.000372462j 9.18231e-17+0.00068311j 5.87627e-17-0.000381272j -1.26951e-15-0.000746833j 
3.2817e-15+0.00100136j 2.28138e-16-0.000284009j 3.78679e-17-0.000357712j -5.04222e-18-0.000110808j -2.96749e-17+0.000464646j -2.37369e-17+0.000341308j 2.99898e-17-7.20012e-05j 3.25735e-18-0.000160004j -6.99591e-17+0.00090108j 1.04844e-17+0.000242671j -4.54365e-17-0.00113765j -8.14066e-17+0.00197247j 2.56188e-17-0.000274025j 1.03469e-16-0.000722724j -2.85014e-17+0.00138357j -8.1509e-17+0.00126047j -1.02467e-16+0.000432868j -8.5328e-17+0.000401311j -2.8841e-17+0.000721871j -4.37894e-18+6.92569e-05j -9.39034e-17-0.000281381j 3.88326e-17-0.00103565j 1.17068e-16-0.0010672j 8.68815e-18-0.000206725j -2.65587e-17+4.96894e-05j 1.56376e-16+0.000815648j 3.58026e-17+4.71178e-05j -2.4648e-16+0.000215666j -3.40655e-17+0.000339468j -1.36727e-16-0.000637779j 5.38158e-17-0.000705105j -3.66382e-16-0.000802099j 7.59193e-15-0.000809081j -3.546e-17-0.00108677j -2.15518e-16+0.000936261j 3.75376e-15+0.00048675j -2.11732e-16-0.00080677j 5.48277e-17-9.41007e-05j 1.87488e-16-0.000108767j 1.13224e-16-6.91831e-05j -2.40754e-16+0.00103727j -7.16482e-16+0.000772804j 6.31449e-17+0.00107321j -1.46749e-16+0.000764769j -9.06213e-17-0.000122037j 1.06329e-16-0.000304753j -1.29842e-16+0.000136107j -3.53661e-18+0.000295066j 3.76285e-17-0.00010093j -1.08548e-15-0.000878109j -2.4839e-16+0.000294939j 4.85783e-18-0.000132696j -6.85016e-17-0.000941054j -1.90202e-16+0.000429887j -6.57566e-17+0.000237688j 4.16893e-17-0.00136629j 2.71433e-15+0.000296677j -1.29394e-17-0.000284037j -4.4764e-17-0.000769464j 7.77583e-18-0.000888104j 1.16555e-19-0.000191631j -5.85874e-17-0.00132699j 8.39428e-17-0.000265536j -4.79435e-17+0.00140845j 6.69512e-18-7.27637e-05j -1.7054e-16+0.0019126j -1.81396e-16+0.000911507j 1.52872e-16+0.000264298j -6.78896e-17+0.000774882j -5.43446e-18-2.22827e-06j 9.06949e-18-0.000326004j -1.31237e-17+0.000467117j -2.86061e-17+0.000320682j -7.11945e-20-0.000104439j 3.86002e-18-0.00037011j -1.3444e-16+0.000113341j 1.64051e-15+0.00102938j 
2.60677e-15+0.000706845j 2.16893e-16+0.000759987j 1.27763e-17-0.00117918j 8.45728e-17+0.00135037j -3.52316e-17+0.000516772j -1.6994e-17+6.32103e-05j 4.71436e-18-0.00189702j -2.00763e-17+0.000161583j 2.19937e-18+0.00188975j 5.64503e-17+0.000697396j 2.02453e-17+0.000273197j -2.69753e-17+9.14887e-05j -2.16537e-18+0.000865866j -6.43081e-17-0.00146921j -2.55409e-17-0.00120738j -1.19155e-16-0.000623592j -7.12095e-17-0.00064696j 2.27936e-17+0.00175119j -4.36115e-18+0.000637472j 5.49762e-17+0.000431464j 9.42403e-17+7.10595e-05j 6.0396e-18+0.00190175j -2.77312e-17-5.47592e-05j -4.08022e-17-0.00126064j -3.48603e-17+0.00207234j 1.93654e-16-0.000112026j 4.17036e-17+0.00103314j -6.13256e-16+0.00122614j -2.15907e-16+0.000811808j -1.49475e-16+0.000735016j 1.08716e-16+0.0027841j -7.00196e-16-0.000920137j 1.18129e-14-0.00123551j 7.21641e-18-0.000405061j -1.93382e-17+0.000372757j -1.02537e-14-0.00125036j 2.08352e-16+0.000672072j -6.82576e-16+0.000209211j 1.15007e-15-0.000840614j 1.74287e-16-9.33605e-05j 2.11375e-17+5.1639e-05j 9.94385e-16-0.00105223j -9.23789e-17-0.000736857j -2.27979e-16+0.00133671j 9.88477e-17+0.00279943j -3.96941e-17+0.000862249j 1.71217e-16-0.000717831j 1.21921e-16-0.00100239j 6.0072e-18-0.00126175j 4.90743e-16+0.000181135j 4.68627e-17+0.00056098j -1.78569e-16-0.000777371j 3.44315e-17+0.000404344j -6.67208e-16+0.00117683j -2.04738e-16+0.00171181j 2.03674e-17+0.00125089j -5.04881e-15-0.000528392j 1.0778e-16+0.000482859j 8.26454e-17+0.00041543j -8.10858e-17-0.00089408j 9.06055e-17-0.000263822j 1.27197e-17-3.62918e-05j -1.95e-17-0.0012671j -6.92054e-17-0.000500643j -5.4372e-17-0.000957903j -1.37836e-17-0.000486172j -3.92239e-17-9.40553e-05j 3.38085e-16+0.000546405j 1.68898e-17+0.00202549j 4.0591e-17+0.00051706j -2.86457e-17-0.000815815j -4.48992e-18-8.98696e-05j 3.50595e-17+0.00136112j 1.09998e-16+0.00108058j -1.14313e-16-0.00111326j 3.37362e-17+0.000791666j 2.58123e-16+0.000214381j 
2.43718e-16+3.44363e-05j 5.29978e-17+0.000211381j -4.33534e-17+0.000339243j 8.53085e-17+0.000349897j -1.51453e-18-0.000331316j -3.67481e-17+3.40593e-05j -1.00959e-16+0.000408203j -2.88134e-18-0.000330308j 7.46076e-17-0.000408957j -4.85165e-18-0.000253228j -5.22619e-17-0.000407616j 1.42112e-17+0.000342876j 5.38201e-18-0.00056388j -6.44496e-17-0.000162907j -3.51751e-17+0.000259012j -3.61298e-17-1.559e-05j -3.8438e-17+9.23584e-05j 7.46601e-17-0.000263028j 2.21133e-17+0.000308291j 9.45471e-18-0.000289192j -1.49602e-16-0.000277427j 6.1638e-17-0.000526129j -8.90106e-18-2.82383e-05j -5.64887e-17+0.000326162j 6.78123e-17-0.000284482j 1.18148e-17+9.83895e-05j -2.26093e-17-0.000376229j 1.046e-16-0.000328007j 7.60134e-17+0.000268494j 4.53033e-17-0.000399576j -6.31058e-18-0.000979418j -3.20404e-16+0.000574287j 5.7591e-15-0.000575668j -3.06948e-18+4.56618e-05j -1.24711e-16+0.000250799j 3.11387e-15+0.000389377j 1.29687e-16+0.000119583j -1.60712e-16+1.86318e-05j 4.23492e-16-0.000325691j 6.36935e-17-0.00013528j -6.93912e-17+0.000532201j -6.09069e-16+0.000604291j 1.41174e-17+0.000243595j 4.11956e-18-0.000373406j 8.5047e-17-0.000655427j -6.32912e-17+0.000523675j -2.12583e-16+0.000400532j -6.36866e-17+0.00021461j -1.06135e-16-1.89507e-05j 8.82794e-17+8.08885e-05j 2.51615e-17+1.10944e-05j 6.20938e-18+0.000200046j 5.21286e-17+7.04584e-05j 2.41739e-16-0.000307528j 1.03899e-16-0.000425124j 1.41647e-17-0.000741212j -4.17277e-17-5.31104e-06j 1.83477e-17-4.51003e-05j 3.76194e-17+3.55184e-05j 2.83854e-17+0.000323693j 1.86323e-17-0.000162799j -1.35108e-16-0.00065827j -3.87961e-17+4.0145e-05j -2.65701e-17+3.66441e-07j -6.71339e-17-6.5621e-05j -1.68517e-17+0.000419814j -1.32779e-17+1.78474e-05j -2.60797e-17-8.87491e-05j 6.35978e-17-0.000556705j 4.59172e-17+7.53912e-05j -1.83134e-17+0.000436344j -2.33819e-17+0.000224517j 5.0057e-17-0.000132667j 8.83846e-17+0.00040599j -2.66876e-17+0.000261549j 8.37145e-17+0.000221865j -2.07784e-16-0.000133731j 
4.94624e-16+0.000137069j 5.13046e-17+5.95545e-06j 3.43742e-18-0.00018848j 3.97848e-17+4.32727e-05j -1.13511e-17+0.000124106j 1.00838e-17-1.57842e-05j 8.48896e-19-0.000276263j -1.63538e-17+8.47254e-05j 5.11841e-18+0.000287054j 1.09902e-17+0.00012871j -2.2136e-17+6.14211e-05j 5.17455e-17+2.28388e-05j -1.5856e-17+0.00018162j -4.78169e-17-0.000130305j 1.4889e-18-0.000110277j 5.98092e-18+6.13835e-06j -4.4384e-18-8.99546e-05j 1.25557e-17+0.000211968j 3.58643e-17+2.75649e-05j -1.83735e-18+0.000106033j 1.33272e-17+5.03986e-05j -2.50891e-17+0.000229305j -4.01981e-18-5.02449e-05j -1.00512e-17-0.000211478j 2.20948e-17+0.000251437j 3.26328e-17+7.74872e-06j 1.51509e-17+0.000151374j -7.37083e-17+0.000202999j -4.02839e-18+2.07347e-06j -2.49638e-17+0.000137452j 2.10174e-18+0.000423919j -3.20444e-18-0.000220437j 3.36282e-16-4.76348e-05j -8.34166e-18-5.80802e-05j 5.70865e-17+1.24186e-05j -1.45972e-15-0.000179793j -1.54041e-17-1.36077e-06j -2.41731e-17+8.16438e-06j -1.39108e-17-1.49555e-05j -4.62066e-18+1.57645e-05j 5.19407e-17-6.33178e-05j 2.17524e-16-0.000199041j 1.00597e-19-8.3398e-05j -9.72818e-18+0.000202614j 1.01593e-17+0.000384898j 5.34772e-17-6.53781e-05j 7.94536e-17-0.000133887j 9.45692e-18-0.000119758j -8.65185e-18-0.000131778j 2.7819e-18-1.93833e-05j -3.37762e-18+2.88751e-05j -3.30062e-17-0.000124479j 1.12375e-18-1.41642e-05j -1.10016e-16+0.000210925j -2.00838e-17+0.000263931j -4.31618e-17+0.000199397j -3.12025e-16-3.12487e-05j 6.77437e-18+4.47328e-05j -2.59886e-19+2.05374e-06j -1.87829e-17-0.000172737j -1.11843e-17+3.13155e-05j -3.64393e-17+7.14401e-05j -3.62127e-17-0.000143454j -2.50202e-19+4.80005e-06j -1.01306e-17-7.52177e-05j 3.93115e-17-5.05041e-05j 1.01538e-17+2.8574e-05j 5.37536e-17+8.29988e-05j 4.701e-18+0.00032599j 8.95246e-18+4.00764e-05j 7.6051e-18-0.000190103j 1.36862e-17-6.47647e-05j 1.58449e-17+0.000157356j 4.28974e-17+1.99495e-05j -1.48715e-17-0.000166343j 1.33784e-17+4.32143e-05j 2.15227e-16+0.000126332j 
