-5.74766e-15-0.169402j -3.15067e-15-0.0220258j 2.4412e-15-0.251588j 4.23868e-16-0.000883047j -7.37079e-15-0.245055j -1.44059e-14-0.214022j 9.46631e-15+0.0794145j 3.16527e-16-0.0211081j 3.1095e-14+0.0861949j -2.26121e-13-0.405492j -1.4408e-14-0.0194803j 9.27274e-15+0.213395j -4.31112e-14-0.169188j -4.47548e-15+0.0576781j -3.98904e-15+0.0796991j -3.61508e-15-0.0376965j -2.17862e-13+0.0456195j -7.75326e-14-0.3223j -1.61307e-14-0.286218j 1.35372e-14+0.108559j 4.23335e-14+0.0899208j 5.57944e-15+0.218849j -1.34927e-14-0.149101j 5.56404e-14+0.205258j -2.62794e-15+0.085083j 7.91353e-17-0.148286j 7.6528e-18+0.184361j -1.29474e-14+0.139703j -1.16512e-13+0.0521857j 3.30616e-13+0.185405j -5.2542e-13+0.294581j -9.12031e-14-0.00660532j -4.59011e-16-0.0167124j -5.00612e-16+0.0309154j -4.92879e-17-0.0230805j -1.21421e-15-0.0153875j -9.66479e-16+0.00346345j -1.63443e-15+0.00026202j 2.15651e-16+0.0105405j 3.56558e-16-0.0101032j -2.61339e-16-0.00366026j -3.5665e-16+0.0146483j -5.1062e-16+0.00368119j 2.48264e-15+0.00889436j 6.19642e-17+0.000714575j -4.40612e-16-0.00093614j 1.75758e-16+0.000710812j 4.17887e-16+0.0080272j 4.76079e-16+0.000379795j 7.54619e-16+0.000455327j -7.74393e-14+0.00137471j -4.73073e-16+0.0143193j -1.26347e-15+0.00179576j 1.66474e-15-0.00349584j -2.13615e-16+0.00366088j -1.78691e-17-0.000433597j 8.00147e-17-0.00419461j 1.53786e-16+0.00247182j 7.11603e-17-0.00656411j -1.25487e-17-0.000209644j -3.30871e-16+0.0201824j -4.33456e-16-0.00389725j -2.67329e-16+0.0179947j -1.75371e-16+0.00626278j 7.91068e-17+0.00529626j 3.53707e-16-0.0022377j -5.74522e-16-0.026061j 3.3209e-16+0.0270025j -8.47501e-17+0.00483055j -4.40416e-16+0.0430017j 1.11566e-15+0.0126902j -1.52142e-15-0.0488367j 
2.12058e-16+0.00786389j 1.14533e-16+0.0004477j -3.69559e-17+0.00351602j 3.47331e-17-0.000404297j 6.93195e-17+0.00175667j 2.10841e-16+0.00225008j -1.55997e-16-0.00180206j -3.65142e-17-0.000188333j -2.40778e-16-0.000786847j 1.76768e-15+0.00316279j 2.92891e-17+0.000808703j -4.75466e-17-0.00123846j 4.25493e-16+0.00149061j 5.24268e-17+7.04626e-05j 6.30051e-17-0.000700871j 4.3355e-17-0.000390304j 7.20415e-16-0.000153858j 3.95257e-16+0.00188045j 1.20002e-16+0.00115153j -5.36845e-17-0.000439572j -3.13589e-16-0.000749151j -2.10973e-17-0.000961417j 6.38514e-17-0.000307214j -2.34168e-16-0.000766446j -7.51097e-18+0.000452484j -3.2768e-18+0.0008557j 2.75422e-17+0.000968628j 6.92859e-17-0.00133569j 3.98018e-15+0.000394276j -1.11622e-14-0.00551294j -8.42088e-15+0.00446809j -1.40406e-15+0.00116918j 4.95786e-17+0.000317755j -4.74891e-17+0.00287384j -5.95749e-17-0.00186118j -1.31067e-17-0.00342659j -1.09144e-17+0.00644913j -1.16662e-16+0.000329128j -1.0856e-16+0.0060081j 8.4662e-17-0.00120817j -4.58187e-17+0.00395206j -2.23873e-17+0.00231787j 1.71365e-16-0.00405293j 8.19233e-17-0.00154264j -8.85461e-16-0.00633531j -1.36545e-15+0.00696803j -7.31039e-17-0.000677764j -2.60512e-16-0.00714831j -3.65091e-16+0.00125765j -2.00673e-16-0.000848825j 5.32192e-15-9.57695e-05j 3.00711e-17-0.000771944j 1.65871e-16-0.000303909j -2.06125e-16+0.00145628j 1.09208e-17-0.00602888j 2.0377e-16+0.000259946j 1.02965e-17+0.00822439j -2.52192e-16-0.00457166j -5.13292e-16-0.00207345j -4.05607e-16-0.00421133j 2.80645e-17-0.00343721j -3.83241e-17+0.00287158j 2.37227e-17-0.0044352j 4.14213e-17-0.00499725j -1.10574e-16-0.00157371j -3.80036e-17+0.00496883j -4.79092e-17+0.00596175j 2.93668e-17-0.002462j -5.47101e-17-0.00131949j 5.65993e-17-0.00511241j -2.22712e-16-0.00175669j 2.1996e-16+0.00942935j 
3.62225e-17+0.00228991j 4.30474e-17+0.000691049j -1.90222e-17+0.00108102j 4.4277e-18-0.00105986j 4.61908e-18+0.000268776j 4.19976e-17+0.000576607j -2.45981e-17-0.000148205j -9.92875e-18-0.000563272j -6.22624e-17-0.000148675j 4.82192e-16+0.000876135j 1.5903e-17+0.000177092j -7.77623e-18-0.000120862j 1.49245e-16+0.000506551j 1.1902e-17-7.42182e-05j 1.33811e-17-0.000287914j 1.40885e-17-0.000121569j 4.85943e-16-0.00010131j 1.17309e-16+0.000521964j 5.47827e-17+0.000150044j -2.06064e-17-0.000196124j -1.23792e-16-0.000275233j -8.24254e-18-5.20811e-05j 3.30146e-17+0.000126554j 2.43427e-17+1.97973e-05j 7.58537e-18+0.000477546j -8.67327e-18-0.000195207j -7.14031e-18+9.92443e-05j 4.2822e-17-0.000921288j 1.21213e-15+3.27039e-05j -3.38183e-15-0.00170985j -2.5927e-15+0.00149417j -4.41175e-16-0.000429556j -1.11278e-17-0.00147284j -8.2792e-18+0.00181464j 1.42056e-17+0.00100279j 2.61006e-17-0.00052893j -4.33944e-17+0.00201826j -6.26767e-18+0.00346268j -6.81471e-17+0.00230873j 2.2261e-17-0.00195056j -1.80763e-17+0.000445245j -2.15635e-17+0.00090084j -1.79155e-16-0.00322554j 9.16975e-16+0.001979j -5.71478e-17+0.000668181j -7.22488e-16+0.00291649j 2.60996e-17-0.000862656j -3.12713e-18-0.00226587j 1.23551e-17+0.00150808j 1.82572e-16+0.00112606j -1.93514e-13+0.00343916j -6.97684e-17-0.00225315j 4.8684e-16-0.00111997j 6.72677e-17-0.000769737j -2.77179e-17-0.00173786j 6.12247e-17+0.00110439j 1.05401e-16+0.00210465j -1.83791e-16-0.00423412j -3.17027e-16-0.00279102j -1.07934e-16+0.000305014j 2.27467e-17-0.00140055j -2.62817e-17+0.00131835j 1.91723e-17+6.47581e-05j 3.1915e-17-0.00186436j 1.5627e-17+0.00308505j -2.50875e-17+0.00207468j -3.92463e-17+0.00232561j 1.00833e-17-0.00143882j 1.2022e-17+0.00175374j 3.48725e-17-0.00176103j -4.62864e-17+0.000199672j 1.76437e-17+0.00315607j 
-1.10017e-16-0.00268715j -5.56092e-17-0.000944754j 9.57939e-18-0.00165281j 5.86859e-19+0.00140406j -1.53924e-17-0.000708723j -7.41529e-17-0.001013j 5.16249e-17+0.00018787j 1.29548e-17+0.000705084j 1.28492e-16+0.000306033j -9.61471e-16-0.00173569j -5.64867e-17-0.000200984j 2.28899e-17+0.000492211j -2.54772e-16-0.000899326j -2.57432e-17+0.000230928j -1.91834e-17+0.000491077j -1.55646e-17+4.63041e-05j -1.05472e-15+0.00021953j -2.80049e-16-0.0012058j -8.7718e-17-0.000695476j 4.76737e-17+0.000453567j 2.27971e-16+0.000490559j 1.50193e-17+0.000438027j -5.22319e-17-0.000520509j 5.41705e-17+0.000330847j -2.71193e-17-0.000425401j 1.28981e-17+3.86467e-05j -1.19877e-17+0.000354268j -7.66278e-17+0.0014187j -1.50621e-15+0.000106183j 4.22885e-15+0.00216799j 1.50011e-15-0.000960738j 2.52563e-16+0.000691209j 1.36611e-17+0.00200764j -2.49571e-17-0.00211993j -7.5727e-19-0.00160715j -1.28155e-18+0.000341394j -1.17011e-17-0.00209303j -2.68401e-18-0.00469353j 1.97282e-17-0.00251937j -1.11526e-17+0.00251888j -2.34098e-17-0.000214198j 1.42579e-18-0.000963349j 2.98682e-16+0.00399988j -1.21733e-15-0.00283972j 6.04394e-17-0.00155429j 7.75525e-16-0.00327599j -3.71046e-17+0.00111043j 5.2866e-17+0.00238445j -6.36376e-17-0.00193039j -2.56066e-16-0.00162265j 2.64586e-13-0.00470223j 9.97851e-17+0.00302816j -6.49761e-16+0.00150201j -1.26979e-16+0.00119142j 1.0168e-16+0.00176801j -6.33189e-17-0.00148231j -2.29534e-16-0.0020469j 2.67018e-16+0.00532161j 3.98237e-16+0.00358596j 1.53886e-16-0.000844668j 4.82464e-18+0.00160583j 2.23987e-18-0.00151649j 2.40054e-17-0.000500747j 1.14363e-17+0.00205104j -8.28877e-18-0.00436058j -1.95468e-17-0.00233253j -1.19204e-17-0.00262483j 1.21551e-17+0.00177162j -3.83507e-18-0.00251813j 7.11646e-18+0.00197627j 6.20546e-17-0.000424116j -9.95462e-17-0.00345475j 
1.60882e-19-5.13311e-05j -5.34257e-17+0.00015212j -1.06267e-17-3.23152e-06j 9.04321e-17-0.000257202j 1.33412e-17-7.38352e-05j -2.63341e-18-3.26769e-05j -3.09724e-17+0.000114791j 4.94967e-17-0.000138549j -2.99385e-18+2.57922e-05j -2.13535e-17-2.54718e-05j 8.72305e-18-2.13519e-05j -1.60833e-17+7.00872e-05j -5.80734e-18+1.33498e-05j 1.05051e-17-2.79352e-05j 8.26715e-18-2.00097e-05j -1.22728e-18+1.39495e-06j 8.30904e-17-1.55404e-05j -6.63487e-18-1.30355e-05j 1.45429e-17-5.28053e-05j 8.74453e-18-1.81533e-05j -6.6342e-20-1.25192e-05j -1.6527e-17+6.47407e-05j -2.37986e-17+6.51172e-05j 8.32737e-18+6.78475e-05j -2.72238e-17+9.03708e-05j 3.77463e-17-0.000125341j 2.25923e-17-6.13787e-05j 6.14316e-17-0.000140707j 2.38265e-19-2.65957e-05j 4.14187e-17+5.64266e-06j 3.27348e-17+1.53863e-05j 8.10069e-17-0.000220594j 1.47199e-16-0.000433941j -8.80259e-17+0.000249065j -1.47906e-16+0.000439962j -4.50841e-17+0.000153785j -1.23884e-17-6.54971e-06j -3.2343e-16+0.000927034j -5.26648e-17+0.000112009j 1.53961e-16-0.000432608j 7.61388e-17-0.000222378j -2.13041e-17+4.57774e-05j 1.30005e-16-0.000536252j 3.43089e-18+0.000680873j -1.98724e-16+0.000738049j -1.54456e-16+0.00019614j 7.80358e-17-0.000178907j 2.67271e-17-9.53035e-07j -7.50662e-17+0.000306365j -6.93387e-17+0.000384994j -5.42216e-14+0.000957649j 1.77554e-16-0.000554798j 2.2129e-16-0.000282627j 1.57118e-16-0.000339653j -2.17482e-17+4.70666e-05j -1.02039e-16+0.000282138j 7.24406e-17-0.000137668j 2.49391e-16-0.000769292j 1.69178e-16-0.000589064j -1.53678e-16+0.000452216j 3.75056e-17-8.66757e-05j -4.61767e-17+0.000113051j -1.38543e-16+0.000405053j 3.62891e-17-7.80614e-05j -3.38837e-16+0.000988971j -5.61999e-17+0.000138509j -5.44606e-17+0.000121539j 6.78399e-17-0.000182613j -2.05424e-16+0.000599283j 2.34525e-17-4.02997e-05j -6.64675e-17+0.000208345j -3.86706e-17+4.82552e-05j 
9.16874e-17+0.00273456j 4.37889e-17-0.000378632j -1.4076e-17+0.00205041j -5.98382e-18+0.000910844j 6.66612e-17+0.00191642j 1.41558e-16+0.00170271j -9.70291e-17-0.00123264j -2.0501e-17+0.000602937j -2.21396e-16-0.000709181j 1.60009e-15+0.00285238j 6.92502e-17+0.00035379j -6.15658e-17-0.00162946j 2.94173e-16+0.00113388j 3.53362e-17-0.000173786j 3.87011e-17-0.000480937j 2.86873e-17+0.000105687j 9.77247e-16-0.000207132j 4.85996e-16+0.00210518j 8.88922e-17+0.00191869j -7.86858e-17-0.000581077j -2.55625e-16-0.00057259j -2.89203e-17-0.00157818j 7.6549e-17+0.000450123j -4.33396e-16-0.00147901j 5.13607e-18-0.000689983j -7.72705e-19+0.00142683j 1.25097e-17-0.00050565j 4.71359e-17-0.00045833j 1.47921e-15-8.21248e-05j -4.19012e-15-0.00214258j 7.79871e-16-0.000626879j 1.41546e-16+0.0011324j 9.10469e-18+0.00182679j -2.42899e-18-0.000510663j -1.11092e-17-0.00197245j -1.06875e-17-0.00123991j 3.23157e-17+0.00137366j 1.86674e-17-0.00350692j 8.53462e-18+0.000786613j -8.45198e-18+0.00146442j -2.8404e-17+0.00171368j 1.11537e-17+0.000239188j 2.55398e-16+0.00119066j -8.90786e-16-0.00299844j -3.59037e-16-0.0041922j 2.31931e-17+0.000724489j -8.07279e-17+0.000542756j -1.28462e-16-0.00155191j -1.95733e-16-0.000917085j -2.78313e-16-0.00166697j 2.09391e-13-0.00372072j 5.34024e-17+0.00190256j -4.41159e-16+0.0010164j -2.20906e-16+0.00163641j 5.14009e-17-0.00147752j 6.70889e-17-0.00103082j -1.32612e-16+0.00229479j 8.31084e-18+0.00198575j 1.6008e-17+0.00186634j -6.63116e-17-0.00263513j -7.43871e-18-0.000497601j 1.21146e-17+0.000192354j 3.18784e-17-0.00259423j -6.77498e-18-0.000789765j -1.88743e-18-0.00417477j 4.91188e-18+0.000529927j 1.65972e-17+0.000928163j -5.66005e-18+4.39417e-05j 4.217e-18-0.00261561j 1.99259e-18-0.00114863j -6.01652e-17-0.00124089j 9.6338e-17+0.00206245j 
3.80869e-16-0.000297861j 1.0556e-17-1.09699e-06j 1.00169e-16-2.42149e-05j -2.17229e-17+7.35267e-06j 2.008e-18+5.72978e-05j 4.00844e-17+1.54076e-05j -7.13502e-17+4.88359e-05j -1.57829e-17+1.51274e-05j -1.69813e-17-1.15889e-05j 6.3548e-17+8.69713e-05j 4.68381e-17-3.02241e-05j 1.26145e-17-6.43675e-05j 2.11009e-17+2.88898e-05j 2.87065e-17-4.04596e-05j -8.05797e-18-1.44066e-05j -3.85056e-17+4.30148e-05j 1.11545e-16-2.10152e-05j 2.65508e-18+0.000101659j -4.75151e-17+0.000114389j 1.43956e-17-4.52788e-05j -1.63614e-17-1.783e-05j 3.19349e-17-8.20591e-05j -7.60785e-17+0.000110559j 1.90742e-17-8.34479e-05j 6.25586e-17-7.03594e-05j -9.96398e-18+4.08925e-05j 1.32921e-16-0.000165563j -1.23639e-17-2.54445e-05j -8.58103e-17-5.34508e-05j 1.21392e-16+0.000166298j 1.13484e-15-0.000406704j 1.96506e-16-6.70368e-05j 1.62311e-17-2.89953e-05j 1.79089e-16-0.000151542j -1.22036e-16+0.000132062j -2.06945e-16+0.000191533j 3.78117e-16-0.000329759j 1.10411e-17+3.25397e-05j 3.57682e-16-0.000305402j -7.19481e-17+4.44584e-05j 2.35068e-16-0.000210167j 1.4163e-16-0.000124179j -2.37529e-16+0.000174844j -9.02815e-17+0.000109114j -3.3333e-16+0.000360402j 4.6785e-16-0.000342591j -3.18748e-17+2.44252e-05j -3.99261e-16+0.00035779j 8.84329e-17-4.77302e-05j -4.24508e-17+6.33143e-05j -3.11503e-15+5.50514e-05j -3.20669e-17+8.2171e-07j -1.34536e-17-7.40753e-07j 1.00558e-16-8.98596e-05j -3.51643e-16+0.000306219j -1.62277e-19+2.10981e-06j 4.81e-16-0.000422139j -2.41357e-16+0.000189492j -8.9964e-17+7.78608e-05j -2.32351e-16+0.000237947j -1.91518e-16+0.00015743j 1.65888e-16-0.000137312j -2.58761e-16+0.000235624j -2.89135e-16+0.000245601j -9.99083e-17+0.000129318j 2.87942e-16-0.000243407j 3.37073e-16-0.000280081j -1.30858e-16+9.86407e-05j -8.1757e-17+9.5935e-05j -2.81766e-16+0.000230912j -8.96567e-17+9.24654e-05j 5.17537e-16-0.000445986j 
-3.65048e-18+0.00218463j 3.79497e-17-9.94023e-06j -2.45817e-17+0.00102961j -3.92061e-18+0.00012496j 2.16461e-17+0.000627183j 5.90222e-17+0.00070767j -3.06573e-17-0.000609466j -1.66402e-17+8.33471e-05j -7.5722e-17-0.00026493j 5.69115e-16+0.00101834j 3.42386e-18+0.000239928j -1.71294e-17-0.000474668j 1.24173e-16+0.000448367j 9.40165e-18+2.05056e-05j 1.9051e-17-0.000198541j 1.96886e-17-8.88944e-05j 2.05601e-16-4.48542e-05j 1.41096e-16+0.000636149j 4.07086e-17+0.000465474j -2.38449e-17-0.000142989j -9.30859e-17-0.000222083j -1.0164e-17-0.000399109j 3.83204e-17-7.95618e-05j -1.10814e-16-0.000345112j -8.12668e-18+3.81545e-06j -5.01666e-18+0.000397402j -1.75013e-17+0.000236205j 1.02063e-17-0.000281336j 1.09427e-15+0.000106765j -3.0615e-15-0.00153101j -2.10203e-15+0.00104442j -3.62975e-16+0.000508664j -1.3479e-17+0.0004802j -2.72001e-17+0.000520526j 2.85549e-17-0.000876022j 3.62786e-17-0.00103419j -5.8092e-17+0.00170254j 2.62376e-17-0.000746244j -7.33076e-17+0.00147707j 4.81772e-18+7.45772e-05j -6.66002e-17+0.00124181j -2.32693e-17+0.000563291j 1.04683e-16-0.000586865j -1.3614e-16-0.0010214j -1.71413e-16-0.00233139j -3.43039e-16+0.00165884j -3.77584e-17-1.80191e-05j -1.73665e-17-0.0018845j -1.18461e-16+5.57619e-05j -7.7732e-17-0.000569535j 4.99047e-14-0.000886069j -5.87106e-18+0.000289404j -8.11415e-17+0.000173158j -1.26757e-16+0.000689964j 7.4338e-17-0.00163114j 7.2369e-17-0.00018484j -1.1487e-16+0.00229082j -5.07993e-17-0.00051361j -1.18266e-16-1.41186e-05j -3.67639e-17-0.001515j 3.07075e-17-0.000835245j -2.67357e-17+0.000656086j 7.59537e-17-0.00153888j 5.03216e-17-0.00124815j 4.54365e-17-0.00130492j -4.656e-17+0.00118475j -5.54057e-17+0.00147099j 1.67526e-17-0.000495023j 3.46982e-17-0.000887722j 5.58823e-17-0.00132714j -3.33179e-17-0.000654792j -1.59298e-17+0.00245898j 
4.62738e-17+0.0019889j 2.41557e-17+0.000198113j -1.83568e-17+0.00139586j 1.75261e-17-0.000158184j 3.52449e-17+0.00101384j 7.92087e-17+0.00103431j -5.81394e-17-0.000538266j -9.65425e-19-2.08053e-05j -1.34651e-16-0.000389393j 9.79488e-16+0.00175817j 4.72446e-17+0.000205245j -3.77512e-17-0.000824578j 2.04864e-16+0.00077438j 2.3333e-17-0.000159392j 2.44912e-17-0.000368926j 1.9508e-17+3.20841e-05j 7.84406e-16-0.000164571j 2.96813e-16+0.00127705j 7.32648e-17+0.00102046j -4.85066e-17-0.000399821j -1.8251e-16-0.000404961j -2.30811e-17-0.000788139j 5.03664e-17+0.000385537j -1.9865e-16-0.000710709j 1.48982e-18-0.000125464j 3.93941e-18+0.000547498j 4.12873e-18-0.000356525j 5.98847e-17-0.000701273j 1.09942e-15-8.06082e-05j -3.08495e-15-0.00159364j -1.35584e-16+3.23973e-05j -3.03783e-18+0.000174635j 2.83586e-17-2.98794e-05j -2.332e-17+0.000548535j -2.59797e-17-0.000153973j 1.73826e-18-0.000570766j -1.23894e-17+0.00123737j -5.88653e-17+0.000359922j -3.90251e-17+0.00116977j 3.70095e-17-0.000343857j -4.07063e-18+0.000704784j -1.03388e-17+0.000422005j 4.50968e-17-0.000967355j 5.81637e-17-0.000106076j -1.76715e-16-0.000992927j -3.08606e-16+0.00141533j -9.60862e-19-0.000190618j -3.38057e-17-0.00140791j -7.69389e-17+0.000340672j -3.58996e-17-4.24247e-05j -1.60494e-14+0.00028425j 2.70615e-17-0.000367969j 8.77344e-17-0.000154501j -1.93447e-17+0.000183273j 6.90144e-18-0.00116325j 2.57146e-17+0.000141953j 4.75231e-18+0.00156107j -1.57661e-17-0.00113904j -8.2701e-17-0.000571658j -9.13808e-17-0.000670388j 1.67254e-17-0.000751035j -1.70308e-17+0.000603577j -5.84497e-18-0.000780652j 2.13602e-17-0.00101089j -6.08354e-17-3.18157e-06j -2.3494e-17+0.00101329j -2.43055e-17+0.00126798j 1.68724e-17-0.000612247j -3.36778e-17-7.74177e-05j 2.30776e-17-0.00112562j -5.12949e-17-0.000309682j 2.61131e-17+0.00198105j 
1.06369e-16+0.000464643j -4.17152e-18+0.000305858j 1.23926e-17+0.000666409j 2.59333e-17-0.000418483j 1.86616e-17+0.000506595j 4.03763e-17+0.000505967j -4.78157e-17-3.93459e-05j 1.30932e-17-0.000174825j -7.94886e-17-0.000181395j 5.55369e-16+0.00099821j 5.14314e-17+2.69336e-05j -2.30589e-17-0.000426798j 1.20095e-16+0.000458011j 2.15129e-17-0.000183749j 9.87624e-18-0.000237798j -5.31917e-19+8.7024e-05j 6.68982e-16-0.000138414j 1.85751e-16+0.000794062j 3.96663e-17+0.000629902j -2.70398e-17-0.000300369j -1.19267e-16-0.000251404j -1.19914e-17-0.000443852j 9.0219e-18+0.000461426j -9.37839e-17-0.000402489j 1.50107e-17-5.34216e-05j 8.6313e-18+0.000173242j 3.77542e-17-0.000529592j 5.85908e-17-0.000588564j 3.50156e-16-0.000162663j -9.99728e-16-0.00053635j 1.27964e-15-0.000613274j 2.48574e-16-0.000318525j 5.23533e-17-0.00065181j 1.49439e-17+0.000375155j -7.66231e-17+0.000731435j -5.69234e-17+0.000225467j 8.0226e-17+9.25046e-05j -1.06824e-16+0.00149594j 5.64547e-17+0.000258371j 3.9088e-17-0.000692081j 8.62554e-17-0.000280453j 2.34537e-17+7.81103e-05j -8.46834e-17-0.000941393j 2.75806e-16+0.00104675j -1.10434e-16+0.00107574j -7.63262e-17+0.000438126j 3.48881e-17-0.000301161j -7.39268e-17-0.000144552j 2.5707e-17+0.000513516j 3.86772e-17+0.000603385j -8.65026e-14+0.00153513j 3.30529e-17-0.000940349j 2.33356e-16-0.000464142j 1.18724e-16-0.000512586j -1.07456e-16-3.73793e-05j -3.28802e-17+0.000459287j 1.8419e-16-6.90926e-05j -1.19103e-17-0.0013222j -2.78945e-17-0.000967245j -1.21691e-16+0.000655j -2.86083e-17-0.000247795j 2.01995e-17+0.000240897j -1.12215e-16+0.000531084j -5.22395e-17-0.000227104j -1.37858e-16+0.00155044j 4.61671e-17+0.000314054j 5.74555e-17+0.000361763j -7.76289e-18-0.000401791j -8.87604e-17+0.000929256j -5.46876e-17-0.000257565j -4.86886e-17+0.000273898j 1.10193e-16+0.000359127j 
1.225e-17+0.00248363j 5.75138e-17+0.000171507j -2.24658e-17+0.00120421j -2.47219e-17-0.000162496j 1.68439e-17+0.000652186j 6.37944e-17+0.000793309j -2.66665e-17-0.000574323j -2.88642e-17-6.78824e-05j -8.53314e-17-0.000281078j 6.5462e-16+0.00117224j 8.90855e-18+0.000254014j -1.38582e-17-0.000478j 1.5537e-16+0.000545041j 9.66042e-18-1.2496e-05j 1.79488e-17-0.000258451j 2.07547e-17-9.96545e-05j 3.4009e-16-7.29542e-05j 1.66542e-16+0.00073919j 4.86462e-17+0.000491647j -3.02889e-17-0.000193177j -1.21224e-16-0.000277339j -7.4241e-18-0.000396938j 4.89027e-17-7.01635e-06j -9.44122e-17-0.000329845j 3.76993e-18+0.000108252j -1.62219e-17+0.000318936j -2.07763e-17+0.000191595j 8.57369e-18-0.000501953j 1.26496e-15+8.95359e-05j -3.54859e-15-0.00178017j -2.34874e-15+0.00121629j -4.22397e-16+0.000327086j -5.08827e-17+3.93679e-05j -5.61365e-19+0.000900718j 6.32928e-17-0.000489752j 4.68688e-17-0.00101607j -5.33082e-17+0.00196877j 1.00582e-16+0.000242327j -6.32689e-17+0.00184843j -2.86253e-17-0.000430328j -7.56966e-17+0.00117605j -1.86117e-17+0.000708042j -6.53132e-18-0.00132297j 1.72467e-16-0.000372011j -1.05886e-16-0.00182421j -4.51926e-16+0.00216069j -4.17585e-17-0.00023494j -2.44344e-17-0.0021896j -7.06352e-17+0.000431155j 1.15962e-17-0.000200822j -6.43534e-15+0.000116541j -7.08914e-17-0.000328269j 3.02009e-17-0.000137079j -1.18824e-16+0.000395033j 5.33099e-17-0.00183777j 1.01834e-16+0.000122861j -7.32679e-17+0.00249538j -1.61312e-16-0.00151658j -2.34509e-16-0.000720619j -2.54259e-17-0.00121814j 2.0584e-17-0.00107447j -1.63661e-17+0.000897178j 9.90717e-17-0.00130319j 3.85073e-17-0.00154288j 1.25225e-16-0.000332511j -2.84683e-17+0.00154137j -3.97128e-17+0.00185461j -1.69849e-18-0.000794532j 8.22442e-17-0.000314179j 4.71612e-17-0.00159127j -2.48391e-17-0.000511709j 6.63081e-18+0.00291523j 
4.25406e-17-0.000116521j -1.42874e-18+0.000210013j 8.00423e-18+0.000195198j 3.31836e-18-0.000318836j 3.10243e-18+0.000154377j 8.77806e-18+0.000152078j -1.21434e-17+0.000109106j 4.37436e-18-0.000146722j -2.90973e-17-4.88689e-05j 2.06245e-16+0.000372258j 2.59964e-17-3.02271e-05j -7.57731e-18-0.000136685j 4.75348e-17+0.000180682j 7.47242e-18-0.00011131j 7.96724e-19-0.000102949j -2.00633e-18+6.24217e-05j 3.51337e-16-7.25157e-05j 7.99413e-17+0.000326463j 1.68796e-17+0.000253831j -1.3162e-17-0.000145689j -5.28335e-17-0.000104506j -4.15935e-18-0.00015978j 5.88372e-18+0.000282733j -2.52063e-17-0.00014515j 1.20874e-17-5.26843e-06j 2.609e-19-4.22684e-06j 1.44556e-17-0.000344512j 2.55639e-17-0.000313833j 7.01471e-18-0.000113501j -3.01178e-17-4.16933e-05j 1.03795e-15-0.00050124j 1.83691e-16-0.000316889j 8.66595e-18-0.000552244j 1.86457e-17+0.000187649j -2.00891e-17+0.000661954j -2.11168e-17+0.00033365j 3.80527e-17-0.000229006j -1.85715e-17+0.00119067j 3.41119e-17-6.94188e-05j 2.86046e-18-0.000507706j 4.03261e-17-0.000416185j 1.30824e-17-3.6798e-05j -9.79235e-17-0.000564133j 2.73457e-16+0.000923336j 2.97758e-17+0.00116842j -1.13589e-17+2.19669e-05j 2.19704e-17-0.000210159j -1.85984e-17+0.000228222j 5.46299e-17+0.000354616j 7.14055e-17+0.000527074j -6.99826e-14+0.00124321j -1.1109e-17-0.000711558j 1.6089e-16-0.000358545j 7.73098e-17-0.000484808j -5.99508e-17+0.000258473j -1.75923e-17+0.000357666j 1.05618e-16-0.000448862j -3.27758e-17-0.000847393j -3.0506e-17-0.000686036j -3.05011e-17+0.000727771j -1.75694e-17-2.26355e-05j 1.4274e-17+5.52578e-05j -4.6435e-17+0.000651168j -2.97915e-17+5.8371e-05j -3.0917e-17+0.00132841j 2.90345e-17+1.58855e-05j 3.36346e-17-9.35763e-06j -1.11939e-17-0.000188317j -2.22097e-17+0.000815189j -3.08808e-17+6.48697e-05j -6.81235e-18+0.000313024j 4.45688e-17-0.000191881j 
