-5.74766e-15-0.169402j -3.15067e-15-0.0220258j 2.4412e-15-0.251588j 4.23868e-16-0.000883047j -7.37079e-15-0.245055j -1.44059e-14-0.214022j 9.46631e-15+0.0794145j 3.16527e-16-0.0211081j 3.1095e-14+0.0861949j -2.26121e-13-0.405492j -1.4408e-14-0.0194803j 9.27274e-15+0.213395j -4.31112e-14-0.169188j -4.47548e-15+0.0576781j -3.98904e-15+0.0796991j -3.61508e-15-0.0376965j -2.17862e-13+0.0456195j -7.75326e-14-0.3223j -1.61307e-14-0.286218j 1.35372e-14+0.108559j 4.23335e-14+0.0899208j 5.57944e-15+0.218849j -1.34927e-14-0.149101j 5.56404e-14+0.205258j -2.62794e-15+0.085083j 7.91353e-17-0.148286j 7.6528e-18+0.184361j -1.29474e-14+0.139703j -1.16512e-13+0.0521857j 3.30616e-13+0.185405j -5.2542e-13+0.294581j -9.12031e-14-0.00660532j -4.59011e-16-0.0167124j -5.00612e-16+0.0309154j -4.92879e-17-0.0230805j -1.21421e-15-0.0153875j -9.66479e-16+0.00346345j -1.63443e-15+0.00026202j 2.15651e-16+0.0105405j 3.56558e-16-0.0101032j -2.61339e-16-0.00366026j -3.5665e-16+0.0146483j -5.1062e-16+0.00368119j 2.48264e-15+0.00889436j 6.19642e-17+0.000714575j -4.40612e-16-0.00093614j 1.75758e-16+0.000710812j 4.17887e-16+0.0080272j 4.76079e-16+0.000379795j 7.54619e-16+0.000455327j -7.74393e-14+0.00137471j -4.73073e-16+0.0143193j -1.26347e-15+0.00179576j 1.66474e-15-0.00349584j -2.13615e-16+0.00366088j -1.78691e-17-0.000433597j 8.00147e-17-0.00419461j 1.53786e-16+0.00247182j 7.11603e-17-0.00656411j -1.25487e-17-0.000209644j -3.30871e-16+0.0201824j -4.33456e-16-0.00389725j -2.67329e-16+0.0179947j -1.75371e-16+0.00626278j 7.91068e-17+0.00529626j 3.53707e-16-0.0022377j -5.74522e-16-0.026061j 3.3209e-16+0.0270025j -8.47501e-17+0.00483055j -4.40416e-16+0.0430017j 1.11566e-15+0.0126902j -1.52142e-15-0.0488367j 
-2.07002e-17-0.000153255j -1.263e-17-1.37965e-05j -8.35072e-18+0.000190347j 1.59291e-17+6.15634e-05j 1.1285e-17+0.000283789j 9.79203e-18+0.000205404j -9.86951e-18-4.09538e-05j 1.13897e-17+6.23392e-05j -3.47109e-17-9.09121e-05j 2.44532e-16+0.000441466j 1.86791e-17-1.02565e-05j -1.57406e-17-0.00026331j 3.82252e-17+0.000171577j 4.70503e-18-8.53575e-05j 5.1261e-18-7.88127e-05j 4.89675e-18+7.64364e-05j 2.7577e-16-5.74907e-05j 9.49398e-17+0.000383092j 2.15053e-17+0.000373702j -1.63656e-17-0.000135804j -4.36579e-17-9.26324e-05j -1.19194e-17-0.000285182j 1.54368e-17+0.000228303j -7.98926e-17-0.000275662j -4.9296e-18-0.000164184j 8.27884e-18+0.00019485j -3.07275e-18-0.000316137j 2.58798e-17-0.0001165j -3.45069e-17-9.44002e-05j 1.03519e-16+1.27938e-05j 1.19959e-15-0.000675831j 2.19851e-16-1.81631e-05j 2.67544e-17+7.39858e-05j -2.31736e-17-0.000234843j -2.04264e-17+6.54751e-05j 2.61535e-18+0.000179685j -1.69531e-17-0.000343109j -5.42722e-17-0.000158255j -2.02529e-17-0.000348446j 2.75365e-17+0.000144139j 4.64342e-18-0.000168537j -8.47079e-18-0.000150574j 4.96388e-17+0.000288839j -8.48299e-17-3.54104e-05j 9.57945e-18+0.000219987j 4.90933e-17-0.000394563j 1.53855e-17+6.16904e-05j 3.29555e-17+0.000363882j -1.09611e-17-0.000113118j -2.32323e-17-1.44438e-05j 7.94317e-15-0.000142223j 4.09026e-17+0.000103372j -5.62354e-18+5.61534e-05j 2.02859e-17-1.98294e-05j 1.755e-17+0.000304269j -2.97889e-17-5.57971e-05j -2.26678e-17-0.000405125j 8.24055e-17+0.000353239j 7.86285e-17+0.000208069j 4.69865e-18+0.000153076j 1.4942e-17+0.000163737j -1.34098e-17-0.000162259j -1.36213e-17+0.000144884j 1.8557e-17+0.000265149j -5.59025e-17-7.51368e-05j -2.31609e-17-0.000278815j -2.25224e-17-0.000292951j 1.74024e-17+0.000116874j -3.31039e-17-2.87153e-05j 1.5519e-17+0.000210767j 9.48721e-19+4.18371e-05j -4.01516e-17-0.000430168j 
-4.27252e-17-0.00138026j -2.43175e-17-0.000190501j 1.01517e-17-0.00107673j -5.53437e-19+0.000180991j -2.47772e-17-0.000805587j -6.01787e-17-0.000808698j 4.06941e-17+0.000366694j 6.13022e-18+4.11206e-05j 1.07722e-16+0.000304373j -7.88673e-16-0.00141479j -4.20967e-17-0.000138884j 2.81265e-17+0.000662438j -1.6587e-16-0.000623897j -1.75947e-17+0.000153139j -1.68368e-17+0.00030084j -1.41029e-17-4.87208e-05j -6.85429e-16+0.000143686j -2.46568e-16-0.00104981j -5.76962e-17-0.000846728j 4.17474e-17+0.000341273j 1.5123e-16+0.000329063j 1.63639e-17+0.000644835j -4.34873e-17-0.000376711j 1.56853e-16+0.000584348j -8.67047e-18+0.000114605j 2.46811e-18-0.000420034j -2.88006e-18+0.000382969j -4.36853e-17+0.000595302j -7.85753e-16+9.83063e-05j 2.21347e-15+0.00115366j -3.22572e-16+0.0001915j -6.0646e-17-4.74591e-05j -1.43294e-18+0.000142628j -5.77024e-19-0.000405874j 2.1548e-18-5.62902e-05j -3.27019e-18+0.000305421j -1.52091e-18-0.000786465j 7.53016e-19-0.000520101j 1.24859e-17-0.000775147j -5.47104e-18+0.000347809j 2.94354e-18-0.000383662j 1.40032e-18-0.000273331j 1.74222e-17+0.000789018j -1.33246e-16-0.000138767j 8.00992e-17+0.000404283j 2.0184e-16-0.000966924j 4.03157e-18+0.000178392j 2.8725e-17+0.000906308j 2.53706e-17-0.000313418j -9.57733e-18-9.30578e-05j 2.70361e-14-0.000480488j 9.90987e-18+0.000419467j -8.41217e-17+0.000188569j 1.12621e-17-1.34213e-05j 8.0018e-18+0.000731646j -2.6518e-17-0.00017939j -2.27233e-17-0.000958006j 5.47881e-17+0.000970838j 9.08964e-17+0.000545028j 4.89242e-17+0.000286874j -2.72621e-18+0.000522147j 2.37304e-18-0.000424134j -3.29902e-18+0.000385542j -3.16612e-18+0.000675322j 2.99509e-18-0.000303645j 2.06802e-18-0.000692815j 1.78353e-18-0.00086788j 2.13347e-19+0.000468475j 4.79758e-19-0.000134543j -5.77897e-18+0.000763921j 2.74905e-17+0.000142114j -3.25965e-17-0.00131759j 
4.7972e-17+0.00118659j 2.41582e-17+0.000317111j -7.09197e-18+0.0010095j -1.99163e-18-0.000401381j 1.96043e-17+0.000709215j 5.23724e-17+0.000739089j -3.53339e-17-0.00023137j -5.48491e-18-0.000160182j -1.01139e-16-0.000267411j 7.43531e-16+0.0013362j 4.53267e-17+0.000104734j -2.51572e-17-0.000578935j 1.63247e-16+0.000609113j 1.68828e-17-0.000179872j 1.39034e-17-0.00030607j 1.18173e-17+5.78015e-05j 7.4195e-16-0.000155021j 2.38378e-16+0.00100582j 5.78624e-17+0.000780983j -4.10996e-17-0.000350146j -1.52746e-16-0.000326838j -1.51456e-17-0.000571414j 4.21615e-17+0.000441907j -1.28377e-16-0.000511744j 1.37307e-17-4.39904e-05j -4.45469e-18+0.000294132j 4.39954e-18-0.000457837j 4.74861e-17-0.00069611j 7.03679e-16-0.000129967j -1.9839e-15-0.00104551j 5.33508e-16-0.000266188j 9.44625e-17-0.000170406j -4.29085e-18-0.000533364j 1.01332e-17+0.000571637j 7.20762e-19+0.000482219j 1.69182e-18-0.000103529j 8.13114e-18+0.000657645j 7.10902e-18+0.00133599j -3.86345e-18+0.00075981j 8.21832e-19-0.000708336j 7.50269e-18+0.000111118j 1.39787e-18+0.000269576j -8.62576e-17-0.00118737j 3.44042e-16+0.000771942j -2.65379e-17+0.000371076j -2.3007e-16+0.00100802j 8.26595e-18-0.000324145j -2.20075e-17-0.000770932j 1.513e-17+0.000561142j 7.03819e-17+0.000450683j -7.49242e-14+0.00133162j -2.99012e-17-0.000896939j 1.87435e-16-0.00043345j 2.9631e-17-0.000315542j -3.09295e-17-0.000574981j 2.1633e-17+0.000424661j 6.8352e-17+0.000679129j -8.44996e-17-0.00156596j -1.22481e-16-0.00102785j -4.8012e-17+0.000194493j -2.34778e-18-0.000533691j 1.65666e-18+0.000469682j -6.21435e-18+5.80729e-05j -5.12195e-18-0.00064933j 4.75345e-18+0.0012107j 7.379e-18+0.000720932j 7.27567e-18+0.000862268j -5.69635e-18-0.000583773j 2.77501e-18+0.000691146j -2.97741e-18-0.000702634j -2.21124e-17+7.60251e-05j 3.81881e-17+0.00118111j 
-9.37773e-18-0.000670639j -1.57613e-17-0.000169041j 9.83501e-18-0.000733488j 5.28976e-18+0.000181189j -1.63133e-17-0.000604902j -3.73241e-17-0.00057627j 2.10838e-17+0.000183544j 4.07996e-18+4.71147e-05j 8.10024e-17+0.000219303j -5.97577e-16-0.0010738j -3.59974e-17-6.33997e-05j 2.21653e-17+0.000511903j -1.2286e-16-0.000470188j -1.08394e-17+0.000153574j -1.04222e-17+0.0002304j -1.11333e-17-7.62793e-05j -5.97797e-16+0.000125151j -2.00995e-16-0.000834136j -4.67933e-17-0.000694134j 3.61311e-17+0.000288315j 1.18542e-16+0.000251802j 1.42706e-17+0.000517918j -3.99952e-17-0.000387611j 1.24863e-16+0.000475961j -8.36614e-18+0.000127384j 3.56931e-18-0.00030549j 5.46726e-18+0.000444405j -3.50121e-17+0.000476907j -4.21775e-16+0.000127253j 1.18894e-15+0.000649432j -9.51658e-16+0.000525042j -1.61649e-16+8.38042e-05j 1.00935e-17+0.000231277j -2.27941e-18-0.000197853j -1.39746e-17-0.000271776j -1.41165e-17-7.02773e-06j 1.15373e-17-0.000232492j -2.19987e-17-0.000617183j 1.44162e-17-0.000276213j 5.29638e-18+0.000304203j 9.60774e-18-1.37289e-05j 4.06503e-18-8.29154e-05j 4.0523e-17+0.000512957j -1.71808e-16-0.000364673j -2.61742e-17-0.000239465j 1.06053e-16-0.000395082j -2.97374e-18+0.000144271j -1.007e-17+0.000291454j -1.25588e-17-0.000246919j -4.28904e-17-0.000218037j 3.47746e-14-0.000618365j 2.17448e-17+0.000425849j -8.26272e-17+0.000200385j -4.36534e-18+0.000158074j -1.85837e-18+0.000207115j -1.22116e-17-0.000195136j -8.29887e-18-0.00023266j 3.87283e-17+0.000681937j 5.64914e-17+0.000447708j -7.23896e-19-0.000135751j -5.82345e-18+0.000235495j 3.53757e-18-0.000192256j -1.52392e-17-5.28906e-05j -8.60198e-18+0.000255843j -2.46149e-17-0.000573274j 6.74647e-18-0.000284601j 7.92662e-18-0.000368253j 8.48992e-19+0.0002774j -1.57931e-17-0.000329603j -9.98252e-18+0.00032347j 1.34583e-18-3.89215e-05j 4.95047e-18-0.000506663j 
-1.54281e-17-0.000877472j -2.08044e-17+5.4333e-05j 1.44885e-20-3.76149e-05j 1.10065e-17-7.02183e-05j 5.23749e-18+0.00017778j -5.22349e-18+6.40051e-05j -6.47519e-19+0.000174723j 1.45311e-17-1.83087e-06j -2.45101e-17-3.72094e-05j 1.68025e-16+0.000305579j 2.70392e-17-9.44988e-05j -1.33342e-17-0.000195633j 2.12055e-17+0.000114161j 3.17749e-18-0.000138026j -7.04222e-19-6.10567e-05j -4.0321e-19+0.000133287j 3.59358e-16-7.42597e-05j 9.04948e-17+0.000341889j 1.69959e-17+0.000360311j -1.67113e-17-0.000155948j -3.83487e-17-6.99551e-05j -1.05381e-17-0.000250752j 1.16598e-17+0.000371954j -6.31091e-17-0.000251848j 2.95814e-18-0.000188116j 6.99601e-18+9.71209e-05j 1.67524e-18-0.000538596j 2.87693e-17-0.000145433j -3.72822e-16-0.000175281j 1.04552e-15+0.000468904j 2.3205e-15-0.00124131j 4.08376e-16-0.000276792j 2.0835e-17-0.000239044j -5.28014e-18-0.000364291j -2.00799e-17+0.000552277j -6.19901e-18+0.000624954j 5.19611e-18-0.00098024j -4.0982e-17+0.000428495j 9.5667e-18-0.000866568j 1.55114e-17-2.17766e-05j 2.69705e-17-0.000702082j 1.38864e-18-0.000353724j -2.38075e-17+0.000325624j 5.94159e-17+0.000566069j 1.05256e-16+0.00133252j 1.58202e-16-0.000945049j 2.9788e-17+8.20823e-06j 4.22926e-17+0.00105902j 5.1575e-17-3.17793e-05j 3.52658e-17+0.000325514j -2.85288e-14+0.000506031j 2.42843e-17-0.000198315j 5.93934e-17-0.000103691j 7.24506e-17-0.000387525j -1.53615e-17+0.000923981j -5.10459e-17+0.000107382j 3.13553e-17-0.00129995j 7.31834e-17+0.00028573j 9.50027e-17+2.06854e-05j 2.70705e-17+0.000867301j 1.27765e-18+0.00043274j -5.22711e-19-0.000365951j -3.48543e-17+0.000840963j -2.80303e-18+0.000699119j -4.88107e-17+0.000736827j -1.5501e-18-0.000671529j 2.12095e-18-0.000782965j 5.92136e-18+0.000223165j -3.17197e-17+0.000498351j -7.12494e-18+0.000663951j 1.81391e-17+0.00034692j -3.16902e-17-0.00129776j 
-2.27707e-16-0.00100766j 2.16562e-17+5.40332e-05j -3.91291e-17-0.000438906j -6.49864e-17-0.000135337j -2.59942e-17-0.000273002j -5.433e-17-0.00030368j 8.81337e-17+0.00030565j -2.33405e-17-7.68306e-05j 4.1976e-17+0.0001167j -2.36391e-16-0.000413665j -2.63332e-17-0.000115222j 1.29645e-17+0.000206038j -4.91468e-17-0.000176392j -3.00829e-17-2.79389e-05j -1.30099e-17+7.30566e-05j 1.4542e-17+4.85105e-05j -4.74384e-17+8.42503e-06j -3.33726e-17-0.000245613j 6.55393e-18-0.000183959j -1.13892e-17+4.26411e-05j 3.08252e-17+8.45409e-05j -2.48519e-18+0.000168159j 5.49234e-17+8.25148e-05j 4.20292e-17+0.000146191j -4.04547e-18+1.05667e-05j -2.60473e-17-0.000197726j -9.2171e-17-0.000160747j -3.74169e-17+6.52309e-05j -5.2954e-16-6.69246e-05j 1.51763e-15+0.000685546j 8.65074e-16-0.000534766j 8.17156e-17-0.000302809j -1.36138e-16-0.000351666j -1.13973e-17-0.000174144j 1.92362e-16+0.000545453j 1.49178e-16+0.00053235j -1.89268e-16-0.000798713j 2.66731e-16+0.000626648j -1.32628e-16-0.000658983j -9.45475e-17-0.00016273j -1.65897e-16-0.000646693j -5.55376e-17-0.00025223j -1.0293e-16+0.000113141j 3.95658e-16+0.000680078j 5.33541e-16+0.00131121j -2.98347e-17-0.000716796j -1.1764e-17-4.52952e-05j 2.45377e-16+0.000879569j 1.19606e-16+6.5642e-05j 2.03314e-16+0.000381591j -3.91657e-14+0.000701013j -1.54054e-16-0.000304022j -3.96171e-18-0.000165956j -8.17938e-17-0.000423797j 1.72965e-16+0.000776233j 4.4864e-17+0.000171037j -2.47641e-16-0.00111177j -7.45382e-17+9.27834e-06j -7.04802e-17-0.000168739j 2.96303e-16+0.000843969j 6.6831e-17+0.000361123j -4.62386e-17-0.00027226j 2.30829e-16+0.000837856j 1.15252e-16+0.0005592j 3.39017e-16+0.000905584j -9.79857e-17-0.000512139j -1.25975e-16-0.000646952j 8.85423e-18+0.000172104j 2.13504e-16+0.000593825j 1.18338e-16+0.000601091j 1.35846e-16+0.00036642j -2.76386e-16-0.00112697j 
-2.30221e-16-0.000332895j 6.42324e-17+0.000209784j -4.44965e-17+9.92549e-05j -1.14862e-16-0.000328102j -2.52672e-17+0.000100281j -3.06062e-17+8.80582e-05j 9.38851e-17+0.00016693j -5.22643e-17-0.000152593j -6.84009e-18-2.53082e-05j 1.53483e-16+0.000283428j -9.70464e-18-5.37461e-05j 8.73277e-18-9.69631e-05j 4.10276e-17+0.000140895j -2.93053e-17-0.00011515j -1.03978e-17-8.53162e-05j 2.40298e-17+7.28756e-05j 3.20298e-16-6.93991e-05j 9.39497e-17+0.000273471j 3.42932e-17+0.000217493j -3.90296e-17-0.000134822j -5.1738e-17-8.49449e-05j -3.57932e-18-0.00012791j 9.65551e-17+0.00029547j -1.79848e-17-0.000118341j 1.52555e-17-1.00085e-05j -4.9425e-17-3.76996e-05j -1.12683e-16-0.000374607j -4.26728e-17-0.000288314j -1.46341e-16-0.000125974j 4.24429e-16+0.000107901j 1.01289e-15-0.000619037j 6.61588e-17-0.000365659j -2.23327e-16-0.000594851j 3.13184e-17+0.000129943j 2.85592e-16+0.000746401j 1.91846e-16+0.000437847j -2.07681e-16-0.000403067j 4.50331e-16+0.00125442j -1.33571e-16-0.000222296j -1.74045e-16-0.000509114j -2.19396e-16-0.000539977j -5.41899e-17-9.55311e-05j -2.33681e-16-0.00049704j 6.95967e-16+0.00101821j 6.74784e-16+0.00139672j -1.39627e-16-0.000150204j -4.20728e-17-0.000205926j 2.53888e-16+0.000420562j 1.77958e-16+0.000344764j 3.11956e-16+0.000580072j -7.38494e-14+0.00132079j -2.751e-16-0.000734172j 3.10187e-17-0.000372493j -1.42458e-16-0.000550616j 1.87174e-16+0.000424428j 1.12604e-16+0.000372765j -2.6898e-16-0.000681002j -2.5462e-16-0.000784595j -2.4397e-16-0.000676395j 3.71013e-16+0.000876525j 5.92335e-17+6.31662e-05j -3.2715e-17-1.31868e-05j 3.21642e-16+0.000802329j 1.13821e-16+0.000186773j 5.39585e-16+0.00144824j -8.36231e-17-0.000107001j -1.17262e-16-0.000160396j -2.26732e-17-0.000136246j 3.36278e-16+0.000897654j 1.24413e-16+0.000199484j 1.68567e-16+0.000376672j -2.74104e-16-0.000442078j 
-4.09952e-17-0.00108238j -1.69357e-17-0.000262887j 1.0488e-17-0.00113928j -5.77827e-18+0.000283311j -2.80887e-17-0.000927594j -6.13148e-17-0.000889762j 4.35919e-17+0.000290713j -2.66142e-19+7.61025e-05j 1.26031e-16+0.000337666j -9.18119e-16-0.00164952j -5.81305e-17-0.000102525j 3.57424e-17+0.00078257j -1.88748e-16-0.000723803j -2.04311e-17+0.000231946j -1.74164e-17+0.000354726j -1.46275e-17-0.000111714j -9.12809e-16+0.000190751j -3.0458e-16-0.00127632j -7.02306e-17-0.0010574j 5.22527e-17+0.000439792j 1.81165e-16+0.000387305j 2.21999e-17+0.000789285j -5.16909e-17-0.000584126j 1.90427e-16+0.000724094j -1.15427e-17+0.000186176j -2.69793e-19-0.000466105j -4.41186e-18+0.000663853j -6.14153e-17+0.000735547j -6.7704e-16+0.00018925j 1.90903e-15+0.00103026j -1.38567e-15+0.000752319j -2.48206e-16+0.000121215j -1.08082e-17+0.000356605j 4.84154e-19-0.000330521j 1.19101e-17-0.000404011j -1.1464e-19+1.66253e-05j -5.08384e-18-0.000409016j 2.02786e-17-0.000956801j 8.2996e-18-0.000473857j -1.3341e-17+0.000480444j -1.15632e-17-5.10912e-05j 6.02814e-19-0.000147162j 4.39984e-17+0.000823747j -2.21378e-16-0.00055283j 3.17916e-17-0.000321936j 1.61568e-16-0.000663991j -1.22044e-17+0.000228181j 1.11293e-17+0.00050453j -3.1043e-18-0.000391414j -3.92866e-17-0.000330678j 5.37898e-14-0.000955481j 3.12802e-18+0.000663094j -1.44495e-16+0.000311994j -3.02539e-17+0.000233589j 2.08379e-17+0.000365957j -4.77022e-18-0.000303659j -4.96888e-17-0.000422173j 3.25747e-17+0.00108908j 6.41442e-17+0.000708629j 4.32898e-17-0.000177715j -2.85322e-18+0.000388623j 2.4937e-18-0.000318852j 1.50474e-17-4.94582e-05j -8.65375e-19+0.000433196j 2.61887e-17-0.000874814j 1.47969e-18-0.00047779j -2.8452e-19-0.000612662j -1.86209e-18+0.000445381j 1.56629e-17-0.00049996j -1.59993e-18+0.000535476j 2.16826e-17-4.78569e-05j -2.26042e-17-0.000851185j 
3.00024e-17+0.000209583j 1.14704e-17+0.000112861j 9.23169e-18-0.000175018j -1.04328e-17-0.000228951j -1.28086e-17-0.000336612j -1.11984e-17-0.000221535j 8.09613e-18+9.7922e-05j -8.54989e-18-0.000154705j 3.65044e-17+0.000107016j -2.58562e-16-0.000464525j -1.7075e-17+5.68858e-06j 1.65592e-17+0.000317022j -3.48991e-17-0.00016374j -3.57497e-18+7.60864e-05j -5.32491e-18+6.65169e-05j -5.89847e-18-8.57892e-05j -2.44639e-16+5.13444e-05j -1.00686e-16-0.000405751j -1.95915e-17-0.000426983j 1.78441e-17+0.000131981j 4.01565e-17+8.56612e-05j 1.18571e-17+0.0003401j -1.82989e-17-0.000210546j 9.98817e-17+0.000333541j 5.90082e-18+0.000238064j -7.04929e-18-0.000280399j 6.72429e-18+0.000314443j -1.92421e-17+2.70713e-05j 7.09254e-17+8.98061e-05j -2.03003e-16-6.29168e-05j -1.35215e-15+0.000785274j -2.41423e-16-0.000104932j -1.89797e-17-0.000344332j 2.24198e-17+0.000435464j 1.01408e-17+0.000182028j -7.86655e-18-0.000132934j 2.10542e-17+0.000429653j 3.3803e-17+0.000745418j 2.0399e-17+0.000504215j -1.78701e-17-0.000434159j 6.6805e-18+8.36256e-05j 8.58864e-18+0.000213619j -8.04869e-17-0.00068204j 2.20266e-16+0.000442797j -1.36472e-17+0.000155245j -1.11831e-16+0.000615175j -4.26342e-18-0.000183503j -3.4911e-17-0.000463469j 2.21512e-17+0.000323272j 5.15548e-17+0.000244547j -4.17602e-14+0.00074282j -4.07132e-17-0.000460981j 9.0123e-17-0.000237774j 1.14424e-17-0.000173669j -3.43647e-17-0.000358573j 2.50383e-17+0.000236667j 5.82309e-17+0.000433144j -9.13886e-17-0.000900287j -1.00664e-16-0.000608059j -2.6023e-17+7.21431e-05j -1.54865e-17-0.000263734j 1.22474e-17+0.000272977j -2.1204e-18+4.98705e-05j -2.11511e-17-0.000383319j 3.43445e-17+0.000675235j 2.523e-17+0.000435081j 2.42368e-17+0.000449429j -1.58081e-17-0.00026265j 1.93615e-17+0.000387442j -1.89044e-17-0.000302171j -8.07939e-18+6.6111e-05j 4.82178e-17+0.000586226j 
-4.73983e-16-0.000381411j 2.27798e-16+0.000198956j -7.15409e-17-6.04929e-05j -3.91085e-16-0.000335949j -8.7066e-17-7.4159e-05j -7.51812e-17-5.61897e-05j 2.57786e-16+0.000211077j -1.95755e-16-0.000172724j 3.99092e-17+3.42158e-05j 1.90331e-18-1.40233e-06j -6.29431e-17-6.05278e-05j 6.25801e-17+5.81597e-05j 3.66084e-17+2.41636e-05j -8.46178e-17-6.93353e-05j -4.00414e-17-3.04612e-05j 4.73477e-17+3.90195e-05j 1.29958e-16-3.53636e-05j 7.03667e-17+4.02892e-05j 2.16989e-17+4.35358e-06j -7.13892e-17-5.44216e-05j -4.25343e-17-2.24953e-05j 3.14201e-17+3.4447e-05j 2.17814e-16+0.000175603j 5.63518e-17+3.54766e-05j 7.34229e-17+6.27699e-05j -1.68224e-16-0.000146371j -2.70911e-16-0.000219807j -2.153e-16-0.000194459j -2.53814e-16-8.09533e-05j 6.77206e-16+0.00019399j 2.94601e-16-0.000338812j -3.02372e-16-0.000360556j -7.15837e-16-0.000609221j 2.13421e-16+0.000188083j 8.44206e-16+0.000712818j 4.72983e-16+0.000390264j -4.13015e-16-0.000330512j 1.48116e-15+0.00126817j -1.9449e-16-0.00014768j -6.1978e-16-0.000534813j -5.89213e-16-0.000502414j -7.83869e-17-5.83966e-05j -7.14588e-16-0.00054385j 1.51172e-15+0.00101582j 1.68871e-15+0.00133656j -1.46175e-16-7.33011e-05j -2.23588e-16-0.000214641j 4.65015e-16+0.000349382j 4.81251e-16+0.000361994j 7.7004e-16+0.000575376j -7.33526e-14+0.00133115j -8.81018e-16-0.000737255j -2.76334e-16-0.000377419j -5.6835e-16-0.000541238j 4.21891e-16+0.000362466j 4.24578e-16+0.00037828j -6.71829e-16-0.000596638j -9.85349e-16-0.000840489j -8.47822e-16-0.000710375j 1.00358e-15+0.000835583j 5.95761e-17+4.0846e-05j 7.79151e-18+1.60915e-05j 9.06433e-16+0.000772768j 1.76043e-16+0.000136692j 1.69774e-15+0.00144599j -7.80645e-17-5.34113e-05j -1.54073e-16-0.000114959j -1.61644e-16-0.000143666j 1.04869e-15+0.000893605j 2.20629e-16+0.000177449j 4.50807e-16+0.000369853j -4.89207e-16-0.000377753j 
-2.03225e-17+2.34985e-05j 1.74609e-18-0.000302902j -6.19745e-18+0.000256392j -8.73661e-18+0.000558229j 1.60479e-17+0.00047414j 2.30047e-17+0.00031471j -1.03235e-17-0.000287283j -4.56822e-18+0.000333048j -4.45756e-17-0.000158653j 3.21559e-16+0.00057045j 1.31247e-17+3.9416e-05j -1.58661e-17-0.000438356j 4.03895e-17+0.000179999j 3.18127e-18-3.89567e-05j 6.59712e-18-5.61373e-05j 7.33608e-18+7.65328e-05j 1.61672e-16-3.49194e-05j 1.12519e-16+0.000467368j 1.39704e-17+0.000525094j -2.01231e-17-0.00011913j -3.90594e-17-8.62908e-05j -8.103e-18-0.000448777j 2.23342e-17+0.000121291j -1.35839e-16-0.000442024j -2.96942e-18-0.000348803j 1.41212e-19+0.000465215j -8.27483e-18-0.000217017j -3.66381e-19+0.00012757j 2.43382e-17-4.76373e-05j -7.84203e-17-6.18072e-05j 1.1411e-15-0.000718097j 1.90384e-16+0.000418821j -8.10401e-18+0.000920836j -5.67024e-18-0.000703467j 1.60938e-17-0.00079769j 1.16549e-17-0.000139595j -1.01318e-17-0.000287634j 3.34367e-17-0.00195553j -3.26199e-18-0.00052708j -1.58714e-17+0.000977214j -2.7364e-17+0.000290153j -9.52528e-19-0.000225991j 1.23444e-16+0.00130203j -4.81423e-16-0.00136867j -1.8473e-17-0.00125522j 2.02934e-16-0.000728412j -3.04329e-17+0.000404314j 3.59124e-18+0.000316628j -4.98463e-17-0.000699415j -1.10915e-16-0.000767507j 1.12683e-13-0.00200194j 2.17879e-17+0.00117304j -2.68647e-16+0.000602459j -9.39285e-17+0.000649735j 5.24758e-17+0.000171942j 4.89551e-18-0.000601643j -1.10441e-16-8.21288e-05j 5.85663e-17+0.00181548j 9.55532e-17+0.00133853j 5.14509e-17-0.00075293j 4.6831e-18+0.000306022j 7.91818e-19-0.000361877j 3.5394e-17-0.000673696j 1.04002e-17+0.000382251j 3.19531e-17-0.00200613j -1.12453e-17-0.000514021j -8.09957e-18-0.000485129j 9.16416e-19+0.000450943j 2.16856e-17-0.00120152j 1.20595e-17+0.000248513j 1.34851e-17-0.000376185j -2.40228e-17-0.00045356j 
