0.00583159+0.660725j -0.0130086+0.434318j -0.0041122-0.260704j -0.00427456-0.159129j 0.00991455+0.0105586j -0.00018681+0.333196j 0.000333893+0.0768323j 0.000186816+0.00555939j 0.000538138-0.00935126j -0.000673723+0.0654331j 0.000488573-0.00784736j 0.00103678+0.0128782j 0.000349072+0.0575341j -6.32662e-05+0.0291042j -6.58455e-06-0.0399909j 0.000122046+0.0106887j 0.000604645-0.0405685j -0.000173779-0.0230828j 0.00166914-0.0874853j -0.00158326+0.00151634j -0.00304209-0.0921923j -0.00024261+0.00832744j 8.80241e-05+0.0546657j -0.000785918-0.0489021j -5.85654e-05-0.0896586j -3.29378e-05-0.0348402j -0.000156535-0.0298002j -6.50639e-06+5.36228e-05j 0.000528041+0.0133847j -8.66232e-05-0.00398743j 0.00100958+0.0269094j 0.000359048+0.0314514j 0.000350313-0.00543102j -0.000254795+0.00759603j -7.69598e-05-0.00939197j -0.000711934-0.00687082j 0.000241108+4.01287e-06j 0.000225878-0.00408648j 0.000175812+0.00261864j 0.000119928+0.00418763j -0.000465713+0.00288983j -5.37543e-05+0.00497983j -0.000482793+0.000457647j 0.00032135-0.0069344j -0.000123663-0.00740686j -0.000358912-0.00470361j 0.000887554-0.00618398j 5.33899e-05+0.00232033j 0.000990166+0.00224454j 0.000726563-0.0247967j 0.000367636+0.0109124j -0.000172943-0.00759241j -8.64504e-05+0.059745j 0.00143969-0.0331937j 4.66878e-06+0.0281042j 0.00136914+0.0524869j -0.000936654+0.0150756j 0.00052647-0.0601026j 0.0016731-0.055139j 0.000716691+0.00855182j -0.000622086+0.00439623j 0.000168688-0.0277262j 0.000399352+0.0153091j 8.73933e-05+0.0183949j -0.000895567-0.0243956j 0.000146839+0.00189217j 0.000117554-0.00841851j 4.9763e-05+0.0186669j 0.000245661+0.00797381j -0.000124227-0.00334312j 0.000336825-0.00502508j -0.000195802-0.00559848j 5.77356e-05-0.000919864j -0.000205124-0.0167724j -0.000384863+0.00217403j 0.000292907+0.039468j 0.000439021-0.0182754j -0.000724734+0.00653628j 0.000996541-0.03961j 0.000129292+0.0480488j -4.78393e-05+0.0454772j 0.00070476+0.0445288j 0.000187649-0.0286788j -0.000298269+0.0426713j -0.000112763+0.0226156j -0.000323237-0.00439698j -0.000162356+0.00348703j -1.69461e-05+0.0708341j 8.69604e-05-0.00492724j 0.000416515+0.00680157j 0.000107223-0.033619j 9.33107e-05+0.0109181j 
0.000315146-0.00039782j -6.71929e-05+0.0809826j -0.000274861-0.00717372j -0.00014612-0.00831191j -0.000308607+0.125621j -0.00168352-0.169616j 0.000785523+0.0395909j -0.00059241-0.0664938j 0.000596694+0.00878218j 0.00152646+0.0365342j 0.000557762-0.00140222j -0.000300649-0.0332412j -0.00075546-0.00778493j 6.79195e-05+0.0350673j -0.000344165-0.044558j -0.000502619+0.00668999j 0.0010403+0.0085386j -3.21567e-05-0.056523j 6.86518e-05-0.0215265j -0.0013285-0.127528j 0.000692395+0.168856j -0.00155629+0.00158259j 0.00323023+0.101519j 0.00113884-0.0762533j -0.00305669-0.111326j -0.00122229+0.0293451j -0.000950469-0.00340485j 0.00187962+0.11245j -0.001978-0.0522211j -0.00249386-0.153526j -0.000178553-0.110939j 0.000326043+0.0488668j 0.000945404+0.0498126j 0.000183225-0.0504782j -0.00138482-0.012168j -0.000536327-0.0136523j -0.000506882+0.015996j -0.000617176+0.0470998j 0.000346794-0.0719354j -0.000147064-0.0239727j -0.000533683-0.0171378j -0.00102263+0.00887102j 0.000127357+0.0792843j -0.000212645-0.0126216j 0.00147179-0.0402403j -0.000655995+0.0144179j 0.000394054+0.0220235j 0.00119791-0.0294333j -0.00168238-0.019595j 0.00118456+0.0123794j 0.000387896-0.0209132j 0.000197213-0.0120189j -0.000255808-0.00170941j 0.0030452-0.000520084j -0.000894039-0.00531041j 0.00314347-0.0905673j -0.00124193-0.112318j 0.000520547-0.108696j 0.00566161-0.0309237j -0.00165365-0.0598391j 0.00724632-0.275728j 0.000645159+0.0417136j -0.0017226-0.0162813j 0.00472609+0.155381j 0.000235021-0.0606319j 0.00181448-0.0945865j -0.00096496+0.00322031j 0.000394103-0.00217373j -0.00314234-0.0662667j 0.000375686+0.0251998j -0.00198211-0.0156161j -0.00174282-0.106431j 0.00149764+0.187498j -0.00211854-0.109487j -0.00220465-0.0389888j 0.00150281+0.160466j -0.00223991+0.15257j 0.00812368-0.00124568j -0.00241399-0.112374j -0.0141159+0.0931488j 0.00415297+0.0357935j -0.0021692+0.0547633j -0.00379683-0.269682j 0.00685025-0.166442j 3.67392e-05+0.180832j 0.00449369-0.0130441j 0.000289194+0.0276346j 0.00152614-0.02623j -0.000692961+0.040182j -0.00501812-0.127693j -0.00144583+0.361925j -0.000844399-0.240586j 
-0.00151604+0.0032178j -0.000125054-0.0302665j -0.000416316+0.00281886j -0.000898518+0.0108676j -0.00107002-0.0322736j 0.0024792-0.0304374j 0.00148486-0.0155887j 0.0045853+0.00696355j 0.00248496+0.0260879j 0.000616379-0.0056287j -0.000571958-0.00661168j -0.00445078-0.00940832j -0.00162498-0.00213369j 0.00628209-0.00315588j 0.00115206+0.0104604j 0.000578332+0.0042528j 0.000340961-0.00758561j 0.00435798-0.00335403j 0.00126199+0.0164803j -0.00162688+0.0160843j -0.001297+0.00963537j 0.00430084-0.040045j 0.00216093+0.0168904j -0.00237399+0.0288215j 0.000164333-0.0414201j -0.00120909+0.0205165j -0.00233428-0.00751031j 0.000444573-0.0983637j 0.000575939+0.0205156j -0.00125444+0.0698447j 0.00243805-0.0468848j -0.000104415+0.0425151j -0.00043999+0.0237373j 0.00262127-0.0301757j 0.00218279+0.0597991j 0.00170411-0.00854947j -0.00475151+0.0090407j -0.00206554-0.02047j 0.00422261-0.0317875j -0.000218677-0.0315015j 0.000235981-0.0183446j -0.00313104+0.00537454j -0.0016159-0.0353181j 0.00215152-0.0200141j -0.00318921+0.0149182j -0.00141236+0.00556315j 0.00295159-0.0246834j 0.00254284+0.0554751j 0.000958712-0.0304226j 0.00329511-0.00493169j 0.00637623+0.0366791j 0.000253904+0.00192231j -0.00477241-0.0244648j -0.000954503-0.0470554j -0.00315936+0.0120582j 0.00221087-0.0272112j -0.00215353-0.0372697j 3.52677e-05+0.123733j 0.00392238+0.0163745j -0.00111062-0.0259832j -5.51881e-05+0.0107401j 0.00139988+0.031435j 0.000913651-0.0966936j -0.00157191+0.00110026j -0.00304876+0.0586147j -0.000543831-0.0453544j -0.00362032-0.0283093j -0.000469899-0.143437j -0.00208824+0.0965397j 0.000375785+0.262203j -0.000916996+0.275893j -0.00520084-0.0316305j -0.00127635-0.287428j -0.000229463-0.619862j -0.00142955-0.154345j 0.000168551+0.253079j -0.000474498-0.225759j -0.00425111+0.0348191j 0.00167585-0.035501j -0.001699+0.150169j 0.00285481+0.0763056j 0.000315052+0.0027757j -0.000491436+0.0177035j -0.000262414+0.0738535j -0.000630884-0.00408653j -0.00154014-0.00322349j -0.000478387+0.0303387j 0.000213956+0.0470801j 0.000514116-0.0488255j -0.000171326-0.0148226j 0.000426085-0.000949923j 0.00012293+0.0266889j 
-0.00173946+0.0239232j -0.0010242-0.040226j -0.000311452+0.00610097j -0.000402325+0.0128804j -0.00194894-0.0549688j 0.00395237-0.0508143j 0.00077664-0.0465054j 0.000192467-0.0137781j -0.0030061+0.0283018j 0.00242503-0.0209721j 0.00227288+0.00782298j 0.00349885+0.0129064j 0.00131375+0.00672471j -0.00508723+0.00800552j -0.000860808+0.00733519j -0.00243156+0.00935039j 0.00359758+0.00615875j -0.00199882+0.00432154j 9.33221e-05+0.0282065j 0.0017729+0.0205025j 0.000330611+0.0157082j 0.00537071-0.0705311j 0.00270646+0.0395435j -0.00425166+0.0731621j -0.00283668-0.0544653j -0.0010105+0.0528714j -0.0017166+0.0534125j 0.00150582-0.164849j 0.00160285-0.00834801j -0.000716675+0.0826016j 0.00283351-0.0795997j -0.000956852+0.0301187j -0.00171866+0.0560891j 0.00197484+0.0250867j -0.00266391-0.0244633j -0.00318431+0.00174398j 0.000532641-0.00364794j -0.00518978-0.0271244j 0.00547569-0.0191711j 0.00127441-0.000103325j 0.0014191-0.0247303j -0.000145498-0.0206501j -0.00403681-0.00773193j 0.00120175+0.000837692j 0.00286861-0.0450103j 0.00300768+0.0189747j 0.00324454+0.00305802j -0.00193749-0.00526634j 0.00371521+0.00961704j 0.00641832+0.00765969j 0.00791531+0.0144754j 0.000410889+0.000795709j -0.00921323-0.0176386j 0.00034554-0.00983842j -0.00557016+0.0227131j 0.00458862+0.101307j -0.00300584+0.0400776j 0.000733374+0.0950212j 0.00747675-0.04671j -0.00102984-0.0396557j 0.000804791+0.0368278j 0.00504936-0.0341241j 0.00327178-0.203193j 0.0011622-0.0642847j 0.00268376-0.192022j 0.00119358-0.122598j 5.51014e-07+0.114221j -0.000306961-0.0371972j -0.00248737+0.0617141j 0.000270995-0.109107j -0.00145437-0.0405664j -5.22608e-05-0.122847j 0.000239468+0.43545j 0.00216423+0.243849j -0.000600159-0.402949j 0.00589316+0.0894486j -0.00296733-0.347384j -0.00258281+0.0288172j 0.000225079-0.0508643j -0.00154163+0.17644j 0.00555835+0.100153j 0.00136508-0.048306j -0.00158812+0.0247962j 0.000286365+0.0884785j -0.00133385+0.00975455j -0.00228263-0.0217907j -0.000882313+0.0352282j 0.000205399+0.107718j 0.00112149-0.0962061j -0.000413371-0.0211823j 0.000759897+0.00804925j 0.000201724+0.0534779j 
-0.000211794+0.00992289j -0.000664002-0.0201887j 0.000122303-0.000739461j 0.000385035+0.00301998j -0.000838671-0.0292193j 0.0013957+0.00234086j 0.000123749+0.00553827j -0.00194513-0.0366941j 0.000712702-0.00284246j -0.000449579+0.000768103j -0.000650744+0.0122878j -0.00162858+0.0123645j -0.000722248+0.00203588j -0.00227766+0.00590498j -3.88405e-05+0.00465583j 0.000618909+0.00554097j -0.000607022-0.00431938j -0.00115658+0.0086072j -0.00268506+0.0114466j -0.000311558-0.0084984j 1.73168e-05-0.0080428j 0.00111076-0.00871464j -0.00193775+0.0507943j -0.000749719+0.0243647j -0.000273126+0.0379914j -0.000443132-0.0381259j 0.000213823+0.010647j 0.0015161-0.0216801j -0.00256013+0.00533143j 0.00344706+0.0478017j 0.000776776+0.0130899j -0.00166391-0.0260432j 0.00304613+0.0210222j -0.00483371-0.0300039j -0.005128+0.0723866j 0.000111229-0.0230064j -0.00795963-0.00275j -0.00130694-0.00420278j -0.000961055-0.0348445j 0.00190495-0.0423654j -0.00656053+0.0822826j -0.00257708-0.00754929j -0.00552107+0.0500109j -0.00415173-0.0339339j -0.0075171+0.0334857j -0.00240752+0.0143578j -0.0005373-0.0251313j 0.0058361+0.0296806j 0.00206651-0.0110919j 0.000473446-0.0254796j 0.0031947+0.0513051j 0.000730577-0.0363521j 0.001112+0.020442j 0.000165169-0.00305052j -0.00282865-0.0555447j -0.000605768-0.0395603j -0.000592719-0.00101651j -0.000211981+0.0486101j 0.00259484+0.0763114j -4.81485e-05+0.00339253j -0.000409417-0.0130402j 0.00108114+0.00718957j 0.000679791+0.0203405j 0.000524053+0.013394j 0.00224751+0.0287384j 0.000711604+0.0518947j 0.00013853+0.0559491j -0.000474194-0.226998j 1.59853e-05+0.122747j 0.00043851-0.599537j -0.000837224-0.380257j 0.000787507-0.0786106j 0.000668487+0.121529j 0.00121901-0.386972j 0.000828925+0.278413j 0.00159447-0.00149538j -0.0011822-0.111708j 0.000980628-0.0685086j -0.000762228-0.0252022j 0.000369116+0.0512178j 0.00118271-0.0132731j 0.000523676-0.0303061j -0.000469212-0.00238779j 0.000229399+0.0378474j -0.000343368-0.0138121j -0.000440969+0.0194195j -5.44248e-05-0.0025951j 1.6646e-05-0.00061854j 0.000299962-0.0188723j -4.73823e-05-0.00438349j 0.000172746-0.0034418j 6.4495e-05+0.0177084j 
0.00137995+0.0182435j -0.00114825+0.00959216j 0.00136047+0.000839603j 0.00197824-0.00564291j -0.000209752-0.00611646j 0.00059575+0.0161124j -0.00390065-0.0142819j -0.00181661-0.000875265j 0.00406741+0.000908235j -0.00462675-0.0126232j -0.00596625+0.00249276j -0.00617954+0.00593324j 0.00111586-0.00343361j 0.00777995+0.00333735j -0.0016676+0.00143774j 0.00588715+0.00393046j -0.00923356+0.00239629j -0.00045312+0.00442652j -0.00470637+0.0100487j 0.000813233+0.0146418j 0.000617551-0.00644582j 0.000937854+0.00941163j -0.000608473-0.028729j -0.000355456+0.0433335j 0.0021857+0.0369941j -0.00175597+0.0294755j -0.000225258+0.0594338j 0.000899062+0.040682j -0.000305895-0.000944328j -0.000864593-0.0201567j 0.00141776+0.0175919j -0.00134958-0.00812592j -0.00151572+0.0210711j -0.000100742+0.0163374j -0.00176149-0.0282011j -0.00105125-0.0641765j 0.000688048-0.00471428j -0.000783158-0.068301j 0.000215859+0.00548704j 0.000818556-0.0480796j 0.000497227-0.0112671j -3.02574e-05-0.0221093j -0.000732831+0.0409681j 0.000166847+0.0114501j 0.00171928-0.0331033j 0.00102142+0.0193417j 0.000182176+0.0517817j -0.00171358-0.0294305j 0.000749112+0.0207391j 0.00121099+0.0281656j 0.000315024+0.0103061j 0.000116673-0.00567409j -0.00442473+0.0794215j 0.000881282+0.0208635j -0.00162178-0.00195761j 0.000169554+0.0657996j -0.00192994+0.0244555j 0.00142571-0.0183588j 0.00236382-0.0592786j 0.000639109-0.0073652j 0.000331056+0.0354969j 0.00484435+0.0929764j 5.55239e-05+0.0277436j 0.00228519+0.0776605j 0.00866857+0.516769j 0.00299947+0.103585j -0.00218837-0.189997j -0.0022122+0.178437j -8.21673e-05+0.241306j 0.000482017+0.0733732j -0.00206782-0.102605j 0.00188268-0.117102j -0.000462524+0.262084j 0.00544938-0.196427j 0.00228687-0.372089j 0.00459612-0.238621j -0.00330407+0.164596j 0.00741483-0.202118j -0.00362351+0.012759j 0.00486883-0.0199969j 0.00223605-0.0202392j -0.000330825+0.0367046j -0.00104577+0.00370864j -0.000494511+0.0218188j -0.000387077-0.0405542j 0.000433489+0.0461868j 0.000368347-0.0865848j -0.000667793-0.0702028j 0.000143242+0.0365589j 0.00022944+0.0282139j 5.52831e-05-0.0226506j 2.11326e-05+0.0103898j 
0.000849099+0.0505089j -0.00103582+0.00927344j 0.000169298-0.0109207j 0.000391051-0.00556146j -0.00122059-0.000778596j -0.000507156-0.121684j -7.81368e-05+0.0355547j -4.13944e-05-0.0392714j 0.00062589+0.0297092j -0.00123709+0.0134584j -0.000848848-0.0113522j -0.000997222-0.0164038j -0.00029617+0.0184536j 0.00112481-0.00511297j 0.00054385+0.00383869j 0.000667158-0.0167474j -0.00188002+0.0103742j 0.00144401-0.0145852j -0.000848011-0.0150019j 0.000342891-0.0726712j 0.000921144+0.0821564j 0.00065395-0.0640831j -0.00162525+0.0771197j -0.00139851-0.0899834j 3.54457e-05+0.0578791j -0.000694915+0.0912988j 0.00266197-0.0438283j -0.00117136-0.0162947j -0.00034793-0.120982j -0.00242151+0.0565738j -0.00143913-0.000990402j 0.00129924-0.0608489j 0.00193293-0.0763914j -0.0011166+0.0755214j 2.09079e-05-0.00234334j -0.000578383+0.0875764j 0.000808701-0.0237292j 0.000259457-0.0946186j -0.00137783+0.0412609j -0.000404982+0.0235577j 0.00026217+0.0616285j 0.000334775-0.0396512j 0.00108073-0.0619843j -0.000599132-0.00850652j 0.00124646+0.0315483j 0.000514578+0.0109678j -0.000517117-0.00133155j 0.000813439-0.0188318j -0.000239564-0.00165252j -0.00060526-0.0629965j -0.000640608+0.00248073j 0.000758558-0.00564041j -0.000659158+0.00190496j -0.00045528+0.00189371j 0.000375307+0.021822j 0.000816389-0.00874318j 0.00225327+0.0534174j 0.00194647-0.00104909j -0.000380186+0.109619j 8.44864e-05+0.033625j -0.00203976-0.0617296j -0.00211798-0.0337832j -0.00292552-0.0608937j 0.0055631+0.304482j -0.000479644-0.159042j -0.00145199+0.0649894j -0.00031665-0.0293315j -0.00243653+0.142073j 0.00659173+0.465721j -0.000430906+0.0775273j 0.00778915-0.144058j -0.000546717+0.146471j 0.0058619-0.275838j -0.000627585+0.127499j 0.00451305+0.0130377j -0.00337016-0.189665j 0.00081745-0.186569j 0.00715714-0.188148j -0.00371392-0.107445j -0.00873064+0.0348801j -0.00308065+0.0881711j 0.0060409-0.117217j 0.000475972-0.0305029j 0.00745389+0.0293561j 0.000357496-0.0598988j 0.000410868+0.0766887j 0.000153067-0.00769463j 0.00257681+0.00183495j -2.45712e-05-0.107941j -0.00189241-0.111224j -0.000473769+0.160069j -8.37261e-05-0.0343586j 
-0.00112357+0.0166753j -0.00100362-0.0320467j -0.000396741-0.000843125j -2.52474e-05+0.00649233j -0.00165906-0.0459185j 0.00280927-0.0104496j 0.00192866-0.033805j -0.0018019-0.0406105j 0.00139582-0.02671j 0.0017505-0.00138402j 0.000146907+0.0319833j -0.00399659+0.0268991j -0.00503469-0.00400331j 0.000922432+0.0257254j 0.000743612+0.00306531j -0.00133486+0.0126002j 0.000513425-0.00120252j 0.00506572+0.03183j -0.000231328+0.00896395j -0.00532145-0.0193489j -0.00231738-0.0307402j 0.0023861-0.0260545j -0.00115185+0.0819321j 0.00066955+0.0710642j -0.0011299+0.017667j -0.000612139-0.0866648j 0.000448342+0.0691308j -0.00110778-0.120454j -0.000289558+0.0177795j 0.00167966-0.0169311j 0.000196675+0.010448j -0.00059043+0.0346464j -0.000317577-0.0284325j -0.000619766-0.0430654j -0.000475709+0.071807j 0.00118034+0.0376469j 0.00237295-0.00197363j -0.001081+0.0250235j 0.000904657-0.0321155j 0.000226918-0.0136338j 0.00120424+0.0663905j 0.00241059+0.0321533j -0.000725374+0.0393383j -0.00154347-0.0355588j 0.00183556+0.0380865j 0.00246884-0.0379026j 0.000801006-0.00723837j -0.00296639-0.0359855j -0.0018889+0.0257053j 0.0027004-0.0211572j 0.00214892-0.0310575j -0.000774243+0.000278713j -0.000837288-0.019269j -0.000742117-0.0475616j 0.00109642-0.0610713j 0.00359562-0.0281916j -0.000750607+0.0554615j -0.00312076+0.031171j 0.00153661+0.172691j -0.00128058+0.037111j 0.000151337-0.0496204j -0.000166928+0.00116113j 0.000805167-0.0296536j -0.00253979-0.0571456j -0.00279324-0.0342654j -0.0002338-0.00473508j -0.00173901-0.136401j -9.18362e-05+0.546444j -0.00211507-0.155385j -0.000785229+0.27785j -0.00201802-0.0517397j -0.00330926+0.0037262j -0.00201015+0.321877j -0.00131745-0.150603j -0.00223637+0.393618j 9.5599e-05-0.0298563j -0.000500059-0.208219j -0.00443429-0.043547j 0.00172471-0.0267318j -0.00111098+0.0867794j 0.00194352-0.01553j -0.00061146-0.0702424j -0.000950601-0.00728525j -0.000669619+0.0570633j -0.000601746+0.00387619j -0.00133317+0.0147844j -7.16241e-05+0.0277312j -5.34689e-05+0.0141351j 0.000633685-0.0312444j -0.000184169+0.000539042j 0.000442438-0.0115546j 0.000104845+0.0361471j 
-0.000146895+0.0105732j -0.00049078-0.0135312j 0.000450711+0.00234616j 0.000607043-0.00123567j 1.39589e-05-0.0322782j 0.00229557+0.0195007j -0.000290089-0.0222164j -0.00673304-0.033449j -0.00243093-0.0249017j 0.00033654-0.00246778j -0.00106854-0.000333616j 0.00128558+0.00174478j -0.000763797-0.0211094j -0.00610647-0.00756318j -0.00141148+0.00482212j -0.000795006+0.00523257j -0.000995929+0.00111564j -0.00342719+0.00913919j -0.004256+0.00505572j -0.00377985-0.0066879j -0.00112691-0.035223j -0.00133561+0.0373381j -0.00189477+0.0920262j -0.00318646+0.0072608j 0.000232365+0.0986915j 0.00272212+0.02382j -0.00294695-0.0186363j 0.00168807+0.0262544j 0.000906861+0.139533j -0.00280605-0.0845836j -0.000505177+0.030621j 0.00091204+0.0406791j -0.00289105-0.053785j 0.00637552-0.0180047j 0.00280283+0.0185917j -0.000266962+0.0124278j 0.00199527+0.00620362j -0.000170291-0.0346258j 0.00369983+0.0414941j -0.00040267+0.0414492j 0.00385666+0.0657088j -0.00221834+1.21601e-05j 0.00163198-0.0195932j 0.00523907+0.00476598j 0.00295251-0.0124571j -0.000569872+0.0218114j 0.00516695+0.037952j -0.00227974-0.0286686j 0.00334576+0.0166253j -0.00204426-0.030015j -0.000664154-0.0165341j 0.000280115+0.00879924j -0.00528368+0.0754758j 0.000615103-0.0635024j -0.00558414+0.0142439j -0.00162933+0.0326064j -0.00230585+0.0126593j 0.00616794-0.0492032j -0.00126312+0.00486021j 0.000870925+0.00412704j 0.000195837+0.00388745j 0.00123885+0.120768j -0.000293068+0.0516187j 0.00292329-0.114409j 0.00464199-0.0928315j 0.000660763-0.0589569j 0.00116641+0.179626j -0.00079767-0.428593j 0.00159358+0.142376j -0.00113246+0.549979j 0.00206193-0.417368j 0.00292661-0.0172704j 0.00191306+0.158884j 0.00202687-0.0271818j 0.00259622+0.0943795j 0.00165459-0.0163689j -0.000340088+0.0277635j 0.00442253+0.0359451j -0.00237996+0.0735888j 0.00234747-0.0634017j -0.00102754-0.0174003j 0.00108556+0.025988j 0.00103163+0.0156911j 0.0002684-0.0163319j 0.000301774-0.00790422j 0.000814569-0.023653j -0.000268997-0.0246338j 2.28004e-05-0.0242246j -0.000569369+0.00105827j 0.000557146-0.00626539j -0.00029994-0.0299775j 3.53606e-05-0.00312448j 
-0.00192096-0.0396421j 0.00161745-0.0130771j -0.0011426+0.00747536j -0.00157134+0.0130346j 0.00134109+0.000945953j 0.000912489+0.0321295j 0.00339258+0.043081j 0.00415324-0.0426285j 0.000922218+0.0266971j 0.00142847-0.0203537j 0.000936091-0.0171777j -0.00235162-0.0060178j -0.000456045-0.00166084j 0.00197523+0.0064433j 0.000817649+0.0171776j -0.00147027+0.00252521j 0.00249865-0.00272968j 0.00119916-0.00787237j 0.00157214+0.0108936j -0.00356289+0.012753j -0.00174536+0.0092431j -0.000988764+0.0440609j 0.00211616+0.00167319j -0.0073225-0.149283j -0.00054246-0.0377395j 0.00282653+0.0286893j -0.00677203-0.0610637j 0.00220357+0.072229j -0.00109553+0.170624j -0.00108088+0.10178j 0.000664425-0.0670327j -0.00431418-0.0200348j -0.00329024-0.0648091j -0.00146062+0.00543279j -0.00444573-0.0254975j -0.00179241+0.0493824j -0.00419797-0.0280915j -0.00296849+0.0389151j 0.00432043+0.0130589j 0.00329124-0.00537296j 0.00231269-0.00848949j -0.00329504+0.0391887j -0.00384728+0.00567628j -0.00193166-0.0375785j 0.000485133-0.00406291j 0.000343662-0.0259711j 0.00676066+0.0345661j -0.00176691+0.0241167j 0.0051699+0.0358277j -0.00477367-0.00386642j -0.000545946+0.0314025j 0.000935109-0.0251696j -0.0020419-0.049168j 0.00122008-0.00922769j -0.0115481+0.015257j -0.00360595-0.0020191j -4.56446e-05-0.0693488j 0.00801424-0.032234j -0.00362778-0.0891035j 0.000177381-0.0277165j -0.000867482+0.0555012j -0.00303156+0.209514j -0.00147047+0.0884336j 0.000719903-0.309305j -0.00476946-0.0985052j -0.00327711-0.285886j -0.00120748-0.109983j -0.00119265+0.383953j 0.00112308+0.336394j 4.80871e-05-0.125088j 0.0043303-0.18766j -0.00380053+0.0404443j 0.00207455-0.0825558j -0.0020142-0.0486304j 0.00144969-0.0826157j -0.00544054+0.211258j 0.00383605+0.0684501j -0.00126454+0.280813j 0.000663568+0.0591883j -0.000759406-0.089664j -0.00391186+0.0351572j 0.00111892+0.118145j 0.00337347+0.0133902j 0.000390301-0.0677001j 0.00129189-0.0120921j 0.00121674-0.0778013j -0.000812457+0.0345215j 0.000762578-0.0262092j -0.00168848-0.0129246j 0.000893774-0.0347615j -0.000840831-0.0349751j 3.37793e-05-0.0299118j 
0.00105509+0.0989541j -0.00407511+0.0136734j 0.000465513-0.0150399j 0.00110369-0.00595174j -0.00452533-0.0551729j 2.61579e-05-0.0680801j -0.0017956+0.00614335j -0.00167574-0.00472496j 0.000546197+0.0260098j -0.00108297-0.0449561j -0.00172506+0.00076736j 0.000359634+0.00730275j 0.00114366-0.00726472j -0.00123659-0.0106533j -0.00139101+0.0674834j 0.00169448-0.0240262j -0.00246795+0.0117041j 0.0010919+0.01408j -0.00254902+0.034472j 0.00431912+0.00888395j 0.0012727+0.0450129j 0.00734309+0.00986596j -0.000149479-0.139556j -0.00121429-0.0400149j -0.00507907+0.184381j -0.000585312+0.1172j -0.000955746+0.148195j -0.000688208-0.0541728j -0.00239821+0.0424215j 0.0010074+0.0492755j 0.00155417-0.0931351j -0.00208436+0.0393927j -0.000731624+0.0618173j 0.00402284-0.00979182j 0.000360531+0.00558045j 0.00369903+0.0852725j 0.000214548+0.0213871j -0.00273892+0.0228408j 0.00433548+0.0082708j 0.000818607+0.00454341j -1.95341e-05-0.0133232j 0.00147226+0.0312647j -0.00545216-0.0157372j 1.02282e-05-0.0093097j 0.00307062+0.00905152j -0.000473984-0.00719389j -0.00113721+0.00303038j -0.000764972+0.00143697j -0.0100459-0.0477958j 0.00188088+0.0457631j 0.00462096-0.0168726j -0.00690601-0.0186894j 0.00289745+0.022809j -0.00363132+0.0421031j -0.00321137-0.0187114j 0.00423509+0.0108547j 0.00313475+0.0500523j -0.00774834+0.123821j 0.0021803+0.0186263j -0.00225994-0.0925049j -0.00248529-0.0617576j -0.00334927+0.0818433j 0.000816283+0.546686j -0.0040999+0.229061j -0.00274949-0.111648j -0.00606067-0.187481j 0.00321271-0.0338412j 0.00137778+0.00493886j -6.3508e-05-0.27661j -0.000256689-6.89242e-05j 0.000970177-0.108788j 0.0019701-0.00116436j 0.0015422-0.0408155j -0.00394952-0.0643296j -0.00234136-0.16492j -0.00023976-0.15397j 0.00308656-0.0878432j -0.00770188+0.122584j -0.000872658-0.127592j -0.00424605+0.0658702j 0.000846222-0.0855176j 0.000577575+0.0587705j 0.00177541+0.0789562j 0.000905852+0.0718192j 0.000548335-0.145018j -0.000266565+0.0291461j -0.000994955-0.0754257j 0.00173349-0.10852j -0.00169157-0.0619311j 0.0001269-0.111043j -0.00100818-0.0171388j 0.000306919-0.0460129j 
