0.00583159+0.660725j -0.0130086+0.434318j -0.0041122-0.260704j -0.00427456-0.159129j 0.00991455+0.0105586j -0.00018681+0.333196j 0.000333893+0.0768323j 0.000186816+0.00555939j 0.000538138-0.00935126j -0.000673723+0.0654331j 0.000488573-0.00784736j 0.00103678+0.0128782j 0.000349072+0.0575341j -6.32662e-05+0.0291042j -6.58455e-06-0.0399909j 0.000122046+0.0106887j 0.000604645-0.0405685j -0.000173779-0.0230828j 0.00166914-0.0874853j -0.00158326+0.00151634j -0.00304209-0.0921923j -0.00024261+0.00832744j 8.80241e-05+0.0546657j -0.000785918-0.0489021j -5.85654e-05-0.0896586j -3.29378e-05-0.0348402j -0.000156535-0.0298002j -6.50639e-06+5.36228e-05j 0.000528041+0.0133847j -8.66232e-05-0.00398743j 0.00100958+0.0269094j 0.000359048+0.0314514j 0.000350313-0.00543102j -0.000254795+0.00759603j -7.69598e-05-0.00939197j -0.000711934-0.00687082j 0.000241108+4.01287e-06j 0.000225878-0.00408648j 0.000175812+0.00261864j 0.000119928+0.00418763j -0.000465713+0.00288983j -5.37543e-05+0.00497983j -0.000482793+0.000457647j 0.00032135-0.0069344j -0.000123663-0.00740686j -0.000358912-0.00470361j 0.000887554-0.00618398j 5.33899e-05+0.00232033j 0.000990166+0.00224454j 0.000726563-0.0247967j 0.000367636+0.0109124j -0.000172943-0.00759241j -8.64504e-05+0.059745j 0.00143969-0.0331937j 4.66878e-06+0.0281042j 0.00136914+0.0524869j -0.000936654+0.0150756j 0.00052647-0.0601026j 0.0016731-0.055139j 0.000716691+0.00855182j -0.000622086+0.00439623j 0.000168688-0.0277262j 0.000399352+0.0153091j 8.73933e-05+0.0183949j -0.000895567-0.0243956j 0.000146839+0.00189217j 0.000117554-0.00841851j 4.9763e-05+0.0186669j 0.000245661+0.00797381j -0.000124227-0.00334312j 0.000336825-0.00502508j -0.000195802-0.00559848j 5.77356e-05-0.000919864j -0.000205124-0.0167724j -0.000384863+0.00217403j 0.000292907+0.039468j 0.000439021-0.0182754j -0.000724734+0.00653628j 0.000996541-0.03961j 0.000129292+0.0480488j -4.78393e-05+0.0454772j 0.00070476+0.0445288j 0.000187649-0.0286788j -0.000298269+0.0426713j -0.000112763+0.0226156j -0.000323237-0.00439698j -0.000162356+0.00348703j -1.69461e-05+0.0708341j 8.69604e-05-0.00492724j 0.000416515+0.00680157j 0.000107223-0.033619j 9.33107e-05+0.0109181j 
0.00244219-0.00339312j -0.000274465+0.0120776j 0.00266936-0.00912368j 0.00331727-0.0136417j 0.00160398+0.0232472j -0.000415372-0.0296487j -0.000958838+0.0349328j 0.00124836+0.01629j -0.0014614-0.0343235j -0.000989495+0.0583975j 0.00115842+0.00504502j -0.000479428-0.0524055j 0.00625758-0.000753097j -0.000921731+0.067856j -0.00123387-0.02553j -0.00121281-0.0262941j 0.000197313+0.0208528j -0.00353663-0.0129425j 0.00264523-0.0502789j -0.000581738+0.000595143j 0.000452546+0.0159486j 0.000652726+0.010266j -0.000364326+0.0328867j 0.0029156+0.0387033j 0.000354773+0.0756076j -0.000929889+0.00480809j -0.00184652+0.0567989j 0.000142472+0.128288j 0.00155251-0.0893178j 0.00106072-0.0184096j 0.00157258-0.0469165j -0.000991266-0.0316634j -0.00279145-0.0557224j -0.00026077+0.0818887j 0.00111655-0.039477j -0.00159317+0.191913j -0.00109803-0.0359021j -6.48863e-05-0.175335j -0.000741652-0.0554342j -6.5862e-05-0.0133436j 0.00228778+0.186192j 0.000288514+0.0432456j 0.00214658+0.184489j 0.00155428+0.0212446j -0.0020902-0.0481435j -0.00106213+0.00628141j -0.00279785-0.162798j -0.00330597+0.00437069j 0.0007096+0.304768j 0.00221446+0.446062j -0.000739618+0.0742701j 0.00286169-0.392653j -0.000137753+0.26506j -0.00259968+0.24899j 0.000690475-0.0954367j -0.00082158-0.0849626j -0.0015195+0.143314j 0.0027755+0.129129j -0.00102161-0.060187j -0.00171232-0.0302042j -9.37755e-05-0.0563529j -0.000485987-0.0496823j -0.000273781-0.0216258j 0.000134327-0.082006j -0.00100582-0.03066j -0.000419438+0.0466557j 0.00026492+0.00852934j 0.000281147-0.00851372j -0.000250369+0.0193899j 5.1075e-05+0.0361746j -0.000439452+0.0454812j -3.98951e-05-0.00414037j 4.29766e-05-0.0162526j 0.000509252-0.00028221j -0.000352097+0.0122669j -0.000322162+0.0450195j 0.000408492-0.00163559j -0.00107365+0.0520188j 0.000620626+0.0279391j 5.84357e-05-0.00039627j 0.00026196+0.0275453j -0.000107962+0.0361185j 7.71058e-05-0.0231713j -0.000175644+0.0302555j -3.32515e-05+0.00616342j -0.000474553-0.0217833j -0.000152667-0.000267404j 2.55931e-05+0.0246041j 0.000201723-0.033152j 2.43937e-06+0.0166936j 0.000138591-0.0225491j -1.36641e-05+0.0373153j 
-0.00166888-0.00654223j 0.00022114+0.0147628j -0.00194532+0.00943014j -0.00217945+0.0164898j -0.00101041+0.0274681j 0.00185979-0.0462148j -0.00204798+0.00734112j 0.00434005-0.0621401j 0.00402166+0.101489j 0.000956893+0.0648889j 0.00234034+0.000359667j -0.000897586+0.0340668j 0.00131325+0.0636003j 0.00242965+0.0181337j -0.00235106+0.00582414j 0.00151114+0.0103358j 0.00397901-0.0386202j -0.00116743-0.00788489j 0.000272156-0.048765j 0.00131068-0.0636809j 0.00355139-0.00598764j 0.000346357+0.0175156j -0.000645723+0.113067j -0.000588257+0.0594449j 0.00173255-0.175396j -0.000617097+0.0334915j 0.000146581-0.00600802j 0.00134468-0.0330184j 0.00157518+0.0431587j 7.0758e-05+0.0608884j 0.00250629+0.0341849j 0.000131268+0.103177j -0.000231607+0.0654102j -0.00276312-0.0709254j 0.000819294-0.0409785j -0.000653563+0.0257167j -0.00179417-0.0354085j 0.00376125+0.108261j 0.000875688-0.144582j -0.00163976-0.140916j -0.00129606+0.0423861j 0.00254785+0.115864j 0.000910284+0.182742j 0.00167919-0.034448j 0.000250106+0.0548867j 0.00183398-0.0409272j 0.00288146-0.257359j -0.000938811-0.055574j -0.00144534+0.10049j -0.000460664-0.404799j -0.00258758+0.520346j -0.00594048-0.211019j -0.00185424-0.210329j -0.000235798+0.0516841j 0.000130491-0.101286j -0.000986776+0.0555823j 0.00304223+0.0428446j -0.0011762+0.0688541j -0.00135006-0.0331005j 0.000621635+0.0277479j -8.69275e-05-0.101435j -0.000575314+0.0132714j -0.000280796+0.00704474j -8.40099e-05+0.0044988j 0.00142572+0.041201j -0.000989457+0.00564226j 3.60656e-05+0.00888631j -0.000617191-0.0292195j 1.36492e-05-0.0414072j 0.000879432+0.0660762j -0.000206332-0.0374118j 0.000512126+0.0213999j -0.000455835-0.0529915j 0.000909322+0.0705744j 0.000253859-0.0626122j 0.000313633-0.0540687j -0.00020515+0.0270106j 0.000911541-0.010896j -0.00143287+0.0107769j 0.00143437-0.067674j 3.20255e-05-0.113007j -0.00129589+0.0034691j 7.78494e-05+0.0376523j -8.04105e-07+0.0201697j -0.000176645-0.069061j -0.000372227-0.00692855j 0.000361177-0.00624944j -9.1924e-05-0.0610962j 0.000250279-0.024713j -0.000340257+0.0341611j 0.000131064+0.00530229j -9.4774e-05+0.0382571j 
0.0037012-0.0305282j -0.000347545-0.0160422j 0.00453242+0.0044501j 0.00659769+0.00127736j 0.00289165+0.00495303j -0.00165091+0.00549373j 0.00447478-0.0480463j -0.00100942+0.0616497j -0.0022937-0.147542j -0.00212777-0.0600154j 0.00133778+0.0521889j -0.00145351+0.0445038j -0.0020089+0.0526402j -0.00109192+0.0116446j 0.0030943+0.0624766j 0.000514626-0.0324805j 0.000811459-0.014846j -0.000168017+0.0170508j -0.00149281-0.025944j 0.000260826-0.0317444j -0.00190705-0.0504086j 0.00148685+0.00860182j 0.00262137-0.133771j 0.0028196+0.0211224j -0.00322111+0.267781j -0.00196071-0.197874j 0.000315889+0.0640334j 0.000515856-0.0584329j -0.000850958-0.0608967j -0.00290322-0.0616124j -0.00204177-0.171046j 0.000973062+0.0412113j 0.00140842-0.0410456j 0.000229308-0.0116501j -0.00161175+0.00378575j -0.000348985-0.38707j -0.00166849-0.118272j -0.000287994-0.126569j 0.00177471+0.0921665j -0.000970052-0.096702j 0.000690963+0.124227j 0.000655546-0.0559415j 0.00081852+0.0653325j -0.00204011-0.0220211j 0.0045604-0.0206452j 0.000540078+0.125213j 0.0028339+0.105292j 0.0046527-0.0336249j -0.00162302-0.0841095j -0.00136035-0.266718j -0.00142546+0.220483j 0.00044081-0.244361j -0.000529636+0.28517j 0.0058939-0.0349193j 0.00441067+0.0322869j 0.00306544+0.01639j 0.00271847-0.179246j 0.00073876+0.0188391j 0.00124081+0.00380089j 0.00142572-0.112107j -0.00179663+0.119764j 0.000788514-0.0561618j 0.00111073+0.0914554j -0.000167242+0.0318592j -0.00243784-0.0822064j 0.00183218+0.0233385j 0.000169458-0.0149513j 0.000709459+0.0569762j 0.000830585+0.0520183j 9.12952e-05+0.0186826j 0.000590234+0.0451678j -0.000316047-0.00628621j 0.000257851-0.0140498j -0.00104262+0.0550426j -0.000261146+0.025797j 0.000461914+0.0933004j 0.000469512+0.0365657j -0.000908272+0.0111373j 0.00229865-0.0891669j -1.77686e-05+0.0417911j -0.000810389+0.137729j 0.00100487+0.0112509j 0.0007395+0.017612j -0.000904622-0.0615523j -5.65662e-05+0.0769217j 2.77438e-05-0.0187898j -0.000242127+0.0100665j -0.000280915+0.104337j 5.65633e-05+0.0674339j 0.000740382+0.0181774j 0.000180857-0.00261004j 0.00010979-0.0371685j 
0.000599473-0.0415269j 0.000888695-0.0107677j 0.0012119+8.72602e-05j 0.00125474-0.00607908j 0.00100686+0.0221098j -0.000839657+0.029133j -0.000298359+0.138873j 0.00315285-0.0295843j -0.000899132-0.00808468j 0.00176969-0.0323845j 0.00245866-0.0294881j 0.00460604-0.0163293j 0.000165613-0.0646735j 0.000585922-0.0209609j 0.000852652+0.0425196j 0.00446569-0.0175953j -0.00351667-0.00846026j -0.00288137-0.00855285j 0.00153835-0.0412483j 0.0024318-0.00952685j -0.000316152+0.0297369j 0.00217635-0.00180039j -0.000235604-0.043196j -0.00663851-0.0526827j 0.00043379+0.213336j 0.00215911+0.0179594j 0.000302952+0.0430548j 0.00620398+0.166946j -0.000227512+0.105895j -0.00427046-0.181611j 0.0010988+0.111095j 0.000587398-0.0811997j -0.000754215-0.217666j -0.000551364-0.0844043j -0.000266749-0.0155045j 2.0842e-05-0.0685164j 0.00249054-0.0258329j 0.00290643+0.319287j -0.00106269+0.0419287j 0.000145124+0.146195j 0.000823658-0.00263606j 0.0015479+0.0519161j -5.29909e-05-0.176905j -0.00285088+0.082825j -0.00092567+0.315183j -8.24885e-05-0.0943632j 0.00151852-0.168574j -0.00211334+0.141287j 8.75721e-05+0.00934783j 0.0016556+0.133434j -0.000243544+0.399017j -0.00271162+0.198772j -0.00206333+0.131149j -0.0023625-0.0863289j -0.00578678+0.108013j 0.00526489-0.0797909j -0.00334762+0.100426j 0.00542513-0.00211317j 0.00473273-0.0899196j 0.00121018+0.0692332j 0.0016786+0.0470865j -0.00102027-0.106745j -3.78037e-05-0.00973595j 3.47187e-05+0.054586j -0.000927386-0.0310768j 2.23128e-05+0.0428955j 0.000387298-0.00752982j 0.000115958+0.0402266j -4.48319e-05+0.00549954j -7.26245e-05-0.0133228j 0.000790314+0.0171975j -0.000147265-0.0229939j 0.000547302+0.0814135j 2.8556e-05-0.0225023j -0.00238966-0.0680579j -7.98704e-05+0.01946j 0.000604426-0.0761867j -0.000672079-0.00552617j 0.00138296+0.028074j -0.00069583+0.0759084j 0.00100456+0.0679682j -0.000946912+0.0269539j 0.000182163-0.0492237j -6.70268e-05+0.0507088j -0.000480666+0.0720105j 0.000130498-0.0167701j -0.000341678-0.0107342j -0.000175803+0.000156826j -3.5058e-07+0.000637611j -0.000400973-0.00806751j 0.000202971+0.0174622j -0.000144058-0.0106855j 
-0.00103976-0.00490776j -0.000385588+0.0257569j -0.000827777-0.00855609j -0.000859207-0.01285j -0.000723117+0.0338435j 0.00119518+0.0161029j 0.000604433+0.0574686j -0.00089816-0.0177808j 0.00264669-0.0718394j 0.00156788-0.0374611j 0.000172715+0.00313648j -0.00145982-0.0175711j -0.0040976-0.0343486j 0.00180641+0.0477827j -0.00321415+0.0682994j -0.00191129+0.00406671j 0.000635253-0.0452795j -0.00112369-0.011573j -0.00136146+0.045004j -0.00430638+0.00133851j -0.000206233+0.0598521j 0.00310749+0.0336406j 0.000708453-0.00380688j 0.000717762+0.0378434j -0.00178091+0.0677884j 0.000111-0.00216631j -0.000771107+0.0542562j 0.000839691-0.0993372j -0.000317351+0.115293j -0.00112991+0.0872162j -0.00537515-0.35295j 0.000908932+0.0344498j 0.000627151-0.0394955j 4.06614e-05+0.0420931j -0.00300935-0.167932j 0.000726197+0.0665403j -0.00215121-0.105521j -5.28589e-05+0.0520102j -0.000450482+0.0606184j -0.00220792-0.205757j -0.0021711-0.262914j -0.00173914-0.0728879j 0.00235037-0.0649588j 0.000195815-0.10378j 0.00121784+0.21203j 0.00214837-0.502664j -0.00194859+0.0957364j 0.00310186-0.312887j -0.00108662+0.119378j -0.000953495+0.0932653j -0.00106304-0.0369785j 0.0045005-0.153625j 0.0041847-0.108899j -0.000492003-0.12731j 5.55185e-05+0.0678217j 0.00253341+0.0535365j 0.000396826+0.0282226j 0.00436662-0.000819483j 0.00133904-0.0324486j 0.00109609+0.00780784j -0.000588778+0.00199897j 0.000386489-0.0286558j 0.000116455-0.0442505j -0.000227601+0.0293781j -0.00024953-0.00616331j 0.00170844+0.120588j 0.000403597+0.017214j -0.000204077-0.0549149j 0.000153599+0.00313868j -0.000481792-0.00387058j -0.000656967-0.0282744j 0.000436252+0.00590327j -0.000320767-0.0156271j 6.9172e-06-0.0198421j 0.000555919+0.0519381j 4.49845e-05-0.011053j 0.000855383+0.0447255j 0.000471738-0.0507702j 0.00124739+0.00324893j 0.0014449-0.0034075j -0.000191255+0.0515012j -0.00101857+0.0250126j 0.000420291+0.00870325j -0.000783259+0.000786686j -0.000386519+0.04598j -0.000127087-0.014521j -3.10916e-05-0.00747691j -0.000523361+0.012687j 0.000368272+0.0454982j 2.21141e-05+0.0500948j 0.000374469+0.00605038j -0.000101382+0.00352j 
-0.00556194-0.00621776j 0.000677092-0.0154283j -0.0057786+0.00190094j -0.00714324+0.00195618j -0.00375628-0.0173758j 0.00180493+0.0274616j -0.00227981-0.0287946j -0.0050159-0.00856207j -0.000924556-0.0551357j 0.000734518-0.118278j -0.0010993+0.00367034j -0.0031275-0.0180766j 0.00147065-0.00543924j -0.00151164+0.0386799j 0.000790198+0.0448298j 2.86966e-05+0.00269793j -0.00116236-0.000102215j -0.00345508+0.0192157j -0.000751528-0.00554975j -0.00721987-0.0183819j -0.000160924-0.0342905j 0.00269444-0.0340797j -0.000485281+0.0050209j 0.00131862-0.141595j -0.00257132-0.0633623j 0.0005302+0.0598398j 0.000318976-0.142987j 0.00100582-0.144628j 0.00137293+0.258993j -0.000727528+0.0475328j -0.00301064-0.305165j 0.000735283+0.142348j 0.000530602+0.043398j 0.000820412-0.0810525j -0.00117576-0.025926j 0.00215622-0.00433674j -0.00064497-0.117689j -0.000131025+0.184712j -0.000382684+0.281653j 0.000287029+0.307343j 0.000916894+0.255425j 0.00170257+0.0850168j 0.00197916-0.0526636j -0.00112383+0.00239334j 0.00256914-0.123646j -0.000604416+0.0735794j 0.00156482-0.38528j 0.00214024+0.116685j -0.00389592-0.00515614j -0.000941969+0.0483801j -0.00020697-0.151023j 0.0028144-0.190551j 0.00410638-0.106354j 0.00192318+0.00439043j 0.00107254+0.0647525j 0.00349167+0.0119896j 0.000918636-0.0730493j 0.0019097-0.0578033j 0.00251898+0.049406j 0.00090809+0.033979j -0.00102418+0.0903104j 0.00116548+0.0404007j -9.1605e-05-0.0565718j 0.000352741+0.0645205j 0.000961754+0.0505836j 0.00144637+0.0826977j -0.000526002-0.0153619j -0.000195852-0.00756693j 0.000236751-0.0232187j -0.000930541-0.0167728j 0.000509348+0.0200204j -0.000129517-0.00407398j -0.000310771+0.0267781j 0.00118745-0.000569546j 0.000514838-0.00509498j 0.00131114-0.0487849j -0.000357461+0.0671656j 0.00124147-0.0903889j -0.000216638-0.0745504j 0.000723993+0.0202788j 0.000351182-0.0278241j 0.000727552-0.0235404j 0.000108086+0.000459839j 4.95159e-05-0.00434201j -0.00010567+0.00735232j 0.000115079+0.0223073j 0.000278718+0.0101569j -6.34673e-06+0.00932278j -7.17832e-05+0.0249549j 0.000189342-0.0111269j 4.05473e-06+0.00302227j 5.78174e-05-0.0241835j 
0.000756072+0.026298j -0.000602796+0.0123966j 0.00119794-0.00562301j 0.000466561-0.0031125j -7.09101e-05+0.0174668j 0.00169549-0.0822142j -0.00403166-0.0101848j 0.00430397-0.00468997j -0.0013104+0.00471459j 0.00222702+0.0370625j -0.00302633-0.0332596j 0.00324973-0.0487162j 0.00377095-0.0286928j 0.00506564+0.0144412j -0.00251189+0.033541j -0.00344729-0.019694j 0.000181787-0.0496174j -0.00395205-0.0927112j 0.00511154-0.015217j -0.00215799+0.0165079j 0.00397324+0.0503661j 0.00179846-0.0596281j 6.42053e-05+0.05756j -0.00205021+0.0242022j 0.000608264+0.0291698j -0.000435343-0.0925601j 0.002148+0.112301j 0.00178503+0.0566534j -0.00228727-0.0797886j -0.0036964-0.164773j -0.000363325+0.0123308j 0.000426883+0.0719105j 0.0015812+0.206149j 0.000671951-0.0123769j 0.00050272+0.11889j -0.00083762+0.0976597j -0.000383424+0.00898698j 0.00057155-0.0629982j 0.000487902+0.538636j -7.7726e-05-0.0512954j -0.000322175-0.164529j 0.000671649+0.445085j 0.000387876-0.112309j -0.0023378-0.0306678j 7.04538e-05-0.193585j -0.00228382+0.0320113j 3.90914e-05-0.0479181j 0.00443486-0.228671j -0.00200863+0.123728j -0.00120526-0.0621572j -0.0018668+0.0617685j -0.00308978+0.192902j -0.00290671+0.118029j -0.00104331-0.019219j -0.000234021-0.0513542j -0.000100799-0.0266718j 0.00310679-0.0177928j 0.000669801+0.082999j -0.00142752-0.0567905j 0.00166123+0.0350702j 0.000395381-0.0550807j -5.17946e-05-0.00129343j -7.1229e-05-0.00595445j -0.00155596-0.0540282j -0.000354742-0.00471151j -0.000150966+0.0383206j -0.000140579-0.00530004j 0.000109882+0.0185158j -0.000103006+0.0367116j 0.000499551-0.050317j -0.000556462-0.00441616j -0.000135231-0.00158055j -0.000450002-0.0265024j 0.000219238-0.013232j 0.000129326+0.00595931j 0.000339992+0.0367001j 0.000442268-0.042207j 0.000258423+0.0159721j 0.000205684-0.0133145j 0.00149326-0.039905j 0.000353848-0.0162976j -0.00191603-0.00857611j 0.000315282+0.046554j -0.000626965-0.00808555j -0.000463258-0.0139608j -0.000705803-0.0356364j 9.94087e-05+0.00536297j -0.000429843-0.0180373j 0.000641636-0.00671823j -0.000365315+0.0667972j 0.000473049+0.0194881j -0.000152138+0.0454354j 
0.000126994+0.0138749j -8.49413e-06+0.0254832j -0.000961493-0.00893672j -0.00119508-0.0101122j -0.00059247+0.0195229j -0.00130719-0.0240916j -0.000805172-0.0145j -6.32371e-05+0.00365768j -7.10661e-05-0.0316328j 0.00609329+0.0535435j 0.00368211+0.0282243j -0.000601443+0.036109j -0.000561667+0.0224023j 0.00157335+0.03015j 0.00134056-0.0137789j 0.00393848+0.0146699j -0.00313034-0.0260161j 0.00456594-0.011227j 0.00251324+0.0408487j 0.000936868+0.0133233j 0.000657376+0.0425427j -0.00141683+0.033773j -0.000161924-0.000312962j 0.0011655+0.155593j 0.000787356-0.00637498j -0.000302503-0.0709617j 0.000130279+0.153604j -0.000983165-0.0693692j -0.00143538-0.282642j 7.96025e-05+0.0926404j -0.00139813-0.00884475j -0.000637619-0.0564228j 0.000155986+0.262809j 0.00311524+0.138346j -0.00206899-0.275204j -0.00388254+0.0721084j 0.000911448+0.027605j -0.00155164+0.502175j -0.00108474+0.119135j 3.06751e-05+0.316871j -0.000305253+0.239674j 0.00103127-0.202331j -0.00196681+0.0893658j -0.00262225+0.0633427j -0.00157179-0.0331593j -0.000825188+0.0179001j -0.00219912+0.217415j 0.00251862-0.115125j 0.00134453+0.0450494j -0.000694358+0.0147268j -0.000722735+0.0817227j 0.00104929+0.0404731j -0.00135102+0.0264637j 0.000428526-0.0372727j 0.00145205-0.0396162j -0.0026305+0.0312278j 0.00118623-0.00706741j -0.000895218+0.0340406j -0.00255995-0.0186545j 3.9699e-05-0.0405569j -0.000303574-0.0647942j 9.99271e-05+0.0182061j -3.11124e-05+0.00324751j -0.000505275-0.0499621j -0.000410668+0.00784311j 7.77502e-05-0.00649176j -0.000119422-0.0113791j -3.58336e-06-0.00456828j 4.81494e-05+0.0620933j 0.000807917+0.0324837j -0.000629081-0.0333372j -3.67764e-05+0.0127011j -0.000377941-0.0555822j -0.000761186-0.0475098j 0.000792892+0.0172583j -0.000729014+0.0334352j 0.000386035+0.0091229j -2.05136e-05+0.0218712j 0.000291757+0.0213682j 0.000752652-0.0419197j -0.000659809+0.0233327j -0.00069524+0.014806j 0.000175698+0.0332307j -0.000495335-0.0238567j 7.94262e-06-0.00724251j -0.000188065-0.0153692j -0.000109513-0.00453766j -0.000244656+5.33174e-05j 0.000257385+0.0147405j 5.02435e-05+0.0392321j 0.000148608-0.00120013j -4.32305e-05+0.0178455j 
-0.000106639-0.0104581j 0.000634455+0.0455317j -0.00109127-0.00845553j -0.00124913-0.0117132j -0.000190042+0.0672731j -0.00230486-0.104142j 0.000325208-0.0332017j -0.00107345+0.0323768j -0.000578116-0.0873185j 0.0011944+0.137956j 0.0011507+0.0374504j 0.0021136-0.0472216j -0.00281461+0.0318687j 0.00069806+0.0878091j 0.00225923-0.0145508j 0.00172656-0.0289119j -0.00151945-0.000940985j -0.0015325+0.0118927j -0.000588262-0.0627477j 0.000272189-0.0281931j -0.00124906+0.0185612j 0.000181163+0.0820787j -6.08027e-05+0.133197j 0.00404634+0.145947j -0.00159902-0.0966195j -0.00116065-0.210791j -0.00179767+0.0741073j -0.000765943+0.0597956j 0.00161121+0.0272538j 0.000712566+0.0629882j -0.000875758-0.223603j -0.000105912+0.159371j -0.00260325-0.106803j -0.00130456-0.177427j -7.05693e-05+0.33153j -0.00317684-0.00203738j 0.000232699+0.18446j 0.000526023+0.0344311j 0.000714974-0.207642j 2.12149e-05+0.204582j -0.000277529-0.0209797j -7.18929e-05-0.0639333j 0.00345414-0.482031j -0.000804761+0.174196j -0.00162044-0.0207772j 0.000661146+0.00710928j -0.0010233+0.0767727j -0.00135098+0.0211212j -0.00075809+0.0154514j 0.00111853-0.0366584j -0.0011821-0.0240488j 0.00205026-0.0741926j 0.000638164+0.0161257j 0.000292441+0.000397952j 0.0021296-0.114753j -0.00264401+0.0292167j 0.00328521+0.0403537j 0.00102487+0.151753j -0.00304798-0.0601311j -0.000419899-0.0597245j -0.000538739-0.104817j -9.157e-05-0.0228867j 8.01714e-05+0.0679867j 0.000561213+0.00447235j 0.00022598+0.0367278j 0.000420327+0.0748734j 3.33076e-05-0.0337802j 0.000313289+0.0213622j 0.000189481+0.0608742j -0.000141411-0.0266582j -0.00117723-0.0458198j 0.000363718+0.00923913j -0.000534148-0.030647j 0.000340971+0.0663855j 0.000510754-0.038272j -6.06988e-05+0.0169688j 0.000889513+0.033161j -0.00038568+0.00341768j 0.00076899-0.0202857j 0.00186234-0.0658904j -0.000172005-0.0190756j -0.00138051+0.0219513j 0.000416015+0.0444489j -0.000863656-0.00657533j -0.000475253-0.0100648j -0.000698763-0.0528611j -0.000111249-0.000101682j -0.000501874+0.017706j 0.00068193-0.00729755j -4.36971e-05+0.0832441j 0.000461378-0.00596679j -0.0001153+0.0590781j 
0.00117892+0.00297123j -0.00126344+0.0483456j 0.00134868-0.00668337j 0.00259817-0.00833968j -0.000498043+0.0583951j 0.000879345-0.067947j 0.0027125+0.0557794j -0.00569352-0.113726j 0.0021034-0.00490667j 0.00106802+0.00910658j -0.0030862+0.0518158j -0.00451616+0.0462161j -0.00260604-0.129143j -0.00476354+0.0375971j -0.00204692-0.0231915j 0.000680267+0.0242263j 0.00288491+0.0243343j 0.00630268+0.0648528j -0.00430426+0.0160751j -0.00258441-0.0409201j -0.0037055+0.0717258j -0.00072694+0.0163532j -0.00171475+0.0224369j -0.00278632+0.123112j -0.00138893+0.0896338j 0.0020088-0.0393492j -0.00180053+0.148667j 0.000770208+0.242522j 0.00337741+0.449679j -0.000378993+0.0059575j -0.00343273+0.207187j 0.00235151+0.0173952j 0.0016086+0.398066j -0.000779631+0.0383764j -0.000479578-0.12853j -0.00137783-0.0481273j -0.000315512+0.0257651j 0.00195074-0.252284j -0.0025675+0.0674981j 0.0001655+0.0133024j -0.00139304+0.133323j 0.0013919-0.277414j 0.00236998-0.07079j 0.00160362-0.0291195j -0.00314692+0.0247542j 0.00107034+0.0244194j 0.00329296-0.105832j -0.00366415-0.0431559j -0.000181836-0.160995j 0.00247626-0.0166138j 0.00201793-0.042804j 0.00173631-0.0531999j 0.00350427-0.0171829j -0.00179106-0.124199j -0.00565959+0.00382605j -0.00134948+0.0287217j 0.00112344+0.0174179j 0.00249499+0.0713725j 0.000827745-0.113721j 0.00135672+0.0605456j 0.0016404-0.107119j -0.000713259-0.0589973j -0.00164036-0.0647757j 0.000171644+0.0390765j -3.21038e-05-0.0519541j -6.86002e-05+0.0578113j -0.000155924-0.00332798j 0.000199755+0.0846165j -0.000665618-0.0215372j -0.000989141-0.0259111j -0.000365201+0.00771792j -4.87046e-05+0.0158628j -0.00149073-0.060248j -0.00024095+0.00887208j -0.000358764-0.00841297j -0.000588855+0.0490251j 0.00144721-0.0572591j 0.000242224+0.00427833j 0.000583952+0.0122933j 0.00130034-0.02233j 0.000450117-0.0012532j -0.00306133+0.0245433j 0.000173288+0.0207313j -0.000528273+0.0184325j -0.000802762+0.0153064j -0.000256396-0.0517076j 2.78224e-05-0.0016285j -0.000642799-0.0449292j 0.000616463+1.26931e-05j -0.000764135+0.0704535j 0.000495389+0.0378382j -0.000327218+0.0376j 
