-0.0815081-0.174968j 0.0254168-0.380368j -0.307554+0.256362j -0.0859504+0.147071j -0.0828217-0.0995979j -0.176653+0.0154162j 0.028546-0.0453356j -0.334785+0.0864376j -0.231146+0.0661773j -0.00473859+0.946536j 0.440359+0.416988j 1.44782+0.439684j -1.40008+1.20275j -0.424833+1.44176j 1.97927+0.226899j 0.175834-0.251801j -0.455944+0.281155j -0.716942-0.158173j -0.271371+0.094195j 0.15888+0.370163j -0.556747-0.396676j -0.0126942+0.0112663j 0.17231-0.277634j 0.0770179-0.0163105j -0.399913-0.283741j -0.672362+0.325779j 0.21084+0.0730071j -0.268662-0.503612j 0.137883-0.249994j -1.15522-1.57633j 2.1159-0.665241j 0.940601-0.320106j -0.0559917+1.72508j 0.0781236-0.0674762j 0.0345-1.02488j -3.56587-0.0385951j 1.32498-2.45131j 0.069011-0.0949411j -0.128494-0.118592j 0.390491-0.0614115j 0.00912626+0.334275j -0.0398485-0.606362j 0.402175+0.104457j -0.539243+0.0995068j -0.300242-0.266379j -0.0203039+0.339737j 0.212524-0.185174j -0.0435302+0.466205j -0.511864+0.789342j -0.182429-0.106133j 0.488146+0.658584j -0.479168-0.50025j -0.360652+0.0549758j -0.398495+0.180313j -0.530538+0.237421j -0.243996-0.311518j 0.0458313+0.284812j 0.0939642+0.166806j -0.292134+0.995534j 0.157681-0.690496j 0.411622+0.0400519j -0.564665-0.684602j 0.171627+0.140795j 0.475909+0.544581j 0.113907+0.0304595j 0.20878-0.00883832j 1.15896+0.0741453j 0.135232-0.106639j -0.383269+0.556532j 0.72886-1.27422j -0.713523-0.78472j 0.679049-0.565849j 0.388479+1.15465j -0.205978-0.445367j -0.470377-0.824762j -1.2186+0.335592j -0.814861-0.947039j -0.809072-0.020062j 0.371188+0.0161595j -1.48495+0.134804j 0.0385202-1.03527j -0.552652+1.29933j 0.736399-1.34904j -0.192484-0.503017j 1.05192+0.461815j -0.774427-0.447743j 0.477936-0.591876j -1.12342-0.287707j 1.15832+0.973289j 0.415503+0.444915j -2.22355-0.623094j 1.44457+1.78997j 2.861-3.00157j 0.151992+0.0923062j -1.90358-1.95458j 
-0.619242-0.151348j 0.164926+0.288688j 0.221818+1.27391j -0.657165-0.207562j -0.742085-1.83859j -1.16141-0.836267j 0.594581+2.60445j -0.370954+0.851348j -0.355113+1.20466j -0.884608+1.33294j 1.60608-0.582923j 1.30043-0.229588j -0.996788-1.35412j 0.158536-0.564989j -0.119782+1.35494j -0.410859+0.0228787j -0.421687+0.102303j -1.16397-0.500088j -0.461797-0.407744j -2.1369-1.20185j 2.43883+1.73965j 0.558358+0.196855j -2.31325-1.87778j -0.733657-0.467252j -3.11609-1.32797j -3.50453-1.62381j 1.03374+1.83378j 3.2676+2.48053j 2.51049+1.56185j 1.80227+2.55134j -0.916977-1.74303j 0.0539461-2.50504j 1.06784+1.77668j 0.387273-1.41529j -0.186124+0.0533791j 0.214682-0.315213j 0.146152-0.139401j 0.357678-0.0765465j 0.00618511-0.952447j -1.09549-0.489111j 0.491578-1.1842j 3.70646-0.144035j -1.51345+2.19344j 15.6475+2.40481j -3.34001-1.19243j 5.18659-9.87369j -5.81532-3.99695j 19.5316+4.2385j 2.83368+0.583467j -6.2759+11.9149j 1.50782-4.66208j -35.1552-16.0611j -9.71939+24.2297j -29.6247+2.07722j -13.9948-5.63179j -4.14887-1.22455j -11.0645+15.9771j -0.0687701+7.22406j -7.52568-4.08094j 33.7407+20.4289j 5.76142-0.423695j 6.24715-8.09822j -2.4119+27.7532j -38.1356-3.23189j -0.474107-4.1503j -23.8153+18.7956j -25.2822-21.3417j -6.95704+2.75637j 18.6109+26.751j -31.1787+9.81874j -7.08796-9.59818j -2.55254-5.05831j 32.7458-13.5059j -1.45877+0.769521j -13.4274-17.761j -12.4872+3.08347j -9.73363+2.59179j -8.08383+11.5903j 14.3609-9.84763j -19.5728-24.3639j 5.26354+7.40065j -30.5805+2.87546j 11.9611-15.3196j -0.505077-2.7249j -14.6497+3.89613j -12.0768+1.1543j -1.28639+13.0441j -5.35742+0.82429j -7.87889-1.22135j -11.1558+4.38952j 4.12177-0.200963j 3.1503+0.542811j 2.14739-0.478164j -0.764536+0.921098j 0.980684+0.0574541j 
-0.143026+0.318399j 0.24581-0.362055j -0.809504-0.485119j -1.26962-0.198602j -0.00775272-0.142403j 0.433116-0.217468j 0.293888-0.631762j 0.527937-1.19813j 0.0844957-0.397854j 0.476968+0.0142024j 0.088545+0.307294j 0.728651-0.869875j 0.0746022-0.770466j -1.04585-1.52816j -0.0581332+0.3175j -0.0173652+0.598479j -0.476173-0.0562079j -0.480907-0.129432j -1.19464-0.194196j -0.527963+0.362602j 0.163202-1.50824j -0.0801756+0.605939j -0.281745-0.0681757j -1.35369-0.40584j -0.244948-0.0612355j -0.845078-0.576592j 0.628799+0.0197855j -0.157464-0.426568j 0.731123+1.19262j -0.996292-1.31236j -0.523609-0.26583j -0.341505-0.0474166j -0.545253+0.593169j -0.726008+1.40468j 1.43803+1.15115j 0.53879-1.20977j 0.169398-0.691414j -0.19768+0.197551j -0.113098-0.157455j -0.003468-0.0880554j 0.0595897+0.0225564j 0.937536+0.320569j -0.196518+0.0121068j 1.43438+0.414729j -0.518854-0.328853j 0.425905-0.926911j -0.613584-0.398088j 2.16978+0.746198j -0.0141825+0.639991j -0.754629+1.05905j -0.207943-0.3487j -4.05523-2.05608j -1.50143+2.35213j -2.65535-0.701347j -1.45237-0.314137j -2.05034-0.209784j -0.349977+1.16225j -0.258396+0.803956j -0.370446+0.141097j 3.64802+1.96087j 2.19309+0.239543j 0.977074-1.10018j -0.586449+2.49907j -3.92773-0.318566j -0.296451-0.357616j -2.49315+2.44228j -2.59522-2.70424j -0.974241+0.27647j 2.5398+3.0635j -2.72774+0.18819j -1.1688-1.14776j -0.872247-0.783878j 3.91755-0.339431j -0.0652189+0.292664j -1.11539-1.53852j -1.88924+0.151556j -2.33335-0.670507j -0.7071+1.651j 1.65863-1.12257j -1.92657-2.49372j 0.675263+0.512552j -3.02439-0.377115j 1.7763-1.40402j 0.141146+0.253487j -2.06585+0.519658j -0.560905-0.378244j 0.0763007+1.45243j 0.374495+0.982729j -1.09209-0.305151j -1.47459-0.229768j 0.41691-0.536089j 0.676282+0.0323628j 0.519384+0.260582j -0.49393-0.0843057j -0.101416+0.0172518j 
-0.0309696+0.130464j 0.364634-0.252763j -0.223232-0.343201j -0.589482+0.129299j 0.451804+0.853193j 1.19917+0.0566748j 0.0289803-0.694913j -1.00006-0.972296j 0.521858-0.585598j -1.96787-0.826077j 0.521889-0.447233j -0.581711-0.725389j -0.0658322+0.543116j 0.172788-0.206519j 0.456463-0.0836177j -0.171723-0.0309477j -0.0908035-0.0515721j 0.131826+0.118589j -0.370593-0.217143j 1.03315+0.779765j -0.991995-0.384328j -0.281421-0.743143j 1.0431+1.55927j 0.690886+0.511363j 0.862434+1.08708j 0.613486+0.716901j 0.198942-0.338868j -0.664463-1.39166j -0.976263-0.972704j -1.24613-0.972837j 0.563415+0.989238j 1.36792+0.596575j -0.253141-1.34454j 0.158269+0.551393j -0.3462+0.155235j 0.12115-0.41441j 0.0309699+0.0691248j -0.487222-0.193994j -0.167927+0.560736j 0.22586-0.13939j -0.266988+0.378419j -1.50985+0.225601j 0.707594-0.967843j -6.12655-0.13537j 1.101-0.510914j -1.87439+4.78254j 2.81698+0.790586j -7.56788-0.474146j -0.922167-0.200984j 2.35799-5.89531j -0.557229+1.99838j 14.2451+4.75306j 3.71765-12.055j 11.3504-2.99388j 6.70257+1.39832j 1.16999+0.679111j 4.11505-7.5844j -1.15415-3.29554j 2.71178+1.69638j -14.1264-5.9856j -2.46012+1.1246j -3.16739+5.13212j 0.54562-12.6659j 15.2757+0.194573j 0.0409315+2.10424j 9.66883-11.4255j 10.9543+7.80167j 3.13265-2.29136j -8.52737-10.2901j 11.6423-7.27034j 2.35837+3.60611j 0.128338+2.26521j -12.4974+9.44609j 0.930447-1.51526j 5.46806+7.52521j 5.1379-2.49654j 4.0801-2.21763j 2.97042-5.493j -6.41915+6.09966j 9.05881+10.0414j -0.121343-3.98507j 10.8213-4.08574j -6.06025+9.19739j 0.814997+0.472961j 7.24441-3.31857j 5.39066-1.60796j 0.520751-5.0374j 2.00912-0.780304j 3.66753-0.399564j 4.5256-2.53448j -1.70492+0.619172j -0.666071+0.410831j -0.612674+0.307001j 0.288042-0.0661948j -0.172883+0.0512451j 
0.432029+0.301978j -1.01704-0.0687345j -0.411801-0.425868j -0.449843+0.730164j 0.0885454+0.541685j 0.258365+0.196453j 0.764121+1.67784j -0.867625+1.05113j 0.393394+0.772483j 0.289898-1.61093j -0.579444-1.33827j -0.728608+0.898107j -0.120395+0.193952j 0.298176-0.526338j 0.0714449-0.67691j 0.491804+0.107207j 0.808945-0.372473j -0.229235+0.288551j 0.291957+0.719535j -0.743979+0.327922j -0.0590256-0.752967j 0.377491-0.0568884j 1.49903+0.749383j -0.777398-0.544703j 0.801211+1.01661j -0.327695+0.00884545j -0.743041+0.673189j -0.624817+0.829595j 0.61927+1.17964j -0.0557813-0.109671j 0.0242803+0.206179j -0.623182+0.234873j 0.375178-1.01786j 0.382276+0.977912j 0.87105+0.808596j -0.104148+0.76333j -0.397013-0.015445j 0.512331+0.183641j 0.0100819+0.199318j -0.224964+0.599408j 0.223143+0.0550316j -0.235368-0.00110828j 0.191332-0.184861j -1.83248+0.289563j 0.967361+0.0822758j -0.604081+1.30636j 0.752654+0.170563j -2.96061-0.0837724j -0.351623-0.148143j 1.10356-1.29756j -0.1147+0.421801j 3.23545+0.489047j 1.16255-3.49124j 2.16131-0.425476j 1.49379-0.488104j -0.00513213+0.542449j 0.637454-1.8019j 0.275972-1.4955j 0.207941+0.368956j -3.56469-2.06769j -0.594111+0.254993j 0.154232+1.21059j -0.0429034-2.85851j 4.1642+0.381055j 0.21752+0.469541j 3.0371-2.56481j 3.08455+2.66231j 0.920292-0.374352j -2.38133-2.99686j 3.38459-0.382972j -0.270767+0.497493j 0.414701+0.693461j -3.73541+1.25893j -0.336998-0.639627j 1.7139+1.86302j -0.0129595-1.17528j 1.58989-0.453505j 0.590362-1.93807j -2.14129+1.10375j 2.61269+2.67107j -0.632324-0.716096j 3.31387-0.378535j -2.1707+0.938786j 0.160623+0.175094j 2.04537-0.987296j 0.508478-0.823827j 0.620583-1.12858j 0.247179-0.144367j 0.173352-0.137759j 0.372336-0.999188j 0.15798-0.0139499j 0.00564165-0.236559j -0.493815-0.155498j 0.143651+0.0610695j -0.220812+0.0348057j 
0.358148+0.058973j 0.350954+0.0171612j 0.942792-0.593196j -0.151643+0.649879j -0.66316+0.948524j 0.0871961+0.369715j -1.09756-0.627105j -0.550915-1.12113j 1.39432-0.464934j 0.817935-2.50364j 0.758161+0.993768j 0.460888-0.221751j -0.270674-0.507717j 0.85881-0.551463j 0.515743-0.0604148j 0.520125+0.124132j 0.129925+0.259425j 1.1875+0.296687j 0.38173+0.488605j 1.35051+0.487445j -0.701638-1.34228j -0.67518+0.514328j 1.462+0.354517j 0.189425+0.679307j 1.40014+1.02426j 1.77032+0.901317j -2.55075-1.53933j -0.63949+0.47709j -0.46375-1.52991j 0.201271-1.23373j 0.915075+0.580879j 0.462162-0.224018j -0.431316-0.0361914j -0.585065-0.390288j 1.05071+0.536451j -0.106667+0.516463j -0.0312361-0.106321j -0.198526+0.378476j -0.0902283+0.159505j 0.926248+0.301304j -0.471862+0.542565j -2.44997+0.118561j 0.790414-0.992829j -10.2367-2.24024j 2.38278+1.00149j -2.69981+5.73025j 3.65464+2.28287j -12.3127-3.33178j -2.44926+0.171926j 4.07407-6.73732j -1.04704+2.70944j 22.4565+11.1064j 5.63044-14.3133j 19.6144+0.310998j 9.80648+2.97443j 2.78167+1.23143j 6.03959-8.94642j 0.336958-3.49675j 3.63523+2.30572j -20.3841-13.2626j -3.8973-0.00188086j -5.05647+4.77629j -0.523533-16.718j 23.9251+3.3177j 0.165243+1.38174j 15.7046-9.28961j 16.3623+13.623j 5.94687-1.32679j -12.0541-16.2775j 19.9601-5.56017j 3.37964+7.18769j 1.9731+3.49532j -21.1272+6.29633j 0.789534-0.912114j 8.75612+10.6593j 7.80721-1.86249j 6.70577-0.304481j 5.47759-5.4537j -9.08631+3.89114j 11.9877+15.6867j -2.80807-4.70038j 19.2345-0.344525j -8.16231+10.0157j -0.0119823+1.77061j 10.1182-0.919835j 6.87077-0.587688j 0.760416-6.69443j 3.35529-0.425636j 4.41789+2.54351j 7.67614-2.34059j -2.07147+0.0260274j -2.01559-0.531367j -1.59204+0.080525j 0.526373-0.842935j -0.736585-0.0823241j 
-0.135109-0.487642j 0.320155+0.788982j 0.00501861+1.25653j -0.124718-0.00957799j 0.110193-0.527864j -2.1562-1.58743j -1.13046+3.18202j -0.347777-0.311356j -0.0514188+0.737389j 1.52469+0.32407j 0.477288+1.81588j -0.0517171+1.63769j -1.11926-1.18108j 0.473988-0.659567j -0.437269+0.545507j -0.441292-0.166073j -0.0937463-0.445223j -1.35478-0.17059j -0.565753-0.509899j -1.95201-0.74308j 1.20879+1.53753j 0.824238-0.242114j -2.47954-1.14511j -0.175829-0.807973j -1.59867-1.04822j -2.1611-1.90869j 2.86865+2.08442j 0.700045+0.123142j 1.1204+2.07464j 0.521927+1.40602j -0.93426-0.82117j -0.606687-0.318479j 1.20264+0.340191j 0.315662+0.347489j -1.01249-0.843996j 0.339345-0.425574j 0.0201727+0.065247j 0.467106-0.349751j 0.25777-0.965615j -1.34244-0.38961j 0.010985-1.05592j 3.44392+0.207869j -1.06223+2.23717j 14.0727+2.932j -3.15209-1.41559j 4.77606-8.54669j -5.31041-3.62106j 17.7502+4.46669j 3.22797+0.487186j -5.36965+10.244j 1.77549-4.43578j -32.1975-14.8618j -9.09757+20.4394j -26.4408+0.708281j -13.331-6.10268j -4.40705-2.16264j -11.4215+13.239j -0.0511078+7.48414j -7.213-2.94351j 29.651+19.0998j 5.31113-0.574134j 5.535-7.98317j -0.848256+25.4707j -34.3988-4.86274j -2.24543-3.366j -23.5136+15.6232j -24.4409-18.4872j -6.17977+2.96123j 18.276+25.3603j -27.6885+7.95238j -5.96018-9.02312j -1.82868-5.27461j 29.7392-11.7964j -2.12802+1.50466j -11.1939-17.6186j -10.5954+1.92092j -9.53809+1.26084j -7.89877+9.45825j 13.8253-7.78045j -17.7987-21.783j 4.72558+8.31659j -26.6358+2.95952j 12.3044-12.7634j -1.96198-2.23887j -14.2045+2.12462j -11.1852-0.499048j -0.881054+11.4558j -3.88645+0.952653j -6.96479-0.699135j -10.7837+3.23216j 2.89256+0.322263j 2.75888+0.835823j 1.97343-0.420797j -0.74988+0.495386j 0.87578+0.344413j 
-0.0234309+0.484962j 0.436743+0.0221854j 0.65499-0.445818j -0.51902+0.699137j -0.674256+1.64114j 0.488914+1.73932j 0.502783-0.608334j 1.05158-0.163215j 0.360488-0.465909j 0.869493-0.131851j -2.19997-0.636601j -0.557844-1.04893j -0.375742+0.905928j 0.0385352-0.373579j 1.40813+0.252028j -0.499895-0.0458164j 0.43214-0.466676j 0.712865+0.332173j -0.731809-0.319393j 2.44471+0.782952j -1.61822-0.253791j -0.650989-0.00618885j 1.24527+0.520859j -0.0218851-0.942143j 0.730865+1.80817j 0.559679+1.18332j -0.96886-0.667247j -1.24702+0.100174j -0.586969-1.19631j -1.53578-0.384489j 0.829118+0.269759j -1.81338-0.51601j 0.616967-1.26732j 0.541023-0.162073j -0.527325-1.19279j 0.229145-0.638955j 0.62916+0.0877136j -0.125511-0.144172j -0.0556574+0.192145j 0.296917-0.418064j -0.0222901+0.554557j -1.78983+1.07264j 0.359357-1.1208j -6.92134+1.02706j 1.32352-0.0212785j -2.01011+4.62909j 2.45444+0.970296j -8.18529+0.660183j -1.5349+0.274973j 2.50709-5.25798j -0.52638+2.12254j 14.8878+2.796j 3.95214-10.3233j 12.4565-3.39353j 6.89656+0.814594j 2.58173-0.0708131j 4.42358-7.05854j 0.534739-3.31219j 3.14676+1.44887j -15.5561-4.51992j -2.88221+1.38399j -3.25952+3.49148j 0.653923-12.0681j 17.3469-1.96739j 0.307874+0.79704j 11.4307-9.11454j 11.2332+5.30459j 2.93079-2.24468j -8.95005-8.83935j 12.7232-7.44026j 3.30311+3.79196j 0.779679+2.39902j -14.9502+9.211j 0.315306-0.681863j 5.67653+6.77613j 6.15111-2.20503j 4.34404-1.09484j 3.47872-4.72225j -7.48786+4.51631j 8.79227+8.75465j -2.73173-2.80429j 13.6008-3.1865j -6.84546+7.46928j 1.23453+0.432433j 7.04934-2.07125j 4.8235+0.209502j 0.303276-4.25077j 2.82651-2.15623j 3.16966+0.266817j 5.00416-3.50143j -2.17746-0.0221317j -1.87262-0.00989163j -0.64607+0.840824j 0.0876483-0.744858j -0.419953+0.223557j 
-0.630895+0.0317899j 0.328073+0.215653j 1.2473-1.28034j -0.108211-2.2772j 0.0786652-0.00158255j 0.414734+0.499933j 0.152175+0.967068j 1.48598+0.11407j 0.633581-0.202948j 0.79225+0.51603j 0.287762+0.266933j 1.11709+0.813051j 0.7755+0.598526j 2.68332-1.04234j -0.461767+0.365426j 0.000941355+0.0847433j -0.149692-0.112966j 0.342667-0.286886j -0.06048-0.248217j -0.0517339-0.249305j 0.0941657+0.0915325j 0.161182-0.0319755j -0.0672619+0.103818j -0.359137-0.132709j -0.213139-0.0692636j -0.117864-0.0949004j 0.273269+0.223195j -0.102338-0.063189j 0.364391+0.0604028j 0.198305+0.0226307j -0.525188-0.102274j -0.015364-0.187031j 0.104165+0.267418j -0.190515-0.0569123j -0.231396+0.00349719j 0.167603-0.189317j 0.286536-0.18347j 0.0328402+0.184657j -0.254518-0.159372j -0.00798164+0.0751676j 0.250239-0.247285j 0.528219-0.125204j 0.0631837-0.520793j 1.12559+0.212438j -0.229748+0.180264j 0.312557-1.09104j -0.617898+0.22831j 1.20809+0.189371j 0.357054+0.31654j -0.0290755+0.77157j -0.635179-0.811748j -2.42017-0.406905j 0.313571+1.15911j -1.89731-0.677289j -0.823348-0.496927j -0.282946+1.92806j -0.299967+1.51686j -0.460778+0.832511j -0.294515+0.163789j 1.42904+0.698567j 0.410771+1.83203j 0.738419-0.217405j -0.71092+1.89181j -1.81686-0.703755j -0.34775-0.163447j -1.83889+2.07918j -2.52301-1.36812j -0.548388+0.0971737j 1.90296+1.38208j -1.16382+1.22244j -0.916961+0.912325j -0.630245+1.30659j 1.33068-0.715218j -0.159934-0.081283j 0.00421193-1.42358j -0.0313557-0.562944j -0.420428-0.448941j -0.698063+1.26711j 0.988551-0.788533j -1.74684-1.47141j -0.140164+0.0871057j -2.15777+0.356309j 0.55029-1.48716j 0.86894-1.45648j -1.45699+0.537121j -0.324635+0.30738j 0.949092-0.0917728j -0.713417+0.692157j 0.482436+0.398138j -0.350005-0.147354j 0.247234+0.432262j 0.505191-0.114627j -0.0543488+0.281497j -0.0965259+0.176665j 0.00985037-0.307639j 
0.227851-0.0948695j 0.13272+0.493381j 0.840138+0.550949j 0.0628327+0.300051j 0.832746+0.432893j 0.536616-0.0712151j -0.348135-0.226499j 0.748977+0.884626j 0.918977-2.35122j -1.86402-1.18946j -0.183355+0.59604j -0.319845-0.282449j 0.943279+0.884765j 0.00725198+0.602314j 0.0865924-0.0237093j 0.468909+0.293451j -0.205752+0.42889j 1.59828+0.399133j 0.05193+0.388336j 0.733044-0.297345j -0.231914-0.872806j -0.12884-0.571882j 1.55091+1.36641j -1.21877+0.528019j -0.00949689+0.553845j 0.675373+0.246361j 0.390743+0.327144j -0.83215-1.42323j 0.886435-0.944846j -0.185621-1.6694j -1.14994+0.392217j 0.165058-0.00845536j -0.702704+0.241058j 0.379148+0.0359778j -0.538393+1.01662j -0.745681+0.526897j 0.0661852-0.127331j -0.250047+0.591516j 0.105219-0.227526j 0.842475+0.289038j -0.507043+0.229252j -1.13358-0.131621j 0.232184-0.404873j -5.58984-2.28868j 1.0988+1.43881j -1.58124+3.05175j 2.03577+1.7035j -7.58349-3.13078j -1.82954-0.53577j 2.16889-3.46762j -0.751085+1.57202j 13.5243+6.24393j 3.72801-7.14975j 10.0249+0.932886j 4.94659+2.52053j 1.3055+0.819672j 2.89554-4.27631j -0.763057-2.08769j 2.92626+1.13582j -13.0817-7.86069j -2.04715-0.576451j -3.40394+1.49004j 1.01542-9.12243j 14.9665+3.56785j -0.384549+0.829678j 9.76404-4.65099j 9.59087+8.95893j 2.03104-0.979458j -6.82962-9.19055j 11.6264-0.898902j 2.43848+3.25011j 0.704434+2.50262j -12.7844+3.06206j 0.40318-0.635923j 4.64559+7.07638j 4.65154+0.293362j 3.83886+0.457354j 2.9624-2.37074j -6.26634+1.34084j 6.16474+9.06235j -1.3848-3.13376j 10.9563-0.126563j -4.09735+3.93486j 0.275804+0.92318j 4.88072-0.255334j 4.39435-0.256105j -0.158524-3.59574j 1.86704+0.0973555j 2.1464+0.758089j 4.72833-0.182581j -1.06966+0.124347j -0.989825-0.864466j -1.07795-0.327761j 0.576943-0.537049j -0.447188-0.256348j 
-0.179406+0.814893j -0.202517-1.72578j 0.471507-0.373542j -1.25116+0.226086j -0.070614+0.58454j 0.502017+0.880857j -3.02557+0.496223j -1.57443-0.508809j -1.49605-0.143624j 1.41091-0.249469j 1.57438-1.14699j -1.84034-1.14612j 0.216273+0.835128j -0.252805+1.16733j 1.15258+0.0373811j 0.211172+0.171038j -0.0701681+0.568208j 0.986117+0.210665j -0.0581401+0.330394j 0.999784+0.242415j -0.651793-0.811696j -0.384374-0.473383j 1.32337+1.27708j -0.326695+0.621453j 0.567217+0.793364j 1.2851+0.931378j -0.324138-0.447412j -0.844826-0.955406j -0.268382-1.02404j -0.947793-0.936985j -0.278259+0.655413j 0.104773+0.470285j -0.383086-0.486617j 0.374352-0.138772j -0.0463497+0.750862j -0.469945+0.147061j -0.0831287+0.00431076j -0.244303+0.226921j -0.398094+1.20667j 0.906684+0.329041j 0.507435+0.951899j -1.7031+0.035389j 0.240289-1.10332j -6.93075-1.50379j 1.4882+0.56306j -2.71674+3.93287j 2.89424+0.906966j -9.06543-1.99761j -1.95836-0.328175j 3.36954-4.22549j -0.696477+1.76762j 15.5576+7.49389j 5.78234-11.7834j 14.4441-0.0693425j 5.64507+3.00383j 1.90543+0.735885j 4.46521-7.97489j 1.76009-3.71055j 4.19778+2.43163j -16.2186-9.72372j -2.28502-0.169988j -3.54751+4.63846j 1.25116-12.8078j 17.7858+1.07368j 0.209286+1.15571j 12.2681-7.89237j 13.3482+9.69655j 3.16424-1.22814j -10.1982-11.5919j 13.6884-3.90773j 2.2683+6.12571j 1.41585+0.976101j -14.837+6.40052j -0.0124067-0.100837j 5.69322+8.33631j 6.18781-2.47243j 4.5012+0.0194663j 4.10306-4.76516j -7.04905+2.94168j 9.75549+10.1494j -1.93274-2.84618j 12.826-0.496961j -6.46293+7.31001j 0.264034+2.63741j 7.17644-0.817954j 5.95454-0.529689j 0.807111-6.71503j 2.47067-0.961506j 3.59914+1.18672j 6.01874-2.71652j -0.9508+0.34916j -2.03461+0.386526j -0.673299-0.0411503j 0.239584-0.06523j -0.340729-0.150875j 
0.0181567+0.214507j -0.0256365-0.0892061j 0.128528+0.084959j -0.352696+0.470717j 0.556292-0.51801j 0.132666+0.639542j 0.412113-0.819937j 0.0812484+0.870929j -0.375193-0.508594j -0.197142+0.283899j -0.930006-0.524627j -0.194226+0.807085j 0.843204+0.678558j -0.0903996+0.206593j 0.0061568-0.0782896j 0.19917+0.285145j -0.0364396+0.20457j 0.569648+0.423317j -0.055975+0.687975j 1.24524+0.601454j -0.486341-1.30803j -0.656682-0.36891j 1.85671+1.73672j 1.01041+0.53799j 2.21084+1.14363j 0.538153+2.26174j -0.860666-0.560306j 0.695603-2.19637j -1.40403-1.93944j -0.42957-1.27773j -0.13362+0.64329j -1.21088-2.03483j -1.51842-1.00935j -0.379587-0.368527j 0.610037+0.845644j -0.328696+0.345579j 0.0464284-0.155812j -0.535779+0.0507417j -0.406121+0.603211j 0.375926+0.1713j -0.0541689+0.353281j -2.00727-0.300621j 0.580892-1.29233j -7.94251-1.88496j 1.35902+0.358906j -2.23098+5.49849j 3.65266+2.00976j -9.70949-2.48161j -1.55313-0.268584j 2.81911-6.66567j -1.1662+2.12249j 18.4545+8.4718j 4.8271-13.0895j 14.4373-0.754232j 7.33891+2.49396j 2.72778+1.33631j 5.67842-7.68943j -0.0794703-4.81063j 3.9963+1.73339j -16.1166-12.4025j -2.79654-0.15912j -3.98756+5.06343j -0.84429-16.0429j 19.8196+0.730306j 0.427865+1.29517j 13.3173-9.70068j 12.9115+10.7792j 4.3622-0.966389j -10.6779-14.2466j 16.3052-5.60648j 3.43053+5.57852j 1.64912+2.62717j -16.0208+8.31913j 0.233501-1.59933j 7.36866+10.6041j 5.50074-1.48064j 4.72723-0.183641j 4.2622-5.64083j -7.93398+4.7726j 9.76406+12.7705j -3.45457-4.89684j 15.4062-2.49555j -6.44381+9.47159j 0.557181+1.7811j 8.31735-0.491547j 5.92097-0.00257973j 0.191268-6.12948j 2.1632-0.892419j 3.84968+0.761816j 5.35534-2.17064j -1.12523+0.58663j -0.975672+0.201981j -0.894798-0.124695j 0.237748+0.0545039j -0.144085-0.101655j 
-0.225935+0.370545j 0.189174-0.329284j 0.524908-0.146331j -0.879007-0.411233j -0.245137+0.513757j 1.02269+1.43634j 1.93318-0.881017j 0.614471-0.682755j -1.92248+0.0303998j -0.830145-0.699052j -1.0014-1.07546j 0.510705-0.57858j 1.38183+0.911098j 0.00779065+0.654156j 0.399999+0.473322j 0.114267-0.0102532j 0.265976+0.148079j 0.993977+0.122029j -0.169462-0.323526j 2.03904+0.494725j -2.08837-0.817186j -0.361801-0.0356598j 3.31955+1.00471j 0.211045+0.937403j 0.626941+2.97802j 2.62326+1.13533j -0.769701-0.766817j -2.90042-0.775098j -0.865332-2.24096j -0.739101-2.07795j 1.2727+1.36935j 0.999423+1.94463j 0.47652-1.47566j -0.129052+0.0369181j 0.0960639+0.327816j -0.165836-0.235526j -0.0209125+0.0728832j -0.465198+0.146426j -0.41555+0.730821j 0.870853+0.0534454j -0.0974256+0.806602j -3.07814+0.203034j 0.790101-1.98214j -12.559-1.59639j 2.80455+0.673134j -3.6418+8.39933j 5.22745+2.9102j -15.6928-2.59155j -2.18976+0.00610495j 4.84545-9.86706j -1.43915+3.66469j 28.0264+10.49j 7.2766-19.7109j 22.8615-3.08855j 11.5643+3.22887j 3.66677+0.765103j 8.70853-12.4533j 0.527075-6.76934j 5.61467+2.2096j -27.8016-16.1851j -4.2135+0.807859j -5.7715+7.6144j 2.19506-23.1768j 30.7903-0.824996j 1.84697+1.93386j 18.8615-16.017j 19.4476+14.6147j 7.15447-2.15614j -16.6906-19.991j 24.3201-9.90973j 5.68882+7.57212j 2.35086+3.29579j -26.3947+14.0545j 1.05837-2.26334j 11.1674+13.8844j 9.59197-3.76064j 7.69182-2.09429j 7.10453-9.63723j -11.8713+8.31825j 15.0172+18.1767j -5.20517-5.28916j 24.4136-4.89592j -10.2106+13.0683j 1.1333+2.59044j 12.0427-4.57791j 9.60633-1.22107j 0.0180392-9.79383j 4.03939-1.72206j 6.26591+0.85415j 9.32778-4.80446j -2.74669+0.567883j -2.47308+0.155075j -1.49082+0.453254j 0.377388-0.55062j -0.651328+0.0283584j 
