-0.00647215+4.9062e-05j 0.0215282-0.00352821j 0.0220216-0.00371804j 0.0173229+0.00062676j -0.0180009+0.00343066j 0.033273-0.00399438j 0.0203785+0.00389237j -0.0228068+0.00400468j 0.00535447-0.00223807j 0.0171486-0.00528284j 0.03657+0.00614045j 0.0361764+0.000828323j -3.85962e-05+0.00663279j 0.0337575-0.00848884j -0.026203+0.00808707j -0.0102011-0.00580935j 0.0248355-0.000167852j 0.0258448+0.00150322j 0.0101919-0.00897049j -0.000833666+0.000920528j -0.0367934+0.00203044j 0.00150169+0.00768021j -0.033908+0.00767589j -0.0147112+0.00684402j 0.00398451-0.000308576j 0.0233605-0.00550675j 0.0137573-0.0088146j -0.010524-0.00621193j 0.0151507+0.00209761j -0.0238461+0.00761922j 0.00708158-0.000567749j 0.0148227+0.000599309j -0.0209854+0.00440996j 0.0057552+0.00383067j 0.00428772-0.00308729j 0.0143312-0.00314961j -0.0121845-0.00386899j 0.00589468+0.000762327j -0.0183251+0.00624815j -0.0139864-0.000675576j -0.00800993+0.000596652j -0.0158329+0.00879068j -0.00597148+0.00526878j -0.00174576-0.00312533j -0.00336911+0.00666719j 0.0123098-0.00507597j -0.00543776-0.00298468j 0.00142976-0.00782821j -0.000636076-0.00467267j 0.00781524-0.00474758j -0.0138996-0.00427186j 0.00539896+1.39431e-05j -0.0140523+0.00524953j -0.010261+0.000285351j -0.0245262-0.00239993j -0.0124505+0.0105105j -0.00961547+0.00532215j 0.00386388+0.00975547j -0.0227196-0.0085518j 0.00333988-0.00265571j -0.0357822-0.00655875j 0.0102037+0.00381174j -0.0246426+0.00238217j -0.0200742+0.0110419j -0.0202232+0.010443j 0.00941317+0.00414194j 0.0133813-0.000397349j -0.0511287+0.00810813j -0.0290319+0.00160221j 0.0402603-0.00766729j -0.00669914-0.00520842j 0.043166+0.00342875j 0.0344418+0.00336352j 0.00431936-0.0120071j 0.0283616-0.000254077j 0.0687259-0.0105711j -0.00107822-0.00377239j 0.0593038-0.00934701j 0.00554194+0.00575836j -0.0747723+0.0360056j 0.0277189-0.0266849j -0.0425326-0.00210679j 0.122895+0.027749j 0.102967-0.0176489j -0.129865+0.133176j -0.354214+0.00183309j 0.185219-0.0310026j 0.0734886-0.0529538j 0.0546823+0.0535703j 0.112672-0.0217193j 0.0321206-0.011548j -0.0179196-0.025679j 0.0507674-0.0225154j -0.0347806-0.00781559j -0.000448622-0.0184811j -0.0189857-0.00679716j 0.108536-0.00323511j 0.437993-0.00271836j 
-0.00728805-0.00257325j 0.00983984-0.00558583j 0.00883243-0.00701333j 0.00770041+0.00168561j -0.00412974+0.00301484j 0.000146793-0.00467656j 0.013298+0.00387567j -0.00124074+0.00348199j -0.0127393+0.00303887j -0.00565662-0.00459809j -0.00740199-0.00253813j 0.0274613-0.00398838j -0.0167686+0.0119248j 0.0141496-0.00130021j -0.00316788+0.0174266j 0.00689404-0.00770412j -0.0123432+0.00646528j -0.00569414+0.00827761j 0.0329466+0.00884037j -0.0513853+0.00493074j 0.0423181-0.028968j 0.000580287-0.0026575j 0.0140317+0.0094071j 0.0229263-0.0129842j -0.00589866+0.0293173j 0.00835559+0.0201072j -0.0203448+0.0406393j 0.0732229-0.0484137j 0.00930792-0.0115667j 0.00938076+0.00340738j -0.00693345+0.00948767j -0.00528151+0.0146126j 0.0240291-0.0222358j -0.0379067+0.0466969j -0.0311744+0.014941j 0.019989+0.0295903j -0.016168+0.0417515j -0.00681025-0.0195345j 0.0204961-0.0141834j 0.0423267-0.0398906j 0.0366437+0.00565695j 0.0675441-0.0194018j 0.0173083-0.0276955j -0.0230106-0.0367426j 0.063292-0.0447965j 0.0450791+0.00724043j -0.0365748+0.0152879j -0.115341-0.00159399j 0.0646693-0.000137175j -0.0121952-0.00842143j 0.000413084+0.0853312j 0.0883968-0.0468486j -0.0579963-0.0328753j -0.0258605+0.0224646j -0.128793+0.0247049j -0.0354369+0.0291649j -0.0311512-0.0324485j -0.193868-0.0124915j -0.0513831-0.0265073j 0.032907-0.0957772j 0.0316617+0.10288j -0.0224282+0.0735261j -0.0373976-0.0519097j 0.10634-0.0381341j -0.0228481+0.0924811j -0.0246453-0.0420858j -0.0260671-0.0402603j -0.00506729+0.084138j -0.0575152+0.0443415j 0.0935382-0.0755854j 0.0433655+0.0353791j -0.00104297+0.10809j 0.0417397+0.0956617j -0.043742-0.00340408j -0.0170202+0.0395653j 0.0113455+0.0368376j -0.0476653+0.0276253j 0.011087-0.0296471j 0.0554191+0.0128836j 0.0261337+0.0863268j 0.00701667+0.00202049j 0.0907268-0.0138014j 0.00333618-0.000451886j -0.0714046-0.021287j 0.00793689+0.0130649j 0.0216192+0.0155339j 0.066571-0.0331279j 0.0639412+0.00288146j 0.00922777+0.0372571j -0.0200918-0.000307157j -0.0424765-0.00293934j -0.0441861-0.0153247j 0.0149895-0.033401j -0.0196883+0.006598j -0.0224604-0.00826215j -0.00341448-0.0091748j 0.0158724+0.00826414j 0.0245775-0.000971984j 
-0.00192284-0.00851334j -0.00257124-0.00139324j 0.00502618+0.00243889j -0.00446277+0.00289882j -0.002645-0.000365128j -0.00250444+0.0118819j 0.0126262+0.00219762j 0.0278426-0.00781725j 0.0148399+0.00396431j 0.0258775+0.00103825j 0.00293014-0.000900748j 0.00268645-0.00421912j -0.0348516+0.0147635j 0.00880334+0.0112002j 0.00399509+0.0107288j -0.0219168+0.0128286j 0.0232979+0.00906723j -0.0175281+0.0155659j -0.0139417+0.0123724j 0.0349822+0.014938j 0.00530119+0.00499799j 0.0364691-0.0338399j 0.0155899-0.0195475j 0.00620496-0.0275417j 0.0107073+0.0056541j 0.00255151+0.00953176j 0.0148866+0.000586513j -0.0214065+0.0309399j 0.0166195-0.00867964j 0.00835144+0.019034j 0.0198397+0.0119151j 0.0207249+0.0119744j 0.00526949-0.00380577j 0.0249438-0.00770553j -0.0319182+0.0291352j 0.0204457-0.0100028j 0.00125259-0.00628314j 0.0782739-0.0262137j 0.0376365-0.0279934j -0.0269226-0.0221048j 0.0121932+0.0174017j -0.0586237+0.00566217j -0.109027+0.0527758j -0.0397803-0.0424322j 0.0013375-0.00728434j 0.0141642+0.0155868j -0.112299+0.0913968j -0.0243905+0.0842722j 0.0622739-0.0468832j 0.0793353+0.0131042j 0.0822561-0.00109647j 0.0490471+0.0177956j 0.0472855-0.0803292j 0.0362886-0.0224003j -0.0149699-0.0302269j 0.00575261+0.0487278j -0.0333886-0.00341362j 0.0643442+0.0134082j 0.197202-0.114066j 0.0146991-0.0424248j -0.0266056+0.025873j 0.0629693-0.00898535j -0.0510915+0.0126053j -0.103282-0.025282j 0.149774+0.00904124j -0.0465662-0.0465828j -0.0326503+0.146026j 0.0198756+0.0331322j 0.044084+0.00841262j -0.0131943-0.056476j -0.0112114+0.0183245j -0.0449419+0.0232458j 0.028744-0.0290085j 0.00955642-0.0400148j -0.0282221+0.0376824j -0.0108914-0.00629898j 0.0246699+0.000124748j -0.0625674+0.0165796j 0.0109126-0.0189382j -0.0459071+0.0248825j -0.126223-0.00964743j 0.0521948+0.0198541j 0.0901437-0.0176694j 0.0754995-0.0340912j -0.049809-0.0265387j 0.0186996-0.0444165j -0.00508832-0.0254941j -0.00913544-0.00799803j 0.043236+0.0168778j -0.0445595+0.0263701j -0.0685118+0.0123328j 0.0515257+0.00441764j 0.0189724-0.00459876j -0.00543642+0.00892492j -0.0192174-0.00967707j -0.00964371-0.00152063j -0.0136801+0.000967831j 0.00580593+0.00639127j 
0.00523701-0.00179445j 0.0101501+0.00503665j 0.00444278+0.00591152j -0.0214562-0.00686451j 0.00845103-0.000448251j 0.00651667-0.000842509j 0.00254391-0.0123132j 0.0175485-0.0204716j -0.00488992-0.0155667j 0.0155669-0.0145688j 0.00539797-0.0114752j 0.00843475-0.0196248j -0.00256513+0.029699j 0.00705504-0.00123756j -0.0050129+0.0116663j -0.00947766+0.0256068j -0.0172082-0.0109257j 0.0116012+0.016187j -0.00198226+0.00244693j 0.0152921-0.0325113j -0.02227+0.0232234j -0.0041495-0.0304477j 0.0136145-0.0114303j -0.0122005+0.00378859j 0.00993122+0.0110928j -0.00825251+0.0134685j 0.0373555-0.0298258j 0.0197166+0.0106166j -0.0103244-0.0201701j -0.0380269+0.010556j -0.0249468-0.0272924j -0.0521968-0.00523265j 0.0276473-0.0202848j -0.0447229-0.00347785j 0.0206764+0.025821j -0.0166522+0.00174672j -0.00412781-0.0385427j -0.0248331-0.0254138j 0.00128797-0.0267326j 0.0814888-0.00982817j -0.00114902-0.00769867j -0.00864124+0.0262135j 0.0310996+0.00872889j 0.0219052-0.0110798j -0.00656144-0.0222232j -0.00107553-0.0488074j 0.0871993-0.0309129j -0.00947206+0.0239583j -0.0816983+0.0146899j -0.00599298-0.0213627j -0.0336814-0.00898344j -0.0368017-0.0028025j -0.0691765-0.0880001j -0.0329816-0.00860878j 0.0385155-0.0173333j 0.0483173+0.114901j -0.0558461+0.0247979j 0.0336784+0.0384294j -0.0841956+0.0106876j -0.0531366+0.0417333j -0.0350077-0.0236895j -0.0902691+0.111803j 0.0320406-0.049269j 0.0103769-0.0199916j -0.0240283-0.190612j -0.00233146+0.0165305j 0.0679501-0.0510656j 0.018154-0.00505889j -0.0139646-0.0274578j -0.0278076+0.12596j 0.0130815-0.0215278j -0.0368264+0.0985351j -0.031754-0.0185443j 0.00299199+0.0775627j 0.0240947+0.113837j 0.019791+0.0664474j 0.00133173+0.127422j 0.0359684-0.0841237j -0.00847204-0.00433936j 0.00221565+0.0267941j 0.0948276-0.052057j -0.0336505-0.0621442j -0.0151683-0.0399032j -0.0461761-0.052809j 0.00676518+0.0175177j 0.010682+0.00528653j 0.0107107-0.0120733j -0.0192892+0.0427192j 0.0263098-0.00875321j 0.0133796+0.00882801j -0.010586+0.0633257j 0.00974254-0.0508408j 0.0256986+0.0162126j 0.00119414+0.01849j -0.0690057-0.0154715j 0.032247+0.000224465j -0.0110293-0.0037967j -0.00762086-0.00150324j 
0.000871985-0.00316009j -0.00322325+0.00179386j -0.0138857-0.00325191j -0.00958044+0.00221481j 0.0103763+0.000759989j 0.00384928+0.00400697j -0.0105524-0.0140886j 0.0210761-0.00395809j -0.00477849-0.0166542j -0.00822136-0.00976202j -0.00448594-0.00216523j -0.00799847-0.0135887j 0.00506125+0.0200755j -0.00323571+0.00181139j 0.00572474+0.00385934j 0.017198+0.0228482j 0.0329064-0.000640048j -0.0144875+0.00814304j -0.0238087-0.0182876j -0.0271949-0.0357996j -0.00949946-0.00393799j -0.0073264-0.0318557j -0.0104291-0.02546j 0.0682068+0.0148045j 0.0198565-0.00715719j -0.0137429-0.0118976j -0.0123343-0.0360819j -0.0173016-0.021758j 5.03995e-05-0.00390004j 0.0338202+0.0103565j 0.018766-0.0302243j 0.0476669-0.0272653j -0.0221592+0.00793328j 0.040791+0.0119966j 0.0058933-0.0147001j -0.000903603+0.00251651j 0.0245616-0.0306504j 0.0612114-0.0308312j 0.00499556-0.0300148j -0.0391799-0.00612871j -0.00412139-0.0232686j -0.0196638+0.00261479j -0.0697844+0.0250696j -0.0241889+0.0313255j -0.0532422+0.0420035j -0.0322997+0.0218763j -0.0714437+0.0524369j 0.0713301+0.0151334j 0.0750402-0.0641466j 0.0390768+0.00547429j 0.107813-0.014215j 0.0410539-0.00756462j -0.120631-0.00242622j 0.00938273-0.0889572j -0.0480618+0.0196301j 0.0939852-0.0567457j 0.0408847+0.0260083j -0.088407-0.00255743j -0.0863535-0.00846469j 0.0884761-0.0351934j 0.0347272-0.0617864j 0.078262+0.0365787j -0.0125792+0.129232j 0.0977436-0.0961202j -0.0514839-0.0765014j -0.0288171+0.0720786j 0.0014914-0.0920485j -0.0736289+0.0650602j 0.0705508-0.081282j -0.0316554-0.015451j -0.00801838+0.0261648j -0.0617145+0.037841j 0.0851541-0.0854292j 0.00236331+0.11543j 0.0278674+0.0210395j -0.014172+0.0566272j -0.0367427+0.0218253j -0.0129749-0.0213596j -0.0586803+0.00118629j -0.0112889+0.0237821j -0.108136-0.0114718j 0.0678696+0.00225779j -0.0529094+0.00169963j -0.014074+0.00191921j 0.0193392+0.0137551j -0.0298593+0.0204824j 0.0183241-0.0146871j 0.0238467+0.000553573j -0.047685-0.0425336j 0.0353619-0.02562j -0.00495913+0.0590355j -0.00282156-0.0115268j -0.0215969-0.00856037j -0.00876303-0.00176262j -0.0103227-0.0108192j 0.0472348+0.000394308j 0.0229684-0.0033042j -0.00590723-0.00173325j 
0.00034572+0.000220286j -0.000929607-0.00338221j 0.00214222-0.000616966j -0.000921592+0.00104722j 0.00639963-0.00391379j 0.0134335+0.00208764j -0.00592654+0.00646536j 0.0113345-0.00744265j 0.0030661+0.0153178j -0.001065+0.00340871j -0.000574178+0.0108635j 0.00383557+0.00419348j -0.00894808-0.00539104j 0.0109758-0.00256189j 0.0151054-0.0183289j -0.0192722+0.0016048j 0.0240612+0.0208834j -0.0234454+0.0149526j -0.0131452-0.00161127j 0.0248334+0.0182417j -0.025619+0.00177031j 0.0174971+0.0157529j 0.0095131-0.00532473j -0.0297028-0.0166755j -0.0398063+0.0126789j 0.0140074+0.000857094j 0.0323374+0.0111895j -0.0180356+0.0197021j 0.019+0.0045883j -0.0221568-0.00848708j 0.00895495+0.0156828j -0.0286293+0.0283511j 0.022314-0.0116014j 0.0212164+0.00538334j 0.011945+0.00740036j -0.000210078+0.00352555j 0.0053321-0.00284232j 0.00828702+0.0106291j -0.0175027-0.0295035j -0.0451621+0.0137364j 0.000173725-0.0073243j -0.0609694+0.0261469j 0.00193765-0.00580564j -0.0504451-0.00598417j -0.0215771-0.0461742j 0.0270709+0.00746429j -0.0168928-0.00119823j -0.0262932+0.0403606j -0.0552564+0.0130163j -0.0114961+0.0557497j 0.0571908-0.0617979j -0.0402253+0.00627952j 0.0998881-0.0431943j 0.0918916+0.0207782j 0.0736855+0.00294147j 0.00124745-0.0058486j -0.0537343+0.0499024j -0.178792+0.0269155j -0.251012+0.0374221j 0.0727021+0.0209649j 0.0752169-0.0173594j -0.0230524-0.0699801j 0.0145196+0.0571749j 0.216788+0.0262251j -0.0952836+0.0669123j 0.0101598+0.0566296j -0.0439471+0.0796168j -0.0698754-0.0306629j 0.0216677-0.0185121j -0.0488317-0.0982102j -0.00790119-0.00830771j 0.0199345-0.0632075j -0.00875374-0.0903596j 0.0230566-0.0622755j -0.00551931+0.00125014j 0.0298455-0.0412439j 0.0267758-0.0476282j -0.00704304+0.00703387j -0.00462834+0.01096j -0.131355-0.0161762j 0.0445249+0.00830242j 0.0717591+0.0716047j -0.0968064-0.00991595j -0.0357591-0.00109031j 0.0524162-0.0336647j -0.0281998-0.0226319j 0.0393612+0.000629597j -0.0247817-0.0267647j 0.0120975-0.0235009j -0.0144827+0.00755584j -0.0082572+0.00258858j 0.0304559+0.0324566j -0.0435079-0.0010427j -0.0190804+0.0056388j -0.0178234+0.000884482j -0.020694-0.0101948j -0.0107954-0.000838153j -0.0131287+0.000255074j 
-0.00532926-0.00283543j -0.0126048+0.00270598j -0.0115386+0.00785032j -0.0037788-2.51374e-05j 0.00818524-0.00394736j -0.008427+0.00960047j 0.00428565+0.000327796j 0.0177982-0.010496j -0.0102917-0.000325764j 0.00431708+0.0144132j 0.00901996-0.00285088j -0.00622747+0.0124088j 0.00348565+0.00168611j 0.0202525-0.00299901j -0.00264431-0.00860464j -0.0213359+0.000464387j -0.0157234-0.00283473j -0.0046668+0.0143291j -0.0114325+0.00525828j 0.0272943+0.00142427j -0.00695106+0.0109016j 0.0273258+0.00117093j -0.0326051+0.0114624j 0.000868096-0.00816452j -0.0122391-0.0122693j -0.0183187-0.00228578j 0.013672-0.0156368j -0.0338835+0.0313514j 0.0129213-0.00173023j -0.0589467+0.010497j -0.0386954+0.0284589j -0.0696137+0.00936098j 0.0135156+0.0150962j 0.00661699-0.00750573j -0.0253684+0.00978256j -0.0119536-0.0127608j -0.0171821-0.0320403j 0.0138078-0.013056j -0.0251673-0.019589j 0.0208437-0.0066631j 0.0100056+0.00814521j -0.023861-0.0199447j 0.0163214+0.018187j 0.0492378-0.0237758j -0.0687568+0.0575637j -0.0655397+0.0317376j 0.0149187-0.00617888j 0.0394885+0.00293023j 0.0250086-0.0397941j -0.02492-0.0162656j -0.0593492-0.00242377j -0.0733517+0.00854913j 0.0311697-0.0331938j -0.0907974-0.0220603j -0.0317208-0.0427648j -0.0783907-0.0700531j -0.0612717-0.0782937j -0.00931311+0.0997703j -0.0921086+0.10906j -0.0773832-0.113248j 0.0177026-0.0381709j -0.0518833+0.00177384j 0.108007-0.0569875j 0.0449084-0.184761j 0.0706389+0.183313j -0.0290418-0.0758868j -0.0312454+0.00464966j 0.0373768+0.091813j 0.0390269-0.00525338j -0.00489839+0.0346172j -0.0275298+0.0097514j 0.0457436-0.0298803j 0.0191492+0.0397512j 0.0383611-0.0146369j -0.0124835-0.00299692j -0.0192282+0.00644318j -0.00230357+0.00222207j 0.00411337-0.00678525j -0.0308162-0.040276j -0.0414566+0.0054086j 0.105018+0.0193415j 0.00859334+0.0257775j 0.0142685+0.0534485j -0.0511362-0.0132183j 0.013061-0.0428805j -0.0391104+0.0321006j -0.010125-0.0328291j 0.0312147-0.01348j -0.00431888+0.00161752j -0.0925043-0.0104568j -0.0514811-0.0012189j 0.010992-0.000512977j 0.00929153+0.00827536j 0.0106692+0.00208245j -0.0109221-0.00615517j 0.00458788-0.00684816j 0.00660141-0.00716156j -0.0019763-0.00151256j 
0.00403358-0.00698438j 0.0086304-0.00226623j 0.0102717-0.00874323j -0.0198003+0.0125103j 0.0210536-0.00584162j 0.00221076-0.00434849j 0.00446684+0.0248652j 0.0115266-0.00841415j -0.0181779+0.0128227j -0.0206378-0.00210242j 0.0166391+0.0201074j 0.0209177-0.0157588j -0.0252251-0.00975017j 0.00777953+0.00671666j 0.00211192+0.0098487j -0.0127551+0.0133744j 0.00266068+0.012171j 0.0104235+0.0141123j 0.0027956-0.0250291j -0.013704+0.00268854j 0.0016379+0.00243539j 0.00546515-0.0105979j -0.00207616-0.0478711j -0.0194402-0.0120742j -0.0182149+0.0301517j 0.00389347+0.0292605j -0.00829627-0.0185253j 0.0266798-0.0266792j 0.0316327-0.0188986j -0.0158566+0.0081958j 0.0321452-0.0169502j 0.0287841+0.00920399j -0.00411529-0.0286827j -0.0407202+0.022198j 0.0411221+0.0115769j 0.00071564+0.019486j 0.0193272-0.0125693j -0.0332427+0.0137352j 0.0104254-0.017655j 0.0382863-0.0260094j -0.00892761-0.0216173j 0.0199138+0.0249008j -0.000954351-0.0361768j -0.00778728+0.00932884j 0.0523325-0.0169798j 0.0794242-0.0237275j -0.00225617-0.0490216j -0.0584735+0.0638741j -0.0682952+0.0681517j -0.0592718+0.134034j -0.0620018+0.0197406j -0.0440433-0.0248757j -0.0383763-0.0426792j 0.0123568-0.0783279j 0.0874584+0.056064j -0.030619-0.0452674j 0.168156+0.078309j 0.032137-0.056222j 0.113758-0.00156706j 0.0095946+0.0191856j -0.00203019+0.00995963j -0.0148756+0.0824011j 0.0631497+0.217798j 0.0123421+0.0558344j -0.00979907+0.186781j 0.0284698-0.0129161j 0.00589372-0.0865278j -0.00944713+0.00340558j -0.0440054-0.0190804j 0.0156731+0.0531287j 0.0381356+0.0166838j -0.0416264-0.0422759j -0.0512135-0.0545432j -0.0252516-0.0532021j 0.0319037-0.0580372j 0.043971+0.0278438j -0.0295778-0.039675j 0.0175332-0.0861802j 0.0671327+0.0235372j 0.0109584-0.0465084j 0.0112869-0.00185941j -0.0486767+0.034239j 0.0328078+0.0136337j 0.0659216-0.00831638j 0.0336177-0.0283619j 0.00937378-0.0934376j 0.00460025-0.0360929j 0.060105+0.0194151j -0.0758345-0.0157406j -0.0354827-0.01862j -0.0223847+0.00825243j 0.0334866+0.00164497j -0.0131415+0.0134896j 0.0300457+0.0107502j -0.0190645+0.00127695j 0.00501406-0.00421762j -0.014289+0.00248572j 0.0163709+0.0099239j 
-0.00262073-0.00121696j -0.00933411-0.00542139j -0.00281131-0.00845936j -0.0136079-0.00399052j 0.0114235+0.0064643j -0.00118393-8.63872e-05j -0.0221526+0.00769092j 0.00348467+0.00857623j -0.00822856-0.00684947j -0.0343661-0.00564219j -0.0149918-0.00230989j -0.0183273+0.0155594j 0.00641724-0.00437012j 0.013558+0.0109696j 0.0271888-0.00279349j -0.0190551-0.0281833j 0.0014179-0.0258724j -0.016404-0.0127648j 0.00145136+0.0178479j 0.0344439+0.00754042j 0.0198208+0.0136029j 0.0481114+0.0117867j -0.00956327+0.00473022j -0.0198082+0.0255655j -0.0311452-0.0113983j -0.00514745-0.0170336j 0.00252979-0.00560525j -0.0189943+0.0401359j 0.0226339-0.00171874j -0.0334753-0.00163019j -0.0200041+0.000324498j -0.0363474+0.0172098j 0.00268208-0.0039453j 0.00700188-0.0412647j -0.0494226+0.0169384j 0.0363746-0.0298489j -0.056513+0.0240789j -0.0106332-0.00274796j 0.0157354+0.0149964j -0.00992996+0.0335893j -0.00169774+0.00618245j 0.00677989+0.00625184j 0.00637376-0.00540441j -0.035408+0.0390395j -0.0655818+0.0209141j 0.000171138+0.0769704j 0.0845039+0.0424777j -0.0512078-0.0755441j 0.041665-0.0189651j -0.0361366-0.0644499j -0.0692329-0.0137415j 0.0526763+0.0011555j 0.131927-0.0819379j -0.0106313-0.0832263j -0.0771297+0.0135123j -0.042697+0.0104429j 0.049965+0.0941532j -0.0142683-0.0433575j -0.0159174+0.00707879j 0.0138184+0.00827701j 0.0288339+0.0722218j -0.0452118-0.0584816j -0.0223359+0.0971554j 0.0201331+0.0402337j -0.0385975-0.0181814j 0.050885-0.0508448j -0.0163262+0.0142902j 0.0038117-0.0239186j 0.00304631+0.0396774j -0.00142815+0.107505j 0.029982+0.058179j 0.0550884-0.0670353j -0.0214462+0.0693881j -0.00544075-0.0700426j -0.0133214-0.0035559j -0.00775713+0.0343171j -0.00221366-0.0563721j -0.0429555-0.0188314j -0.0399447+0.000412654j 0.0148675+0.00846465j 0.0431105+0.0321959j 0.0567104-0.0255584j 0.0597653+0.0232446j 0.0212739-0.0438591j 0.0127889+0.00801519j 0.0358167+0.00711077j 0.0609397-0.00208118j 0.0333196+0.033914j 0.000507586-0.0160167j 0.0394136-0.0089168j -0.023266-0.032713j 0.0140054+0.00173975j 0.0153277-0.00315785j 0.01132+0.00207596j -0.0161268+0.001731j 0.00840804-0.00364776j 0.0272268+0.0024075j -0.0102611+0.00176596j 
0.0144103+0.000209235j -0.00617499+0.00259908j 0.00643082-0.00214646j -0.00132944+0.00601736j -0.0185914-0.000824904j -0.00490598+0.00771993j -0.00804601-0.00552533j -0.00838413+0.00769045j 0.0349357-0.0005445j -0.00278661-0.00698374j -0.0105469-0.00515415j 0.0199999-0.00626099j 0.00504116-0.0105811j -0.0228623-0.00976837j 0.00856226+0.0155293j 0.0142153+0.0175611j 0.01015+0.0128414j -0.00879015-0.00257233j 0.00805034-0.016728j -0.03263-0.00908923j 0.0121576-0.00278026j 0.0245642-0.00304172j 0.0212967-0.0115822j -0.00219669+0.0178752j 0.0117758+0.00603325j 0.0208045-0.00542995j -0.00718434-0.00216939j 0.030946-0.00786662j 0.0140762+0.017237j 0.0142482-0.00787854j -0.00712292+0.0154688j 0.0514842+0.0281421j -0.034472-0.0122685j -0.044304-0.0042656j 0.00857751+0.000642832j -0.0343358+0.0330074j 0.0325434+0.000841892j -0.00634795+0.0162933j 0.0152281-0.0162142j -0.0107252+0.00291836j -0.0111103-0.0249811j -0.00487573+0.00349959j 0.0316834-0.0533644j 0.0533516-0.0408997j 0.050043-0.0393487j 0.0327697-0.00517894j -0.0884961-0.0332584j -0.0363451-0.0134893j -0.058596+0.0676171j -0.0719561+0.0389181j -0.00104151-0.0223847j -0.0501766+0.0269623j -0.0756162-0.0520466j -0.0473922+0.0262052j 0.0335587-0.0699356j 0.0456687-0.0236603j 0.0172465+0.0582028j -0.000408952+0.0344098j 0.0841228+0.15755j -0.0116316-0.0152224j -0.00648915-1.55483e-05j 0.0442993+0.00979249j 0.0430796-0.056996j -0.0556262-0.0806288j -0.00950858+0.00974634j -0.0692569+0.102863j 0.0302163-0.0714344j -0.0163531+0.0255099j -0.00406987-0.0121278j 0.0072349-0.06029j 0.0113875+0.0186234j -0.0233072-0.00711441j -0.000807813+0.0469691j -0.0251239+0.0388733j 0.0389297-0.0110255j 0.0390751+0.0090838j -0.00320551-0.0321162j 0.024938+0.0368178j 0.0519314+0.00963125j 0.0114856+0.0563617j -0.0361373+0.0090691j -0.00313476+0.000849338j 0.0368228+0.011641j -0.0460928+0.0418916j -0.0162861-0.026007j 0.00478717+0.00175773j -0.0282258+0.0401178j 0.0318675+0.00343385j -0.0177159-0.0155415j 0.01736+0.000337438j -0.0233868+0.004639j -0.00795955+0.00809163j 0.00607116-0.0122658j -0.0301036-0.0257572j 0.018682+0.00752374j -0.0138068+0.010959j -0.00403983-0.00231439j -0.0303688+0.0061498j 
-0.000221357-0.000840244j -0.00623184-0.00265328j -0.00215794+0.00488732j 0.0090541-0.000770889j -0.00363489+0.000285211j 0.000816434-0.00597702j 0.0146093-0.00171632j 0.00724949+0.00595014j 0.0142803-0.00543321j 0.00682012-0.0115332j -0.00252152+0.00190484j 0.00694364-0.000536349j 7.44066e-05-0.000313493j 0.00263734+0.0012696j 0.00992156+0.0313013j 0.000818502-0.0130825j 0.00963058-0.0107324j -0.0130766-0.0069252j 0.00463517+0.00798065j -0.0048888+0.0166764j 0.0078146+0.0124643j 0.00599284-0.00570963j 0.0273305-0.00556875j 0.00140886-0.0230782j 0.0104352+0.00120628j 0.0246833+0.00848759j 0.0154217-0.0124252j 0.0278345-0.0227524j 6.39181e-05+0.00349585j 0.00250679+0.0190375j -0.0235626-0.00563082j -0.0161239+0.0147846j 0.0168141-0.0214946j -0.0123054-0.0120734j 0.00509988+0.0217689j -0.0112354-0.0130011j -0.0177925+0.0187j 0.0121812-0.0154967j 0.0145093+0.0229786j -0.0101621-0.0176071j 0.0122189+0.0180095j -0.0224549+0.0213693j -0.0232303-0.0275468j 0.0202695+0.00886604j 0.0280038+0.00720185j 0.0756508-0.0358891j -0.10599+0.0588895j -0.14284+0.0382577j -0.0736735-0.0102412j -0.0174597-0.0694281j 0.0580769-0.0246148j -0.0828116+0.0176869j -0.00652412+0.0578713j -3.25663e-05+0.0235348j 0.107054-0.046968j 0.0724412+0.0207157j -0.0970957+0.185722j -0.0990939+0.0777817j 0.0102211+0.0760972j 0.0125002+0.0194036j -0.0218555+0.044403j 0.0445421+0.0548396j 0.0083168-0.0455278j 0.0401436-0.0777048j -0.0372837-0.0714286j -0.0218998-0.0138601j -0.0340181+0.107186j -0.0102461+0.0339634j -0.0207998+0.0324404j 0.0161545+0.040825j 0.00935765-0.00759327j 0.0217919-0.0179973j 0.00403523+0.00147674j 0.0037772-0.0238701j -0.0113559-0.00826791j 0.064305+0.00853471j 0.0326618+0.0260467j 0.0460471+0.00705933j 0.0765046+0.00925157j -0.0777897+0.00432073j -0.050712-0.0120626j 0.00533053-0.046631j 0.00298884-0.0387477j -0.0646625+0.0352311j 0.0226258+0.00778274j 0.0368844-0.0113995j 0.0460364-0.0118615j 0.0284214+0.0272501j 0.00771268+0.00875051j 0.0119917+0.0219287j 0.041056-0.0195646j -0.0090322-0.00559802j -0.00393622+0.00282088j 0.0506552+0.0146463j 0.0206974+0.0100232j -0.00649138+0.0026264j 0.00880923-1.14407e-05j 0.00975257+0.000310876j 
