-0.00647215+4.9062e-05j 0.0215282-0.00352821j 0.0220216-0.00371804j 0.0173229+0.00062676j -0.0180009+0.00343066j 0.033273-0.00399438j 0.0203785+0.00389237j -0.0228068+0.00400468j 0.00535447-0.00223807j 0.0171486-0.00528284j 0.03657+0.00614045j 0.0361764+0.000828323j -3.85962e-05+0.00663279j 0.0337575-0.00848884j -0.026203+0.00808707j -0.0102011-0.00580935j 0.0248355-0.000167852j 0.0258448+0.00150322j 0.0101919-0.00897049j -0.000833666+0.000920528j -0.0367934+0.00203044j 0.00150169+0.00768021j -0.033908+0.00767589j -0.0147112+0.00684402j 0.00398451-0.000308576j 0.0233605-0.00550675j 0.0137573-0.0088146j -0.010524-0.00621193j 0.0151507+0.00209761j -0.0238461+0.00761922j 0.00708158-0.000567749j 0.0148227+0.000599309j -0.0209854+0.00440996j 0.0057552+0.00383067j 0.00428772-0.00308729j 0.0143312-0.00314961j -0.0121845-0.00386899j 0.00589468+0.000762327j -0.0183251+0.00624815j -0.0139864-0.000675576j -0.00800993+0.000596652j -0.0158329+0.00879068j -0.00597148+0.00526878j -0.00174576-0.00312533j -0.00336911+0.00666719j 0.0123098-0.00507597j -0.00543776-0.00298468j 0.00142976-0.00782821j -0.000636076-0.00467267j 0.00781524-0.00474758j -0.0138996-0.00427186j 0.00539896+1.39431e-05j -0.0140523+0.00524953j -0.010261+0.000285351j -0.0245262-0.00239993j -0.0124505+0.0105105j -0.00961547+0.00532215j 0.00386388+0.00975547j -0.0227196-0.0085518j 0.00333988-0.00265571j -0.0357822-0.00655875j 0.0102037+0.00381174j -0.0246426+0.00238217j -0.0200742+0.0110419j -0.0202232+0.010443j 0.00941317+0.00414194j 0.0133813-0.000397349j -0.0511287+0.00810813j -0.0290319+0.00160221j 0.0402603-0.00766729j -0.00669914-0.00520842j 0.043166+0.00342875j 0.0344418+0.00336352j 0.00431936-0.0120071j 0.0283616-0.000254077j 0.0687259-0.0105711j -0.00107822-0.00377239j 0.0593038-0.00934701j 0.00554194+0.00575836j -0.0747723+0.0360056j 0.0277189-0.0266849j -0.0425326-0.00210679j 0.122895+0.027749j 0.102967-0.0176489j -0.129865+0.133176j -0.354214+0.00183309j 0.185219-0.0310026j 0.0734886-0.0529538j 0.0546823+0.0535703j 0.112672-0.0217193j 0.0321206-0.011548j -0.0179196-0.025679j 0.0507674-0.0225154j -0.0347806-0.00781559j -0.000448622-0.0184811j -0.0189857-0.00679716j 0.108536-0.00323511j 0.437993-0.00271836j 
0.0180818-0.00921579j 0.0136852+0.00695448j -0.0204045-0.0010466j 0.0273817+0.00246568j -0.00704901-0.00124275j 0.010501+0.0110307j 0.0341044-0.0299191j 0.0542192-0.0432893j 0.0395629+0.0270877j 0.00526589-0.0507356j 0.0145955+0.0221853j 0.014611+0.0100059j -0.00553027-0.0478652j -0.0164666+0.0568587j 0.0684278+0.0246737j -0.122559+0.020163j -0.0317756+0.0444894j 0.199516+0.0164376j 0.134862+0.0770989j 0.0798731+0.0562904j -0.0163002-0.0720849j -0.099516+0.0838177j -0.0445761-0.0192199j -0.0329617-0.062468j 0.0662727+0.0170956j -0.01959+0.0786236j 0.0105442-0.071091j 0.012099+0.0191555j 0.0052995+0.120318j -0.0850112+0.131528j -0.149976-0.0696102j 0.0557654-0.0263503j 0.123619+0.150138j -0.0147699+0.0633306j -0.154843-0.0489091j -0.029686+0.0130226j 0.141714+0.0319394j -0.0767033-0.0867232j 0.0147158-0.0390878j 0.0241645+0.0133347j 0.0762783+0.0702104j 0.0868854+0.00899417j -0.142678-0.015289j -0.0295115-0.00313148j 0.0203947+0.0367596j 0.0168807-0.0103569j 0.0200622-0.0105712j 0.053297+0.0195197j 0.0266512-0.0125319j -0.000106434-0.00904377j -0.0255177-0.00086793j -0.0148708-0.037072j 0.0435979-0.00219686j 0.0743421+0.0194494j 0.0119593+0.0235254j 0.0407966-0.00851701j -0.00630448-0.00845996j -0.0381445+0.00239988j -0.0212696-0.0103692j 0.0551533+0.0222592j 0.0139152+0.0314191j -0.0687048-0.000192565j 0.0347136+0.0012266j -0.0684635-0.0122457j -0.0054648-0.00177756j -0.0271428-0.00399795j -0.0114894-0.0166937j -0.0035698+0.0266812j -0.037801+0.00972276j 0.00996713-0.00329505j -0.0216045+0.00926039j 0.0205171+0.00234122j 0.00987904-0.00741423j 0.008206-0.0166918j 0.0159659+0.0280098j 0.00343214-0.00726228j 0.00361699-0.0141261j 0.0256678+0.0211332j 0.00395945-0.00816561j -0.0136716+0.0201751j 0.0141213+0.0112388j -0.0270435+0.0061875j 0.0098691-0.00774479j -0.00707972-0.00842894j -0.00103771-0.0126679j 0.0343091-0.00808821j 0.00819468-0.00659157j -0.00143232-0.00282987j 0.0180183-0.00899716j -0.0158027+0.00992821j -0.0106147+0.00541995j 0.00584342-0.0113495j -0.00180481-0.0061386j -0.00995769-0.0013412j 0.00662708-0.00590399j 0.00632412+0.00044042j 0.00216101-0.0047779j -0.00138304+0.00783423j 
-0.024951-0.00514815j 0.0230832-0.00794963j -0.00430214-0.0111447j 0.0198059-0.00678596j 0.0257289+0.000458117j -0.011236-0.0293187j 0.0509117-0.010342j -0.0303809+0.00156947j -0.0117856+0.0196515j -0.00809047+0.0470386j -0.0691298+0.0104189j -0.0380144-0.0656461j 0.0470857-0.0130874j -0.0557253+0.0188032j 0.0868612-0.00555522j -0.0373012-0.0158933j 0.153467+0.0182598j 0.0211529-0.0133077j -0.00280157+0.0304931j 0.00499548-0.0473712j -0.0942436-0.0699667j 0.00285786+0.0272537j -0.0936497+0.0328118j 0.0485211-0.0506486j -0.0728492+0.0856876j 0.0642303-0.0282559j 0.137133-0.102808j 0.0205375-0.0995975j -0.06439-0.159446j -0.137531-0.120862j -0.111679-0.0686645j 0.0989797+0.0225069j 0.172985-0.0518176j 0.0547646-0.0232285j 0.116544-0.0257152j -0.0199511-0.0038882j -0.0484285-0.00250492j -0.112773-0.0470886j 0.133102+0.0469905j 0.0192365+0.00879169j -0.103208-0.0395791j -0.0735427-0.00196698j -0.0235382-0.0103846j -0.00878263+0.0347648j 0.0277962-0.0692275j -0.0447479-0.00196412j 0.00429567+0.0218808j 0.019592-0.0142j 0.00596745+0.0104247j 0.0464718+0.0185078j 0.0228376+0.0444824j -0.00916122-0.0308051j 0.0158515-0.0115318j -0.00934041+0.0371165j 0.0361883-0.00161912j 0.00433972-0.00337439j 0.0228316+0.0507547j -0.0262312-0.0198229j -0.00684125+0.01038j -0.0696123+0.000503473j -0.00652865+0.012638j -0.0124852+0.0151231j 0.0182461+0.0423125j -0.00745681-0.0119542j 0.00398864+0.0166464j -0.0375064-0.0106267j -0.0235062-0.0211735j -0.01613-0.0211976j 0.0309792+0.0147133j -0.018145-0.0458456j -0.0136284+0.000435979j 0.0330282+0.0114087j 0.0201858+0.0267046j 0.000297464+0.00567563j 0.00692986+0.0136876j 0.0103841+0.0108467j 0.028517+0.00460219j -0.00937244-0.0185708j -0.037703-0.00473586j -0.0384586+0.00243044j -0.00770271-0.00360818j -0.0111471-0.00139995j -0.0065407+0.00046322j -0.00268572+0.0104445j -0.00141825+0.00117621j -0.00998339-0.00693839j -0.0257448-0.00700466j 0.00222084-0.00303101j 0.0106895-0.00239317j -0.0118317-0.00441188j 0.00262687-0.00218297j -0.0109651+0.00422642j -0.0032262-0.0061406j 0.0013666+0.00137428j -0.0106433+0.00122429j -0.00742089-0.00805726j 0.0112524+0.00565769j 0.00881369+0.000925933j 
-0.0449747+0.00810908j -0.0352119-0.0153544j -0.051054+0.0232875j -0.0582374-0.0247439j 0.0308555-0.0270216j -0.0583627+0.0457046j -0.0304546-0.000952674j -0.0141639+0.0295147j 0.0104734+0.00299537j 0.0583316+0.0440883j 0.0145773-0.0375036j -0.0205816+0.032734j -0.0354151+0.0995847j -0.115099+0.0487206j 0.0288324+0.0235402j -0.0505349-0.105058j 0.00810184+0.0271037j 0.063823+0.0528244j 0.0538432-0.138327j -0.0739536+0.0766437j -0.0989928+0.0503625j 0.0310921-0.0667071j 0.0409384-0.00244957j 0.0644303+0.00764423j 0.0118623+0.0145928j 0.0163345-0.0838757j -0.0988368+0.0332559j -0.0638226+0.0881136j -0.0868704+0.107847j -0.113419-0.025307j -0.103222+0.0304299j 0.137993+0.074317j 0.0782367+0.00676537j -0.071116-0.0128559j 0.00740156-0.00766606j 0.0077366-0.018843j 0.0467636+0.012432j -0.0466695-0.0376215j -0.0337037-0.0855123j -0.0845404+0.0178848j -0.0249011-0.0551917j 0.0221437+0.011564j 0.0782607-0.0279607j -0.0596444-0.0338133j -0.01012-0.0110309j 0.0218708-0.0452037j 0.0237565-0.0193539j -0.0477257-0.0266097j 0.00677628+0.0242119j -0.0491091-0.0397113j 0.00983374+0.0239908j 0.0241208+0.0171652j -0.0496556+0.0380502j 0.0603755-0.0101412j 0.00100644+0.0168849j -0.00844966+0.0214489j 0.0271267+0.0129452j -0.0228373+0.00419407j -0.0106764+0.0235207j -0.00393621+0.0220717j -0.0531669-0.0121652j 0.0313313+0.00729519j 0.0640828-0.00651632j -0.00356052+0.0211185j 0.0164776-0.00578014j 0.0028686+0.0149974j 0.0173948+0.0200991j -0.00491086+0.0185339j -0.0310868-0.0159163j -0.0138699+0.0145289j -0.0157795+0.0137056j 0.00588781-0.000522499j 0.0310059+0.00794589j -0.0313795-0.0272868j 0.0124383-0.0242314j 0.0179142-0.0253388j -0.0237879-0.011702j -0.00142537-0.00445113j 0.0347939+0.0250881j 0.00625279-0.013474j -0.022915-0.00280792j 0.00422782+0.0189516j 0.00687043-0.000998409j 0.00499838+0.0111356j -0.0142571+0.00791975j -0.0162269+0.00986653j -0.0248849-0.0115504j 0.00613645+0.0067932j -0.0244098+0.001463j 0.0150047+0.0158049j -0.000325975-0.00592034j 0.00881254+0.00763762j -0.016784-0.00677953j 0.0285188+0.00592384j -0.00628735+0.00296571j -0.0136733+0.00309199j 0.0121792+0.000421802j -0.0148337-0.00636088j 
-0.0154539-0.011671j 0.0328933-0.00726265j 0.037542-0.00506082j 0.00162984+0.00471492j 0.0326496+0.0298478j -0.019676-0.00213071j 0.00962194-0.0235983j -0.0178521+0.0645365j 0.00149141-0.0209614j 0.00386953+0.0237903j 0.0316451+0.020149j -0.104356-0.0673458j 0.0448654-0.0011392j -0.0706411+0.0294214j -0.0802455-0.0412655j -0.14598+0.0508022j -0.0737792+0.0539826j -0.0832292+0.000507733j 0.0946712+0.0448605j -0.0348327+0.0128333j 0.121958+0.00927582j -0.0530308-0.126311j 0.016431+0.0100734j -0.140694-0.0200633j -0.0757847+0.0157911j -0.013372-0.16989j -0.133284-0.0380075j -0.0300992+0.0139658j -0.103552+0.0261897j -0.167985-0.0867958j -0.058082+0.0371148j 0.0701372-0.00924977j -0.0542472-0.00247861j 0.105251+0.0569125j -0.0285832-0.00208838j 0.0428554-0.00842962j -0.00302725+0.00422391j 0.100286+0.00822176j -0.0477858+0.0154836j 0.0411553-0.00402381j 0.0627418+0.0428245j 0.063489+0.00134926j 0.00456211+0.0147736j -0.026237-0.0015248j 0.00342731+0.0372249j 0.0698518+0.0675597j 0.0587421+0.0617442j 4.25834e-06+0.00598548j -0.0933902+0.0116162j -0.0168494-0.057802j -0.0375244+0.014518j -0.026571-0.0329964j 0.00793367-0.0181091j 0.00960448+0.0303546j -0.0780801-0.031791j 0.0279067+0.00186762j -0.0173574-0.0142459j 0.0104592+0.028909j -0.00495879-0.0242118j 0.0544003+0.015316j -0.0320943+0.00774217j -6.33152e-05+0.00216833j -0.0363547-0.00441714j -0.00295627+0.00095839j -0.0221968+0.0123683j -0.00957921-0.0117739j -0.0585091-0.00191388j 0.0349963+0.0110084j 0.027081+0.0155893j 0.0126245+0.00304011j -0.0112041-0.0220886j 0.0191633+0.00528987j -0.0197366-0.0194742j -0.00192782-0.0010497j -0.00173453+0.0015442j -0.00487631+0.0180787j -0.010079+0.00419858j 0.0226004+0.0099917j -0.00761679+0.0202486j -0.00496052-0.00700293j 0.037845+0.00254366j 0.0126558+0.00711304j -0.00455824+0.00943712j 0.0310743+0.00615045j -0.00835694+0.00476221j -0.00423643-0.00491507j -0.00945257-0.00467035j -0.0348426-0.00989368j -0.0171679-0.00196327j 0.0354726+0.00585346j -0.0114283-0.00575258j -0.0433282-0.00778025j 0.00830565-0.00894785j 0.0137215+0.0106642j -0.0282742-0.0145519j 0.00229522+0.00509185j -0.00433999+0.00457118j 0.0172487+0.00127481j 
0.00425487+0.00845966j -0.0440129-0.00371071j 0.0118317+0.013576j -0.00717136+0.0160131j -0.0580528+0.00592167j -0.0671781+0.0376107j 0.0138036+0.0362623j 0.018985-0.0673843j 0.0115222-0.0659168j -0.0117186+0.0483468j -0.011088+0.0457773j 0.0439072-0.0181546j -0.0866094+0.0704586j -0.0320746-0.0353666j -0.0814519+0.111541j -0.114206+0.0132419j 0.0450442-0.0801226j 0.022725+0.0200533j 0.0407165+0.0116689j -0.0385457+0.0567199j 0.0766984+0.0474977j -0.0256413+0.113311j -0.0235835-0.0630962j -0.0396852+0.0321843j -0.0385316-0.138125j -0.00960245+0.0821881j 0.0522246-0.178795j -0.0734031+0.146762j 0.00637919-0.214302j 0.0278092-0.0400744j 0.0363568+0.121008j 0.149609-0.0207432j 0.0828541+0.00166041j 0.110188+0.00510164j 0.0246901-0.0436261j -0.12255+0.00744073j -0.0274788-0.0190852j 0.0449247-0.0180039j -0.0875896-0.0207257j 0.0446869+0.0747331j 0.0644588+0.0103618j 0.0600511-0.00170237j -0.00127766+0.00843545j 0.030968+0.0475635j -0.0221735-0.024721j 0.0531507+0.0311801j 0.0480376+0.0160064j 0.0168791+0.0243688j -0.00527734-0.0370371j -0.0595207+0.0402271j -0.0167467+0.0137517j -0.0113946-0.0316258j 0.0301088+0.0454408j -0.000986627-0.0297138j 0.0198651-0.0108389j 0.0122576-0.00232917j 0.0144667-0.0197228j 0.010751-0.0040104j -0.00804294+0.020826j 0.0321183-0.0156228j 0.0583616+0.0312555j 0.0335136+0.00382429j -0.0105574-0.00850384j -0.00709203-0.00178717j 0.016726-0.0210074j 0.0138476+0.0250228j -0.0212438-0.00866852j -0.00410225-0.0106j -0.0291424+0.0091784j -0.00838067-0.00910608j -0.013874+0.0229147j -0.0227683-0.0109096j 0.00279762+0.0180651j -0.0227996-0.0167352j 0.026826+0.00355033j -0.0141277-0.00754528j -0.0178282-0.00405895j 0.00958014-0.00231937j 0.00507254-0.0228985j 0.00169842-0.0116399j 0.0169179-0.00150865j -0.0122483-0.0153985j -0.00464978-0.0237807j 0.0285962-0.00318242j 0.0138808-0.0053763j -0.00498581+0.00444232j -0.00989596-0.0159528j 0.00195944+0.00500622j -0.00456247+0.00376908j -0.010795-0.01598j -0.0216702+0.00186692j 0.0117524+0.00943486j 0.000492481+0.00235588j -0.00594546-0.000325417j 0.0239241+0.00297241j -0.0198904-0.00828643j 0.0126539+0.00168763j -0.0132139+0.0042466j 
-0.0239206-0.0152122j 0.0212425-0.00424247j -0.0396026+0.00098324j 0.0144813-0.00992428j 0.00185908-0.034114j -0.000535761+0.0435922j 0.0997531-0.0201953j -0.00495951-0.0448464j 0.0301335+0.0788369j -0.00522324+0.0343372j 0.0380583+0.00596632j 0.011877-0.0449051j 0.11444-0.00125642j -0.021391+0.121024j -0.12019+0.0500576j 0.0795786-0.0496841j -0.06875+0.0332353j -0.0796963+0.00131261j 0.00327574-0.0328862j -0.0663283+0.0862257j 0.0475569-0.0792237j -0.103203+0.0268393j -0.00602942+0.0162521j 0.0731659-0.104293j -0.0325322+0.0213093j -0.00062724+0.0354195j 0.0364297-0.257697j 0.0987611+0.129535j -0.0332158+0.030974j 0.0338017+0.114358j 0.00170031-0.0593732j -0.013276+0.0318239j -0.177512+0.0397996j 0.00423353-0.0339147j 0.089247+0.0327947j 0.0500745-0.0163673j -0.0860372-0.024164j 0.0370725-0.0333285j 0.0192171-0.0119876j -0.0946272-0.0131342j 0.0631715-0.0489558j 0.0471621+0.0140578j 0.049714+0.039954j -0.0371642+0.00346746j 0.0232635+0.0350299j 0.0126929-0.0311077j 0.0134662+0.00219723j 0.0552735+0.0549327j -0.00461158-0.0256769j 0.0483804+0.054732j -0.0197241-0.0262654j -0.0144408-0.0181387j -0.059477-0.0035099j -0.0344171-0.00803317j -0.00563481+0.0476838j -0.0464764-0.040499j -0.0321621-0.0187983j -0.0242037-0.00695901j -0.0128513+0.0136992j -0.00392946+0.0200931j -0.046401+0.0116268j 0.0262259+0.0145632j -0.0383637-0.0191254j -0.016827+0.00778467j -0.0263937-0.00365918j -0.00542469-0.00278739j -0.00318284-0.00804691j 0.015172+0.00909796j 0.0261292-0.00566157j 0.00966728+0.000714946j 0.0140404+0.042356j -0.0339127-0.0271682j 0.00394699+0.0110304j -0.0153946-0.0298022j 0.00265632+0.0155878j -0.0102096-0.0270919j -0.00259522-0.013139j 0.0293414-0.00333395j -0.00137901+0.00679732j 0.0322058+0.0186699j -0.00689591+0.00926079j -0.0161044+0.0209336j -0.0341184-0.0191078j -0.0434349-0.0150496j -0.0192448+0.00360908j -0.0339937-0.0155611j -0.0225633-0.0243234j -0.0250861-0.021565j -0.000433218+0.0056872j -0.0169358+0.00172727j 0.0229009+0.00920094j -0.0205089-0.0095205j -0.000238818-0.00595077j -0.0139349-0.0106455j -0.0065152-0.00100212j -0.00341178-0.0082397j 0.0160344-0.00151988j 0.0170565+0.0101308j 
0.0307706+0.0112753j -0.0436256+0.0169715j 0.00530897+0.0209971j -0.009764+7.82297e-05j -0.0253822+0.022762j 0.0699037+0.0352064j 0.0673361-0.048917j -0.0926578-0.00953174j -0.00382482+0.0450023j 0.0888457+0.020332j 0.0756368+0.143873j -0.0297788+0.00516485j -0.0932131-0.0236971j 0.0704425-0.0607856j 0.0177044-0.0668946j -0.0146212+0.0661143j 0.0337242+0.115928j -0.00318668+0.0369767j -0.0304893+0.0153267j 0.00479556+0.0658032j 0.0266124-0.162436j 0.102833+0.0442097j 0.0360449+0.0937252j 0.0155959-0.111263j -0.00402913+0.0136349j 0.0231898-0.158441j -0.169939-0.180048j 0.0478826-0.0738051j -0.140051+0.133566j 0.00199604-0.0307163j 0.0669135-0.0525186j 0.0118109-0.0655144j 0.0699286+0.00381587j -0.0601426-0.0224228j -0.0020936-0.0126187j -0.0174799-0.0227923j 0.0424411-0.0357052j 0.0114216-0.00142295j -0.0411904+0.0624101j 0.0466386-0.020393j -0.00876679-0.0391457j -0.0358559-0.0244914j 0.000283885+0.00657945j 0.0954919+0.0426682j -0.0477135+0.0108524j 0.0135093-0.0321619j 0.0225916+0.0119706j -0.026222-0.00337298j -0.0238957+0.012389j 0.0105299-0.00158068j 0.0309298+0.00926519j -0.0092707+0.0200637j 0.0286519-0.0243725j -0.0083828+0.0113478j -0.00346402+0.0123751j -0.0139068+0.0260452j -0.0100781-0.0252139j -0.001144+0.0315417j 0.0500943+0.00856077j 0.011482+0.0155599j 0.0598566+0.0139976j 0.0243648-0.00622053j -0.000776158-0.0194188j 0.0206257+0.0407378j 0.00608593+0.0178296j 0.0339118+0.00762431j 0.0264589-0.00343563j -0.0201989+0.0246726j -0.00935168+0.000512043j -0.00705487+0.00113063j 0.012775+0.017277j -0.0183213-0.00456226j 0.0187802-0.00118453j -0.00468554+0.0248238j 0.00957524-0.00919513j 0.00337877+0.0030993j -0.00561693-0.000222432j -0.0168759-0.00968394j -0.00684185+0.00681182j -0.00689656-0.00509877j -0.0300293-0.000212204j -0.00021508+0.0338779j -0.0150471+0.0124675j 0.00383818+0.00398163j 0.0128154-0.00951104j 0.0166763+0.0097754j 0.00444123+0.0205281j 0.0190894+0.00709159j 0.0166878-0.000559888j -0.0256905+0.0222025j -0.00503676+0.00690757j 0.0353414+0.00225418j 0.00327442+0.00588746j 0.00467037+0.00414023j 0.0132015-0.00570921j 0.00204135+0.0114603j -0.00511659-0.0158384j -0.0107794+0.00118027j 
0.0552497-0.00985717j 0.00287436+0.0125213j 0.00792729-0.0150484j 0.00448888+0.0239172j 0.0782958-0.0103943j -0.0761412+0.0811754j 0.0671915+0.0483953j 0.0502891+0.0155016j -0.0613571-0.0118217j -0.0050664-0.0652298j 0.114226-0.0126498j -0.0848472-0.0640083j 0.0352073-0.0116064j 0.073757-0.00889927j 0.0520504+0.0850471j -0.00525038-0.102535j 0.00714572-0.0718476j 0.00504663-0.0297723j -0.0456618-0.152584j 0.00210008+0.150589j 0.00812376+0.0501636j 0.0439213-0.126511j 0.00477493-0.0344847j 0.0323879+0.016017j 0.0116839+0.0242168j -0.0265153-0.048857j 0.025544-0.0365051j 0.0322645+0.243148j -0.0786468-0.00456437j -0.0913578-0.0210208j 0.0453349+0.0140731j -0.128384+0.0225787j 0.00546162-0.0579393j 0.0598111-0.0229764j -0.0336226-0.0057145j 0.0948112+0.0213524j 0.0432628+0.0334312j -0.0229548-0.0621922j 0.0743145-0.0164383j 0.0202595+0.0416712j 0.00499612-0.0657715j -0.0625001-0.00347396j -0.0334585-0.0514191j 0.0535067-0.045703j -0.0264372+0.00225149j 0.0314534-0.0403951j 0.0247851-7.69726e-05j -0.0363271+0.0471311j 0.016487+0.0109725j 0.0254321+0.0506666j 0.0431142+0.024732j -0.0341501-0.0461662j -0.0111065+0.0423908j -0.0167364-0.0311192j -0.0365055+0.00787165j 0.0197348-0.0151503j 0.00715814-0.000665387j 0.00259758-0.0172876j 0.00591059+0.00714675j -0.0293614+0.00919423j 0.00444599-0.00171058j -0.028624+0.0183214j -0.00143817+0.00456506j 0.013435-0.0202018j 0.0174204-0.037036j 0.00734416-0.00350948j 0.006695-0.0148334j -0.00912029+0.0121666j 0.0142788+0.025956j -0.00708649-0.0025721j -0.0262555+0.0161427j 0.0267694+0.00922503j -0.00420175+0.00987138j 0.0538377-0.0103215j -0.0240975-0.0080418j -0.000369921+0.00266643j 0.0513834-0.00210048j -0.0182308+0.0106111j -0.0257773-0.00989801j -0.0391149-0.00917559j -0.00629165-0.0111542j -0.0141636-0.00290666j 0.014691-0.00970979j 0.0200184-0.0192355j 0.0160701-0.0169205j 0.0337902-0.0152964j 0.0265405-0.00637228j 0.0327187+0.00681771j -0.00491157+0.0104551j -0.0060269-0.00961197j -0.00338372+0.0157064j 0.0229298+0.00108656j 0.0227568-0.0132277j 0.00805667-0.0103929j 0.00829147-0.00491682j -0.000496746+0.00811657j -0.00666862+0.0043304j -0.0145043+0.0123757j 
0.0116419+0.00771624j -0.0220546+0.00885538j 0.0186588+0.00426639j 0.00458836+0.0236086j -0.0355083-0.0680319j 0.0680952-0.0279911j -0.0153213-0.0278863j 0.0172808-0.0142659j -0.028519-0.0360083j 0.0589865-0.0358073j -0.0128411-0.0271945j -0.190772+0.0519807j 0.0258916-0.0604688j -0.0610108-0.00452964j 0.0185254+0.0832965j -0.0488191-0.054907j -0.00346412+0.0439559j -0.00959921-0.120845j -0.12587-0.010225j 0.0152644-0.0923359j 0.0365735+0.0157134j -0.0302256+0.0877899j 0.0458162-0.068942j -0.0505188-0.111476j 0.0900078+0.240652j -0.105547+0.185509j -0.0741387+0.0242195j 0.043166-0.0471547j -0.0889425-0.0745137j -0.22487+0.0414764j 0.0171467+0.016567j 0.0560375+0.00822936j -0.0856625+0.0346331j 0.0501061+0.0215526j -0.0525864-0.0699771j 0.00555242-0.0129292j -0.0298357-0.0317037j -0.0145509+0.0476551j -0.0119074-0.047213j -0.00729695-0.00973422j -0.0785596-0.0225072j 0.017334+0.0177664j 0.0746192+0.0764785j 0.0292764+0.0139715j -0.0399767-0.0185404j -0.0218829-0.052985j 0.0118915-0.0403572j -0.0248575-0.0118667j -0.0233682-0.0449046j 0.00200821+0.0388566j 0.0143613-0.0251248j -0.00472135+0.0268169j -0.0146706-0.00675442j -0.0147191-0.00539827j -0.0340036-0.00556196j 0.039728-0.00862969j 0.0477977+0.0279165j 0.00813045-0.0143148j 0.00206255+0.00174199j -0.010153-0.00364917j -0.052748-0.0378692j -0.0156283-0.00191125j -0.00312988-0.0242154j 0.0296057-0.00198429j 0.00589573-0.00591596j 0.00482112-0.0164108j -0.0257293-0.0168987j 0.00390309-0.0163925j -0.00311371-0.0279452j -0.00768854+0.0109322j 0.0103867+0.00743018j 0.0243783+0.0108623j 0.0223023-0.0022187j -0.00413162-0.00383114j -0.027299-0.00463172j -0.0330636-0.0385107j -0.000718916-0.00828178j -0.0231681+0.00935254j -0.0174952-0.0289646j -0.00381968+0.0307269j 0.00120957-0.000990277j 0.00646256-0.0172733j -0.00752564-0.0261045j 0.0211632+0.00416292j -0.00567324+0.0103785j -0.0152426-0.00955089j -0.00554733-0.00150282j -0.0022884-0.0191146j -0.00649918+0.00477548j 0.00884934-0.0195402j 0.0177916+0.00826992j 0.00540471-0.00698831j 0.0199935+0.0153442j -0.0123533-0.0271484j 0.0191727+0.0180231j 0.00142529-0.00110717j -0.00514148-0.00322618j 0.000992036-0.00148405j 
0.0159206-0.00182846j 0.0122184+0.00145051j 0.0044958+0.00602061j -0.0133563-0.0140545j -0.103741+0.0577535j -0.0883527-0.0178053j 0.00349256+0.0474341j -0.0547446-0.0728627j 0.0771904+0.0462285j -0.0215775+0.0318253j 0.055805+0.0169122j -0.145596-0.0256348j 0.0877312+0.0193327j -0.0385148-0.072238j 0.0591428-0.0256113j -0.0175008+0.13117j 0.00955367-0.0813992j -0.035601+0.163301j -0.0506535+0.0685207j -0.0142945-0.00616675j 0.015392-0.00355224j 0.0370495+0.086426j 0.0473078+0.0276652j -0.067231+0.0538724j 0.0791835-0.292664j 0.0847108+0.0650267j -0.034675-0.0268577j 0.00187427-0.0710576j -0.10659-0.0289414j -0.0625065-0.0447937j -0.125908-0.0389111j -0.0134901+0.0289141j -0.0869429-0.0747131j 0.047489-0.0453863j -0.0183495+0.0188146j 0.120421+0.033591j 0.0284283-0.0183433j -0.0238901-0.0529353j 0.0135991+0.0113042j -0.0456431-0.0115753j -0.062729+0.0165402j -0.00382217+0.0595784j 0.0376253-0.0402051j 0.0442975-0.00482206j -0.0482284-0.0183302j -0.015125-0.0282619j -0.0156171-0.0343705j -0.0340491+0.0242338j -0.0470106+0.000825686j 0.041568+0.0110948j -0.00967014-0.0073517j 0.000763844+0.0361146j -0.0178736-0.0144799j -0.0115194+0.0248729j -0.00833787+0.017733j 0.00277141+0.01953j 0.041353-0.00190494j -0.0374309-0.00964501j 0.0184079-0.00181004j -0.00335854-0.0317247j -0.0536192-0.0344152j -0.046545-0.02001j -0.00518593+0.0126624j -0.0030876+0.00789729j 0.00991776+0.00691616j -0.027388+0.03352j -0.0130578+0.0169443j -0.00645735+0.000767083j 0.0179203-0.00736193j -0.00325446-0.00688771j -0.00997632-0.00498485j 0.037536-0.00651149j 0.0100213+0.0258086j -0.0170661+0.00967648j -0.00320967-0.00150465j -0.0433506+0.00101936j 0.0104401+0.0012802j -0.00226547-0.0184144j -0.0576916-0.00391023j 0.00861938-0.0241777j -0.00258555-0.00555769j -0.0150751+0.00192406j -0.0120654+0.012689j -0.00120407+0.0110579j -0.0065706+0.00587144j -0.00138513-0.0067404j 0.00773954-0.00372786j 0.00523118-0.000191746j 0.00238245+0.00452977j 0.00588639+0.021172j -0.00108653-0.00146443j 0.00133903-0.00111251j 0.0273786+0.0126712j -0.00190863+0.0173498j 0.0157262-0.0109632j -0.00173401-0.00417888j -0.0118169-5.31789e-05j 0.000426337-0.000984597j 
