-0.114662-0.061153j -0.0989282+0.0637873j -0.0315845+0.0420336j 0.0509807+0.105458j -0.0290929-0.04084j 0.0137754+0.0169291j -0.100156-0.121089j -0.0426662+0.056328j 0.0448168+0.0482663j -0.0436521+0.0683659j -0.0160945+0.131215j -0.00160789+0.122243j 0.0384914-0.0852162j -0.152313-0.0296343j -0.070618+0.00551619j 0.0273092-0.000610204j -0.00802586-0.0193508j 0.0193843+0.038088j -0.0269112-0.107386j 0.0543404-0.00749098j 0.00662448-0.00812479j -0.0225722+0.00933161j -0.00249855+0.0305494j 0.0286385+0.014265j 0.0119208-0.00841688j -0.0692609-0.0326849j 0.0250695-0.0387282j 0.0176348+0.00383473j -0.0414885+0.00179843j 0.0462143-0.0556037j -0.0487023+0.0313411j 0.0153636+0.0230393j -0.0815162+0.0854197j 0.000738897+0.00659895j -0.0657311-0.0383125j -0.0559228+0.0491403j -0.0969078+0.106733j 0.116648-0.0962816j -0.140844-0.0993652j 0.0440342+0.0483392j 0.0631242-0.00236664j 0.106378+0.087625j 0.0854892+0.00669959j 0.107241+0.110475j 0.0864175+0.000608324j -0.0642766+0.0519466j -0.162753-0.0364325j -0.0305961+0.0674911j -0.0322564+0.0250257j -0.0540666+0.0358763j 0.0345043+0.0562314j 0.0485516+0.047939j 0.0357192-0.0208884j 0.0634294-0.0232268j -0.095975-0.0267839j -0.0223332-0.0944387j -0.0219927+0.0166087j 0.0793761+0.0286384j -0.157116-0.0503056j -0.0262732+0.111942j 0.0411243-0.0517707j -0.0710498-0.0629202j 0.00944881-0.000166484j 0.0650174-0.0245397j 0.0262125+0.053393j -0.0137631+0.0445075j -0.0490379-0.220994j -0.109533+0.0220125j -0.249764-0.21171j 
0.0092802+0.00935796j 0.00864207-0.0147862j -0.0161932-0.00809084j -0.00155229-0.0025269j -0.00756943+0.00489557j 0.0100954+0.0318595j 0.000207672+0.00290165j 0.00773408+0.015058j 0.00346476+0.000533193j -0.00264501-0.0124498j 0.0138929-0.00891076j -0.00667194-0.00618793j -0.00282817+0.0115662j 0.000734424-0.011038j 0.000755173-0.0158892j -0.000548708-0.0164146j 0.0281043-0.0148448j -0.0153316+0.0619688j -0.000565436-0.0022445j 0.0304364+0.0159656j -0.0146127+0.0330382j -0.032373+0.0227186j -0.0233133-0.0314675j 0.00713883-0.000398551j 0.030182-0.00595681j -0.031767+0.0232942j 0.0135704-0.0141348j -0.00460695+0.00342101j 0.00720551+0.00318288j 0.00341616-0.00265449j 0.0341688-0.00756044j 0.0107428-0.00360749j 0.0190698+0.0103112j 0.0382786+0.0113804j -0.0286042-0.0270905j 0.0101741-0.00927763j -0.0206806+0.0281735j 0.0312352+0.00653727j 0.0125974+0.0225933j 0.0336825+0.021187j 0.0152561-0.0150897j -0.0109241-0.0222811j 0.0299444-0.0285527j -0.0161431+0.0224336j 0.00382245+0.0134021j 0.0347482-0.0142525j 0.0128529-0.0219873j 0.0469427+0.0232367j 0.000278482-0.0568016j -0.0108811-0.0267767j -0.0185551-0.0322131j -0.00371968+0.0105143j -0.000870497-0.0299256j 0.00519342+0.0312291j 0.00605523-0.0126593j 0.00464066-0.0289131j -0.033077-0.000892503j -0.00641228+0.0157931j 0.0260593-0.0363096j -0.0244354-0.0160864j 0.0204774+0.0267524j 0.00122387+0.0050557j -0.00413421+0.0119253j 0.0189858-0.00103628j 0.00739478+0.0317934j 0.077041-0.037939j 0.00327191+0.00386822j 0.00768509+0.0369697j -0.0161709+0.00178672j 
-0.00854539+0.061259j 0.0623135-0.0469852j -0.0207045+0.0361967j -0.00364221+0.0181413j -0.0115817+0.00497416j -0.00305012-0.0126912j 0.00155514+0.0109654j 0.0133593-0.00971173j -0.00708905+0.0020505j 0.003557-0.00169991j 0.0103813+0.00143771j -0.0205467+0.0359608j 0.00318053-0.0093473j -0.00296585-0.00824048j -0.0126123+0.0187417j 0.00775397-0.00691958j -0.000367357-0.0245546j -0.0276463-0.0301287j 0.00164419+0.0277048j -0.00590334-0.0118073j -0.0193032+0.0188332j -0.0286022+0.0336238j -3.28517e-05+0.00388743j 0.0300034-0.0161235j 0.00314548+0.00932732j -0.0400678+0.0365168j -0.00243372+0.0379192j 0.00637989-0.00850871j 0.00559889+0.0021781j -0.0055381+0.000132333j 0.0075755-0.00094985j 0.0372696-0.0204956j 0.0108659-0.0178534j 0.0189899-0.0204055j -0.0246239-0.0124388j -0.0196051+0.00806356j 0.0220276+0.00143234j 0.000977846+0.0165264j 0.00938397-0.00779093j -0.0160698+0.000265221j 0.0164664+0.00144851j -0.0440095+0.00570703j 0.0156058-0.013915j 0.0378378-0.0179597j -0.00659741+0.0321281j -0.0217482-0.0382792j -0.00941218-0.0273592j -0.00586661+0.0531551j -0.0345411-0.0148134j 0.00195566-0.00189489j -0.0871573+0.0138758j 0.0206757-0.0107008j -0.0242259-0.0100033j -0.0419028-0.0143781j 0.0163144-0.0478019j 0.00914216-0.0316963j -0.0410728-0.0417584j 0.0584867+0.0307065j 0.00935511-0.0341387j 0.027384+0.00806299j -0.00103185-0.012538j 0.0249638+0.00212997j -0.0501407-0.000285357j 0.00643598-0.00627579j 0.00902783+0.0104508j 0.0500158-0.0424842j -0.040817+0.0305952j 0.0039798-0.0271507j 0.040483+3.69323e-05j 
0.0357377-0.0257497j 0.0101233-0.0193271j -0.00405443+0.00806435j 0.00626107-0.0210336j -0.00272177+0.0144639j 0.0036449-0.00237116j -0.00978919+0.0121765j 0.000738359-0.000189812j 0.0156706+0.00305736j 0.0162821+0.00392048j 0.0115349-0.0117261j 0.00887057+0.011415j 0.0010492-0.00111371j 0.000187121-0.00506625j 0.0178128-0.00185562j -0.00621143+0.00428689j -0.00708706+0.00491095j -0.00548026+0.00541544j -0.0102918+0.00506792j 0.0217943-0.00264092j 0.0113049+0.00162407j 0.00377844-0.0136818j 0.00229576+0.00863563j 0.00251337+0.00516588j -0.015711+0.00900981j -0.0133445+0.00181706j -0.0154962-0.0181027j -0.00230382-0.00147872j 0.00142617-0.00782886j -0.00744301-0.00230202j 0.00986-0.0110062j 0.00425086+0.00099005j 0.00902665+0.00105107j 0.0113166+0.00147346j -0.00814358-0.000355027j -0.0105122+0.00618538j 0.0024313+0.00599779j -0.00661195+0.00141011j 0.00310179+0.00934732j 0.0121888+0.0073363j 0.00465606+0.00521834j -0.000977212+0.00986853j 0.00247358-0.00800804j -0.0121039+0.00503286j -0.000363744-0.00264334j 0.00643803-0.00645109j 0.00173345-0.00505068j -0.00693599-0.0107723j 0.0149788+0.0201837j 0.00682805+0.014413j 0.00828863+0.00591987j -0.0032247+0.00488941j 0.0147464+0.00614412j 0.000588101+0.00959331j -0.0113165+0.00678327j 0.00171724-0.000785324j -0.00784809-0.00566491j 0.00333638-0.00165337j -0.00426186-0.00304234j -0.00856786+0.00339133j -0.00210954-0.00340897j -0.00244594-0.00180374j -0.00496595+8.86721e-05j -0.0026815+0.00718932j 0.00425139+0.00322129j 0.00859803-0.000411342j 0.00936511-0.00668135j 0.00256988+0.00940561j 0.00500113-0.00690712j 
-0.0292127+0.0229415j -0.00382571+0.0292758j 0.0151097+0.0157774j -0.0151631-0.00152426j -0.0044167-0.0224882j 0.00281858+0.00520762j -0.00792371+0.00148239j 0.0113641+0.0143802j 0.018161+0.00240529j -0.00167804-0.0135686j -0.016041+0.0197334j -0.0244816-0.00208647j 0.0103233-0.00256516j 0.00291838+0.00169002j -0.0314291-0.00579654j 0.00768334-0.0274166j -0.0372365+0.0022828j -0.000491684-0.0324824j -0.0116767-0.0119249j -0.011505+0.00872444j 0.000720713-0.0054381j 0.0189723+0.0168677j 0.00362581-0.00952611j -0.0156297+0.0100079j -0.0063954+0.00290099j 0.00516017-0.0204034j 0.00571287+0.0368613j 0.0296992+0.0160275j -0.0176452+0.00285522j 0.000367384-0.00612863j 0.0028153+0.00462423j -0.00836524-0.0105803j -0.0166146+0.00261525j -0.0205439-0.00221713j 0.0121271+0.0067831j 0.0186566-0.00852968j 0.00236515-0.0117929j -0.00158724-0.0176339j -0.0152222-0.00322684j -0.00676134+0.00712893j 0.0041606-0.0129301j -0.00675275+0.0117883j -0.00875867-0.00291579j -0.0135176-0.0142154j 0.00208877-0.0103608j -0.0131948+0.0189031j -0.00245847-0.000750694j -0.0229162+0.0193201j -0.0160548-0.0108029j -0.00593989-0.00523602j 0.00243417-0.0111325j 0.00594996-0.0124216j -0.0110428+0.0278002j 0.00173001+0.00747291j -0.0101257+0.0112274j 0.0137339-0.0171109j 0.0242168-0.00936605j 0.00784341-0.00299675j -0.00257418+0.0111772j -0.00983996+0.00498216j 0.00573003+0.0155799j 0.00819465+0.0232236j 0.0247345-0.0109768j 0.00197284-0.00337228j 0.00425599-0.000123234j -0.0124485+0.00526262j -0.00890985-0.0174213j 0.00186473-0.00490246j -0.0244491-0.00133318j 
-0.0263993+0.0570759j 0.0540545-0.033746j -0.00980336+0.0105874j -0.0330234+0.00648096j -0.00444823+0.00356653j 0.00363495-0.000542508j 0.00660879+0.016063j -0.00313716-0.0132506j -0.00418929+0.0116902j 0.00828182-0.00841784j 0.00567354-0.00239883j -0.00556473+0.025715j 0.0111078-0.0100614j 0.00395661-0.0069336j -0.0469586+0.00246804j 0.00452692-0.00767138j -0.0206638+0.00154792j -0.0282976-0.0311506j -0.00997862-0.00746304j -0.0126946-0.00711124j 0.0231258+0.0100585j -0.0234208-0.0149398j 0.00186329-0.0139652j -0.0309938-0.0127138j 0.0152878+0.0371648j 0.0169013-0.00229893j 0.00630381+0.0564429j 0.0244138-0.00367603j -0.00170411+0.0110457j -0.00623495+0.0179143j 0.0168643+0.0129916j -0.00727216-0.0233315j -0.0182784-0.0067713j 0.00786603-0.000263619j -0.00510979-0.00398998j -0.00674202+0.00551219j 0.0204225-0.0202414j 0.0120622-0.0194533j -0.00884736-0.0112619j 0.00640818-0.013042j -0.0118978+0.00415651j -0.0329372-0.0226469j -0.0221695-0.023445j -0.00938956-0.0171036j -0.0165098-0.0229148j -0.0271629-0.0164875j 0.0285322-0.0166216j -0.0223193+0.0461397j -0.0353334-0.0392496j -0.00937545+0.015348j -0.0362309-0.0159799j 0.00310098-0.00531708j 0.00602423-0.00448637j 0.000896517-0.0256665j -0.0159947+0.0254502j 0.0214045-0.0471679j 0.0145626-0.00124919j 0.0147997+0.0240047j 0.0108218+0.0085296j 0.00638264-0.0275687j -0.00920881+0.0116064j 0.0328901+0.0444522j 0.0260109-0.0564834j -0.011177+0.0466899j 0.00323964+0.0109765j 0.00108743-0.0608284j -0.00992941-0.052841j -0.0248918-0.0251452j -0.0253102-0.02357j 
-0.0059028+0.0166485j 0.0104289-0.0261118j -0.00717776+0.0175977j -0.00248502+0.00421102j -0.0117563-0.0248286j 0.00143815+0.00575875j 0.00420384+0.00491732j 0.00201151+0.00861812j -0.000548277-0.0245325j 0.00329024-0.0075213j -0.0136416-0.00456745j -0.0113249+0.0053417j 0.0213137-0.00535334j 0.00373298+0.00656568j -0.0163913-0.00663811j -0.00230977-0.00764378j -0.0263077+0.0200032j -0.00359774-0.0326361j -0.0160524+0.000861726j -0.0149109+0.00277481j 0.0173928-0.0073833j -0.0131007-0.00196083j 0.00356991-0.00107663j -0.00554256+0.00182037j 0.00624524+0.0244425j 0.00820081-0.000674297j 0.0162147+0.0388269j 0.0223925+0.00990146j 0.00115339+0.00233086j -0.00638247+0.00986761j 0.00412614+0.0104709j -0.00743285+0.00411119j 0.00116663-0.00342718j 0.00192046-0.0158887j 0.0115994-0.0165377j 0.00282159-0.0119393j 0.015201+0.00624028j -0.00032876+0.00375644j -0.00110869-0.0330373j -4.81934e-06+0.00843041j 0.0178519-0.0251617j -0.0146241+0.0176393j -0.0106373+0.0122169j -0.00798998+0.00129131j 0.0100964-0.00935045j -0.0116332-0.000681073j -0.0071006+0.00329773j -0.00824972+0.0334314j -0.0132211-0.0183126j -0.0123134+0.00253765j -0.015035-0.00989562j -0.000716142+0.00202737j -0.0072188-0.00468337j -0.00876243-0.0192522j -0.0169585+0.0472221j 0.0201617-0.0490538j 0.00272494-0.0329j 9.77399e-05+0.0088478j 0.00765739+0.00934241j -0.00535817+0.0123657j -0.000613108-0.00128179j 0.0222732+0.0119995j 0.0329752-0.0116926j -0.00374446+0.00614804j -0.00148059+0.00188318j 0.00128361-0.0329066j 0.0114181-0.0358303j 0.0011774-0.0333928j -0.0154661+0.00278381j 
-0.0521716+0.0453292j 0.00440647+0.0550674j -0.0265576-0.0190163j -0.0255256+0.0184822j 0.00115706-0.00250176j 0.00367274+0.0316773j -0.0107085+0.00502342j 0.0052889+0.0139283j 0.0100323-0.00255084j -0.00598627-0.00513113j 6.1647e-05-0.00313865j -0.0458482-0.00692141j 0.0188913+0.0025165j 0.0175736-0.00366543j -0.000399565-0.0253782j -0.0121297+0.0175517j -0.00393764-0.00564841j -0.0179951+0.0317956j -0.0274906+0.019414j 0.0110013+0.0188942j 0.0145074-0.0570992j 0.0179656+0.0368041j 0.0136811+0.0196978j 0.00109224+0.0323956j -0.015864-0.000679764j 0.0270394-0.0135456j -0.00159036+0.0259903j 0.0429705+0.0170454j 0.0165844-0.00269621j 0.00425061+0.00701144j -0.0244588-0.00332341j 0.00614408-0.00838292j -0.0190229+0.0086072j -0.00780701-0.0165168j -0.0118892+0.0179572j -0.0019054+0.0117921j 0.00806142-0.0268907j -0.0364891+0.00516051j 0.00146339-0.0194372j 0.00759391-0.0141531j -0.0104492-0.00579808j 0.0142241+0.0436863j 0.055626+0.0219551j -0.00227297-0.00604833j 0.00115591+0.0164749j 0.00570172+0.0454421j 0.00131706+0.00245241j -0.0258217+0.017447j 0.0553246-0.0132161j -0.0227671-0.0479469j 0.0355909-0.00650898j -0.00456568-0.0641184j -0.00500468+0.0439604j -0.00720171+0.0247041j 0.0294006-0.0721053j -0.0194272-0.00278795j 0.0141627-0.0174215j -0.00313326-0.0203495j -0.0179401-0.0211661j 4.81811e-05-0.0105698j 0.0109389+0.013664j -0.0132624-0.0209179j 0.00845095+0.0591285j -0.00652888-0.0396484j -0.00525594-0.0175197j -0.0205715+0.0049834j -0.0243587+0.0876304j 0.0358172+0.0383338j -0.00293538+0.0164164j 
-0.0376781+0.0284775j 0.0291581+0.0200018j -0.0230083-0.0110997j -0.0129335+0.0211476j 0.00666477+0.00218093j 0.0191517+0.00185093j 0.0125569+0.0157012j -0.000810041-0.00333709j 0.00570995-0.01132j -0.00435575+0.00424226j 0.0111574-0.00717897j -0.0209049+0.00899982j 0.00745585+0.0130152j 0.00156354-0.00880404j -0.0180345+0.0372841j 0.010273+0.00442322j 0.0356204-0.0203067j 0.0119235+0.0121303j 0.00255306-0.00752694j -0.00338223+0.022756j 0.0103008-0.0179796j 0.00854385+0.0285283j 0.0339746+0.0219976j 0.0180044+0.0249027j -0.00472294+0.00098266j 0.00558242+0.0133917j -0.0153011+0.0256193j -0.00273275+0.0134802j -0.00933729+0.00597364j 0.004966+0.0111211j -0.00278938-0.00350248j 0.00449132-0.00384831j 0.00155362+0.00898067j 0.00391183-0.00975546j -0.0154623-0.0234378j -0.00424161+0.00119841j -0.0142509-0.0360495j -0.0166233-0.000954663j 0.023474+0.0136394j -0.0138154+0.00104488j 0.0305561-0.00648172j -0.00293769+0.0187001j 0.0376975+0.0269917j -0.00407624-0.00362762j -0.00609428+0.029558j 0.0340797+0.0311559j -0.0230694-0.00162455j 0.00342048+0.0170013j 0.0575488+0.00650679j -0.0292809-0.00866805j -0.0169143-0.0119306j 0.000817796-0.0140008j -0.00521042+0.0093238j 0.010927+0.00438641j 0.0180362-0.102143j 0.00244296+0.0192945j -0.0140922+0.0118193j -0.0227113-0.00249659j -0.0156392-0.000841873j 0.00491242-0.0272154j -0.00175348-0.0210972j -0.029288-0.0522712j -0.00735077+0.0838798j 0.00818398-0.0466109j -0.0014144-0.0277134j 0.00344579+0.00371559j -0.0125281+0.0960865j 0.0392486+0.0331276j -0.0119484-0.00411576j 
-0.023799-0.00739837j -0.0280536+0.0185121j 0.0196141-0.00639374j -0.00341434-0.023489j 0.0043602-0.00330117j -0.00918367+0.0141921j 0.00896471-0.00281346j -0.0213073+6.3765e-05j 0.0121738-0.00452655j -0.0060542+0.00325723j 0.000739489-0.00586815j 0.0138051-0.00135754j -0.0126669-0.00459692j -0.0205679-0.00558419j -0.00369845-0.0308986j 0.00320891+0.00229986j -0.0352636+0.00871805j -0.00639586+0.00965932j -0.00576097+0.00633078j -0.00552801-0.0140864j 0.00378081-0.000868535j -0.0106472-0.0241313j 0.000405944-0.0235576j -0.0097409-0.0192089j 0.00543408-0.000789169j 0.00864062-0.0125814j 0.0289193-0.0210152j -0.00504463-0.027758j 0.0169717-0.00499348j -0.000670901-0.0135693j -0.0131807+0.0037936j -0.00954269-0.00517691j -0.0207952+0.00413148j -0.0152469+0.00294892j 0.013711+0.0123843j 0.0201184-0.00793956j 0.00164189+0.0153341j 0.00951231-0.00790587j -0.00665106-0.0178775j 0.0144848-0.00981184j -0.0146733+0.0204824j -0.0151262-0.0229479j -0.0522348-0.027881j -0.0337865-0.0173544j 0.0197475-0.026291j -0.0347234-0.0289046j 0.00946643-0.00764428j -0.0104985-0.0048178j -0.0499687-0.0190069j 0.0245956-0.0140555j 0.0155282+0.0182358j -0.00876084-0.00420901j 0.001131+0.000609018j -0.0127656-0.00463209j -0.035572+0.0700785j 0.0150464-0.0155792j 0.0191594-0.0211564j 0.0219565-0.00291796j 0.00647697-0.0113478j -0.0112326+0.0242566j 0.000978922+0.0286318j 0.0335181+0.0324188j 0.015499-0.075873j -0.00593982+0.0114296j 0.00109693+0.0237332j -0.0115434-0.00632987j -0.00613091-0.0519936j -0.0205825-0.00809984j -0.00730645-0.0115636j 
-0.0299161+0.0248615j 0.00769123+0.0134082j 0.00681859-0.00676497j 0.0023693+0.0046565j 0.00340315-0.0039141j -0.0217371+0.0103802j -0.00933814+0.00409041j -0.00467612-0.00126307j 0.00746512+0.00568757j 0.00272848+0.000270479j -0.000212003+0.0040263j -0.0149264+0.00376125j 0.00295735-0.00293171j 0.0115933-0.0083275j 0.00500719-0.000175275j 0.0147073+0.00389217j -0.0194094+0.00343679j -0.00321943-0.00567294j -0.0030364-0.00878465j -0.00402497+0.0248653j 0.00677221-0.0129386j -0.00384561+0.0281974j -0.00808263+0.00196808j 0.0195797+0.0243033j 0.0220942-0.0072636j -0.00758045+0.00365662j -0.00661778+0.0130259j -0.0205355+0.00160105j 0.00608585+0.015652j 0.00821517+0.0132409j -0.0112051-0.0212426j 0.0319199+0.00849042j 0.00821136+0.0103382j 0.00915257-0.000361251j -0.0133399+0.00834434j 0.0034569+0.0159605j 0.00708075-0.00233693j 0.0093437-0.000387345j 0.0253358+0.000892517j 0.0128858+0.0104547j -0.00439177+0.0126952j -0.00244571+0.00996547j 0.0172191+0.00215323j 0.00467113-0.00205179j 0.0156452+0.0235515j -0.0067428-0.00299284j 0.0100473+0.00445398j 5.71011e-05+0.0176437j 0.00535393-0.00490423j 0.0155498-0.0113172j -0.0194137-0.011819j -0.00531027-0.024675j 0.016897+0.0172133j -0.0172664+0.0460722j 0.00693195-0.030945j -0.00148894-0.0275339j 0.0385985-0.0277736j -0.0179921-0.0113157j 0.000698851-0.0183919j -0.00210584-0.00240215j -0.00870764+0.0030479j -0.0011042+0.016887j 0.00742566+0.0115006j -0.0202312-0.0127553j 0.0018482+0.0239141j -0.0180706+0.0480714j -0.00451532+0.0171901j 0.0058002+0.00703026j -0.0101045-0.00288282j 
0.01321-0.0318895j -0.0497234+0.00459519j 0.0126174+0.00614547j 0.00591568-0.0160719j -0.0111898+0.00653519j 0.00170195-0.0109439j -0.00318439-0.0046222j -0.00238496-0.0115251j -0.00219328+0.014118j -0.0156404+0.000657748j 0.0039816+0.00989488j 0.0219677-0.0107341j -0.00566912-0.00329741j -0.00961493+0.000694411j 0.038873-0.028218j -0.0342388+0.0107744j -0.0479045+0.0108776j -0.019859+0.00757606j -0.0289044-0.00379615j 0.0205739-0.0096666j -0.0147439-0.00351544j -0.00875366+0.00651289j -0.0144419-0.0225132j 0.0118705-0.017466j -0.0012525+0.0140881j -0.00352308-0.00869214j 0.0173234+0.0307981j -0.0019014+0.0168412j 0.00877596+0.00823496j 0.00381903+0.0107375j -0.00466682+0.00830275j -0.00141454+0.00433615j 0.0320475+0.00230475j 0.0245559-0.00761453j 0.000302467-0.00682346j 0.00542893-0.0116461j -0.0218286+0.0410491j 0.0412915-0.0232075j -0.0059922-0.000586718j 0.00644086+0.00498905j -0.0300536+0.00846612j -0.00255326-0.0436212j -0.0270194+0.00342224j -0.00727024-0.01128j 0.00444305-0.0294683j 0.00982397-0.0334887j 0.00805178+0.00320307j -0.000808456-0.000268653j -0.00563862-0.0410925j -0.00360031+0.0314506j -0.000521087-0.0222986j 0.00694107+0.0378367j -0.0027205-0.0163433j 0.00604228-0.00463703j -0.0111008+0.0799945j -0.00245703+0.020392j 0.034422+0.000436798j -0.0149662+0.00454716j 0.0250143+0.0255131j -0.0186236+0.016282j 0.0269901+0.00409534j 0.0258928+0.0332222j 0.0236016-0.0608408j 0.000568511+0.0426126j 0.00360372+0.00566572j -0.0064788+9.80492e-05j 0.0233728-0.0743253j -0.0475082-0.0395333j 0.0157767+0.0114305j 
0.0125492-0.0218307j -0.0157694+0.00618205j 0.000852275-0.00599579j 0.00129361+0.00258563j 0.00394483-0.0073269j 0.00704681+0.00515112j -0.00987698-0.0123228j -0.00706006-0.0133223j 0.00151448+0.00189329j 0.0154173-0.00344791j -0.00146584-0.000772976j 0.0184338-0.00488053j -0.00130625+0.0106698j 0.00308235+0.00546639j 0.00321598-0.00743046j 0.00383052-0.00470007j -0.00306059-0.00323179j 0.00551883-0.00992393j 0.00882706+0.00934257j 0.00738162+0.0184717j -0.00249123+0.0231368j -0.00628574-0.0124187j 0.00852929-0.0138987j 0.000952728+0.00557669j -0.0127602+0.00356068j 0.00467122-0.000250207j -0.00411262-0.007231j -0.0052097+0.00484487j -0.00978756-0.00437147j -0.00872048-0.00609353j 0.0186141+0.0108056j 0.000581624+0.00817261j -0.0143548-0.0106977j 0.00791933+0.0103619j -0.0098325+0.00895657j -0.010245+0.00786947j 0.00785877+0.00725203j 0.0107098-0.0248054j 0.00613914+0.0032168j -0.0206825-0.0089312j 0.0172646+0.00157899j -0.0210131-0.0122617j 0.0032084+0.0124965j 0.00721172-0.000901899j 0.00572495+0.00529252j -0.00171438-0.00274556j 0.0159377+0.00921021j 0.0365747+0.0322345j 1.73408e-05-0.000675578j -0.0330216+0.000471398j -0.00611032+0.00873852j -0.0249396+0.0371664j 0.02796-0.0363638j -0.0130263+0.00786971j 0.00341997-0.00137404j 0.0091005+0.000269769j 0.00824902+0.000604599j 0.00379254-0.000601379j 0.0314796+0.00193523j 0.00089099+0.0183889j 0.0182111-0.00263514j -0.00518651+0.0153031j 0.00199568-0.013072j -0.000387404-0.000750249j -0.00819516-0.0038377j 0.0781728+0.0251455j -0.0206649+0.00359826j -0.00541751-0.00138263j -0.00170141-0.00283441j 
-0.00808648-0.00206619j 0.00200773+0.00830227j 0.000127393-0.00334972j -0.00693558+0.0105585j 0.00362859+0.000644498j -0.00664638-0.0110089j 0.00137877-0.00534007j 0.00240363+0.0178825j 0.000947705-0.0127387j -0.00534432-0.00632816j -0.00990209-0.00227184j -0.00175989-0.00837431j -0.0067832-0.0217683j -0.0164473+0.0145426j -0.00336615+0.00278153j -0.0167065-0.00186022j -0.0107334-0.00377579j 0.00450751+0.00248503j 0.00360633-0.00765593j 0.0082565-0.000181136j 0.00602812-0.0106774j 0.00784179-0.00363197j 0.0201718-0.0102071j -0.00886851-0.00184325j 0.00512803-0.000769375j -0.00359509+0.00760439j -0.00522505+0.00854112j -0.00409911+0.000440948j 0.010468+0.00980523j 0.0020564-0.00646267j -0.017743-0.00227403j 0.0149966-0.00259242j -0.000814379-0.00870986j -0.000393197+0.0103858j -0.00893456+0.0137142j -0.00763521-0.0111959j 0.0010563-0.0145725j -0.00299254-0.0171517j -0.00666789-0.00157151j -0.0125715-0.00786553j -0.0035219-0.00338459j -0.000920014-0.00896747j -0.00573093+0.00583922j 0.00273014-0.0162801j 0.00470058+0.0119301j 0.0141272-0.00217182j -0.00251183+0.0124353j 0.00322726+0.00390538j 0.0091841-0.00208695j -0.00253452+0.0108504j -0.00277285-0.00585987j -0.00167038+0.000791881j 0.0011372-0.00591162j 0.0107442-0.00166054j 0.00111398-0.0183564j -0.00176689-0.000754922j 0.0217792+0.010348j -0.00724492+0.00262325j 0.0099854+0.00824879j 0.0050899+0.000860597j 0.00232656+0.000214838j 0.00149323-0.00243408j -0.00823712-0.00213164j -0.0121678-0.00410068j -0.000379544+0.00171286j -0.0120398-0.000366632j -0.00705032+0.00771894j 0.00252392+0.00375697j -0.00736055-0.00374844j 
-0.0130371-0.00296242j -0.0188437+0.0211276j -0.0034114-0.000184742j 0.0111573+0.00131644j 0.000166978-0.0108134j 0.00515118+0.00816953j -0.0137655-0.0164479j 0.00519696-0.00820075j 0.0141738-0.00212668j -0.00700459+0.00245652j -0.00941995-0.00592138j 0.00782522+0.00620566j -0.000175267+0.00390889j 0.00570382+0.00671524j 0.00288584+0.00658099j -0.00955617+0.00496842j -0.0104311+0.00454815j -0.000995892+0.0121618j -0.0310531-0.0170491j 0.00414974+4.41239e-05j -0.0205804-0.0151351j -0.00417987-0.0111022j 0.017141+0.00289462j 0.0186981-0.00240106j 0.00595492+0.000620361j 0.00684498+0.00500645j 0.000521088+0.0316179j -0.0102997-0.00130885j 0.00355046+0.00172322j -0.00415418+0.00823425j 0.00451169-0.00622069j 0.00543771-0.0041317j -0.00664397-0.00880646j -0.00483078+0.0160793j -0.00189003+0.00203871j -0.00918951+0.0127469j -0.016443+0.00402132j -0.00321642-0.000721623j -0.0120245-0.00216241j -0.00415991-0.0022988j 0.000884238-0.00296592j 0.0100021-0.00248095j -0.00635344+0.00414754j -0.00617417-0.0070748j 0.00354102+0.00503289j 0.0103149+0.00282161j -0.014212-0.0169862j -0.0105221-0.00138509j 0.00270221-0.00414415j -0.000579162+0.00277405j 0.0144908-0.0168011j 0.00977976-0.00475496j -0.0277589+0.0148744j 0.0243371-0.00157953j -0.0102535-0.00769456j -0.0161825-0.00277597j 0.027808+0.0121061j -0.00343308+0.00166615j -0.00346546+0.00971545j 0.0032472+0.0012453j -0.00323057-0.000445571j -0.00213539-0.000872585j -0.0102755-0.000360895j 0.00522257+0.00249869j -0.00901377+0.000353696j -0.0300451-0.0142888j 0.00711429-0.0100623j -0.0125096-0.00732423j -0.00618751-0.00877017j 
