-0.114662-0.061153j -0.0989282+0.0637873j -0.0315845+0.0420336j 0.0509807+0.105458j -0.0290929-0.04084j 0.0137754+0.0169291j -0.100156-0.121089j -0.0426662+0.056328j 0.0448168+0.0482663j -0.0436521+0.0683659j -0.0160945+0.131215j -0.00160789+0.122243j 0.0384914-0.0852162j -0.152313-0.0296343j -0.070618+0.00551619j 0.0273092-0.000610204j -0.00802586-0.0193508j 0.0193843+0.038088j -0.0269112-0.107386j 0.0543404-0.00749098j 0.00662448-0.00812479j -0.0225722+0.00933161j -0.00249855+0.0305494j 0.0286385+0.014265j 0.0119208-0.00841688j -0.0692609-0.0326849j 0.0250695-0.0387282j 0.0176348+0.00383473j -0.0414885+0.00179843j 0.0462143-0.0556037j -0.0487023+0.0313411j 0.0153636+0.0230393j -0.0815162+0.0854197j 0.000738897+0.00659895j -0.0657311-0.0383125j -0.0559228+0.0491403j -0.0969078+0.106733j 0.116648-0.0962816j -0.140844-0.0993652j 0.0440342+0.0483392j 0.0631242-0.00236664j 0.106378+0.087625j 0.0854892+0.00669959j 0.107241+0.110475j 0.0864175+0.000608324j -0.0642766+0.0519466j -0.162753-0.0364325j -0.0305961+0.0674911j -0.0322564+0.0250257j -0.0540666+0.0358763j 0.0345043+0.0562314j 0.0485516+0.047939j 0.0357192-0.0208884j 0.0634294-0.0232268j -0.095975-0.0267839j -0.0223332-0.0944387j -0.0219927+0.0166087j 0.0793761+0.0286384j -0.157116-0.0503056j -0.0262732+0.111942j 0.0411243-0.0517707j -0.0710498-0.0629202j 0.00944881-0.000166484j 0.0650174-0.0245397j 0.0262125+0.053393j -0.0137631+0.0445075j -0.0490379-0.220994j -0.109533+0.0220125j -0.249764-0.21171j 
-0.00417018+0.0202877j 0.0219077+0.00551271j 0.0568589+0.00843125j 0.0367949-0.0036845j 0.00768802-0.0996387j -0.0507193-0.037166j -0.0147159+0.055012j 0.164549-0.058916j 0.0234666+0.114755j -0.0811858+0.0405229j -0.0100532-0.0301844j -0.0552339+0.0360342j 0.0522679-0.0826532j 0.0711204-0.0964913j -0.00952487+0.0563674j 0.070327+0.0765944j 0.00117041-0.0112082j -0.0578612+0.070242j 0.0711305+0.0345j -0.00790986+0.0683588j -0.130993-0.0315363j -0.134729-0.00684953j 0.0546738+0.0871539j 0.0786022-0.0123314j 0.0174103-0.0529627j 0.123618-0.0748248j -0.123105-0.0282108j 0.117688-0.0359714j 0.170813+0.0173194j -0.0648786+0.102257j -0.00215495+0.0260016j -0.0268182-0.0881861j -0.0879226+0.0732926j 0.144913+0.044922j -0.0719879+0.0328078j 0.0114823+0.0283502j 0.0776693-0.0430687j -0.0101197-0.0146998j -0.0896073-0.00833487j 0.0593794-0.0125581j 0.0595327-0.0154458j 0.000776278+0.0525175j -0.0175658-0.0255296j 0.0289356-0.0392092j -0.178193+0.0114062j -0.0514078-0.0720219j -0.00890182+0.0221721j -0.0258309+0.107079j 0.0738536-0.0559824j -0.0365736-0.087794j -0.0853799+0.0509609j -0.0171532-0.0823172j -0.0283013+0.116314j -0.0419237+0.161191j 0.0342039+0.0626917j -0.0241652-0.0422355j 0.00473128-0.0166414j 0.111302+0.0920565j -0.0433901-0.0351456j 0.00331254+0.00630392j -0.0456479+0.00474054j 0.00327044+0.0949544j 0.0122692+0.0470629j 0.0360706-0.0233729j -0.0386723-0.0224695j 0.121694+0.0246404j 0.010183-0.0252412j 0.0384853+0.0364088j -0.0478926-0.0273241j 
-0.0373045-0.0243315j -0.0802777+0.0241361j -0.0176429-0.0961557j 0.163394+0.0296141j 0.105992-0.0767418j -0.0176343+0.0465488j -0.245347-0.259145j -0.0162735-0.113261j -0.105283+0.00484292j -0.125393-0.122021j 0.0603307-0.137136j 0.0168173+0.0211918j -0.0142226-0.0487207j -0.0529366-0.0408095j -0.121459-0.081861j 0.00534827+0.0684718j 0.0259471+0.0104132j -0.0154331-0.0888461j -0.0323615-0.0116768j 0.0258453+0.0474023j -0.0091911+0.0993552j -0.0509464-0.0328776j 0.0241049-0.0263792j -0.0195967+0.0327201j 0.0704716-0.0422422j -0.00613348-0.0564704j 0.0215218+0.0684477j 0.0356805-0.106609j 0.00472886-0.0630301j -0.153326-0.0544879j -0.0770271-0.0519826j 0.0568771-0.195322j 0.00792355+0.0358541j -0.230818+0.0137521j 0.0104565-0.0255128j 0.148008+0.0400065j -0.0510947-0.0399902j 0.0219894+0.044208j 0.0879554+0.0556017j -0.0316296+0.0881079j 0.0491107-0.0167172j 0.0125363-0.130654j -0.0536867+0.0472907j 0.0356638-0.0120083j -0.0221103-0.0460484j -0.0377684+0.0542998j -0.0280343+0.00179089j -0.0191607-0.0290422j -0.0170883-0.00672005j -0.00856331-0.0063523j 0.0445502-0.0150693j 0.0444183+0.317008j 0.0475888+0.252461j 0.00676386-0.0691625j -0.104693+0.0447448j 0.00611147-0.0986839j 0.0354881-0.0607928j -0.0386376+0.00199432j 0.0183375-0.011512j 0.000844527+0.0337939j -0.0460412+0.0381937j 0.0414755+0.00052096j 0.0216895+0.0267857j -0.0022734+0.0185293j -0.0386661-0.0045371j -0.0022865+0.0091829j 0.0193516-0.000595688j -0.0145137-0.0424523j -0.00205444+0.0133149j 
-0.0162534+0.00367767j -0.0150951+0.0121198j 0.120816-0.0743221j 0.0531329-0.0630492j 0.125482+0.108354j 0.0430296-0.0438638j 0.203427-0.0627272j -0.0246516+0.0665262j -0.0839667+0.253699j -0.291922+0.0944389j 0.0824876-0.110312j -0.0521384+0.0619628j 0.0595189+0.0653181j -0.0468829+0.000925823j 0.008116-0.0175048j 0.023783-0.0890457j -0.0361482+0.0115001j -0.0484064-0.00845347j 0.091868-0.00111262j 0.020503-0.00589944j -0.0855993+0.0242252j -0.167879-0.0981707j -0.00645909+0.0235515j 0.0404277-0.0941336j 0.167318+0.0829788j 0.207442-0.0552167j -0.0440927+0.00200076j 0.0905092+0.0657872j 0.1413-0.0721058j 0.0755753+0.164079j -0.214454-0.131808j -0.00900098+0.0508452j 0.0733815+0.0587904j -0.0970346+0.0933808j -0.00895037+0.0492395j 0.200473-0.0367256j 0.0180189-0.0501982j -0.000196462-0.0239596j 0.052752-0.0139929j -0.0699751+0.051238j 0.0516726-0.0390455j -0.00309343-0.0352695j 0.0127915-0.053019j 0.0592097-0.0242961j -0.0122556+0.00147394j 0.0603399+0.00616424j -0.0546453-0.0359604j -0.0130256+0.00599173j -0.0487+0.0214367j 0.0138556+0.0805139j 0.0354089-0.0792839j -0.00482631-0.103196j 0.0274947-0.100417j 0.0672219-0.0553982j -0.0274016+0.0269163j -0.0125338+0.0406439j -0.0186123-0.0122156j -0.0211088-0.0076192j 0.0279883+0.0135483j 0.0109739+0.0251444j 0.00526084+0.0482772j -0.00708114-0.022119j -0.0545202-0.0305535j -0.0187317-0.00169915j 0.0405951+0.0175973j -0.012274-0.0297853j 0.00969073+0.00199295j 0.00284825-0.0156952j 0.0276188+0.0142299j 
-0.0809527+0.0442265j 0.0244304-0.0202819j 0.0112818-0.0699933j -0.065916+0.0413004j 0.0648158+0.0437925j -0.0663163-0.0267979j 0.122207-0.0963416j 0.0422115+0.0174487j -0.192269-0.0616546j -0.0503512+0.0915059j 0.0186084-0.0404445j 0.173071-0.0447552j -0.00512316+0.0604551j -0.0151737-0.0786064j 0.0330136+0.0215918j -0.0353987+0.0274502j 0.155699-0.108307j -0.0101445+0.0946048j -0.0206476+0.07188j -0.0241709-0.0174493j 0.0621741-0.0206986j -0.018013-0.075858j 0.00489217+0.15422j 0.0479953-0.102808j 0.0999308-0.120376j 0.00239992+0.0503136j -0.0854955+0.0290583j 0.0186-0.0159582j 0.0808943-0.0103008j -0.138767+0.0418128j -0.0466431-0.0924139j -0.0747802-0.0114914j 0.125591+0.0955911j 0.0522458+0.140684j 0.0124962+0.0751995j -0.182732-0.0899764j 0.0731142-0.0162431j 0.0487776-0.20784j -0.0589318+0.0613361j 0.0323195+0.0230074j -0.0249587-0.0157468j -0.0780868-0.00637073j 0.120575+0.057944j -0.0839885+0.00905516j 0.00458617+0.0236189j -0.0190546-0.0172395j 0.0406895+0.0287628j -0.0189314-0.00694796j 0.00936122-0.0825484j -0.0178586-0.163321j -0.0848221+0.153988j 0.036684+0.182691j 0.00262669+0.107091j -0.0334326+0.0408394j 0.0785093-0.0508169j 0.0696054-0.0685003j 0.0182525+0.0479408j -0.0839111-0.000954068j 0.00865613+0.121367j -0.027368-0.068511j 0.0477656-0.0621167j 0.0799839+0.0507627j 0.0951877+0.00496822j 0.0339561+0.0140826j 0.0555847-0.011767j -0.020501-0.0137444j 0.0378058-0.000542832j 0.00689907+0.0100528j -0.0325672-0.00465065j 
-0.0720274+0.0971027j 0.082603-0.0366328j -0.0591501+0.0337604j -0.066214+0.077097j 0.0352354+0.116687j 0.109092+0.0045625j 0.0349111+0.0355267j -0.0659498-0.0533506j -0.0141378+0.0402558j 0.0267611-0.0318051j -0.0207575+0.0928935j 0.139719-0.0383546j -0.0658343+0.120713j -0.138254+0.100087j 0.0168908-0.0404692j 0.0385535-0.0784148j -0.0314111-0.0354753j -0.0498698+0.0300229j 0.0305855+0.0274521j 0.101669-0.292265j -0.0732765-0.0270666j -0.0563907+0.0621689j -0.0162654-0.296239j -0.0479851+0.11573j 0.000451896-0.0105407j 0.0928432+0.014295j -0.000498282+0.0586231j 0.0994028+0.252495j -0.103221-0.00624378j 0.00997915-0.267597j -0.0972259-0.0905491j -0.0105728-0.0364608j 0.022716+0.102782j 0.0246126+0.0736328j -0.0301211+0.0618073j -0.0244679+0.0568397j 0.00340141+0.0231466j -0.0118544-0.0760003j -0.0466972+0.014802j -0.00139875+0.101353j -0.0103871-0.0306162j -0.0205515+0.0615025j 0.0391292+0.106819j -0.0107558+0.1176j 0.0153994+0.000423333j 0.0530475-0.0180247j -0.0209413-0.0586453j -0.0387661+0.0105747j -0.0314107+0.119299j -0.0478722-0.110425j -0.0161535+0.0410872j -0.0072288+0.111229j -0.0397767+0.158199j 0.0269982-0.0228308j 0.120075-0.0655596j -0.0480534-0.00712065j -0.0592598+0.00899283j -0.0194164-0.00359947j -0.0259981+0.0407734j 0.000380058+0.00610339j 0.0254897+0.0160607j -0.00556+0.0226421j -0.00337572+0.0129388j 0.0433528-0.0099452j 0.0783312+0.0177186j 0.0291971-0.0204667j -0.036368+0.0236369j 0.0186311+0.0352841j 0.00660935-0.0212056j 
-0.181494+0.0802624j -0.0314136+0.143371j 0.0912743-0.0292051j -0.126628-0.0117862j 0.0565868-0.149111j 0.0401887+0.059094j 0.19284+0.0195638j 0.0877309-0.0599402j -0.0920844+0.0914093j -0.0429041+0.01209j -0.134997+0.0277656j 0.0125066-0.10775j 0.0632778-0.0394537j 0.0423161+0.0518439j -0.0630914+0.100371j -0.0123699+0.00392083j -0.0492137-0.0380188j -0.0361083+0.0479701j 0.186348-0.0650913j -0.154024+0.0692415j -0.0154925+0.0427331j 0.277236+0.052714j 0.0294625-0.238601j 0.0273597-0.00964946j -0.0187647-0.0369859j 0.131207+0.0453107j 0.0742362-0.0552945j -0.0867523-0.0612647j 0.141119-0.116058j 0.0283724-0.045259j -0.0602974-0.000561664j -0.00292265-0.141841j -0.0106759-0.00679433j 0.111355+0.0447289j -0.0597168+0.0347204j 0.0859436+0.00169438j -0.0537519+0.0274591j 0.116285-0.0578302j -0.042268+0.0552659j 0.0558382-0.170394j -0.111943+0.0738305j 0.0327792-0.0390827j -0.105454+0.152066j 0.0221141+0.0084859j -0.0189708-0.0249424j 0.097779-0.0769277j 0.0181697-0.0294477j 0.0385301+0.0210444j -0.00839275+0.100467j 0.0183528+0.0388055j 0.0538389-0.0369515j -0.0157616-0.0441919j -0.0144228-0.0539243j 0.0148914-0.0273023j 0.072307-0.0361619j -0.0514009-0.0624949j -0.0503271-0.0321252j -0.0582389-0.0504786j -0.0489676+0.0435066j 0.00550897-0.0187889j -0.0502818-0.0494454j -0.0107488-0.0534789j 0.115041-0.0135451j -0.0442822+0.0325871j -0.142888+0.000316956j -0.0308608+0.00837365j -0.0386431+0.0169947j -0.0234341+0.00368343j -0.0222151-0.0458027j 
-0.00322934+0.0733623j 0.0433413-0.0338399j -0.0596908-0.0267293j -0.0262282+0.0584133j 0.0328363+0.0274073j -0.0411794-0.0133958j -0.19106-7.19561e-05j 0.0141482+0.0466441j -0.0318601+0.0928618j 0.0586081-0.00365609j 0.0226488-0.0835858j -0.015016-0.0378681j 0.09888+0.0448131j 0.098702-0.0151029j 0.0698427-0.0968567j -0.103974+0.0880601j 0.106725+0.0467325j 0.0820364+0.0218863j -0.058576+0.119717j 0.0411102+0.0241379j 0.0898217+0.0164101j -0.0527852+0.0302211j -0.0257561+0.129805j -0.0964591+0.0836444j 0.0255405-0.0226611j 0.00202317+0.0749929j -0.00942389-0.0245665j -0.0801796+0.0713105j -0.06129-0.0113096j 0.098981-0.00427082j -0.0297046-0.00976725j -0.0595399+0.110658j 0.157561+0.0860073j -0.0121387-0.0420701j -0.0257452+0.11782j -0.104161+0.0401967j 0.0489445-0.0190531j 0.041482+0.0395099j -0.0200883-0.018198j -0.0429709+0.0463376j -0.00170044-0.0203031j 0.127603-0.0449191j 0.0648039+0.0873982j -0.152597+0.0551269j -0.0156879-0.0365923j -0.0819631-0.00127219j 0.0545742-0.0225395j 0.04549+0.0665712j -0.00673336-0.0303071j 0.0302709-0.0615315j 0.00826379+0.00677754j -0.00217739+0.0276767j 0.0162198+0.00479682j -0.0323337+0.0446146j -0.0146472+0.0218952j 0.0193936-0.0749925j -0.00889785-0.0230104j -0.0356191-0.00681644j -0.0321808+0.0189809j -0.0649598-0.0111672j -0.0230963-0.043723j 0.0308332-0.0791131j 0.185584+0.0764803j -0.0320603-0.0117647j -0.189903-0.00390016j -0.0423572+0.0433013j -0.00335272+0.0595017j -0.00384909+0.0320641j -0.037566-0.0209548j 
0.150294-0.131326j -0.0771822-0.0269036j 0.00773006-0.0879097j -0.0144727-0.084558j -0.0392111-0.0511452j 0.00843338+0.0355792j -0.088522+0.0521319j 0.0338249+0.0274716j 0.050635+0.055386j 0.0633177+0.0191173j -0.0193442-0.0352057j 0.0374002-0.00108605j 0.0232688+0.0289061j 0.0526166-0.0356276j 0.0095709-0.0465494j -0.0634516-0.0168182j 0.0841005+0.0206468j 0.0262402+0.0475348j 0.00087948-0.0462956j 0.0116334+0.0603295j -0.0223106+0.0728657j 0.121618-0.0934488j -0.0484771+0.0983287j -0.052068+0.0185968j -0.0365407+0.0437807j 0.13663-0.0985441j -0.122445-0.0284017j 0.0631215+0.0270358j -0.0291185+0.0457781j 0.0387463+0.0937494j 0.0183769+0.0559032j -0.0674417+0.025717j 0.0295072+0.031448j -0.0154153+0.0211114j -0.0341127-0.0748769j -0.0318371-0.022656j 0.0683362-0.00396295j -0.0805118-0.12577j -0.0435787+0.0255258j 0.0719839+0.0196339j -0.0283072-0.147715j 0.0379282-0.0589317j 0.0862082-0.0378269j -0.126474+0.0128627j 0.0564224-0.0168342j 0.0667739-0.096435j -0.0187451-0.0807688j 0.0158708-0.0673814j -0.147997-0.00129312j -0.0405781+0.00181503j 0.0571927-0.0913061j -0.0269273-0.0719598j 0.0258589+0.00998605j 0.113223-0.0713007j 0.0732244+0.110112j -0.0752004+0.0374074j -0.100621-0.00263889j -0.053731-0.0493665j 0.0207534+0.0616757j -0.0546611+0.0453028j 0.0260798+0.114337j -0.0247598-0.0183887j 0.129568-0.0552884j 0.018661-0.0584473j 0.0912264+0.0394995j 0.0450905-0.0622994j 0.138143+0.0709371j 0.0442128+0.0316465j 0.0156408-0.00100818j 
0.000681411+0.0612205j 0.113274-0.0602597j 0.0147159+0.00892143j -0.0667576-0.0613517j -0.00786363+0.0894369j -0.091421-0.0134737j 0.0683031+0.0564239j -0.0892813-0.0844779j -0.0388871+0.0414483j 0.0646609+0.0331194j -0.0436246-0.0129981j -0.012801+0.0648874j -0.0829607+0.0525503j -0.0106729+0.0666863j 0.0629486-0.0430895j -0.00479714+0.00117844j -0.000130344+0.070346j -0.0708191+0.0154903j 0.0558905+0.00511371j -0.051249-0.170276j 0.00619811+0.0198175j -0.0710245-0.0947623j -0.0855038-0.140552j -0.110756+0.0599343j -0.0928019-0.0387298j 0.0393792-0.120488j 0.0476699-0.0643349j 0.024364+0.0852624j -0.0192056+0.0173931j -0.00493218-0.119913j -0.0357144+0.0634445j 0.0276664+0.0502559j 0.0425281+0.0106012j -0.0459226+0.0721459j -0.0204781+0.0156818j -0.051714+0.0492279j 0.0131268-0.0291565j 0.0210487+0.130083j 0.00258139-0.0130068j -0.0191576+0.0586082j -0.0737926-0.0744056j -0.0254846-0.0515212j -0.173567-0.00274198j -0.00216447-0.0556702j -0.0966309+0.0277698j -0.0687334-0.0468754j 0.165991+0.0507528j 0.0236549-0.0515157j 0.0300485+0.0275196j 0.0492222-0.0049287j -0.0611908+0.0462904j 0.00392943+0.03226j 0.0851633-0.00702586j 0.0408066+0.0104923j 0.0234936+0.110957j -0.058707-0.0164847j 0.0169866+0.018068j 0.0311712+0.0249041j 0.0787914-0.00261209j 0.108348+0.0308739j -0.118722+0.0356591j -0.0385656+0.0203135j 0.181756-0.0868734j -0.0886007+0.013118j -0.0380552+0.0446893j 0.035301+0.000505404j 0.186904-0.0977354j 0.0479409-0.0497875j -0.0568736+0.00940784j 
0.0345075-0.0565121j 0.0731643-0.0878032j 0.0404138+0.0255637j 0.0297006-0.0307754j 0.00272075-0.0221508j -0.104329-0.0129568j 0.00349545-0.0282434j -0.0190489+0.0235026j -0.0390284-0.00559901j 0.0673786-0.0161345j -0.0456778+0.0063204j 0.0399009-0.0767735j -0.0441414-0.0439265j 0.0258222-0.00755565j 0.0476151+0.0116876j 0.0385482+0.0101882j 0.0388914+0.0136844j -0.0520862+0.0208745j 0.0194859-0.00976765j -0.0758322-0.0419002j -0.061276-0.0219838j 0.0668009-0.0914286j 0.0808599+0.00741277j -0.0292166-0.0844278j -0.0389888+0.00483598j -0.0871155-0.0144698j -0.0799975-0.0920199j -0.0749876-0.0832626j -0.0101921-0.0277319j 0.018155+0.0123619j -0.0426438+0.0392945j 0.0243454-0.00255667j 0.0241881+0.0018496j -0.0350603+0.0929922j 0.0961785-0.10806j 0.00542137-0.00732783j -0.036691+0.0363866j 0.0402732+0.0856311j 0.0266408+0.214535j -0.00892845+0.063036j -0.0200961+0.0407229j 0.0504464-0.0674928j 0.0366069-0.00379793j -0.0358474-0.0544709j 0.0628519+0.123224j 0.128214+0.0346225j 0.0816565-0.105814j -0.137513-0.153026j 0.0302071-0.0128214j 0.0281951+0.0832171j 0.0519094-0.0330735j 0.000202911-0.0211287j -0.0197079+0.0171277j 0.023147-0.0074215j -0.0281939-0.0849202j -0.0880404+0.0160909j 0.090684-0.139926j -0.099827+0.0468017j -0.175004-0.0112025j 0.0434167+0.0115273j -0.0799259-0.102031j 0.026875-0.0382136j 0.0833867+0.0729556j -0.000269487+0.0545856j 0.0932143+0.00162115j 0.0572408+0.104653j -0.0491916+0.0307048j -0.0462988+0.0544597j -0.000548697-0.077497j 
0.00879567-0.0240179j 0.0754855-0.0501997j 0.00598238+0.00348194j 0.01126-0.0410411j -0.0318123-0.00182669j -0.07865+0.0218876j 0.00868874+0.02541j -0.0308209+0.0521958j 0.0268707-0.0144183j 0.0216046+0.0471435j 0.02265-0.0314584j -0.0438753-0.0372898j 0.0274447-0.00129602j -0.0138086-0.0409259j -0.042052-0.0399679j 0.0659722-0.0169088j -0.0310975-0.0272449j -0.051306-0.0238661j -0.0749251+0.0955562j -0.0558462+0.0616676j 0.0619223-0.128442j 0.0378939-0.0699829j 0.042372+0.00614441j -0.017703-0.0685675j -0.025501-0.0358507j 0.0398575-0.0374235j -0.135002-0.114j 0.043505-0.0838868j -0.00651361+0.00999666j 8.67754e-05-0.0463923j -0.00869317-0.0223046j 0.0365634+0.0169529j 0.0525119-0.00530579j -0.0559062-0.0188084j 0.0460069+0.141233j -0.0402813+0.0973783j 0.0770564-0.00508606j 0.00140606+0.0516016j -0.0381738+0.0129466j -0.0794046+0.0790292j 0.0494412-0.0486701j -0.125184-0.00250313j 0.0636092+0.140799j -0.022928-0.127713j -0.00973572+0.106176j -0.134602+0.0862409j -0.0533241-0.106221j -0.0535125+0.0576398j -0.115115+0.066113j -0.0163687-0.0876668j 0.0887173-0.0175792j -0.0366627-0.149687j 0.00965771+0.00466062j -0.0753576-0.0180565j 0.0175444+0.0168687j -0.0639257-0.184783j 0.0744539-0.0721592j -0.016626+0.0610029j -0.0964015-0.0122559j 0.0931475+0.0672805j -0.0595434+0.0803645j 0.177765+0.0499538j -0.0298369-0.0790797j -0.0157411+0.0311294j -0.0284372+0.136029j -0.0133387-0.129679j -0.108702-0.118092j 0.0945402+0.0462333j -0.0237888+6.41379e-05j 
0.0322138+0.0183387j 0.0173204-0.0145239j -0.0493998-0.0534719j 0.0369391-0.025782j 0.0655201-0.0133072j -0.00495008+0.0334023j 0.00654164-0.0644576j -0.0050466+0.0374399j -0.0420404+0.0319982j 0.0251005-0.0350847j 0.0305175-0.0284755j 0.0245992+0.00637502j -0.0458458-0.0555414j 0.0173829-0.021505j 0.03032+0.00781689j 0.0911722+0.0340672j 0.226252-0.0517474j 0.0357888+0.0022386j -0.0142759+0.0631716j 0.00963351-0.0258519j 0.0654107+0.0820971j -0.0579251-0.0171395j 0.0634959+0.021935j -0.0279462-0.0512045j -0.0263759-0.078267j -0.0183912+0.0711067j -0.0131094-0.0312161j 0.0760412+0.0144167j 0.0360422-0.0291025j -0.00429953-0.0797692j 0.0307621-0.0137841j -0.000755186-0.0745651j -0.147146-0.061183j 0.00628294+0.00370288j -0.0759928-0.0306827j 0.00951751-0.0446951j -0.0641348-0.0346905j -0.115315-0.10758j 0.101184+0.0058385j 0.0560595-0.15492j 0.0493631+0.0601036j 0.0512617+0.0347613j -0.0267304-0.0229343j 0.090376+0.0484518j -0.0144535-0.0506711j 0.0423866-0.0735166j 0.0453159-0.102668j 0.00123572-0.161248j 0.0287973-0.0551701j 0.0335021-0.0516015j 0.0633398+0.137527j 0.0294367-0.104473j 0.0188544-0.00370245j 0.0481039-0.0454088j 0.0505885+0.0663234j 0.0749024-0.0748162j -0.0716811+0.142198j 0.0142708-0.135735j 0.0606978-0.145429j -0.0423071-0.0295776j -0.113685+0.06993j -0.201564-0.125725j -0.159757-0.146131j 0.046927-0.0557355j -0.0065627+0.00147575j 0.00883623+0.106844j -0.0962244+0.0894747j 0.00944732+0.153379j 0.0602846+0.00867209j 
-0.0281246+0.0163415j -0.0685611+0.0617708j 0.0435507-0.0448797j -0.024216+0.0116227j 0.00739154+0.00741787j -0.0123623-0.00067929j -0.0115588+0.00382849j -0.049001+0.0100989j 0.00595149+0.00202299j 0.0217079-0.014862j -0.0348371+0.0575503j 0.0626278-0.00583913j -0.0378026+0.019942j -0.00111775+0.0079882j 0.0280627-0.0283267j 0.00776555-0.04828j -0.162224+0.034241j 0.0102222-0.0385701j 0.0976893-0.0454904j 0.0407697+0.0407096j -0.0227863-0.016521j -0.078328+0.022084j -0.00189678+0.045503j 0.0138304+0.0502976j -0.0487747+0.0523264j 0.0313169-0.019375j -0.0247343+0.0854552j 0.110699+0.0854766j -0.0177803+0.0193209j -0.0521131+0.0335418j 0.00407573+0.0277241j -0.125446-0.0308417j -0.155876+0.0376315j -0.0216628+0.0387056j 0.110376-0.0014671j -0.0429689-0.0404819j 0.0997417-0.105858j -0.0795551-0.082903j -0.0399945-0.0232723j 0.0591007-0.0269435j -0.0993765+0.0682042j 0.134078+0.113495j -0.136575-0.117447j -0.0775394-0.0480408j -0.037356-0.100201j -0.120139-0.00456843j 0.0767853+0.0321898j -0.078591-0.00238711j -0.0938933+0.0818935j 0.0489982+0.0155546j 0.144327-0.081291j 0.116006-0.0515349j -0.13409+0.112266j 0.0707863+0.0645361j -0.0360185+0.0236725j -0.0126966+0.0719119j 0.17796-0.0789991j 0.102231-0.011298j -0.0106506-0.0305585j -0.0868232-0.0873106j -0.0119044-0.00295728j -0.00155163+0.175499j 0.0330377-0.000386016j 0.00165941+0.0246738j -0.0138635-0.117243j 0.0324684+0.105213j -0.00339765-0.10932j -0.0371666-0.0578567j -0.0482726+0.0488853j 
-0.0178505+0.00884327j -0.0421558-0.0116179j 0.0587994-0.00514872j 0.0198138-0.0352519j -0.00486167+0.0330713j -0.102508+0.0433439j 0.0103199+0.0335011j -0.00366842+0.0470738j -0.0147413-0.0340791j 0.0165919+0.0279255j 0.00151062-0.00241358j -0.0694994+0.00734798j 0.0590351+0.036041j 0.0579084+0.0170032j 0.0478693-0.00955597j -0.0223672+0.0459201j -0.000236748+0.0567465j -0.00730034+0.0126554j -0.0393835+0.00117633j -0.113807-0.0137504j 0.0666179+0.0171188j -0.0339592+0.0880914j -0.0574613+0.013353j -0.111577+0.0209497j -0.00894661-0.058508j -0.0282941+0.0668274j -0.0215209+0.0292993j 0.00436636+0.117572j 0.0663342+0.0149369j 0.0354177-0.0206013j -0.0300724-0.0173601j 0.0045628+0.0704918j -0.0201636+0.0240219j 0.0972577-0.0106772j -0.120083-0.0604556j 0.0275729-0.0492869j -0.0368699+0.150173j 0.0295761+0.0987451j 0.157713+0.00663905j 0.0392464+0.11644j -0.0154655-0.0328j 0.0197332-0.00544084j -0.0216017+0.0492211j 0.0782153+0.124102j 0.0692923+0.0241384j -0.0740559-0.0780467j 0.022847-0.0845933j -0.011589-0.0613674j -0.0921201-0.0524312j 0.0048839-0.0102708j 0.0818978-0.0282809j 0.13532-0.0431026j -0.18153-0.00796895j 0.100186-0.0412991j -0.0276673+0.0675611j -0.0232853+0.0159315j 0.0381763-0.124107j -0.0639669+0.135563j -0.116304-0.183379j 0.0359042+0.0593127j -0.114893-0.0928784j 0.115246-0.099716j 0.0211839-0.0214796j -0.0421198-0.0595347j 0.00824926-0.133119j 0.0700464-0.163878j -0.027331+0.0230464j -0.0101803+0.0118738j 0.0227341+0.0349888j 
0.0600759-0.0643785j -0.0246206-0.0324477j -0.00568944-0.0053219j -0.0338203-0.073487j -0.0233786-0.0415059j 0.0731807+0.0831262j -0.00193755+0.0412985j 0.0172946+0.0495924j 0.00763108-0.0286776j -0.0400004+0.00387045j 0.00321949-0.00885875j -0.0770472-0.0138295j 0.0383121+0.0985179j 0.0302169+0.022465j -0.036865-0.0969858j -0.0392229-0.120597j 0.0018611-0.0133753j 0.100522-0.073128j -0.0820214+0.0205336j -0.0873214+0.0432324j -0.142466-0.00698078j 0.116676+0.0350495j 0.019226-0.0409979j 0.0331833+0.0458697j 0.0438717+0.0597449j -0.0777477+0.00850457j 0.160582+0.0506153j 0.0244006+0.124846j -0.0194761-0.0145329j 0.0708598+0.0275195j -0.0218504+0.0319633j -0.0119321+0.00694411j 0.0797231-0.0376326j -0.0103542-0.0700134j -7.05476e-05+0.0122807j -0.0219861-0.00282202j -0.022852+0.0428665j -0.0919281+0.00246289j 0.0565779-0.0807868j -0.11519+0.0786558j -0.0365306-0.132706j 0.0538531+0.0656429j 0.0965075+0.0621665j 0.0361155-0.0246167j -0.0379067+0.0123086j 0.0795092+0.0475052j 0.0555177-0.0123821j -0.118767+0.0622677j -0.0124312-0.0685038j -0.0104991+0.0265212j -0.0705523+0.0262162j 0.000949148-0.0914217j 0.0271645-0.0221113j -0.0127027-0.144025j 0.0495703-0.0594602j 0.0854385-0.293268j -0.0537351-0.106721j -0.0200204-0.178727j 0.154806+0.192832j -0.102373+0.00852278j 0.0309234-0.033209j -0.0574817+0.0125367j 0.0262381+0.0425683j -0.00374298-0.0100505j -0.00345914-0.069834j -0.0385379+0.160059j -0.0387181-0.0580449j -0.0140426-0.0867482j 0.0427843+0.0452508j 
