-0.00154814+0.0154068j 0.0177387+0.00103115j -0.0144171-0.00280716j 0.00149155+0.011485j 0.00365844+0.00422356j -0.00641228+0.000613441j 0.00650088-0.00373222j 0.00488917-0.00837991j 0.000542843-3.41023e-05j -0.00450835-0.00828014j 0.00366048+0.00312292j -0.00503973-0.00706264j 0.00229195+0.000682088j 0.00846199+0.00639213j 0.00371065+0.00348068j 0.00981377-0.003245j 0.00345073-0.00156533j -0.0025302+0.0011744j 0.00255227-0.00341364j -0.00287605-0.0099492j -0.00222791-0.00701367j 0.00719814-0.00237129j -0.00245915-0.00233315j -0.00240074+0.0125319j 0.000156543+0.0031104j 0.00349097+0.00592959j -0.00958797+0.00693807j -0.00674537+0.00884088j -0.00596323+0.00547056j 0.0110216+0.00969479j -0.00119861-0.00291249j 0.00139736+0.00231017j 0.00848101+0.00914199j -0.00151563-0.00227542j -0.00050995+0.00536785j -0.00932294-0.00298782j 0.000226699+0.00062336j 0.00467048+0.0030138j -0.0113451+0.000727769j 0.00191154+0.00234185j 0.00401971+0.00512092j -0.000900416-0.00109638j 0.0028272+0.00217387j 0.00392051+0.00160054j 0.00925601+0.000811844j -0.00471565-0.00287074j 0.00944737-0.0082111j 0.0107878-0.00109j -0.00529421-0.0180737j 0.0163436-0.00491099j 0.00839098+0.0136689j -0.0121017+0.00962449j 
0.00819309+0.00401236j 0.0027772-0.00101124j 0.00839844+0.00724821j 0.0117091+0.00248051j -0.0042425+0.00640913j -0.00073001-0.000915116j 0.00481635-0.00244729j -0.000661428+0.00129521j -0.0118953-0.00694582j -0.00429863+0.00852655j 0.00297191+0.00278938j -0.00256524-0.0166894j 0.00231318-0.00842596j 0.000432156-0.00120021j 0.000908624-0.0136479j -0.00432717+0.00454916j -0.00440778+0.00536713j -0.00500598-0.00121461j 0.00270703-0.00847157j -0.000359599-0.00769528j 0.00409327+0.0070769j 0.000793783-0.00456795j -0.00321324-0.00460627j -0.00172429-0.00192496j -0.00184388+0.000893467j -0.000323546-0.00953698j -0.00263137+0.00145679j 0.00746167+0.00423443j -0.00652212-0.00214826j 0.00312567+0.00285759j 0.000127926+0.00894829j 0.00320077-0.00431396j 0.00398644-0.000452064j -0.00213277-0.00888982j -0.00139868+0.000366972j 0.00308669-0.00448467j -0.000490837-0.021058j 0.00908731+0.0114422j -0.00444203-0.00421357j 0.00246365+0.000748802j -0.00719543-0.00989373j 0.000978044+0.00240472j 0.00431172-0.00496483j -0.00200477-0.00379786j 0.00552938+0.00596435j -0.00185179+0.00643108j 0.00207445+0.00591451j -0.000372353-0.000605083j 0.00404854+0.00165835j 0.0018133+0.00237002j -0.00110569+0.000544844j -0.00178816-0.00418393j 
0.000525854-0.00351266j -0.000291074+0.00264899j 0.00620052-0.00485756j -0.0109913+0.00528172j 0.00269813-0.0050964j 0.00575352+0.000726749j -0.00659731-0.00969164j 0.010734+0.00730774j -0.000412437+0.00404544j 0.00608888-0.0114026j 0.00154888+0.0131017j -0.0087589-0.0162999j 0.00809468-0.0112962j 0.00334225-0.00524401j 0.000173692-0.0146464j -0.00592857-0.00718526j -0.000133611+0.00567313j 0.00879506-0.00386956j -0.000242395-0.00584647j 0.00122641+0.00947726j -0.00592871-0.00151181j 0.00841593+0.00919001j 0.00330108-0.0054865j -0.00483143-0.00939129j 0.00109075-0.00627571j 0.00011886+0.00452804j 0.00563154+0.000981895j -0.000706719-0.00345525j 0.00561769+0.00375487j -0.00035948+0.00611953j 0.00153207+0.0126986j 0.00396494-0.0114547j -0.00374527-0.00368107j -0.000209561-0.0039896j 0.000191134+0.000418928j -0.00199078-0.00450887j -0.00131309-0.00345379j 0.00243272-0.00361298j 0.00147074+0.00189963j -0.00160773+0.00747068j 0.00338519+0.00536815j -0.00629884-0.010255j 0.000452174-0.00602092j 0.00280022-0.00691975j -0.00561308-0.0138469j 0.00127083-0.000995102j 0.000759432-0.0112119j -0.00867853-0.00243258j 4.95518e-05+0.00241186j -0.00426942-0.00212404j 0.00616127+0.000914917j -0.00524873+0.000972214j 
0.0117184-0.000739077j -0.00240066-9.93822e-05j 0.0270759-0.0056485j -0.00485906-4.02775e-05j 0.000778321+0.00245241j 0.0163338+0.00110488j -0.00384298+0.00440724j 0.00388019+0.00488496j -0.00128544-0.000247542j 0.00639989+0.0118744j 0.00604527-0.000838265j -0.00765489+1.99557e-06j 0.00384933+0.00722284j 0.016254+0.00875209j 0.000610082+0.00475684j -0.0117478-0.000955841j -0.000651389-0.00159892j 0.00653934-0.000226795j -0.00423092-0.00334984j 0.000661031-0.00605756j -0.00627012-0.00687798j 0.000708422-0.00494686j 0.0149615-0.00209451j -0.00563082-0.00238033j -0.00320124+0.00388849j -0.000327406-3.92978e-05j -0.00458681+0.00257833j 0.00803614+0.00155459j 0.00208466-0.000822888j 0.0061399+0.000884369j -0.00319706-0.0185893j 0.00426645+0.0112547j 0.00289058+0.00257132j -4.68145e-05-0.000153829j 0.00237372-0.00367586j 0.00113225+0.00975646j -0.011533+0.0207416j 0.012673-0.00610901j -0.00253894-0.0060152j -0.00310828-0.00927273j -0.00362589-0.00362855j 0.00295897+0.00898141j 0.00209186+0.00233639j -0.000658561+0.0057809j 0.00105544+0.00136135j -0.00503788-0.00515489j -0.00437836-0.00188699j -0.00362701+0.00137775j -0.00026843+0.00271053j -0.00189543-0.000720335j 0.000536908+0.000373558j 0.00176598+0.000945854j 
0.00401109-0.00684702j -0.000587027-0.00240639j 0.0126654-0.00500566j 0.00148371-0.000762716j -0.00470353-0.00695554j 0.00366481-0.00526441j -0.00574516-0.0012331j -0.00462683-0.0121517j 0.00390665+0.0154785j -0.00624461-0.00240814j 0.00299613-0.00544683j 0.00287179+0.0185443j -0.00341574+0.0110752j 0.0112095-0.006549j 0.00782349+0.0158071j -0.00454655-5.34434e-05j 0.000687528-0.00397112j 0.00263314+0.00186967j 0.00141824+0.00684586j -0.00461034-0.00795475j 0.0033031+0.00486113j 0.00542789+0.0130392j 0.00270326-0.00696627j -0.000639851+0.00468069j -0.00430563-0.00721884j -0.00398151+0.00238159j -0.00132119+0.00028681j 0.00145665-0.00176268j 0.00575479-0.00586667j 0.00052703-0.000219444j 0.000634688+0.0219495j 0.00230486-0.0149736j 0.000350316+0.00429226j 0.00259181+0.0029145j 0.00312636+0.0158353j -0.00120292-0.0123616j -0.00143735-0.0235504j -0.00422944+0.0120428j -0.00198485+0.0168124j -0.002345+0.0112224j 0.000207399+0.0136472j 0.000718251-0.00703494j -0.00321495+0.00402757j -0.000225642-0.0081083j 0.000500546-0.00290433j 0.00195066+0.00563189j -0.0022912+0.00142401j 0.00184453-0.00394946j -0.00204362+0.00063444j -0.000375877-0.00122531j 0.00379775-0.00212974j -1.98601e-05+0.000660671j 
-0.00141919+0.0012552j 0.00131766+0.00242707j 0.0017584+0.00301059j -0.00255748+0.00913303j -0.00388505-0.000255244j 0.00556983+0.000780827j -0.00178036-0.00667282j 0.001007+0.0048042j -0.000354005+7.75319e-05j -0.00139476+0.00887802j 0.00645304+0.0033016j -0.000393272+0.00740618j 0.0022636+0.00714205j 0.00181874+0.00142574j 0.00131084+0.00595182j 0.000793427-0.000288024j -0.00127593-0.00439152j 0.0110492+0.000758081j 0.00078499+0.00118764j 0.00270592-0.0041759j 0.00523722-0.00121819j 0.00932252+0.00988171j 0.00112708-0.00866008j 0.000230289-0.00703701j 0.00151475-0.00538367j 0.00402784+0.000472649j -0.00197354+0.0010408j -0.00156775-0.000556984j 0.00653575+0.00133221j 0.00103891+0.00308471j -0.00180308+0.00147261j 0.00548977-0.000570995j -0.0014266+0.000594507j 0.00558969+0.000617687j 0.0022418+0.0113959j 0.00132127-0.00617529j -0.00179447-0.00644183j 0.00352004+0.00457305j -0.00475971+0.00395117j -0.002987-0.0018055j -0.0026533+0.00903397j 0.00123092-0.00142355j -0.0030339+0.00271191j -0.000852559-0.00398464j -0.000108658-0.00881637j -0.00140815+0.00112908j -0.000161874-0.00829145j -0.00254461-0.00208112j 0.00155707+0.0047446j -0.00107428-0.00175777j 0.00220931+0.00116461j -0.00207002-0.00223496j 
0.00162054-0.000589462j -0.0051885-0.00419366j 0.0015828-0.0160981j -0.00406239-0.013051j -0.00530402-0.0106153j -0.00137188-0.0079777j -0.00247909-0.0110209j -0.000656044-0.0102409j 0.000909021-0.00172409j 0.00242023-0.0100029j 0.0134813+0.00725501j -0.0017553-0.0026932j 0.00290304-0.00726144j 0.00120748-0.0147166j -0.00203726-0.00868265j 0.000145342+0.00401849j -0.00116505+0.00554607j 0.00371947-0.0117759j 0.00300622-0.00160001j -0.00801887-0.00880229j -0.00251771+0.00232708j 0.000131213-0.00624133j 0.00625944+0.0146263j 0.00562388+0.000667587j -0.0091512+0.00103327j 0.00976731-0.000146712j -0.0164288-0.00446751j 0.00487194+0.00835946j -0.00141495-0.000864638j -0.00286926-0.00505997j -0.00169189+0.00881782j 0.000968779+0.00179551j -0.00653158-0.00170393j 0.00202555+0.00498604j -0.00133212+0.0116457j -0.00186376-0.00331703j -0.00206024-0.00735836j -0.00805361+0.0137413j -0.00141081-0.00339596j 0.000820073-0.00785129j -0.00395801-0.00988601j 0.00348249+0.00698401j -0.00241672+0.00507896j -0.00884523+0.00372579j 0.00168347+0.00768j -0.00116819-0.0035019j -0.00170213-0.00197271j 0.00658698-0.00196975j -0.00547561+0.00638769j 0.00402236+9.90386e-06j -0.00909018+0.00539308j 0.00293549-0.00159435j 
0.00358752+0.0013432j 0.00687997+0.000519127j 0.000824408-0.00507096j 0.00545411+0.00458591j -0.00783724+0.00301175j 0.0032129+0.0039989j 0.0123414-0.00417879j 0.00110012-0.00128005j -0.00727825+0.00706391j 0.00190349+0.0129135j 0.00580804+0.00661752j -0.00145724+0.00515216j 0.00181181+0.00452802j 0.000766951-0.000492229j -0.00287097-0.00179697j 0.000712039+0.00799452j 0.00368088-0.0029217j 0.00295321-0.00126899j 0.00287909+0.00509212j 0.00572592-0.000344546j -0.00339282+0.00100622j 0.00187556-0.00401734j -0.00926015-0.00205945j -0.00192745-0.00772681j 0.00393513+0.00029284j 0.00717382-0.00395232j -0.00908578-0.000997449j 0.000668336-0.00433505j -0.00897483+0.00629207j -0.00451212+0.0004776j 0.00066182-0.00359876j -0.000948963+0.000135979j 0.00132337-0.00332022j 0.00241578+0.00198134j 0.00210217-6.50741e-05j 0.00271944-0.00288185j -0.00559008-0.0113838j 0.0060376+0.00219623j 0.00562947+0.000411709j 0.00494877-0.00298798j 0.00127863+0.00219699j 0.00735879-0.00655085j 0.00570356+0.00162494j 0.00496077+0.000347665j 0.015922-0.0061388j 0.00897269+0.00835058j 0.0153112-0.00522561j 0.00035433+0.00920507j 0.00711674-0.00057817j 0.00882953+0.00560977j -0.00772819+0.00293467j -0.0085805-0.00468833j 
0.000853441+0.00235584j -0.00498461+0.000938518j -0.00231123-0.0169879j -0.00860324+0.00192515j -0.00104993+0.00314928j 0.0059565+0.00382046j 0.00280893-0.000864373j -0.00203185-0.00767665j -0.00238299-0.00304523j 0.00644225+0.00983664j 0.00836696+0.0234014j 0.00643003+0.00636375j -0.00365963+0.00333756j 0.00106321-0.00884298j -0.00233713+0.000403744j -0.00367059+0.00288927j -0.00291176-0.00307636j -0.00865673+0.00136265j -0.000188395+0.00217858j 0.000233903-0.00184418j -0.00409758+0.00179721j -0.00786982-0.0130476j 0.00237045+0.00737573j -0.00082721-0.000966335j -0.00425644+0.00670373j -0.00355482+0.00422112j 0.00704496-0.00130153j 0.00379326-0.00401794j -0.00228823+0.00124343j -0.00482805-0.000111671j 0.00176489-0.00143028j -0.00215783-0.00479026j 0.0015122-0.00439175j 0.00201038+0.00531859j 0.00439744+0.00385734j -0.00513281-0.00450291j -0.00314321-0.0236412j -0.00103159+0.00621394j 0.00260632+0.00148167j -0.00468877-0.00325192j 0.00653396-0.00459046j -0.00102538+0.00465232j 0.000296078+0.00514721j 0.00731429+0.000536666j -0.00631602+0.000976388j -0.00518457-0.00425525j -0.00229493-0.0017952j -0.00207454+0.00302734j -0.000131596-0.00712461j -0.00215868-0.000474241j 0.000560704-0.000850913j 0.000530809+0.00598953j 
0.000874523-0.00186908j -0.000901747-0.00253664j 0.0136526+0.00600252j -0.000641608-0.00535252j -2.99608e-05-0.00779023j 0.00352863-0.00403692j -0.00425288-0.00331256j -0.00430526+0.00398827j -0.000890799+0.00196433j -0.00880976-0.00748703j 0.000653736-0.0147855j 0.0036662-0.00272615j 0.00699762-0.00793149j -0.000793316+0.00501574j 0.00123532+0.00435181j -0.00548964-0.00346202j 0.00662916+0.00283339j -0.0104411-0.00509466j 0.00711705-0.00390562j 0.00148062-0.0043807j -0.0113659-0.00780999j 0.00124765+0.005707j 0.00357815-0.00526424j -0.00510886+0.000242932j 0.00164465-0.00409526j 0.00332503+0.000152902j -0.000679666-0.000926702j -0.00221169+0.00699983j 0.00672728-0.00242289j -0.00267745-0.00125579j -0.00180428+0.003832j 0.000266767+0.00143584j -0.00390508+0.00514073j 0.0033117-0.00399148j 0.000248162-0.000580132j -0.00370812+0.00462519j -0.0109962+0.0101262j 0.00221275-0.00240483j 0.00893532+0.00018392j -0.0060072+0.00487799j 0.00706345-0.00119809j -0.000236737+0.000649525j 0.00830877+0.00330433j 0.011683+0.00274794j -0.000351469+0.00249937j -0.00530947-0.00135396j 0.000648577+0.00229463j 0.00320699-0.00146122j -0.00379338+0.00536345j 1.561e-05-0.000188493j 0.000532759-0.00135992j 0.00198601-0.000408041j 
0.0012666+0.00195837j -0.00186263+0.00562711j -0.00371055-0.00114093j -0.00263017+0.00689609j 0.0023081-0.000102064j -0.000235524+0.00859933j 0.00948127-0.00310121j -0.00405162+0.0056502j -0.00524951+0.000685794j 0.00102532+0.00210186j -0.0134917+0.00470281j -0.00341874+0.00453001j 0.00243628+0.00487042j -0.0041366+0.0010098j 0.00565106-0.00414342j 0.0106077+0.00792486j 0.0125003-0.00194965j -0.000286417+0.00225819j 0.00424708+0.000437531j -0.00234926+0.00236211j -0.00555926-0.00156537j -0.0162387+0.00442385j -0.00793905-0.00483716j -0.00640479-0.00182472j -0.0011843+0.0022818j 0.0126793+0.000625111j -0.0084005+0.00781321j -0.00732128-0.0061976j 0.00340522+0.000912689j 0.00409638-0.0066586j 0.00259646-0.00205519j -0.0101224+0.00275868j -0.00288755-0.00256476j 0.000576054+0.0016861j 0.00579201-0.0025693j -0.00104721-0.00329294j 0.00536519-0.00709263j -0.00178588-0.00212491j -0.00192116-0.00223756j 0.00024144-0.00837392j 0.00235502+0.00404192j -0.00621216-0.00567953j -0.00274393-0.00445165j -0.00309862-0.0037801j -0.0102736-0.0119145j -0.0128109-0.0023074j -0.0138359+0.0054311j -0.00152665-0.00915889j -0.00708843+0.00234825j -0.00275041-0.00432219j 0.00308358+0.0140447j -0.000581332-0.00498229j 
0.0029581-0.000164277j 0.00145961-0.00172836j 0.00444058+0.00601856j -0.00332642+0.000676514j -0.00171496-0.00295957j -0.00467989+0.000510026j 0.00489504-0.00140987j -0.00483227+0.00714493j -0.00756413+0.00818967j -0.00555411-0.00360041j -0.0111798-0.00496478j -0.00121485+4.12816e-05j 0.00312651-0.00219383j 0.00405827+0.00228178j 0.00747842-0.00153483j 0.00243268-0.00319538j 0.00311784-0.00111207j 0.00367125-0.00239589j 0.00168442-0.00270297j -0.00519331-8.5254e-05j 0.00097746-0.00278787j -0.00346621+0.00351739j -0.00425838-0.00390642j 0.00364388+0.00445815j -0.00286379-0.00235064j 0.0116006+0.00150791j -0.0118176-0.000441743j -0.0040184+0.00295139j 0.00536195-0.00382201j 0.00646978-0.000266624j 0.000485808+0.00126514j 0.00073873-0.000399029j -0.000482785-0.00126467j -0.00097969+0.000245249j -0.000301971-0.0015611j -0.00121093+0.0057158j -0.00108947+0.00721429j -0.000325301+0.00610323j 0.00213572+0.00140266j -0.0021122+0.001157j 0.00422034+0.00164895j 1.78097e-05-0.00615139j 0.00149705-0.00188731j 0.00486393-0.00262561j -0.00267604+0.00658133j -0.00383664+0.00309097j -0.00222498+0.00209446j -0.00630241+0.00317168j -0.00188764-0.000972618j 0.00337396+0.0043476j 0.00644095+0.000764296j -0.00692137+0.00264846j 
-0.00510422+0.00382392j 0.0025494+0.000194115j -0.00346722-0.00271394j 0.00640232+0.00320302j -0.00341401-0.00163214j -0.00515474-0.000514103j 0.00190121-0.00304052j 0.00278879+0.000930048j 0.00509987+0.0010452j -0.00486618+0.00337604j -0.00143531-0.00228669j -0.00110409+0.00237616j -0.0039829-0.000478987j -0.00769353+0.00278391j -0.0026795-0.00429248j 0.00710521+0.00198886j -0.000785238-0.00225678j 0.00403729+0.000477095j -0.00191955-0.000831213j -8.14416e-05+0.00508996j 0.00980084-0.00179122j -2.56216e-05-0.00195343j -0.00199861-0.00366792j -0.00055353+0.00126665j -0.00393263-0.00502203j 0.00578089+0.0014429j 0.00674436-0.00146979j -0.00370123+0.000645379j 0.00486319-0.00258506j -0.00528724-0.00192281j -0.00511223-0.00189087j 0.0124692+0.00370966j -0.00678354+0.000476166j 0.00325239+0.00167326j -0.00780855-0.00134869j -0.0016614-0.0016343j -0.00853398-0.00795774j 0.00437725+0.00114928j 0.00516838-0.00114379j -0.0127926-0.000221882j 0.00689302-0.00256283j 0.00447704+0.00274576j 0.00650875+0.00176786j 0.0225112+0.00121338j 0.00300725-0.000627396j -0.00936841-0.00577611j 0.00377876-0.0025281j 0.00227891+0.00392865j 0.00146276+0.00119049j -0.000135622-0.000114506j -0.00131562-0.00376128j 0.00193642+0.00282254j 
0.00221558+0.00510802j 0.00059576+0.00479738j 0.00653757+0.0018988j -0.00356383+0.00418077j 0.0053126-0.00247503j 0.00667762+0.00684307j -0.00121856-0.0109201j 0.00962235+0.00665488j 0.00564933+0.012564j -0.00395135-0.00486694j 0.000255682-0.00438857j 0.000532446-0.006342j 0.00123621-0.000926347j 0.00837152-0.00547299j 0.00335972+0.0039976j -0.000488675-0.00123648j -0.00404899+0.00645894j -0.00503801-0.00153961j -0.00151522+0.00251433j -0.00593318+0.00140697j 0.00692286+0.00090272j -0.0100183-0.00439805j 0.00489937+0.00357688j -0.0028083+0.000864342j -0.00218367+0.00475158j -0.00501687+0.00138175j -0.00402029-0.00690854j 0.00136905-0.000434471j -0.0134575-0.00748854j 0.000427374+0.00250093j 0.00125232-0.00775803j -0.00734537+0.00432613j -0.00682122+0.00393528j -0.000290673-0.00317946j -0.00349936-0.00771412j 0.00135236+0.00188927j -0.00407079-0.00412193j 0.00395436-0.00770973j 0.018141+0.00387324j 0.00590411+0.00444741j 0.0215873+0.0109804j -0.00349554+0.00359273j 0.00405676-0.00266049j 0.00547871-0.00658027j 0.00159878-0.00590974j 0.000541546+0.00548854j -0.00224735+0.00184352j 0.00365841-0.00543926j -0.00566161+0.00474199j -0.000401466-0.00183191j -0.00627051+0.00855022j 0.000444831-0.000422468j 
-0.00128551+0.00614533j 0.00328297+0.000605052j 0.0067161+0.00395319j 0.00046875+0.00185837j 0.00439967-0.0062529j 0.00134749+0.00455385j 0.000778875-0.00629312j 0.00222639+0.0050083j 0.00687322+0.0110508j -0.00380882-0.00106181j -0.0019775-0.00619299j 0.0057582-0.00234028j 0.00434611-0.00370824j -0.00710398-0.00447325j -0.00398852+0.00117672j 0.00206952-0.00231413j 0.0066413-0.0024132j -0.00911977-0.0060467j 0.00186749+4.33362e-05j 0.00444127+0.00132611j -0.0178537-0.000771119j 0.00152024-0.00096765j -0.00290263-0.00401837j 0.00314658+0.000101813j 0.0119471+0.00109437j -0.00638124+0.00470084j 0.00258513-0.00828472j 0.00492547+0.00206854j -0.00191059-0.00492528j -0.00373573-9.9742e-05j -0.00192178-0.00588351j -0.00295072+0.00284271j 0.0031655+0.00192919j 0.000647773-0.00448011j 0.00347749-0.0081751j -0.00152979+0.00382785j -0.00657904-0.00484017j 0.000805031-0.00555236j -0.00371987+0.00057724j -0.000809168+0.00189346j -0.0101294+0.0034049j 0.00287653+0.00318401j 0.00256398+0.000629877j 0.00192514-0.00959506j 0.00244696-0.000773813j 0.000791619+0.00226188j 0.00586026-0.00215473j 0.00294986+0.00409986j -0.00140471-0.00298605j 0.00215361+0.000851131j -0.00411978-0.00282209j 0.000250332+0.00450723j 
0.00394436-0.00757152j -0.00264854-0.00178156j 0.00171294-0.00529853j -0.00546858-0.00462228j 0.00022648-0.000183107j 0.00296681-0.00514789j 0.00689925+0.00545146j -0.0042256-0.00296692j -0.0116973-0.00600752j 0.00509971+9.76188e-06j -0.00302351+0.00457186j 0.0014108-0.00328954j 0.000734374-0.00102104j 0.00456645+0.00220762j -0.00108097+0.000941863j -0.0102166+0.00051582j 0.0025273+0.00166039j -0.0164836+0.00486761j 0.00292005-0.00416343j 0.00459506-0.00456783j -0.0118024-0.000502617j -0.00633328+0.00241237j -0.00297626+0.00267004j -0.00305084-0.0031845j 0.00401581+0.00157095j -0.00467472-0.00264j 0.00120837+0.00300631j -0.00593102+0.00157846j -0.000161825+0.0137233j -0.00201803-0.00387283j 0.00653713+0.00604622j -0.00599918-0.00278778j -0.00112123-0.00501022j -0.000648932+0.00304737j 0.00350307+0.00503231j -0.00624051-0.000687346j -0.00826684+0.00436246j 0.0020666-0.00125634j 0.0221549-0.00240304j -4.14467e-05-0.0027323j 0.029173-0.00553884j -0.00376676-0.0038388j 0.00833181+0.0017675j 0.0146778+0.0098396j -0.00253009+0.0021115j 0.00109488+0.00132864j 0.00639666+0.00247273j 0.00198248-0.000390062j -0.0036309-0.00472073j 0.00164516+8.43691e-05j 0.00273184+0.000570621j -0.00211256-0.00330923j 
-0.00360858+0.000512188j -0.00402844+0.000842927j 0.00167479-0.0022882j 0.00718251+0.00185696j -0.00103946+0.000351899j -0.000571526-1.62258e-05j -0.00647317-0.00171172j -0.00467914+2.52759e-05j 0.00492091-0.00572992j -0.00327806+0.000923367j 0.000580612+0.00108577j -0.00217501+0.000469522j -0.00116529-0.000865517j -0.0120181+0.00666646j -0.00309392-0.00263005j 0.00526314+0.000439397j 0.0132092-0.0052588j 0.00166879-0.00322555j 0.0056083-0.00499227j 0.00228829+0.00214483j -0.00673893-0.00302957j 0.00601024+0.00269236j -0.00625878+0.000734117j -0.00808223-0.00160927j -0.00620907-0.00404236j 0.0102756+0.00281483j 0.00685339+0.000217902j -0.00108333+0.00326086j 0.00348017-0.00907912j -0.00680798+0.000133464j -0.0090276-0.000475551j 0.0134064-0.000879629j -0.00445431+0.00553637j 0.00504499-0.0017289j -0.00372757+0.000340111j -0.00301859+4.61491e-05j -0.0191098-0.000845483j 0.0090998-0.00161627j 6.34738e-05-0.000953259j -0.0180315-0.00066289j -0.000402959+0.00391791j 0.00811138+0.00381748j 0.00846523+0.00194354j 0.0208034-0.004851j 0.00198315-0.000865185j -0.0154399-0.00528385j 0.00462492+0.00329002j 0.00286887-0.00304466j 0.000645964+0.00155308j -0.00221651-0.00137898j -0.000621408-0.0010527j 0.00395712+0.000835265j 
0.000313787-6.48638e-05j -0.000922603-0.000329506j 0.00123102+0.0020897j 0.00223838-0.00206198j 0.00297993-0.00229597j 0.000535976+0.00194733j -0.00293535-0.000291776j -0.00443522+0.000294287j 0.00108413-0.00143829j 0.00255924-0.00192396j 0.000512299+0.00163401j 0.00102866+0.00201215j 0.00316433-0.00078585j -0.00631016-0.00126919j -0.00345288+0.00225872j 0.000267635+0.000299613j 0.0103948-0.00585762j -0.00488169-0.00456253j 0.00345858-0.00102284j 0.00438985-0.00144693j -0.0192692+0.00361286j 0.00365958+0.0026736j -0.00292627-0.0014265j -0.000627285-0.00244888j 0.00843189-0.000656663j -0.0035707+0.0023578j 0.000141533-0.00106749j 0.00697076-0.00271857j 0.000689246-4.41424e-05j 0.000211052-0.000221021j 0.00214783+0.000710305j -0.00812393-0.00174565j 0.0082984+0.000428433j -0.00344355-0.000696625j 0.00890449-0.00154518j 0.00137338-0.000667486j 0.00781272-0.00113657j -0.00585855-0.00195774j -0.0260496+0.00141924j 0.0048199-0.00148525j -0.0366218+0.00234179j 0.0039655+0.00128579j -0.0124721+0.000926358j -0.0250164-0.00303287j 0.000345796-0.000639999j 0.00527492+9.1104e-06j -0.000205019+0.00159031j -0.000791924-0.00173675j 0.000218943-0.00201101j -0.000493949-0.000894826j -0.000583813-8.62827e-05j 0.00104574+0.000245158j 
-0.00120925+0.00307402j 0.00139829+0.00266754j 0.00362721+0.0015725j 0.00630539+0.00887696j 0.00223181-0.00112221j 0.00369601+0.00637938j -0.000354305-0.00731231j 0.00373742+0.00360767j 0.00352212+0.00485913j -0.000273243+0.00392347j -0.00392875+0.00394236j -0.00158422-0.000729263j -0.0019908+0.00341325j -0.00415001+0.0058385j 0.00520877+0.0034248j 0.00554447-0.000629633j 0.00652108-0.00360947j 0.000158673+0.00117218j -0.00150101-0.000936693j 0.00138886+0.00164583j -0.00284267+0.00162047j 0.00166165-0.00409535j -0.00290562+0.00323043j 0.00394716-0.00414555j -0.000977186-0.00769183j -0.00299688+0.00181662j -0.000691124-0.00254831j -0.00180391-0.000328836j -0.00646856-0.00767312j -0.000495413-0.00265819j -0.00301055+0.00192149j -0.000677278+0.00426071j -0.00257528-0.0110841j -0.00344511-0.00167047j 0.00135403+0.0267809j 0.00177539-0.0116627j 0.00437442+0.00715788j -0.00118908-0.0155217j -0.0025209+0.00769443j -0.0018695+0.0232136j -0.00307795-0.0119635j 0.00200604-0.00990364j 0.00360571-0.00563383j -0.00171366+0.0165107j 0.00401883+0.000421538j 0.00064895-0.00829313j 0.000578099+0.00821615j 0.000308237-2.63028e-05j -0.000971014+0.00213301j -0.00015589+0.000244285j -0.0026579+0.00191827j 1.50786e-06+0.00154005j 
0.00180951+0.000545281j -0.00247778+0.000276773j -0.00226741+0.00143547j 0.00389132+0.000201534j 0.00238434+0.00125174j -0.004064-0.00148321j -0.0100793+0.00680168j -0.00918515-0.000665924j 0.00116217-0.00064993j 0.00390668-0.00256295j 0.0141115-0.00273657j -0.00822018+0.00361857j -0.00671225+0.00126321j -0.00388879-0.00380749j -0.00193065-0.00367563j -0.00713238+0.0086709j 0.0149215-0.0016439j 0.00149094+0.000806951j 0.00852522-0.00595035j 0.000846817-0.00129222j -0.00187798-0.00260752j 0.00391201-0.000644649j -0.0051922+0.00732627j -0.0230949-0.00136266j -0.0133121+0.00727249j 0.00286617+0.00206793j -0.000304667+0.000743758j -0.00712032-0.00553706j -0.0072014-3.83902e-05j 0.00764688+0.00248511j -0.00365458-0.00129315j -0.00527542-3.84204e-06j 0.00160722-0.00257417j -0.0012712-0.0011095j -0.00217224+0.00149969j 0.00850939+0.00153682j 0.0195656+0.000464138j -0.0055568+0.00197143j 0.0106212-0.00113304j 0.0148236+0.000326661j 0.0204871+0.00198929j -0.0142384+0.00474795j -0.00115391-0.00234375j -0.00756193-0.000797943j -0.00386352+0.00362466j 0.00883909-0.000720372j -0.00435896+0.000680288j -0.00226847-0.0035138j -0.00439637-0.00166993j -0.00196808-0.00251368j 0.000239402-0.00030133j 0.00160209+0.00210272j 
