-0.00154814+0.0154068j 0.0177387+0.00103115j -0.0144171-0.00280716j 0.00149155+0.011485j 0.00365844+0.00422356j -0.00641228+0.000613441j 0.00650088-0.00373222j 0.00488917-0.00837991j 0.000542843-3.41023e-05j -0.00450835-0.00828014j 0.00366048+0.00312292j -0.00503973-0.00706264j 0.00229195+0.000682088j 0.00846199+0.00639213j 0.00371065+0.00348068j 0.00981377-0.003245j 0.00345073-0.00156533j -0.0025302+0.0011744j 0.00255227-0.00341364j -0.00287605-0.0099492j -0.00222791-0.00701367j 0.00719814-0.00237129j -0.00245915-0.00233315j -0.00240074+0.0125319j 0.000156543+0.0031104j 0.00349097+0.00592959j -0.00958797+0.00693807j -0.00674537+0.00884088j -0.00596323+0.00547056j 0.0110216+0.00969479j -0.00119861-0.00291249j 0.00139736+0.00231017j 0.00848101+0.00914199j -0.00151563-0.00227542j -0.00050995+0.00536785j -0.00932294-0.00298782j 0.000226699+0.00062336j 0.00467048+0.0030138j -0.0113451+0.000727769j 0.00191154+0.00234185j 0.00401971+0.00512092j -0.000900416-0.00109638j 0.0028272+0.00217387j 0.00392051+0.00160054j 0.00925601+0.000811844j -0.00471565-0.00287074j 0.00944737-0.0082111j 0.0107878-0.00109j -0.00529421-0.0180737j 0.0163436-0.00491099j 0.00839098+0.0136689j -0.0121017+0.00962449j 
0.0015333-0.000115767j 0.00521909+0.00233562j -0.000786689+0.00240345j -0.00137554-0.000679008j -0.00486041+0.00356744j 0.000541349-0.00272429j -0.00390053+0.000559362j 0.00595483-0.0068978j 0.00846852-0.00181427j 0.00064108+0.00179973j -0.000816988+0.00221424j 0.00455965+0.00125495j -0.00193104+0.00352075j -0.0028603+0.00170379j -0.00385791-0.00316056j 0.00116632-0.00205155j -0.00355591-0.00756042j -0.00199515+0.0025939j -0.00451192-0.00279348j -0.00578796+0.000764043j -0.00351995+5.48166e-05j -0.00282264-0.00252519j 0.0033313-0.00114828j 0.000420302-0.000464708j 0.000238563-0.00167262j -0.00456801-0.00462204j 0.00404508+0.00328049j 0.000390777+0.00319757j -0.00351964-0.00288805j 0.00380074-0.00638366j 0.00149231+0.00465635j -0.00357191-0.00707193j 0.000685991-0.00685869j -0.00108527+0.000690075j 0.00474838+0.0105888j 0.0111684+0.0314705j -0.00441826-0.0116959j -0.00359983-0.0109616j 0.0139975-0.0224883j -0.010588+0.00801978j -0.0101078+0.0146084j -0.00129485-0.00122872j -0.00601789+0.00295929j 0.000246618+0.00331628j -0.00557815+0.00233592j 0.00520111-0.00432864j -0.0019165+0.000849497j -0.000258086+0.00322332j 0.00181413+0.000288017j -0.000618627+0.000371663j -0.00144413+0.00891102j -0.00127043+0.000722928j 
0.00246156-0.00168556j 0.008353+0.0012588j -0.000613236+0.00433167j -0.00287151-0.00163116j -0.00636501+0.00153163j 0.000574506-0.00483511j -0.00547695+0.00299879j 0.00824898-0.00537784j 0.0120056-0.0060553j 0.000617563+0.00303706j -0.00123474+0.00266724j 0.0066154-4.93029e-05j -0.00165987-0.00340393j -0.00378948+0.000768952j -0.00627834-0.00528663j 0.00247591-0.00593051j -0.00424837-0.0067692j -0.00360719+0.000650717j -0.00698262-0.00123202j -0.00834606-0.000523869j -0.0042373-0.00420703j -0.00408438-0.000160803j 0.00494194-0.00120575j 0.000716816-0.00119001j -0.000113795+0.00083489j -0.00605917-0.00424179j 0.00528561+0.00478175j 0.00134842-0.000770733j -0.00485415-0.00992971j 0.00578739-0.000929337j -0.000987189-0.00758896j -0.00261293-0.00812461j 0.00113733-0.0115528j -0.00167663+0.00409376j 0.00391501-0.00925321j 0.019924-0.0152715j -0.00518097+0.00900783j -0.00610599+0.00706703j 0.0211091+0.0198148j -0.015813-0.00172333j -0.0118296-0.00995963j -0.00268248+0.00401889j -0.006572-0.00247808j 0.00530333-0.00849925j -0.00717385+0.000886985j 0.0066081-0.000489429j -0.00143454-0.00372392j -6.62338e-05+0.00100184j 0.00218706+0.000529441j -0.000508424-0.00106901j -0.00166294+0.0148115j -0.00211832+0.00216376j 
0.00748297-0.00208956j -0.0071334-0.00201146j 0.00440491-0.000276635j 0.000480748+0.00498297j -0.00475055+0.00117423j 0.00806886-0.00343289j -0.00584397+0.00269162j 0.0070108-0.000647511j -0.00465433+0.00563266j 0.000724205+0.00110734j -0.00904492+0.00239399j 0.0217238-0.00589691j -0.00725235+0.00347535j -0.00905923-0.000668606j -0.0197956+0.000313715j -0.0127077+0.00523828j -0.00692794-0.00306115j 0.0134867-0.00419423j -0.0015744-0.000408667j -0.0209889+0.00476081j -0.00776481-0.00158508j -0.00230006-0.000630406j -0.00467466-0.00110039j -0.0100854+0.000678985j -0.00260223-2.29876e-05j -0.013016+0.000395072j -0.0155052+0.00214587j -0.0108255+0.00081755j -0.00478187-0.00310137j -0.00210971-0.0059338j -0.0038085+0.00122999j -0.000518741-4.18245e-05j -0.00510575-0.00300175j 0.0041379+0.00150547j -0.00593571-0.00107697j -0.0208212+0.00043266j 0.0040096+0.00298906j 0.00746581+0.00373325j -0.0296653+2.19749e-05j 0.00551473-0.00219881j 0.0123879+0.00126361j -0.00498198-0.00546464j 0.00266859-0.000459084j 0.0025351-0.00179021j 0.00101775-0.000289715j -0.00836976-0.00361745j 0.00543804+0.0031847j 0.00227837-6.66073e-05j -0.00179689+0.000212333j 0.00278156-0.000623453j 0.00432143-0.00313416j 0.000440738+0.00439084j 
0.00306864-0.00357829j 0.0154559-0.00431052j 0.00377677-0.0105245j -0.0023382-0.00637714j 0.00289975-0.00122982j -0.00591134+0.00312491j -0.00111092-0.0012275j 0.0141892+0.00221547j 0.00956208-0.00462326j 0.000584507+0.000273738j -0.000684895-0.000438225j 0.0137924+0.00288868j -0.00876192-0.00176812j 0.000214475+0.00483978j -0.013456+0.00462472j 0.0222892-0.00257006j -0.00893033-0.00210865j -0.00936707-0.00270787j 0.00376263-0.00455424j -0.000589139+0.00793287j -0.00698095-0.00191514j -0.00305773-0.00204147j 0.0138458+0.00554058j 0.000579935-0.00296911j -0.0038711-0.00976702j 0.0037253-0.00246375j 0.010579-0.0019756j 0.00891563-0.000174237j -0.000213452-0.0035949j -0.0137152-0.00262852j 0.00271791+0.00330809j 0.0022914+0.00242716j -0.0053846+0.00458746j 0.00299061-0.000526541j -0.00518436-0.00175968j -0.0120099-0.00010958j 0.00710206+0.00230888j 0.0111792+0.00396302j -0.0113636-0.00176369j 0.0122067-0.00287931j 0.00721693-0.000700768j -0.00761253-0.00461436j 0.00453503-0.00261647j -0.00368528-0.00193682j 0.00452638-0.00157007j 0.0110462+0.00132758j -0.00744305+0.000730263j -0.000246987-0.0052139j -0.00838064+1.70943e-05j -0.00355522-3.12234e-05j 0.00320071+0.000597531j 0.000794868-0.00498112j 
0.00480851+0.00755885j -0.00217716+0.00028108j 0.00277608-0.00159096j -0.00454775+0.00519373j 0.00883295-0.00156395j 0.00669275+0.00623938j -0.0119979+0.00180839j 0.000838503-0.00583412j 0.0137389-0.00323544j 0.00607606-0.00333286j -0.00424545+0.000338005j 0.0101778-0.00638901j -0.00107566+0.00593575j -0.00490917-0.000329008j -0.00876435-0.00764124j -0.013014+0.00430422j -0.00420755+0.000727743j -0.00609888-0.00122435j -0.00363819+0.00561926j 0.0152261-0.0131016j 0.0101537+0.00342962j -0.00623861+0.00176496j -0.00235518+0.00154541j 0.00478399-0.00193338j 0.00304671+0.0101454j -0.00303392+0.00835699j 0.00661544+0.000346576j -0.000733645+0.00663893j -0.00544055+0.00305373j -0.0095184-0.00262503j 0.0016925+0.00384163j 0.00413741+0.00779212j -0.00467896+0.0103419j 0.00103597-0.00320357j -0.00343561+0.00526448j 0.00705369-0.0034283j -0.00279644+0.00345804j -0.00168121+0.000158932j 0.00666525-0.000537025j -0.00300267-0.00227595j -0.00858428+0.00410905j 0.00923154-0.0117777j -0.000897966-0.000276165j 0.00499474+0.00528081j -0.000618879-0.006193j 0.00335292+0.010206j -0.00101955+0.00561098j -0.003649-0.00714252j 0.00186771-0.00273703j -0.00328101-0.000687384j -0.0113545-0.008271j -0.0039145-0.00824636j 
0.0118391-0.00581788j -0.00522034+0.00313402j -0.00965804-0.00352709j 0.000389184-0.0079657j 0.000284304+0.00701655j 0.00392288+0.00239771j -0.00765456-0.0039666j -0.00127701+0.00439801j -0.00728078+0.00635194j -0.000970322-0.00519568j -0.0134591+0.00131768j 0.00218967+0.00530203j -0.00258485-0.00589206j -0.00382596-0.000666443j 0.00065681+0.00615478j -0.00262927-0.00678107j -0.000458498-0.0012969j 0.00370525+0.00319821j 0.0115781-0.00216282j 0.0134418+0.00406227j 0.00971361-0.00237184j -0.00560237-0.00363767j 0.00520212-0.00299666j -0.00143558+0.00326221j 0.00755789-0.00213053j 0.00272015+0.00508888j -0.0122944+0.000874551j 0.00691596-0.000903068j 0.00286031+0.00124784j -0.0159298+0.000632267j 0.00204619-0.00289019j 0.00187193-0.00557152j -0.00546866-0.0103749j 0.000248984+0.00346627j -0.00440994-0.00250476j -0.00373057+0.0019995j 0.00179769-0.00124687j -0.00121673+0.000618279j -0.000872111-0.000725317j 0.00870428-0.00182817j 0.00252864-0.00558648j 0.00245722-0.0011551j 0.00391423-0.000263947j -0.00424301+0.000473437j 0.00202992-0.000225834j 0.00683487-0.0100105j 0.00545431-0.00684648j -0.00201526+0.00968764j 0.0186779+0.000184618j -0.00107996+0.00196297j -0.00057295+0.00909013j 0.00674901+0.0106598j 
-0.00873923+0.00205431j 0.000549379-0.000643261j -0.013117+0.000190277j -0.0141817-0.00663297j 0.00792244+0.00476408j -0.0040562+0.00746945j -0.00824944-0.00566538j 0.0157037+0.0021113j 0.000103588+0.0061468j 0.00040557+0.00276384j -0.00348502+0.00505316j 0.0100359-0.000133439j -0.00760176+0.000493371j -0.00320981+0.00202813j 0.0125182+0.00252851j -0.00106783-0.00619568j 0.00249156-0.00203162j 0.00281208-0.00446649j -0.0042084+0.00178455j 0.0183393+0.00500016j -0.00359878+0.00465557j -0.00107871+0.00580274j 0.00521455-0.0107464j 0.000779612+0.000764924j -0.0071714-0.003144j -0.0139093-0.00942899j -0.0141167-0.0123146j -0.00753208-0.0109829j 0.00205466-0.00203003j -0.00277338+0.0139985j 0.00141655-0.00205019j 0.00112286-0.000311207j -0.000892147+0.00809992j 0.00144745-0.00215094j -0.0038693+0.00148354j 0.00141371-0.00159232j -0.000406745-0.00582349j 0.00121948-0.000550219j 0.00019823-0.00052475j -0.00441195-0.00605905j -0.000476626-0.00616245j -0.000731067+0.00843106j -0.000177028-0.00158413j 0.0017254+0.00877214j -0.00337913+0.00644081j -0.00831688-0.00484702j -0.000269542+0.00617297j -0.0034318+0.00311762j 0.00629566-0.00190395j 0.000622081+0.005702j -0.0025118-0.00223769j -0.00239358-0.00420706j 
-0.00293168-0.00804291j 0.00469799+0.000645088j -0.00578408-0.00321722j -0.0088768-0.00386097j 0.00907841+0.00774338j 0.00293076-0.00138329j -0.000286456-0.00209364j -0.000672203-0.00113435j 0.00428625+0.0104837j -0.00511235+0.00464801j -0.00620506-0.0001141j 0.00741294-0.00191505j 0.00745913+0.00127677j 0.00295812+0.000423083j -0.00804098-0.0163787j 0.00519898-0.00681502j 0.0062119-0.00680858j -0.00401771-0.00159864j -0.00109512+0.00624347j -0.00124308-0.0126983j 0.00683918-0.00064278j -0.0041716+0.00704491j 0.00242699-0.000159984j -0.00290926-0.00721191j -0.00693293+0.0154784j 0.00127586+0.00142059j 0.00932024+0.00472426j -0.00303637+0.00912048j 0.000446428-0.0016471j 0.00193304-0.000732451j 0.00238764-0.00383129j 0.0144663-0.00460132j -0.00615497-0.00029052j 0.00178411-0.000185563j -0.00222036+0.00459229j 0.0206291-0.000223165j 0.00259398-0.00453291j -0.00412726-0.00369856j -0.00782155+0.00555811j -0.00129139+0.00502105j 0.0104513+0.00135734j -0.00224464-0.00153811j 0.00734269+0.0092381j 0.00727948+0.00476861j -0.00328589-0.00125511j -0.00771484-0.00691866j 0.00525387+0.00413174j 0.00682825+0.00652257j -0.00228758-0.00519892j -0.00053916+0.000356474j 0.00888086-0.00107811j 0.00834988+0.00388344j 
0.0037563-0.00369993j -0.000513357+0.000239594j 0.00957591-0.000444715j 0.00616143-0.0111659j -0.00496404+0.00343513j -0.00771553+0.00718029j 0.00527866+0.00480502j 0.00743437-0.00470481j -0.0056167+0.00382962j 0.000422413-0.00253434j 0.00892818-0.000516936j 0.00558753+0.00210548j -0.00120818+0.000989733j 0.000152692+0.00147969j 0.00986441-0.00787061j 0.015573-0.000175368j 0.00492995+0.0004894j -0.00494209+0.00114203j -0.00523684+0.00739138j 0.0123418-0.000438197j -0.00324902+0.00807051j -0.000597313-0.0050588j 0.00344851-0.00512799j 0.000131932-0.00273255j -0.0188503+0.00132062j -0.0108369+0.0123578j -0.00585881+0.0109602j -0.00507482-0.00213855j 0.0100091-0.00435025j -0.00888929-0.0084724j -0.0102079+0.00623697j -0.00252075+0.00136498j 0.00755096-0.00789716j 0.00242928+0.00112291j -0.00129107-0.00252335j 0.00872941+0.00042337j -0.00267461+0.00133703j 0.0015882-0.000695593j -0.00465056+0.00376517j 0.00296491+0.00919673j 0.00969648-0.00404319j 0.0029121+0.00326538j -0.00450102-0.00433016j 0.00723979+0.0024964j 0.0176093+0.00819789j -0.00134796+0.00640937j -0.00484279+0.00306404j -0.0041153+0.00269695j 0.00459646+0.0111961j -0.00433678+0.00106168j 0.00121399-0.00780351j 0.00608512+0.00124175j 
0.00117892+0.00413125j 0.0001464-0.00117549j 0.000322633+0.00343615j -0.000259445+0.00676089j 0.00029831-0.007434j -0.000122017-0.0017404j -0.00353314-0.00237271j -0.00241682+0.00207916j 0.00274689-0.00650927j -0.000325091+0.000621457j -0.00173607+0.00729437j -0.00314573+0.00183231j 0.000661119-0.0074268j 0.00207293-0.00688273j -0.00335788+0.00575319j -0.00536806+0.00810319j -0.00593352+0.0107993j 0.000544261+0.00297855j 0.00237778-0.00562646j -0.00522299+0.00709606j 0.00344798-0.00273562j -0.00010584+0.00261731j -0.000454656+0.00468445j -0.00166619+0.0120803j 0.0075522-0.0038044j 0.00805807-0.00906639j 0.00174845-0.00510181j 0.00607153-0.00177983j 0.00149496+0.00240673j -0.0110591+0.00656196j -0.0254287+0.00487915j 0.00288439+0.0022782j 0.0110954-0.00214665j -0.00153411-0.000573245j -0.00446619+0.00180136j 0.0222442-0.00333132j -0.00591716-0.000159845j -0.00929033+0.000481565j -0.00208561+0.00386375j -0.00614785-0.000831617j 0.0187102+0.00913233j -0.00575639-0.00605533j -0.0012772-0.00319916j 0.0248791+0.0104438j 0.0119614-0.00116932j -0.00811302-0.00695289j -0.00145269-0.00403731j -0.000389191-0.00296451j 0.00209507-0.00155289j 0.00247912-0.00113232j -0.00211719+0.00408661j -0.00517282-0.00154968j 
-0.00437597-0.00130984j 0.00115066+0.000298158j -0.00699812+0.00227454j -0.00890218+0.000735255j 0.00878319+0.00121813j 0.00167247+0.00267649j -0.00489341+0.00230987j -0.00155369-0.00525958j 0.00651991+0.00645174j -0.00187287+0.0009807j -0.00490073-0.00190151j 0.000283093-0.00358819j 0.00121496-0.00130733j 0.00448041+0.00755995j -0.00986063-0.0116952j -0.00154476-0.00296531j -0.00532142-0.00500552j 0.00345501-0.000911929j 0.00551024+0.00719693j -0.00601669-0.00937453j 0.00441383+0.00496431j 0.002988+0.00171009j -0.00102872-0.00226574j -0.00530166-0.00414022j 0.00362333+0.00977309j 0.00739961+0.00095822j 0.00190691+0.00410957j 0.00196305+0.00686331j 0.00770804-0.0025071j -0.0139883+0.00727123j -0.00316211+0.000270391j -0.0254178+0.00427302j 0.0165936-0.00191434j -0.00209506-0.00633952j 0.0148841-0.00131865j -0.0102239-0.000139123j -0.00911916-0.000233668j -0.00134273-0.00453507j -0.00345202-0.00272772j 0.00212981+0.00225455j -0.00690957-0.00304823j -0.00862386+9.89623e-07j -0.0243185-0.00850251j -0.00907894-0.000843476j 0.0114884+0.00464445j -0.00326767-0.0020823j -0.0119965-0.00159141j -0.00190812+0.00166039j 0.00729689-0.0003769j -0.000308889+0.000159288j 0.00208044-0.000645787j 0.00197515+0.000521669j 
-0.00183139-0.00178856j -0.000780529+0.00137883j 0.000393665+0.000689856j -0.00582963-0.000688385j 0.0014333+0.00262191j 0.0028278+0.00211316j 0.00119935-0.000734444j 0.000612869-0.0049273j -0.000618193+0.00304052j -0.00137322+0.00148646j -0.00212632+0.000837776j -0.000699729-0.00118559j -0.00298135+0.00114619j 0.00283331+3.80175e-05j -0.00174614-0.00394066j 0.000881555+0.00195008j -0.0018949-0.00834761j -0.00210795+0.00326874j 0.00587331+0.00233546j -0.00530174-0.00443458j -0.000603018+0.00322333j 0.000535217+0.00143316j -0.000964089-0.000942881j -0.00553304-0.00127499j 0.00242698+0.00346646j 0.00339104+0.000580174j 0.00266771+0.000991783j -0.00500456+0.00144411j -0.00133357-0.00230008j -0.00054378+0.000197809j -0.023661-0.00103479j 0.00975559+0.00183935j 0.00356243-0.00323336j 0.00303982+6.69965e-05j -0.0249219+0.00271642j -0.0279543-0.00287063j 0.0180927-0.00218924j 0.0118776-0.00126151j 0.0292602+0.00596229j -0.00978417+0.00199107j -0.00489168+0.0017515j 0.00258149-0.000944131j -0.00136709+0.00111982j 0.00757725+0.00449125j 0.00597601+0.00175248j -0.00409085-0.00213246j -0.000194718+0.00137594j 0.000415928+0.00262563j 0.00237624-0.000251314j -0.000890886+0.000827116j 0.00219064-0.0016179j 0.00389065+0.000714935j 
0.00710746-0.00189256j -0.00171881+0.00038164j 0.00437162+0.000728018j 0.00403268+0.0113596j -0.00412772-0.0033908j -3.47444e-05-0.00733371j -0.00181849-0.00248827j 0.00984265-0.0066381j -0.0112224+0.00266711j -0.00019597+0.00302462j 0.00431014-0.00423836j 0.00438766-0.0030213j -0.00699088+0.00140456j -0.0142388+0.0023571j 0.0246822-0.00870152j -0.000520793+0.0055641j 0.00929151+0.00473796j 0.00245088+0.00587504j -0.0105878-0.00337595j 0.0171011-0.00624295j -0.00861016-0.00873635j -0.00222477+0.000569217j 0.00900776+0.0122628j 0.011485+0.00568575j -0.0113702+0.0011288j -0.00514605-0.00965961j 0.00356707+0.00237113j -0.00955005+0.00696721j -0.00519524+0.00354211j -0.00489529+1.66117e-05j -0.00202466-0.00154433j -0.00546335+0.00119755j 0.00175107-0.00213867j 0.0027514+0.00219532j -0.00168408+0.00226073j -0.00352813-0.00334751j 0.000245327+0.00407418j 0.0015017-3.04009e-05j 0.000889797+0.000429078j -0.00664897-0.00208654j -0.00267064+0.00870013j -0.00714199-0.012428j -0.010507-0.00340674j -0.00174108-0.000628732j 0.000852218-0.0116798j 0.000853032-0.0115891j -0.00235631-0.00896297j 0.00457589-0.00390535j -0.000556936-0.00730252j 0.00340832-0.00647928j 0.00350453+0.00860195j -0.0013068+0.00322291j 
0.00995284+0.00170582j 0.00682844+0.00556154j 0.0100195+0.00275693j 0.0061484+0.00789837j -0.00952751-0.00369426j 0.00739365-0.000120872j -0.00229876-0.00316417j -0.0023979-0.00486335j -0.00133391+9.47282e-05j -0.000615866-0.000517362j -0.00209679+0.00536312j -0.00165906-0.00091697j 0.0052881-0.00268078j 0.00459188-0.00635928j -0.00466018-0.00166284j 0.0103757-0.00192269j 0.00294516-0.000239955j -0.00663484+0.0025496j 0.00733675+0.00530924j -0.00201225-0.00155399j 0.00914113+0.000771304j 0.00113749+0.0010899j 0.00171234-0.00251344j -0.00284821+0.0041469j 0.00864287+0.00374445j -0.00796497-0.00544979j -0.00152498-0.0184214j 0.00564684+0.00174998j 0.000981969-0.00184142j -0.0133865+0.00765223j 0.00767987-0.00418213j 0.00863031-0.00234597j 0.00132102+0.000432793j -0.00108911+0.000742228j 0.00231836+0.00392332j -0.000719884+9.30193e-05j 0.00128972-0.000365077j 0.00247398-0.00205218j -0.000165853+0.000841219j -0.0013075-0.00501724j -0.00122587-0.000781049j -0.00334362-0.00294291j 0.00141618-0.000244282j -0.0104971+0.00194991j -0.00224805-0.00454709j -0.0104543-0.0143407j 0.00395236-0.00252928j 0.00528545+0.000647174j 0.0116215-0.00460294j -0.00206196+0.00458574j 0.00300228+0.00293428j 0.0108198-0.00370518j 
0.00390862-0.00366898j 0.00190411-0.00121652j 0.00913916-0.0177913j 0.0147117-0.00966507j -0.00714527+0.00742608j -0.00192797+0.000640248j 0.000449894-0.00660279j -0.00788165+0.00222757j -0.00524055+0.00612315j -6.85288e-05-0.00184637j -0.00233904-0.00504342j -0.00138356-0.00423573j -0.00198372+0.00289337j -0.00348757+0.0113692j -0.00199962-0.00590347j -0.00350939-0.0125321j 0.000631525-0.00734355j 0.00596888+2.30249e-07j 0.00306257+0.00086192j 0.000675967-0.00749011j -0.0027661+0.00290445j -0.00481933+0.0051351j 0.00109314-0.00648698j 0.00801196-0.00665716j 0.00443418-0.00124519j 0.000179352+0.000389543j -0.0108322-0.0111324j 0.0045179-0.000715881j 0.000613359+0.00568322j -0.00433336+0.0189042j -0.00443852-0.000478936j -0.00131576-0.00184051j -0.00171317+0.00926787j 0.00352249-0.00552173j -0.000561354+0.00265062j -0.00160891-0.00307522j 0.00396011-0.00379072j -0.00247372-0.00113244j 0.000538122-0.00166398j -0.00502095-0.00316388j 0.00683269-6.45705e-05j -0.00820877+0.00652308j -0.00274186+0.000475943j 0.00641681+0.00532897j -0.0133014+0.0033181j -0.00515714+0.000466952j -0.00681008-0.000213727j -0.0081342-0.00291987j -2.34035e-05-0.0064585j 0.00100208+0.00224898j -0.00465732+0.00454656j -0.0127708-0.00423874j 
-0.000252958-0.00325207j 0.0014133+0.00119602j 0.00969817-0.00946949j 0.00336328+0.000758205j 0.00541248+0.00670766j 0.00165627-0.00379658j 0.00266802+0.00291691j -0.000902997+0.0111548j -0.00405018-0.00139909j -0.00218256+0.00752936j 0.00554802+0.0125966j 0.00718666+0.0017148j -0.00191917-0.00358427j -0.00453421-0.0129567j 0.000979732+0.0169717j 0.00262351+0.000275509j -0.00107623+0.00404904j -0.00238646+0.00606225j 0.00605781+0.000529534j 0.00152906+0.0141513j 0.00708324-0.0185914j -0.000612525+0.00995871j -0.00725817+0.0152862j -0.00227396+0.0057843j -0.00387912+0.00416074j 0.00555383-0.0162708j 0.00113687+0.00310697j -0.00301484-4.89739e-05j 0.00536664-0.00251362j 0.00538753+0.00538103j -0.000528615-0.00310366j -0.00233087-0.00233703j -0.000354962+0.00599232j -0.00203506-0.000835239j 0.00429774-0.000345833j -0.00133186-0.00167701j -0.000710245-0.00241228j 0.000656732-0.0074441j -0.000127033+0.00778102j -0.00516385+0.0137905j -0.012858+0.0039354j 0.00160689-0.0014282j -0.00828193+0.00351873j -0.000615067+0.0070615j -0.00196771+0.00345583j -0.00575686+0.00880181j -0.00911299+0.00675358j -0.00379234+0.00881831j 0.00309406-0.00398074j -0.000714829+0.00258265j -0.000476314-0.00480301j -0.00221468-0.000695961j 
-0.00139543+0.000886527j 0.000784714+0.000464133j -0.000979776-0.00813906j -0.00290211-0.000465347j -0.0022664-0.00112769j -0.00324808-0.00935196j -0.000964469-0.00700412j 0.00540831+0.00756428j -0.000573475-0.00285567j 0.00797914+0.00787087j -0.00169831-0.00741068j -0.00326686-0.00796504j 0.00585649+0.0070576j -0.00785467+0.000900297j 0.00372428+0.00306774j 0.0030369+0.00244306j -0.00174661+0.00627853j -0.00610284+0.0138457j -0.000671932-0.0114754j -0.00924067+0.00073046j -0.00274847-0.0231761j -0.00346058+0.0035048j 0.00174466+0.00538072j -0.00926703+0.00351364j 0.00661835+0.00364755j -0.0207016+0.00967749j 0.000140385-0.0199486j -0.00660498+0.0100377j -0.00458011+0.00206582j -0.00904164-0.00446746j 0.000708979-0.000850805j -0.00168427+0.00422276j 0.00576629-0.00558807j -0.00024099+3.0028e-05j -0.000348383+0.00303455j -0.00157368+0.000669114j -0.00269845-0.00308417j -0.00889333+0.0025058j 0.00400791+0.00678887j 0.00454871+0.00227925j 0.00178699+0.00430844j 0.00222103-0.00260811j -0.0093714+0.00853548j -0.00334905-0.000383607j 0.00535959+0.00110861j -0.00099547+0.00278288j 0.0118349+0.00125719j 0.00619504-0.00591412j 0.0032798+0.0026178j 0.000117122+0.00284633j -0.00324804-0.00327981j 0.00426718-0.00356734j 
-0.00280468-0.00383082j 0.00191096-0.00326599j -0.00402543+0.0056213j -0.00210175-0.0166227j -0.00636788+0.000499708j -0.00711505+0.00781137j -0.0102526-0.0082025j 0.000173003-0.00717806j 0.00494999-0.00469129j 0.00141794+0.000487108j -0.00401686+0.0106814j 0.00340997+0.00700693j -0.00344616-0.00479554j 0.000668562-0.0172937j -0.0017478-0.00464271j 0.00164413+0.0187827j 0.00349549+0.0114143j -0.00169755+0.00730183j 0.000334825-0.000650018j -0.00353744-0.00254532j 0.00326253+0.00851808j 4.29933e-05+0.00889724j 0.00282311-0.00472919j -0.00353833+0.0180618j -0.00408791+0.00927416j 0.00134447+0.00627785j -0.00789332-0.00666406j 0.000180215-0.00654248j -0.00421763+0.010873j -8.98259e-05+0.00979462j 0.00434606-0.00444982j 0.00439947+0.00207348j -0.00406745-0.000665728j 0.000375468+0.00325809j 0.00411842+0.00651893j -0.00242695-0.000408988j -0.00196704+0.00963366j 0.00753729-0.0103972j -0.00380641+0.00653898j -0.00766985+0.0153849j -0.0118216-0.000151573j -0.00309428-0.00987308j 0.000699724+0.00235987j -0.00656403+0.00937815j 5.3415e-06-0.0108405j -0.00547277-0.0105586j 0.00410235-0.0104531j -0.0109913-0.00312703j -0.00483097+0.00263718j -0.00145623-0.0010316j 0.00101417+0.00287108j -0.00347932-0.00212536j 
0.003757-0.0016157j 0.000249742-0.00184889j -0.0015502+0.00286544j 0.00641611-0.000756788j -0.00507756-0.00248315j 4.56383e-06-0.00216032j 0.000601908-0.00937642j -0.00119974+0.00717913j 0.00106002-0.000762758j -0.00449248+0.00525382j -0.00325572+0.00276032j -0.00140668+0.0111002j 0.00144136+0.00205898j 0.0100946-0.00114015j 0.00178635+0.0162792j -0.00675311-0.00274282j -0.00768752-0.0102882j -0.0131952-0.0203111j 1.73643e-05+0.00720291j -8.54373e-05-0.0025961j 0.00784684-0.0080041j -0.00881022-0.00237137j -0.00673722-0.0101547j -0.000243901-0.0173778j -0.00569834-0.00620084j 0.00502003-0.00662628j 0.00677593-0.0035386j 0.000495635-0.00720767j -0.00174566+0.000282185j -0.00242047-0.000889949j 0.000744212-0.00417375j -0.00206718+0.00689729j 0.000344305-0.00202504j 0.000762272+0.00151063j -0.00267522+0.0072779j -0.00344069-0.000946962j -0.000758596-0.00488286j 0.00363273+0.00385552j -0.00864928-0.00755912j -0.00244861-0.00560296j -0.00226827-0.0187877j 0.00544403-0.00284704j -0.0108409-0.0013724j -0.00020376+0.0056575j 0.00632825+0.00218164j 0.00528619-0.015085j -0.00225603+0.0053077j 0.00104306-0.00552123j -0.00167897-0.00194025j 0.000287011-0.0021404j 0.00327036+0.00260798j 0.000193168+0.00159255j 
