-0.0594428-0j -0.0735567-0j -0.0429081-0j -0.00742568-0j -0.00866329-0j -0.00530516-0j -0.00758038-0j -0.00312675-0j 0.446445-0j -0.000677443-0j 0.504314-0j -0.000765253-0j 0.41177-0j 0.416038-0j -0.000624826-0j 0.360299-0j -0.000631302-0j -0.000546723-0j 0.297232-0j -0.000451024-0j 0.0949669-0j -0.000144104-0j -0.0034961-0j 0.0587874-0j -5.15024e-05-0j -0.00386948-0j 0.0650657-0j -0.00305909-0j -5.70028e-05-0j -0.00203939-0j -0.00309079-0j 0.051439-0j -0.00356894-0j 0.0342926-0j 0.051972-0j -4.50646e-05-0j -0.00126181-0j -0.00208188-0j -3.00431e-05-0j -4.55316e-05-0j 0.0600121-0j -0.00220817-0j 0.0212175-0j -0.0012881-0j 0.0350071-0j -5.25754e-05-0j -1.85882e-05-0j 0.0371306-0j -0.000336032-0j -3.0669e-05-0j -3.25294e-05-0j 0.0216595-0j -1.89755e-05-0j 0.00565042-0j -4.95022e-06-0j -0.00280136-0j -0.000466893-0j 0.0546783-0j 0.0055514-0j -0.00305717-0j -3.43899e-06-0j -0.000509528-0j -0.00236807-0j 0.0596713-0j -0.00239261-0j 0.00605833-0j -0.00216174-0j -3.75303e-06-0j -0.000394679-0j -0.00267502-0j 0.0462212-0j -0.000398769-0j -0.00178335-0j -0.000360291-0j -0.00156043-0j 0.0467002-0j 0.00469276-0j -0.00154442-0j 0.042194-0j 0.0047414-0j -2.90708e-06-0j -0.000445837-0j 0.00428389-0j -0.00220678-0j -2.93721e-06-0j -0.000297225-0j 0.0522124-0j -0.00110339-0j -0.000260072-0j -0.000910251-0j -2.65379e-06-0j 0.0348083-0j -0.000257404-0j 0.00530104-0j -0.00111482-0j 0.0304572-0j 0.0301448-0j -0.000367797-0j 0.00353403-0j 0.00309227-0j -0.000503731-0j -3.2839e-06-0j 0.00306056-0j 0.043073-0j -0.000183898-0j -2.18927e-06-0j -0.000151708-0j -1.91561e-06-0j -0.000111062-0j 0.0215365-0j 0.00437314-0j 0.0177667-0j -1.89596e-06-0j -0.000185804-0j 0.00218657-0j 0.0217597-0j 0.00180383-0j -8.39552e-05-0j -2.70908e-06-0j -1.35454e-06-0j 0.00220923-0j 0.00983208-0j -1.85104e-05-0j -1.11744e-06-0j 0.000998235-0j 0.00216777-0j -1.36858e-06-0j 0.00022009-0j -6.18389e-07-0j -1.36342e-07-0j 
0.000624826-0j -0.00074353-0j 0.000451024-0j -0.00741986-0j -0.00865651-0j 0.0154964-0j 0.00728394-0j -0.0031243-0j -0.00469276-0j 0.0314933-0j -0.00530104-0j 0.0355754-0j 0.00416228-0j -0.00437314-0j -0.0279332-0j 0.0110712-0j 0.0293482-0j -0.0742994-0j 0.00300449-0j -0.0201632-0j -0.000998235-0j 0.00669919-0j 3.67489e-05-0j 0.0587414-0j 0.00733774-0j 4.06736e-05-0j 0.0650148-0j -3.09221e-05-0j 0.00812139-0j 2.14369e-05-0j 3.24885e-05-0j -0.0494274-0j -3.60757e-05-0j 0.0342658-0j 0.0519313-0j -0.00617428-0j -6.47909e-05-0j 2.18835e-05-0j 0.00428035-0j 0.00648706-0j -0.0576653-0j -6.78524e-05-0j -0.103565-0j -1.30204e-05-0j 0.0349797-0j -0.00720332-0j -0.0129369-0j -0.108459-0j 3.53217e-06-0j 0.00436952-0j -0.0135482-0j -0.0208125-0j -0.00259982-0j 0.005646-0j 0.000705275-0j 2.94462e-05-0j -0.000466527-0j -0.000574745-0j -0.258076-0j 3.21351e-05-0j 0.000986839-0j -0.000509129-0j -2.39371e-05-0j -0.000627229-0j 2.51497e-05-0j -0.281643-0j 2.2723e-05-0j 0.00107695-0j 0.000379244-0j -2.70398e-05-0j 0.000467216-0j -0.000398456-0j 1.87455e-05-0j -0.000360009-0j 1.64023e-05-0j -0.000490884-0j 0.209792-0j -4.74569e-05-0j -0.000443518-0j -0.22042-0j -0.000802211-0j 0.000428402-0j -0.199151-0j -2.23067e-05-0j 0.00084285-0j -0.000296992-0j 0.000527776-0j -5.66564e-05-0j -0.000259868-0j 9.568e-06-0j 0.000761522-0j -0.000365884-0j 0.000751879-0j 0.236986-0j -3.42562e-05-0j -0.000320148-0j 0.000926288-0j 0.000353414-0j -0.164292-0j -0.143755-0j -5.09185e-06-0j -0.000906194-0j 0.415928-0j 0.000435393-0j 0.000897629-0j 0.000628223-0j -0.00015159-0j 0.000549695-0j 1.16742e-06-0j 0.00110585-0j 0.195503-0j -0.000186753-0j -0.00159044-0j 0.000542735-0j 0.496555-0j 0.00066863-0j -0.0838572-0j 8.06721e-05-0j -0.000747572-0j -0.00189874-0j 0.300233-0j 9.93852e-05-0j -1.84959e-05-0j 0.000320656-0j 0.0446266-0j -2.27863e-05-0j -0.00114804-0j -0.0102317-0j -0.000170645-0j 3.91241e-05-0j 
-0.000631302-0j 0.000750272-0j -0.000402652-0j 0.00749676-0j -0.0084-0j 0.00535594-0j -0.00764694-0j 0.0147986-0j 0.0047414-0j -0.0318196-0j -0.00514396-0j 0.0345213-0j 0.00437314-0j -0.00441499-0j -0.0293482-0j -0.00367502-0j 0.0296292-0j 0.0246632-0j 0.00278924-0j -0.0187187-0j 0.0105034-0j -0.0704887-0j -3.71297e-05-0j -0.0593501-0j -0.00741378-0j 3.94684e-05-0j 0.0630882-0j -3.24885e-05-0j 0.00788073-0j -2.1659e-05-0j 3.27995e-05-0j -0.0519313-0j 3.64029e-05-0j -0.0346209-0j 0.0524284-0j -0.00648706-0j -1.34008e-05-0j -1.95365e-05-0j -0.0043247-0j 0.00654915-0j 0.0581882-0j 2.34331e-05-0j -0.0214206-0j -6.41322e-05-0j -0.0312282-0j 0.00726865-0j -0.00267577-0j 0.0374567-0j -6.44581e-05-0j -0.0039009-0j 0.00467894-0j -0.102512-0j -0.0128054-0j -0.103033-0j -0.0128705-0j -2.97513e-05-0j 0.000471362-0j 0.000580701-0j 0.26075-0j 3.11829e-05-0j -0.000997066-0j -0.000494042-0j -2.51497e-05-0j -0.000608643-0j 2.53904e-05-0j -0.273297-0j -2.29584e-05-0j 0.00104504-0j 0.000398456-0j 2.7285e-05-0j 0.000490884-0j -0.00040227-0j 1.819e-05-0j 0.000363739-0j -1.46432e-05-0j -0.000495583-0j 0.22042-0j -1.64023e-05-0j 0.000448114-0j -0.22253-0j -0.00084285-0j -0.000432287-0j 0.201215-0j 2.34184e-05-0j 0.000850917-0j -0.000288191-0j -0.000532562-0j 1.12545e-05-0j 0.000231998-0j -4.53198e-05-0j -0.000769413-0j -0.000355042-0j 0.000259868-0j -0.239135-0j -1.04616e-05-0j 0.000285813-0j 0.000320148-0j -0.000371026-0j -0.159423-0j 0.128338-0j -5.57131e-05-0j 0.000914412-0j 0.143755-0j -0.000457091-0j -0.000178309-0j 0.000609608-0j 0.00071802-0j -0.000490742-0j -3.25912e-05-0j -0.000219671-0j -0.205246-0j 0.000884575-0j -0.000549695-0j 0.000165747-0j -0.0986381-0j 0.000204195-0j 0.397198-0j 0.000882684-0j 0.000784827-0j 0.000377176-0j 0.0916889-0j 0.00108743-0j 0.000516356-0j -0.00151882-0j 0.488288-0j 0.000636132-0j -0.000350603-0j 0.28564-0j -0.00186713-0j -0.00109224-0j 
-3.68183e-05-0j 4.38129e-05-0j -2.65768e-05-0j 0.000879039-0j 0.00102555-0j -0.00183587-0j -0.000862936-0j 0.000370139-0j -2.90708e-06-0j -0.0114549-0j -3.2839e-06-0j -0.0129397-0j 2.57846e-06-0j -2.70908e-06-0j 0.01016-0j 6.85843e-06-0j -0.0106747-0j 0.0270246-0j 1.86123e-06-0j 0.00733389-0j -6.18389e-07-0j -0.00243667-0j -2.16545e-06-0j 7.31612e-05-0j 0.0821984-0j -2.39671e-06-0j 8.09746e-05-0j 1.8221e-06-0j 0.0909769-0j -1.26318e-06-0j -1.9144e-06-0j -6.15609e-05-0j 2.12578e-06-0j 4.26774e-05-0j 6.46795e-05-0j -0.0691651-0j 3.81784e-06-0j -1.2895e-06-0j 0.047949-0j 0.0726689-0j -7.1821e-05-0j 3.99824e-06-0j -0.000128988-0j 7.67236e-07-0j 4.35665e-05-0j -0.0806926-0j -0.144921-0j -0.000135083-0j -2.08135e-07-0j 0.048948-0j -0.151769-0j -2.59216e-05-0j -0.0291235-0j 7.03198e-06-0j 0.00790059-0j -1.73513e-06-0j 5.527e-05-0j -1.77091e-07-0j -0.000986839-0j -1.89358e-06-0j -0.249754-0j 6.0317e-05-0j 1.41051e-06-0j -1.93263e-07-0j -1.48196e-06-0j -0.00107695-0j -1.33896e-06-0j -0.27256-0j -4.49295e-05-0j 1.59334e-06-0j 1.43959e-07-0j 4.72055e-05-0j -1.10459e-06-0j 4.26506e-05-0j -9.66514e-07-0j -1.51252e-07-0j 0.000802211-0j 2.79643e-06-0j -1.36657e-07-0j -0.00084285-0j 0.203027-0j -5.07532e-05-0j -0.000761522-0j 1.31443e-06-0j -0.213312-0j 3.51849e-05-0j 1.62619e-07-0j 3.33851e-06-0j 3.07868e-05-0j -5.638e-07-0j -0.192729-0j -1.12737e-07-0j -8.90758e-05-0j 0.000906194-0j 2.01857e-06-0j -9.86445e-08-0j 2.85409e-07-0j -4.18693e-05-0j -0.000628223-0j -0.000549695-0j 3.0004e-07-0j 0.229344-0j 0.00159044-0j 1.34154e-07-0j -0.000106343-0j -0.158994-0j 1.7959e-05-0j -0.139119-0j -6.87909e-08-0j 3.40735e-07-0j 0.000747572-0j -5.75426e-08-0j 0.402516-0j -6.42983e-05-0j 0.00189874-0j 2.06019e-07-0j -0.000320656-0j -9.5573e-06-0j 0.189199-0j 0.480543-0j 0.00114804-0j 3.06227e-08-0j 2.19123e-06-0j -0.081153-0j 0.000170645-0j -7.02094e-09-0j 0.290551-0j -3.91241e-05-0j 0.0431875-0j -0.00990171-0j 
3.71998e-05-0j -4.42102e-05-0j 2.37265e-05-0j -0.000888148-0j 0.000995156-0j -0.000634524-0j 0.000905941-0j -0.0017532-0j 2.93721e-06-0j 0.0115736-0j -3.18659e-06-0j -0.0125563-0j 2.70908e-06-0j -2.73501e-06-0j 0.0106747-0j -2.27661e-06-0j -0.0107769-0j -0.00897063-0j 1.72789e-06-0j 0.00680847-0j 6.50667e-06-0j 0.0256386-0j 2.18789e-06-0j -7.39194e-05-0j -0.0830502-0j -2.32569e-06-0j 7.85752e-05-0j 1.9144e-06-0j 0.0882811-0j 1.27627e-06-0j -1.93273e-06-0j -6.46795e-05-0j -2.14506e-06-0j -4.31196e-05-0j 6.52985e-05-0j -0.0726689-0j 7.89652e-07-0j 1.1512e-06-0j -0.0484459-0j 0.0733644-0j 7.24723e-05-0j -1.38081e-06-0j -2.66789e-05-0j 3.77903e-06-0j -3.88941e-05-0j 0.0814244-0j -0.0299744-0j 4.66515e-05-0j 3.79823e-06-0j -0.0436984-0j 0.0524141-0j -0.000127677-0j -0.143448-0j -0.000128326-0j -0.144177-0j 1.75311e-06-0j -5.58427e-05-0j 1.78926e-07-0j 0.000997066-0j -1.83747e-06-0j 0.252342-0j 5.85297e-05-0j 1.48196e-06-0j -1.87536e-07-0j -1.49614e-06-0j -0.00104504-0j 1.35284e-06-0j -0.264484-0j -4.72055e-05-0j -1.60778e-06-0j 1.51252e-07-0j 4.76574e-05-0j -1.07186e-06-0j -4.30926e-05-0j 8.62858e-07-0j -1.527e-07-0j 0.00084285-0j 9.66514e-07-0j 1.38073e-07-0j -0.000850917-0j 0.213312-0j 5.12135e-05-0j 0.000769413-0j -1.37994e-06-0j -0.215354-0j 3.41423e-05-0j -1.64094e-07-0j -6.63177e-07-0j -2.7485e-05-0j 2.6705e-06-0j 0.194727-0j -1.09396e-07-0j -3.07868e-05-0j -0.000914412-0j 6.16455e-07-0j 8.80651e-08-0j 9.86445e-08-0j 4.39559e-05-0j -0.000609608-0j 0.000490742-0j 3.28292e-06-0j -0.231423-0j 0.000549695-0j -1.4084e-07-0j 2.11245e-05-0j -0.154282-0j -8.50645e-05-0j 0.124199-0j 1.92046e-06-0j -6.76853e-08-0j -0.000784827-0j 2.72556e-07-0j 0.139119-0j -1.96362e-05-0j -0.000377176-0j 6.29167e-08-0j 0.00151882-0j -0.000104572-0j -0.198628-0j -0.0954573-0j 0.000350603-0j 3.35062e-07-0j -6.11732e-05-0j 0.384389-0j 0.00186713-0j 1.96006e-07-0j 0.0887321-0j 0.00109224-0j 0.472542-0j 0.276429-0j 
-0.0425593-0j 0.0270863-0j 0.0158004-0j 0.00273441-0j -0.00620267-0j 0.00195356-0j 0.00279138-0j 0.00115139-0j 0.00172831-0j 0.00024946-0j 0.00195233-0j 0.000281795-0j -0.00309939-0j -0.00313151-0j -0.000447358-0j 0.00139481-0j -0.000451994-0j 0.000201324-0j 0.00115066-0j 0.000166084-0j 0.000367642-0j 5.30646e-05-0j 0.0012874-0j 0.000227582-0j 1.89651e-05-0j 0.00142489-0j 0.000251887-0j 0.00112647-0j 2.09906e-05-0j -0.00367128-0j 0.00113815-0j 0.000199134-0j -0.00255526-0j -0.000648996-0j 0.000201198-0j 1.65945e-05-0j 0.000464646-0j -0.00149057-0j -5.4083e-05-0j 1.67665e-05-0j -0.00045171-0j 0.00081313-0j 8.21386e-05-0j 0.000474326-0j -0.000263498-0j -3.76425e-05-0j 6.84488e-06-0j 0.000143742-0j 0.00012374-0j -2.19581e-05-0j 1.19785e-05-0j 8.38498e-05-0j 6.98748e-06-0j 2.18743e-05-0j 1.82286e-06-0j 0.00103157-0j 0.000171928-0j 0.000105284-0j 2.14909e-05-0j 0.00112576-0j 1.26637e-06-0j 0.000187627-0j 0.000872013-0j 0.000114898-0j 0.00088105-0j 2.34534e-05-0j -0.00154775-0j 1.38201e-06-0j 0.000145336-0j 0.000985044-0j 8.89995e-05-0j 0.000146842-0j -0.00321035-0j -0.000257958-0j 0.000574609-0j 8.99218e-05-0j 1.81669e-05-0j -0.00110576-0j -0.000157966-0j 1.83552e-05-0j 1.0705e-06-0j 0.000164174-0j -3.22447e-05-0j -0.00157999-0j 1.08159e-06-0j -0.000535058-0j 0.000100536-0j 0.00040631-0j 9.57681e-05-0j -0.000651714-0j -1.90004e-06-0j -0.000327655-0j -0.000184294-0j 2.05217e-05-0j 0.00041052-0j 5.86458e-05-0j -0.000112857-0j -0.000263332-0j -6.68823e-05-0j 1.1971e-05-0j 0.000185493-0j 1.20926e-06-0j -2.30368e-05-0j -0.000161257-0j 6.77183e-05-0j -3.94108e-06-0j -0.000108619-0j 7.05399e-07-0j 4.08973e-05-0j 4.14688e-05-0j -3.29165e-05-0j -6.65153e-05-0j -1.35745e-06-0j 6.84201e-05-0j 8.46479e-06-0j 4.18986e-05-0j -1.35774e-05-0j 3.09155e-05-0j -1.93962e-06-0j 4.98792e-07-0j 8.55251e-06-0j 1.89318e-05-0j 6.81622e-06-0j -8.00054e-07-0j 3.86443e-06-0j 4.17407e-06-0j 5.03961e-07-0j 8.52028e-07-0j 2.27714e-07-0j 5.02062e-08-0j 
-0.0270863-0j 0.000637954-0j 0.037943-0j -0.00338366-0j -7.81329e-05-0j 0.00706679-0j -0.00319019-0j 0.0041615-0j -0.00213867-0j -0.000308691-0j -4.78164e-05-0j -6.9017e-06-0j 0.00189691-0j 0.00191411-0j 0.000273796-0j 9.98647e-05-0j 0.000276278-0j 1.44142e-05-0j -0.00265722-0j -0.000383537-0j 0.00177472-0j 0.000256158-0j -0.00159307-0j -0.000281618-0j -2.34682e-05-0j -3.48982e-05-0j -6.16919e-06-0j 0.00134048-0j -5.141e-07-0j -0.000929292-0j 0.00135263-0j 0.000236965-0j 3.09532e-05-0j -0.000164277-0j 0.000239114-0j 1.97471e-05-0j 0.00280869-0j 0.00184098-0j -1.36898e-05-0j 1.99262e-05-0j 5.47181e-06-0j -0.00282498-0j 0.000496512-0j -0.00164863-0j 0.000325442-0j 4.55984e-07-0j 4.1376e-05-0j -0.00049939-0j 0.000747416-0j 2.71201e-05-0j -4.16158e-05-0j -0.000291439-0j -2.42866e-05-0j 0.000132126-0j 1.10105e-05-0j -0.0012765-0j -0.000212749-0j -0.000130282-0j -2.65937e-05-0j -2.75721e-05-0j -1.56705e-06-0j -4.59536e-06-0j 0.00103768-0j -2.81407e-06-0j 0.00104709-0j -5.7442e-07-0j -0.000985044-0j -3.3848e-08-0j 0.000172946-0j 2.32003e-05-0j 0.000105907-0j 0.000174514-0j -1.60838e-05-0j -0.000164174-0j 0.00137986-0j 0.000106868-0j 2.16183e-05-0j 0.00205727-0j -0.000100536-0j 2.18143e-05-0j 1.27387e-06-0j 3.86672e-06-0j -2.05217e-05-0j -0.000928721-0j 1.28542e-06-0j -2.68063e-06-0j 2.36788e-06-0j 4.86116e-05-0j 0.000229977-0j 0.00121149-0j -1.20926e-06-0j -1.64154e-06-0j 0.000342878-0j 4.83341e-07-0j -0.00288185-0j 0.000140832-0j 0.000209969-0j -0.000154787-0j -3.35078e-07-0j 2.87472e-05-0j -0.000861085-0j 2.84811e-08-0j 4.28597e-05-0j -9.47872e-05-0j 8.10193e-06-0j -1.97447e-08-0j 0.000201914-0j 1.69394e-06-0j 0.000296636-0j 4.9614e-06-0j -1.93483e-05-0j 0.000123647-0j 2.52553e-06-0j -0.000480308-0j 1.01274e-06-0j -0.000294128-0j 2.52393e-05-0j -0.000143514-0j -1.14011e-06-0j 5.96764e-08-0j -6.00385e-05-0j -8.78841e-05-0j 4.94393e-05-0j 1.48724e-06-0j -1.79393e-05-0j 3.02752e-05-0j -3.53781e-06-0j 6.17991e-06-0j -1.05708e-06-0j 3.64155e-07-0j 
0.0158004-0j -0.037943-0j 0.0435901-0j 0.0019738-0j -0.00446881-0j 0.00141015-0j 0.00178038-0j 0.00101695-0j 0.00124756-0j 0.00018007-0j -0.00273486-0j -0.000394743-0j 0.00115066-0j 0.00102726-0j 0.000166084-0j -0.00195388-0j 0.000148272-0j -0.000282018-0j 0.00317445-0j 0.000458193-0j -0.00333371-0j -0.00048118-0j 0.000929292-0j 0.000164277-0j 1.36898e-05-0j -0.001996-0j -0.000352847-0j 0.00081313-0j -2.94039e-05-0j 0.000542087-0j 0.000725924-0j 0.000143742-0j -0.00184098-0j 9.58283e-05-0j 0.000128326-0j 1.19785e-05-0j 0.000335399-0j 0.00211497-0j 7.98569e-06-0j 1.06939e-05-0j -0.000325442-0j 0.000518625-0j 5.92908e-05-0j 0.000418942-0j 0.000373878-0j -2.71201e-05-0j 4.9409e-06-0j 9.16808e-05-0j -0.00385737-0j 3.11565e-05-0j 7.64007e-06-0j 7.40592e-05-0j 6.1716e-06-0j -0.000681892-0j -5.68244e-05-0j 0.000744623-0j 0.000124104-0j 7.59978e-05-0j 1.5513e-05-0j -0.00157699-0j 9.14111e-07-0j -0.000262831-0j 0.000629452-0j -0.000160951-0j 0.000561945-0j -3.28539e-05-0j 0.000574609-0j -1.93594e-06-0j 0.000104909-0j -0.00137986-0j 6.42432e-05-0j 9.36575e-05-0j -0.00091991-0j 9.57681e-05-0j 0.00158523-0j 5.73533e-05-0j 1.31136e-05-0j 0.00041052-0j 5.86458e-05-0j 1.17072e-05-0j 7.72726e-07-0j -0.000229977-0j 1.1971e-05-0j 0.000518299-0j 6.89853e-07-0j -0.000153318-0j -0.000140832-0j -0.000569165-0j 0.000264205-0j 0.000296051-0j 7.05399e-07-0j -9.38879e-05-0j 6.84201e-05-0j -2.87472e-05-0j 0.00113255-0j 0.000161792-0j 4.18986e-05-0j 8.63832e-05-0j -1.91648e-05-0j 3.30257e-05-0j -0.00168201-0j -1.69394e-06-0j 8.55251e-06-0j 5.28987e-05-0j -9.48608e-05-0j -1.1293e-06-0j 4.93418e-05-0j 1.94606e-06-0j -0.00284286-0j -5.80902e-05-0j 1.07979e-05-0j 3.02155e-05-0j 5.03961e-07-0j 0.000188758-0j -1.18576e-05-0j 0.00011559-0j 6.16772e-06-0j -0.000280336-0j 6.36273e-07-0j -6.98716e-07-0j 2.35947e-05-0j -0.00017167-0j -0.000473809-0j 3.63436e-07-0j -3.5042e-05-0j -0.000290148-0j 1.39033e-06-0j -5.92262e-05-0j -2.06487e-06-0j -3.48993e-06-0j 
0.00686798-0j -0.00437104-0j -0.00254977-0j 0.0207527-0j -0.0470749-0j 0.0148265-0j 0.0211851-0j 0.0087384-0j -0.000278905-0j 0.00382679-0j -0.000315056-0j 0.00432282-0j 0.000500162-0j 0.000505345-0j -0.00686261-0j -0.000225087-0j -0.00693372-0j 0.00308837-0j -0.000185687-0j 0.00254778-0j -5.9328e-05-0j 0.000814027-0j -0.000207753-0j 0.00172722-0j 0.000437927-0j -0.00022994-0j 0.00191168-0j -0.000181784-0j 0.000484696-0j 0.00059245-0j -0.000183667-0j 0.00151132-0j 0.000412353-0j -0.00492553-0j 0.00152698-0j 0.000383186-0j -7.49819e-05-0j 0.000240539-0j -0.00124884-0j 0.000387157-0j -0.00342824-0j -0.000131218-0j 0.000623387-0j -7.6544e-05-0j -0.0019998-0j -0.000869208-0j 0.000158056-0j 0.00109093-0j -1.99684e-05-0j -0.000507038-0j 0.000276598-0j 0.000636375-0j 0.000161349-0j 0.000166014-0j 4.20918e-05-0j 0.0318758-0j 0.00130484-0j -1.69901e-05-0j 0.000329677-0j 0.0347866-0j 3.90572e-05-0j 0.00142399-0j 0.0269456-0j -1.85416e-05-0j 0.0272248-0j 0.000359782-0j -0.0478261-0j 4.26238e-05-0j 0.00110302-0j 0.0304383-0j -1.43622e-05-0j 0.00111445-0j -0.0992013-0j -0.00195776-0j 0.0177557-0j -1.45111e-05-0j 0.000278686-0j -0.0341686-0j 2.54917e-05-0j 0.000281574-0j 3.30162e-05-0j 0.00124599-0j -0.000494644-0j -0.0488225-0j 3.33584e-05-0j -0.0040608-0j -1.62239e-05-0j 0.0125552-0j 0.000726829-0j -0.0201383-0j -5.8601e-05-0j 5.28751e-05-0j -0.00139869-0j 0.00031481-0j 0.0126853-0j -9.46392e-06-0j 1.82122e-05-0j -0.00199855-0j -0.00102599-0j 0.000183639-0j 0.00573181-0j 3.72958e-05-0j -0.000353391-0j 2.60228e-05-0j 0.000513945-0j -0.000121551-0j -0.000824359-0j 2.17559e-05-0j 0.00126375-0j -6.692e-06-0j -0.000504949-0j 1.07339e-05-0j -4.18666e-05-0j 0.000519271-0j 0.000129852-0j -6.76135e-06-0j -0.000208281-0j 0.000234632-0j -5.98218e-05-0j 1.53837e-05-0j 0.000131198-0j -3.0551e-06-0j 5.17314e-05-0j -2.46752e-05-0j 5.92816e-05-0j -6.73587e-07-0j 1.55432e-05-0j 1.30704e-05-0j 7.02315e-06-0j 1.54846e-06-0j 
0.00560769-0j -0.00356894-0j -0.00208188-0j -0.000360291-0j 0.000817274-0j -0.000257404-0j -0.000367797-0j -0.000151708-0j 0.0216613-0j -3.28692e-05-0j 0.0244691-0j -3.71297e-05-0j -0.0388454-0j -0.039248-0j 5.89446e-05-0j 0.0174816-0j 5.95555e-05-0j -2.65268e-05-0j 0.0144215-0j -2.18835e-05-0j 0.00460775-0j -6.99187e-06-0j 0.0243031-0j 0.00285234-0j -2.49888e-06-0j 0.0268986-0j 0.00315696-0j 0.0212652-0j -2.76575e-06-0j -0.0693053-0j 0.0214856-0j 0.0024958-0j -0.0482374-0j -0.00813403-0j 0.00252166-0j -2.18652e-06-0j 0.00877145-0j -0.0281385-0j 7.12606e-06-0j -2.20918e-06-0j -0.0056614-0j 0.01535-0j 0.00102946-0j 0.00895419-0j -0.00330248-0j 4.95984e-06-0j -9.01892e-07-0j 0.00180156-0j 0.00233592-0j 2.89324e-06-0j -1.57831e-06-0j 0.00105091-0j -9.20682e-07-0j 0.000274156-0j -2.40182e-07-0j -0.000135921-0j 0.0032456-0j 0.00265297-0j 0.000269351-0j -0.000148332-0j -1.66858e-07-0j 0.00354197-0j -0.000114898-0j 0.00289523-0j -0.000116089-0j 0.000293948-0j 0.000203934-0j -1.82095e-07-0j 0.0027436-0j -0.000129791-0j 0.00224263-0j 0.00277203-0j 0.000423001-0j -0.00486965-0j -7.57114e-05-0j 0.00226587-0j 0.000227691-0j 0.000145697-0j -0.00398048-0j 0.00023005-0j -1.4105e-07-0j 0.00309923-0j -0.000404132-0j 0.000208182-0j -1.42512e-07-0j -0.0101007-0j 0.00253332-0j -5.3536e-05-0j 0.00180788-0j 8.58708e-05-0j 2.50352e-07-0j -0.00825634-0j -0.00347905-0j 0.000257204-0j -5.40908e-05-0j 0.00147777-0j -0.00284379-0j -0.00497111-0j -0.000838253-0j 0.000150036-0j -2.44408e-05-0j -1.59333e-07-0j -0.000288726-0j -0.00406341-0j 0.00127837-0j 5.19282e-07-0j -0.00205048-0j -9.29445e-08-0j -5.3887e-06-0j 0.00104494-0j -0.000412551-0j -0.00167607-0j 1.7886e-07-0j 0.00129161-0j 0.000106091-0j 0.00105577-0j -0.000170169-0j 0.000583613-0j 2.55568e-07-0j -6.57217e-08-0j 0.000107191-0j 0.000477048-0j 0.000128675-0j 1.05416e-07-0j 4.84339e-05-0j 0.000105179-0j -6.64027e-08-0j 1.06787e-05-0j -3.00039e-08-0j -6.61525e-09-0j 
0.00437104-0j -0.000102949-0j -0.00612302-0j -0.0256802-0j -0.000592987-0j 0.0536331-0j -0.0242118-0j 0.0315836-0j 0.000345127-0j -0.00473541-0j 7.71634e-06-0j -0.000105874-0j -0.000306113-0j -0.000308889-0j 0.00420011-0j -1.61156e-05-0j 0.00423819-0j 0.000221118-0j 0.000428807-0j -0.00588357-0j -0.000286393-0j 0.00392954-0j 0.000257081-0j -0.00213733-0j -0.000541906-0j 5.63168e-06-0j -4.68209e-05-0j -0.000216318-0j -1.18711e-05-0j 0.000149964-0j -0.00021828-0j 0.00179844-0j -4.99506e-06-0j -0.00124677-0j 0.00181475-0j 0.000455982-0j -0.000453251-0j -0.000297086-0j -0.000316112-0j 0.000460117-0j 4.15281e-05-0j 0.000455879-0j 0.00376826-0j 0.000266046-0j 0.00246993-0j 1.05292e-05-0j 0.000955418-0j -0.0037901-0j -0.000120614-0j 0.000626235-0j -0.000960956-0j -0.00221186-0j -0.000560804-0j 0.00100276-0j 0.000254244-0j -0.0394443-0j -0.00161465-0j 2.10242e-05-0j -0.000407955-0j -0.000851992-0j -4.83308e-05-0j -3.48763e-05-0j 0.0320647-0j 4.54119e-07-0j 0.0323555-0j -8.81177e-06-0j -0.0304383-0j -1.04394e-06-0j 0.00131257-0j 0.000716901-0j -1.70907e-05-0j 0.00132447-0j -0.000496995-0j -0.00124599-0j 0.0426384-0j -1.72457e-05-0j 0.00033163-0j 0.0635705-0j 1.62239e-05-0j 0.000334638-0j 3.92886e-05-0j 2.93464e-05-0j -0.00031481-0j -0.0286979-0j 3.96449e-05-0j -2.03445e-05-0j -3.82114e-07-0j 0.00150212-0j 0.0017454-0j 0.0374355-0j -3.72958e-05-0j 2.64903e-07-0j 0.00260226-0j 7.41459e-06-0j -0.0890505-0j -2.27266e-05-0j -3.38836e-05-0j -0.00117475-0j -5.1402e-06-0j 0.00044099-0j -0.0266079-0j 8.78414e-07-0j 0.000657481-0j 1.52962e-05-0j 6.14893e-05-0j -6.08964e-07-0j 0.00153242-0j 5.22446e-05-0j 0.00916618-0j -8.00642e-07-0j -0.000296809-0j -1.99534e-05-0j 7.78924e-05-0j -0.00364528-0j 1.55358e-05-0j 4.74646e-05-0j 0.000387178-0j -0.0010892-0j -3.51633e-05-0j 1.84054e-06-0j -0.000921009-0j 1.41822e-05-0j 0.000375217-0j 4.58694e-05-0j -0.000275194-0j -4.88565e-06-0j -0.000109113-0j 9.48016e-05-0j -3.26025e-05-0j 1.12312e-05-0j 
