0.00174945+0.00960303j 0.0408034+0.0593645j 0.0135621-0.060535j 0.000857568-0.0172202j -0.00712754+0.0184892j 0.00220966-0.0336792j -0.00772208-0.0112216j 0.0531234-0.0379651j 0.000982138-0.00443186j -0.00877557+0.00529817j 0.0118189-0.0115851j -0.0261841-0.00792213j 0.0290913-0.00708813j -0.00287461+0.0013376j -0.00669563-0.0029867j 0.00614408-9.07506e-05j 0.00368468-0.00891912j -0.0295414-0.0117154j 0.00832659-0.0100416j -0.00315164-0.00544388j -0.0136882+0.00496933j 0.00553367-0.00366823j -0.0179699-0.0173322j 0.00961724-0.0016554j 0.0045605+0.00178604j 0.0103546-0.0104465j -0.033066-0.0121132j -0.00237257-0.00665286j -0.00940534+0.00766099j -0.00512541+0.0141926j 0.00541543-0.0133227j 0.0191914+0.00793034j -0.0395303-0.0201364j -0.0168148-0.00694685j 0.0392445+0.00948798j -0.00443915-0.00517351j -0.00470252+0.00110708j 0.0238917-0.0113973j 0.0165408+0.0134251j 0.00465472-0.00339181j -0.0161969-0.0734973j 0.0663345+0.0396529j -0.0546581+0.0883125j 0.0649809+0.0133165j -0.00295963+0.0589371j -0.0152932-0.0210335j 0.0728919+0.00362305j -0.00502679-0.00917805j 0.00628036+0.0550198j -0.0812899+0.00776265j -0.0173195-0.0178173j -0.119077-0.0738226j 
0.0272829+0.0410761j 0.00613301-0.0114163j -0.00671233+0.0259207j -0.0630369-0.0266564j -0.0168419+0.0284621j -0.0312748-0.0471934j -0.0202591-0.00500913j 0.00946977+0.0589327j 0.0443755+0.0630898j 0.11195+0.0314843j 0.0374961+0.0138467j -0.125037+0.07498j -0.0559124-0.0448926j 0.0365625-0.0436793j -0.0588157-0.0990216j -0.101019-0.0510595j -0.0474488-0.0636783j 0.100655-0.00303605j -0.0327234+0.11414j -0.020874-0.102452j 0.200177+0.000925622j -0.00382805+0.0465687j -0.087611-0.0531614j 0.0503955-0.16307j -0.00108688-0.0910832j -0.0568987+0.0373309j 0.0341168+0.112646j 0.074496-0.0683638j 0.00412391-0.0233252j -0.172477+0.0721493j 0.0363544+0.00849426j 0.00534901-0.0576726j 0.0802085-0.0356552j 0.0646829+0.0154047j 0.0975005+0.0665906j -0.0338024-0.188622j -0.0408689-0.00933841j 0.00950678+0.0368942j 0.00355054-0.0385073j 0.0408207-0.00875492j 0.0598838+0.0205159j 0.0146777+0.0255995j -0.0731902-0.0230366j 0.0269806+0.046617j -0.0217071-0.000587243j 0.0253858+0.00510875j 0.0331259+0.0203704j -0.00890872-0.00963601j -0.0346472+0.0551666j 0.0100026+0.0680584j 0.0225812+0.0229314j -0.000429665-0.00171847j 
0.0313756-0.0123194j 0.0148441+0.0305413j -0.0258792+0.0369435j -0.0243656+0.0106498j -0.0285502-0.00131788j 0.00166184-0.0497446j -0.0339002+0.050395j 0.0322272+0.0169988j 0.0807401+0.0489532j -0.115065-0.118615j 0.0955539-0.0631758j 0.0933776+0.0533449j 0.0339176-0.042278j -0.0692525-0.0129231j -0.0263182-0.00933262j -0.0221555-0.0100864j 0.0513254-0.111094j -0.0442678-0.0504765j -0.0309642-0.0560531j 0.0249651+0.00983755j -0.045-0.113167j 0.0723329-0.0295062j -0.00780186-0.144776j -0.141468+0.063958j -0.190846+0.0899337j -0.0294219+0.0159249j -0.0207905-0.0551376j 0.101417-0.0848788j 0.0818692-0.0409725j 0.0940331+0.0371521j -0.0948902-0.0427864j 0.108467+0.00808116j -0.00501984-0.0128532j 0.135272+0.0596684j -0.0233816-0.00460769j -0.158031+0.0376804j 0.0464327+0.00223188j -0.0443381+0.00498731j -0.0160466-0.0415396j 0.00719138-0.030467j 0.00898259+0.0198951j -0.0914305-0.000948149j 0.0119582+0.0113074j -0.0801895+0.075829j -0.0402434+0.057307j 0.0331578-0.0102171j 0.00352655+0.0401303j 0.00229494+0.0357012j -0.0280846+0.00168477j 0.0207368+0.0292201j -0.0250707-0.0172927j -0.0239228+0.0286559j 
-0.0147505+0.042118j -0.0253925-0.004318j 0.0655979-0.0167268j 0.0544984+0.0646358j -0.0508328-0.000454706j -0.0225721-0.010085j 0.0688427+0.0884757j -0.0146064+0.0117662j -0.0215764+0.0674966j 0.166418+0.0749171j 0.0124813+0.00614256j -0.0961625+0.0412406j 0.140616-0.0535031j -0.00397566+0.110821j -0.0734089-0.100164j 0.0597999+0.0454039j -0.0848004+0.0588521j -0.127501+0.00574354j 0.000597991-0.054615j -0.0690815+0.0352994j -0.0153742-0.061321j 0.0866333-0.0984817j 0.0673595+0.0618566j -0.0577883+0.00145226j 0.0588716+0.133356j 0.0942121+0.0855751j 0.0539424-0.0102963j 0.0359074-0.0167217j -0.00991084+0.0225526j -0.0407195+0.0996854j -0.093401-0.118287j -0.114084+0.0156912j -0.0017885-0.0601858j 0.0086414+0.0397652j 0.0125162+0.0382015j 0.00261979+0.0299568j 0.00577511-0.0543644j 0.0202684-0.0298864j 0.0349645-0.0593897j -0.0158285+0.0072829j 0.0141323+0.024977j 0.0402331-0.0111843j 0.0486661-0.0614875j 0.0626211-0.0179565j -0.0143325-0.0624567j -0.048373-0.0165062j 0.0452239-0.0398603j -0.0250769-0.00596169j 0.0147046-0.0149286j 0.0450682-0.0186881j 0.0315628-0.00563817j -0.00823033+0.00550274j 
0.0475179-0.0164517j 0.0363789-0.00669164j -0.00515908-0.0162036j -0.063001+0.000471757j -0.0348324-0.0303698j -0.0456459+0.0389712j -0.00077969+0.00541227j -0.0133758-0.0415565j -0.0164997-0.105909j 0.00443655+0.083363j -0.000833527-0.0244348j 0.0443245-0.028957j -0.0828731+0.114026j -0.121602-0.155694j -0.0976457+0.0377621j -0.0205144-0.00312248j 0.130475+0.0962163j 0.0437128-0.0385989j -0.00413557-0.105954j 0.152321-0.108467j -0.0144221-0.00967027j -0.101388-0.140199j 0.0193358+0.0663665j -0.0564114-0.108218j -0.0304714-0.0250488j 0.12429-0.0810517j 0.0180682-0.0875532j -0.000607559-0.00895052j 0.0719366-0.0952914j 0.00621066-0.0334346j -0.0356007+0.0707134j 0.0784386+0.0810161j 0.0798727+0.0233746j 0.12218+0.00992332j -0.00480393-0.0460024j -0.0789123-0.0420494j -0.0144729+0.00783763j 0.0423558-0.0305172j 0.0887235+0.011397j 0.0532558-0.0272193j 0.00313628-0.0270207j 0.0303807+0.0281137j 0.0132769+0.0474624j 0.0392061-0.00312851j 0.036833+0.0586739j -0.0385692-0.00569119j -0.0310891-0.0517005j -0.0381343+0.0288769j -0.0315488+0.0542487j -0.0482234+0.0185423j -0.00838699+0.00403626j -0.024241+0.0226514j 
-0.0164079-0.0334644j 0.0251818-0.00308724j 0.0307196+0.0354684j -0.0399838-0.00463918j -0.00197946+0.0731776j -0.0463581-0.0179054j -0.0115586+0.0455976j 0.0763895-0.0238766j -0.0612235-0.0483969j -0.0413037-0.0249112j 0.114521-0.028222j 0.133911+0.0509917j 0.00450991+0.0325662j 0.0660947-0.0150334j -0.056745+0.181528j -0.00356512-0.0911198j 0.0850911+0.0764128j 0.0059303-0.062017j -0.0188454-0.0468837j 0.140978-0.00481505j -0.0340557+0.0763942j -0.075088-0.0320532j -0.0614069-0.0608162j 0.0180061+0.194532j -0.0513669+0.0482357j -0.00793163-0.14257j 0.0306044+0.133524j -0.0490107+0.0097614j 0.0327174+0.0985722j -0.104456-0.0100708j -0.0708402+0.0308057j 0.0195696-0.105787j 0.0420533+0.0930109j -0.00194101+0.00913432j -0.005169-0.0361632j -0.0430932+0.0865603j -0.0498692+0.0169871j 0.0601657-0.0426909j 0.0323142-0.035494j 0.0202512+0.0470501j -0.0277957+0.00218905j 0.118849+0.0068613j 0.0302996-0.0872991j -0.0263379+0.0447871j -0.0280411+0.0173853j -0.0540022-0.000242964j -0.0109117-0.0129502j -0.00898235-0.0387458j -0.0191435+0.0288461j 0.0158733+0.00142232j -0.019908+0.0185013j 0.0131809-0.0128097j 
-0.0173156+0.0150829j 0.0351989-0.0116058j 0.0384468-0.0356496j -0.00644128+0.0196997j -0.00992949+0.0278415j 0.0355888-0.0401027j 0.0129436+0.028755j 0.0760844+0.0368422j -0.0396714+0.0638326j -0.0495062+0.106802j 0.00280277+0.0663819j 0.0434064+0.0657575j -0.0115018+0.00954692j 0.00984052-0.0968762j 0.00843013-0.0491973j 0.0350855-0.0917908j 0.0293609+0.254258j -0.0656296+0.0412021j 0.0530487-0.0907589j 0.126975+0.00923742j 0.0102445-0.00797732j -0.122799-0.0601771j -0.00529255+0.00585126j -0.00588455-0.175845j 0.0269301-0.0938831j 0.0587635-0.0244614j -0.0266786-0.052032j -0.178966+0.0908962j 0.025272-0.0895809j -0.0106653-0.0873419j 0.0398993-0.0541506j -0.0573714-0.00431712j 0.0774894+0.0576138j 0.0273626+0.0189588j -0.0676941+0.00648192j -0.00885623+0.0511235j 0.0221546-0.0364955j 0.0576786+0.0059686j -0.0569436+0.030489j -0.00408303+0.117944j 0.010953+0.00786601j -0.00986792-0.0287364j -0.00862615-0.0391273j -0.0371342-0.00374537j -0.0487796-0.0618918j -0.0203192-0.0121704j -0.0171384+0.0185185j -0.0223874-0.0136467j 0.00555731+0.0240455j 0.0182998-0.020831j 0.00525511+0.024994j -0.0166567-0.00619074j 
0.0362662+0.0469562j 0.035093+0.00948389j 0.0190668-0.0210294j 0.00046966+0.045766j -0.0154213+0.0797532j 0.0640375+0.0317334j 0.00067459+0.000278448j 0.0298539-0.00490483j -0.00332029-0.0517911j -0.00319689+0.144978j -0.0182799+0.00598794j -0.033637-0.109033j -0.0256689+0.0307895j 0.0175713+0.187291j 0.0190366+0.0427052j -0.0353594+0.0126594j 0.0337965-0.18602j 0.0580263+0.0233773j 0.123425-0.00778096j 0.0373628-0.00729138j 0.153591+0.0427225j 0.0533832+0.0493684j 0.0859055+0.198079j -0.0482469+0.0481618j 0.0879823+0.135349j 0.0167659-0.0583468j 0.12232-0.197028j -0.0213104-0.0694931j 0.0419029+0.0130092j 0.037137-0.0591833j 0.0507473+0.0209996j 0.0394342-0.0941899j 0.0482389+0.0124822j 0.000800957-0.0136688j 0.0235274+0.0134231j -0.00215561-0.0127921j 0.0406872-0.0446936j 0.0213899+0.0792221j -0.0244141+0.0271614j 0.0023484+0.053047j 0.0293765-0.0085313j 0.0226615+0.0174262j 0.0185572-0.0264195j -0.00312237+0.0543988j -0.0105485-0.0303152j -0.0142247-0.0115457j -0.06438-0.00195873j -0.000475746+0.00102267j 0.0298402+0.0389666j 0.0010817+0.00970264j 0.0256211+0.0207897j -0.0338325+0.0145543j 
-0.0523199-0.0357896j -0.0165596-0.0462759j -0.0431432-0.00665651j 0.0400513-0.0268079j 0.00724805-0.110416j 0.0240266+0.098716j -0.0426313-0.0815805j -0.0437643-0.0467935j 0.0389065-0.066958j -0.0336327-0.0189734j -0.0965807-0.0308459j -0.00746515-0.139138j -0.132046+0.0851443j -0.00919176+0.0158462j 0.0829535-0.0159142j -0.000519476-0.0391016j 0.156523-0.0260575j -0.0249374+0.0992414j 0.0365931-0.0601497j 0.039887+0.0425452j -0.0501441-0.0935621j 0.0380212-0.00624111j 0.0385883+0.0710601j -0.123238+0.05699j -0.108138-0.126191j -0.0723532+0.0488176j -0.121441-0.0904311j 0.0897144+0.163442j -0.0590391+0.00822587j 0.1547-0.0795198j -0.0116993+0.0106561j -0.00231425+0.0515855j -0.0391242-0.0305788j -0.0122317-0.0362764j -0.0285178-0.0250284j -0.0389263-0.0190661j -0.0103699-0.00931109j 0.0646639-0.00480014j -0.00242568+0.0647899j -0.0782617-0.024513j -0.00343148-0.0514754j -0.00727083-0.00504768j -0.0579508+0.0648593j -0.00386101-0.0844161j 0.0308997+0.0326164j 0.0239587-0.016813j 0.00156176+0.0421775j 0.0286192+0.0101195j 0.0348518-0.019381j -0.0344516-0.0607882j 0.0181736+0.00104873j 0.0487185-0.0337226j 
-0.00592434+0.0359392j -0.0227301+0.00812722j 0.0634235-0.0289989j 0.0900927+0.120228j 0.00150091+0.101032j 0.0121458+0.0169081j 0.0609707+0.0448995j 0.0117898-0.0487311j -0.0540926-0.0325461j -0.0346963-2.08866e-05j -0.00786564-0.107625j 0.0741203+0.062395j 0.0600994-0.0900856j 0.0453548+0.0336181j -0.0412009+0.0189488j -0.0330448+0.0778301j 0.0513351-0.0581488j 0.0350334-0.0708315j 0.0857645-0.0828262j 0.0160463-0.0750948j -0.0203862-0.0266477j -0.0131747+0.0220014j -0.000622496-0.0548141j -0.11422-0.00612743j -0.13202-0.111862j 0.00632023-0.0512678j 0.00511516-0.0232194j -0.0266136+0.0199498j -0.00522309+0.0419473j 0.0281706-0.0307819j -0.119994-0.129175j 0.0697321+0.036516j -0.0229047+0.0216796j -0.000208047+0.0264505j -0.0187286+0.0124701j -0.0104848-0.0199794j 0.0720133-0.01511j 0.020596-0.000552362j 0.0205907-0.0138977j -0.00152573+0.101875j 0.0208282+0.0326989j 0.0668787+0.0119893j 0.0403398-0.0727803j -0.0155557+0.0427679j -0.00543328-0.0546124j -0.0331489+0.00274498j -0.0425325-0.0443227j 0.022022-0.0676329j 0.0639832-0.0160724j 0.0469428+0.0199529j 0.0392371+0.0483405j 0.0180436-0.00968216j 
-0.0423716-0.0119076j -0.031905-0.0605757j 0.0765692+0.0937239j -0.0741562+0.0306674j -0.0442783-0.0304331j 0.041625+0.00279395j -0.0131206-0.0762427j 0.0622725-0.00884893j -0.114645-0.047361j -0.0610273+0.0361133j -0.199346+0.0291974j -0.0183909-0.00469369j -0.0634941+0.0380547j 0.118406+0.00180149j -0.0400901+0.0987339j -4.48008e-05-0.00839915j 0.0179667-0.0928677j -0.0143583+0.115021j 0.0839637+0.0367006j 0.0205182-0.0225544j 0.0201589+0.00213668j -0.135423-0.0531853j 0.0441301+0.123761j -0.015988+0.0864534j -0.0578578-0.150814j -0.0330661+0.0042614j 0.027294+0.048027j 0.0517024-0.134917j -0.089931-0.0703276j 0.0184168-0.00149837j 0.0339128+0.000193362j -8.02312e-05-0.0439557j -0.103755-0.0149996j 0.00571294-0.0622928j 0.0383772-0.00935222j 0.0396284+0.0191865j -0.000795495+0.0467099j 0.00276835-0.0104611j -0.0220116+0.043905j -0.00947533-0.00651905j -0.00953887-0.0255274j 0.0068895+0.0234307j 0.0166219-0.039782j 0.00571672-0.0246649j -0.00893366-0.00569569j 0.0186985+0.0554123j 0.0444742+0.0321622j -0.0207003+0.00656158j -0.0755236+0.00847687j 0.00550032+0.0303557j 0.00602-0.0326277j 0.024996-0.0202903j 
0.00297178+0.015861j 0.0257845-0.0422843j 0.0247792+0.0690864j -0.0151913-0.0151228j -0.0203971-0.0677946j 0.132814+0.0744521j -0.101683-0.0959495j -0.029967+0.0623133j 0.011352+0.0510321j -0.0372068-0.141003j -0.0235622+0.00653782j -0.0200607+0.000443133j -0.11181-0.0102912j -0.0699414-0.246206j -0.0678078-0.0201685j -0.165726+0.0301202j 0.0511513+0.0865943j 0.111014+0.0606548j -0.161448-0.0657388j -0.0869889-0.0603974j 0.0247405+0.0109072j -0.109276+0.111676j -0.0633775+0.0339193j -0.00292961-0.0919369j -0.02352-0.0153369j -0.12228+0.0623132j 0.0261573+0.0398193j -0.0903911+0.0501113j -0.00436519-0.0133019j -0.0252402+0.0256009j -0.0301974+0.0173059j -0.0708606+0.00891495j -0.00713477+0.0631693j 0.0163951-0.0246785j 0.008776+0.0706931j -0.0263439+0.050457j 0.0228473+0.0388743j 0.0185921+0.0370503j 0.00278709+0.0238703j 0.0553748-0.025675j -0.0340759-0.00947447j 0.0132778-0.000682481j 0.0185127-0.039514j -0.0244718+0.0420151j 0.0341743-0.0292946j 0.0107392+0.0283474j -0.0589234+0.0219955j 0.0208495+0.0211985j -0.0018507+0.0213557j -0.034113-0.0217265j 0.0212055-0.0158751j 0.00768476+0.00842647j 
0.0153017-0.0534914j 0.0287036+0.0319956j -0.00862045-0.0394899j -0.00603853+0.070767j -0.0185055+0.046901j -0.0285079-0.0332992j 0.0646512-0.0135242j 0.04852-0.00129213j -0.0648327-0.0216161j -0.0431588-0.036544j -0.0581743-0.0872115j 0.0234272+0.032281j 0.0963598+0.0144964j 0.0615314+0.0566021j -0.018894-0.0221593j -0.0334187+0.10351j 0.0151232-0.0658756j 0.0378694-0.00813916j 0.096742+0.0435252j 0.054376+0.0105482j -0.0808519-0.000432541j 0.0812794-0.0281107j -0.0143751-0.0395581j -0.0221728+0.0349773j -0.0362528-0.191532j 0.043811+0.0090753j -0.0154869+0.0552644j 0.0117657-0.0184512j -0.040812+0.0281084j -0.0208423-0.0109991j 0.0236078-0.0190658j 0.0592846-0.0249564j -0.0063796-0.000888707j -0.00937499-0.0612189j -0.0156599-0.0898682j 0.00957261-0.00309672j 0.0233461+0.0297777j 0.0541336-0.0153063j -0.0168196+0.00848962j -0.0117345+0.00582588j 0.0319125+0.0221576j -0.00506775-0.0419781j -0.0134084-0.00603342j 0.00396327-0.0693343j -0.0235751+0.0064181j 0.000894196+0.0150785j 0.0335492-0.0006403j -0.00404205+0.00878921j 0.0016852-0.00740913j 0.0272547+0.040612j -0.0239248-0.00507725j -0.0201321+0.0115223j 
-0.0126585+0.0406768j -0.0613804-0.0622344j 0.0924082-0.0747562j 0.119225+0.125499j 0.0332084-0.0947305j 0.0389927+0.00747548j -0.0738898-0.0518586j -0.0243247-0.0952276j 0.0339704-0.0273153j -0.0156284-0.0521756j 0.027006-0.03085j 0.0124108-0.0292616j -0.0703784-0.109387j 0.103626-0.00577835j -0.037881+0.0456651j 0.0312965+0.141049j -0.00102341-0.0401212j 0.0856123+0.0166235j -0.00790699+0.0033983j -0.114547+0.0244708j -0.0485412+0.00638387j -0.0220461+0.0372253j 0.00170741-3.04682e-05j 0.0442042+0.00352009j 0.00927923-0.0379156j -0.0561967-0.0361087j 0.0683868+0.056517j 0.00499823-0.0537345j 0.0216027-0.00316001j -0.0177027-0.0484041j -0.0918081+0.00344265j -0.00310533+0.0813027j -0.095609-0.0346983j -0.0996505+0.0222093j 0.0190514+0.0254603j -0.0171647+0.00884676j 0.0108206-0.0252725j 0.0360849-0.0113527j 0.00283205+0.00107621j 0.0398851+0.0741654j -0.0561953-0.0109806j 0.0570765+0.0920552j 0.0205522-0.01612j -0.0337151+0.0289054j 0.0284961-0.0432577j 0.00961694+0.0230828j 0.00254877-0.0618551j 0.0477016-0.0561929j 0.0220948-0.0190901j 0.00133742+0.038012j 0.0673021+0.0092069j 0.00811649-0.0284675j 
-0.0108446-0.0045574j 0.0798931-0.0818655j 0.119837+0.0227616j -0.0218617+0.116575j -0.1482-0.144212j 0.0627611+0.0722944j -0.105647-0.00562877j 0.0709756-0.0164504j 0.0393589+0.0426255j 0.0534203-0.0140386j 0.0292487-0.057682j -0.0866616-0.116049j -0.020861-0.0363593j 0.150868-0.0667979j 0.0211083-0.14321j -0.17911+0.0233291j -0.0546552-0.0146017j -0.00508473+0.0376772j -0.0575703-0.0489123j 0.0554496-0.0195783j -0.159375-0.0756044j -0.0284863-0.0604227j 0.0810019+0.000465878j 0.0420179+0.0114258j -0.0185569+0.0314598j -0.0219707+0.075007j 0.170534+0.0521426j 0.0075667-0.0329458j 0.0317103-0.0152627j -0.0943201-0.0705128j -0.0330318-0.0304287j 0.0141271-0.0341188j 0.0627982-0.0581038j -0.0528705+0.0278138j -0.00752406-0.0417232j -0.0119563+0.00639946j 0.0302337+0.0286605j 0.0614971-0.0386875j -0.00334738-0.0436558j 0.0309524+0.0310675j 0.0898153-0.0147659j 0.00296967-0.0116947j -0.0257307-0.00214797j -0.0105422-0.0144288j -0.0175246-0.0647614j -0.0231627+0.0177101j 0.0153142+0.00124834j -0.0318052+0.00964932j -0.0513759+0.0331307j -0.0144544-0.00983493j 0.0124555-0.00656067j -0.0192938+0.0288598j 
-0.0272261-0.0383816j -0.00900231-0.0293982j 0.0301676+0.0646153j 0.0423704-0.013905j 0.0163774-0.139817j -0.0326374-0.0365051j -0.0979249-0.0481652j 0.0303945+0.0108035j 0.0130176+0.0889858j 0.125985+0.106292j -0.0448652+0.0941986j -0.0584364-0.0620017j -0.106801-0.188872j -0.0432444+0.0303719j -0.11504+0.0787605j 0.241345-0.0132438j -0.0429845+0.105831j -0.0608869-0.0388939j -0.0903912+0.0314368j -0.087247+0.113464j 0.0230211-0.0189149j -0.0688617-0.0722527j 0.127194+0.0943563j -0.0418694-0.0220965j 0.0414588+0.0132634j 0.025985+0.0342935j 0.0447229-0.00522329j 0.0591209-0.0281001j -0.0403636-0.0671501j -0.080804-0.0362215j -0.0658794-0.00207585j 0.024207+0.0164661j -0.0662837-0.0143066j 0.0607064+0.0398242j 0.0548884+0.052275j -0.00355459-0.00596021j 0.00622646-0.0452166j 0.0126057+0.0114367j -0.0255156+0.0039639j 0.0142749+0.0466969j 0.0392284-0.0265569j -0.0105878-0.00756945j 0.00516363+0.0276435j 0.00782579+0.0204304j -0.0272125-0.0142313j 0.00894082+0.00112291j 0.0565443+0.0545355j -0.00309828-0.0106853j -0.0161673-0.050225j 0.00335504-0.0407284j -0.0100005-0.0167798j 0.0629791+0.00505218j 
-0.0450271+0.0540481j -0.00850076-0.040893j 0.0646441+0.200774j -0.0990316-0.0318075j -0.0789092+0.0548323j 0.0148295+0.0739982j -0.000933498+0.12225j -0.000469723+0.0334362j -0.0739394-0.00815046j 0.038592+0.0036267j -0.0543637+0.0748798j -0.0600493-0.00129907j -0.0244373+0.0216621j 0.083641+0.0370846j 0.0756667+0.0557636j -0.00482133-0.171059j 0.077199-0.0229035j -0.0995877-0.0365287j 0.0683783-0.0254549j -0.0811685-0.00316488j -0.00546928+0.021232j -0.0812193-0.0323559j 0.0330163+0.00532974j -0.0407702+0.0242706j -0.0472904+0.134129j -0.0271928-0.00540324j 0.04332-0.0654163j -0.0037149+0.103178j 0.0136716+0.0313074j 0.0534857-0.00622828j -0.0340963-0.0782189j 0.0402687-0.00665062j -0.0203168+0.0261264j -0.00529767+0.0979883j 0.0157014+0.0302775j 0.00233701+0.0510233j -0.0206057+0.0527259j -0.0202475-0.0659761j -0.0693513-0.00712158j -0.0211027+0.00482146j 0.0454909-0.00909441j 0.0219074-0.0772404j 0.0221726-0.00140487j 0.0487095+0.0224706j -0.00552144-0.0693811j -0.0443035+0.0299121j -0.0202063+0.0114831j -0.0637824+0.0170467j -0.0348171-0.0345976j -0.029272-0.0671625j -0.00418609-0.00220115j 0.0385073+0.0134234j 
-0.056637+0.0692542j 0.000908834-0.0426393j 0.0819229-0.162525j 0.102996-0.000765266j -0.0053094-0.000151022j -0.00783561+0.00936846j 0.0721063+0.0605665j -0.074838-0.00960861j 0.0082296+0.0302477j 0.0195235-0.00725934j 0.0961152+0.0356343j 0.054477-0.0127345j -0.0224276+0.061771j 0.00124917+0.148806j 0.112342-0.0378306j 0.00557436-0.105954j 0.101349+0.0430633j -0.13477+0.0547793j 0.0897587+0.00726447j -0.0296292+0.00886499j -0.070585+0.0143222j 0.00464611+0.0600573j -0.0668903-0.0512869j -0.0166028-0.0612494j 2.80536e-05+0.0722848j -0.0254341-0.0376868j 0.0107869+0.00300074j -0.00734673-0.0114988j 0.00229032+0.028421j 0.0292511-0.0855341j -0.0050779-0.0227305j 0.0606785+0.0104563j -0.0252445-0.010339j -0.0106867+0.061385j -0.0220038-0.0126823j -0.0244882+0.0367787j 0.00980401+0.00749678j 0.0242675-0.00827092j 0.0155376-0.041285j 0.0207468+0.0337401j 0.0168272+0.0600684j 0.0167015+0.034015j -0.0198378+0.0126257j -0.0388379-0.00258629j 0.0177405-0.10317j -0.00632995-0.0195874j -0.001539-0.0938474j 0.0220518-0.0309552j 0.0228712+0.03554j 0.0239074-0.0324522j -0.000857676+0.0224066j -0.0162041-0.000288278j 
0.0152356+0.0928389j -0.0468298+0.0241339j 0.0652407-0.16206j 0.168108-0.0247835j -0.0617502-0.0498236j -0.0218987+0.000143151j 0.044848-0.0340059j -0.0588308-0.0369577j 0.033852+0.0215832j 0.0737563+0.0680949j -0.0672895-0.0685135j 0.00910043-0.0697122j -0.120145-0.0264817j -0.0375867+0.169483j 0.181952-0.0538055j 0.0268854-0.132615j 0.048141-0.0513318j -0.126486+0.10142j -0.0138831+0.0293163j 0.075801-0.00135559j 0.0456977-0.0868661j 0.0325254+0.052317j 0.0587823+0.0713283j -0.0102171-0.0751841j -0.00906582+0.0245918j -0.0443283-0.0150434j 0.0249875-0.0158766j 0.0617367-0.0057698j -0.0463058-0.0544903j 0.00922589-0.00719614j -0.0118914+0.042824j -0.0502727-0.00731512j -0.00175602-0.025565j 0.0160552-0.0404729j -0.0140066-0.0534737j -0.00182324-0.0412714j 0.0195053-0.0548151j -0.0472514-0.0252076j -0.0118356-0.0488204j 0.0232439-0.00811669j -0.0226548-0.0108177j -0.020632+0.0384444j 0.0219602-0.0228526j 0.00415141+0.0150773j -0.0367757-0.0226556j 0.0301623+0.00569589j 0.0121546-0.0892745j 0.029349-0.0747379j -0.0138348+0.0199077j 0.0281231+0.031479j -0.0301528-0.00810855j -0.0389614+0.0120969j 
0.0416498+0.193099j -0.145533-0.0075786j 0.138738+0.0582123j 0.000483858+0.0233566j -0.0054699-0.0312207j 0.00209014-0.0426801j -0.0558457-0.0332964j -0.0186671-0.0584053j 0.00167602-0.229451j -0.0878979+0.0262121j -0.0783651+0.049083j -0.00159836+0.0286802j -0.222527-0.0489251j 0.0559232-0.0133499j 0.0347657+0.00362899j -0.00147006-0.0455315j -0.0468194+0.0134265j 0.0981976+0.000464453j 0.0721867+0.0174321j 0.0682154-0.0769497j -0.0400343+0.00201941j -0.0422258-0.160553j 0.0103716-0.0268504j 0.0758516-0.00849216j -0.00207961-0.0335599j -0.0258713-0.0801795j 0.0200778+0.0166797j 0.0320681+0.0664734j -0.0335744-0.0420898j 0.0486391-0.0304171j 0.00974558-0.0288342j -0.00906616+0.0237317j 0.0017392-0.037006j 0.0227787+0.0269101j -0.00927331+0.0136119j 0.0242229-0.0570624j 0.0133351+0.0486411j 0.0133315+0.0445138j -0.00303843-0.00944123j -0.0462379-0.0389233j -0.0207558+0.0377173j 0.00963691+0.0554118j -0.024584-0.00510946j -0.038065+0.0360646j 0.0261928-0.00817957j 0.0311886-0.017651j 0.033128-0.0900508j 0.0178628+0.0295022j -0.0352525+0.000237966j 0.00367015-0.0269754j 0.0507333-0.0394086j -0.0240507+0.0156482j 
0.124759+0.06402j -0.019848+0.113416j 0.0240267+0.123606j 0.0144234+0.049911j -0.0405815+0.0584759j -0.0346589+0.0116014j -0.0695543+0.0079558j -0.000829243-0.0141772j 0.00468844-0.0963196j -0.0106397-0.00282309j -0.0477771-0.0763922j -0.0714939-0.0366099j -0.0744613-0.128376j 0.0427447+0.0622743j 0.0446347+0.0579004j 0.00311661-0.0197507j -0.0242212-0.0430017j 0.108868-0.0512541j 0.00419648-0.0018654j 0.00841276-0.0656576j 0.0010859+0.0190761j -0.00631304-0.0177555j 0.041371-0.06085j 0.0105773+0.00718257j 0.0288721-0.00769116j -0.0210929-0.0263717j 0.0241954-0.0147732j -0.00213163+0.052955j -0.0290736+0.00971188j 0.0127641+0.0186299j -0.00867889-0.0531355j -0.00911605+0.00379427j 0.0101042-0.0130605j -0.020615+0.0456956j -0.00751727-0.0105196j 0.0489944-0.0502615j 0.00350392+0.0115377j -0.0218126-0.00808628j -0.0146615+0.0254555j -0.0500241-0.0217005j 0.0076606+0.0164152j 0.0079766-0.0348502j 0.0106681+0.00611379j 0.0202617+0.026616j 0.0273107+0.0308941j 0.0100213-0.00910562j -0.0201256-0.0136836j 0.011923-0.0175473j -0.00202581-0.0253448j 0.0122739+0.0157102j 0.00957722-0.00591331j -0.0211795+0.0276888j 
