0.00117437+0.0165693j -0.0148954-0.00449202j 0.00763184+0.00907264j -0.004862+0.00669728j -0.00750714-0.0230301j 0.019278-0.00276661j -0.00442054-0.00437211j -0.00045582-0.00524458j -0.00196928-0.000288546j 0.00733517+0.00184526j 0.00244896+0.00952878j -0.0061912-6.1662e-05j -0.00708983-0.00381714j -0.00908753+0.00228186j -0.00381835+0.0153697j 0.00340902-0.00434449j 0.00122606-0.00567935j 0.0088037-0.00996175j 0.0179211+0.0152176j 0.00542066+0.00398066j -0.0162998-0.0175965j 0.00179177+0.00666595j -0.000354129+0.0160415j -4.82472e-05+0.00696964j 0.00291851+0.0101054j -0.00948252-0.00932978j 0.00645993+0.0017708j 0.0110463-0.00608446j 0.0107678-0.000319237j -0.011714+0.0143595j -0.0122664-0.0118701j -0.00384025+0.00306607j 0.0155535-0.00204024j 0.0129194-0.00469219j 0.00354964+0.0104103j -0.00688964-0.00574867j 0.00478814-0.00257981j 0.0107688-0.0110833j 0.008702+0.00263278j -0.00516114-0.00671481j -0.0122831-0.0205446j -0.00259632+8.19838e-05j 0.0157349-0.00499957j 0.00362011+0.00562738j -0.00336066+0.000464209j -0.00512433-0.0191075j 0.0131386+0.000700345j -0.0102393+0.00751431j -0.00866024+0.00832926j 0.00567661-0.00128964j 0.0105312-0.0133644j -0.000120307+0.00862881j -0.000343296-0.00396851j -0.000760959-0.00224904j 0.00639488-0.00784408j 0.007038+0.0029027j -0.00637983-0.00155107j -0.0158755-0.000951748j -0.00143172-0.0025033j -0.00175537+0.00742416j -0.00429139-0.00153076j -0.000481981-0.00435547j 0.00675604-0.000541554j 0.0037188+0.00208143j -0.00548036-0.00149957j 0.000573529-0.00278409j 0.00148583-0.00875245j 0.000950699+0.00559998j 0.00280114-0.00587388j 0.00995753+0.0029193j -0.00648992-0.000348973j -0.00522933-0.00105657j -0.00236666+0.00345791j 0.00711484+0.00333837j 0.0132418-0.00530629j -0.00213438+0.00649116j 0.00256384-0.00923992j -0.00079761-0.000398419j 0.0110609+0.00253534j 0.000798272+0.000137363j 0.0142535+0.00625867j 0.00801377-0.0064341j -0.00424638-0.00273214j -0.0233504+0.0102007j 0.00976634-0.0043779j 0.00726673-0.0046711j 0.00334528-0.00449299j -0.012326-0.00761537j -0.00722906+0.0105628j 0.00523543-0.00476626j 0.000675651+0.00613767j 0.000976888-0.0163974j 0.0254044+0.0249352j -0.00929696+0.00524607j -0.0103612-0.00393526j -0.0034514+0.0145599j -0.00242414+0.0125253j 
0.0198282+0.00178245j 0.0132598-0.0173074j -0.0200418-0.0245299j -0.000837893-0.018965j -0.0498769-0.0131602j -0.0208962+0.0317632j -0.0193285+0.02028j 0.00917129-0.0381932j 0.0142637-0.0052013j -0.0138529-0.0419549j -0.00270066-0.02833j -0.00493474+0.0283j -0.0067567+0.00209679j -0.0140701-0.0192172j -0.0211965-0.0366224j 0.00674357+0.0614612j 0.00589166-0.0347763j -0.0808985+0.0636488j -0.0156675-0.00847956j -0.0038621+0.0105961j -0.0118571-0.0628615j -0.048011-0.0451114j 0.0315501-0.00473655j 0.0424473+0.0790901j 0.0110272-0.0762045j -0.0401312+0.0310504j -0.0605613+0.0274834j -0.0268038-0.0136604j -0.0409349+0.0740997j -0.000627566-0.0686687j 0.00537063+0.00833619j 0.0625267+0.173992j 0.0125833+0.082965j 0.0294726+0.0359916j -0.0334367+0.017934j 0.0139481-0.0455318j 0.0800548-0.0464532j -0.0927223-0.0258413j -0.0337023+0.0448784j -0.0563276-0.00428777j -0.000470285-0.0195971j -0.0119898-0.0376445j 0.0449834+0.0925649j 0.0146022-0.00223438j 0.0146179-0.0572964j 0.0182597+0.0199145j -0.00109495-0.0543748j 0.0298699-0.00576062j -0.00534636+0.00204943j 0.02451+0.0524291j -0.0298045-0.0197142j 0.0073247+0.0180601j -0.0379363-0.0410812j -0.00129212-0.0280078j -0.0021397+0.0150793j 0.0241442+0.0165282j 0.0136964-0.00476569j 0.000548811+0.00189163j -0.0115449+0.0013118j 0.00306592-0.0140216j 0.0198994-0.00423401j -0.0071974+0.00275582j 0.000756395+0.00472843j -0.00951877-0.00610416j 0.011181-0.0148223j -0.0141502+0.00840281j -0.000475003-0.00624297j -0.000938916+0.0229628j 0.0416245+0.0319406j -0.0260542-0.00812094j 0.0172201-0.0173224j -0.00320395-0.0313069j -0.0115545+0.0204144j -0.00426533+0.027883j -0.0254234-0.0132585j 0.00304776+0.000535559j 0.0300689+0.0154959j -0.0190549-0.0206826j 0.0153644+0.011842j -0.0325613-0.0397968j 0.00306236+0.00196679j -0.0118924+0.00935613j -0.0265072-0.0266101j 0.000795307-0.0187093j -0.00475185+0.00631008j -0.00492786-0.0145167j -0.0210836-0.0149588j 0.0224374+0.0120744j -0.00225639+0.000191505j -0.00075892+0.00948514j -0.0121055-0.0246543j -0.0168937-0.00341314j -0.00653123-0.00312629j 0.0216662+0.0170409j 0.0276803+0.00487465j -0.0131375+8.76976e-05j -0.00469968-0.00512324j 
-0.00211019+0.00769104j -0.0267523+0.0174221j -0.0135343+0.00750703j 0.0104482-0.00694589j 0.0190594-0.0110717j 0.028957-0.0391515j -0.000397736-0.0404908j 0.00612294-0.0305636j 0.0129785-0.027019j -0.0530448+0.0517054j 0.0289551-0.0217353j 0.0658435+0.0288267j -0.0248099+0.0393328j -0.0738744+0.0297086j -0.0331894+0.0347234j -0.0093787-0.0228114j -0.0137321+0.0103038j 0.0148238-0.0441947j 0.00875155-0.0220276j 0.0344478+0.0214538j 0.0224159-0.0914103j -0.0932772+0.0373118j 0.0217962+0.159741j 0.0935668+0.0651787j -0.0368163-0.0323375j 0.11065+0.0010395j 0.0532502-0.00136053j 0.0530709+0.0238981j -0.0169341+0.042591j -0.0685394+0.113073j -0.0611138+0.0348781j 0.110635-0.0418627j 0.0243329-0.0576105j -0.0299844-0.0673727j 0.0100834-0.0629973j -0.055091-0.07255j -0.00475171-0.0291937j -0.115763+0.0348938j 0.0383637+0.0286199j -0.0711636-0.0280309j -0.024531-0.0472494j -0.00273219-0.0619241j 0.0400059+0.000630277j -0.0504607+0.0806863j -0.0501823-0.0246635j -0.0272513-0.00132754j -0.0371924-0.0567214j 0.0103118-0.0436688j 0.02512+0.0384588j 0.0144357+0.0301195j -0.0439846-0.0575087j -0.0134601+0.00100426j -0.0130565-0.0322712j -0.0285972+0.0199966j 0.0127136-0.0026815j 0.03697-0.000957686j 0.0153461-0.00458108j -0.00885396+0.0473227j 0.00581736+0.0170512j -0.0382614+0.000691887j -0.00102727+0.0192877j 0.00396514-0.00608031j 0.0154007-0.0422643j -0.00564409-0.00506494j -0.0141301+0.0060176j -0.00279962-0.0164252j 0.00444006-0.00855189j 0.0261171+0.0323253j 0.0431623-0.010594j 0.00625193-0.0411564j -0.0143201-0.0121686j 0.00159371+0.0013146j 0.0194438+0.0302961j 0.0297089+0.00978j 0.00638974-0.00535138j 0.0280057-0.0258026j 0.0326297-0.00743409j 0.00674007-0.011986j 0.00940081-0.0106583j -0.0306963-0.0171474j 0.0213914-0.00590481j -0.00335908-0.00935257j -0.0262265-0.00850241j 0.00529+0.0175679j 0.00276148-0.0324295j -0.0106542-0.0238135j 0.00241459-0.0170711j -0.00793108+0.0291424j -0.00787869+0.00162325j 0.0049456-0.0106615j -0.0187079-0.00017485j 0.00281095-0.00248946j -0.0107741+0.0204569j 0.0103841+0.0228094j -0.00451991+0.0254433j 0.00250336+0.00195449j -0.00977216+0.0126141j 
0.00174141+0.0248955j 0.0101613-0.0108568j -0.00991154+0.0144983j -0.00704083-0.0241781j -0.00539788-0.0291533j -0.0365128+0.00723837j 0.0103611-0.000414515j 0.0335311+0.0332071j -0.0416815-0.00782588j 0.014019+0.030989j -0.0102498-0.0357026j -0.0090056-0.0749094j -0.00236849-0.0568003j -0.00359207-0.00152526j -0.0352002-0.0377348j -0.0212252-0.064992j -0.0659902-0.0724606j -0.0368968+0.000621594j -0.0172306+0.0359492j -0.0515864+0.0314468j -0.0351178+0.0212373j -0.0544179+0.00922006j 0.0117163+0.0609654j -0.127122+0.0516375j -0.0889358+0.0865541j -0.0777336-0.106211j -0.0160605-0.0671723j -0.0179998+0.0727756j 0.0277841+0.0796325j -0.0491241-0.0612805j -0.0692396+0.0408831j 0.0952267+0.0234606j 0.00239724-0.0274509j 0.0281741-0.089535j -0.000856924-0.0307748j 0.0270385-0.0327651j 0.0304482+0.0122884j 0.0150507-0.0314281j 0.0549879+0.00844729j 0.072394+0.027073j -0.0487698-0.0106718j 0.0199819+0.0284308j 0.0233975-0.00749479j -0.0326436+0.0148625j 0.0383978+0.00287185j 0.0711771-0.0156602j 0.0243654+0.0537297j 0.0262134+0.0195578j -0.0339632+0.0334448j 0.0227643-0.0184358j -0.0272927-0.00717768j -0.0333815+0.00755021j -0.0244187-0.0199071j -0.025464-0.00427671j -0.012069+0.0152281j 0.00298337+0.0114303j -0.0258001+0.0131244j 0.00429337-0.0136903j -0.0318222+0.00195197j 0.0183289+0.00967651j 0.000574713-0.0023038j -0.00920386-0.012424j -0.0128027+0.0417836j 0.0130518+0.020575j -0.00965741+0.0083209j 0.00117371-0.02158j -0.0119948-0.00595593j 0.00870328+0.0120223j 0.0152147+6.82738e-05j 0.0178909+0.0251585j 0.00203779+0.00142975j -0.0142937+0.00542914j -0.0141672-0.013789j -0.0148749-0.00586968j -0.0125782+0.0171222j -0.0119816-0.00958106j 0.0165616+0.00823943j -0.018262-0.0162803j 0.00181141+0.0101843j 0.00335083-0.0211411j -0.00209795+0.0139907j -0.0156378-0.000874811j 0.00456443+0.0225201j -0.0134336+0.00721776j -0.0124094-0.0137971j 0.0079378-0.00325328j -0.0119084-0.0153721j 0.00727994-0.0155563j 0.00601879+0.0144912j -0.0114834+8.9863e-05j 0.00165689-0.00467304j -0.0205909-0.0138827j 0.000908462-0.0113838j 0.00250927+0.00452618j 0.0128544-0.00663787j -0.0172241-0.00810398j 0.00339418-0.00578876j 
0.00522665-0.0043902j -0.00943344+0.00729512j 0.0309623+0.0172522j 0.0547634-0.026953j -0.00804594-0.0088591j 0.00886086-0.0262842j -0.0161446-0.0280457j -2.08521e-05+0.0137598j 0.0164413-0.0539799j -0.0149857+0.0394178j 0.096926-0.0358893j 0.0361409+0.0110758j -0.014348+0.00812722j -0.00969408-0.010363j 0.0754367-0.00784868j 0.0154245+0.00256215j 0.0427982+0.0154502j -0.0149783-0.0671322j 0.0381249-0.021355j -0.0260329-0.0355008j -0.0075035-0.0725044j -0.0293816-0.0866972j -0.00054535+0.0350301j -0.0119285-0.0672119j 0.0289065-0.0999308j 0.0620426-0.0536642j 0.034619+0.00641625j -0.042334+0.0109822j -0.118445-0.00346303j 0.0513056+0.0347998j -0.0418463+0.00603667j 0.0182266+0.0365326j 0.00758188-0.0059165j 0.0237004+0.0553068j 0.0334923-0.0647418j 0.00567543-0.00218336j -0.020246+0.0109158j -0.089474+0.0422361j 0.00603065+0.0845289j -0.0608794-0.0219728j -0.0364471+0.0176042j 0.0117112+0.0242993j -0.0201308+0.00283469j -0.0586458+0.000700195j -0.0068794+0.0270576j -0.0445792+0.0594706j -0.00713177-0.0466811j 0.00685293-0.0210088j -0.00451637-0.0304119j -0.028452+0.0748606j 0.0167399-0.0103898j 0.0280568-0.0289363j 0.013122-0.0138851j -0.00556072+0.00174413j -0.0165003-0.00354294j 0.0168391-0.0106916j 0.0112568+0.000267012j -0.0124273+0.0521838j -0.00606646-0.0356773j -0.018214-0.0227389j -0.00891485+0.0195037j 0.0114145-0.0073149j 0.00658789-0.0429618j -0.00252794-0.00868663j -0.00449945+0.00556752j 0.00536367+0.000340167j 0.00824538-0.00815801j -0.0120363+0.0262883j -0.00313304+0.00375686j 0.0219733-0.0242997j 0.00251108+0.00145608j 0.0130839-0.00492636j 0.00682971+0.00278838j 0.0198555-0.0108485j 0.00824016-0.0229946j 0.0360639-0.00870376j 0.011046+0.00414004j 0.00957256+0.00245122j -0.00523331-0.0176621j 0.0183411+0.00392262j 0.0193957-0.018265j -0.0170171-0.017979j 0.00109035-0.0186134j 0.0130188+0.0149767j 0.00918073-0.0147415j -0.00664282-0.00999081j 0.00805208-0.011084j -0.00950703+0.0354629j 0.00280533-0.0060444j -0.004335-0.00881631j 0.00699211+0.0110673j 0.0134814+0.00901199j -0.0154524+0.0373106j -0.0059097+0.0139674j -0.0119738+0.0250109j 0.00989303+0.0112563j -0.010184+0.0233515j 
0.00342477-0.020313j 0.0128785-0.00746311j -0.0503643+0.0234352j 0.0176683+0.0223026j 0.0159455+0.0307719j 0.00171248-0.00165116j 0.035855-0.00931276j 0.00945635+0.0311977j 0.0144254+0.0121233j -0.0821575+0.0134489j 0.0100522+0.0331323j 0.00373336+0.0366888j -0.00746568+0.0113417j 0.0298542-0.0237651j -0.00751982+0.00811016j -0.0220531-0.0705413j 0.000775191+0.0149382j -0.0139382+0.0105369j -0.0783074+0.0201267j -0.0319772+0.0257866j 0.0427504+0.0141483j -0.00632735+0.0432586j -0.129298-0.0112485j 0.0332264-0.0282407j -0.0139152+0.00833495j 0.0266288+0.0535665j 0.0234779+0.0412938j -0.0341718+0.0294774j -0.00411776+0.0282562j -0.0381683+0.00971649j 0.0188086-0.0572242j -0.00334122-0.0428323j 0.0418235-0.0342278j 0.0528557-0.0580554j -0.0434118+0.0138314j 0.0395857+0.00364416j -0.00453707+0.0280348j -0.0356341+0.0311379j -0.00418934-0.0107415j 0.0279618-0.00807981j 0.0874147-0.0114333j 0.108066+0.0457349j -0.00160193-0.0397037j 0.0352115+0.0236785j 0.013538+0.00441726j 0.0584651-0.0397622j 0.0425286+0.0313522j -0.0230502-0.0229381j -0.0418844-0.00810877j 0.000785262+0.0166438j 0.0275664+0.00911613j -0.0326234-0.0119787j -0.00292106+0.028647j 0.0177013-0.0112462j -0.00501821+0.0178034j -0.0241956+0.0232704j 0.00843006-0.0280237j -0.00806393-0.0285556j -0.0175943+0.00740007j -0.00384317-0.025193j 0.0029799+0.00161601j -0.0214877+0.0250797j 0.0257787-0.0148339j -0.011342+0.00582942j 0.00610256-0.0114102j 0.0187896+0.0113134j 0.0465845+0.0376494j -0.0309784+0.00695997j 0.0286601-0.0029129j -0.021148+0.00376832j -0.00322558-0.0197016j -0.00145222+0.0248155j -0.0123136-0.00798914j -0.0146837+0.012717j 0.001371+0.0306638j -0.0219921-0.0063159j 0.00236246-0.00895701j -0.00173534+0.0197216j 0.0113499+0.0109229j 0.0247071+0.0373214j -0.0358112+0.0209896j 0.00709137+0.00430897j 0.0156991-0.00663626j 0.000457701-0.00529257j 0.00465898+0.00168643j 0.0188267+0.00478549j 0.000771724+0.00287316j 0.0217966+0.00162707j 0.0130376-0.0188178j 0.0173721-0.0074228j 0.0289995+0.0133519j 0.00117156+0.02345j -0.00519207-0.0296496j -0.00144033-0.00992647j 0.0222394-0.000656886j -0.00371379+0.00648918j 0.000419468-0.0225665j 
-0.00288095-0.00499385j -0.0181439-0.0180909j 0.00387423-0.0281279j -0.0250987-0.0334694j -0.0126174+0.0017068j 0.0244315+0.0164583j -0.0205589-0.00948844j 0.00798816-0.0477482j 0.0184524-0.00135118j 0.00118808-0.0198603j -0.024152-0.059557j -0.0153028+0.0166868j -0.013012+0.0483068j -0.0486014-0.0272518j -0.0521754-0.0660438j -0.056842+0.0424874j 0.00943359-0.0258571j -0.00357673+0.00235217j 0.0151762-0.0160642j 0.0333813+0.0390427j -0.0246963-0.0505583j -0.026672+0.00573527j -0.0372789+0.0242908j 0.049175+0.0553966j 0.00904197-0.101781j -0.0413575+0.0127561j 0.00293048+0.0323058j 0.0311788-0.040035j 0.0529735+0.0514163j 0.00216443-0.0430952j 0.00531915+0.0196268j -0.0644522+0.0735212j 0.00722511+0.0661658j -0.0233934-0.0166098j 0.0038819+0.0404139j -0.0180452-0.0624935j 0.0685766-0.0121897j 0.0194973+0.0120161j -0.0119789+0.0300892j -0.0378129+0.0199851j -0.01536-0.0392028j 0.0108873-0.0713981j -0.0160797+0.0493687j 0.0530117+0.0225833j 0.00997744-0.00642013j -0.0278758-0.000821298j 0.00728685-0.0664155j 0.00282407-0.000165861j -0.0116447-0.00763035j 0.0275283+0.0342426j 0.0151467-0.045758j -0.0177713-0.00479082j 0.00257844-0.0522482j 0.0131714-0.026031j 0.0223381+0.00672506j 0.0149806+0.0257558j -0.00258708-0.0119576j -0.00608116+0.0146591j -0.00821836+0.00198099j 0.0162144+0.0235695j -0.000934698+0.00161496j 0.0211691+0.00450275j -0.00703508-0.0193379j -0.0153507-0.0164225j 0.00183168-0.0088751j 0.00404417+0.0167305j -0.00328482-0.0188159j 0.013756+0.0192157j 0.00506185+0.0194877j -0.0224719-0.0242083j -0.0149647-0.0143801j 0.00303961-0.0417958j -0.0112143+0.0301716j -0.00123969+0.00855527j 0.00388227-0.0230366j -0.00513371-0.00917342j -0.0138689+0.0111482j 0.00386677-0.0187265j 0.0172983+0.00572591j -0.00131534-0.0459901j 0.0151753+0.00269124j -0.0139387-0.00449138j -0.00905305-0.029048j -0.0312513-0.0354969j -0.00280174-0.00790544j -0.00435207-0.00450579j -0.0122928-0.00617125j 0.0113651+0.00853525j -0.0176203-0.0121087j -0.0248556-0.013585j -0.0133144-0.0315928j 0.00214007-0.0178355j -0.0051644+0.0122865j 0.00817846+0.0110012j 0.00854356+0.00685614j -0.00042041-0.00920298j -0.00974587+0.00790584j 
0.0208408+0.00948394j -0.0125886-0.00998918j -0.0654024-0.0107739j -0.0344707+0.0309407j -0.00856928+0.00382497j 0.0353697+0.0187599j 0.0597179+0.0268561j 0.0157118+0.0292534j -0.0212102+0.023069j -0.0720074-0.0528904j -0.0490979+0.0446879j -0.0106087+0.0354116j -0.028452-0.043966j 0.0416013-0.00284799j -0.00391617+0.0414627j 0.0187097-0.0743299j -0.105618-0.0376654j 0.0962005+0.00719024j -0.0740443-0.0257695j -0.0180172-0.0265827j -0.0460849+0.0341361j 0.0295139-0.017988j -0.0743806-0.0179507j 0.0688393+0.0549535j -0.0233859+0.0295342j 0.00422697+0.0641037j -0.00519437+0.0493186j 0.00242256+0.00433551j 0.120208+0.0235128j -0.0225724+0.0351738j 0.0662597-0.0822561j 0.105903+0.0791289j 0.0376608-0.0560516j 0.0238839-0.0331397j 0.00876507+0.00148479j 0.0176624+0.00774928j -0.102874-0.0220439j 0.0438398-0.0744338j -0.0173175-0.0172557j 0.0735137+0.0130054j 0.026754+0.00240348j 0.0476643+0.0458172j 0.0129433-0.0270468j 0.0820446-0.000323429j -0.0159867-0.0208845j 0.0379887-0.000762304j 0.0155439+0.0479096j -0.0397505+0.00500898j 0.0108878+0.03547j 0.000661045-0.0161465j -0.0166434-0.0028092j -0.00187143+0.00576265j -0.0402401-0.00356191j -0.0100189-0.00497192j 0.0304044+0.0198552j -0.0314955-0.001066j 0.00206132+0.0141634j 0.00722352+0.00101646j -0.000162986-0.00808086j 0.0234752-0.0181132j 0.00106994+4.01443e-06j -0.0375036-0.000974683j 0.0307495+0.0232535j -0.00329463+0.00223953j -0.00257497-0.00243378j 0.0090488-0.00971359j 0.0262263+0.0266239j 0.00676832-0.00769944j 0.0148171+0.016376j -0.0390932+0.00212851j -0.0129825+0.0028175j -0.016952+0.0234159j 0.0177421-0.00133674j 0.000580491+0.0110569j 0.00635696+0.017124j -0.0498228+0.00235946j 0.00703131+0.0184821j -0.0391439-0.00956828j 0.0198952+0.0125014j -0.0279671-4.40606e-05j -0.029427+0.00622392j 0.0118278-0.00536604j 0.0246934+0.0206796j -0.00156912+0.0218662j -0.0225368+0.0011154j 0.00973481+0.00181322j -0.00934699+0.00843752j 0.0236348+0.00362677j 0.0208906+0.012013j 0.0143016+0.00845922j 0.00830997+0.00940336j -0.0262594-0.00431353j 0.00754773-0.019222j 0.00997324-0.00538513j 0.0292357-0.000754721j -0.0220363-0.00487612j 0.0101953-0.0109954j 
-0.0295063-0.0215864j -0.0197385+0.0202363j -0.0391872+0.00452791j 0.00757328+0.0459624j 0.0352284+0.0319469j 0.0409028-0.0236883j 0.0115764+0.0253299j -0.0354606-0.0202527j 0.0577332-0.00285513j -0.077638-0.00482566j 0.000436555+0.0449055j 0.00639756+0.0728412j 0.000225387+0.0351625j 0.00295274+0.0139497j -0.0220168+0.0549384j 0.018143+0.00921243j 0.0479199-0.00573951j 0.0506471+0.0566937j -0.0306753-0.0266761j 0.0266983-0.0152537j 0.0322728-0.00307704j 0.0486909+0.0510996j -0.0900614-0.00552349j 0.0779007-0.0234986j 0.036747-0.00899129j 0.0624434+0.0508375j 0.0142742+0.0706883j -0.0459484-0.037765j -0.0176652-0.0103805j -0.0119082+0.0662705j -0.00725442+0.0218282j -0.0612773+0.0142581j 0.0662081-0.0380858j 0.0147095+0.0197177j 0.039442+0.0377386j -0.00708269+0.0366217j -0.0194956-0.0659943j -0.0120088+0.0235087j -0.0697305-0.00906326j 0.0326008+0.0129167j 0.0414846-0.0128896j -0.0260892+0.0103079j -0.000457868-0.00926494j 0.0107824+0.0377884j -0.02751-0.0235913j -0.0171562-0.00714381j -0.00569445-0.000558307j 0.00674131-0.0220901j 0.00404005+0.0205743j -0.0380317-0.0386694j 0.0195707-0.0162827j 0.00684554+0.0141326j 0.020996+0.0100201j 0.0129255-0.00670407j -0.0221998+0.0106413j -0.033946-0.0127198j 0.0109422-0.00744861j -0.00924971+0.016235j 0.0405694+0.000411423j -0.00357389+0.0254688j -0.00977454-0.000714345j -0.0065538-0.00715111j 0.0263218-0.00825183j -0.000907543+0.00170158j -0.000433149-0.00873441j 0.00820935+0.00537168j 0.00118461+0.00933041j -0.0139921-0.0075436j -0.0161929-0.0102129j -0.0025725+0.000269372j 0.0039771-0.014511j -0.00837352-0.00140893j 0.00187247+0.0211789j 0.00533726+0.0137948j -0.0013785+0.0248235j 0.00901317-0.0239034j -0.0235886+0.0060386j 0.0100765+0.0133735j 0.00399169-0.014379j -0.00505599+0.00889281j -0.0125723-0.0075706j 0.0248685+0.00596196j 0.00051976+0.00174728j -0.0143407+0.00941106j 0.0198284-0.0198873j 0.00060202-0.00435367j 0.00424043+0.0134051j -0.0208866+0.00527861j 0.00144165-0.014619j 0.0117639+0.00392655j -0.0136144+0.0155303j -0.00706224-0.00429747j -0.00246558-0.00753688j -0.00509053-0.0133222j -0.0205951+0.00584514j 0.000163383-0.00609679j -0.00191262+0.00265459j 
0.0291872-0.042607j -0.0504843-0.00950298j -0.0017127-0.0424338j -0.0361149-0.029484j -0.0459197+0.067553j 0.0685361+0.0284588j 0.011124+0.0041222j 0.0382808+0.0231987j -0.0571389+0.0251688j 0.00574589-0.0814586j -0.0399614-0.0625479j -0.0810455+0.00626273j -0.081362-0.0030456j -0.0160392-0.0230171j -0.00896569-0.0948778j -0.0112884-0.0158638j -0.0529352+0.00103852j 0.00236638+0.0204642j 0.00960201-0.0589192j 0.02276+0.0223946j -0.0809914+0.0494253j -0.0291048-0.0627324j -0.00197961-0.108309j 0.0144612+0.0491336j 0.0487376-0.0387797j -0.112029+0.026278j -0.0385909-0.00765703j 0.0625975+0.036167j 0.0793684+0.0396082j -0.0464352-0.0853024j -0.0049074+0.0275404j 0.0320599+0.0242377j -0.0089466+0.0646695j 0.00316093-0.016214j -0.0190862-0.0400334j 0.0181385-0.0358583j 0.00433321+0.0232989j -0.0109075-0.00434602j 0.0142652-0.00849367j 0.00748553+0.0188081j -0.00880166+0.0587713j 0.0152406+0.013444j -0.0216102-0.00865622j 0.0114597+0.00205353j 0.0332801+0.0281045j -0.00606412+0.0507229j 0.0390945-0.0225259j 0.0175599+0.0113967j 0.00671441-0.0286402j 0.0453823+0.0371136j -0.0061389+0.0177658j -0.00680591-0.0419307j 0.00154685-0.0214074j 0.0143184-0.00416959j -0.0247727+0.0197373j -0.0264381-0.0102478j -0.00221534+0.0232314j 0.00793645+0.0111802j -0.0179847-0.0150534j 0.000171988-0.00561799j 0.0011179+0.0106297j -0.020831+0.000263775j 0.0133787-0.00125801j 0.00743713-0.0152882j 0.00766568+0.02404j -0.0180997+0.019921j -0.0114941-0.0133898j 0.0265414+0.0133867j -0.000645853+0.0239901j -0.0111212-0.0290842j 0.00337249-0.00833466j 0.0187564-0.00558408j -0.0133445-0.0112591j -0.0214453-0.0232356j -0.0120724-0.018106j -0.00551708-0.00926639j -0.0106065-0.0046793j -0.0228596-0.00723728j 0.00793504-0.0051421j -0.0117116-0.0132168j 0.00919997-0.0165819j -0.022465-0.0071583j 0.0324722+0.000591965j 0.0210436-0.0142354j -0.0146109+0.00448422j -0.00964057+0.0094657j -0.0180384+0.00875342j -0.00441593+0.0172568j 0.0287013-0.0109456j -0.0126579-0.0124253j 0.00283114-0.0011571j 0.00579848-0.00439987j 0.0267753+0.0284109j 0.0154392-0.00530046j 0.00126017+0.0100103j 0.00894089+0.00201839j 0.0149727+0.0190081j 
-0.0288975+0.0307642j 0.013848+0.0185658j 0.0043277+0.029701j 0.0316048+0.00473712j 0.0455591-0.0419984j -0.0172648-0.0463508j -0.00388761-0.00743984j 0.00379594+0.0224651j 0.0284209-0.0038148j -0.0323364+0.0227668j 0.000997661+0.0167665j 0.0327881-0.00316642j 0.0190168-0.0062737j -0.0139093+0.0464871j -0.0133774+0.0267032j -0.0134497-0.0442299j 0.0273118-0.0247005j -0.000109839-0.076099j -0.00674239+0.0367455j 0.0103745-0.0251844j 0.0424656+0.0441922j -0.0195531+0.0119598j -0.0159817+0.0569562j -0.006443-0.0381005j 0.00465684+0.0122863j 0.0478678-0.0411361j 0.0435549-0.0355449j 0.009745-0.0181671j -0.0497088-0.00662288j 0.0230525+0.0237624j 0.00483151-0.0463646j -0.041353+0.000266804j -0.000215058-0.0435407j -0.0167154-0.0483655j -0.00505988-0.0315691j -0.0101816-0.013321j 0.0467573+0.026206j -0.0167408-0.011849j -0.0348202+0.00874449j -0.0202894+0.0267902j -0.0116823+0.00918045j -0.0141772+0.0540545j 0.00237852-0.0226193j 0.00909795-0.00621639j -0.00168027+0.0180167j -0.0162136+0.0135735j -0.0087714+0.0348013j 0.0206353+0.01681j -0.00537793+0.0100011j -0.0189336+0.00208134j 0.00746371-0.0254996j 0.000864636-0.00621955j -0.00790724-0.0103943j -0.00617781-0.0040527j 0.0316304-0.00999912j 0.0269035+0.0153736j 0.011367-0.00963551j -0.00325162-0.0143781j -0.00869513-0.0151959j 0.0214884+0.00654034j 0.00368736+0.0035136j 0.0223905-0.0191007j -0.00194958-0.00286034j 0.00332545+0.0138995j 0.0163408-0.00194502j 0.00873464-0.0200842j -0.0179397+0.0110418j -0.0117078-0.00920542j 0.0125908+0.00032066j 0.00809389+0.0185377j -0.0127137+0.0145209j 0.00520469-0.00678284j -0.0196709-0.00943253j -0.00157334-0.0143809j 0.0224635-0.000838612j -0.00342267-0.00581678j 0.0169611+0.0159888j 0.0133586-0.00614862j -0.00819606-0.00133478j 0.00318308+0.0178506j 0.0122474-0.0119413j -0.000871691-0.0107273j -0.00032182+0.00345181j -0.018845+0.0146566j 0.00143522-0.0245285j 9.26703e-05+0.0111318j 0.0116638-0.012352j -0.00339611-0.00164052j -0.0293452+0.00971146j -0.0140879-0.00236429j 0.000320386+0.0170132j -0.0217569-0.00677357j -0.0139709-0.0044867j -0.0223864+0.00215051j -0.00576475+0.00881247j -0.017028-0.0054965j -0.00530269+0.00507315j 
