0.0236101+0.0331292j -0.0374895+0.0205525j 0.0449969+0.029882j 0.0274432-0.0430516j 0.0284924-0.00347532j 0.00745202+0.0386523j -0.00700419+0.0159313j -0.0175488-0.00649111j -0.000550376-0.0246525j -0.0163184-0.0013454j -0.0285102+0.00719345j -0.0110543-0.0161066j 0.00935818-0.028251j 0.0138425+0.0149156j -0.0032446-0.00986756j -0.0094556-0.0122083j 0.00148376-0.000623858j 0.011074+0.000613384j 0.00895017-0.0108758j 0.0123701-0.0139885j 0.0160975-0.00515076j 0.0115485-0.00586099j 0.00552112-0.000844247j 0.011105-0.0130454j 0.00877763-0.0215885j 0.000439808+0.00194792j 0.000655428+0.00213221j 0.0167658-0.0186128j -0.0104612-0.0233787j 0.0238307-0.00582521j 0.0031902+0.000182516j 0.0163411-0.00487859j -0.0076125-0.00649147j 0.00103418-0.00750234j 0.00952686+0.000344929j -0.00431572-0.00328906j -0.0113016+0.00719309j 0.0305336-0.00469475j 0.00447097+0.0155576j -1.55762e-05+0.0169325j -0.006856+0.00890087j 0.00716958+0.0239402j 0.000500568+0.0175458j 0.0274314-0.021334j -0.0118442+0.0146106j -0.0047572+0.0149985j 0.00201731+0.0123914j 0.0165992+0.0144528j 0.049785+0.01151j -0.00974516+0.0444153j 0.0131899-0.0373432j -0.0395101-0.0206964j 
0.00216241-0.00179837j -2.70221e-05+0.00263295j -1.57786e-05-0.00915858j -0.00358899+0.00954472j -0.00850256+0.00410542j -0.00608513+0.0076653j 0.00104342+0.00750343j 0.0145571+0.00375497j -0.00392306+0.0112701j 0.00242195-0.0167717j -0.00448666+0.00688603j 0.00303993+0.00985029j 0.00588432+0.00146641j 0.00186152+0.0127677j 0.00168072-0.000914522j -0.00282811+0.0100262j 0.00748299+0.00611466j -0.0127877+0.0017735j 0.00644714+0.00480468j 0.0107165-0.0107268j 0.00970699-0.00535762j 0.0042197+0.00110235j 0.00141553-0.00431049j -0.00787552+0.000416661j -0.00101314-0.00156084j -0.00578557-0.00503518j -0.00865755-0.00393904j 0.00360194-0.00333575j 0.00888867+0.00323256j 0.00219757+0.0077167j -0.00734521-0.0020495j -0.00381438-0.00338461j -0.0017779-0.00708535j -0.0114681-0.0175376j -0.0102739-0.000561624j 0.0174822+0.00847941j 0.0154455-0.00681531j 0.0047303+0.00270961j 0.0198473-0.000250537j 0.000740953+0.00498763j 0.0063742-0.0101807j -0.0102118+0.00156066j -0.00224212+0.00185395j -0.0116276-0.00337784j -0.000891157-0.00342421j 0.0120007-0.000866654j -0.00260964+0.00251438j -0.00347925-0.00377294j 0.00247305+0.00400978j -0.014723+0.00698872j -0.00327532-0.00551543j -0.00678855+0.00647151j 
0.0192494+0.00210585j 0.00174393+0.0170431j 0.010333+0.0134236j 0.0135401-0.0129604j -0.00144031+0.00867677j -0.00235423-0.0028267j -0.00532579+0.0099187j -0.012449-0.0066794j 0.00598742-0.00319673j -0.0115146-0.000296776j -0.000876617-0.00923605j -0.00357619-0.0151835j -0.00246689-0.00217213j -0.00749121+0.0007577j -0.00316316-0.00230095j -0.00371867-0.00541806j -0.00227249-0.00330405j 0.00733514+0.00376228j -0.00481173-0.00487793j 0.00430755+0.00340326j 0.0089699+0.00748148j 0.00343281-0.00421706j 0.00144356+0.00159635j 0.00429054-0.00288521j 0.00118359+0.00303594j 0.000132141+0.0138962j 0.00174516-0.00173097j -0.00413185+0.00271482j 0.000412902-0.00253143j 0.00674354-0.00416044j 0.00206847+0.000924513j 0.00143079-0.00929178j 0.0042753+0.00216294j 0.00364218-0.00219132j 0.0040123-0.00917447j -0.000678543+0.00485776j -0.00343641-0.00417493j 0.00023098-0.00917088j -0.0019278+0.00457771j -0.00480672-0.0103759j -0.0137258+0.0049805j -0.00786604-0.00114853j 0.000445834+0.00607768j 0.00237504-0.00113422j -0.00112199+0.00885832j -0.00386291+0.00166156j -0.015376+0.000910176j -0.00633754+0.00536502j -0.00797829+0.000453372j -0.00400445+0.00738819j -0.00717969-0.012755j -0.0171562+0.00636904j 
0.0111911+1.20764e-05j -0.0013186+0.0100844j 0.00574599+0.00508432j 0.00449631-0.00311254j -0.00171282+0.00796247j -0.00486189-0.000294024j 0.00275701+0.00381831j 0.00282051-0.00684846j 0.00326577+0.00628829j -0.00439152-0.00895325j 0.000225567-0.000199752j 0.00101996-0.00713253j -0.00407158-0.00701463j -0.00248981+0.00110907j -0.00100601-0.00136398j 3.56946e-05+0.00416908j -0.000460168+0.00672894j 0.00150001+0.0027689j 0.00153673+0.000312323j -0.00153208-0.00381618j 0.00664207-0.004137j 0.00108024-0.0030952j 0.00200087+0.00036656j 0.00689667+0.00116274j 0.00082704-0.000798903j -0.00360632+0.00104456j -0.00599791-0.00067912j -0.00123553-0.00143358j -0.00218445+0.000120506j 0.00783014-8.47854e-05j 0.002307+0.00455523j 0.000865902-0.00488245j 0.00279935-0.000241277j -0.00415394-0.00186646j 0.00178477-0.00195352j 0.0064751+0.00155931j 0.000724502-0.00287123j 0.00318287-0.00617323j 0.00219235+0.00205065j 0.000394671-0.00480154j -0.00548797-0.00383756j -0.00546226+0.00279432j -0.00279195+0.0073331j 0.00284646+0.000741596j -0.00263371+0.00155258j 0.00358581+0.00167002j -0.00487204+0.00162245j -0.00521844-0.000186463j 0.00423805+0.00784766j -0.0118354+0.00969246j -0.00673153-0.0141321j -0.0160249+0.00711275j 
-0.0026582+0.0042056j -0.00391643-0.00267435j 0.00095123-0.000752023j -0.000399934-0.00472031j 0.00436791-0.0021175j 0.0028156+0.00521601j -0.00251993-0.00402899j -0.00483797+0.00127312j -0.00324152-0.00499274j -0.00262201-0.000767368j -0.0011408+0.00246506j 0.00238501-0.00339095j 0.00786649-0.00204627j 0.00103427-0.00647793j -0.00901643-0.00415319j 0.000534012-0.00875743j -0.001932-0.00648052j 0.00541687+0.00156337j -0.00198129-0.00510531j 0.00981385+0.00605901j -0.00885503+0.00653528j 0.00160931+0.00726113j -0.00527159+0.0023067j -0.0046575+0.00287322j 0.00116365+0.00534902j -0.000228346+0.00237078j 0.012411-0.00139671j -0.00156535-0.00373773j 0.000115887-0.00410132j 0.00194836-0.00466572j -0.0018734-0.000322218j 0.00199645+0.00624654j -0.00267467+0.0061877j -0.000445762+0.00118784j -0.00111764+0.00181296j -0.00291444+0.00375902j -0.0108379+0.00197252j -0.00443341+0.00412406j -0.00140889-0.00607839j 0.000750753+0.000497128j 0.00451579+0.00190146j 0.00715573-0.000901609j -0.00131077-0.00230748j 0.0026131-0.00179652j -0.00465141-0.000259375j -0.00660961-0.00111394j 0.00849238+0.00546973j 0.000478099+0.00148188j 0.00196111+0.00121434j 0.0120117+0.00682733j 0.00281033+0.00347185j 0.00619822-0.000930709j 
0.00740811+0.00136857j 0.00309993+0.0064599j 0.00251562+0.00772506j 0.00914745-0.00575268j 0.00368835+0.00497834j -0.00189753-0.000468209j -0.0028347+0.00705407j -0.0136269-0.00485317j 0.00951232+0.00136357j -0.00128463+0.00951659j 0.000205719-0.00283364j -0.00179977+0.00180897j -0.00222098+0.0074948j -0.00140945+0.00485533j -0.000678522+0.000176757j -0.00251734+2.21641e-05j -0.00107962-0.00351319j -0.00202586-0.0018057j 0.000955828-0.000163682j 0.00124152-0.00548213j 0.00144502+0.00328862j -0.000804612-0.00504601j 1.73573e-05+0.00545905j 0.00230175-0.00329343j 0.00126107-0.00236828j 0.00128287+0.0114212j -0.00436801+0.00446648j 0.00382069-0.000964349j 0.00677194+0.000175122j 0.00213465+0.00281907j 0.00123669-0.00593582j 0.00166256-0.00644507j -1.26614e-06-0.00262124j -0.00279716-0.000446137j 0.00114554-0.00218614j -0.00134448+0.00136975j 0.00688461-0.00153009j -0.000812827-0.00768506j 0.000756606+0.00240929j 0.00025018-0.00160714j -0.00379802+0.00264714j -0.00110882+0.00253364j 0.00303641-0.00460046j -0.00225138-0.000348289j 0.00531835+0.00535537j -0.00713602-0.00354895j -0.00704208-0.00372662j -0.0031138+0.00272248j -0.0047675-0.0058043j 0.0053235-0.00338467j -0.000450487-0.000650667j -0.00294367-0.00179231j 
-0.00435838+0.000353451j -0.00113389-0.00349221j -0.00300762-0.00737182j -0.00793083+0.00332211j 0.00159146-0.00144325j -0.000213001-0.00247716j 0.00564941-0.00243556j 0.00374505+0.00196619j -0.00223168-0.00120001j -0.0010279-0.00303676j -8.52237e-05-0.00133527j 0.00154011+0.00148459j -0.00237707-1.31841e-05j 0.000394292+0.00146314j 0.00523297-0.00110236j 0.000829986+0.00110207j 0.00427394-0.000634706j 0.000462661+0.00290895j 0.00169407+0.0038154j -0.00164109+0.00332683j -0.00254248-0.00397994j 6.80812e-05+0.000728289j -0.000749399-0.00293588j 0.000869552+0.00242448j 0.00413249-0.00081755j -0.000413367-0.00300875j -0.000449134+0.00277248j -0.000563643+0.00136334j -0.00151179-0.00106186j -0.000808393+0.00208609j 0.00146514-0.000277787j 0.0017125+0.000886259j -0.00196919-0.00082024j 0.00611774+0.00127946j -0.00547847+0.00219834j 0.00190043-0.00284177j -0.00087621+0.00189473j 0.000238907+0.0032251j 0.000574947-0.000917784j -0.000151686+0.00237253j -0.000170878-4.36595e-06j 0.000948145+0.00118551j -0.00116266-0.000166385j -0.000158162-0.0042526j -0.00195471-0.0011404j 0.000856251-0.00121755j 2.04992e-05+0.000304726j 0.00337267+0.00116452j 0.00148747-0.00678286j 0.00332156-0.00442569j 0.0033683+0.00395207j 0.00470675-0.00354884j 
0.00890563+0.00713544j -0.00907223+0.00698756j 0.0112031+0.00399759j 9.97814e-05-0.00983738j 0.00592993+5.53419e-05j 0.00122502+0.00527481j 0.00420234+0.00411317j 0.000773834+0.00298838j -0.00609615-0.00225085j -0.00945402-0.0102782j -0.0047079-0.00141518j 0.00431118-0.0097262j 0.00556367-0.00862829j -0.00732881-0.00337565j -0.00447568-0.00724718j -0.0010491-0.00258194j -0.000246632+0.00339345j 0.00528265+0.00526938j 0.0013705-0.00606565j 0.0115163+0.00372804j 0.00399444+0.00427379j 0.00251375+0.00275912j 0.00107394-0.00657915j 0.00294691+0.000987286j 0.00072938+0.000892016j -0.00192401+0.000215233j 0.00958589+0.000339089j -0.00492982+0.00147304j -0.00320643-0.00590446j 0.00908905-0.00391317j -0.00182034+0.000582366j 0.00473645-0.00147177j 0.00171996+0.00871857j 0.00392754-0.00426553j -0.00113397-0.00198462j 0.00556616+0.00553133j -0.0120163+0.00348508j -0.000131509-0.00229313j 0.00153445+0.00322271j 0.000293238-0.00579009j -0.00870549-0.00317502j -0.00347666+0.00221613j -0.000255573+0.0114323j 0.00578753-0.00482834j -0.00107214+0.0085948j -0.000563832+0.00323517j -0.0034838+0.0104334j 0.00133956+0.00771505j 0.00502021+0.00566958j -0.00571604+0.0131612j 0.000816101-0.00921006j -0.0112091-6.60101e-05j 
0.00803653+0.00313492j -0.00239381+0.00768551j 0.00513679+0.00249067j 0.00222754-0.00345731j 0.00427752+0.00460181j -0.00597591+0.00355766j 5.92618e-05+0.0023223j -0.00649164-0.00214827j -8.56909e-05-0.00130142j -0.00402152-0.00647801j -0.00348856+0.00230343j 0.00529683-0.00176343j 0.00246874-0.0055903j -0.00038729+0.0010229j -0.00288267-0.00301238j -0.00098647-0.00301423j 0.00117721-0.00321418j 0.00276846-0.000360155j -0.000278691+0.00208818j 0.00972334-0.00385353j 0.000808483+0.00517069j 0.00204624-0.00220791j -0.0015209+0.000951526j -0.00472191-0.000498194j 0.00226686-0.00241858j 0.000763495+0.00651731j 0.00347012-0.000874017j 0.00146549-0.000453951j 0.00144797-0.00381344j 0.00190242-0.00152713j -0.00471942+0.00131038j 0.00226574-0.000621671j 0.00264113+0.000888483j -0.00245726-0.0013495j -0.00132277-0.00238005j -0.000440057+0.00584371j -0.00255548-0.000620281j 2.28076e-06+0.00170905j 0.00642001+0.0015231j 0.00057291-0.00147213j -0.00232913+0.00169826j -0.000368062-0.0007225j 0.00132913+0.00150713j 0.00201952-0.000417581j -0.00412984-0.000626916j -0.0019765-0.00168481j -0.0026959+0.00126376j -0.000438011+0.0046819j 0.0009007-0.00108921j 0.00232351+0.00314895j -0.000349997-0.00418184j -0.00497554+0.00058486j 
0.0104046+0.00389213j -0.00375539+0.0081365j 0.00740507+0.00473827j 0.00253603-0.00753115j 0.00342067+0.00426668j -0.00416102+0.00225389j 0.00332125+0.00236118j -0.00263751+0.0029586j -0.000793204+0.000448804j -0.00701368-0.00436689j -0.00134862-0.00182027j 0.000925779-0.00911965j 0.00113755-0.00363587j -0.0064403+0.00112691j -0.00363684-0.0023404j 0.000825403-0.00287084j -0.00123352+0.00376505j -0.000201561+0.00410962j 0.00232729-0.00322132j 0.00540731-0.000575599j 0.00642244+0.000800885j 0.000824909+0.000942183j 0.00121223-0.000135185j 0.00517606-0.00202046j 0.000287735-0.000256075j -0.00299016+0.00238033j 0.00212504-0.00111651j -0.00257486+0.00117882j -6.05766e-05-0.000962727j 0.00390033-0.00115207j 0.00256038-0.00234402j 0.0020817-0.00304045j -0.00019059+0.00360806j -0.000216553-0.0023056j 5.95531e-06-0.00174479j 0.00510087+0.00342703j 1.91129e-05-0.00112634j 3.13793e-05-0.00287624j -0.000446964+0.00283353j 0.0013938-0.00289542j -0.00751007-0.00351185j -0.00413635+0.00206766j -0.000813638+0.00794479j 0.0022452-0.00297383j 3.63926e-05+0.00337856j 0.000223142+0.000726124j -0.00704425+0.00474324j -0.000951528+0.0042268j 0.00130954+0.00378927j -0.00462599+0.00677233j -0.00175582-0.00989904j -0.0123287+0.00158921j 
0.000680322+0.00116384j 0.000463014-0.00026554j 0.00104481+0.000181283j -0.000558621-0.00332919j 0.00361503+0.00107819j -0.0012414-0.00104371j 0.00245298-0.00172684j -0.00576534+0.00140097j 0.00178311-2.01934e-05j -0.00023851+0.00531204j 2.27484e-05-0.000872248j 0.00227741-0.000816892j 0.00215214+0.000995206j -0.00275334-0.00144114j -0.00471574-0.000428008j 0.00330515-0.00271791j -0.00385013-0.00197844j 0.00176715+0.000106633j -0.0018202-0.0020484j 0.00235053-0.00300219j -0.00178668+0.0009093j -0.00148878+0.00203883j -0.00201354+0.00232803j 0.00161182+2.81631e-05j 0.000854695+0.0023459j 0.00135615+0.00235946j 0.00174648-0.00152239j 0.00229281-0.00141643j -0.000137395-0.000707891j -0.000692917-0.000896107j -0.000619811-0.0022734j -0.00016751+0.000578131j 0.00103487+0.000985101j -0.000318928+0.00193358j -0.000849448-0.000224174j -0.000484321+0.00043121j 0.00139405+0.00084497j -0.00254631+0.00151319j 9.31313e-05-0.000849864j 0.000250764-0.000630002j 0.00236561+0.00252489j 0.00422832+0.00174931j 0.000966372-0.000594966j 0.00193787-0.00108201j -0.000231531-8.78972e-05j -0.00461879+0.000700617j -0.00141154+0.00387864j 0.00164894+0.00143803j -0.000675543-0.00115646j 0.00150989-0.000574463j 0.00203267+0.00172623j 0.000522842-0.00197709j 
0.00140395+0.000966255j -0.0027356+0.000833522j -0.000676862+0.000673397j -0.000630385+0.000935422j 2.19772e-06-0.00590108j -0.000704554+0.0012984j 0.00162945+0.00191161j -0.000453035+0.00495935j -0.0004863-0.00169791j -0.00321386+0.00103815j -0.000531861+0.00058733j -0.000803108+0.000683903j 0.00120841+0.000543378j 0.00118735+0.000507623j 0.00775123-0.00388245j -0.00679053-0.00216814j 0.00124404-0.00489062j 0.00107556+0.0033777j 0.00274154-0.000111034j 0.00945359-0.000519572j -0.00475655-0.00178946j 0.000294885-0.00328989j -0.00332291+0.00371867j -0.000742952-0.000790099j 0.00227093-0.00533813j 0.000522508+0.00289198j 0.00339521+0.00211549j -0.00269915+0.0039623j 0.00200778-0.000881447j -0.00245107-0.00476681j 0.00341277-0.000883746j 1.21249e-07+0.00490743j -0.00207702+0.000938532j -0.000825073+0.000216315j -0.00154828+0.00479003j -0.00200946+0.000426092j -0.0013849+0.00125933j -0.00302085+0.00394004j -0.0018407-0.00102103j 0.000158573+0.00333306j -0.00233368-0.00143753j -0.00126523-0.0029567j -0.0024709-0.00449422j -0.000483783+0.00114206j 0.00339683-0.000354769j -0.000925265-0.00244008j 0.00486958+0.00247426j -0.00322531+0.00184722j -0.000465073+0.000325008j 0.00616021-5.90731e-05j 0.00260201+4.39299e-05j 0.00139729-0.00115747j 
0.00765506-0.00247921j 0.00143899+0.00510256j 0.00190576+0.00553575j 0.00187611-0.00158738j -0.000862319+0.00240154j -0.00601962+0.00102083j 0.000212787+0.00383805j -0.00175366+0.00421888j 0.00389955+0.00234664j -0.00389679-0.00421925j 0.00124249+1.51963e-05j 0.000351266-0.005108j 0.00374815-0.000900872j -0.0063138-0.0015691j -0.00359487-0.00400213j -0.00601115-0.00702081j -0.00392471+0.000566456j -0.000251336+0.00660145j 0.00127103-0.0102j 0.0120331+0.00444336j 0.00059448+0.00667787j 6.90911e-05+0.00251938j -0.00378308+0.00705394j 0.00122135-0.0014186j -0.00135612+7.58799e-05j -0.00594672+0.00378065j 0.00813244-0.00108205j -0.00119862+0.00325504j 0.00319829+0.00216787j 0.00347229-0.000995151j 0.00194967-0.00175986j 0.00125129+0.00246174j -0.000248581+0.00387897j -0.00464341-0.00138762j 0.00457399+0.00171049j 0.00513217+0.0029765j -0.00431415-0.00115499j -0.00565081-0.00459965j -0.00448807+0.00485295j 0.00218184-0.00365475j -8.43414e-07-0.00427576j -0.00639351+0.000801623j -0.00404357+0.00145435j -0.0019669+0.00351112j 0.00458539+0.0026593j -0.00277508+0.00152356j 0.00475246+0.00700807j -0.00371154+0.00037016j -0.00290503+0.00834009j 0.00284184+0.00394932j -0.0059921-0.00906384j -0.00911275+0.00758318j 
0.00158129-0.000894081j 0.00186769+0.00267457j -0.00468009-0.000908779j 0.000188422-0.00136588j 0.00418272+0.00108291j 0.00259114-0.00227717j -0.00220764+0.00384384j -0.00581303-0.00955299j 0.00155312-0.00258475j -0.000738891+0.00248813j -0.000801409+0.00124313j -0.00470717+0.00509405j -0.00774768+0.00416353j 0.0106979+0.00240269j 0.00644147+0.000946037j -0.00400258+0.0120476j 0.00486408-0.00413006j 0.00660383-0.00551533j 0.000387793+0.0163495j -0.0092373+0.00485944j -0.00275855+0.00257512j 0.00684443-0.0111841j 0.00367337-0.00658252j 0.0036247+0.00338282j 0.00762118-0.00800466j 0.00797853+0.0028851j -0.00947226+0.00392496j -0.00249625-0.00137111j 4.59261e-05-7.67964e-05j -0.00245836-0.000296203j 0.00507662+0.0042715j 0.000417613-0.00906311j -0.000736732-0.00879618j 0.00787189-0.00291184j -0.00150177-0.003335j -0.00519971-0.000506101j 0.00242154+0.00536975j 0.00306548-0.00197772j 0.00413489-0.00503367j -0.00503965+0.00445134j 0.00706539+0.00698262j -0.000216799-0.00289076j -0.00579082-0.00860547j -0.00422108-0.00474512j -0.00389474-0.00232821j 0.00516633-0.0017764j -0.00560572-0.00872981j -0.00260849-0.00366833j -0.00357027-0.00226885j -0.00221307-0.00660859j 0.0024481-0.000562871j 0.00173069-0.00447725j 
0.000192622+0.00116476j -0.00344043-0.000919822j 0.000157663-0.000207035j -0.00280048-0.00113896j 0.00191246-0.00812616j -0.00296847-0.00078085j -0.000333365+0.00065776j -0.00226584+0.00455675j -0.00504152+0.000571578j -0.00621649+0.00111827j 0.00143666+0.0019752j -0.00456637-0.000329346j -0.00728969+0.00252247j 0.00429908-0.00200172j 0.011771-0.00320825j -0.0121479+0.00302763j 0.00498209-0.0091549j 0.00697857+0.00978831j 0.00597913+0.0135243j 0.00884139+0.000973218j -0.00282278-0.00361556j 0.00193956-0.00947146j -0.00360296+0.00195928j 0.000454734+0.0023314j 0.00770705-0.00810719j 0.00222466+0.000655075j 0.00168189+0.00239583j -0.00504623-0.000195421j 0.00393911-0.00303596j -0.00154572-0.00485949j 0.0117145-0.00275282j 0.0036321+0.00674375j -0.0110033+0.00068677j 0.00871069+0.000646689j -0.00864828+0.00514884j -0.00278745-0.0010576j -0.00127238+0.00404658j -0.00420134+0.00252823j -0.00191903-0.0086893j -0.00180296+0.00723034j -0.00455845+0.000394146j 0.000572412-0.00811265j -0.0113953-0.00692059j -0.0052099-0.00657864j 0.00181186-0.00393705j 0.000380102-0.00508082j 0.00434023-0.000685013j -0.00754282-0.00149168j -0.00338793+0.00212411j 0.00667309-0.0024759j 0.00336463-0.000832431j 0.00192976-0.00159406j 
-5.96642e-05+0.000297154j 0.00208044+0.000487963j -0.000664334-0.00083152j 0.000850668+0.00142934j -0.00274217+0.00574261j -0.00260753-0.00319797j 0.00229059-0.00233129j -0.000377488-0.00210265j 0.00747509+0.00221985j 0.00120082-0.00169024j 0.00106236-0.0045882j 0.00842483-0.00499278j -0.00081825-0.00050687j -0.00879477+0.00114228j -0.00655272+0.00107054j 0.00959464+0.000516111j -0.00483339+0.00667701j -0.00282422-0.00315356j -0.00203245-0.00469405j -0.00599975-0.00362193j 0.00429446-0.000622002j -0.00447994+0.00105967j 0.00444461-0.000522021j 0.00248605-0.000470049j -0.00483664+0.00337084j -0.000402171-0.00093513j -0.00640833-0.00411448j 0.00152112+0.00147018j -0.00350262+0.00331294j -0.00140504+0.00435552j 0.000408583+0.00020127j -0.00405748-0.0011193j 0.00672351-0.000112959j 0.000698599-0.00013378j 0.00325041-0.00484846j 0.00165599+0.00157399j 0.00584407+0.00126353j 0.00545523-0.00213534j 0.00101706+0.00193386j 0.00459115-0.00496931j 0.00356437-0.0023149j 0.00320589+0.00245503j 0.00532312+0.00643239j 0.00348477-0.00322242j -0.00707826+0.00108622j 7.797e-05+0.00158106j -0.0069451+0.00214397j 0.00297543+0.000269962j 0.0027783-0.00123722j -0.00174466+0.00422935j -0.00345953+0.00042423j -0.00157987+0.00255592j 
-0.00219873-0.00356389j 0.00259326-0.00218184j -0.00248176+0.00154214j 0.00037533+0.00398758j -0.00180011-0.00108716j -0.00448296-0.000135287j 0.0011431+0.00164507j 0.00141664+0.00551645j -0.00157596+0.0063417j 0.00142169+0.00362968j 0.000353938-0.00419915j -0.00421466+0.00516366j -0.00846314+0.000943982j -0.00384242-0.00608147j 0.0136959-0.000119487j -0.00784154-0.00654884j -0.00512246-0.00357995j 0.00267128+0.00838397j 0.00119101+0.000947767j 0.00939643-0.00332192j -0.00200107-0.0105547j 0.000342262-0.00735722j -0.00894519+0.00837982j -0.00242557-0.00441308j -0.00202408+0.000817723j -0.00375521-0.00173442j -0.00676523-0.0037856j -0.00139027+0.00309139j 0.000749393+0.00932219j -0.0104328-0.000718805j 0.00883042+0.00561072j -0.00494633+0.0143144j -0.00604939-0.000408389j -0.00504+0.00700384j 0.00275755+0.000458286j -0.00625141+0.0038531j -0.000430231-0.00479999j -0.00176792-0.00254542j -0.00335562-0.00526983j 0.0055224+0.00684946j 0.000368521-0.00279898j -0.00146794-0.00514385j 0.00120288-0.00327782j 0.00236129-0.000367455j 0.0026374+0.00221463j -0.000817642-0.00312145j 0.00454062+0.00200086j -0.00110558-0.00212639j -0.00418971+0.000499074j -0.000203488-0.00387725j 0.000262741+0.0020581j 0.00184973+0.00139781j 
-0.000166256-0.00240518j 0.0025174-0.00105142j 0.000429925+0.00544682j 0.00321384+0.00193518j 0.00127887+0.000704339j -0.00894601-0.000267243j 0.002379+0.00017243j -0.000711641+0.00566102j -0.000226491+0.0166005j -0.00307499+0.00801355j 0.000212981-0.00503207j 0.00241771+0.00179544j -0.0164978+0.000519569j -0.0121146-0.00773519j 0.00959248-0.000951156j 0.000473422-0.0084943j -0.00836928-0.00058979j 0.000615341+0.00777605j 0.0018581-0.00533971j 0.00569142-0.00999964j 0.00644802-0.0111294j 0.000601406-0.00785508j -0.0146506+0.000700664j 0.00120562-0.012345j -0.00755731+0.00130436j -0.0076211-0.00407318j -0.0124074-0.0049496j 0.00291405-0.00192293j 0.00169134+0.0135213j -0.0110158+0.00388547j 0.00906824+0.00749241j -0.00142104+0.0130152j -0.00574206-0.000452377j -0.00505886+0.0125877j 0.00655484-0.00860714j -0.00815122+0.00952418j 0.00102561-0.00733712j -0.00229747-0.00372115j -0.000133952-0.00353322j 0.00850867+0.00635531j 0.00267247-0.00303005j -0.00710866-0.00403341j 0.00449968+0.00492154j 0.00496406-0.000137505j -0.00348791+0.00566786j 1.15599e-05+0.000551398j -0.00284332+0.00560929j 0.000880332+0.00121938j 0.00219282+0.00129747j -0.00316151+5.41453e-05j -0.00213248+0.00134949j -0.00175409+0.00192447j 
0.0022323+0.00205554j -0.00451483+0.00199389j 0.00513167-0.00301261j -0.00405545-0.000991949j 0.00100261-0.00676517j 0.000687548+0.00415326j -0.000286037-0.000879773j 0.00299178+0.00438664j -0.0057546-0.00398579j -0.00641236-0.00832366j 0.00132313+0.00616095j -0.00015708-0.00342402j 0.00299817-0.000464502j 0.00622646+0.000920927j 0.00110891-0.00291448j -0.00572836-0.0048204j 0.00747799-0.000496386j 0.00131142+0.00342067j 0.0082294+0.00198634j 0.00867113+0.00369374j -0.00301626+0.000678368j -0.000251326+0.000233047j 0.000607375+0.000290885j -0.00283536+0.00432962j 0.00807656-0.0061533j -0.000583417+0.000373318j 0.010924+0.00288825j -0.00111781+0.00481089j 0.00357793-0.00972453j 0.00633781-0.00024899j 0.000614492-0.00280745j 0.00164347+0.00143436j -0.00133516+0.00605891j 0.00178371-0.00336756j -0.00609185+0.00678418j 0.00415208-0.0037421j -0.00583461+0.00405383j -0.00163438+0.00126713j 0.000843503+0.00095712j 8.32884e-05-0.000181645j -0.00704819-0.00126421j -0.00360679+0.0029856j -0.00181673+0.00119191j -0.000487547-0.000298235j 0.00644082-0.000120787j -0.00352324-0.00390288j 0.002878-0.000794402j -0.000495199+0.00580497j 0.000194352-9.57207e-05j 0.0017918-0.00141167j 0.00177655-0.00293084j -0.00178002-0.00181536j 
-0.000122156-0.00289207j 0.000866547-0.000103735j -0.00709138+1.99236e-05j -0.00374794+0.00466414j 0.00357192+0.00562125j -0.0141428-0.00899842j 0.0103393-0.00828155j -0.00763327-0.00696246j 0.0134331+0.00279563j 0.009128+0.0115406j 0.000420407+0.00339907j 0.0080912-0.00255982j 0.000357999+0.00305758j -0.00536245-0.00410658j -0.012463+0.00136438j 0.0104914+0.00539228j -0.00887118+0.00328909j 0.00206918-0.00942392j -0.00910977+0.00202951j -0.00796437+0.00242924j -0.0154736+0.00855587j 0.000346547+0.00147095j -0.00313258+0.00453359j 0.0117324-0.00433699j 0.00373873-0.00737865j -0.00150784-0.00199187j -0.00638102+0.00568246j -0.000235815-0.0049223j -0.000443162+0.010633j -0.00230672-0.00243438j 0.0108855-0.00316686j -0.000746006-0.000935498j 0.00183917-0.0129149j -0.000207187-0.00129109j 0.0106924-0.000295128j -0.00579618-0.00424241j 0.00458242+0.00482265j -0.00698772+0.000217754j 0.00603517-0.00438483j -0.00702764-0.00119053j 0.0200199+0.00198441j 0.0113876+0.00405628j -0.00183555-0.000297642j -0.000357225-0.00175549j -0.00860456-0.00947279j 0.00153381+0.00240964j 0.00591029+0.00625532j 0.00243126-0.00121606j 0.00189006+0.00124186j 0.00377348+0.000673293j 0.000402371-0.00128189j 0.00037054+0.000205484j 
