0.0236101+0.0331292j -0.0374895+0.0205525j 0.0449969+0.029882j 0.0274432-0.0430516j 0.0284924-0.00347532j 0.00745202+0.0386523j -0.00700419+0.0159313j -0.0175488-0.00649111j -0.000550376-0.0246525j -0.0163184-0.0013454j -0.0285102+0.00719345j -0.0110543-0.0161066j 0.00935818-0.028251j 0.0138425+0.0149156j -0.0032446-0.00986756j -0.0094556-0.0122083j 0.00148376-0.000623858j 0.011074+0.000613384j 0.00895017-0.0108758j 0.0123701-0.0139885j 0.0160975-0.00515076j 0.0115485-0.00586099j 0.00552112-0.000844247j 0.011105-0.0130454j 0.00877763-0.0215885j 0.000439808+0.00194792j 0.000655428+0.00213221j 0.0167658-0.0186128j -0.0104612-0.0233787j 0.0238307-0.00582521j 0.0031902+0.000182516j 0.0163411-0.00487859j -0.0076125-0.00649147j 0.00103418-0.00750234j 0.00952686+0.000344929j -0.00431572-0.00328906j -0.0113016+0.00719309j 0.0305336-0.00469475j 0.00447097+0.0155576j -1.55762e-05+0.0169325j -0.006856+0.00890087j 0.00716958+0.0239402j 0.000500568+0.0175458j 0.0274314-0.021334j -0.0118442+0.0146106j -0.0047572+0.0149985j 0.00201731+0.0123914j 0.0165992+0.0144528j 0.049785+0.01151j -0.00974516+0.0444153j 0.0131899-0.0373432j -0.0395101-0.0206964j 
-0.00212022-0.00151006j 0.0021052-0.00304786j -0.00687428+0.00218749j -0.00135236+0.00581927j 0.00555588-0.00379813j 0.00515205+0.00165747j 0.000874634+0.00243072j 0.000310247+0.00281557j -8.45191e-05-0.00233537j -0.00724459+0.00205635j 0.000527267-0.00463845j 0.000139275-0.000136587j -0.0011552+0.00119623j -7.20002e-05-0.0056267j 9.99554e-05-0.00313952j -0.00318167+0.00538742j -0.0067937+0.00287356j -0.000447642-0.00120137j -0.00468031-0.0030242j 0.00796891+0.00310163j -0.00134994+0.00738401j 0.00169123-0.00540085j 0.00356245-0.00162317j -0.00202824+0.007064j -0.00339657+0.00183756j 0.00755642-0.00174731j 0.00206625+0.00133474j 0.0111923-0.000673717j 0.00372794+0.00960652j -0.000934318+0.00263467j -0.000750081+0.00893862j -0.00202639+0.00529837j -1.00429e-05-0.00345126j 0.00118417+0.00192936j 0.00234723-0.000218023j 0.00176459-0.00320823j 0.00136741+0.0032076j -0.00577571-0.0016668j 0.000712166+0.00821835j 0.00763056-0.00455547j 0.00330671-0.00912617j 0.00582806-0.00346322j -0.00668649-0.0098575j 0.000152643-0.00411589j 0.00369576-0.00553337j 0.00139635-0.00611681j -0.000315252-3.61384e-05j -0.00164647-0.00476838j 0.000479881+0.00156189j 0.00209298+0.00480392j -0.000661037+0.00205582j 0.00320285+0.00153355j 
-6.50856e-06+0.00050109j -0.000895651-0.00106745j 0.000124487-0.000302678j -0.00201451+0.000775533j -0.000344492+0.00275092j -0.00137909-0.00520558j -0.00235518-0.00019827j -0.000291626+0.00183274j 6.23956e-05-0.00115025j 0.00164558-0.000147525j 0.00122105+0.000289858j -0.000235301-0.00027345j 0.00141626+0.00400459j -0.00138581+0.00138591j -0.000208416+0.00198448j -0.00134486+0.000876312j 0.00768389-0.00529496j 0.00550768-6.44574e-05j 4.85708e-05-0.00260278j -0.000905979-0.00185065j 0.000907625+0.00254035j -0.000502052-0.0027121j 0.00305438-0.00225618j -0.0020593-0.00149952j 0.00334124+0.00105755j -0.00146943-0.00350816j -0.00143285-0.003227j -0.00220959-3.95598e-05j -0.000408864-0.000252795j 0.000277212-0.00335442j -0.00095574-0.00493557j 0.00152204+0.0027366j 0.000206949+0.000648347j 0.00175084-0.00248063j -0.00468377+0.00302784j 0.0030503+0.000756838j 0.00100548-0.00293492j 0.00145609-0.00102257j -0.00217859-0.00571626j -0.00170596+0.000426997j 0.00170284+0.00162416j -0.00114187-0.00317617j 0.000765577-6.30555e-05j -0.00527369-0.000496114j -0.00244914+2.01905e-05j 0.00181428-0.000334243j -0.00142202+0.00088181j -0.002888-0.000961786j -0.00138036-0.000842443j 5.97974e-05+0.00224195j -3.8047e-05+0.00164277j 0.00132124+0.000960412j 
-0.00261746-0.00191904j 0.00215297-0.00140013j -0.0067065+0.00153694j 0.00107075+0.00399606j 0.0102269-0.00559804j 0.00818683+0.0108891j -0.000380378+0.0015625j 0.0036155-0.00345579j -0.00359065+0.00469488j -0.0095871+0.00553558j 9.79533e-05+0.0011576j 0.00146695+0.0089792j -0.00638126-0.00771298j 0.00257594-0.00851796j 0.000762687-0.00650654j -0.00647357+0.0052768j -0.00686406+0.00710102j -0.0195111-0.00026085j -0.00473218+0.00490726j -8.47519e-05+0.00941811j 0.00670445+0.00541496j 0.00715032-0.00369959j -0.00203809+0.00343545j -0.00880526+0.000359288j -0.00856896-0.00286299j 0.00289468+0.00350534j 0.00617168-0.00146216j 0.00982876-0.000696945j 0.0113989+0.00646046j 0.00194337+0.00739125j -0.00170001+0.0135217j -0.00872979-0.00638934j -0.00499487-0.00485955j 0.00598095+0.00879537j 0.00609511-0.00847327j 0.00242525-0.00965763j -0.000196333+0.00709465j -8.36871e-05+0.00572818j 0.0115408+0.0155781j 0.00930377-0.00295545j -0.00439971-0.00580831j -0.000115584+0.00707064j -0.00315797+0.00107398j 0.0116459-0.00294942j 0.00499243-0.00592325j 0.00419931-0.00404518j -0.00301218-0.00441735j 0.00454802+0.00131634j -0.00033177-0.00181672j 0.000592255-0.00729665j -7.28846e-05+0.00128178j 0.00195435-0.0020491j 
-0.00167185-0.00225919j 0.00181403-0.00228495j -0.000796824+0.00138588j -0.00076348+0.0025767j 0.00493811-0.000300094j -0.000124414+0.00573666j -0.00652669+0.00408168j -0.00303374+0.00218067j 0.00437568+0.013098j 0.000555804+0.0071433j 0.00829178+0.00158128j -0.00141587+0.0067436j -0.000546268+0.00217076j -0.0034551-0.00808676j -0.00517968+0.00739609j 0.00321072+0.000961646j -0.007035-0.00709716j -0.00121239-0.00104596j -0.00621052-0.00208847j -0.00383979+0.00498092j 0.00571159+0.0044572j 0.00818075+1.4804e-05j -0.00487158+0.00693792j -0.0119461-5.62274e-05j 0.000302601+0.00286963j -0.000214245-0.00121215j 0.00823573-0.00364314j -0.00608597-0.010726j 0.0025123+0.00221178j 0.00441704+0.00409405j -0.00329461+0.000137914j -0.00139331-0.0122357j -0.00308417+0.00830003j 0.00722901+0.00545009j -0.00362836-0.00933099j 0.00442954-0.00102693j -0.00730849-0.000426144j -0.000966822+0.00919559j 0.000958332+0.00569398j 0.00389681+0.00136737j 0.00771677+0.00740496j -0.00344566+0.00728713j -0.00566552+0.00420566j 0.00181522+0.00878787j -0.00871259-0.00652981j 0.00718279-0.00533228j 0.00211907+0.00506897j -0.00557948-0.00921612j -0.00288803-0.000752489j 0.000157316+0.00509826j -0.00145768+0.00221162j 0.00153611+0.00368247j 
-0.000606974+0.00196874j -0.00372101-0.000229758j 0.00361131-0.00221029j -0.00256646-0.00125631j 0.0030995+0.000237207j -0.00389079+0.00819416j -0.00473441-0.00348141j 0.00360121+0.00230735j 0.000328595+0.012779j 0.00404483+0.00194796j 0.00580292+0.00567783j -0.00549138+0.00349734j 0.00174103+0.00449223j 0.000403306-0.00312352j 0.00109528+0.00721864j 0.0059524+0.000941578j 0.00190557-0.0025161j 0.00400361-0.00079174j 0.00261804+0.00764883j -0.00953039+0.00707489j 0.00862548-0.00785156j 0.00758925-0.00717228j -0.0117955+0.00431368j -0.00622602-0.00329298j 0.00132932+0.00553115j -0.00677655+0.00018942j 0.00497988+0.00176635j -0.016724-0.0109363j -0.000974893-0.0029698j 0.00320038-0.00106761j -0.0016123-0.000803395j 0.00205368-0.021416j -0.00613547+0.0107923j 0.00911085-0.00271518j -0.00310267-0.00532306j 0.000824692+0.00237502j -0.00935217+0.000522394j -0.00525938+0.0137515j -0.000856746-0.00144807j -0.00422295+0.00685368j 0.00174228+0.0108231j -0.00507572+0.0129917j 0.006872+0.01466j 0.00607376+0.0110874j -0.00575861-0.000369806j 0.00776812-0.00429689j -0.000879228+0.0016301j 0.00458898-0.00151755j -0.00108154-0.00219534j -0.000510797-0.00202123j 0.00167704+0.000108372j -0.000312203-0.00175601j 
-0.00123052+0.00264071j -0.00261192-0.0018697j -0.00335113-0.00278332j -0.00389532+0.00142309j -0.00111098-0.00115297j 0.00262376-0.000272738j 0.00482105-0.00151043j 0.00634976+0.00440701j 0.0035717-0.00813064j 0.000794811-0.000116522j 0.00305804-0.0131339j -0.00286266-0.00617646j 0.00391718-0.000494308j 0.00435862+0.00420055j 0.00113763-0.00349311j 0.00441564+0.00473541j -0.00368113-0.00735393j 0.0182964-0.00067042j 0.000534924-0.00301836j -0.000426907-0.000621736j 0.00238096-0.00194842j 0.000876349-0.00309436j -0.00220645-0.0059228j 0.00265505-0.00023302j -0.00137056+0.00417624j 0.0035232+0.000714694j -0.00292636-0.00254423j 0.00040604+0.000877849j -0.000356469+0.00633794j -0.00730876-0.0015329j 0.000991157-0.00161805j -0.00287807-0.000807042j -0.00274604-0.00793822j 0.00603024-0.00448129j 0.00184984-0.00390832j 0.00203941+0.00673712j 0.003617-0.000473349j -0.00380179+0.000532423j 0.00153764-0.00496833j 0.00413299-7.21154e-05j -0.00151058-0.00800596j 0.00434206+0.000804951j -0.00532678-0.00363509j 0.00241389-0.00277903j 0.000231731-0.00363063j 0.00340887-0.00346129j -0.00334509+0.00103669j 0.00161803-0.000341166j 0.00355349-0.00233831j 0.00018761+0.00475577j 0.00117738+0.00350236j 0.00306868-0.000749735j 
-0.00392308-0.00130575j 0.00198989-0.00330845j -0.000857849+0.00166772j -0.00105318+0.00399509j 0.00365463-0.00324088j 0.000110147-0.00388467j -0.00141271+0.00127028j -0.0086793-0.00235214j -0.00527173+0.00757245j -0.0025712+0.000196374j -0.00295878+0.0126936j 0.00592735+0.00683806j -0.00437385+0.00143042j -0.00460722-0.00480558j -0.000262984+0.00525003j -0.00357624-0.000772029j 0.00679046+0.00943432j -0.018418-0.00122299j 0.000424444+0.00333899j 0.0062831+0.000492749j -0.00542594+0.00483355j 0.000504579+0.00652749j 0.00951686+0.00573578j -0.000371636+0.00775674j 0.00113721-0.0012268j 0.000348061-0.00746201j 0.00285017+0.00182051j 0.00552213-0.00431596j -0.00177086-0.00215842j 0.00765082+0.00435668j -0.00208302+0.000485435j 0.00582564+0.00577977j 0.00399547+0.00929326j -0.00617415+0.00697573j -0.00439823+0.00936794j -0.00243411-0.00855301j -0.00287848+0.00375889j 0.00131845-0.00307333j -0.00650312+0.00673857j -0.000469323-0.000739972j 0.00350713+0.00604145j 0.000975565-0.00648372j 0.00704453-0.00031956j -0.00639035+0.00201259j -0.00046811+0.00405094j -0.00330341-0.000129911j 0.000842942+0.000488531j 0.00229327-0.00361983j 9.66063e-05-0.000794109j -0.000604134+0.00030135j 0.000157172+0.00182249j 0.00189494-0.000440185j 
-0.00151259+0.00169722j -0.00116588-0.00056139j 0.00163108+0.000895831j 0.000880241-0.000871013j 0.00187084+0.00135633j 0.000427846-0.00541509j 0.00114928+0.000305179j -0.00413024-0.00119767j -0.00308418+0.00544596j -0.00135108+0.00103678j -0.00305419+0.00748038j 0.00365364+0.00422999j 0.0010213+5.35043e-05j -0.0044621+0.00262986j -0.00139242+0.0070523j -7.69296e-05-0.00422048j 0.00989395+0.0048675j -0.0100645-0.00106333j 0.000442517-0.000115935j -0.00183637+0.000434322j -0.0012074-0.00405835j -0.00509076+0.00252901j -0.00294526-0.00534053j 0.000740019-0.00413986j 0.000415083-0.00118926j -0.00270882+0.00029272j -0.0014497+0.00160605j -0.00341501-0.000406482j -0.00214901-0.0037365j 0.00242967+0.00175096j -0.000373899-0.00467473j 0.00223584+0.00511738j 0.0039165+0.00509872j -0.00335812+0.00279371j -0.00391955+0.00425689j -0.00584829-0.0034018j -0.00441413+0.00261569j 0.00783236-0.00357173j -0.00389524+0.000297527j -0.00447776+0.00248565j -0.00547027+0.00586146j 0.00028583-0.00156348j 0.010509+0.00345125j -0.00442269+0.00484104j -0.00559334+0.00651907j -0.000753861+0.00535762j -0.000784783-0.00450431j 0.00405011+0.00164372j 0.00445163-0.000450347j 0.00117683-0.011059j 0.00093643+0.00239648j 0.00263491-0.00588733j 
-0.00095753+0.000451568j 0.00159007-0.00330387j -0.00308603+0.00241104j 0.000707786-0.00152183j -0.00160131+0.0056752j -0.00264628-0.00263552j -0.00575625+0.00527109j -0.00825228-0.000682749j -0.00172843+0.00381502j -0.000288506+0.00242626j -0.00457637+0.00567818j 0.00592228+0.00479144j -0.0038125-0.000533451j 0.000800842+0.00103289j -0.0074778+0.00454156j 0.000173344-0.000789066j -0.00201526-0.00281256j -0.012471+0.00291511j 0.000817944+0.00225243j 0.00478435-0.00253932j -0.00176616+0.00545876j 0.000850142+0.0071291j 0.0125467+0.0108812j -0.000867505+0.00575248j 0.00157282+0.00866473j 0.00348266-0.00826703j 0.00386621-0.0067318j -0.00348425-0.00537437j -0.000108495-0.000786214j -0.00862373+0.000733004j -0.00349697-0.00611355j 0.00468504+0.00342049j 0.00301188+0.00861869j -0.00301814+0.00582583j -0.00501473+0.00985492j -0.00209169-0.00301127j 0.00726961-0.00581138j 0.00641293+0.00161786j -0.00841098+0.00426841j -0.00277553-0.00197027j 0.00694008+0.0114997j 0.00186816-0.00975017j -0.000508004-0.0038134j -0.0066494-0.000683972j -0.00299249+0.000204931j 0.00395398-0.00325351j 0.00272364+0.00503617j -0.00184688-0.00751917j 0.000732048-0.000145642j 0.000484019+0.0115256j -0.0022763+0.00230235j 0.00165606+0.00519123j 
0.0018269+0.000578583j -7.78872e-05+0.00207207j -0.00239376-0.000661221j -0.00187281-0.00924919j -0.000806738+0.0076325j 0.000785204+0.00646019j 0.00129881-0.000645596j -0.00262814-0.00353529j -0.00405277-0.0037184j 0.00551739+0.00558738j -0.0102821+0.0035403j 0.00124716+0.00146219j 0.000568683-0.00394619j -0.00347842+0.00129498j -0.00517113-0.00868458j 0.00265004+0.00287956j -0.00467004-0.00442991j -0.00645064+0.0114463j 0.000676849+0.0117621j -0.000232704+0.00513913j -0.000706225+0.00211572j 0.00205837-0.000724235j -0.00241451+0.00470015j -0.00248184-0.00503808j -0.00786777+0.00887174j -0.00305712+0.00176671j 0.00500518-0.00130859j -0.0107055+0.00816681j -0.00224988+0.00334006j -0.0110044-0.00300508j 0.000512205+0.000565121j -0.00120218-0.00821009j -0.000267573-0.00396839j 0.00631659-0.00172735j -0.00256133+0.00840033j 0.000645924+0.00214245j 0.000179237-0.00798111j 0.00746773+0.00876105j -0.00292771+0.00267511j -0.00696441+0.00703901j -0.000596688+0.00712204j -0.00332783-0.00161975j 0.00121149-0.0024151j -0.00191694-0.00591093j -0.00150226-0.00438842j 0.00225-0.00319187j 0.0034797-0.000829734j 0.00378435+0.00469694j -0.00470551+0.00276694j 0.00930333+0.000255195j 0.00181056-0.00353707j 0.00088638+0.000210091j 
-0.00325394-0.00235594j 0.00159422+0.000564932j -0.000808059-0.00622489j -0.00385812+0.00177754j -0.00159092-0.00101084j 0.00159848+0.00373962j 0.00909447-0.0062865j 0.00126255-0.0031239j -0.00366027+0.00204342j 0.0065995-0.0031165j -0.00624508+0.00906908j 0.00387624+0.00174984j -0.0033928-0.00277978j -0.00660731+0.000156896j 0.00221702-0.00423238j -0.00236327+0.00235635j 0.00307236+0.00618018j -0.0103909+0.00435284j 0.00310256+0.00501539j 0.00337151+0.00125795j -0.00641435+0.0049733j -0.00133599+0.00279987j 0.00215972+0.0044394j -0.00107219-0.00310765j -0.00746549-0.000363771j -0.00630221-0.00518713j 0.00155109+0.00255666j 0.00256791+0.00511473j -0.00661939+0.00172908j 0.00458891+0.0034881j 0.000298903+0.00175542j -5.98336e-05+0.00595674j 0.000539189-0.00217103j 0.00176182-0.000194419j 0.00440735+0.00777047j -0.000917272-0.00267023j -0.0027674+0.00257362j 0.00412712+0.000386982j -0.00124434+0.00215637j -0.00489548+0.00292576j 0.00254188+0.00319194j -0.00288903+0.000818527j 0.00595521+0.00177406j -0.00366712-0.0052853j 0.00500138+0.000342912j -0.00404619+0.00279039j 0.000119843-0.0020888j 0.0078743+0.00731945j -0.00615188+0.000813389j -0.00166131+0.000314062j 0.00290704-0.00375722j -0.00178897-0.000700448j 
-0.000353635-0.000476079j 0.0017012-0.000590077j -0.00133102+0.00219729j 0.00263958-0.00150831j -0.000775572+0.00121505j 0.00111787-0.0022774j 0.000393358+2.64984e-05j -0.00326513-0.0016853j 0.00125812+0.000731871j 0.00101888+0.002991j -0.00141152+0.00320915j 0.000921154+0.000268301j 0.00183419+0.000560182j 0.00141741+0.0021614j 0.0008117+0.00104927j -0.00138729-0.000365201j 0.00350237+0.000953603j -0.00459194-0.00259824j 0.000759658-0.00100839j -0.00141128-0.000105628j 0.00069748-0.00122174j 2.32674e-05-0.00113273j 0.000605702-0.0013573j 0.00269301+0.000978252j -0.00234085+0.00660804j -0.00121944+0.00149053j -0.00532514-0.00127858j -0.000998394-0.000242803j -0.000909201-0.00168626j 8.69673e-05-0.000101483j -0.00288752-0.00149697j -0.0010879+0.000762658j 0.000985645+0.00282209j -0.00353146-0.000501918j -4.03822e-06+0.00243977j -0.00293836+0.000364257j 0.00279351-0.000969799j 0.00119855+0.00106724j -0.00357-0.00162627j -0.00291717-0.00103445j -0.000780091+0.00404997j -0.00193575-0.00408819j 0.00180862-0.000313081j -0.000929454+0.00100991j -0.00108097+0.00500734j -0.00164982+0.00271127j 0.000594998-0.00135202j -0.00253193-0.00308979j 0.00128664+0.00101287j 0.00228227-0.00376973j -0.00138332+0.00176863j 0.00183818+0.000150452j 
-0.00524767+0.00216911j -0.00165189-0.00575429j -0.00486255-0.00168433j -0.00466123+0.00177075j 0.00254635-0.00363877j 0.00239891+0.00282111j 0.00185252+0.000363457j -0.000376318+0.00427235j -0.00147769-0.00314851j -0.000653975+0.00486828j 0.000146255-0.00373745j 0.000641206+0.000896933j 0.00147892-0.00130731j -0.00103074-0.00228773j -0.00480093-0.00299945j 0.00398995+0.00437254j -0.00589375-0.00544346j 0.00356106+0.00489797j -0.00360453+0.00377585j 0.00199791+0.000972953j 7.57376e-05+0.00384811j 0.00252593+0.00170616j 0.00177301-0.00022354j -0.000414354+0.00443369j -0.00105889+0.00450491j 0.00247993-0.00345982j 0.00638879-0.00229732j 4.01173e-05+0.000488672j -0.00010206+0.00463513j -0.00723943-0.000460072j 1.28128e-05-0.0020505j 0.000876994-0.00321226j 0.000757006-0.0022796j 0.00278145+0.00424844j -0.00403472-0.000172738j 0.00311126-0.000423992j 0.00295652-0.00110988j -0.00030201+0.00140656j -0.00119438+0.00158463j 0.00450589-0.000656437j 0.00205349-0.00175308j 0.00460904-0.000364343j -0.00501931-0.00437219j -0.00131442-0.00255436j -0.00178324-0.0042763j 0.00346296-0.00745629j -3.05974e-05+0.00264346j 0.000457587-0.00330858j 0.00235869-0.00590137j 0.00126013+0.00468154j 0.00189581+0.00752393j 0.00669585-0.00105013j 
0.00259945+0.00191312j 0.00037971+0.00109514j 0.000151812+0.00407151j 0.00323696-0.00382266j 0.00386219+0.000893153j 0.00110416-0.00457404j 0.00189429+0.00179062j -0.00688359+4.31191e-05j 0.003298-0.00461954j -0.00645124+0.00466735j -1.84397e-05-0.00310151j -0.00087683-0.00279506j 0.00481989-0.00068085j 0.00200468+3.89337e-05j 0.000260976-0.00116896j -0.000455654+0.000883028j 0.000421792-0.00284335j 0.0006039-0.00446187j -0.0022243-0.0016554j 0.00184182-0.000572319j -0.000480558-0.00147748j 0.000836367+0.00180289j 0.000172979-0.0016884j 0.00363605+0.00241805j 0.00140099+0.00107388j 0.00250095+0.00656146j -0.00624918-0.00195479j 0.000713367+0.000422973j 0.000808617+0.00111219j 0.00184276+0.000994694j 0.000765779-0.00131742j -0.00149404+0.000789972j -0.000360159-0.00232594j -0.00118566-0.000376171j -0.000740951-0.002296j -0.000686533+0.00361j 0.00314785+0.000375065j -0.00147949-0.000244129j -0.00172673-0.000280374j 0.0027393-0.00107788j -0.00448322-0.0035751j 0.00116699-0.00481196j -0.00313699-0.00217961j 0.00124621-0.000296459j -0.00322168+0.000914009j -0.00434427+0.000531161j -0.00158963+0.00210911j -0.00474131-0.00211369j 0.00216695+0.000791679j 0.0082218-0.00227449j 1.96831e-05+0.00133045j 0.0022083-0.00143567j 
0.0087214+0.000568718j -0.000951152+0.00835182j 0.00424413+0.000294111j 0.00405752-0.00692425j -0.00230885+0.00282033j -0.00362567+0.00195955j -0.00288872-0.000897446j 0.00157932-0.00594628j 0.000508775+0.00401016j -0.0022953-0.0066591j -0.00428026+0.000147446j -0.0018157-0.00143481j -0.00568477-0.00434877j 0.00234303+0.00260291j 0.00474082-0.00272467j -0.000327395-0.00131572j 0.000542536+0.00400037j -0.0043307-0.000304056j 0.00763887+0.00528944j -0.000219001+0.000731993j -0.00351592-0.00746771j 0.000199726+0.00463991j -0.00217188+0.00862245j 0.000784414-0.0088539j 0.00181431-0.00912632j 0.000409946+0.0062633j -0.00378327+0.00324544j -0.00627186-0.000780553j 0.00149491-0.00460265j 0.00333617+0.0020326j 0.00327222+0.00352301j -0.00192907-0.000864278j -0.00504332-0.00268253j 0.00262587-0.00731009j 0.0112876-0.00352105j -0.00311806+0.00680694j -0.00476954+0.00247492j 0.00252734+0.00309554j 0.00308099+0.00101448j -0.00375838+0.00430385j -0.00402599-0.000234169j -0.00283022+0.00150471j 0.004883+0.00588903j 0.00429742+0.00179704j 0.00632814-0.000459691j -0.00200075+0.00513024j -0.000874725+0.00187838j 0.00631546+0.0119407j -0.00355457+0.0102354j 0.00727978+0.00118554j 0.000728243-0.0120572j -0.0080156+0.000745571j 
-0.000642957+0.000173524j 0.000192581+0.000446923j 0.00107371-5.25625e-05j -0.000703204+0.000224719j 0.00434685-0.00146294j -0.00251927-0.00044941j -0.00165861+0.000354993j -0.00490319-0.00290589j -0.00323123+0.00882165j 0.00341364+0.00387203j 0.00181063+0.00351423j -0.00185881+0.00360648j -0.000151421+0.00238252j -0.00388858+0.00122008j 0.00149355+0.00337804j -0.000189978-0.00104486j 0.00396678-0.00112971j -0.00474984+0.000363098j -0.000866981+0.00290741j -0.00181548+0.00184162j 0.00652229-0.00200598j 0.0017598+0.00249808j -0.000870646-9.37877e-05j -0.00339846-0.00271922j -0.00218849+0.0036483j -0.00199151+0.000963585j -0.0011904-0.00318922j 0.00186752-0.00422719j -0.000609052-0.00295906j 0.00273549+0.000542024j -0.00100373-0.000308932j -0.00130734-0.0049339j -0.000110594+0.00699941j 0.00116136+0.000459489j -0.00190602-0.00118394j 0.000356225-0.00237989j -0.00265637+0.00202823j 0.00303061+0.00197349j -0.00134526-0.000970081j -0.000363346+0.00135967j -0.000904267+0.00453257j -0.00312708+0.000683522j 0.00119631+0.00242512j -0.00235002+0.00476972j -0.00503214+0.000954241j 0.000384269-0.000870314j -0.00214574-0.000846382j -0.00208763-0.00216665j -0.000553624-0.000646874j 0.00306571-0.00272878j 0.000447342+0.00117699j 0.00148052-0.000857703j 
0.000814406+7.50866e-05j -0.000648053+0.00145865j 0.0003713-0.000941128j 0.000442092-0.00140507j -0.00352443+0.00115663j 0.00119664+0.00203334j 0.00152882-0.00180116j 0.00367475+0.000402488j -0.00042525-0.00311907j -0.000515263-0.00398981j -0.00347295+0.0013728j 0.000480578-0.00166083j -0.000210096-0.00113062j 0.00137867+0.0021462j 0.00191465-0.00203555j -0.00055177-0.00243359j -0.000463132+0.00455931j -0.000733371+0.0024276j 0.000935044+0.000461884j -0.00145709+0.000101307j -0.00257882-0.00171997j -0.0014587-0.00233048j -0.0034428-0.000494088j 0.00227937-0.00235614j -0.00168593-0.00164979j -0.000739637+0.000749474j 0.00151985+0.00354939j -0.00203782+0.00520124j -0.00109873-0.000956832j -0.00182935-0.000627331j 0.00140924-1.57771e-05j 0.000138892-0.000215873j 0.000923063-0.00226862j -0.000964741-0.000964198j 0.00151658+0.00114749j -0.00265994-0.000314652j 0.00135353-0.00120334j 0.001108+0.00124827j 0.00184764+0.00129703j -0.00242114+0.00139335j 0.000371504+0.00164624j -0.00065419+0.00294898j 0.000372588+0.000939309j 0.000630449-0.00270492j 0.00140344+0.00076954j -0.000472259+0.00265197j 0.00119857-0.00132723j 0.00237723+0.00390847j 0.000806531+0.000403883j -0.001027-0.00259472j 0.000636236-0.00245833j -0.00220544-0.00118082j 
0.00121654-0.00033179j 9.88493e-05+0.001176j 0.000662356-0.00110199j 0.00063907+0.000234055j 0.00349128+0.000562796j 0.00204268+0.000351984j -0.00340488-0.000163393j 0.000446276-6.80838e-05j 0.000105738+0.00169872j -0.001811-0.00339777j -0.000606358+0.0017235j -0.000843091+0.00177515j -0.00179254+0.00239794j -0.00213851-0.00225744j 0.00208773+0.000440796j -0.0027263+0.0023435j 0.00508869+0.00236757j -0.00172111+1.34278e-06j -0.00099079-0.00373249j 0.000194053-0.000265049j -0.00171125+0.00294892j -0.00172601-0.00473712j 0.000319047-0.000747121j -0.00328886-0.00300788j 0.000661434-0.00361284j 0.00139304-0.00355624j 0.00165943+0.00253426j 0.00112793-0.00149057j -1.28715e-05-0.00181306j 0.00374812-0.00117449j -0.00238758+0.00145597j 0.000670378+0.00351948j 0.000749279+0.00123675j 0.00376716-0.00357903j 0.0040437+0.00183733j 5.9891e-05-0.000775605j -0.000523782+0.00218936j 0.000147339+0.00354344j 0.000400744+0.000923795j -0.000317594-0.00107354j 0.00326708+3.47787e-05j -0.00115009+0.00121992j 0.000679895+0.0013042j -0.000717561-0.00310973j 0.00418094+0.00169981j 0.000412971+0.00259706j 0.000896067+0.00217139j -0.000609993+0.00493663j -0.00307853+0.00326024j 0.000442758+0.00358995j 0.00202239-0.00309027j -0.00186265-0.000286824j 
-0.000742211+0.0017088j -0.00167097-0.00186367j -0.00134145+0.000547341j -0.00253148-0.000993969j 0.00160171-7.34825e-05j -0.00115801-0.00285001j 0.000563429+9.06252e-05j -4.26486e-05+0.00166894j -0.000102274-0.00147899j -0.000885986+0.00279717j -0.00140879-0.00248996j 0.00229535+0.000350448j -0.00101423-0.00190295j 0.00119342-0.000571516j -0.0050409-0.000492211j 0.00168157+0.00221459j -0.000908202-0.00319829j -0.000759977+0.00214342j 0.000238789+0.000709566j 0.00038644+0.00266328j -0.00025344-0.00021426j 0.00193232+0.00140902j 0.000342616-0.000825912j 0.0011612-0.000648653j 0.00141248+0.00122576j 0.00187766-0.000244589j -5.94084e-05-0.00227563j -0.00259809+0.00136446j 0.00358222-9.60248e-05j -0.00588312+0.000754603j -0.00160108-0.0036118j 0.000279605+0.000130315j -0.000948665-0.00215793j 0.0022979+0.00121766j -0.00168122+0.00177137j 0.00152084-0.00015423j 0.00349372+0.00060478j 0.000293394-0.00116867j -0.0022782-0.000931191j 0.0014554-0.00108643j -0.000707127-0.000582435j 0.00271555-0.00227857j 0.000121083-0.00186997j 0.00114142+4.74355e-05j -0.00197748-0.000380523j 0.00248196-0.00332043j -0.000273084+0.00187413j 0.00109052-0.000584145j 0.004726-0.00207622j 0.00127609-0.000201049j 0.000499852+0.00342039j 0.00290726-0.00174488j 
