0.11748-0.0865843j -0.0738218-0.119254j -0.00115266+0.00609385j 0.00663047+0.00156432j 0.0156864-0.0220467j -0.0178536-0.0220916j -0.0257603-0.00265144j -0.0103557+0.027048j -0.0225991+0.0250246j 0.0156176+0.0357616j 0.00551251-0.0113676j -0.000222199-0.00972463j 0.00958208-0.0214832j 0.00107689+0.00779317j -0.000110948+0.00271983j 0.00107892-0.0161723j 0.0042526+0.000215584j 0.0199545-0.00334426j 0.00178671+0.0118432j -0.024106+0.0355092j -0.0193399-0.00997798j -0.00685727+0.0220494j -0.0358278+0.0196225j -0.00496645-0.0016721j 0.0240779+0.0146936j -0.00360996-0.0173457j 0.0214116+0.0470481j 0.0429866-0.0180942j 0.0202022-0.0244467j 0.0457791-0.00957045j -0.0505863+0.00504767j -0.0171788+0.00728093j 0.030104+0.025607j -0.00146192-0.00759507j 0.000630309+0.00321181j 0.0469809-0.00540801j -0.0109192-0.019476j 0.0236767+0.0392371j 0.0457526+0.00853076j 0.0496499+0.0529317j 0.00623837-0.00749253j -0.00504413+0.0236503j -0.00183744+0.0185616j -0.0241544+0.0154852j 0.0302693+0.0350206j 0.0212284+0.0141461j 0.0207889+0.00836608j 0.0011253-0.0173661j 0.0317698+0.0183899j 0.00100664-0.0186343j -0.00652738+0.032833j -0.0106603-0.00259868j -0.00110899-0.0063089j 0.00337096+0.000556723j 0.0255973-0.0546549j 0.00712188-0.0391584j -0.0190637+0.00152003j 0.0206417-0.00599431j 0.01403-0.00927737j -0.00904348-0.0153916j -0.0226256+0.0119736j -0.0136777+0.00673432j 0.00668321+0.024574j -0.00311411-0.00948451j -0.0174349-0.0198232j -0.00873825-0.0143586j -0.0148397-0.0149436j -0.00914488-0.0141522j -0.007052-0.0116505j 0.0110779+0.0042596j 0.00639656-0.0140472j -0.00681163+0.0151159j 0.00686552+0.0309156j -0.0297572-0.0675718j -0.00407669+0.0365559j 0.00585109-0.0429409j 0.0376676-0.0304887j 0.00704239+0.01186j -0.015136-0.0278735j 0.0171065-0.00340766j 0.000802452+0.00274637j 0.00345795-0.0329746j -0.0229649+0.000511564j 0.0062626-0.0010367j 0.0199458+0.0408603j -0.0330371+0.0297491j -0.0433148-0.0193489j 0.0112372-0.0346837j -0.0648662+0.0256831j 0.00431029-0.0256481j -0.0176124-0.0110212j -0.0122099+0.0305252j 0.0108024-0.0193451j -0.10731+0.100958j -0.100564-0.116178j 
-0.0138668+0.0176253j 0.0160857+0.0143542j 0.00834254-0.000125839j -0.000465673-0.0135635j -0.002574+0.00346328j 0.00525981-0.00148849j 0.00481919+0.00363549j -0.00960677-0.00482229j 0.00433847-0.00934987j -0.00268514-0.00198006j -0.00562526-0.000856526j -0.0015337+0.0026966j -0.00792734+0.00445662j -0.00121682+0.000612127j -0.000806739-0.00332781j 0.00396608-8.9079e-05j -0.00112832+0.00188429j -0.00029685+0.00177839j -0.00334441+0.00330468j 0.00268229-0.00480459j 0.00277086+0.00263742j 0.000528841-0.0038101j 0.00419179+0.00130541j 0.000954661+0.00139825j -0.00145762-0.00190891j -0.000366027-0.00205047j -0.000396858-0.0208227j -0.0122437+0.00546247j -0.00449811+0.00634199j -0.00396746+0.0093127j 0.00478925+0.00805408j 0.0026438-0.00306982j -0.00581445-0.00215835j 0.014667+0.00411556j 0.00413359+0.00599624j 0.000125307-0.0001401j -0.00607407+0.00680856j -0.000749412-0.00203317j -0.00829752+0.000749042j -0.00862463-0.00988376j -0.00487601+0.000874399j -0.000885486+0.000221867j 0.00371472+0.00223725j 0.0009408-0.00589487j -0.000984085+0.00437877j -0.00210541+0.000692024j -0.00976977-0.00210716j -0.00201754+0.00154745j 0.00914953+0.00587001j -0.00183724+0.0016418j 0.00425864+0.00239968j 0.00441182+0.00716906j -0.000697753-0.00174583j 0.00159952-0.000406539j 0.00480675+0.00360175j -0.0031433-0.00351365j 0.00642297+0.00696791j -0.00176727-0.00285151j -0.00339906+0.00156626j 0.00238818+0.00801398j 0.000755123-0.00705576j 0.00510263-0.00570636j 0.00287359-0.000259454j 0.00177271-0.00933099j 0.00541137+0.00129261j 0.000321363+0.00425391j 0.00780802+0.00384584j -3.7159e-05-0.0016977j 0.00370605+0.00312701j -0.00346512-0.00468258j 0.000365688+0.00256417j -0.00299384+0.00477752j -0.00269996-0.00463429j -0.00775566+0.00863765j 0.00168733-0.000702731j -0.000862248+0.0102067j -0.00362939-0.000930142j 0.00413078-0.0014321j 0.00313576+0.00856811j -0.000955288+0.00124275j 0.000547959-0.00126749j -0.0116529+0.00573612j -0.00390729+0.00376761j -0.00655013+0.00158149j -0.00605746-0.000905208j 0.00667936-0.00124623j 0.013361-0.00116422j -0.00115046+0.0110221j 0.00391395-0.00093469j -0.00119188+0.00973465j 0.00591287+0.00342773j 0.0073206-0.00288433j -0.00853927+0.00244229j 0.0252574-0.0234561j 0.0249428+0.0246306j 
-0.0188841+0.0116933j 0.0134584+0.017894j 0.00742534+0.000680009j 0.000720936-0.00653374j -0.00309054+0.00242899j 0.00221155+0.00175034j 0.00522801+0.00368993j -0.00773587+0.00228957j 0.00392317-0.00417586j 0.00197478-0.00186799j -0.000206747-0.00500132j 0.0016735+0.00220188j -0.00432549-0.00297769j -0.00247703+0.00204326j -0.00018257-0.000645706j -0.00323502+0.00181107j 0.00197052+0.000239522j 0.00231727+0.00169819j 0.0045378+0.00438628j 0.00129363-0.0071388j 0.00685352+0.00250576j 0.00122349-0.00974953j 0.00655243+0.00121253j -0.011189-0.00509771j -0.0100812-0.000808191j 0.00291264+0.00264915j -0.000720899-0.00645217j -0.00337017+0.00044946j -0.0017658+0.00336509j -0.00157088+0.0064705j -0.00356983+0.00364277j 0.00025671-0.00276515j -0.00781409+0.00489289j 0.00773946+0.00606871j 0.00531032+0.000528715j 0.00417363+0.00303239j 0.00138845+0.00207046j -0.00513431+0.00065307j -0.00156031-0.00304122j -0.00922913-0.00433602j -0.00158926-0.00056225j -0.0052173+0.00116943j 0.00644411-0.000285004j -0.000667664+0.00595263j -0.00206505-0.0036062j -0.00416529-0.000161543j -0.00564991+0.00154416j 0.0047134+0.00511575j -0.00017034-0.00929711j 0.00211208-0.00341781j 0.00743793-0.00880245j 0.00466827-0.00344198j 0.0036187+0.00399344j 0.00135096-0.000467295j -0.00896012-0.000350958j 0.00250962+0.0118309j 0.00763321-0.00555553j -0.00099027-0.00996348j 0.00984322-0.000891773j -0.00170931+0.000191492j 0.000244647-0.00468357j 0.00347995-0.00338838j 0.00283029+0.00580179j 0.0006024-0.00267458j -0.000670038+0.00276372j -0.0116288-0.00123166j -0.00305565-0.00358079j -0.000497088-0.00782009j -0.00621509-0.000447368j 0.00407582+0.00346322j -0.00763074+0.0151062j -0.000633567-0.00221176j -0.00227748+0.000583472j 0.0142395+0.00713718j -0.00166311+0.00233077j -0.00357825+0.00861897j -0.0117237+0.00933581j 0.00271603+0.00676555j -0.00209805+0.000531627j -0.00172416+0.0142318j 0.0019881+0.00623249j -0.00163753+0.00947226j 0.00513719-0.00070523j -0.00430485-0.00129152j -0.00486607-0.0178726j 0.00230634-0.00504518j 0.0116823-0.00404974j 0.00302219+0.0179431j 0.0115713+0.00788736j 0.00514485+0.00302725j 0.00115306-0.00251933j 0.00356434+0.000540475j 0.0104784+0.00502787j 0.0129433-0.00574694j 0.00357955+0.0133678j 
0.0101667+0.00176248j 0.00414712-0.00981647j 0.00269867+0.00456142j 0.00420997+0.00446299j 0.000908429+0.00637896j 0.00203705+0.00216498j 0.00363501+0.00198773j -0.00403857+0.00571311j -0.00369231+0.00223019j 0.00314643-0.00142888j 0.00357113+0.000644189j 0.00139032+0.00172694j -0.000839386+0.00104314j 0.000422039+0.00175792j 0.000544419+0.00307839j -0.00271039-0.00109531j 0.00492068-0.00421706j -0.000280571+0.000476505j 0.00418171-0.00228224j 0.0034378-0.00344378j 0.000154956-0.00131609j 0.00967823-0.00670681j -0.000316512+0.00506246j -0.00314407-0.000729857j 0.000972058+0.000285504j -0.00199+0.00339596j -0.00111702-0.00350739j -0.00738081+0.00113024j 0.00197458-0.0030912j -0.00802504-0.00556369j 0.00119782-0.00487323j 5.97718e-05+0.00102045j 0.000497733-0.00451453j -0.0066479+0.00213283j -0.00477246+9.00664e-05j -0.0027784+0.00695765j -0.000444694-0.00336035j -0.00291242-0.00387464j -0.00123884-0.00334002j -0.000108643+4.10698e-05j -0.00411673-0.00115162j 0.00485348+0.00213567j -0.00281014-0.00355526j 0.0106894+0.00256192j -0.00186327+0.00139293j -0.00173251-0.000732246j 0.00367538-0.000476905j -0.00103275+0.00273552j -0.00427432-0.00848756j 0.000808563+0.000550793j -0.00872797+0.00199395j -0.00234331+0.00122405j 0.00842651-0.00729194j -0.00604774+0.000258743j 0.00360816-0.00171812j 0.00567016-0.00199724j -0.00684387-0.00314313j -0.00127549+0.00998866j -0.000690729+0.00224175j -0.00536937+0.00117366j 0.000981085+0.00128197j 0.00299069-0.000433116j 0.00565201-0.0083893j -0.00593368+0.00313637j -0.000682451-0.0032066j 0.00373684-0.00414576j 0.00638683-0.00151561j -0.00839558+0.00919415j -0.00264328+0.00666754j -0.00423873-0.000121446j -0.00605345+0.00736057j 0.00296812+0.00227256j 0.00379003-0.00128914j -0.00620934-0.00377938j -0.00336935+0.00060346j -7.58271e-05-0.0033146j 5.62656e-05+9.47012e-05j 0.00396998+0.00173402j -0.000105468+0.00453401j -0.00135831+0.00301091j -0.0082232+0.000226696j 0.011385+0.000382305j 0.00769814+0.0046898j 6.08888e-05-0.00148943j 0.0130311+0.0125025j 0.00641662+0.0102912j -0.0099929+0.00575346j 0.00656024-0.00218172j 0.00100238+0.010122j -0.00194762-0.00127229j 0.000940575+0.00105083j -0.00195137+0.00498907j 0.00942997-0.00111558j 0.00306773+0.000716823j -0.00132822+0.00164328j 
-0.0146393+0.0108491j 0.011788+0.0135711j 0.0188932-0.00322344j -0.00147405-0.0182254j 0.00619781+0.00458654j 0.00245622-0.000983869j 0.00892038+0.00145904j -0.00743556+0.0103716j 0.00334552-0.00313559j -0.000813267+0.000377989j -0.00384149-0.00546875j 0.00924215-0.000933002j 0.00356774-0.000783506j -0.0035863+0.00300592j 0.00319138-0.00181654j 0.00124175-0.00231673j -0.000453783+0.00197354j 0.00045624+0.0054568j 0.000424977+0.0036414j -0.00226864+0.00101497j 0.000369754-8.97652e-05j 0.00318099-0.00858768j -0.00156601+0.00451782j -0.000772602-0.00377078j 0.00663595-0.000370028j -0.0034571+0.000320241j 0.00597261-0.00320361j 0.00552042+0.00987555j -0.00726459+0.0105591j 0.00233077-0.0020049j 0.00465445-0.000376512j 0.00234582-0.00509312j -0.0037213+0.00437312j -0.00239258+0.000705267j 0.00748543+0.00770182j 0.0108501+0.00727895j 0.00325084+0.00074958j -0.00213743+0.00709782j -0.00596377-0.00662357j -0.00142438-7.06369e-05j 0.00220309-0.00193032j -0.000248418-0.00366227j -0.000864272-0.00445066j -0.00773596+0.00336724j -0.00409365-0.00334382j 0.00649295-0.0127084j -0.00356607-0.000194033j 0.000995766-0.00761911j 0.00299135+0.00384849j 0.00886092-0.00344174j 0.00779551-0.000407805j 0.00478124-0.00459389j -0.00689278+0.00480694j 0.00637963-0.00132232j -0.00150224-0.0038024j 0.00892881+0.010026j -0.00464537-0.00612648j -0.00737258+0.00560663j 0.00132965+0.00777378j 0.00218424-0.00202231j 0.00315886-0.00107104j -0.0102626+0.0050075j 0.00532269+0.00350987j 0.00529607+0.00130139j -0.00951349+0.00566557j 0.00879047+0.0103812j -0.00578013-0.00926772j -0.0109854-0.0132863j 0.00112591-0.00777535j -0.000590685+1.06809e-05j -0.00238153+0.00438094j 0.00570952-0.00273499j 0.00537225+0.00584593j 0.00427926+9.68486e-06j 0.00394025+0.00300454j -0.0145766-0.00538555j -0.00382385+0.00752925j -0.0175718-5.3376e-05j 0.00224326-0.0036063j -0.002895-0.00555296j 0.00829418-0.00332492j 0.000900951+0.0145904j 0.0100558-0.00402123j 0.00731167-0.00434779j -0.00228091-0.0027699j -0.00104303+0.00109814j 0.00673717+0.00505186j -0.00439543-0.001605j 0.00236372-0.0118891j 0.0206267-0.00417848j -0.00677736-0.0212151j -0.00489603+0.0112981j 0.00555372+0.0014036j 0.00476845+0.00346486j -0.0025618+0.00699968j 
-0.00542808+0.000876594j 0.00113649+0.0047319j 0.000561773+0.00476834j -0.00112618-0.000772036j -0.000674029+0.000532448j 0.00155934-0.000791703j -0.00305952-0.00196294j -0.00398746-0.00359911j -0.00198272-0.000162956j 9.79911e-05+0.00141603j -9.341e-05-0.0027254j -0.00573787+0.00258285j -0.00127277-0.000838057j -0.00148545-0.000446612j 0.00121941-0.00353846j 0.00242374-0.00138237j -0.00493721+0.000907827j -0.00105602-0.0033914j -0.00334+4.34947e-05j 0.00442952+0.000804139j 0.0022025+0.00186334j 0.00172621+0.00493698j 0.00240536+0.00237324j -0.00181067+0.000872434j 0.00233825-0.00537191j -0.00426789-0.0064957j -0.00289995-0.0093873j -0.00183523+0.0001942j -0.00336798+0.00357156j 0.00164645+0.00982781j 0.000318556+0.00472025j 0.00167855+0.00032194j -9.8053e-05-0.00364565j 0.00899365-0.00377567j 1.78109e-05+0.00318178j -0.00909199-0.0066124j 0.00164827+0.00262475j 0.00148848+0.00323188j -0.00359711+0.0052709j -0.00593553-0.00866299j -0.00539891-0.00291028j -0.00412932-0.0111387j -0.00107079+0.00218132j -0.000113527+0.00143175j 0.0018385-0.00130189j 0.00206862-0.00739208j 0.00210826-0.00466972j 0.000884371+0.00343765j -0.000663856+0.000880516j -0.00555159-0.00154229j 0.00605353-0.000508794j -0.00161139+0.00709244j -0.00763544+0.00694108j -0.00139836+0.00373598j -0.00321786+0.00476344j -0.000260443+0.000316032j 0.00881913+0.00407206j 0.00300543-0.00238685j -0.0054709-0.00389863j 0.000190348+0.00454388j 0.00162352+0.00821838j 0.00169425+0.00708127j 0.010991-0.00924192j -0.0011279-0.000592982j 0.00340221+0.00501443j 0.00358843+0.00363862j 0.000753495-0.00192555j -0.00507997-0.00106047j 0.00285899+0.00208883j -0.000935561-0.00142292j -0.00343029+7.12611e-05j -0.00383864-0.00181849j 0.00431894+0.00123138j -0.00406814+0.00520277j -0.00045996+0.00404356j 0.00107192-0.00027742j -0.00292349-0.00256384j -0.000751003-0.00343511j -0.00320171+0.00307994j 0.00481429+0.00575051j 0.00373218-0.00369586j 0.000587629+0.005612j -0.00836002+0.0032732j -0.0012691+0.00434856j 0.00155231+0.00360142j 0.0018881+0.00275581j 0.00677081-1.37979e-05j -0.00405885+0.00465617j -0.0077693-0.00781762j -0.00377373+0.00422279j 0.000990476+0.00589259j 0.0059675+0.00487895j 0.00375213-0.00404177j -0.00513091-0.00551824j 0.00675276-0.00400917j 
0.000420214+3.00181e-05j -0.00209625-0.000146923j 0.000393143-0.00104719j 0.00273446+0.000440474j -0.000128883+0.000729293j 0.000705813-0.00104054j -0.000707826-0.00261871j 0.00210661-0.00566117j -0.00431431+0.00215621j -0.000838342-4.73342e-07j -0.000437894-8.75746e-05j -0.00445147-0.0045286j 0.002956+0.00144664j 0.00332077+0.00175398j -0.000676606-0.000744793j 0.00355069+0.00267769j -0.00451185+0.00562627j -1.62871e-06+0.000443932j -0.00790349+0.000791696j 0.00516454+0.00118769j -0.00222835-0.000528834j -0.00206524+0.00149605j -0.00248273+8.77414e-05j -0.00330712-0.0001572j 0.00796411-0.000674021j -0.00508993-0.00224167j -0.00452906+0.00118892j -0.00076562-0.00101228j 0.000630728+0.00662799j 0.0127594+0.00156412j -0.00107655+0.000225611j 0.00138793+0.000946247j -0.00291895-0.00702904j -0.000809896-0.00627907j -0.00172678+0.00126055j -0.0048536-0.00161436j 0.00207042-0.00204313j -0.00271425+0.00696808j -0.00527665+0.00951823j -0.00621713-0.0120405j 0.00188537+0.000581801j -0.00706991-0.00842568j -0.0159303-0.00557945j -0.000833545+0.00531079j 0.000786034+0.00265115j -0.00257289-0.00471903j 0.00397768+0.00809411j -0.0133537-0.00293315j -0.000744809+0.00863838j -0.00733659+0.012243j -0.00427308+0.00499681j 0.00770017-0.00570586j -0.00245779-0.00329461j -0.0051818+0.0109973j -0.00292137-0.00902808j 0.00143316+0.00737328j -0.00615265+0.00919229j 0.000446754+0.00445273j -0.00121428+0.00714629j -0.00215367-0.00312664j 0.00276892+0.00311493j 0.002874+0.00476367j -0.00133689+0.00190353j 0.00312886+0.0058631j -0.0192666+0.0018095j 0.0112042-0.00283625j -0.008083-0.00200221j 0.0112263-0.000961064j 0.000732208-0.00578216j -0.00447385-0.0032006j -0.00122702+0.00802717j -0.0048954-0.0044734j 0.0153306+0.00425878j 0.00702173+0.000133613j -0.00261488-0.000258729j -0.00880535-0.00962252j 0.0069672+0.00481704j -0.0235572-0.00456196j -0.00202451-0.000742995j 0.00334993+0.00407227j -0.00921334-0.0233751j 0.0032541-0.00525076j 0.00834078+0.00779866j 0.0141844-0.00997227j -0.00144239-0.00269995j 0.00667765-0.00679124j -0.00858962-0.000138432j -0.000214554-0.00457561j 0.00205915+0.00727447j -0.0080505-0.00309989j -0.00621109+0.00272408j -0.0001055+9.91878e-05j -0.000934181+0.00314107j 0.00445526-0.00209974j 0.00404494+0.00327917j 
-0.00515325+0.00111j 0.00139529+0.00496127j 0.00739525-0.00260183j 0.00242806-0.00799033j -0.00370205+0.00244671j -0.0021694-0.00884598j -0.001693+0.0085542j -0.000381569-0.00337329j -0.00475358+0.0026414j 0.00684177-0.005097j -0.00242028+0.000644083j -0.00872198-0.00586123j 0.00306056-0.00400706j 0.00925094+0.00347189j -0.0023396+0.00384136j 0.00129898-0.00137603j 0.00382699-0.00145098j 0.00175547+0.0012142j -0.0070464-0.00589304j -0.0033452-0.0051459j -0.0075055-0.000667367j -0.00318793-0.00123788j 0.00124979+0.00331741j -0.00141189+0.0104182j -0.00809921-0.00110998j 0.000179812-0.0023843j -0.000163555+0.00193987j -0.00162376-0.00151412j -0.00254887-0.00522116j -0.00789223+0.000154583j 0.00217801-0.000998219j -0.00104616+0.00334631j 0.00252723-0.00397094j 0.00169136+0.000997982j 0.000797432-0.000908179j 0.00853073-0.00325393j 0.00350349-0.000628967j 0.000916463+0.00238156j 0.00130751+0.00525608j 0.00253745+0.00557397j -0.00254613+0.00345709j 0.0131454+0.00901434j -0.0125922-0.0114479j -0.00711925-0.00319276j -0.00180258-0.00109862j -0.0120121-0.00586747j -0.00261747+0.0127117j -0.0094317+0.00732208j -0.00127214+0.00144723j -0.00306094+0.0135108j -0.00597107+0.00651738j 0.00222017+0.00171204j 0.00262535-0.00624621j 0.00574935-0.0127349j 0.0158652-0.000145613j -0.0168901+0.00786463j -0.00180807+0.0170542j -0.0184163+0.00388412j -0.00329227+0.000612974j 0.00649897-0.000239365j -0.000338544-0.00106597j -0.00921896-0.00572367j -0.00191745+0.0074581j -0.00311488-0.0114723j -0.00972114-0.00380622j 0.00137092-0.000102631j 0.0104827-0.00372113j 0.0122998+0.00356426j -0.00567125+0.0130626j -0.00111228-0.00636416j 0.00755399+0.00205056j -0.00205242+0.00531265j 0.00894445-0.00728358j 0.00246738+0.00738884j 0.00176797-0.0168396j -0.000104567-0.00251119j 0.00117307+0.00164653j -0.00761234-0.00585047j -0.00321905-0.00957128j 0.00421255-0.0123537j -0.00716774-0.00599235j -0.00818173-0.0143337j -0.00157942+0.0114854j -0.00194295-0.0151544j -0.00685862+0.00347422j 0.0139463-0.00300105j 0.000188315+0.00406077j -0.00425699+0.00304113j -0.0037647-0.00496163j 0.00172939+0.000828974j 0.00141971-0.00159252j -2.93935e-05-0.00396639j -0.000893266-0.000351175j 0.00144436-0.00432295j 0.00404028+0.00128948j 
0.00334334+0.00167493j 0.00187026-0.00277749j -0.0113147-0.00530763j -0.0060632+0.00952817j -0.0100357-0.00436574j -0.00447999+0.00646799j -0.000226791+0.00692711j 0.000321708-0.00461449j 0.00369238+0.00111871j 0.00155252-0.0103877j -0.00384718+0.00137047j -0.0104938-0.00184858j -0.00964194-0.000776182j 0.005929+2.56547e-05j 0.00228336+0.0017618j -0.000539492+0.0057813j 0.00215494+0.00128492j 0.0011012+0.00446208j 0.00412818-0.00213925j -0.0047538-0.00427637j 0.0019908-0.00524926j 0.00463482+0.000461303j 0.0159197-0.0052474j 0.00909516+0.00425772j -0.00676757+0.00260633j 0.00200315+0.000995312j -0.000650227-0.00485833j -0.00516551-0.000501675j -0.00303511-0.0103762j -0.00534916+0.00584885j 0.000425711+0.00786935j 3.11481e-06-0.000139152j 0.0026684-0.00370893j 0.00575555+0.000501446j -0.00459708+0.00082791j 0.00327729+0.00194172j 0.0128072+0.00955558j -0.00135055-0.00555773j -0.008996-0.022762j 0.00651155+0.0140331j -0.012696-0.00718945j 0.00538226-0.00371633j 0.0113777-0.00745049j -0.011473-0.00671348j -0.00359698+0.00304796j 0.00607068-0.0224046j -0.00753134-0.0121265j 0.0128862-0.0156844j 0.000513007+0.0042522j 0.00418058-0.0126266j -0.00397812-0.00195206j 0.0137194-0.00269849j -0.00304995-0.00349082j 0.0175962-0.00969762j -0.0100703+0.00190894j 0.00919248+0.00401417j -0.0139703-0.0114561j -0.0046348-0.00305094j 0.00119944-0.00364338j -0.00529735+0.00467891j 0.014976-0.00532079j 5.46424e-05+0.00523179j -0.00476073-0.0103749j 0.013462+0.00720677j -0.00572238+0.011612j 0.00310261+0.00469297j -0.00678174+0.00856172j -0.0157462-0.00255975j -0.000789099-0.0118126j 0.000340914+0.00171556j 0.00534065-0.00289296j -0.00704559-0.00290172j -0.0130701+0.0118741j -2.4926e-05+0.000223717j -0.00522311+0.00828944j -0.0240441-0.00137432j 0.00392449+0.00761501j 0.000272085+0.00555832j 0.00800595+0.00480433j 0.00276118-0.00417145j -0.00108615-0.000402386j -0.00361558+0.0137439j 0.00515489-0.0117529j 0.00981936-0.00692458j -0.00233448+0.00407348j -0.0146793-0.0162874j 0.00759499-0.000718223j -0.000852661+0.0076117j -0.00591336+0.00457726j 0.0209239-0.0113089j -0.00960975-0.0172286j 0.00315082+7.36995e-05j -0.00296177+0.00226229j 0.00688479-0.00527099j 0.00343263+0.00727453j 
0.0100068-0.00639855j -0.00651452-0.00848224j -0.00813746+0.00405697j 0.000527998+0.00460722j 0.000287554-0.00359509j 3.8556e-05+0.00187664j -0.00401742-0.00311571j 0.000279153+0.00283116j 0.00116623-0.00536247j -0.0118662+0.00821468j -0.00618799+0.00740867j 0.0118492-0.000175183j -0.00134891-0.000451805j -0.000916096-0.0120757j 0.00397226+0.00309007j 0.00598304+0.00189444j -0.00114548+0.0132329j -0.00422938+0.00395588j 0.00664628+0.00696654j -0.000197535+0.0068833j 0.010093+0.00177379j 0.00223639+0.0012903j 0.00565352-0.00841648j -0.00219709-0.00954461j 0.00939816-0.0020043j -0.011528+0.00240853j -0.000562913+0.00178961j -7.39195e-05-0.00801363j 0.00766956+0.0113945j 0.00765564-0.00185378j -0.0075509+0.00137858j 0.00395857-0.0125819j 0.00296708+0.00485837j 0.00196185-0.00785294j 0.00147495+0.00133342j -0.0019612-0.0048792j -0.000210648+0.006076j -0.00376599+0.00308734j 0.000498078-0.00756844j 0.00056372+0.00528751j -0.00120603-0.00996067j 0.0116151+0.00875086j -0.00653421-0.000658331j -0.00353248-0.0116359j -0.00225434-0.00207182j 0.00691066-0.00510381j 0.0107935-0.00367942j -0.00335147-0.000804007j -0.00999084+0.00467502j 0.00224+0.00518099j 0.00114799+0.00515109j 0.00303331-0.00880699j 0.00318892-0.00908264j 0.00327552-0.00663668j -0.000318007-0.00758803j -0.00713046+0.00136537j -0.0127535+0.00243461j -0.0042169+0.00235521j -0.00400356-0.000421152j -0.00054622+0.000375488j 0.000131116+0.000566952j -0.0119231+0.000514322j -0.00377569+0.0012756j -0.00206413+0.000202055j -0.00525181-0.000920092j 0.00230272-0.00449399j -0.000690348-0.00513173j 0.00353219+0.00216462j -0.00905626+0.0067882j -0.00124705-0.000574847j 0.00930127+0.00656491j -0.00212292+0.000907275j 0.00172594-0.000922338j 0.0025998-0.000646418j -0.00193686-0.00343233j -0.00104294-0.00142069j 0.00660394+0.00409346j 0.000184682-0.000423366j 0.0020172-0.0068847j -9.83498e-05-0.0077418j -0.00376599-0.000178092j 0.000472833-0.00671482j -0.000141794+0.00293565j -0.00402962-0.0148244j 0.0010529+0.00413062j 0.0105378-0.00432633j -0.00369804-0.00266667j 0.00344966-0.00575095j -0.00320746+0.00294366j 0.00260108-0.002233j 0.000683103-0.00533353j -0.0052797+0.0021274j -0.00188672-0.00232873j -0.00293301+0.00689796j -0.00741119-0.00475618j 
-0.0023125+0.00154051j 0.00360071+0.00169846j 0.0090872+0.00462998j 0.00694582-0.00294017j -0.00793152+0.00474351j -0.00640657-0.00565143j 0.00231055+0.00657281j -0.000313137+0.00512996j -0.00673961+0.001116j -0.00431111-0.00324956j 1.57729e-05+0.00819845j 0.00199355-0.011112j 0.00102521-0.00547852j 0.015479-0.00904757j 0.00592602+0.0108365j 0.00503962+0.00784841j 0.0038159+0.0161095j -0.00858564+0.00621993j -0.000704833+0.00233352j -0.00299074+0.00448294j 0.00134919+0.00203228j -0.00186889-0.00921225j -0.000932675+0.000617176j -0.00889012-0.00574351j -0.00227094-0.00241269j -0.00383889-0.00781728j 0.010397+0.00108805j 0.00481403-0.0113028j -0.00333579+0.00361533j -0.00333222-0.00408102j 0.00081291-0.00382721j -0.000295489-0.00809802j 0.00836837+0.00228788j -0.00201262+0.00272225j 0.000450167+0.00177812j 0.00719037+0.00101915j 0.00951858-0.00141143j -0.00113291+0.00112462j -0.00166946+0.00130404j 0.00668778+0.00415977j -0.00378672-0.0031387j 0.0162806+0.00609132j -0.00905536-0.0132212j -0.00758568-0.00310804j -0.00386334-0.00417584j 0.00168452-0.0119814j 0.00569408+0.00742479j -0.000942096+0.00231353j 0.00310161+0.00581149j 0.00654678+0.0109905j -0.00887271+0.0102444j 0.00175719-7.61451e-05j 0.00744651-0.0108054j 0.0111314-0.0129905j 0.00894287-0.000226567j -0.00669087+0.00437596j 0.00186012-0.00803503j -0.00794226+0.0049347j -0.0012384+0.000362094j 0.00117695-0.00198106j 0.0108806+0.001567j -0.00441627+0.00650405j 0.00411533-0.00179005j -0.00290514-0.00299674j -0.00953968+0.00211253j 0.011219-0.00542691j 0.00457103-0.0015495j 0.00759406-0.0100194j -0.0109908+0.00597143j -0.0166131+0.000733934j 0.00113282-0.00667641j -0.0136953+0.0030242j 0.00544014+0.00491849j -1.67024e-05+0.00120019j 0.000965824-0.00605172j -3.50573e-05-0.00995857j -0.00753167+0.000783043j -0.00701984-0.010679j -0.00112256+0.0013491j 0.00822037+0.00222777j -0.00957047-0.0117839j 0.00246662-0.00194153j -0.00345786+0.00435355j -0.00575379-0.0261432j -0.00671529+0.00930068j 0.00248846-0.00266281j -0.0050704+0.00512755j -0.00362627-0.00283215j -0.00142605-0.00896592j -0.000322267-0.00285123j -0.00324129+0.00216506j -0.00710514-0.000831536j 0.000839169+0.00103282j -0.000438417+0.000895963j -0.00061863+0.000354906j 
