0.11748-0.0865843j -0.0738218-0.119254j -0.00115266+0.00609385j 0.00663047+0.00156432j 0.0156864-0.0220467j -0.0178536-0.0220916j -0.0257603-0.00265144j -0.0103557+0.027048j -0.0225991+0.0250246j 0.0156176+0.0357616j 0.00551251-0.0113676j -0.000222199-0.00972463j 0.00958208-0.0214832j 0.00107689+0.00779317j -0.000110948+0.00271983j 0.00107892-0.0161723j 0.0042526+0.000215584j 0.0199545-0.00334426j 0.00178671+0.0118432j -0.024106+0.0355092j -0.0193399-0.00997798j -0.00685727+0.0220494j -0.0358278+0.0196225j -0.00496645-0.0016721j 0.0240779+0.0146936j -0.00360996-0.0173457j 0.0214116+0.0470481j 0.0429866-0.0180942j 0.0202022-0.0244467j 0.0457791-0.00957045j -0.0505863+0.00504767j -0.0171788+0.00728093j 0.030104+0.025607j -0.00146192-0.00759507j 0.000630309+0.00321181j 0.0469809-0.00540801j -0.0109192-0.019476j 0.0236767+0.0392371j 0.0457526+0.00853076j 0.0496499+0.0529317j 0.00623837-0.00749253j -0.00504413+0.0236503j -0.00183744+0.0185616j -0.0241544+0.0154852j 0.0302693+0.0350206j 0.0212284+0.0141461j 0.0207889+0.00836608j 0.0011253-0.0173661j 0.0317698+0.0183899j 0.00100664-0.0186343j -0.00652738+0.032833j -0.0106603-0.00259868j -0.00110899-0.0063089j 0.00337096+0.000556723j 0.0255973-0.0546549j 0.00712188-0.0391584j -0.0190637+0.00152003j 0.0206417-0.00599431j 0.01403-0.00927737j -0.00904348-0.0153916j -0.0226256+0.0119736j -0.0136777+0.00673432j 0.00668321+0.024574j -0.00311411-0.00948451j -0.0174349-0.0198232j -0.00873825-0.0143586j -0.0148397-0.0149436j -0.00914488-0.0141522j -0.007052-0.0116505j 0.0110779+0.0042596j 0.00639656-0.0140472j -0.00681163+0.0151159j 0.00686552+0.0309156j -0.0297572-0.0675718j -0.00407669+0.0365559j 0.00585109-0.0429409j 0.0376676-0.0304887j 0.00704239+0.01186j -0.015136-0.0278735j 0.0171065-0.00340766j 0.000802452+0.00274637j 0.00345795-0.0329746j -0.0229649+0.000511564j 0.0062626-0.0010367j 0.0199458+0.0408603j -0.0330371+0.0297491j -0.0433148-0.0193489j 0.0112372-0.0346837j -0.0648662+0.0256831j 0.00431029-0.0256481j -0.0176124-0.0110212j -0.0122099+0.0305252j 0.0108024-0.0193451j -0.10731+0.100958j -0.100564-0.116178j 
0.00246666+0.000390685j -0.00043599-0.00254668j -0.00300699-0.00394009j 0.000351223-0.00160728j 0.000554105-0.0014205j -0.000835305+0.0064797j -0.000225207-0.00418522j -0.00412899-0.00374336j 0.00447153+0.0102235j -0.000358626+0.00455601j 0.00239226+6.17704e-05j 0.00512133-0.00552883j -0.00445196+0.00126774j 0.0137947-0.00151099j -0.00587343-0.00838617j -0.00640331-0.00767363j -0.00140767-0.00137929j 0.00215066+0.00255024j 0.000567987-0.00388401j -0.00140411+0.00595139j 0.00295564-0.0101413j 0.00185397+0.00437381j 0.00118664-0.00126933j 0.00144266-0.000930678j 0.000169458-0.00422528j -0.00160694+0.00107599j -0.000569253-0.00244972j -0.00452192+0.00146829j 0.000359854+0.000229815j 0.00381514-0.00152405j -0.00150029-0.00110676j -0.00250598-0.00126357j -0.000917085-0.00129103j -0.00265966-0.000663553j 0.00135069-0.00168415j 0.00254835+0.000725547j 0.000122561+0.00117173j 0.000246221+0.000812656j -0.000336273+0.00102023j 0.0011817+0.00184296j -0.000195068-0.000909699j 0.000466283-0.00231566j 0.00311506-0.00129565j -0.00251248+0.000335033j -0.000764884+0.000300395j 0.00139387+0.000217429j -0.000710962+0.000626646j -0.00207137-0.00122289j -0.00300601-0.000936397j 0.00312298+0.00124781j -0.00388278-0.00154183j 0.00289809-0.000439103j 0.000389361-0.00285944j 0.00174614-5.02672e-05j -0.000451367-0.000537939j -0.00132991+0.00107154j 0.00142478-0.00203936j 0.000790125-0.00215822j 0.00202267-0.000982905j 8.54188e-05+0.00251195j 0.000224254-0.000190643j -0.000914362-0.00210706j 0.0017072+0.00188685j -0.000608593-0.00263132j 0.000561646+0.00116655j 0.000469373+0.000217561j 0.000269123+0.000408845j -0.000186435-0.000297086j 0.0020548+0.00121111j 0.000920457-0.00271524j -0.000201157-0.00157789j 0.00188159-0.000734803j -0.00156411+0.0014207j -0.000929678+0.000688321j 0.00150639+0.00263678j 4.55727e-05+0.002526j -0.000185307-0.000358981j 0.000473759+0.00327614j -0.00124714-0.000488323j 0.000146007+0.000530772j -0.00155229-0.00095575j -0.00104347-0.00242487j -0.00026039+0.000366097j 0.00124761+0.00294655j -0.00123848+0.00038597j -0.00207174+0.00127651j 0.00145492+0.00355508j -0.000310643+0.000259652j 9.06188e-05+0.00162512j -0.00297205+0.00148491j 0.00136855+0.00365109j -1.54753e-05+0.00148689j 0.000183469-0.0009007j -0.00328365+0.00206232j -0.00275045-0.00210856j 
-0.00250717+0.000106732j 0.00135908+0.0047323j 0.00195894-0.00211564j -0.00213613-0.0020617j -0.00441968+0.00146781j -0.00207853-0.000540044j -0.000145-0.00281086j -0.00549878-0.0030889j 0.000837982-0.00256001j -0.00340973-0.00120091j -0.00111339-0.000183826j 0.0024932-0.00233457j -0.00376065+0.00125994j 0.00301335-0.00216586j -0.00552258+0.00465316j 0.000665274+0.000396397j 0.00240995+0.00146507j -0.000968536-0.00189458j -0.00118994+0.00232311j -0.00109033+0.00260751j 0.00260029+0.000998959j -0.000716417-0.00149655j -0.0023489+0.00106665j -0.00386702-0.00273538j -0.00082703+0.00270335j -0.00225187-0.00121929j -0.00241967+0.00223463j 0.000283424+0.00250264j -0.00324806-0.000651125j 0.00337496-0.000825589j 0.00357078-0.00214636j 0.00188971+0.0025765j 0.00184182+0.00193822j -0.00614352+0.00304485j 0.00157639+0.00154541j -0.00149025+0.00192911j -0.00331489+0.00211943j -0.00388532+0.00152748j -0.00444722+0.00256574j -0.00210526+0.00127336j 0.00258904-0.000578266j 0.00318044-0.000533884j -0.002311+0.000251188j 0.000189882-0.00410331j 0.00252871-0.00094739j 0.00211565-0.00368289j 0.00167794-0.00234928j 4.01886e-05+0.00200292j 0.000972157-0.00417501j -0.000818067-0.000219172j -0.00154348+0.00222435j -0.00295741-0.00311344j -0.00374055-0.00346051j 0.00030412-0.00181555j -0.000757697-0.00199651j -0.00351632+0.00213457j -0.000893004-0.00379729j 0.00438992+0.00131119j 0.00504177+0.000166509j -7.20288e-05+0.0025177j 0.00209505-0.00184559j 0.00393959-0.00338189j -0.00741142+0.00606301j -0.00125843+0.00127922j 0.00303824+0.00118537j 0.00337111+0.000413562j 1.6894e-05-0.000912196j -0.000976223+0.00106294j -0.000226502-0.00203295j 0.00361135-0.00338886j -0.000762268-0.0012573j -0.00110193+0.00298914j 0.0049841-0.00512617j 0.00228303-0.000344445j -0.000538932+0.000534281j 0.00221877+0.00168228j -0.0026829+0.00244371j -0.00139309-0.000490173j -0.00756446-7.50299e-05j 0.00148473+0.00233663j 0.00440949-0.0030146j -0.00095953+0.00126506j 0.00362299+0.00415234j -0.00148512-0.000335941j -0.00194251-0.00260147j -0.000712814-0.000475329j 0.00134593-0.00372271j -5.72832e-05+0.000908427j -0.000791967-0.00305512j 0.00298459+0.00102657j -0.00133051-0.00271513j -0.00225735+0.000952604j -0.00105613+0.00109204j 0.00284672+0.000185283j 0.000581067+0.0033668j 
-0.00674347+0.0038854j 0.00225521+0.00308622j -0.00409707-0.00469629j 0.00152409-0.00389623j 0.00188373+0.00216733j 0.000357348+0.00491225j -0.00399263+0.00105423j -0.00744638-0.00410594j -0.000426732+0.000489323j -0.00432374-0.00141831j 0.00177501-0.00323076j -0.00200392-0.00275424j -0.00510408+0.00193726j 0.00437635+0.00651618j -0.00340574-0.000773984j -0.00534048-0.00396889j -0.000991258+0.000979189j 0.00231945+0.000738663j -0.00390067+0.00419636j 0.000131319-0.00497576j 0.00358295-0.00166906j 0.00178223-0.00300519j -0.00522029+0.000769124j 0.00030328-0.00275646j -0.000759138+0.00324788j 0.00425822-0.000293599j -0.00179781+0.00241907j 0.0014042-0.00198726j 0.000866892-9.78362e-05j -0.00148319-0.00368656j 0.00307863-0.000608445j 0.00255819-0.00171104j 0.00187458-0.0013214j -0.00131224-0.00129461j 0.00448934-4.00262e-05j 0.000866847+0.00173611j -0.00383101-0.00203907j -0.00219404-0.000459333j -0.00564857+0.00414664j -0.000700712-0.000810783j -0.000673764+0.00414141j 0.00446129+0.00242126j -0.00299763-0.00240839j 0.00151089-0.00164035j -0.000718583-0.00134332j 0.00148874+0.00191577j -0.000486058+0.00255267j -0.00227877-0.0005718j -0.000665481+0.00119185j -0.000222914+0.000245029j 0.00010009+0.00262739j -0.00132699-0.000629406j -0.000334492-0.00331109j 0.00295945-0.00113571j -0.00309511+0.000160545j -0.0025382+0.00431579j -0.000624864+0.00170626j 0.00359226-0.00116076j -0.00321181-0.000702882j 0.00315843-0.001787j -0.00134509+0.00210978j -0.000602132-0.00395735j -0.00222216-0.00315526j -0.00233749+0.00128801j -0.000769632+0.000593879j 9.54519e-05-0.00190514j -0.00189276+0.00130642j 0.00151405+0.00218539j 0.00375133-0.00110306j 0.000529141-0.00298972j 0.000703898-0.00114697j 0.00170148+0.0031818j 0.00287447-0.00581219j -2.02964e-05+0.000973274j -0.000348211-0.00385217j 0.00536181+0.00121918j -0.00181271-0.000950359j -0.00157298+0.00196003j -0.00113908-0.000477064j -0.000854287-0.00254786j -0.00012761+0.000550532j -2.61441e-06-0.000119028j 0.00229682+0.00179081j -0.000417069+0.00183214j -0.00186438-0.00376101j 0.000599744+9.24919e-05j -0.000220274-0.00241119j -0.000955385+0.000270297j -0.00125871-0.00395855j 0.00139416-0.000132906j -0.000706388+6.35438e-05j -0.000989091-0.00182401j -0.00421898-0.0018747j 0.00463989-0.00335899j 0.00341008+0.00564028j 
-9.36004e-05+0.00119449j -0.000155989-1.8448e-05j -0.00446091+0.00216389j 0.00229128-0.00248418j 0.00103127+0.00263059j -0.00204136+0.00153993j 0.00266889-0.00402363j -0.00469149-0.00159399j 0.00122031+0.00753925j 0.0011985+0.000859522j 0.00336356-0.00329761j 0.000930582-0.00627634j -0.00426613-0.000288588j 0.00460902-0.00288636j -0.00372646+0.00160074j -0.00977913-0.000632117j -0.00142999+0.00258481j -2.13572e-05-0.00650035j -0.00482477-0.000491291j -0.000766095+0.00536529j 0.00207741-0.00461332j 0.00261164-0.00550884j 0.00317777-0.000854518j -0.00401048-0.0003071j -0.000165619-0.0044346j -0.000582524-0.000552948j 0.00180968-0.00078209j -0.000360582+0.00382962j 0.00361686-0.000323911j 0.0019986+0.00180188j 0.000455712+0.00049504j -0.000607911+8.93308e-05j 0.000794574+0.00270593j -0.00381156-0.000417566j -0.00169359+0.000146412j -0.00264277+0.00128513j 0.00284062+0.00202725j 0.00417995+0.00125893j -0.0017525-0.000979256j -0.000185588+0.00127225j -0.00173871+0.00501551j -0.00401399+0.00084683j 0.00356337-0.000238965j 0.00161104+0.00219067j -0.00209734-0.00101252j -0.00121071+0.00224474j 0.0037172+0.000451842j -0.0011397-0.00110241j -0.00394052+0.00511978j 0.000951477+0.00385823j 0.000836241-0.00283439j -0.00213483-0.00195528j 0.00226871+0.00268695j -0.00176396+0.000342461j 0.000264453+0.00068925j -0.00172145+0.000245235j -0.000916007-0.00466283j -0.00122309+0.00274499j 0.00214722+0.00503804j -0.00264896+0.00571884j -0.000166374+0.00143274j -0.00409268-0.00109646j -0.00124727+0.00127229j -0.000210028+0.00134716j 0.00118499-0.000609112j 0.00171856-0.00132443j 0.0014931-0.00153836j 0.00105495-0.000204038j -0.000162463+0.00161974j -0.000893264+0.00397783j -0.00549488-0.000435974j -6.58819e-05-0.000452106j -0.00409745-0.000225818j 0.00272061-7.63258e-05j 0.00162109+0.00291875j -0.00070715+0.000959285j 0.00184557+0.00274739j -0.00188719-0.000737478j 0.00306238+0.00181294j 0.00160669-0.00192928j -0.00118455-0.00170685j 0.00151006+0.00147482j -0.00212576-0.00162245j -0.00140241+0.000141832j 0.00270937-0.0017519j -0.00071141+8.49273e-05j 0.00111579-0.00100073j -0.00163443+0.000283078j -0.000327018-0.00194018j 0.000900526-0.00061762j -0.000452046-0.000905786j -0.000453553+0.000178037j -0.00333215+0.00124924j 0.00120727+0.000184554j 0.00102359+0.00250472j 
-0.000846342+0.00282696j 0.000664229+9.03013e-05j 0.000953657-0.00294338j 0.00108489-0.00225256j 0.00160725-0.00275415j 0.00261695-1.20949e-05j 0.00256948-0.000182115j -0.000953135-0.00321912j -0.00410699+0.000285112j -0.00373335-0.0019704j 0.000330016-0.00110614j 0.000367919+0.000340674j 0.000157705-0.00137769j 0.000834768+0.00709343j 0.00328091-0.00467419j 0.000342569-0.00238182j 0.00161228-0.000763033j 0.000587553+0.000375536j 0.00151529+0.00160144j 0.000244976-0.00287453j 0.000496819+0.00203149j 0.00238986+0.000203739j 0.000389784-0.000306955j 0.001084-0.00382499j 0.00240346-0.00136148j 0.00184878-0.00108918j 0.000435334+0.00184488j 0.000688779+0.000451858j -0.000234095-0.000607725j -0.00249875-0.00261682j 0.0017485+7.00254e-05j -0.000474359-0.00151697j 0.000294423-0.00229496j 0.000468031-0.00164412j 0.000687202-0.000178721j -0.000109654-0.00057111j -0.00142999+0.000999394j 6.25462e-05-5.52481e-05j -0.00035798+0.000145307j 0.000313258-0.000659143j -0.00199466+0.00136285j -0.000697999+0.00260393j -0.00130177+0.000691768j -0.0015212+0.00134275j 0.000986364+0.00148287j -0.000385352+0.00251263j -0.00159067+0.00441705j -0.000936069-0.00159948j -0.0010277-0.000114795j 9.81926e-05-0.0018405j 0.00102773+0.00017429j 0.00073485-0.0012241j -0.00172779+0.000348433j 0.00231334-0.00330127j -0.00183306-0.00155699j 0.00271118+0.00337895j 0.0014631-0.000964972j -0.00131308-0.0031372j -0.00303267-0.00219295j -0.000777939-0.00222493j -0.000661767-0.000777921j 0.000994396-0.000870124j 0.00114954-0.00204477j -0.000409687-0.00141425j 0.00112112+0.00183942j -0.00398063+0.00131582j -0.00378385+0.000422099j 0.000971095+0.000817379j -9.64779e-05-0.00208231j -0.0016721+0.000781186j 0.00160381-0.0017201j 0.00284296-0.000268114j -0.000842592-0.00127909j 0.000859507+0.00317241j 0.00244368-0.000971077j 0.00198934+0.00103471j -0.000816476-0.00214608j -0.00180148-7.96388e-05j 0.00177074-0.00060255j -0.00275535-0.000704532j -0.000213556-0.000810921j 0.000276048+1.06152e-06j 0.00055019+4.94278e-05j -0.000307724+0.00116053j -0.000563419-0.00324091j 0.000892695-0.001868j -0.00136927+0.000419647j -0.000336985-0.000381881j 0.0020912+0.000492896j 0.00154331+0.000621957j 0.000685438-0.00218214j 0.00143764+0.00067229j 0.00225057-0.0017621j 0.00154651-0.000750113j 0.000372567+0.00206036j 
-0.0100017+0.00556385j 0.00595865+0.00303885j -0.00430988-0.00568585j 0.0059196+0.000124253j 0.00825144+0.000763094j 0.00359308+0.00299941j -0.00510673+0.00773167j -0.00456254-0.00191295j 0.000437192-0.00834944j 0.00296175-1.09102e-05j 0.00122343-0.00377837j -0.0078583+0.000295985j 0.00358937+0.0031023j 0.000394152+0.00619516j -0.00481709+0.0014168j -0.0107354-0.00166489j -0.000454014+0.00157416j 0.00614458-0.000392851j -0.00629211+0.00745235j 0.000524718-0.00558456j 0.00107813+0.00328532j 0.00691625+0.000586432j -0.000992314-0.00231838j 0.00347595+0.000176926j 0.00163517+0.00268995j 0.00594856-0.00416289j 0.000253524+0.000766264j 0.0016085-0.00240013j 0.0023696-7.37551e-05j -0.00469964-0.00536355j 0.00130181+8.36681e-05j 0.0047042-0.00437404j -0.00255873-0.00285716j 0.00494648-0.00105395j 0.0039946+0.00014779j 0.00389859+0.00142555j -0.00298799-0.00179908j -0.00396125-0.00363078j -0.00649566-0.00212178j -0.000914622-0.00439501j -0.00304436+0.00072907j -0.000993788+0.0022939j 0.00073192-0.0014756j -0.000627065-0.00183576j -0.000844373+0.00192503j -0.00275668+0.00199182j -0.00225741+0.0011172j 0.000406567-0.000282846j -0.00131354-0.000496211j 0.00386249-0.003702j 0.00544104-0.00187789j 0.00281916-0.00169587j 0.000495255-0.00348989j -0.00413628+0.00244478j -0.0016555+0.00296582j -0.00146572+0.00295146j 0.00297094+0.00105957j -0.000133505-0.0037972j -0.00366192-0.00139392j 7.56155e-05-0.00695265j 0.000744687+1.76856e-05j -0.00316702+0.00250417j -0.000372848-0.00161965j 0.000516964+0.00233649j 0.0018537+0.00470127j -0.00023087+0.00311885j -0.000724194+0.00114204j -0.000398097+0.00382484j 0.00202837-5.38605e-05j -0.00397597+0.000750404j 0.0018937-0.00114668j -0.00334416+0.00360992j -0.00189861-0.00483913j -0.00185655+0.00518933j 0.0106465-0.00186418j 0.000883015+0.000209249j -0.00262234+0.000771972j -0.00230172-0.000217036j 0.000558639-0.00227808j 0.000445839+0.00172535j 0.000873087-0.0028061j 0.00304359+0.00263918j 0.00619753+0.00239973j -0.00282911+0.000552853j -0.000625966-0.00361098j -2.06354e-05-0.00219675j 0.00116828+0.00105472j -0.00106171-0.000830492j 0.00183383-0.00215941j 0.00594614+0.000421227j -0.000559088-0.00448994j -0.000957871+0.00078288j -0.000505728-0.000853093j 0.00550994-0.00503735j 0.00371976+0.00626718j 
-0.000364862+0.00438336j 0.00184429+0.00431002j -0.00269414+0.000227484j 0.00308594-0.0108977j -0.00971847+0.00157874j 0.00101092-0.00315471j 0.00264228-0.00105854j 0.00231421-0.00188793j 0.00224588+4.69098e-05j -0.00528468+0.000176499j 0.00115576+0.000187285j 0.000736592+0.00166272j -0.00395294+0.00268721j 0.000973295-0.00391002j 0.00209997-0.00231118j 0.00825661+0.000585756j -0.000784569-0.000867101j -0.00270544+0.00474395j 0.00163459-0.000417445j 0.000924451-0.00372127j 0.000764229-0.00322359j 0.00123625-0.00488455j -0.00209916+0.00472008j 0.001447-0.00358064j -0.000550246+0.000831299j -0.0047201+0.00706619j -0.00252419-0.00195018j -0.00374258+0.000252001j -0.00148777+0.00147599j -0.00319088+0.00484645j -9.48704e-05+0.00569777j -0.00156553+0.00193443j 0.000646185-0.00407702j -0.00269996-0.00360789j 0.00325563-0.00108835j 2.80705e-05+0.00133073j -0.0039656+0.00413822j 0.00130036-0.00448416j -0.00330224-0.00443265j -0.00526034+0.000161941j 0.00164059-0.00340046j -0.00116206-0.000693214j -0.00145162-0.00228586j 0.00503081+0.000438173j -0.0029032+0.000530112j 0.002085+0.00148214j -0.00302315+0.000467034j -0.00199774-0.000331487j -0.00124545-0.00186362j -7.73823e-06+0.000209019j -0.00271169+0.00443384j 0.00109284+0.000579898j -0.00225294-0.000927886j 0.000214197-0.00239696j 0.000507912+2.94351e-05j -0.00156103+0.00564205j 0.00184255-0.00591222j 0.00430841-0.00362831j -0.00289216-0.00626133j 0.00326199-0.00140331j 0.00288001+0.00253208j 0.0041784+0.00214239j 0.00691798-0.00508895j -0.00137337-0.00074524j -0.000511271+0.00103027j -0.00598133+0.000227846j -0.00365256-0.000180101j -0.00298356+0.011244j -0.00130097+0.000997701j 0.0036042-0.000902347j 0.00363239-0.00292743j 0.00103166-0.000538807j 0.00320063+0.000719998j -0.000618441-0.0010196j -0.000271995-5.03816e-05j -0.00128573-0.00137652j 0.000787758+0.00237181j 0.00370339+0.00140755j -0.00353079+0.0019171j -0.000385583+0.00341008j -0.000179176+0.00327323j 0.00136829-0.001852j -0.000293764-0.001433j 0.000954141-0.000572414j 0.000662196-1.26207e-05j -0.00017085-0.00369573j 0.0011644-0.00184939j -0.00150684+0.000465985j 0.000981643+0.00233204j -0.0023433+0.000611245j 0.000623948+0.00244814j -0.000847306+0.000102864j 0.00243929+0.00544147j 0.000676668-0.00290221j 0.00443553-0.00117982j 
0.00131105-0.00313737j -0.00264145-0.00544805j -0.00142754+0.00259509j 0.0074768+0.000773649j 0.00663613-0.000572653j 0.00388304+0.00222797j -0.00583253-0.00144569j 0.00376913+0.00226161j -0.00444179+0.00131989j -0.00221952-0.00579046j 0.001268-0.00478571j 0.00506329+0.00949735j -0.00107748-0.00381805j 0.0113978+0.0137245j 0.00421017-0.00915467j 0.00145234-0.004233j -0.000123697+0.000202403j 0.00156886+0.00284989j 0.00581249+0.000761874j 0.00513622-0.00232515j 0.00131402+0.00390279j -0.00113528+0.00370807j -0.000268684+0.00246173j 0.00194011+0.0031378j 0.00330095-0.00467985j 0.00300406-0.00179037j 0.000211267+0.0083055j 0.0042479-0.00237895j 0.000304788-0.00442134j 0.0031896+0.000178651j -0.00270974-0.00260876j 0.00281381-0.00161565j -0.00353829-0.00248276j -0.00062143-0.000421621j 0.00175878-0.00197812j -6.10162e-05-0.000494313j 0.000833623+0.000102627j 0.00399732+0.000666261j 0.000389613+0.00358208j 0.00487736+4.50127e-05j -0.00275067+0.00235097j 0.00236075+0.00272927j -0.00302382-0.00158527j -0.00264232+0.00443732j 0.00343381-0.000831757j -0.00307516+0.00288791j 0.00039379-0.00118344j 0.00364409+0.000159098j -0.00304824+0.00461062j 0.00154706+0.00101326j -1.62074e-05+0.0010694j 0.00212841+0.000309121j 0.00162613+0.00146563j 0.0010312-0.00281715j -0.00184112+0.000561531j 0.00490003-0.000133365j 0.00203871-0.000997644j -0.00236944+0.00144653j 0.000771489-0.00102037j -0.00505456-0.00261456j -0.0025775-0.000349534j 0.00153043-0.00184064j 0.00284587-0.00132455j 0.00256231+0.00117983j -0.00161871+0.000560823j -0.00429619+0.00269743j 0.00372294-0.00300243j -0.00188617+0.000437367j -0.000296677-0.000355298j -0.000141984+0.000629978j -0.00197539+0.00192125j 0.00188123-0.00206893j 0.000797771-0.00371121j -0.00081469-0.00249499j 0.00163258-0.000448227j 0.00651964-0.000305687j 0.00140863-0.00360568j -0.00489878+0.000308127j 0.00257174-0.00271755j -0.00167561-0.000849168j -0.00248495-0.00122612j 0.00102422-0.00662319j -0.00305101-0.000638687j 0.00173517+0.00412271j 0.00286263+0.00269167j -0.000549744+0.0023184j 0.000210967+0.00200472j -0.00205479+0.00111674j -0.00444455-0.000278234j 0.00308734-0.00205179j -0.00337465-0.00223953j -0.00338963-0.000325861j -0.00013496+0.000616497j -0.00375855+0.00291798j -0.00437318-0.00442485j 
0.00437848-0.00745754j -0.00259536-0.00869477j 0.00326557-0.000831674j -0.0090177+0.00193925j 0.00624209-0.000284463j -0.00418171+0.00226285j -0.00837854+0.00301839j 0.000234898+0.0051131j 0.00325571-0.00105675j 0.00554816-0.00323755j -0.00287639-0.00163272j 0.00209496+0.0065283j 0.00236295-0.000998661j 0.00211311+0.00300801j -0.00296408+0.000134299j -0.00164237-0.00186139j 0.00193389-0.00213784j 0.00287418+0.000838679j 0.00143978-0.00117656j 0.000865414+0.00675679j -0.00150936+0.00105276j -0.00443089+0.0036108j -0.00242942-0.00185707j 0.00253423+0.00464787j -0.00231432-0.00177833j 0.00352822-0.00114708j -0.00242914+0.00546905j 0.000226483+0.00346809j 0.000691855-0.00480118j 0.008815+8.72142e-06j -0.00290468-0.00382364j 0.00108805-0.00169157j -0.000111429+0.00320973j -0.00152359+0.00430179j 0.00338044+0.000568667j 0.00441034-9.31535e-05j 0.00105188+0.00145012j 0.00380684+0.00541081j 0.00204069-0.000154754j 0.0049261+0.00713596j 0.00422242-0.000578313j 0.000205813+0.000141113j 0.0022584+0.00296392j -0.0026867-0.00342445j 0.0019303+0.00194183j 0.00282681-0.00156938j 0.00197369-0.00513893j 7.37686e-05+0.00482446j 0.00423649+0.00177307j -0.0015276+0.00181312j -0.00234753-0.00113661j -0.00353821+0.00230717j 0.000165443-8.22344e-05j -0.00299512+0.00188768j 0.00539948-0.00408789j -0.00162886-0.00577603j -0.00548715-0.00398317j 0.00300217+0.00601797j 0.00899578+0.00211866j -0.000740903+0.00554921j 0.00179429-0.00336287j 0.00219751-0.000489656j -0.00152706+0.00788793j -0.00162764-0.00461105j 0.00110557-0.00383834j 0.00457858+0.00136485j 0.00165095-0.00382434j -0.00103445-0.00227527j -0.00138529+0.000999894j 0.00122532-0.00148403j -0.00276958-0.000134549j -0.000810525-0.000684523j -0.000406297+0.00285606j -0.00102456-0.00543274j -0.00457816+0.00282486j -0.000921504-0.00360287j 0.00568188-0.00448875j -0.000211126-0.000371472j -0.00336855+0.000864357j 0.00425604+0.000773917j -0.000878615-0.000490241j -0.00177854-0.000622756j -0.00483911-0.00114554j 0.00258757-9.8265e-05j 0.00183939+0.00612435j -0.00586156+0.00251828j -0.00163481-0.000576694j 0.00132926-0.00223345j -0.00303896+0.00276092j -0.000467246-0.00132299j -0.00112826+0.00311141j 0.00110407-0.00245794j -0.00324792-0.00388689j -0.00567082+0.00614579j -0.00865061-0.00549079j 
-0.0025301+0.00304563j 0.000321848+0.00339216j 0.00217398-0.00109309j 2.22764e-05-0.0020912j 0.00239564-0.00145517j 0.00188817-0.000968212j 0.00110639-0.000586706j -0.0021436-0.00419746j -0.00298126+0.00226288j -0.0060621-0.00204429j -0.00434654+4.58395e-05j 0.00146161-0.000992605j -0.00381808+0.00145931j 0.00226365+0.0087926j -0.00150467-0.00581792j 0.00143937-0.00217469j 0.00368697-0.00199563j -0.0011485+0.000576105j -0.00138001+0.00249625j 0.00137792-0.00273291j 0.00312036+0.00447867j -0.00180152-0.0015901j -0.00267513+0.00100474j 0.00344836-0.00372463j 0.000612619+0.00237858j -0.00130582-9.63141e-06j -0.00134145+0.00558489j 0.00442028-0.00308309j -0.00289361-0.00261203j 0.00127591-0.00288015j 0.00244627-0.002524j 0.000635105-0.000820155j 0.000841806+0.000793204j -0.00461155-0.000213318j 0.00491017-0.0004852j -0.00125663+0.000326369j -0.00393435-0.00127115j -0.00120664-0.00124117j -0.00627201+0.00346187j -0.000156991-0.0011488j 0.00129677+0.00256653j 0.0032861+0.00109246j -0.0020935+0.000377603j 0.000234646-0.000940524j 1.37294e-05+0.000659181j 0.00306113-0.00191412j 6.2e-05+0.00132319j 0.00143363-0.000913855j 0.00305733-0.00108378j 0.00136262-0.00189526j -0.000603004+0.000132025j 0.000167649-0.00064322j -0.00361145-0.00101274j 0.00362172-0.00128605j -0.00204439+0.000329341j -0.00106194+4.66223e-05j -0.00144053+0.0017441j 0.00136185+0.00194089j 0.00211404-0.00354408j 0.00094074-0.00135142j -0.00144411-0.000262294j 5.52434e-05-0.00233668j -0.00665915+0.000663469j -0.00176055+0.00108876j 0.000322503+0.00279473j 0.0027977+0.00024501j -0.00140741+0.000436041j 0.00122599-0.00252375j 0.00119174-0.00221473j 0.00408017-0.00303351j 0.000224277+0.00101996j -0.00142163+0.00478024j 0.00302865-0.00244483j 0.000701813+0.000569838j 9.69684e-05-0.000135217j 0.000530601+0.00295271j -0.00389683+3.94917e-05j 0.000144861+0.00261041j -0.00543325-0.00451519j 0.000205645+0.000487264j 0.00352822-0.00284862j -0.00263782+0.000968952j 0.00303804+0.00426703j -0.00124417+0.0024j -0.00279878-0.00353318j -0.000860585-0.000469884j 0.00023637-0.00160022j 0.000492302-0.000118293j -0.00153871-0.00173125j 0.00392593+0.00183646j 0.000318273-0.00503931j -0.00208006+0.00181552j 0.000691219-0.000506194j 0.00299441-0.000468025j 0.000243152+0.00427037j 
