0.118494+0.0798006j -0.0878061+0.101298j 0.0503018+0.0725246j -0.0532969+0.0595243j -0.018926+0.0284427j -0.0154031-0.0175008j -0.0246436-0.0242365j 0.000189254-0.0334504j 0.0463622-0.0366501j 0.0161183+0.0137576j -0.0100535-0.00903141j 0.00306334+0.0185004j -0.00993705+0.0127044j -0.0166544+0.00213773j 0.00626665-0.0255113j -0.0139343-0.0149605j 0.0135613-0.0274499j 0.00275299+0.0255536j 0.0369327+0.0438274j 0.0196617-0.00570412j -0.00286757-0.00597645j 0.0217157+0.00158943j -0.0047139+0.0256018j -0.00673017+0.0442331j 0.0353839-0.00929654j -0.0437926-0.0178633j 0.021709-0.0254486j 0.0118758+0.0101638j 0.038011-0.00187849j -0.0525365-0.0078831j -0.0156314+0.00128889j -0.0501713+0.00979343j -0.0165115+0.0184127j -0.00339218-0.00367388j 0.00701208-0.016041j 0.0234422-0.0381963j 0.0188966-0.00602951j 0.034735+0.00534358j 0.00477068-0.00928575j 0.0435777+0.0146042j -0.0126888+0.0056354j -0.0208726-0.00343328j -0.0137038-0.0402118j -0.0172863+0.0105083j -0.00517014+0.0376522j 0.013096-0.0432463j -0.00326974-0.0220936j 0.0670234+0.00930054j -0.0223856-0.0585357j -0.028316+0.0134146j -0.00312554-0.00275939j 0.0140837-0.00767802j -0.00526349-0.0179377j 0.0174277+0.0287544j -0.0317484+0.0281153j -0.0122166+0.0280179j 0.0116897-0.0610705j -0.0220778-0.013781j -0.0550279-0.00162094j -0.0317431+0.0288747j -0.00306292+0.0690675j 0.0111641-0.0243122j 0.0162199-0.0140049j -0.00582456-0.00676189j -0.00462687-0.0306492j 0.0595546+0.0381536j 0.000230371-0.0548308j -0.0663847-0.112921j -0.127027+0.0589645j 
-0.00366277+0.00440636j -0.00266937-0.0029043j -0.00157878+0.0018401j -0.00357494+0.00413716j 0.00282485-0.0147183j -0.00265481+0.00568131j 0.00502587+0.00208947j -0.00255447-0.00575237j -0.00265047-0.00566977j 0.00777219-0.000998645j -0.00206181-0.00229447j -0.0023419+0.00602926j -0.00262158+0.00188045j 0.0102393-0.00458561j -0.00922604+0.00160643j 0.00569017+0.00436066j 0.00403273-0.00310623j -0.000604394-0.00606225j -0.0096004-0.0154248j -0.00455181+0.00523623j -0.00786676+0.00999624j 0.00705833+0.00153274j 0.000965364-0.00318922j -0.00071406-0.00426596j 0.00125131-0.000518892j 0.00528764+0.00715089j -0.00105536+0.00200141j 0.0113861+0.00611076j 0.00185448+0.00454574j 0.00876037-0.000459784j 0.00740275-8.85285e-05j 0.00730567-0.00129367j 0.00246564-0.00295234j -0.00011552-0.000994345j 0.00673741-0.00669029j -3.44615e-05-0.000301894j 0.0159635-0.00433391j -0.00636596-0.00359229j -0.00460782-0.00272021j 0.00224249-0.00614564j -0.00193779+0.00329793j 0.0100569-0.0111362j -0.00292116+0.0132625j -0.00188394+0.00476088j -0.00294529+0.000960208j 0.000730474+0.00279737j -0.00832751+0.00736193j 0.000723831+0.000920096j -0.00125567-0.00557047j -0.0120159-0.0059275j 0.000172415+0.0011629j 0.0138165+0.0032947j 0.000675524+0.00546351j 0.00466691-0.0150863j 0.00522577+0.00767395j 0.00587836+0.00847594j -0.0145701-0.0125002j -0.000584713+0.00291445j 0.00257755-0.00205635j -0.000999643+0.00367578j 0.00303151+0.00183022j 0.00114138+0.00355639j -0.0093415-0.00199542j 0.00529381+0.00412253j -0.00636799-0.00117591j -0.00419937-0.00444613j -5.74326e-06+0.00351398j 0.00399001+0.00570812j 0.00499198-0.00669291j 
0.00215606+0.00233914j -0.00329776+0.0022671j 0.00228028-0.0060734j 0.00759922+0.00328992j 0.00556224+0.00369128j -0.00991903+0.00971957j 0.00775372+0.00589102j -0.00162601-0.00408371j 2.68308e-05+0.00137661j -7.72172e-05-0.000510638j 0.00184514+0.00538025j 0.00166383-0.00246197j 0.00120411-0.000799824j -0.000211023+7.90478e-05j 0.00440284-0.00132702j -0.000799573-0.00739122j -0.0025026-0.00545622j -0.000214531-0.00607596j 0.00538408+0.00378434j -0.008913+0.00156825j -0.000739927-0.00543694j 0.00377398+0.00360387j -0.00304105-0.00243402j 0.00214604+0.00315585j 0.00031065-0.0104361j -0.00169902+0.00010879j -0.00760607+0.000116874j 0.00378154-0.00180663j 0.00253004+0.00387304j 0.00177932-0.00162082j 0.00237997+0.00231442j -0.0044301-0.00290665j 0.00431559-0.011824j 0.000104725-0.00447059j -0.00189847-0.00312081j 0.00278904+0.00288807j -0.00185306-0.000352353j -0.00281604-0.00594827j 0.00354468-0.00418939j -0.00313707-0.00768679j 0.00170657+0.00994962j -0.000853951+0.00207536j 0.000272467-0.00220389j -0.00299811+0.00136301j 0.00456545+0.00139384j 0.0013963+0.00138934j 0.00823508-0.00266347j 0.0064917+0.00578203j -0.000517722-0.00309722j 0.00469102+0.0046616j 0.00299586+0.00436507j 0.0144221+0.0051741j -0.0116759+0.0111818j -0.0120965+0.00411196j -0.00278332+0.00945648j -0.0118637+0.0116182j 0.00570399+0.00799101j 0.00142827-0.0101943j -0.00460712+0.000546328j 0.0110366-0.0014809j -0.0131912+0.00691947j -0.00512553+0.00570453j -0.00586706+0.000704171j -0.00237573+0.00275534j -0.00345386-0.00525739j 0.00192443+0.00103128j 0.00319944+0.00327959j 1.86885e-05-0.00223117j -0.00144663-0.000860077j 
-0.000494381+0.00122783j 0.00112653+0.000958156j 0.00501396+0.00713041j -0.00889596+0.00510846j 0.00232152-0.000439344j 0.00302903+0.00169795j 0.0086475+0.000945983j -0.00218328+0.00320468j 0.00249904+0.00281069j 0.000566699+0.00236087j -0.00266055+0.00608223j -0.00352603-0.00233994j -0.00451095-0.000913629j 0.00167926-0.0011872j -0.00227155-0.0020042j -0.00661771-0.00339406j -0.00117161+0.00510663j -5.63359e-05+0.00249967j -0.00110435-0.00212509j 0.00137211-0.0036996j 0.00458672+0.00157111j 0.000541644+0.0013835j -0.00158774+0.00205609j -0.00124065-0.00318355j -0.00489637-0.000529584j 0.000856417-0.00237031j 0.00115659+0.00952084j -0.00483128+0.000790589j -0.00186332-0.000920196j 0.00170298-0.000123508j 0.00176526+0.00264824j 0.00547804-0.000962301j 0.00470402-0.003146j -0.00530229+0.00319013j 0.00383828-0.000648487j -0.00527017-0.00158311j -0.00315356-0.00207078j -0.00741851+0.00745352j -0.00459292+0.00786543j 0.00244422+0.00336884j -0.00232456-0.00622882j 0.00229964+0.00738937j -0.002997-0.0046021j 0.00350667-0.00521562j 0.00114267+0.00728277j -0.00473974+0.00505519j -0.00390493-0.00266012j -0.000448915+0.00168677j 3.70041e-06+0.00288323j 0.00255994+0.000792486j 0.00329338+0.00103261j -0.0094528+0.00600016j 0.00452373-0.00546882j 0.00280461-0.000615928j -0.00410515+0.000532675j 0.00136613-0.00719506j 0.00262848+0.00378632j 0.00360121+0.00559737j -0.00452762+0.00139771j -0.00842659-0.000151257j 0.00192989+0.00213894j -0.000597499-0.00148696j 0.00196504-0.0022787j 0.00736185+0.00294549j -0.00464207-0.00194803j -0.00251705-0.00487082j 0.00177253+0.0111571j -0.00102436+0.00761113j 0.00416141-0.0024151j 
0.00993155+0.00569773j -0.00487544+0.0111349j 0.00641527+0.00182051j -0.00362708+0.00718748j 0.00314067+0.00107361j -0.0011781-0.00272886j -0.00193428+0.00103687j 0.00135987+0.00237595j 0.00227405-0.00281494j -0.00236457-0.000815677j -0.000581797+0.000158735j -8.09861e-06-0.000796959j -0.00377429+0.00225321j -0.00496005+0.00171817j 0.00131802-0.00545483j -0.00674442+0.00213862j 0.000599197-0.00190922j -0.000868289+0.00117228j 0.00451932+0.00572705j 0.00205346-0.00490227j 0.00135237-0.000342597j -0.000298664+0.0040856j 0.0029582+0.00400528j -0.0014829+0.00346216j 0.00127475-0.00273129j -0.00190393-0.00172205j 0.00630528-0.000658913j -0.000646624+0.000385664j -0.000919986+0.00203862j -0.00727248-0.00635143j -0.00223954-0.00543375j 0.00395308+0.00198212j 0.000215203-5.08229e-05j -0.00573002-0.00212631j -0.00278093-0.00414293j 0.00161404-0.00619773j 0.00113029-0.00622949j -0.00305991-0.00463057j -0.00527591+0.00205802j 9.04348e-05-0.00189938j -0.00493503+0.000843165j 0.00247413+0.0042834j 0.000464494-0.0081454j 0.00312465+0.000198263j 0.00113574-0.000418322j 0.000743864-0.00223535j 0.00316942-0.00336344j 0.00283667+0.00627056j -0.00831491-0.00352909j 0.000768307-0.00131187j -0.0016503-0.000783804j -0.000301601-0.00334532j 0.00479916-0.00205973j -0.00456947+0.00578159j -0.00419922+0.000672464j -0.00426452+0.00403909j 2.84593e-05+0.00105288j -0.00206763-0.00457005j -0.00735372+0.00266667j 1.78932e-05-0.000611007j -0.00304821+0.00355935j 0.00467803-0.00137733j 0.00380312+0.000433295j 0.00168031-0.00185886j -0.00671667-0.00555613j 0.00218432+0.000184325j -0.00798514+0.00376218j -0.000159275-0.00441363j -0.00426024-0.00297523j 
0.00459854-0.0033756j 0.00274822+0.00486644j 0.000371243+0.00378779j -0.00681696-0.000870601j 0.0139554+0.00555582j 6.59187e-05-0.00432214j -0.00618961-0.00376609j -0.00356655-0.00259998j 0.00280082+0.00637886j -0.00169807+0.00331327j -0.00232218+0.00227077j -0.00432915+0.00135748j 0.00583659+0.00289659j 0.00300901+0.00259825j -0.00231934+0.000484509j 0.000700336-0.00214549j 0.00348599-0.000422165j 0.00381768-0.00179969j -0.00132556-0.00547936j 0.0037303-0.00612891j 0.00774861-0.00837456j 0.00249432+0.00148171j 0.00197223-0.00302154j -0.000260925+0.00636866j 0.00556739-0.00192166j -0.00808784-0.00322107j 0.0100666-0.00612891j 0.00398305+0.0022134j 0.00157827+0.00287125j -0.00697792+0.0020664j -0.00412796+0.00259739j -0.000891122+0.0020052j -0.00330747-0.00061896j -0.00206455+0.00747473j -0.00150068-0.00761692j -0.00411964+0.00305777j -0.00467952+0.00674624j 0.00103086+0.00435212j -0.00401997+0.00191945j -0.00610702+0.00967536j -0.00319239-0.00228718j -4.14212e-05-0.000207249j 9.72307e-05-0.00778152j 0.000331187-0.010242j 0.00628441-0.000723753j 0.00147536+0.00177316j -0.00116977-0.0113786j -0.000781511+0.00796143j -0.000336672+0.00651958j -0.00199807-0.00537989j -0.000291702+0.00162971j -0.0137365-0.0133826j 0.00254942-0.00921993j -0.00508769-0.00240094j -0.00500491+0.00738435j -0.0118276+0.00140899j 0.00514729-0.00055239j 0.000673622-2.90266e-05j -0.00854372+0.00161894j -0.0019552-0.00259367j 0.00271861+0.000987097j 0.0017136-0.00177037j 0.0125124+0.00456169j 0.00215882+0.0002659j 0.00311929-0.00820822j -0.00151475-0.000422258j -5.72564e-05+0.00094176j -0.0024324-0.00293792j -0.00138632+0.00391866j 
0.00399903+8.72759e-05j 0.000328556+0.00302883j -1.35417e-05+0.00269818j -0.00369326-0.00163986j 0.0017977+0.00180066j -0.00534144+0.000186196j 0.00199767+0.000851096j -0.00164331-0.00438258j 0.00232244+0.00279368j 0.000237497+0.00104603j -0.00197096-0.00226019j -0.00202157+0.00197938j -0.000287665+0.000183079j 0.00345279-2.47395e-05j -0.00120596-0.00446569j 0.000533024-0.00230803j 0.00293803-0.00110452j -0.0015013-0.00150073j 0.00302315+0.00134608j -0.00417024-0.00352152j 0.00208373+0.00155812j 0.00217378-0.00252041j 0.00147048+0.00415939j 4.11454e-05+0.00158394j -0.000751851+0.00087975j 0.00152998+0.00173583j 0.000152731-0.00525279j -0.000750459+0.000107063j 0.00122667+0.000202293j 0.00022542+0.00274968j 0.00120888+0.00103599j -0.00026749+0.00302281j -0.00424619-0.00441012j -0.000153407+0.00313797j 0.000254276-0.00211641j 0.00180289+0.000982462j 0.00499175-0.000290225j -0.00307061+0.00153602j -0.0015021-7.77604e-05j 0.00682547+0.0104158j -0.000777377+0.000491471j 0.00101918+0.00336554j -0.00551083-0.00121708j -0.000611376-0.00160275j -0.000245927+0.0040429j 0.000506396+0.00103116j 0.00248849+0.000319509j 0.00705332+0.0101793j 0.000688454-0.00873123j 0.000806494+0.00388549j -0.000231669+0.000936316j -0.0100613+0.00796977j -0.000905009+0.000593939j 0.000624296+0.00162754j -0.00250002+0.0103639j 0.00419897-0.00396114j 0.0061481+0.00402593j 0.00496696+0.00315478j -0.00915555-0.00595404j -0.00228006+0.00272169j -0.0051416+0.00350518j -0.0065064+0.00215156j -0.00200987+0.000298505j 0.00182459+0.00159921j -0.000257661+0.00024937j -0.000385765-0.00228972j 0.00169041+0.00184687j -0.00544332-0.0036637j -0.00495695+0.00522367j 
-0.000820321+0.000659452j -0.00168924-0.000285353j 0.00280382-0.00139632j 0.0025087+0.00227486j 0.000459259+0.00127509j 0.000289909-0.00435107j -0.00692712+0.00327719j 0.00230116+0.000908976j -0.000849662-0.000485342j 0.00071737+0.000843941j -0.000370991+0.000685505j -0.000867726-0.0019766j 0.00285184+0.00079171j -0.0035461+0.00208494j 0.00492539+0.000764294j -0.00104108+0.00174452j -0.00360637-0.00426764j 0.00407231-0.00213752j -0.000753564+0.00435807j 0.00613206-0.00307172j -6.02733e-05-0.00734103j -0.00142162+0.00406796j 0.000156546-0.00176297j -0.00142922+0.00171588j 0.00177082+0.000430409j -0.00659527+0.00243208j 0.00410326-0.0035407j 0.000271472-0.00160638j -8.76145e-05+0.000802285j -0.00193291-0.0017828j -0.0024818-0.00165222j -0.00169074-0.0014865j 0.000561418+0.00362424j -0.000543771+0.00118971j 0.00148837-0.000251089j -0.00120149-0.00052139j -0.00635707+0.00185626j 0.000922853-0.00377629j 0.00134475-0.0012803j -0.00393765-0.000908901j -0.000337317+0.00138915j 0.00161346-0.00544936j 0.00428991-0.00457575j -0.000439744+0.00190551j -0.00172279-0.00504567j 4.26536e-05-0.00156496j -0.00153628-0.00659742j -0.00212122+0.00341765j 0.000692498+0.0108233j -0.00220663-0.00201923j 0.000192381-0.000356909j -0.00202289-0.00939631j 0.0034932-0.00413028j -0.0083851+0.006632j 0.000790735-0.00869515j -0.00685621+0.00700496j -0.00268809-0.00391353j -0.0045471-0.00638351j 0.0105441+0.00188708j -0.00269683-0.00497475j 0.00116273-0.00595266j 0.00157475-0.00438481j 0.00285397-0.00287497j -0.00292263-0.00122154j 0.000781624+0.00076669j 0.00832818-0.003777j -0.00756187-0.00964865j 0.000102721-0.00304957j -0.000813535+0.000401035j 
-0.00540677+0.000335419j 0.000485724-0.00516296j -0.00779556-0.00119399j 0.00166815-0.00678441j -0.00359746-0.00633629j 0.00159378-0.000425918j -0.00167052+0.00280801j -0.00458759-0.00652089j -0.0100518+1.32783e-05j -0.00224386-0.00532246j -0.000493029-7.82907e-05j -0.000493001+0.00476429j -0.00557654+0.00305861j 0.00425543-0.00538674j -0.00275373+0.00401894j 0.00745726-0.00495213j 0.00321245+0.00385615j -0.00377644-0.000527492j -0.00294513-0.00785421j -0.00409535+0.00325992j 0.0031199+0.00271495j 0.00293694-0.00288549j -0.000560659-0.00312804j 0.0018184+7.39932e-05j -0.00414338-0.00525071j 0.000482539-0.00057334j -0.00159323+0.00256376j 0.00220605-0.00164368j 0.00119497+0.00143066j -0.00340311-0.0013091j 3.52024e-05+0.000458073j 0.0027786-0.00104589j 0.00168206+0.00022941j -0.0072125-0.00416357j -0.00187651+0.000939517j -0.00349214-0.00328262j -0.000883331-0.0048071j 0.00106509+0.000194106j 0.00196398+0.00655405j 0.00303649-0.00156429j 0.000110343-0.00375905j -0.00852982-0.00794358j 0.00194779+0.00872216j 0.000285491-0.00211606j -0.00100405-0.000333753j -0.00345377+0.0015139j -0.00127457+0.00318432j -0.00432778-0.00557419j 0.00873999-0.00688262j 0.000826338-0.000476374j -0.00128028-0.000924683j 0.00739729-0.00194542j 0.00108423+0.00249639j 0.00406836-0.00429866j -0.00181441+0.00428803j -0.00262546-0.000114905j -0.00551142-0.00801577j -0.00141868+0.00648036j -0.00193038-0.00160571j 0.00204821-0.000448369j 0.00509235+0.00127821j 0.00207328+0.00377249j 0.006855-0.0018324j -0.00327132-0.00146647j -0.00734835-0.00710331j -0.00295655-0.00871586j -0.0032263+0.008709j 0.00448266+0.0076433j 0.00625151-0.00557176j 
-0.00490035-0.00623777j 0.00525786-0.00568019j -0.00420528-0.00145236j 0.00204293-0.00940018j -0.00486157+0.00179646j 0.00192151+0.000365034j -0.000157212-0.00509742j 0.00149688+0.000945914j -0.00103577+0.00134528j 0.000217474+0.0037638j 0.000822041-0.000155542j 0.00388288-0.00068024j -0.00446506-0.00365085j 0.00277172-0.00156453j -0.00511148-0.000623369j 0.00435028+0.00198569j -0.00188164+0.00238373j -0.00282382+0.00311571j 0.00147587-0.0020753j -0.0033403+0.000491529j 0.00144799+0.00182089j 0.00015419-0.0085792j -0.00215884-0.000115639j 0.0014783-0.00301303j -0.00342731+0.00297418j 0.00479122+0.000156564j -0.00451559+0.00310875j -0.000576727-0.000822044j -0.000164142-0.00329399j 0.000652302+0.00522927j 0.00271666+0.00282149j 0.00171288-0.00256632j -0.000461028+6.97708e-05j 0.000117831+0.00186538j -0.000449026+0.00481449j -0.000369296-0.00241853j 0.000209092+0.00583489j 0.00179733+0.00412906j 0.00350384+0.00225344j 0.00327262+0.00122095j -0.000216676-0.000183471j -0.00517059+0.00162659j 0.00188928+0.00389846j -0.00195707-0.00120931j 0.00135174+0.00274057j 0.00011234-0.000228729j 0.000968694+0.00681673j 0.00634152-0.00117958j 0.00642669-0.00239404j 5.7297e-05+0.00347596j -0.000875195-0.000352584j -0.000995604+0.00866948j -0.00328624-0.00159998j 0.0058108+0.00152824j -0.000112593+0.00534714j 0.00351533-0.00644514j 0.00229889+0.00153377j 0.00751473+0.00229989j -0.00540702-0.0028039j 0.00581987+0.00175238j -0.000523223+0.00198836j -0.00624242+0.00295044j -0.000760581-0.00293201j -0.00429977-0.000683523j 0.00259178+0.00276261j -0.0089466-0.00129528j 0.00519104+0.00647522j 0.00138968+0.00349599j 0.00281436+0.000236647j 
-0.00528415-0.00623634j 0.00730022-0.00470959j -0.00224295+0.000457885j 0.00145038-0.00287722j -0.00259465-0.0108833j 0.00930652+0.00333142j 0.00448054-0.00170375j -0.00307085-0.00170955j -0.00115954-0.00172198j -0.00328297-0.0046727j -0.00193027+0.00436568j -0.00565374+0.0060751j -0.0036365+0.00105098j -0.00489284+0.000354438j -0.00177263+0.00446082j -0.00799561-0.0020019j 0.000756204+0.00592954j -0.000583155+0.00277885j 0.000769929-0.000567719j 0.001107+0.00517958j 0.000684395-0.00575024j -0.00182817+0.00584889j -0.00636154-0.00448261j -0.000586627-0.00253882j -0.00400802-0.00179566j 0.00254824+0.0054813j -0.000284737+0.000348424j -0.00704552-0.000556712j -0.00108202+0.000263264j 0.00698081-0.000185195j 0.00174019+0.00236099j 0.00323122+0.00142345j 0.001625-0.00267292j -0.00582574+0.00167145j 0.00317811+0.000127718j -0.00681745+0.00666055j -0.00409377-0.0043552j -0.00233933+0.00405856j 0.00308136+0.00159885j 0.000266479+0.00130263j -0.00378205-0.00107705j 0.00264235+0.00191442j -0.00661427+0.00111247j -0.00102078+0.00267279j -0.00601565-0.00220427j -0.000405593+0.00754347j -0.000939649-0.00153975j -0.00201053-0.00124972j -0.00181932-0.000472749j 0.00296152-0.00221114j 0.00310453+0.000426183j -0.00276296+0.0077863j -0.00056394-0.00189307j -0.00127256+0.00160799j 0.00548541-0.00337909j -0.000249182-0.0054174j 0.00464362+0.00482481j 0.00404333+0.00346787j 0.0111917+0.00240329j -0.00370592+0.00143664j -0.00348057-0.00800989j -0.0078159+5.36497e-05j -0.00486876-0.000916072j 0.00251378-0.000208216j 0.00469082+0.0076485j -0.00212493-0.0011307j 0.00395804+0.00304596j 0.00110702+0.00569601j 0.00524201-0.000122174j 
-0.0101719+0.00103666j -0.00024775-0.00854223j -0.000104206-0.00304619j 0.00616778-0.0031437j 0.000752464-0.00169303j -0.00279412+0.00182511j 0.00347967-0.000759115j 0.00538246-0.00207089j 0.00228777-0.00311534j 0.00391704-0.0056609j 0.00385013+0.00575258j -0.00743861+1.9985e-05j -0.00328966+0.000733247j 0.00484402-0.00278079j 0.00382442-0.000368449j -0.00924512+0.000845206j -0.00513942-0.000930418j 0.00314487+0.00561639j -0.00351036+0.0061102j -0.000157679-0.00257601j -0.00135681+0.000339727j -0.0031952+0.000715165j -0.00294717+0.00995637j 0.00280261-0.00578525j -0.00822679+0.00471162j 0.00243031-0.00172438j 0.000788927+0.00780694j -0.00891831-2.83411e-05j 0.000898559-0.00359481j 0.00866392-0.00256465j 0.00754136+0.0015282j 0.0036654-0.00509707j 0.0058733-0.0141243j -0.00621113+0.00176579j 0.00618647+0.00395398j -0.00662305-0.00435802j 0.00117354-0.00945212j -0.0081604+0.00518954j 0.00112987-0.00284833j 0.00615058-0.00674842j 0.000800006+0.00198233j 0.0109158+0.00365388j -0.00342042+0.00431025j 0.000390631-0.000184976j -0.00516967+0.00121146j 0.00197617+0.00116571j 0.000412435+0.00409545j -0.000122023-0.0061323j -0.00348955+0.00607246j 0.00358603-0.00194495j 0.0058313-0.00204184j 0.00989149+0.0176277j -0.000113833+0.000907268j -0.000472625+0.000859423j -0.000460005-0.0010867j 5.46554e-05-0.00881141j 0.00466842+0.0105477j 0.00296599+0.00228325j -0.0007484+0.0039666j -0.0049581+0.00745218j -0.00316094+0.00291782j -0.00300436-0.00159877j -0.00691933-0.00125993j 0.0027145+0.00522926j 0.00240756+0.00661125j 0.0051582-0.0077534j 0.00268503+0.00139922j 0.00263053+0.012886j 0.00994858-0.0044911j 
0.001882-0.00287832j 0.00189676+0.00227493j -0.00587543+0.00572399j -0.00628072-0.00543413j 0.00657751-0.00763472j 0.002736+0.00405888j -0.0036412-0.00452775j 0.000792521+0.00339505j 0.000695593+0.00138518j -0.00429194+0.00134711j 0.00300315+0.000540391j 0.00573298-0.00118449j -0.00440783+0.0033466j -0.00412472+0.00573267j -0.00262837+0.0010656j 0.000523779+0.00458355j 0.00550353+0.00219008j -0.000454745+0.00437931j 0.00222628+0.000120701j -0.000557105+0.00379632j -0.00303492+0.00389734j 0.000793821+0.000704487j 0.00161763-0.00229449j -0.00144118+0.00229324j 0.00130749-0.0098836j 0.00166362-0.00105509j 0.00429857+0.00247073j -0.0024766-0.0059049j -0.00406742+0.00066321j -0.00538077-0.00696516j -0.00260757-0.00588041j 0.00109172+0.0067824j -0.00561541+0.00822293j 0.00105955-0.0024191j 0.0018264+0.00156687j -0.00112971+0.000576901j 0.00307851+0.00213789j -0.00187691-0.000927538j -0.00217425+0.00688851j 0.00152383-0.00166011j -0.00593302+0.000505524j -0.00205452+0.00148624j -0.000391291+0.00107073j -0.000877338-0.00300072j -0.00311522+0.00482307j -0.000520827-0.00331177j -0.00456628-0.000354743j -0.00291361-0.00214564j -0.00331561-0.00673549j -0.000906966-0.000679783j 0.000399867-0.000583522j -0.00719963+0.000646448j -0.00310944-0.00273333j -0.00564299+0.00381304j -0.00535658-0.00467269j 0.00148347-0.00226828j -0.00213646+0.00234991j -0.00216862+0.00420061j 0.00104364-0.00180412j -0.000737361+0.000938655j -0.00108122-0.00221488j 0.00360913-0.00108231j -0.000369236+0.00234201j 0.00339873-0.00121465j 0.00229112-0.00380077j -0.000439662+0.00769032j -0.0031606+0.00391538j -0.00572529-0.000436902j 0.000279794+0.00419172j 
0.00855313+0.00372979j -0.00222285+0.00869747j 0.0040937+0.00332293j -0.00539499+0.00774345j 0.00589026-0.00392182j -0.00211087-0.00527301j -0.00218524+0.00112103j 0.000454456-0.00106583j 0.00549794-0.000696637j -0.00030351+0.00297936j 0.00257689-0.000639335j -0.00248724-0.000150309j 0.000157722-0.000362702j 0.00383487-0.00206023j 0.00106214-0.0018209j -0.000717208+0.00149312j -0.000775256-0.00340468j -0.00167357-4.15403e-05j -0.00343106+0.00337808j 0.00275835-0.00645781j -6.02855e-05-0.000341194j 0.00158436+0.00451904j 0.00153723+0.00204058j 0.000242277+0.000862355j 2.44287e-05+0.000979181j -0.00988619-0.00497373j 0.00826036+0.000836407j 0.00328491+0.00250848j 0.00182535-0.000183221j -0.00637396-0.000888379j -0.000316724-0.00084915j 0.00408359-0.000922128j 0.00111763-0.00494133j -0.00264726+0.00125866j 0.000293614-0.00334351j -0.00158714-0.00607892j 0.00266357-0.00511315j -0.00067319+0.00253794j -0.00148469+0.00165247j -0.00209458-0.00427537j -0.000696114+0.00112487j 0.00138398-0.0015217j -0.000964348-0.00215707j 0.00222282-0.00252513j 0.00318811-0.000254708j -0.000683053-0.00139482j -0.00362657-0.00128928j -0.000847273+0.00121294j -0.00386846+0.00360512j -0.00449894-0.00310128j -0.000696422-0.00183573j 0.00476711-0.00851299j 0.00259116+9.99409e-05j -0.00235176-0.00264092j -0.00535029+0.00138445j -0.00494778+0.00814639j -0.000995097-0.00247057j -0.0034318+0.000498808j -0.000133513+0.00150267j -0.00338978+0.00168525j 0.0021577+0.00397825j 0.0062073-0.00339589j 0.00538052-0.00281781j 0.00310384+0.00226593j -0.00312542-0.00606677j 0.00266949+0.00190702j 0.000951834+0.00551295j -0.00162532-0.00643556j -0.00723919-0.000747761j 
-0.000274671-0.000665512j 0.00104462+2.77838e-05j -0.000662906-0.00174061j -0.000219002-0.00029226j -0.00367319+0.000640786j 0.000304725-0.0033388j 0.00210493+0.00271994j -0.000559138+0.000254618j 1.73937e-05-0.000458941j -0.000501915+0.00158324j 0.00621195-0.00260106j -0.00340985-0.00126828j 0.0012557-0.00705584j 0.00703454+0.000753276j -0.0044688+0.00193432j 0.00188573+0.000877946j -0.00157297-0.00192506j 0.00426161-0.00332473j -0.00643352+0.00751836j -0.00369633-0.00552057j 0.00799718+0.00271194j 0.00467871-0.00095178j 0.0020356+7.43226e-05j -0.00202773-0.00271601j -0.000162485+0.000210912j -0.00210169+0.00624503j 0.00443016-0.000425492j -0.00230913-0.000329986j -0.00228017-0.0010558j -0.00153748+0.00321286j 0.00579851+0.00199158j -0.00226418-0.00436439j -0.000974976-0.00666229j -0.00454184+0.000956169j -0.000413846-0.00624639j -0.00269745-0.00644204j -0.0036117-0.00187338j -0.00269796+0.00192647j -0.00727597-0.00704027j 0.000241523-0.00254335j -0.00194565-0.00336311j -8.59849e-05-0.0051991j -0.000440986+0.000673632j 0.00120217-0.000789001j 0.00101924+0.00260846j -0.0049011+0.00299054j -0.00107258-0.0075857j -0.00562984+0.00642236j 0.0008211+0.00293743j 2.70456e-05-0.00122698j -0.000817965-0.0058508j -0.000627421-0.00378646j 0.00142485+0.00254688j -0.00104194-0.00271285j 0.00162696+0.00313622j -0.00174955+0.00442727j -0.00185158-0.0028987j -0.00168809+0.00235938j 0.000120665-0.000661392j 0.0014562-0.0041224j -0.000965281-0.00193986j -0.000442998+0.00401884j 0.00140483+0.00108604j 0.0011391-0.000963417j -0.0023849-0.00170416j -0.00221611+0.000172535j -0.00274383+0.00387568j 0.00146071+0.00101723j 0.00124206-0.00124646j 
