0.118494+0.0798006j -0.0878061+0.101298j 0.0503018+0.0725246j -0.0532969+0.0595243j -0.018926+0.0284427j -0.0154031-0.0175008j -0.0246436-0.0242365j 0.000189254-0.0334504j 0.0463622-0.0366501j 0.0161183+0.0137576j -0.0100535-0.00903141j 0.00306334+0.0185004j -0.00993705+0.0127044j -0.0166544+0.00213773j 0.00626665-0.0255113j -0.0139343-0.0149605j 0.0135613-0.0274499j 0.00275299+0.0255536j 0.0369327+0.0438274j 0.0196617-0.00570412j -0.00286757-0.00597645j 0.0217157+0.00158943j -0.0047139+0.0256018j -0.00673017+0.0442331j 0.0353839-0.00929654j -0.0437926-0.0178633j 0.021709-0.0254486j 0.0118758+0.0101638j 0.038011-0.00187849j -0.0525365-0.0078831j -0.0156314+0.00128889j -0.0501713+0.00979343j -0.0165115+0.0184127j -0.00339218-0.00367388j 0.00701208-0.016041j 0.0234422-0.0381963j 0.0188966-0.00602951j 0.034735+0.00534358j 0.00477068-0.00928575j 0.0435777+0.0146042j -0.0126888+0.0056354j -0.0208726-0.00343328j -0.0137038-0.0402118j -0.0172863+0.0105083j -0.00517014+0.0376522j 0.013096-0.0432463j -0.00326974-0.0220936j 0.0670234+0.00930054j -0.0223856-0.0585357j -0.028316+0.0134146j -0.00312554-0.00275939j 0.0140837-0.00767802j -0.00526349-0.0179377j 0.0174277+0.0287544j -0.0317484+0.0281153j -0.0122166+0.0280179j 0.0116897-0.0610705j -0.0220778-0.013781j -0.0550279-0.00162094j -0.0317431+0.0288747j -0.00306292+0.0690675j 0.0111641-0.0243122j 0.0162199-0.0140049j -0.00582456-0.00676189j -0.00462687-0.0306492j 0.0595546+0.0381536j 0.000230371-0.0548308j -0.0663847-0.112921j -0.127027+0.0589645j 
0.00885024+0.0046665j -0.00311791+0.00410821j 0.00749289+0.00486802j -0.00699998-0.00557609j 0.000422004+0.00648556j -0.00146773-0.00120944j -0.00761551-0.000686303j -0.00416017-0.00458502j 0.000253288-0.00143773j -0.00478214+0.00369925j -0.00696062-0.000389946j -0.00140018+0.000616717j -0.00266458-0.00238916j -0.00565531+0.00565061j 0.00800033+0.00125455j -0.000269506+0.00215935j 0.00242469-0.00165289j -0.00392455+0.00348953j -0.00351728-0.000443089j -0.0022222+0.00589067j 0.00519212+0.00127325j -0.00478688+0.00122206j -0.00983231-0.00282554j -0.00181294+0.00860034j 0.000669881-0.00573549j -0.00406516+0.0018591j 0.00225227-0.00092864j -0.00203471+0.006013j 0.00756756-0.00121812j -0.00175218-0.0028468j -0.00229732+0.00388365j -0.00553817+0.0032578j -0.00137952-0.0021233j 0.00047671-0.00528254j -0.00214905-0.0073922j -0.00345255-0.00464585j -0.000183805+0.00173941j 0.00248529-0.000367445j 0.00100993-0.00231139j 0.0102337+0.0057158j -0.000402582+0.000595895j 0.000272099-0.00147768j -0.00539566-0.00350674j 0.00117466+0.00129174j 0.000676841+0.00507615j 0.00772848-0.00307755j -0.00342473-0.00334781j -0.000479898-0.00138134j 0.00209177-0.00498437j -0.00194674+0.0011523j -0.00114333+0.000732113j 0.00062734+0.00366641j -0.00432777-0.00277973j 0.00164688+0.0022604j -0.00244735+0.000232467j -0.00244189+0.00259245j -0.00250463-0.00750134j -0.00155969-0.0034527j -0.0121778+0.00512196j 0.00125137+0.00329547j -0.00205976+0.000657834j 0.00327279-0.00398184j -0.000846175+0.000402169j -0.00139913+0.000487456j -0.00469205-0.00373364j -0.00081442+0.00154084j 0.0031389-0.0025484j -0.0071273-0.00508766j -0.0087394+0.00560342j 
-0.00193512+0.000691665j -0.00224589-0.00465574j -0.00375894-0.00627984j 0.000472844+0.0032168j 0.00411213+0.000182883j -0.00675264-0.00361801j -0.00204893+0.00194039j -0.000377653+0.0025561j -0.00295383-0.00144828j 0.00265607+0.0017493j -0.00324525-0.00130572j -0.00106949-0.00163508j 0.00300193+0.00263943j 0.000839296-0.00123487j 0.0012428-0.000167425j -0.00123728+6.04396e-06j -0.00225052-0.00311607j 0.000850854+0.00136844j -3.46578e-05-0.00146331j -0.00190894-0.00254908j 0.00529731-0.00354633j -0.000497757+0.00480314j 0.000529144-0.00184441j -0.00225969-0.00244195j -0.00224137+0.000226852j 0.00160416+0.00125471j 0.000346835-0.00312232j 0.00416855+0.000410722j 0.000152244-0.00082448j 0.00241991-0.00169745j 0.00299956+0.000319568j -0.000649502+0.00228878j -0.0022654+0.00101866j -0.000320823+0.00108755j 0.00388152+0.00122055j 0.00194306+0.00187704j -0.000885516+0.00010042j -0.00235644-0.00156681j 0.00158966-0.00436899j 0.00129772+0.000474813j 0.0019282-0.00288404j 8.45578e-05+1.69343e-05j -0.00188775+0.00168788j 0.00215632-0.00123762j 0.000353533+0.00329814j 0.00684766-0.00199154j 0.00281715+0.000137332j -0.00475363+0.00065603j 0.00116931+0.000952902j -0.00032543+0.00121174j 0.000705531+0.000633628j -0.000935332+0.00193609j 0.00427182+0.00364896j -0.00507944+0.00317668j 0.000451653-0.000963083j 0.0029921+0.000736534j 0.000486074+0.00151291j -2.38689e-05-0.00102387j -0.000286304-0.000213768j -0.000722332-0.00151701j 0.00865107-0.00147057j 0.00025861-0.000627119j 0.000794154-0.00262056j -0.00242446-0.000335263j -0.00364383+0.00282892j 0.00456967-0.00326888j 0.00158558-0.00260183j 0.00150621+0.00165021j 0.00158508-0.00203599j 
-0.000278384+0.00611428j -0.00357121+0.00286026j 0.0062823+0.00622949j 0.00822303+0.0063185j 0.00069045+0.00393895j -0.00425981+0.00336341j -0.00103082+0.000329035j -0.00331412+0.00297089j 0.00332861-0.00609906j -0.00199657-0.00344983j 0.00103611+0.00367139j 0.00363828+0.00461874j -0.00162227-0.00388006j 0.00448418-0.0046425j 0.00849361+0.000310739j 0.000235721+0.000639598j 0.000384918-0.00665726j 0.00314526+0.00436441j -0.00161499-0.00304957j 0.00462005+0.00231786j 0.00105223+0.00015966j -0.000283877+0.00354036j 0.00380137+0.00142839j -0.00386169+0.00197925j 0.00424943-0.00509649j 0.000704144+0.000538562j -0.00798116+0.00276096j -0.00298506-0.00151365j 0.000580727+0.000220652j -0.00755862-0.00645859j 0.00188906-0.00153324j -0.00587192-0.00201806j 0.00382619+0.000732509j -0.0021076+0.000202219j 0.000414556+0.00152466j 0.00122444-0.0040299j -0.00146391-0.00219345j -0.00322291-0.00288396j 0.00140528-0.00338484j 0.00218556+0.00413991j -0.00657267-0.000652504j -0.000984721+0.000399457j -0.000771582+0.000655071j 0.000335659+0.000913064j -0.0017025+0.00398539j 0.000639949-0.00244151j 0.00174128-0.00123386j 0.0025479-0.00257254j -0.000584137+0.00136012j 0.000668121+0.00277733j -0.00162805+0.0111736j 0.00115473+0.00271057j 0.00234502-0.00209648j 0.00235811+0.00517103j -0.0087209+0.00222498j -0.00369809+0.00444385j -0.00125665-0.00356135j -0.00465657-0.00425601j -0.00201605-9.19495e-05j -0.000659757-0.00114782j 0.00454449+0.00173016j 0.00248543-0.00101656j 0.00397552-0.00357804j -0.00482325-0.00264761j -0.00624539-0.000692315j 0.00691039-0.00258001j 0.00276824-0.00492961j -0.000973011-0.00289028j -0.00599604-0.00329714j 
0.000291916-0.00217082j 0.00245025-0.000697776j 0.00462762+0.00335721j -0.00371554-0.00402956j -0.00147679+0.00537506j -0.00525076+0.00469172j 0.00647537-0.000619629j 0.00406971+0.0011523j -0.00284176-0.00344467j -0.0072229-0.00514698j 0.0105734-0.00836314j -0.00616636+0.00810008j -0.000311301-0.00755564j -0.00340609+0.00780379j -0.00877899+0.00459983j 0.0149411-0.00332217j 0.00175759+0.000431205j 0.0147587-0.00146459j 0.00133711-0.00417936j 0.00450701+0.0015647j -0.00272647-6.90762e-06j -0.00152883+0.00979471j -0.00290144+1.83794e-05j 0.00260715+0.0119767j 0.000984077+0.0121034j 0.000774486-0.00211258j -0.00371361-0.00503767j -2.81639e-05-0.00724097j -0.00336344+0.0042783j -0.0112235+0.00821865j 0.00506833-0.0115724j -0.000225523-0.00153114j -0.000380171-0.00286579j 0.00452208-0.00380193j -6.47839e-05-0.00498537j 0.00140353+0.00228495j 0.00202471-0.00131158j -0.00319537+0.00400174j 0.0030891-0.000276908j 0.00255269+0.00022413j -0.000321427+0.00160911j 0.000511231-0.00487549j -5.87137e-07-0.00372364j 0.002321+0.00289684j 0.000469323-0.00411443j -0.0025257-0.000277121j -0.00293455-0.000449863j 0.00160978-0.00351683j -0.000233034-0.00341551j -0.000334627+0.000640164j 0.000300053+0.0304294j 0.00269313+0.000570783j 7.95396e-05-0.000989554j 0.000559177+0.00124264j -0.00151743-0.00244201j 0.00187073-0.00295473j -0.000611247-0.0028004j -0.000588428+0.00296161j -0.000416466+0.00184169j -0.00036998-0.000215979j -0.00150361-0.00248956j 0.000666063-0.00047996j 0.000169586+0.00276406j -0.000685005+0.000110038j -0.000222949-0.00111491j -0.00208127+0.00138686j 0.00141634+0.000395657j -0.00211348-0.0014986j -0.00093162+0.00204872j 
0.00816256+0.0040615j -0.00498515+0.00910651j 0.00413817+0.0062974j -0.00112105+0.00195066j -0.00168591+0.00345073j 0.00368637+0.000774004j -0.00586612-0.000190753j -0.00481587-0.00165959j 0.00684561+0.00191344j -0.00116844+0.00165798j -0.00435932-0.00186098j 0.00353262-0.0008617j -0.00539829-0.000268605j -0.00367754+0.00233659j 0.00981538+0.000332943j -0.00688979+0.00133435j 0.000973597-0.00431254j -0.00463784+0.00173422j -0.00548585+0.00373921j 0.000902212-0.00242733j 3.14643e-05+0.00355632j -0.000662447-0.00410887j -0.0025722+0.00160734j -0.0017686+0.00652714j 0.00352492-0.00920954j -0.00719064+0.00375138j -0.000364712-0.000349481j 0.00342192+0.00557444j 0.00406178-0.000271633j 0.00161103-0.00560934j 0.000523904+0.00632403j 0.00234095-0.00118695j 0.00149415+0.000129786j -0.0016779-0.000219482j -7.71541e-06-0.00670308j -0.00314565-0.00422784j 0.00106517+0.00238437j 0.00179963+0.000662925j -0.00502088+0.00198912j 0.0053768+0.00115517j -0.00296351-0.00128456j 0.00129675+0.0028302j -0.00079985-0.00250381j -0.00213747+0.00323708j -0.000361252+0.00239934j 0.00199799-0.00109211j -0.000521833-0.00307339j 0.00479532+0.00327802j 0.00101325-0.00367039j -0.00363035+0.00259893j -0.00011165-0.00302173j 0.00186729+0.000696424j -0.00243329-0.00198078j 0.00880921+0.00478825j -0.000384476-0.000762462j -0.00273324+0.00235447j 0.000330984-0.00249858j -0.00545962-0.0016567j -0.00429487+0.00275183j 0.000799417+0.00337996j -0.00308984+0.00367477j 0.00102724-0.00219205j -0.000635195-0.000253915j 0.00132493-0.00168134j 0.00355627-0.000978122j 0.00125591+0.00508854j 0.000423033-0.00222203j -0.0065916-0.00816288j -0.0102116+0.00423248j 
-0.0013683-0.00136136j 0.00213377-0.00288837j -0.0031626-0.00278228j -0.00524739+0.00168491j 0.00683934+0.00147496j 0.00682181-0.00566872j 0.00648107-0.000824924j -0.00797673-0.00353512j 0.00629317-0.00110867j 0.00531498-0.00603124j 0.00118971-0.00563665j 0.00977942+0.00329843j 0.00319216-0.00811468j 0.00692532+0.00290204j -0.00174961+0.00224765j 0.00251699-0.00754948j -0.00195897-0.000473246j 0.00122309+0.00685381j 0.00316374-0.00458648j -0.00736628-0.000796387j 0.00483055-0.00300426j 0.00532392-0.00206894j -8.75931e-05-0.00479754j -0.00462395-0.00639771j -0.0100391+0.000740226j 0.00321443-0.000304131j 0.00788855-0.00359556j 0.000253911+0.00122552j 0.00409016-0.00148677j -0.00881984-0.013158j 0.00406251+0.0182744j -0.00175357+0.00586542j -0.0053708+0.00233532j -0.00284447-0.00102254j 0.00259195+0.000335474j 0.00422759+0.00333416j 0.00175669-0.00151065j -0.00115265+0.00320309j 0.00273897+0.00283123j -0.00592139-0.000667098j 0.00554299-0.00417766j -0.000437803+0.00473482j -0.00116096+0.00204899j -0.00252785+0.00149586j 0.00284578-0.00221542j -0.00209341+0.000350879j -0.0030276+0.00187315j -0.00631431+0.00125935j -0.00103421+0.00171864j 0.000356088-0.000170187j -0.00143659+0.022731j -0.00333722-0.00126138j -0.00040249-0.00190097j -0.00336021-0.00583258j 0.00673858-0.00341434j 0.0015255-0.00276233j -0.00034356+0.00143242j 0.00420438+0.00234908j 0.00178835-0.000339664j 0.000689763+6.11761e-05j -0.00391931+0.00059069j -0.00217626+0.00156751j -0.000876125+0.00129829j 0.00101742+0.00165435j 0.00290713+0.000532252j -0.0027108+0.00171645j -0.00191327+0.00375802j 0.00218331+0.00371499j 0.00560403+0.000260617j 
-0.00214504-0.000187459j -0.00195884-0.000947953j -0.0045724-0.00449173j 0.00555469+0.00446419j 0.00228837+0.00219654j 0.00181623+0.00976755j 0.0024036+0.00245109j -0.0103644-0.00612153j 0.00636659-0.00372816j -0.000400516+0.00150306j 0.0104907-0.0147514j 0.00235452-0.00477802j -0.00921272+0.00749281j 0.00485119+0.0012067j 0.0116251+0.00147713j -0.0111272-0.000464859j 0.0030955+0.00726926j -0.00805596+0.000426121j -0.0138497-0.00213775j 0.00567231-0.00899254j 0.00347952-0.00585584j 0.00434033+0.00159315j -0.000342375-0.00186923j -0.00192868+0.000546476j -0.00649723+0.00289112j -0.00525499+0.00247041j -0.0116069+0.00394462j 0.0107889+0.00175456j -0.00244689-0.00283606j -0.00377472-0.00825462j 0.0011612+0.00231545j 0.00420409-0.000335966j 0.00654261-0.00154684j 0.0118846-0.00130978j -0.000640596+0.00319879j -0.0100577-0.00395406j -0.00898274+0.00506406j -0.00118138+0.00314178j -0.0073659-0.00116797j 0.00647182-0.00126105j -0.00293002+0.000715937j -0.000586716+0.00313742j 0.00142838+0.00320081j 0.00171675+0.000913986j -0.000218698-0.00157422j -0.000523798-0.000370845j 0.0059781+0.00242908j 0.00226883+0.00290729j -0.000787654+0.0010759j 0.000429819+0.00229399j -0.00129356+0.011966j 0.000841336+0.000256866j 0.00172676+0.00413304j -0.00297558+0.000612183j -0.000309527+0.00184421j 0.00187917-0.00215892j 0.000513297+0.00174223j -0.000475733+0.00036471j 0.00360482-0.00226516j -0.00282643-0.00317174j 0.00343555-0.00300003j -0.000541342+0.000768374j -6.16103e-06-0.00217381j 0.00153311-0.00239914j 0.00200209-0.0019888j 0.000867674-0.000353489j -0.000439725-0.000420748j 0.00287037+0.00152269j 0.0027408-0.00189927j 
-0.00231538-0.00117251j -0.000910694-0.00124365j 0.000944725-0.00396493j -0.00225272+0.00111049j 0.00331409+0.0023797j -0.00712379-0.00234747j -0.0032421-0.00403651j -7.42715e-05+0.00722044j 0.000626432+0.000967742j 0.000426703-0.00413307j -0.00118242+0.00249763j -0.00245472-0.00316792j 0.00240696+0.000171265j -0.00173058-0.000595825j -0.00309411-0.00143318j -0.000319913+0.000223239j -0.00112961-0.00161349j 0.00325222+0.000677777j 0.00176836+0.00206128j -0.00340246+0.00019314j -0.000851957+0.00559329j 0.00171386-0.0020037j 0.00112988+0.00259768j -0.00151085+0.0026633j -0.00048302-0.00071878j -0.00154328+0.00150084j 0.00139157-0.00281351j 0.00084239-0.00247112j -0.000867782+0.000910709j 0.000640901+0.00196466j 0.00388655-0.00243849j 0.00539407-0.000432208j -0.00263326+0.00216183j -0.00566673+0.00182064j 0.00079571-0.00112006j 0.00226959+0.0016639j -0.000970885-0.00194997j -0.00319024+1.2977e-05j -0.00229722-0.00171117j -0.00444722-0.000366036j -0.00401595-0.00421667j 0.0015239+0.00217355j 0.000789554+0.00309066j -0.00511597-0.00367439j -0.000517051+0.00221121j -0.00332128-0.00226474j -0.00150354-0.0008008j -0.000976229-0.00160651j -0.00320728+0.00195419j -0.000655267-0.000359168j 2.17669e-06-0.00150654j -0.00123678+0.000610136j -0.000340243-0.00180831j 0.00140952+0.00295066j 0.000137413-0.0035983j 0.000302427+0.00129396j 0.000784889+0.00137246j -0.00073356-0.00194101j 0.00447941+0.000562248j -0.00209751-0.000583402j -0.00409168+0.00133301j -0.00188439+0.00096517j -0.00286821-0.0029576j -0.000516673-0.00286475j 0.00161905+0.00225376j 0.00422273+0.0031839j -0.000934063-0.00271697j 4.29652e-05-0.000882255j 2.4713e-05-0.00212178j 
0.00290301+0.00406552j -0.00405518+0.00622447j -0.00370642+0.0102904j 0.00931314-0.00249418j -0.00202111+0.00147961j 0.00516442-0.00351223j -0.0016641-0.00260776j -0.00295322-0.00301118j 0.00768902-0.000117372j 0.00172988-0.00540248j 0.00144328-0.000535917j 0.0107666+0.00658276j -0.0031029-0.00582556j 0.00454388-0.00175269j 0.00845084+0.00193401j 0.00105598-0.00161397j 0.000912481-0.00711221j 0.0014105+0.0063669j -0.000966206-0.000940638j 0.00321419-0.000649484j -0.00147984-0.00123144j 0.0018838-0.00663204j 0.00280255+0.00175139j -0.00146277+8.05046e-05j 0.00370835-0.00981053j -0.00218837+0.00044484j -0.000978746+0.00154694j 0.000247208-0.000220854j 0.00492637+0.000126901j -0.00587096-0.0105111j 0.00413983+0.00727436j -0.00572584-0.00139384j 0.00049952+0.00270919j -0.00334763+0.00209425j 0.00201714+0.00173541j 0.0025053-0.0030822j 0.00479367+0.00031757j 0.00129578-0.00233427j 0.00107368-0.00160348j -0.000311304-0.00215295j -0.000464219+0.00167812j -0.000725464+0.0026792j -0.000407511-0.00335795j -0.00410941+0.00205164j -0.00260378+0.0024437j -0.00115948-0.00240161j -0.00183355-0.0014596j 0.00519928+0.000915227j -0.00322862-0.00244745j -0.00111086+0.00274998j -0.00268381+0.00873249j 0.00210237-0.00156819j -0.00274511-0.00278504j 0.00525243+0.00379209j -0.00457811+0.000632362j -0.00177234+0.000138854j 0.000303719-0.00470009j -0.000911416-7.66685e-05j -0.00289961+0.00292389j -0.000841697+0.000701542j -0.00126411+0.00151979j 0.00211193-0.00186165j 0.00191059+0.00304118j 0.00337113-0.00140512j 4.4529e-05-0.000600696j 0.00198893+0.00168757j 0.000598865-0.00231237j -0.00457062-0.0046751j -0.00623833+0.00300563j 
-0.00427954-0.00215629j 0.00403861-0.00321084j -0.00576769+0.00343638j 0.00568812-0.00596672j -0.00257789-0.00397563j 0.00613255-0.00216005j 0.00150121-0.000514099j 0.00286366-0.0036118j -0.000989691+0.000284631j -0.000164861-0.000513288j 0.00322125+0.00275375j 0.00358149+0.00514734j -0.000653843-0.00291431j 0.00444004-0.001629j -0.00104541+0.00282927j 0.00366784-0.000808301j 0.00264299+0.00284626j -0.000145041+0.000533485j 0.00159376-0.00259353j 0.00164066+0.0040326j -0.00113493-0.0051067j -0.00112668-0.00365008j 0.00202115-0.00130945j 0.0028719-0.00515561j 0.00033929-0.000861009j 0.00261305-0.00120517j 0.00140426+0.0046718j -0.00569661-0.00265169j -0.00015794-0.000195849j -0.00256166-0.000628327j -0.00316066+0.00151311j -0.00541719+0.000892625j 0.00077416-9.38054e-05j -0.000163924-0.000833944j -0.0010682+0.00394873j 0.00119015+0.000345449j 0.00238359+0.000589182j 0.00199909-0.00203988j 0.00185975+7.5032e-05j -0.00195862-0.000847466j 0.00437989+0.00451252j -0.000913598-0.00340506j 0.00196628-0.00211127j -3.47857e-05-5.1826e-05j -0.000304117-0.00103776j -0.000638117+0.00298654j -0.00176989+0.000719738j -0.00223772-0.0014856j -9.96325e-05+0.00150928j 0.00206237-0.0025329j -0.000519168-0.000147885j -0.000142129-0.00186235j -0.0020303-0.00301305j -0.000865855-0.00459993j 0.000710736+0.000628708j -0.000370931-0.00205569j -0.000458053-0.000277628j 0.00213391+0.00212943j -0.00258015+0.000311503j 0.00231756+0.000211769j -0.00191008-0.00309429j -0.00023263-0.000166845j -0.00128315+0.00287879j 0.000307087+0.00277947j -0.00249558-0.000703244j -0.00420877-0.00250685j 0.000509688+0.00314512j 0.00126252+0.00498884j 0.00465061+0.000753266j 
-0.00354426-0.00710262j 0.00657449+0.000620138j -0.00858099+0.0085063j 0.00317632-0.00584107j -0.000347053-0.00181151j 0.00967208+0.00350438j 0.00039673-0.00755644j -0.00063196-0.00325637j 0.00815177+0.000945014j -0.00402673+0.00072459j 0.00739298+0.000985216j 0.00324961+0.00448856j -0.00182218-0.00282666j 0.00399278+1.3568e-05j 0.00228428+0.000636669j 0.000391069+0.00016815j 0.00199324+0.00589689j -0.00016123+0.000252182j -0.00323666-0.00118079j 0.0035765-0.000900867j -0.00303595-0.00382011j 0.00100176-0.00902546j 0.00244767+0.00441543j 0.00335503-0.00278415j 0.001032+0.000473348j -0.000444834-0.00410494j -3.10408e-05+0.00415049j -0.00375014-0.00202175j -0.00276543+0.000110184j -0.00314936-0.000939796j -0.0041058+0.0044502j -0.000828862-0.00102389j 0.00339287+0.000816556j 0.00262259-0.000675828j -0.00217869+0.00283223j -0.000704836+0.00154686j 0.00327072+0.00473305j 0.00240024+0.000276741j -0.00575834+0.00299989j -0.00278178-0.00109434j 0.00154674+0.00444773j 0.000489117-0.00358087j 0.000226636+0.00140358j -0.000839721+0.000528169j -0.00236157-0.00378837j -0.000232488+0.00224679j -0.00236144+0.00206808j -0.00161067+0.00349852j 0.0014716+0.00177599j -3.53327e-05-0.00181868j -0.000251746+0.000604088j 0.000583083-0.00236711j -0.0062255-0.00205868j 0.00216668-0.00271754j -7.20453e-05+0.000724181j -0.000896375-0.00417037j -0.00194112+0.00248818j 0.0012387+0.00431049j -0.00314475+0.000513474j 0.0045232+0.00297305j -0.000711349-0.00386586j 0.000688336+9.59814e-05j -0.00133631+0.00500221j 0.00220882+0.0075557j 0.00507018+0.00103718j -0.00652199+0.00652473j 0.00764665+0.0045327j -0.00480907+0.000331353j 0.000879679+0.00567877j 
-0.0114133-0.00217018j 0.00543475-0.0113544j 0.000416309-0.0106073j 0.00716478-0.0055036j -0.00239448+0.00397891j 0.00618005-0.000277158j 0.00541104+0.00658015j 0.0047098-0.00441833j -0.00704148+0.000540142j 0.00706311-0.00329237j 0.00230042-0.000456674j 0.00142003-0.00305935j -0.00141875+0.00253477j 0.00273458-0.00196143j -0.0074715+0.00280163j -0.000665649-0.00263614j 0.00285277+0.001774j -0.000546029-0.00396791j -0.0031878-0.00184473j 0.00227179+0.000540979j -0.00386286+0.00047631j -2.38194e-05-9.46618e-05j 0.00445554-0.00328461j 0.000608056-0.00322772j -0.00245221+0.00363088j 0.00474285+0.00158491j -0.00125127-9.54893e-05j -0.00512671+0.000823435j -0.00149865-0.000346873j 0.000991433+0.000780415j -0.00438503+0.000535326j -0.00156328-0.00133086j 0.00014221-0.0024212j 0.00312244-0.00035865j -0.00181317+0.000961103j -0.00195557+0.000451998j -0.00202931-0.00183999j -0.000367387+0.00173693j 0.00215146+0.00518464j 0.000929821-0.000203483j 0.00483586+0.000927528j -5.29316e-05+9.93628e-05j 0.00707631-0.000738252j -0.0011584+0.00159641j 0.000940353-0.00668097j -0.00514336+0.0063276j 0.00192135+0.0018597j -1.41991e-05-0.00256091j -0.000530489+0.0036049j 0.00392571-0.00638547j 0.00134194+0.000200708j -0.00183669-0.000217192j 0.00372943+0.00341531j -0.00372584-0.00888359j 0.00722935-0.000685697j 0.00137511-0.00116807j 5.74533e-06+0.00662293j 0.000193609+0.00389667j 0.0102867-0.00266726j 0.00075736-0.00230611j -0.00196487-0.000390622j -0.00372975+0.00324777j -0.000373709-0.00172132j 0.000572148+0.000337978j 0.00360522+0.00167637j -0.00408824-0.005269j -0.00695147+0.00475482j 0.00989939+0.0120164j 0.0138006-0.00539481j 
0.0130504+0.00493295j -0.00062063+0.0121963j 0.00644602+0.009773j -0.0121206+0.00353907j 0.00542979+0.00147412j 0.00423895-0.000400298j 4.48759e-05+0.000266122j -0.00188782-0.00375703j 0.00626908-0.00361416j -0.0059525+0.00163373j 6.59376e-05+0.0045924j -0.000845141+0.003402j 0.00165704-0.00502498j 0.00149652-0.00098474j 0.000866024-0.00310612j 0.00107581-0.0013343j 0.00348192+0.00314522j -0.00222317+1.31898e-05j 0.00192995+0.00263733j -0.0005066+0.000630823j -0.00198506-0.000309357j -0.00125872+0.00437094j -0.000486535+0.00027817j -0.00220591+0.000380282j 0.00137497-0.00115324j -0.00527948-0.0027676j 0.00160425+0.00038178j -0.00713325+0.0024186j 0.00318792-0.000564042j -0.00821184-0.00157689j -0.00814005+0.00173155j -0.00802555+0.00158056j -0.000391324+0.000717589j 0.00053163-0.00204753j -0.00322661-0.00249485j 0.00174419-0.0064203j 0.000995008-0.00504451j 0.00440248+0.00074804j 0.00169621+0.00399796j 0.00415524+0.00348167j -0.0026196+0.00333732j -0.000848406+0.00106622j -0.0041406-0.000926363j 0.00222151+0.000272962j 0.00324726+0.00223634j 0.00343606+0.000250405j -0.00331487-0.00187637j 0.000983552+0.00182922j 0.000156942-0.00621786j -0.00226738+0.00141957j -0.000492945+0.00148394j -0.00110469-0.000596005j -0.00386663-0.0019335j -0.00108584-0.00152367j -0.00153491+0.00495415j -7.75672e-05+0.00309699j 0.000452976-0.00529528j -0.000868429+0.000457159j -0.00745499-0.00232422j -0.00169826+0.00423476j -0.00322664+0.00357391j 0.000435127-0.00264388j 0.00373908+0.00292713j -0.000192335-6.14562e-05j 0.000794636-0.0056868j -0.000537734+0.00556552j -0.00015142+1.65167e-05j -0.00684842-0.0089758j -0.0107876+0.0071429j 
0.00405093+0.00631995j -0.00143745+0.00505041j 0.0108195-0.00245282j 0.000258211+0.00320615j 2.52164e-05+0.00992356j 0.00514629-0.00256741j 0.000904342+0.00752619j 0.00217898-0.00354634j -0.000212278-0.0010278j 0.00253238-0.00355623j 0.00260357+0.0023668j 0.0017219-0.000557923j -0.000787526-2.43546e-05j 0.0032602-0.00280594j -0.00174827-0.00119458j -0.00114477-0.00416616j 0.00599903-0.00113318j -0.00176699-0.00327824j 7.93438e-05+0.0035412j 0.00374861+0.00113773j -0.00622559+0.00213628j 0.000383155+0.00380542j 0.00552014-0.000106976j -0.00182845+0.00255518j 0.00403815-0.00150608j -0.00484439+0.00306165j -0.0023705-0.000472973j -0.00675559+0.00252611j 0.000676334+0.000749904j -0.00416356-0.000590219j -0.00528022-0.000503938j -0.00544497-0.00257336j 0.000178019-0.00113282j 0.000460495+0.00185061j -0.00126094-0.00216527j 0.000799687-0.00571661j 0.000618295-0.00586869j 0.00321001+0.00169335j 0.0029237+0.00653954j 0.00727945+0.00171241j -0.000656534+0.00310271j 0.00176149+0.00416594j 0.00697101-0.00367899j -0.00334501+6.98682e-05j 0.00205959-0.00183109j -0.00590882+0.00245759j -0.000218056-0.00266958j 0.00880327-4.42584e-05j -0.0034916-0.00164697j -0.000859778-0.00152339j 0.000851715+0.000272619j -0.00244005-0.000570742j 0.000550073+0.000401008j -0.00144396-0.00413167j 0.00145193+0.00275825j 0.00122902+0.00338449j 0.00285312-0.00307643j -0.00445731+0.00154612j 0.00610972-0.00301317j -0.00446685-0.000683874j -0.00631366+0.00736875j -0.00261031+0.000508279j 0.00292523-0.00162155j 0.00148104-0.00519903j 0.00279664-0.00248744j 0.00187933+0.000685718j -0.00808168-0.00284248j 0.00231059-0.00421305j -0.00442118+9.36082e-05j 
