-0.127065-0.140835j 0.165459-0.122261j -0.0744319-0.23184j -0.236167+0.0228115j 0.0601534+0.126693j -0.0632047+0.0913029j 0.147123-0.0476716j 0.00743139-0.209612j -0.0497438+0.0162199j 0.0068405+0.0287805j 0.0691056-0.0524898j -0.0778706+0.0109916j 0.139584+0.107316j -0.0445098+0.0487205j 0.0399911-0.0369665j 0.0443651+0.0347443j 0.0188202-0.0108274j 0.0499878-0.0182255j 0.0140798+0.0270084j -0.121126+0.172894j -0.0405347-0.0874395j -0.0286041-0.0337525j -0.055739+0.0684538j 0.0643423-0.0951321j -0.0188088+0.0209436j 0.0399963+0.0966828j -0.0968661-0.00313701j -0.0622437+0.137769j 0.0399249-0.0110374j -0.0914598+0.0424868j 0.116339+0.00396493j -0.0154931+0.0712479j 0.0511686-0.00854505j 0.0180958-0.0161875j 0.0472703-0.00646033j -0.0561291-0.00250979j 0.0288121-0.0141944j 0.0278993+0.0298623j 0.00295133-0.105501j -0.0604164-0.0420485j -0.0460831+0.068405j -0.0300483-0.00452632j 0.0650614-0.0199232j 0.0867995+0.023559j -0.0280758+0.0393718j -0.0852277+0.0465986j -0.00433904+0.0947978j 0.0206864-0.0316361j 0.113279+0.0560336j -0.093185-0.0486921j -0.0458662-0.0664256j 0.072448-0.0440585j -0.0452272+0.106728j 0.0352354-0.00289272j 0.0454698-0.0128038j 0.0814953-0.0651192j 0.0244306-0.0397049j -0.0739321-0.00197236j -0.0901833-0.0455229j -0.0152634-0.0410007j -0.0910334+0.0503254j -0.0716926+0.057842j 0.183148-0.041118j -0.0797179-0.035668j 0.0852862-0.108454j -0.0522426-0.132045j 0.133789-0.15022j 0.120472+0.171559j -0.0995527+0.153013j 0.168065+0.124618j 
0.000301311+0.0002745j -0.000423625-0.000824071j -0.00258833-0.00249326j 0.00171191-0.000875718j -0.000272452-0.00222108j -0.00247495+0.00153384j -0.00513789+6.11421e-05j -0.00302613-0.00325441j 0.000473766+0.00182125j 0.00215136+0.000905413j -0.00260023+0.0010644j -0.000750193+0.00282566j -0.0125713+0.000650851j -0.00108775-0.000771367j 0.00152723-0.0026286j 0.00286434+0.00100527j -0.00106478-0.00604383j -0.000180654+0.00578662j -0.00063951+8.01203e-05j 0.00120737-0.00360467j 0.00322613-0.00648453j -0.00111372-0.00348307j -0.00427747-0.00110644j 0.00258975-0.0015612j 0.000628813+3.74657e-05j 0.000322991-0.000352876j -0.00357666-0.00259167j -3.54991e-05-0.00324715j 0.00383806-0.00300129j 0.00743954-0.00187029j 0.00249341+0.000749384j 0.000756194+0.00383131j -0.00231258-0.00744938j -0.00432495-0.00523818j -0.00177771-0.00136427j 0.00102994-0.000408077j 0.0003352-0.00473418j 0.00262601-0.00323623j -0.00141878+0.00490395j 0.00207081-3.16239e-05j -0.00329855-0.00193794j 5.69718e-05-0.00268902j -0.00342172-0.00473461j -0.0014463-0.0011413j 0.00114382+0.00159387j -0.00161975-0.00227327j 0.00036012+0.00084047j 0.000221226-1.86773e-05j -0.00166004-0.00183915j 0.00186528-0.000376058j -0.00180353+0.000594966j 0.00104181-0.000266239j 0.000300803-0.0029354j -0.00103795+7.59377e-05j -0.000782554-0.000557217j -0.00276032+0.0013149j 0.00187095+0.00146594j 0.00407693+0.000190737j -0.00033393+0.00209035j 0.00131135+0.00177682j 0.0024505-0.00432287j 0.00201947-0.0015547j -0.000760791+0.00138322j -0.000715743+5.94554e-05j -0.00453417+0.00117584j -0.000611284+4.19063e-05j 0.000338038+0.00194596j -0.000861099-0.000212212j -0.00107013-8.35455e-05j -0.000123373+0.000404189j 
-0.000823024-0.000280011j 2.79366e-05-0.000426432j -2.17806e-05-0.000291621j -0.00117902-0.000569034j -0.00275733-0.00249435j -0.000471608+0.00351232j 0.000468491+5.42529e-05j -5.23359e-05+0.00151988j 0.000980819+0.00313825j 0.00272628-0.00288101j 0.00272791+0.0012092j 0.0050362-0.00475846j 0.0044533-0.000628589j 0.00304863+0.00381539j -0.00493864+0.00663491j 0.000831966+0.00441527j 0.00169655+0.00104791j 0.00382118-0.000100117j -0.00288946-0.00233404j 0.00101605+0.00524269j -0.00113952+0.00662436j -0.00572971-0.0049298j 0.00860845-0.00961919j 0.000461222+0.000717725j 0.00332897+0.0040516j -0.00185226+0.00168249j 5.54959e-05-0.00496638j -0.000858304-0.00320626j -0.00224916-0.00151311j 0.00219712+3.88428e-06j -0.00326504+0.00206707j 0.00163704-0.00208924j 0.00218603+0.00209438j -0.000855827-0.00334593j 0.0019116-0.00805007j -0.00497249-0.00252983j -0.00284155+0.00366795j -0.0042729+0.00521037j 0.00489988-0.00596902j -0.00299182+0.000988339j -0.00365892+0.00125109j -0.00240734+0.00352829j 0.000231109-0.00304027j -0.000919843-0.0022603j -0.00042369-0.00180656j -0.000276322-0.00198459j 0.0011174+0.000998795j -0.00201937+0.00275712j 0.00112785+0.00228809j 0.000731519+0.00217583j -0.000584442-0.00330762j 0.00249181+0.0016774j 0.00243457+0.0017967j 0.00087618-0.00170542j 0.000293796+0.00039611j 0.00073725+0.00390042j 0.00070245-0.00095661j -0.00153321-0.000445127j 0.000266304+0.000462003j -0.000483625+0.000816598j 0.000848454-0.00144624j -0.000701801-0.000637575j 0.00133744-0.00175778j 0.00160966-0.000256377j 0.000258052+0.00160445j -0.00137415+3.02524e-05j -0.00124377+0.00238229j 0.00110124-0.000131212j -0.000310116-9.77989e-05j -0.000363154+0.00115731j 
-5.49982e-05-0.00064548j 0.000768322+0.000132068j -0.00118793-6.65906e-05j 0.00114387-0.00033891j -0.000577614-0.00227262j -0.00224972+0.000970932j -0.00234173-0.000959043j 0.00132533-0.00261659j -5.00381e-05+0.000862968j 0.000795579-0.000249276j 0.000397094+0.000421103j -0.0023254+0.00181887j -0.00205058-0.00298981j 0.00135592-0.000969186j -0.000626796-0.000614501j -0.000847349-0.000319545j 0.00297886-0.00177166j -0.000264203+0.00259248j -0.000254981+0.00199834j 0.000494649-0.00150187j 0.00131946-0.00288013j 0.000649838+0.00191344j -0.000763289-9.70549e-05j -1.19582e-05-0.00207965j 0.000796235+0.000201325j -0.00117337-0.000619803j -0.000759576+0.0014447j -0.000301934+0.000325056j -0.000761367-0.00153643j -0.00212965-0.00110467j -0.00073183-0.00142456j -0.00185386+0.00118995j -0.00336944-0.000241906j -0.00103049+0.000366802j -0.000747866-0.000587518j 0.00235107-0.000280751j 0.000111058+0.00116891j -0.00045687-0.000285633j -0.000754422+0.0029765j -0.00122598-0.00110237j 0.00142774+0.000487019j 0.000623859-0.00016843j -0.00128087+0.001638j 0.00144949+0.00203059j 0.000772294+0.00091481j 5.00794e-05+0.000552589j -0.00198343+0.000681806j -0.000142762-0.000972469j 0.000965016+0.00014803j 0.00103339+0.000746844j 0.000569521-7.18318e-05j -0.00198992-0.00181472j -0.000452815-7.27115e-05j -0.000536881-0.000210279j -0.000116846-1.56946e-05j 0.00194612-0.000392014j -0.000142016-0.000216037j 0.00070384+0.00126406j -0.00110234+0.00133121j -0.000601972-0.000178523j -0.000674485-0.000804565j 0.000283315-0.000332431j -0.000698032-9.46675e-05j 0.000167268-0.000703897j 5.16959e-05+0.000450101j 0.000293577+0.000153027j 0.000344011-0.000478049j 0.00024921-0.000335617j -0.000488079-2.7104e-06j 0.000280744+0.000102015j 
2.78792e-06+0.000168859j -0.000943906+6.93352e-05j -0.000269612+0.000258684j 0.000270529-0.000218311j 0.00141404-0.00268795j 9.46819e-05+0.000479265j 0.00254285-0.000748837j -0.00163236+0.000978137j -0.00239851+0.000604258j 0.0028843+0.00167105j -0.000432804+0.00468678j 0.00341335-0.00248699j -0.00116583+0.00515926j -0.00388141+0.00423418j 0.00181497+0.00017384j -0.00255897+0.00175821j -0.0044759+0.00428643j 0.00248315+0.00448109j -4.41305e-05-0.00364809j 0.00649309-0.00217152j -0.00124849+0.000340899j -0.00725301-0.00591194j -0.00506206-0.00286875j 0.00210558-0.00274376j -0.00112501-0.00154587j 0.00429828+0.000108925j -0.00304234-0.00691028j 0.00173362+0.00124515j 0.00619117+0.00327548j 0.00647653-0.0023848j 0.00168624-0.00182152j 0.000528261+0.00152509j 0.00433148+0.000924853j 0.00212834-0.00033991j -0.00240125-0.000982678j -0.004576-0.000133617j -0.000267153-0.00382398j 0.00213562-0.000824882j 0.00237331-0.000644777j 0.00806406+0.00185939j 0.000335398-0.000652145j -0.00212116-0.000393015j -0.00155095-0.00507461j -0.00176086-0.00393319j -0.00413229+0.000921028j -0.00199462-0.00144491j 0.0023518-0.00112594j 0.00210305+0.000772922j -0.0025037-0.000409971j 0.00020276+0.000587935j -0.00202898+0.00102324j 0.00161994+0.000206028j -0.000613884+0.00105986j 0.000458415+0.00082162j -0.00115172+0.000841719j -0.00330021+0.000232667j 0.00226714+0.00144984j 0.00108749-0.00134046j 0.00164163-0.00166683j 0.00167299-0.000560084j 0.000996149+0.000184692j 0.00124797-0.000550105j 0.00122549+0.000311121j 0.000619312+0.0015119j -0.00143818-0.000592635j -0.000688278-0.000670933j -0.00202816+0.00153005j -0.000419696+0.000267809j 3.26187e-05+4.66975e-05j -0.00018322+0.00048755j 
-0.000212142+0.000269217j -2.91075e-05-0.000356489j -0.000265363+0.00251992j -0.00103342+0.00142527j -0.0011513+0.00243303j 0.00108162-0.00305416j 0.00254042+0.000386642j 0.000446982+0.00250436j -0.00162848-0.00560935j -0.00384694+0.00286419j -0.00294239-0.00294277j 0.00147564+0.000481017j -0.00175566-0.00257281j 0.000129042-0.00359796j -0.00310287+0.0036881j -0.00150516+0.00154013j -0.00286547-0.00190023j 0.00365766-0.00882739j 0.00524842-0.00135651j -0.00429553+0.000955485j -0.000268734-0.000606331j 0.00676614+0.00323165j -0.00184167+0.00509564j -0.00131174+0.00188282j 0.00165772-0.00482915j -0.00416833-0.00141957j 0.000259489+0.000856047j 0.00200719+0.00462431j -0.00288387-0.0034711j 0.00346404-0.00301998j 0.000476122+0.00158902j 0.00420134-0.00633131j -0.00199129-0.0016958j -0.00654584-0.00129313j 0.000868989+0.004631j -0.00571164+0.00387918j 0.00253605-0.00781414j -0.00103937-0.00212278j -0.00246326-0.00297214j 0.000487594+0.00163674j -0.00464329-0.00223744j 0.00179834-0.00430539j 0.00262305+0.00141143j -0.00216714-0.00361515j -0.000140907-0.00334975j -0.0017523-0.00517469j 0.00251587+0.00245719j 0.00123865+0.00188699j 0.000210209+0.00168092j 0.00268796-0.000405676j -0.00293737-0.00138332j 0.00427167+0.00198137j 0.00119112+0.00297357j 0.00235301-0.000172967j -0.0022193+0.00362415j -0.00351541-0.00121526j -0.00242068-0.00292249j -0.00303053-0.00176575j 0.0012343-0.000767326j 0.000862491+0.000622041j -0.000375546+0.00124176j -0.000942252+0.000837741j 0.00044792+2.7744e-05j 0.000480184+0.000826283j 0.000706621+0.00218716j 0.000310284+0.000683309j -0.00117782+0.000577778j 0.00105084-1.15752e-05j 0.000280656+0.000226235j -0.000547332-0.000123451j 
7.32334e-05+3.25098e-05j 0.00129985-3.29785e-05j 0.00105443-0.001713j 0.000103395+0.00149586j -0.000439837+0.000491633j -0.00017791+0.00101136j -0.00385261+0.00124566j 0.00144265-0.00266274j 0.000859627+0.000407014j 0.000483355+0.000870453j 0.00130591-0.00371551j -0.000215271+0.00244357j 0.001299-0.00237445j -0.00221475-0.00221214j -0.00141966+0.000883541j 0.000575826-0.00206096j 0.00294802+0.00131274j -0.000853342+0.000720183j 0.000556525+0.000289155j -0.000707557+0.00138991j -0.000121838+2.59064e-05j 0.00273187+0.00491986j 0.0039585+0.00390889j -0.000115975+0.00188192j -5.78872e-05+0.00286108j -0.00104071-0.000165123j 0.00137186+0.00106203j -0.00193657-0.000317134j 0.000724571-0.00322769j -0.00171846+0.00180446j -0.000527259+6.96115e-05j -0.00290101-0.00112121j -0.00366733-2.90916e-05j 0.00274646+0.00175111j -0.000330359+0.00301268j -0.000404071-0.00529064j 0.000520013-0.001258j 0.00205774-0.00153056j -0.00127633+0.00112727j -0.0041715-0.00154774j 0.00180857+0.000497124j 0.000691399+1.45078e-05j -0.00156163+0.00177584j 0.00304807+0.000890296j 0.00188667-0.000973409j 0.00011579+0.000922958j -0.00251999-3.02829e-05j -0.00260444+0.000960843j 0.00199139+0.00108653j -0.00245266-0.000789628j 0.00273569-0.00178437j -0.00133232+0.000798308j -0.00149022-0.000695582j 0.00149871-0.00167258j -0.000753533-0.00137026j 0.00296319+0.000909269j -0.000225729-0.000577658j 0.000766179+0.00135004j -0.00135553-7.35129e-05j -0.0020299+0.00128687j -0.000702702-0.000159296j -0.00143515+0.000240493j 0.000120688+0.000108467j 0.000281805-0.000128773j 0.000609361-9.20876e-05j 8.44805e-05+0.0012452j 0.00218737-0.00114399j 0.000766983+0.000144825j -8.40047e-05-0.000218212j 0.000241798-0.000319714j 
0.000345994+0.00053197j -0.00146679-0.00129781j -0.00229997-0.00513405j 0.00503023-0.00332338j 0.0033437-0.000785411j -0.000736954-0.00319932j -0.000999211+0.00194139j -0.00335274-0.000321959j 0.0048784-0.00151339j -0.00135699-0.00311075j -0.00250189+0.0022812j -0.00304557+0.00113835j 0.00186112+0.00206654j -0.00331639-0.000727839j -0.00220346-0.00333663j -0.0049275-0.00265269j 0.00141252+0.00825163j -0.0041903+0.00323774j 0.00344636+0.00291281j -0.00407438+0.00177234j -0.00301979-0.00212942j -0.00444386+0.0054041j -6.72875e-05+0.00269453j 0.00185326-0.00200715j -0.00216115-0.00369395j -0.00360561+0.000727153j 0.00441545+0.000126934j 0.00396023-0.00188513j -0.000625067+0.00683312j -0.00188245+0.000359985j 0.00179186+0.00268092j -0.00070619-0.000335859j 0.00172127-0.000478534j 0.00293596-0.000640846j 0.00202702+0.0010685j 0.00240815+0.00507308j 0.00179269+0.00145114j 0.00073298-0.000984159j -0.000860335-0.00177556j 0.00155023+4.04678e-05j -0.00144598+0.00114674j -0.00189144-0.00469276j -0.00107735+0.000946132j 0.0028569+0.00255493j 0.00200318-0.000210589j 0.00145289+0.00124243j 0.0040862-0.00109075j -0.000436929-0.000856007j 0.000855722+0.00119059j -0.00213834-0.00251818j 0.000486899+2.70471e-05j -0.000965377+0.00109926j -0.00259099+0.00176377j 0.000243613-0.00168284j 0.000114083+0.000427229j 0.00435036-0.00065294j -0.000292178+0.000812449j 0.0019316+0.00126915j -0.000397991+0.00192438j -0.0013437+0.000348633j -0.0017224-0.000484085j -0.00044795+9.70416e-05j -0.000862312-0.00401599j 0.00145015-0.000390062j 0.00185142+0.00106914j -0.000142035-0.000391026j 0.000315255-0.000291953j -0.00078874-8.97673e-05j -0.000553796+0.000369737j 0.000446025-0.000388266j 
0.000342074+0.00151274j -0.00062031-0.000572885j 0.00375595-0.00272659j 0.00124492+0.00275477j 2.0997e-05+0.00494459j 0.00471807-0.00280928j 0.00209401+0.00207503j 0.000661897+0.000566036j 0.00299455+0.00105452j -0.00140998+0.00231699j 0.00180094-0.00203039j -0.000462431+2.01315e-05j 0.00382649-0.000139634j -0.0017534+0.00118597j 0.00311841+0.000298228j 0.00684598-0.000104729j 0.00177042-0.0018605j -0.00115786-0.00260278j -0.00197106-0.000623229j 0.000635264+0.00172288j 0.000132461+0.00294836j 0.00178881+0.00121153j 0.00388737+0.0026289j -0.00346211+0.00362687j -0.00244506+0.00441396j 0.000379513+0.000985903j -0.00103615+0.00266731j -0.00277855-0.00500404j 0.00151727-0.00226734j -0.00245552+0.00353279j 0.00037033+0.00196448j 0.000343143-0.001507j 0.00101368-0.000871343j 0.00280391+0.00264477j -0.0010058+0.000373026j 4.68582e-05-0.00592049j 0.00227873+0.000671897j 0.00127998+0.0014399j -0.000644453-0.000687101j -0.00418303-0.000937957j 0.00106157+0.00142306j 0.000447003+0.00508474j 0.00149039+4.37594e-05j -0.00163442-4.98358e-05j 0.000407824-0.000986982j 0.000467312+0.00203228j -0.00192301-0.00162499j -0.000345235+0.00133685j -0.00175582-0.00176147j -0.0026785-0.000970703j 0.00319305+6.30996e-05j 0.000477112-0.000298345j -8.72525e-05-0.00382641j -0.000487769+0.00126604j 0.00368021-0.000966118j -0.000867078+0.000440921j 0.00200762+0.00189468j 0.000125003+0.000119979j 5.30328e-05-0.00201422j -0.000406156-0.00102359j 0.00124619+0.00245039j -0.000304557+0.000798839j -0.000219353+0.00107069j -0.00258041+0.000974007j -0.00012714-0.00248512j 0.000981213-0.00143701j 0.000290543-0.000590273j -0.000718283+0.000333314j 0.00121173+0.000137593j 0.000556147-0.000843013j 
-0.00150263-2.30698e-05j -0.00368274-0.00388755j -0.00561558-0.00553229j 0.0059589-0.00736982j 0.00858001-0.00215636j 0.00217529-0.0118708j 0.00786739+0.00104835j -0.00151941+0.0063743j 0.00221861-0.00721212j -0.00707564-0.00195444j -0.00571456+0.00405988j -0.001128-0.000690669j 0.00740746-3.96384e-05j -0.00103022+0.00277574j 0.00292915-0.00491133j -0.00737502-0.0028112j 0.000201469+0.0106218j -0.00389311-0.00320983j 0.00203639+0.00080585j -0.00495776+0.00184154j -0.00465064-0.000812704j -0.00254517+0.000911645j -0.00185933+0.00676898j 0.0011362+0.00315821j -0.00443554-0.00278394j -0.00709664-0.0041055j 0.000415805+0.00212823j 0.00588615-0.00162695j -0.00406598+0.00727684j -0.000568527+0.00320596j -0.00217097+0.00792432j 0.00401609-0.000835032j 0.00423798+0.00511022j 0.00587079-0.00250696j 0.00135277+0.000465091j -0.00105436+0.00735564j 0.00633893+0.000642531j -0.000985089+0.00036798j 7.23172e-05-0.00462593j -0.000133587+0.000687606j -0.0015902-0.000785549j -0.000189034-0.00179612j 0.00169967-0.000321815j -0.00336818+0.000221777j 0.000574273-0.00310931j -0.00172753-0.00108173j 0.00375355-0.0017502j 0.0028724+0.00262099j -0.00445146-0.000131885j 0.000140665-0.000150065j 0.000762632-0.000662778j 0.00250343-0.00188553j -0.00172581+0.00234458j 0.000134313+0.00245957j 0.00328449+0.00190744j -0.00129453-0.00220333j 0.000927602+0.000789846j -0.00294017-0.00111321j 0.00269644+0.00212893j 0.00204839-0.00222861j 0.000264501+0.00309932j 0.000442707-4.73128e-05j -0.00116765-0.0011599j -0.000732657+0.000411264j -0.000887347-0.000307876j 0.000915596-0.00254548j -0.00209961+0.000822141j -0.000928902+0.000551008j 0.000710541+0.00145048j 0.0010897-0.000659876j 
-0.00190882-0.00366933j 0.00251258+0.00208717j -0.00327105+0.00916009j -0.00722954-0.00116915j -0.00035943-0.00685812j -0.00578532+0.00204686j 0.00241334-0.00752663j 0.00768012+0.00207902j -0.00952274-0.00359238j 0.00130365+0.00102885j 0.00163999-0.000654874j 0.000835888-0.00132975j 0.00165711-0.00471189j 0.00858711-0.00189865j -0.00134877+0.00123315j -0.00441179-0.0017807j -0.0045951-0.000523816j 0.00168761-0.00268356j -0.00135203-0.00299963j 0.00432509-0.00398072j -0.00097784+0.00106058j 0.00216712-0.00480615j -0.00468531-0.000418434j 0.00137199+0.00344499j 0.000840137-0.000218163j 0.00263025-0.0044614j -0.00155015-0.00118144j -0.0011953+0.00957946j -0.00240449-0.00187337j 0.0004614-0.00132251j -0.00708839-0.00363798j -0.000224049+0.00161372j -0.00476161+0.00705522j -0.0017392+2.83726e-06j -0.00432244+0.00152578j -0.000436805-0.00236012j 0.00100926-0.00148007j -0.00146235+0.000660625j 0.00231478+0.00182188j -0.000809235-0.000849149j 0.00299725-0.000220394j 0.00178745+0.0016539j -0.000461501+0.000160981j -0.000109416-0.000703531j -0.00150856+0.000506784j -0.00345248-0.00172854j -0.00560025+9.79701e-05j -0.00101788+0.000482134j 0.000609306+0.000195871j 0.00322743+0.00399228j 0.00067204-0.000510137j -0.000921232-0.00378085j 0.00313754+0.000381477j 0.00104355+0.00167398j -0.00212381-0.000226718j -0.00325977-0.000180592j -0.00191514-0.0025688j -0.00296859-0.00147488j 0.000664011+0.000291756j 0.00124555-0.000804391j 0.000565321-0.000292205j -0.000289368-0.000459673j 0.00107409+0.00568691j 0.000473051-0.000728508j -0.00291537-0.000113254j 0.000638803+0.000905852j 2.4353e-06-0.00115768j 0.00196735+2.12503e-06j -8.2923e-05-0.000574211j -0.000333253+0.00101197j 
-0.000606712+0.00140887j -0.00125149-0.00157761j 0.00190543-0.00312843j 0.00114673+9.46797e-05j -0.000404967+0.00465232j 0.0029765-0.00239406j 0.00245284+0.000713444j 5.11922e-05+0.000765151j 0.00341973-0.000293878j -0.00041457-0.00265725j 0.00290861-0.00298423j -0.00126632-0.00309685j 0.00420265-0.000546656j -0.000149474+0.00031956j 0.000793565+0.00140643j 0.00621183+0.00115654j -0.00247619-3.29381e-05j -0.00225657-0.00712576j 0.00179393-0.00110874j 0.00187791-0.00066839j 0.000123755+0.00116908j -0.00251327+0.00109147j 0.0051111-0.00151922j -0.00392783+0.00150673j 0.000875009-0.00235942j -0.00277337+0.00204512j 0.00388914-0.00117115j 0.00123181-0.00375976j 0.000249766-2.24131e-06j -0.00121113-0.00030546j 0.00046846+0.00422628j -0.00111488-0.00166581j 0.00167966-0.00115905j 0.000913109-0.0024479j 0.00330311+0.00354562j -0.00353063-0.00253672j 0.00309379-0.0009579j -0.00207754+0.000342502j 0.00421774-0.00462738j -0.00184205+7.36373e-05j -0.00461307+0.00221587j -6.25875e-05+0.00196192j 0.00287547-0.00171549j -0.000163558-0.000388933j 0.00229825+0.000380012j 0.00301552+0.00127593j 0.00017276+0.000466053j -0.00266045-0.00139474j 0.00265524-0.00295743j -0.000143492-0.000255046j 0.00294391+0.00202518j 0.00198096+0.00160393j 0.00299153-0.00267749j -0.00100252-0.000400534j 0.00423391+0.00142807j -0.00066018-0.000825105j -0.000924143+0.000541507j -0.000205281+0.0011041j -0.0012203-0.000356694j -0.00302195-0.000248402j -0.00120503+4.92534e-05j -0.00182388+0.00238257j -0.000925861-0.00118969j 0.000275299-0.00125604j 0.00260481-0.000715504j 0.000634635-0.00127747j 0.00160451+0.000481382j -0.000321283+0.000376873j 0.00108498+0.00086374j 0.00094539-0.000679969j 
-0.00445827-0.0050617j 0.000507999-0.00324093j -0.0128334+0.00279798j -0.00395123-0.0125686j 0.0025857-0.00865118j -0.00571936-0.00190497j 0.00375588-0.00454052j -0.000540262+0.00400952j -0.00540104-0.00780872j -0.00245997-0.00541613j -0.00079468+0.00332443j 0.00110714-0.00279255j 0.00253576-0.00246384j 0.00540367-0.00132593j 0.00216163+0.000876264j -0.0105372-0.00277977j -0.0034544+0.00678356j -0.000798288+3.99354e-05j -0.00121346-0.00144799j 0.00425205-0.00297912j 0.000318314-0.00237209j -0.00538982-0.00579725j -0.00183216-3.06457e-05j 0.00558319-0.00010619j 0.00177113-0.00119647j -0.0031365-0.00954366j 0.00105082-0.00214139j 0.00437255+0.00523111j -0.00261717+0.00589365j -0.000686678+0.00154322j -0.00794144+0.00306651j 0.000330512+0.000810038j -0.0046464+0.00805991j 0.00504079-0.0029097j 0.00134978+0.00170506j 0.000834131+0.00127818j 0.00274578-0.000424618j -0.00108221+0.00329938j 0.00523823-0.0034214j 0.000928592+0.000385125j -0.000268004+0.00092732j 0.00109887+9.52435e-06j -0.00122932-0.00137335j 0.00165634-2.12389e-05j 0.000872732-0.000946061j -0.000963044-0.00126666j -0.00122042-6.07297e-06j -0.00338026+0.000735467j 0.00345169-3.16327e-05j 0.00502178+0.00271806j 6.81489e-05-0.000104082j -0.000496507-0.00380461j 0.00075803+0.00111936j -0.000809555+0.000441646j 4.51602e-05+0.000281641j 0.00191226+0.00141805j -0.00249914-0.00252414j -0.00311+0.000414088j 0.00209053+0.00540657j 0.000249056-0.00119764j -0.00123924-0.00210198j 0.000223751+0.000597212j -0.000217856+0.000896607j 0.00197981-0.00528428j -0.00105083+0.00203425j -0.000714715+0.000994783j 0.000140736+0.00116617j 0.00137823-0.00173768j -0.00180928+0.00128709j 0.000779499+0.00167828j 
0.00361548+0.00435072j -0.00102052+0.00121448j 0.00860925-0.00625712j 0.00717342+0.00755396j 0.000346295+0.00474046j 0.00360043+0.0015246j -0.00475151+0.0052493j -0.00192437-0.00454806j 0.00570322+0.00712106j 0.00226428+0.00298216j 0.00047977-0.000876645j -0.000925113+0.00426606j -0.00186394+0.00126558j -0.00714725+0.00130311j -0.00116318-0.000505005j 0.00412564+0.00158315j 0.00549594-0.000476238j 0.00123696+0.00254282j 0.00224757+0.00225724j -0.00499781+0.00553552j -0.000355817+0.000985624j 0.00219549+0.00567317j 0.00274861+0.000319069j -0.00226686-0.000674311j -3.66471e-05+0.00140055j 0.000946851+0.00678995j 0.000480559+0.00147545j -0.00221466-0.00574705j 0.002355-0.00176894j -8.63904e-05+0.000982688j 0.00619234-0.000692783j -0.00100467-0.00116173j 0.00398003-0.00514989j -0.00096631+0.00328379j 0.000185428-0.00222446j 0.00077168+0.000549118j -0.00110878+0.00130704j 0.00214859-0.00190711j -0.00508236+0.00224391j -0.000560204+0.000725717j 0.00114145+0.000113545j -0.00154202-0.0017694j -0.000149936+0.00227052j 8.09793e-05+0.00164749j -0.000713494-0.000412929j -9.50852e-05+0.00201694j 0.00348075+0.000810796j 0.00325744+0.000126156j -0.00275306+0.00199324j -0.0048502-0.00275458j 4.90736e-05-0.000651246j -0.00129734+0.00382304j -0.00287909+0.00141507j 0.00154146-0.00115651j -0.00113548+7.21045e-05j 0.001204-0.000823419j 0.00193352+0.00154059j 0.00205358+0.000354393j -0.00159306-0.00241199j -0.000510958+0.000700082j 0.000158389+0.0020532j -0.000520992-0.00145596j 0.000505016-0.00285235j 0.000601397+0.004293j 0.00187677-0.00111741j -2.7941e-05-0.000373848j 0.000226048-0.000302034j -0.000711484+0.00197058j 0.000884942-0.000639551j -0.000344637-0.00133158j 
