-0.127065-0.140835j 0.165459-0.122261j -0.0744319-0.23184j -0.236167+0.0228115j 0.0601534+0.126693j -0.0632047+0.0913029j 0.147123-0.0476716j 0.00743139-0.209612j -0.0497438+0.0162199j 0.0068405+0.0287805j 0.0691056-0.0524898j -0.0778706+0.0109916j 0.139584+0.107316j -0.0445098+0.0487205j 0.0399911-0.0369665j 0.0443651+0.0347443j 0.0188202-0.0108274j 0.0499878-0.0182255j 0.0140798+0.0270084j -0.121126+0.172894j -0.0405347-0.0874395j -0.0286041-0.0337525j -0.055739+0.0684538j 0.0643423-0.0951321j -0.0188088+0.0209436j 0.0399963+0.0966828j -0.0968661-0.00313701j -0.0622437+0.137769j 0.0399249-0.0110374j -0.0914598+0.0424868j 0.116339+0.00396493j -0.0154931+0.0712479j 0.0511686-0.00854505j 0.0180958-0.0161875j 0.0472703-0.00646033j -0.0561291-0.00250979j 0.0288121-0.0141944j 0.0278993+0.0298623j 0.00295133-0.105501j -0.0604164-0.0420485j -0.0460831+0.068405j -0.0300483-0.00452632j 0.0650614-0.0199232j 0.0867995+0.023559j -0.0280758+0.0393718j -0.0852277+0.0465986j -0.00433904+0.0947978j 0.0206864-0.0316361j 0.113279+0.0560336j -0.093185-0.0486921j -0.0458662-0.0664256j 0.072448-0.0440585j -0.0452272+0.106728j 0.0352354-0.00289272j 0.0454698-0.0128038j 0.0814953-0.0651192j 0.0244306-0.0397049j -0.0739321-0.00197236j -0.0901833-0.0455229j -0.0152634-0.0410007j -0.0910334+0.0503254j -0.0716926+0.057842j 0.183148-0.041118j -0.0797179-0.035668j 0.0852862-0.108454j -0.0522426-0.132045j 0.133789-0.15022j 0.120472+0.171559j -0.0995527+0.153013j 0.168065+0.124618j 
-0.000730584+0.000613632j -0.00107147-0.00114976j -0.00105681+0.00166374j 0.00228355+0.00136583j -6.39623e-05-0.0013104j -0.00149348-0.00029469j 0.000452152+0.00251019j -0.000294749+0.00133707j -0.000567311-0.00168061j 0.0028261+0.00193845j 0.00140436-0.00191712j 0.00281042+0.00184986j 0.00190974-0.0040887j -0.00116253+0.00139157j -0.00247866+0.0029622j 0.000795524+0.00367235j -0.00475271-0.00404196j -0.00222653-0.00425023j 0.000309193-0.00317252j 0.00127478+0.00193059j 2.26169e-05+0.000261623j -0.00111589+0.0040082j 0.00234351-0.000363035j 0.00521808+0.00332187j 0.00372054-0.00492516j 0.00683126+0.00224386j 0.00238129-0.00661731j -0.00686806+0.00234252j -0.0016852-0.00104125j -0.00027195+0.00497389j 0.000423956+0.00153271j 0.00125509+0.00492138j 0.00139087-0.00202764j 0.00351128+0.00329405j 0.0017688+0.0019304j 0.007756+0.000668337j -0.00327465+0.000897045j 0.00219402-0.000701059j 0.00437359-0.00249601j -0.000678955+0.00211288j 0.000730973-0.00445039j -0.000746621+0.00148278j -0.00132386-0.00132576j -0.00796042+0.0012514j -0.00349795-0.00058873j 0.00061637-0.00325405j -0.00332525-0.00135163j 0.00345581-0.00406865j -0.00633295-0.00233568j 0.000600963-0.00198393j -0.000243443-0.00255608j -0.00383032-6.15501e-05j 0.00125131-0.00140125j -0.000770159+0.00138039j -0.00333879+0.00396031j 0.00658288+0.0025704j 0.000473207+0.00483268j -0.00102056-0.00323202j -0.00170988+0.00040222j 0.00213507-0.000843158j 0.000974265-0.000488297j 0.000649124+0.00222127j 0.00059458+0.00263248j 0.000119591+0.000533836j 0.000909095+0.000809734j -3.71203e-06+0.00175838j -0.00208883+0.000187679j -0.000632528-0.00108095j 0.00112461+0.00146372j 0.000882307-0.00089809j 
0.00444269-0.000607651j -0.000247777+0.00231518j 0.00033804-0.00207856j -0.00289861-0.00139711j 0.00682059-0.0016092j -0.00134104+0.00249701j 0.000855591+0.00243217j 0.000276269+7.51246e-05j 0.00317991+0.00478396j 0.00505895+0.00344643j -0.00392066-0.00610087j 0.00293702-0.00294694j -0.00568761-0.0025132j 0.00108216-0.0045797j -0.00306355+0.00291247j -0.00601848+0.0002553j -0.000584824+0.00196775j 0.00404303-0.000612737j -0.0130802-0.00192606j 0.00666974+0.00367893j -0.00107572-0.00835999j -0.00271087-0.000745152j 0.0121195+0.00244905j -0.00863647+0.00600456j 0.0131885+0.00494768j 0.00238195+0.00596598j -0.00266748-0.00710164j -0.00820309-0.00652479j 0.000341822+0.00245451j -0.000340067-0.00509936j 0.00197186-0.0075712j 0.00674112-0.00465001j -0.000821368-0.00444661j -0.000972837-0.00664749j 0.0032839-0.0137906j 0.00157137+0.00363974j -0.00296701+0.000613326j 0.0120903+0.00734629j 0.00115238-0.000511327j 0.00223719+0.0016955j 0.00716294-0.00181413j 0.00625515+0.00169518j -0.00723809+0.0035574j 0.0168493+0.000542056j -0.0095265+0.00696193j 0.00370278-0.0157162j 0.00331714-0.000583731j 0.00376556-0.0132132j -0.00891119-0.00701544j -0.0150882-0.00719794j -0.00260869-0.00934521j 0.00473093-0.00452811j 0.00151972-0.00597025j 0.00100972-0.00738553j 0.00188569+0.00556909j -0.00272813-0.0149132j -0.00640061+0.00466774j -0.0135891-0.00355117j 0.00277188-0.00935665j -0.00467924-0.00384025j 0.00239105-0.00523758j 0.00287379+0.0134776j -0.00288519+0.000552845j 0.000311522+0.00212189j 0.000168433+0.00218683j -0.00411227+0.00812547j 0.000855836+0.00342339j 0.000406021-0.00176827j -0.0022-0.00146282j -0.00344979+0.00299804j 
-2.75895e-05-0.000924275j 0.00135031+0.00047019j 0.00121289-3.28943e-05j -0.00114991-0.00298714j -0.00362642-0.00222367j 0.00293614+0.000979844j 0.00212229+0.000947839j 0.00462203-0.000694126j 0.00200135+0.00141942j -0.00518403-0.00461061j -0.00231982+0.00240516j -0.00331856+0.00689133j 0.00300525+0.00439909j -0.00093516-0.00805126j 0.00454562-0.00480082j 0.00237483-0.00647919j 0.00308457+0.00604295j 0.00470019+0.00805712j -0.00960866+0.00362857j 0.0031888-0.00432403j 0.0058638-0.004451j -0.00172813-0.00590402j 0.00580536+4.27382e-05j -0.00412767-0.00350101j 4.02527e-06+0.00479132j -0.00795795-0.0014711j -0.00399321+8.27787e-05j -0.00321036-0.00112503j 0.00114371+0.0154391j 0.00428747-0.0130753j -0.0118758-0.0102894j 0.00394764-0.00401924j 0.00605961-0.00227109j -0.00587789+0.00260493j -0.000329084-0.00284836j -0.00107559-0.000456575j -0.00171529-0.0101976j 0.00134346-0.00326897j -0.00559931-0.00100771j -0.00420231+0.00411728j -0.00753895-0.00200827j 0.00398774-0.00168234j 0.0039804-0.00448567j -0.000478975-0.00770324j 0.00959598-0.0016269j 0.00240756+0.00201686j -0.00034817+0.00318167j -0.0024384-0.00079104j 0.0057968-0.00621142j -0.00142171+0.00359885j 0.00165418+0.00460148j 0.00856221-0.00438783j -0.00150242+0.0106001j 0.012007-0.00236681j 0.00717025-0.00402649j -0.00279686-0.00353124j -0.00220364+0.00277582j 0.00238277-0.0011449j -0.00224522-0.00168833j -0.00442155+0.00553228j 0.00470955+0.0100097j -0.00441721-0.000312071j -0.000825508-0.00144568j 0.00217905-0.00268301j -0.00677158-0.00168894j 0.000787415+0.00553646j -0.000895887+0.00164282j -0.000890821-0.000640754j -0.00185111-0.000127839j 0.000123367+0.00139567j 
0.000163551+0.000850849j -0.00353563-0.000923251j 0.0015783+0.00131247j 0.00297271-0.000192096j 0.00356914-0.000925492j -0.0028691+0.000954316j 0.00468765+0.00355783j 0.000653924-0.00228341j -0.00312838-0.00115731j 0.00307104-0.00118011j 0.00368091+0.00161068j 0.000452067+0.0031388j 0.000613043-0.00577998j 0.00549491+0.000913753j 0.00245996-6.79309e-05j 0.00491545-0.00396266j -0.00201125+0.000242706j 0.00830923-0.00257301j -0.00373529-0.00359724j -0.00762732-0.00280485j 0.00631106-0.00689232j 0.00058239-0.00345472j 0.000690229-0.00421042j 0.00411679-0.00530178j 0.00592739-0.00663207j 0.004934+0.00252266j -0.00683923-0.0171474j -0.00670337+0.0107043j 0.00110864+0.0127331j 0.00510276-0.0103087j -0.0129197-0.00249841j 0.0109682+0.00753046j 0.000993518-0.00181219j 0.0118422+0.0103439j -3.6823e-05-0.00319842j 0.00479397-0.006211j 0.00596659-0.00911719j -0.00299005-0.0060467j -0.00990748+0.00241325j 0.001071+0.00164386j -0.00597447-0.00710948j 0.00266844-0.000143199j -0.00170469-0.0105636j -0.0100346+0.00462995j -0.000362275+0.00380544j 0.00796297+0.00687813j -0.00539426+0.000475003j -0.00652855-0.00287515j -0.00567282-0.00298052j -0.00476298-0.00493043j -0.0111663+0.00250989j -0.00197191-0.00706269j 0.00245592+0.00153448j 0.0107587-0.0026486j 0.000392167-0.00266536j 0.0122533+0.00612839j -0.00930956+0.00846483j -0.000742553-0.0084715j -0.000974619+0.0051826j 0.000758096+0.0039876j -0.0042383+0.00407405j -0.00739663+0.000458983j -0.00234715-0.00235263j -0.00387404-0.00327461j -0.00634379+0.00063999j -0.00121554+0.00773517j -0.00180496+0.00250602j -0.00396594-0.00151468j 0.00357562+0.00097906j 0.000308125-0.000979784j 
-0.000194041-2.57908e-05j -8.67519e-05+3.46923e-05j 0.000652743-0.00115078j 0.000666377-0.00149852j 0.00163299-0.00178593j 0.00124684+0.00106268j 0.00238501-0.00168611j 0.000545588-0.00319182j 0.00126594-0.000352136j 0.00173001+0.00506349j 0.00418014+0.00226939j -0.000293468-0.00100868j 0.00145569-0.00226241j 0.0061902-0.004202j 0.00971911+0.00309384j 0.00139022+0.00687931j 0.00425041+0.00523223j 0.00329034+0.00283573j -0.000680213+0.000604872j -0.00328-0.00296869j -0.00874129+0.00259181j -0.00216614-0.0014376j -0.00352275+0.00251238j 0.00159955+0.00238683j 0.00411447-0.00563587j -0.00471099-0.00173678j 0.0113043+0.0138594j 0.00676841-0.00633526j 0.00261419-0.00917345j 0.00067446-0.00490896j 0.00433689+0.00681066j 0.00431238+0.00713235j -0.00788707+0.000812769j 0.0036405+2.08077e-05j -0.00469625+0.00374542j 0.00364552+0.00205977j -0.00403156+0.00503139j -0.00186607+0.00147449j -0.00202496+8.42342e-05j -0.00529356-0.0026673j -0.000260332+0.0181293j -0.000628914-0.00188053j -0.00408609+0.000821447j 0.00902813-0.0038593j 0.00368775-0.000294835j -0.0028398-0.00654127j -0.00205539-0.00230196j 0.00622923+0.00393553j 0.00169686-0.00794413j 0.00228948-0.000893669j -0.00340134+0.00188708j -0.00143861+0.00675178j -0.0121753-0.0036201j 0.0026174-0.00513334j -0.00536537+0.00407346j -0.0126274-0.0063318j 0.00402737-0.00992457j -0.00150489+0.00210177j -0.00261266-0.000943021j 0.00179655+0.000694986j 0.00137786-0.00255971j 0.00147631+0.00160708j -0.000479662-0.00012588j -0.00136638+0.00130436j 0.00279507+0.000862964j 0.00058038-0.00213883j -0.00155272+0.00123632j -0.00065466-0.00045663j -5.9123e-05+0.000632569j 0.000823576-0.000230095j 
0.00186648+0.000646335j -0.00137246+0.00277284j 0.00108208-0.00298618j -1.06192e-05-0.000474693j 0.00504495+0.0024325j -0.00392553+0.00106502j 0.00127607+0.000657731j -0.00271309-0.00297082j -0.00786904+0.00259929j 0.0025808-0.00666757j 0.00435178-0.0014753j -0.00525159-2.9111e-06j -0.00257734+0.00506183j 0.00397172+0.000394056j -0.00219259-0.00674778j 0.00709522-0.00848281j 0.000761204-0.00327599j 0.00194641+0.00343219j 0.00285781+0.0114384j -0.00101254+0.00234738j -0.00426456-0.00125468j 0.00632351+0.00680659j -0.00355778-0.00798844j -0.0060308-0.00456084j 0.00709128+0.00346631j -0.00446006-0.00223129j -0.000317605-0.00300255j 0.0109584-0.0105432j 0.00240982-0.00334312j 0.00802654-0.00443419j 0.0046438-0.00643782j -0.00526181-0.00673126j -0.00760161+0.00522508j 0.000948527-0.00372848j 0.000235736-0.00373839j -0.00536123-0.000718053j -0.00242966+0.00104j 0.00535134+0.00890294j -0.00712929+0.00358729j 0.00119483-0.00841228j -0.00469144-0.00364484j -0.00236274+0.000713919j 0.00602047+0.0113557j 0.00657429-0.00461636j -0.00675862+0.000403632j -0.00846314-0.00101087j 0.00711929-0.00613485j -0.00353006+0.00702154j 0.00459741-0.00454258j 0.00214397-0.00334312j 0.00157392+0.000696533j 0.00436773-0.00982807j 0.000740799-0.00479632j -0.00024701-0.00456793j -0.00706565-0.0104859j -0.00745138+0.00372113j 0.00535157-0.00282216j -0.00274117+0.00651499j 0.00704162+0.00315449j 0.00617348+0.000128054j 0.000432469+0.00448162j -0.00410311-0.00256017j -0.00365315+0.00346656j 0.00258825+0.00139432j -0.00316345-0.00156018j -0.00300459+0.00343029j 0.000174845-8.24909e-05j -0.000282417+0.00244871j 0.000454482-0.00261736j -0.00168299-0.000594887j 
0.00193395+0.000690496j -0.00295998+0.00155891j 0.00189188-0.00139841j -0.00199068-0.00207595j 0.00270085-0.00146866j -0.00208607-0.000429555j 0.00294729+0.00115301j 0.000199937-0.000990206j 0.00320744+0.000716539j 0.00660709-0.000970981j -0.00646867+0.000193552j -0.00195038-0.00935003j -0.00471443+0.000215101j 0.000599704-0.00504814j 0.0053968+0.00275177j -0.0116272-0.000450965j 0.00509025+0.00542497j 0.014213-0.00742204j 0.00689458-0.00228296j -0.0113193-0.00201921j -3.12592e-05+0.00536376j 0.00240763-0.00831529j -0.00398283+0.004124j -0.00488513+0.00102604j -0.00269659+0.00298804j -0.00100803+0.00301156j 0.00454812+0.00285496j 0.00572728-0.000718901j -0.00299086-0.00532856j -0.00243676-0.0102911j -0.00271351+0.0088048j 0.006365+0.00383649j -0.00533276+0.0021041j 0.00360502-0.00434033j -0.00463002-0.00344967j -0.00907134-0.00235556j 0.0188313-0.00113764j -0.0111353-0.000215826j -0.00830977+0.0119328j 0.0056351-0.00951279j 0.00737867+0.00831221j 0.00213389+0.00719448j -0.00777087-0.00352254j 0.0122082+0.003023j -0.00330164+0.00478671j 0.00678293+0.0105266j 0.00333677-0.00120908j 0.00412365+0.0026454j -0.00180377+0.000723149j -0.0103675-0.00305762j -0.0123484+2.93845e-05j -0.00182381+0.00131683j -0.00493553-0.00865945j -0.000591003-0.00146881j 0.00714-0.00363524j -0.0119836+0.002258j -0.0146195-0.00261192j -0.00117427+0.00639879j -0.000954907-0.000331869j -0.00932396-1.63061e-05j -0.010652-0.000832891j 0.00481936-0.000920482j 0.00145551-0.00464542j -0.00926526-0.00143935j 0.00356341+0.0024083j 0.00301764-0.00188421j 0.00321279-0.000596163j 0.000729076-0.00139264j 0.00293502-0.00160533j -0.00117391-0.000342985j 
-0.000474669-0.000990567j 0.000173174-0.000274173j -0.000320218+0.000792027j 0.00169602-0.00115989j 0.000249925-0.00271477j 0.000199754+0.00261938j 0.00309489-9.11533e-05j 0.00103158-0.00108072j 0.000544455-0.000130806j 0.00259483+0.00399416j 0.00441042-0.00162672j 0.00708001+0.00503885j 0.000373127-0.00894468j 0.00389873-0.00469389j 0.012299+0.00231072j 0.0028468+0.00913435j -0.000784713+0.00446235j 0.000716822-0.00267745j -0.00728976-0.00509198j -0.00269929+0.00150547j -0.00506244+0.00151932j -0.00463704-0.000202139j 0.00123664+0.0030733j 0.0106707+0.000460342j 0.000812003-0.00855398j 0.00329716+0.000383743j 0.0140446+0.00499389j -0.00217529+0.00432192j 0.000865208-0.00286842j 0.0017697-0.002797j 0.00378021+0.00857127j 0.0112434+0.00866117j -0.00083654-0.00497724j 0.00726665+0.00124802j -0.000698393+0.00832645j 0.01349+0.000983607j -0.00559309+0.0054555j -0.00386383-0.00307676j 0.00203594-0.00609781j -0.00155015+0.00498694j 0.00136544+0.0100499j 0.0020665-8.18425e-05j -0.00730339-0.00679224j -0.000956991-0.00161795j 0.00489244+0.000317867j 0.000326656-0.011086j -0.00953978-0.000343313j 0.00486507-0.00303047j -0.00536745-0.00601194j -0.00127783-0.000764756j -0.00376943+0.00174654j -0.0026614+0.00960067j -0.0104199+0.00218394j 0.00480557-0.0022041j -0.00368361+0.00904544j -0.00268915-0.00461j -0.000305729-0.00263282j -0.00453118-0.00583093j -0.00713048+0.00361891j 0.00268226+0.00159964j -0.000492875-0.00132356j 0.00107229+0.00373606j 0.000398931-0.00182155j -0.00170523+0.000972964j 0.000912611-0.000947644j 0.00096724-0.00122731j -0.00332948+0.000495072j -0.00186244-0.00196918j 0.000491364+0.000752806j 0.000895343-0.000199254j 
-9.15045e-06-0.000891072j 0.00213626+0.000148872j 0.000314207-0.00100351j -0.000695765-0.000828899j -0.000449059+0.00132469j 0.000730634-0.00124101j -0.000891214-0.000993177j -0.000286507-0.00171974j -0.00114825+0.00241543j -0.00550631+0.00168849j 0.00443044+0.00378269j -0.00733402+0.00461775j 0.00146289+0.00180357j 0.00015547-0.00668017j 0.0115777-0.0105913j 0.00381426-0.00549788j 0.00830974+0.00371472j 0.00998199+0.00651911j -0.00143972+0.00846377j -0.000593257-0.00417499j -0.00117198-0.00265945j -0.00271224-0.00842865j -0.0064279-0.000937991j -0.0038638-0.000403125j -0.00063078+0.00577941j -0.0115574-0.00178374j 0.00712433+0.00832024j 0.00459298-0.00611881j 0.00247292+0.0028256j 0.000156982-0.0157711j -0.00638084-0.004656j -0.00145964-0.00220619j -0.0016108+0.00240804j -0.00707986+5.94817e-05j -0.00397036-0.00196362j -0.00542223+0.00441141j -0.00378908-0.00153156j -0.000676415+0.00165623j -0.00646448+0.00328797j -0.00449512-0.00228775j -0.00293428+0.00925202j 0.000439684-0.00253058j 0.00141195-0.00337914j 0.00782293-0.0160623j 0.0101196-0.00292423j -1.72677e-05+0.00217844j 0.00143218-0.00118217j -0.0025164+0.00666968j 0.00789493-0.00602831j 0.000438389+0.000274561j 0.00192271+0.00556265j 0.00895944-0.000121991j -0.00407259+0.00840476j 0.00610476-0.00871507j -0.00138157-0.00547896j -0.0117783+0.00161047j -0.00063757-0.010414j 0.00583547+0.00125729j 0.00182203-0.00332607j 0.000870521+0.00320973j 0.00392753+0.003469j -0.00663462-0.000510504j -0.00467266-0.00232717j -0.00140804-0.0017541j -0.00452439+0.00303821j -0.00119624+0.00298617j -0.00152734+0.00383308j -0.000918492-0.000178079j -0.00196793+0.00050262j 0.000303543+0.000908346j 
0.00106339+0.000938586j 0.00124436-1.44719e-05j 0.00024403+0.00179844j -0.00111756+0.000682012j -0.00367889+0.00530743j 0.00171951-0.00272715j -0.00257711-5.32416e-05j 0.00361097+0.00069079j 0.00649099-0.00823132j -0.00115577+0.000717483j -0.00926605+3.59276e-05j 0.00397852-0.00319943j 0.00945393-0.0012743j -0.00883934-0.00948703j -0.00038905+0.00774623j -0.0064813+0.00475078j -0.00314124-0.000698946j -0.00136465+0.00561243j -0.00473116+0.00234652j 0.0079606-0.00854871j 0.0112876-0.00472122j -0.0098236+0.00311996j 0.00844903+0.0117152j -0.00317318+0.0024614j -0.00635021-0.00288138j -0.00656598-0.00177449j -0.00634928+0.00521167j -0.00866615+0.00261043j -0.005573+0.00688925j -0.00364666-0.00195097j -0.00447925-0.000358882j -0.000858045-0.00106691j -0.000781823-0.0022354j -0.00563758-0.00225235j -0.00223473-0.00903365j 0.00374921+0.00122209j -0.00407639-0.00254436j 8.83573e-05-0.00611121j 0.0100576-0.00184305j 0.00261008+0.00218825j 0.000508217-0.00483071j 0.00105946+0.00447748j -0.00919097-0.000877284j 0.00343339-0.00666002j 0.00486613-0.00533111j -0.00608147-0.00188252j 0.00230873+0.00534232j 0.0112131-0.00601416j -0.00208869+0.00048181j -0.00196081-0.00201944j 0.000889319-0.00077381j -0.00490348+0.00332147j 0.00625454+0.00567534j 0.00340938+0.00205834j 0.0114697+0.00284491j -0.00366273-0.0106983j 0.000460993+0.00538516j 0.000769495-0.00357645j -0.00618993-0.00286035j -0.00788818+0.00412759j 0.00809724+4.59766e-05j 0.00513752-0.00015689j 0.00288904-0.000853823j 0.00301744-0.00342309j -0.00203185-0.00129964j -0.00107262-0.00245731j 0.000839261-0.000946262j 0.00127985+0.000117722j -0.00249902-0.000343953j -0.00172146+0.000665985j 
0.00105821-0.00152445j 0.000518251+0.00188002j 0.00301576-0.000985015j -0.00119531-0.00373787j 0.000351924-0.0120239j 0.0081801-0.000488604j -0.00221081-0.00146562j 0.00348698-0.00129924j 0.00831424+0.00349639j -0.00453692+0.00728047j 0.000282971+0.00507359j 6.21941e-05-0.000273864j -0.00322025+0.00581576j 0.00107333+0.0100283j -0.0102056-0.000617291j 0.00193597+0.00423533j 0.0116503+0.0039006j -0.00184257+0.00912895j -0.00453473-0.0120404j 0.00102102-7.57947e-06j -0.00286501+7.97807e-05j 0.00111588-0.00359313j 0.00851744-0.00907004j -0.000947382-0.00428829j 0.00550746+0.000126858j -0.00503121-0.000851879j -0.00450305+0.00479711j -0.00371331-0.00467037j 0.00516172+0.000887747j -0.00859443+0.0112995j -0.00364326-0.0053199j 0.00627623-0.00461086j 0.00724515+0.00267788j -0.00636597+0.00945938j 0.0054243+0.00822698j -0.00520212-0.00276709j 0.00164892-0.00680796j 0.00573613+0.00558802j -0.00582079-0.00445641j -0.00943611+0.0124484j 0.00466724+0.0100878j 0.00438645-0.0201118j 0.0105218+0.00269572j -0.0110536+0.0165893j -0.00104448+0.00188118j 0.00735893-0.00149871j -8.38562e-05+0.00176323j -0.00869035-0.00405454j 0.00161215-0.00355933j 0.00570501+0.0107743j 0.00342702+0.00203996j 0.0133697+0.00416184j -0.000787025+0.00216636j -0.00124503+0.000527968j 0.00764357+0.0063501j -0.00118857-0.00381993j -0.00335233-0.00111457j 0.00260135+0.000964616j -0.00218114-0.00854099j -0.00299206+0.000156876j 0.00174194-0.00286162j 0.00271667+0.0015065j -0.00175519-0.00020875j -0.00243428+0.00268157j 0.00132588+4.31744e-05j -0.000711243-0.000108581j 0.00034664-0.000105857j -0.00032031-9.82031e-05j 0.00020144-0.00138631j -0.000592681+0.000526355j 
0.00161134+0.00149912j -0.00308672+0.00106166j 0.00139369-0.00110946j -0.00112058+0.00115241j 0.00428191+0.00291464j 0.00298342+0.00121855j 0.00641516-0.00529784j -0.00155605-0.00608753j 0.00362456-0.00850351j 0.00622922+0.00333894j 0.00197622+0.00364074j -0.00381021-0.00686843j 0.00828774+0.00560907j 0.009969+0.00138597j -0.00942645+0.0105828j 0.0053093+0.00276221j 0.00537107-0.00514443j -0.00305532+0.00461462j 0.00303404+0.000741411j -0.00773807-0.00686917j 0.00279667-0.00180689j 2.26502e-05+0.00636819j 0.00390518+0.00818111j -0.00618015-0.00268046j 0.00803004-0.0180502j -0.00652172+0.000377992j -0.0178794-0.00606914j -0.000335645-0.0125448j -0.000860304+0.000158145j -0.00525814+0.00227066j 0.00366062-0.000757609j 0.0070274+0.00342595j -0.0127249+0.0102996j 0.0128684+0.00728859j -0.00361934-0.0054962j 0.000842315-0.00494862j 0.00442052-0.0104298j 0.00566712-0.000816982j -0.00356414+0.00940428j -0.0130742-0.00409897j 0.00070817+0.00379634j -0.001946-0.00816917j 0.00230519+0.0133329j -0.00215307+0.00405666j -0.0021004+0.000462037j -0.0093361+0.00339115j 0.0051996+0.00570665j 0.00649546-0.00156895j -0.00161585-0.00586343j 0.00724265-0.00188813j -0.0106869+0.00419435j -0.00761031-0.00741799j -0.00722408-0.00164777j 0.00139071-0.00153341j -0.00102955+0.00156696j -0.00298733-0.00155226j 0.000361836+0.00197298j 0.00317963+0.00182167j 0.000449896-0.00153427j 0.00120572+0.00362652j 0.00123416-0.00252484j -4.80911e-05-0.00275191j -0.0010334+0.000168604j -0.000876478+0.00107754j -0.00074897-0.00259023j -0.00289777+0.000419467j 0.00288428-0.0011398j -0.000758531+0.00260397j 0.00160095-0.0017649j -0.00188772-0.000283168j 
-0.00148841+0.000175852j 0.000714245-0.00320766j -0.000591644+0.00145919j 0.00121877+0.00255343j 0.000368708+0.00329206j 0.00317217-0.00161027j -0.00110166-0.00366647j -0.00170744-0.000482795j 0.00257669-0.00166594j -0.00316012+0.0113027j 0.00797021+0.00281564j 0.000165765+0.000254888j -0.00101254-0.00335311j 0.00735489+0.0033434j 0.00638012-0.00411097j 0.00729452+0.0045651j 0.00621518+0.00227179j -0.00419132-0.00212557j -0.00592863-0.00272862j -0.00338634-0.00387057j -0.00390316+0.000550541j -0.00421632-0.00751212j -0.00410451+0.00586775j 0.00308807+0.00122067j -0.00184109-0.00370206j 0.000619626+0.00349577j 0.00190483-0.00166982j 0.00146563+0.00340543j 0.00145929-0.00157161j -0.00426085+0.00114918j 0.00451605+0.00267833j 0.00407395+0.00517082j -0.00184671-0.00162378j 0.00290122+0.00435947j -0.00162843+0.00200529j 0.00288661+1.8713e-05j -0.000216297+0.00267115j -0.00269585-0.00375449j -0.000617433-0.0020367j -0.00708035+0.00517129j 0.00598277+0.00908529j -0.00260632-0.00549628j -0.00365979-0.00341184j 0.00172233-0.0029708j 0.007098-0.00226123j -0.000380734-0.0042735j -0.00662657+0.00722157j -0.00446005-0.00166854j 0.0011685+0.00389186j 0.00522065+0.000670784j -0.000565186+0.00113336j 0.00140865+0.00446093j -0.00585934+0.00846366j -0.000913826-0.00235819j -0.00200494+0.00800154j 0.00216232-0.00107513j 0.000508064-0.0102136j 0.00240916-0.00600236j 0.00107878+0.000321315j 0.00426576-0.00271192j -0.00304221-0.00866394j -0.00231912+0.00099469j -0.00398061-0.00418501j -0.00172762+0.00229048j 0.00100958+0.00180743j -0.0023667+0.000798j -0.000339444+0.00478662j -0.00160361-0.00102304j -0.000197871+0.00279499j 0.0012518+0.000513858j 
0.00175456-0.000549442j 7.69605e-06+0.00123554j 0.000362775-0.0020597j -0.000952874-0.000231604j 0.00683693-0.0013917j -0.00129141+0.000109043j -0.0028081+0.00112094j 0.00128537-0.00285281j -0.00116244-0.00456767j 0.00247721-0.00117303j -0.00286961+0.00148458j 0.00265596-0.000388265j 0.00572607-0.00758819j -0.00997129-0.00684137j 0.00742921+0.00317944j -0.00419263+0.00757564j 0.000500551-0.00236486j 0.0105132+0.00741837j 0.00144021-0.000193029j 0.00556037-0.00261657j 0.00965775-0.00906012j -0.0107097+0.00468436j 0.00537646+0.00311638j 0.00488843-0.00479289j -0.00129404-0.00520138j -0.0103211-0.00845855j 0.00150966+0.0070271j -0.0073877-0.00172984j -0.0015016+0.00125174j -0.00521702-0.00705496j -0.00337583+0.00263939j 0.00469337-0.00238231j -0.00431312+0.00152032j -0.00397712-0.00181643j 0.00199824-0.00326924j 0.00513786-0.000895915j -0.00488023+0.00118554j 0.00114148+0.00291415j 0.00328148-0.00650963j 0.00528497-0.00412475j -0.000712187+0.00128153j 0.0073117+0.000872814j -0.008877-0.00530302j -0.00175075-0.00747021j 0.00579844-0.00421212j -0.00631388-0.00257496j 0.00195271-0.00145279j 0.00608151-0.00073939j -0.0026909-0.00382103j -0.00536812-0.00409147j -0.000890696+0.00416831j -0.00279304+0.00605311j 0.00157691+0.002592j 0.00440461-0.00236594j 0.00360187-0.000619392j -0.00665077-0.00282454j -0.0026757+0.00221186j -0.0010068-0.00341896j -0.00578947-0.00132358j -0.00348446+0.00647509j 0.00549961-0.000508092j 0.00249738-0.000570821j 0.000769606+1.23092e-05j -0.00031742-0.00216332j -0.00230265-0.00216374j -0.00238645-0.000661289j 0.00115016-0.00240653j 0.000142982+0.000566254j -0.000379191-0.00149569j -0.0020081+0.000205178j 
