-0.0653324-0.0482602j -0.00756049-0.0100454j 0.0729625+0.093605j 0.171549-0.0185757j -0.0610594-0.0452659j -0.0928895-0.057338j -0.00136905-0.226654j -0.0148969+0.0994691j 0.043094-0.0696996j 0.0234674-0.0256032j -0.0735148+0.0356798j -0.0014487+0.0365374j 0.0522251+0.0713492j -0.0239874-0.152796j -0.147998+0.179858j -0.050375+0.0109397j -0.0176436-0.00236343j -0.00984879-0.0882625j -0.0385228+0.0868857j -0.0195536-0.0450609j -0.0493015+0.0384463j 0.121958-0.00585369j -0.0607622+0.0164239j -0.0444846-0.00473933j -0.0367387-0.0475047j 0.0777654+0.0401793j -0.00817425-0.0659186j 0.0203719+0.00518912j -0.071144+0.0242408j 0.00929146+0.12119j 0.00292213+0.0165226j 0.013043-0.0529745j 0.0103169-0.0477444j -0.035897-0.00445144j -0.00752506-0.00758037j -0.0433468+0.0369331j -0.0563296-0.00978989j 0.00805699-0.0134416j -0.118183-0.0234557j 0.0061444+0.010815j -0.00626047+0.00723241j -0.0260527-0.0250971j 0.0415505-0.0247781j 0.00961603+0.0155454j -0.0256165-0.0196698j 0.00681575+0.00880233j 0.013175+0.00013802j 0.0021543-0.0419098j -0.00831161-0.0267474j -0.0347594+0.0366372j -0.00302659+0.00188659j -0.00914486-0.010777j -0.00778888+0.0208782j -0.0124585+0.0262707j -0.0185668+0.0310827j 0.0157836-0.013631j 0.030379+0.0155998j -0.0298212-0.0326807j 0.0352133+0.0191629j 0.0542239-0.0229612j -0.0199544-0.0255564j -0.0250735+0.00684555j -0.0154133+0.0500547j -0.0244036-0.0195047j -0.0617879-0.0159995j -0.0417494+0.00278415j -0.0106055+0.0294694j -0.0203815+0.052376j -0.0552856+0.0209722j -0.018195-0.0109805j 0.0125006-0.00141893j 0.0162303+0.00928828j -0.0507635-0.0329835j 0.0808837+0.0127552j -0.0403145+0.00847369j 0.0264517-0.0226071j -0.0502017-0.027404j -0.00865354+0.0380848j -0.0147123-0.0131691j -0.0189998+0.00411796j 0.0174072+0.0672278j -0.00698336-0.0683051j -0.00438968+0.0136441j -0.00412994-0.0253515j 0.0205417+0.0308113j -0.0302706-0.0451126j 0.0225602+0.0132895j 0.00571646+0.010792j 0.0519441+0.0625978j 0.0437278+0.0406245j -0.0564374+0.084554j 0.0348701+0.00572732j -0.00974692-0.019424j 0.119962+0.14184j -0.0486452+0.0656469j 0.180206+0.101665j -0.0254744+0.0540438j 
-0.0111656+0.00274653j 0.031655+0.00093859j -0.00763115+0.00470956j 0.00444913-0.00665754j 0.00366766+0.00353299j -0.00521644-0.00497969j 0.0018576-0.0128917j -0.00838419+0.00348107j 0.00180779-0.000725565j 0.00135665-0.00117778j 0.0160338-0.00377038j 0.0140438-0.00768604j -0.00704361+0.00923745j 0.0232351-0.00463821j -0.00639319+0.0103185j -0.00948897+0.00914253j 0.00359016+0.00801622j -0.000477309-0.0090601j 0.00813095-0.0157717j -0.00156442+0.00329941j -0.0186708-0.00373697j -0.00588611-0.00108129j 0.00722166+0.00116529j 0.00903578-0.000648788j 0.00201181+0.00313846j 0.0144499-0.00470141j 0.00903569-0.00657514j 0.0057215-0.0233317j 0.00525096+0.0064808j 0.00217134+0.00232965j 0.0153967+0.00386001j -0.0142273-0.00340557j -0.00293684+0.0131714j -0.00111895-0.0107881j 0.0137935+0.0182038j -0.0160591+0.00326895j 0.000718496+0.00626971j -0.00710767+0.00168792j -0.00776305-0.00178996j 0.0119081+0.00459551j -0.00664277+0.00223643j 0.00193456+0.000994378j -0.00184417+0.00275939j -0.0103298-0.00543169j 0.00815209+0.0103677j 0.0291124-0.0369679j -0.0178552+0.013943j -0.00423333-0.00952383j -0.00953421+0.0169887j 0.0117116-0.00446074j -0.00156772+0.0152743j -0.0219783+0.0177144j -0.00169655+0.00487809j 0.00111064+0.00694225j 0.00163431-0.0136436j -0.0112923+0.00621232j -0.0287213+0.0108653j -0.017072+0.00358291j -0.0130187-0.00991773j -0.0213252-0.00247216j -0.0230457-0.0108167j 0.0152408+0.0139413j 0.00131944-0.0137654j -0.0300551+0.0212616j -0.0164728+0.000146948j 0.0159375+0.00753399j 0.0187234+0.0129216j 0.0234722-0.00172046j 0.0147726+0.0123038j -0.0137788+0.000481615j 0.00647877+0.0123145j -0.0170084-0.0023635j -0.0178031+0.0116677j 0.0173917-0.0119258j 0.0169954+0.0190172j -0.0106947-0.0195827j -0.00434019+0.000414169j 0.0106665+0.00688148j -0.00318627-0.0254626j 0.00033046-0.0120314j -0.0167429-0.000468611j -0.00706902-0.0105897j 0.0214412-0.0361624j 0.0247817+0.00312788j 0.0149579-0.000921726j 0.0144677+0.00513425j 0.00758922+0.0279455j 0.00419886-0.0167265j 0.020336+0.0137551j 0.00526165+0.0252925j -0.0179745-0.0167361j 0.00256602+0.0448711j 0.0450177-0.00701569j 0.00388567+0.017054j -0.020962-0.0145026j -0.0304494+0.0134958j -0.0415379-0.0343112j 
-0.0178293-0.000793041j 0.0028126+0.00271286j 0.00305588+0.000392837j 0.0053158-0.00277797j -0.00558646-0.00527679j -0.000232017+0.00760276j -0.00197846+0.00134724j 0.00324388+0.00131322j 0.00167107-0.0025401j -0.00359935+0.00237081j -0.0111828-0.00244866j -0.00350049+0.0062407j 0.00424083+0.00187043j -0.00704129-0.00113216j -0.00050528+0.00346366j -0.00691091+0.00396615j 0.00730411+0.00200513j 0.00516268-0.0114217j -0.000887521-0.000323009j 0.00983244-0.00111923j -0.00590281-0.000244241j 0.0158624+0.0106909j -0.00872934+0.0155753j -0.000459252-0.00547929j 0.00318791+0.000122899j 0.00732319+0.00386665j -0.00330068-0.00901215j -0.00405188-0.0117893j -0.0062685-0.000243482j -0.00530214-0.000432789j -0.00316369+0.0125587j -0.00738142-0.00703035j -0.0178194+0.0146842j 0.00843128+0.00553708j -0.0162152-0.0208416j -0.0299248+0.00976541j -0.034977+0.00807297j 0.00713934+0.0206034j -0.00283928-0.00525724j -0.0136422+0.00176302j -0.00751645-0.000209868j -0.0150806-0.0101491j 0.0173743-0.0110826j -0.0111216+0.0126576j -0.0145251-0.0185226j -0.00514348-0.00585585j -0.0302309+0.00766908j 0.00126172-0.0155537j 0.00381418-0.0120091j -8.61702e-05+0.00882057j -0.00682475+0.0188553j -0.0105128-0.00423757j 0.00381609+0.000694627j 0.000120855-0.0160799j -0.0141755+0.0147877j 0.0142261+0.00300663j -0.00936425+0.00312057j -0.00345479+0.00181105j 0.00236488-0.00860376j 0.00671716+0.00154298j -0.00604767+0.0026904j -0.00309293-0.00703484j 0.00373698-0.0108401j -0.0312444+0.000946172j -0.00589682-0.00629577j -0.0132703+0.00282613j -0.0195601+0.0127743j -0.000744099-0.00409882j -0.0185577+0.0137492j 0.000546282+0.00599677j -0.0181056-0.0016278j -0.0071845-0.0217666j -0.00756743-0.00228221j -0.0144884+0.0171428j 0.00364574+0.00151411j 0.000157227+0.0375816j -0.0140671+0.0054186j -0.00507295-0.00831996j -0.0103131-0.00264775j -0.00428131+0.0124719j -0.00210238-0.00341505j -0.016861-0.00402031j 0.0348345-0.000561869j -0.00975052+0.0236693j -0.0160561+0.00334266j -0.00509686-0.00960725j -0.00999438-0.0015742j -0.0105501-0.00440516j 0.0119794+0.0302312j 0.00827456-0.0129056j 0.0223229+0.00418747j 0.0348331+0.00254159j 0.00555043-0.0173846j -0.00160237-0.0105612j 5.81386e-05-0.00227276j -0.00679122+0.00172946j -0.00824469-0.00926963j 
-0.0126999-0.00263489j -0.00382114-0.0027098j 0.000552985-0.00277895j -0.00291039-0.00854112j -0.00231294-0.00302591j -0.00569522+0.000330772j -0.00206252+0.00369363j -0.00287111+0.00384439j 0.00193459+0.0032847j -0.000695759-0.00318979j -0.0139312-0.00571318j 0.000979244-0.00510189j -0.00149538-0.00193614j -0.0144373+0.00617398j -0.0110429-0.00163115j -0.00561827+0.0059519j 0.00830464+0.00140643j -0.00989218-0.00186401j 0.00596589+0.0184522j -0.00566742-0.00198833j 3.59383e-05-0.000921157j 0.00421782-0.00640605j 0.00324456-0.00116794j -0.00132172+0.00160091j 0.000927564-0.0121418j -0.00346184+0.00637935j -0.00120069+0.00869464j 0.0111436+0.0148623j 0.000103207-0.000576918j -0.0069029+0.00679162j 0.0132073+0.00444154j 0.00985578+0.000701065j -0.0136194-0.00177946j 0.00628128-0.0145346j 0.00540205-0.0133834j -0.0165952-0.0179826j 0.00724071-0.00431172j -0.000696585-0.0107409j 0.00771955-0.00681451j 0.00254532-0.0023973j -0.0143728-0.00315072j 0.00642711+0.0163797j -0.0165797+0.0193287j -0.00184122+0.0153891j 0.0134658+0.00771517j 0.0123197-0.0155615j 0.0119101+0.0132103j 0.00779064-0.00180473j 0.00433609-0.00638431j -0.0108711+0.016144j -0.00305378-0.000160105j -0.0107562+0.00860449j -0.0175164+0.00788928j 0.00449532-0.00860125j -0.00634873-0.0148715j -0.00712321+0.000828647j -0.000838015-0.0073562j 0.00416416+0.00862644j 0.0112537-0.0102502j -0.00805123-0.00745456j 0.00050563+0.0051016j -0.000249312-0.00883846j -0.00440998-0.00611597j -0.0140318+0.00637417j -0.00054589-0.003104j -0.000917016+0.00269267j 0.0012679+0.000684817j -0.0176152+0.00863536j -0.0112189+0.00196588j -0.0101311+0.00162702j -0.00664995+0.0246089j -0.00498894+0.000604137j -0.00527277-0.0125352j 0.00525601+0.012963j -0.00940251+0.0112652j 0.0120149-0.0190639j -0.00950627-0.0168835j -0.0123743+0.00191589j 0.00521438+0.000243889j 0.00336568-0.0107136j 0.00330783-0.00427471j -0.0145738-0.00652354j 0.0123468+0.00728163j 0.00696269+0.0157593j 0.00804715+0.000746124j 0.00453668+0.00380231j -0.000480202+0.0120399j 0.00532835-0.0142931j 0.0302912+0.00453152j -0.0205765-0.00741396j -0.00883426-0.00215468j 0.0171754+0.0231797j 0.0276053-0.0144053j 0.0314615-0.0085188j 0.0205966+0.0305119j 0.0133275+0.00624659j 0.000740418+0.0129407j 
-0.0244076+0.019377j 0.00340882-0.0147821j 0.000113041+0.00435578j 0.00981813-0.00806537j -0.00467621+0.00514924j -0.0025587-0.00305671j -0.00253068-0.00136683j -0.000890486-0.000970256j -0.00180939-0.00206724j -0.00471801+0.00343979j -0.00731175+0.00255001j -0.00105905-0.00341517j -0.00699831+0.00923708j 0.00433595-0.0011843j 0.00790271-0.00552989j -0.00848052+0.00971253j 0.0168095-0.009639j 0.0127644-0.0105117j -0.00196314-0.0101282j 0.00237866+0.00686962j -0.010887-0.0014284j -0.00706899-0.00281326j -0.00302926-0.0032099j -0.00215841-0.000406129j 0.00443324-0.000192978j 0.0129525+0.00358496j -0.000745598-0.0031383j -0.0149959-0.00144365j -0.000966658-0.00296366j 0.00883364+0.0119505j 0.00550753+0.00481063j -0.0114079+0.00442038j -0.0032884-0.00159868j 0.00149023-0.00284331j 0.0108165+0.00662738j 0.0111598-0.00291637j -0.00231446-0.00575865j 0.0177644-0.0114659j 0.00313119-0.00201761j 0.00369895-0.00254446j 0.000773573-0.00624663j -0.00223277-0.00577845j -0.00396903+0.0128342j 0.00596281+0.0111096j 0.0167309+0.00103807j -0.00309365+0.0110255j -0.0311262+0.00910436j -0.014468-0.00095128j 0.00553416+0.00108422j -0.0151415-0.00616154j -0.00518165-0.000620939j 0.00576897-0.00665171j 0.00483066-0.00062691j 0.00106895+0.013377j -0.00206835+0.00451172j -0.0052094-0.00119483j 0.00517279-0.0139876j -0.0161715-0.00787542j 0.0132212-0.00300581j -0.0062622-0.0139229j -0.00756644+0.0110368j 0.0069141-0.00477381j 0.0235135+0.0128126j 0.0106399+0.00515247j -0.00264811+0.00211446j -0.0228754-0.0101968j 0.0115215+0.0117091j -0.00418246-0.0129077j -0.0062865-0.0070697j 0.000392499-0.0107799j 0.0040835-0.000131189j 0.000404616-0.0190283j -0.00552456-0.0125961j 0.021619-0.0128689j -0.00560995+0.00661622j 0.0106311+0.0148016j -0.00139627-0.0108546j -0.0141191+0.0132184j 0.0124132+0.0059945j 0.0180588+0.0261909j -0.00308968+0.00398636j 0.0169394-0.010713j -0.0152342-0.00734051j 0.0241163+0.022455j -0.0313089-0.00133218j 0.00134363+0.00371597j -0.0163647-0.0204911j 0.00361323-0.00433041j 0.0116506+0.00260553j 0.0233175-0.00829469j 0.00509618-0.0241875j 0.0144988-0.00375655j -0.0138914-0.017402j 0.00103993-0.00037798j -0.00268249-0.0142128j -0.0166132-0.0125035j -0.0150663-0.0136343j 
0.00973648-0.00802608j -0.00973301+0.00362011j 0.0198371-0.0155264j 0.00287539-0.00566976j -0.00786973-0.00243045j 0.0124494-0.00031555j -0.0049511+0.00835265j 0.0071309-0.00750449j -0.00272746+0.00602649j 0.0031279+6.40149e-05j -0.0102113-0.000366273j -0.00371305+0.00443043j -1.91587e-05-0.00202568j 0.0030812-0.00449479j 0.0170737-0.0173067j -0.00489613-0.00112114j -0.00520917-0.00637052j -0.00432138-1.96557e-05j 0.00626467+0.00471227j 0.00199007+0.00709643j 0.00549322+0.00445446j -0.00419003-0.00207529j -0.00575664-0.00411463j 0.00119374+0.00110889j 0.000347669+0.000970608j -0.00829996-0.000481839j 0.00456761+0.0037567j 0.00987019+0.0146193j 0.000511403-0.00517117j -0.00623695+0.00193523j -0.00200368-0.00712447j 0.00156491+0.0048646j -0.0142194-0.00619796j -0.00606825-0.00647925j 0.00136519+0.00770616j 0.0152569+0.00623038j -0.00547709-0.00475029j -0.0118821-0.00285412j -0.00190375+0.00225101j -0.000954934+0.00630051j -0.00385218-0.00256839j -0.000954503-0.00107553j -0.00107641-0.00399096j 0.00158855+0.0122917j -0.00265051-0.00876608j -0.00182019-0.00553962j 0.00785522+0.00219335j 0.0029669-0.00681671j 0.00188788+0.00210066j -0.00188169-0.00291063j 0.00177395+0.0049387j -0.00819706+0.00438153j -0.000143205-0.00622879j 0.00218333-0.00228264j -5.67024e-05+0.00322385j -0.00449124+0.00630256j 0.00538133+0.00270521j 0.00710694-0.00173659j 0.00268908-0.00500038j -0.00161747+0.000103711j -0.00782815-0.00311003j 0.0110043+6.27971e-06j -0.00199746-0.00711479j -0.00608276-0.00718509j 0.00394331-0.00714797j 0.00113466+0.0043782j 0.000944087+0.00248163j -0.00771459+0.0049255j -0.00360765+0.00470039j -0.00861159+0.00963065j -0.00622301+0.00291527j 0.00107073-0.000271759j 0.00465716+0.000999694j -0.00178121+0.0097039j -0.00178333+0.00535009j 0.0144067-0.00824324j 0.00098134-0.011406j 0.00382765-0.00115264j 0.0192577+0.00835445j 0.0168307-0.00492567j -0.000764805-0.00619331j 0.00165972-0.00243389j 0.0191739-0.0101274j 0.00102161+0.00807798j 0.00414919+0.0107595j -0.00187496+0.00390437j -0.00601307-0.00228133j -0.0162988-0.000701369j -0.0142964-0.00088168j -0.0039869+0.00546806j 0.00763759+0.00620731j 0.00359234+0.00415823j 0.00949842-0.0245239j -0.00121004-0.00847363j 0.00306798-0.00166789j -0.00297013+0.00342591j 0.00206451-0.000282119j 
-0.0073868+0.0165214j -0.00589529+9.25418e-05j -0.00560876+0.00142658j 0.00293022-0.0046166j 0.00048252-0.00038031j -0.000877385+0.00570795j -0.00526485+0.00108669j 0.0026047+0.000693113j -0.00304924-0.00127284j 0.0021443+0.00129737j 0.00653911+0.00172982j 0.00217666+0.00162836j 0.00119783+0.00495671j 0.00873363-0.00756348j -0.00741597+0.000795549j 0.00591187+0.00119056j 0.00934857-0.00971486j 0.0159973-0.0159443j -0.00271802+0.00292693j -0.0043927-0.00698631j 0.00249183+0.0021476j 0.010794-0.00346338j -0.005616+0.00524275j 0.00117834-0.000142551j -0.00714322+0.00466295j 0.0007168+0.00471656j -0.000635741+0.00237847j -0.00270163+0.00722201j -0.00528078+0.00942158j -0.00077771+0.000474701j 0.00193746+0.0037084j -0.00604062+0.00947525j -0.00647478+0.00429588j 0.00684537+0.00215283j -0.000612668-0.00078073j -0.0104769-0.00428337j 0.00707838-0.00804495j 0.00609829+0.000281638j -0.000975092+0.000560652j -0.00116475-0.0115591j -0.00374774+0.0017752j 0.00334047-0.00446555j -0.0104677+0.00168043j 0.00279561-0.0144482j -0.0040427-0.0106539j 0.000498171+0.00984204j 0.00569511+0.00406052j -0.000137234-0.020378j 0.0107799+0.00149602j -0.0161686+0.00843412j 0.00311289+0.00329531j -0.00315175+0.00109652j 0.00422199-0.0112172j 0.000950994-0.00262672j 0.00613676+0.00372777j 0.0022552-0.000432255j 0.00241701+0.00145759j -0.00777201+0.00329195j 0.0132891+0.00115014j 0.0142735-0.00483716j -0.00774169+0.00183881j 0.00519656-0.00477764j -0.00312336-0.00193083j 0.00109618-0.00721242j -0.00604662+0.00793088j -0.00953753+0.000847408j -0.00735332-0.00670888j -0.00193616+0.00801335j -0.00807072-0.0014746j -0.0129304+0.00617956j 0.0114953-0.02486j -0.0150138+0.017585j -0.0090009+0.00088067j -0.00582676+0.0119307j -0.00105634-0.0144738j 0.00668908-0.0242387j -0.0164531-0.0132691j 0.0057717+0.00553818j 0.0106812+0.0340088j 0.0160115+0.0140247j 0.0219-0.012614j -0.0184756-0.00220081j -0.0219737-0.00647087j -0.01148+0.00168608j 0.0156814+0.013136j -0.00501992+0.0149441j -0.00253939-0.0173074j 0.00428199+0.00580437j 0.00265417+0.0168484j 0.010093+0.0234664j -0.00620706+0.0063427j -0.00130029-0.0155082j -0.0133253-0.00268657j 0.00188501+0.0250221j -0.00754246-0.0194856j 0.0189225+0.0205933j -0.0221144-0.00479134j 
-0.013399+0.00774115j -0.0094842+0.000811076j 0.00738288-0.00635227j -0.00635051+0.00188316j 0.0113774-0.00631679j -0.00676868+0.00612464j -0.00889704+0.0120006j -0.00152466+0.00449422j -0.00810519+0.00321667j -0.000297962-0.00760429j 0.0120477-0.0139622j -0.0031682-0.00121891j 0.00148076-0.00454518j 0.0176405-0.0072133j 0.0077214+0.00224544j 0.00708613-0.00167171j 0.021604-0.0139676j -0.00441057-0.0107308j -0.00622089+0.00905718j 0.00930043-0.00661249j 0.00461242-0.00742534j -0.0024119-0.00633975j -0.00398136+0.0140843j -0.00116393-0.00157885j 0.00124742-0.00414078j 0.00267216+0.00278116j -0.00172641+0.0100507j -0.00521527-0.0139865j 0.00102079-0.00346766j 0.015186-0.0154701j -0.0156308+0.00119195j 0.00812578-0.0170413j 0.00563757-0.0031735j 0.00730002-0.00925004j -0.0059432+0.00210048j 0.00672826-0.010752j 0.0103108+0.0118233j 0.0148242-0.0130378j -0.0017769-0.00834663j -0.0137884-0.00688095j -0.0125412+0.000474307j 0.0080232+0.00317282j -0.0150249+0.0112443j 0.00458451+0.00903499j 0.0149025+0.017204j 0.00607313+0.0103241j -0.013242-0.00939939j -0.00663719-0.00233604j 0.0105148-0.00765931j -0.0101313+0.00334983j -0.0014194-0.0183018j 0.00106828+0.00414602j -0.00908687+0.00515179j 0.00197268+0.0170499j -0.0139112+0.0020874j 0.00269037-0.00468997j -0.00378624-0.0110718j -0.00433491-0.0121419j 0.00701538+0.011127j 0.00166107-0.00776756j 0.00916249+0.00148586j -0.00536477+0.00138201j 0.00182701+0.0048791j -0.00327055+0.0096908j 0.00115055-0.00198797j -0.00440536-0.0104368j -0.00452228-0.0167275j 0.000337688+0.0027963j -0.000505377-0.00559489j 0.00181353-0.000546265j 0.000716031-0.00292402j 0.00340716-0.00296812j 0.00127617-0.00661662j 0.0061791+0.0108728j -0.0131002+0.00337926j -0.00464695+0.0125402j 0.00589198-0.012148j -0.010632-0.00411511j 0.0029889-0.00779556j 0.00361476+0.00677376j 0.00581363+0.00267494j 0.0122977-0.0118827j 0.0117249+0.024424j -0.0190879+0.000764029j -0.00480936-0.00680407j -0.00424666-0.00749863j -0.0182825-0.00388942j 0.0188444-0.00811159j 0.0238268-0.0105097j -0.0204481-0.023499j -0.00227116-0.0133265j 0.0202884-0.0188515j -0.0131336-0.0167761j 0.019991+0.0103673j 0.0131353+0.0105217j 0.0142102+0.01515j -0.0178008+0.0112024j 
-0.0242301+0.0176316j -0.0185081+0.0159746j 0.0165317-0.00334055j 0.0129478-0.0208522j -0.0074943+0.000811854j -0.00234166-0.00664936j 0.00404864+0.00753403j -0.00270554-0.00516655j 0.00419003+0.00329066j -0.00829877+0.00238939j -0.0120751+0.0145576j -0.0106122+0.00418628j 0.00079814-0.0026248j -0.0104446+0.0141186j -0.00892712-0.00146782j 0.00923181+0.00748271j 0.00498929-0.00867797j -0.0019858-0.0145474j -0.0200135+0.0106758j 0.000922026-0.00640035j 0.00855246-0.00605801j 0.00553321-0.00255614j -0.00335841+0.0190886j -0.00367888+0.0026505j 0.00160169-0.00207081j -0.000313612+0.00389322j -0.00820264+0.00142068j -0.0044569-0.0139247j -0.0167975-0.00457579j 0.0103557-0.00433682j -0.0218386+0.00340648j 0.00350775-0.0153258j 0.00843982-0.00082163j -0.00652289-0.00593996j 0.00301063+0.00700685j 0.0093871-0.0038809j 0.00647785+0.0137348j 0.00494547-0.00769867j -0.0242501-0.0065891j -0.00202849-0.0065995j -0.0100439+0.0113615j -9.23755e-05-0.000861278j -0.0120047+0.0034796j -0.00941771+0.00190334j 0.0101166+0.0118286j 0.0104224-0.00879705j -0.00825187-0.00589656j 0.0019981-0.0193049j 0.00404547-0.000868174j -0.0143328+0.00746856j -0.00255372-0.00731835j 0.0010428+0.00422299j -0.0117413+0.01084j 0.00592813+0.00897738j 0.000925927-0.00496337j 0.00542283-0.00495562j -0.00578473-0.00601066j -0.00860884+0.00164727j 0.00267301+0.00696623j 0.00934035+0.00141937j 0.00464937-0.00719218j 0.000125336+0.0118221j -0.00594035+0.00613745j -0.00154071+0.000864041j -0.0140033-0.00639155j -0.00442746-0.00986993j -0.00106114-0.00730794j -0.0073982+0.0036784j -0.00539898-0.0100029j 0.00923425+0.00537606j 0.0154305+0.0106734j 0.00266515+0.00933978j 0.00117155-0.0096764j 0.00376627+0.0080929j 0.0163761+0.0122434j -0.00196899-0.0118911j -0.00596752-0.00979224j -0.0165388+0.00922826j 0.00927646-0.013709j -0.0147046-0.00742895j -0.00191175+0.0112365j -0.0124416-0.011878j 0.0153607-0.00616928j 0.000852204-0.00428442j 0.00403455-0.00927164j -0.0145465-0.00529367j -0.00482168+0.00154432j 0.00263504+0.0010114j 0.0294283-0.00485667j -0.0292642-0.0124908j -0.0062178-0.00983307j 0.00025636+0.0214688j 0.00126507-0.000381127j 0.0326219+0.0103556j 0.0104877+0.0266791j 0.0169646+0.0185622j -0.00882604+0.00393298j 
0.00338685+0.00280747j -0.00412892+0.00274874j 0.00487445-0.000333654j -0.00117153-0.00211545j -0.00508206+0.00223039j 0.00549756-0.00287366j 0.00275383+0.00150883j 0.0024251-0.00117715j 0.00181828+0.00244708j -0.0074671-0.00113062j -0.0127524+0.000164226j -0.000912403-0.00650936j -0.00141775+0.0123412j -0.0156601+0.00454006j 0.000453019+0.00974522j 0.00153936+0.00491222j 0.000259112-0.00498127j -0.00230754+0.0116657j 0.00304388-0.00683803j -0.00409962-0.00706999j -0.00124222-0.00360084j -0.0116842+0.00478592j 0.00857023+0.0017826j -0.00474092-0.0076634j -0.00704602+0.00540874j 0.00634326+0.00831052j 0.00537971+0.002666j -0.0118332-0.0177824j 0.0055744-0.0030339j 0.0101515-0.000311182j 0.00743923-0.00831311j 0.00349378-0.00316422j 0.00197799+0.0178281j 0.0091392-0.0114067j 0.00173011+0.00160306j -0.00181976-0.0122775j -0.00254746-0.00266203j 0.0119625+0.000216971j 0.0017932+0.00849024j -0.015294-0.0051385j 0.000946292-0.00620264j 0.0123554-0.00598401j -0.00723499+0.00526494j 0.0104218+0.00685933j 0.00136623+0.00116951j -0.00332187+0.0185626j -0.00893457-0.00874643j 0.00231612+0.0109787j -0.00471845+0.0114246j 0.00446854-0.00899756j 0.00318769-0.00387033j -0.021034-0.00610498j -0.00229262+0.00068401j -0.0128673+0.0163592j 0.000727242-0.00967453j -0.00951647+0.0126495j 0.0130921-0.00435687j 0.00983315-0.0238997j 0.000908607-0.0083472j -0.00211704-0.00980561j -0.0197773+0.00114744j 0.00586684-0.0215091j -0.00494705-0.0130079j 0.00799876-0.000805799j 0.0041068-0.0129064j 0.00335829+0.00167987j -0.00150233+0.0111766j 0.00291382-0.0100372j 0.00262585+0.00324838j -0.0210819+0.000563252j 0.011951-0.0027797j 0.0148978+0.00725304j 0.0146503+0.00245601j 0.00601741-0.0103089j -0.0293452-0.00579777j -0.00631762+0.0062256j 0.0115449+0.00015203j 0.0231055-0.0389129j 0.00885524-0.00408728j 0.0167361-0.00825701j 0.0100294-0.0120325j 0.0168719+0.00526241j 0.00524251-0.00986673j -0.00416853-0.0139461j 0.0060328-0.00771345j 0.00788141+0.00324005j 0.00346656-0.0063923j -0.025168-0.0187255j -0.010064-0.000947919j 0.0149263+0.00646544j -0.00161742+0.00650574j 0.0210422+0.0150929j 0.0137125-0.0296978j -0.0146075+0.00766938j 0.00275227-0.0211048j 0.00262045+0.00739501j -0.0150861+0.00486859j 
0.00304105+0.000186032j 0.0233523-0.0107861j 0.00286645+0.00449837j 0.0150079+0.00572257j -0.00595129-0.000526707j 0.00930565-0.000629596j 0.00811402-0.00599528j 0.00110481+0.000606102j 0.00114883-0.00922648j 0.00136154+0.000687661j -0.00418487+0.00673255j 0.0115675+0.00806816j -0.00251622+0.00698082j 0.000745193-0.0111839j -0.0170823+0.0139297j -0.00906936+0.0109176j -0.0028774+0.000260303j 0.00602905-0.00211218j 0.0046673-0.0248741j -0.00130321-0.00454192j -0.00673466+0.00588991j 0.00664687+0.00740976j 0.00319118+0.000548335j 2.90488e-05-0.00678438j -0.0118404+0.00310622j 0.010336-0.00200611j 0.00224809-0.0114418j 0.000707042-0.00464412j 0.00845569+0.00777472j -0.00293749+0.00450227j 0.0099076+0.00267622j -0.00713429+0.00831646j -0.0144078+0.0196627j 0.00272641+0.00274898j -0.000402491-0.0112748j -0.0238056-0.0116998j 0.0123108+0.00271419j -0.00077221+0.010158j 0.00292344-0.0113283j 0.0266676-0.00051876j 0.003951-0.00356943j -0.00260974+0.000962197j 0.00423318-0.00125437j -0.000565008-0.0168406j 0.00267905+0.00360117j 0.0013489-0.0164145j 0.00533568+0.00172658j -0.00696175+0.0021235j 0.000109393+0.000623225j 0.00487627+0.00431164j -0.00220618+0.00594863j 0.0203823+0.0115554j 0.00933713-0.00119608j 0.00741795-0.000513983j 0.00311309-0.00698143j 0.00058514-0.000547675j -0.0018828-0.00228778j -0.0133854+0.0168314j -0.00733968-0.000721652j -0.002346+0.000607411j 0.013073+0.0016276j -0.00641728+0.00227976j 0.000858621+0.0108092j -0.013975+0.00658756j -0.0097678+0.0137947j 0.00367818+0.00903897j 0.00887903-0.00142231j 0.0114366+0.00243561j 0.000525951-0.00382863j 0.0133946-0.0178434j 0.00456564-0.0136357j -0.017935-0.00266862j -0.0179531+0.0135257j 0.0199046-0.00170334j 0.00748432-0.0163236j -0.00105116-8.3037e-05j -0.00969987-8.06732e-05j -0.00177686+0.0113609j -0.0157149-0.000391619j -0.00527965-0.0108885j 0.00420745-0.00837872j -0.0204052-0.00477471j -0.0293619+0.0142822j 0.0143253+0.00927579j 0.00763089+0.0187681j 0.00404802+0.00294193j 0.0118888-0.00549252j 0.0217071-0.00295081j 0.00268026+0.0146766j 0.0261244+0.00490156j -0.0050943+0.00576757j -0.0177426-0.00982199j -0.0128257+0.0120349j 0.000133978+0.0104474j -0.0108152-0.00886388j 0.00398781-0.00436847j -0.000239935+0.0049144j 
