-0.0653324-0.0482602j -0.00756049-0.0100454j 0.0729625+0.093605j 0.171549-0.0185757j -0.0610594-0.0452659j -0.0928895-0.057338j -0.00136905-0.226654j -0.0148969+0.0994691j 0.043094-0.0696996j 0.0234674-0.0256032j -0.0735148+0.0356798j -0.0014487+0.0365374j 0.0522251+0.0713492j -0.0239874-0.152796j -0.147998+0.179858j -0.050375+0.0109397j -0.0176436-0.00236343j -0.00984879-0.0882625j -0.0385228+0.0868857j -0.0195536-0.0450609j -0.0493015+0.0384463j 0.121958-0.00585369j -0.0607622+0.0164239j -0.0444846-0.00473933j -0.0367387-0.0475047j 0.0777654+0.0401793j -0.00817425-0.0659186j 0.0203719+0.00518912j -0.071144+0.0242408j 0.00929146+0.12119j 0.00292213+0.0165226j 0.013043-0.0529745j 0.0103169-0.0477444j -0.035897-0.00445144j -0.00752506-0.00758037j -0.0433468+0.0369331j -0.0563296-0.00978989j 0.00805699-0.0134416j -0.118183-0.0234557j 0.0061444+0.010815j -0.00626047+0.00723241j -0.0260527-0.0250971j 0.0415505-0.0247781j 0.00961603+0.0155454j -0.0256165-0.0196698j 0.00681575+0.00880233j 0.013175+0.00013802j 0.0021543-0.0419098j -0.00831161-0.0267474j -0.0347594+0.0366372j -0.00302659+0.00188659j -0.00914486-0.010777j -0.00778888+0.0208782j -0.0124585+0.0262707j -0.0185668+0.0310827j 0.0157836-0.013631j 0.030379+0.0155998j -0.0298212-0.0326807j 0.0352133+0.0191629j 0.0542239-0.0229612j -0.0199544-0.0255564j -0.0250735+0.00684555j -0.0154133+0.0500547j -0.0244036-0.0195047j -0.0617879-0.0159995j -0.0417494+0.00278415j -0.0106055+0.0294694j -0.0203815+0.052376j -0.0552856+0.0209722j -0.018195-0.0109805j 0.0125006-0.00141893j 0.0162303+0.00928828j -0.0507635-0.0329835j 0.0808837+0.0127552j -0.0403145+0.00847369j 0.0264517-0.0226071j -0.0502017-0.027404j -0.00865354+0.0380848j -0.0147123-0.0131691j -0.0189998+0.00411796j 0.0174072+0.0672278j -0.00698336-0.0683051j -0.00438968+0.0136441j -0.00412994-0.0253515j 0.0205417+0.0308113j -0.0302706-0.0451126j 0.0225602+0.0132895j 0.00571646+0.010792j 0.0519441+0.0625978j 0.0437278+0.0406245j -0.0564374+0.084554j 0.0348701+0.00572732j -0.00974692-0.019424j 0.119962+0.14184j -0.0486452+0.0656469j 0.180206+0.101665j -0.0254744+0.0540438j 
-0.013161+0.001505j 0.00071604-0.0153837j -0.0124769+0.00213685j -0.0104832-0.0141338j -0.00299599+0.000927253j 0.00475457-0.00546661j 0.00313889-0.00260799j -0.00665123-0.000762376j -0.00240853-0.000106872j 0.00137423+0.00178742j 0.00283134-0.0013316j 0.00134106-0.000906223j -0.00687484-0.00167585j -0.000356463-0.00481276j 0.00166691-0.00937683j 0.00580034+0.000415125j 0.000722007+0.00168534j -0.000378458+0.0133793j -0.000631496-0.0027635j -0.00448217+0.0102361j -0.00981827-0.00278778j 0.0126758+0.000853385j -0.0028595-0.00437316j 0.0054236-0.0137578j 0.00413624-0.00972721j 0.00226622+0.00692694j -0.00434703+0.00832776j -0.00386664-0.00338994j -0.00424857-0.000372081j 0.0106656-0.00824897j 0.00667866-0.00523507j -0.000492593-0.00273492j -0.0026389+0.00404398j -0.00197641+0.00570003j -0.00456312+0.00315212j 0.00349931+0.00151166j -0.000306423+0.00403975j 0.0143609+0.00713176j -0.00450749-0.00483831j -0.00585319+0.015135j 0.0249041+0.000860612j 0.00109879+0.00922851j -0.00415954+0.0110964j -0.00342478-0.00953941j 0.000919531+0.00226627j 0.0088233+0.0174276j -0.0102652+0.00405601j 0.00877938+0.00928539j 0.0113077+0.013243j 0.00284248+0.0091393j -0.0139799-0.00441902j -0.00685915-0.000830259j 0.0104956+0.0080237j -0.0119286-0.00421318j 0.00402269-0.00861853j -0.00625261-0.0131895j 0.00192234+0.0169405j 0.00917289+0.00260211j 0.0143501+0.00460718j -0.00659568-0.00545931j -0.00065862-0.00284804j 0.0170065+0.0129893j 0.00362262-0.000425655j 0.00644864-0.00240575j -0.0058572-0.0171871j -0.00164367-0.00132313j 0.0044938+0.0042251j 0.00271621-0.00241794j 0.00275086-0.00815113j 0.00741822+0.0111729j 0.0050241-0.000317103j -0.00499178-0.00152236j 0.00509837+0.000551664j -0.00266237-0.01506j -0.00301639-0.00362099j -0.0103865+0.00512004j -0.000565092-0.00913268j 0.00129494-0.000560016j -0.00973668-0.0047857j 0.00359913-0.00290356j 0.00536698+0.00448425j -0.00261917+0.00673564j 0.00254872+0.00943672j 0.00987033-0.00204638j -0.00107216+0.00413752j 0.000407862-0.00782021j -0.00457459+0.00744396j -0.00585879-0.00156512j 0.00604341+0.0014204j 0.011441-0.00268613j 0.00276582-0.0016327j 0.00530123-0.00204788j -0.0177662-0.00418954j 0.00147125+0.00322013j -0.00100234-0.00282639j -0.00116142+0.000877832j -0.00192975-0.00215959j 
0.00520358+0.00286065j -0.00289934+0.0113062j 0.0221548+0.00658755j -0.0127786+0.0159929j -0.00342462-0.00455956j 0.00353783+0.000690653j -0.00641441-0.000109075j 0.00426819-0.00640498j -0.00372439+0.000489337j 0.00198838+0.00431024j 0.00481319+0.00523969j -0.00229479+0.00229059j 0.000718993-0.00456094j 0.00610735+0.00784622j 0.000628076-0.00603459j 0.00343127-0.00970567j 0.00657528-0.00723077j -0.00335328+0.00275726j 0.00237374+0.0132665j 0.00357988-5.91718e-05j -0.00602588-0.00576684j -0.00113486-0.00202473j 0.00334622+0.000814078j 0.00524802-0.00859193j 0.00402277-0.00276169j 0.0127207+0.00413757j 0.00982668+0.00121568j 6.77142e-05+0.00956483j -0.000903196-0.00809442j 0.00274751-0.00470497j 0.00381954-0.000418938j 0.00134537+0.00471573j -0.00129859+0.00244198j -0.00247129-0.00736292j 0.00248753-0.000875118j -0.00155766-0.00291996j 0.00196236+0.000411251j -0.00127478-0.00610784j -0.000955069+0.00188571j -0.00706562-0.0028941j -0.00255515+0.00654769j -0.00245435-0.00651936j -0.00116855+0.00186594j -0.000483837+0.00270018j 0.00346586-0.00362461j 0.00400504+0.00338044j -0.00967752-0.0126961j -6.88127e-05+0.00275311j 0.000982272+0.00346683j 0.00139674-0.00600116j -0.00399769-0.0120008j 0.00786673+0.00117074j -0.0155258-0.00119875j 0.00542825+0.00358912j -0.00744117+0.00169795j 0.00522535+0.00101431j 0.00186237+0.0170616j 0.00286636-0.00178172j -0.00370757-0.00503155j -0.00892711-0.00447264j 0.00764817-0.000980432j 0.0023132+0.00749475j -0.00219863+0.0125146j -0.0073073-0.00530157j 0.00867595-0.00228331j -0.00238543-0.000405553j 0.0019225-0.001194j -0.00099069+0.00560513j 0.00704861+0.00298848j -0.00708364-0.0034187j 0.000301579+0.00308559j 0.00346955+0.00180613j 0.00378606-0.00693891j -0.00430995-0.00553801j 0.00562336-0.00108045j 0.00408603+0.0155098j 0.0102906-0.00477372j 0.00591801+0.00780781j 0.00221615+0.00312193j 0.00667525-0.000561002j 0.000302758+0.000282326j 0.00136316+0.0023635j 0.000194529+0.00114583j 0.0012053-0.0108329j 0.00680205+0.0102031j 0.00116435-0.00750126j 0.000910794-0.000661517j -0.000659272-0.00209324j 0.00271119-0.000634484j 0.00382248-0.000286286j -0.000517478+0.00278646j 0.00493253+0.00120287j -0.0024562-0.00493148j 0.0022073-0.00153766j 0.00414564-0.00023671j 0.00393988+0.00535342j -0.00926992+0.000605611j 
0.00550098+0.0208289j -0.00661775-0.000270882j -0.00572577+0.00447683j 0.0196203+0.00555635j -0.00156577+0.00609106j 0.00624769-0.000145606j -0.00278875+0.00657223j -0.00173386-0.0064795j -0.00963949-0.00168199j 0.0103603-0.000587285j 0.00419213+0.0041631j 0.00798035+0.00335172j 0.000606668-0.00447411j -0.00226871-0.00763528j -0.00104931-0.00233479j 0.00176842+0.00247958j -0.00268839-0.010403j 0.0159769-0.0234946j -0.00607008-0.0300467j 0.00694771-0.00819762j 0.0028807+0.00169207j 0.00931095-0.0040864j -0.00496702-0.00920032j -0.00447232+0.00895957j -0.0103977+0.0106193j 0.002284-0.00503716j 0.000814689-0.00452399j -0.00655318-0.00800838j -0.00319367-0.00827058j -0.000689428-0.000632704j -0.00549414-0.0044339j -0.00572135-0.00265761j 0.000677709-0.00122511j 0.00109227+0.00144068j 0.000876585-0.00402011j 0.00734624+0.00350278j 0.00674506+0.0147892j 0.0259834-0.00407404j -0.00234901-0.00656448j 0.0120845-0.00587328j 0.0106214+0.011758j 0.0111541+0.00969403j 0.0047303+0.0144078j 0.00380151-0.00684703j 0.0104439+0.0101481j 0.0111055+0.00828112j 0.00633263+0.00606185j 0.0129793-0.00512548j 0.0135303+0.00758931j 0.00216888+0.010908j -0.016503+0.00140844j -0.00416424-0.0150251j -0.00412643+0.0201268j -0.00989525-0.00727275j -0.00283008-0.00682681j -0.0117022-0.0136909j -0.00185098-0.00538715j 0.0160642+0.00382797j 0.00273005+0.0020211j 0.00173044+0.00125238j 0.00963989+0.00884848j 0.00717788+0.00170328j -0.00635444+0.00142631j 0.0101115-0.00150102j -0.00599196-0.0125917j 0.00718846-0.00254654j 0.00284596+0.0218272j 0.00127662-0.00497987j 0.00144566-0.00678735j 0.00573585+0.00876192j 0.00282054-0.000741307j -0.00268734+0.00672347j 0.00911232+0.00517933j -0.00311898-0.00323955j -0.00270789+1.275e-05j -0.0107493+0.000241425j 0.0111323+0.00881818j -0.00434642-0.00260312j -0.00300666-0.00538774j 0.000826789+0.00548575j 0.00194784-0.00249555j 0.000851604+0.00751913j -0.00180267-0.00328203j -0.000590551+0.0100245j 0.00504462+0.00731525j -0.00220888+0.00443553j -0.00159665+0.00191169j -0.00245948-0.00311214j 0.00113417-0.00475483j 0.00478455+0.00809881j 9.18244e-05-0.00102335j -0.01094+0.00221362j -0.010153+0.00228963j -0.00113695-0.0033742j 0.00135107-0.0114593j -0.00469066-0.00515773j 0.00742753+0.000108784j 
-0.000655814+0.0155326j -0.022356+0.00158115j -0.0045162-0.021254j 0.015097+0.00411741j -0.00362988+0.00119065j 0.000402916+0.0140388j -0.00320129+0.0154068j 0.00417035+0.00912401j -0.00035451+0.00204513j -0.00273976-0.000838381j -0.0128522-0.00504191j -0.010562-0.00186646j -0.00373823+0.00546246j 0.00563282+0.00923276j -0.000244677+0.00389052j 7.31174e-05+0.00777253j 0.00591766-0.00432123j -0.00900588-0.00162408j 0.00321668+0.0166908j -0.00494484-0.00302029j 0.00412335+0.00537112j -0.00169463+0.0112353j -0.00404774+0.000713286j -0.00131772-0.00267538j 0.00624718-0.00100783j 0.000848787+0.00260487j 0.00627644-0.00687221j -0.00733982+0.00509801j -0.00939797-0.00107242j 0.00311357+0.00747565j 0.00679962+0.00286908j 0.00553622+0.00247473j 0.00118034-0.00558297j -0.00673361-0.0127278j 0.0043823+0.00176717j 0.00861273+0.000502478j 0.0070282+0.0123826j 0.0149553-0.00159752j -0.00864709-0.0028755j -0.00273321+0.00349523j 0.0140228+0.00663401j -0.00492728-0.00864974j -0.00479833+0.00540031j -0.000603833-0.00255361j 0.00456404-0.00802417j -0.00159808-0.000887928j -0.00266245-0.0094823j 0.00307677-0.00382135j 0.00797344-0.00335689j 0.00665139+0.00365623j -0.00142385-0.00277497j -0.02019-0.0058218j -0.00387709+0.00991894j -0.00845436-0.00268452j 0.00833188+0.0028289j 0.0128664-0.000393591j -0.00155148+0.0022408j -0.00219959-0.000910079j -0.0178702+0.00381436j -0.00732475-0.0070432j 0.000715702-0.00560083j 0.0106798+0.0114803j -0.0034453+0.00791437j -0.00506702-0.0180224j -0.0044165-0.00711716j -0.00638453+0.00322942j 0.0043096+0.000771694j -0.00244822+0.0021314j 0.00413481-0.00216909j 0.000446984+0.000202995j 0.0122425+0.00354494j -0.00333613-0.00408259j -0.0065082-0.00414239j 0.00491431+0.000105413j 0.00196444-0.00209029j 0.00491723-0.00117506j -0.00434895-0.00186419j 0.00743455+0.00502742j 0.00847036+0.0029528j -0.00318934-0.000975505j 0.00460208+0.0019051j -0.00298817-0.00241992j 0.00637466+0.00442816j -0.00839349+0.0005956j -0.00220521+0.00576j -0.0100543-0.00419519j -0.00543095+0.00411413j 0.00396981-0.00353929j -0.00285501+0.00453641j -0.00501723+0.000985262j 0.00221512+0.00894293j -0.00200511+0.000624432j -0.0103735+0.00222887j 0.0020845+0.00401544j -0.00405102+0.00711129j 0.00435496+0.00684967j -0.0133342-0.0025513j 
-0.0178621+0.00936619j 0.00913937-0.0174303j -0.00521342-0.0053051j 0.00963514+0.00295197j -0.00260975+0.000499715j 0.00622678+0.00268701j 0.00305706+0.0049897j -0.00533352+0.00138597j -0.00462656+0.00376757j -0.000217635-0.000743123j -4.63537e-05-0.00151496j 0.00393629+0.00101821j -0.0069439-0.00271046j -0.00291151+0.00175923j 0.00653501-0.00574314j -0.00314171-0.000854536j -0.00174741-0.0111526j 0.00381034-0.00401979j -0.0132202-0.0131198j -0.00851145+0.0222692j 0.00113395-0.00122823j -0.0067323+0.00419028j 0.00687001+0.00540184j 0.00955849-0.00889694j -0.000233592+0.00414946j -0.00020502+0.00716165j -0.00642851+0.00783282j 0.00318727+0.00295455j -0.00154948+0.00415158j 0.0157753-0.00462667j -0.00249129+7.08569e-06j 0.00101602+0.000439233j 0.00473859+0.0111202j 0.000785223+0.00394371j -0.00771517+0.00408837j -0.00232777+0.000243514j -0.0192319-0.027194j -0.0185113+0.00833912j 0.0150293+0.01055j 0.00479997-0.0229628j -0.0316162-0.0196528j 0.0071842+0.00523631j -0.00695868+0.0181648j 0.0140491-0.00984955j 0.00119743+0.00849897j -0.000245643+0.00884675j 0.00404672+0.00669077j 0.000569345+0.00251741j -0.0185408-0.00607727j -0.0205232-0.00688655j -0.00855713+0.00406681j 0.00274593+0.0299734j -0.00273581+0.00013802j 0.0180679+0.00236397j 0.00572445-0.000201392j 0.00201655+0.0143783j 0.00255595-0.00987297j -0.0219015+0.00770789j 0.00914186-0.0045564j -0.000502809+0.0057673j 0.0111093+0.000955299j -0.0212368-0.00117622j 0.00210554+0.0200987j -0.00422239+0.00605844j 0.00307348+0.00609301j -0.00385905-0.00603673j -0.0036169+0.00251882j -0.00802286+0.00196465j 0.00304412+0.00732189j -0.00107858+0.000665787j 0.00152155-0.00959695j 0.00689922-0.00192567j 0.0154568-0.00617042j -0.00733566-0.00191438j 0.00984916-0.0034804j 0.0166945+0.0128528j 0.00919954-0.00419245j -0.010034+0.00595439j -0.00271193+0.00476443j 0.00900374+0.00298744j -0.00401351-0.0105713j 0.00567936-0.00589436j -0.000623215-0.00180003j 0.000606784-0.0135829j 0.0089131-0.0142396j 0.00806649-0.00708657j 0.0150779-0.00184315j -0.00466987-0.0139181j 0.0133267-0.00377137j 0.00633486-0.00205196j -0.00542837+0.000791012j 0.0106393+0.00451421j 0.0100943+0.00134139j 0.0051567-0.00912563j 0.0080482-0.00618992j -0.00915779-0.00265872j 0.00489421-0.00152948j 
-0.0110522+0.00137389j 0.00136999-0.00489299j -0.000170222+0.00462039j -0.00531369-0.0194306j -0.000721575-0.00180447j -0.00434528-0.0053843j -0.00244591-0.00560878j -0.00268113-0.00167469j 0.00207859-0.00313869j 0.00105618-0.000237088j -0.00257019-0.00247684j -0.000433543-0.00282742j 0.00341444+0.00714247j -0.000945704-0.00724733j -0.00123348+0.00625497j -0.00431566+0.00515983j 0.00593871-0.000327513j 0.0071387-0.00736561j 0.00122398-0.00175488j 0.00623133-0.0118547j -0.00035015-0.00323571j 0.00905213-0.0058251j -0.00716692+0.00271621j -0.00167295-0.000530681j 0.000712103+0.00838799j 0.00734578+0.00151079j -0.00149924-0.00203748j -0.0058172-0.0045423j -0.0101867+0.00315456j 0.000749857+0.00363965j 0.00536141+0.00571469j -0.00124414-0.00113816j 0.00606612-0.00759793j 0.00197194-0.00541005j 0.00202804+0.00191154j 0.00438534+0.00019391j -0.0074798+0.0155808j 0.0161366-0.01817j -0.00197697-0.00552061j 0.0056696-0.000708993j 0.00452519+0.00654732j -0.00114552-0.0019649j -0.00809182+0.00515402j -0.0056287+0.00805504j 0.00740505-0.00847055j -0.00870197+0.00394151j 0.001398+0.00905215j -0.00600138-0.00940525j 0.00660381-0.0022551j 0.00279534+0.00738583j -0.00124358+0.00714245j 0.00204771-0.00574329j 0.00521575-0.00299424j -0.00239183-0.000336031j 0.0102895-0.000244621j -0.00118822-0.00572513j 0.00378952-0.0125423j 0.0103611+0.0149805j -0.00415269-0.0136676j -0.00333483-0.0141769j -0.00639255-0.000260679j 0.00664517-0.00879763j 0.00254953+0.0134291j 0.00713783-0.0145596j -0.00203366-0.00254134j -0.00803877+0.00460051j 0.00219366+0.00696123j -0.000236789+0.0156192j 0.0059881+0.00827984j -0.0042181+0.0037216j 0.0170212-0.00115266j -0.0119477+0.000909609j -0.000795078+0.000947448j -0.000511986-0.00289051j -0.000806694+0.00259099j 0.0105467-0.00132663j -0.000727334+0.00479592j -0.00380274+0.00472345j 0.00209955-0.00843584j -0.00353939+0.000906829j 0.00422249+0.00043524j -0.006717-0.00620848j -0.00121079-0.000107911j -0.00535872-0.00301651j 0.005539+0.0126974j -0.00693708+0.00929402j -0.000259625+0.00974073j -0.00041087+0.000122596j -0.00255265+0.0060604j 0.0019686+0.00717849j 0.00233233+0.00366525j 0.00123799-0.00207994j -0.000567733+0.0025054j -0.00431794+0.000926274j -0.00832175-0.00803078j -0.0042412+0.000164423j -0.00884361-0.00299318j 
-0.00777744+0.00240308j -0.0135314+0.00283564j -0.00600748-0.00658439j -0.00905148-0.0226304j -0.00290699-0.00532922j 0.00179191-0.00193033j 0.00425573+0.00365926j 0.000242023+0.00445443j 0.000286546+0.00255201j -0.00203751-0.00295936j -0.00363385-0.00406172j -0.00332565-0.00116712j 0.00568133+0.00803036j 0.00135196-0.00927547j -0.00988104+0.0151724j 0.00853436+0.000941123j 0.00448569-0.00919065j -0.00108844-0.00153066j 0.00185734-0.00558169j 0.0080615-0.00832117j -0.00204583-0.00979448j 0.00674714+0.0119225j -0.00222901+0.00849022j -0.00151021+0.0061489j 0.00136182+0.00673765j 0.0119773+0.0010538j 0.00266576-0.0108013j -0.00672634-0.00114973j -0.00751632-0.00338691j 0.00142542+0.00904972j 0.0069884+0.00666775j 0.00129236+0.00303418j 0.00598477-0.012033j 3.68063e-05-0.0088407j 0.00884445+0.00127855j -0.00373401-0.00548693j -0.00609566-0.0136363j -0.00914922-0.0214425j 0.00439321+0.00910937j 0.0061938-0.0156049j -0.0212686-0.00960338j 0.0016543-0.00962585j -0.00625539+0.00630621j 0.00669798+0.00886983j 0.0140226+0.00196875j -0.0165289+0.000652873j -0.000497432-0.0121632j -0.00371746+0.00343798j -0.00814441-0.0113979j -0.00689607+0.00226643j -0.00147037+0.0154542j 0.00943436+0.0165736j 0.000392149-0.0132361j 0.00113503+0.00295023j -0.00485038+0.00140639j 0.000580365+0.00810888j -0.0174682-0.00107269j -0.0154109-0.00313207j -0.00809959-0.00017409j -0.00910463-0.0083956j -0.00335286-0.00863959j -0.0122125-0.00272301j 0.00451457+0.00596176j -0.0043162+0.00437674j 0.00335225+0.00666609j -0.00229368-0.00182184j -0.00918535-0.0094616j -0.00391671+0.00804255j 0.00516593+0.0107906j 0.00341768+0.00103411j -0.00161201-0.00134678j 0.0118741-0.00952576j 0.00124101-0.00558767j 0.00110442+0.00256148j 0.0123593-0.00516932j 0.0103412-0.000731135j -0.00232441-0.000811669j 0.0065949-0.000853113j 0.00851184+0.00377896j 0.00235632-0.00202835j 0.0029627-0.00567592j 0.00784936-0.00189864j 0.00450813-0.00545373j -0.0107941+0.000630009j 0.00852568-0.009492j -0.00739842-0.00874891j 0.00549544+0.0114495j 0.00726986-0.00832359j 0.00313164+0.00479883j -0.0047577+0.00702409j -0.0101172+0.00515679j 0.00400097-0.000860479j 0.00681213+0.00320955j 0.00271274+0.00543764j 0.00583099-0.00412813j 0.00224268-0.00103455j -0.0094294-0.00299434j 
0.0027001+0.00822094j -0.00105499+0.00939565j 0.0025727+0.00413575j 0.0025881+0.00832386j 0.00258975+0.00522266j 0.000510289-0.0044798j -0.00182846+9.87575e-05j -0.00100166-0.000861845j -0.00772694-0.00287371j 0.00198088-0.00375517j 0.00182571+0.00623169j 0.00331509-0.00158209j 0.00322574-0.00625884j 0.00116826-0.00497253j 0.00310123-0.00144839j 0.000856298+3.3534e-05j 0.00553251-0.00162683j 0.000389006+0.00345339j 0.00500672+0.00730547j -0.00582617-0.0014692j -0.00384047+0.0108639j -0.00504222+0.000376187j 0.0024618-0.0120505j -0.00192282-0.000478735j 0.00378103+0.00609886j -0.00560292+0.00290223j 0.00686135-0.00100265j 0.00104824-0.0110759j -0.00175273+0.00676252j -0.00503564+0.00518234j 0.00589801-0.00139014j -0.00426847+0.000720025j -0.00792507-0.00300569j 0.0044278+0.00740094j 0.00423884-0.000406378j -0.00474744-0.00210678j 0.013841-0.0032388j -0.00121884-0.00100866j -0.00677119-0.000280831j 0.00915843+0.000727796j 0.00299182-0.00269283j 0.000447951-0.00362547j -0.00319652+0.00166692j 0.00244767-0.0139528j -2.96011e-06+0.000680734j 0.0273974-0.00402911j -0.00724402+0.00474672j 0.00117406+0.00951502j 0.00307395+0.0230725j 0.00294839+0.00909897j -0.00697434+0.00639714j 0.00278013-0.000885985j -0.00471162+0.00373663j 0.00539062-0.0136377j -0.0189004-0.0038971j -0.0162635+0.00760134j 0.0040715+0.0115779j -0.00756979+0.0193895j -0.000607748-0.000552003j -0.0141176-0.00862933j -0.00686876-0.00291054j -0.00147137+0.00898027j 0.00326293+0.00221856j -0.013011+0.00636065j -0.000587049+0.00193409j -0.00415396-0.0115176j -0.015049+0.00427789j -0.00251468-0.00372687j -0.00229452+0.0036924j 0.00558813+0.011433j -0.000257671+0.00184567j 0.0123768-0.00960552j 0.0103211+0.00707725j -0.00682177+0.00265042j 0.00838514-0.00880026j -0.00987791+0.00206836j -0.00447309-0.00191599j -0.000526362-0.000987092j 4.20148e-05-0.00289268j 0.00356633+0.0112006j -0.0030039-0.000567613j 0.00817773+0.00278118j 0.00524738-0.00557291j -0.00825214+0.00610167j 0.00130744-0.00724584j 0.0117448-0.00359494j 0.00412669-0.00202859j -0.00496056-0.00349286j -0.00485354+0.00593755j 0.00172022+0.00716751j -0.0125421+0.00231282j -0.00432075+0.00535311j -0.00296437+0.000889399j -0.000720226+0.00023088j -0.00710241-0.0125545j -0.0103555-0.00330632j -0.00772293-0.00932826j 
0.00959776-0.010144j 0.00162215-0.00175963j -0.00973738-0.000493003j 0.00434943+0.000676977j -0.00245649-0.00264838j 0.00156941-0.000252038j 0.00376886-0.00340851j 0.00349629+0.00398546j 0.00572498+0.000238073j 0.000621896+0.000104446j -0.0021877-0.000954502j 0.00251967+0.00144179j 0.00377327+0.00461087j 0.000621037-0.00104382j -0.00768451+0.00589049j 0.00389613+0.00197733j -0.00866294+0.000981844j 0.00469946+0.00292144j 0.0199645-0.0126145j 0.0104403+0.00352981j 0.000278678-0.00528539j 0.00537946+0.00431389j 0.011444+0.00133249j -0.0103024+0.00561877j -0.00876213+0.00147699j 0.00342525-0.00826819j -0.00176435-0.00362471j 0.0105289+0.00640045j 0.00948763-0.00789356j -0.0113255-0.0031067j -0.00729416+0.0017223j 0.00132973+0.000676014j -0.000369773-0.00929875j 0.00295826+0.00210864j 0.0105249-0.00285893j -0.0034704-0.0100814j 0.0255552-0.00621364j -0.0158871-0.0210957j -0.00911202+0.00863622j 0.012218+0.00628972j 0.00146705-0.0144941j -0.011733+0.000959322j 0.0038311-0.0077362j 0.00403113-0.00324386j -0.00852158+0.0089167j 0.00617818-0.00264075j -0.018269-0.00198626j -0.000928066+0.0108411j 0.00698154+0.0262059j -0.00636163+0.0116873j -0.0120303+0.00456061j -0.00993648+0.00145167j -0.00615814-0.0166064j 0.0231991+0.00382245j -0.00141918-0.0147976j 0.0110444+0.0208041j -0.00426042+0.000284456j 0.0172903-0.00405568j -0.01629-0.00688187j 0.0127237-0.00877333j -0.0026503+0.00460374j -0.00493679+0.0161482j -0.00139448-0.0185495j -0.0232854+0.013488j 0.00629064+0.00388167j 0.00938128+0.00774886j 0.00622337-0.00479068j 4.4881e-05+0.00517167j 0.00538983+0.0165802j -0.00258333-0.0010206j -0.00757035-0.00830125j -0.000132421-0.011301j -0.00369329-0.00790157j -0.0065157-0.019116j 0.00908676+0.00144453j 0.00359733+0.00535719j -0.0040353-0.00527462j 0.00314204+0.00278615j -0.00474848+0.00302821j 0.0108089+0.00485784j -0.00447876+0.00605678j 0.00195996-0.00512133j 0.00264625-0.0015401j -0.00155304+0.00342916j -0.000572558-0.0153373j 0.00373275-0.0134423j 0.00364291+0.00288382j 0.00697642-0.00982427j -0.0053915-0.013487j 0.00144007+0.0112494j -0.00299174+0.0037369j -0.00642144+0.00419093j 0.0083241-0.000392414j -0.00436265-0.000575156j 0.00289775+0.0021936j 0.00243826-0.00666447j 0.000209681-0.000851522j 
-0.0182397-0.00279246j -0.00208546-0.015706j -0.00299321+0.008015j -0.000753407-0.000772631j -0.00706633+0.0106569j 0.00529951-0.00185162j -0.0028676-0.00477592j 0.00339209+0.0032425j -0.00310765-0.00232867j 0.00550763-0.00288654j -0.00134809+0.00471835j 0.00457404+0.000200325j 0.00157626+0.008856j 0.0042283-0.00470317j -0.00237824+0.00218917j -0.00273954+0.0143999j 0.0122511+0.00362694j -0.00416778-0.0116351j -0.000756836-0.00547652j -0.0109999-0.000116849j -0.0182404+0.0201776j 0.0112429+0.00941488j -0.0208101+0.0132956j 0.00405207+0.00188104j -0.00919521+0.0038161j -0.00455742-0.0128233j 0.00615631-0.0163934j -0.00715717-0.00226835j -0.00399092-0.00144365j -0.00281537-0.00286532j 0.00294176+0.00216435j -0.00277661-0.00489007j 0.000468367-0.00758895j 0.000689428+0.00247688j -0.000910098+0.00159629j 0.00140275+0.00554605j -0.0225998+0.00437016j -0.00136593+0.016572j 0.0123316-0.00296274j -0.0165747-0.0073046j -0.0032703-0.0160657j -0.00558107+0.020891j -0.0191176-5.99962e-05j 0.00210453+0.00473661j 0.0101311-0.012884j -0.0195506-0.00323265j -0.01109+0.012759j -0.00306429-0.000212509j -0.0188733-0.0313111j -0.00832182-0.00506509j 0.0065103+0.00282909j 0.0121958+0.0153503j -0.00577839+0.00111511j 0.00385503-0.00235768j 0.0104574+0.0105388j 0.00470031+0.00109812j 0.00977902-0.0053618j -0.00290301-0.0104799j 0.00323298-0.00475866j -0.00488628+0.0137655j 0.0209873+0.00317044j -0.0130074-0.00713019j -0.00268032+0.000208332j 0.00546683+0.0103075j 0.0115902+0.0134334j -0.0106457+0.0132458j -0.00614865+0.0160867j -0.00216365-0.00475867j -0.00994515+0.00326748j -0.00264609-0.0153953j -0.0167922-0.00918041j 0.0132677+0.011017j 0.00438472-0.0037119j -0.00573339-0.0183476j -0.00155087+0.0025706j -0.00381467-0.00406954j 0.0199825+0.00710192j 0.00910405+0.00321254j -0.00132592-0.00315247j 0.00483171-0.00737536j -0.0053101+0.00606567j 0.000132374+0.0054831j 0.00663313-0.00512114j -0.00121869+0.00954501j 0.00584421-0.00452904j 0.00523762-0.00547168j -0.0051794+0.00414103j -0.001592-0.00537264j 8.8115e-05-0.0115375j 0.00455704+0.0108196j -0.00383635-0.00124315j 0.011333-0.00323266j -0.00627603-0.00121216j -0.00672453-2.09473e-05j 0.00201245-0.00580184j -0.00184167-0.00495698j -0.00738223-0.00236674j 
