-0.119088+0.230576j -0.266255-0.116104j 0.0145797-0.198292j 0.154772+0.0597679j 0.0911189-0.141137j 0.000531861+0.158451j 0.209965+0.089731j 0.0400066-0.0854248j 0.142646+0.139785j 0.0565039+0.0299943j 0.0196377-0.135133j -0.0855585-0.0765987j -0.0168634-0.173866j -0.0474891+0.0151022j -0.0888397+0.0100715j 0.0641155+0.0278169j -0.13014+0.0911703j 0.0510636-0.24788j 0.0334734+0.0544753j -0.121363+0.0193833j 0.162407-0.0703072j -0.142081+0.0285777j 0.00250482-0.048161j 0.0581233+0.132789j 0.0320619+0.043567j 0.19577-0.0978956j -0.140487-0.248233j -0.193711-0.168109j -0.204537+0.160625j 0.0373306-0.193687j 0.196032+0.030854j -0.00607025-0.0640732j 0.0583827-0.00239382j -0.0369262+0.0208852j -0.00663305+0.0404757j -0.00683035-0.0423604j 0.0533038-0.00306367j 0.01187+0.0238575j -0.00469123+0.000296758j -0.0245885+0.00307028j -0.00339294+0.00289248j -0.0123192+0.0101963j 0.0183451+0.0205664j -0.00110788-0.0179522j -0.00378675+0.00628954j 0.0143225+0.0100462j 0.00140722+0.00361831j 0.00387948-0.0092248j -0.00944934-0.0164457j -0.020265+0.0098377j -0.0177392-0.00137026j 0.0042007+0.0114005j -0.0061549-0.0119361j 0.00553792-0.008061j 0.00464151-0.0368231j -0.00649479+0.000791032j 0.00210307-0.0072425j -0.000401267-0.00774246j -0.0341078+0.00913793j -0.00884165+0.0082053j -0.0130378-0.0162531j 0.0024947-0.00605673j 0.028301-0.0179091j -0.0221219-0.012532j 0.00566409-0.00168699j 0.00433637+0.00397884j 0.0124596-0.0210733j -0.0466709-0.0241062j -0.0216695+0.0333959j 
0.00115551+0.0112812j -0.00846871+0.00240837j 0.00596949-0.0135519j 0.0186607+0.000965645j -0.0123915+0.0162887j -0.0222682+0.0122657j 0.00250241+0.011399j 0.00627243+0.0045185j -0.011971-0.00158847j -0.00158855-0.000491438j -0.0135601+0.00278418j -0.0086789+0.000784992j 0.0160342+0.0141625j 0.0106538+0.0134735j -0.0193243-0.000730731j 0.0111658+0.0062345j 0.00624369-0.00737856j 0.00504536+0.00845468j -0.00134046+0.0295757j 0.000701815-0.0110632j 0.0148651-0.00339906j 0.0200512+0.0141717j 0.0254361-0.00425726j 0.0212884+0.00314923j 0.0217392-0.00854956j -0.0125531-0.0127437j -0.00179153+0.013038j 0.00212149-0.00272732j -0.00267576-0.00198916j 0.0022666-0.00312043j 0.00523109+0.00198029j 0.00761373+0.00584331j -0.00983957+0.00861175j 0.027615-0.0012665j -0.00159589-0.0396602j 0.0216921+0.00117561j -0.0135276-0.00185965j 0.0145548-0.00898126j -0.0101919+0.00248243j -0.00823167+0.020352j 0.00784486-0.000762912j 0.0110909+0.00525187j 0.0156853+0.00741889j -0.0122572-0.0106188j 0.0013187+0.00664954j -0.00645953+0.00512135j 0.00223866-0.0103794j 0.00986777+0.0148645j 0.00809297-0.00275565j -0.0113173-0.0122769j -0.00966132+0.0145417j -0.00522899+0.0026482j 0.00432649-0.0117619j -0.00979491-0.00331754j 0.00480908-0.00820124j 0.00708233-0.012386j -0.00644527-0.00403875j -0.0073826-0.00254481j 0.00439617-0.0115531j -0.029652-0.00186201j 0.00690498+0.0174731j 0.020099-0.0119782j 0.0164063-0.00895562j -0.00232908-0.0336466j -0.0192233-0.0104906j 0.0152626+0.00757118j 0.00795807-0.00757363j -0.00207684+0.0016634j 0.00255975+0.00361012j 
-0.00543619-0.00693493j 0.00604581-0.00689648j -0.00522348+0.000479477j -0.00179114+0.00385984j 0.0321758-0.00115188j -0.0195229+0.00465498j -0.0074808+0.0257579j -0.0143553+0.0152806j -0.00659689-0.0145572j -0.0104721-0.000433488j 0.0092971+0.0115841j -0.0031596+0.00115843j -0.017494+0.00334138j -0.000319524+0.00181142j 0.0178075+0.0179644j -0.0104666+0.0130378j 0.00237328+0.010487j -0.0150675-0.0112619j 0.00440446-0.0121708j -0.00585391+0.0129386j -0.00248336-0.0101136j -0.010056+0.00829522j -0.0286948+0.0165803j 0.025774+0.017473j 0.00374263-0.020075j -0.00361118+0.0028934j -0.000312418+0.00471782j -0.00148772-0.00036007j -0.00120147+0.00125412j -0.00526295+0.0112565j -0.00998903-0.00606372j 0.00425802+0.00651113j -0.0071515+0.00583034j 0.0174113-0.0203206j -0.00755783-0.02615j 0.00568657+0.00972131j -0.0238458-0.010841j 0.0263247-0.000747425j -0.0128383+0.0211787j 0.0143398+0.0025909j 0.00352165-0.00518239j -0.00611774+0.00603997j 0.00236581+0.00905378j -0.00577275-0.000772262j -0.00865604+0.0066421j 0.00814859+0.0110007j 0.0102631+0.0080575j 0.0130541+0.00971058j 0.00586187+0.00478783j -0.00519664+0.0206401j -0.00362288+0.0119964j -0.0059881-0.0162281j -0.0132245-0.00107487j -0.000176477+0.000281665j 0.00705406-0.0153555j 0.0158695-0.0121675j 0.015156-0.00242462j -0.00862695-0.00264767j -0.0152252-0.0157597j -0.00795996-0.00808566j 0.00183603-0.00767347j 0.012129+0.00179297j 0.0299404-0.00342344j -0.00604326-0.038315j -0.0168477+0.00871246j 0.00452102+0.000859319j 0.000779295-0.00114319j 0.00236726-0.00414343j -0.00436827-0.000220495j 
-0.00954367-0.00253516j 0.00340039-0.00955948j -0.0103625-0.000362784j -0.0078644-0.0152531j 0.00215331+0.0225035j -0.00352865+0.00199813j 0.00179199-0.00641889j 0.0109814-0.0155586j 0.00032432+0.00189851j 0.00781563+0.00797055j -0.00934877-0.0153808j -0.0297629+0.0141328j -0.00833252+0.0234835j 0.00485441-0.00676291j 0.000390927+0.00271629j 0.00986939-0.00930822j 0.0162667-0.0218811j 0.0170735-0.0288677j -0.0358597-0.0233226j 0.00496514-0.0141848j -0.00767906-0.0166983j 0.00300866+0.0119478j 0.00114984+0.00224228j 0.00278332-0.00426622j -0.000217405+0.00169038j 0.00171567-0.00565925j -0.00458779-0.000760739j 0.00183675-0.0010772j 0.000478678-0.00181453j 0.00535014-0.00867793j 0.00824967+0.00826713j -0.00428821+0.00928702j -0.0148231-0.00503405j -0.013611-0.0142297j -0.00383061+0.00406121j -0.00598349+0.00523552j -0.00933679-0.00809468j 0.0107422+0.00474475j -0.00276762+0.0140888j 0.0118453-0.0010179j 0.00316591+0.0104711j -0.0135552-0.00899754j -0.000178893+0.000344781j 0.0157693+0.0025317j -0.00145691-0.00981468j 0.00530299+0.00319543j -0.0127937+0.0122158j -0.00928886+0.00238009j 0.00587409-0.00286427j 0.00142745+0.0216651j -0.0031242+0.00888003j 0.00790263-0.00536459j -0.0109363+0.0148688j -0.000861789-0.00782513j 0.000208275+0.00793358j 0.00699958+0.00963938j 0.0149155-0.0135109j -0.0231534+0.020553j -0.0236663-0.0195981j 0.01078-0.00312112j 0.000901676-0.0111487j -0.00520057-0.00430474j -0.00905443+0.00487803j 0.00719446+0.00416545j -0.00548594-0.00229247j 0.00789611+0.00127304j -0.00154773-0.00776845j 0.0015058+0.00240529j -3.05314e-05-0.000975561j 
0.0012862-0.00954403j 0.00905149+0.00643296j 0.00831566-0.00758015j 0.0137435+0.00439533j -0.0167715-0.0112541j 0.00266321-0.00494717j -0.000145909+0.000532201j 0.000953702+0.0109815j -0.00314485+0.00214271j -0.00263035+0.000724901j 0.00826698+0.00461984j 0.0126549-0.011154j 0.00274293-0.0117545j -0.0011324+0.00638797j -0.00439316-0.00501647j -0.000478661+0.00456552j -0.00481145+0.0118945j -0.00415068+0.0183134j 0.017871+0.0117206j 0.000801502+0.00219115j 0.00735843+0.00947324j 0.000951884-0.00389968j 0.00763554-0.00443252j -0.00117382-0.00128678j 0.00175452-0.00135993j -0.00470341-0.00304557j 0.000208464+0.00325708j 0.00301339-0.00195796j -0.00207196-0.00427359j -0.00584409-0.0254277j 0.0237062-0.000552947j -0.00238587+0.0212412j -0.0299839-0.00370169j -0.0321356-0.0225117j -0.0102834+0.0132695j -0.00860067+0.0144826j -0.0224837-0.00571062j 0.0246336+0.00310618j 0.00149203+0.0274263j 0.0167986-0.00209831j 0.0174983+0.022665j -0.0311909-0.0135171j 0.00234863-0.00316347j 0.0317697-0.00359949j -0.00865667-0.0199903j 0.0110541+0.00574209j -0.0236331+0.0336117j -0.0201645+0.00949604j 0.0123494-0.00634863j 0.0114747+0.0389437j -0.00111619+0.0227112j 0.0186055-0.0120819j -0.019873+0.0310527j -0.00578263-0.012175j -0.00202916+0.0173313j 0.0199272+0.0184423j 0.0219995-0.0290302j -0.0433406+0.0531509j -0.0583588-0.0310556j 0.0235461-0.00856912j -0.00268015-0.0253058j -0.0100371-0.0101482j -0.0185838+0.0148748j 0.0223753+0.00812901j -0.00998714-0.0101036j 0.0193568+0.000816753j -0.00597323-0.0187441j 0.00519871+0.0084658j 0.00318652-0.00467276j 
-0.00711166+0.00628404j -0.00581555-0.00846578j -0.00229123-0.00633774j 0.00646286-0.00340341j 0.00214844-0.00180365j 0.00538604+0.000611524j -0.00624717-0.00336835j -0.000361973+0.0018837j -6.15016e-05-4.54846e-05j 0.00126162+0.00160486j 0.000544551+0.00333088j -0.00139891+0.000137642j 0.000892153+0.00239082j -0.00421455+0.00156508j -0.000943608-0.00228909j 0.00381776-0.000446998j 0.000682931+0.00244977j -0.000631829-0.00125054j 0.00047295+0.00158857j -0.000395732-0.00285026j -0.000261276+0.00143343j -0.000304846+0.000946657j 0.00130538-0.0025731j 0.000638558-0.00156979j -0.000288947+0.00119112j -0.00118515-0.00213582j -0.000461202+0.00156405j 0.00118257-0.00142387j -0.00307802+0.00124549j -0.00696132+0.00744883j -0.00937304-0.00956936j 0.0098685+0.0112312j -0.0084516+0.0101498j 0.0177594-0.0133414j -0.0108349+0.00659433j -0.0192604-0.010769j 0.0136471-0.0170896j 0.000267709+0.00349669j 0.0013315-0.00660183j -0.0141363-0.00185579j 0.000808501+0.00927916j -0.00718036+0.0153898j -0.00858568-0.00293596j 0.00292745+0.0183643j -0.00810387+0.00904948j 0.000876752-0.00228004j -0.000591233+0.0026153j 0.0138101+0.0112487j 0.00776194+0.00769461j -0.000982396+0.00320869j 0.0172887-0.0110907j 0.0095286+0.00287576j 0.000189302+0.00810003j 0.00933604+0.00504684j 0.00360073-0.0157006j 0.00739274-0.00160897j 0.00556761+0.0120954j -0.00170026+0.00248331j 0.00428028-0.0080865j -0.0049595-0.00926642j -0.00618123+0.00558032j 0.000767579+0.0148958j 0.00456092+0.000718486j -0.00581971+0.00427998j 0.0235022+0.0123821j 0.0115644-0.00854375j -0.00986111-0.0117814j 0.00011591-0.0195949j -0.0173909-0.00198099j 
0.00442015+0.0153474j -0.0160399+0.0060707j -0.00393658-0.0106817j 0.00780869-0.00151209j -0.00111632+0.00135802j -0.00191184-0.00365887j -0.000453047+6.93533e-05j 0.000337615+0.00221317j 0.00148199-0.000299558j 0.00278349-0.000693625j 0.000710517-0.00358007j -0.000200722+0.00111055j 0.000940342-0.00467873j 0.00146185+0.00172972j -0.000724033+0.00111573j -0.00237143-0.00152171j 0.002372-0.0011366j 0.000275829+0.000166518j 0.000379134+0.00169756j -0.00333485+0.00073659j 0.00283398+0.00171255j 0.000357782-0.000163213j -0.00164512-0.000795606j -0.00153557-0.000583797j 0.000454585-0.00018626j 0.00243433+0.0033864j 0.00334225-0.00236945j -0.005098-0.00190356j -0.00276655+0.0045523j 0.0132173+0.0167288j -0.0181982+0.0162737j 0.00642314+0.0310299j -0.0286518+0.00540279j -0.00469004+0.0145316j 0.00792057+0.0122788j -0.00986094-0.0165058j 0.0216702+0.00490523j 0.00907659+0.0094721j 0.00162518+0.0117692j 0.00389643+0.00534532j -0.00991132-0.00207507j -0.00218777+0.00657942j -0.0114725+0.00471928j -0.00632938-0.00943132j 0.00579157+0.00722243j 0.0182191+0.00220631j -0.001759-0.00474742j 0.00753603-0.0135648j 0.00704835-0.00318507j -0.00849255+0.00376375j -0.0115186-0.00640209j 0.00192257-0.0107419j 0.0203089+0.00282802j -0.0046276-0.0116958j 0.00832926-0.008494j -0.0106758-0.00206707j 0.00309064-0.00806j 0.00680545-0.00793631j -0.00622332-0.000645283j 0.000285316+0.00774803j -0.00156914+0.00571836j -0.0195817+0.00032063j -0.00362492+0.0125868j -0.00527631+0.0101526j -0.00242238+0.00719852j 0.020746+0.00385539j 0.00961809-0.0267157j -0.0281169-0.0101754j -0.00700909+0.0240694j 
0.00247393-0.00291535j 0.00194384+0.00292323j -0.00293346+0.00056299j -0.000845876+0.00148304j 0.00292035-0.000701706j -0.00335414-0.00711015j 0.00167439+0.000921187j 0.00221854+0.00295198j 0.00292715+0.00178j -0.000631243-0.00148982j -0.000429567-0.00162061j -0.00300898+0.00338521j -0.00123055-0.00477805j 0.0061514-0.00305574j 0.00110542-0.000248966j -0.00497858+0.00222476j -0.00231369-0.00310204j 0.00254659+0.0015682j -0.00193211+0.000345798j 0.00102642+0.00515847j 0.001997+0.000282603j 0.00187221+0.000593035j -0.000571398+0.00124249j -0.00250014+0.00117549j -0.00346038-0.000596243j -0.00360559-0.000362768j 0.00239333-0.000563885j -0.000504599-5.49315e-05j 0.00169278-0.000539975j 0.00175819+0.00295206j -0.000238111+0.0026065j -0.00919525+0.0128088j -0.00779245-0.00115575j -0.00653214+0.0113373j -0.00152055+0.00539003j -0.0123031-0.00402218j 0.00646335+0.0088715j 0.0108131-0.00299373j 0.000691252+0.0143865j 0.00480631+0.0102488j -0.000232365+0.0134336j 0.00696633+0.00699571j 0.00350114+0.00353525j -0.00329405-0.00686341j 0.00667995+0.000156387j -0.00441782-0.010673j -0.00540986-0.00109847j -0.00426203-0.0045211j 0.00941121-0.00241727j -0.00228719+0.00697902j -0.00297584+0.0148874j -0.00220744+0.00414212j 0.00785654+0.000944501j -0.00442812-0.0071607j -0.00639815+0.00865376j -0.00494433+0.000617987j -0.0145675-0.00178895j -0.00165309-0.00848303j -0.00523658+0.00279756j 0.00338839+0.00542309j 0.00137597-0.0054517j 0.00468813-0.00545229j 0.00745439-0.00184666j 0.00198772-0.000440042j -0.00835397-0.0233542j -0.00382803-0.00769267j 0.00586131+0.0103995j 0.00565476+0.00235945j 0.00379166-0.0075733j 
0.00276258-0.00526205j 0.00848085+0.00191716j 0.00336531+0.000941829j -0.00427638+0.000234419j 0.000355213+0.0039821j 0.00391245+0.00276349j -0.00187044+3.01157e-05j -0.00462043-0.00358882j -0.00479261+0.00455649j 0.000387802+0.00254732j -0.00271329+0.00226165j 0.000377298-0.00688548j -0.00235891+0.00978714j -0.00506468-0.00377156j -0.00389016+0.0012429j 0.0110808+0.000619126j -0.00318195+0.00492942j -0.00430759+0.00716461j 0.000801015-0.00192816j -0.00358393-0.00409548j -0.0131357-0.00163592j -0.00424539+0.00248456j -0.00281323-0.00462244j 0.00161333+0.000664272j 0.00106357-0.00199702j 0.00481765-0.00146818j 0.00399758+0.00401221j 0.00209477+0.00310141j 0.000533411+6.79896e-05j 0.00318669-0.00340496j 0.00603548+0.00440746j -0.0029088-0.0115857j 0.00240391+0.00219107j -0.0110995+0.00310807j 0.00710062-0.00522102j 0.00174008+0.00157231j -0.021715+0.000476463j -0.00240087+0.00418855j -0.00183844-0.00160661j 0.0101245+0.00339984j -0.00336702-0.0230305j -0.00197482-0.0150311j 0.00736806-0.0029135j 0.0018086-0.00126864j -0.0133429+0.0033537j -0.00755922-0.0137577j -0.00241241-0.00138933j -0.00858338+0.0117799j -0.0119113+0.00812753j -0.00630124-0.0115194j -0.00385576+0.0133811j -0.0149058+0.0078398j -0.0263136-0.000105087j 0.00818714+0.00747037j -0.00835236+0.0171089j 0.00964838+0.000866646j -0.00381602-0.00598547j 0.00066197+0.00173202j 0.00510321+0.00658157j -0.00806491+0.000706522j 0.00221309+0.000738708j 0.00350566-0.0129017j -0.0011776+0.00551041j 0.00162437-0.00323075j 0.0292695+0.00424365j 0.0132866+0.00979425j -0.00452962+0.00258842j 0.00704756-0.00175968j 0.000540087-0.00344509j 
0.00179979-0.0035212j 0.00275723+0.000483356j -0.00809675+0.00303083j -0.00189884-0.000150989j 0.007588-0.00229832j -0.00529562-0.00616404j 0.000401687+0.00224817j 0.00345089+0.00227446j 0.00556501+0.00117157j -0.000349566-0.00328344j -0.00318087-0.0042795j -0.0044141+0.00133279j -0.00592628-0.00164629j 0.00426904-0.00849378j -0.000355638-0.002174j -0.00315219+0.00742037j -0.00930645-0.0002748j 0.00174028+0.00392803j -0.00351009+0.0017337j 0.00138187+0.0036138j 0.00137836-0.000905616j 0.00158688+0.00158289j 0.0038843-0.000992571j -0.00515005+0.00337533j -0.00691785-0.00330559j -0.00605259-0.00542946j 0.0033297+0.000783122j 0.00105536-0.00123257j 0.00171941-0.00162247j -0.00126692+0.00276126j 7.75794e-05-0.000953785j -0.00352541+0.00480372j -0.000573794+0.00558687j -0.000965728+0.0118516j 3.76811e-05+0.000962893j -0.0139563+0.000859307j 1.99035e-05+0.00190151j 0.00348638+0.00228956j 0.000121468+0.00598942j 0.0147564-0.000938837j -0.00483134-0.00392725j -0.00207712-0.00114796j 0.00405283+0.00154987j 0.00115844-0.000512319j 0.000205526-0.00307905j 0.00244206-0.00474694j 0.0008641-0.000219663j -0.00279482-0.00890256j -0.0150549+0.00104928j -0.00917138-0.00130302j -0.0104494+0.0174896j -0.00860234-0.00631935j -0.0114761+0.0041659j -0.00818241+0.0066224j -0.00608152+0.0117349j -7.72154e-06+0.00591504j -0.000252182-0.00591013j 0.00524128-0.00188814j 0.00708354+0.0104494j 0.00884777+0.00330329j 0.00998749-0.00189309j 0.00165852-0.0093282j 0.0152558-0.00832223j -0.00688179-0.00297716j 0.0100627-0.0209924j 6.88348e-05-0.00195384j 0.00562248+0.0178577j 0.0100385-0.00305327j -0.000877239-0.00906641j 
0.00337407+0.00262572j -0.00233096+0.0027713j 0.00812686+0.00345214j -0.000220427+0.002029j -0.00838941-1.38114e-05j 0.00105711+0.00185418j 0.000624194+0.00204607j -0.00391874-0.00314485j -0.00368177-0.00171576j 0.00138156+0.00238959j 0.00250962+0.00545659j -0.000854407+0.000485898j 0.00319414-0.00157947j 0.00553167+0.00788979j -0.00305975-0.00254393j 0.000852026+0.00204087j 0.00137028-0.001721j -0.000781196+0.00179492j -0.000275034-0.000439108j -0.00556421+0.00096352j -0.00652666-0.00454069j -0.00314618+0.00429464j -0.00388592-0.00225201j 0.00357982-0.00103821j 0.00164096+0.0040829j 0.0043977+0.00516275j 0.0001495-0.00332083j -0.00201407+0.000259897j -0.00186105+0.00258169j 0.00406505-0.001849j 0.00091402+0.000666708j 0.00483781-0.00566437j 0.00855882-0.00225478j 0.00859685-0.00792708j -0.000963967+0.00463956j -0.000804067+0.0112437j -0.00352798+0.0041412j -0.00410874+0.00468721j -0.00799607-0.00460117j -0.00192722-0.000637863j 0.00211998+0.000550322j 0.000716088+0.00853479j -0.0039322-0.00435373j -0.000570735-0.00930107j -0.00574888-0.00279621j 0.0262241-0.00175432j 0.0023215-0.00639536j -0.011954-0.0277579j -0.0118168+0.0241422j -0.0148137-0.00997871j -0.0125278+0.0145861j -0.0123145-0.0172741j 0.00623348+0.00568027j 0.0047584+0.0165928j -8.2044e-05+0.00768547j 0.000153501-0.00131683j 0.007169-0.022038j 0.0202804+0.00790364j 0.0160013-0.00182556j 0.00220491-0.00957247j 0.01344-0.000976877j -0.0293691-0.00101726j -0.00405695-0.00906669j -0.000656569-6.701e-05j -0.0116105-0.0106565j 0.0150395+0.000367512j 0.00642607-0.0137495j -0.00205198+0.00530539j 0.00589189+0.000433347j 
0.00146909-0.00159695j 0.00149222+0.00258617j 0.000286255+0.00192289j -0.00183218+0.00130535j -0.0035121+0.00182068j -0.00199119-0.00361949j -0.00127062+0.00178005j 0.000395177-0.000533363j 0.000993991+0.0029818j -0.00324533+0.00770691j 0.001011+0.00163193j 0.000656538+0.0065386j -0.00307695-8.08718e-05j -0.000489609-0.000150503j 0.00290133+0.00357089j 0.000342653+0.00109396j -0.00290145-7.52601e-05j -0.000368809+0.0022722j -0.000761414+0.000638101j -0.00175126+0.0061974j 0.00413842-0.00319352j 0.00236337+0.00210205j 0.00191089-0.00163341j -0.000451752-0.000767068j -0.00148641+0.00494467j -0.00202237-0.00165536j -0.00193707-0.0029954j 0.000453171+0.00161504j 0.00240295-0.00148481j 0.00149651+0.000374099j 0.000628424+0.00381734j 0.000755094-0.00367242j 0.00134225+0.00241156j -0.00991638-0.00553165j -0.0119913+0.00338752j -0.0061282-0.00981502j -0.0125232-0.00161958j 0.00462663-0.000716705j -0.00129831-0.0169199j -0.0126551-0.00341286j -0.0078383+0.00207443j 0.00205411-0.00311666j -0.00189896-0.0161956j 0.00605118-0.0175934j 0.00287473-0.00562761j -0.0182481-0.00842028j -0.00859355+0.0054812j -0.00624811-0.000960805j -0.00244264-0.00410666j 0.00371562-0.0037497j -0.000402923-0.00691163j -0.000451368+0.004716j 0.00327291-0.00020364j 0.00701661-0.0158514j -0.00393502+0.0156574j 0.00777422-0.00968713j -0.00183593+0.0103259j 0.00183538-0.00542248j 0.000321232-0.000614939j 0.0158548+0.00125799j -0.0106024-0.0014352j 0.00134623+0.000237612j 0.00991035+0.000298295j -0.00554683-0.0129328j -0.00588167+0.00942899j 0.00514316+0.0020321j 0.00112383-0.00559407j -0.00134427+0.00364887j 0.00234546+0.00188267j 
0.00165051-0.00444941j 0.00391374+0.000196034j -2.44577e-05+0.00353473j 0.000413922+0.00402363j 0.00135629-0.00228553j -0.00260091-0.00300873j 0.00508213+0.00144334j -0.00537116+7.19383e-05j 0.00512812+0.0036625j 0.00316939-0.00194458j -0.0056141+0.000876863j -0.0132529+0.00292936j -0.00224958+0.0102544j -0.00133133-0.0106315j -0.0141158+0.00327851j 0.0204323+0.00307476j -0.0105172+0.0177166j 0.00292248+0.0228722j -0.0053215+0.00297845j -0.0123182+0.00960565j -0.0271292+0.0088778j -0.0041402+0.0192258j -0.0111502-0.0149871j 0.000610258+0.00579605j -0.0140854-0.00560279j -0.00262157-0.0192945j 0.0170166-0.0110132j 0.00649479-0.00347543j -0.000420491-0.00409251j -0.00188922+0.00176868j -0.0015172-0.000463103j -0.000653074-0.00018902j 0.00213564-0.000156884j 0.00115117-0.00241929j -0.00231957-0.00083347j 0.000951648-0.000821848j 0.00203992-0.000410169j -0.0015257-0.00214456j -0.0020454-0.00142731j -0.00523445+0.00370217j 0.00511641+0.00808295j 0.00204171+0.00469072j -0.00327681+0.00102063j 0.0002486+0.00323721j 0.00611071-0.00216185j 0.00250338+0.00745749j 0.00396231+0.00136815j 0.00591508-0.00422749j 0.00512607-0.0055408j 0.00672904-0.000599751j -0.00132349-0.0114219j 0.00881876-0.00701864j 0.0095608-0.00107143j -0.00383418-0.00432049j -0.00157622-0.0064332j -0.00311575-0.00138014j 0.00615744+0.0038766j 0.000295393+0.000529941j -0.0034494-0.00415241j -0.000932136-0.001521j -0.00319545+0.00134621j -0.000894308+0.00288636j -0.00245468-0.000102069j 0.00159155+0.00207411j -0.00977903+0.00457567j -0.000481485-0.00103556j 0.00232701+0.00195683j -0.000640078+0.0049922j 0.00288023+0.000108219j 
-0.00251673+0.000946497j 0.00135311-0.00358096j -0.00252514-0.00765359j -0.00322439+0.00145075j 0.00614848+0.000728087j 0.0102308+0.000618384j -0.000116891+0.00319218j -0.00750917-0.00106824j 3.0854e-05+0.0104696j -0.00251579-0.00165095j -0.00536744-0.000404507j -0.000644841-0.0211149j 0.00637473+0.0158396j -0.0193991+0.00364586j -0.00132438+0.00694941j 0.00801545-0.0141274j 0.00827728+0.00243346j -0.0115511+0.00244563j 0.0033459-0.00660689j -0.00715579-0.0158044j -0.00703528+0.00258104j -0.00843058-0.00414698j 0.00487902-0.00273729j -0.000614023-0.00171516j 0.0106705-0.0132933j 0.0204126-0.00308245j 0.0143004+0.0118291j 0.000289003-0.000879663j -0.00289812+0.00481683j -0.00058335+0.00180282j -0.00304572+0.000744118j -0.000793749+0.00359041j -0.00678159+0.00316861j -0.00259648-0.00277798j 0.00140749+0.00252315j -0.00442593+0.000963634j 0.00369738-0.00567223j -0.00175495-0.00349859j 0.00369592-0.00150418j -0.00371799+0.000702064j 0.00585969+0.00945592j 0.00495672+0.00740551j 0.000268001+0.00440475j 0.0017469+0.00305926j 0.00839243-0.00760647j 0.00477721-0.00164904j 0.00347074+0.00175099j -0.00518961-0.0144306j -0.00549108-0.00343504j -0.00499211+0.0051252j -0.000200299+0.00623706j -0.00152105-0.007959j 0.00815512+0.00404545j -0.00845429+0.00263772j -0.000205511-0.00421117j -0.00412884+0.0056921j 0.00197334-0.00231396j 0.0105253-0.00667152j 0.0017118-0.00512313j 0.0044522-0.00196634j 0.0100718-0.00915403j 0.00185758+0.00515821j 0.00281057-0.00726258j -0.00226357-0.000638027j -0.00988038-0.00499253j -0.000605159+9.10309e-05j -0.000828296+0.00572817j 0.00282562-0.000269426j -0.000430629-0.00425769j 
0.000764508+0.00240529j -0.00142698+0.00129826j 0.00236078-0.00228239j -0.00311293+0.000293751j -0.00514362+0.00884817j -0.00195668-0.00101664j 0.000797172+0.00248449j -0.00447203-0.00251866j 0.00611004+0.00359863j -0.00271763+0.0230311j 0.0103225+0.00406408j 0.00407946+0.00703738j -0.00210272+0.000433703j 0.00076732+0.00834438j 0.00632859+0.0089599j 0.00110091+0.00703015j -0.00494066+0.00182599j -0.000593021+0.00924384j -0.00463131+0.00234748j -0.0042502+0.0101131j 0.00185615-0.0107536j 0.0114942+0.00748148j 0.000155619-0.00494838j -0.000571165-0.00279951j 0.00471705+0.0172833j 0.00424277+0.00164496j -0.0047259-0.00667174j -0.000849167+0.00112621j 0.000953005+6.44251e-05j 0.000472207+0.00201157j -0.00123082+0.00234446j 0.00120426+0.00140132j -0.00672536+0.00232138j -0.00958327-0.0063894j -0.00272922+0.00222559j -0.00382987+0.00151339j -0.0112937-0.00242086j -0.00275749-0.00580549j -0.00453688-0.0156433j -0.0177282-0.00133609j -0.00305461+0.0079483j 0.000777499+0.00188151j -0.00728305-0.00660593j -0.00242718-0.00646218j 0.00513963-0.00547569j -0.0102097+0.00262973j 0.0016851+0.0114572j -0.00553033-0.0076783j -0.0158987-0.000961405j -0.0100729-0.00125414j 0.00070205+0.00292791j 0.0036636-0.0018866j -0.00157621+0.00869589j -0.00904526-0.00569871j 0.0079057-0.000715064j -0.0019969-0.00101389j 0.00768279+0.00700392j 0.0151145-0.00711663j 0.00167556-0.00869914j 0.0103099-0.00603349j 0.00467086-0.00713185j 0.00458212+0.0090492j 0.00373178-0.0125689j -0.0101093-0.00522657j -0.00188549+0.00996265j 0.00856053-0.00136797j -0.00048031-0.00869998j -0.00130291+0.000423708j 4.01378e-05+0.00277944j 
