-0.0933585+0.107217j 0.18374+0.0822251j -0.0230377-0.245593j -0.214609-0.0800512j -0.0207082+0.0786739j 0.0949547-0.0743879j 0.0372647+0.26819j 0.201171-0.135966j 0.0040913-0.0780397j 0.0567755+0.0795314j -0.0657769-0.0464072j 0.173328+0.0131606j -0.202729-0.0104917j -0.10465+0.0292329j -0.02903+0.0190369j -0.00360188+0.048067j -0.027477+0.04842j -0.0785289+0.0581061j 0.00532757+0.0106252j -0.123431+0.0716766j 0.0384251+0.12077j 0.0942508-0.0825644j -0.00331524+0.0749241j -0.0808249-0.022154j 0.0203822+0.189716j -0.0650021-0.0327524j -0.0626572-0.0677814j 0.00799521+0.051699j -0.0295156+0.130008j 0.0165456+0.0164604j 0.0941515-0.1444j -0.0149223+0.0663259j -0.0397839+0.00222414j -0.12122-0.00695654j -0.0607047-0.0142368j 0.0712336-0.0806857j -0.0513046+0.057238j -0.059259-0.0347276j 0.0267497+0.0069865j 0.0120307-0.051017j 0.012815+0.0095638j -0.0902194-0.000292189j 0.0300999-0.0620231j -0.0916784+0.0304729j 0.0306151-0.130994j -0.14513+0.0368119j 0.0364055-0.135674j -0.198591+0.0450696j -0.0659617+0.169754j -0.123462-0.158851j 0.115826+0.199287j -0.181347+0.0322321j 
0.00485712-0.00769317j 0.00693269-0.00494028j 0.00734429+0.00582703j -0.00920063+0.00177244j -0.00684599-0.00677632j 0.00380985-0.00695949j -0.000812228+0.00207835j -0.0074737-0.00247331j -0.000450277-0.00309433j -0.00215605-0.0018467j -0.000416381+0.000689376j 0.00165069+0.00326743j -0.000659211+0.00191045j 0.00415872-0.000448825j 0.00901949+0.00535479j 0.00281092-0.0082616j 4.21669e-05-0.005695j 0.0015584-0.00701594j -0.0056031+0.00794926j 0.00403972-0.000352173j -0.00456238-0.000660272j -0.000716802+0.00719153j -0.00156823+0.000712257j 0.0051183-0.00155631j -0.00412698-0.000252348j 0.000175276-0.000105616j 0.00332936+0.00105278j 9.35484e-05-0.00269584j 0.00056664+0.00153418j -0.00142488+0.00204635j 0.00327314-0.00106602j -0.00223824-4.48132e-05j 0.00279982+0.00118041j -0.00204957-0.00333688j 0.00442705+0.000327386j 0.000327689-0.000151607j -0.000213962-0.000344204j 0.00165836+0.00116023j 0.00367633-0.00151999j -0.00611387+0.000792063j 0.0027963+0.000676757j -0.00289023-0.00377595j 0.00149145+0.00131355j -0.00199311+0.000802773j -0.00206833+5.42532e-06j 0.00220102+0.00267802j -0.00028823-0.00099006j -0.000128905+0.00242014j -0.000172364-0.000760387j -3.85739e-08-0.00222983j -0.000762011-0.000647823j 0.00227445-0.000315578j 
-0.00196332+0.0016715j -0.00272913+0.00111501j -0.00192406-0.00127651j 0.0019124+0.00129555j -0.000179071+0.000178747j 0.000783121+0.00195111j -0.00156349-0.0015452j 0.00290231-0.00202369j 0.000388044+0.0012779j -0.00246025+0.00236683j 0.00231426-0.000525562j 0.000561871-0.000502403j -0.000393082+0.00302092j -0.00347449+0.00461985j -0.00815137-0.000770073j -0.00306225+0.00432856j -0.0042+0.00242032j -0.00454228-0.00285893j 0.00359384+0.000945117j 0.000922144-0.00176772j 0.000804698-6.00067e-05j 0.000266513-0.00174527j 0.00201767+0.00160458j -0.00370028-0.0048687j 0.000422097-0.00117805j -0.00231545-0.00216658j 0.000650479-0.0022737j -0.00257946+0.000741137j 0.00330745-0.00162464j 0.00145064-0.00198926j -0.0055615+0.00266387j 0.00335062-0.00404705j -0.00017238-0.0022009j 0.00138929+0.000993894j 0.0011808-0.0060159j -0.00205176-0.00191872j -0.00621222-0.00173906j -0.00147241+0.000290253j -0.00188051-0.000541721j -0.000444823-0.00116402j 0.000353803-0.000513322j -0.000498429+0.00229164j -0.000953586-0.00120595j 0.00165039-0.00253853j 0.00133442+0.000458432j 0.00107706+0.000218434j -0.000314126+0.00328053j -0.00099037+0.000755369j 0.000839611-0.00105158j 0.000577448+0.00159937j 9.85306e-07+0.000188462j -0.000250331-0.0010704j 
0.0125126-0.0097557j -0.00104891+0.00522703j -0.00298621+0.0134311j -0.0110139-0.0024845j -0.000439374-0.00826559j 0.00522237+0.00281086j -0.00138651+0.00120689j -0.00603663-0.00303643j 0.00367787-0.00119735j -0.00396572-0.000421473j 0.0013088-0.00108939j 0.00359449-0.000344497j 0.00326889-0.00195056j 0.00981411-0.00182945j 0.00571783-0.00395204j -0.00257541-0.00692128j -0.00730318-0.00851378j -0.00331887-0.00618105j -0.000453646+0.0100106j -0.00201048-0.0018547j -0.0109138+0.00593093j 0.00135487+0.000263297j 6.45616e-05+0.00037594j 0.000323216-0.00432839j -0.000600919+0.00111798j -0.00136875-0.00171289j -0.000419564-0.0012686j 0.00160114+0.00136901j -0.00138391+0.000370402j 0.00186288-0.00100345j 0.00050966+0.00178786j -0.0036309-0.00220605j 0.00228313+0.00147224j -0.00322061-0.002477j -0.00115816+0.0023204j -0.00233455+0.00105795j -0.000238752+0.00163813j -0.00183403-0.00212136j 0.00163236+0.00177367j -0.00275506-0.000476887j 0.00740844+0.00156875j -0.00328994-0.00261779j -4.54606e-05-0.00172575j -0.000132956-0.00128687j 0.00175+0.00186856j 0.000111182+0.00195541j -0.00194457-0.00186466j 0.00104831+0.00108762j 1.30443e-05+0.00350669j -0.000534889-0.00152515j -0.000741075-0.00180546j 0.00277131-0.0022974j 
-0.00899259+0.00916131j -0.00351621-0.000708845j -0.00196142-0.0108219j 0.00934895-0.00136888j 0.00192599+0.00726663j -0.00444469-0.000232223j 0.000423117-0.00035222j 0.00496685+0.00199602j -0.00147506+0.00149067j 0.00194059+0.00122391j 0.00229604+0.00114342j -0.00355496-0.00117682j -0.00245533-0.00107811j -0.00644004+0.00215631j -0.00590014+0.000468327j 0.00160215+0.00353749j 0.00233527+0.00729701j 0.00491808+0.00669175j 0.00210138-0.00874974j -0.0010192+0.000721013j 0.00599791-0.00268209j 0.00077487-0.00105678j 0.00118205-0.00212609j -0.000380756+0.0038585j -0.000125198+0.000705873j 0.000240795+0.0015588j -0.000650262+0.00259114j -0.000350887-0.00104086j 0.00075886+0.000543312j 0.00101345-0.000201289j 0.000553949-0.00102332j 0.00385551+0.00179449j -0.003248-0.0010014j 0.00111674+0.00274661j 0.000200802+0.000328194j 0.000478965+0.000910942j 0.00349328-0.000213205j 0.00142694-0.000164197j -0.00198476-0.000506914j 0.00272375+0.00227086j -0.00562464+0.000230211j 0.00183756+0.00134806j 0.000376361+0.00149373j 0.00170882+0.000710069j -0.001008-0.000798569j -0.00232786-0.00201189j 0.00112433+0.00109072j 0.000466558-0.00233428j -0.00017126-0.00156919j 0.000332558+0.00246523j 0.000292085+0.00178572j -0.00245075+0.00136366j 
0.00126326+0.00392578j -0.0127524+0.0114468j -0.0106191-0.000686711j 0.000934991-0.0121003j 0.00483237+0.00294598j 0.000974574+0.00708068j -0.00414908+0.00447497j 0.00233445-0.0034766j 0.00581614-0.00178403j 0.000328925-0.000955448j 0.000138849-0.000996881j 0.00278103-0.0027825j -0.000770066-0.00334456j -0.00223155-0.00272471j -0.00496384-0.00731056j -0.0040691+0.00246455j -0.0126772+0.00185905j -0.000793836+0.0074962j 0.00429172-0.00465264j -0.00411129-0.00229128j -0.00261453+0.00680921j -0.000898343+4.15996e-05j 0.00567139+0.000678834j 0.000240706-0.000593876j 0.00395545+0.00229086j 0.00014524+0.000949477j -0.00143836-0.00191204j 0.0012806+0.000256806j -4.17901e-05-0.00190316j 0.00642057-0.00265941j 0.000371476+0.000168537j 0.00336049-0.00151853j -0.00333621-0.00213968j -0.00062014+0.00129962j -0.00105895+0.00546018j -0.00393683+0.000841399j -0.00337424+0.000422568j -0.000625933+0.000939094j -0.00310751+0.000599915j 0.00447393-0.00222608j -0.000269458-0.000758036j -0.00348216-0.0036564j 0.0014352+0.00128655j 0.00253767+0.000204819j 0.00325289-0.00136453j -0.00567469-0.00344315j -0.000601413+0.000133858j 0.00141607+0.000146784j 0.000157062+0.00420389j -0.00114586+0.00136521j -0.00261573+0.00214667j 3.55454e-05-0.0011577j 
0.00138904-0.00221077j 0.000890839-0.000909423j 0.000838499+0.00195576j 4.31667e-05+0.00314172j -0.00149456-0.00358947j 0.00323468-0.000198045j 0.000402058-0.00277247j -0.00121312-0.00221822j -0.00354786+0.0024527j -0.0013534+0.00569515j 0.00467678-0.00421407j -0.00279532-0.000186646j -0.00122185+0.00431679j 0.000401047+0.00226137j -0.00295597-7.15511e-06j -0.00186652+0.000488644j -0.000421498-0.00100228j -0.00177845-0.00437226j 0.00289474+0.00408417j 1.63598e-05+2.43284e-05j -0.00242924-0.00076751j 0.000397074-0.000996788j -0.000163588-0.00107257j -0.00245106-0.00327605j -0.00292365-0.000839055j -0.0017057-0.00154397j -0.000532289-0.000199234j -0.00232236+0.00158511j 0.00216274+0.0010923j -0.000945932-0.00042885j -0.00505916+0.000835422j 0.00043173-0.00206241j 0.00177828-0.000847825j 0.0020097-0.000902208j 3.3808e-05-0.00449555j -0.00127845-0.000957927j -0.00377505-0.00172283j -0.00174255-0.000318097j 0.000480115+0.00119004j -0.00300081-3.3276e-05j 0.00296368-0.00030946j 0.000107445+0.00198453j -0.00142607-0.00207555j 9.52574e-05-0.00319964j 0.000456589+0.000455709j 0.00424928+0.0017808j -0.000857813+0.00181444j -0.00189126+0.00072553j 0.000695249-0.00192222j 0.000918964+0.000265832j 0.000479608-0.00114108j -3.99637e-05-0.00131237j 
0.000537342+0.0018473j -0.00712998+0.00644684j -0.00296957-0.00195783j -0.00169577-0.0120331j -0.00102516+0.00102846j -0.000608745-0.00471488j -0.00385763+0.00817699j -0.00335743-0.001282j -0.000421359-0.000539092j 0.00667283+0.00143413j -0.000191284-0.00569481j -0.000832543-0.00365156j -0.00480743-7.42811e-05j -0.00314358-0.00717337j 0.00151861-0.00420127j -0.00218425-0.000115281j -0.0091552-0.00181335j 0.00277559+0.00439372j 0.000161253-0.0025352j -0.0020284+0.00230455j -0.00357868+0.00373465j -0.00342355+0.00541704j 0.00260455+0.000387706j -0.000875279+0.00228624j 0.000343686-0.00184761j 0.000139133+0.000836906j -0.00124393+0.000244734j -0.000979324-0.00068883j -0.00287742+0.00202009j 0.00220077+0.00188085j 0.00224521-0.00548018j 0.00196933+0.000951387j 0.00124709-0.00230519j 0.000186222-0.00199146j 0.000700606+0.00446272j -0.00217764-0.00124325j -0.00530019-0.00336673j 0.000318392+0.00342286j 0.00109384+0.00169919j 0.00111907-0.00147646j 0.000666844-0.000506527j -0.00491697-0.00360408j 0.000138115+0.00150352j 0.000206968-0.000333228j -0.00114719-0.0040239j -0.00305546-0.00272j -0.00115787-0.00236433j -0.00246835+0.00372687j 0.000959616+0.00170134j -0.00143794+0.000662613j -0.00281488+0.00241005j -0.000303389-0.00158105j 
-0.00861827+0.00450173j -0.000441909-0.00422068j 0.00331892-0.00799853j 0.00374827-0.00258822j -0.00487958-0.000923503j 0.00472484-0.00945493j -0.00728472+0.000639889j -0.00151492-0.00433149j -0.00117725-0.0031085j -0.0016037+0.00358182j 0.000251589+0.00414728j 0.00024679+0.00119715j -0.00563703+0.004487j -0.00477155+0.00298033j -0.000659542+0.00390102j -0.00122992-0.00642959j -0.00288181+0.00619321j 0.00382994-0.00158638j -0.000937808-0.00253972j 0.00136916-0.000482205j 0.00634124-0.00166891j -0.0012376+0.00492683j 0.00359448+0.00157853j -0.000971142+0.000681591j -0.000852187-0.000216344j -0.000328076+0.00174702j 0.00586187+0.00495215j -0.00219702-0.00307689j 0.00059632-0.000158733j 0.00161626+0.00017118j 0.00328405-0.000218908j 0.00594023-0.00187096j -0.00240382+0.00058304j -0.000882607+0.000155591j 0.00744658-0.000599765j 0.000456603-0.000114585j 6.99358e-05-0.0032146j 0.00198366+0.00253181j -0.00101813+0.000232786j -0.000450461+0.00174395j -0.00475255+0.00186204j -0.00174193-0.000324702j -0.000197984+0.000933619j 0.00169932+0.00193487j -0.00313502-0.00123332j -0.00257251-0.00203814j 0.000204449+0.000850446j -0.000250139-0.00102686j 0.000132669-0.000695314j 0.000770992+0.00144431j -0.00126186+0.00169502j -0.000930143+0.000646452j 
0.000519741-0.000751107j 0.00302951+0.000774078j -0.00127416+0.0014929j -0.00052273+0.000676363j 0.0014113-0.000840665j 0.000265767+0.00263527j 0.00165293-0.00321429j 0.00213337-0.000375644j 0.0019132+0.00314332j 0.00371107-0.00409488j -0.00432944-0.00125482j -0.0038409+0.00318203j 0.00044023-0.000273806j -0.000123775-0.00149778j 0.00213382-0.00332544j -1.40442e-05+0.000887693j 0.00510192-0.000974802j 0.00151763+0.00283088j -0.0022429+0.000375701j -0.000386543+0.000355706j 0.00196894+0.000811455j 0.00213678-0.00248775j -0.00223344-0.00174341j 0.00330871-0.00264669j 0.00138478-0.000362972j 0.00289546+0.00123162j -0.00148187-0.000820135j 6.62659e-05+0.000840822j 0.00102394-0.000969358j -0.00307892+0.000256897j 0.000355109-0.00165514j -0.000783588+0.00349717j 0.000383078+0.000913977j 0.00236849-6.71247e-05j -0.00140072+0.000946952j 0.00342907-0.000570773j 0.00253921+0.00068249j 0.00378284+0.000979058j 6.97622e-06-2.25866e-05j 0.00092269-0.00117229j -0.00149153-0.000730804j 0.004001+0.000215057j 0.000668588+0.00272227j -0.00163845-0.000196236j -0.00103795-0.000131347j -0.000193717+0.000959282j 0.00237333+0.00180028j 0.000865906-0.000131252j 0.000451362-0.00156032j 0.000443501+0.000580151j -0.000856295-0.00042681j -0.000749979+0.00143989j 
0.00130627+0.00111832j -0.00123955+0.00233592j -0.00158444-8.97661e-05j -0.00127587-0.00176445j 0.00230285+0.00167851j -0.000452632+0.00205302j -0.00150035+8.20778e-05j 0.0011908-0.000391037j 0.000307083+0.000165183j 0.00168298-0.00186597j -0.000958197-0.000698811j 0.000702649-0.00183984j 0.00218397-0.000884958j -0.00119849+0.00053986j -0.00308134+6.82559e-05j -0.00187835+0.00446862j -0.00208268+0.00107905j -0.00301313+0.0016881j 0.00056155-0.00104674j 0.000451067+0.000633328j 0.000688218+0.00103278j -0.00144871-0.00241598j 0.000461101+0.000631172j -0.000505738+0.000866007j 0.00179309+0.000308665j -0.00035749-5.50225e-05j -0.00133326-0.00238444j 0.00126764-0.000510607j 0.000882373-0.00200718j 0.000694535-0.000199893j -0.00211219+0.000328468j -2.43472e-05-0.00219339j -0.000100647-0.000920876j 0.000340069-0.000122377j -0.00217397-0.00128057j -0.000383626-0.000128981j -0.00145271+0.000141841j -0.00154635+0.000361768j -0.00181434-0.00110193j 0.00231529-0.00168773j -0.00085783-0.00203431j -0.00110828+0.000479466j -0.000310891+0.00025808j -0.000214735-0.000260604j 0.00165344+0.000963897j -0.000756786-0.000770813j -0.000456368+0.00116926j 5.44352e-05+0.000696316j -0.00109576+0.00104996j -0.00079133-0.00140157j 0.000664689+0.000191513j 0.000441502+0.000149313j 
0.00423054-0.00554259j 0.000663375+0.00347779j -0.000472528+0.00528113j -0.00433379+0.00176633j -0.00055532-0.00551514j 0.00201574+0.00247496j 0.00123235+0.00222409j -0.00227103-0.00044475j 0.00249741-0.000204409j -0.000766389+0.000247106j 0.000331121-0.00250919j 0.0010398+0.000872658j 0.00136357-0.000970981j 0.00364803-0.00308039j 0.000860423-0.00454326j -0.00366177-0.000194171j -0.00311148-0.00252774j -0.00284892-0.00192528j 0.00191959+0.00389003j -0.00106847+4.06941e-06j -0.00476602+0.00463495j 0.00182346-0.000985747j 0.000191439+0.00117303j 4.12017e-05-0.00274598j -6.28684e-05+0.000290897j -0.00232157-0.00056728j -0.00136178-0.00218741j 0.000165791+0.0026231j 0.000286546-1.66364e-05j 0.000547576-0.00123986j -0.000764619-0.000328171j -0.00156843+5.93698e-05j 0.0011853-0.000686935j -0.00140368+0.000229726j -0.00166312+0.00091426j -0.0015403+0.000230399j -0.000844592+0.00154975j -0.000149166-0.000614599j 0.0015598-1.11447e-05j -0.00185341-0.000501032j 0.00364519+0.00101647j -0.000701358-0.001007j 0.000635831+0.000406145j -0.000709406-0.000810371j 0.0010124-0.000887901j 5.56915e-05+0.00141289j 0.000103688+0.000307881j -0.000996563+0.00053655j 0.00169812+0.000775266j -0.00104918-8.29168e-05j -5.46328e-05+0.000171986j 0.000691759-0.0012802j 
0.0010692+0.00215605j -0.00295452+0.00523682j -0.00272671+0.000645158j -0.000788971-0.00472629j 0.0046617+0.000317935j -0.000448338+0.000683607j -0.00440093+0.00398775j 0.000249004-0.0014164j 0.00203103-0.000496115j 0.00120579+0.00077044j 5.10117e-05-0.00182776j -0.00117541-0.000502508j -0.00090836-0.000554167j -0.000750954-0.00134046j -0.00386794-0.00390295j -0.00290631+0.00351773j -0.003893+0.00203211j 0.000854764+0.00341889j 0.000496052-0.00316257j -0.00111935+0.000432987j 0.000339599+0.00341507j -0.000799754-0.00117019j 0.0034436-0.00151025j -0.00120104+0.000984143j 0.000599015-0.00129469j -0.0002107+0.00196702j -0.00146368-0.0010721j 0.000119621-0.00065154j -0.000270956-0.000379477j 0.00251627-0.000445537j -0.000394329-0.00169519j 0.00211498-0.000226431j 0.000395248-0.000545646j -3.52963e-05+0.000938068j -0.000223575+0.002098j -0.00121755+0.00131806j -0.00147266+0.000737744j 0.00119332+0.000940133j -0.001218+0.0011147j 0.00269188-0.00121167j -0.001786+0.00126308j -0.000744498-0.00112363j -0.000537056+0.00115052j 0.00100656+0.000279715j 0.00254485-0.000981966j -0.002262-0.00274578j -0.000519705-0.000569699j 0.000416902-0.000637672j 0.000228685+0.00163777j 0.000656463-0.000465079j 9.70643e-05+0.00106148j 0.000100047+0.000996907j 
-0.0022309-0.000139192j 0.000453952-0.00359212j 0.00143132-0.00324923j 0.00254967+0.00166077j -0.00261725-0.00284718j 0.00282413-0.000146766j -0.00182089-0.00203581j -0.000634275-0.00265509j 0.00277762+0.000590238j 0.000467772-0.0017268j -0.000492644+0.000662564j 0.00154361+0.00327319j 0.000649275+0.00299185j -0.00128563+0.00148212j 0.00166135+0.00177866j -0.000712627-0.00254935j 0.000430195+0.00167588j 0.000622504-0.00204537j -0.00299048+0.000342032j 0.00263587-0.00169514j 0.00130609+0.000506735j 0.00109745+0.00348762j 0.000281052+0.00259749j 0.00329298-0.00277576j -0.000160543+0.000911103j -4.8684e-05+0.00124198j 0.00222726-0.000432777j -0.00164991-0.000370894j 0.00230889-0.000775204j -7.2467e-06+4.35473e-05j 0.000593888+0.00159427j 0.00114804+8.76548e-05j -0.0015181-0.000256296j 0.00105108+0.000660237j 0.00277614-0.00131844j 0.00113781-0.000155381j -0.00102916-0.000346692j 0.0020375+0.00185279j 0.000718121-0.00234493j -0.00224226+0.0004532j -0.000768061-0.000629357j 0.000944882-0.001186j 0.00156394+0.00183311j -0.000605154+0.00053398j -0.00155627+1.40687e-05j 0.000531903+0.000487301j 0.00147017+0.00222693j 0.000378089+0.000841836j 0.00139038-0.0010891j 8.16784e-05+0.000145287j -0.00132308-0.000218593j 0.000606707+0.00107868j 
0.00119421-0.00452834j 0.00467452+7.44671e-05j 0.00167572+0.00304528j -0.0042558+0.00295563j -0.00230987-0.00602556j 0.00252723-0.000451676j -0.00140254-0.00117479j 0.000603539-0.00139635j 0.00272621+0.00217996j 0.00231712-0.00156015j -0.00211928-0.000369834j -0.00145727+0.00341428j 2.43212e-05-4.80848e-05j 0.00214857-0.00227837j 0.00470191-0.00423664j -0.00186983-0.00136616j 0.00291519-0.00135913j -0.000559955+0.000677268j -0.00210958+0.00280975j -0.00106523-0.00121846j 6.4586e-06+0.00284919j 0.00286692-0.00106947j -0.00138713-0.00141062j 0.00226627-0.00311387j 0.000697286-0.000337667j 0.00135788+0.00190206j -0.000704467-0.000408057j -0.00163643+0.00177643j 0.00233634+0.000396312j -0.00199895-0.00178776j 0.00155017-0.00130995j -0.000316966+0.0029408j 0.00122908+0.000351612j 0.00115895+0.000412601j -0.000445022+0.000822667j 0.00208223-0.000119602j 0.000140183+0.00115998j 0.00402877+0.00243319j 0.00110049-0.00126644j -0.000722943-0.000828249j -4.41488e-05-0.000584074j 0.00262327-0.00114751j 0.00120803+0.00318051j -0.00178386+0.000511314j 0.000130254-0.000677067j -0.000313418+0.000236983j 0.00280315+0.00184341j 0.000665588+0.00148072j 0.000731696-0.001143j -0.000160822+0.000152887j -0.000429255-0.000403293j 4.54993e-05+0.00122328j 
0.00196839+0.00168774j 0.000253887+0.000725872j -0.00140845-0.00196641j -0.000359333-0.00200255j 0.00350893+0.00148021j -0.00177722+0.0031899j 0.00352702+0.000722956j 0.000268553+0.00212126j -0.00260888-0.000917353j 0.000852971-0.00074633j -0.00136189-0.000223238j -0.00025209-0.00232031j 0.000269893-0.00261237j 0.000471265-0.00157368j 0.000394997+0.00146236j 0.00168354+0.00181865j 0.000976142-0.00179823j 0.000508951+0.00186362j 0.000589383-0.000868381j -0.00104753+0.00216353j -0.000954027-0.000904499j -0.000692419-0.0022391j -0.00199586-6.16395e-05j -0.000205615+0.00101749j 0.000926519-5.35069e-05j -0.00137294-0.00103195j -0.00253247-0.00116369j 0.00230553+0.000124503j -0.00224263-0.000613272j -0.00152437+0.00164514j 0.000806886-0.000914916j -0.00175426+0.000489028j 7.94355e-05+0.000550116j -0.000594914-0.000707519j -0.0028404+0.0001392j 0.000612505-0.00057142j 0.0026209+0.000644696j -0.00201287-0.001266j -0.000397922+0.00075282j 0.00117014+6.56694e-06j 0.000650036+0.00031296j -0.000874138+0.000772092j -0.00103284-0.000812125j -0.00116998-7.04097e-05j -0.000411482+0.000696732j -0.000630863+0.000261075j -0.00091422-0.000993662j -0.0009539-0.000988791j -0.00169611+0.00103962j -0.00080804-0.00223772j 0.00137984+0.000477425j -0.000615963+8.43539e-05j 
1.67408e-05-0.00349461j 0.00223206-0.00225762j 0.00430387+0.000352937j -0.00189927+0.0068517j -0.00353265+0.00121423j -0.00241995+0.00313945j 0.00370653+0.00206743j -0.00082614+0.000859572j -3.52217e-05-0.00135764j -0.001651+0.00235027j 0.000197632+0.00154913j 0.00383589-0.00190316j 0.000403894-0.00162934j 0.00293012+0.00064468j 0.00395323+0.0028682j 0.000798466-0.00370045j 0.000780076-0.00301199j -0.00177506-0.00229075j -8.8405e-05+0.00278757j -0.00171227+7.11412e-05j -0.00214443+0.00127012j 0.000158302-0.000717736j -1.03318e-05-0.000168774j -0.00214415-0.000938748j 0.00043243+0.00197085j -0.000963053+0.000436927j -0.000337425+0.000513311j 0.00162895+0.00161201j -0.00403845+0.00125272j 0.00123672+0.000933366j 0.00302069-3.50417e-05j -0.00427651+0.00185175j 0.000523037+0.00110222j -0.00387717-0.000969319j -0.00137133+0.00129571j -0.000245025-0.00131872j 0.00282561-1.61336e-05j -0.00352542-0.00225479j 0.00208667+0.000950771j -0.00113884+0.000552j 0.00461192+0.00153608j -0.00100174-0.000405553j -0.00103487-0.00318839j -0.00142847+0.000799167j -0.000925489-0.000169551j -0.000964301+0.00234435j -0.000356799-0.00282195j -0.000218263-0.00267485j -0.00194725+0.00279944j -0.00133325-0.00192238j 0.0015577+0.000566184j -0.000953162-0.00151291j 
-0.00388848-0.00210287j 0.000320084-0.00658926j 0.00408816-0.00261266j 0.00656378+0.005083j -0.00428876+0.000391172j 0.00226213-0.001783j 0.00227617-0.0042941j -0.00216667-0.00248944j 0.000262825+0.0025261j 0.000104374-0.000841264j 0.000564033-0.00124704j -0.00183119+0.00123652j 0.0001572+0.00428699j -0.00076402+0.00145102j 0.00383303+0.00203309j 0.00115476-0.00437533j 0.00474118-0.000445378j 0.00106086-0.00445091j -0.00225526+0.0031879j 0.00279839-0.000930202j -4.16536e-05-0.00161654j 0.00225883+0.00361078j -0.00120294+0.00159272j 0.00264292-0.0039404j -0.00159669-0.000258093j 0.00143621+0.000426977j 0.00159937+0.000313085j -0.00233271-0.000252541j 0.000950394+0.000533207j -0.00254121+0.00221867j 5.84373e-05+0.000565283j -0.00184152+0.00158068j -7.47834e-05+0.000509794j 0.00319189-0.00113437j 0.0021762-0.00244824j 0.00266836-0.00198395j 0.000562942-0.00236334j 0.000977911-0.000440576j 0.00176505-0.000283664j -0.00444249+0.00122832j 0.000938935-0.00151232j 0.00228183+0.000626735j 0.00136217-0.000178307j -0.000736968-0.00143565j -0.00473671-0.000410505j 0.00354685+0.00327217j 0.000546153+0.00124695j -0.000831856+0.00116774j 0.00233052-0.00266103j 0.000553379+0.00291094j -0.00316156-0.00196876j -0.000393483-0.00138736j 
0.00334627-0.00617084j 0.00339984+0.00410891j 0.00134395+0.00529955j -0.00659801+0.0056602j -0.000344343-0.00319523j 0.00113835+0.00424185j 0.0040739+0.00108535j 0.00301257-0.00161171j 0.00162759+0.00150795j 0.00256312-0.000194917j -0.000158738-0.00282132j 0.00205508-0.000361337j 0.000649833-0.0014297j 0.00243436-0.00286597j 0.000430894-0.00414115j -0.00142515+0.00259772j -0.00115372-0.00391859j -0.00405654-0.000185145j 0.00171032+0.00400411j -0.00283229+1.27967e-05j -0.00426666+0.00451904j 0.00161552-0.00319273j -0.000511567-0.000310779j -0.00120854-0.0034769j 0.000517769+0.000951062j -0.000518247-0.000196275j -0.00369122-0.0028044j 0.00030655+0.00405995j -0.000538785+0.000925496j 0.000485681-0.00155932j -0.00127011-0.00163261j -0.00264578+0.00242647j 0.00165728-0.0016222j -0.00128897-0.000315645j -0.00369565+0.00148171j -0.00143356-0.00179499j -0.00172211+0.000814996j -0.00168598-0.00117268j 0.00238352-0.000245199j -0.00081287-0.0023725j 0.00563362-0.000716996j -0.000294448-0.00121601j 0.000895896-0.000739556j -0.00198975-0.00197496j 0.00239379-0.00223559j 0.00013437+0.00196289j 0.00129356-0.000874931j -0.00241153-0.00023759j 0.000130637+0.00138069j -0.00221569-0.00120344j 0.00130677+0.00161528j -0.00125719-0.00159074j 
