-0.0933585+0.107217j 0.18374+0.0822251j -0.0230377-0.245593j -0.214609-0.0800512j -0.0207082+0.0786739j 0.0949547-0.0743879j 0.0372647+0.26819j 0.201171-0.135966j 0.0040913-0.0780397j 0.0567755+0.0795314j -0.0657769-0.0464072j 0.173328+0.0131606j -0.202729-0.0104917j -0.10465+0.0292329j -0.02903+0.0190369j -0.00360188+0.048067j -0.027477+0.04842j -0.0785289+0.0581061j 0.00532757+0.0106252j -0.123431+0.0716766j 0.0384251+0.12077j 0.0942508-0.0825644j -0.00331524+0.0749241j -0.0808249-0.022154j 0.0203822+0.189716j -0.0650021-0.0327524j -0.0626572-0.0677814j 0.00799521+0.051699j -0.0295156+0.130008j 0.0165456+0.0164604j 0.0941515-0.1444j -0.0149223+0.0663259j -0.0397839+0.00222414j -0.12122-0.00695654j -0.0607047-0.0142368j 0.0712336-0.0806857j -0.0513046+0.057238j -0.059259-0.0347276j 0.0267497+0.0069865j 0.0120307-0.051017j 0.012815+0.0095638j -0.0902194-0.000292189j 0.0300999-0.0620231j -0.0916784+0.0304729j 0.0306151-0.130994j -0.14513+0.0368119j 0.0364055-0.135674j -0.198591+0.0450696j -0.0659617+0.169754j -0.123462-0.158851j 0.115826+0.199287j -0.181347+0.0322321j 
0.000229398-0.000823093j -0.00123336+0.000351466j 0.00115669-2.7452e-05j 0.000249334+0.00199313j 0.000859598+0.00240939j 0.00395461+0.00184703j 0.000908292-0.00101176j 0.000948155-0.00053585j -0.000276902+0.00447817j 0.0042808+0.00216353j -0.00582785+0.00098546j 0.00339184-0.00152494j 0.00427216+0.00305794j -0.000353584+0.000523356j -0.0046651+0.00109921j 0.00557144+0.00732898j 0.00211645+0.000622952j 0.00110334+0.00615345j 0.00278643+0.00173487j 0.00831375+0.00402543j -0.00571361+0.0034548j -0.00374285-0.000326373j 0.00588962+0.00569505j -0.00109095-0.00638549j -0.00482793-0.00508826j -0.0023515+0.00451543j 0.00216997-0.00233585j -7.97522e-05+0.00083215j 0.000190719-0.00410829j -0.00382461+0.00179177j -0.000257116-0.0031488j -0.00417566+0.00234804j -0.009164-0.00648466j 0.000265852-0.00321278j 0.00048489-0.00602682j -0.00107975+0.00172525j -0.00524923+0.00666694j -0.00272964-0.00220082j 0.00516141+0.00244331j 0.00341765-0.000804074j 0.000262683+0.00540353j -0.00676175-0.000489326j -0.00178688-0.00339639j 0.00282339+0.00346002j 0.00247375-0.000471169j 0.00600424+0.000145203j 0.00246251+0.00383787j 0.00133455+0.00668937j -0.00119338+0.000131351j -0.000163276+7.64215e-05j -0.00116628+0.0010097j -0.000846649-0.00107755j 
-0.00126955+0.00056506j 0.000309659+0.00131454j -0.00114782+0.00364347j 0.00384386+0.000486007j 0.00123358+0.00158382j -0.00124044-0.00273979j 0.00314073+0.00171932j 0.00266747+0.00226899j 0.00198962-0.000292327j 0.000909314-0.000416231j -0.00141638-0.0032305j 0.00238907+0.00409715j -0.00282211+0.00163374j 0.00110817-0.000483806j -0.00838098+0.000444278j 0.00718746+0.000805658j 0.0018673-0.000488505j -0.00208015+0.000981383j -0.00191708+0.0066677j 0.00277975-0.00158882j -0.00557366+0.00144025j -0.00229042+0.00255867j 0.000166021+0.00116057j -0.00411533-0.00156463j -0.00355783-0.000807109j 0.00852721+0.00711466j 0.00853692+0.00237256j -0.000719819-0.00460609j -0.00665033+0.000695882j -0.00301339-0.0134161j -0.00327433-0.00168009j 0.00361115-0.0004126j 0.00123184-0.00503362j -0.000974603+0.00306593j -0.00534148-0.00433933j 0.00283791-0.00417432j -0.00420488+0.00378115j -0.00369942+0.00480807j 0.00399943+0.00755042j -0.00249434+0.0049058j -0.00760624+0.00208477j -0.00190033-0.0063607j -0.00133493-0.00192421j -0.00333284+0.00481806j 0.00308454+0.000308633j 0.00191672+0.00414271j -0.00306501+0.00487121j -0.00618276+0.00280146j 0.00297745-0.00491234j -0.000505291+0.00518801j -0.000368724+0.00022732j -0.000426888-0.000505887j 
0.00154305-0.00207736j -0.000547302-0.00188283j 0.00287761+0.000412781j -0.000385902+0.000963743j 0.00159185-0.00156695j 0.000552348-0.000239255j -0.000385212+0.000684871j 0.000465129+0.0011803j -0.00206678+0.000917321j -0.00097741+0.00129968j 0.000833121-0.0017358j 0.00272759-0.00103111j 0.000384735-0.000690265j 0.00107386+0.000646519j 0.0022914-0.000607572j -0.00408934-0.00181733j -9.10926e-05-0.000603735j -0.00332684-0.00204038j -0.00103171+0.0023071j 0.00307945-0.00510263j 0.00353622-0.00633022j 0.00733882+0.00793102j -0.00750437+0.00278671j -0.00441936+0.00216917j 0.00462427-0.0013405j 0.00240964+0.000584592j 0.00321508-0.0154271j -0.0053577+0.00386162j 0.00937835-0.000183261j 0.0058627+0.00400047j 0.000622462+0.00321674j -0.00749698-0.00147344j 0.00678613+0.0116133j -0.0022722+0.00391054j -0.0113121+0.00734628j 0.00145239-0.0141676j -0.00576225+0.00778835j 0.00796574+0.00502735j -0.01061-0.00273001j -0.0070861-0.00536414j 0.00485871-0.0103443j 0.0059572-0.00315815j 0.00571443-0.00454259j 0.00346933-0.000585031j -0.00600508+0.00134206j -0.00585662-0.00937361j 0.00195047-0.00565159j 0.00549207+0.00324233j -3.45566e-05+0.0020575j 0.00277603-0.00263503j 0.00044409-0.000585339j 0.00178572-0.000177766j 
0.0033527+0.00109196j 4.99596e-05-0.00276593j 0.00224543-0.00427304j 0.00354083+0.00181468j 0.000985652-0.00529151j 0.0045482+6.25974e-05j -0.00267043-0.0020812j 0.00105696-0.00132188j -0.00117146+0.00273401j 0.00763991-0.00253061j -0.00142633-0.00546855j 0.00626676-0.00267488j -0.000312752-0.0017788j 0.00192838-0.00247226j 0.00839544+0.000982445j -0.000449833+0.00647745j -0.0014511+0.0017611j 0.008877+0.000350184j 0.00247896-0.00628871j 0.015075-0.00437618j 0.000246788-0.00409207j 0.000502699-0.00265672j -0.00260148+0.000867154j 0.00105144-0.00114615j 0.00165317-0.00242471j -0.00623418-0.00365314j 0.00434848-0.00448837j -0.00717708+2.87027e-05j 0.00312413-0.000969321j -5.60773e-05+0.0114662j -0.000110585+0.00956943j -0.00783875-0.00653082j -0.013482-0.00252652j -0.00140724-0.00409025j -0.00246812+0.0012376j 0.000275271-0.00551226j -0.00774805+0.0064618j -0.00110731-0.00216028j -0.000601626-0.00190702j -0.00993865-0.00124484j 0.00407498-0.00228039j -0.000889018+0.00221676j -0.0107833-0.00721583j 0.00296799-0.00767581j 0.0016264+0.0033677j -0.0081626-0.00287487j -0.00573638-0.0127997j 0.00683181-0.00312491j 5.1544e-05+0.00374897j 0.00322602-0.00391843j 0.00285574-0.000663554j 0.00111558+0.00130977j 
-0.0012876-0.000244177j 0.000121664+0.00135388j -0.0013431+0.00155725j -0.00100481+0.00288456j -0.00306439+0.00118465j -0.00270969+0.00213926j 0.00538011-0.000865125j -0.00208656+0.00202586j -0.00200384-0.000501491j -0.00371967+0.00193224j 0.000337598-0.00203648j 0.00257453+0.00130308j 0.00373535+3.4075e-05j -0.00540318+0.00310736j -0.00633604+0.000427591j 0.00383279+0.0111033j 0.00104731-0.00215971j -0.00387259+0.00813127j 0.00684578-0.00233149j 0.00174308+0.000936744j 0.00676536+0.000708365j -0.00635789+0.00470039j 0.00133285-0.00169989j 0.00351552-0.00516577j 0.00157189-0.00447606j -0.000791488-0.00868644j -0.00594354-0.0128621j 0.000228962+0.00231726j 0.00413598-0.00930716j -0.00304266+0.0070472j -0.0015234+0.00780915j 0.0016916-0.00241375j -0.00368608-0.00206335j -0.00117626-0.00772454j -0.0121851-0.00592136j 0.000959628-0.00425514j -0.0106088+0.0147603j 0.0114366+0.00214925j -0.00297992-0.013j -0.014405-0.00512274j 0.00868583+0.00177371j -0.00120279+0.00240535j 0.0037373-0.000318704j 0.00404794-0.00274874j -0.0052565-0.00661311j 0.00120608-0.00733706j 0.011688-0.00363625j 0.00944551+0.00575352j -0.000788185+0.00116974j 0.00399505+0.00417104j -0.00103677+0.00164843j -0.000918823-0.000608441j 
0.00117091+0.000663835j 0.00054325-0.0013962j -0.00127583+0.000960041j 0.00235393+0.00337334j 0.00135655-0.000396822j 1.47871e-05+0.00180888j -0.000567719-0.000286787j -0.00130999+0.00194565j 0.00266681-0.000855693j 0.00189193+0.0010212j -0.00231762+0.00161546j 0.000472286-0.00179103j -0.00347436+0.00137372j -0.000436597+0.000107281j 0.00606774+0.00182617j -0.00255189+0.00529751j 0.000980473+0.000228347j -0.000297866+0.00287483j -0.0055067-0.00115225j 0.00910175+0.00202674j 0.000114327-0.000765131j 0.00132574-0.005261j 0.00622002-0.00826779j -8.84236e-05-0.00721192j -0.00440189+0.00230895j 0.00633415+0.000318723j 0.000849972+0.00158114j -0.00749111-0.000509821j -0.000902363-0.00484631j -0.00170272-0.00350637j 0.00345183+0.00727971j -0.001041+0.00380442j -0.00466419+0.00273978j 0.00130504-3.93557e-05j 0.000513552-0.00626804j -5.78686e-05-0.000776991j -0.000341401+0.000380945j 0.00446771-0.00600006j 0.00363094+0.00408753j 0.00363898+0.000123985j -0.000349674+0.000177395j -0.0034654-0.0012167j -0.00333921-0.00121372j 0.00145404-0.000638955j 0.00339394+0.000652311j -0.00139891+0.000419554j 0.00135887-0.00160639j 0.00159586+0.000744049j 0.000615574-0.00117038j 0.000260074+0.00186947j 0.00217522-0.00119532j 0.000966602+0.00119789j 
-0.00143976-0.00468826j -0.00525441+0.00161131j 0.00330166-0.00105555j -0.00204274+0.00185882j 0.00417043+0.00170336j 0.00932233+6.22554e-05j 0.000178694+0.00348767j -0.000667492-0.000317293j 0.00326135+0.00512028j 0.00381722+0.00601149j 0.00259295+0.0137265j -0.00599524-0.00407047j 0.00902849-0.00272606j 0.00350748-0.0015577j 0.00149166+0.00216252j -0.00213415-0.00244191j 0.00412118-0.000972589j 0.00167577+0.00205633j 0.0046665+0.00212359j 0.00770241+0.00903905j -0.00271189+0.00350514j 0.00260791-0.000155444j 0.0105428+0.00629168j -0.0109597-0.00540033j -0.00715348-0.00557299j -0.00507257+0.014535j -6.53236e-05-0.00417536j 0.00596672+0.00910785j 0.0124185-0.00525432j 0.00287527+0.00810882j -0.00101323-0.0178563j -0.00541219+0.0212764j -0.00180069+0.00489983j 0.00630113+0.00162873j 0.0102014-0.00161459j -0.00634645+0.0066624j 0.00450691-0.00205411j -0.00938106-0.00665043j 0.00917377+0.00326333j 0.0191135-0.0186759j 0.00910446+0.0074908j -0.00610249+0.00229963j 0.00727837-0.00120399j 0.012559+0.00464057j 0.000342346-0.00238701j 0.00855235-0.00932738j 0.0105116+0.0021506j 0.00587426+0.0103669j -0.00485756+0.00364175j -0.00217376+0.00272273j -0.00406731+0.00180196j -0.00149552-0.0040649j 
0.000296126-0.000597308j -0.000425365-0.00142438j 0.000273832+0.00262561j -0.00249654+0.00236184j -0.000393863+0.00361115j -0.00129917+0.00459369j 0.00210705+0.00251715j -0.000413137-0.000907627j 0.000294722-0.00423133j -0.00223141+0.00339161j -0.00283486+0.00284105j -0.00633189+0.00206744j -0.00313376+0.00889674j -0.00352312+0.00597294j 0.00974418+0.00020494j -0.00686144+0.0069148j -0.0017028+0.00319646j -0.00526307+0.000514645j -0.008987-0.0041843j 0.00269394-0.00312998j 0.00966725+0.00230093j 0.00495478-0.00753044j 0.00677319-0.0162003j 0.0107045-0.00451378j 0.00331888+0.011075j -0.00444387-0.00901235j -0.00752139+0.0101189j -0.003328+0.00414123j -0.00167837-0.00637881j -6.69879e-05+0.00529089j 0.0130149+0.0052678j 0.00374133-0.000136054j 0.0058641+0.00854416j 0.002744-0.00348931j 0.00897383-0.00267314j -0.00210954+0.00945806j -0.00209781-0.0137959j 0.0101793-0.00709743j -0.00458283-0.00421561j 0.00685889-0.00175282j 0.00182753-0.00140586j 0.000604553+0.00614319j 0.0031842+0.00615724j 0.00084144-0.00638248j 0.000357972-0.00160085j 0.000311499+0.0011943j 0.00347938-0.00395228j -0.00428222-0.00176661j -9.60016e-05-2.87034e-05j -0.00287273+4.63224e-05j -0.000135911-0.00228382j 0.00178141+0.000380114j 
0.00114828-0.00138745j -0.000967315-0.00228761j 0.00266954+0.00356191j 0.00375708+0.00242526j 0.00307239-0.000163513j 0.000387446+0.000922327j 0.00034482+0.000807735j 0.00405759+0.00363683j 0.000360826+0.000544704j 0.0055676+0.000796672j -0.00359219-0.000205594j 0.00407692-0.00022631j -0.00321358+0.00552611j 0.00284323+0.000962376j 0.000567758+0.00332886j 0.000587175+0.00291395j -0.000123074-0.000176691j -0.00509606+0.00267082j -0.00471644+0.0139388j 0.012951-0.00886319j -0.00770497+0.00124916j 0.00976382+0.00408903j 0.00204491+0.00593154j -0.0105136+0.00199872j -0.00489427+0.00264152j 0.0206208+0.00686294j 0.0089175-0.0129935j -0.0109006+0.00407664j 0.00179921-0.000475264j -0.00246362-0.0144211j 0.00434962+0.00274993j -0.00527564+0.00392541j 0.00730753+0.00720757j 0.0040768+0.0106181j -0.0102506+0.00306233j -0.00476322-0.0183989j -0.00462756+0.00849406j 0.00603048+0.00333503j 0.00287506+0.0108539j 0.00187751-0.000116351j -0.00938776-0.00591306j -0.00747917-0.00954483j -0.000987558-0.00869148j 0.00300545+0.00717996j 0.000781427+0.0045047j -0.00370228+0.000507905j 0.000295207+0.00471104j 0.00131901+0.00776072j 0.00101702-0.0026206j 0.00252127+0.000552191j 0.00127842-0.00236039j 0.00193673+0.000697589j 
0.000343491+0.000267818j -0.000386149+0.000328719j 0.00288654-0.000205021j -0.000131451+0.00165925j 0.00046473-0.00127319j 6.10363e-05+0.000394155j 0.000883636+2.31382e-05j 0.00266153+0.000671977j 7.82052e-05+0.00269924j 0.00312733+0.00437738j -0.00428656-0.00561903j -0.00051994+0.00309736j -0.0013309+0.00343346j 0.0070423+0.000796041j -0.00388417-0.0145543j -0.00199585-0.00455986j -0.00557601+0.00585847j -0.000228863+0.00399946j 0.00156587-0.00237196j 0.00664135-0.0017787j 0.0088676+0.00462741j -0.00734713+0.0121376j 0.00864349-0.000428588j 0.0169702+0.000468224j -0.00516851-0.00227501j -0.00203364-0.00324613j -0.00609212+0.00570788j 0.00598635-0.00496354j 0.00446796-0.0081824j 0.0023204-0.0047186j 0.00956153-0.0143376j -0.000308361-0.000873841j -0.00623325+0.0034738j -0.00611577-0.00410019j 0.00982933-0.00216611j -0.00499231+0.00739238j -0.00362992+0.00134959j -0.0128886+0.00017283j -0.0076303-0.0111729j 0.00422497+0.00226203j 0.00629731+0.0013296j 0.00248459+0.00178065j 0.00177873+0.00342408j 0.00125027-0.00178476j -0.000638091-0.0001752j 0.000938394+0.000801129j 0.00107818-0.00246113j -0.0013712-0.00100873j -0.000861638-0.000987246j 0.000862399+0.00144555j 0.000900775+0.000587482j 0.000123372+0.00118786j 
0.000192642-0.00220893j -0.00380368-8.63515e-05j 0.00539508+0.000114406j -0.00223831+0.000373766j 0.00114089+0.00383827j 0.0030047+0.00415893j 0.000425141+0.000432519j 0.00228309-0.00532652j -0.00189343+0.00133502j 0.00591632-0.000382258j -0.00124884-0.000966189j 0.00190129+0.00730382j 0.00948399+0.00536022j -0.00123947+0.00207606j -0.00393608+0.013352j 0.0113589+0.00225695j -6.92327e-06+0.00297374j 0.00406573-0.00748296j 0.00137714-0.0021435j 0.00526972-0.0130301j -0.00187665+0.011383j 0.00258252+0.00332268j 0.00224583+0.00924255j 0.00547168+0.00964607j 0.00515879+0.000346165j -0.0138691+0.0100677j 0.00702692+0.00444844j 0.00713836+0.00116168j -0.00435851+0.00661336j 0.000288448+0.0144037j -0.00194933-0.00200407j -0.00122294-0.00909967j -0.0015037-0.0104725j 0.00197055-0.00141904j 0.00538114+0.00530411j -0.00277576+0.00519222j -0.0126894-0.00302457j -0.00294306+0.0145334j -0.00280098-0.00599086j -0.00416927+0.00117924j -0.00279165+0.00699444j -0.00258083+0.00545763j -0.00282411-0.000373675j 0.000597696-0.00273835j 0.00163132+0.00481217j 0.00323451-0.00183903j -0.00255068+0.00243503j 0.000735803+0.00308236j -0.00242889+0.0011892j -0.00381102-0.000826172j -0.00253124-0.000873814j 0.00113973-0.00138625j 
-0.000110199+0.00268916j 0.002226+0.00129223j -0.00334733+0.000132001j 0.000309017-8.25828e-05j 0.00148787+0.00228474j -0.00178979-0.00306856j -0.00218888-0.00345209j -0.00047737-0.00175913j 0.00231479+0.00174748j -0.00249138-0.00319311j -0.00339585-0.00202351j 0.00185848-0.00369155j -0.00460059-0.00143835j -0.0103434+0.00450133j 0.00200815+0.00521176j 0.0156447+0.00560862j 0.00613516-7.37329e-06j 0.00931317+0.00364896j 0.000798952-0.00135803j 0.00301305+0.00894306j -0.00656106+0.00227343j -0.0186684-0.00919903j 0.0016956-0.00518867j -0.00457413-0.0098532j -0.00336073-0.00361102j 0.00450862-0.00326061j 0.00294027-0.00146976j -0.00450326-0.00716117j -0.0161327-0.000795585j -0.0118339-0.000557275j -0.00646612+0.0156716j 0.00744662-0.00765174j -0.0219391-0.0155709j -0.00383444-0.00520089j -0.00905001-0.00840795j 0.00525391+0.00553154j 0.000697528+0.00943057j 0.0018568-0.00737865j 0.0111603-0.00279609j -0.00422328+0.0132878j -0.0017114+0.00785409j -0.0105701+0.00374453j -0.0121468+0.00330257j -0.00221502+6.10208e-05j 0.00813676-0.00221796j 0.00513607-0.000580902j -0.00217043+0.00345407j 0.00142905+0.000385998j 0.00126753-0.0042126j -0.0026444+7.41826e-05j 0.000406086+0.0021928j -0.000934351+0.000133527j 
0.000319154-0.00127447j -0.000274292-0.000772334j -9.80354e-05-0.000107707j -0.00416438-0.00319062j -0.00106297+0.00238174j -0.0033247+0.000314816j 0.00176065+0.00275086j -0.00317553-0.00125037j 0.000145093-0.00108617j -0.00598979-0.00169088j 0.00845289-0.00014806j -0.0030225+0.00552919j 0.00433665-0.00742774j -0.0056407+0.0018689j 0.00265698+0.0153918j 0.00464714-0.00346341j 0.00331748-0.00197743j 0.00208326-0.00935373j 0.000106919-0.00147384j -0.0135747+0.000429551j -0.00393915+9.80941e-05j 0.00493468-0.00974978j -0.00898133+0.0117962j -0.00826978+0.00899101j 0.0127411-0.00356201j -0.009308+0.00907631j 0.00547422-0.00693742j 0.00451908+0.00344913j -0.00092789+0.0134555j 0.00273565+0.0135922j -0.00820275+0.00895074j 0.000736468-0.00451282j 0.00818895-0.00646144j 0.00654607+0.00270437j -0.00269914+0.00828835j 0.00342557-0.00332237j -0.000809755-0.00535854j 0.0103078+0.00811381j 0.00321255+0.00210089j -0.00891855-0.000903858j -0.00160428+0.00466869j 0.00530637-0.000203096j 0.00147651+0.00205974j -0.00300706-0.000476077j -1.70183e-05+0.00128817j 0.00164355-0.00351205j -0.00081467+0.00218787j 0.000549715-0.00080463j -0.00274524+0.00205865j -0.00236934-0.00121237j -0.00172314-0.000323815j -0.0004509-0.0013611j 
0.00121435-0.000330681j -0.000206045-0.00258467j -0.00202134+0.000976318j 0.000745502+0.000833709j 9.19535e-05-0.000228549j 0.00195402-0.000782899j 0.000313639+0.00103655j -0.00103718+0.00125158j 0.00160118-0.00222079j 0.000295976+0.000524346j 0.00346912+0.00396297j -0.00784709-0.00108757j -0.00254461+0.00290575j -0.0034886+0.00516437j 0.0190333-2.28335e-05j -0.00585393+0.00914553j 0.00169352+0.00182871j 0.002554+0.00216318j -0.00889405+0.00332738j 0.0098609+3.95306e-05j -0.000624926-0.0032937j 0.00365303-0.0168654j -0.000760677-0.00972659j -0.0090908-0.00677758j 0.0057137+0.00992544j 0.00183797-0.00371876j -0.00174559-0.000718961j -0.00971147+0.0100321j -0.00537523-0.00257076j -0.00235023+0.00517397j 0.010293+0.0114548j 0.00228952+0.00488123j 0.00182086+0.00853078j 0.00900249+0.00146782j 0.00380369-0.00397925j 0.0028737+0.00176002j 0.00207174-0.0110435j 0.00836145-0.0170964j 0.00782465+0.00544258j 0.00529149-0.00759657j -0.00127065-0.0029727j -0.00278915+0.00513437j -0.00176117+0.000390327j 0.001734-0.00566387j 0.00183682-0.00139054j -0.0016877+0.000960214j -0.00142627-0.00567497j -0.000273945-0.00250096j 0.00149904+0.0018318j -0.000723542-0.00231147j 0.000143168-0.00206218j 0.000624995+0.000404558j 
-0.000694501+0.000918738j -0.000572487-0.000497338j 0.00318229-0.000273699j 0.00238454+0.00367475j 0.00632304-0.00330564j 0.00571948+0.00234768j 0.000794114-0.00280688j 0.00136833-0.00173592j -0.00927244+0.00143877j 0.00353465+0.00394097j -6.33257e-05-0.00253268j 0.00648665+0.00221046j 0.0103465+0.0200291j -0.00766558+0.00683933j -0.00298141+0.00777407j 0.00496458+0.00235901j -0.00452763+0.00513165j -0.00636599-0.00117026j -0.00780585+0.00395746j 0.00154645-0.014752j 0.00915678+0.0175286j 0.00488443+0.00853092j 0.00471837-0.00398109j 0.0160218+0.00544564j 0.00381636+0.0110682j 0.00970152+0.00185008j -0.000228223-0.00161633j 0.00489601-0.00178709j -0.0121927+0.00108441j 0.0050808-0.00415328j 0.00914241+0.00129448j 0.00332538-0.00475717j 0.0130538-0.00373568j -0.00132423+0.00225289j 0.000582884+0.00362711j 5.43099e-05+0.00200708j -0.0128457-0.000384576j 0.00927686+0.00365632j -0.00890333-0.00302334j 0.00177917+0.00467725j -0.00481651+0.00289577j -0.00290898+0.00734696j 0.00478655-0.00319335j -0.00275928+0.00125563j 0.000945397+0.00331535j 9.87767e-05+0.00178491j 0.0053446-0.000501562j -0.000446738+0.00310437j -0.000478738+0.0010359j 0.000338938+0.000561536j 0.00163969-0.00148705j 0.00157166+0.00245964j 
0.00111395+0.000165183j 0.00084718-0.00162139j -0.0026411-0.00110042j -0.00154168-0.000211327j -0.00758564+0.00783165j -0.00225774+0.00612879j 0.00161108+0.00346522j 0.00200085-0.00158725j 0.00252586-0.00928229j 0.00566407-0.00814126j -0.0106997+0.00586239j 0.00372149+0.00280247j 0.00355781-0.00190964j 0.011433-0.00682337j -0.00196885+0.00446989j 0.00191693+0.0176374j -0.000383104-0.0145785j -0.0152965+0.000882468j 0.00309937-0.00485694j 0.00605246-0.00580819j -0.0032148-0.0038864j 0.00845742+0.00335334j 0.00430333-0.0043867j 0.000789224-8.97675e-05j -0.00428409-0.00211859j -0.0178048-0.00493383j -0.00289386+0.0182066j -0.00614185+0.00721015j 0.0182997-0.00129221j -0.000934466+0.0132063j 0.00183534+0.00170687j -0.0127468-0.00297916j -0.00848239+0.000603739j 0.00479625-0.0086395j 0.00311233-0.00513213j -0.00467545-0.00431621j -0.0107464+0.00398005j 0.00630735+0.00884227j -0.00203378+0.000641561j -0.00233222-0.00408804j -0.00576361-0.00219125j -0.0018092-0.000902432j -0.00495439-0.00133239j 0.000634541-0.00357428j 0.00130837-0.00202678j -0.00078017+0.00137172j -0.00103071-0.00104779j -0.0021502-0.000308401j 0.00160328-0.000350823j -9.07533e-05-0.000639752j 0.000160479+0.00012254j -0.000323726-0.000134579j 
-0.000979163+0.00236537j 0.00307594+0.00207248j -0.00383051-0.000452771j 0.00495635+0.00286271j 0.0038302-0.00456077j 0.00412499+0.00305445j -0.00896804-0.00758322j -0.00532155-0.00183269j -0.00691495-0.00410452j -0.00096784-0.00489265j 0.00343295+0.00955906j 0.0101958-0.0127785j 0.00569897+0.00779205j -0.00406016-0.0104899j -0.00942503+0.00308264j -0.00194346+0.00154995j -0.00137188-0.0193314j -0.0114625-0.00442498j 0.000410647-0.00948102j -0.0132765+0.00711457j -0.00264434+0.00556761j -0.00414654+0.0110787j -0.00256182-0.0178937j 0.00239741+0.00692017j -0.01063+0.000712568j 0.00248109-0.00791709j -0.00779414+0.0170441j 0.00231954-0.00475814j 0.00334819+0.00589088j 0.00943865-0.000545784j -0.00836894+0.00298865j -0.00338484+0.00644234j 0.00471739-0.00650728j -0.00538255-0.00811801j -0.00803566+0.00208292j 0.00390554-0.00165425j 0.00665414-0.00308405j -0.00041728-0.00217682j 0.00239612+0.00112943j 0.00789709+0.00142734j -0.00473286-0.000565566j -7.86827e-05+0.00450554j 0.000360024-0.00253604j -0.003513+0.00390177j 0.000695523-0.0031218j -0.000217284+0.00199966j 0.00590707-0.000578334j 0.0018859-0.00348119j 0.00269742-0.000554917j 0.00188406+0.00340672j 0.0031603+0.00130451j -0.000511579+0.00193897j 
0.000487244-0.00089077j -0.00224793-0.000446366j 0.00105508-0.00230816j 0.00179254+8.56329e-05j 0.000857883-0.00264555j 0.00561107+0.00256443j -0.00201104-0.00186794j -0.0020266-0.00354647j 8.4943e-05-0.00254646j 0.00513826-0.00344776j 0.00531365+0.00253701j 0.00292375+0.00310424j 6.67547e-05-0.00302551j 0.00312334-0.00718939j 0.0119674+0.00785254j -0.0024362-0.00288886j 0.00167844-0.00202832j 0.00726825-0.0106653j 0.000405386-0.00610624j 0.00127482-0.00463893j -0.00585708+0.000471305j 0.00332402-0.00898667j -0.000529573+0.00385845j -0.00403837+0.010829j 0.0039587-0.00302361j -0.00635188+0.0105273j 0.00984277+0.00217102j 0.00110962+0.00431872j 0.00444716+0.00815951j 0.00639725+0.0121145j -0.00312754+0.00385278j -0.00685878+0.00135182j -0.000657365-0.00365204j 0.0054047-0.000620458j 0.00828073+0.00646545j -0.00162709-0.00152049j -0.00179706-0.00867481j -0.00139474+0.0031585j 0.00870823+0.00496374j -0.00296806-0.00428119j -0.000554011+0.00241789j 0.00104907+0.000473945j -0.00702764-0.00247653j 0.00143816-0.00347747j 0.00197029+0.00408833j -0.00457426+5.05612e-05j -0.00491752-0.00130146j 0.0022883-0.00423129j 0.00160065+0.00255895j -0.0018896-0.001188j -0.0006335-0.00058123j 0.000198088-0.00039739j 
0.000708386+0.00159471j 0.00139378-0.00134316j -0.00415152-0.0014909j 0.00186023-0.00186145j -0.00272487-0.00404726j 0.000317385-0.00251023j 0.000593703+0.00148998j -0.00430601+0.00341089j -0.00383585+0.00309388j -0.00204963+0.00096637j 0.00473507-0.00407199j -0.00261178+0.000889956j 0.017209+0.0072367j -0.00738596+0.0125588j -0.00225856+0.00646061j 0.00666625+0.00776414j -0.00196234-0.00213701j -0.0083072+0.000162733j -0.00480084+0.00716412j 0.0013196-0.0044075j 0.00453541+0.0126117j 0.00184577+0.00617077j -0.000986299+0.00500315j 0.00305819+0.000229663j 0.00544577+0.00350769j 0.00117434-0.000652993j -0.00979208-0.00741636j 0.00551546+0.00285388j -0.00847139+0.00592528j 0.00334216+0.00254667j 0.00761633+0.00647071j 0.00300059-0.000912281j 0.0061789-0.00355039j 0.00537722+0.00412883j -5.99967e-05+0.000499373j 0.00400734-0.000381167j -0.00596102+0.00308832j 0.00869897-0.00347409j -0.00227663-0.000288638j -0.00253443-0.000161695j -0.00390856+0.00444773j 0.00202723+0.008284j 0.00405759-0.0011415j -0.00450897+0.000625224j 0.000492536-0.000528394j 0.00201702+0.00252056j 0.0053799-0.000892489j 0.00186192-0.000206049j -0.00121907-0.000238223j 0.00102875+0.000268959j 0.00183907-0.000556205j -0.000328582+0.00173838j 
