0.293782-0.126005j -0.1276-0.307476j -0.241921-0.0698207j 0.0823531-0.344121j -0.0419736+0.0990759j -0.193651+0.0536591j -0.0860217-0.034702j -0.234024+0.0435273j -0.0924027-0.00810082j -0.0719609+0.0996919j 0.120743+0.0893405j -0.204101-0.122511j 0.0928919+0.216374j -0.123768+0.416749j 0.384144+0.0895611j 0.100624-0.0689722j -0.063635-0.096808j -0.0675587-0.00369236j -0.0130717+0.0749589j 0.0510021-0.00403121j 0.0278828+0.0170836j 0.00322452+0.0166501j 0.018851+0.0251654j 0.0181065+0.0133629j -0.00487961-0.0200301j -0.0135373+0.0174822j 0.000255448+0.0014394j 0.00776105+0.0032877j 0.000287486+0.0286727j 0.00246522-0.0150521j 0.00264037+0.0125571j -0.0137023-0.0147734j -0.0116771+0.0202428j 0.0160098-0.0229741j -0.022659+8.81612e-05j -0.0312606+0.0260816j 0.028072+0.0322417j 0.0087917-0.000728385j -0.000680454-0.00740843j -0.00947121-0.0401683j 0.0282983-0.00649453j -0.0303854+0.0100068j 0.001587+0.0258178j -0.0051435-0.00262887j -0.00284159+0.0221223j 0.00565976+0.00885929j -0.0223973+0.0204384j 0.0155663+0.0202519j -0.00414981+0.00929219j 0.0117737-0.0179984j 0.00318857-0.00519279j -0.00372682-0.00452157j -0.0188757+0.0152508j 0.000230479+0.00337413j 0.0116181-0.00503624j -0.00199523+0.000592011j 0.000788099+0.00374049j 0.0022138+0.00148158j 0.00445255-0.00178232j -0.0110769+0.00592j -0.0109157+0.0021237j 0.014425-0.00456215j -0.00253481-0.00770341j -0.00528195-2.31622e-05j -0.000977959+0.000595136j -0.000469796-0.00137109j -0.000706228-0.00104231j 0.00212689+0.00224609j -0.00448995+0.00228611j -0.00245074+0.0023841j 0.0151926-0.00350669j -0.00949744+0.00319024j 0.0171809+0.000139247j 0.0022909+0.000753943j -0.000713818+0.000736527j -0.00351113-0.00370166j -0.00489789+0.00103354j 0.0037775+0.00201104j -0.0030565-0.000391949j 0.0153941-0.00322424j -0.00472189-0.00595955j -0.00924191-0.000938087j -0.0159568-0.00704226j 0.00353377-0.00248234j 0.00297579-0.0191396j 0.0235156+0.00755955j -0.00815607-0.00316337j 0.00126578-0.00159158j -0.00525861-0.00450939j 0.0236366-0.00919387j 0.0130614+0.0236523j -0.0130733+0.000366893j 0.00401439+0.00748692j -0.0136317-0.00108687j 0.00054952-0.0120748j 
0.00183513-0.00548163j 0.00486696+0.000530119j -0.00211198+0.00351209j 0.00354747-0.00250081j 0.00155974-0.00757801j -0.000851878+0.00184553j -0.000678548+0.0044249j 0.00278458+0.00309477j 0.00677607-0.000547238j 0.00142824-0.000453709j -0.00105893+0.000697791j 0.0012033-0.00129395j -0.00153327+0.00112073j 0.000896329-0.00199999j -0.000464204+0.000403261j 0.000592331+0.00260075j -0.00340434-0.00383543j -0.000277354+0.00101342j -0.00360503-0.00150131j 0.000879505-0.00341246j -0.00297566-2.39259e-05j 0.00129677-0.00139153j 0.00313338+0.000646143j -0.00417629-0.0012608j -0.00161606+0.000444539j -0.00309428-0.00151203j -0.0074801-0.00323997j 0.000436708-0.00110509j -0.00644464-0.000761099j 9.45965e-05-0.0055264j 0.00300318+0.00205138j 0.00168334-0.00155511j 0.00224565-0.0014131j 0.00197443-0.00109366j 0.00110186+0.000551122j 0.00166169+0.000103055j 0.00201835-0.00159174j -0.00287094+0.000522661j -0.00338053-0.00242343j -0.00029893+6.78521e-05j 0.000249736+2.66099e-05j 0.00136924+0.00175363j -0.00150927-5.68181e-05j -0.00130594-0.000106362j 0.00236494+0.000995892j -0.00174303+0.00136715j -0.00246841-0.000904689j 0.000468142+0.000253975j -0.00255481-0.00393282j -0.00346356+0.00208835j 0.00587955-0.00149166j 0.00612014+0.00332428j 0.00167484+0.00172212j -0.00184752+0.00359962j 0.00492813-0.00387721j -0.00130885+0.00184763j -0.00195342-0.00192396j 0.00166203+0.00226369j 0.00416538-0.000749418j 0.00258208-0.00129313j -0.00162202+0.0011959j -0.000343825+0.00519676j 0.00134916-0.00222688j -0.000518502-0.00510483j 0.00217034+0.00959074j -0.00201573-0.00364954j 0.000867696-0.000254205j -0.00670679-0.00337941j -0.00140367+0.000653219j 0.000107499+0.000207928j -0.000314855-0.00123585j 0.00213893+0.00124322j 0.00106518+0.00101638j 0.000349488-0.000927235j -0.000315286-0.000437168j -0.000761593-0.000381087j 0.00150361-0.00257754j -0.0072274+0.00177492j 0.000248062+0.00279919j 0.00133469+0.000166577j -0.000338915+0.00122578j 0.000976414+0.0012615j -0.00290974+0.00253319j -0.00188744+0.00224146j 0.0018943+0.00198289j -6.41672e-05-5.90111e-05j 0.000492792+0.00167221j -0.00032024+0.00178142j -0.00122918+0.000831803j -0.000350081-0.000496595j 0.00155546-8.94832e-05j 0.000916206-0.000929459j 0.00353596+0.00304703j 0.000929753+0.000993258j 0.00124585+0.000344008j 
-0.00524821+0.00313879j -0.00792525-0.0001905j -0.00136397-0.00231917j -0.00583718+0.00294537j -0.00465302+0.000591404j -0.00361848-0.00229941j 0.00761938+0.00245655j -0.00889787-0.00292677j 0.000240187+0.000328001j 0.00343078+0.00222443j 0.00347531+0.00542715j -0.000926654+0.000512616j 0.0028963+0.00188139j -0.0014478-0.00320943j -0.00201414+0.00263812j 0.000862056+0.000979372j -0.00113667+0.00694356j -0.00212948+0.000815329j -0.00141874+0.00285687j -0.00563871-0.000275265j 0.00525847+0.00389313j 0.00659389-0.00875606j -0.00613356-0.00329787j -0.00330916+0.00654997j 0.00369999-0.00753479j -0.00993432-0.00318723j -0.00114316-0.00666596j 0.00267234+0.0062957j 0.00148688-0.00301335j 0.00185031-0.00113403j -0.00392929+0.00125886j -0.00225689-0.00210267j 0.00458366+0.0039657j 0.00212756-0.00108133j 0.00105863-0.00124861j 0.00301448-0.000982134j 0.00454471+0.000712906j 0.00186059+0.00167841j -0.000262489+0.00370938j -0.0026814+0.000307025j 0.00100657+0.00040085j -0.0010337+0.00131056j 0.0011349+0.00134865j -0.000840752-0.00147382j -0.00178428+0.000569432j -0.000990888+0.00201128j 0.00176413+0.0025219j -0.00264187+0.00283006j 0.000147634-0.000725401j 0.00112389-0.0033653j -0.000601325+0.000446618j 0.00143632-0.00221545j -0.000603845-0.000634182j 0.00199211-0.000908093j 0.00104071-0.000396776j -0.00372634-0.00375038j -0.00416653-0.00246892j -0.00241182-0.000416718j 0.010029+0.000860914j 0.0021725-0.000820032j -0.00389842+0.00105002j 0.00102194+0.00667489j 0.00130163-0.00102135j -0.00460165-0.000537395j -0.00105157+0.00908619j 0.000679519-0.00767758j 0.00240352-0.000999949j -0.00177454-0.00211647j -0.000159318-0.00187663j -0.00277805-0.000862306j 0.000364317+0.00210253j 0.00111678-0.00152592j -0.00087539+3.06293e-05j -0.000392255+0.000893923j -0.00394405+0.000896985j -0.000920238-0.00245154j 0.000809774-0.000664112j -0.00301587+0.00263696j 0.00146806-0.00183969j -0.00168656-0.00191083j -0.00203476-0.000526094j 0.0024982-0.000339677j -0.000860793+0.000416402j -9.62003e-05-0.00155291j -0.00416413+0.00468454j 0.00248035+0.00137773j 0.00292337-2.38764e-05j 0.00145313+0.00150572j -0.00202689+0.000805549j -0.00203055-0.00372711j 0.00111719-0.000281604j 0.00187835-0.00148128j 0.00130326+0.00368477j -0.000760728+0.000336761j -0.000204665+0.00185519j 
0.00311865+0.00270501j -0.00373745+0.00434287j 0.00108547-0.000571696j -7.14638e-05+0.00124004j -0.00552716+0.0016575j 0.000535871-0.00221992j 1.1163e-05+0.000585094j -0.00252245+0.00128827j -0.00236047-0.00173679j -0.000283589+0.00181543j -0.000897751-0.00117103j -0.000384521+0.00182127j -0.00022006+0.000394366j 0.000296639+0.000280869j 0.00059116+0.00123652j 4.23064e-05-0.000480992j -0.0033664+0.000150008j 0.0011816+1.65014e-05j -0.000351375-0.000123538j 0.00385581-0.00224714j -0.00293925+0.00112669j 0.000370432+0.00595629j 0.00667516-0.00189223j -0.00651189+0.000368333j -0.00063355-0.00122119j 0.000809098-0.00519163j -0.00135791-0.000841652j 0.000943899-0.00685101j 0.000189824-0.00073027j 0.00356709-0.000769184j 8.94994e-05+0.000263772j 0.00255504-0.00186727j -1.72088e-05+0.00121608j 0.00320744+0.000579518j 0.000576883-0.00131244j 0.00178391-0.00167941j 0.00108236-0.000586437j -0.00187869-0.00102605j 0.00278544-0.000687395j 1.643e-05+0.000462262j 0.0017224-0.000807478j -0.00105703-0.00170596j 0.0029098-0.00153448j -8.31611e-05-0.00327085j -0.0017998-0.000596066j -0.000174721-0.000211519j 0.00267628+0.000707471j -0.000891568-0.000373j 0.000256067-0.00128502j 0.0002276-0.0031594j -0.000342167-0.00200057j 0.00116684-0.000983874j 0.00246964-0.0026362j 0.000218777+0.00483914j 0.0027511-0.00155155j 0.000163419-0.000620198j 0.00333216-0.0030393j -0.000662794-0.004757j -0.00321216+0.00118512j -2.68491e-05-0.00244589j 0.0014733+8.72714e-05j 0.00501692+0.0011748j 2.4697e-06-0.00286274j 0.00195939+0.000745065j 8.70515e-06+0.000766018j -0.0012801+0.000917976j -0.00137078-0.00372462j -0.00288286+0.00165065j -0.00186921+0.00659778j 0.00303069+1.69988e-05j -0.00401813+0.000259291j -0.000639895-0.000127265j 0.00394317-0.000572974j 0.00398526+0.00323659j 0.00307149+0.00231357j -0.00132669-0.000659126j 0.000595342+0.000165674j 0.00185055+0.00122376j 0.00169435+0.0021211j -0.00329568-0.00204526j 9.03187e-05-0.00112623j -0.000312717-0.000936646j -0.00270249-0.00193208j -0.00161101-0.00176463j 0.00034613+0.000999208j 9.981e-05+0.000178737j 0.000630459-0.00195224j 0.0025758-0.000389225j 0.000515433+1.95245e-05j -1.53122e-05-0.000354172j -0.0012825-0.000602162j -7.70757e-05-0.000336894j 0.00143588+0.000381818j -0.000161248+0.00121877j 0.000673876+0.000363156j 
-0.000463686+0.00125337j -0.00320731-0.00146441j -0.000422771-0.000286733j -8.19677e-05+0.00263772j 0.00133919-0.00371579j 0.00148583+0.00144112j -0.00122357-0.000259046j -0.00269276-0.000909275j -0.000532222+0.00299649j -0.0036319-5.9433e-05j 0.000609665+0.000740202j 0.000129271-0.00013713j -0.00148234-0.000826041j 0.00146733-8.40809e-05j -8.66171e-05+0.000373488j 0.00117261+0.00218548j -0.000908685-0.00432649j 0.00194594+0.000959049j -0.00178098+0.00243247j -0.00277536+0.00253697j 0.0016162-0.00144283j -0.000454276-0.00290593j 0.000284582-0.0025725j -0.00095002+0.00279647j -0.00562523+0.00378344j -0.00210099+0.00338328j 0.000352089-0.00187991j -0.00632788-0.000405997j -0.00145656-0.00283563j -0.0028185-0.00235653j 0.00114746-0.00337119j -0.00071269+0.000665868j -0.00138954-0.000588441j 0.00123092-0.00180016j 0.000696915+0.00232264j -0.000288827-0.000940325j 0.0018435+0.000863418j 0.000861216-0.000915585j 0.00387854+0.00184569j -0.000524812+0.00160544j 0.0019688-0.00226194j 0.00310732-0.00384723j 0.00227141+0.00553451j 0.00318019-0.0022484j 0.00036612-0.00386957j 0.000549292-0.000346183j -0.00110916+0.0017958j -0.000100413+9.67133e-05j 0.000354079-0.000721115j 0.000872095+0.00163318j 0.00406009-0.00145259j 0.00328771+0.00748299j 0.00119349-0.0014911j 0.00165435+0.00758193j -0.00978357-0.00233225j 0.00312104+0.00502548j 0.00299916+0.000897274j 0.000991844-0.0042615j 0.000831621+0.00190777j -0.00324495+0.000881161j -0.00264462-0.00451651j -0.00112695-0.00364671j -0.000759155+0.000422284j -9.37411e-05-0.00424766j 4.14059e-05+0.000380661j -0.00283646+0.00246588j -0.00500565-0.00314258j 0.000919398+0.00264247j 0.00358065+0.00237143j -0.00614619+0.00162657j 0.00292832+0.00297173j 0.00299943-0.00086873j -0.000748268-0.00245655j 0.000834798-0.00205078j 0.00655708+0.00210176j -0.000747366-0.00403701j -0.000774706-0.00180571j -0.00140994+0.00291618j 0.000663512+0.0009572j 0.000411746-0.00268329j 0.00333142-0.00153079j 0.000111834+0.000926906j 0.000563724+0.00110042j -0.000457124-0.000546875j -8.50549e-05-0.00144847j 0.000958461+0.000791508j -0.0028907+0.00462288j -7.9873e-05-0.000424486j -0.00202497+0.000676258j 0.000718448+0.00184782j -0.00105204+0.000133228j -0.00228999-0.000651652j 0.00244854-0.00160299j -0.00042391+7.11466e-06j 0.000399891-0.00120722j 
0.00450386+0.00389059j -0.00573671+0.00566611j 0.00294756+0.00185966j 0.00198508+0.00182747j -0.00578903+0.00442646j 0.00271448+0.00218239j 0.00109635-0.00141141j -0.00482182+0.000866697j -0.0064736+0.000146432j -0.00314537+0.00296578j 0.000824919+0.000219538j 0.00403314+0.00316968j -0.00281635+0.00150391j 0.00223965+0.000251525j -3.96029e-05+0.00187468j 0.00380617+0.00315602j -0.00575288+0.0010747j 0.00387563+0.000462149j 0.00092533-0.000810286j 0.0026886-0.00325086j -0.00272321+0.00249417j 0.00511462+0.00129352j -0.00126271+0.000642852j 0.00441562+0.00224742j -0.000217393+0.00403064j 0.00125349+0.000998571j -0.00317994-0.0016874j -0.00176473+0.00105194j -0.00340734-0.000552127j -0.000267109-0.00171586j 0.0019835+0.00281843j -0.00136423+0.000368494j 0.000689637-0.00547163j 0.000953042-0.000801666j -0.00218556+0.00201753j 0.000271367+0.00106109j -0.00283358+0.00105293j -0.00212248+0.00122528j -0.00087908-0.00265363j -0.000735067+0.000582723j 0.00113308-0.00124454j -0.00103918-0.00137298j 0.00248787-0.00102009j 0.000133925-0.00473457j -0.00506358+0.000598358j 0.00208605+0.000974993j 0.00180685+0.00281634j -0.00350954+0.00184605j 0.00194768+0.000232827j -0.00832536-0.00421971j 0.00342534+0.00688284j -0.00543194+0.00492297j -0.0027786+0.00139188j 0.000539353-0.00416758j 0.000867884+0.0046499j -0.0026839+0.00245126j 0.000417924+0.00366239j -0.00213063+0.00419252j -0.00166831+0.00117202j 0.000605847+0.000125011j -0.00107595+0.00267447j 0.000897645-0.00115363j -0.000783013-0.00580463j 0.00114553-0.00136602j -0.00386463+0.000496866j -0.00506159-0.00126036j 0.00331258-0.000575683j -0.000856871-0.00348838j 0.00283098-0.00107297j -0.0068869-0.00027137j 0.000569254+0.00181777j -0.00138962-0.00107561j 0.0023585+0.00154547j -4.65187e-05-0.00172586j 0.000575629+0.00388112j -0.00220185+0.00294j 0.00325284+0.000529418j 7.81391e-05-1.53568e-05j -0.00316533-0.00117218j 0.00262395+0.00251318j 0.000297277+0.000556536j -0.000895131+0.00243151j -1.71992e-05+0.00211538j -0.00277102+6.0061e-05j 8.47179e-06+0.000302744j -0.000113937+0.000304901j 3.22979e-05-0.00019069j 0.000884934-0.00315209j 0.000873514+0.00135784j -0.00174351+0.000833311j 0.000527978-0.000928848j -0.00106338-0.000318529j 0.00179102+0.00199571j 0.00154124+0.00094223j -0.000415255-0.00027422j 
-0.00118722-0.000833844j -0.00137876+0.00271431j -0.000407638-0.000270248j -0.000779938-0.00044966j -0.00698093+0.0023994j -0.000242504-0.00450832j -0.0048652+0.00173401j 0.00156008-0.00349991j -0.0021824-0.0030026j 0.000684755+0.000902432j -0.00035185-0.00752978j -0.00510832+0.000719659j 0.000679446+9.95268e-05j -0.00280158-0.0020897j 0.000257123-0.000563969j 0.00630436-0.000125958j -0.00317856+0.00498354j 0.000992721-0.00200095j 0.000239415+0.00211037j -0.0030024+0.0019311j 0.00148092-0.000209992j -0.00423634-0.00538642j -0.0015309+0.00263062j -0.00103035-0.00209619j 0.00187774-0.00269965j -0.00229055-0.000635058j -0.00351051-0.00111238j 0.00312942+0.00183212j -0.00264861+0.000874863j -0.00234598-0.00407766j 0.00265048+0.00217017j 0.000268364-0.00153949j 0.00234979+0.0007696j -0.00159636-0.0017047j 0.00296509-0.00144014j 0.000193286-0.000547424j 0.00248974-0.0013433j 0.00110179+0.00106251j 0.00333806-0.00160192j 0.000191074+9.85677e-06j -0.0021241-0.00372805j -0.00199525-0.00469743j 0.00631832-0.00130369j 0.00131691-0.00445132j -0.00449026-1.83086e-05j 0.00136875+0.00321516j 0.000626073+0.00514873j -0.00372119+0.00111306j 0.000233892-0.00202736j -0.00745879-0.0029293j 0.003904+5.63832e-06j 0.00341945+0.00513647j -0.00621417-0.00117705j 0.0026594+0.000385341j 0.000132089+0.00716755j 0.00184973+2.56892e-05j 0.0017741-0.00223493j -0.00527954+0.000229383j -0.00260273+0.000827874j 0.00436242-0.00053143j -0.00423661+0.00511054j 0.00469893-0.00121836j -0.00140732-0.00626153j -0.000288316+0.000876772j 0.000405807+0.00404142j -0.000255637+0.000971645j 0.0010384-0.00211233j 0.000269463+0.00261577j 0.000891568-0.000173726j -0.00067693+0.00401222j -0.00165773+0.00289542j -0.00429671+0.000398163j -0.00311181+0.000994831j 0.000747489-0.00463707j 0.00384167-0.00218459j -0.00484077+0.00288613j 0.000232977+0.00241452j 0.00110339-0.000129507j -0.00262913+0.000718414j 0.000841404+0.0043549j 0.00089762+0.000912096j -0.00288542+0.0020656j 0.000558166+0.00194671j -0.00317634-0.00112743j -0.00114996+0.000933633j 0.00394723+0.00404355j 0.00401914+0.00454596j -0.00423322+0.00019862j -0.000652612+0.00149429j -0.00232735+7.66256e-05j 0.000223562+0.0010054j 0.000682417+0.00232663j -0.00130838-0.00380848j -0.00108609+0.00119457j -0.00328292-0.00106976j 
0.000418502-0.000899769j 9.43387e-05-0.00203307j 0.00396895+0.00427828j 0.00187173-0.00209241j -0.000295246-0.0016928j 0.002429+0.0036051j -0.00139108+1.54095e-05j -0.000944929-0.000676498j -0.00424984-0.000501612j 0.000407675-0.00226925j -0.000623984-0.00112566j 0.00302221+0.000932421j -0.00198121-0.00172115j -0.00179273+0.000645039j -0.00290228-0.00283889j 0.00261192-0.00402251j 0.00500455-0.00288397j 0.000584548-0.00321139j 0.00415746-0.00104598j -0.00287215+0.00337262j 0.00314625+0.00119035j -6.47211e-06-0.00647093j -0.00176292+0.000218939j 0.000514387+0.00737513j -0.00119176+0.000651404j -0.00292305+0.000634919j 0.00238724-0.0024163j 0.00116079+0.000472865j 0.00383465-0.00205185j 0.00369331+0.006504j 0.000445999-0.00241678j -0.00277607+0.00607472j -0.00256219-0.000656865j -0.00259489-0.000228867j -0.000672149+0.0028696j -0.0017964+0.00224435j -0.00214973+0.000312575j -0.000895469+0.000805645j -0.0012104-0.000195457j -0.000163174-0.00202456j -0.00105719+0.00232587j -0.00687779+0.00333204j -0.000176714-0.00496618j -0.00520642-0.00164022j -0.00169204+0.00210479j -0.00284411-0.00630684j 0.00283254-0.00265931j 0.0021589-0.000321636j 0.00422819-0.0033108j 0.00335891-0.00425761j 0.0037248-0.00308618j -6.06874e-05+0.0042876j 0.00113593-0.00445818j 0.00201398-0.000163772j -0.00207755+0.00184325j 0.00748255+0.00182947j -0.000643996-0.000485837j 0.000619294-0.00512327j -0.000974916+0.00278789j -0.000397132+0.00300618j 0.00642929-0.00348499j 0.000210352+0.00472778j -0.00204201-0.00122734j -0.00299641-9.95358e-05j -0.00652321-0.00151333j -0.00163427-0.000533191j 0.000249341-0.00508016j 0.00183257+0.00196673j 0.00142779+0.000602644j -0.000197658+0.00176902j 0.00181791-0.0040285j 0.00406033+0.000241212j 0.00350506-0.0027808j -0.00211083+0.0016861j 0.0019119-0.00428758j -7.81481e-05+0.00377337j 0.000211678-0.000110818j -0.00423983-0.00371781j -0.000337392-0.00385948j -0.0055647+0.00137674j -0.000244775-0.00317326j -0.00299946+0.00145386j -0.00375419+0.000677935j -0.00309062+0.00196627j -0.000106461-0.0036143j -0.00427642+0.002037j 0.000495282+0.00315906j -0.000190749-0.00189084j -0.00253094-0.000776655j 0.00180914-9.89392e-05j -0.000436982-0.00239395j -0.00154589+0.00450778j -0.00391486+0.000160815j -0.00117652-0.00213975j -0.000321605-0.0013964j 
-0.00135207+0.000738075j -0.00140744-0.000354525j 0.000710535+0.000444668j -0.00159797-0.000641639j -0.00324451+0.00258998j -0.00241005+1.78862e-05j 0.00331416+0.00157401j 0.000618335-0.00232669j -0.00301282-0.00381597j 0.000123467-0.001599j -0.00129739+0.00254372j -0.000240444+0.00204397j -0.000265287-0.000593461j 0.000347774+0.000556077j -0.000867307-7.03805e-06j -0.000874459-0.00153255j 0.0002735-0.00257006j -0.00155775+0.0010196j -0.000954642+0.00151417j 0.00267436+0.000519771j -0.00257098+0.00115444j 3.5306e-05+0.00530227j -0.000150947-0.00471829j -0.0070917+0.00592421j -0.00630467+6.85921e-05j 0.000226748+0.00353795j 0.0037031+0.00279495j -0.00170912-0.00074524j -0.000801367-0.000446243j -0.00626667+0.00764426j 0.000557386-0.00442826j -0.00148994-0.00045953j 0.000927566-0.00249136j 0.00040154-0.000493563j -0.0020709-0.000331204j -0.00087635+0.000272653j -0.000399749-0.000938026j 0.00153673+0.000331904j 0.00185641+0.00043772j 0.00115048+0.00122792j 0.00136267+0.00246504j 0.00262385+0.00288778j -0.00455283-0.000256523j -0.00459222+0.00866361j 0.00676515+0.00455638j -0.00444372+0.00534426j -0.000202156-0.00620711j 0.00440938+0.000416064j -0.000769907-0.00429337j -0.00228882-0.00108923j -0.00176171-0.000758571j -0.00343951+0.00448679j 0.000365025+0.000365334j 0.00265021-0.00184986j 0.00531986+0.000976173j 0.000575284-0.000525164j 0.000605245+0.00129096j -0.0043384-0.00194459j 0.00253359+0.00145266j -0.00200955-0.00447385j -0.00129015+0.00813728j -0.00507207-0.000514159j -0.000264578+0.00321965j 0.0028689-0.00308205j 0.00529522-0.00183742j -0.000340765-0.00159157j 0.00275409-0.00113013j -0.00102884+0.00450191j 0.00637931+0.00223342j 0.000242596-0.00345117j 0.000802651-0.00198974j -0.000850473+0.00145733j -0.000316181-0.00273949j 0.0017346-0.00112177j 0.00583658-0.00258392j 0.000393596+0.0053633j -0.00318601-0.00212547j 0.00409393-0.00771798j -0.000151578-0.00236887j -0.00193993+0.00168176j 0.00358692-0.000840587j 0.00218784-0.00210691j -0.00504178-0.00134562j -0.000592695-9.91134e-05j 0.00340683-0.0027627j -0.00262057-0.00187812j -0.00132528-0.000626137j 0.000878307-0.00191723j -0.00012558+0.000677702j 0.000432157+0.00187701j 0.000466804+0.000108209j -0.000540034+0.00075625j 4.7525e-06-0.00191559j 0.000818964+0.0011064j 8.01859e-05-0.000360957j 
0.0017441+0.00131888j 0.000682166+0.00135986j 0.000419741+0.00703626j 0.00305681-0.00600825j 0.0027941+0.00459646j 0.00156924+0.00600497j -0.00431375+0.000398278j 0.0071105-0.0110098j -0.00243921-0.00221157j -0.00306787+0.00256451j -0.00368249-0.00432428j 0.00131008+0.00331718j -0.00385167+0.00599669j 0.006132-0.00138375j -0.000264373+0.00336001j 0.00256602+0.00154673j 0.00264341+0.00357921j -0.00144553+0.000933321j 0.00077684+0.000140168j -0.000642544+0.00170926j 0.000553246-0.00324592j -0.00326908-0.00032537j -0.00288505+0.00284134j 0.000568402-0.00278882j 5.502e-05-0.00342124j -0.00187208+0.00172983j 0.000858735-0.000695666j 0.00109478-0.000976494j 0.00116058-0.000188398j -0.000518997-0.00315597j 0.000497556+0.0010913j -0.000244262-0.000716337j 0.00106925+0.00164996j -0.00310644+0.000260491j -0.000940762-0.00114947j -0.000793969+0.00109361j -0.00102858-0.000118428j 0.00177637+0.00267029j -0.00187568+0.000542938j -0.000759331-0.000840548j -0.00141763-0.00127562j -3.41918e-05+0.000928622j -0.00318624+3.13159e-06j -0.00181554+0.000808942j 0.000595701-0.00138438j -0.000791369-0.00303288j -0.000299398-3.80116e-05j 0.00589705-0.00048162j -0.0028271-0.000425274j 0.000321346+0.00334995j 0.00556424-0.00192038j 0.00621377+0.000917793j 0.0014781+0.00168969j -0.00250495+0.00157327j 0.00419683+0.00142852j 0.00490937-0.00185289j -0.00059323-0.00245268j -0.00189152-0.00167344j 0.00209401+0.00549766j -0.00084734+0.000860026j 0.00218946+0.000344282j -0.000546856+0.00343788j -0.00111137-0.000665766j 0.000981927-0.00184009j 0.000121602+0.00246739j 0.00382951-2.52712e-05j -0.000585958-0.00174866j 0.000673556-0.00298687j 0.0016104+0.000929309j 0.00274353+0.0019562j -0.00245268-0.0022959j 0.00432075+0.000382786j -0.0010357+0.00159687j 5.17638e-05-0.0032508j 0.00261629-0.0035799j 0.000103119+0.00199762j -0.00307793+0.000982721j -0.00425773-0.00192863j -0.000795903+0.00558139j 0.00131613-2.74195e-05j -0.0008145+0.00234829j -0.00310643+0.0021899j 0.00161753+0.000520973j 0.000845862+0.00202032j 0.000891145-0.000122708j -0.0032241+0.000827124j -0.00103909+0.000814833j -0.000699569+0.00149708j 0.00308196+0.00257898j 0.00311545+0.000677733j -0.00107231+0.0011707j -0.00133073+7.51501e-05j 0.000892565-0.000554811j 0.00128981+0.000206582j -0.00167067-0.000163933j 
-0.0029424-0.00294482j 0.00167848-0.00160437j -0.0014361+0.00312979j 0.0048207-0.000524118j 0.00100001-0.00348051j -0.000832251+0.00322762j 0.00221124+0.00331857j 0.00196341+0.00246506j 0.00203282+0.00304799j -0.00267387-0.00131671j -0.000849872+0.00507008j 0.0030196-0.00088848j -0.00291639-0.000308998j 0.00200509-0.00226814j -5.13963e-05-0.00156563j 0.00974725-0.00214503j 0.000297323+0.00129328j 0.00174572-0.00412845j 0.00416925-0.00368063j -0.00359701+0.000960362j 0.000675225-0.000759437j 1.18086e-05-0.00347844j -0.00299681+0.00384548j -0.00168969+0.00167381j -0.00575793-0.00176071j -0.00113187-0.000493036j 0.00531571-0.00361763j 0.00147316-0.00553706j 0.00263171-5.28906e-05j 0.00391244+0.00405595j 0.00358525-0.00123152j -0.0053639+0.00393716j -0.00194146-0.00165663j -0.00488784-0.00146711j -0.00250627+0.00285913j -0.000588042+0.00278675j -0.00605153+0.00387888j 0.000347533+0.00595436j 0.00060515-0.00319927j 0.000940994-0.00656319j -0.00404051-1.34083e-06j -0.00179883+0.000913951j 0.00156977-0.00936634j -0.00164991-0.00444773j -0.00304248-0.00178405j 0.000139525-0.00287046j 0.000151739-2.91018e-05j 0.00227488-0.00221194j 0.00478764-0.00488634j 0.00413289-0.00518908j 0.00593721-0.00116462j -0.00113068+0.00524988j 0.000435763-0.00315248j 0.00107449+0.002656j -0.00537075-0.00108174j 0.0024811+0.00214627j -9.07831e-05-0.00183721j 0.00304156-0.00236044j 0.000828211+0.00191615j 0.00113446-0.0029944j 0.00381678+0.0015404j 0.00172757+0.00139132j 0.00140012+0.00117138j 0.00112913+0.00281021j -0.00100748-0.00245571j 0.0029845+0.000372313j 0.00582474-0.00666116j -0.00416522+0.00481862j 0.00319455-0.00468116j 3.16616e-05-0.00122534j 0.000381493-0.000969362j -0.000107897-0.00372658j 0.00330635-0.00568178j 0.00413533+0.00116174j 0.00269791+0.00177194j 0.00239437+0.000336152j 0.00552303-0.00213168j 0.00362162+0.00376938j 0.000673407-0.00278535j -0.00205843-0.00185836j 0.00217959-0.000264548j -0.00411391+0.00460135j -0.00136244-0.00122522j -0.0029444-0.00418873j 0.00183384-0.00241616j -0.002091-0.000194581j 0.00484612+0.00214527j 0.0010077+0.00216102j -0.000759481-0.00142918j 0.000602168+0.00205948j 0.00222042-0.000252258j -0.000530557+0.00507514j 0.000807179+0.00596857j 0.00193611-0.00174223j 9.98673e-05+0.00111207j 
