0.293782-0.126005j -0.1276-0.307476j -0.241921-0.0698207j 0.0823531-0.344121j -0.0419736+0.0990759j -0.193651+0.0536591j -0.0860217-0.034702j -0.234024+0.0435273j -0.0924027-0.00810082j -0.0719609+0.0996919j 0.120743+0.0893405j -0.204101-0.122511j 0.0928919+0.216374j -0.123768+0.416749j 0.384144+0.0895611j 0.100624-0.0689722j -0.063635-0.096808j -0.0675587-0.00369236j -0.0130717+0.0749589j 0.0510021-0.00403121j 0.0278828+0.0170836j 0.00322452+0.0166501j 0.018851+0.0251654j 0.0181065+0.0133629j -0.00487961-0.0200301j -0.0135373+0.0174822j 0.000255448+0.0014394j 0.00776105+0.0032877j 0.000287486+0.0286727j 0.00246522-0.0150521j 0.00264037+0.0125571j -0.0137023-0.0147734j -0.0116771+0.0202428j 0.0160098-0.0229741j -0.022659+8.81612e-05j -0.0312606+0.0260816j 0.028072+0.0322417j 0.0087917-0.000728385j -0.000680454-0.00740843j -0.00947121-0.0401683j 0.0282983-0.00649453j -0.0303854+0.0100068j 0.001587+0.0258178j -0.0051435-0.00262887j -0.00284159+0.0221223j 0.00565976+0.00885929j -0.0223973+0.0204384j 0.0155663+0.0202519j -0.00414981+0.00929219j 0.0117737-0.0179984j 0.00318857-0.00519279j -0.00372682-0.00452157j -0.0188757+0.0152508j 0.000230479+0.00337413j 0.0116181-0.00503624j -0.00199523+0.000592011j 0.000788099+0.00374049j 0.0022138+0.00148158j 0.00445255-0.00178232j -0.0110769+0.00592j -0.0109157+0.0021237j 0.014425-0.00456215j -0.00253481-0.00770341j -0.00528195-2.31622e-05j -0.000977959+0.000595136j -0.000469796-0.00137109j -0.000706228-0.00104231j 0.00212689+0.00224609j -0.00448995+0.00228611j -0.00245074+0.0023841j 0.0151926-0.00350669j -0.00949744+0.00319024j 0.0171809+0.000139247j 0.0022909+0.000753943j -0.000713818+0.000736527j -0.00351113-0.00370166j -0.00489789+0.00103354j 0.0037775+0.00201104j -0.0030565-0.000391949j 0.0153941-0.00322424j -0.00472189-0.00595955j -0.00924191-0.000938087j -0.0159568-0.00704226j 0.00353377-0.00248234j 0.00297579-0.0191396j 0.0235156+0.00755955j -0.00815607-0.00316337j 0.00126578-0.00159158j -0.00525861-0.00450939j 0.0236366-0.00919387j 0.0130614+0.0236523j -0.0130733+0.000366893j 0.00401439+0.00748692j -0.0136317-0.00108687j 0.00054952-0.0120748j 
-0.000546452+0.000821919j 0.00284608-0.0016711j 0.00107507-0.000144929j 0.00121514+0.000544786j -0.000382379+0.00131925j 0.000573953-0.0009682j -0.000729624-0.000459857j -0.00222515-0.00135316j 0.000784618+0.00211955j 0.00142973-0.00057418j -1.94892e-05-0.00395921j 0.00452417+0.00111566j 0.000303376-4.74308e-05j 0.0024905-0.00165257j 0.000940543-0.000345003j -0.00122511-0.00491271j -0.00522869-0.00253812j -0.00264165+0.00181561j -0.00190506-0.00474823j -0.0018601-0.0021716j 0.00405424-0.00266863j 0.000929649+0.000320078j 0.00310771+0.00331822j 0.00582952-0.00634917j 0.00171244-0.00358003j 0.00121908+0.00624904j 0.00393437-0.00607789j -0.00895016-0.000174814j -0.000402106-0.000194637j 0.0090228+0.00746329j -0.000944676+0.002893j 0.00482438-0.00822339j 0.00256885-0.00149481j -0.00697438+0.00350377j -1.85201e-05-0.00505133j -0.00165287+0.000530619j -0.00331256-0.000530084j 0.00146452-0.000274763j 0.0019003-0.00342786j 0.00120254-0.00304659j -0.000790328-0.001722j -0.00372446-0.00232679j 0.00251777-0.00207104j -0.00220138+0.00622042j -0.00573719+0.00453922j 0.00307981+0.00223185j 0.00293618+0.00242247j -0.00364874-0.000457145j -0.00395354-5.02006e-05j 0.00204985-0.00163186j 0.00284519+0.00653385j -0.0047211+0.0100741j 0.00235653-0.0064521j 0.00145642+0.00801976j -0.00366016+0.00212277j 0.00567023-0.00138806j -0.00471883-0.00490868j 0.0060543-0.00184119j 0.0015738-0.0120575j -0.0017466-0.00218983j 0.00233005+0.00438152j 0.000499509+0.00364129j -0.00593231+0.00579721j -0.00257174+0.000288458j 0.00249016+0.00456067j -0.00771396+0.00197333j -0.0118577+1.15343e-05j -0.00495071-0.00508522j 0.00308672-0.00213766j 0.00321294-0.00658597j -0.00192015-0.00349306j -0.00587453+0.00091523j 0.00526389+0.000945043j 0.000648009+0.00194247j -0.00140261-0.00531764j 0.00582629+0.00298408j -0.00786807-0.000650796j 0.00533788-0.00438209j 0.00494191-0.00457228j -0.00611497+0.00133975j 0.0015925-0.00132925j -0.0114147+0.00596171j 0.00627326-0.00433513j 0.0125157-0.00663493j -0.00563113-0.00368159j 0.00372061+0.00324089j 0.00336604-0.00151105j -0.00938513-0.00600224j 0.00220006+0.0105147j -0.0013634-0.00353261j -0.000247961-0.00350288j 0.00630148-0.00661109j 0.00672568+0.00789753j 0.00525218-0.00132563j 0.00322414+0.00443381j 
0.0028854+0.000287981j 0.00144462+0.000455655j 0.00232827-0.000984962j -0.000712224-0.00011171j -0.00130704+0.00463514j 0.00278191+0.00134292j 0.00134465-0.00318298j 0.00618006-0.00340292j -0.00374001-0.00229765j 0.00106873-0.00415039j 0.00684722-0.00109541j -0.000946657-0.00107982j 0.00171352-0.00316121j -0.00152652+0.00175324j 0.000512291-0.00173647j 0.00012069-0.00141772j -0.00042956-0.000344303j -0.00166532+0.000755392j 0.000208884+0.00184588j 0.000440766-0.00162496j 0.00651578+0.00303494j -0.00199082+0.000182012j -0.00627956-0.00238349j 3.14029e-05+0.00559133j -0.00017875+0.00742926j -0.00584225-0.00225797j 0.002756+0.0090104j -0.00252919-0.00144154j -0.00225662+0.00296125j -3.22397e-05+0.00984731j -0.00175053+0.0080937j 0.00279809+0.00589054j 0.007423-0.00317802j 0.00524247-0.00132652j 0.000941373+0.00247255j 0.00377226-0.0015884j 0.00151312+0.00156858j -0.00141614+0.00091026j 0.00134462+0.000823538j -0.00081449-0.00285443j 0.000380688+0.00209823j -0.00195007+0.00222144j -0.001605-0.00514584j 0.000936053+0.00391466j 0.00249542-0.000562748j -0.00248009+0.00541229j -0.000226523-0.00380139j 0.00150322-0.00363169j 0.00616995+0.0024861j 0.000346164-0.00517967j -0.00174454+0.00117511j 0.00106418+0.00146093j 0.00242644+0.00142084j 0.000835628+0.00470689j 0.00017493-0.00287554j 0.00400216-4.92054e-06j 0.00396575+0.00629826j -0.000471907-0.000775559j 0.00709646+0.00520604j -0.00237768-0.00659415j -0.00349667+0.0064951j -0.000522712+0.00769j 0.000862421-0.00572431j -0.000903115-0.000426052j 0.00562861-0.000236906j -0.00399486+0.000848544j -0.00105759-0.00493356j 0.00193174-0.000419143j 0.00263364-0.00200782j -0.000150446+0.00529398j -0.00696906-0.00205719j -0.00375466+0.000962058j -0.0041931-0.00315629j 0.00150904-0.000234518j 0.000823376-0.00770766j 0.00373709+0.00431138j -0.00401604+0.00525377j 0.00403986+0.00358989j 0.00333367+0.00225561j 0.00218392+0.00150058j -0.0017776-0.00309493j 0.000648655+0.00208135j 0.00483783+0.00205831j -0.0115575+0.00210005j 0.00161701+0.00370083j 0.00344395-0.0027179j 0.00508234+0.00284643j -0.00384968-0.0014762j 0.0023099-0.0073845j -0.00304028+0.00170896j -0.00195662+0.000508909j -0.0110842+0.00173929j 0.00154153-0.00921149j 0.000398947-0.00223512j 0.000548361+6.20102e-05j 
0.00150272+0.000449493j -0.00113099+0.00114272j -0.000128897+0.00108632j -1.95754e-05+0.00119661j -0.00684221+0.00168254j -0.0012683+0.00250045j -0.000490115-0.00742804j 3.31752e-05+0.00260882j -0.00146294-0.00146175j 0.00339727+0.00133576j -0.0016483+0.0015366j -0.000819047+0.000136j -0.000832972+0.000340352j 0.0014966-0.000142967j -0.00276763+0.00117581j -0.000821112+0.00226196j 0.00166349+0.00181572j 0.00258698+0.000162776j 0.00364982+0.000595319j 0.00800713-0.00128706j -0.00418376+0.0040558j 0.000662314+0.00697787j 0.00145828-0.00371081j -0.00440492+0.00472006j -0.0054623+0.00769881j -0.000969896+0.000147491j -0.000301015+0.00452078j 0.0030029+0.00242122j 0.000140234-0.00296823j 0.00146855+0.00469384j -0.00785107+0.00448176j 0.00206305+0.00383637j 0.00443162+0.00837726j -0.00196434+0.000860514j -0.000539966-0.00269553j -0.00236199+0.000446335j -0.000961577-0.000582007j -0.00130679-0.00327317j -0.00355029-0.000552711j -0.00333849+0.000757054j 0.00132459-0.00105405j -0.000995053+0.00230493j -0.00032021+0.00534507j 0.00076859+0.000430123j -0.000843189-0.00382443j 0.00409245+0.00266292j 0.00089771+0.00290439j 0.00108256-0.00206673j -0.00434712-0.00124608j 0.00133933-0.00244838j 0.00314884-0.000485957j -0.000583566-0.00568779j -0.00149801-0.00295658j 0.000121814-0.000300331j 0.0015572-8.3957e-05j -0.00297937+0.00172322j 0.00402256-0.00117979j 0.0021116+0.00717508j -0.00136341+0.00813901j -0.00245457+0.00136182j 0.00308514-8.30993e-05j -0.000350125-0.00264011j -0.00177651+0.00143256j 0.0030025+0.0028889j -0.00367388-0.00196555j -0.00260675-0.00434313j 0.00251318+0.00344075j 0.00255722-0.00276382j -0.00611653+0.000801321j -0.00182232+0.00501304j 0.000391574+0.00876054j 0.00553966+0.00263927j -0.00478412+0.00080203j -0.00527443+0.00696371j 0.00134534-0.00170311j -0.0026066-0.00582746j 0.00564568-0.00648263j 0.000147331+0.000627036j -0.00309114+0.00496141j -0.00266593+0.00512566j 0.00228107+0.00257429j 0.000146405-0.00289664j -0.00405812+0.00412308j 0.00356595+0.00217404j 0.0061409-0.00577566j -0.00174095-0.000136363j 0.00102817+0.000816072j 0.00268102-0.000444763j -0.00735535-0.00674311j -0.000732454+0.00157344j 0.00037671-0.00207309j 0.0043448+0.000140301j -0.0104879-0.00303246j -0.0031388+0.000517923j 0.000453305-0.0043351j 
-0.00469023-0.0117001j 0.000691347-0.00528691j -0.00103045-0.000175402j 0.00452079-0.00316773j 0.00343896+0.00416574j -0.00108746-0.00573785j 0.00318959-0.00118919j -0.0100806+0.000161633j 0.00650428-0.00891842j -0.001527-0.00297735j -6.56429e-06-0.00211069j 0.00509497-0.00207355j -0.00192895-0.000308246j 0.00462759-0.0114309j 0.00612187-0.00124773j -0.00631975-0.000752228j 0.000943867-0.00109975j 0.000157733+0.00592893j -0.00262984-0.00351658j 0.00190633-0.000576495j -0.00827767+0.000200558j -0.00132071+0.00446145j -0.00122795-0.00029055j 0.00169078+0.00264607j -0.00255128-0.00481059j -0.00289602+0.00379637j 0.00223051+0.000232146j 0.00349277+0.00846872j 0.00716221+0.00123132j 0.00620339-0.0044204j 0.00114957-0.00203034j -0.00207653+0.00335674j -0.00300758+0.00391707j -0.000155262-0.000787054j 0.00231306+0.000118385j 0.000360249-0.00294878j 0.00111235+0.00086564j 0.000654736-0.000691669j -0.00134227-0.00186038j 0.00198057+0.00330565j -0.00617585-0.000793254j -0.000709783-0.000741072j 0.00142426-0.00049132j 0.00110256-0.000890352j -0.000684733+0.00127745j 0.0011522+0.00069952j 0.0041027+0.00574336j -0.00432711+0.000998785j 0.00293073-0.00470225j 0.00401278-0.000330024j 0.00474309+0.00188464j -0.00177915-3.16974e-05j -0.00274567-0.00501131j 8.30067e-05+0.0012528j -0.00309638+0.000535263j 0.000355132+0.000956592j -0.00372579+0.00273296j 0.00208031-0.00229814j 4.3657e-05+0.000283143j -0.00328895+0.00657079j -0.00184217+0.000670719j 0.00300376-0.00168628j -0.00237768+0.0101049j 0.00320076-0.00324756j -0.00275219+0.00616429j -0.00108392+0.00371673j 0.00344819-0.00155945j -0.00339132-0.00688331j -0.00325127+0.00496064j 0.00258617+0.00111776j 0.00502633+0.00327935j 0.00423341-0.000465204j -0.00153886+0.00758243j 0.00203182+0.00678007j 0.00139273+0.0010549j -0.00160871-0.00946955j 0.00664173-0.00104423j 0.00142767-0.00219282j -0.00257487+0.00214488j 0.00076417+0.00389451j -0.00285515-0.00088081j 0.00237859-0.00277414j -0.000523311+0.00339831j 0.0157451+0.00240004j 7.40073e-05-0.00606277j -0.00652771-0.00219685j -0.00106092-0.00058728j 0.000284308-0.00454882j 0.00131096+0.000848256j 0.0039405-0.000854148j 0.000324953+0.00337388j -0.000643256+0.0006214j -0.000731488+0.00536795j -0.000226735-0.00380986j 0.00199868-0.000235876j 
-0.00577535-0.000749714j -0.00163339-0.00746753j 0.00197735-0.00277294j 0.00147049+0.000643892j 0.00246991+0.00240294j 0.00418894-0.00365577j 0.00506252+0.00880124j 0.00149042-0.00332402j 0.00574432-0.00442072j -0.001392-0.00618047j 0.0101543+0.00321228j 9.655e-05+0.00321941j 0.00333687-0.00556665j -0.00734133+0.000378271j 0.00501204-0.00728534j 0.000124863+0.00250931j 0.000492714-0.00284219j 0.00231167-0.00168512j 0.00156366-0.000131467j 0.000248167+0.00176619j 0.000339605+7.64593e-05j 0.00130081+0.0014113j 0.00118174+0.001909j 0.00133212-0.00330183j 0.00235659-0.000312549j 0.00539883+0.00101751j 0.00281193-0.00750111j 0.00111044-0.0023557j 0.000655685-0.00456258j 0.00107764-0.00525522j -0.000283584-0.00125837j 0.0034706-0.00339057j -0.000601441+0.00107424j -0.00320686-0.00217837j 0.00301836-0.00342759j -0.00334474+0.00110358j 0.000284889-0.00217748j 0.000300088+0.000180683j -0.0018405+0.000847954j 0.00121973-0.00074668j 0.00317885+0.00253858j 0.00343724+0.00490545j 0.00304196+0.001429j -0.00421042-0.00217579j -0.00213554+0.00278782j -0.000716458+0.00699664j 0.00320177-0.00211753j 0.000199095+0.0015621j -0.00656779-0.00071899j -0.00347393-0.000313825j -0.0011833+0.00372173j 0.00420277-0.000987452j -0.00538394+0.00377419j -0.000443352+0.00176195j -0.0012569+0.00348294j -0.00334441+0.00422051j -0.0023544-0.00949904j -0.0017516+0.00208974j -0.00130379-0.00509282j -0.00237906-0.00018444j 0.00671379-2.3916e-05j 0.00246549+0.0016847j 0.0034773+0.0045522j 0.00435278+0.00785586j 0.00697872-0.00411259j -0.00680356+0.00349065j -0.00980795-0.000572444j -0.000772404+0.00151513j 0.00287578-0.00891238j -0.00315238-0.00415794j 0.00142132-0.00731091j -0.00216359-0.00737247j 0.00704498-0.00278371j 0.000300285+0.00869819j 0.00365391-0.00507426j -0.00019271+0.00601363j -0.00479488+0.00259342j -0.0026484+0.000361343j 0.00571627-0.00394167j 0.00404402-0.00362393j -0.00208582+0.00529021j -0.00620315+0.00317391j -0.000621612-0.00127114j -0.00766412-0.0117039j -0.0116563+0.00183412j -0.00420533+0.00405734j 0.00158729+0.00092852j 0.000156556+0.000417273j 0.00011299-0.00522429j -0.000581986+0.000616204j -0.00132979+0.000436631j 8.82705e-05-0.00270365j 0.00380953-0.000407967j -0.0012285-0.000932857j 0.000853131+0.000873704j 
0.00258483+0.00196366j 0.00025517+0.00140672j 0.00261706-0.000333885j -0.00360727-0.000340914j -0.00110664-0.000485828j 0.00421457+0.00294807j 0.00132214+0.000693548j 0.00578247-0.0021395j -0.00117441-0.00358092j -0.00129949-0.00339017j 0.0066405+0.00755372j -0.00531246+5.14155e-05j 0.00393509-0.00272282j -0.00821685+0.00422771j -0.00169362-0.0039294j -0.00170009+0.000600362j 0.00125545+0.00174492j -0.00176477-0.00166312j 0.00438165-0.00472577j 0.00149174+0.00197346j -0.00419394+0.00216026j 0.00238017-1.99394e-05j 0.00444615-0.00390083j 0.00233376+0.00131115j -0.00205019-0.003083j 0.00135096+0.00666158j 0.00255098+0.0014127j 0.00552523+0.0126125j 0.00429854-0.00179956j 0.0100194-0.00495653j 0.00697683-0.00260472j 0.0019617-0.00121982j -0.0079465+0.00135698j -0.00565832-0.00577545j 0.00667723-0.00380109j -0.00461855+0.00109906j -0.00222505-0.00193265j 0.00209918+0.000281349j 0.00233436-0.000171244j -0.000448963-0.00170518j 0.000155053-0.00315892j -0.00379579-0.00356782j 0.000315246+0.00233763j 0.00109122+0.00185538j 0.00280717-0.000771564j 0.000866708-0.00420654j 0.000489806+0.00364333j -0.00204565+0.000730711j 0.00314892+0.00386607j 0.00701073-0.0019395j 0.00617911-0.002607j -0.0027432+0.00227502j 0.00243927-0.0083228j -0.000706253+0.00115975j -0.00717283-0.00429408j 0.00587136+0.00277913j -0.00554789+0.000477009j -0.00283204+0.00694949j -0.00040739+0.000872543j 0.00337822-0.00229869j 0.00464285+0.00380495j 0.00179049+0.00507406j 0.00335534+0.00217484j 0.004444+0.00534915j 0.0024388+0.0043342j -0.00345767+0.00144154j -0.00333999+0.00474331j 0.0126878-0.00549435j 0.0018688-0.0050778j 0.00295641-0.0125524j 0.00736789+0.00079441j 0.00178785+0.00296543j 0.0141159+0.00121795j -0.00622144+0.00674829j 0.00197276+0.0051676j -6.46633e-05-0.00657609j -0.00581809+0.00870071j 0.00127168-0.00180985j -0.00896481+0.0051569j -0.000902372-0.00635878j -0.00139421-0.00499666j 0.0153325+0.00765896j 0.000820574+0.0141067j 0.000862777+0.000303856j -0.00668185+0.0045422j -0.000667513+0.00827935j -0.00517327-0.0057148j 0.00298489-0.00413099j -0.000210868-0.000708626j -0.00170619+0.00139108j -0.00174259-0.00260808j -0.000184942-0.000866418j 0.00418444+0.00354243j 0.000174642+0.000622296j 0.00242378+0.00213656j 
0.00138405+0.00158166j 0.00103531-0.00166201j 0.00210148+0.000483999j 0.00349613-0.0030453j -0.00211548+0.00453975j -0.00347041+0.000127055j 0.00400965-0.00422877j 0.00928843-0.000256682j -0.00411554+0.00242956j 0.0064749-0.00327822j 0.00161845-0.00968686j 0.00788821-0.00313616j 0.00211031+0.00165049j 0.00253592-0.00643194j 0.00696652-0.00297292j 0.00168306-0.00130651j 9.44127e-05-0.00159272j 0.001294-0.00557419j 0.00159462+0.00126125j -0.00437185-0.000625654j 0.00275537-0.00059993j -0.000126335-0.00244718j 0.000945903+0.00493567j -0.0033435-0.00096924j 0.00539107+0.00176298j -0.00340226+0.000534669j -0.00250283-0.000826083j 0.00158058-0.00759079j -0.000520128+1.79398e-06j -0.0124847-0.00433532j 0.00163506-0.00394759j -0.000597901-0.000942038j -7.08588e-05-0.00363079j 0.00655656-0.00181046j 0.00130395+0.00590444j 0.00083827-0.00165018j 0.000721991-0.000388187j 0.00202809+0.000613844j -0.000372635+0.000130631j -0.000206058+3.8379e-06j 0.000242857-0.00151553j 0.000856445-0.000304895j 0.00517644+0.000861797j -0.00798991+0.00517042j -0.000111354+0.00416206j 0.000569292+0.00131669j -7.47619e-05+0.00270262j 0.000728606+0.000603625j -0.00186687+0.00472934j 0.0035339-0.00527696j 0.00136577+0.000916096j -0.00124933+0.00460125j -0.00522921-0.00632066j 0.000783457+0.00751399j 0.0022402+0.00257271j 0.00468181+0.00874056j 0.00664836-0.00394316j 0.00164051+0.00353309j -0.00424928+0.00809066j 0.00100931-0.00718573j 0.00818954+0.00676646j -0.00193478+0.000194766j -0.000572218+0.0066815j 0.00195089+0.00103919j 0.00090622+0.0034679j -0.000213764-0.00374306j 0.00119405+0.0107182j -0.00985558-0.00517662j -0.00723712+0.0046008j 0.00259164+0.0130643j -0.00576729+0.011053j 0.00466296-0.000909329j -0.00848657-0.00214317j 0.000385422+0.00656196j -0.00241356-0.0109852j -0.00918127-0.00715287j -0.00302402-0.00874852j 0.00539545+0.000712766j 0.000900842-0.00471479j 0.00596547+0.00390364j -6.78279e-05+0.0155688j -0.000627926+0.00538285j -0.00330441+0.00403419j 0.00282784-0.00360608j 0.000697176-0.009953j -0.00116178+0.00331726j -0.0011473-0.00664572j 0.0050952-0.00498852j 0.00410484+0.00668473j 0.00066966+0.0009019j -0.000768578-0.000458485j 0.00259614+0.00187491j 0.0028799+0.00688464j -0.000388293-0.00118857j -0.000844314+0.000944253j 
0.00416791+0.00499683j -0.00129972+0.00259821j 0.00250915+0.000675408j -0.00137881+0.0019103j -0.00727347+0.00251438j 0.00187375+0.00512762j -0.000171367-0.00301818j 0.00651232+0.00316414j -0.000119602-0.00145984j 0.00548501-0.00177532j 0.0050583+0.00627296j -0.000890323+0.00025086j 0.00282582-0.00122349j -0.00294986+0.00389129j -0.00163271-0.0003127j 0.00431652+0.00178706j -0.00179724+0.00127755j 0.00402834-0.00191j 0.00174421+0.00566003j 0.00178886+0.00357079j -0.00473832+0.00247303j -0.00310177+0.00566351j -0.00451109+6.9108e-05j 0.00631043+0.00171041j 0.000819853-0.00458873j 0.00584022-0.00513044j 0.00106813-0.00452936j -0.000668533-0.00418161j -0.000533617-0.00514572j -0.00340338-0.00128315j -0.00396731-0.00187397j 0.00178994+0.00233683j -0.000346623+0.00365432j 0.00146075-0.000952794j 0.00612345+0.00175587j -0.00313952-0.000400172j 0.00374038-0.0051001j -0.000287712+0.00104094j -0.00109378-5.55642e-05j -0.00253759+0.00330519j -0.000641408+0.00331071j 0.00107412+0.00266934j -0.00848236+0.00141664j 0.0059418-0.00119202j -0.00272254-0.00155557j 0.00509619+0.00418071j -0.00226729-0.00110116j 0.00458313-0.00562832j -0.00249424+0.00420864j -0.00420499-0.00619637j 0.00835696+0.00181691j -0.00374606-0.00213516j 0.000640801+0.000374931j 0.00228094+0.00271007j -0.0040798-0.00263433j -0.00575329-0.0023467j -9.04966e-05+0.00228983j 0.00807854+0.00164597j 0.0034719+0.0110816j 0.00297514+0.00205149j -0.00333933-0.000574217j -0.00391039+0.00578874j -0.0038155+0.00441594j 0.00247727-0.00291307j 0.0101496+0.00100762j -0.00485466+0.00727927j -0.00116252+0.00220337j 0.00306913+0.00239461j -0.00806375+0.00378175j 0.00137136+0.00592204j -0.00284967+0.00523166j -0.0102196+0.00556585j 0.000394045+0.00229982j -0.000157737+0.00966253j 0.00145841-0.00917306j 0.00391481+0.0063368j -0.00621954-0.00162462j 0.00410522-0.00145083j 0.0034199+0.000462776j -0.00675161+0.0121012j 0.00151419-0.0034309j -0.00595282+0.00248682j -0.00238583-0.000264746j -0.00206701-0.00768923j -0.00224547-0.00291318j -0.000952855-0.00809975j 0.00944806+0.0013155j -0.00686675+6.79835e-05j 0.00346853-0.00452271j -0.000631188-0.000780229j -0.000381492+0.00034397j -0.000561842-0.00269909j -0.00154652-0.00225327j -0.00278863+0.00041442j 0.000599799-0.000381689j 
0.000714451+0.00025269j 0.00011267+0.00121439j -0.00163804+0.00182269j 0.00378343+0.00035226j -0.002861+0.000104222j -0.000459843-0.000209831j 0.00370493+0.00099166j -0.00432471+0.00650721j 0.00609686-0.0035209j 0.00456632+0.00280466j -0.000260001+0.00315806j 0.00589848+7.05935e-05j 0.000506016+0.00294479j 0.00573122-0.00308929j 0.00184293+0.00450538j -0.000266943-0.00270252j -0.00248089+0.00221465j 0.00197863+0.00417832j -0.000870676+0.00471857j 0.00294558-5.13971e-05j 0.00498577+0.000538815j -0.00365685-0.00570512j -0.00458975-0.00905671j 0.00989431+0.00203445j -0.00499267-0.00674865j 0.00915911-0.00492806j -0.000376861+0.00286424j -0.00940509+0.00588709j -0.00815409-0.00134312j 0.0157701+0.0131623j -0.000712523+0.00618867j 0.00134791-0.0058329j 0.000586985+0.000474801j -0.0057615+0.0128131j -0.00979544-0.00336678j 0.00345265+0.0048114j -0.0025309+0.0032624j 0.00137912-5.40371e-05j 0.000476806-0.00107602j 0.00275822-0.0011737j 0.00211557+0.00413515j 0.000402385+0.00186547j 6.5363e-05-0.000286786j -0.00234821+0.00200511j 0.00463011+0.000842957j -0.00124986+0.00196976j 0.00260169-0.00293982j 0.00138923-0.00170792j 0.00455271+0.00811326j 0.00788302-0.00436901j 0.00433677-0.000584146j 0.00334429+0.00318611j -0.00351244-0.00787122j 0.000668402+0.00701033j -0.00697936-0.00032519j 0.00142589+0.00279428j -0.0022209-0.0009543j -0.000444202+0.00168121j -0.000118531+0.00564477j 0.00457907+0.00299695j 0.00164045+0.00809847j -0.000860054+0.00232454j -0.00143546-0.00630047j -0.00455428-0.00252582j 0.00605112+0.00261123j 8.7135e-05-0.000953094j 0.0046231-0.00527557j 0.00657987-0.000291925j 0.00140138+0.00325796j -0.00294113-0.00584171j 0.00211583+0.0014314j -0.00225626+0.00299074j 0.00624948+0.00427908j -0.00667999+0.00892625j 0.00115855+0.0011229j -0.000440558-0.00555385j 0.00607077+0.00558148j 0.00450836-0.00414123j -0.00415162+0.000973451j -0.00303761-0.00269661j -0.00540669+0.00198987j 0.00973816+0.00722448j 0.00749839+0.00574872j -0.000157052+0.0029641j 0.000348884+0.00332125j 0.00338794+0.0039832j -0.00371439-0.00632785j 0.000998132+0.000895666j -0.00306746+0.00243264j -0.00254863+5.62735e-05j -0.000366793-0.0011798j -0.00613201+0.00583688j 0.00140709+0.0022351j 0.0039698+4.27717e-05j 0.000182287+0.000589392j 
-0.00451215-0.00321613j 0.000192671-0.00166466j -0.000962991-0.000557766j -0.000245033+0.000570056j 0.0013639+0.00687513j -0.000912403+0.00122269j -0.0101481-0.00502667j -0.00220221+0.000401461j -0.00471873+0.000898766j -0.00103479-0.00247389j -0.00265432-0.00241572j -0.00397737-0.000792517j -0.00328205-0.000675096j -0.00176257-0.00349682j -0.00213201+0.00112404j -0.00360122+5.45687e-05j -0.000779686-0.00188205j -0.00187792+0.00532644j -0.00548241-0.00418691j -0.00241012-0.00519049j 0.00110886-0.00552745j 0.00508302-0.00232125j 0.00750511-0.00185938j -0.013588+0.00157162j 0.00570882+0.00640419j -0.00278201+0.00593775j -0.00300597-0.00064674j -0.00252671+0.00512956j 0.00339664+0.00305459j 0.0040647-0.000255455j 0.00247034+0.00866335j -0.00313555-0.00647269j 0.00480721-0.00601849j -0.000701368+0.00456625j -0.0104783-0.00278505j 0.00171831+0.000425173j -0.00112988+0.00478745j -0.00329515+0.000419837j 0.00172483+0.000475495j 8.50912e-05-0.001972j -0.00152764-0.00122946j -0.000919579-8.09263e-05j 0.00188199-0.00415728j 0.000958897+0.00219122j -0.00459413+0.00303311j 0.00328544-0.000119833j -0.00041074+0.00241613j -0.00238421+0.000260348j -0.00448912-0.0013191j -0.00597139+0.00242955j 0.00279362+0.00376493j -0.00274861-0.0056808j 0.0036831-0.00437954j 0.00369758+0.00268228j 0.00665037-0.000173646j 0.00496101-0.000227288j 0.002073-0.00363406j 0.00268633+0.00106553j 0.00809128+0.00805312j -0.00739968+0.00185993j -0.0019926-0.000829383j -0.00191638-0.000987089j 0.00786027-0.00691884j 0.00473111+0.00888113j 0.00490255-0.00683713j -0.0115198-0.00460797j -0.00382263-0.00348849j 0.00893888+0.000544533j 0.000954007-0.00633982j -0.00397141-0.00124118j 0.00217677-0.00403813j 0.0043561-0.00894765j 0.00142675-0.00774259j 0.000145763+0.0122422j 0.00601485+0.0064041j -0.00186682-0.00269921j -0.0025293+0.00758403j -0.00698939+0.0026967j 0.00129664-0.000211795j -0.0060901-0.00857823j 0.00765132+0.00927679j 0.00246392-0.00226305j 0.00368214-0.00206466j -0.00491366+0.00876738j -0.000310523+0.00366424j 0.00460125+0.00148251j -0.000380264-0.00109681j 0.002659+0.00160048j -0.0080622+0.00344677j 0.00198601+0.00145933j -0.000246896+0.00235081j -0.000333508+0.00327302j -0.00652227-0.00028042j 0.00354361-8.88601e-05j -0.0010201+0.000885844j 
