0.103798-0.00603098j 0.0374948+0.109728j 0.101549-0.025207j -0.097503-0.12082j -0.0492637+0.129057j -0.122824+0.0381688j 0.145758+0.132438j 0.0725779-0.192113j 0.0439487-0.105335j -0.00703471-0.0254857j 0.0687071+0.0552403j -0.0827392+0.259626j 0.178391-0.0567529j -0.155978+0.0775102j 0.000173087-0.0765039j 0.0563641+0.107812j 0.0347636-0.013408j -0.0666885-0.000421787j 0.0402521-0.0699908j 0.0277665+0.115137j 0.00236501+0.0223085j -0.00365403-0.021015j 0.0185756-0.0484058j 0.206816+0.115466j 0.0207053-0.0594791j -0.111331-0.103548j 0.0301988-0.016618j 0.0536517+0.0597009j -0.0189312-0.0345729j 0.0712397+0.0464125j 0.113372-0.00138815j -0.127536-0.0165533j 0.0815843-0.0360054j 0.0790948-0.0741778j -0.114968+0.00246232j 0.0384897-0.0557319j 0.00354447+0.00782595j 0.0953544-0.0495928j 0.104562+0.127312j -0.101946+0.0145473j -0.0133804+0.0262149j -0.00769148-0.0867247j -0.0126143-0.0930554j 0.0228223-0.0890726j 0.0510779+0.0223435j -0.0691004+0.179762j -0.0274253-0.0206787j 0.0912452+0.0107139j 0.0450406+0.0292772j -0.0511112-0.0688057j -0.0843629-0.00807996j -0.0970937-0.0146491j 0.0159278-0.040009j -0.0414487-0.0543522j 0.0261947+0.00887784j 0.00718795+0.00727115j 0.0151577-0.0338203j -0.0393472-0.021615j 0.0725583-0.0299766j -0.103074-0.0197348j 0.0719605-0.0486577j 0.201402-0.0364818j -0.0895454+0.134283j 0.127131-0.000760497j -0.00328062+0.102347j 0.184591-0.0107349j 0.0384495+0.12709j -0.0769841-0.0448916j 0.0592474-0.152444j -0.129304-0.107057j 
-0.00185121-0.00100876j 0.00355934-0.00018245j -0.000276008-0.00210563j -0.000438935-0.00175589j -0.00274326+0.00263577j 0.000776275+0.00295034j 0.000240697-0.00151708j 0.00152752-0.00159495j -0.00548108+0.00107486j -0.00562282-0.00598581j 0.00761608+0.000107999j -0.00308742+0.0113603j 0.00500429+0.00494923j 0.00284624-0.00423035j 0.00101764-0.00621405j 0.0139784-0.00409209j -0.00524184-0.00190385j -0.0123389+0.0114872j -0.00829799+0.0137802j 0.0110738+0.0017519j -0.0042773-0.00283594j -0.000997165+0.0101746j -0.00458899+0.00235813j 0.000836153+0.00383493j -0.00416464-0.000831705j 0.00747234+0.00526967j -0.000254321+0.00344185j 0.00550003-0.0103696j 0.00504345+0.00518446j 0.00817085-0.000259573j 0.00662513-0.0109991j 0.00586903+0.01017j 0.000321099-0.000579156j -0.00461479-0.00323687j -0.00361537+0.0057225j 0.00402896+0.00125088j -0.0217013+0.000916107j 0.0117508+0.00571042j -0.00346078+0.0090893j -0.00618747+0.00170632j -0.0116384-0.00481251j -0.00144547-0.00287505j 0.00827822+0.012178j 0.000674731-0.0130305j 0.00482279-0.00706112j -0.0138821-0.013548j -0.00236459-0.000845451j 0.000195729-0.00168811j 0.00961723-0.00760188j 0.00910782+0.00505246j 0.0139253+0.00130408j 0.00550097-0.00579563j -0.00218901+0.00710628j 0.00612714-0.00205739j -0.00788268-0.00508255j -0.00236771-0.00718385j 0.0211612+0.00128857j -0.000857596+0.00278465j 0.00244269+0.00158159j 0.00875051+0.00212003j 0.0117682+0.00857116j -0.00383931-0.00167597j -0.00162517+0.00358247j 0.0108349+0.00348931j -0.00413609-0.00561904j -0.00234343+0.00245202j -0.00382842+0.00196799j -0.00106564+0.0014657j -0.00472283-0.00029143j 0.000879839+0.00141193j 
-0.00362707-0.000148428j 0.00208743-0.00371935j -0.001841+0.00301145j 0.00387003+0.00184012j -0.00256144+0.00250011j -0.000689919+0.00191748j 0.000125702+0.000684879j 0.000266525+0.0011604j -0.00721921-0.00355818j -0.00519595-1.49133e-05j 0.00988289+0.00137452j 0.00121246+0.0131742j 0.00738316-0.00484093j -0.00318881+0.00998612j -0.00167769-0.00174157j 0.0126948+0.00546799j -0.00790498-0.006251j -0.0147798-0.00148696j -0.00221203-0.00193565j 0.00543386+0.002965j -0.00046266-0.00305073j -0.00312191+0.00685116j -0.000546941+0.00485946j -0.0108978-0.0006145j -0.00188073+0.00957824j -0.00860574+0.000619175j -0.00138707-0.00771401j -0.00858524+0.00727116j 0.00239013+0.00536456j 0.000892942+0.0117019j 0.00133349-0.00142508j 0.00172109-0.00225472j 0.0077827-0.00437981j 0.00330754+0.00845911j -0.000781796+0.015262j 0.00467299+0.00867781j -0.0153596+0.000767237j 0.00663295-0.00349256j -0.00719933+0.0126555j -0.00650415+0.00960681j -0.00741731-0.00978994j -0.0024939-0.00544494j 0.0065478-0.00270934j -0.0198919-0.00265348j 0.00571779-0.00505613j -0.00400321-0.00521692j 0.00870324-0.00392129j 0.00550563+0.00260664j -0.00223852+0.00162862j 0.0120328+0.00261931j 0.00930832+0.000727021j -0.00572098-0.00118341j 0.00304771+0.0103309j 0.00210629+0.00349915j -0.00839825+0.00329229j 0.0187969+0.00459152j 0.0144799+0.00479484j 0.00441553-0.0088667j -0.002872+0.0042152j 0.0107749+0.00162043j 0.00712834-5.80885e-05j -0.00434982-0.00200208j -0.00173516+0.00259035j 0.00575488+0.00221495j -0.00140752+0.000205151j 0.00142449+0.00193883j -0.00592847+0.00249774j -0.00231684-0.00194326j -0.00105768+0.00288524j 0.00258129-0.000876201j 
0.00129423+0.00142571j -0.00368607+0.00120733j -0.000622885+0.00163544j 0.00107233-0.000225359j -0.00043056-0.00295518j -0.00348204+0.00295476j 0.00451323+0.00394093j 0.00268417+0.00159923j 0.00400291-0.00484321j 0.0107434-0.00494597j -0.0108401-0.00854957j 0.0152081-0.00359166j 0.000978164-0.00630301j -0.00414304+7.01588e-05j -0.0139074+0.0169638j -0.0104351+0.00916457j -0.01292-0.00452063j -0.00802471-0.00863031j -0.00483203-0.0118483j 0.00322998+0.00413998j 0.00565335+0.000236278j -0.0011492+0.0129374j -0.0151963-0.00383415j -0.00776431-0.00172365j -0.00324439+0.00963537j -0.0154559-0.00347121j -0.00552975-0.0126714j -0.0141685+0.00946333j -0.00491926+0.00269974j 0.00126277+0.014331j 0.00331246+0.00707465j -0.00832358-0.00545157j 0.00310132-0.00793003j 0.0102184-0.000737662j 0.0059888+0.0135225j 0.00567745-0.000337576j 0.00212703+0.000573095j 0.0020303-0.00428257j -0.0111729+0.00556706j 0.00784511+0.00471626j 0.00261213-0.0140635j 0.00279267+0.00797521j -0.00861624-0.00128153j -0.00972064+0.0186114j -0.0128726+0.00369994j 0.00322029-0.00671105j 0.00443594-0.000439168j -0.0113194+0.0149183j -0.0170245+0.000952427j -0.00691902-0.00369423j -0.00605177-0.00806988j -0.0127754+0.000951805j 0.00645034-0.0101812j -0.00252865+0.00743022j 0.00549892+0.0104604j 0.0140999-0.00644981j -0.00517588+0.0212986j -0.0133866-0.00591555j -0.00775109+0.0034354j -0.00598115-8.74216e-05j 0.000496679+0.000251916j 0.009318+0.00716808j 0.00849397+0.00550442j 0.00202461-0.000193804j 0.00448307-0.00346523j 0.00341417-0.00180268j 0.00233968-0.00604546j 0.00135796+0.000599104j 0.00335186-0.000893055j -0.00100228-0.00170622j 
0.00205832-0.000961771j 0.00162341+0.00299217j 0.00117203-0.000322951j -0.0032738-0.00407625j -0.00518879-0.00319442j 0.0038848+0.00145081j 0.00254347+0.000676263j 0.00720417-0.00227656j 0.010242-0.0012875j -0.00344378-0.00490192j -0.0123207+0.000785069j 0.00422886+0.00214003j 0.0101516+0.00384439j -0.00859953-0.0175368j 0.00253133+0.00733093j -0.0112611+0.000552575j 0.00147965+0.00761699j 0.00779227+0.010857j -0.0107873+0.00454545j 0.00755003-0.00764049j 0.00920838-0.00571419j -0.00866273+0.000836384j -0.0141405-0.00792366j 0.00671748-0.00270702j -0.00101695-0.00193757j 0.013612+0.00253438j -0.000349523+0.0132889j -0.00809045-0.00422428j -0.00212601+0.0116269j -0.00188495-0.0135648j -0.0120623-0.00265355j -0.00341809+0.00304831j 0.00200485-0.00141437j -0.00943998-0.00254881j -0.00244705+0.00398616j -0.00340128-0.00627694j -0.00538971-0.00856811j 0.00145557-0.00262511j -0.00486166-0.00063847j -0.000407281+0.00302416j -0.00402802+0.00266322j 0.00708847+0.00233707j -0.00498978-0.00214675j 0.00607849-0.00878457j 0.0076643-0.00243366j -0.00245783-0.00314279j -0.00378246-0.00162895j -0.0143025+0.00490965j -5.14996e-05-0.0126425j -0.0069741+0.00199437j -0.00057536+0.00233327j 0.00248138+0.00148607j -0.00124273+0.00572253j 0.0104075-0.00162769j 0.0143044+6.85581e-05j -0.0140613-0.0140986j -0.00548222+0.00627536j -0.00293725+0.00135266j -0.00966388-0.00529613j -0.0131723+0.00846298j 0.0105163+0.0107235j 0.0032446+0.00232294j 0.00579513+0.00126259j 0.00344454-0.00605519j -0.0039727-0.00420523j 0.00102766-0.0013506j 0.00150039-0.00451349j 0.00258478+0.000791163j -0.00291444-0.00149439j -0.00137253+0.0016646j 
-0.00251538+0.000786085j -0.000906952-0.00341649j -0.000502559+0.00218597j 0.00415133-0.000300719j 0.00099082-0.00194909j 0.00161901+0.00144033j 0.00184629-0.00262046j 0.0011647-2.84279e-05j 0.0017451-0.00213857j 0.000497096+0.0124177j 0.0109329+0.00302649j 0.00446163+0.00540079j 0.000768254-0.0121608j 0.0086926-0.00339992j 0.0205099+0.00292395j 0.00660597+0.0162035j 0.00360913+0.00737607j 0.000566724-0.00271037j -0.00640058-0.0091284j -0.0067318-0.00252248j -0.00902969+0.00431539j -0.00862455-0.00756204j 0.00510782-0.00770565j -0.0126655-0.00385416j 0.000295685+0.0138245j -0.00264198-0.0015481j 0.019561+0.010822j 0.000996218+0.00593253j 0.0010573-0.00721659j -0.000708512-0.00348j 0.0041256+0.0137903j -0.0149178-0.016769j -0.00186927-0.00610537j 0.0107525+0.00526989j -0.00136499+0.0152125j -0.00407361+0.0115981j -0.00514085+0.00785636j -0.00728743-0.00679899j -0.000134154+0.00721357j -0.00762147+0.00580185j 0.00332873+0.0222935j -0.00186142-0.00331611j -0.0112069-0.0122219j 0.00174076-0.00464026j 0.0121838-0.000849253j 0.00264304-0.0107816j 0.0161314-0.00394987j -0.00389014+0.000436325j -0.00240375-0.00484037j 0.00297628-0.00221652j -0.00607088+0.00266127j -0.00477558+0.0149681j -0.0175824+0.00443343j 0.00744437-0.00566889j -0.00535096+0.0133683j -0.00232643-0.00799791j 0.00323462-0.0116666j -0.000967303-0.0093286j -0.00778462+0.00141744j 0.00422066+0.00071483j -0.00175175-0.00897014j 0.00104459+0.00299552j -0.00113899-0.00452044j -0.00393232+0.00200143j 0.00466463+0.00184257j 0.00193999-0.00290578j -0.00382222+0.00463513j -0.00337931-0.00321069j 0.00172484+0.00439085j 0.00345942-0.00133482j 
-0.0010822-0.00129085j 0.00418452-0.00205298j -0.00200946+0.00407712j 5.47888e-05+0.00347309j -0.00477605-0.00237798j 0.00861286-0.0051716j -0.0127374-0.00328748j 0.00115677+0.00810739j 0.00918364+0.00086949j -0.0125697+0.0108314j -0.0040328+0.00298543j 0.00354747-0.000317501j -0.00163676+7.51294e-05j -0.00859232+0.00722943j -0.00279305-0.00130556j -0.00368433+0.00589343j 0.00415108+0.000775204j -0.00981352+0.00526974j -0.00520784-0.0116002j 0.0129888-0.00184933j 0.00638568-0.0018559j -0.00605638-0.00831806j -0.00348092-0.00288943j -0.00434601-0.00327351j 0.0120634-0.00655082j 0.00190134+0.00234336j -0.00488925+0.00623279j -0.0118863+0.00914086j -0.000454178+0.00279552j -0.0124286+0.0149412j -0.00239827-0.00309148j 0.00604845+0.00621431j 0.0138797-0.00416136j -0.0157815+0.00206581j -0.00291719-0.00253169j 0.00411676+0.00348835j -0.00463983+0.000951988j 0.00133629-0.00231034j -0.0121471+0.0110869j -0.000656403+0.0154374j 0.00836802-0.000841743j 0.00248055-0.0109162j 0.00255074-0.00834361j -0.00833201+0.00382597j 0.00917045-0.00336039j 0.00572745-0.00466995j 0.00354883-0.00756453j 0.00870208+0.00598423j 0.000913642+0.0131322j 0.00448918+0.00808677j 0.0132325-0.000536902j 0.00705065+0.0119862j 0.00829702+0.0126905j -0.00659438+0.00519314j 0.00898537+0.0113229j 0.00967412-0.00632175j 0.00144526-0.00290949j 0.0061277-0.00791923j -0.00176124-0.00706358j -0.00169041-0.00352211j 0.00259822-0.0111041j 0.00346816+0.00126397j -0.000354815-0.00309698j 0.000489043+0.000394592j 0.000922985+0.00196721j -0.00201748-0.00261273j 0.000535314+0.000431466j 0.0022008-0.00118404j -0.00310513+0.00176898j 0.000227849+0.00153132j 
-0.000315108-0.000351152j 0.00181486-0.000858486j -0.000659243+0.000709497j -0.000636772-0.00145867j -0.000405674+0.00316843j -0.000768663+0.00308953j 0.0017543+0.00156737j 0.00485538-0.00202404j 0.00256819-0.00411074j -0.00098465-0.00127758j -0.00335035-0.000841514j 0.00616309+0.00430025j 0.00665416-0.00830069j -0.00844178-0.0169319j 0.0175943-0.000615264j -0.00350511+0.00662358j -0.0014521+0.00497967j 0.0072555+0.00253077j -0.00771772+0.00459557j 0.00357855-0.00552743j 0.00589294-0.00326036j -0.0114133+0.000271439j -0.00507986-0.010003j -0.00412978-0.00153842j 0.00626155+0.00163347j 0.00673329+0.000992203j 0.015062+0.00857266j -0.00354345+0.00633124j -0.00335997+0.00412329j -0.000585948-0.0144033j -0.00452914+0.00584131j -0.00739799-0.00239615j -0.00194709-0.00526415j -0.00189898-0.00478664j -0.00163504+0.0109595j -0.00450618-0.00114741j -0.00715301+0.00411627j -0.00664562-0.00413294j -0.00552716+0.00478858j 0.00505621+0.000767268j 0.00129461+0.00438894j 0.00321166+0.00809588j -0.0161012-0.00808197j 0.00489634-0.0175877j 0.0100753-0.00563497j -0.00448693-0.00630443j 0.0054141-0.00177543j -0.0106955+0.00431537j -0.00412576-0.00635808j -0.00715744-0.00299329j -0.00157313+0.00303534j -0.00173045+0.00825881j -0.00198062+0.00776575j 0.00925975-0.0063122j 0.00598784+0.00154408j -0.0112232-0.00712166j -0.00205526+0.000114191j -0.00281066-0.00602159j -0.00947091+0.00288797j -0.00426346+0.00542255j 0.00542723+0.00253967j 0.00282657+0.001906j 0.00109242-0.0024892j -0.000370709-0.00317238j -0.00209452+0.00065714j 0.00141286-0.0025536j -0.00100584+0.000338906j -0.00038802-0.000942211j -0.00177159+0.000893181j 0.000149935+0.000174151j 
0.00204154+0.00133835j -0.00190469+0.00092667j 0.00204865-0.000525823j -0.00139238+0.000801266j 0.00377489-0.00633299j 0.00821681-0.00462976j -0.00493086-0.00378746j 0.00116452-0.000282816j 0.0113998-0.00718068j -0.00259587+0.0149921j -0.00232617+0.00909689j -0.00335579-0.0098909j 0.0057523+0.00612211j -4.10287e-05+0.00792153j -0.0130138+0.0114291j 0.00152228+0.00776559j 0.0143198-0.00289137j 0.000476099+0.0165635j -0.00391188-0.00866609j 0.000694073-0.0113401j 0.00762688-0.006477j -0.00588866-0.00166243j -0.00998357-0.00101886j 0.00471791+0.00302605j -0.00146059+0.0096328j 0.0139419+0.00399157j -0.0186894+0.00766699j -0.00935238-0.00733274j 0.00167811+0.00219143j -0.0153825+0.0127387j -0.00610725-0.00421655j -0.00533056+0.0051639j -0.000757997+0.00681255j -0.00534869+0.0135317j 0.005092-0.0079337j 0.0028301-0.00385116j 0.00294061-0.0117141j 0.00648463+0.00206059j 0.00355911-0.000101523j -0.0108969+0.00818609j 0.008816+0.00734945j 0.00152861-0.0202088j 0.00446711+0.00646989j -0.00647152+0.0129878j 0.0017096-0.00411425j -0.000146982+0.00402423j -0.00658571-0.00934102j 0.00130883+0.0055851j 0.00148569+0.000270589j 0.00908184+0.00582392j -0.000716986+0.00337644j 0.00761024+0.00261568j 0.00217253+0.0056019j -0.00230235+0.000633968j 0.0143409+0.0046574j -0.00391687-0.00697408j -0.00271869+0.000277904j 0.00701437-0.00220178j -0.00490702-0.013338j -0.00704006+0.00545296j 0.00365311-0.00936875j 0.0041316-0.00301308j -0.00253068-0.00249389j -0.00431079+0.00174965j 0.00189369+0.000107805j -0.00444496-0.00143018j 0.00490846-0.001561j 0.00114883+0.00279105j 0.00040358-0.000326404j -0.00154083+0.000582966j 
-0.00037591+0.000190429j 0.00205984-0.0019983j -0.00239798+0.00178526j 0.000843598+0.00466701j -0.000602787+0.00505585j -0.00667712-0.00872665j -0.0143428+0.00581771j -0.00404646+0.00978737j -0.00666486+0.00294804j -0.00792432-0.00053696j -0.00621052-0.00112681j -0.000172002-0.0014689j -0.00416156-0.007131j -0.0175781-0.000151131j 0.00573714-0.00496216j -0.0123043-0.00367218j -0.00929361-0.00387829j 0.00660773-0.00376403j 0.00579355+0.00499052j 0.0132337+0.00227508j 0.00938642-0.00509549j -0.00639782-0.00297206j 0.0101046-0.000628951j -0.00172796-0.00495384j 0.0134019-0.0183781j -0.00158463+0.00623589j 0.00315246+0.00401194j -0.00310483+0.014445j -0.00380192-0.00101029j 1.36563e-05-0.003255j -0.00460384+0.0019082j 0.0182064+0.00700301j 0.00819728-0.00686735j -0.018048-0.0106082j -0.00698453-0.00648744j 0.00300794-0.00958523j -0.00293741+0.009034j -0.00448899-0.000660832j -0.0104134+0.00589588j 0.0226554-0.00650331j -0.00148212-0.016244j 0.000827825+0.0147711j -0.00782157-0.0140404j 0.00799359-0.0121663j 0.00161248-0.00438973j 0.00189023+0.00264596j -0.00471957+0.00254078j 0.00168288-0.00453351j 0.00434218+0.0167388j -0.00998754-0.00687951j 0.0100102-0.00755098j -0.00241142+0.00444894j 0.0167607+0.000637447j -0.00529592+0.00862043j 0.00448291-0.00854929j 0.00715078+0.000542773j 0.00194405+7.13278e-05j 0.00115688-0.00186654j 0.00301351-0.0016052j -0.00361113-0.00285364j -0.00278359-0.00349706j 0.00173294-0.00352268j 0.00327848-0.00199483j 0.00186219-0.00447059j 0.000145925-0.000666593j -0.0035395-0.00105167j -0.000405927-0.000213967j 0.0022049-0.00208116j -0.00237093+0.0025352j 0.000445813+0.00122534j 
0.00139705+0.00313167j -0.00234799-0.00212116j -0.00285164+0.00203385j 0.00214556+0.00893332j 0.00796043+0.0157692j -0.00322318-0.00267706j 0.000566089-0.00496961j -0.00766603-0.000169626j -0.00382251-0.0160762j 0.00827536+0.00573322j 0.00204599+0.00173939j -0.00826338-0.0109196j 0.0119333-0.00662984j 0.00445826-0.00389432j 0.00179497+0.013664j 0.00304996+0.00332271j -0.00567076-0.0143647j -0.00328861+0.000212077j 0.00891436+0.00684453j -0.00135515-0.0107434j 0.0122059-0.00743081j -0.00668257+0.00505416j 0.00510015-0.0188251j 0.00117362-0.00305035j 0.00546021+0.0212776j 0.00402707+0.00447759j -0.0211829-0.00804674j -0.00539972-0.00417891j -0.00661763-0.00289368j -0.00454575-0.00247008j 0.00637921+0.00229515j 0.00134641-0.00504646j -0.0185919+0.00855343j 0.0118136-0.00129535j 0.00506265+0.0032519j -0.00598077-0.0169345j 0.000470377-0.00233596j 0.000345386-0.00792497j -0.00841849-0.00769039j -0.00335913-0.0133176j 0.00071682-0.00836641j -0.00537795+0.00844904j -0.0106676+0.00703229j 0.00482442-0.0130912j 0.00421519-0.00573337j -0.0168696+0.00501108j -0.00505117-0.00834647j -0.0108618-0.000446324j -0.00321581+0.00733215j 0.0049144-0.0124992j -0.00893643+0.00302214j -0.0220876-0.00399799j -4.26598e-05+0.00192031j -0.00188013+0.000563542j -0.00669585+0.000452723j 0.00442299+0.00259582j 0.00548149+0.000212979j 0.00784528-0.00584861j 0.00285184+0.00294855j 0.00551037+0.00132215j -0.000343316-0.0100513j -0.00151884-0.00511192j -0.00357969-0.00322397j -0.000178801+0.000873099j -0.00206722+0.000380722j -0.00633352+0.0023819j 0.00150526+0.00233154j -0.000322565+0.000659817j -0.00055217-0.000419124j -0.00319912+0.000451583j 
0.0017322-0.00236558j -0.00122493+0.00232595j -0.000813676-0.0088667j -0.00298856-0.00094604j 0.0165345-0.0132024j -0.00623669+0.00290218j -0.00378404-0.00055574j -0.00367577+3.01174e-06j -0.0107594+0.00170674j 0.0146325+0.00062449j 0.00614129+0.00203736j -0.00911489+0.00232971j -0.000784669-0.0144942j -0.0048924+0.00509265j 0.00725257+0.0103264j -0.000990958+0.00786897j 0.0011094-0.0146991j 0.0202075+0.0115225j 0.0132094-0.00707724j 0.0083983+0.0100038j 0.00833366-0.0147264j -0.00701114+0.00328493j 0.00276335+0.0139373j -0.0136927+0.0129865j -0.0101935+0.015954j 0.00661797+0.0211463j -0.00256019+0.00544405j -0.0123363-0.0116167j 0.00356859-0.0138274j -0.00467784-0.00210563j -0.00101121-0.00290291j -0.00864644+0.0052016j -0.0060543+0.00598674j -0.0001584-0.00158828j 0.00664591-0.000959095j 0.0184061-0.000136216j -0.00354751+0.00276669j 0.0110364+0.0133649j 0.00579444+0.0116905j 0.00728221-0.0114697j -0.00167698+0.00298519j 0.0097174-0.00825815j -0.000596509-0.0112973j -0.00696434+0.00411106j 0.00409157-0.00300104j -0.00552751-0.00163277j -0.00961063+0.00883342j 0.00108593-0.00650857j -0.00435779-0.0055089j -0.00797561-0.00886788j 0.00070538+0.00664443j -0.00152398+0.0058865j -0.00225727-0.00502093j -0.000900354-0.0012727j -0.00728677-0.000653098j 0.000330307+0.00692176j -0.00370633+0.00366275j 4.11506e-05-0.00110019j -0.00124543-0.00431009j 0.00257333+0.00212787j -0.00099806-0.00389131j 0.000879628+0.000979344j -0.00120039+0.0016257j -0.00304797+0.00459098j -0.000681934-0.00293082j -0.00316537+0.00509572j 0.00215015-0.00171241j -0.000539882+0.00143185j 0.00129217-0.00387218j -0.00256908+0.000743178j 
0.00118678+0.000298164j -0.000453012+0.000158635j -0.0010492-0.00128511j 0.000864276+0.00206145j 0.00843581+0.00241219j -0.00632855+0.000596312j -0.00213174+0.00263122j -0.00295163+0.00160343j -0.0046246+0.000223283j 0.000150219+0.000473675j 6.01834e-05+0.000498683j -0.00154306-0.000898011j -0.000956979-0.00663467j -0.00548154+0.00123337j 0.00267517-0.00171952j -0.00276811+0.00380742j -0.00330913-0.00500046j 0.00439374+0.000389986j 0.00688303+0.00023405j 0.00669543+0.000755488j 0.0050903-0.00532081j -0.00399402+0.00057504j 0.0061932-0.00238906j -0.00493183+0.00386775j -0.000283874-0.000537357j 0.00134711+0.00800008j -0.000144233-0.00268696j 0.00015653+0.000376147j -0.00095883-0.00411968j -0.00173039-0.00461139j 0.0021023+0.000927181j 0.00256627+3.76883e-05j -0.00407458-0.00137915j -0.00504056-0.0028525j 9.69449e-05-0.00035497j 0.0036591-0.00439102j -0.000484861+0.00462413j 0.00115106+0.00440013j -0.0012693+0.0050304j 0.00611181-0.0115258j -0.00328376-0.00354997j 0.00517169+0.00525257j -0.00754477-0.00399289j -0.000175603-0.0079563j -0.000176131-0.00252341j -0.00279837+0.000365403j -0.00103658+0.00330051j -0.00105872-0.00176467j 0.00186957+0.00363867j -0.00559407-0.00364585j 0.000160203-0.0013854j -0.0038973+0.00303401j 0.00227355-0.00431735j -0.000165319+0.000374224j -0.00669696-0.00169058j 0.00313871+0.00239514j 0.00157211-0.000148125j 0.000180771-0.00218915j 0.00217141-0.00118702j 8.67846e-05+5.05172e-05j 0.000637651-0.00222001j 0.000842801+0.000490633j -0.000381787-9.9717e-05j -0.000592652+0.000195095j 0.000161325-5.76585e-05j -0.00207103+0.00169959j 0.000965655+0.000739692j -0.000212545+0.000170933j 0.00072159-0.000463678j -0.00129323-0.0005379j 
0.000915976+0.0033804j -0.00246005-0.000654793j -0.00406181+0.00979484j 0.00803959+0.00737244j -0.00264045+0.00916081j -0.00159195-0.00178957j 0.0019156-0.00346153j -0.00568113+0.0067617j 0.0013656-0.00457741j -0.00447361+0.00616537j -0.000647477+0.00149935j -0.00418017-0.00617932j 0.00216396+0.00131553j 0.00188178+0.000754925j 0.000274321+0.00264709j 0.00434263-0.000232055j -0.00298558+0.00306739j -0.0103889-0.00604116j -0.00344111+0.00495939j -0.00592388-0.00999465j 0.000797741+0.00012716j 0.00138977+0.000215328j 0.00078818-0.0122398j 0.00551844-0.0103566j 0.00876062+0.00177817j -0.00200336-0.00640155j -0.00968091-0.00441646j 0.000969785+0.00720994j -0.00592808+0.00437567j -0.00303533+0.00246931j 0.00249781+0.00272434j 0.00443656-0.00533174j -0.00297569+0.00300496j 0.00338523+0.000703889j 0.00265686+0.000797233j -0.01254-0.00609264j 0.00238375-0.00342525j -0.00635985-0.00857658j -0.00782238-0.00625004j -0.0096199+5.27226e-05j 0.000553676-0.00528029j -0.00485518+0.00473166j -0.00220679+0.00904618j 0.00277183-0.00621926j 0.00187822-0.00268945j -0.00258934+0.00709034j -0.00183735-0.00974715j -0.00364253+0.00626324j -0.000483107+0.0082956j 0.00467025-0.00344j -0.00230243+0.000698826j -0.00709255+0.00246645j -0.000562759+0.00517886j 0.000688732+5.82577e-05j 0.00106677+0.00328471j 0.00347104-0.00191071j 0.00315453-0.00370067j 0.00194162-0.00507002j 0.00292691+0.00234453j 0.00126899-0.0011125j -0.0020212-0.00360773j -0.00476206-0.00248652j 0.000636208-0.000114004j 0.000780527-0.00295303j 0.00124092+0.00302482j 0.000431852-0.000230713j 0.0024006-0.00138523j 0.00316844+0.00150563j 0.00114863+0.00358204j 0.00111027-0.00084908j 
-0.000248142+0.00193394j -0.00117464+0.00214125j -0.00291642+0.000989724j -0.00972966-0.00389285j -0.0156359-0.00577574j -0.00283003+0.0113932j 0.00557139-0.0107679j 0.00535064+0.0159607j -0.00277973+0.0082368j 0.0110096+0.00299446j -0.00150036+0.00122042j -0.0120818+0.0112678j -0.00660043-0.0087769j -0.0102179+0.00378675j 0.00531313+0.00749259j 0.00242618-0.000744919j 0.00125055+0.000946118j 0.00510285-0.00162125j 0.0033607+0.00757919j -0.00103287+0.00943173j 0.000306886+0.000255991j 0.000868843-0.00552963j 0.00562633+0.0171789j -0.00392773-0.00386018j -0.0139756+0.0091157j -0.0176108+0.00641966j 0.00778929-0.000337372j -0.00625633-0.000531158j -0.00435032-0.00870067j -0.000921189-0.00159276j -0.00943627-0.0055051j -0.00175456-0.00676892j -0.00108122-0.00877792j -0.00105922+0.00600128j 0.0026781-0.0013385j 0.00686022+0.00384838j 0.00439765+0.000627808j 0.0027314-0.0021326j 0.00537997-0.000405479j -0.00160641-0.00576185j -0.00304899-0.000799413j -0.00381023-0.00309968j -0.0027017-0.000725233j 0.000842442+0.0021866j 0.00261182-0.00575861j 0.000251856+0.00246287j -0.00653573+0.00636585j -0.00561577-0.00044476j -0.00497929-0.000183446j -0.00931602-0.000595021j 0.00159499+0.000448251j 0.00463263+0.00396575j -0.00514032-0.00115098j -0.00288306-0.00229735j 0.00370586+0.00403794j 0.00244561+0.0012297j 0.00525145+0.0058959j 0.00242067+0.00250534j -0.00118159-0.000107629j -0.000390904-0.00114185j 0.00146335+0.00382115j 0.000955892+0.0013344j -0.000914749-0.00354439j 0.00033092+0.00361962j 9.46235e-05-0.00109261j 0.00134081-0.00264579j -0.000332688+0.0021209j -0.00146056+0.000724629j 9.12927e-06+0.000728978j 0.00179352-0.00100746j 
