0.103798-0.00603098j 0.0374948+0.109728j 0.101549-0.025207j -0.097503-0.12082j -0.0492637+0.129057j -0.122824+0.0381688j 0.145758+0.132438j 0.0725779-0.192113j 0.0439487-0.105335j -0.00703471-0.0254857j 0.0687071+0.0552403j -0.0827392+0.259626j 0.178391-0.0567529j -0.155978+0.0775102j 0.000173087-0.0765039j 0.0563641+0.107812j 0.0347636-0.013408j -0.0666885-0.000421787j 0.0402521-0.0699908j 0.0277665+0.115137j 0.00236501+0.0223085j -0.00365403-0.021015j 0.0185756-0.0484058j 0.206816+0.115466j 0.0207053-0.0594791j -0.111331-0.103548j 0.0301988-0.016618j 0.0536517+0.0597009j -0.0189312-0.0345729j 0.0712397+0.0464125j 0.113372-0.00138815j -0.127536-0.0165533j 0.0815843-0.0360054j 0.0790948-0.0741778j -0.114968+0.00246232j 0.0384897-0.0557319j 0.00354447+0.00782595j 0.0953544-0.0495928j 0.104562+0.127312j -0.101946+0.0145473j -0.0133804+0.0262149j -0.00769148-0.0867247j -0.0126143-0.0930554j 0.0228223-0.0890726j 0.0510779+0.0223435j -0.0691004+0.179762j -0.0274253-0.0206787j 0.0912452+0.0107139j 0.0450406+0.0292772j -0.0511112-0.0688057j -0.0843629-0.00807996j -0.0970937-0.0146491j 0.0159278-0.040009j -0.0414487-0.0543522j 0.0261947+0.00887784j 0.00718795+0.00727115j 0.0151577-0.0338203j -0.0393472-0.021615j 0.0725583-0.0299766j -0.103074-0.0197348j 0.0719605-0.0486577j 0.201402-0.0364818j -0.0895454+0.134283j 0.127131-0.000760497j -0.00328062+0.102347j 0.184591-0.0107349j 0.0384495+0.12709j -0.0769841-0.0448916j 0.0592474-0.152444j -0.129304-0.107057j 
0.00545495+0.00476533j 0.00396643+0.00658457j 0.0203008+0.00236814j -0.00268977+0.0205824j -0.00647907+0.00793346j 0.00654756+0.0132908j -0.00858735+0.00561086j 0.0062661-0.00751226j 0.00230767+0.0136972j 0.00692653+0.00662901j 0.00400075-0.00853448j 0.000275326-0.00191621j 0.000356369+0.00277157j -0.004579+0.00116668j -0.00589455+0.00400572j 0.0144811+0.00237977j 0.000842184-0.0104217j 0.00217166-1.03558e-06j -0.000192367+0.000594202j 0.000979432+0.00141171j 0.00421849+0.00647247j 0.00686109+0.00339136j -0.0044944+0.00783875j 0.00544395-0.00233621j -0.00426073-0.00345724j -0.00886679-0.0113846j -0.000117383-0.00225336j -0.00970676-0.000506323j 0.00271453-0.0105822j 0.00172324-0.00305663j 0.00786695-0.0101585j 0.00388517-0.000512715j 0.000767707-0.00846047j -0.00846121+0.00466422j 0.00803169-0.00152095j -0.00422138-0.00436026j -0.00762387+0.0025852j -0.000743851-0.00120882j 0.00389506-0.00660763j -0.00275855+0.00238963j 0.00429007+0.000788201j -0.00173103+0.00252716j 0.00173772+0.00226302j 0.00294821+0.00133595j -0.00149814+0.00263265j 0.00294683+0.00272242j -0.000200986-0.000986721j -0.000307203+0.00264464j -0.00163053-0.000301935j -0.0047522-0.00344216j 0.00228508+0.00299313j -0.00354877+0.00617202j 0.00177539-0.000905213j 0.00155595-0.00104177j -0.00371655-0.00182651j -0.000773456+8.23504e-06j 0.000199979+8.50216e-05j 0.0029949-0.00111331j -0.00683647-0.00425939j 0.000345995+0.0026936j -0.00201157+0.000480447j -0.00231104-0.00141968j 0.00038965+0.00156241j 0.000751654+0.00679465j 0.000749175-0.00154814j 0.00044497+0.00435141j 0.00245488-0.00311852j -0.000270049+0.00258075j 0.00117409-0.00311063j -0.00218011-0.00103595j 
-0.00435895-0.00736697j 0.00626839+0.00408783j -0.00634912+0.0223926j -0.0214377-0.00341952j -0.000758682-0.00784559j -0.00952539+0.0136392j -0.00112069-0.0118547j 0.00843979+0.00660233j -0.0194702-0.00598712j -0.000417112-0.00304899j 0.00322372-0.00447561j 0.00550047-0.00727j 0.00226833-0.000846849j 0.0121695-0.00770547j -0.00610652+0.00524588j -0.00874395-0.00337078j -0.00841822-1.52652e-05j 0.00248624+0.000496976j -0.00513343-0.00547607j 0.00520587-0.00426298j 0.00274726+0.00600261j 0.000107602-0.0103237j 0.00423774+0.00769419j -0.00829594-0.00133568j -0.00177529+0.00356126j -0.00727033+0.00921512j 0.00186644-0.00446555j -0.00264232+0.0161144j -0.00467978+0.00265084j 0.000411219-0.00164551j -0.0134689-0.00571403j -0.00238353-0.00108063j -0.00453496+0.0106489j -0.00253959-0.00155522j 0.00374202+0.00252032j -0.00205503+0.00355234j -0.00454652+0.00212558j -0.00105706+0.00593583j -0.00411182-0.00166543j 0.00265927+1.38511e-05j 0.00481251-0.00218033j 0.00226567+0.00282925j 0.000486264+0.00178648j 0.00483588+4.89801e-05j -0.00400949+0.00510247j 0.000173296-0.0024726j 0.0101623-0.0018989j 0.00593407+0.000964676j 0.00831907-0.00142555j 0.0059578+0.00579476j -0.0019149-0.00198517j -0.0018343-0.00297594j 0.00521106-2.57044e-05j 0.0010507+0.000837034j -0.00496747-0.00539602j -0.000954679+0.000445941j -0.00409013-0.00459659j -0.00154646-0.00253965j -0.00412634-0.00236419j -1.6065e-06+0.0036689j -0.0029844-0.00489841j -0.000803143-0.000709606j 0.00188061+0.00326367j -0.00307778-0.00467028j 0.000733227+0.00155058j -0.00183708+0.00337842j 0.000532994-0.00374332j 0.00345827-0.00399842j -0.00316747-0.000556503j -0.000974043+0.00409818j 
5.2008e-05-0.000635756j 0.00226275+0.000970323j 0.00496616+0.00122717j -0.00396643+0.00145669j -0.000105053-0.00130835j -0.000965164-0.000289174j -0.00235932+3.54919e-05j 0.00466201-0.00148904j -0.00426353+0.000103973j 0.000193381+0.00331526j 0.00045981-0.00307753j -0.00165355+0.000624625j 0.00115507-0.00398535j 0.0011988-0.00250679j -0.00452201-0.000656234j 0.00169923-0.000474566j -0.0019814-0.00340463j -0.000737008-0.00334014j 0.00377739-0.00101749j -0.00188885+0.00153304j -0.00227452+0.000988436j 0.00424969+0.00120622j -0.000712028-0.00317534j 0.00129273-0.00295576j 0.000717727+0.00173746j -0.000316876-0.00073114j 0.00185746+0.000180221j -0.000377182+0.00294022j -0.0023257-0.0032331j -0.00102646-0.00224323j -0.00169739-0.00220554j -0.000871145+0.000595275j -0.00137529+0.00075074j -0.00400479+0.000212188j 0.000706346+0.000401551j 0.00108464+0.00220601j -0.000630137-0.00175184j -0.0021881-0.00150008j 0.00126934-0.00252025j -0.00199942-8.58809e-05j -0.00085569-0.000126637j -0.000540426-7.42619e-05j 0.00181369+0.0018175j 0.000329605+0.000570941j -0.00128612-0.000217223j -9.3456e-05-0.000104651j 0.00208707-0.00014506j 0.000387591+0.000725154j 0.00124548-4.16053e-05j -0.00204853-0.000275868j 0.00108456-0.000926991j -0.00160666-0.000153216j 0.0020034-0.00181729j 0.000563792+0.00133357j -0.000146873+5.65483e-05j -0.000865373-0.00206654j -0.000167261-4.09672e-05j 0.000928792+0.000219733j -0.0023825-0.000865755j -0.000549463-0.000120738j -0.00126148-8.53205e-05j 0.000937919-0.00112082j -0.000362997+4.14755e-05j 0.000206124+0.00250297j -0.000527632-0.00191339j -0.000365065+0.000741229j -0.00128369+0.000819483j -0.001597-0.00134414j -0.000838682-0.000836537j -0.000497811+0.000641903j 
-0.00202623+0.000152016j -0.00532558-0.00515567j -0.0141582-0.00575972j 0.0105226-0.0113211j 0.00249092-0.000450176j -0.00345599-0.0049055j 0.00267668+0.00101925j -0.0092801+0.00119999j 0.00596593-0.00274844j -0.00396404-0.00777205j 0.000174194+0.00716461j 0.00309369+0.0042714j -0.00523853+0.00196029j -0.00223353+0.00215357j 0.00715257-0.00131914j -0.00331223+0.00120235j 0.00269821+0.00494678j -0.000221951+0.00354932j -0.00354742+0.00255403j 0.00110059-0.00116223j 0.000538274-0.00729845j -0.00716799-0.00138593j -0.00159332+0.00102542j -0.000185227+0.00528207j -0.00239742-0.0010488j 0.00724166+0.00334606j 9.54804e-05+0.00125838j 0.00498874-0.00694211j -0.000133218+0.00440552j 0.000154039+0.00383491j -0.00121934+0.00786692j 0.00177464+0.000607119j -0.00299691+0.00167757j 0.0069365-0.00141197j -0.0028167+0.00129694j 0.0032492-0.00194183j 0.00399587+0.000520176j 0.00252017+0.00219516j -0.00413447+0.00379871j 0.00140202-0.00154466j -0.00282982+0.000597656j 0.000368149-0.000197433j -0.00296028-0.00388768j -0.000330548-0.00098513j 0.00222532-0.000388933j -0.00132628-0.000164342j -0.00105488-0.00066176j 0.00135233-0.00106464j 0.00118869+0.000300779j 0.00393541+0.000202766j -0.00174134-0.000281675j 0.00197712-0.00296793j -0.00306235+0.00135194j -0.00126227-0.00155842j 0.00430296+0.000746167j 0.00366645+0.00208109j 0.00152878+0.000826435j -0.00156959+0.00193456j 0.00544062+0.00347795j -0.00271723-0.00101584j 0.00209995-0.0012954j 0.000285838+0.00109334j 0.000329326-0.00206422j 0.000687941-0.00708975j 0.00201445+0.00284288j 0.00100964-0.0041089j 0.00124588+0.00191211j 0.00175181-0.000602435j 0.0012386+0.00319947j 0.00248685-0.00140447j 
0.0028294+0.00380116j -0.000454932+0.00144382j 0.00897427-0.00956529j 0.00955671+0.00610878j 0.00152443-0.000920793j -0.00388775+0.00144737j -0.00237286-0.0014815j 0.00693127-0.0110032j 0.00409188+0.0052174j 0.00981101-0.002316j 0.00432045+8.5965e-05j -0.00786021+0.00442962j 0.00398818-0.00789615j -0.000699288+0.000812582j -0.00561883-0.000792751j 0.0034368+0.003217j 0.0032333+0.00441887j -0.00299013+0.0025334j 0.00548863+0.000814151j -0.000636689-0.000949058j -0.0045363+0.000749862j -0.00515442+0.00657758j -0.000879297+0.00350944j 0.00568532+0.00010581j 0.00054189+0.00371259j 0.000653751-0.00938748j 0.00178085-0.00433012j 0.00128428-0.00404913j 0.000498063-0.00123379j -0.000199194-0.00113857j 0.00297381-0.0020187j 0.00527014-0.00384015j 0.00212318+0.000255078j -0.000818705+0.000208752j -0.00140673-0.00311718j -0.0013668-0.00574238j 0.00362718+0.00128743j -0.00162196-0.00346474j 0.000763959+0.000438349j -0.00325843-0.00166144j 0.000806838+0.0042156j -0.00423321-0.00115085j -0.00356644+0.000268923j 0.00167404+0.00117616j 0.000992512-0.000590831j -0.000855001+0.00448518j -0.00158492-0.000234101j -0.00133516+0.00153781j -0.00269462+0.00314176j -0.00383854+0.000823178j 0.00391409-0.000617239j -0.00319868+0.00296811j 0.0025248+0.0014196j 0.00112299-0.00368525j -0.000525041+0.00295705j 0.000487935-0.000298727j 0.00285483+0.00139129j 0.00402573+0.000919787j -0.000622112-0.00086026j -0.00312231-0.00181183j 0.00189682+0.00096685j -0.00117666-3.80519e-06j -0.00218791-0.00122252j 0.00402133+0.00676105j 0.000359052+0.00225195j 0.00308035-0.000917466j -4.01422e-05+0.00408907j -0.00078429+0.0028938j 0.0014911-0.00210973j -0.000485135-0.00168637j 
-0.00178151+0.000362364j -0.0014146-0.00208232j -0.00444177-0.00239329j 0.00506724-0.00452066j -0.00306876-0.00497267j -0.00472387+0.00143819j -0.00519974-0.000992148j -0.0023278-0.00458424j 0.000257051+0.00296344j 0.00142466-0.00613218j 0.00316824+0.00323699j 0.000761139+0.00322382j -0.00560261-0.000983862j -0.00152281-0.000200384j -0.00191202-3.50648e-05j -0.00264173+0.00167127j 0.00212621+0.00359887j 0.00261661+0.00432511j 1.73578e-05+0.00296305j 0.000305707-0.00285504j -0.0009899-0.00466785j -0.00828982+0.00367575j 0.000756792+0.00399524j 0.00099785+0.00367653j -0.00440052+0.00202608j 0.00213288+0.00102438j 0.000981133-0.000745424j 0.00225572-0.00186957j 0.000602016+0.000709376j 5.74412e-05-0.00087638j -0.00226902+0.0012289j 0.00284752-0.00177917j -0.00302538+0.00145149j -6.96375e-06-0.00138643j -0.00196139+0.00244217j 0.000338907-0.000982351j 0.00274198+0.000158572j 0.00144618-0.000207022j -0.00153118-0.00138324j 0.00141031-0.000874676j -4.32117e-05+0.000847811j -0.00081677-0.00205884j -0.00325881-0.000386123j 0.00299993+0.00172038j 0.000580219+0.00255j -0.000735142-7.80666e-07j 0.00044069-0.00274585j 0.00177866+0.000304669j 0.00305653+0.000535627j 0.00225119-0.000740501j -0.00054924-0.000954379j -0.00186584-0.000914262j -0.00022887+0.00350394j 0.000537764-0.00162689j 0.000891255+0.000194142j 0.00414937-0.000355355j 0.00106339-0.000493306j 0.000722798+0.00315655j 0.00179465+0.00176253j -0.0026558+0.00127243j -0.000252315-0.00231862j -0.00174905-0.0016251j 0.00129619-0.00215114j 0.00291867-0.00319394j 0.00138072+0.00134743j -0.000159544-0.00179415j 0.000233292+0.00184514j 0.000871567-0.00113445j -2.937e-05+0.00216159j 0.00244023-0.000144003j 
0.00229458-9.69345e-05j -0.00185488+0.00221806j -0.00715597+0.000133491j 0.00231548-0.00185237j -0.00526802+0.000131453j -0.0017406-0.00203741j 0.00580599+0.000967969j -0.00670435+0.00289423j 0.00776918-0.000212613j -0.000936336+0.00316876j -0.00158456+0.00290482j -0.00213101+0.00101266j -0.000922664+0.00190922j -0.0029296+0.0037275j 0.00410783-0.00287294j 0.00207435+0.00259964j 0.00542039-0.000860737j -0.00155195+0.00216373j -0.0028357+0.00200863j 0.00201566+0.000896709j 0.00136072-0.0013793j 0.00109579+0.00012689j 0.00025656-0.000848149j -0.000974575+0.00172039j -0.00067386-0.00587981j 0.00154326-0.000804452j -0.00127427-0.00030375j -0.000127275-0.00251426j 0.00274028-0.00144783j 0.00107501+0.00191242j 0.0054406+0.00268299j 0.00262655-0.00108155j -0.000405696-0.00419619j 0.00140412-0.000474646j 0.00238144+0.00128852j -0.000162247-0.00155766j -0.00133247-0.00152051j -0.000234234-0.000468799j -0.00118848+0.00112057j -0.00207623+0.000285391j -0.00197062+0.000845449j 0.000307685-0.000590596j 0.000670424-0.00194827j -0.00198801+0.000240521j 0.00396131-0.002631j 0.000227968+0.00164837j -0.00631934+0.00253831j -0.00107404-2.27149e-06j -0.00244121+0.000173209j -0.000564595-0.00152083j -0.000358949+0.00347522j 0.000828338+0.00169051j -0.00329522-0.000239981j -0.000711194-0.000840911j 0.000193765+0.00159923j -0.0001687+0.00249058j -0.00250415+0.000415208j -0.00266302-0.000979805j 0.0020352+0.00469077j 0.000503904-0.00121507j 0.000989158+0.00176285j 0.000107716+0.00251398j 0.000535673+0.00285709j 0.00298442-0.00198593j -0.00101356-6.66173e-05j 0.00160056+0.00123945j 0.00400372-0.00194683j 0.00249278+0.00250769j 0.00169511-0.00108232j -0.00097457-0.00172838j 
0.00132217-0.00136738j 0.00323274-0.000252881j 0.00294008-0.00701447j 0.005378-0.000226781j 0.00125146-0.00444778j 0.000321058+0.00145272j 0.000147268+0.00703181j 0.000263868-0.00592321j 0.00310438+0.00304059j 0.0046129+0.00183912j 0.0017885-0.00339872j -0.00204954-0.00211945j 0.00313564-0.000257243j 0.000984916+0.00369269j -0.00254347-0.000501258j 0.00397718-0.000362924j 0.000226811-0.00358724j -0.000146715-0.000394937j 0.00397482-0.000491529j 0.00313595-0.000612085j -0.000684238-0.000163909j 0.000494748+0.00290041j -0.00143437+0.00147678j 0.0011185-0.00118613j -0.0016294-0.00047746j 0.000192611-0.00262304j -0.000842512-0.00209809j -0.00284608-0.000277111j 0.000919598-0.00464853j 0.000428149-0.00306155j 0.0024741-0.00446078j 0.00188874-0.000369971j -0.00303727-0.00101987j -0.00219541-7.76562e-05j 0.00195138-0.000202627j -0.00159435-0.00241943j -0.000981011+0.000647276j -0.00275168+0.000431311j 0.000881328-0.00287936j -0.000564714+0.0027437j 0.00152753+0.00189042j 0.000529788+0.00116217j 0.00041291+0.00147259j -0.000560415+0.00192573j -0.000208859+0.000528865j -0.000152261-9.0217e-06j -0.0028847-0.00221112j -0.000194157+2.83135e-05j -0.00194955-0.00137806j -0.00154009-0.000886074j 0.00313158+0.000565182j -0.00328024+0.000555681j 0.00192794+9.31164e-06j 0.000640964+0.00104496j -0.0012962-1.94482e-05j -0.00140658-0.000864344j -0.00111582-0.000812735j 0.0026232+4.85903e-05j -0.00465095+0.00153981j 0.000731437-0.00144062j -0.00291703+0.000459246j -0.00175477-0.00146866j -0.00111363-0.0010633j 0.00185567+0.00475695j -0.00114986+0.00171224j 0.000576235+0.00238899j -0.00203682+0.00185786j 0.000326577+0.000625279j -0.00227069-0.00204282j -0.00109656+0.00147288j 
-0.00159755-0.000901675j 0.0030367-0.002032j 0.00463392+0.00230895j -0.000267223+0.00662544j 0.00569584-0.00123004j 0.00489864+0.00291836j -0.00391002+0.00289323j 0.00358989+0.00154328j -0.00419753+0.00368405j 0.000191833+0.0025958j -0.0013115-0.00450253j 0.000962895-0.00537201j 0.00117754+0.0024333j 0.00429601+0.000516027j 0.000639332+0.00409795j -0.000975919-0.00367806j -0.00358937-0.00109883j 0.000407879-0.00389472j 0.000669336-0.00209891j -4.17775e-05-0.000191695j 0.00197097+0.00171601j 0.00410404-0.00158817j -0.00079238+0.000498522j -0.0028571-0.00462066j 0.000876581+0.0012635j -0.00101635+0.00110573j -0.00103825-0.00102171j -0.00290547+0.00341589j -0.000919863+0.000136929j 0.000163061-0.00185623j -0.00173062-0.00263762j -0.00179086+0.00253141j -0.000418129+0.00146907j -0.00172063+0.000391558j 0.000898242+5.69983e-05j -0.00197019+0.000743224j -0.00210397+0.00126068j -0.00139528+0.00226268j 0.000669117-0.0021499j 0.00200443+0.00281272j 0.00273004-0.00149588j 0.00128863+0.00226561j 0.00226293+0.00245671j -0.00026704-0.00032772j -0.0023441+0.00159957j -0.000336721-0.00289278j 0.00152653-0.00251699j -0.000590845-0.000640443j -0.00223122-0.00211806j 0.00118945-0.000369195j 0.001375-8.80917e-05j -0.000191057-0.00130891j 0.0016669+2.89748e-05j 0.000631007+0.00277125j -0.000801504-0.00164737j -0.0017674-0.00146767j -0.000888618-0.000706767j 0.00143374-0.00144813j -0.00388142-0.00250446j 0.00285398+2.6294e-05j -0.00320847-0.000449859j -0.00217017-0.00282356j 0.000324882-0.000975087j -0.00442171+0.00146j -0.000323761+0.000992691j -0.00133924-0.000221438j -0.00254534-0.0030629j -8.01238e-05-0.000118802j -0.00314955+0.0012213j 0.000630395+0.00293044j 
-0.000931542+0.0022584j -0.00367299-0.000101159j -0.00375317+0.00932738j 0.00156699+0.00331419j 0.00106086+0.00402032j -0.00072097-0.00179578j -0.00295338-0.0041688j -0.00301402+0.00823514j -0.00348951+0.000360736j -0.00521002+0.00135305j 0.00013577+0.00328233j 0.00323268-0.00145299j -0.00460966+0.00425787j -0.00162744+0.000670904j 0.00308407+0.000837388j -0.00220554-0.00143937j -0.000701935+0.00263345j 0.00127831-0.000259663j -0.00424157+0.00296642j -0.00160445-0.000494823j 0.00230193-0.00137925j -0.00161925-0.00297962j 0.00036965+0.000915266j -0.00131765-0.00107738j -0.000659176-2.17275e-05j -0.000367953+0.00359374j 0.000293292+0.00211475j -0.00027206+0.000615279j -0.000896424+0.00318357j -0.000429202+0.0015508j -0.00246418+0.00269248j -0.000473418+0.00135081j 0.000264241+0.000859061j 0.00161462-0.000297943j -0.000758608+0.00219921j 4.36581e-05+0.00196652j 3.94823e-05+0.0003021j 0.00190344+0.00134363j -0.000932775-0.000539019j 0.00165417-0.000691829j 0.000169134-0.00192946j 0.000837104-0.000223847j 0.000868132-0.000328202j 0.000629469+0.000638945j -0.000528421+0.00227531j 2.29709e-06-0.000657581j 0.0026166-0.00165653j -0.000219319+0.000257j 0.00159907+0.000207523j 0.00282708-0.00127906j -0.00248471+7.64115e-05j 0.00224814-0.000594917j -0.00251579+0.0016457j 0.00150544+6.4238e-05j 0.00144388-0.00176597j 0.00148528-0.000107857j -0.000305817-0.000707249j -0.00357492-0.000405522j 0.00220306-0.00132303j -0.00135996+0.00219574j 0.00117231+0.000419767j -0.00194731-0.000309709j 0.0036111+0.00241667j -0.000577283-0.00586446j 0.0030996-0.00160253j 6.64086e-05-0.00286205j 0.00369098-0.00521405j 0.00171595+0.00112644j 0.00248424+0.00451235j 0.00309488-0.00170183j 
-0.00105942-0.00467973j 0.00632072-0.00136257j 0.00189526-0.0045276j -0.00320837-0.00246047j -0.00429163-0.00338795j 0.00320514+0.00366633j 0.00483877+0.00453852j 0.00274091-0.00427191j 0.00361168+0.0016305j 0.00467385+0.00104788j -0.00235237-0.00357667j -0.00249193-0.00075352j 0.00470607-0.000871089j 0.00115449+0.00337395j 0.00036955-0.00113993j 0.00134365-0.00103685j -0.000676437-0.00251301j -0.00253272-0.000816681j 0.00400524-0.00187178j 0.00372614+4.57564e-05j -9.95077e-05-0.000376623j 0.00155099-0.000212744j -0.00172319-0.000931265j -0.00122376-0.00169052j 0.000126971-0.00275776j 0.00129867+9.32116e-07j -0.000619657-0.00107501j -0.000361214+0.00161998j 0.00127779-0.00207123j 0.000859779-0.00115287j 0.000896453-0.00273373j 0.00150583-3.04998e-05j -0.00245162+0.000970369j -0.000620184-0.0015798j 0.000640964+0.000147577j -0.00115661-0.000888904j -0.000156406+0.000157476j -0.00307724+0.000650535j -0.00100898+0.000324446j -0.000558338+0.00228795j 0.00071545+0.000848792j 0.00167636+0.000233302j 0.000614326+0.00082411j -0.00143877-1.34604e-05j 0.00187237-0.000657748j -0.0010084-0.00162753j -0.00454182-0.00167368j 0.00146429-0.00171867j -0.00190211-0.00339372j 0.000629407-0.000515634j 0.00221914+0.00144118j -0.00313348-0.00103375j 0.00253685-0.00162116j -0.00124372+0.00128739j -0.0022632+0.00178874j -0.00249842+9.6431e-05j -0.00312168-0.000676382j 0.00145708-0.000148146j -0.00337787+0.00395119j 0.00399487-0.00305196j -0.00423738-0.000817668j 0.000204203-0.000163651j -0.00242468-0.00141237j -0.000316461+0.00335892j -0.00456302+0.00301047j -2.42308e-05+0.00399874j -0.00442585+0.00259874j -0.000218846-0.00199235j -0.00432177-0.00418028j -0.00305329+0.00321226j 
-0.00483269+0.00037016j 0.000509677-0.00578334j 0.00249672-0.00132224j -0.00108353-0.0014356j 0.00549471-0.00679003j 0.00291243+0.00386031j -0.00312612+0.00373364j 0.0031024+0.00129676j -0.00697968+0.00429156j -0.000112525+3.02961e-05j -8.56269e-05-0.00443469j 0.00043168-0.00363131j 0.000330289+0.000905184j 0.00194249-0.00160078j -0.000242545+0.00373544j -0.00129014-0.00320523j -0.00381001+0.0013326j 0.000550254-0.00312768j 0.00225178-0.000293259j -0.00197916-0.000400672j 0.000816553+0.000817291j -0.000883917+0.000704359j -0.00157578+0.00129019j -0.00133487-0.00202871j -0.000399115+0.0044936j 0.000476219+0.00104776j 0.000894796-0.000182994j -0.000222799-0.000898559j -0.000594762+0.00150566j 0.000902165-0.0016341j -0.00253172+0.000339541j -0.00243407+0.00197626j 0.000436981+0.00091531j -0.000468032+5.24684e-05j -0.0018841+0.000426726j 0.000106059+0.00144875j 0.000746287+0.00104911j -0.000938239+0.000488291j 0.00190627-0.000733581j 0.00220917+0.00274942j 0.00125437-0.00113076j -0.00036928+0.00153338j 1.35834e-05+0.00293932j -0.000410172-0.000389933j -0.00309691+0.000962903j -0.00159896-0.00330956j 0.00368563-0.00271816j -0.000785485-0.00158233j -0.00208139-0.00179091j 0.00168501-0.000536316j 0.00226918-0.00137364j -0.0013928-0.00355609j 0.00205435+0.00213087j 0.000212521+0.00331962j 0.0018936-0.00219424j 0.00051493-0.0027527j 0.00268867+0.000901086j 0.00478449+0.00162848j -0.000880477-0.00470781j 0.00103444-0.000231656j -0.00245631-0.00176342j -0.00146257-0.00515799j -0.00186064-0.00625122j -0.00636926+0.00198206j 0.00074898+0.00211552j -0.00194442-0.00364729j -0.00514623+0.00154568j -0.00264888-0.00264426j -0.00418936+0.00269112j 0.00221553+0.0035233j 
