-0.0420682+0.198947j 0.147794-0.0358148j 0.0186419-0.114745j -0.0300581-0.0962274j 0.0157815+0.0384217j 0.00981847-0.024016j -0.00870805+0.115834j -0.0289405-0.0550761j 0.0184597-0.0396581j 0.0933574+0.121321j -0.168992+0.0299647j 0.120031+0.204182j -0.0504966-0.00889299j -0.203681+0.134712j 0.0780226+0.0108019j 0.0482205+0.0362178j -0.0355254-0.0748478j 0.0444345+0.0775084j 0.0102359+0.0554835j 0.0230787-0.0376104j 0.0363493-0.0195833j -0.0558905+0.0733156j -0.0296699-0.0400935j 0.0145081+0.0275145j 0.0961696-0.0202393j 0.212117+0.0720235j 0.0201723+0.1162j -0.023431+0.103175j -0.219234+0.0675689j 0.030845-0.112078j 0.0698947+0.0871666j 0.0895893+0.0849358j 0.0632173+0.00620951j -0.0367392-0.00644295j -0.0464399-0.0193513j 0.0155043+0.0122963j -0.0385483+0.0829154j 0.0106995-0.056932j -0.0398908+0.0459424j 0.0234665+0.0113332j -0.0816684-0.0618599j 0.101582+0.0662688j 0.0216265+0.0608543j 0.04333+0.00467699j 0.114772-0.0127152j 0.0282977+0.11597j 0.0597339+0.0655285j -0.126213+0.106876j 0.0350628-0.164337j 0.0292555-0.0746884j -0.0348683-0.0208936j -0.043797-0.0517316j -0.0209361-0.016501j 0.0441667-0.0112726j -0.00165447-0.0236487j 0.00380226+0.0366604j 0.00105087-0.0116476j -0.0153688-0.0142997j 0.000120082-0.0102224j 0.0225716-0.0184355j -0.00290821+0.027425j 0.0208447-0.0138201j 0.00958233+0.0066836j 0.0298263+0.0111245j 0.0765622-0.0120893j 0.00240133-0.00647703j 0.00703323-0.00967923j -0.0159553-0.00305269j 0.00759276-0.0116693j -0.0284345-0.00485114j -0.0444174+0.0114598j 0.0154804+0.0151354j -0.0145398-0.00576723j 0.00969801-0.0333894j -0.0122068+0.00182927j 0.0362575-0.0252587j -0.00860655-0.0286349j 0.0260772+0.0349713j 0.0105228+0.00716741j 0.00148414+0.00385823j 0.0018267+0.0080996j -0.0016635-0.0054586j -0.00830224+0.000617783j -0.00144484+0.00746864j -0.0105585-0.00117351j -0.00299014+0.00229146j -0.00329577-0.00545946j 0.00390286-0.000598206j -0.00296579+0.00140131j 0.0168302-0.011413j -0.0143148+0.00501202j 0.0141344-0.0211656j -0.0208838-0.0153343j 0.00498457+0.00503165j -0.0116745+0.00511432j 
-0.00361477-0.000447847j -0.00121753-0.00297725j -0.00277055-0.00440078j -0.00505435-1.33923e-06j -0.00318203+0.00102065j -0.00426542+0.00057443j -0.00594379-0.00576497j -0.00132607-0.00634055j -0.000734767+0.000114398j 0.00233256-0.00090964j 0.00340719-0.000628626j 0.001986+0.000661412j -0.00120653-0.00154554j -0.0055023-8.29628e-05j 0.00195358-0.00259094j 0.00265603+0.00396487j 0.00450768+0.00031071j 0.00472172-0.0030791j -0.00466989+0.000459071j -0.00169035-0.00276015j -0.00998555-0.00172899j -0.00396794-0.00073384j -0.000656414+0.00517043j 0.00077217+0.00335149j 0.00294762+0.00140983j 0.00735521+0.000522151j -0.000172197-0.000735185j 0.00155389+0.0022872j -0.000533627-0.000712999j 0.000936424-0.00554272j 0.00155665-0.00250865j 0.00160088-0.000159809j 0.000624126+0.00231159j -0.000598749+0.00470249j 0.00580365-0.00122949j -0.004881-0.00228223j -0.000820358-0.00153703j -0.005277-0.00064052j 0.00468414-0.00786927j -0.000403009-0.00236301j 0.00647646+0.00605042j -0.00478294+0.000541627j 0.00359196-0.0027496j 0.00569128+0.000219315j 0.00403781-0.00533933j -0.00573702-0.000609597j 0.00135389-0.00272611j 0.00103576-0.00387457j 0.000502752+0.00514991j -0.00240776+0.00222143j -0.00593578-0.000640951j 0.00711456+0.00348469j 0.00121534-0.00340148j -0.000943895-0.00153239j -0.00960409+0.00576719j -2.62026e-05+0.00293318j -0.00170152+0.000425209j -0.00352949+0.000433271j -0.00244757+0.00414142j 0.00285822+0.00196971j -0.00520652-0.00182107j 0.00136031-0.00602742j -0.000245308-0.00383048j -0.00416594-0.000829104j -0.00131673-0.00148803j -0.000980423+0.00151719j -0.000176911-0.00676505j 0.00265032-0.00232564j -0.00130475+0.00568282j -0.000308157-0.00116632j -0.00538717+0.000150346j 0.00285352+0.00114274j 0.000380316-0.000201668j -0.000791336+0.000727695j 0.00752989-0.00121958j -0.00766241+0.00408768j -0.00235032-0.00564733j -0.00277644+0.000825j 0.00387308+0.00101572j -0.00228872+0.00416621j 0.00446695+0.00632925j 0.00178612+0.0063618j 0.000298796+0.00326083j -0.00403987+0.000486809j 0.00281161-0.000962528j -0.0034312+0.000125884j 0.000727915-0.0121917j 0.0044516-0.00444436j -0.00570762+0.00539209j 0.00212097-0.00393962j 0.00408925-0.00374528j 0.00607657+0.0026538j 0.00102522+0.000521016j 0.00166395+0.0093089j -0.00320737-0.00428681j 
-2.6436e-05+0.00190796j -0.00225065-0.00153984j 0.00224143+0.00179247j -0.00874994-0.00163781j -0.0032249-0.00394053j -0.00496632+0.00414648j -0.00721738+0.00167866j -0.0030956+0.00365036j -0.00457427-0.00070745j 4.06091e-05+0.00480224j -0.00412656-0.000977542j -0.00449342-0.00869426j -0.00754507+0.00316236j -0.00528387-0.000733305j 0.00528556+0.00339801j 3.14635e-05+0.00163214j -0.0019464-0.00803461j 0.00629304-0.00145228j -0.00543741-0.00164097j -0.0110789-0.00042062j -0.00183881-0.00234456j -0.00530262+0.00134386j -0.00347341+0.00483897j 0.00798887+0.00358908j 0.00327098-0.00404145j 0.00665408+0.00343191j -0.000585062-0.00401532j 0.0059371-0.00483828j -0.00559038-0.000300773j 0.000466835+0.000490757j 0.00407232-0.00221478j 0.000636591-0.000389807j 0.00101928+0.00560243j 0.000375349+0.00244979j 0.00183921-0.00292699j 0.00128169-0.00726352j -0.00656801-0.000494088j -0.00470851-0.000657919j 0.00834258-0.00395648j -0.00120173-0.0131009j 0.00595213+0.0050697j 1.89876e-05+0.00375447j 0.00144014-0.00435665j 0.0010358+0.00248089j 0.00419989-0.00470646j 0.000430256+0.000601217j 0.000964962+0.000238692j 0.00178525-0.00506634j -0.000306556+0.00509024j 0.00145042-0.00300893j -0.00230985-0.00209478j 0.00106071+0.00126483j -0.000300548+0.000161232j -0.000731104-0.00179488j 0.00527369+0.00321369j 0.00393639-0.0012473j -0.00204467+0.00548586j -0.00180915-0.00187559j 0.0019916-0.00584419j -0.00283454-0.000812208j 0.000207159+0.00136956j 0.00468586+0.00431675j 0.000715929-0.00614287j -7.7173e-05-0.000988576j -0.00252614+0.00413858j 0.000236387-0.000614677j 0.00205008-0.00586947j -0.00206097+0.00133995j -0.00140985-0.00567584j -0.00100762+0.00592811j -0.00206813-0.00106975j -0.00409808-0.000575108j 0.00287227-0.00134123j -0.00109193+0.00322573j 0.00228752-0.00234242j -0.00245019+0.00440043j -0.00161724+0.00298804j -0.00226568-0.00292656j 0.0050119+0.00150109j -0.00126724-0.00870624j 0.00559441+0.00696306j -0.00908916+0.00714819j 0.000312557-0.00100429j -0.0119505+0.000443382j 0.00485972+0.00139836j 0.00724007-0.00112091j -0.00797557-0.0090392j 0.00284361-0.00853541j -0.00785483-0.000184837j -0.000978325+0.00405349j 0.00149326+0.00163769j 0.00408152-0.00234669j 0.00084304+0.00215408j -0.000974875+0.00783381j -0.000815759-0.00340911j 
-0.000292504+0.00749987j 0.00100817+0.00732127j 0.00241024+0.00189888j 0.00307019+0.00367135j 6.67237e-05+0.00846687j -0.000348256-0.00783187j 0.00563395-0.00276173j -0.00258672-0.000603949j 0.00320362-0.00849723j -0.00168617+0.0031946j -0.00185859+0.00429671j -0.00977814+0.00136607j -0.00802281+0.00073642j 0.00360285+0.0146535j 0.00363792-0.000637511j 0.000477143-0.00730609j 0.00437065-0.000593745j -0.00208505-0.00623312j 0.00793652+0.000884393j 0.00187695+0.000659747j 0.000199814-0.00397333j 0.00983247-0.00842239j 0.00794588+0.00626981j 0.000645405-0.000907152j 0.00494913+0.00687731j -0.00107224+0.0115067j -0.00405121+0.0062023j 0.0107725+0.00262746j -0.00115118-0.00345881j -0.00265985-0.00599267j 0.00167442-0.00337552j 0.000680669+0.00294802j -0.0047315-0.00392604j 0.00280813+0.000115103j 0.000929248-0.00210893j 0.00295171+0.0033526j 0.00423751-0.00271102j 0.0070926+0.00111543j 0.000929757-0.00530574j -0.00148841-0.00106457j -0.00279938+0.00370249j -0.000991009-0.00367675j 5.16878e-06+0.00265412j 0.00171075+0.00102499j -0.00227503+0.0042563j 0.00413444-0.00248696j 0.00421862-0.00311541j -0.000297949+0.00228367j -0.00190358+0.00139531j -0.00114077-0.000560574j 0.00378948-0.00216726j 0.00266718+0.000697119j 0.000152544+0.000441242j -0.00155902+1.06581e-06j 0.00661557+0.00775425j -0.00318412+0.000856543j 0.000436147-0.00902726j 0.00345737-0.00131184j -0.0030578+0.00413775j -0.00461312-0.00840176j -0.00474696-0.000733225j -0.00512074+0.00589784j -0.0010788+0.00123143j 0.00179622+0.00329207j 0.00120924+0.00423472j -0.00323363+0.00671003j -0.000335114-0.00857163j 0.00771942-0.000330376j 0.00216032+0.00695681j -0.00162169-0.00214507j 0.00476972+0.00749606j -0.00261392+0.0056364j 0.00809913-0.00468118j -0.00352151+0.0011905j 5.94547e-05-0.000313778j -0.00322093-0.00122637j -0.000495883+0.00155844j -0.00199403-0.00118944j 0.0012769-0.00224346j 0.00174828-0.0020411j -0.000220003-0.00482828j -0.00185617+0.00154936j -0.0016488-0.00119976j -0.0012528+0.00101419j -0.00149139+0.000861045j -0.000902329+0.00230232j -0.00114002-0.000906656j -0.00197823+0.00099291j -0.000273202-0.00301188j -0.000502716+0.000780875j 0.00228579+0.00252255j 0.000933786+0.000901712j 0.00028706+0.000282633j -0.00108102+0.00100286j 0.000845871-0.000275345j 
-0.00150244-0.000866632j 0.00194869-0.00425325j -0.00367323-0.00376735j 0.00770701+0.00312352j -0.00427844-9.34344e-05j -0.00430771+0.00153592j 0.00579392-0.00294616j 0.00524841-0.00624909j 0.00489758+0.00364414j 0.00513086+0.000353716j 0.00259957-0.00173651j 0.000318554+0.0011987j -0.00460415+0.00180762j 0.00193467-0.00227735j -0.00386666-0.00580723j -0.000725693+0.0017274j -0.00748334-0.00359791j -0.00532737+0.00814017j -0.00106299+0.00495938j 0.00826067-0.00515576j -0.00422175+0.000199534j -0.00102518+0.004777j -0.011809-0.00440696j -0.00163393+0.000570523j -0.00154658+0.00571227j -0.000130101-0.00329374j -0.00577427-0.0049284j 0.00243287-0.00328611j 0.00178691-0.00177455j 0.00150717+0.0015228j -0.00234579-0.0027194j 0.00115559+0.00103331j 0.00560818-0.00159527j -0.00139608+0.00173394j 0.000874806-0.0026354j 0.00618301-0.00661684j 0.0069401-0.000935588j 0.0045794-0.00255123j -0.00722718+0.00468344j 0.000740252-0.00140049j -0.00654935-0.00376694j -0.00143022+0.00213168j -0.00886424-0.00361588j -0.00378188+0.000555835j 0.00152504-0.00221053j -0.00282556-0.00234162j -0.00324383-0.000925991j 0.00143146+0.00514644j -0.002408-0.00322223j 4.09077e-05+0.000872152j -0.000158338-0.00297433j -0.000380139+0.00227942j -0.00163832-0.000268354j -0.00282513+0.000812036j 0.00705195+0.0183774j -0.00512374+0.000283768j 0.00607518-0.00805243j 0.000975368-0.00505387j -0.0075867+0.000659852j -8.5336e-05-0.00675738j -0.00505238-0.00013971j -0.0239155+0.0106951j 0.00384488+0.00185928j 0.00165571+0.00136843j 0.0138759+0.0070792j 0.000231963+0.00542019j -0.0087446-0.0091431j 0.00838485+0.00622002j 0.00805154+0.00626231j -0.00393129+0.00321584j 0.00515862+0.0110342j -0.000261839+0.00771861j 0.00588421-0.0137764j -0.00692663+0.00398979j 0.000501125-0.00144386j -0.000169659+0.00150346j -0.000746966+0.00415835j -0.000520903+0.000701495j -0.0021948+0.000822621j -0.00397206+0.000607595j 0.00555649-0.00040465j 0.00183693+0.000806105j -0.000152456-0.000223814j -0.00383944+9.8667e-05j 0.00104754+0.00114202j 0.00231991-0.00158267j 0.00219602-0.00295323j 0.00746786-0.000318477j -0.00330326-0.00163337j -0.00040385-0.000832973j -0.00190116-0.00133826j -0.00105554-0.000289256j -0.000117073+0.00178941j -0.000507354+0.00121661j 0.000258365+0.00142812j 
-0.0026418+0.000313734j 0.00736113-0.00127649j -0.00581672-0.00439086j -0.000143141+0.00760136j 0.00311323+0.007914j 0.00643648-0.00640176j 0.00135518-0.0053365j 0.00222007-0.00803039j 0.0109082+0.00306337j 0.00531223+0.00244962j 0.00739133-0.0013987j -0.000665511+0.000663064j 0.00112349+0.00278755j 0.00368363+0.00417335j 0.00768564+0.0019998j 0.00061782-0.00204108j -0.00240172+0.00153243j -0.00300605+0.00543919j -0.00215337-0.000763392j -0.00250267-0.00123848j -0.00244723+0.00237416j 0.000379316+0.00678675j -0.00019341-0.00521907j 1.71835e-05-0.00408752j 0.00868498+0.00137142j -0.00524769+0.00435332j 0.00370457-0.00116477j 0.0014995+0.00237802j 0.00390801+0.00206815j 0.00427067-0.00440471j -0.00368305+0.000275637j 0.000433593-0.00399458j -0.00285644-0.00172894j 0.00137274+0.00266663j 0.00560751-0.00505536j -0.00468829-0.00134491j 0.00339042-0.00235963j -0.00307807-0.000142072j 0.000954419+0.00296085j 0.000595958-0.00264965j 0.00048425-0.00333174j -0.00543131-0.000641296j 0.000662331-0.00246844j 0.00635163+0.00405879j 0.00190326+0.000932418j -0.00221385-0.0076928j 0.00235092-0.00231494j -0.00199348-0.00384166j -9.75854e-05+0.00205417j -0.000961405+0.000783856j 0.000924256-0.00184162j -0.00143287+0.00264963j -0.00100167-0.00120179j 0.000193756-0.00188668j 0.00407673+0.00177653j 0.0025404+6.21159e-05j -0.00035605+0.00488484j -0.00110398+0.00191016j -3.23514e-05+0.000445681j -0.00242038+0.00170774j 0.000287128+0.00527452j -0.000936994+0.0055829j -0.000230932+0.00180385j -0.00306682-0.000842899j 0.000947999-0.000307148j 0.00190321+0.000242938j 0.00204086-0.00549763j -0.000158005+0.00753036j -0.000365732+0.000442829j -0.00209961+0.00241916j -0.000142914-0.0024367j -0.00255044-0.000131891j 0.000782244+0.000607427j -1.26387e-05+0.000813967j 0.000453226-0.00264356j 0.00101605+0.000804688j 0.000652314+0.000116765j 0.000340905+0.00144853j 0.00611747+0.00175644j 0.000558114-0.000510431j 0.00134173+0.00118839j 0.00877655-0.00742568j -0.001789+0.00124949j 0.00498084+0.00089897j -0.00547967-0.00173784j 0.000620026-0.00133391j 0.00733909+0.00672283j 0.00311884+0.00454695j 0.00159906+0.000377584j -0.00141214+0.000789414j 0.00368629-0.00142001j 0.00236882-0.00143184j -0.000607797+0.000837502j -0.000801929+0.00274845j -0.000301846-0.00142639j 
-0.00387712-0.00232918j 0.00228378+9.46128e-05j 0.00270235+0.00276682j -0.00616784+0.000338183j 0.00101779+0.0106635j -0.00992858+0.00602149j 0.00291544+0.00515181j 0.0036234+0.00141104j 0.00144551+0.000651422j -0.00662604-0.00568387j 0.00419785+0.00266449j 0.00495675+0.00101208j -0.00707816+0.00109725j 0.00107922-0.00307316j 0.010847+0.00314096j 0.00788551+0.00129125j 0.00541391+0.00112646j 0.000135119+0.00146833j -0.00768423-0.00148394j 0.00716552-0.00430991j 0.00265776+0.00984351j 0.00467765-3.88179e-05j -0.0053694+0.00020315j 0.00175482+0.0037254j -0.0111001-0.00772606j -0.00226052+0.000143118j 0.00316426+0.00989546j 0.00467243+0.00366866j -0.00147141+0.000593712j -0.00629139+0.00031757j -0.00028374-0.00240158j 0.00221517+0.00178721j 0.00390611-0.00555513j -0.00864729+0.000273264j 0.0048938+0.000522475j -0.00515589-0.0101748j -0.00648538-0.00170182j 0.000224975+0.00242135j 0.00439947+0.00164295j 0.000845242+0.00129227j -0.00393588-0.00425268j -0.00111895-0.00405134j -0.014149+0.00210765j -0.00589445+0.000508813j -0.000924632-0.00201258j 0.00118672+0.00241235j 0.0046094+0.0100162j 0.00206635-0.00655311j 0.00364502+0.00135792j -0.00153082-0.000473856j -0.000134178+0.00638471j 0.00314938-0.00369066j -0.00136584-0.00258948j 0.00255634-0.000353459j -0.0196599+0.00551488j -0.00589062-0.00139449j 0.00877472+0.00242614j 0.00523928+0.00367107j -0.00928818-0.00742446j 0.0148242+0.00879223j 0.00598709+0.00322534j -0.00231523-0.0125693j -0.0022338+0.000535887j -0.00701505-0.0019314j -0.00822221+0.00379243j -0.0123761-0.0054956j 0.014335+0.00487981j 0.000544298+5.40153e-05j -0.0140894-0.00598672j -0.00144983-0.00217556j -0.0110712-0.00778031j -0.00244322-0.0121117j 0.0014023+0.00922257j 0.000156249-0.00532857j -0.000613446-0.00361616j -0.00341478+0.000818306j 0.000191839+0.000364919j -0.00042667-0.000837576j -0.00107289+0.00109419j 0.000671638-0.000505037j -0.00177167-0.000318895j -0.00137776-0.000717541j -0.00167359-0.000699045j 0.000902057-0.000615273j 0.000430287-0.000295502j -0.000347051+0.00383406j 0.000911588+0.00114336j -0.000601354+0.00197883j -0.000175917-0.000499041j 0.000962031-0.00127304j 0.000725601+0.000846483j -0.000143262+0.000425024j -0.00027144-8.67972e-05j 0.000899468-0.00113111j 0.00015936+0.000452479j 
0.00146976+0.000310049j 0.00129219-0.00230311j 0.00220382+0.0101883j 0.0169321-0.0086379j -0.0048652-0.00240911j -0.00510958+0.0024272j 0.0186002+0.00519374j 0.0021963+0.013412j 0.00295203+0.00405394j -0.000815439+0.00122184j -0.00330722-0.000566021j -0.00163141+0.00169703j -0.0046855+0.00256269j -0.0046284+0.000555237j 0.00296767-0.000571773j -0.00117817-0.00335058j 0.0040122+0.00931295j 0.000694438+0.00490824j -0.0011181-0.00238974j -0.00574172-0.000941069j -0.00512252+0.00584851j 0.00196409+0.00317256j 0.000939381-0.0077924j 0.00346697-0.00679396j 0.00154659+0.00317889j 0.00434115+0.00241167j -9.50127e-05-0.000445015j 0.00146005+0.00531438j -0.000318683+0.000211637j 0.0017547-0.00353776j 0.00142126-0.00236608j 0.00245189-0.00318266j -0.00826045-0.00133429j 0.00764641+0.000613754j 0.00142025-0.00370322j 0.0041532-0.00287599j 0.00947839-0.00411692j -0.00162309-0.000337791j -0.00779469+0.00662008j 0.00137632+0.00281983j -0.00465945-0.00544543j -0.00640016-0.00109083j -0.00600803-0.00582917j 0.00253243+0.000165956j -0.00410924-0.000177496j 0.000916303-0.00551526j 0.0111587-0.00157964j -0.00460699-0.00219207j -0.000458075+0.00306566j 2.68226e-05+0.00139468j 0.00566354+5.42447e-05j -0.00133379+0.00144511j -0.000501876-0.000575317j 8.67421e-05+0.000566536j 0.00950907+0.00150735j -0.000474549-0.00227308j 0.00215868+0.00262362j -0.00171668+0.00307666j -0.0078128-0.0097954j -0.0023659+0.00218507j 0.00100714+0.00350556j -0.00133368+0.00136449j -0.000818314+0.00920139j 0.0013647-0.00126927j -0.00158353-0.00172314j -0.000966063+0.00216515j -3.48396e-05+0.00143791j -0.00216339+0.00731541j 0.00501031-0.0124438j -0.00356141+0.00084497j 0.000335939-0.00165277j -0.00396742+0.00055573j 0.0045431-0.00328532j -0.00184719+0.00211545j -0.00324147+0.000183373j 0.00424957-0.000983933j 0.000780814-0.00201225j 0.000215059+0.00153098j 0.0046984+0.00100425j 0.00459052+0.00665255j -0.00606968-0.00545554j 0.00346335-0.022325j -0.00158006-0.00892537j 0.00960323+0.00276114j -0.00444152+0.00253906j -0.00463763+9.59749e-05j 0.00349807+0.0203984j -0.00492632+0.0100413j 0.00506921+0.002707j 0.000381112-0.00272518j 0.00453152-0.00154992j 0.00103764+0.00145387j 0.000253244+0.000626593j 0.000223987+0.00219437j -0.000623422-0.00139318j 
-0.00122102-0.00276999j 0.00417879-0.000744688j -0.00421161+0.00209417j 0.00831389-0.00725904j 0.00125935+0.00512439j 0.00116118-0.0026915j 0.00841162-0.00692121j -0.000301679-0.00113936j 0.00723733-0.00116166j -0.00118894-0.00524155j -0.000514756+0.000953626j -0.00120443+0.000594499j 0.00179023-0.000296082j 0.00361041+0.00140247j 0.00290915+0.000285659j -0.00212049-0.00385361j -0.00366441+0.00558202j 0.000375369+0.00269842j 0.00319568-0.00530359j -0.00178174-0.000167826j 0.000182875+0.00639755j -0.00674988+0.003017j -0.00221-0.000703601j -0.00115312-0.0123874j 0.00452695-0.00147272j -0.00283467+0.00311505j -0.00619438+0.00146821j 0.00322486+0.00632316j -0.00359074-0.000310652j -2.16309e-05+0.00152034j 9.97718e-05+0.0053796j -0.0049821+0.0037732j 0.00538001+0.0020584j -0.00353438+0.00357547j -0.00695738+0.00276554j 6.2809e-05-0.00258833j -0.00759649+0.00131811j 0.00219608-0.00843122j 0.0019188-0.0101717j -0.00359222-0.00467172j 0.000124079+0.0045635j 0.00715063+0.00146777j 0.00510432+0.000707834j -0.00682021-0.00518991j -0.00255596-0.00871035j 0.00059556+0.00426859j 0.0010263+0.000633028j -0.00190869+0.000186728j 0.00137648-0.00211578j -0.000604974-0.00338376j 0.00113204-0.00216645j 0.00138892-0.000691385j -0.00197444-0.00215532j -0.00189207-0.00171786j -0.00491709+0.00624863j 0.00217069-0.0012229j 0.00418847+0.00341198j 0.00101402-0.00205714j -0.00155362-0.00625006j 0.0040518-0.00567368j 0.00196554-0.0047671j 0.000969698-0.00770576j 0.000413754-0.00463763j 0.00310142+0.00364667j -0.00237181+0.00871886j -0.00783812-0.000246193j 0.00629183-0.00502271j -0.00317499+0.000214566j -0.00991081+7.95474e-05j 0.001494+0.0056023j -0.00871853+0.00402228j -0.00839113-0.00428857j 0.00623674+0.000320225j -0.00392556-0.00142946j -0.00236341+0.00105679j -0.00268769+0.00434698j -0.00232779+0.00477898j -0.00476256-0.00463509j 0.00231784+0.000963924j -0.00554744-0.00608113j 0.00321769+0.00305448j -0.00979055+0.00820811j 0.00267592+0.00112405j -0.0101104-0.000702102j 0.00654804+0.00215843j 0.00501584+0.000482029j -0.00497291-0.00949266j -0.00275119-0.00970499j -0.00712906+0.000345801j -0.00115066+0.00159642j -0.00163748+0.00449134j 0.000887762-0.000772239j 0.00037162+0.002064j -5.32865e-05+0.0048226j -0.000279236-0.00113047j 
0.00318812+0.00086562j -0.00432202-0.00479261j -0.00192763+0.00300769j 0.0143312-0.00822762j -0.00476822-0.00233055j 0.0009988-0.00113077j 0.000283021-0.00295916j -0.00496091+0.00332619j 0.00288802+0.000443332j 0.00635694-0.000175387j -0.000212968-0.00268961j -4.95529e-05+0.00239927j 0.00267562-0.00356725j 0.00083844+0.00135644j -0.0103284-0.00104979j -0.00552373+0.00035597j -0.0011264+0.00184458j -0.00438758-0.0010787j 0.00389773+0.00431359j -0.00394492-0.00231203j -0.0048786+0.00692516j 0.00127462+0.00209432j 0.0026181-0.00640619j -0.00507126+0.000317552j 0.0107111-0.00178873j 0.00638964-0.000380626j 0.000970899-0.00429031j 0.000325655+0.00472874j 0.00503499-0.00138009j 0.00206181-0.00730596j -0.000596571-0.00466351j -0.00391898-0.00312446j 0.00803984-0.00127649j -0.00541645+0.00143096j 0.004553+0.00100913j 0.00343069+0.00105067j -0.00396552+0.00467537j -0.00507656+0.00545197j 0.00846496-0.00234548j -0.00267188-0.00614609j 0.0105817-0.00120021j 0.00144777-0.00182536j -0.00288668+0.00385171j -0.000981152+0.00258853j 0.00362519+0.00129198j 0.000862789-0.000833836j -0.000715623+0.00497223j 0.00130736-0.00643041j -0.000503152+0.00101708j 0.00111522+0.000474432j -0.00168285+0.00893915j 0.00303806-0.00231136j 0.000343154+0.00220632j 0.00163481+0.000295933j -0.0228943+0.0103361j -0.00210735-0.000335461j 0.0085092-0.00189968j 0.00747696+0.0037863j -0.00185746+0.00320363j 0.00983545-0.00260747j 0.00560309-0.000972606j -0.00534208-0.0176893j -0.00425523-0.00567807j -0.00724551-0.00181016j -0.00108228+0.0136928j -0.00545422-0.00149641j 0.00991725-0.0044803j -0.0012413+0.00055538j -0.0125073+0.0127501j -0.000661807-0.00195683j -0.0116741+0.00291602j -0.00779917-0.0066191j 0.00350715+0.0091438j -0.000580268-0.00296935j 0.00187085-0.00710078j -0.00254581+0.00343108j -0.00059694+0.00390308j 0.00136988-0.00130978j -0.00312109+0.00323959j 0.00113242-0.00206536j 0.0014439-0.00303329j -0.0050281+0.0139842j -0.00135227+0.00288841j -0.00828147-0.00124309j 0.00389133-0.00255904j 0.00668874+0.00369743j -0.00864244-0.0220991j 0.00227723-0.00852269j -0.00108079-0.00491784j -0.00106462+0.00378562j -0.00171242+0.00391238j 0.000116602-0.00143822j -0.00050898-0.00155125j -0.000458936-0.00809899j 0.000393452+0.0029169j 
-0.00440053+0.00245473j -0.000474084-0.00242109j 0.00090208-0.00108032j -0.00088814+0.000961715j 0.00414664-0.00122453j -0.000864103+0.00157965j -0.000176172-0.00128564j 0.000907381-0.00096006j 0.0010794+0.000250189j -0.0023462-0.000294225j 0.004719-0.0014133j 0.00343954+0.000430058j 0.00185196+0.000987777j -0.00217487-0.00134662j 0.00517083-0.00457838j 0.00247112+0.00243771j 0.00781714+0.002607j 0.00222574+0.00204825j -0.00181274-0.00224914j 0.00330321-0.00829794j 6.20361e-05-0.00358531j -0.000274141+0.00128713j -0.00127476+0.00293054j 0.00713968-0.00169861j -0.00386796-0.00233971j -0.00113993+0.000443136j 0.00193623-0.00208458j 0.00054876-0.000238677j -0.000282808-0.00254596j -0.00317321-0.000858494j -0.00416691-0.00125851j 0.00199528-0.00135694j -0.00883558-0.00343104j 0.00310183+0.00349205j -0.00101522-0.00242447j -0.00330382+0.00169821j 0.00814285-0.00795074j 0.00218071-0.00484025j -0.00949394+0.00788401j 0.00149568+0.00465413j -0.00320137-0.00684989j -0.00904421-0.0023059j 0.00278371-0.00258892j -8.95591e-05-0.00470867j 0.00145132-0.00800952j 0.00182588+0.00121759j -0.000154819-0.00473291j -0.00594752+0.000885168j 0.00158787-0.00154872j 0.0023126-0.00410833j 0.00229419+0.002037j -0.00149714-0.000322664j 0.00189366+0.000946458j -0.00342951+0.00109516j -0.000169068+0.000240188j 0.000468105-0.00500341j -0.00181658+0.0051j 0.0010545-0.00615197j -0.00148432+0.00522834j -0.00124851+0.00519958j 0.000791128+0.00300868j 0.00139018+0.00012083j 0.00140094+0.00960728j 0.00429149-0.00218834j 0.00554634-0.00283718j -0.00024322+0.00181506j -0.00491481+0.00681779j 0.00174316-4.10266e-05j 0.00496675+0.00055748j 0.00505038-0.00143769j 0.00406923-0.00555901j 0.00155198+0.00514241j -0.00185373-0.00101788j 8.53554e-06+0.00154337j 0.000505706-0.000381336j 0.0048713+0.00286825j -0.0042956+0.00502448j -0.00376446-0.00421353j 0.00574072+0.00284381j -0.000561091+0.00665693j -0.00681885-0.0129431j 0.00801125-0.0240689j 0.00321845-0.000179899j 0.0208153+0.00137064j -0.00422059-0.00163425j -0.00888076-0.00197701j 0.00786412+0.0103379j -0.00533009+0.00143087j 0.00172797+0.000946221j -1.04084e-05+0.000850718j 0.00405478+0.00368661j 0.0028334+0.000477541j 0.00275224+0.00141209j -0.000525569+0.00278672j -0.00231614-0.00118981j 
