-0.0104171-0.0013882j -0.0005645+0.010579j 0.00210566-0.00632636j -0.00637965-0.00226959j 0.00204024+0.00228713j 0.000797372+0.00311424j -0.00509185+0.00141263j -0.000934103+0.00307038j -0.00133105-0.00110747j 0.00168767-0.00118929j 0.00208167-3.86037e-05j -0.00126697-0.00454884j -0.00785545-0.00315891j -0.00155254+0.00819753j -0.00165822+0.00178765j 0.00143603+0.000968369j -0.00312823-0.000573695j 0.000233246-0.000113883j -0.00213523-0.00127105j 0.000177012+0.00218925j 0.00272419-0.00275595j -0.00127571-0.00113232j 0.00477196-0.00164592j 0.00190803+0.00112726j -0.00433218-0.00137969j 0.0013553-0.00214174j 0.00289795+0.00113154j 0.00289004-0.00550108j -0.000613983-0.00417249j 0.00141518+0.00334303j -0.000781649-0.000986478j -0.000110518+0.000812937j -0.00064435-0.00447374j 0.00155572+0.00169682j 0.00163971+8.30408e-05j 0.000575873-0.00517021j 0.00103699-0.000581001j 0.0051169-0.00237483j 0.00469223+0.00152896j 0.000536685+0.00261673j -0.0020322-0.00514076j -8.77578e-06-0.00192343j 0.0049112+0.000815602j 0.0027489+0.00385974j 0.000871162-0.00122001j -0.00219273-0.00324396j -5.98226e-05+0.00218535j 0.00261788-0.00251468j -0.00261098+0.000974729j 0.00537825-0.000643564j 0.00169594+0.00210094j -0.00295002+0.00421978j 0.00055939-0.000619734j -0.00107724+0.0013131j 0.00388528-0.00160126j 0.00162174+0.000932021j 0.00271116+0.00148849j 0.00227991-0.00319803j 0.00260855+0.00158177j 6.93411e-05-0.0031274j -0.00224818+0.00031143j -0.00188479-0.00271086j -0.000745173+0.00128766j -0.00122402+0.00237051j -0.00146612+0.000551985j -0.00212507+0.000966965j -0.00295864+0.000627986j -0.00264475-0.00305275j -0.0044201-0.00201706j 0.00121032+0.00243275j -0.00183802-0.00466997j -0.00268465+0.00196242j 0.0004865+0.000848317j 0.00230248+0.000793125j -0.00191393+0.00163189j -0.00611392-0.000696314j 0.00155931+0.000279154j 0.000268756-0.012806j 0.014271+0.00510056j 0.00582692-0.00946748j -0.00393469-0.00154809j -0.00354597+0.00243817j -0.00451924+0.00269892j 0.00429646+0.00570964j -0.000947292+0.0011773j -0.00561308-0.00604782j -0.000962986-0.00490218j 0.00584346-0.00912943j 0.0109699+0.00508633j -0.0050222+0.0076575j -0.0169015+0.0146513j -0.0130973-0.0185357j 
-0.000971292-0.00504359j 0.000749889+0.00210055j -0.00457589-0.00185438j 0.00124362-0.000656255j -0.000343819+0.00262784j 0.00083446+0.00435557j 0.000655339+0.00165812j 0.00102215-0.00115055j 0.00320559-0.00264827j -0.00253129-0.00267264j 0.000394035-0.00612782j 0.000575927+0.0014879j -0.00312995-0.00138871j -0.00825378+0.00747789j -0.00221879+0.00421547j 0.000129246+0.0018634j 0.000669258+0.000924897j 0.00357856+0.0084696j -0.000588871+0.007399j 0.00166481+0.00641044j -0.00250603-0.00821628j 0.00123484+0.00240741j 0.000641435+0.00461744j 0.00159481+0.00402734j -0.00653417+0.0064868j -0.00352741+0.00301895j 6.45767e-05+0.00327477j -0.00290041+0.0070667j -0.000298169+0.00743978j -0.001706+0.00405962j -0.000964271-0.000861281j 0.00374925-0.000749449j -0.0062041+0.006568j -0.0045454+0.00346656j 0.00504447+0.000255183j -0.0007408+8.87184e-05j -0.00731135+0.00433635j -0.00947987+1.44532e-05j -0.000349757+0.00265775j -0.000601444-0.000579799j -0.00411713+0.00675092j 0.00245496-0.00124633j -0.00118441-0.0011798j -0.00196655-0.00865248j -0.00241677+0.00674976j -0.00504221-0.0018595j 0.00252165-0.0027679j -0.000128656+0.00273101j 0.00108741-0.00132284j -0.00508715-0.000858131j 0.00313938-0.00200389j 0.00281186-0.000379954j 0.00267273+0.00375353j -0.00498367+0.00059035j -0.000485745+0.00190884j -0.00316319-0.000217712j 0.00112279-0.0014409j -0.00350997+0.00228895j -0.00140437-0.00176146j 0.000979756-0.00341978j 0.000896387-0.00325749j -0.000318731+0.000111599j -0.00247244+0.00511574j -0.00127481-0.00246578j -0.00576934-0.00328264j -0.0028292-0.00109029j 0.00123316-0.00119872j 0.00474574-0.00297777j 0.00190588-0.000280545j -0.00162667+0.00182551j 0.000417651-0.00214225j 0.00094944-0.00293078j -0.00247872+0.00201267j 0.00362007+0.00297772j -0.0013022-0.0032856j -0.00114716-0.00335868j 0.000781692-0.00107463j -0.00258293+0.00147119j -0.00286482+0.000519587j 0.00569794+0.000197337j 0.000400435-0.00216656j -0.00149723-0.00356848j 8.06107e-05+0.00076606j -0.000413682-0.00206267j -3.52816e-06-0.000326081j 0.00289056+0.00104442j -0.0025008-0.00107451j 0.000593976-0.00366236j -0.00118064+0.00293817j 0.000428201+0.00246395j 0.000818908+0.00301855j 0.00154524+0.000812762j 
-0.000829891+0.00231065j 0.000399115-0.00405989j 4.68477e-05-0.00260751j -0.00190393+0.00116875j -0.000724372+0.000579199j -0.00444735-0.00381966j 0.00155537+0.0049153j -0.0010577+0.00293326j 0.000555292-0.00346216j -0.000423581-0.000926554j -0.00121451-0.0029919j 0.00310398-0.00323613j -0.0058939+0.00408229j -0.00123631-0.00478071j 9.37505e-05+0.00459263j -0.00447263+0.00052483j 0.00196119-0.000620669j 0.00314714-0.00187671j 0.00806476+0.00050469j 0.0039553-0.00223846j -9.11469e-05-0.00495797j 0.000415185+0.00790338j 0.000933793-0.00424743j 0.00174778-0.00246081j 0.00267408-0.00106171j -0.0045409-0.00180408j -0.00254935-0.00369975j -0.00113615+0.00145247j 0.0041388-0.000688746j 0.00143296+0.000271009j -0.00333338-0.00658189j 0.0023538+0.00799016j -0.00178131-0.000991316j -0.00201245+0.00574968j 0.00907988+0.00137453j -0.00762955-0.00126026j -0.00407499-0.00251188j 0.000189293+0.00850702j -0.00420349-0.00755285j 0.00105452-0.00473316j -0.00191836-0.00147315j -0.00113827-0.00565476j -0.00354928-0.00321754j 0.00189115-0.00415786j 0.00167832+0.00724591j 0.000576878-0.0054164j -0.00104563+0.0010192j 0.00570885+0.00213009j 0.000108031-0.00774845j 0.00421815-0.00174308j -0.000748738-0.00322463j 0.000250931+0.00097914j 0.000199837+0.00145072j -0.00344362+0.00477857j 0.0045905+0.00120113j -0.00151309+0.00221149j 0.000803093-0.00595036j 0.000731032-0.00176561j 0.00047389-0.000122093j -0.000415512-0.000848526j 0.0020454+0.00130653j 0.00168627+0.00256707j 0.00130192-0.00531862j -0.00031931-0.00663298j 0.00162113+0.00101499j 9.68221e-05-0.00146663j -0.00100721+9.33262e-05j -0.00162022-0.00134186j 0.00108871+0.000409724j -0.00314194+0.00253731j -0.00485405-0.00487206j -0.00315774+0.00113141j 0.00301922+0.00275986j 0.0016117+0.00273221j 0.000884128+0.00537217j -0.000524289+0.00191388j -0.00173957+0.00196027j 0.00258431-0.00090846j -0.00267894-0.00305618j 0.00278471-0.000702361j -0.000374774+0.000988557j -0.00454193+0.000583537j -0.000261335-0.00288989j 0.00126996-0.00273191j 0.000789949-0.00274149j -0.000322503+0.00155578j 0.00204513+0.00111031j -0.0014903+0.00170647j 0.00052005+0.00100547j -0.00364147-0.000354067j 0.00053436-0.000587528j -0.00515985-0.00209745j 
-0.000228663+0.00238072j 0.000762581-4.60893e-05j -9.23144e-05+0.000928461j 0.00189712+0.00342049j -0.000706359+0.000652295j 0.00237767+9.54678e-05j -0.00189449-0.00305734j -0.000270344-0.000305221j -0.00256662-0.0022685j 0.0027168+0.000122671j -0.000347443+0.000755925j -0.00106068+4.15903e-05j -0.000192692+0.000565451j 0.000393515+0.00469451j -0.0011292-0.00539493j -0.00146241-0.00194809j -0.00171415+0.00428606j -0.001245-0.00823193j -0.002461-0.00570618j -0.00825552+0.000639359j -0.00783567+0.00883362j -0.00341381+0.00365872j 0.000195703+0.00671856j -0.00312504-0.00522174j 0.00462638-0.00479646j -0.00152169+0.00400628j 0.0090836+0.00399343j -0.00202303-0.0143456j -0.00311496+0.00947648j -0.00290015+0.00978008j 0.00699855-0.00550994j -0.00415393-0.00122452j -0.00432096-0.00152746j -0.00534439-0.00172831j -0.00241672+0.0069617j -0.00237798+0.0036521j -0.00159747-0.0066602j -0.00100732+0.00159685j 0.000260419+0.00288302j -0.000615848-0.00472552j -0.000969103-0.00739391j 0.00155458-0.00433485j 0.00604728+0.00155148j 0.000653958+0.00644826j -0.00405583-0.00778367j -0.00202529+0.0124709j -0.00661613-0.00179111j -0.00262874-0.00851603j 0.000140075+0.000281457j 0.000957841-0.001758j 0.00294992+0.000221984j 0.00446688+0.00181521j 0.000608773+0.00130581j 0.00331092-0.00188819j -0.00156193+0.00368374j -0.0077255+0.00460203j 0.0067582-0.00275354j 0.000921373+0.00380276j 0.00139529+0.00416253j 0.00118993-0.000218661j 0.000523506+0.00127961j -0.000466944-0.000578996j 0.000918767+0.00107774j 0.00639368-0.000485602j -0.00313669+0.000617395j -0.000228146+0.000751128j -0.0016086-0.00147825j 0.00368205+0.0023746j 0.00406925+0.00154808j -0.00231113+0.00368927j 0.00106344-0.00274492j 0.00335573-0.00176453j 0.0017953+0.00230092j 2.06487e-05+0.00230123j -0.000747723+0.00187737j -0.000990809-0.000262218j -0.000721379-0.00532038j -0.000176844+0.00298933j -0.00467888-0.000173558j 0.000379966-0.0033634j 0.000386472+0.000253958j 0.00183336+0.000696806j -0.00199449+0.00111831j -0.00142576+0.00105224j 0.000793431+0.0024219j 4.30578e-05-0.0017468j -0.00193758-0.00169759j -7.17828e-05-0.00110388j -0.000818689-0.000494077j -0.000913473+0.000744071j -0.00103719+0.00207968j -0.00143901+0.000381488j 
0.0013994+0.00235487j 0.00105378-0.00259436j 0.0013431-0.000287157j 0.00171886+0.000358455j -0.000939854+0.00042612j 0.000580756-0.00338142j -0.00323257+0.000330527j -0.00194815-0.00271954j -0.000248771-0.00124575j -0.00338301-0.003023j 0.00364027+0.000980083j 0.00326373-0.00125183j 0.000267521-0.00150494j 0.0068538+0.000811682j -0.00742962-0.000306176j -0.000434129+0.000735502j 0.000175551+0.00184362j -0.00158166+0.00193378j -0.00349514+0.00141717j 0.00304478+0.00263787j 0.00115738+0.00196977j -0.0042699-0.000424607j -0.0024376-0.00753081j -1.3632e-05-0.00442803j 0.00257862+0.0030375j -0.00705228-9.14911e-05j 0.00137046+0.000605125j 0.0060231+0.00168336j 0.00166555-0.00570807j 0.00222086+0.0035734j 0.00320456+0.00329392j -0.00446627+0.00481552j -0.00773131-0.0107407j 0.00364714+0.00311961j -0.00190705-0.00472518j -0.00826174-0.00437207j 0.00388514-0.00247832j 0.00767324+0.00536147j -0.00610349-0.0107938j 0.00249972+0.0050445j 0.00526795+0.00489581j -0.00320224-0.00713797j -0.00205996+0.000171429j 0.00877144+0.00673629j 0.00406542-0.00126692j -0.00933184-0.00823645j -0.00438389-0.00148746j -0.00541513+0.00410096j -0.0073041-0.00691982j 0.00270328+0.00170669j -0.00670988-0.0130012j -0.00815786+0.00016462j -0.00330472-0.000885412j 0.00159502+0.00335773j 0.000383982+0.00251375j 0.000109799-5.92446e-05j 0.0102696+0.000865968j -4.60988e-05-0.00307659j -0.00322269+0.00212991j 0.0011341+0.00129467j 0.00475566-2.64369e-05j -0.001257+0.00120758j 0.00580431+0.00431014j 0.00486502+0.000125926j -0.00488696-0.00466784j -0.00641278+0.00181583j 0.00507947+0.00412541j -0.00489676+0.000128866j 0.00501046+5.92253e-05j 0.00390075+0.00336123j -0.00125651-0.00158495j 0.00384709+0.00212492j -0.00863809-0.00476165j -0.00730421-0.00221301j -0.00176782+0.000223207j -0.0014649+0.00345365j -0.00181426-0.00380878j 0.00386986-0.00197146j -0.00200871-0.00172203j 0.00499011+0.00486119j -0.000483673+0.000561154j 0.00207223-0.00141578j -0.000697291+0.000757218j -0.00181149+0.00298004j 0.00226784+0.00181005j 8.23158e-05-6.98357e-05j 0.000157367+0.00275396j -0.00102618+0.00155469j -0.00092815-0.00233217j 0.00318641+0.00110142j -0.00288282+0.000400897j -0.000731755-0.00084036j 
0.00188588-0.00147126j 0.000796864-5.96589e-05j -0.00123841+0.00174167j -0.00224053-0.00565921j -0.000531111+0.00189204j 0.000363405+0.00265779j 0.00298533-0.00450103j 0.00237931+0.000837421j -0.00207079+0.00758419j -0.00157612+0.0013589j 6.91016e-05-3.92472e-05j -0.00094468+0.0020609j -0.000951854+0.00421074j 0.010957+0.00288623j -0.000501694+0.0040119j 0.0031034-0.000461883j 0.000665197-0.000474906j 0.00121368+0.00756745j 0.000445835+0.00542541j 0.0035044-0.000496445j -0.00086131+0.00563864j 0.00625547-0.00235939j 0.00188845+0.00234172j -0.00410558+0.00191162j 0.000389151+0.000544553j 0.00605172+0.00510645j 0.000902168-0.00106245j -0.00739676+0.00064846j 0.00296033+8.8221e-05j 0.00215475+0.0012271j 0.000295474+0.00410005j -0.0051127-0.00443037j -0.00825592-0.00163326j 0.00194003-0.00202653j -0.00182704+0.00217783j -0.00781899-0.00226787j -0.00131348-0.00159214j -0.0012998-0.00622084j 0.000946653-0.00315281j -0.000340909-0.00205612j 0.00534202-0.00362334j 0.00174514+0.00721267j -0.00313088-0.000698808j 0.000606708+0.00610228j 0.00095897-0.00712836j 0.0068484+0.0062374j -0.00334298-0.000238234j -0.00427927-0.00204243j -0.0130454+0.000158873j -0.00327002-0.00466446j 0.00560206-0.00223651j -0.00673735+0.00104071j 0.00616085-0.00129913j 0.000479545-0.00269543j 0.00526442+0.00298913j 0.00794544-0.000426132j 0.00224538-0.00268958j -0.00213125+0.00442927j 0.00369491-0.00124964j -0.000758906+0.00077704j 0.00264899+0.00179356j 0.00370746+0.000787627j 0.0061966-0.0013614j 0.00150567-0.00237811j -0.0102264-0.00141651j 0.00133992-0.00324171j 0.00416534-0.00350595j 0.00155568+0.000848428j 0.00216904+0.000567373j 0.00118779+0.00334879j -0.00295904-0.00448666j -0.00427814-0.00246549j -5.33474e-05+0.00105886j -0.00173004-0.00188859j 0.000333464-0.00109439j -0.00106016-0.00290379j -0.00519178-0.00145281j -3.05578e-05-0.000713329j 0.00145566+0.00214032j 0.000550398+0.00429657j 0.00295514-0.00150902j -0.00122195-0.00260031j 0.00124255-0.000409872j 0.00183808-0.000457024j 0.00136795-0.000563356j 0.000802274+0.00261871j 0.000590577+0.0029553j -0.00279583-0.000425295j 0.00164017+0.000907278j 0.00265636+0.000940922j 4.53192e-05+0.00365712j 0.000412255+3.74502e-05j 
0.000891954+0.00167415j 0.000639932-0.00259924j 0.00124792-0.00279183j 0.00227418+0.000641074j 0.000575139+0.00215784j 0.000915417-0.00345363j 0.00170356+8.2038e-05j -0.00030773+0.00321478j -0.0046059+0.00134686j -0.00307182+0.00336156j -0.00283823+0.00420311j 0.003135+0.001305j 0.00305651+0.00286048j 0.000385409+0.00208778j 0.00266587+0.000356096j 0.000949579-0.00049993j -0.002808-0.00315226j -0.00591277-0.00316142j -0.00208067+9.24732e-05j -0.000365183-0.00337883j -0.000590043+0.000395494j -0.000373688-0.0040893j -0.00369561-0.00311732j 0.00578725+0.00204139j -0.0074788+0.00250622j 0.00685457-0.000557638j -0.00018605-0.0027389j 0.00416986-0.00246297j -0.00415416-0.00595388j 0.00461546+0.00766999j -0.00474226+0.00464611j -0.00105725-0.000248108j -0.00423086-0.00242157j -0.00566773-0.00265896j 0.0109946+0.000145464j -0.00732176+0.000760132j -0.00268418+0.00247047j -0.00535327-0.01129j 0.015165-0.000499267j -0.00159132+0.0075822j -0.00538527-0.00119104j -0.000184259+0.00729648j -0.00554554+0.00110572j 0.000965746-0.000522238j 9.48054e-05+0.000615651j -0.00959478+0.0056935j -0.00387214-0.00244762j -0.00229667-0.000859224j 0.00129031-0.00188337j 0.00597213-0.00154506j -0.00526894-0.00353528j -0.000329092-0.00881867j 0.000325037+9.18172e-05j -0.00674649-0.00438844j -0.0138352-0.000327814j 0.0012452-0.00667463j 0.00684707+0.00447575j 0.000735975+0.00473606j -0.0101209-0.000627298j -0.00063522+0.0052271j 0.000772999+0.00147505j 0.00443642-0.00477725j -0.00187605-0.00267208j 0.000836145+0.00293625j 0.00384535+0.00424535j -0.000428059-0.00137617j -0.00046978+0.00150309j 0.00593039-0.000199416j 0.000980707-0.000185785j 0.00162054-0.00659088j -0.000419411+0.00296133j 0.000839672-0.00303839j -0.00152336+0.000319447j 0.000503932+0.00122887j 0.00208549-0.00214718j -0.000713613-0.00065964j -0.00115667+0.00221945j 0.000434103-0.00177486j -0.00449619+0.000261385j -0.000111621-0.00298j -0.000831946-0.000309239j 0.00309363+0.00349054j -0.000702429-0.000593994j 0.00114238+0.00199746j 0.00264347+0.000670111j -0.000214382-5.51126e-08j -0.00089618+0.000104258j -0.00050546+0.00110745j -0.000488815-0.0023385j -0.00200772+0.00117235j -0.000448259+0.00220755j -0.00281969-0.000122384j 
-0.00239113+0.00230601j -0.0017285-0.00228583j -0.00178398+0.0004783j -0.0023835+0.00018798j -0.00128018-0.00163374j 0.00146661+0.000141602j 0.00160586-0.00234322j 5.68844e-05+0.00178686j -0.00376505+0.000334613j -0.00092196+0.0044509j -0.000192883+0.000790544j 0.00374596-0.000860194j 0.00248608+0.000748812j -0.00304859-0.00274246j 0.00181522+1.83071e-06j 0.00161229+0.00133511j 0.00434089+0.000652009j -0.00525673+0.00223203j -0.00108443-0.000675044j -0.00534082-0.000608163j 0.00138519+0.00237142j 0.000262329-0.0044319j -0.00404854+0.000785527j 0.0043897+0.000321042j 0.000566229+0.00520564j -0.00504318-0.003558j 0.00138814+0.00355399j 4.84332e-08-1.00997e-06j -0.00601199-0.00829371j -0.00234886-0.00691459j 0.0022077+0.00124491j -0.000416987+0.00553706j -0.000191315-0.00487677j -0.00207194+0.00345778j 0.00614731-0.000588343j 0.00117+0.00730618j 0.0050784+0.00399488j -0.00294809-0.00748615j -0.00219884+0.00630527j 0.00418354-0.0015915j 0.00305532+0.00278236j 0.00398609+0.00995048j 0.00488201-0.00018462j 0.00122389-0.00702511j 0.00858887-0.00072994j -0.00579636-0.0113746j 0.00661819+0.00293499j 0.00485918+0.00562193j -0.0036247+0.00156263j -0.00836376-0.0044716j -0.00408321+0.00748958j -0.00647487-0.000491823j 0.00290723-0.0060172j -0.00268607-0.00671518j 1.87525e-05-0.0100868j -0.000969336+0.00299454j 0.00502488+0.00318709j -0.00142552-0.000832217j 0.000718313-0.00531402j 0.00143025-0.00453127j -0.00144378-0.00349023j -0.00016807+0.000979515j 0.00132296-0.00277747j 0.00164426+0.00116044j 0.00204845+0.0018158j -0.00245556+0.00382806j 0.00754004-0.000813055j -0.00304501+0.00220071j -0.00681841-0.00403275j -0.000551996+0.00159837j -0.00104087-0.00173137j -0.00160649-0.000266284j -0.00399714+0.000922987j 0.0005984+0.00152069j 0.000528527-0.00373743j 0.00218443+0.00160973j 0.00185223+0.0031968j 0.00119749-0.000841921j -0.00264065-0.00495833j 0.00372573+0.00540158j 7.80824e-05+0.00226686j 0.00140753-0.00190472j -0.0019585-0.000653274j 0.00103791-0.00190779j -1.49833e-05-0.00116382j -0.00127341+0.0010457j 0.001848-0.000419097j 0.000156006-0.000424395j 0.000314889+0.00214536j -0.000567924-0.000181278j -0.000597031-0.00111984j -0.00160061+0.00165957j 
0.00138182+0.000153618j 0.00130715-0.00147283j 0.00192508-0.00160111j 0.00323964-0.000157519j 0.000427735+0.00117999j 0.00108177+0.000351371j -0.000919962+0.00288932j -0.000272106+0.00235663j -0.00659375-0.00177967j -0.000424421-0.000943358j -0.00276561-0.00451098j -0.00100948-0.00066156j -0.00424241+0.000941584j 0.0024074-7.80871e-06j 0.00145089+0.00484009j -0.00189534+0.000946717j -0.00695276+0.00274524j -0.00107956-0.000367027j 0.000340242+0.00515041j 0.00120966-0.00157402j -0.0027894+0.00135315j 0.00049689-0.00312858j 0.00191302-0.00366922j 0.00554636+0.0110024j 0.00510206-0.000202624j 0.00292689+0.00154275j 0.00651313+0.00481923j 0.00534375+0.00421269j 0.00453154-0.00256211j 0.00234668-0.001101j 0.00288648-0.00122306j -0.000439856-0.00153965j -0.00223796-0.000945568j 0.00172966+0.00223388j 0.00023496-0.00325813j -0.00306811-0.00432296j -0.000996416+0.0011413j 0.00906924-5.60053e-05j -0.00772081+0.00140272j 0.00312866-0.00436149j -0.00125927-0.00305323j -0.00814436+0.000639471j 0.00111082-0.00124464j 0.00271255-0.00392993j -0.00289324-0.000499753j 0.00808482-0.00324253j -0.00739764-0.00103372j -0.00437045-0.00123498j -0.00300075+0.00097403j 0.00142064-0.00143052j 0.000709785-0.000653912j 0.00528091-0.00281895j 0.0051093+0.00017926j -0.000427822-0.00102116j 0.00160523+0.000574593j 0.00145248+0.00632158j 0.000484553-0.00233434j -0.00361873-0.00158176j -0.00471823+0.0045397j -0.00631897-0.00289218j 0.00245989+0.000331701j 0.0070699+0.000105259j 0.00135605-0.00427073j 0.00249918+0.00021374j 0.000524749+0.0041905j 6.81623e-05+0.000657083j 0.00230049-0.00626652j 0.00559613+0.00291025j 0.00240708-0.0026015j 8.66097e-05+0.00349032j -0.00099691-0.00148787j -0.00297434-0.00328755j 0.00232365+0.00586637j -0.000814063+0.00328867j -0.000272978+0.000139797j 0.00117194-0.00344519j -0.00525858+0.00261696j -0.00264961+0.00143749j -0.00313827-0.00568632j -0.00250283-0.00311516j 0.00313275+0.00239284j 0.00255435+0.00435998j -0.0032248+0.000284766j 0.00144626+0.00438578j 0.00168114+0.000433546j -0.000684621+0.00163249j -0.000308511-0.000809361j -0.00124815-0.00130931j -0.000957437-0.00262483j -0.000650659+0.00188217j 0.000115809+0.00158312j -0.000921853-0.00167753j 
0.000883004-0.00275489j 0.00130263+0.00448057j -0.00243212-7.01335e-05j 0.00154858-0.00154726j -7.66743e-05-0.00180999j -0.00328867-0.00144471j -9.25058e-05+3.30762e-05j 0.00135654+0.000436052j 0.00208177-0.00509457j -0.00149881-0.00204844j -0.000271634-0.00125166j -0.00684058+0.0011452j -0.00384091+0.000401628j -0.00219444+0.00392586j 0.00569006-0.000132654j 0.00163398-0.0030067j 0.0103258+0.000861755j 0.00588134-0.00031781j 0.00544817+0.00198709j 0.00645796+0.000798942j -0.000423609+0.0099897j -0.0063651+0.00168101j -0.00362682+0.00706942j -0.00250238-0.00571951j -0.00297248+0.00750009j 0.000397923+0.00824081j -0.000380801+0.00308611j 0.00323942-0.00655161j -0.00055115+0.00740905j -0.00521136+0.00795233j 0.00361339-0.00394324j 0.00200209-0.00215814j 0.00555285-0.0023988j 0.00402735+0.00543251j 0.00441254+0.00309359j -0.0084673+0.00259177j -0.00574974+0.00317238j -0.000845176-0.00538419j -0.00483458+0.00304645j 0.00104612+0.00427748j 0.00310283-0.00242533j 0.0027574-0.000262458j -0.0060933-0.00174355j 0.00259103+8.71753e-05j 0.00767844-0.00651498j -0.00139269+0.00384106j -0.00244894-0.000419566j 0.00472902-0.000591021j -0.00202746-0.000811523j 0.00384454-0.00231854j -0.00209559-0.00562652j -0.0056665-0.00544364j -0.0029144+0.00450265j -0.00106458+0.00205823j 0.000117017-0.000662501j -0.00120513+0.00392362j 0.00370806-0.00295632j -0.00297451+0.00293744j -0.00139239-0.00274051j 0.00656977+0.000930843j -0.00018045-0.00175981j 0.00282908+0.0035692j -0.00112618-0.00307081j 0.00211509-0.00236207j 0.00287716+0.00327992j -0.00264518+0.00433329j 0.00185298+0.000601564j -0.000324117+0.00340374j -0.00463011-0.00282194j 0.000104375+0.0040491j 0.000324977-0.00108949j -0.00222371-0.00561536j 0.00157047-0.000742831j 0.00132963+0.00530176j 0.000235074+0.000325889j -0.00114369+0.00117452j 0.00263361-0.000165645j -0.000688877-0.000934044j 0.000247632+0.0025305j -0.00197852+0.00440399j 0.00140008+0.00303512j -0.0022748+0.000685197j 0.00352321+0.00190671j 0.00039463-0.000882789j -0.00102598-0.00267294j 0.000155822+0.00195171j -0.000152493+0.00343114j 0.00028657+0.000626089j 0.00110581+0.00211429j 0.0019014+0.000872201j 0.000549031+0.00216682j 0.00176475+0.000668371j 
0.00343032-0.000364556j 0.000767274+0.00422571j 0.00314927+0.00163125j 0.00102197+0.00281475j 0.00257761-0.000267607j -0.00164899-0.00597982j 0.00258791-0.000713512j 0.0027373+0.00349728j 0.00218707+0.00059843j 0.00464839-0.0069409j -0.00486121-0.00321925j -0.00258205+0.0062432j -0.00456765+0.00377786j 0.00390678-0.000612051j 0.000594315+0.00133725j 0.00239447+0.00314378j -0.00340744+0.0011538j 0.00128156-0.00400913j -0.000793929+0.00740987j -0.00100899-0.00387994j 0.00070235-0.00334057j -0.000461255+0.00618344j 0.00136243+0.00287855j -0.00113104+0.00775017j -0.00577333-0.00101501j -0.00508623+0.00728813j -0.00498125+0.000839275j -0.000767155+0.00442753j -0.00641523-0.00829157j 0.000156716-0.000254797j -0.00305321+0.00630817j -0.000775938+0.0017288j -0.00620061+0.00307987j 0.00533195+0.00350357j -0.00161411+0.000460981j -0.00197453-0.00216324j -0.00405623+0.00310787j -0.000604604-0.00228328j 0.00204099+0.00728835j 0.000566127-0.000457819j -0.000229857+0.00126844j 0.00414554+0.00663763j 0.00183449-0.00101914j 0.0034569+0.00274826j -0.002358+0.00156043j 0.00117295-0.00458042j 0.00676657-0.00456751j -0.000940332+0.0055923j -0.0035443-0.00359685j -0.00372571-0.00371564j 0.00431825-0.00228017j -0.000721671-0.00152288j -0.000384563+0.0016737j -0.00421784+0.00519176j -0.00103847-0.00443021j -0.00188582-0.000129004j -0.00025546+0.00449888j 0.00226388-0.00142479j -0.000496379-0.00540493j 0.000742073+0.00116777j 0.0019875+0.00347932j -0.0007346+0.00109858j -0.00295936-0.00107425j -0.00233657+0.00031244j 0.00261466-0.00441874j -0.00080646-0.00204664j -0.000733277+4.82302e-05j 0.00466859-0.0016544j 0.00239626+0.00102518j -0.00065574+0.00681406j -0.00022991-0.00282046j 0.00112322+0.00020604j 0.000205458-0.000209879j -0.000716315-0.000735314j -0.000785546+0.00593206j -0.00278574+0.00283672j 0.00127221-0.000168038j -0.00228103-0.00159528j -0.000268067+0.00238237j -0.00468257-0.00301424j 0.00179256-0.00019976j 0.00100263+0.00337529j 0.00110838+0.00104608j -0.00278998+0.00444672j -0.00117315-0.00389572j 0.00199823+0.00115032j -0.00318668+0.00104549j -0.000816348+0.00314586j 0.00110844-0.00153829j -0.000976741-0.000446082j 0.000800785+0.00395855j -0.000586677-0.000582671j 
