-0.00810938-0.00377109j -0.00301526+0.00788226j 0.00679087-0.0024074j -0.00309983-0.00676448j -0.00156348+0.00148292j -0.00131586+0.000291943j 0.00285783+0.0046499j -0.0058514+0.0014453j -0.000544248-0.00381216j -0.00262226-0.00144439j 0.00213957-0.000465721j -0.000955723+0.00464929j -0.00521196-0.000174526j 0.00100222-0.00334552j 0.00469733-0.00263717j -0.00158666-0.000532311j 0.000834803-0.000976448j -0.000623831-0.00160474j 0.000820058-0.00364331j 0.00073752+0.000549074j -0.00417918-0.00010775j -0.00173905-0.00479844j -0.000599898-0.000812955j -0.00350392+0.0021522j -0.000389014+0.00183933j 0.000782138+0.00364698j 0.000576337+0.00105827j -0.000775158+0.00330765j -0.00206836-0.00130278j 0.000826545-0.000573759j -0.00483708-0.00080164j 0.00393888-0.000359717j 0.000252747+0.00202693j -0.0014097-0.00264541j -0.00301304-0.00174847j 0.00331229-0.000145731j 0.00173956-7.90989e-05j -0.0054662-0.00147543j 0.00049646+0.00092702j 0.00316751+0.00331474j -0.00924445+0.000306942j 0.00325507-0.00933121j -0.00334775+0.000383924j 0.00248008+0.00554963j 0.00066984+0.000403894j -0.00389104-0.00622299j 0.00209255-0.00315203j -0.00328478+0.00619447j 0.0106233+0.00124612j -0.00358075+0.00734149j -0.00967275+0.0108123j -0.0106943-0.0109447j 
-0.00020971+0.00311676j -0.00165825+0.00018947j -0.00263562-0.000128738j -0.00171409-0.00493397j -7.54453e-05-0.00417227j 0.00360764-0.00305995j -0.000998125+0.00401455j -0.00146107-0.00190704j -0.00111817+0.00136623j 0.00144175-0.00255544j 9.99053e-05-0.00405409j -0.00239944+0.00590917j -0.0025238+0.00501036j -0.000871569+0.000319073j -0.00992484-0.00106559j 0.00268734-3.15965e-05j -0.00959535-0.00356513j -0.00602123-0.00284056j 0.000528564-0.00263325j -0.00362531+0.00331943j 0.00492791+0.0104321j 0.00470707+0.011231j 0.00374556-0.00246233j -0.00343939-0.00151849j -0.00432768+0.000106249j 0.000273724+0.000588207j -0.000439296+0.00973732j 0.00217804+0.00314391j 7.50835e-05-0.00135839j -0.00315672-0.00491246j -0.00059083+0.00145128j -0.0023932+0.00185222j 0.000545808-0.0125669j 0.00562005+0.00379075j 0.00305843+0.000658173j 0.00510019+0.00306079j 0.00148806+0.00468464j -0.00166373-0.00521209j 0.00151238+0.00237927j 0.000422077+0.00415183j -0.00301403-0.00279257j 0.0024534-0.000543921j 0.00447889+0.00437308j 0.000886991-0.00181479j -0.00555336-0.00648534j 0.000372166+0.000210272j -0.00161212-0.000277525j 0.00103197+0.00198921j -0.00282432-0.000518738j 0.004146+0.00133155j -0.002492-0.000473017j 0.00146832+0.00207663j 
-0.00370812-0.00352017j -0.00300624+0.000533849j -0.00135576+0.00809468j -0.00197261+0.00448441j 0.000683257+0.00212803j 0.00202587-0.00375931j -0.00216668+0.00214409j -0.00149926+0.00364339j 0.00208836-0.00382294j 0.000558002+0.00115004j 0.00571562-0.00083193j -0.0014961+0.00363342j 0.00219151+0.00333448j 0.0114442-0.00488192j -0.00939123-0.00135554j -0.00120354-0.000245444j -0.000401366-0.00361528j 0.00334543-0.00377367j 0.00275826+0.000561177j -0.00974891+0.00149471j -0.000933597+0.00120489j 0.00447098+0.00685606j -0.00073425-0.00959408j 0.00672703+0.00355079j -0.00691288+0.000253082j -0.00154715+0.0040313j 0.00241898+0.0047602j -0.00488597+0.00597095j 0.000899636+0.000784563j 0.00645942-0.00623632j 0.00119302+0.000747244j -0.00645817+0.000194567j 0.00588594-0.00617161j -0.00326928+0.000239659j 0.000426291+0.00288362j 0.0037684-0.0034962j -0.00166678-0.00436777j -9.75465e-05-0.0037592j -0.00311084+0.00203562j -0.0055059-0.000430238j 0.00013023+0.00180683j 0.00814809+0.00252848j -0.00449899-0.0034408j -0.00366535-0.00212883j 0.000486072+0.00494157j 0.00336589+0.00116267j 0.00122388+0.00052228j 0.00247237+0.000121119j 0.000375402+0.00150354j 0.00117324-0.00103788j 0.00157539+0.000290775j -0.00187261-0.000151959j 
-0.00263176-0.00159372j 0.00895742-0.00457071j -0.000804695+0.00313689j -0.00293037-0.000182845j 0.000885948-0.0014351j -0.000288129+0.0028999j -0.000752866+0.00235612j 0.00620602-0.00280203j 0.00178391+0.000904057j 0.00577036+0.000298617j 0.00134917-0.00858938j 0.00039723-0.0008733j 0.00120303+3.97964e-05j 0.000230858+0.00734854j 0.00201856-0.0006703j 0.000189392+0.00120191j 0.00725624-0.003665j -0.00210259-0.00216212j 0.000961539-0.00607454j 0.00304257+0.00926748j -0.00360601+0.00482581j 0.000112465+0.00300782j -0.00747472-0.00443595j -0.00401845-0.00518074j -0.000664537+0.00247979j -0.00280688+0.00397605j 0.00269644-6.0943e-06j -0.00692887-0.00331511j -0.00147099-0.00888906j 0.00438826+0.00202167j -0.00192241+0.00862692j 0.00391678+0.00333951j -0.00271708-0.00181286j 0.000326918+0.00353148j 0.00212856-0.000232733j -0.00258122+0.000364167j 0.00712107+0.00506562j -0.000394575+1.48855e-05j -0.00181414-0.00752007j 0.00480502+0.00162092j 0.00323275+0.00125375j -0.00607361-0.0040698j -0.00446825-0.00658952j 0.000688568+4.65451e-05j 0.00290978-0.00547244j -0.00267674+0.000715722j 0.00283294-0.00354991j 0.00228889+0.00497657j 0.00196823+0.000520276j -0.00169759-0.000154856j 0.00375743+0.000371189j 0.0011309-0.00642717j 
0.00112295+0.00149533j -0.0023164+0.00319599j -0.000534475-3.71031e-05j 0.00320611+0.00133647j 0.00522682+0.00216253j 0.000287821+0.000881346j 0.00517798+0.00635707j -0.00293806+0.00204966j 0.00041656-0.00180548j -0.00120495+6.90879e-05j -0.000945463-0.000503315j 0.00440686+0.00127626j -0.00439436-0.0031955j 0.00225938+0.00531075j 0.00563839+0.00240445j -0.00467328-0.00532982j 0.00754079-0.00672401j 0.00119435-0.00273682j 0.00475527+0.000933818j -0.00139627+0.00780786j 0.00422383+0.00352787j 0.00628794+0.00641397j 0.00180046-0.00654085j 0.00924327-0.00174427j 0.00892753-0.00506304j 0.000193233+0.00206085j 0.00308072+0.00580466j 0.00230213+0.00426327j 0.00495311+0.002633j 0.000771004-0.0012873j 0.00367663-0.0072073j -0.00251006-0.00194622j -0.00605138-0.000846005j -0.00180182+0.0011125j -0.00219327+0.000657324j 0.000419998+0.000939545j 0.0135688+0.00503556j 0.00521348-0.00486068j 0.000454502+0.000424347j 0.00313654-0.00581296j 0.00130219+0.00410701j 0.00425782-0.00356062j 0.000339676-0.00248994j -0.00102889-0.00216119j 0.00449202+0.00176805j 0.00229325-0.00418333j -0.00280395+0.00300541j -0.00108579-0.00168756j 0.00260251+0.00050245j -0.00137433+0.00359015j -0.000986112-0.000326425j 0.00184875+0.00397484j 
-0.000147363+0.00164542j 0.00190594+0.00230694j -0.00308469+0.00353919j 0.000627521+0.00137201j -0.00305508-0.0072343j -0.00121313-0.000695738j -0.0030196-0.0018796j 0.00517738+0.00195346j -0.00441741+0.000795183j 0.00211395+0.000494235j -0.00262112-0.00452493j 0.00261237-0.00184741j 0.000645396-0.00305667j -0.00317271-0.00774365j -0.00114018+0.00016546j -0.00319413-0.00670111j 0.00145261+0.000159233j -0.00245061-0.00538774j -0.000609045-0.00222887j 0.00755257+0.00381577j 0.000479151+0.00486776j -0.00245302+0.00419535j -0.000115798+0.000333775j -0.00663526+0.00249338j 0.000549308-0.00929544j 5.26896e-06+0.00511677j -0.00279278+0.00378914j -0.000945181+0.0045354j -0.00291946+0.00384422j 0.00723999-0.000971535j 0.00159452-0.00676173j 0.00851071-0.00143637j -0.00280805+0.00291251j 0.00087465+0.00038363j -0.00122451+0.00141583j 0.00103336-0.000495778j 0.0115166-0.00181503j 0.00331002-0.00464072j -0.00443499+0.00163459j 0.00437752+0.00115874j 0.00434631-0.000684116j -0.0118683-0.00239492j -0.000176865-0.00430578j 0.00489489+0.00179672j 0.000685763-0.00244483j -0.00297177+0.00293697j -0.00102872-0.00208949j 0.00198068+0.004572j -0.00203078+0.00016238j 0.00433945-0.000653914j -0.000734172-0.00227654j 0.00377796-0.00146234j 
0.0022457+0.00407406j -0.000252892+0.00222784j -0.00119915-0.0018754j 0.00117039+0.00030599j 0.00108638-0.00170538j -0.00143167+0.00343286j 0.000389454+0.00278479j 0.00137228-0.00121085j 0.00046096+0.000601642j 0.00338744+0.00202496j -0.00195345-0.000228954j -6.9774e-05-9.2164e-05j -0.000975287-0.00426208j -0.00457686+0.000784121j 0.00393331+0.00112262j 0.00582795-0.00133198j 0.00476682-0.000522503j -0.00109524+0.0014362j 0.0033617-0.00238123j 0.00621014+0.00500873j -0.00261153+0.00462284j -0.00559285+0.00125961j -0.00125634+0.00380782j -0.000195673+0.00224307j -0.00517441-0.00123496j 0.00191294+0.000543091j 0.00301374+0.0011681j -0.00701404+0.00591887j -0.00314228+0.00636219j 7.09195e-05-0.00184674j -0.00689651-0.00466167j -0.000306726+0.00246706j 0.00623256+0.000536604j -0.000148311+0.00125551j -0.00250176+0.00598516j -0.00152338-0.00435065j -0.00488081+0.000736838j -0.00650879-0.00504863j -0.00125027+0.00029505j 0.00238009-0.00542474j 0.00253426-0.00175311j -0.00732067-0.00282571j -0.00347347+0.00176072j -0.00524428+0.00310515j 0.000158395-0.000118559j -0.00154352-0.000636963j -0.0014615-0.00237504j 8.63001e-05+0.00120976j 0.000383583+0.000532465j 0.00306366+0.00110684j -0.00353912-0.000599551j 0.00251971+0.00173291j 
-0.00195052-0.000117239j 0.00185661-0.000889723j -0.00101923-0.00130384j 0.00112009+0.00179623j 0.00381064-0.00075083j 0.00131769-0.00418831j 0.000326222-0.00490102j -0.00175339-0.000795048j 0.00297928+0.00203735j 0.000734256-0.000838477j 0.00175928+0.00290809j 0.00154236+0.00322878j -0.000884649-0.0020629j -0.00153819-0.00506613j 0.00467343+0.00383615j 0.000684609-0.000386885j 6.99854e-05+0.00439285j -0.00212716+0.00357081j -0.00101779-0.000128595j -0.000567314+0.000968745j 0.000433305+0.000793684j -0.00429858-0.00217536j 0.00437071-0.00184126j -0.00501393+0.00228598j 0.0135052-0.00248363j 0.00229696-0.0020635j -0.00491865+0.00109553j 0.000120949-0.00104538j -0.00178998-0.000568972j -0.00646058+0.00613233j 0.00392017-0.000873239j -0.00165605-0.00165651j -0.00365487-8.43039e-05j 0.00424813-0.0016239j -0.00329884+0.000731975j 0.0018021-0.00150934j 0.00290757-6.77487e-05j 0.00467907+0.00508111j 0.00178329+0.00243878j 0.00597392+0.00164369j -0.00157625-0.000346853j -0.00264223+0.00108308j 0.00737485-0.00194226j 0.00279071+0.000817457j -0.00505528+0.00101361j -0.00194163-0.000579092j -0.00250165+0.000772149j -0.0014913-0.00218601j -0.00183528-0.0018708j -0.0023538-0.00121229j 0.000972555-0.000970801j -0.00128149-0.00288636j 
0.00148797-0.00187861j -0.000419414+0.00178224j -0.000815517+0.00178334j 0.00283327+0.000877846j -0.00042987+0.00145373j -0.00117079+0.000487954j -0.00074726+0.000376085j 0.00109184+0.00239733j -0.00108966+4.24659e-05j -0.00396549-0.00172842j -0.00158327-7.83367e-05j -0.00379228+0.00107268j -0.00186881+0.000471929j -0.00142087+0.00143873j -0.00364576+0.00267497j 0.00101088-0.00274425j -0.00427253-0.00305458j -0.0149158+0.00024798j 0.00368729-0.00161282j -0.0104683-0.00258943j -0.00619885+0.0022838j -0.0047483-0.00953298j 0.000899746-0.00688736j -0.00742553+0.00687563j -0.00474939-0.0015277j 0.00267393-0.00449535j -0.00479053+0.00128187j -0.00855996+0.00331897j -0.00539485-0.000591077j -0.00352964-0.00193543j 0.00237549+0.00374744j -0.013871-0.00343998j -0.00300872-0.00425226j 0.00918443+0.00277151j 0.00114913+0.00275237j 0.00515889+0.00360311j -0.00752106-0.0039691j -0.00828923-0.00649538j 0.0029855-0.00213541j 0.0105906-0.00252839j -0.00398228-0.000236227j 0.00192606-0.000571177j 0.00351963-0.000576456j -0.00643436+0.000904053j -0.00574184-0.000763981j -0.00294878+0.0013323j -0.00020228-0.000682622j -0.00392144+0.000538097j -0.000672004-0.000653259j -0.00104481-0.000220672j -0.00133326+0.000984558j 0.00126512+0.000642131j 
-0.00435672-0.00248363j 0.00257449+0.00116443j 0.00422475-0.00223757j 0.0042595+0.00209249j 0.00144806+0.000221j 0.00232454-0.00598269j 0.00164466-0.000745753j 0.000985397+0.00668548j -0.00081414+0.00183882j -0.00374592+0.00314504j 0.00534856+0.000911583j -0.00100067-0.00203862j 0.000478841+0.00157943j -0.00358845-0.00720394j 0.00253545-0.00295086j -0.00506184-0.00433244j 0.000881111-0.00129687j -0.00102321+0.000756316j 0.00962082-3.38026e-05j -0.00413443-0.00337541j -0.00352781-0.000510631j 0.0090888+0.00604708j -0.00505593+0.0047828j 0.00923481+0.00212577j -0.00378188-0.00258445j 0.00179917-0.00539877j 0.00171755+0.00364891j 0.00030655+0.00421893j -0.00439416+0.00795241j 0.0027168-0.00996993j -0.00317-0.0106313j -0.00884908-0.00103616j 0.00279991-0.0038537j -0.00521084-0.00554672j 0.00694747-0.000507219j 0.00122694-0.000283348j -0.00312818-0.00447131j -0.00278507-0.000689667j -0.00433387+0.00376149j 0.00260307-0.00273048j 0.000448987-2.30087e-05j 0.000956183+0.00415312j -0.00745154+0.00183361j -0.00446558-0.00135604j 0.00186686+0.000357541j -0.000354715+0.000362719j -0.00101079+0.00214925j -0.00113058-0.00495603j 0.00294657-0.00215956j -0.00833442+0.00227498j 0.00337266-0.00135942j -0.00315277-0.000123262j 
-0.00117877+0.00410562j -0.00162196-0.00457902j 0.00166952-0.0026413j -0.00125581-0.00147832j 0.00293288-0.000806926j 0.00171375-0.00236822j 0.00130688+0.0014014j -0.00626382-0.000794562j 0.000580792-0.00142337j 0.00298004+0.000899304j 0.00521465-0.000182281j 0.00238285-0.00199496j -0.00178076+0.00191115j 0.00628961+0.00134604j -0.00860075+0.00170076j 0.00688299+0.00444773j -0.0050108+6.30827e-06j 0.00402514+0.00217197j 0.00430516-0.00348989j -0.00151439+0.00307964j 0.00125754+0.00100815j 0.00319579+0.00503456j 0.00238468+0.00282093j 0.00714644-0.00282831j -0.00268456-0.000656376j 0.00195679-0.00010374j -0.000478439+0.000846029j 0.000961228+0.000981578j 0.00325237+0.00279287j 0.00320863+0.000848686j -0.00726856-0.00126159j -0.00283309+0.00368835j 0.0058526-0.00225232j -0.00269545-0.00231424j -0.00185542+0.00340387j -0.00190659-0.00490422j -0.0095331-0.0043609j -0.00219569+0.00254949j 0.00575287+0.0037811j -0.0036732-0.00259064j -0.00226468-0.000254908j 0.00240322-0.00176615j -0.00244522+0.00194571j 0.00155798+0.000607786j -0.00136891+0.00159846j 0.000434887-0.00363303j 0.000608092+0.00218842j 0.00355619-0.00196592j 0.000156178-0.000616313j -0.00039116+0.00162895j 0.000222965-0.00121386j -0.004417+1.91801e-05j 
0.000770815-0.00388685j -0.00391642+0.00324602j -0.000730625+0.00171684j -0.00367036-0.00054367j -0.00373754+0.00182018j 0.00299524+0.00114981j -0.00549085-0.00319355j 3.21067e-05+0.00492694j -0.000356787-0.00188473j -0.00443907+0.00118995j 0.00101593-0.00365937j -0.00734177-0.000659916j 0.00391087+0.00142814j -0.00905928-0.00181983j -0.00145188+0.00139938j 0.0105169-0.00519678j -0.00357237+0.0023652j 0.00411184+0.000410889j -0.00357013+0.00473945j -0.00374649-0.00267128j -0.000219872-0.00771157j -0.000176328+0.00586045j -4.99952e-05-0.00494888j 0.00094755-0.00294442j -0.0029944+0.00138024j -0.00369042+0.0052969j -0.00103188+0.0024651j -0.000726128+0.00309545j -0.00398764+0.00298217j 0.00594663-0.00388562j 0.00365054+0.000692597j 0.00985248-0.000726172j -0.00132341+0.00137227j -0.00338442-0.00169804j 0.0020505+0.00281833j -0.00135978+0.001199j -0.000316635-0.000945132j 0.00158699-0.000205027j -0.00240814+0.000941977j 0.000409838+0.00273388j -0.00118626-0.00394325j 0.00624598+0.00481634j 0.000683822+0.00423885j -0.00113301-0.00474154j 0.00106547+0.00297386j 0.00315701+0.00347783j -0.00130175-0.000572577j 9.33376e-05+0.00108445j 0.000387277+0.00394903j -0.000951829-0.00202648j 0.00177743+0.00229907j 0.000410528+0.00399574j 
0.00176048+0.00133693j -0.00175756-0.000373804j 0.000823225-0.00105564j 0.000424373+0.000560338j 0.00224587-0.000423664j 0.00346282+0.000221404j 0.000349676-0.00145277j 0.0027-0.000563499j -0.0019028-0.00318049j 0.00357315-0.00137432j -0.00385821+0.00107319j -0.00923574-0.000457084j -0.00118023-0.0021155j 0.000435132+0.000964584j 0.00753576-0.000493005j 0.0107659+0.000821888j -0.000710909-0.00537249j 0.000251216-0.00358725j -0.00423849-0.00266285j 0.00331935+0.000976296j -0.0069106-0.00352971j -0.00921684-0.0020781j -0.00250055-0.00142638j -0.00322088-0.00230694j 0.00044044-0.00466113j 0.00117147+0.00207851j -0.00193199-0.00118434j -0.00349244+0.00489304j -0.000881143+0.00197593j -0.00417025-0.00624293j -0.00304563+0.000772635j 0.00238837+0.000926365j 0.00858692+0.00116352j 0.00166884+0.00409908j 0.000191083+0.00674298j -0.0038613-0.00303704j -0.00750185-0.00733759j -0.000528538-0.00284392j -0.000665761-0.00153966j -0.00299541-0.00636489j -0.00077546-0.00499723j -0.00133951-0.00352948j 0.000341412+0.00426989j -0.00177614+0.00165522j 0.00127551+0.000843053j -0.000916686-0.00102148j 0.000439378-0.00267001j -0.00129607-0.00194719j 0.000376483-0.000473319j 0.00115677-0.00126167j -0.00193794-0.000237109j 0.000291577+0.000457273j 
0.000519002-0.000381058j 6.13463e-05+0.00215487j 0.00102394+0.0029458j 0.00359244+0.00150934j -0.00108116-0.000318125j -0.00370908-0.00179061j 0.00552508+0.00156489j 0.00195145-0.000940443j 0.00389505+0.000303354j 0.00443542-0.000888933j -0.000171185+0.00925173j 0.00580062-0.00149322j 0.00290956+0.00923945j 0.000803332+0.0033965j 0.00633746-0.0117404j 0.00380635+0.0106733j 0.00338824-0.00131659j -0.00103113+0.00578797j -0.00701728-0.000260448j 0.0109001-0.00249888j 0.00652855+0.0026994j 0.00856072-0.00471396j -0.00306339+0.00440708j 0.000694376-0.00157332j 0.00231118+0.0054237j 0.00648157-0.00236948j 0.0126794-0.00429181j 0.00316138-0.005869j 0.00194908+0.00112336j -0.00751315+0.000150083j -0.00909028-0.00457005j 0.000117797+0.00232458j -0.00094577-0.0031426j 0.00263655-0.00318907j 0.00808229+0.000192798j -0.00361114-0.0082609j -0.00158774-0.00246463j -0.00749535-0.00187578j 0.0038747-0.00227769j -0.00605375-0.00112274j -0.000558212+0.000395672j -0.00492019+0.000395474j -0.00378344+0.00588039j 0.00120844+0.00580905j -0.00215831+0.000692908j -0.000292185-0.000240071j -0.00075655-7.18129e-06j 0.000810394+2.56204e-06j -0.000180911-0.00158078j 0.00368663+0.000847381j -0.00261255+0.000425602j 0.00102395-0.000765751j 
-0.000362885+0.000678918j -0.00476407-0.00105609j 0.0010673+0.000233145j -0.00306134-0.000743991j -0.000548196-0.000482689j 0.000261369-0.000843328j -0.0010148+0.00158246j -0.00143601+0.00227252j -0.00190234-0.00496072j -0.00497148+0.00230574j -0.00366803+0.00156374j -0.00212044-0.000313816j 0.00693211+0.00173065j -0.00289665-0.00161608j -0.00178437-0.0025936j 0.00571954+0.000309003j -0.00611352+0.000257683j 0.00426567+0.00280866j 0.000210858+0.00636529j 0.00346358+0.00189104j 0.0017445-0.00265339j 0.0118856+0.00510515j -0.00523122+0.00113098j -0.00223555-2.89977e-05j -0.00112363-0.00431107j -0.000307915-0.00207417j 0.00624951-0.00127252j -0.00100266-0.000980622j -0.00884033-0.0017257j -0.00199172+0.00239061j 0.00497608+0.00156872j 0.00318371+0.00596668j -0.00626427+0.000877189j -0.00190833-0.00430767j 0.00346692-0.000195944j 0.00140105+0.00140289j 0.000597207+0.00219729j 0.00171432+0.00221462j -0.00464575-0.000367909j 0.0023187+0.0027686j -0.000467945-8.77749e-05j 0.00334261-0.00190237j -0.00173906+0.00102958j -0.00396835-0.00603085j 0.000520675+0.001933j 0.000656256-0.000428408j 0.00172826-0.000748549j -0.000234728-0.00109207j -0.00164318+0.00139268j -0.000194106+0.00048881j 0.000135605-0.00136677j -0.0017971+0.00265445j 
0.00171718-0.00309258j 0.000820917+0.00160259j -0.000943578+0.00189544j 0.00598613-0.000404132j -0.00182905+0.0022823j -0.000723684+0.000759612j -0.00302806-0.000530666j 0.000688029+9.42715e-05j -0.00397923+0.00191807j 0.00326726+0.00195722j 0.0053963+0.00235332j 0.00030183-0.000432957j -0.00478107+0.00202905j -0.00606803+0.00371513j -0.00473524-0.00693348j -0.00496085+0.00577578j 0.00118437-0.00213134j 0.002511-0.00152821j 0.00471585-0.000285423j 0.00174029-0.00380442j -0.00231436-0.000548023j -0.00392391+0.00096664j 0.00980006-0.00184728j 0.00291271+0.00361057j -0.00221081-0.00122921j 0.000664333-6.99461e-05j -0.00838622+0.000133295j 0.0048059+0.00196537j 0.00623869+0.000257775j 0.00874668+0.00306195j -0.00940272-0.00242975j 0.00227788+0.00182753j 0.0109812-0.0037279j -0.00481659-0.000826863j -8.13718e-05-0.0012832j -9.67092e-05-0.000697495j -0.00197415+0.00264708j 0.00358502-0.00140754j 0.00465181+0.000399396j -0.000541482+0.00323718j 0.000619531+0.000944357j -0.00176608-0.00119646j 0.00223017+0.00197142j 0.00488129+0.0042471j -0.000484692-0.00251237j 0.000130166+0.00119088j 0.000666043-0.000144542j -0.000945107+0.00177423j -0.000187014-0.00170916j 0.00148984-0.000398123j -0.00125379+0.000802541j 0.00236182-0.000334268j 
-0.00184084+0.000239428j -0.000513258+0.000539122j 0.00339513-0.0018491j 0.00054765+0.00131063j 0.00164511+0.00122818j 0.00244033-0.00136638j 0.00154955+0.0028009j 0.00278542+0.00224924j -0.00953509-0.00251849j -0.000676718+0.00164772j 0.00213064+0.00362617j -0.00686025-0.00125359j 0.00591327-0.000742123j -0.000227419-0.00761726j -0.00627814-0.000940026j -0.000362782+0.00246492j -0.00858068-0.0044785j 0.00285653-0.00374025j 0.00712882+0.00671352j 0.00152625-0.0019625j -0.00502379+0.00406658j 0.00495212-0.00607944j -0.00138191+0.00031791j 0.00290277-0.000231468j -0.00439484-0.00559238j -0.00096317-0.00836069j -0.00501066-0.00365511j 0.00500266-6.70386e-05j -0.00575548-0.0079838j 0.00105433+0.00203333j 0.00716438+0.00192753j 0.00888479+0.00406858j -0.00525182-0.0031754j -0.00160383+0.000604819j -0.000184892-0.00455646j 0.000818946+0.00477139j 0.00299188+0.00634337j 0.00295654-0.000886328j -0.00134003-0.00503592j 0.000261179+0.0023353j 0.000254422-0.00055949j 0.0034233-0.00415858j 2.38243e-05+0.00395662j -0.000303192-0.0020623j 0.00270061-0.00195607j -0.000332684+0.000314849j 0.000463366-0.00204758j -0.000869677-0.00218895j 0.00179102+0.000275032j -0.00354831+0.00143844j 0.00266116-0.000580469j -0.000830936+0.0031334j 
-0.00153107+0.00036919j 0.0031942-3.69254e-05j -0.00241503-0.000471687j -0.00123398-0.000295585j 0.000289802-0.00154298j -0.000751814-0.000906824j 6.12974e-05+0.00492618j 0.000925938+0.000202902j 0.00367019+0.00465035j 5.15759e-05+0.000751825j 0.00761747+0.000918284j -0.0051473-0.000318466j 0.00768684+0.00213722j -0.00145824+0.000545958j 0.00445657-0.00240467j 0.0051862+0.00774191j 0.0014488+0.00210371j 0.00514774+0.00148742j 0.00023044+0.00101374j -0.0110447+0.00362849j -0.00528625+0.00701822j -0.00421032+0.000261031j 0.00211198-1.16503e-05j 0.000747113+0.000576722j 0.00224491-0.000101356j -0.00417068-0.00737668j 0.00257128+0.0014848j -0.00480628-0.00566279j 0.00113151-0.00310465j -0.00360488-0.000742439j -0.00212321-0.00353439j -0.00295323+0.00547465j 0.00288238-0.00231689j -0.00235322-0.00219909j 0.00448058-0.00474085j 0.00153901-0.00429237j -0.00346223+0.00192876j 0.00302666+0.000687127j -0.00112614-0.00480572j -0.00252391-0.00093767j -0.000724513-0.00015951j 0.00463536+0.000722724j 0.00240261+0.000999858j 0.000435909-0.00266555j 0.00209754+4.27335e-05j -0.00104918-0.00110303j 0.00202886-0.000233339j -0.00121951+0.00124996j 0.000379037+0.000162499j -0.00139891+0.00234219j 0.00105066-0.000784368j 0.00048522-0.000546547j 
-0.00253436-0.0015808j -0.000653241+0.000585738j -0.000674713+0.000528481j 0.000581028-0.000534646j 0.00116484-0.000492467j -0.00146026-0.00276269j -0.00224208+0.00050326j 0.00333824-0.000165011j 0.00277583-0.000660671j -4.36214e-05+0.00346143j -0.000938516+0.00195116j -0.000758321-0.00114589j 0.0058269+0.00158435j 0.00308073-0.000914609j 0.00520417+0.000771519j 0.00206165+0.00329525j 0.00366835+0.00440004j 0.00113246-0.00152043j -0.00316253-0.000217339j -0.00800734+0.00879633j -0.00510001+0.000543226j -0.00889088-0.00311665j -0.00156872+0.000259746j -0.000763849-0.00841547j 0.0063514+0.00349307j -0.00408728-0.00389446j 0.000556929-0.00217857j -0.00234537-0.00891706j 0.00222724-0.00564378j -0.00794649+0.00133073j 0.0020118+0.00141257j -0.00609822+0.00945205j -0.00444881+0.00192744j 0.00141667+0.00229518j 0.000244345-0.00447422j 7.0017e-05+2.45055e-05j -0.00395079+0.00914562j -0.000283029+0.00317208j -0.00157343-0.00614057j -0.00459425+0.0050494j 2.29743e-05+0.00239789j 0.00507538-0.00538125j 0.00190203-0.00148081j 0.00305452-0.000215739j 0.00538209-0.000312191j 0.0012232-0.00147862j 0.00327305+0.000795508j 0.000845109+0.00152738j -0.00185699-0.000213464j 0.00112056+0.00108676j 0.00201069-0.00283033j 0.00294923+0.000368456j 
-0.00325695+0.00194771j -0.00273932-0.00100563j -0.00053595-0.000770555j -0.00166558+0.00160245j 0.00273461+0.00169929j 0.000526039-0.00123363j -0.00358213+0.00218449j -0.000649345+0.00204564j -0.00190602-0.00119157j -0.00152564+0.00240617j 0.00135289+0.00220145j -0.00418549+0.00236322j 0.00464144+0.00175081j 0.000297196+0.000944902j 0.0031228-0.00264172j 0.004906+0.0065437j 0.00223846-7.59902e-05j 0.00486069-0.0018943j 0.000892819+0.00641409j -0.00100011-0.00690863j -0.00384837-0.00167529j 0.00074196-0.0077437j -0.000957452+0.0016063j -0.00530888+0.00413741j 0.00648697-0.00383181j 0.000527068-0.00518116j -0.00072699-0.00422015j -0.00925487-0.00432516j -0.0112258-0.00365093j 0.00817662+0.00305032j 0.00685678+0.00624314j 0.00697181-0.000908807j 0.00534453-0.00468567j -0.00608601+0.0013328j -0.00268666-0.0023283j 0.00424234+0.00274156j 0.00780269+0.00514609j 0.00809191+0.000314807j -0.00539018-0.00397395j 0.00855227+0.00488357j 0.000167028+0.00433122j -0.00121867-0.00142045j -0.00267751-0.00170959j -0.00510168-0.00435809j -0.00279095+0.00100946j -0.000424136-7.12458e-05j -0.000777298-0.00247497j -0.0025211+0.000275219j 0.00050631+0.000675731j -0.00143843+0.0024941j -0.00210536-0.00147323j -0.00369946+0.000943966j 
