-0.00810938-0.00377109j -0.00301526+0.00788226j 0.00679087-0.0024074j -0.00309983-0.00676448j -0.00156348+0.00148292j -0.00131586+0.000291943j 0.00285783+0.0046499j -0.0058514+0.0014453j -0.000544248-0.00381216j -0.00262226-0.00144439j 0.00213957-0.000465721j -0.000955723+0.00464929j -0.00521196-0.000174526j 0.00100222-0.00334552j 0.00469733-0.00263717j -0.00158666-0.000532311j 0.000834803-0.000976448j -0.000623831-0.00160474j 0.000820058-0.00364331j 0.00073752+0.000549074j -0.00417918-0.00010775j -0.00173905-0.00479844j -0.000599898-0.000812955j -0.00350392+0.0021522j -0.000389014+0.00183933j 0.000782138+0.00364698j 0.000576337+0.00105827j -0.000775158+0.00330765j -0.00206836-0.00130278j 0.000826545-0.000573759j -0.00483708-0.00080164j 0.00393888-0.000359717j 0.000252747+0.00202693j -0.0014097-0.00264541j -0.00301304-0.00174847j 0.00331229-0.000145731j 0.00173956-7.90989e-05j -0.0054662-0.00147543j 0.00049646+0.00092702j 0.00316751+0.00331474j -0.00924445+0.000306942j 0.00325507-0.00933121j -0.00334775+0.000383924j 0.00248008+0.00554963j 0.00066984+0.000403894j -0.00389104-0.00622299j 0.00209255-0.00315203j -0.00328478+0.00619447j 0.0106233+0.00124612j -0.00358075+0.00734149j -0.00967275+0.0108123j -0.0106943-0.0109447j 
0.00151782-0.00414681j -0.00103641-0.0014426j 0.00359324-0.000126273j -0.000738404-0.00179079j 0.00225165+0.00197208j -0.00208943+0.00220428j 0.00259443+0.00194428j 0.000555092-0.00288871j 0.00287708+0.00170809j 1.45541e-06-0.00406533j 0.00431079-0.000167864j 0.00143931+0.00589011j -0.000889088+0.0100119j 0.0082686-0.00199893j 0.00475856-0.00143777j 0.0020517-0.000635507j 0.000492582+0.00114908j 0.00102157-0.012463j -0.00179659-0.00310255j -0.00375094+0.00571878j -0.00850907+0.00482041j -0.0027384-0.00191689j -0.00216545+0.00376551j 0.00575171-0.000978827j -0.0103308-0.00239128j -0.000289753+0.00495689j -0.00344445+0.000481078j -0.00219179-0.00322335j 0.00385386+0.00387443j -0.00849555+2.55428e-05j -0.000169454-0.000752279j -0.000504495+0.000204976j -0.00173476+0.0142522j -0.000132998-0.0143553j 0.00151588+0.000720251j -0.00167508+7.79604e-05j 0.00131277-0.000785725j 0.00331612+0.00552273j 0.00353069-0.000761767j 0.0040972+0.00633125j 0.00783225+0.00254344j 0.00261579-0.00176981j -0.00341552+0.00220429j 0.00176351+0.000800856j 0.00343396-0.00938699j -0.0049182-0.00357971j 2.6631e-05-0.00333519j 0.00123398+0.00267055j -0.00234564+0.00360275j -0.00428535-0.00571847j 0.00593352+0.00158196j -0.00428865+0.00536841j 
-0.000611179+0.000621935j 0.00201663-0.000383321j -0.00120055-0.000357594j -0.00358741-0.00195777j -0.00117716+0.00328816j -0.0014594-0.000463173j 0.000156707+0.000630163j 0.00272188+0.00471875j 0.00117421+0.00276182j -0.00200437-0.00852309j -0.00100841+0.00036636j -0.00226805-0.00290598j 0.00334542+0.00148974j -0.000974772+0.00071233j -0.0029661+0.000627769j 0.00194319+0.00328291j 0.00274971+0.000948777j -0.00544603-0.0100406j 0.00130531+0.0119579j -0.000350618+0.00982j 0.000985352+0.00355685j 0.000958519+0.0020214j -0.00127664-0.0047828j 0.00557913-0.00378366j 0.000935208-0.00587647j -0.000898498+0.00907853j -0.00279855+0.00216064j 0.000786203-0.0121428j -0.00305718-0.0015178j 0.000522682-0.00276254j 0.000476654+0.00962266j -0.00240619-0.00309256j 0.00211659-0.00202522j -0.00271552-0.0126091j -0.00384225+0.000726946j 0.000307434+0.00419796j -0.00224356+0.00470054j 0.00248775+0.00599039j -0.00061173+0.0158957j 0.000996997-0.00951383j 0.00441634-0.00131507j -0.00528741-0.00209389j -0.00353373+0.00346321j -0.00915009+0.0144525j -0.00550362-0.0011217j -0.000287015+0.00234753j 0.00372973+0.00600313j 0.000244865-0.00611601j -0.00239162-0.00433044j 0.00280078-0.000766118j -0.00439615+3.32293e-05j 0.00160774-0.0043289j 
0.0020001+0.00935923j -0.00142158-0.00169768j 0.00222483+0.00223784j 0.00564466-0.00216762j 0.00331442-0.0049327j 0.0040155-0.00112242j -0.000690318-0.00624414j -4.12818e-05+0.00234133j 0.0019485+0.00379615j -0.00362532-0.00384409j 0.000435347-0.00276083j 0.00570201-0.00581041j -0.000497016+0.00409015j 0.00202501-0.00402392j 0.00189866-0.0014068j 0.00195746+0.000533795j 0.000201337+0.00168625j 0.000164492-0.00302269j 0.00480635+0.0101887j -5.09461e-05-0.0014272j -0.00328138-0.00611941j -0.00309358+0.000905395j -4.20637e-05-0.00856373j -0.0089077+0.0085698j -0.00409547+0.0053501j -0.00584327+0.00360832j 0.00457088-0.00675732j 0.00120344-0.00430654j 0.00431249+0.00133823j -0.00249954+0.00182851j -0.00637241-0.00244888j 0.00612665-0.000568558j -0.000793347-0.000724362j -0.0011209+0.00195272j 0.00155789+0.003183j 0.00644164+0.00163208j 0.00191853+0.00768993j -0.00130534-0.0057602j -0.00562411-6.56168e-05j 0.00248954-0.00929941j 0.00268485+0.0102046j 0.00765574-0.00049923j -0.0025657+0.00906944j -0.00106669+0.00433384j -0.0046913-0.00742674j 0.0024153+0.00557643j 0.00133299-0.00766006j -0.000543526+0.000213602j 0.00346958-0.00345009j -0.00338663+0.00349823j 0.00103265+0.00422106j -0.000950719-0.00452806j 
0.000168968-0.00321547j -0.00132312-0.00122639j -0.00311551+0.00282281j 0.00601702-0.0031911j -0.000523621+0.000540817j 0.00477382+0.00208526j -0.00433585+0.00498255j -0.00339007+0.00336451j -0.00625249+0.000532736j 0.00383199-0.00323355j -0.00531452-7.55124e-05j -0.000968787+0.00364386j -0.00323858-0.000181118j 0.000783936-0.00231692j 0.00211962+0.000194016j -0.00170944+0.00760885j -0.0044047+0.00312945j -0.00585817-0.00539797j -0.00184275+0.000522968j -0.00211519+0.00116204j 0.00349135+0.00434075j 0.00620379-0.00468875j 0.00359726-0.00524674j -0.00275851+0.0021463j 0.00721124-0.00446562j 0.00353831-0.00619298j 0.00988093+0.00143976j -0.00989671-0.010997j -0.00388401+0.00399737j 0.00552649-0.00143825j -0.00626111+0.00395184j 0.00474308+0.000683624j 0.0024801+0.0113401j -0.00489094-0.00800413j 0.000310589+0.00289331j -0.00229617+0.00401737j -0.00275161+0.00502659j -0.00751446+0.00241182j -0.00307734+0.00127683j 0.00225149-0.00370735j -0.0044693-0.00305008j -0.00114003+0.00617526j 0.00730389+0.00375072j 0.00502502+0.00443987j 0.00769618+0.0047463j -0.00139543+0.00741162j -0.00577537-0.000111604j -0.00427662-0.00309541j 0.00286569+0.00555067j -0.000932964-0.00150001j 0.00253961-0.00261865j 0.00249366+0.00760084j 
0.00496919-0.00289984j -0.00362129-0.00370111j 0.0042685+0.00208005j 0.00324075+0.000563465j 0.0062138-0.00176588j -0.000656305+0.00717343j 0.00633034+0.00010303j -0.00445771+0.000202158j 0.0118452-0.00763575j -0.00193451-0.0022502j 0.00802724+0.00153274j -0.00439319-0.00283654j 0.0050357-0.00395671j -0.00830007-0.00516142j -0.00189547+0.0020345j 0.00107231+0.00302693j 0.00208306+0.00514402j 0.00236256+0.00227484j 0.00479149-0.00929901j 0.00892499+0.000552786j -0.0104187+0.00479994j 0.00474972-0.0042161j 0.00618296+0.000443715j -0.00840323+0.000178238j -0.00113746-0.000189305j 0.00530353+0.00793511j 0.00133988+0.00520418j 0.00944429-0.00318991j 0.00455324-0.00591194j -0.000889176+0.00190128j -0.000575111+0.00528986j -0.00214696-0.000482859j -0.00420943+0.00391311j -0.00471819+0.00278751j -0.00360392-0.00255849j 0.0108233-0.000659185j -0.000807752+0.00477948j 0.00314381-0.00364648j -0.00271954+0.00373585j -0.00516995+0.00187786j -0.00446499-0.00735701j -0.00144191+0.00137422j -0.0039073-0.000966295j -0.00777437-0.00553815j -0.00319397+0.00223651j -0.00483964+0.00171983j 0.00233593-0.0081596j -0.0011647-0.00261776j -4.09996e-05+4.56042e-05j 0.00270804+0.00286564j -0.00200368-0.00378646j 9.58517e-05+0.00384581j 
0.00134691+0.0043615j -0.000347016+0.00322433j 0.00564721-0.00432298j -0.000764168+0.00166229j 0.00133745+0.0027157j -0.000140518+0.000318718j 0.00441405-0.00157376j 0.000431624+0.0018859j 0.00600473+0.00425842j 0.00109563-0.00427059j 0.00462209-0.00356403j -0.00164698+0.00278312j -0.00213355+0.00304205j -0.00281611+0.00290301j -0.000102375+0.00101987j 0.00314816+0.000219636j -0.00279154-0.00366811j 0.00159132-0.00201184j 0.00452763+0.00456744j 0.0020009-0.00321754j -0.000825309-0.00320402j -0.00235102-0.00211028j 0.00182666-0.00712113j -0.0110506-2.23368e-05j -0.00128019-0.00704409j -6.44929e-05-0.00830038j 0.00289897-0.00409895j 0.00504766-0.00117593j 0.00164781+0.00247556j 0.00624907-0.00121467j 0.00666019-0.00086489j -0.00334789+0.0030849j -0.00636365-0.0027945j 0.00218393-0.000684272j 0.00115177-0.00561872j 0.0042318+0.00788316j -0.00558288+5.47399e-05j -0.000514385-0.00754538j 4.93049e-05+0.00436578j -0.00456215-0.00102685j -0.00415684-0.00867445j -0.00868363+0.00298295j -0.00301405-0.00738678j 0.00326611+0.0147242j 0.00529645+0.0100175j 0.00364819-0.0047315j -0.000544652-0.000935054j 0.00798123+0.00664416j 0.00393607+0.0081452j 0.00397332+0.000792624j -0.00103096-0.00231235j -0.00706808-0.00524839j 
-0.00597888+0.00509263j -0.00329626+0.000361383j -0.000610775-0.000225435j -0.00386379+0.000454607j -0.00106356+9.91441e-05j -0.00782527-0.000883589j 0.00412927-0.000391428j -0.00339351+0.00219118j -0.00121087+0.00410396j 0.00132774-0.000657435j -0.00281056-0.000923739j -0.00562392-0.00158129j -0.000908517+0.00190712j -0.00147154-0.00447395j 0.00568555+0.00179438j 0.000414908-0.00510837j -0.00549995-0.00162993j 0.00254347+0.00248745j -0.00747561+0.00455868j 0.00337088-0.00179099j -0.00257856-6.20158e-05j 0.0019603+0.00271936j 0.00121698-0.00497648j 0.00680523+0.000304371j -0.0041445+0.00502668j 0.0125521-0.00340015j -0.00919916+0.000854309j -0.00327457-0.00164328j 0.00357356+0.000402254j -0.00329548-0.00161192j -0.00722892-0.00294941j -0.00523209+0.00332751j -0.00355326+0.00455606j -0.00486882+0.00181925j 0.00191882-0.00606062j -0.00153146+0.00200739j 0.00991579+0.00354875j -0.00137639-0.00541961j -0.00276769+0.00273408j 0.00879839+0.00323477j 0.00766363+0.00195689j -0.00764002-0.0053885j 0.00148953+0.00681055j 0.0046068+0.00579172j -0.00358471+0.000760037j -0.00259405-0.00399122j -0.00126384-0.0139237j -0.000148506+0.00898435j -0.00428728+6.32288e-05j -0.00162466+0.00729539j 0.00714183+0.000418847j -0.00122543-0.00934539j 
-0.00376018-0.00234742j 0.00540948+0.00227253j -0.0030382-0.00139792j -0.00465264-0.00215775j 0.000532802+0.0030662j -0.00346308-0.000381358j 0.00412599+0.00364424j -0.00398803+0.00443062j 6.92804e-05-0.000129244j -0.000159032+0.000681941j -0.00452761+0.00139556j 0.00118735+0.00110947j -0.00126879+0.00204837j -0.0063387+0.00266544j -0.00489984+0.00174615j 0.00418909+0.00045715j -0.00942774-0.000141864j -0.00437217-0.00250856j -0.00258303+0.000279228j -0.00564657-0.000633183j -0.00635966-0.000486293j 0.000147453-0.00774921j -0.00716527+0.00555714j 0.00405329+0.00487987j 0.00703273-0.00617749j -0.00363357-0.000729293j -0.000915234+0.00187227j -0.00309543+0.000573784j 0.0135001+0.00134061j 0.000455166-0.00157327j -0.00515443+0.00104814j -0.00294945+0.003712j -0.00109669-0.00448353j -0.000566161-0.00297474j -0.00679057-0.00687094j 0.00427068+6.44264e-05j 0.00308422-0.00210874j 0.00108997-0.000129826j -0.0124058-0.0009466j -0.00662706+0.000764353j -0.00405287+0.00165071j -0.010262-0.000764904j -0.00666384-0.00773548j 0.00389473-0.000851209j -1.67612e-05+0.00382421j 0.00434065-0.00255158j -0.00041118+0.00294586j -0.00347817-0.000949009j 0.00286014+0.00539458j -0.00863932-0.00196085j -0.00362698-0.000559048j 0.00544371+0.000713847j 
-0.00551871-0.00527264j -0.00402097-0.000223783j -0.0040808-0.00286161j -0.00311988-0.00163511j 0.00192779+0.000951978j -0.00725892-0.000175609j 0.00341387+0.00153716j 0.00111589-0.000324237j 5.10097e-05-0.00144628j -0.00232635-0.00486403j -0.0043044-0.00125438j 0.00179222+0.00126942j 0.00664047-0.00129431j -0.00159928-0.00254599j 0.00858173-0.00419365j -0.00615506+0.000758217j -0.00518067+0.00177427j 0.0037304-0.00427631j 0.00149344-0.0042487j 0.00538281+0.000537281j 0.0092981+0.00128602j -0.00485775-0.00128184j 0.00241514+0.0018393j -0.00140877+0.00318674j -0.00299449+0.00108735j 0.00394005+0.00554354j -0.0113435+0.00328196j -0.00392882+0.00302557j -0.00183984-0.00225605j 0.0121425-0.00196748j -0.00299122+0.000974205j 0.00302245+0.00220223j 0.00157365-0.00172366j 0.013028+0.00108205j 0.00228201-0.00377749j -0.00693927+0.00084036j -0.00398312+0.00398017j -0.0109806-0.00927655j 0.00536077+0.00532295j -0.00382385-0.000840061j -0.0120011-0.0145074j 0.0102389+0.00456728j -0.00516254+0.00127054j 0.00550682+0.00494818j -0.00153139+0.00010742j -0.00245726-0.0014351j -0.00505418-0.00198975j -0.00448202-0.00191026j 0.00255336+0.00227239j -0.0118802+0.0037833j -0.000951103-0.0021293j 0.000718208+0.000486382j 
-5.92876e-05+0.00326138j 0.00311197-0.000624696j -0.000728218-0.00238603j -0.00465559+0.0014356j 0.000979398-0.000808434j 0.0029711+0.00696357j 0.00121789-0.00336433j 0.00221365+0.00476384j 0.00298581-0.00252629j -0.000464139-0.00759584j -0.00440559-0.00134219j 0.00406177-0.000630216j 0.00558592+0.00183431j -0.000966099+0.0014104j -0.000923439+0.00173386j -0.000886097+0.00583658j 0.00151845+0.00225011j -0.00289413-0.00408411j -0.00113198+0.00220662j -0.0020496-0.00316524j 0.000104058+0.00300233j -0.00155515+0.000538798j -0.000191931+0.0019799j 0.00714236-0.000109929j 0.00700482+0.00305399j -0.00470191-2.49023e-05j 0.000196951+0.00115625j 0.00518247+0.00203549j -0.00639335+0.00207458j 0.00141159+0.00112963j 0.00405153-0.00582676j -0.000568842+0.00779322j 0.0108785-0.000543355j -0.00048795+0.000811885j 0.0109148-0.00108339j -0.00452932-0.00243438j -0.0100335+1.85073e-05j 0.00146562-0.0038541j -0.00245933+0.00379383j -0.0081821+0.00603461j -0.00139689-0.000520542j 0.00495678-0.00634855j 0.0132929-0.00283282j -0.00255686+0.00147431j 0.00555018-0.00553835j -0.00442179+0.00123947j -0.000938926-0.00873891j -0.00733974+0.0114465j -0.00097688-0.00340561j 0.00463046+0.000145045j 0.0014761+2.72193e-05j 0.00336268-0.00200711j 
-0.00157706+0.00018393j -0.00248513-0.00173294j 0.00323061+0.00427041j 0.000498954-0.00248497j 0.00117165-0.00165396j -0.00191322-0.0048309j 0.0015668+0.00197464j -0.00664197-0.00332406j -0.00181218+0.00498879j 0.000433654+0.00367772j 0.00306436+0.00198332j 0.00367726-0.000711035j 0.00536263+0.000808525j -0.00496651+0.00189439j -0.000726452+0.000772075j -0.000329839-0.00494596j 0.00608841-0.00193725j -0.00688833-0.0060427j 0.00400138-0.00234758j 0.00332282+0.000313674j -0.000983252-0.00243741j -0.00472098+7.39429e-05j 0.00393687-0.00477002j -0.00668506+0.00145193j 0.00184847-0.000232814j -0.00308216-0.00481527j -0.00582577+0.000225698j 0.00673559+0.00141068j 0.000449216+0.00313864j 0.0151986-0.00101167j 0.00348513+0.00226273j -0.00633095+0.00135188j -0.00345944+0.00624536j 0.00673954-0.00119496j 0.00611045+0.00308467j 0.000995733-0.00182613j -0.0120401-0.00483551j -0.00517608+0.00250535j -0.00187676-0.0039032j -0.0183525-0.00915296j -0.00120625+0.01014j 0.00213629+0.000599705j 0.000592823+0.0056616j -0.000606317-0.00497878j 0.0065631-0.00449523j 0.0113123+0.00130404j 0.00422171+0.00120775j 0.00233561-0.00211786j -0.00128974-0.000860708j 0.000509465-0.00223304j 0.0100633+0.00389402j -0.00161771+0.000536572j 
0.00114081-0.000672881j -0.00013607+0.0019984j 0.00917363+0.00352674j -0.00264576-0.00493322j -0.00254317-0.000525946j 0.00181231-0.001144j 0.00202217+0.00593286j 0.00349082+0.00478398j 0.00174751+0.00182824j 0.0018827+0.0009931j 0.00275767+0.000131758j 0.000608869+0.00418148j -0.00271526-0.00587962j 0.00406681+0.00160977j 0.00588312-0.00292127j 0.00156054+0.00353799j 0.00973086-0.00323706j 0.007643-0.00629196j 0.00100434+0.00200572j 0.00524315-0.00320864j 0.00125302-0.00611051j -0.00693408+0.00234786j -0.00848002+0.00432122j -0.00242033+0.000876774j -0.00555546-0.00331632j -0.00503297-0.00423864j -0.00841868-0.00310829j 0.00690755-0.00119069j -0.00736876+0.003343j -0.00962258+0.00110286j -0.00323663+0.0014297j -0.000502501+0.00706579j 0.00553511+0.000354605j 0.00611176+0.00368736j 0.00457824+0.00055024j 0.0011203+0.00461842j 0.00830891-0.00250264j -0.000384734-0.00269768j 0.00548683+0.00665295j 0.00351827+0.00204114j -0.00083456-0.00564678j 0.00920263+0.007489j 0.00266812-0.00121298j -0.0012725-0.00132073j -0.013419+0.00379006j -0.00217059+0.00177907j 0.00652627+0.00275309j 0.000300065-0.00595323j -0.00501435+0.0073695j -0.00115902-0.00496017j 0.000647884+0.000147791j 0.00125556+0.00379001j 
0.000778754-0.0002799j 0.00194036-0.00050033j 0.00243479-0.000138805j -0.00196914-0.000587432j 0.00119313-0.00146952j 0.00434755-0.00103231j 0.000265916-0.00292631j 0.00946036-0.00329703j -0.00405874+0.00138041j 0.000635615+0.00253757j -0.00200756+0.00228593j -0.00215669-0.00274778j 0.00099925+0.00547839j -0.00106292+0.00421614j 0.00353553+0.00173732j 0.00634536+0.000468834j -0.0067621-0.00147962j 0.00861349-0.00346381j 0.00517998-0.00200793j -0.00029614+0.00438206j 0.00544297+0.00310387j -0.00113995+0.00396244j -0.00146686+0.00314612j -0.00425281+0.00187688j 0.00522387-0.00465471j 0.00515186+0.00817047j -0.00731849-0.00257527j -0.00102341-0.00147823j -0.000561856+0.00140252j 0.000788738+0.00519333j -0.00676919-0.000176603j -0.00519002-0.00126756j -0.00275589-0.00439584j 0.00591652-0.00499j 0.00687753-0.00491681j 0.00194928-0.000410114j -0.00518318-0.00573744j 0.000830929+0.00298764j 0.00611522+0.00442907j -0.00118409-0.000504059j -0.000105226+0.00794935j 0.00529634-0.00199737j 0.00114364-0.000881217j 0.00284278-0.00606366j 0.00748057+0.00641567j 0.00245193-0.00167964j 0.0048698+0.00235346j -0.000223477+0.00436128j 0.00387862+0.00096877j 0.00281756+0.00346254j 0.00136818+0.00118426j 0.00446656+0.000986842j 
-0.00240763-0.00127997j -0.00578024-0.000998323j 0.000738775-0.000869117j 0.00398139-0.000164213j -0.00233567-0.00199588j 0.00297303-0.00140432j -0.00229955-0.00224307j -0.00500269-0.00255497j 0.000470842-0.00202233j -0.000218806-0.00419191j -0.0012345+0.00245557j -0.00613633-0.00219385j -0.00422381-0.00225597j 0.0054736+0.00719385j 0.0070509-0.00472423j 0.00438596+0.00261315j 0.000263606+0.00815599j -0.00958313-0.00599257j -0.00398825-0.00260592j -9.04673e-05+0.00181289j -0.00153214-0.00704767j -3.42503e-05+0.00592545j 0.00476938+0.00446831j 0.000548334+0.00358082j -0.00189563+0.00155978j 0.00134396+0.00709285j 0.00208432-0.00498731j -0.00766394+0.00233971j 0.00392569-0.00584342j -0.00168457+0.00959405j -0.00228881-0.00151013j 0.00407574+0.00821592j -0.00611136-0.00404229j -0.00441092-0.000116588j -0.00870857-0.00697671j 0.00415186+0.00102702j 0.00269646+0.00146385j 0.00239633-0.0111675j -0.00595723+0.00808033j -0.000548024-0.000722613j 0.00692478-0.00527858j 0.00491302-0.00114044j 8.19551e-05-0.00451797j -0.00531644-0.00368269j 0.00299872+0.000406776j 0.00845932+0.00232565j -0.00170861+0.00279003j 0.00320324-0.00139376j 0.00295608-4.06757e-05j -0.00116232+0.00248184j 0.00710975+0.000951321j -0.0034101+0.00219471j 
-0.0019623-0.00189289j -0.0080511-0.000252684j 0.00465917-0.0016094j 0.000576776-0.000846539j 0.00027574-0.000309057j -0.00127549+0.000886877j 0.00156843-0.000896868j 0.00326113-0.000210507j -0.0041383-1.25506e-05j -0.00391967-0.000662089j 0.0013376-0.000178646j 0.00096057+0.00376223j -0.000490036-0.00135125j 0.00558303-0.000101327j 0.00891246-0.00521082j 0.000152007-0.00337914j -0.00188908-0.00785856j -0.00866728+0.0100341j -0.00207558+0.00119962j -0.00616696-0.0013095j 0.00391153+0.00727281j -0.00316151+0.00382519j 0.00129708-0.00444359j -0.00318371-0.00589747j -0.000298239+0.000619148j -0.00630305+0.00110069j -0.00177979+0.00564688j -0.000498089-0.00391505j 0.00507735+0.00368726j 0.00284007-0.00275578j -0.00764255-0.00154581j 0.00968568-0.000505814j 0.00246927-0.00267667j -0.00408875+0.00341534j -4.60474e-05-0.00657072j -8.86558e-05+0.00307285j -0.00626707+9.73791e-05j -0.000405019-0.000966018j 0.00297993+0.00230306j 0.00114455+0.000660044j 0.0115592+0.00439226j 0.00344917+0.0051066j 0.000431864-0.00351296j -0.00592627-0.00338699j -0.00308817-0.000721581j 0.0047824+0.0012726j -0.000445981+0.00018993j 0.00275106+0.00142329j 0.00186863+0.00484966j -0.00307229+0.00261265j 0.00575235-0.00546782j -0.000912576+0.00190153j 
0.000450602-0.000751615j 0.0048854-1.09479e-05j 0.00237384-0.00198647j -0.00162608-0.000469774j -0.0018463-0.00109476j 0.00697861+0.000836536j -0.00414693+0.000832196j -0.00181952-0.00287494j -0.00171479-0.00521222j -0.00168941+0.000705775j 0.00340146+0.0018278j 0.00340067+0.00243225j -0.000101046-0.000521403j 0.00514424-0.00415424j -0.0068465-0.00308912j 0.00496685-0.0036046j 0.00348795+0.00519365j 0.00527085+0.00474358j 0.00278954+0.00194373j -0.000221809+0.00380291j -0.00427228+0.0022076j -0.0011055+0.000120914j -0.00432111+0.0026848j 0.00312075-0.00970091j 0.00119316-0.000394952j 0.00907784+0.00286264j -0.0027632+0.00196018j -0.00040125-0.00451019j -0.00332493+0.00072927j 0.0022487+0.000207066j -0.000551874-0.0028942j -0.00169463-0.00591393j -0.00874802+0.00183176j 0.00203668+0.0074487j -0.00716009+0.00455406j 0.00171737-0.00167625j 0.00136173+0.00542759j -0.00918005-0.00610874j 0.00723411-0.000635487j -0.00350923+0.00275998j -0.00238354-0.00321453j 0.00530064-0.00186633j -0.00327979+0.000845669j -0.00261972+0.010836j 0.00559903-0.000697127j 0.00128723+0.00291775j 0.00181607-0.00159839j 0.000673054+0.00494637j 0.004274+0.00205619j 0.0014315-0.00175067j 0.00352117+0.00203612j 0.0070433+0.00238613j 
0.00212368+0.00185069j 0.0050054+0.00178985j -0.000249888+0.00154273j -0.00210752-0.00111252j 0.00130029+0.000111299j -0.00137146-0.00306152j 0.00134134+0.00223919j 0.00642995+0.000962671j 0.00854522+0.000993169j -0.00233873+0.00441679j -0.00411959-0.000407224j -0.00150547+0.00151862j 0.00399431-0.000336974j 0.00943525-0.00354391j 0.000225366+0.000567014j 0.00730115-0.00190057j 0.001488-0.00392317j -0.0125503+0.00202369j -0.0017635+0.00430387j -0.000188495+0.00267242j -0.00748957-0.0012342j 0.0037587+0.00390191j 0.0083143+0.00295567j 0.00242227-0.000294025j 0.00490514-0.00273177j 0.00670179-0.00179135j -0.00587127-0.00307165j 0.00725335+9.21237e-05j 0.00226954+0.000478569j 0.00934906+0.00348553j -0.00158991-0.00307907j 0.0125031-0.000497499j 0.00346844+0.00175084j -0.00206107-0.0048373j 0.000842777+0.00837624j -0.000581228+0.000696302j -0.00252289-0.00270059j -0.00695064-0.00202795j 0.00647584-0.00238987j 0.00212194+0.00648546j -0.00978687-0.000699202j -0.00541736-0.00258893j -0.00690984-1.10088e-05j -0.00158904-0.00187532j -0.00461754+0.00158152j -0.0043241-0.0045425j -5.86969e-05+0.00197352j 0.000676422+0.000170549j -0.00228574+0.00102834j -0.000393718-0.000635363j -0.00464608+0.00253359j 0.00119012+0.000201454j 
0.000104927-0.000100992j 0.00124515+0.000469565j 0.00162414+0.00117672j 0.00184712-0.00288015j 0.00341603-0.00057528j -0.0068107+0.00068261j 0.00109371+0.00324344j -0.0034254+0.00254246j 0.00864507+0.00821264j 0.00148887+0.00658865j 0.00339296-0.00728609j 0.00267503-0.00394506j 0.00505587-0.00258859j 0.000755168+0.00635459j -8.50692e-05+0.00366625j -0.0064195+0.00110963j -0.00480565-0.00651514j 0.00169042-0.00160206j -0.0030955+0.00543983j -0.000197993+0.00276023j -0.0027375-0.000488789j -0.00681195+0.00791945j 0.000553827+0.00519572j -0.0032442-0.000522873j -0.00516801-0.000160138j 0.00754076-0.000115162j 0.00717704-0.00211482j 0.000536545-0.00605156j 0.00349285-0.000577749j 4.19629e-05-0.000804838j 0.00938346+0.00223393j 0.00127939+0.00373881j 0.00377979+0.00240629j 0.00269647-0.0016163j -0.00491283+0.000552969j -0.00197334-0.000777711j -2.61954e-05-0.00285426j -0.00784435+0.00257465j 0.000179799+0.00131383j -0.0055842+0.00177492j 0.000734094+0.000790396j 0.00568535+0.00580147j 0.00688453+0.00582863j -0.00210232-0.00616031j 0.00214297+0.00543978j 0.00179864-0.00113493j -0.00796873+0.000968059j -0.000891355-0.000519058j 0.000174258+0.000731671j 0.00116573+0.00113645j 0.00273057-0.000510291j 0.00499079-0.000133585j 
0.00712787+8.90585e-05j 0.00346702+0.00114728j 0.0066608+0.00205866j 0.000246211-0.0022158j -0.00151334-0.00208771j -0.000161809+0.00557912j -0.00178196-0.00134722j 0.00486627-0.00169423j 0.000746956-0.00250222j 0.00534594+0.00154217j 0.00549783-0.00236187j -0.00544284+0.000507741j 0.00377203+0.00266516j 0.00102938-0.00317639j -6.72181e-05-6.19711e-05j -0.00182573+0.000568737j -0.000703397+0.00372676j -0.00432437-0.00375484j -0.00191243+0.00234217j -0.00398759-0.0043251j 0.00796931+0.000753019j -0.00591241-0.00263551j -0.00403858+0.00251166j 0.00531563+0.0102329j 0.000361038+0.00354206j 0.00665881+4.14713e-05j -0.00142592-0.00560421j -0.00167856+0.00101285j -0.000713861+0.0018698j 0.00455097-0.000757306j 0.00583192-0.000240038j -0.00695852-0.0062841j 0.00231773-0.00576103j -0.00436431-0.00358794j 0.00177303-0.00516719j 0.00102676+0.00156456j 0.000445852+0.000980144j 0.00440125+0.000836458j -0.000426792-0.000777987j -0.000732386-0.00136417j 0.00331871+0.00997301j -0.00450802+0.00450742j -0.00379845+4.08721e-05j -0.00749612-0.00570939j 0.00377494+0.00316428j -0.00725326+0.00457555j -8.5291e-05+0.00185538j -0.000325412+0.000487906j 0.00331711+0.00317698j 0.0067813-0.00027298j -0.00762157+0.00368733j 0.00199576+0.00410731j 
