-0.000522631-0.00265042j 0.00147327-0.000516047j 0.00107553+0.00404858j 0.00256965-0.00350982j -0.00114169-0.00389695j -0.00080525+0.00409595j 0.00104556-0.00388476j 0.00312312-0.00849764j 0.00225206-0.0049896j 0.00081212-0.000333464j 0.00176468-0.00346996j -0.00112857+0.00175355j 0.000291861-0.000830691j -0.00177368+0.00328813j 0.00414502-0.00650425j -0.00163104+0.00232027j 0.000109144+8.07683e-05j -0.00122013+0.00180179j 0.000265396-0.00136173j 0.00149549-0.00315275j 0.000197741-0.00069756j -0.00322606+0.00478744j -0.00276212+0.00461065j 0.000380373-0.00149751j 0.00350584-0.00557769j 0.00382719-0.00456788j 0.00384777-0.00386555j 0.000947029+0.00228664j 0.00324576-0.00196029j -0.00198745-0.000506438j 0.00208199-0.00283089j 0.000336004-0.0039016j 0.00202069+0.00223348j 0.00122294+0.00546745j 0.00130844-0.00167783j -0.00254882-0.00469057j 0.00184915+0.00455395j -0.00230375-0.00900289j 0.00197568+0.009987j 0.000364772+0.00504519j 0.000863616+0.00733091j 0.000267027-0.00494228j 0.000157502+0.00508633j 0.000527523+0.000178789j -0.000488104-0.00700208j -0.000139496-0.00555033j -9.78223e-05-0.00983272j -3.0852e-05-0.00573008j -0.000195048+0.00192535j -7.93402e-05-0.000193381j 8.6995e-06+0.000242003j -0.00122768-0.000457967j -2.50196e-06+1.68077e-05j 0.000115846-0.00217373j -0.000625766+0.00688717j 0.0009507-0.00761642j 0.00087459-0.00758003j -0.000658214+0.00536773j -1.81482e-05-0.00205625j -0.000531141+0.00462166j -0.000164484+0.0058535j -0.00120669+0.00684975j -0.000257119+0.00294512j 0.00265017-0.00938586j -0.00361763+0.00695484j -0.00206072+0.00180207j -0.00244626+0.000887812j -0.000166396-0.00573813j 0.00380327-0.0051039j 0.00115194+0.00492588j -0.00270529+0.00330607j 0.00153002+0.003174j 
0.000167246+0.00123819j 0.00326778-0.00246947j -0.00250826-0.00408148j -0.00193586-0.00266696j -0.000172019+0.00223862j -0.00122511-6.64577e-05j 0.00193087+0.00306585j -0.00440828-0.0010714j -1.93454e-05-0.00197048j 0.000899424-0.00361433j 0.0039021+0.00189244j 0.00746548+0.00105063j -0.00107265-0.00358278j 0.000893588-0.0012654j -0.000477087+0.00207767j -0.000963488-0.00202193j -0.00124376-0.0016923j -0.00286948-0.00292269j 0.00307401-0.0016832j -0.00354065+0.000981603j 0.00463325+0.00563596j 0.00158817-0.000487284j -0.00124596-0.00123893j 0.00120152-0.000423439j 0.00148502-0.00329066j 0.00324413-0.000441294j -0.000215258+0.00591461j -0.00444244-0.00038438j 0.00141888-0.00705876j -0.00316122-0.00423493j -0.00209599-0.00251625j -0.00145955-0.00351544j 0.00182416-0.00302826j 0.000430843+0.00125754j 0.000755197-0.00102896j 0.00136387-0.000613225j 0.000461584-0.00482597j -7.10546e-06+0.000705983j 0.000678483-0.000112788j -0.000427479+0.00132642j 0.000561477-0.000618411j 4.18564e-05+0.00107602j -0.000384394+0.00217642j -9.6797e-05+0.00148925j 0.000471018-0.00262885j 0.00106414-0.00246661j -0.00214244+0.00397961j 0.000115169+0.00189729j -0.00174522+0.00213272j -0.00257228+0.00356162j 0.00128278-0.000779957j 0.00195676-0.000500843j -0.00159059+0.00157314j 0.00166371+0.000925548j -3.8275e-05-0.00148138j -0.00176364+0.00142446j 0.00110502-0.00276745j 0.0047828-0.00175623j 0.00267222-0.0022385j 0.000677111+0.000461501j -0.00205824+0.000846797j -0.00089322-3.04398e-05j -0.000811884-0.00110178j 2.96701e-06-0.00281506j 0.00100324-6.69326e-05j -0.00163439+0.000911229j -0.00272751+0.00201485j 0.00283786-0.00185015j -6.60658e-06-8.28417e-05j -0.00244518+0.000779384j -0.00478069+0.00115639j -0.00155276+0.001095j 
-0.0019815-0.000473829j 0.00389618-0.000903951j 0.00459081+0.00214986j 0.00268501-0.00141906j -0.00443603-0.000354159j 0.000185908-0.000666463j -0.0034691-0.00493294j -0.00390756-0.00114707j 0.00287009+0.0014308j 0.00298879+0.00369809j 0.00193767+0.000555886j 0.00232138+0.00750933j 0.0027255+0.00703159j 0.00151425+0.00186666j -0.00164119-0.00211037j 0.00206187+0.0029984j -0.000713701+0.000138773j -0.000294984-0.00218453j 0.000158108+0.00598807j -0.00231374-0.00812072j 0.000576099+0.000545848j -0.000876585+0.00106945j -0.00369784-0.00174674j 0.00193278-0.00124118j 0.00247626+0.00815098j 0.000844083+0.00704037j -0.00223312+0.000210028j -0.00187822-0.00453299j -0.00057382+0.00148277j 2.51567e-06+0.00139447j -0.00173251-0.00196901j -0.00199227-3.35754e-05j 0.00222938+0.00267577j -0.00176812-0.000268278j -9.64855e-06+0.00139104j -0.00190648+0.00134438j 0.00458022+0.000892981j -0.00227395-0.0015477j 0.00324518+0.00196341j -0.00245635+0.000100253j -0.000632458-0.000814073j -0.00449515+0.000429811j 0.000720116+0.000197522j -0.00387305+0.000385445j 0.00424967-0.00026382j -0.000803618+0.00179288j -0.00199931-0.00373805j 0.00117411+0.00151153j -0.00384988-0.00278468j -0.00383302-0.00212733j 0.00164623+0.000259534j 0.00161682+0.00115323j -0.0058735-0.000481243j -0.00287393+0.000513139j -0.000519753+0.0002828j 0.0041239-0.000392676j -8.34675e-05+0.000678294j 0.00321658+0.00389758j 0.00437834+0.00217543j 0.00144075-0.00125502j -0.00237118-0.00472209j 0.000914136+5.80001e-05j 0.00175592+0.000817399j 0.0031932+0.0013337j -0.00183988-0.00336688j -0.00359937-0.00262125j 0.000768786-0.00348155j 0.00173305+0.00238804j 0.000464241+0.00175128j 0.00117686-0.00166983j -0.00250173-0.00132492j 0.000394814-0.000513358j 
0.00026687+0.00086463j 9.46052e-05-0.000819121j -0.000625982+0.00171919j 0.00105108-0.000271011j -0.0012193-0.00236443j -0.00210226+0.00399968j 0.00387205-0.00245718j 0.00232018-0.00489931j -0.000375269+0.00322293j -0.000838007+0.000346929j -0.000686442+0.00155304j -0.0061227+0.00599947j -0.00556495+0.0026616j 0.00242316-0.00337507j 0.00151597-0.00107831j 0.00144519+0.000383182j -0.00302001+0.00140445j -0.00299063+0.00093013j -0.00409688+0.0011224j 0.00520146-0.00292046j -0.0036431+0.00453158j -0.00137416-0.00139999j 0.00266553-0.00344337j 0.0017834+0.00114474j -0.00742978+0.00216825j -0.00297113-0.000213222j -0.0041964+0.00263355j -0.00284234-0.0020142j -0.00241497-0.00216822j 0.00146491+0.0010283j -0.000537123-0.00114662j 0.000156599-0.00131603j -0.0022282+0.00216584j -0.00106003+2.10562e-05j -0.000332157+0.000853604j -0.00118354-0.00296772j -0.00305598+0.00252406j 0.00146008-0.00467906j -0.00115631+0.00380353j -7.58591e-05-0.00257322j 0.000319789-0.00239273j 0.00101026-0.00454044j 0.000891798+0.0025083j 3.8268e-05-0.00146457j -0.00214266+0.00256506j -0.00284304-0.000273753j 0.00483303-0.00228411j 0.000274003+0.00209481j 0.00329364-0.00373833j 0.00341512-0.00126298j -1.56057e-05-0.000249122j -0.00120169+0.000401791j 0.000998979-0.00206532j 0.00141643-0.00423078j -0.00231783+0.00106248j 0.000932527+0.00393312j -0.00232197-0.000701007j -0.00342726+0.000272466j -0.00191394+0.00119192j 0.00213626-0.0013448j 0.00409726-0.00279539j -0.00136838+0.00246505j -0.00252088+0.00239709j -0.00268009+0.0033503j 0.00338032-0.00426358j 0.00188192-0.00119073j 0.00421606+0.00156834j -0.00144603+0.000608099j -0.00134731+0.00102984j 0.000462535+0.000759367j -0.000478206+0.00342867j 0.00108037+0.000603386j 
-0.000307839-0.000539743j 0.0033529-4.7476e-05j -0.0029343-0.000303536j -6.28599e-05+0.000807696j 0.000293616+7.7282e-05j -0.00235832+0.00184689j 0.00375439-0.00119012j 0.000286491-0.000544368j -0.00135744+0.00150875j -0.00104834-0.000823327j 0.00145255-0.000871165j -0.00206291-2.44392e-06j -0.00532698-0.000175861j 0.00249517-0.00111101j 0.00169599+0.000962299j 0.000346788+0.00138374j -0.0038534-0.000990944j -0.00382436+0.000193016j -0.00238983-0.00128231j 0.00177867-0.000743247j 0.000152428+0.00018832j -0.000288495-0.0017409j 0.000846741-0.00126141j 0.000330565-0.000260677j -0.00531148-0.00272235j -4.4865e-05-0.000161696j -0.000846387+0.000100132j -0.00140631-9.27136e-05j -0.00118046+4.75853e-05j -0.00204063-0.000783549j -0.00338744+0.000500122j -0.0023223-0.00276626j 0.000442845+0.00248004j -0.00188961-0.00188671j -0.000144538+0.00161383j 0.00192454-0.000171633j 0.000301563+0.00129649j 0.00271853+0.000406916j -0.00295052-0.000411292j 0.00121499-0.00148706j 0.00262744+0.00104963j 0.0022138+0.000521214j -0.00294137-0.00108124j -0.000741505-0.000667464j -0.0018375-0.000580226j 0.000689998+0.000656386j 0.00170121-0.00123861j -0.00273522-0.00158013j 0.00285471+0.000399668j 0.000345304-0.00164573j 7.59876e-05+0.00087441j -0.0012119-9.99395e-06j 0.000280354-0.000762347j 0.00293382+0.00208042j -0.000996966-0.000607533j -0.00188015-0.00207556j 0.00112685+0.000852686j -0.0019166+0.00154765j 0.000667394+0.00234009j 0.00176759+0.00225742j 0.00338255+0.00148697j -0.0018791-0.00165888j -0.000887475-0.00300673j -0.00131161-0.000562884j 0.00231136+0.00299841j 0.000282243-0.000398981j -3.85879e-05-2.03226e-05j -0.00116111+0.00224061j -0.00193334-0.00229998j 0.00201724-0.00246618j -0.00173725-0.00366231j -0.000432565-0.000552761j 
-0.00079981+0.000973194j 0.00135006-0.000985971j 0.00133598-0.00137149j 0.000568303+9.43251e-05j -0.000822332+0.000229954j -0.00533298-0.00365967j 0.000568831+0.00306337j 0.00177618+0.00498794j -0.00220444-0.00102356j 0.00229476-2.37069e-05j 0.00129326-0.00159241j -0.00188683-0.0060842j -5.92056e-06-0.00450479j 0.00540068+0.00480506j -0.0008462+0.00164635j 0.000799123+0.00380747j -0.00195426-0.00483436j -0.00333083-0.00612289j 0.000941533-0.00277464j -0.000193976+0.00269369j -0.00166218-0.00547062j 0.00202777-0.00105964j 0.000522752+0.00390681j 0.000414981-2.61643e-05j 0.00291184-0.00646026j 0.00290953+0.000512612j -0.00158558-0.00354215j -0.00171392-0.0050683j -0.00215999-0.00279975j -0.000925214+0.00343665j -0.0019413-0.00334792j 0.000494153+0.000184827j -0.00248927-0.00085824j 0.000641469-0.00190757j -0.00156209+0.00027259j 0.000260445+0.00144747j -0.00173997-0.00311763j 0.000303953+0.00180034j 0.000966253-0.00218613j 0.00114894+0.00122469j -0.000711347+0.000580422j -0.000264271+0.00353579j 0.00136938-0.000697721j -0.000407172+0.00124632j 0.00032835-0.0044408j -0.00181202-0.000331745j 0.00179108+0.00313607j 0.00194504-0.000908008j -0.000275662+0.00362527j 0.000540769+0.00390439j -1.4019e-05-0.00111483j 0.00109096-0.00229068j -0.00175049+0.00351153j -0.000859789+0.00211799j -0.000874536-0.00114816j 0.00264332-0.000942765j -0.00179333-0.000793839j 0.00104134-0.00468048j 3.58255e-05-0.00232655j 0.000263101+0.000324164j -0.00211022+0.00286217j 0.00050082-0.00109559j 0.00100211-0.00123681j -0.000438947-0.00200759j -0.00175068+0.000729525j -0.00135974+0.00217814j 1.97715e-05+0.00222044j -0.00109031-0.00203347j 0.00197216-0.00109965j 0.00158169+0.00119889j -0.000917471+0.00253553j 0.00110593+0.00043015j 
-0.00222331-0.000779699j 0.00124436-0.000536709j 0.00225655-7.51369e-05j 0.000873906+6.83565e-05j -0.000698297-0.000398244j -0.00394818-0.000689235j -0.000294921+0.00119235j 0.00419412+0.00190305j -0.000706955+0.000552564j 0.00181885+0.000468563j -0.00156624-0.0013935j -0.00444401-0.00190474j 0.000354801-0.00106124j 0.00465097+0.00120544j 0.000165925+0.000284422j 0.00279015+0.00170339j -0.00215164-0.000750711j -0.0022267-0.00176382j -0.000104341+4.84361e-05j 0.000512376+0.00117207j -0.00539689-0.00387981j 0.000481503-0.000514126j 0.00194725+0.00209079j -0.000583625+0.000103005j -0.000321994-0.00229369j 0.00116153-0.000774322j -0.00380639-0.0045565j -0.00047395-0.0020187j 0.000798891+0.000878342j 0.000968259+0.00214267j -0.00187287-0.000610124j 0.00115762+0.001033j -0.00235966-0.000481068j 0.000358636-0.000849886j -0.00230033-0.000673442j -0.000678209-0.00083773j -0.000461646+9.25847e-05j 0.00231345+0.000592731j -0.000378632+0.000385591j 0.00119287+0.000326098j 0.000931387+0.0010561j -0.000124273+0.000439766j 0.000162772+0.000149817j -0.00116684-0.00165173j 0.00153028-0.000734446j -0.00202157-0.00210643j 0.00257001+0.00233849j 0.000495102+0.000388657j 0.00120971+0.00161199j 0.000318501+0.000837924j 0.00110567+0.000897547j 0.000710048-0.000785906j -0.00150102-0.00167816j -0.000165677+0.000820793j -0.00115518-0.00220038j 0.0015742+0.00242383j -0.000934572-0.00150568j -5.07357e-05-0.00116027j -0.000491061+0.000865755j 0.000641708+0.00186179j 0.000624967+0.00131932j -0.000427416-0.00161149j 0.000506986-0.000263809j -0.000843438-0.000390799j 0.000778547+0.000228497j -0.000212945-0.00179277j 0.00106354+0.00182645j -0.00129143-0.000774925j 0.00121244+0.000117684j 0.00141791+0.00261262j -0.00175225-0.0019343j -0.000125353+0.00170674j 
0.00077334+0.00142671j -0.00093701+0.000189319j 0.00104685-0.00074765j 0.00116836+7.06938e-05j -0.000244647-3.7614e-05j -0.00115527-0.00102271j -0.000794368+0.00121521j 0.00203703+0.000422387j -0.00052355-0.000528451j 0.00122949+0.000397242j -0.00106592+0.000298211j -0.00255615-0.000626251j 0.00131204-0.00122966j 0.00173679+0.00156047j -0.000860332-9.7891e-05j 0.00103963+0.00105412j 0.000372783-0.0012827j -0.000131671-0.00226209j 0.000136971-0.000629081j 0.00089354+0.000567404j -0.00296186-0.000947877j 0.000496529-8.83251e-05j 0.0012495+0.00141347j 0.000361896+0.000655858j 0.00163499-0.00159736j 0.000574565+0.000620389j -0.00167199-0.000128416j -0.000818577-0.00334629j -0.000146867-0.000349185j 0.00270878+0.00212704j 0.00161686-0.00108946j 0.00153137+0.00127446j -0.000311864+0.000728619j -0.00095269-0.000584897j 0.00072853+0.0014732j 0.00077385+0.00187411j -0.00128154-0.00183169j -0.000585719+0.000256085j 0.000697798-0.00182796j 0.000213555+9.83867e-05j -0.00103737-0.000550035j 0.0013575+0.00205528j 0.000367632-0.000623119j 0.000659822+0.00264185j -0.00184106-0.0025679j -7.62763e-05+0.00216363j -0.000517842-0.00053426j 0.000796798-0.000899909j -9.36885e-05+0.000792947j 0.000670108+0.00188392j -0.000668365-0.00150052j -0.000533192-0.000849687j 0.00104165+0.00448703j -6.86141e-06+0.00105963j -0.000428081+0.00138456j 0.000115544-0.00343328j -0.000866242+0.00118106j -0.000281331-0.00211548j -0.000366964-0.00251029j -0.000157492-0.00187177j -0.00126345+0.000887766j -9.48339e-05+0.000366187j -9.49395e-05-0.000730211j -0.000211648-0.000816682j -0.00126739+0.000633212j -0.000759041+0.00324936j -9.12368e-06-0.00027375j 4.9624e-05-3.84898e-05j 0.000529887-0.000905724j -6.66295e-05-0.00211119j 0.00113379+0.00329316j 0.000578425-0.00177047j 
0.000563661+0.000222789j -0.00092727+0.000977319j -0.00137422-0.000380959j 0.000847298+0.000710138j 0.0015832-5.38363e-05j 8.24046e-05-1.7298e-05j 0.00165776+0.0012122j 0.00324491+0.000421651j -0.000800392-0.00030332j -0.00141231-0.000900481j -0.00202382-2.85122e-05j -0.00413786-0.0024796j -0.00193471-0.0021408j -0.000452774+4.00047e-05j 0.00052042+0.000550729j -0.000368769-0.000636503j 0.000318633-0.000488993j 0.000751678+0.000194537j -0.00115894-0.00230111j 0.0025334+0.00282814j -0.00233892-0.00102324j 0.000557363-0.000204881j 0.0022719+0.00136316j -0.000980504+0.000498479j -0.00188833-0.00311753j -0.00161884-0.0020852j -0.000708341-0.00118941j 0.00229208+0.000536397j 0.000627049+0.000214054j 0.000785651+0.000346734j 0.00153682+0.000792439j 0.000276159+8.7957e-05j 0.000580234-0.000329571j 0.000755822-0.00010789j -0.000252614+0.000109724j -0.000499642+0.00155825j 0.00183291-0.000552291j -0.00167227+0.000704593j 0.00185374-0.000370941j -0.00101596+0.000644734j -0.000948938-0.000148906j -0.00192191+0.00106101j 0.000243251-0.000796766j -0.00119274+0.000480421j 0.00192242-0.000322928j 0.000215072+0.000743838j -0.00220288-0.000784487j 0.000222333-0.000100003j -0.00239501-0.000609974j -0.00216253-0.000683549j 0.000199332-0.000140398j 0.000657675+0.000326169j -0.00201788+0.000233188j -0.00228855+0.000338842j 0.000751961+3.87896e-05j 0.00126841-0.00108013j 0.000345597+0.000576605j 0.00147984+0.00115344j 0.00161412+0.000349201j -0.000255663-8.94379e-05j -0.00191302-0.000990419j 0.00102569+0.000125476j 0.00120765+0.000250688j 0.00218435-0.000123724j -0.00176821+6.44852e-05j -0.00127827-0.000459081j -0.00029093-0.00115828j 0.000862509+0.000706948j 0.000540615+4.84009e-05j 5.65256e-05-0.00072273j 0.000422655-0.000460064j 0.000229383-0.000724354j 
0.00125712-5.31813e-05j 0.00131313-0.000952097j -0.00295268+0.000546036j 0.0012208+0.000348348j 0.000852149+3.68475e-05j -0.00196748+0.000777762j 0.00403086+7.19005e-05j 0.00187711+0.00106528j -0.00107787+0.000591604j -0.0014228-0.0011137j 0.000336105-0.000742659j -0.00347656-0.00210183j -0.00538322-0.00168648j 0.0018098-0.000336733j 0.00138171+0.00108795j 0.000146957+3.86307e-07j -0.00296129-0.00100795j -0.00299801-0.000710774j -0.00229928-0.00247336j 0.00234045+0.00180616j -0.000435337-0.000733856j 0.000479061-0.000969166j 0.00152792+0.00090745j 7.65334e-05-0.000567052j -0.00452014-0.00367157j -0.000288113-0.0016505j -0.00028834-0.000182577j -0.00105044+0.000480932j -0.00170139-0.00203339j -0.00115243+3.54913e-05j -0.0012599-0.000496512j -0.00217383-0.00120507j 0.00200018-0.000467606j -3.86189e-05+0.00119163j 0.000368531-0.0004361j -0.000457925+0.000344643j 0.00253089-8.72494e-05j -0.00228339-0.00116555j 0.00258656+0.00160325j -0.00259368+0.000298233j -0.00107723-0.00136916j -0.00302091-0.00119391j 0.000503294+0.00109546j -0.00148659+9.65652e-05j 0.00250187+0.00163448j 0.000525856+0.000215253j -0.00312315-0.00140379j 5.09148e-05+0.00159106j -0.00372888-0.00268132j -0.00313969-0.00120055j 0.00100833+2.10004e-05j 0.00125116+0.00130797j -0.00267588-0.00148659j -0.00227468-0.0019668j 0.000647905+0.000632792j 0.000862343+0.00160047j 0.0008285+8.56794e-05j 0.00288298+0.00239703j 0.00288223+0.000985165j 0.000274003-0.00118599j -0.00175395-0.00348346j 0.00100194+0.00170745j 0.000533943+0.00195388j 0.0024019+0.00152545j -0.000494943-0.00256544j -0.00126704-0.00121255j 0.000115672-0.00133447j 0.00233944+0.000967096j -0.000551052+0.00124251j -0.001317-0.000425907j -0.00105062+0.000687915j -0.000507664+0.000324378j 
-0.00044696+0.000962934j 0.00139451+0.000164278j 0.00122404-0.00136765j 0.00261653-0.000337879j -0.00023235+0.000689031j -0.00298466+0.000867205j -0.000616942+0.000311461j 0.00454781-0.000551681j -0.000471082+0.000459358j 0.00237779+7.83948e-05j -0.00228508-0.000412994j -0.00529797+0.00114873j 0.000459864-0.000134292j 0.00505628-0.000279262j -0.000350909-9.43823e-06j 0.00373329+0.000597388j -0.00210406+1.37963e-06j -0.00261039-0.000853165j -0.000559436+0.00026045j 0.000870287-0.000484812j -0.00720779-0.00131027j 9.83524e-05-0.000537187j 0.00300345+0.00117164j -0.000189777+3.77747e-05j -0.000929557-0.00182288j 0.00154718+0.000471535j -0.00490489-0.00129046j -0.00224206-0.00283872j 0.00203768+0.00286082j 0.00412029+0.00160685j -0.000424509+0.000929995j 0.00129481+0.000838448j 0.00170827+0.002037j -0.0028735-0.00129304j 0.00110675+0.00216873j 0.00237065+0.00246391j 0.000945602-0.000768447j 0.00170071+0.00135569j -0.00111815-0.00223803j 0.000298279-0.000219514j 0.0010609+0.00116203j 0.00313636+0.00326016j -0.00257481-0.00206444j 5.10583e-05+0.00227237j -0.00229849-0.00287282j 0.00167285+0.00290792j -0.00141212-0.00203968j -0.00186648-0.00215806j 0.000749009+0.0013009j -0.000674566-7.21276e-05j -0.000121808+0.000252296j -0.00107899-0.000546883j 0.000807162+0.0043706j 0.00187483+0.0039151j -0.000553451+0.00044022j -0.00201088-0.00617103j 0.00116158+0.00228695j -2.34581e-05+0.000435075j 0.000954797-0.000353123j 0.00102721-0.000334289j 0.000380521+0.00185333j -0.00144494-0.00178984j -0.000832563-0.003108j -8.80588e-07-0.00189827j 0.000409613+0.00396633j -0.00106637+0.00229409j -0.00113194-0.0015656j 0.000554134+0.00242442j -0.000683149-0.00218191j -4.10068e-05-0.00451764j -0.00129825-0.00134857j -0.000492288-0.0022044j 
-2.06116e-06-0.00110788j -0.000549651+0.000200942j -0.0018816+0.000848629j -0.000219437-0.000341291j 0.00191964-0.000649592j -0.000275426+0.000744048j 0.00255849-0.000474433j 0.00278924-0.000948373j -0.00116776+0.000202207j -0.00226189-0.000550491j -0.00145266+0.000115896j -0.00462256-0.000619404j -0.00406843-7.24562e-05j -0.000385353-0.00100878j 0.00163593+0.000251307j -0.000694837-0.000976836j -0.00106704+0.000628823j -0.000203077+0.00141461j -0.00254179-0.00141932j 0.003648+0.00173621j -0.00178644-1.50446e-05j -0.000268818-0.00105217j 0.00225922-0.000415737j -0.000868726+0.000630072j -0.00515048-0.00132548j -0.00253539-0.00247432j -0.000854281-0.00121263j 0.00191921+0.00132329j -0.000231127+5.96783e-06j -0.000628297-0.000328741j 0.00019154+0.000671924j -0.000278949+0.000133623j -0.00135597-0.00222303j 0.00109104-0.000500881j -0.00113695-0.000931611j 0.00139997+2.15667e-05j -0.000777541-0.00186392j 0.0013627+0.00254749j -0.000837899-0.00215598j 0.00110977+0.00185453j 0.000447517+0.00152196j 0.000939909+0.00190874j -0.000542993-0.000587156j 0.000441491-0.000244426j 0.000198925-0.00159589j 0.000349565-0.00187546j 0.000201066+0.00399073j -0.000475209-0.000291188j 9.70833e-05+0.00359342j -0.00014513+0.00245865j 0.000316446+0.000193658j 0.000448399-0.00107904j 0.000120954+0.000485409j 0.000186249+0.00233746j 0.000354933-0.00202005j -0.000731566+0.000230502j 0.000768558-0.00131594j 0.000780318-0.00241763j 5.96736e-05-0.0012543j -0.000421599+0.00170384j -0.000493146+0.00311312j 0.000237188-0.00170534j 0.000507459-0.00111896j -0.000129731-0.00250284j 0.000293613+0.00246804j 0.000279924+0.000365997j -0.00102928+0.001498j 9.18174e-05-0.00169428j -9.16069e-06-0.000773967j -0.000206083+0.00173512j -0.000224353-0.00114277j -0.000190307+0.000982083j 
0.000705947-0.00128558j -0.000317816+0.000110863j -0.00153332+0.00158755j 0.000705543-0.000434426j 0.0015746-0.00104364j -0.000406526+0.000201502j 0.00203238-0.000832798j 0.00316216-0.000766463j -0.00107506+0.000459454j -0.00169955+0.000219049j -0.00151019+7.08081e-05j -0.00499107-3.91609e-05j -0.0035967+0.000691458j 0.000394429-0.000132944j 0.00135196+6.42642e-05j -0.000124842-0.00015656j -0.00141072+0.000357945j -0.000515158+0.000437694j -0.00288517-0.000689652j 0.00345224+0.000932777j -0.00219179-0.000625681j -0.000146235-0.000905433j 0.00269971-0.000229642j -0.000675147+0.000561834j -0.00482868-0.00083267j -0.00180404-0.00157131j -0.000591687-0.00143551j 0.00108196+9.2273e-05j -7.96351e-05-1.74055e-05j 0.00033999+7.85988e-05j 0.000878115-0.000227814j -0.000183139+0.000853046j 5.30954e-05-0.00255563j 0.000558917+0.000283966j 0.000258578-0.00129669j 0.00193726-0.000229763j -0.000321275-0.00226835j 0.000177408+0.00220439j -0.000207523-0.00179939j 0.000210826+0.00175767j -0.000433233+0.00109203j 0.000762833+0.00140847j -0.0007272+0.000323983j 0.00130404+0.000201766j 0.00017212-0.000867878j 0.0020277-0.00177186j -0.00240946+0.00384957j -0.000479442+0.000290742j -0.00154562+0.00301063j -0.00143066+0.00255257j -0.00012654+0.000302205j 0.000855643-0.000433755j 0.00125485+0.000764198j -5.03489e-05+0.00149813j 0.00130566-0.00117577j -0.00246015+0.000380497j 0.00173324-0.00107305j 0.00195417-0.00196476j 0.0003345-0.00175539j -0.00137801+0.000415874j -0.00169082+0.00200006j 0.000845723-0.000948186j 0.00019476-0.000468648j 0.000355265-0.0020663j 9.51637e-05+0.00155478j 0.000752167+0.00110722j -0.0020369+0.00118081j 0.00151165-0.00164657j -9.05133e-05+8.6898e-05j -0.00246361+0.00117672j 0.000344962-0.000333649j -0.00127401+0.00047409j 
-0.000743794+0.00091271j 0.000699067-0.000285752j 0.00182436-0.000978621j 0.000755647+0.000479317j -0.00109531+0.000643281j -0.00113219-0.000355895j -0.00200276+0.000908012j 0.000367454+0.00114496j 0.000424478+2.77306e-05j 0.00248857+0.000142307j -0.00033828-0.000648163j 0.00046111-0.000371678j 0.00296393-0.000324126j 0.00219219+0.000551278j -0.00109391-0.000171241j 0.00211414+0.000774338j -1.11122e-05-0.000130995j -0.000486351-0.00111022j 0.00165451+0.000698642j -0.00201394-0.00033272j -0.00208661-0.00137722j -2.16817e-05+0.00062736j -0.000432706+0.00117948j 0.000456598-0.000294317j 0.00298708-0.000179821j 0.00212202+0.000850783j -0.00181982-0.00058815j -0.00175922-0.00154128j 0.00149699+0.000934224j 0.00180472+0.00118504j -0.000219344+0.000126011j 0.0010742+0.000405679j 0.000485625+0.00193758j -0.0019103+0.000376152j 0.000484946+0.000994717j -1.1444e-05-0.000494811j -6.71805e-05+0.00156587j 0.00129959-0.00221594j -0.00125888+0.00191699j 9.02661e-05-0.00170659j 0.00118508-0.00113556j 0.0016095-0.00182889j -0.000998114+0.000502203j -0.000409668-0.000121532j -0.0018539+0.00123584j -0.000488484+0.000940136j 0.00141722-0.00292973j -0.001052+0.000412615j 0.00247252-0.00268626j 0.00126689-0.00188354j 0.000287664+0.000136804j -0.00133546+0.000649378j 0.00103716-0.000502298j 0.002109-0.00136836j -0.00128423+0.000873151j -0.000981497-0.000215648j -0.000410036+0.000616282j -0.00200264+0.00168147j -0.000417699+0.0010503j 0.0014121-0.000719286j 0.00273599-0.00142961j -0.00182982+0.000800161j -0.00169638+0.000285961j -0.00140095+0.00157912j 0.00205769-0.000803414j 0.000421117-0.000336941j 0.00127036-0.000459944j -0.000508664+0.00175439j -0.00102251+0.000173769j 0.000365094-0.00171201j -0.000995782+0.000179214j 0.000123652-0.00063247j 
