-0.000522631-0.00265042j 0.00147327-0.000516047j 0.00107553+0.00404858j 0.00256965-0.00350982j -0.00114169-0.00389695j -0.00080525+0.00409595j 0.00104556-0.00388476j 0.00312312-0.00849764j 0.00225206-0.0049896j 0.00081212-0.000333464j 0.00176468-0.00346996j -0.00112857+0.00175355j 0.000291861-0.000830691j -0.00177368+0.00328813j 0.00414502-0.00650425j -0.00163104+0.00232027j 0.000109144+8.07683e-05j -0.00122013+0.00180179j 0.000265396-0.00136173j 0.00149549-0.00315275j 0.000197741-0.00069756j -0.00322606+0.00478744j -0.00276212+0.00461065j 0.000380373-0.00149751j 0.00350584-0.00557769j 0.00382719-0.00456788j 0.00384777-0.00386555j 0.000947029+0.00228664j 0.00324576-0.00196029j -0.00198745-0.000506438j 0.00208199-0.00283089j 0.000336004-0.0039016j 0.00202069+0.00223348j 0.00122294+0.00546745j 0.00130844-0.00167783j -0.00254882-0.00469057j 0.00184915+0.00455395j -0.00230375-0.00900289j 0.00197568+0.009987j 0.000364772+0.00504519j 0.000863616+0.00733091j 0.000267027-0.00494228j 0.000157502+0.00508633j 0.000527523+0.000178789j -0.000488104-0.00700208j -0.000139496-0.00555033j -9.78223e-05-0.00983272j -3.0852e-05-0.00573008j -0.000195048+0.00192535j -7.93402e-05-0.000193381j 8.6995e-06+0.000242003j -0.00122768-0.000457967j -2.50196e-06+1.68077e-05j 0.000115846-0.00217373j -0.000625766+0.00688717j 0.0009507-0.00761642j 0.00087459-0.00758003j -0.000658214+0.00536773j -1.81482e-05-0.00205625j -0.000531141+0.00462166j -0.000164484+0.0058535j -0.00120669+0.00684975j -0.000257119+0.00294512j 0.00265017-0.00938586j -0.00361763+0.00695484j -0.00206072+0.00180207j -0.00244626+0.000887812j -0.000166396-0.00573813j 0.00380327-0.0051039j 0.00115194+0.00492588j -0.00270529+0.00330607j 0.00153002+0.003174j 
0.000456939-6.61474e-05j 0.000289706+0.000783832j -0.00117119-0.00191411j -0.00130982+0.000119131j 0.00258043+0.0045028j 0.000866589-0.00100077j 0.00265586+0.00498905j -0.00121823+0.00306919j 0.0017688+0.00681017j 0.00127298+0.00765702j -0.00260774+0.00577017j 0.00179763+0.000663107j -0.00132295+0.00889714j 0.0014924+0.00105867j -0.00164053+0.000955162j 0.00134518+0.00341508j 0.000397504+0.00652164j 0.000111872+0.00216584j 0.00152621-0.00837904j 0.0034993-0.00964354j -0.000945089-0.00203143j -0.00212222+0.00462388j 0.000181011+0.000950653j 0.000577193+0.00243615j 0.00160333-0.00630078j 0.00260731-0.00254426j 0.000744653+0.00104008j 0.000854267+0.000601135j 0.00160899-0.0008396j -0.0010985-0.000468508j -0.000363189-0.000693418j -0.000287623+0.000845151j -0.000242297-0.00362782j 0.00189982+0.00117904j -0.000965493-0.00197507j 0.00153505+0.00232384j -0.00031957-0.00320751j -0.000393031+0.00338146j -0.00173598+0.000451111j 0.00119101-4.96488e-05j -0.00103767-0.00259342j 0.000557584-0.000423908j -0.000889972-0.004975j -0.00184717+0.00105765j -0.000168113+0.000670971j -0.00190392+0.000455745j -0.000448981+7.27715e-05j -0.00110105+0.000333788j 0.00077443-0.00490025j 0.00242725-0.00317575j 0.000445384-0.00236537j -0.000343391-0.00154792j -0.00209097+0.00119977j 0.000267554-0.00264034j 0.000741082-0.00300367j 0.000193243-0.00276051j -0.00178863-0.000627248j -0.000431083+0.000920125j -0.001105-0.00126245j 0.000532042+0.00219958j -0.000457114+0.000939804j -0.00174446+0.00372091j 0.000794042+0.0031233j 0.002046-0.00317737j 0.00114972+0.00157599j -0.000689245+0.00018576j -0.000774308-0.00087157j 0.000989861-0.00148748j -0.000335726+0.00123224j -0.000906474+0.000801023j -0.000111926+6.2741e-05j 0.000223972-0.00100696j 
0.0011371+4.74848e-05j 0.000543718-5.24627e-05j -0.000474018+0.000213888j -0.000617254-0.00111339j -0.000267363-0.00230365j 0.000373346+0.00289565j -3.99095e-05-0.00164797j -0.00116166-0.00117997j -0.00329047-0.00266623j 0.000315933-0.00322141j -0.00365016-0.00544735j 0.00312873+0.00237587j -0.00178723-0.00435381j 0.00310388+0.00143184j 0.00278772+5.10322e-05j -0.00337917+8.23115e-05j 0.00157513-0.00113966j -0.00258659-0.00158659j 0.00171293+0.00590087j 0.0011879+0.00642191j -0.00249298-0.00250693j 0.00128394-0.00284252j -0.00111222+0.000247435j -0.000127762+0.0029444j 0.00039013+0.00350271j 0.000403066+0.00354403j 0.00133858+0.00258548j 0.00121339+0.00141799j 0.000809152+0.00141713j -0.00120839-7.72152e-05j 0.00113006+0.00177976j -0.00140867-6.0665e-05j 0.00136411+0.000532794j -7.76636e-05-0.0011617j 0.00225892-0.000184389j -0.00188412-0.00143346j 0.000982501+0.00155919j -0.000707628-0.00178967j -0.0027124+0.000883881j -0.000207985+0.000539886j -0.00251107+0.00200576j 0.000910577+0.00138039j -0.000734168+0.00102992j -0.000639157-0.00226644j 0.00175834-0.000134499j -0.000912851-0.000230394j 0.000948069-0.000972251j -0.00242711-0.000601858j -0.000474701+0.00297847j 0.000928156+0.00177106j -0.00285623+0.00271393j -0.00042741+0.000379209j -0.00356447+3.5818e-05j -0.00356818+0.000792673j 0.00113398+0.00100548j -8.46831e-05+0.000430687j -0.000308979-1.51306e-05j 4.18772e-05-0.00148765j -0.00270275+9.43261e-05j 0.0024916-0.000613399j -0.000823311-0.00141513j 0.00151232-0.00234909j -0.000555589+0.000619914j 0.000537788+0.00167061j 0.00292346+0.00136409j 0.00171038+0.000451462j 0.000431489+0.00162719j -0.000464502+0.00142261j -0.000237126-0.000214865j -0.002177-0.000954109j -0.000774171+0.000376382j -0.000591601-0.000825315j 
0.00180342+0.000114652j 0.00117716-0.000943988j 0.000369858-0.00033688j 0.00174311-0.000317193j 0.000163118+0.000987864j 0.00109474+0.000967243j -0.00066726-0.00046538j -0.00298231-0.00107836j -0.000596018-0.000875495j 0.00208868+0.000216264j -0.00154799-0.00200681j -0.000987791-0.00057044j -0.00029393-0.000905437j 0.00103256+0.000379099j -0.000198353-0.000563621j -0.000710689-0.00120824j 0.00174244+0.00227952j -0.00106766-0.000385135j 0.00213312+0.000702741j 0.00215883+0.00287166j -0.00231186-0.00261411j -0.000603712-0.00101313j -0.00321098-0.00216396j -5.29437e-05+0.00158007j 0.000192224+0.00171011j -0.00100137+0.000203619j -0.000731937-0.000428996j 1.25422e-05+0.00174447j -0.00173635-0.00211706j -0.000261247+0.000480134j 0.000353952+0.000888209j 5.26132e-05-0.000998995j -0.00171678+1.14133e-05j -0.00151884-0.0020664j -0.000834408-0.000958238j 0.00190747+0.00177199j 0.000672397-0.000292671j -0.00172158-0.000974001j 0.000922699+0.00192095j 0.00259693-0.000378866j 0.000779983+0.0018558j 0.00122299-0.000270326j -0.000781174+0.000141125j -0.00111204-0.00192441j -0.000977118-0.00198201j 0.000374935-0.000463189j -0.00210197-0.000770778j 0.00186904+0.000860211j -0.000178946-0.000870682j -2.50979e-05-0.000335816j 0.00121905+0.00293324j 0.00037009-0.00091871j 0.00196806+0.00058707j 0.00264481+0.00236234j -0.000721006-0.00203021j -0.00121108-0.000227963j 0.000124555+0.000348751j -6.40343e-05-5.23938e-05j -0.000252238+0.00294879j -0.00237703-0.00132922j -0.00156371-0.000265367j -0.000630113-0.00175838j 0.00183618+0.00253272j -0.000551064+7.48998e-05j 0.000385141-0.00166602j -0.000161428-0.00145836j -0.000455451-0.00117942j 0.000706957+0.000508868j 0.00116062-0.00179049j 5.04566e-05+0.00307105j 0.000102958+0.00173125j -0.000664297+0.00163115j 
-0.000330631+0.00131531j -0.000504979+0.000932637j 0.0011523+8.25824e-05j 0.00116603-7.58525e-05j -0.00123442+0.000261588j -0.00351601-0.00130337j -0.00309879-0.000265611j 0.000785313+9.63946e-05j -0.00135154+0.000331192j -0.00358988-0.000407566j 0.00407981+0.00239663j -0.00299334-0.00195913j -0.000519221+0.000388077j -0.00199371-0.00210722j -0.00269402-0.00167426j -0.00141728-0.00200926j -0.00389739-0.00167044j 0.000413743+0.00172571j -0.000126653-0.00161281j -0.000816634-0.00120003j 0.00359666+0.00359262j -0.00083586+0.000623974j 0.00119558+0.000240195j -0.00221858-0.00557416j 0.00196246+0.00148265j -0.000401404-0.000709966j -0.00162557-0.00241511j -0.000877416-0.000738241j -0.00113855+0.000401567j -0.000282158+0.00119687j -0.000318563-0.000392625j -0.000155534-0.000833565j 0.00060172+0.000274638j -0.000495501-0.000802078j -0.00044104+0.00053756j -0.000864033+0.00281383j 0.00106487+0.00113707j 0.00144521-0.000797066j 0.00141508-0.0030127j -0.00295498+0.0027331j 0.00142652-0.00291225j -0.00145521+0.0016235j 0.00213482-0.00252649j 0.00259284-0.003016j -0.000963152+0.000172349j 0.00180135-0.00229128j 0.000201668-0.000424739j -6.06685e-05-0.00154954j 0.00135725-0.00118034j -0.00221266+0.00109563j 0.000493446-0.000628307j 0.00093049-0.00184057j 0.00278793-0.00252472j 0.00112823-0.000636763j 0.00112603-0.00103482j 0.000903538-0.00126155j 0.00155946-0.000850111j 0.00107427-0.000256139j 0.00296355-0.000726838j -0.000510714+0.00112035j 0.00232325-0.000675893j 0.000210296+3.66147e-05j -0.00585913+0.00148803j -0.000280608+0.00055262j -0.0030027+0.00211424j -0.000518161-0.000704741j 0.00143833-0.000160097j -0.000570451+0.000698832j 0.000195267-0.000518718j -0.000106324-0.000490522j -0.00139485+6.37413e-05j 0.00136411+9.75342e-05j 
-0.00107824+0.00135612j 0.00191902-0.00165781j 0.00279789-0.000637047j 0.00431804-0.00155934j 0.000181073+0.00130987j 0.00130492-0.000126458j 0.00168701+0.00090653j -0.00242559+0.000210158j 0.00544923+0.00124766j 0.00371464+0.00197017j 0.00173358+0.000414897j -0.00301902-0.0009856j 0.00108304-0.00116447j -0.00364441-0.000714433j -0.00126069+0.00121899j 0.00431897-8.1872e-05j 0.00143837+0.00172392j 0.00365256+0.0012884j -0.00152988-0.00316j -0.00130313-0.00160961j 0.000889501-0.000220559j -0.00103917-1.29947e-06j -0.00405192-0.00312635j 0.000636244+0.0018718j -0.00421472-0.00251789j -0.00311347-0.0030455j -0.00236998-0.00131819j -0.000861784-0.000642195j -0.00280963-0.00110441j -0.000646011+0.0019559j -0.00152359+0.000989725j -0.000245442-0.00127405j -0.00213596+0.000129148j 0.00144119-0.00323215j 0.000189649+5.65289e-05j 0.00158983-0.000132781j -0.0017076-0.000828977j -0.000217538+0.00155442j -0.000944949-0.00014795j 0.00325881-0.00493776j 0.000237076-0.00268891j -0.00077179+0.00013227j 0.000956389-0.00347883j 0.00320603-0.00113559j -0.000102231-0.000117072j 0.000530041-0.000690618j -0.00157368+6.7699e-05j 0.00461415-0.00326332j -0.000513826-0.00396995j 0.000125348-0.0031013j -0.00179247-0.000894814j 0.00333514-0.00246272j 0.00126729-0.000932937j 0.00491212-0.00420971j 0.000711215-0.00157951j 0.00033337-0.00174017j -0.0014877+0.000199698j 0.00275532+0.000858054j -0.0025512+0.00102522j -0.00392657+0.00278493j -0.00148494+0.000157682j -0.000835947+0.00180384j -0.000587465+0.000241955j -0.00120626-0.000357747j -0.00168917+0.00137986j -0.00113271+0.00088561j -0.00449382+0.000664782j -0.000334978-0.0006425j 0.00267275-0.000647239j -0.000804895+5.30052e-05j -0.00225797-0.00010831j -0.000251698+0.000827335j 
-0.00089786+0.00110525j -0.00130036+0.00116814j -0.00104158+0.000160326j -0.00158094-0.000384915j 0.000386433-0.000183494j 0.000611079-0.000124547j 0.000311228-0.00051176j 0.000533227-0.00118644j -0.00219976-0.00166461j -0.0010514+9.7304e-05j -0.000533017-0.00183307j 0.000412255+0.0014605j 0.0012645-0.000105222j 0.000925076+0.00244259j 0.000972516+0.000635881j -0.000666226-0.000722103j -7.20336e-05+0.000214526j -0.00228244-0.00259074j 0.000167781+0.00260117j 0.000513273+0.0016196j 5.08879e-05-0.00245979j 0.000666585-0.000240345j 0.00141165+0.000963078j -0.000273808-0.000284513j 0.000526563+0.0012031j 0.000169008+0.00157051j 0.00111447+0.00194538j -0.00108118+0.00152991j -0.00013479-0.000118541j 3.45457e-05-0.00067614j -0.000957494-0.00142431j 1.0118e-05-0.000116715j -0.000634461-0.00170509j 0.000790009+0.00054333j -0.00178367-0.00133612j 0.000604969+0.000206347j 0.000128077+0.000285073j 0.000874355+0.000448947j 0.00308562+0.00144496j 0.000268255+0.00291156j 0.00274986+0.00262579j -0.000144429-0.00137334j -0.000111693+0.000534516j 0.000244796+0.000830404j -0.00149159+0.00064913j 0.00177328+0.00121921j -0.000411426-0.00179584j 0.00144588+0.00227981j 8.32265e-05+0.00139694j -0.000915654-0.0025609j 0.0024851+0.00129763j -0.000136205+0.00133007j 0.00266913+0.00325569j 0.00276849+0.00339421j -0.00196598-0.00101626j 0.000149374-0.000341965j 0.000748912+0.000671002j 0.000489527+0.00048287j 0.00269968+0.00133358j 0.00010347-0.00348019j 0.000993552+0.000434815j -0.000366679-0.00120228j -0.000167372-0.00061118j -0.00114609-0.00171641j -0.000675571-0.00348264j -0.000572357-0.00277985j 0.000506402-0.00153906j 0.00118845-0.00109901j -0.000400897+0.00210982j 0.000186667+0.00241907j -0.000619938+0.000616216j 0.00129429+2.13789e-05j 
-0.000730307+0.00157826j 0.00120639+3.0163e-05j -0.00203228+0.000357678j 0.00170098-0.000461442j 0.00260293-0.000593389j 0.000168738-0.000231064j -0.00138402-0.000358013j -0.00064427-0.000495009j -0.00477702+0.000455902j -0.00232984-0.000471144j -0.00163762+0.000516146j -0.0012713+0.000223572j 0.00356314-0.000553992j 0.00128746-0.000931937j -0.00226151-0.000774322j -0.00222146-0.000564832j 0.00254007-0.000110941j -0.00435346+0.000530899j 0.00132687-0.00015374j 0.00320571+0.000342114j -0.00222235-8.58972e-05j 0.000140119-0.00043412j -0.000501082-0.000156361j -0.00225879-0.00248597j 0.00344985+0.00188137j -0.000854097+0.000998783j 0.00363904+0.00172036j 0.000471499+0.00202779j -0.00219395-0.0018954j -0.00104755+0.000952621j -0.00067663-0.00129738j -0.00153163-0.000504699j -0.000510904-0.000992151j -0.000564332-0.00219769j -0.000225537-0.0011246j -0.000114167+0.00301177j 0.00138336+0.00032722j -0.000132159-0.00129558j -0.00120591+0.000149298j 0.000603516+0.00314718j -0.00176934-0.000268638j 0.000971864+0.00146602j -0.00082716-0.00274098j -0.0013626-0.00397546j 0.000386778-0.000222661j -0.00094967-0.00138322j -0.000617562-0.00187421j -0.00153238+0.000203658j 0.000411534-0.00112648j 0.000375781+0.000433775j -0.000631089+0.00222749j -0.000450649-0.00157321j -0.00095388-4.04704e-06j -0.00117664+0.000534472j 0.000629216-0.00225476j -0.000270784-0.00175417j -0.00040738-0.000561769j 8.53351e-05-0.00150086j -0.000893049+5.02872e-05j 0.00119974-0.000969748j -0.00017907-0.00189315j 0.000449787-0.000981027j -0.00184651+0.00585508j 0.000332694-1.04091e-05j 0.00181277+0.00138205j 0.000237483-0.000834596j 0.00154635-0.000229916j 0.000295291+0.000873786j 0.000114424-0.000506378j -0.00181975+0.00168492j -0.000972049+0.00255257j -0.000120977-0.00123471j 
0.000484225+0.000303085j 0.00120476-0.000145953j -0.000405518-5.31303e-05j 0.00135463-0.00034803j 0.000460758-0.000339673j 0.00118851+0.000940969j 0.00142644+0.00109159j -0.00198392+4.42462e-05j 0.000176047+0.00177433j 0.0012264+0.000665153j -0.00264505-0.000281136j 0.000741568-6.22394e-05j 0.000267772-0.000464402j 0.00100268-0.000793931j -0.000102342+0.000107349j 0.000400625+0.00174023j 0.00242237+0.00124265j -0.000950756+0.00116181j 0.00125102-0.00096871j 0.00189512-0.000518296j -0.00218834-0.000650035j -0.000373796-0.000949857j -0.00195069-0.00103176j 0.000835782+0.00271672j 0.000109677-0.000759746j 0.00010025-0.000869704j 0.00143201+0.00103459j 0.000595715+0.000708665j -0.000982036-0.000259707j -0.000634702+0.00106133j 0.000307273+0.000385451j -0.000906878-0.000335541j -0.000356868-0.000171986j -0.000584455-0.00182094j 0.000427966-0.00132044j -0.00237832-0.00198506j -0.000666829+0.000129128j 0.000351661+0.00171228j -0.000651922+0.00177432j -0.00208979-0.00396177j -0.000379775+0.00125152j -0.000253532-0.000380978j -0.000318784-0.000106434j -0.000174865-0.000170509j 0.00134042-2.14876e-05j -0.000215517+0.00129658j -4.48495e-07+0.000317814j -0.00144317-0.00229603j -3.70166e-05+0.00180876j -0.000368926-0.00228093j -0.000743546+0.00147147j 0.000333701-0.000699801j -0.00169073+0.0022802j -0.00211263-0.0022188j 0.000867366+0.0006472j 0.000369108-0.000166084j -0.000541321+0.00156285j 0.000415668-0.00145497j -0.00128059+0.00262374j 0.00109696+0.00123306j -0.000881989+0.00179399j -0.000134931+0.000510413j 0.000145619-0.00260932j 0.000432899+6.97788e-05j 0.00121365-0.000472654j 0.00117624+0.000725851j -0.000451551+0.00393287j -0.000308481-0.000270671j 9.09777e-05-0.000436634j -0.0010955-3.73834e-05j -0.000376175+0.000854393j -0.000254533-0.000672308j 
0.000794671-0.00133194j 0.000729531+0.000225817j 0.000262023-0.000313089j -0.00137549-0.000425672j 0.000626401-0.000678467j -0.00382756+0.00110539j -0.00102812+0.00107977j 0.000979439+0.00112443j -0.00140502+0.000634962j -0.000678312-0.000520163j 0.00148583-4.67746e-05j 0.000462632+0.000876407j -0.000541614+0.00120405j 0.00140374-0.000603648j -0.000331098+0.000258694j -0.00378401+5.24141e-05j -0.000910969-2.39307e-05j 0.000131855+0.000839647j -0.000676703-0.000217321j -0.00120956-0.000686151j 0.00040101+0.00113584j 0.00102945+0.00102212j 0.00139996+0.00183483j -0.00248272-0.000801462j 0.00160972+1.18019e-06j 0.000693173+0.000713832j -0.001268+8.1814e-06j 0.00212021+0.000105534j 0.00155733+0.000821328j -0.00140238-0.000440779j 0.000407254+0.00108131j -0.000927799+0.00026439j 0.000265966-0.000228469j 0.00157317+0.0008711j -4.32668e-05+0.000473461j -0.00165885-0.000201037j 0.000634026+0.000313275j 0.000703619-0.000601226j -0.000535593-0.000497897j -0.000108542+0.00131002j 0.000772128-0.000245719j -0.000940068+0.000323342j 0.00129954+0.000329952j 0.00109138+0.000753464j 0.00157301+0.000233381j 0.000651154+0.00031956j 0.000759686-0.00065782j -0.000449728+0.000669777j 0.00203953+0.00099741j -0.000199072+0.000205513j -0.000576675-0.000921685j 0.00108945+0.00118075j -0.000333661+0.000522153j -0.000646677+0.000895727j 0.00133554+0.00128224j 0.00112118-0.000216536j 0.000313384-0.000286983j -0.000164195+0.000306906j -0.000341705-0.00118277j 0.000409037-0.000928379j 0.000894213-0.000497193j 1.00183e-05-0.000186903j -0.00198232-0.00148918j 8.25563e-06+7.15349e-05j -0.000235389+0.000187696j 0.000211442+0.000111406j 0.0005256-0.000205757j -0.000667384-0.000108567j 0.000286896+0.00149975j -0.000568157-0.0012156j -0.00025692-0.0012589j -0.000385782-0.000738943j 
-0.00128607+0.000948653j -0.000615901+0.000735508j -7.7515e-06+0.000323812j -1.13853e-05+0.000144056j -0.000314795-0.000461385j 0.000933406-0.000838421j 0.000770801-0.000713985j 0.00127714+0.000167829j 0.00116956+0.000228755j -0.000532049-0.000209663j 0.000596336+0.00162731j 0.000538933-0.000367888j 0.00046766-0.000446605j -0.000936027-0.000602837j 0.000307823-3.35851e-05j 0.00223094+0.000408545j -0.00051577-0.00162573j 0.000671199+0.000388796j -0.00110692-0.000464837j -0.00107601-0.00128229j 0.000772294+0.00149425j 9.70151e-05+6.22841e-05j 0.00109828+0.000200613j 0.00127825-0.000988477j -0.00130598-0.000922244j 0.000289223-0.000479268j 0.000938008+8.77526e-05j -0.000853273-0.00114775j 0.000233994+0.00098132j 0.000374952+0.000483472j -0.000614228-0.000774453j 6.45331e-05+0.000326365j 0.000834765-1.50671e-05j 0.000605801-8.40244e-05j 0.000803567+0.000504318j 0.000405772+0.000156635j 7.19958e-05+6.40419e-05j -0.000114356+0.000240081j -0.00134845-0.00162468j 0.000653729+0.00054426j -0.0012359-0.00168839j 0.000102775+0.000847122j 0.000148444-0.00179658j -0.000129182-0.000834577j -2.5558e-05+0.00107393j -0.00113565-0.000768776j 0.000465363-0.000153771j -0.00012797-0.00121916j -0.00048868-0.000943908j 0.00109115+0.000484665j -0.000891736-0.000999069j -0.0001546-0.000608438j -0.00168293-0.00168145j -4.75558e-05-0.00177642j 8.49496e-05-8.54539e-05j 0.000489964-0.000700496j -0.00079508-0.000769239j 0.000555989-7.42537e-05j -0.000693035-0.00187048j 0.000447025+0.00126253j -0.000160912-0.000880971j 3.43789e-05+0.000423646j -0.000460758+0.00167031j 0.000505726+0.000198093j 8.64953e-05+0.00229129j -0.000669973+0.000688926j -0.000566239-0.000301133j -1.17556e-06+0.000308502j -0.000265117+0.000203409j -0.000165263-0.00121481j -0.000620488-0.00026203j 0.000651605-0.000911897j 
0.000591135-0.00135266j -0.00171983+0.000166813j -0.00033439+0.000975069j -0.00136882+0.00128249j -0.000115888-0.000375491j 0.00160682-0.00157837j 0.001947-0.00187923j -0.000245804+0.00124846j 0.00138892-0.000924513j 0.00328461-0.00112039j -0.0029373+0.0016178j 0.00499327-0.00039137j -0.00320307+0.000203356j 0.00358428+0.000725595j 0.0037133-0.000888629j 0.00112947-0.000159613j 0.00129994-0.00113294j -3.87058e-05-0.000200239j 0.000933045+0.000581217j -1.27785e-05-0.000478492j -0.00349979+0.000118771j 0.000267349+0.000169755j -0.000242851+0.00128238j 0.0053713+0.0021205j -0.00251768-0.000251448j 0.00250792+0.000761985j 0.000455389-0.00098487j 0.00117118-0.000590946j 0.00209304+0.000907303j -0.00128489-0.00207557j 0.00135781+0.00122692j 0.00116781+0.000176204j 0.0022475+0.000367147j 0.00109909+0.00255656j 0.00181687+0.000512757j 0.00063839-0.00196029j 8.0517e-05-7.4753e-05j -0.00246953+0.000243807j -0.00112762+6.78378e-05j 0.00131651-0.00103446j -0.00025187+0.00193397j 0.000883333-0.000985856j 0.00125705+0.00314402j -0.00092445+0.00307561j -0.000535662-5.16261e-05j -0.00131083+0.00145696j 0.00138154+0.000784646j 0.000517002+0.00121079j -0.000606766+0.00201888j 0.00373766+0.00165363j -0.000423093-0.000377632j -0.000310455+0.00250128j -0.00339425-0.000304344j -1.23938e-05+0.00221489j 0.000106671+0.0021796j 0.0008044+0.00231404j -0.000559618-0.000359899j -0.000570924+0.00156946j -0.00153842-0.000732589j 0.000366478-0.000170569j -0.00132501+0.000209178j -0.000322914-0.00108819j 0.0032675-0.00323994j 0.00135619+0.000598783j 0.00128125-0.000304082j 0.000343199+0.000934373j -0.00131362-0.00152576j 0.000619058+0.000547079j -0.00183289+3.03577e-05j 0.000715424-0.00228181j 0.000571495-0.00244751j 0.000247264+0.00160959j 
-0.00168129-0.000896792j -0.000696561+0.000261138j 0.00259518+0.000259003j -0.00173914+1.04385e-05j -0.0026871+0.00132744j 0.00206154-0.000350787j -0.00262435+2.93947e-06j -0.00204291-0.000504135j -0.00190758+0.000857976j -0.00344775-0.000412657j -0.00376694-0.000152466j 0.00108785-0.000614188j -0.00484729-0.000466659j -0.000560548-0.000550159j 0.000741927-0.00156256j -0.000403465+0.00136598j -0.00294541-0.00128831j -0.000529996+0.000233804j 0.00532907+0.00172492j 0.00460196+0.00196119j 0.000195557+0.00077857j -0.00207039-0.00145878j -0.000101957+0.000427955j 0.00129125+8.35541e-05j 0.00218563+0.00044326j 0.00170996+0.000372984j -0.000535321-0.000378454j -2.15808e-06-0.000349563j 0.00149515+0.0010224j -0.000111479-0.000714894j 8.59572e-05-0.00022603j 0.00138751+0.000176596j -0.00157307-0.000548358j 0.00090447+0.00158483j -0.00120775+0.00120113j 0.00355096-0.000374133j -0.00299274-0.000338299j 0.00455046+0.00122634j 0.001023+0.00031918j -0.00258609+0.00191732j -0.0039491-0.000732039j -0.00106341-0.000499651j -0.00573101-0.00123751j 0.00172837+0.00302873j -0.000858256+0.000987357j 2.80944e-05+0.00174518j 0.00201146+0.00103867j -0.00109187+0.00181842j -0.00728388-0.00357866j -0.00303949-0.00269533j -0.00245152-0.00342322j -0.00289097+3.41999e-05j 0.000727351+0.000687033j -0.0042471-0.000747774j -0.00392025-0.00252497j -0.00243947-0.000948598j -0.000306421+0.000908657j 0.000900243+0.00215321j 0.000977453-0.00075768j 0.004592+0.00156404j 0.00297019+0.000856029j 0.00452634+0.00425485j 0.00212673+2.51429e-05j -0.00175684-0.00359754j 0.000499734+0.000225431j -7.2189e-05+0.000237089j -0.000331352-0.00136159j -0.00115874-0.00156028j -0.000483566+0.00123627j 0.00133305+7.35738e-05j 9.22088e-06-0.00152853j 0.000661258+0.000435415j 
-0.000544794-0.000436615j 1.58575e-05-0.000395348j -0.00015486-1.15367e-05j -0.000993509+0.000289018j -0.000347286-0.000234891j 0.000686724+0.000955383j 0.00102671+0.000341969j -0.000130341+7.53334e-05j -0.000137576+0.000642785j -0.00022156+0.000294208j -0.0018536-0.000242532j 0.00118494+0.000764068j -0.000164605-0.000311913j 0.000563277+0.000197248j 0.000924371+0.000369398j 0.000137802+0.00145499j 0.00051393-0.000183133j -0.000489371-9.65215e-05j 0.000790582+0.000513445j 0.000615181+5.30926e-05j -0.000657116-0.000313138j -0.000120487-0.000387052j 0.000567981+0.000337169j 0.000695159+0.00162682j 0.000233643-0.00081478j 0.000351688+0.000363137j 0.00100545+0.000625638j 0.000805636-0.000251937j 0.000703679-3.26215e-05j -0.000232029-0.000351019j 0.000126148-4.47628e-06j -1.20167e-05+0.000536056j -0.000355943+0.000243568j 0.000652762+0.000286307j -0.000649994+0.000364876j -0.00232669+0.000799542j -0.000332847+0.000628363j 0.00159302-0.000809513j 0.00159437-0.000113897j -0.00204528+0.00141588j 0.00138289-0.000241424j -0.00123912+0.000281138j 0.000901011+0.000689692j 0.0020401+0.000623222j 0.00068088-0.000768197j 0.00189858+9.70407e-05j 0.000423258-0.000278859j -0.000324236+0.00105673j 0.00163933+0.000316768j -0.00218553+0.000218487j -8.25745e-05-0.000582894j 0.000804197+0.000425995j 0.00251663+0.00097529j -0.000968579+0.00133676j 0.00098439+0.000420616j 0.000335489-0.000204638j 0.00123022+0.000231954j -0.000407917+0.000164496j 0.00114877-9.05976e-05j 3.1676e-05-0.00122262j 0.00171853+0.00012595j 0.000804323+0.000345364j -0.00303759-0.00155237j -0.000677682-0.000122351j -0.00159545-0.00100288j 0.000358701-0.000643683j 0.0018329+0.000208695j -0.000970782-0.000256475j 0.000884342+0.000845685j -0.000122569+5.4871e-05j 0.000117423-0.000592076j -0.000683683-9.58585e-05j 
