-0.000963718+0.000408631j -0.00062503-0.00208547j -0.0016685+0.00164003j 0.00169752+0.00465659j 0.000720885-0.0037562j 0.00201006+0.00219774j 0.00157558+0.000676038j 0.0024145+0.00692713j 0.000513328-0.00644313j 0.00179457+0.000264491j -0.00196982-0.00093948j -0.00151618-0.00286083j -0.00303767-0.00741118j 0.00215495+0.00505264j 0.00275519+0.0127234j 6.79458e-05+0.00313287j -0.000588589-0.00371333j -0.00110115-0.00605723j -0.000952296-0.00291475j 0.000810775+0.00952326j 0.000344563+0.00114189j 8.21795e-05+0.0063376j -0.000144281+0.00451803j 0.000465497+0.00472093j -0.000409848-0.00482423j -5.32572e-05-0.00238826j 0.000430125+0.0107317j 0.000557325+0.00379999j 0.000560833+0.00861968j -6.8555e-05-0.00308348j -0.000105211+0.00481059j -2.14673e-05+0.00851502j -3.55562e-05-0.000453425j -5.45571e-05-0.00163549j -0.000469019+0.00216695j -8.18088e-05+1.47464e-05j -0.000276105+0.00126264j 0.00075637+0.000431858j 0.000452403+0.00015925j 0.000192916+0.000261437j 7.02523e-05+0.00174214j -0.000148608-0.000514224j 0.000168806+0.00370868j -0.000153732+0.00252919j 0.000723925-0.00975107j 3.25581e-05-0.00133109j 0.000225705-0.00395597j 0.000350519-0.00343751j -0.00151747+0.0110147j -0.000308246+0.00133721j -0.000470769+0.00619302j -0.000179769+0.00252757j 0.000620713-0.00371413j 0.000510266-0.00240917j -0.000316664+0.0050514j -0.000736831+0.00662467j 0.000228896+4.12059e-05j 0.00114977-0.00751857j 0.00122357-0.00304796j 0.00125625-0.00539931j -0.000342056+0.00223718j 0.000295057-0.00248554j -0.00289778+0.00920352j -0.00246318+0.00404401j 0.00239668-0.00432783j 0.00114194-0.00157994j 0.0016795-0.000123097j -0.00148913-0.000416747j -0.000497313-0.00582474j -0.00225938+0.00586519j -0.00143512+0.00052536j -0.00183946+0.00173596j -0.000716033-0.00344378j 0.0016618-0.00429646j 0.00170355+0.00169411j -0.000675372+0.00212573j 0.00113816+0.000531348j 
0.000808532+0.00045217j -0.000171386-0.000864458j 0.00101945+0.000510686j -0.000853373-0.000517563j -0.000172878+0.000331555j -0.000852223-0.000947556j 0.00123921+0.00170622j -0.00078854+0.000280342j -0.000576795-0.000959571j -0.000208868-0.000890943j -0.000971556-0.00175497j 0.000229312+0.00429568j -0.00256711-0.00273828j -0.000177737-0.00109447j 0.000110259+0.000721368j -0.000489348-0.00247052j 0.00139535+0.0048418j -0.000940361+0.000928808j -0.00116402+0.00235444j 0.000359134+0.00345811j -0.00105394-0.00350824j -0.0017934-0.00506033j -0.00124758-0.00131829j -0.000913816-0.000196372j 0.000156069-0.00304075j -0.000968281-0.000621711j -0.00108887-0.000385292j -0.000136943-0.00299669j 0.000761669-0.000862379j -0.000681372+0.000137005j 0.000432519-2.16119e-05j 0.000394362-0.00229409j 0.000873432-0.000330452j 0.000421633-0.00410092j -0.00206526+0.00524346j -0.000679368+0.00243433j 0.000373801-0.00309529j -0.000621767+0.000876502j 0.000920532+0.00247996j 0.000622637+0.00463893j -0.00105261+0.00105362j 0.000245084-0.000422355j -0.000684948+0.00408423j -0.000874541+0.00182191j -0.000184249+0.0017329j 3.59914e-06-0.000227402j -0.00171553+0.00334995j -9.9021e-06+0.000420152j -8.74161e-05+0.000958991j 0.000212046+0.00331646j -0.000143473-0.00117692j 0.00213738-0.0020452j 0.00249866-0.00558191j -0.00111368+0.0033222j -0.0024494+0.00213983j -0.000677476+0.000844472j 0.00109196-0.00230396j 0.000465202+0.000512048j -0.0024169+0.00428833j -0.000595316-0.00309499j 0.00237716-0.00222164j 0.000818421+0.000798832j -0.000196227+0.000972377j -1.76426e-06+0.00356643j -0.00116175+0.000162743j 0.000712389-0.00170748j 0.000825766-0.00130693j 0.000843088+0.000316657j -0.000927074-7.92406e-05j -0.000439694+0.000459885j 2.43328e-05-0.00124475j 0.000118425-0.000855837j 0.000545241+0.000681469j -0.000124312+0.00098592j 0.000362015+0.000944343j -0.000168397-0.000908771j 0.000517137+0.000506535j 
-0.000655869-0.000433004j -0.000262269+0.000263406j -0.000562959-0.000651368j 0.00054718-0.000669837j -0.000158359+0.000833857j -0.000338636+0.000167652j -0.000883411-0.000674688j 0.00155206-0.000967926j 0.000502417+0.00101474j 0.000779502+0.000816962j 8.36727e-05+0.000552522j -0.00266344-0.00159325j 0.0010504+0.000237885j 0.000165732-0.00017157j 7.06379e-05-0.0013598j 0.00103302+0.00151484j -0.00522604-0.0019401j 0.00025708-0.000162504j -0.00381185-0.00269107j -0.00218445-0.00208076j -0.000906161+0.00157575j 0.00287388+0.000819005j -0.00183707-0.00115723j 0.000164118-2.74007e-05j 0.00596237+0.00366706j 0.000505348-0.00188416j -0.000847117-0.000502595j -0.000733774+0.000273865j -0.000482633+0.000546531j 2.55722e-05-0.000980141j 0.00135072+0.000964669j 0.000768264+0.00158193j 0.000847661+0.00188254j 0.00344972+0.00216976j -0.0035839-0.00504584j -0.00114546+0.00110483j -6.39032e-05+0.00217966j -0.00032675+0.00218065j 0.00200279+0.00022226j -0.000996364-0.0012365j 0.00172639-0.000369072j 0.000282291+0.00336203j -0.00271846-0.00241084j -0.00165647-0.00389576j -0.00233311-0.00336939j -0.000486812+0.00107044j -0.00160707-0.00229302j -0.000864454+0.000474046j 0.000175236-0.000551699j 0.00196535+0.000548541j -0.000920395-0.000168075j 0.00240239+0.000617332j 0.00243626+0.00571103j 0.000953728-0.000885909j -0.00243706-0.00213234j 0.00198098+0.00439782j -0.00109486+0.00149791j 0.00078461+0.00104779j -0.00187371-0.00440069j -0.00124663-0.000239937j 0.00137578+0.00502817j -0.00164133-0.00103689j -0.000624251+0.000775773j -0.000504545-0.000641742j -0.000599766-0.000299291j -0.000490582-0.00142897j -0.000460859+7.81805e-05j 0.000849945+0.00138309j 0.00107851+0.00158482j -0.000641018+0.000200358j 2.66021e-05+0.000337978j -0.000534356+5.59011e-05j 0.00143303+0.000463256j 0.00064043-0.000237491j -0.000500514-0.000606296j -0.000541914+0.000318074j -8.54805e-05-0.000357693j 
0.000110466+0.0010463j 0.000747649+0.00209225j 0.000628573+0.000294585j -0.00125863-0.0031505j -0.0013778+0.00194532j -0.0017131-0.0011942j -0.000781588-0.000771166j -0.000399916-0.00321085j 0.000569204+0.0010168j -0.00166578+0.00234624j 0.00131824-0.000387295j 0.00128387+0.000317968j -9.4373e-05+0.000112046j -0.00156386+0.000991587j 0.00178983-0.00013725j 0.000602612-0.00052047j 0.00208411-0.00238375j 0.0027372-0.00328833j 0.00113709-8.61304e-05j 0.00369897-0.00182778j -0.00218385+0.00182455j 0.00427189-0.00448555j 0.00443335-0.000976787j 0.000665956+0.00213559j -0.00112135+0.00103605j 0.00239447-0.00469789j 0.00330294+0.000586595j 0.00399758-0.00325701j 0.00277585+0.00188622j -0.000595363-0.00249084j 0.00203651-0.0012218j 0.00557953+0.00394468j -0.00418757+0.00209473j 0.00378942-0.00108177j 0.00294797+0.00149393j -0.00432053+0.00292762j -0.00157035+0.00056604j -0.00474978-0.00151118j -0.00519912-0.00138274j 0.0033416-0.000292642j 0.00147271+0.000314856j -0.00491338+0.00349838j -0.00110782-0.0019446j 0.00204708-0.000916832j 0.00362691+0.000723063j -0.00363715-0.00112056j -0.000976613+0.00193344j 0.00400756-0.000297746j 1.6443e-05+0.000656156j -0.00802146-0.00384545j 0.00437912-0.000767866j 0.00186431-0.000839432j 0.00158296+0.000156992j -0.00136002-0.00377386j 0.006059+0.0027169j -0.00360702-0.00233118j -0.000179219-0.00268435j 0.00539314+0.00142172j 0.00228479-0.0021282j 0.00482091-0.00019236j -0.0030762-0.000237274j 0.00102464+0.00104652j -0.00452845-0.0025987j -0.000139062+0.00132579j 0.00225637+0.00129769j 0.0021901+0.000923347j 0.00232557+0.00227681j -0.000749238-0.00275958j 0.00063882-0.0042359j -0.00104546+0.000837655j -0.000972206-0.000602822j -0.000994458-0.00064768j 0.000848101-0.00194078j 0.000750039-0.00136964j 0.000100351+0.00303308j 0.000130065+0.00158419j -0.000227718+0.00158277j 
0.000245744+0.000348711j 0.00128172-0.000256476j -0.000251181+0.000692553j 0.000439739+0.000603274j -0.000521464-4.00626e-06j -3.06779e-07+0.000137693j -0.000269583+0.000330226j -0.000663687-1.65924e-05j -0.000437821+6.67525e-05j 8.09927e-05-0.000652014j 0.0016334+0.000555733j -0.000186882-0.000171204j -0.000962113-0.000156897j 0.00038945+0.00097982j -4.45515e-05+0.00066514j 0.000760019+0.000204418j -6.72387e-05+0.000797885j 0.00291462+0.000690152j 0.000913437+0.000238524j -0.000667644-0.000483232j 0.000400433+0.000369822j -0.000122495+0.00151831j 0.000622602+0.00119226j -0.00125643-0.000847867j 0.00188582-0.000535599j -0.00059372+0.000730264j 0.0016736+0.000711153j 0.000591574+0.00116803j 0.000351391-0.000575506j 0.000625547+0.00179017j 0.00242049+0.00062011j -0.000333207-0.000832857j -0.000191226-0.000982366j 0.000974307+0.000523988j -0.00136944-0.000397908j 0.00136617-0.000317277j 8.99662e-05+0.00060343j 0.000570505-0.00120327j 0.000166688-0.000424159j -7.45484e-05-0.000126837j 0.000482924-0.000468206j -0.000495719-0.00155434j -0.000744398-0.000735975j -0.000593721+3.2042e-05j -0.000244595+0.000622172j 0.0013868+0.000702009j -0.00120829-0.00192223j 0.00204599+0.000932456j -0.000160849+0.000685154j 0.000351959+0.000472977j 0.00122002+0.00113026j -0.000105921+0.000506126j 0.000931804+0.00139092j 0.000433898+0.000798231j 0.00113088+0.000204933j 0.000914142-0.000700172j -0.000300016+0.000451571j 0.0013511+0.000651742j -0.000370911+0.000988911j 0.00054251+0.00261214j 0.000367887+0.000118929j -0.000178973-0.000564472j 0.000235179+0.000281523j 0.000766374+0.00100958j 0.00044536-0.000697244j -0.000462228+0.000509827j 0.000926205+0.00136007j -0.000561412-0.000482709j -0.000155907-0.000236417j -0.000277778-0.000684871j 0.000365087+0.000231072j 0.000377984+0.000155436j 7.27402e-05-0.000173273j -0.000678796-0.000222125j 0.000190234+5.10942e-05j 0.000669193+6.9585e-05j 0.000508229+0.000813125j 
-0.000498453+0.000681536j -8.7037e-05+0.000248816j -6.41512e-05-3.60587e-05j -0.00105216+0.000233691j 6.43704e-05-0.00113721j -0.000620176+0.00239646j -0.000949925+0.00061637j 0.000620363-0.00179114j -0.000450865-0.000139623j 0.00014578+0.00159292j -0.00140779+0.00193003j 0.000120336+0.000969348j 0.000105895-0.00121676j -0.000549275-0.000412017j -0.000134453+0.000788292j -0.000716251+0.000132402j 0.00162558-0.00141436j -0.00296635+0.00244889j 0.000749655+5.59765e-05j 0.00063284+0.000880013j 0.000256948-0.00010456j -0.00105703-0.0024487j 7.0577e-05-0.00115709j 0.000679303+0.000752875j -0.00268844+0.00151246j 0.000594146+5.17991e-05j -0.0016632+0.00111918j -0.000136734-0.00084321j 0.00034853-0.000358656j -0.00231734-0.00042135j -0.00324803+0.000849941j 0.00062646-0.000998035j 0.00152644-0.000604505j -0.00195652+0.00167305j 0.00264441-0.00102344j -0.00101295+0.000845851j -0.000323462-0.00159337j -0.000400339+0.000962612j -0.000626085+0.000225022j -0.00153373-0.000783406j -0.00089258+0.000722189j 0.000991461-0.000605345j 0.00346827-0.00166397j 0.00263962-0.000734351j 0.00173611-0.00125212j -0.00204521+0.00164613j 0.00126519+0.00178149j -0.000935307+0.000163465j -0.000255674+0.000305857j -0.00149007+0.00042405j -0.00133364-0.000811839j 0.000681464-0.000547982j -0.00273243-0.00196541j -0.00134201+0.000149403j -0.000374869+0.000190211j -0.00144226-1.95987e-05j 0.00131037-0.00125505j -0.001825-0.00051827j -0.000380759+0.000254378j -0.00170656-0.00135964j -0.00245766-1.09344e-06j 0.00224097-0.000138548j -0.00126856+0.000477283j -0.000952066+0.000799544j -0.00034087+0.000640895j 0.00228354-0.00106366j -0.00217169+0.000479009j -0.000191783-0.000333133j -0.000581342+0.000395261j 0.00117878-0.00100188j 0.000276837+0.000542791j -0.00220264+0.00103286j 0.00123918-0.000552086j -0.000104011+0.000173822j 0.000642091+0.000368281j 0.000688409+0.000195094j -0.000248095+0.000175942j 
0.000445413+6.0766e-05j -0.000797819+0.00192485j -0.000315087-0.000666511j 0.000346589-0.00251502j 0.00102689+0.00194024j 0.00112013-0.000811426j 0.00055292-0.000119798j 0.000178186-0.00244162j 0.00259257+0.00078732j 0.00250457+0.00134212j -0.00247075-0.00121249j -0.000110516-0.000419173j -8.64588e-05-7.21565e-05j -5.51803e-05+0.000310874j 0.000757205-0.00152954j -0.00148443-0.000352803j 0.00105314-0.00207806j -0.00037784-0.00321719j 0.000193566+0.000791927j -0.000962835-0.00255759j -0.000596282+0.00215125j -0.0018858-0.00515576j 5.57198e-05-0.00280269j -0.000356848+0.000427394j 0.000685958+0.00027735j 0.00156055-0.00498495j -0.00288866-0.000361705j -0.00359839-0.00196361j -0.00138061+0.000765737j 0.00253983-0.00271114j -0.00280723-0.00155698j -0.00375215+0.00201625j 0.00216669+0.00277582j -0.00150799-0.00371364j -0.000459283+0.000226929j 0.000917596+0.00622632j 1.32887e-05+0.00117164j 0.00254793+0.00592757j 0.00686285+0.000564291j -0.00162591-0.000619278j -0.00144442-0.000413481j 0.00212382+0.00725267j 0.00309359+0.00209701j -0.00166934-0.00201478j -0.00282517-0.000186674j 0.00392009+0.00158929j 0.000362516+0.00230581j -0.00263693-0.000486922j 0.00112519-0.00229023j 0.00928944+0.00240799j -0.00344078-0.00208948j -0.00137028-0.00393036j -0.00292787-0.00141218j 0.0042365+0.00124213j -0.00391753-0.00175003j 0.00624263+0.003901j 0.00147232+0.00128305j -0.00502496-0.00413956j 0.00281823-0.000867077j -0.000962038-0.00347409j 0.00113547+0.000958449j -0.00240259-0.000707217j 0.00332281+0.00396522j -0.000197992-0.000860036j -0.00197989-0.00226931j -0.00189887-0.00260903j -0.00219798-0.00382077j 0.00106612+0.00156982j 0.00344021+0.00109307j -0.000269019+0.00160255j 0.000842751+0.000663294j 0.000837536+0.00104872j 0.0011265-0.000418248j 0.00127636-0.000343628j -0.00230854-0.000795634j -0.00141461-0.000317228j -0.00126134-0.000362504j 
0.000714269+0.000710156j 0.000592882+0.0015095j -0.000108744-0.000119468j 6.18077e-05+0.000908351j -0.000628498-0.000967308j 0.00150655+0.000824899j -0.000262062+0.000638747j -0.000586554-0.00148348j -0.000238758-0.000162474j -6.5108e-06+1.83775e-05j 0.000200258+0.00136963j -0.000196285-0.000429583j -0.000392403-0.000868615j -0.000736152+2.60388e-05j 0.000543991+0.00078482j 0.000387972-2.6301e-05j 0.000344162-0.000214893j -0.00017932+0.000912375j 0.000896165+0.00231086j -7.19783e-05-0.000315374j 0.00182444+0.00142364j -0.000848227-0.00188263j 0.00109852+0.000987286j 0.000188187-0.000723973j -0.00170925-0.000588696j 0.000758562-3.36668e-05j 0.000196816+0.000627172j 0.000368436-0.000501222j 0.000264844+0.000296981j -0.00012711+0.0010021j -0.00140817-0.00016954j -7.25822e-05-0.000661896j -0.000341878-0.000890297j -6.92513e-05-0.000153822j 0.000272474-0.000678653j -0.00107522+0.00123714j -0.000109536-0.0001547j -0.000565896-6.33626e-05j -0.00103007+0.000327388j -0.000704529+0.000111914j -0.000145281-0.000174221j -0.000796613-0.000543511j 0.000586127+0.000456128j 0.0007458+3.22173e-05j 3.4026e-06+0.000154002j -0.000223785+0.00180633j 0.000908333-7.26606e-05j -0.00069228-7.05298e-05j -0.00065568-3.46079e-05j -0.000934267+0.000769106j -4.72829e-05+0.00068434j 0.000183096-0.000309328j -0.00071901-0.000734901j -0.00138299+2.6487e-05j -0.000574437-6.58684e-06j -0.000784153-0.00190322j 0.000656157-0.000217666j -0.000521058-0.00189273j -0.000252174+0.00132823j -0.000207086+0.000551416j -0.000323307-0.000406746j 0.000636088+0.000162361j -0.00063147+0.00111047j 0.000121535+0.000604318j 0.000927224-2.32859e-05j 0.000297047+0.000199363j -0.000606784+0.001125j -0.000231888+0.000666833j 5.90561e-05-0.000335051j 0.000126556-0.00169882j 0.000530975+0.000381328j -0.000276632+0.00120714j -4.74346e-05-0.000593162j 0.00040969-0.00024984j 0.000216021-0.000146859j 0.00032809-0.000311168j -0.000525177+0.00104428j 
-0.0011875+0.000285985j -0.00144221+0.000331519j 0.000402903-0.00102231j -0.00165467+0.00141668j -0.00141494+0.000380077j 0.000757752-0.000693692j -0.000633917-0.000711908j 0.000981964+0.000728905j -0.00112988-2.05867e-05j 8.7e-05-0.000554726j 5.62843e-05+9.62534e-05j -0.00172734-0.000269238j 0.00180974-0.000177303j 0.00146897-0.0013571j -0.000357743-0.000299222j 0.00111473-0.000157637j -0.00124465-0.000379204j -0.00192517+0.000181356j -0.00105202+0.000130925j -0.000406915-6.42182e-05j 0.00116362-0.000113139j 0.00240279+0.00149706j -0.000357635+0.00143295j 0.00139703-0.000395921j -0.00122462+0.000243516j 0.00132134+0.000654867j -5.5336e-07-0.000668631j 0.000777608+0.000741187j -0.00167632+0.00133892j -0.00157501+0.00102775j -0.00160819-2.78795e-05j 0.00217655-0.000417193j -0.000942425+0.000122868j 0.00149068+0.000660747j -0.000354923-0.00112228j -0.00115571-0.00241009j 0.000582119+0.000455747j -0.00146132-0.000886548j -0.00244761-0.000338027j -0.00187573+0.000240203j -0.00112075-0.000277963j -0.00254248-0.000229244j -0.00077118-5.05146e-05j 0.000893045-0.000423975j -0.000721168-0.00106132j -0.0015066-0.000324262j 0.000125868-0.000545033j -0.000410787-0.00166647j -0.0015411-0.000160552j -0.00358644-0.00121367j 0.0017999+0.00066887j 0.00158964+0.000739946j 4.50775e-06+0.000919523j -0.00207606-0.00188563j -0.000919309-0.000989221j -0.00346959-0.000588993j -0.000652991+0.00118512j 0.000915788-0.000196279j -0.0013854-0.00158938j 0.000433026+0.000479524j 0.000329611-0.000702326j 0.000683946+2.67281e-05j -0.00115944-0.000939611j -0.0010013-0.00129053j -0.000299954+0.000503409j 0.0015417+0.00111864j -0.000169093+0.00020314j -0.000287497+0.000207079j -0.0003591+0.000155604j -0.000582621-0.000914606j 5.13415e-06+0.00054335j 0.000694307-0.000373373j -0.000310886+3.79548e-05j 0.00149665+0.00070469j 0.00138369+0.00030654j 0.000442543+0.000742068j -0.000614473-0.00083417j 
0.000228078+0.000107288j 0.00172015-0.000981101j 0.000359094+4.4303e-05j -0.000148581+0.000399635j -0.000521043+0.00058611j -0.0011484+0.000514791j -0.00145905+0.000942643j 0.000726139-0.00125527j -0.00177051+0.000414079j 0.00215868-0.00191465j 0.000151843+0.000345663j -0.000510745+0.000133387j -0.00115129-0.000262521j 0.00276992-0.000942873j 0.000362416+0.00061788j -2.29851e-05+0.000255869j 0.00172045-0.000680072j 0.00146597-4.89019e-05j 0.00213382-0.000855445j -0.000155621-0.00112151j -0.000554935-2.99082e-05j -0.000840247-0.000261505j 0.000451595-0.000707273j -0.00176513+0.00069957j 0.00143511-0.000435629j 0.000107668-0.000223161j 0.000228321+0.000216971j 0.00118492-0.000756351j -0.000830918+0.000380956j 0.000521149+0.000650792j 0.00141918-0.000504026j -0.00200211-0.00040284j 0.000726306-0.000976058j -0.000322818-0.000365766j 0.00139299-0.000648024j 0.000410691+0.000355548j 0.000668964+0.000163508j 0.000782845+0.00011562j 0.00189724-0.000440205j -0.00344207+0.000800217j -0.0015157+0.00138897j -0.00232387+0.00203451j 0.000922507-0.000750897j 0.00166061-0.000450961j 9.3668e-05-0.000169927j 0.00154729+0.000197415j -0.00173112-0.00014865j 0.0023684-0.000315507j -0.00039176+0.00130363j 0.0017713+0.000552979j 0.00133491-0.000357231j 0.000863419-0.000799937j -0.0022704+0.000537338j 0.00272412+0.000846053j -0.0010971-0.000295442j 0.000380944+0.000348868j 5.52667e-06+0.000401049j 0.00101008-0.000195991j 0.000380713+0.000686372j 0.000445676+0.000898186j -0.000770525-0.000130009j 0.000194896-0.000782585j 0.00107356+0.000838279j 0.000195029+0.000865967j -0.00289248-0.00122419j 0.000422166-0.00047853j -0.000614744-0.000115394j -0.00307617-0.00019861j 0.000919566+0.00031233j -0.0012204-0.00137285j 0.00225628+0.000376741j -0.000148447-0.000455845j 0.00162546+0.000157914j 0.000276997+6.68251e-05j 0.000836114+0.00026908j 0.00125512+0.000229279j 0.00149274+0.000632228j 
0.000652027-0.000537807j -0.000476387+0.000276889j 8.08368e-05+4.81529e-05j 0.00160314+0.00022343j 0.00122994-0.00052395j 0.000377875+0.00019947j -0.000218759+0.000106186j 6.33028e-05+0.000543793j -0.000363049+2.3903e-05j 0.00104386-0.00108793j -0.00035601-0.000570747j 0.00143096-0.000564251j 0.0015739+0.000426041j -0.00121597-0.000769128j 0.000244806-0.000802911j -0.000460814+0.000689589j -0.00269338+0.000574865j -0.00247998+0.000631435j -0.0025153+0.000215363j 0.00323157-0.00011995j -7.51485e-05+1.62002e-05j 0.00111257+0.000739614j -0.00118858+0.000852339j 0.00262901+4.72966e-05j 0.000219571-0.000262029j -0.000547702+0.000809416j -0.000768277-8.55914e-05j 0.00247537-0.000610483j 0.000728451+0.00100615j -0.00146239-0.000438468j 8.96232e-06-0.000121093j 0.0011198-2.33975e-06j -0.00183507+0.00036069j 0.00150739-0.000137696j 0.00206193-3.2137e-05j -0.00516759-0.00207089j -0.000514767+0.000579425j -0.00159997-0.000258731j -0.00426987+0.00065073j 0.000848303+0.0001067j 0.00105967+0.000458319j -0.0013246-0.000658079j -0.0046872+0.000334942j -0.000382638+0.000901365j -0.000210797-0.000743024j -0.0040671-0.000956414j 0.00330431+0.00094765j -0.00247654-0.000698588j 0.000203577+9.53565e-05j -0.00595381-0.00150864j -0.00118359+0.000179569j 0.000375886+0.00049465j 0.00106682+0.000310728j -0.00258734-0.00153443j 0.000441554+0.000607014j -0.00318422-0.000893104j -0.00256205-0.000462779j 0.0020677+0.00100147j -0.00124818-0.000715678j -0.00112747-0.000954891j 0.000605446+0.000543935j 0.000391974+0.00054399j -0.00193981-0.00123908j -0.00123646-0.00173714j 0.00179327+0.00206537j -0.00149075-6.16962e-06j 0.000392085+0.000100647j -0.000981928-0.000322062j -0.000197305-0.000520931j -0.000469992+0.000381641j -0.000686583-0.000683684j -0.000514359-0.000339156j -0.00119795-0.000279235j 0.000112967+3.6531e-05j -0.000556969-0.000872715j -0.000712896-0.000473503j -0.000217841-0.000403636j 
0.000155633+0.000227198j 0.00110743-0.000110803j -0.00028686+0.000335715j 0.000210795+0.000124343j -0.000867189+0.000338178j 0.00028458-0.000137448j 6.65824e-05+0.000202149j -0.00067328-0.000415267j -0.000159763+6.16065e-05j 0.00120403+0.000141108j 0.00140109-0.000108334j 0.000603368-0.000111542j -0.00129286+0.000305722j -1.32154e-05+0.00103611j 0.000413771+0.000544372j 0.000206405+0.000113817j 0.000282093+8.43902e-05j 0.00320965-0.000290575j 0.000654356+0.000169457j 4.48853e-05-0.00026751j -0.000883616+0.000737092j -0.00153916+0.000234902j -5.61626e-06+5.75034e-05j -0.000953588-0.000195772j 0.00272274-0.000186767j -0.000370622-0.000132297j 0.00120977+0.000222478j -0.000818369+0.000799832j 6.28474e-05-0.000680584j 0.000623439+0.000581971j 0.00230318-0.000114853j -0.000804462-0.000228933j 8.52808e-05-0.000559981j 0.000930724-8.53544e-05j -0.00126624+9.16927e-05j 0.0021647+0.000352021j -0.00066327+0.000659695j 0.000986275-8.83362e-05j 0.00195009-0.000320511j 0.000251134-0.000144269j 0.000647252-0.000211615j -0.000320165-0.000295443j -0.000664931-0.000798925j -0.00114519-0.000335606j -0.00070351+0.000430944j 0.00221913+0.000736953j -0.000915131-0.000442654j 0.00199473+0.000615336j 0.000417574+0.000334832j 0.00244531+0.00056615j 0.00054302+0.000474219j -0.00045554-0.000257995j -0.000177414+0.000442882j 0.00180704+0.000963099j 0.0008633+3.0304e-05j 0.00258447+0.000144625j -0.000706635-0.000719935j 0.0011397+0.000528363j 0.00048806+0.000817769j 2.37014e-05+0.00109883j 0.000826331+0.000795299j -0.00072168-0.000781172j 0.000507167+0.000885703j 0.00133439+0.00093102j 0.000168895-0.000643018j -0.0012831-0.000648974j 0.000991626+0.000449938j -0.000584634-0.000656377j 0.000568521+0.000235112j -0.00044903-0.000607361j 0.000421952+0.000136888j 0.000897197+0.00069038j 0.000280758-4.62167e-05j -0.000338391-0.000242432j 4.2458e-05+3.24929e-05j 0.000450028+2.05327e-06j 0.00039565+0.000608982j 
3.58375e-05-8.17789e-05j 0.000379578+0.000370248j 0.000773017+0.000171725j -0.000940825-0.000779872j 0.000153418-0.000167274j -0.00102424-0.000419426j -0.000680447-0.000755981j 0.00112374+0.000440682j -0.000154349-0.000943197j -3.66809e-05+0.000373106j -0.000437802+0.000219349j -0.0017016-0.00066906j -0.000338499-0.000700126j 0.00224192+0.00102204j -0.000527258-0.00015424j 0.000602403+0.000349756j -0.000475751+0.000557802j 0.000394772-0.000291039j -0.000300725-0.000125092j -0.00176258-0.00150753j 0.000184044+0.00021395j 0.00218743+4.02834e-06j 0.000357701+0.000125536j -0.00161714-0.000830915j 0.00126642+0.000593206j -9.69809e-05-0.000400237j 0.000609987-0.000176072j 0.00100204+0.000130397j -0.000631486-0.000606116j 0.000610567+0.000329503j 0.0013471+0.000287421j 0.000523782-0.000342369j 0.0009667+0.00107251j 0.000739057+1.39157e-05j -0.000660595-0.000699819j 0.00024043+0.000944239j 0.000844434+0.000702684j -0.000420022+0.000141999j 0.000567396+0.000351625j -0.000970008-0.00194314j -0.000680501-0.000996212j -0.00158749-0.000179496j 0.000200739+0.000649966j 0.000431959+0.000213231j 0.00029754-0.000592354j -9.15575e-05+0.000301656j -0.00191405-0.00247688j 0.0011258+0.0009817j -0.00108827-0.000224779j 0.000498413+0.000989799j 0.000903128+0.000693842j 0.00150849+0.00119866j 0.00152409+0.00103358j 0.000520165+0.0010318j -0.000697182-0.00161893j -6.9714e-05+0.000391771j 0.000285688+0.0016462j 0.00111624+0.000416873j -0.000910339-0.000988851j 0.000552333+0.000833652j 0.000228195+0.000319855j -0.000207255+0.000143762j -0.000167699+0.000317272j -0.000130628+0.000709066j -0.0006684-0.00228997j 0.000779373+0.00102795j -3.88406e-05-0.000501694j 3.59024e-05-0.000564229j -0.000519146+0.000289266j 0.000753337-0.000301764j -1.76737e-05+0.00102883j -0.000209738-0.000923264j 0.000417648+0.00104361j 0.000269751+0.000558885j 0.000131493+0.00127372j -0.000144548+0.000635541j 5.61402e-05+0.000724205j 
