-0.000963718+0.000408631j -0.00062503-0.00208547j -0.0016685+0.00164003j 0.00169752+0.00465659j 0.000720885-0.0037562j 0.00201006+0.00219774j 0.00157558+0.000676038j 0.0024145+0.00692713j 0.000513328-0.00644313j 0.00179457+0.000264491j -0.00196982-0.00093948j -0.00151618-0.00286083j -0.00303767-0.00741118j 0.00215495+0.00505264j 0.00275519+0.0127234j 6.79458e-05+0.00313287j -0.000588589-0.00371333j -0.00110115-0.00605723j -0.000952296-0.00291475j 0.000810775+0.00952326j 0.000344563+0.00114189j 8.21795e-05+0.0063376j -0.000144281+0.00451803j 0.000465497+0.00472093j -0.000409848-0.00482423j -5.32572e-05-0.00238826j 0.000430125+0.0107317j 0.000557325+0.00379999j 0.000560833+0.00861968j -6.8555e-05-0.00308348j -0.000105211+0.00481059j -2.14673e-05+0.00851502j -3.55562e-05-0.000453425j -5.45571e-05-0.00163549j -0.000469019+0.00216695j -8.18088e-05+1.47464e-05j -0.000276105+0.00126264j 0.00075637+0.000431858j 0.000452403+0.00015925j 0.000192916+0.000261437j 7.02523e-05+0.00174214j -0.000148608-0.000514224j 0.000168806+0.00370868j -0.000153732+0.00252919j 0.000723925-0.00975107j 3.25581e-05-0.00133109j 0.000225705-0.00395597j 0.000350519-0.00343751j -0.00151747+0.0110147j -0.000308246+0.00133721j -0.000470769+0.00619302j -0.000179769+0.00252757j 0.000620713-0.00371413j 0.000510266-0.00240917j -0.000316664+0.0050514j -0.000736831+0.00662467j 0.000228896+4.12059e-05j 0.00114977-0.00751857j 0.00122357-0.00304796j 0.00125625-0.00539931j -0.000342056+0.00223718j 0.000295057-0.00248554j -0.00289778+0.00920352j -0.00246318+0.00404401j 0.00239668-0.00432783j 0.00114194-0.00157994j 0.0016795-0.000123097j -0.00148913-0.000416747j -0.000497313-0.00582474j -0.00225938+0.00586519j -0.00143512+0.00052536j -0.00183946+0.00173596j -0.000716033-0.00344378j 0.0016618-0.00429646j 0.00170355+0.00169411j -0.000675372+0.00212573j 0.00113816+0.000531348j 
0.00366441-0.000172519j -0.00104731+0.000544285j 0.000532001-0.000691991j -0.00130685+0.00132526j -0.00252813-0.00139603j 0.00191057-0.000356341j 0.00365185-0.00118196j 0.00211644+0.00184626j 0.00248782-0.00115579j 0.000789657+0.000459726j -0.000541449-0.000527736j 0.00134298-0.000683184j -0.000927625+0.000864763j 0.00131272+0.000690549j -0.0011936-0.000756684j 0.00184111+0.00150555j 0.00181233-0.000511559j 0.00344852+0.0005434j -0.00132919+0.000841363j -0.0042576-0.000255423j -0.0017094-0.00184568j -0.000304556-0.00072461j 4.19923e-05-0.000427951j -0.000696551-0.0015914j -0.000687851+0.00193351j 0.00107582+0.000478983j -0.000932337-0.00219529j 0.00422026+0.00207893j -0.000555813+0.00137045j -0.00384644-0.00174272j -0.005169-0.0027467j -0.00168044-0.00112435j 0.00088892+0.00208429j 0.00300083+5.27414e-05j -0.00141441-0.00115446j -0.0018707-0.00112852j -0.000507239+0.000964476j 0.00275104+0.000822146j -0.00378259+4.14068e-05j -0.000822924-0.0011428j 0.00217353+0.00150657j 0.00238996+0.0019278j 0.00184542+0.00118502j -0.00197214+0.00113176j -0.00082238+0.00203918j -0.0017521-0.000101151j 0.00492022+0.00156019j 0.00189074+0.00207846j 0.00471612+0.00525496j 0.000918303+0.000655576j 0.000132717-0.000817035j 0.00159832+0.00143994j 0.0021189+0.000841301j -0.00145733+0.00129492j 0.00274955+0.0033236j -0.000440843-0.000375157j 0.00122521+7.2078e-05j -0.000895052+0.00140213j -0.00124645-0.00125396j -0.000814179-0.000835188j 0.000391598+0.00240413j -0.000460638-0.00105966j -0.00206201+0.000975356j 0.00365124+0.00247079j -0.00138131-0.00311204j 0.001278+0.00252133j -0.00166445-0.00131646j -0.00122625-0.000834225j 0.00195154+0.00347165j 0.002821-0.000722142j 0.000114305+0.000234209j 0.0029927+0.000844731j 0.00193888+0.00427237j -3.38029e-05-0.000230217j 0.00258855+0.00192676j -0.00186528-0.00225318j 0.00180372+0.00304082j 
0.0007971-0.000893642j -0.000185142-0.000754554j 0.00245098-0.000729607j 0.00253441-0.000535169j -0.00245754+0.000575089j 0.00161806-0.000371188j 0.000423857+0.00179122j 0.00242924-0.00131343j -0.00153306-0.00033424j 0.00427094+0.000429387j -0.00237074-0.00198632j -0.000428349-0.000976985j 0.000233955-0.00153441j 0.000355519-0.000700715j -0.00017548-0.000738431j -9.71402e-05-0.00250035j 0.00252022+0.00121502j 0.00133454+0.000949953j 0.0008179+0.000421957j 0.00155636-0.00206786j 0.00357849+0.00170328j 0.00119511-0.000403382j -0.00146583+1.22122e-05j 0.00317327-0.00092663j -0.000367487-1.88625e-05j -0.00442605-0.000179438j -0.00289318-0.000522151j 1.34104e-05+6.31437e-05j 0.00118193-0.00104167j 0.00209222+0.000300788j -0.000102378+0.0019318j -0.0016209+0.00345677j -0.000471673-0.000362144j 0.00213085+0.000975195j 0.000587181+0.000531346j 0.00301464+0.000750526j -0.00550139-0.00285814j -0.00452109+0.000335441j -0.00160396-0.00292288j -0.00161784+0.000619737j 9.28108e-05-0.000445669j 0.00325044-0.00120945j -0.00145687+0.0025963j -0.00183644-0.000560462j -0.000326193-0.00262127j -0.0018121-0.00117023j -0.00130897-0.00193227j 0.00181701+0.000888335j 0.00269791+0.00082852j 0.00313339-0.000847137j -0.00143738-0.000228852j -0.00262018+0.00116138j 4.23217e-05+0.00167293j 0.000179366-0.000972078j 0.0020496+0.00178061j 9.17278e-05-0.00183829j -6.70708e-05-0.0016618j -0.00030898-0.00139006j -0.00401086-0.00235241j 0.00331396+0.00156976j -0.00250586-0.00264814j 0.00351278+0.00415528j 3.60822e-05-0.000428241j -0.000722012+0.00409114j 0.00113011-0.000165544j 0.00226501+9.24666e-05j -0.00149044-0.00266218j -0.00402283+0.000701757j -0.000134658-0.000473932j -0.0020312-0.00230314j 0.000566827-0.00104912j 0.000927163-0.000935054j 0.00155512+0.00312472j 0.0032802+0.00319814j 0.000951214+0.00063727j 0.000377445-0.000892149j 0.00206555+0.000182515j 
0.000343855+0.000212596j 0.00163591-0.000889754j 0.00156155+0.000345932j -0.000611652+0.00114219j -0.00227991-0.000733888j -0.00124146-0.00105191j 0.00103821-0.000687885j 0.000296357+0.000628616j -0.000683159-0.0019539j 9.28837e-06+0.00124691j 0.0021675-0.000951448j 0.00302784-0.000869324j -0.000826133+0.00129068j -0.00257223-0.000262487j 0.00162089+0.000334543j 0.00163908-0.000939625j -0.00240559+0.000163662j -0.00120793-0.000529255j -0.00219331-0.000574322j 0.00130328+0.00430766j 0.000514117+0.00274676j 0.00124171+0.00280079j -0.000341551-0.00152097j 0.0011124+0.003635j -0.000496128-0.000107743j 0.00156088-0.00324198j 0.00131794-0.000871227j -0.000361013-0.00196852j 0.00118231+0.000907449j 0.000623661+0.00242888j -0.00108595+0.00199977j -0.0019948-0.000526973j 0.00405193+0.00177027j -0.00164414-0.00147808j -0.00149056+0.000652882j -0.00194014+0.00303081j -0.000128593-0.00269389j -0.000371609-0.00404417j 0.00126947+0.000162876j -0.00397976-0.0036721j 0.00155039-0.000454902j -0.00068313+0.00141812j -0.00334897-0.00213349j 0.00202176+0.00220337j 0.00356825+0.00227401j 0.00247434+0.00201876j -6.32904e-05-0.00492631j -0.00148386+0.000980375j -0.000895648-6.31135e-05j 0.000451437+0.000418134j -0.00104256-0.00356387j -0.00113863-0.00187531j -0.00228507-0.00230769j -0.000151886+0.00111837j -0.00270283-0.00203461j 0.0013696+0.00170519j 0.00394925+0.00108681j 0.000839434+0.00067737j 0.000922473-0.00234298j -0.00211836+0.00325046j 0.000846487-0.00201568j -0.0044422+0.00300403j 6.41399e-05+0.000131719j -0.000143251-0.00202766j 0.00163634+0.00501208j -0.00110479+0.000572937j 0.000403812+0.00055204j -0.00179418-0.00391504j 0.00227853-0.000589921j 0.00217502+0.000383916j -0.00133301-0.00213893j 0.000926096-0.00175794j -0.000511842+9.44612e-05j -0.000151707+0.00041219j 0.000679448+0.00191886j 0.00233602+0.000926932j 0.000679253+0.000970623j 
0.000422887-0.00281743j 0.00194186+0.000647967j 7.72033e-05-0.000534681j -0.00213319+0.0028918j 0.00151584-0.000253697j 0.00157132+0.000946239j -0.00126309+0.000467877j -0.000301698+0.000823915j 0.00110459-0.000376371j -0.00204651+0.00272087j -0.000746238-0.000657348j 0.00140849+0.00074486j 0.000782328-0.000274536j 0.00142692-0.00250372j -0.000467531-0.00130353j -0.000731103-0.00153082j 0.000923796+0.00103588j 0.00189173+0.000951265j -0.000581291+0.0021242j 0.000984064-0.00270628j -0.00203432+0.00167929j -0.000880235-0.000831221j 0.00262466+0.00139456j -0.00158445-0.00131218j -3.58873e-05+0.0016161j 0.00141556-0.000319373j -0.000391499-0.00170188j 0.00435577+0.000545866j 0.00124054-0.00105222j -0.00144384+0.000638851j -0.000465472-0.000971494j -0.00111377+0.000740765j 0.00173483-0.000233456j 8.18308e-05+0.00331399j -0.00138016+0.000234293j -0.000951871-0.000793456j 0.00290983-0.00128534j 0.00299893+0.00356827j 0.000816226-0.00171484j 0.00207049+0.00171726j -0.0038046-0.000826294j 0.00099524+0.000236172j -0.00088377+0.00208996j -0.000106542-0.0041986j 0.00234568-0.00211116j 0.000390623+0.000358226j 0.00183048+0.00331794j 0.00133724-0.000391656j 0.00308592+0.00080458j -0.000291543+0.00148748j -0.000598243+0.00216085j 0.00163612+0.000813057j -0.00139708+0.00133377j 0.000195905-0.00238455j 0.000550104+0.00222745j 8.09869e-05+0.00122057j -0.00132024+0.000167458j 0.00165374-0.00220741j 0.000914029-0.000627244j 0.00177561-0.000640298j 0.000817145-0.00139822j -0.00218328-0.00110159j 0.000203108+0.000383716j -0.00172528+0.00239263j -0.000421752-0.00100221j 0.00225067-0.000494003j 0.00106555-0.00191977j 0.00105677+0.000676282j -0.000706105-0.00021365j 0.00152922-0.00031927j 0.00147444+0.00112062j 0.00206276+0.00182154j -0.00280727+0.000760504j -0.00276408+0.00102932j 0.00237762-0.00180676j 0.000244834+0.00252296j 0.00226077-0.000855847j 
-0.00158355+0.000545877j 0.00224346-0.00113244j 0.00268071+0.000251971j 0.00205186-0.000191359j 0.00234842+9.61332e-05j 0.0017583+0.000688716j -0.00434635-0.0012993j 0.00357725+0.000234644j 0.00132336-0.000239943j 0.000395827-0.000210286j -0.000657059-0.000204373j -6.57131e-05-0.00182327j 0.000497353+0.000974163j 0.00228923+0.00154885j -0.00141304+1.72439e-05j 0.000353421-0.00100299j -0.00107287+0.00128175j 0.000235386-0.00128128j 0.00228984+0.000578238j -0.0014398+0.0026546j -0.00150865-0.000491898j -0.000603213-0.000794703j 0.000872687-0.00161746j -0.0019054+0.0017636j 0.000288926-0.00016852j -0.00222745-0.000219868j -0.00197435-0.00014937j 0.000902388-0.00157746j 0.00204851-0.000179435j 0.00178993+0.00130651j -0.00121111+0.00209575j -0.00152693+0.000475382j -0.00317127-0.00266425j -0.000151975+0.000239639j 0.00241617-4.98511e-05j -0.000256435+0.0011825j 0.0019143-0.000183297j -2.3883e-05-0.00262213j 0.000803712+0.00206478j 0.00457118+0.00322334j 0.000423419-0.00181011j -5.71897e-05+6.61474e-05j -2.945e-05-0.00184697j -0.00221377-0.00157673j -0.00130319-0.0014625j -0.00268019-0.00118574j 0.00479483-0.000202335j -0.00225292-0.00119615j -0.000219386-0.00229822j 0.0015835+0.000898248j 0.00259357+0.00234658j -0.0013754-0.00249176j 0.000588122-0.00152767j -0.000584249-0.00149821j 0.00107411-0.000666549j 0.00121661+0.000624906j 0.00141385-0.00263709j 0.000978476+0.00144263j -0.00188487-0.00105294j -0.000127317+0.00110262j 0.000748776-0.0015149j -0.00206892-6.02874e-05j -0.000272476+0.000765721j 0.00139576-0.00145275j -0.00128087-0.00220852j 0.000582782+0.000248996j -0.000839257+0.00076619j -0.00031765+0.000655267j 0.000364843+0.000764108j -0.000636816-0.00328521j 0.00336893+0.00476446j 0.000136584+0.000376175j -0.00116394-0.00220919j 0.00334209+0.00292259j -0.00157381+6.54519e-05j 0.00317993+0.00138455j -0.000317604-0.000282131j 
-0.00201545+0.000264532j 0.00134091+0.000262517j -0.000443297+0.000728862j -0.00159933+0.00062737j -0.000406398-0.00134699j -0.000352305-0.00128773j 0.00177548+0.00103706j -0.00234052+0.00154689j -0.000184997+0.00148021j -0.00140363+5.05261e-05j 0.000645345+0.00304035j 0.00199954+0.00201261j -0.00111794-0.00145955j -0.00382746-0.00114892j 0.00109503-6.40078e-05j -0.00103122+0.00373456j -0.000606401-0.0024234j 0.000227297-0.000483943j -0.000960778+0.000291462j -0.00122679-0.00362472j 0.00153135-0.00126273j 0.000211336+0.00109097j 0.00180262+8.46847e-05j -0.000737357-0.000398892j -0.000391625-0.000538715j 0.00247419+0.00037808j 0.00138467+0.00184102j 0.000668675-0.000593619j -0.000382719+0.000115984j 0.000655566-0.00104118j 0.00107224-0.0038195j 0.00195326-0.0018841j 0.00183263+0.00129931j 0.000157208-0.00123636j -0.00171606+0.000226743j -0.00106558-0.00190463j -0.00139966+0.00183678j 0.0023706+0.00138224j -0.000180825-0.000668812j -0.000196783-0.00275343j -0.00225163+0.00468738j -0.00245524-8.70276e-05j 0.000410241-0.000177959j -0.000499243+0.00103622j 0.000493113+0.00119483j 0.00114553+0.00122826j -0.0018785+0.00243637j -0.000350096-0.00222238j -0.00186201-0.000699457j -0.00142307+0.000423306j -0.000921233+0.000898852j 0.0019481-0.000977196j -0.000319833-0.000196296j -0.00153345+0.000246642j -0.000999771-0.00155321j 0.000167389+0.00129666j -0.000437151+0.00530743j -0.00254403-0.000422794j 0.00108043+0.000222528j -0.00015116-0.0026353j -0.00134498+0.00131614j -6.22987e-05-0.00334138j -0.000271301-0.00130423j 0.000172675+0.0015623j 0.00218392+0.00213613j -0.00124387-0.000789576j -0.00105732+0.00125907j 0.00328319-0.00251051j -0.00174761+0.00112924j 0.000760798+0.0032438j -0.00221753-0.00212389j 0.0012094-0.000187552j -0.000808314+0.00019372j -0.00108849-0.000354032j -0.000656516+1.38332e-05j 0.0015892+0.0021186j -0.00160842-0.00104643j 
9.49297e-05+0.000454404j 0.00135986-0.000610604j 7.36954e-05-0.000763833j -0.00203743-0.000206j 0.00170588+0.000604752j -0.000943473+0.0017825j -9.96673e-05+6.27806e-05j -0.00223481+0.000368488j -0.00120116+0.000290727j 0.000470942-0.000524438j -0.0015771-0.00288962j 0.00106008-0.00151504j 0.000621081+0.00186763j -0.000408215+0.000830775j 0.00095438-0.000820914j -0.00451766-0.00353911j 0.000714584+0.00299567j 0.000367043+0.0022289j -0.00256422-0.000513735j 0.00379317-2.94858e-05j 0.00281882+0.00104348j 0.00089497-0.000130025j 0.00132665+0.000802216j 0.000705973+0.000272738j -0.000555725+0.000634047j -0.00013244-0.000156334j 6.90756e-05-0.00253064j 0.000174355+0.00240983j 0.000109559-0.000363128j 0.00175557+0.000308828j 0.00459062-0.000105648j 0.000571517+0.000514199j 0.00228116-0.00125861j -0.00043874+0.00310247j 0.00110841-0.000983847j 0.000264717+0.000949571j -0.00127214-0.00178622j 0.000263691+0.00238447j 8.85452e-05-0.00057617j -0.00180087+0.00273725j -0.00300437-0.00415592j -0.00193117+0.000954059j -0.00178183+0.00261723j 0.00187104-0.00347011j 0.000717218-0.00120848j 0.00224601-0.000459602j -0.00285801+0.000397885j 0.000532946+0.00244915j -0.00194644+0.00133246j -0.00108593+0.000441116j -0.00202773-0.00128126j 0.000817343+0.00351854j -0.00146776+0.0012605j -0.000366022-0.00262415j -0.00307961+0.00135189j 0.000995935+0.00222449j 0.000551214-0.0033359j 0.000740512-0.00286883j 0.0010346-0.00126031j 0.00137192+0.00202826j -0.00162082-0.00208351j 0.000708519+0.00369165j -0.00040107-0.000450213j -0.00161848+0.000717786j 0.00314663+0.000698421j -0.00205519+0.000197599j -0.000361196-0.0027353j -0.00153659+0.00311026j -0.00185771-0.00197376j 0.00172622+0.000793925j -0.00145371+0.000871305j -0.00100624+0.00141536j -0.00190365+0.000107727j -0.00134049-0.00156783j 0.000622455+0.000289337j 0.00178715-5.85453e-06j -0.000302123+0.000275933j 
-0.000900971-0.000100312j -0.000478836+0.00176395j -0.00116111+4.39148e-06j 0.000216793-0.00181566j 0.00120561+0.00194685j 4.0131e-05+0.000587604j 0.00253606+0.000508814j -0.000998955-0.000660049j 0.00170241+0.00110801j 0.00324491-2.54651e-05j -0.000668599-0.00173523j 0.000883389+0.00173427j -0.00232883-0.000261795j -0.000152326-0.000122223j -0.00209343-0.000284787j -0.000835089-0.0036968j 0.00190065+0.000148698j 0.00237944+0.00179384j 0.00181478-0.00216957j -0.00643273-0.001801j -0.000159994-8.46107e-05j -0.00198668-0.00153749j 0.00136262+0.00183514j -0.00406541-0.00307565j -5.36769e-05+0.000370865j 0.000292327+0.00311909j -0.000487725-0.00123977j 0.00139811+0.0033813j -0.00312984-0.000162051j -0.00394027-0.000284421j -0.000586561+0.000143384j 0.00161015+0.000865277j -0.000999276+0.00115135j 0.00321158+0.00185815j 0.00215458+0.000245631j -0.00150776-0.00382281j 0.000425145+0.000203772j 0.00500355+0.00567842j -0.00531383-0.00171324j 0.000983575+0.00118958j 0.0026426-0.00112679j -0.000817828-0.00228745j 0.00431052+0.00251069j -0.00159992-0.0012632j -0.00564015-0.00180937j -0.00185251+2.87213e-05j 0.00454261+0.00426403j 0.000541846+0.000542748j 0.0022399+0.000204935j -0.000219733-0.0014353j 0.00410309+0.000697988j 0.00121874+0.00399184j 0.00415024+0.0024882j 0.000251447-0.00318553j 0.00337759+0.0013933j -0.00294095+0.0010446j 0.000450703+0.000937659j -0.00085997-0.00137613j 0.000636565+0.00127468j -0.00247739-0.00292008j 0.000502844+0.000863528j -5.70764e-05-0.0023013j -0.00110383-0.00033627j 0.00376032+0.00494638j -0.00328334-0.0029741j -0.000772361-0.00313045j -0.000759414-0.00461774j -0.0013069+0.0025288j -0.000638076+0.00168255j -0.00035444+0.00214393j -0.000593696+0.000699281j -0.000279291+0.00156756j 0.00238558+0.00174902j 0.00115968-8.93622e-05j -0.00148071-0.00142687j -0.00161515+0.000658392j -0.00114643-0.000846434j 
0.00183158+0.000236713j -0.00102208-0.00101146j 0.00255412-0.000342185j 0.00319759+0.000471126j -0.00451027+0.000513916j 0.000109785-0.00207814j 0.00196321+0.000399488j 0.00414813-0.000110275j 0.000455549+2.48077e-05j 0.00137181+0.000726482j 0.00252329+0.00142782j 0.000407166-3.88669e-05j -0.00274013-0.00170382j -0.000204773+0.000775019j 5.23245e-05-0.000948562j 0.00763044+0.00187582j -0.00174335-0.00111196j -0.00106966-0.000933074j 0.00202888+0.00123121j -0.00285042-0.000974321j -0.000665107-0.00165567j 0.00172445+0.000365583j -0.00257633-0.000971984j 0.00300712-0.00119989j -0.000378299-0.000567253j -0.00314752-0.000668954j 0.00104919+0.00180935j -0.00141063-0.0017979j 0.00146536-0.00124917j 0.000171727-0.00216766j -0.00608335+0.000407058j -0.00271757+0.000560766j -0.000345998+0.000540731j -0.000846024-0.00188893j -0.000340936+0.00240859j 0.000765242-0.000646639j -0.00161026+0.0024523j -0.00551413-0.00156613j -0.000545819-0.00219984j -0.00347844-0.00218542j 0.00628683+0.00499177j 0.00394789-9.51936e-05j -0.00202253-0.000449862j -0.000462503+0.00369009j 0.00198595-0.000684163j -0.0020098+0.000258105j 0.000441903+0.000339786j -0.00156987-0.00127377j 0.00205724+0.00138821j 0.00297686-0.000523999j -0.0006171+0.00191202j -0.00469724-0.00296524j -0.000519354+0.000202425j 0.00172402+0.0030864j 0.000929863+0.000254226j -0.00111664-0.00344653j 0.00338532+0.00282223j 0.000366095+0.00390873j -0.00379176-7.64454e-05j 0.000515029-0.000683569j -0.000245542+0.00108182j 0.000267525-0.00122562j -0.000690736-0.000336192j 0.00109633+0.00181307j 0.00112007-0.00103008j 0.00311114+0.000690737j 0.00122858+0.0025136j -0.00403556-0.00489989j 0.00255367+0.00215793j -0.00101095-0.00125364j -0.000763325-0.000944777j 0.00036309-0.00332676j 0.00246725+0.0017694j 0.0034913+0.00249874j 0.00155949+0.00124139j 3.05004e-05-0.00148116j 0.00229659+0.00144037j 
-0.00157138-0.00121241j -0.000865958-0.000778376j -0.0016893-0.000781547j 0.00100442+0.000829207j -0.00048823+0.000364637j -0.000987239-0.00252267j -0.000540374-0.000131928j -0.000324854-0.000720556j -0.000141506+0.00109947j -0.00299293-0.000235021j 0.00230714+0.00484835j -0.00130764+0.00112052j -0.000237545-0.00168321j -0.00129512-0.000530866j -0.000185235-0.000210481j 0.00255342+0.00520236j -0.00183814-0.00301361j -0.00187407-0.00271416j 0.00207275+0.00242478j -0.000600504-0.00366345j -0.00195814-0.00330635j 0.000390696-0.000862451j -4.40137e-05-0.000403065j 0.000380287-0.00243108j 0.00124042-0.00056643j 0.000965458+0.000831815j 0.00208805+0.00394686j -0.00132499-0.00377729j 0.000165725-0.00177537j 5.89793e-05-0.00307122j -0.00150275-0.00130082j 0.00163956-0.000782445j -0.000380541-0.000605794j -0.00165452-0.00306821j -0.00154666+0.00187546j 0.000143979-0.00134028j 0.00202811+0.00571855j -0.000588443+0.000981114j 0.00217569+0.000676352j 0.000769327-0.00126506j -0.000110847+0.00572215j -1.6067e-05-0.00174362j 0.00049405-0.000392342j -0.000101523+0.00312106j 0.00171468-0.000635947j 0.00109173+0.000930693j -0.00203025+0.00227623j -0.00126945-0.00359139j -0.00081815-0.00272153j -0.000823223-0.000788406j -0.000486421+0.00454028j -0.000476695-0.0028589j -0.00121722-0.000276824j 0.000604105+0.0035935j -4.31826e-06-0.00196213j 6.54507e-06-0.00200334j -0.00157872+0.0035089j -0.000599115+0.00224105j -0.000371933+0.00401158j 0.00101909-0.00473756j -0.000254598+0.00385463j 0.000647304-0.00558855j 0.000661459+0.000149113j -0.000383257-0.00194844j 0.00118824-0.00158851j 0.00137055-0.00121459j 0.00184214+0.00538287j 0.00290371-0.00254167j 0.00016918+0.0001988j -0.00143907+0.000797317j -0.000476071-0.000817655j -0.000411191-0.00237296j -9.88001e-05-0.00178442j -0.000721724-0.00122958j 0.000264595-0.00249483j 1.01562e-05-0.000382554j -0.000106593-0.00284051j 
0.000560703+0.000512252j 0.00225989-0.0011195j -3.08495e-07-0.000822167j -0.00255442-6.79657e-05j 0.00263448-0.00133609j 0.000130934+0.000636618j -0.000811452+0.000685066j -0.000604911+0.000300338j 0.00347446-0.000746427j -0.00271029+0.000517991j 0.00138838-0.000520727j 0.00181015-0.000510926j -3.78895e-05+0.00117796j 0.00120163+0.000440603j -0.00101331+0.000125646j -0.000260597-0.000651462j -0.000215283+0.00134695j 0.00139532-0.00042707j -0.000282031-0.00100575j -0.00290892+0.00216503j -0.00355727+0.000195617j -0.00209255+0.00010204j 0.00227634-0.000272367j -0.00418223+0.00151739j -0.000695742+0.00105044j 0.0037898+0.0010067j 0.000970717-0.000747599j 0.00347047+0.000168121j 0.000157186-0.000336633j -0.00250851-0.000529465j -0.000401767-0.00158708j -0.000772597-0.000710739j -0.000670104+0.00148252j -0.000742746+0.00187394j -0.000200157-0.00153501j -0.00419909+5.63166e-05j 0.00556325+0.000135357j 0.00647579+0.000843541j 0.000142157+0.001082j 0.00363545-0.000640113j -0.000479955-0.00167379j -0.00155281+0.00153273j 0.000285406-0.000250757j -0.000233274-0.00119537j -0.000592194+0.00174678j -0.000281231+0.00187323j 0.00551036+0.00136716j -0.00156116+0.00140913j -0.000425273+0.000929891j -0.00120608+0.000671105j 0.00390492-0.000208161j 0.00132668+0.000869623j -0.000359744-0.000638872j -0.00230416-0.00135156j -0.000615502+0.000287152j 0.00118401+0.00172114j 0.00156576-0.000514268j 0.00075156+0.000267549j 0.00203316+0.00112306j -0.0024036-0.000584702j 0.00167912+0.000161598j -0.00542686-0.00163546j -0.000512635+0.000824947j 0.00150418-0.000734121j -0.00266838-0.00156565j -0.00109346+0.000150936j 0.000773633-0.000217629j 0.00093483+0.000462136j 0.00106591+0.00117467j 0.00247875+0.0012189j 0.00312405+0.00172837j 0.000917047+0.00182278j -0.00272426-0.000409172j -0.0013515-0.00226254j -0.000246925+0.000521701j 0.00259142+0.000387273j 0.000173173+0.000662959j 
0.000732731-0.000193074j -0.00101179-5.89156e-05j 0.000620221-0.000132034j 0.00152483-0.000240247j 0.000768438-0.000399252j 0.00124959+0.00023239j -0.00354408+0.000152681j 0.00265227-0.000812653j 0.000179565-0.000199989j -0.00155968+0.000262644j 7.18812e-05+0.000978778j -0.00308014+5.89372e-05j 0.00110096-0.000679236j 0.00391864+2.03817e-05j -0.00041168+0.000108004j 0.00263572+0.00109223j -0.000766485+0.00063564j -0.00195361-0.000404952j 0.0019662+0.00101845j 0.00255592+8.07034e-05j -0.00273909-0.000825796j -3.10317e-05-0.000904973j -0.00155823-7.98251e-05j 0.00216049-0.00037525j 0.000798137-0.000370013j -0.00267371+0.000192805j -5.51383e-05+0.00115216j -0.00189616-0.000447847j 0.00169658-0.000541657j 0.00140807-0.000990877j -0.00149562+0.000695731j -0.000874245+0.000345496j -0.00354723-0.000876358j -0.00153842-0.000111239j 0.000682102+5.01088e-06j 0.00255735+0.000393936j 0.00202836+0.000684563j -0.00543069-0.00144557j 0.00378472+0.000567127j 0.00302004+0.00130935j 7.80256e-05+0.000182082j 0.00234923+0.000129126j -0.00131939-0.000969399j -0.000597966-0.000149872j 0.000805871-0.000727873j -0.00178765-0.0012575j -0.000335751-6.16583e-05j -0.00110413-0.000775727j -0.000496863+5.51252e-05j 0.00129979+0.000618748j 3.70168e-05+0.00182406j -0.00295582-0.00198512j -0.00118911-0.000667891j 0.00202084+0.00156754j 0.000173134+0.000491841j -0.00040256-0.002331j -0.00220148-0.00179593j 0.0024857+0.00186703j -0.00126159+0.000843469j 0.00206891+0.000319414j 0.000830834+0.000113073j 0.000962332-0.000682534j 0.00081527+0.000359308j -0.00274347-0.00220568j -0.00113511-0.00187488j 0.00246288+0.00114039j 0.00211504+0.00221502j 0.000727168-0.000120159j 0.000434769-0.000251792j -0.00259661-0.00268484j 0.00335086+0.0015299j -0.000581895+0.000386272j -0.00159297-0.00136564j 0.00119359+0.000898532j 0.00012165+1.91559e-05j -0.000931911-0.000852235j 0.000662712+9.02167e-05j 
