0.26913-0.150985j 0.151014+0.268748j 0.0585125-0.0957067j 0.0969947+0.0547071j 0.0477219+0.0693549j -0.0957751+0.0230526j -0.0873206+0.0857713j 0.06579+0.158105j 0.157988-0.0292943j 0.0406966-0.0785073j 0.0419937-0.0508841j -0.0196582+0.00800238j 0.11995+0.062308j -0.0608223-0.189506j 0.0773677-0.179441j -0.0828282-0.00487793j -0.0578362-0.0227983j 0.0664171-0.0482418j -0.0771077+0.0213471j -0.040673+0.0544288j 0.00483374+0.041303j 0.0210192-0.0704822j -0.0245671+0.0622677j 0.0801198-0.0351906j -0.0647501+0.0457321j 0.0623167+0.0350204j 0.165569-0.0712499j 0.0602006+0.0455055j -0.0999105-0.00122997j -0.0257131-0.0221169j -0.0621988+0.0230953j 0.0422202-0.00821994j 0.00729669+0.00927515j 0.0406808-0.0143023j -0.014871+0.021817j 0.0124497+0.0342615j 0.0352938+0.0135759j 0.00726689+0.0151593j -0.00596409+0.073182j 0.00277153-0.0153735j -0.0450346+0.00690148j 0.0142756-0.0318042j -0.0179204-0.0283687j -0.0412096-0.0293829j -0.0670068-0.028547j -0.00280904-0.00391911j 0.0524172+0.0378469j -0.0398895+0.0142918j -0.156746-0.053047j -0.0451581-0.00510661j 0.0768746+0.115213j -0.0747807+0.0127576j 0.0457584+0.0621359j -0.0504039-0.0352305j 0.012936+0.0783904j 0.0159772+0.0760318j -0.0172326+0.0469838j -0.0144235-0.0528309j 0.0836488+0.0500683j -0.040533-0.056634j 0.0306261-0.0271378j 0.0868261-0.00199294j -0.0187956-0.181898j 0.10372-0.174191j -0.115097+0.00425163j -0.0248412+0.0115668j -0.036625-0.051378j 0.0352698+0.07514j 0.154495+0.0322678j 0.066254-0.145099j -0.0757719-0.0886365j -0.0971571-0.02395j 0.0470007-0.0695483j -0.0978154+0.0580262j 0.0612341+0.0964516j -0.151393+0.266926j 0.267194+0.151357j 
-0.00148877+0.00037184j -0.000263017-0.00150589j -0.000365922-0.000170562j -0.000444975+8.19401e-05j -0.00134595-0.00175537j 0.000188314-0.000648164j 0.00136008-0.0001074j -0.00145888-0.00126073j -0.00194494+0.0058698j 0.00181815+0.00367537j 0.0045568-0.000872186j 0.000319374+0.0029541j 0.000238535-0.00299967j -0.00152673+0.000801392j -0.00416754-0.000493234j -0.00603525-0.000708528j -0.00226544-0.00261941j 0.00238011-0.00462674j 0.000386568+0.00259515j -0.00157295+0.000272877j 0.00457868-0.000444239j -0.0057737-0.000708172j 0.000169067+0.00356817j -0.0034446-0.000225987j -0.00209587+0.00351655j 0.00146256-0.00176553j -0.00175265-0.00253066j -0.00293223+0.00683336j -9.94259e-05-0.000235615j -0.00492522-0.00315074j -0.00321405-0.00300328j -0.00132844+0.00286904j -0.00237951+0.00121404j 0.00177533-0.00230614j -1.6893e-05-0.00140616j -0.00747754-0.00344861j 0.000447227+6.56987e-05j 0.00116699+0.000705041j 0.00200975-0.00144385j 0.000611627+0.000430227j -0.00284087+0.00413128j 0.00588669+0.00109045j -0.00260151+0.00289517j -0.00145747-0.0019751j 0.00165804-0.000263944j 0.00223663+0.000526519j -0.000981425-0.000120333j 0.000925038+0.00149558j 0.000473633+0.00164737j -0.00412757-0.0042933j 0.000529583-0.000183767j 0.00627402+0.00236604j -0.0014349+0.000966261j 0.00186898-0.000713993j 0.00121669-0.0038033j -0.00294154+0.00476171j 0.000838907+0.00517208j 0.00228143-0.000499231j 0.00254359-0.000738803j 0.00273354+0.000388415j -0.00100502+0.00209307j -0.00249046-0.00245018j 0.000291509-0.00119619j -7.31025e-05+0.00434313j -0.00266882-0.00163085j -0.0021377+0.000410086j 0.00037164+0.00524111j -0.0068148+0.000970226j 0.00233112+0.000400191j -0.00067048+1.30684e-05j 0.00164041+0.000401287j -0.000972015-0.000684613j -0.000690619-0.000567178j 0.00156471-0.00123195j -0.00170617-0.00137806j -0.000346168-0.00065952j -0.000582317+0.000304571j 
-0.00219884+0.000189227j -0.000157201-0.00195067j 0.00065572+6.81646e-05j -0.000881573+0.00193529j -0.00292156-0.0027322j -1.23246e-05-0.00147019j 0.00117161+0.00265155j 0.00014966-0.000612737j 0.00334079+0.0046686j -0.00264502-0.00360204j -0.00122262+0.00166958j 0.00063727-0.00571574j 0.00418426-0.000516815j 0.0024841+0.000596485j 0.00112451-0.000160986j 0.00323903+0.00192484j 0.000849049+0.00566254j -0.00192591+0.00487808j -0.0023878+0.00430455j 0.00290216-0.000885212j 0.00106203+0.00143062j -0.00526062+0.000788951j -0.00136637-0.00189733j -0.00204185-0.00363021j 0.00342915-0.000111321j 0.00521025-0.00262381j -0.00150821-0.00314846j -0.000917803+0.00328195j 0.000808863+0.0039363j -0.00033457-0.00164801j -0.00242261+0.000781171j -0.00034502-0.000517704j -0.000379272-0.00233079j 0.00628493+0.00155388j 0.00100486-0.00297112j -0.00150434+0.0014051j -0.00133413+0.00468969j -0.00306354-0.00159765j 0.00125064+0.00139186j -0.00246561+0.000594112j -0.00543914+0.00270875j 0.00102458+0.000755467j -0.00153739+0.00346713j 0.00125355-0.00323007j 0.000411894-0.00163415j -0.00117179-0.00311612j 0.00276785+0.00187136j 0.00120933-0.00119812j 0.000294655-0.00146884j -0.000829383-0.00255639j -0.00135129-0.000852618j 0.00320223+0.000321026j -0.000961653+0.00296301j 0.000531194+0.00285106j 0.00209303+0.00200515j -0.00155693+0.00322286j 0.00237532+0.0013097j -0.00267727-0.00131764j 0.00420592+0.00102482j 0.00132545-0.00422713j -0.00333313+0.00192694j 0.00435788-0.00144939j 0.00307394+0.00471888j 0.0025434+0.000358615j 0.00206765-0.00177184j 0.000775485-0.0046736j -0.000503032+0.000943392j 0.00107056+0.00375731j -0.00129129-0.00415119j -0.000328896+0.00230673j 0.00193357-0.000425086j 0.00263478-0.00164834j 0.0016387+0.0035824j -0.000553183+0.000149935j 0.000178035+0.00172117j 0.00145108-0.00152221j -0.00162274-0.00126024j 
0.000156617-0.00038573j 0.000461554+0.000117783j -2.8726e-05+0.000770479j -0.000431965-0.00027049j -9.59921e-05+0.000615818j -0.000294174-0.00103173j -0.00155554-0.00116833j -0.00115098+0.00100901j -0.00127493-0.0010367j -3.28045e-05+0.000671888j -0.00188259-0.000338746j 0.00109845-0.00219973j 0.0010849+0.00192057j 0.00036722+0.00217477j 0.000224107-0.00153765j 0.0048094-0.000319918j 0.00258046+0.00445384j -0.00317145+0.00324417j -0.00119752+0.00516006j -0.0022077+0.00411952j 0.00841579+0.00255507j 0.0024214+0.00258369j 0.00182352-0.00209717j 0.00201718-0.00102921j 0.00306114-0.00324574j 0.00348227-0.00161788j -0.00165763-0.000901456j 0.00110357+0.00221848j 0.00291295-0.00438137j -0.00391117-0.000371759j 1.81727e-05+0.00154033j -0.00161821+0.0029125j 0.00291573+0.000967606j -0.00275599+0.00161954j 0.00179461+0.00456736j 0.00137021+0.00167072j 0.00173166-0.00196175j 0.00322822+0.00135583j 0.000726045-0.00312584j -0.00428271-0.00264782j -0.000790998+0.000608194j 0.00223851+0.000151276j 0.00132499-0.00310237j 0.0026625+0.00528076j -0.00295231-0.00258316j 0.000178844-0.00117961j -0.00118073-0.00654895j 0.000515512+0.00435041j -0.00306007+0.00403994j -0.00228988-0.000493637j 0.00109703+0.0004287j -0.000669012+0.00289768j 0.00303581-0.00191619j 0.0037792+0.00191268j -0.00464225+0.000144376j 0.000537678+0.000486476j 0.00391784-0.00074247j 0.00105862+0.00384653j 0.00130199-0.000331891j 0.00190108-0.00447845j -0.00403302-0.000720559j 0.00104165-0.000927902j 0.003302+0.0014031j -0.00173696+0.000612794j 0.00526723+0.00040162j 0.00316218-0.00304599j 0.000291797-0.00471233j 0.0006201+0.000140397j 0.00370473+0.00589871j 0.00280865+0.00108677j 0.00256563+0.00162516j 0.00103246-0.00181911j -0.000381457-0.00162896j -0.000640585-0.000528059j -0.000398812-0.000343855j -0.000875557+0.000518524j 0.000631977+0.000928236j 
-0.000486686+0.000514347j -0.000595557-0.000347115j 0.00119742-0.000869285j 0.000859236+0.00133556j 0.00114404-0.00144092j 0.00124313+0.00110039j -0.000182136+0.0010635j 0.00144115+0.000721585j 0.000643166-0.000111711j 0.00205106+0.00094416j 0.00311519-0.00270485j 0.00228069+0.0020874j -0.00197651+0.00142942j 0.000373408-0.00264491j 0.0028098+0.000994292j -0.00356572+0.000381525j -0.000282842-0.00368116j 0.00315933+0.00150665j 0.000502668-0.00285593j 0.00219852-0.00451597j -0.00477779-0.00228724j 0.000781492+9.56028e-05j 0.000178264+0.00157702j -0.00148434+0.00309598j -0.000430174+0.000904881j -0.000350081+0.00128708j -0.00206723-7.9935e-05j 0.000913341-0.000768699j -0.000587272+0.00177331j 0.00389474-0.000581981j 0.000217866+0.000328175j -0.0015616+0.00232371j -0.000828732+0.000753945j 0.000670816-0.000434978j 0.000286301+0.00124594j -0.00333826-0.000968569j -0.0006329-0.00266955j 0.00155743+0.00150434j -0.000204771-0.00208465j 0.00343897-0.00120597j 0.000627679-0.00230818j 0.00160938+0.000857707j 0.000249115-0.000815737j -0.00141019-0.000422983j -1.88042e-05+0.00274976j 0.00220706+0.000506545j -0.00104611+0.00266145j 0.00167853+0.00108428j 0.00159598-0.000914738j -0.00206726-0.00118786j -0.000183008-0.00260702j 0.000612577+0.000495362j -0.00038358-0.00308834j -0.00152849+0.00131436j 0.00147416-0.00282868j 0.000962802+0.00152998j -0.00123864+0.00288792j 0.00207211-0.000831604j 0.0011567-0.00109196j -0.00275807+0.00544681j -0.000441071+0.000880767j -0.00122168-0.000782753j -0.00381806-0.00418996j -0.000725182+0.0010057j -0.00363038+0.000444912j 0.000217768+0.00260754j 0.00111738+0.00224576j -0.000903039+0.000606174j -0.00138269-0.000583475j -0.000274093-0.0025734j -0.00318004-0.000508761j 0.000553053+0.000306455j 0.00164655+0.000898819j -0.000451593-9.40704e-05j 0.000172014+0.000737986j 0.000614806-7.8436e-06j -0.000108589-0.000480917j 
-0.0014989-0.000739916j 0.000846125-0.00140746j 0.00116746-0.000150537j -0.0002956+0.00179941j -0.00231873-0.00186651j -0.000883881-0.00103379j 0.00176164+0.00326895j 0.00140959-0.0011565j 0.000923911+0.00245259j -0.00238845-0.000669477j 0.00221461+0.00295484j -0.000742347+0.00283571j -0.00313839-0.000921939j -0.000811941+0.000457776j -0.0058578-0.000248446j -0.00108601-8.81111e-05j -0.00296816+0.00320569j 0.000557042-0.011553j 0.00279502+0.00242488j -0.00661226+0.00137978j -0.000694278-0.00396673j 0.000773578+0.00077678j -0.000600524+0.00223012j 0.000358507-0.00148021j -0.0039881+0.00482451j -0.000834473-0.00286402j -0.00220483-0.00104252j 0.00144398+0.00156632j -0.00164178-0.00496546j -0.00377471+0.00164576j 0.00193902-0.00379403j -0.00224671+0.000282698j 0.000853564-0.00469857j -0.00248502-0.00300215j -0.00142909-0.00248523j 0.00235493+0.00290429j -0.00197486-0.000454472j 0.0025307+0.00112205j -0.00194318+0.000486792j 0.000983805+0.00187511j -0.0026149+0.00232806j 0.000826418+0.000192487j -0.00147909-0.000260708j -0.00079834-0.000334749j -0.00135347-0.00555273j -0.00449721-0.00283851j 0.00050601-0.00466071j -0.00551371-0.00253183j -0.00204781+0.00169016j -0.00258969+0.00384541j 0.00367587+0.00243987j -0.000585221-0.0036225j 0.00147781-0.000168929j 0.00216754-0.00282695j -0.00551402+0.000196177j -0.00418018-0.00405517j -0.0018159-0.000473571j 0.00199217-0.00232664j -0.00355617+0.00129212j 0.00597549-0.0020594j 0.000670268+0.00414846j -0.00347824+0.00239266j 0.00438763+0.00411919j -0.00620124+0.00262853j -6.13894e-05-0.00318014j -0.00408836+0.00295133j 0.00120817+0.00498715j -0.00331852-0.0016617j -0.000404877+0.00246786j 0.000895414+0.00139881j 0.00109481-4.18222e-05j -0.000798372-0.000796116j -0.000364526-0.00209435j -0.000431947+3.56131e-05j 0.000102785+0.000183026j -0.000277965-0.000168529j -0.000120545+0.000409839j 
-0.00136219+0.000533214j -0.000615456-0.0013233j 0.00167678-0.00291333j 0.00249911+0.00176245j 0.000545145-0.00575989j 0.00502464+0.00145491j 0.000923476+0.000215783j 0.00137633-0.000364193j -4.19554e-06+0.00428141j 0.00719752+0.000354374j 0.00265634-0.00464409j -0.000436048+0.00328383j -0.00132174-0.00265099j -0.000287799-0.0036083j -0.00147718+0.00135807j -0.00241233-0.00109146j 0.00304291+0.00611706j 0.00172875+0.00141789j -0.0028429+0.00278275j -0.00347616+0.00100586j 0.0012212-0.00170644j -0.000198235-0.000155531j -0.00183462+0.00133717j -0.00150838+0.00261258j 7.01403e-05-0.00144065j 0.00477094-0.00169134j -0.00467496-0.000390206j 0.000116596+0.00120912j -0.000272463-0.000171262j 0.000261233+0.000891228j -0.0033153-0.00161132j 0.00139412+0.00039374j 0.000917615+0.00193457j -0.00193341+0.000913808j 0.00101829-0.000154947j -0.00125709-0.00151669j 0.0019372-6.37368e-05j -0.000545352-0.000503441j 0.000560597+0.00171564j 0.000534367-0.000611168j -0.00396876+0.00353223j 0.00303749-0.00139327j 0.00148716+0.00270651j -0.00422324+0.00169407j -0.000688754-0.00413029j 0.00244966+0.000296761j -0.00309495+0.00122536j 0.00425599+0.000874137j 4.13108e-05-0.000742425j -0.00127968-0.00141802j -0.00165546-0.000973662j -0.00317321-0.00247379j -0.000775588-0.00635463j 0.00182708-0.00243116j 0.0023174-0.00231952j -0.00193469+0.000256492j 0.00293577+0.00241319j 0.0017476+0.00396279j 0.00158668+0.000815702j -0.000538137+0.00565825j -0.00639435+0.0066977j -0.00704555-0.00206117j -0.00257241-0.000268798j -0.000750216-0.00282871j -0.00163482-0.000128749j -0.00276021+0.00311757j 0.00400787+0.00178001j -0.00240186+0.00576972j 0.00447734+0.00279544j 0.00193381+0.000338948j 0.00140249-0.000121876j 0.00279875-0.000684372j -0.000654755+0.00231108j 0.000598662+0.00163324j 0.00141953-0.000670773j -0.000332796-8.26396e-05j -0.000167777+0.000367074j 
-9.46022e-05+0.000233046j -9.98186e-05-0.000153008j -0.00172139+0.00136437j -0.00131581-0.00169237j 0.000440461+0.00341214j -0.00356052+0.000331495j 0.00191914-0.000363361j -0.00165807-0.00180754j -0.000966976+0.00197358j 0.00267862+0.00109773j 0.00122095-0.00423568j 0.00308277+0.00347669j -0.00127717+2.41599e-05j -0.00415708+0.00240131j -0.0028076-0.000283785j -0.00165238-0.00346309j 0.000939298-0.00318098j 0.00185554-0.00307764j -0.00137593+0.00335191j -0.00122959-0.00104268j 0.00529574-0.000771838j 0.00188309+0.000355982j -0.000960979+0.000970871j -0.00103474-0.00141663j 0.000759169+0.00270055j -0.00163551+0.00117869j 0.00175299-0.00128899j -0.00251887+0.00130043j 0.000969991-0.000830657j -0.00216032-0.00127507j -0.00291852+0.000825389j 0.000450736-0.000490854j -0.0027332-0.000127203j -0.002497+0.00120519j 0.00201426+0.00226927j -0.00179001+0.000123264j -0.000975871+0.00274148j -0.00150963-0.00244443j 0.000574771-0.00149281j 0.000736014+0.00267306j -0.0024268+0.00375702j 0.000585444-0.0014585j 0.00218655-0.000888687j -0.000356215-0.000172552j 4.24419e-05-0.00233896j -0.00155855+0.00015433j 0.000157448+0.00450753j -0.00072521+0.000367211j 0.000927075-2.24058e-05j -0.000832585-0.00189175j 0.00318022+0.0012957j 0.00199619-2.90867e-05j -0.00307007-0.000544118j 5.6209e-05-0.00338051j 0.00148862-0.000607027j 0.00177319+0.000165262j -0.00533742+8.44867e-05j 0.000954416+0.00165083j -0.000250992+0.00232781j 0.000129238+0.00202297j -0.00228855-0.00184881j -0.00269864-0.00498267j 0.000464057+0.000668418j 0.00279196+0.00323372j -0.000521649+0.00219075j 0.000750013-0.000169635j 0.00359783+0.000593404j -0.00162865+0.002234j -0.00129695+0.00108499j -0.00197207+0.00165398j 0.00058332+0.000798509j -0.00357177+0.000112411j 0.000845604-0.00405469j 0.0022987-0.00230434j -0.00199096-0.00230824j 0.000184494+0.000621229j 0.000716715-0.000238562j 
0.000453136-0.000813118j 0.000965414+0.00045189j -0.000182466+0.00268481j -0.00240603+0.00017883j -0.00056347+0.000449558j -0.000397122+0.00099788j 0.00269585-7.56132e-05j 0.000450363-0.00045803j 0.00529565-0.00110295j -0.00068997-0.00445987j -0.00138087-0.00177872j -6.31125e-07+0.00111324j -0.000594739+0.00206047j -0.00209514-0.00161008j 0.0011476+0.000584741j 0.0056293-0.0021209j 0.00374894+0.00407194j -0.00153671+0.00346826j -0.00360374+0.000197902j 0.00170528-0.00354116j -0.00248427+0.000931215j 0.00216184-0.00154619j -0.00107198-0.00327511j -0.00135482-0.00307237j 0.0033049-0.00176535j -0.000333873+0.00117629j -0.000385339-0.00219136j 0.00263608-0.00118946j 0.00163894-0.0020085j 0.00436268-0.000100095j 0.0014332+0.00232273j 0.000199227-7.54878e-05j 0.00209318+0.000173956j 0.000428453+0.00151316j 0.00195527-0.000516872j 0.0018131+0.00453215j 0.000408205+0.00383653j 0.00365641+6.87691e-05j -0.00154447-0.00112727j 0.00211669+0.000107303j -0.002404-0.000621345j -0.00211117+0.00151853j 0.00194012-0.00124673j 0.00135839+0.00248999j -0.00346023-0.000244006j 0.000577693-0.00284071j 0.003144+0.00019428j -0.00335815+0.00145043j 0.00175947+0.00314497j -0.000507017+0.00207254j -0.00046775+0.00101666j -0.00159008-0.00249477j 0.00104515-0.00310588j 0.00197543+0.00203125j -0.00102483+0.000136939j -9.32847e-05+0.00145219j -0.00667634-0.00132186j -0.00139237-0.00217665j 0.000459407+0.00493284j -0.000501226+0.00114697j -0.0051508-3.21373e-05j 0.00246139-0.00251894j 0.00241494+0.000340796j 0.000775076+0.00163013j 0.000558891-0.00298525j 0.000798511-0.00159211j 0.000695463-0.00388189j 0.00453015-0.0002439j -0.000490387-0.00198258j -0.00103548+0.000369016j 0.000248912+0.00245878j 0.00203848-0.000390767j 0.000100304+0.000939792j -0.00146198-0.000576079j -0.000377242+0.00145341j 0.000464358-0.000217097j -8.97792e-05-0.000429224j 
0.000780432-0.000464482j 0.000339171+0.000748803j -0.000104226+0.00073749j -0.00104269-0.000322651j 0.000814221+0.00020862j -0.000681634+0.00196365j 0.00245316+0.00228462j 0.00303238-0.0013256j 0.00255006-0.00285061j -0.00421421-0.00520488j -0.00153218+0.00422124j -0.000674008+0.00324115j -0.00275925+0.00118742j -0.000570151+0.000788501j -0.00307687+0.00139946j 0.0014063-0.0027965j 0.000375132+0.00295816j -0.000448758-0.00525422j -0.00195625-0.00311826j 0.000257123-0.0028798j -0.00701356-0.000193066j 0.000468456-0.00281598j 0.000585673-0.00032014j -0.00117469-0.00151394j -0.00106073+0.00165126j -0.00406591+0.00150918j 0.00254675-0.00055397j 0.00508091-0.00258002j -0.000120398-0.00286788j 0.00240174+0.000388161j 0.00355039-0.000234151j 0.000616301-0.00170522j 0.000171515-0.000636696j -0.000285822-0.00228432j -0.000440322-0.00212209j 0.00375903+0.00506691j 0.000656568+0.00319426j 0.00656758+0.00176654j -0.00252176-0.00213332j 0.00427366+0.000647685j 0.00139742-0.00215595j -0.00245287+0.00166064j 0.00078293-0.00240852j 0.000741731+0.000947105j -0.000338943+0.00196081j -0.00170787-0.000592407j 0.00399834-0.00166116j -0.00714487-0.00037815j 0.00206726+0.00365079j -0.000936372+0.00539069j -0.00117114+0.00376404j -0.00208558-0.00510896j 0.000679444+0.000446458j 0.00248063+0.000562662j -0.00360687-0.000200962j -0.00108696-0.00168111j -0.00835184-0.00310717j -0.000101327-0.00530658j -0.0034978+0.00651751j 0.00210534+0.000631163j -0.000270415+0.00118754j 0.00138926+0.00174487j 0.00229573-0.000160133j -0.00296722+0.00412153j -0.00156605-0.00346746j 0.00103984+0.00278296j -0.00226303-0.000759169j 0.000137026-0.00413405j -2.30908e-05-0.00357254j -0.00125638-0.000858276j -0.000223997-0.000168832j -0.000710791+0.00105414j -0.00201947+0.000366278j -0.0015834+0.000500504j -0.00027423+0.00152581j -0.000703936-0.000564058j -0.000621924+0.000625542j 
-0.000109171+0.000722749j -0.000804827-0.00012839j 0.000425473+0.000109015j -0.000593376+0.000428808j -0.000808748-0.000841347j 0.000554922-0.000559919j -0.00011338+2.21114e-05j 0.000193742-0.000285637j -0.000587869+0.0016668j 3.07541e-05+0.000170352j 0.00105233+0.000586904j 0.00122285+0.000115956j 0.00119619+9.76052e-05j 0.000498597+0.000726541j -0.00102935+0.00111218j -0.00220459+0.00108968j -0.000275959-0.00116029j 0.00105894+0.00242913j -0.0014893+0.000907024j 0.00409989-0.00341796j 0.00384488+0.00201831j -0.00826906+0.00279065j 0.00533682+0.00126556j -0.00372934+0.000795583j 0.00205832-0.000263039j 0.00194625-0.00338106j -0.00269305-0.0032021j 0.00572252+0.00823033j 0.00306954-0.00109677j -0.0046872-0.00364587j -0.00123937+0.00269382j -0.00133394+0.0075895j 0.000326044+0.00653248j 0.00478674-0.00569558j 0.00170498+0.000989905j -0.0119136+0.00376855j 0.00397278-0.00246605j 0.0149336+0.00377495j 0.000931272-0.00939214j 0.000366557-0.004505j 0.00220142-8.66734e-05j 0.01102+0.00165759j -0.00181364-0.000128814j 0.00240739+0.00296531j 0.00108676+0.00653253j 0.00738899-0.000959441j 0.000409048-0.00558359j 0.00246143+0.00675591j 0.00311199+0.00794588j -0.0112345-0.00189973j -0.00393812+0.000203526j 0.0107529+0.00243104j 0.00220882+0.000668253j 0.00744842+0.00569756j -0.00462422-0.00755944j 0.00184079+0.0119896j 0.0037145+0.00453245j 0.00303523-0.00442895j 0.00525095-0.000662534j 0.00189117-0.00247937j -0.00240994+0.00195926j 0.00312145-0.00171352j -0.0011066-0.00727618j 0.000450614+0.00908415j -0.0030139-0.00298777j 0.00470329-0.0017292j -0.00419735+0.000286891j -0.00648948-0.00028811j 0.00766859-0.00343441j -0.00100034-0.0041498j 0.00214911+0.000689931j 6.51579e-05-0.00258124j -0.000914471+0.00177659j -0.00118742-0.00151869j -0.00299789+0.0012156j -0.00180679-0.00139982j -0.00138658+0.00172689j 
-0.000269545+1.22257e-05j -0.000103845-0.000174542j 2.05916e-05-0.000198266j -3.64264e-05+9.43246e-05j 0.000806084-2.44092e-05j -0.000591115+0.000783355j 0.000549106+0.00131973j 0.000709669-0.000560033j 0.000747965+0.000313519j 0.000118188-0.00349846j -0.00325294-0.000595697j 0.00176366-0.00262735j 0.00160881+0.000615954j 0.000862973+0.0021874j -0.000314602-8.58472e-05j 0.00487697-0.00283154j 0.00577314+0.00714498j -0.00164415+0.00541588j -0.00446745+0.00594237j 0.000621571+0.00116854j 0.0050968+0.00191394j 0.00155071+0.00102475j -0.00111761-0.00221373j -0.000105324-0.00238246j 0.00386334-0.00332044j 0.0040505-0.000686466j 0.000740392-0.00156973j 0.000502248-0.000135624j 0.00228656-0.000190889j -0.000519584-0.00071733j -0.00179381+0.00253564j 0.00131002-0.00209334j -0.000349234-0.000583789j 2.23042e-05+0.0035669j 0.00266387+0.00235908j 0.00352512+0.00187746j 0.00153974+0.00408601j -0.0018352-0.00160896j 0.000830668-0.000811468j -0.00257319+0.000548669j -0.00340023+0.0025822j -0.000388731-0.000997118j 0.00314382-0.00150068j 0.00144984+0.00158713j -0.00123795-0.00309523j -0.00210863-0.00035004j 0.00129412+0.000895722j 0.000563924+0.00106418j -0.000593896+0.00013663j 0.000365539-0.00104995j -0.00072266+0.0012305j -0.00272606-0.000600988j -0.000781036-0.000930118j 0.00191409+0.000412963j 0.000889937+0.00228929j 0.00145364-0.000488463j -0.000482028-0.00254352j -0.00131353+0.00334643j 0.00184525+0.00431619j -0.000288419-0.00170367j -0.00676059+0.00153798j 0.000894678-0.00361534j 0.00290522+0.00362825j 0.00151655-0.000841317j 0.00399175+0.000953037j 0.00352536-0.0030268j 0.00100367-0.00417603j 0.00275078+0.00363238j 0.00118764+0.000352439j 0.0015943+0.00226163j 0.00234454-0.000724571j 0.00109174-0.00137823j 0.000776251+0.0010856j -0.000273944+0.00063747j 0.000632755+0.000437361j 0.000227541-0.000421152j -0.000528771-0.000149647j 
0.00096406+0.000274537j -0.000371876+0.000873301j -2.5415e-05-0.000194799j 0.000469169-0.000572026j 0.00273533-0.00129239j 0.00298971+0.00357078j 0.00256318-0.00149855j 0.00196955-0.0010411j 0.00260345-0.00179698j 0.00633204-0.00347266j -0.000660103-0.00800139j 0.00391138+0.00659515j -0.00428792+0.000746092j -0.00395612-0.00117005j -0.00117361+0.0017345j -0.00250064-0.00533788j 0.00703221+0.000692902j 0.00405256+0.00104953j -0.00576014+0.00119026j -0.000430187-0.00458027j -0.00236763-0.000215985j 0.00277839-0.00357771j -0.00102169+0.00122044j -0.00226281+0.00245777j 0.000180492-0.00323099j 0.000874894+0.00337494j 0.000310726+0.000611525j 0.00107211-0.0022164j 0.000846889-0.00214584j 0.00490193-0.0028133j -0.000569141+0.000992607j 0.00375109-0.00216879j -4.82451e-05+0.00299593j -0.00334912+0.00386282j 0.00341654+0.00246647j 0.000451804+0.000664742j 0.00285417+0.00201893j 0.00155223-0.000983221j -0.000863014-0.00213185j 0.00515322-0.000967417j -0.00196023+0.000896724j 0.000772711-0.000423033j 0.00472006-0.00336533j -0.00105728+0.00430952j -0.00160262+0.00111024j 0.00309097+0.00109014j 0.000670157+0.00560193j 0.00100408+0.00167699j 0.00361574+0.00138029j -0.00066772-0.000553852j -0.00214882+0.00107761j -0.00516-0.00286754j -0.00480698-0.00761522j 0.000601821-0.00260331j 0.00226041-0.00392337j 0.00285802+0.000644554j -0.00809642+0.00180851j 0.00197144+0.000546974j 0.000683811+0.00634389j 0.000263446+0.0111152j -0.00762012+0.00569267j -0.00731781-0.00438679j -0.00410523-0.00199227j 0.00114368+0.000430702j -0.00283468+0.00167577j 0.00152266+0.00350524j 0.00357651-0.00336683j 0.0018953+0.00270469j 0.00203645-0.000200621j -0.000946672-0.00134683j -0.000812091+0.00132516j 0.000995396+0.000350015j -2.81822e-06+0.000776428j 0.00060855+6.52485e-05j -3.87277e-05-0.000860499j -0.000364069+0.000611037j 0.000584559+0.000270514j 
