0.26913-0.150985j 0.151014+0.268748j 0.0585125-0.0957067j 0.0969947+0.0547071j 0.0477219+0.0693549j -0.0957751+0.0230526j -0.0873206+0.0857713j 0.06579+0.158105j 0.157988-0.0292943j 0.0406966-0.0785073j 0.0419937-0.0508841j -0.0196582+0.00800238j 0.11995+0.062308j -0.0608223-0.189506j 0.0773677-0.179441j -0.0828282-0.00487793j -0.0578362-0.0227983j 0.0664171-0.0482418j -0.0771077+0.0213471j -0.040673+0.0544288j 0.00483374+0.041303j 0.0210192-0.0704822j -0.0245671+0.0622677j 0.0801198-0.0351906j -0.0647501+0.0457321j 0.0623167+0.0350204j 0.165569-0.0712499j 0.0602006+0.0455055j -0.0999105-0.00122997j -0.0257131-0.0221169j -0.0621988+0.0230953j 0.0422202-0.00821994j 0.00729669+0.00927515j 0.0406808-0.0143023j -0.014871+0.021817j 0.0124497+0.0342615j 0.0352938+0.0135759j 0.00726689+0.0151593j -0.00596409+0.073182j 0.00277153-0.0153735j -0.0450346+0.00690148j 0.0142756-0.0318042j -0.0179204-0.0283687j -0.0412096-0.0293829j -0.0670068-0.028547j -0.00280904-0.00391911j 0.0524172+0.0378469j -0.0398895+0.0142918j -0.156746-0.053047j -0.0451581-0.00510661j 0.0768746+0.115213j -0.0747807+0.0127576j 0.0457584+0.0621359j -0.0504039-0.0352305j 0.012936+0.0783904j 0.0159772+0.0760318j -0.0172326+0.0469838j -0.0144235-0.0528309j 0.0836488+0.0500683j -0.040533-0.056634j 0.0306261-0.0271378j 0.0868261-0.00199294j -0.0187956-0.181898j 0.10372-0.174191j -0.115097+0.00425163j -0.0248412+0.0115668j -0.036625-0.051378j 0.0352698+0.07514j 0.154495+0.0322678j 0.066254-0.145099j -0.0757719-0.0886365j -0.0971571-0.02395j 0.0470007-0.0695483j -0.0978154+0.0580262j 0.0612341+0.0964516j -0.151393+0.266926j 0.267194+0.151357j 
-0.00284514+0.000915586j -0.000953587-0.00278609j 0.000365291-0.00300647j 0.00304843+0.000816461j -0.00751238-0.00212205j 0.00444653-0.00675086j 0.000239214-0.00502023j -0.00227114-0.00432869j -0.000331613-0.00312158j -0.00476258-0.00346463j -0.00189006+0.0032536j -0.00466708+0.00065008j 0.000725112-0.00463972j -0.00311255-0.00319122j -0.0013836-0.00228388j -0.00163001+0.00435443j -0.00367099+0.00620977j -0.00346581+0.00262327j -0.00639873-0.00113191j 0.00324361+0.00108291j 0.00385169-0.00414517j 0.00697235-0.000650702j -0.000249694+0.00113136j -0.00107411-0.00122643j 0.00248182-0.000545199j 0.00392152+0.00259785j -0.00135756-0.00383938j 0.00121524+0.00131946j -0.00280498-0.00421371j 0.00106491+0.000249523j -0.00027048+0.00263333j 0.00102528+0.00078901j -0.00100889+0.00217875j 0.00317705+0.00317582j 0.00280669-0.00272968j 0.00117047-0.00178974j 0.000721474+0.00196293j -0.0010632-0.000927964j -0.00307929-0.000656157j 0.00285885-0.000227365j 0.00349412+0.000718871j 0.000182889-0.00274354j 0.000927556-0.00479861j 0.00258111+0.000106029j 0.00114358+0.00171478j 0.0037019-0.00119877j 0.00296878+0.00191559j 0.00163609+0.000338551j 0.00116788-0.0027122j -0.00307253+0.00167794j 0.00378357-0.00374342j 0.00100183+0.000633936j 0.000224052+0.00181016j -0.0030451-0.0028477j -0.000436266-0.00321223j -0.00351071-0.00308034j -0.00018453+0.00208194j 2.2583e-05-0.00125326j -0.00632034+0.000558149j -0.00310306+0.000365678j -4.90283e-05-0.00714889j -0.00248927-0.00294849j -0.00171791-0.00234164j -0.000775133+0.0050528j -0.00127541+0.00317777j 0.0028374+0.000731093j -0.00122562+0.00212277j -0.00270337-0.00280288j -0.00242399+0.000997985j 0.00318567+0.00223806j 0.00570846-0.00553616j -0.00496466-0.00822156j 0.00668143-0.00258642j 0.00279014+0.00153559j 0.00162835-0.0025595j -0.000750733-0.000935687j -0.000986661+0.000792016j 
-0.000548056+0.000762465j -0.000785698-0.000664771j -0.00104454+0.00189091j -0.00219771-0.00106772j 0.00202593+0.000481212j -0.00261638+0.00438678j 0.00455806+0.00392882j 0.00329913-0.0015744j 0.00237626-0.00159933j -0.00619366-0.00295661j -0.000362846+0.00796382j -0.0018218+0.00317108j -0.0027936+0.00163178j 0.00120029+0.00238067j 0.000943024-0.00149404j 0.00302689-0.000970777j 0.00154853-0.000101998j -0.000677128-0.0027097j 0.00346381+0.00302833j -0.00291132+0.00503888j 0.00177679+0.00170095j -0.00363576+0.000100887j 0.00260016-0.0036923j 0.00358764-0.00254669j 0.000511606-0.000853374j 0.00288776+0.00123154j 0.00207442+0.00125249j 0.00250254+0.00182239j -0.00295494+0.00296054j 0.00257108-0.00123178j -0.00242253-0.00178172j 0.00192109+0.0040386j 0.00209915+0.00224514j 0.000638644+0.00079772j 0.000158891-0.000140276j -0.00287735+0.000494012j -0.00404393-0.00098931j -0.000678129-0.00121549j 0.00422631+0.00160732j -6.69472e-05-0.000767964j -0.00170391+0.000887887j 0.000882747+0.00186816j 0.00174957-0.000166686j -0.000794951-9.88241e-06j 0.00324558-0.00158938j 0.00159999-0.00276763j 2.28725e-05+0.00499555j 0.00105042+0.000608574j 0.00082816+0.00288008j 0.00121192-0.0013503j -0.00125639-0.000909504j -0.00113071+0.00144835j -0.000227445+0.00036879j -0.00112465+0.000576569j 0.00104023+0.0011973j 0.00581404+0.00333362j 0.000784046-0.00276589j 0.00523428+0.00263701j 0.00184522+0.000536686j -0.00264089+0.00547873j 0.00191042+0.00147122j -0.00361586+0.0055101j 0.000631509-0.00376222j 0.00636943+0.0026512j 0.00108142-0.00517676j -0.00390373-0.000276159j 0.00190486-0.000469908j -0.000835232-0.00293021j -0.00611514+0.00126292j -0.00375516+0.00331665j -0.000407844+0.00336714j -0.000137423+0.00372234j -0.00293286-0.00218063j -0.00159442+0.00124306j 0.0013042+0.00111852j -0.00175012+0.000303576j 0.000306823+0.00163573j 
0.00314733+0.000343032j -0.000193895+0.00304854j -0.000750267-0.000741884j 0.000892191-0.00105181j -9.87984e-05-0.00324172j 0.00220879-0.00311927j -0.00637168-0.0001306j -6.77228e-05+0.00563236j -0.00066185+0.00365501j 0.00864558+0.0040942j 0.00181812-0.007378j 0.00355315-0.00063119j -0.000492285+0.00422853j 0.00267497+0.000428015j 0.000814036+0.00286568j 0.00113917-0.00591607j 0.00202466+0.00228437j -0.000879468-0.00313559j 0.00256227+0.000674261j -0.00785826+0.00333179j -0.000483839-0.00258576j 0.00727769-0.00145398j -0.00588533-0.00117467j 0.00165138+0.000507945j -0.00383254-0.000308804j 0.00206767+2.52085e-05j 0.000861721+0.00407135j -0.000922207+0.00195412j 0.00172596-0.00382908j -0.00413997-0.004544j 0.00232956-0.00325951j -0.00225434+0.00018357j -0.00303179-0.00330934j -0.000331627-0.00432275j -0.00300292-0.00308431j -0.00147092-0.000713691j 0.00233387+0.00299766j -0.000212551-0.000569738j 0.00153654-0.0068287j 0.00176174+0.00116944j -0.000737775-0.000390628j -0.00115601+0.00315439j -0.00128988+0.00169351j -0.00113392-0.00155045j -0.00248063-0.000590753j -0.00338741+0.00416544j 0.00320466-0.005288j -0.00446281+0.00131657j 0.0057491-0.00206692j 0.00289495-0.00110278j -0.00196179+0.00322784j 0.00529996+0.00160838j 0.00379061+0.000406831j 0.00202271+0.00551798j -0.000587156+0.00214118j 0.000114187+0.00198803j 0.000137723+0.00473211j -0.00674765-0.00326792j -0.00173511-0.000999159j 0.000593231-0.00175136j 0.00086525-0.00168712j 0.00179755-0.00333998j -0.00178336+0.00136329j -0.00281611+0.00187842j 0.00227533+0.00159226j -0.00101615-0.00265656j 0.00133472-0.00169239j 0.0102637+0.00203015j 0.000997188-0.0113874j -0.00167896-0.00453835j -0.00332501-0.000480299j 0.00136723+0.00145672j 8.87049e-06+0.00364434j 0.0031615-0.000392078j -4.1901e-06-0.00264676j 0.00334245+0.00307j 0.00321543-0.00338373j 
0.00101228-0.00127882j 0.00137143+0.00110596j 0.00182191+0.00189515j -0.0016064+0.00186242j -0.0010269-0.00133691j 0.0011973-0.00221698j -0.0018975+0.000347334j 0.000976965+0.00108392j -0.000909089-0.0041584j -0.00387026+0.0032024j 0.00430062+0.00109558j 0.00154485+0.00338312j -0.00187005+0.00380578j -0.00135016+8.49964e-05j 0.000720365-0.00284491j 0.00577514-0.00185813j 0.00448771+0.00554254j -0.00611368-0.00350785j 0.00612241+0.00406661j -0.0072319+0.0154256j 0.00382637-0.00638178j 0.0153498-0.00227834j -0.00665938-0.00762152j 0.00973119-0.00694861j -0.00557296-0.00154311j 0.0119138+0.00165289j 0.00592054+0.00561387j 0.00410581+0.00330869j -0.00280648-0.00328112j -0.00141707-0.00902801j -0.00222516-0.00209199j -0.00015604+0.00558725j -0.00236293+0.00476672j 0.00185041-0.0043844j -0.00168979-0.00462604j -0.0060086-0.00233129j -0.00138187+0.0048345j -0.00182134-0.00246422j 0.00274575-0.0097314j 0.00368881-0.00170919j 0.00194248+0.00171966j 0.00106377+0.00301763j 0.000826509-0.00160706j -0.00525642+0.000312473j 0.000160349-0.00385734j 0.00286033+0.00180408j 0.00959704+5.69357e-05j -0.00113446+0.00241444j 0.00680619-0.00715697j 0.00283703-0.00118758j -0.00751042+0.00144961j 0.00215817+0.00521435j 0.00379574+0.000832369j 0.00106435+0.00752231j -0.000665423+0.000964514j 0.00421719+0.00295486j 0.00279483+0.000811616j 0.00117539-0.00483354j -0.0036904+0.00215995j -0.00314884+0.00955582j 0.00346067-0.0019348j -0.00377112+0.00414737j -0.0080672-0.00733853j 0.0034841+0.00708908j 0.00107249-0.00189461j -0.00518465-0.00309229j 0.00223143+0.00524561j 0.00345582-0.000547653j -0.00813939-0.00845838j 0.00209157+0.00428268j 0.00252745-0.00583935j -0.000764925+0.00130576j -0.00236849+0.00404128j 0.00158499+0.00453627j 0.00452695-0.000506061j 0.00397662+0.00267301j 0.00273911-0.00387285j 
-0.000173039+0.00185862j -0.00179493-9.8355e-05j -0.00216284+0.00151261j -0.00157667-0.00206822j -0.00112015-0.00252428j 0.0027388-0.00260431j -0.00439219-0.00319627j -0.00458756+0.00595854j 0.00468123+0.0100636j 0.00897336-0.00190959j 0.00121446-0.00395106j 0.000960354+0.00096879j -0.00333023+0.00192989j 0.00479262-0.000568822j -0.00342858+0.00367062j -0.00180119-0.00571074j 0.00013851+0.00123301j 0.00124525-0.00441287j 0.000158457-0.00176193j -0.00440597-0.00513566j -0.00159687+0.00447267j -0.00331305-0.00196695j 0.000286738+0.00266332j -0.00507771+0.00163374j -0.000510765-0.000654104j -0.00402152-0.00272019j -0.00150499-0.00418804j -0.00317947-0.00145458j 0.00107004-0.00130038j -0.00348516-0.000767787j 0.00514819-0.00420384j 0.00255404+0.00142229j -0.00311516-0.00621322j 0.00111086-0.000908988j 0.00127242-0.00323219j 0.00113843-0.00239032j 0.00217551-0.000953261j -0.000559643+0.000587712j -0.000975092-0.00175488j -0.000613255+0.00190882j -0.00374739-0.00112493j 0.000574709-0.0011268j -0.00259-0.00149066j 0.00444098-0.00234948j 0.00544667+0.000759403j -0.00378246+0.00370669j -0.00158604-0.00425049j -0.00281533-0.00163846j 0.00230187+0.00462505j -0.000593357+0.00106944j 0.00376757-0.00294864j 0.00318541+0.000850802j 0.00128058+0.000845262j -0.000313945+0.00499461j 0.00248294+0.00211501j 0.000114215-0.00262269j 0.00255618+0.000528792j -0.00674537+0.00187629j 0.00182247-0.00108546j -0.00138215-0.00506252j -0.0016089-0.000702007j 0.00436148-0.00534117j -0.000271046+0.00466431j -0.0045146-0.000941332j -0.00319847+0.00334887j 0.00561959+0.00489211j 0.00215354-0.00840912j 0.0107561+0.000432642j 0.00105177-0.00445797j 0.00186087-0.00546064j -0.0051738-0.00265065j -0.000206173-0.000463365j 0.00315862+0.00137578j -0.00168764-0.00172044j -0.00126658+0.00194462j 0.000632557+0.00186772j 0.00191771-0.000541535j 
0.00470606-0.00307588j 0.00328948+0.00473064j 0.00205296+0.00200447j -0.00134848+0.00134542j 0.00586572+0.00081514j -0.000664247+0.00213973j -0.00423313+0.000283743j -0.000609178+0.00344641j -0.0058807-0.00299385j 0.00192165+0.0049209j -0.00405189-0.00494805j -0.000217291-0.00458741j 0.000337049-0.0035801j -0.0050027+0.00172505j 0.00253228+0.00434902j -0.00196438+0.00443937j 0.000725273-0.00594397j 0.00133967+0.00550612j -0.000873002-0.00158276j 0.00372225-0.00303561j -0.0042563+0.00291967j -0.000504111-9.49687e-05j 0.000726318+0.0032757j 0.00176286+0.00302467j -0.000452319+0.00278461j -0.00730325-0.00293274j -0.0025305+0.00338344j -0.00172081+0.000626273j 0.00642113+0.000961768j 0.00101583+0.00271466j -0.00277335+0.00638135j -0.00065316-0.00484895j -0.00315307-0.00303946j -0.00181566-0.00250588j -0.00348306+0.0077668j 0.0044575+0.0020322j 0.000320884-0.000675139j 0.00188544+0.00028575j -0.00290029+0.000190005j -0.0020223-0.000470474j 0.000451248-0.000125356j -9.38519e-05+0.000282137j -0.00258161+0.00128546j -0.00382391-0.00307935j -0.010773+1.27598e-05j -0.0047038+0.00283646j -0.00313685+0.00200096j 0.000568157+0.00113434j -0.00284349-0.00154179j -0.00203107+0.00212334j -0.00267015+0.00332006j -0.00146243-0.00587835j -0.00208026-0.00216359j 0.00115426-0.0034127j -0.00253641+0.000993205j -0.00489607+0.00344968j -0.00341429+0.00259621j -0.000492044-0.00319499j 0.00289881-0.000931118j 0.00492837-0.00351178j -0.00228151+0.00577195j 0.00294305-0.00246101j 0.00388871+0.00715247j -0.00492755-0.00143006j 0.00635576+0.000639435j -0.00290895-0.00649209j -0.00188545+0.00833631j -0.00518514+0.00139651j 0.00149857+0.00164584j -0.00113198-0.00335627j -0.00257304+0.00472423j 0.00695834-0.00119542j 0.00217494+0.00562198j -0.00049839-0.00382694j -0.00307727+0.000832716j 0.00265927+0.000872316j 0.00104462-0.00256659j 
-0.000396978+0.000755735j -0.000789265-0.00044184j -0.00058732+0.00236413j -0.00260725-0.000722221j 0.00411119+0.000230704j -0.00175633+0.00521811j 0.00220381+0.002763j 0.00174407+0.00174223j 0.00285614+0.00159109j -0.000810264-0.000242423j 0.00240898+0.00297209j 0.00166079+0.00199445j -0.00198751+0.00393665j 0.00391118+0.00171493j -0.00054116+0.000319332j 0.0017061-0.0044207j 0.00247026-0.0017529j 0.000473552-0.00419447j 0.00497015+0.00111196j -0.00319049+0.00292725j 0.000368603+0.00338313j -0.0055495+0.000597719j 0.000832256-0.00290152j 0.00167477-0.00235476j -0.000911062-0.000658056j 0.00066087-0.00157004j 0.00296396+0.00124541j 0.00106745+0.000140281j -0.000465417+0.00326746j -3.89431e-05-0.00150608j -0.000197772-0.00285259j 0.00208905+0.00286667j 0.00135178-0.000285876j -0.0010618-0.00103253j -0.000511575+0.000297379j -0.00240644+0.000887426j -0.00232944-0.00115086j -0.000566693-6.60521e-05j 0.00409749+0.000648977j -0.00147751-0.000153967j -0.00302749+0.000267232j 0.00171065+0.0014403j 0.000729369+0.000867272j -0.000747981+0.000556402j 0.00314394-0.00248273j -0.000767077-0.000332904j -0.000848872+0.00125522j 0.000175594-0.000806208j 0.00122893+0.00306569j 0.00204975-0.00192252j -0.00226973+0.000945198j 0.000193492+0.00194446j -0.000410318-0.000381904j 0.00134384+0.00363945j 0.00119274+0.00256983j 0.00513672+0.000821571j 0.00168626-0.00285912j 0.00268457+0.0031538j 0.004735-0.000986557j -0.000549963+0.00333075j 0.00179352+0.00313052j 0.000890656+0.00447114j -0.000482257-0.000773468j 0.00328938-0.00158077j -0.000996944-0.00421864j -0.00254808+0.00224105j 0.00261258-0.00315042j 0.0024881-0.000118812j -0.00253177+0.000362053j -0.00177026+0.00110446j -0.00254801+0.00291353j 0.00262891+0.00520326j -0.00418374+0.0011445j -0.00285274+0.00100322j 0.000924809+0.00260545j -0.000238922+0.000753321j 0.000743602+0.000189605j 
0.000543424+0.00233968j -0.0023021+0.000344375j -0.00304703+0.00123848j -0.00131307-0.00366461j 0.00174171-0.00541635j 0.00672625+0.00258424j 0.00075966-0.0057751j -0.00221289+0.00161032j 0.00247164-0.00348198j -0.0108465-0.00268765j 0.00121725+0.0135313j -0.00671068+0.00872185j -0.00907301-0.00149737j 0.000835638+0.000508657j -0.0058322+0.00370284j -0.00261504-0.00212081j 0.00147746+0.00574549j -0.00433449-0.00168969j -0.00276438-0.000480044j 0.00207829+0.00637403j 0.00480047+0.00343861j -0.00643644-0.00553269j 0.00367366-0.000547475j -0.000474739-0.00710323j 0.00316303-0.00234969j 0.00295045-0.00531928j 0.00193678-0.00486219j 0.00587182+0.00416729j -0.00413057+0.00301585j 0.00268149-0.00203723j -0.0013733+0.00445481j 0.0153387+0.00422115j -0.00108367-0.00155099j 0.00539338+0.000118899j 0.000217061-0.000438195j -3.74514e-05-0.000155215j -0.0034397+0.000503596j -0.00401385-0.00139742j 0.00255551+0.00263067j 0.000927811-0.00156521j -0.00118882+0.00071372j 0.00544232-0.00382311j -0.00266971-0.0105423j 0.00253847-0.00441401j 0.00391417-0.00416504j -0.00119118-0.00140336j 0.00272011+0.01081j 0.00548963-0.00306561j 0.00543264+0.00420811j -0.00364909+0.00242549j 0.000893057-0.00563012j 0.00519046-0.000657589j -0.00103257+0.00249543j -0.00609574+0.00216882j 0.000604237+0.00203891j 0.00223569-0.00138171j 0.00217418+0.00122807j 0.00605486+0.00397129j 0.00302076-0.00147034j -0.0027833+0.00926476j 6.35481e-05-0.00529124j 0.000106357+0.00584596j -0.00313875+0.0028936j 0.00920194+0.00438961j 0.00108456-0.00455326j -0.00334051+0.00398593j 0.00657119-0.00214188j -0.00159005-0.00582898j -0.0113542+0.00849765j 0.00101341-0.000518603j -0.00307132-0.0007446j -0.00114994-0.00342782j 0.00768499-0.00171827j -0.000127224+0.00198365j 0.0033515-0.000494274j -0.00377505+0.00613329j 0.00622505+0.00361265j 
8.46839e-05+0.000717821j -0.000775512-2.47314e-05j -0.00274816+0.00106966j -0.00127403-0.0029653j 0.00534926+0.000699966j -0.00240059+0.00569898j 4.2176e-05+0.00364203j 0.0031324+0.00458788j 0.00560685+0.00250972j 0.00450432-0.000229831j 0.00267494-0.0028342j 0.00584211-0.000902189j 0.000392152+0.00730442j 0.00806917+0.000332871j -0.00106117+0.00339006j -0.00054704-0.0090575j 0.0027437-0.00258217j 0.00225085-0.00720544j 0.00484779-0.000278622j -0.00613835-0.000906963j -0.000576895+0.00390853j -0.00811739+0.002685j -0.000817185-0.0020729j 0.000274431-0.000501269j -0.000602658-0.000857729j -0.00104237-0.00190229j 0.00415405+0.00380323j -0.000617375+0.000522329j 0.00072741+0.00183342j -0.00166793+7.03671e-05j 0.00333798-0.00550619j -0.000744592+0.00205208j 0.000430783-0.00250329j -0.0039459-0.00214732j -0.00239239+0.000222554j -0.0024318+0.00244153j -0.000192495-0.00229839j -8.16321e-05+0.00121987j 0.00505349+0.00224457j -0.00103455+0.00144748j -0.00424748-0.00107773j 0.00189067+0.00274683j 0.00173598+0.00267773j 0.000440821+0.00149763j 0.0030925-0.0032023j -0.00243418+0.00186646j -0.00410606-0.00247261j -0.00152604-0.0021249j 0.00350902+0.00308571j 0.00470244-0.00399356j -0.00219748+0.00317822j 0.00433363+0.00205357j -0.000524752-0.00112174j 0.00430727+0.00611817j -0.00082553+0.00401718j 0.00231797-0.00151216j 0.00128846-0.000843985j 5.02198e-05+0.00780609j 0.00727176-0.00316716j -0.00111959-0.000190715j 0.00237046+0.00242904j 0.00388173+0.00278136j 0.00140421+0.00100919j 0.000567452-0.00402496j -0.00105875-0.00398052j -0.0015657+0.00257586j 0.00181837-0.00684413j 0.0076634+0.00111862j 0.00131427-0.00442415j -0.00481294-0.00142549j -0.00442932+0.00578438j 0.0035681+0.00730882j -0.00595483+0.000980586j -0.00258937-7.03585e-05j -0.00033493+0.00219681j 0.000417772+8.14442e-06j -1.31705e-05-0.000525755j 
0.000145706-0.00186503j 0.00190678+0.000164592j 0.00117424+0.00287518j -0.00292026+0.00100835j 0.00613522+0.00146536j -0.00299782+0.0067858j 0.00314349+0.00379237j 0.00232277+0.000285977j -0.000426886-0.00130651j -0.00265124+0.0018113j 0.000966367+0.00206336j 0.00119065+1.67639e-05j -0.000625283+0.00138502j 2.96116e-06+0.00266055j 0.00122848-0.000435082j 0.00286038-0.000259557j 0.00221477-0.00448802j 0.00129811-0.000747158j 0.00480614+0.0015728j -3.76589e-06+0.00203609j -0.000680133+0.00329051j -0.00449833+0.00131183j 0.00111262-0.00305977j 0.00370498-0.00244554j -0.000330499+0.000622414j -0.000668179-0.0013922j 0.00282309+0.00317069j 0.000813482+0.000208471j 0.00165878+0.00370826j 0.00181503-0.000246428j -0.00211455+0.00090583j -0.000229839+0.00141822j 0.00208494+0.00139432j -0.00194764-0.00111443j -0.000608616+0.00350879j -0.00141414+0.00177965j -0.00288543-0.00118699j 0.000305744-0.000262541j 0.00284378+0.00194746j -0.00235542-0.000598956j -0.0017237+0.000664705j 0.00133219+0.00161251j 0.00102131+0.00226801j -0.00334327+0.00154906j -0.00148836-0.00193275j -0.000434213-0.00113783j -0.00115822+0.00303406j 0.00154929-0.000377408j -0.00208946+0.00128275j 0.00139847-0.00134448j -0.00390622+0.00305465j -0.00250421+0.000520666j -0.00193003-0.00100931j 0.0015855+0.000460538j -0.000537278+0.00202612j 0.0029405+0.00275353j -6.8927e-05-0.00296386j 0.00481694+0.00109528j 0.00548743-0.000557251j 0.00140279+0.00280067j 0.00215786+0.00584841j 0.000674636+0.00558712j 0.00112713-0.000913432j 0.00264959-0.0019249j 0.000841019-0.00516407j -0.00506587-0.000736098j 0.00194485+0.00318685j -0.00369557+0.00197761j -0.00117559+0.00275442j -0.00168901+0.00294834j -0.000181761+0.00417147j 0.00415722+0.00416782j -0.0047242+0.00213122j -0.00316919+0.000775568j 0.000627995+0.00311051j 0.000428945-0.000824118j -0.000797188-0.000407917j 
-0.00305969-0.00283244j 0.00281188-0.00293416j -0.00464277-0.00233821j 0.00299755-0.00442582j 0.000331574+0.00338773j 0.000965723-0.00064769j -0.00322228-0.00523802j -0.00157615+0.00376592j 0.00878411-0.00698345j -0.00258777-0.00256367j 0.00283127-0.00516464j 0.0053912-0.00229802j 0.00236605+0.00333368j 0.00454887-0.00707805j -0.00845474+0.00613841j -0.00580528-0.00531158j 0.00123163+0.00468492j 0.000543566-0.00788429j -0.00570311-0.00240849j -0.000746158-0.00705976j 0.00201949-0.000667678j -0.00352704+0.00138415j -0.00192951-0.000618508j 0.000426011-0.00550168j 0.00420477-0.00227239j 0.00271809-0.00370462j 0.00806731+0.00420061j 0.00150534+0.00317213j -0.00214951-0.00546612j 0.00079002+0.0032916j 0.010442+0.000829736j -0.000605873+0.00238018j -0.00414558+0.00132212j -0.00370395-0.00183168j -0.000944728-0.00145804j -0.000875828+0.00224992j 0.00405634-0.00191682j -0.00173626+0.00261751j 0.000269249+0.00923147j 0.00409239+0.00210772j 0.000191996-0.00387172j 0.00526927-0.00202708j 0.00224012-0.00573087j 0.00242056+0.0034153j 0.00305117-0.00473914j 0.00170111+0.00418922j -0.00291309-0.000582247j 0.00341795-0.00784893j 0.00726268-0.00374382j 0.00383305-0.00137029j -0.00186533+0.000704583j 0.0123566+0.00229818j -0.00438258-0.000574008j 0.00321893+0.00858248j -0.00946612+0.00296408j -0.0138111-0.0107465j 0.000762919+0.00572033j 0.000968207+0.0160289j 0.00823011-0.00341038j -0.00769686+0.000937403j 0.00190773-0.00677783j 0.00573255+0.000851622j -0.00115677+0.000838865j -0.00206881-4.36957e-05j -0.00270927-0.00134164j 0.00136944+0.0040359j 0.0026099-0.002633j 0.00409628+0.00294905j 0.00281525-0.00432754j -0.000261313-0.000396801j 0.00157644-0.00189549j -0.00357919-0.00305708j 0.00219571-0.00296971j -0.000758772-0.00114744j -0.0013722+0.000988267j -6.47855e-05-0.000639119j -0.000679544+0.000155198j 
-0.000568772+0.00498491j -0.00508627-0.000584477j -0.000359091+0.0032495j -0.00377046-0.000183866j -0.00363372-0.00142904j 0.000233699-0.00251744j -3.47781e-05+0.000297469j -0.00148624+0.00176042j 0.00472653+0.0105546j 0.00750025-0.00437619j 0.00123809+0.000128688j -8.70187e-05+0.00332429j -0.00187798+0.00338877j 0.00428947+9.93647e-05j 0.000574327-0.00180099j 0.000174466-0.00437721j 0.000242226-0.000424178j -0.0018817-0.0030443j 0.0041646-0.00066434j -0.00538457+0.00276959j 0.00135702+0.00306598j -0.00164036-0.000181139j 0.00142715+0.000632282j -0.00521973+0.00398145j -0.00385259-0.00125029j -0.00218968+0.00166137j -0.0035429-0.00721133j -0.00351161-0.00405716j -0.00149977+0.00189962j -0.00517233-0.00224311j -0.00128009-0.0100564j 0.00363143+0.000661065j 0.000429855-0.00223138j 0.00183912+0.00153613j 0.00208191-0.0056453j -0.00177375-0.00400359j -0.000306396-0.000836825j 8.89431e-05-0.000149104j 0.000205539-0.00640554j -0.00175739+0.000545608j -0.0030239+0.00177699j -0.00238876-0.000842934j -0.00200152+0.00202511j 0.00437765-0.00201739j 0.00961176+0.000481076j 0.00046383+0.000669962j -0.000493445-0.0054428j -0.00510025+0.00258027j 0.000317654+0.0054161j -0.000423507-0.000567049j 0.00338794-0.00465983j -0.00315966+0.00184385j 0.00427013+0.00118283j 0.000974483+0.00154891j 0.00941086-0.0012175j 0.00969232-0.000515359j 0.00362738-0.00717527j -0.00433906-0.00271838j -0.00466433+0.000584875j -0.000166175-0.00166147j -0.00125002+0.000477604j -0.00160964-0.00424815j -0.0020964-0.000163419j -0.000995857-0.00115942j -0.00497405+0.00517258j 0.00822801+0.00478454j -0.00279395-0.0118063j 0.00898503-0.00589344j -0.00195954-0.00120026j 0.0021822-0.00216356j -0.00456374-0.00269558j -0.0012676+0.00441346j -0.00242345-0.000109829j -0.00195272+0.00159988j 0.00134015+0.001737j -0.000559832+0.000984097j 0.000936518+0.000513491j 
