0.0265789+0.0279399j 0.0280629-0.026693j 0.0166417+0.0124999j -0.0123321+0.0172644j 0.00715716+0.0043578j -0.00134335+0.0020572j 0.00186142+0.00069932j -0.000293314+0.00630554j 0.00290274-0.00192767j -0.00106612+0.00103763j -0.000881279+0.0019923j 0.00192724+0.00204668j 0.000960057+0.00121312j -0.00181522+0.0028262j 0.00454325-0.00160699j 0.000794186-0.00146801j 0.00210016+0.000986177j -0.00214662-0.00018741j -0.00236969-0.00447021j -0.00248408+0.00145261j 0.00184241-0.000978605j -0.000160803+0.00271822j -0.000941384-0.00503515j -0.00625845+0.00398007j 0.00631296+0.00477674j -0.000749581-0.00480416j -0.00239746+0.0179062j -0.0189598-0.000627656j -0.0242975+0.026318j -0.0262991-0.0245401j 0.00784445+0.0135886j -0.0131608+0.00834125j -0.0182767+0.0379166j 0.0419253+0.0173902j -0.00259057-0.0329094j 0.0274844-0.017127j 0.0213713-0.00144437j 0.0287925+0.00579791j -0.0264233-0.0129971j -0.00739062-0.015131j 0.0121534+0.0202094j -0.00407973+0.0194895j 0.000749675+0.0128236j -0.00665666-0.00022298j 0.00685481+0.013326j -0.00392734-0.0122709j 0.00400292+0.0233047j -0.00487056-0.0175821j -0.00180992+0.00652827j 0.000544164-0.00135705j 0.000149156-9.07819e-05j -0.0208783-0.000538967j -3.76731e-05-0.000809105j 0.00200204+0.00746309j 0.00752006-0.0203893j -0.0090472+0.0166279j 0.00978979-0.0155321j -0.0091909+0.00875871j 0.00335568+0.00567419j -0.00503401+0.00953107j 0.000905466-0.018444j -0.0161731+0.0173548j 0.00294583-0.0118973j -0.0308647+0.00953733j 0.0321619+0.00957798j -0.0161254-0.0112125j 0.0168568+0.0238878j 0.0224174-0.0307325j 0.049511+0.0289578j 0.0263319-0.0456352j 0.0499784+0.0297938j -0.0296558+0.0496746j 
0.00396124-0.00114888j -0.00111341-0.00373102j -0.000420864-0.000720222j -0.00178978-0.000449041j 0.00182033+0.00298337j -0.0013456+0.0010219j -0.000570917-0.00167785j 0.000371234-0.000631499j 0.000233549-0.000272648j -0.000387897+0.000301043j 0.000961142+0.00396498j 0.00337156-0.00173692j 0.00153148-0.000722565j 0.000969215+0.00158298j 0.000291461-0.00186434j 0.000983056-0.0015619j 0.00115041+3.99136e-05j 0.000250251-5.32465e-05j -0.000408327-0.0024844j -0.00177632-0.000188074j 0.000661647-0.00104752j -0.000673325-0.00042814j -0.000414363+1.02762e-05j -0.000200919+0.00114021j 0.00135058+0.000166057j 0.000283765-0.000723487j 0.00153833+0.000777044j -0.0021904+0.000948972j 7.58697e-05+0.00257542j -0.00213525-0.000189461j 0.000752986-0.00164103j 0.0014204+0.00039836j 0.00126725+0.000876776j 0.00107635+0.000110604j 0.00651118-0.0022297j 0.0066351+0.00317153j 0.00166887+0.00470152j -0.00161167+0.0029425j 0.000160262-0.000102994j -0.0024169-0.00106386j -0.00312274-0.00150702j 0.00228827-0.00628816j 0.00478769-0.00353725j 0.000560344+0.000807276j 0.00116831+0.00264875j -0.00499756-0.000840551j 0.000734389-0.000371708j 0.00177624-0.00175957j -0.00160881+0.00139059j 0.00122955-0.00174366j -0.00108536+0.0023912j 0.00443729-0.00122183j -0.00178442-0.00341817j 0.000946169+0.00140159j -0.0013306+0.00102266j 0.00156188-0.00194842j 2.67501e-05-0.00503795j 0.0041669+0.00389856j 2.09915e-05+0.00364826j -0.00175277+0.00215786j -0.00031703-0.000503058j 0.000541126+0.00147615j 0.000791819+0.000541j 0.00085964+0.00109216j 0.000324249+0.000726099j 0.00236384+0.0006654j -0.001225-0.000251007j 0.00421772+0.00209519j 0.000482691-0.00107522j -0.00130238-0.00169389j -0.00125548+0.000396761j -0.000636915-0.00134262j 
-0.00171643+0.00262479j 0.00198035+0.00132693j 0.00254322-0.00461066j 0.00531981+0.00317429j -0.00229734+0.00302131j 0.000107376+0.00175087j 0.00116338+0.00511097j -0.00313982-0.00212978j 0.0011866+0.00260899j -0.00219105+0.000542586j 0.00228267-0.00305247j 0.0012363-0.000836197j 0.000422309-0.00136993j 0.00123928+0.00158555j 0.00112226+0.00131281j -0.0032251+0.00297347j -0.000815274+0.00316983j -0.00360857-0.00134537j -0.000544518-0.00208655j 0.0039739-0.00124623j -0.00107928+0.00138094j 0.00312883+0.000635927j 0.0032783-2.29448e-05j 0.00358629+0.000537436j -0.00326593-0.000284652j -0.00260268-0.00309506j 0.000115991-0.00317j 0.00396443+0.00509917j -0.000765139+0.00234428j -0.00426475+0.000344129j -0.000992202+0.000642042j -0.000126225-0.000530098j -0.00139761+0.000639711j 0.00152852+0.00171372j 0.000940417+0.000931827j 0.000173553+8.97821e-05j 0.000559082+0.00214392j -0.00103688-0.000681999j -0.000222385+0.000578305j -0.000255859-0.000853694j 0.000398507+0.00201995j -0.00041684+0.00149621j 0.000242782+0.00027184j -0.000540283-0.000332832j 0.00129855-0.000137969j 0.000419501+0.00125243j -0.000351909+0.000338519j 0.0021912-0.000279924j -0.000899675-0.000102994j -0.000481209+0.000381796j 0.00115808+0.00084052j -0.000527753-0.000898097j 0.00063756+0.00169552j 0.000595274-0.000349658j 0.000556432-0.000962355j -0.00119851+0.000591757j -0.00112721-0.000166431j -0.000538974-0.000957006j -0.000910806+0.000974722j 0.00120044-0.000821099j 0.00173935+0.00116678j -0.000897019+0.00126006j 0.00124621+0.000640512j -0.000337204+0.00032578j -0.00264834-0.000199767j -0.00194562+0.00146515j 0.000270862-0.000282044j -0.000786647+0.00337789j 0.00154829+0.00118816j 0.000914354-0.00238988j 0.000601878-0.000645855j 0.000772621+4.80716e-05j 
8.45272e-05+0.00376935j 0.00388025-0.000496093j 0.000506823+0.00119913j 3.6172e-05+0.00018052j -0.00578837-0.00389501j -0.000687439-0.00343679j 0.000671033-0.0016972j 0.001041+0.000682588j 0.00166226+0.000953131j 0.000718239+0.000227195j -0.00164863+0.000572417j -0.000793309+0.00303673j -0.00349738+6.96885e-05j -0.00158841-0.00296637j 0.00218512+0.00199675j 0.00332977+0.0016138j 0.00114061-0.000198048j 0.00180928-0.000622793j 0.00242229-0.00463332j 0.000512934-0.00180692j 0.001176+0.00196009j -0.000604142-9.24661e-05j 0.00272612+0.000911509j 0.0017572-0.00131605j -0.00231573+0.0003592j 0.00265786+0.00185559j -0.00111737-0.00121347j -0.00135541-0.000818188j 0.00029921-0.00159938j 0.00154382-0.000549302j 0.000390733+0.000186073j -0.000252327+0.000648869j -0.00105227+0.00023293j -0.000292017+0.00115346j -0.00341329+0.00128804j -0.00420862-0.00199659j -0.00251181-0.00435543j 0.0017584-0.00334808j 0.000692457-0.000769443j 0.00259898+0.00126408j -0.00174645+0.000108031j -0.00163046-0.0014762j -0.00184214+0.00103877j -0.000555891+0.00228995j -0.00194466-0.00226727j 0.00117737-0.00103322j 0.0043726-0.00272852j -0.00102701+0.00231399j -0.0011219-0.00370025j 0.00258674+0.00239746j 0.0027297-0.001063j 0.0014931-0.000261565j 0.00300083-5.37449e-05j -0.000179605+0.00167791j -0.00170423-0.00213851j -0.000832125+0.00258166j 0.00155119+0.00222011j -0.00337898+0.00078766j -0.00144819-0.00135845j 1.31568e-06-0.00492927j -0.00307385+0.0062881j 0.000528518+0.00065818j 0.00256358+0.00415056j 0.000223194-0.00329762j -0.00133641-0.00265628j -0.00295128+0.000794003j 0.00439647+0.00211559j -0.00371425-0.00664595j 0.00231296+0.00120754j 0.00145161-0.000765004j -0.000907032+0.00147266j -0.00108363-0.000726967j 
0.00199054-0.00288323j -0.00284298-0.00192906j 0.00105483+0.000558857j -0.00229509+0.00018246j -0.00010581+0.00187784j -0.000259789-0.000857345j 0.000396468-0.000625842j 0.000480239-0.000495771j -0.0013209-0.000420095j 0.00106415+0.00181841j 0.00247139+0.00102004j 0.00106567-0.00345844j 0.000294206+0.000133275j -0.00025152-0.000689937j -5.51049e-05+0.000376508j -0.000643816-0.00213708j -0.00056001+0.000127976j -0.00160767+0.00024888j -0.00193668+5.97304e-05j -0.00146865+0.000399526j 0.00103906-0.00295991j 0.000102829+0.00142941j 0.00109526+0.000846226j -0.000448223+0.00162157j 0.00128048-0.000110365j 0.00124401+0.00227756j 0.00101737+0.000573616j 0.000264097-0.00172949j 0.000371853+0.00184905j -0.00145236+0.000548959j 0.000209218-0.00108178j 0.000993619-0.000101546j 0.00123553+0.00143252j 0.000734345-8.4088e-05j 0.00596538+0.00219387j -0.00210981+0.00335181j 0.0019735-0.002317j 0.00140928+0.00380619j -0.000968675+0.0013749j -0.00467193-0.00262817j 0.00248059+0.00493317j -0.00337891+0.00451226j -0.000152658+0.000286546j -0.000758234-0.00013762j 0.00116772+0.00081422j -0.000763352-0.00109259j -0.00351347+0.00168657j 0.00303453+0.000697268j -7.6426e-05+0.000291652j -0.00248608-0.00276083j -0.000629314+0.000760576j -0.00349763-0.00406413j 0.0026285+0.00132261j 0.000781486-0.00373994j 0.000471888+0.00187588j 0.0001168+0.000736243j 0.000506691-0.00183461j 0.00255049-0.000635798j -0.0017047+0.00236489j 0.00166244+0.000437035j 0.00258467-0.00268684j -0.000608608+0.00051127j 0.0012056-0.000995245j -0.00303354+0.00118513j 0.0024252+0.00111621j 0.00415699-0.00268096j -0.00126377-0.0051848j -0.00376389-0.00091696j -0.000239225-0.000181004j 0.000529564+0.000854351j 6.83959e-05+0.000164195j -0.00013569+0.000227241j 
0.000141631+0.000525436j 0.000642459-0.000344223j -9.18634e-05+7.16443e-05j -0.00103992-0.000729477j -0.00365981-0.000722548j -0.00136065-0.0021655j 0.000360384-0.00212044j 0.00196541+0.00190179j -0.00139389+0.000129523j 0.00355047-0.00254062j -0.00234079-0.00223018j -0.00463844+0.00455419j -0.00254428+0.00151598j -0.00141372-0.000558193j 0.00410946-0.00099606j 0.00187527-0.00187749j 0.00133513-0.00224677j 0.00480838+0.0030833j 0.00221236+0.000449756j -0.00037934-0.000198506j -0.00028666+0.0033539j -0.000889275-0.0006142j -0.000628018-0.000607513j 0.000651346-0.00158152j 9.00557e-06-0.000588069j 0.00425563-4.26163e-05j -0.000386996-7.03477e-05j -0.00382447-0.000991312j 0.00277628-0.00127883j 0.00187874+0.00130331j 0.00242256-0.00058348j 0.000246514+0.00229634j 0.00229692-0.00112134j -0.00190849-0.00159999j -0.00108678+0.000446142j -0.00229851-0.00101734j 7.59712e-05-0.0032559j 0.00237403+0.000485628j -0.00270734-0.000141134j -0.000689492-0.00205781j 0.00432767+0.00295521j -0.00343912+0.00769862j -0.00274484+0.00448704j -0.00270216-0.000422751j -0.000412507+0.000202067j 0.00459349-0.00215018j -0.00172017+0.00157264j 0.000344466+0.00266353j 0.000381903-0.000398142j -0.00234302+0.00173414j -0.000383122-0.00317701j -0.00671066-0.00124096j 0.00414648+0.00430193j 0.000666336-0.00373367j -0.000237461+0.000408234j -0.00105474+0.002435j 0.0018595+0.00335446j -0.00366547-0.00266795j -0.000590811+0.000556111j 0.00179945-0.00217845j 0.00345416-0.0024979j -0.000169262-0.000100804j 0.000103127-0.00280273j -0.00382931+0.00113581j -0.000373529+0.000236454j -0.00113728-0.000788199j 0.000831613-0.00158403j -0.00787264-0.000282736j -0.00158664-0.00079427j 0.00129751+0.00213987j -0.00135256+0.000641281j -0.00017319-0.00108526j 
-0.00174922-0.00111866j -0.00133018+0.00187468j 0.00140219-0.0016386j 0.00164603+0.00205216j 0.00197793+0.00398692j -0.00252904-0.000358747j 0.00308365+0.000297096j -0.00266669+0.00053172j -0.00134346+0.0007904j -0.00060401-0.00197652j 0.00153448-0.00225576j -0.00105615-0.00132627j 0.00256283-0.00125667j 0.000969625+0.000451044j -0.00114003-0.000744145j -0.00148944-0.000808048j -0.00115724+0.00196576j -0.000709879+0.00182806j -0.000763886+0.00259097j 0.00163069-2.86994e-05j -0.00026932-0.00035625j 0.00195601-0.00137739j -0.000800794+0.000690601j 0.00231495+0.00241788j 0.00262634+0.000569972j -0.000259226-0.00410169j -0.00102005-0.00202179j 0.00275096+0.00102848j 9.88965e-06+0.000730728j -0.00136694+0.000512182j 0.000359793+0.000659234j -0.000382222+0.000399092j -0.000255092+0.00153339j 0.00205855+7.28629e-05j 0.0013588+0.00169442j -0.00293142+0.00246455j 0.000354084-0.00160852j 0.00146032+0.00165071j 0.00185245+0.000648997j -0.00286285-0.0016971j 0.000688724+0.00233649j -0.00134996+0.00430433j -0.00142984-0.000335905j -0.000205155+0.000942207j -0.000116994-0.000260894j 0.00105151+0.000364408j -0.00225013+0.000243554j -0.000276565+0.000349999j 0.00110016-0.000384095j -0.00244276-0.00159137j 0.00031618-0.000276847j -0.00294772-0.0010032j 0.00268352+0.000846318j 0.000105451-0.00233011j -0.000558506-0.00101557j 0.000128579+0.00228959j -0.00014925+0.00109522j 0.00121379-0.00364957j -0.00083583+0.000436258j 0.0022491-0.000553802j 0.00179808-0.00331307j -0.00238516+0.00203007j 0.00191963-0.000155228j -0.000216333+6.96142e-05j 0.00198481-0.00185073j 0.000128074-0.00345871j -0.00361189-0.00447773j -0.00383266+0.00223964j 0.00213431+0.000903178j 0.00151809-0.00197808j -0.00180083-9.74717e-05j 3.22599e-05-0.00202774j 
0.00015235-8.0399e-05j -0.00018-0.000103277j -0.00100937-0.000883517j 0.000916755-0.000699442j 0.00290906-0.000389807j 0.00504258+0.00258659j -0.00162612+0.00453151j -0.000657249-0.00226832j 0.00103134-0.000454942j -0.00163145+0.00494864j 0.00204459+0.00113444j 0.00388202-0.00436675j 0.00169729-6.20009e-05j 0.00149426+0.0018872j -0.0022474+0.00144663j -0.00304217+0.00179408j -0.000591801+0.00098231j -0.006016-0.00287549j -0.00238121-0.000281965j -0.000810844+0.00113438j -9.80487e-05-0.00335325j 0.000359106+0.00227591j 0.000916958-0.000530827j -0.00348564-0.000379776j -0.00194271+0.000410439j -0.00519893+0.00306729j 0.00097006+0.00224639j 0.00223896+0.000403749j -0.00297006+0.00114157j -0.00118516-0.00197453j -0.00100267-0.000213559j 0.000272066-0.0010265j -0.000232654-0.00237447j -0.00271342+0.000275167j 0.000888713+0.00142783j -0.000666706-0.000596268j -0.0004552-0.00103043j -0.000552918-0.00149016j -0.00232972-0.000153494j 0.0012673+0.00034427j 0.00138869-0.000523291j 0.000165395+9.88019e-05j 0.000233905+0.00132616j -0.000422503-0.0013499j 7.11607e-05-0.000204025j -0.000464887-0.000786286j -0.00020597+0.000299005j -0.000129893+0.000441488j 0.000319745-0.000105531j 0.000462877-0.000237934j -0.00159106-0.000304989j -0.00012769-0.000108037j -0.000747732+0.000405371j -0.000407099+0.000593753j 0.00091302+0.00149822j 0.000627509-0.000812387j 0.000148257-0.00104771j -0.000412734+0.00222951j 0.000494858-6.03261e-05j -0.000927476+0.00111827j -0.000616348-0.000306886j 0.00151372-0.00205334j -0.00141393-0.00138092j -0.000598945+0.000201392j 0.00109889+0.00184709j 0.00190545+0.00098062j 0.00208437+0.000843762j 0.0028889-0.00217042j -0.00192645-0.000639935j -0.00168904+0.00196087j 0.000806626+0.000195414j -0.000246741+0.000920451j 
-0.00024067-0.000150957j -0.000284209+0.000151163j 0.000682906-0.000655385j -3.72215e-05+0.00108874j -0.00280286+0.00313543j 3.52288e-05-0.00332013j 0.0036031+0.00241034j -0.00150556-0.000823938j -0.000844538+0.00121499j 0.001214-0.0015827j -0.00134823-0.00336844j -0.00102472+0.00351048j 0.0018055-4.83418e-05j 0.00184619+0.00119701j 0.00148046-0.00226899j -0.00137505+0.000528929j 3.63079e-05-0.000281041j 0.000740175+0.00224452j 0.00172853+0.000733233j 0.0013957+0.000626134j -0.000210349+0.00131657j 0.00176155-0.000719932j -0.00161725-0.000109398j 0.00131113-0.000119467j -0.000265903+0.00158449j 0.000504263-0.00244562j 0.000610158-0.00200686j 0.000974701+0.00374782j 0.000469213+0.00137087j -0.00182245+0.000572846j 0.000576684-0.00030749j 0.000376629+0.000642764j -0.00250375+0.000662152j 0.000804803+0.0027751j 0.00435497+0.00229345j -0.00602163+0.00419147j 0.000181119-0.00701274j 0.00352448+0.00340146j 0.00436156+0.00147277j -0.00343946-0.00012433j -0.00407055-0.000952379j -0.00156101-0.00191757j 0.000439701-0.00479876j 4.68054e-05+0.00453086j -9.61492e-05-0.00245489j -0.00324924-0.00117278j 0.000599748-0.000872261j -0.00288245+0.000810578j 0.0020471-0.00136229j -0.00129503-0.00442024j 0.000564873+0.00145641j -0.00105384-1.04086e-05j 0.00339387-0.00228594j 0.000405614-0.00101432j -0.00172832+0.00125922j 0.00139876+0.00111198j 0.00165081-0.000184103j 0.00389262-0.000646428j -0.000753365+0.00324494j 0.000139406-0.000585999j -0.00308235-0.00429915j -0.00120325+0.0023443j 0.00317201+0.00296208j 0.00373923-0.000443376j 0.00641755+0.000987438j 0.00655658-0.00493053j -0.00206206-0.00682583j -0.000823762-0.00131695j 0.00044919+0.00246999j 0.00193485-0.000626307j -0.000526987-0.000786641j 0.000751177-0.000498455j 
-0.000946569+0.00024855j 0.000421619+0.000958803j -0.00124855-0.00072934j 0.000871704-0.000495044j 0.00392729+0.0010201j -0.00133956-0.000883948j 0.0020793-0.00137805j -0.00191515+0.00151792j -7.12815e-05-0.00058248j -0.00165754-0.000182774j 0.00112073+0.00159824j 0.000816264-0.00316471j 0.00239627-0.00143233j 0.000347451-0.00129897j -0.00404262+0.000365381j 0.000432009-0.00104218j -0.00105338+0.00133481j -0.00130823-0.000587735j -0.00140786+0.00208596j -0.000804486+0.000240897j 0.00105947-0.00283927j -0.000597124-0.000983729j -0.00131002+0.000908356j -0.00101156+0.00275069j 0.00412815+0.0010054j -0.000443982-0.000709766j -0.00143932+0.00151791j 0.000523466-0.00279244j -0.00300535-7.31802e-07j 0.00109394-0.00292871j 0.000625155-0.00121159j 0.000936655+0.000562095j 0.000373307-0.00340373j -0.00414995-0.000895072j -0.000545882-0.00168208j -0.00124632+0.00127214j -0.00510705-0.00548868j 0.00352157-0.00258503j 0.000466539-0.0016692j 0.00130224+0.000176935j -0.00351373-0.00431036j -0.000843274-0.00196647j -0.000851173+0.000245573j -0.000537782+0.00334955j -0.00331504+0.000516709j -0.000778946-0.00324649j 0.00171226-0.00368492j -0.00470332+0.00365547j 0.000451643-0.0022148j 0.00119589+0.000269257j -0.00177197-0.00173144j -0.000221759+0.00126517j 0.00221607-0.00310343j -0.00111448+0.00127213j -0.00237519+0.00167086j 0.00180715+0.00142218j 0.00328096-0.000172356j 5.15389e-05+0.000389207j 0.00173899-0.000829965j -0.00252016-0.00142212j -0.00457621+0.000521399j 0.000985453-0.00108407j -0.000440822+1.06534e-05j -0.00107013-0.00292125j 0.00423041-0.000246195j 0.00246637-0.00442762j 0.000116236+0.000100789j -0.000907699-0.00626468j -0.00174721-0.00113812j -0.00165252+0.00308091j 0.00159146+0.00171979j -0.00152942+0.00219141j 
0.000724433-0.000971703j -0.000671061-0.00049353j 0.00169271+0.00416849j -0.00366154+0.000990407j 0.000687441-0.00295959j -0.00192712-0.00314746j -0.000111494-0.00500153j -0.000975707+5.10129e-06j 0.0007163-0.00129063j -0.00210659+0.00214258j 0.00307081+0.00668504j 0.00407062-0.00660033j -0.000569837-0.00188344j -0.00173674-0.0061083j -0.00559341+0.00332812j 0.00370714-0.00147175j -0.00156004+0.00141748j -0.00183852-0.00417266j -0.00127873-0.00332047j -0.00298266-0.000749519j 0.00347689-0.00612357j -0.00271511+0.000622787j 0.00167802+0.00361364j -0.0010051+0.0045739j 0.00311037+0.000818375j 0.00336783+0.00489857j -0.00157289+0.000644648j 2.69534e-05-0.00759085j -0.00118085-0.00198932j 0.00277469-0.00134401j -0.00115826-0.000491161j 0.000415788-0.00122719j -0.00131551+0.00260219j 0.00269858+0.000957588j 0.0002535-0.000972204j -0.00451635+0.00195832j -0.00113137-0.00469808j 0.00291557+0.0017674j 0.00500764+0.00139053j -0.00215316+0.0014477j -0.00322343-0.00107806j 0.000906918-0.00337277j 0.00112802-0.00239503j 0.000551127+0.00357833j -0.00186579-0.00195133j -0.00187506-0.000152378j 0.00188003-0.00154883j -0.000253443-0.000721346j -0.000965731-0.00126483j 0.00230563-0.00206004j 0.00296077+0.00202889j 0.00340169+0.000711575j 0.00164723-0.0040139j -0.00075268+0.00133496j -0.000252427-0.0019753j 0.000223974+0.000768021j 0.000904712+0.00055355j 0.00177844+0.000467234j -0.00258727-0.000211476j 0.000445879-0.00366099j -0.00470145+0.00477617j 0.00047755+0.00283773j 0.00277828+0.0057699j 0.0028323-0.00184363j 0.00147469-0.00224041j 0.000982722-0.00103904j 0.000364283-0.00222898j -0.000647706-0.0041943j 0.00394869+0.00115425j 0.000811276-0.00250233j 3.69214e-05+0.00121964j -0.00142789+4.87647e-05j 
0.00141341+0.00111738j 0.00125836-0.00166653j -0.00031098+0.000167952j -0.000663791-0.000345133j -0.00350716-0.00136771j -0.00192692-0.00168902j -0.000113283-0.00232582j 0.00156064+0.0014925j 9.42397e-05+0.000373727j 0.00151726-0.00197748j -0.00148534+0.000431486j -0.00141394+0.00303125j -0.0030181+0.00111117j -0.00137876-0.00162347j 0.00327135-0.000221272j 0.00274156-0.000886005j 0.00109889-0.00138432j 0.00402134+0.000781626j 0.00185332-0.00316997j -0.000605581-0.00130153j 0.000895145+0.00299784j -0.000752845-0.000305012j 0.000777616+0.000312864j 0.00168703-0.000983969j -0.000814701-0.000500715j 0.00353024-0.000362909j -0.000269402-0.000850505j -0.00300829+0.000398422j 0.0022403-0.000660727j 0.000966508+0.00105031j 0.00142632-0.000928923j 0.000597287+0.00143945j 0.000383114-0.00119699j -0.0015397+8.20382e-05j -0.00138334-0.00168221j 0.00103354-0.0013432j 7.23429e-05-0.00134082j 0.00206594+0.000356667j -0.00187302+0.000289761j 7.71772e-05-0.000647861j 0.00147293+0.000598383j -0.00235349+0.00217734j -0.000794669+0.00252808j -0.00122201-0.000786579j -0.000536786+0.00105071j 0.00122128-0.00152028j -0.000753277+0.000196127j -0.000106737+0.00138322j -9.46739e-05+0.000613409j 0.000260894+0.0008167j -0.00129442-0.00125584j -0.00188343-0.000876188j 0.000916799+0.000568329j -0.000203208-0.00145255j 0.000895443+0.00138921j 0.000253953-3.5663e-06j 0.000918534+0.000858352j -0.00059982-0.000194426j 0.00033931-0.000417038j 0.00049769-0.000246031j 0.000406304-0.000262502j 0.00109373-0.00118727j -0.00169046-0.00138861j -0.00220533+0.0010657j 0.00042563+0.000756227j 0.000281019-0.00107688j 0.000649082+0.000413391j -0.00243571-0.00129055j -0.00209616-0.00168599j -0.00104145+0.00226415j 0.000181534+0.00103943j -0.000728357+0.000456264j 
0.000886742+0.00409163j 0.00387183-0.00137999j 0.0022868-0.00238213j 0.00328939+0.0032465j -0.00581379-0.00216026j -0.00160838-0.000410284j -8.15153e-06+0.000348324j -0.00160226-0.00119921j 0.00287589+0.00290479j -0.00149976+0.00154864j 0.00186242+0.00146885j 0.00370245-0.00211831j -0.00567499-0.000136017j -0.00112307-0.00351527j 0.00454583+0.00427449j 0.00301424+0.00335568j 0.00120894+0.00344252j -0.0016299-0.00288989j 0.00121148-0.0122634j 0.000532254-0.00546112j 0.00194397+0.00291921j 0.00164603+0.000820845j 0.00820141+0.00109881j 0.0061521-0.000927359j -0.00598174-0.000231806j 0.000916396+0.000529913j -0.0010549-0.00526078j 0.0025299+0.00295501j 0.000658511+0.000887007j -0.00219942+0.000947203j -0.00112076+4.2636e-05j 7.70636e-05-0.000791947j -0.00298424+0.000277777j 0.000794876+0.00317549j -0.0026338-0.00233467j 0.0024696-0.00175553j 0.000868593+2.29799e-06j 0.00158111-0.00045667j 0.000376002+0.00199816j -0.000768847+0.00175277j 0.00171269+0.00115544j -0.00136607-0.000861524j 0.000441676+0.00272618j -0.00143535+7.54931e-06j -0.00131331+0.000470902j 0.00138232-0.00181154j 0.000750783+0.000555634j 0.00106089-8.34006e-05j -0.00172565+0.00157121j 0.00231329+0.00143662j 0.00108798-0.00102485j 0.0011505-0.000337097j 0.00105123-0.000994308j -0.000141923-0.000649705j 0.0022656+0.000341402j -5.72796e-05-0.00128442j 0.000486116+0.00328673j -0.00101174-0.000274148j -0.000903764-0.000135885j 0.00151196-0.0031315j -0.00157039+0.00380498j 0.0041353+9.89918e-05j -0.00151774+0.000517548j 0.000867852+0.00194201j -0.00194489-0.00052291j -0.00040717+0.00128134j 0.00118393+4.99509e-05j -0.00152441-3.30033e-05j 0.000153385+7.87788e-05j 5.35122e-05-0.000539566j -0.000352741-0.000277818j 0.00051603-0.000430017j 
0.00267902+0.00125551j 0.00153356-0.00284497j -0.000944228+0.000315791j -0.000516054-0.00124065j -0.000524403-0.00308473j 0.000816935+4.93514e-05j -0.00185831-0.000966619j 0.000695224+1.50862e-05j 0.000585172-0.00046213j -0.000446016+0.00171644j 4.92472e-05+0.00275041j 0.0026067-0.00218563j -0.0020818+0.000983252j -0.00120079-0.00188538j 0.000475368+0.00204005j 0.000865541+5.47672e-05j 7.42189e-05-4.6591e-05j -0.00101091-0.00164183j 9.92239e-06-0.00379416j -0.0028924-0.000300454j 0.000805711-0.00158745j -0.000984766+0.00181368j 0.00149344-0.000229323j -0.00129184-1.97385e-05j -0.000479454-0.000453709j 0.00050903+0.00322407j 0.000627622+0.00178642j -0.00193714-0.00186019j -0.00102943+0.000633995j 0.000368988-0.00102852j -0.000572337-0.00139282j 0.00102473-0.000654318j -0.000414218-0.00247267j -0.00313847+0.000251614j 0.000565035-0.00424662j 0.00457005-0.000153091j -0.00162634-0.000523775j 0.00127327-0.000908238j -0.00084754-0.000441441j 0.00104487+0.00224973j -0.00193847-0.00301072j -0.000810398-0.00656187j 0.00115624-0.000677286j 0.000569885-0.00055893j -0.000672057+0.00178055j -0.00228021-0.000798553j 0.00184105-0.00134519j -0.00207834+7.00442e-07j -0.000708807+0.00121992j 0.00256537-0.000121765j -0.000542661+0.000259999j 0.00316696-0.000397741j -0.00302841-0.00281268j -0.00018726+0.00151577j 0.000641788+0.00265699j 0.000613318-0.00235098j 0.000455184-0.000996345j 0.00172207+0.0020091j 0.00104587-0.000166099j -0.00211306+0.00134562j -0.0032352+0.00237375j 0.00339148-0.00214361j -0.00312282-0.000264795j 0.000552033-0.000334227j 0.000671375+0.00222364j 0.00350467-0.00112369j -0.000270839+0.00222417j 0.00396666-0.00306027j -0.00157962-0.00187229j -0.00284238+0.00159321j 0.00265953+5.61179e-05j -5.92092e-05+0.00317574j 
