-0.251318+0.165485j 0.134347+0.260012j 0.00211814+0.0683004j 0.0292547+0.017731j 0.101343+0.116346j 0.0996636+0.0467623j -0.179744+0.083481j -0.122715-0.198299j 0.0959627+0.0198727j 0.0143412+0.168722j 0.0732099+0.0646783j -0.0835204-0.153189j 0.00796997+0.025624j 0.00441335-0.0893002j 0.0769333-0.0338715j 0.0443896+0.0503603j 0.00101647+0.0253587j 0.0564739-0.200899j 0.0770509-0.0984041j 0.0216949+0.131922j -0.0271011-0.0536148j -0.0982735+0.18921j -0.167488-0.0147895j 0.129654-0.0253769j -0.0885994+0.132327j 0.0995154-0.0601601j -0.122184-0.016805j 0.242273-0.210187j -0.211706-0.298472j 0.0745645-0.174362j -0.154034-0.0567613j 0.0430894-0.0235775j 0.0190785+0.0304445j -0.00709406+0.0345138j -0.0541776-0.000752198j -0.0113185+0.0163106j 0.00458115+0.0479004j -0.0314483+0.00681528j -0.0202065+0.0114543j -0.010565-0.00444568j -0.0168815-0.0221314j 0.00384832-0.0100139j -0.00798599+0.00394219j 0.00692701-0.0120128j -0.0107287-0.0185591j -0.0269099+0.000499516j -0.00321395-0.00218619j -0.00709367-0.00937954j -0.00954929+0.00231312j -0.0340458+0.00378732j 0.00629242-0.00650041j -0.00123774+0.00636372j 0.000817782+0.0151715j -0.000654122+0.00439304j 0.00785526+0.00532578j -0.00885522+0.0076259j -0.0133423+0.00518464j 0.0223767+0.0143244j -0.0176549-0.0159121j 0.0103979-0.0148237j 0.0116896-0.000897076j 0.0352633+0.0202094j -0.00404116+0.0179656j 0.00490404+0.01243j -0.000165876-0.00276216j -0.00332454-0.00891178j 0.00588971+0.0115368j -0.0387192+0.00508672j -0.00652494-0.0481651j 
0.00158589+0.00049493j 0.000832938-0.000552765j -0.000237578-0.00679764j 0.00104381+0.00253194j -0.000356139+0.00564817j -0.00189113+0.00395437j -0.0010099+0.000488802j 0.000262424-0.00289854j 0.00149165-0.00806838j 0.000632425+0.00234892j 0.00524212-0.00197941j -0.00126757+0.00243001j -0.00337477-0.00493978j 0.00683656-0.0031328j 0.00162543+0.000680344j -0.00475443+0.00155459j -0.00492857-0.00704639j 0.00459304+0.000529332j -0.00170224-0.00257045j 0.000783508-0.0014436j -0.000561023+0.00208892j 0.00167833-0.00318701j 0.00205042+0.00431931j 0.00213765+0.00424117j 0.00346431-0.00521237j 0.00692091-0.00280613j 0.000585566+0.00405268j -0.000473636-0.000960776j -0.000423984-0.000746431j -0.000644676-9.29551e-05j 0.00111502-0.000944533j -0.00195581+0.00161825j 0.000881055+0.000537883j 5.10687e-05+0.00570563j 0.00242992+0.00133735j 0.000550247-0.00193452j 0.00155994-0.0102773j 0.00119208-0.00342797j 0.00744883+0.000425603j -0.00269155+0.00203283j -0.00757627+0.00534555j -0.00677334+0.00267808j 0.0051717+0.000890819j -0.000222435+0.00136461j -0.00214948-0.00357731j -0.00218603+0.0091023j -0.00390819-0.00129495j -0.00769346+0.000548141j -0.00120295+0.00832893j -0.0034469+0.00225631j -0.00135659-0.00370359j 0.0064017-0.000173933j 0.00157524+0.0116483j -7.06869e-05+0.00237614j -0.00280784+0.000657542j 0.000376386+0.00298216j -0.00565633+0.00104356j -0.00100873+0.000448317j 0.000934576+0.000931038j -0.00149206+0.00152418j 0.00142087-0.00127823j 0.00064336+0.00425154j 0.0014389-0.00162417j -0.00242292+0.00190631j 0.00501059-0.0110517j 0.00501188-0.00641057j 0.00217946-0.000237112j 0.00299039-0.00194033j 0.00345694+0.00254631j 
0.000695682-0.000466127j -4.0426e-05+0.000635239j -0.00109167-0.00734956j -0.000913194+0.00248504j 0.00102676+0.00438141j -0.00188191+0.0041727j 0.000480544+0.000662416j 0.00204355-0.00554717j -0.00253192-0.00856283j -0.000207965+0.00431925j 0.00437415+0.00154146j 0.000806189-0.00025209j 0.00309301-0.00240686j 0.00222246+0.000922914j 0.000101755-0.00304121j -0.00562995-0.00775239j 0.000825715-0.00367932j -0.00170576-0.00136312j -0.00236807-0.00220193j -0.000562201-0.00660298j 0.00108614+0.0113918j -0.00281918-0.00876364j -0.00224918+0.0071257j 0.000789431+0.00412478j 0.000506844-0.00184971j 0.00102774-0.00513765j -0.00142694-0.00291721j -0.00137596+0.000213119j -0.00114931-0.00139924j -0.00194262-0.0011419j -0.00129475+0.0011004j 0.00253209+0.00167138j -0.000221555+0.00141398j -0.002986+0.00130483j -0.000956387-0.00216618j 0.00362326+0.00050528j 0.000773166+0.000299736j 0.00598473-0.00314239j 0.00372585+0.000227367j 0.000251572+0.00819654j 0.0116049-0.00311232j 0.0076143-0.00257976j -0.00275534-0.00350669j 0.00214125+0.000424315j 0.00407915+0.00787434j 0.00441759-0.00492742j -0.00339658+0.00504006j 0.0149-0.00131513j 0.000395321+0.00521405j 0.00304469+0.00590781j 0.00392553-0.000402571j -0.00829214-0.00272856j 0.00735487-0.00597988j -0.00281256-0.00804385j 0.00651209+0.00191415j -0.00329657-0.00515353j -4.12436e-06+0.00608977j 0.00365734+0.0120309j -0.00632648-0.00143588j 0.00385452+0.00337143j 0.00687329+0.00754526j -0.00672153-0.000456886j -0.00639043+0.00188901j -0.000464063-0.0001393j -0.00400495+0.0119154j -0.000770671+0.000402368j 0.000516483+0.00459336j -0.00192214+0.000642985j -0.000862683-0.00100618j 
0.000959727-0.000457162j -0.000146354-0.00178123j 0.00127496+0.00284151j 0.00214565+0.00310266j -0.00880365-0.00502578j -0.00196293+0.00216347j -0.0037995-0.000450309j -0.00182305+0.00347908j 0.00657708-0.00293531j 0.0199216-0.000157477j -0.00315929+0.00615268j 0.00599047-0.00298407j -0.00393561-0.00132873j -0.00746221-0.00155843j 0.00622545-0.00874287j 0.000194814+0.00197098j -0.00165899-0.00367847j 0.00714322+0.0036221j -0.000265441-0.00153694j 0.0105719+0.00619673j 0.0090249+0.00171474j 0.00393812-0.00552777j 0.00592172+0.00165806j -0.00329982+0.00030417j -0.0132207+0.00525254j -0.000945017+0.00543591j 0.00329041-0.00195903j 0.000726184-0.00015226j 0.000136284-0.000451278j 0.00019753-0.000755636j 0.000141091-0.000275911j -0.00081856-0.000695662j 0.000414443+0.00216953j -0.00280391+0.00338931j -0.00164632-0.00260268j -0.00175341+0.00262068j 0.00135786-0.00306839j 0.00185498+0.000620221j 0.00563207-0.00177834j 6.23912e-05+0.00620008j 0.00582095+0.000903613j 0.00167244+3.10164e-05j 0.00351403-0.00265474j -0.00530778-9.32737e-05j 0.00454378+0.00360851j 0.000664236+0.0048566j -0.00387469+0.000338942j 0.00439287-0.00182838j -0.00167822+0.00259776j 0.000590985+0.0030781j -0.00032538+0.00166854j -0.0018924-0.0027799j 0.00446269-0.00410652j 0.00556993-0.00364225j -0.0018761+0.00078789j 0.00283573-0.000752446j -0.00379266+0.0017792j 0.00444568+0.00477859j -0.00244733-0.00320611j 0.00226303+0.00671562j 0.000527511-0.00231386j -0.00331129-6.28127e-05j -0.00497432-0.00309508j -0.00338394+0.00538332j 0.00461909+0.00495747j -0.00121555-0.00349357j 0.00411601-0.000200312j -0.000469027-0.000486784j 0.000506295+0.000379054j 
0.00245148-0.000147135j -0.000294258-0.00097834j -0.00327625+0.000175919j 0.00460422-0.00107899j 0.000706537-0.00166592j -0.00638212+0.00374161j -0.00572965-0.0030548j 0.00140843-0.00471913j 0.00630752+0.00226632j 0.000393899-0.00496604j 0.00285327-0.00580791j 0.00629538+0.00262103j -0.00358221-0.00274622j 0.00273823-0.000762391j -0.00326351-0.00838627j 0.00869047+0.000540783j -0.000783864-0.00238631j -0.00311289+0.00245233j 0.000898886+0.00454966j 0.0115736+0.00484009j 0.00218861+0.0049163j -0.00449954+0.00816249j 0.00253823+0.00616584j -0.00119344+0.00065179j 0.00201265-0.00182063j 0.0042741-0.00226368j -0.000868842+0.00215121j -0.000125381-0.0014296j -0.00086614-0.00117697j 0.000593923-0.000140352j -7.35354e-05-0.000258022j -0.0041886-0.00267594j 0.00136735-0.00846158j -0.00378669-0.00358156j -0.00279929-0.00686917j -0.00717246+0.0013755j -0.000114158+0.00505415j -0.0089945+0.00591874j -0.00397294-0.00631978j 6.21487e-05-0.00551266j 0.00113508-0.00299539j -0.000292075+0.00432327j 0.00263746-0.000414428j -0.00648642-0.00314292j 0.00273637-0.00346312j 0.00144549-4.81656e-05j 0.00302379-0.00398031j -0.00679344+0.00110733j 0.00227149-0.0115903j -0.0017369-0.00801451j -0.00501862+0.0076435j -0.00117295+0.000382983j -0.00552914-0.00788681j 0.00590543+0.00507685j -0.00820693-0.00301946j 0.00769779+0.00695763j 0.00383949-0.00345654j -0.00132583-0.0102252j 0.00597973-0.00650847j 0.000952984-0.000525519j -0.0136297-0.0120175j 0.00663519-0.00835288j 0.00246022-0.00221394j -0.000314124+0.00342585j 0.00201678+0.00237167j -0.00235675+0.000492393j 0.000547622-0.00163075j -0.00108384-0.000764477j -0.00033042-0.000366988j 
-0.000727742-0.000983864j -0.00116823+0.000214787j 0.00141144-0.00335571j -0.000688053+0.00193654j 0.000165795+0.00203629j -0.0011914-0.00204734j -0.00167166-0.00447497j 0.00108712-0.00308561j 0.00298793+0.00076466j -0.000490061+0.00259997j 0.00182989-0.00155282j -0.00991686-0.00614134j -0.00105375+0.00210869j -0.00670177-0.00701114j -0.00241691-0.0118199j 0.00727286-0.0133499j 0.0116139+0.00694697j -0.0142562+0.00858211j 0.00436534+0.00552035j -0.0109774-0.0047478j 0.00728472+0.0181821j -0.0159995+0.00276763j -0.00614548+0.0141131j -0.00495532+0.00275211j 0.00576591+0.00992481j -0.00875098+0.00697998j -0.0135286-0.00235357j 0.00194217+0.00310212j 0.00374613-0.000782886j 0.000919423+0.00108309j 0.000526884-0.000132645j -0.00143468-0.000109996j 0.00161343-9.30431e-05j -0.00247011+0.000685585j -0.00167855-0.000387508j 0.00105837+0.00101028j 0.000935393-0.000494486j -0.00285349+0.000109395j -0.00124195-0.00133513j -0.00114483-0.0024898j -0.000532874-0.00228967j 0.00208574+0.000906125j -0.00143984+0.00135033j -0.00057352-0.00170313j 0.00300943-0.00239912j -0.00457287-0.0052965j 0.00197061+0.00146945j 0.00522754-0.00813835j 0.00946015+0.00338041j 0.00161226+0.00802556j 0.0125865+0.00214376j -0.00360808+0.00825898j 0.00464248-0.000593544j -0.00722969-6.49699e-05j -0.00338527-0.00093987j -0.00164017+0.00188248j 0.00920338-0.00195287j 0.00427141+0.00610154j 0.000370019-0.00815514j 0.00275438+0.000127629j 0.00165287+0.00468452j 0.00117887-0.00505756j -0.00248773+0.000419401j -9.76767e-05+0.0022294j -0.00722799+0.000847828j -0.000747607-0.00351979j 0.000776971-0.000497328j 0.00224816+0.0020455j -0.00255402+0.000987771j 
-0.000290866-0.00106987j -0.000528027-0.000932977j 0.000602182+0.00659228j 0.000276623-0.0026106j -0.000234546-0.00631191j -5.82929e-05-0.000312223j -0.00223571-0.00130615j -0.000889567-0.00333231j 0.00331643+0.00754233j -0.006009-0.00200992j -0.00279111-0.00501838j 0.00267035+0.000517939j -0.00131032+0.00273998j -0.000952493+0.000673792j -0.00594835-0.000525092j 0.0097787+0.00126647j 0.00136264+0.00373999j -0.00503245+0.00463957j 0.00323505+0.00545453j 0.00496522+0.00245554j -0.000614167-0.00316836j -0.00194699+0.0117064j -1.0042e-05-0.000727151j -0.0014172-0.0043583j 0.0013323+0.00150603j -0.000516296+0.000580807j -0.00128772-0.000719455j 0.000711789+0.000293625j 0.000124697+0.00119816j 0.00122529+0.00104124j 0.00101633-0.000980425j -0.00415591-0.00251188j -1.23432e-05-0.000278808j -0.00556605+0.00212052j 0.000977805-0.000682298j 0.00361378-0.00323811j 0.00102974-0.00907827j 0.00176993-0.0050181j 0.0106681-0.00224339j -0.000615605+0.0100934j -0.000198546+0.000443228j -0.00134389+0.000432371j 0.00346905-0.00261645j 0.000373174-0.000382439j 0.000891595-0.00061483j 0.000395414+0.000402931j -0.00374275+0.00208456j 0.00429044-0.00420176j 0.00596983+0.00768816j -0.00391811+0.00486377j 0.000217732-0.00128544j -0.00165314-0.00117308j 0.0056684+0.00276323j -0.00221583+0.00108964j 0.00301759+0.00391059j 0.00107375+0.000155593j 0.000119824+0.00692078j -0.00100256+0.00910204j -0.00624976-0.00280685j 0.00558842+0.000872416j 0.00277213+0.00323882j -0.00457597-0.00219016j -0.00277889+0.00387674j -0.00129098+0.00172842j 0.00715455+0.000653392j 0.000828892-0.00686786j 0.00858692-0.00141223j -0.000887887-0.000725894j 0.00195958-0.000850492j 
0.00113604-0.000506867j 0.000371157-0.000987556j 0.00373807+0.00423319j -0.0010363+0.0040066j -0.00689238-0.00612211j -0.000147196+0.00571278j -0.00122605-0.00519409j 0.00430337-0.0186546j 0.00170506+0.0022647j -0.0100084-0.000875439j 0.00687624-0.00883381j 0.00737187+0.00495104j -0.000925957-0.00161872j 0.00954975+0.00352551j -0.0111982-0.0023799j 0.00782474+0.00302418j -0.00576883-0.00514576j -0.00554318+0.00784396j -0.00218785+0.00746772j 0.0173526-0.00117193j -0.00539253+0.000834763j -0.00295847+0.00929418j -0.00370036+0.00118008j -0.000121408-0.00158361j -0.000989909-0.0048429j 0.000143391-0.00834684j -0.00213324-0.00177772j -0.00232195-0.000552739j -0.00109112+0.00156449j 0.000524752+0.00245823j 0.00219412-0.000303259j -0.00158119+0.000726478j -0.00121278+0.00175266j -0.00490751+0.00554886j -0.00126016-0.000442552j -0.00139734-0.00336995j 0.00523063+0.0100992j -0.00657216+0.00451428j -0.0125214-8.54631e-06j -0.00693949-0.0135984j 0.0044653-0.00688362j 0.00385907+0.00709912j -0.00542209+0.0052719j 0.00896067-0.0015897j 0.00407658+0.00295596j 0.00273384+0.00402857j -0.00306465+0.00417171j -0.00697173+0.00601579j -0.00394845-0.00497353j 0.00349236+1.9283e-05j 0.00921802+0.00388219j -0.00331264-0.00290106j 0.00244644+0.00100211j -0.000110284-0.00766101j 0.00103176-0.00373385j -0.000906337+0.00474817j -0.000392329-0.00628378j 0.00668688+0.000323157j 0.00770654-0.0126566j -0.00503589-0.00625358j -0.0103442-0.000653762j 0.00318734-0.0037019j 0.00193901+0.00109558j 0.00265346-0.00109001j -0.00354195+0.00108614j -0.00125025+0.00575988j -0.00516288+0.000512399j 0.000880292+0.00168737j -0.002389+0.00106518j 
-0.00048482-0.00160913j -0.00104776+0.00111608j -0.00473318-0.000189891j 0.00198882-0.0102307j 0.00874565+0.000958689j -0.00582844+0.00261434j -0.003395+0.000112105j -0.00105453+0.00179195j 0.00109042+0.00598502j -0.00832516-0.00471137j -0.00334499-0.0035694j 0.00480365-0.00115173j 0.00475796+0.000658091j -0.00207146+0.00386095j -0.00736141-0.00404829j 0.0054927-0.0118269j 0.00922403+0.00484829j -0.00993106-0.00275706j 0.005265+0.00273418j -0.000212943-0.00214747j 0.00379677+0.00854564j -0.00602273+0.0102357j 0.000567773+0.00523815j -0.000354465+0.000102946j 0.00622983-0.00341807j -0.00111966-0.00491751j -0.000485104-0.000716479j 0.000740907+0.00039058j -0.000218063-0.00180753j -0.000528356-0.00117859j -0.00235899+0.00027556j 0.00555592+0.000670042j -0.00166022-0.00331835j 0.00933205-0.00790281j -0.000881319+0.00103525j -0.000101694+0.00645879j -0.00463509+0.00318153j 0.00267108+0.00336382j -0.00339395+0.00318591j 0.00248796-0.00365982j -0.00586552+0.00681765j -0.00221401-0.00512047j 0.000732534+0.00130787j -0.00790175+0.00150812j -0.00482812-0.00470003j -0.00490818-0.0046536j 0.00715763-0.00748784j -0.000413048+0.000906482j -0.00312992-0.00354093j -0.00156804-0.0041997j -0.00465487-0.000945815j 0.00588093+0.0051805j -0.00920031-0.000338585j -0.000687191+0.0074304j -0.00513739+0.000921761j 0.00232158-0.00212412j 0.00122604-0.00305498j -0.0102526-0.00998157j 5.83649e-05+0.00672771j -0.00171468+0.00282528j 0.000297987+0.0019962j 0.00145908-0.00108947j 0.000469044-0.0064879j 0.00028229-0.00240083j -0.00520549-0.00206573j -0.00126155+0.00366999j -0.00430687+0.00071268j 0.000316931+0.00103197j -0.00150173+0.000373733j 
0.000367726-0.000349082j -0.000888464-0.000275126j 0.000149215+0.00077239j 0.00205407-0.00179959j -0.00167742-0.000901624j -0.00234508+0.00311961j -0.00365134+0.000470956j -0.000157794+0.00121426j 0.00512796-0.00177414j 0.0054987-0.00293338j -0.0010502-0.000192654j 0.00226726-0.00111551j -0.00351352+0.00024501j -0.00336007-0.0020173j 0.000187143-0.00629891j 0.00402222-0.00155668j 0.000517152-0.000470802j 0.000868886+0.00203415j 0.00150795+0.000943865j 0.00548952+0.00313047j 0.00527587+0.0025421j -0.000611862+0.00183526j 0.00396718+0.00326573j -0.00170151+0.000829724j -0.00225482+0.0013083j 0.000544527+0.00221871j 0.000774198+0.00145644j 0.000398845-0.000102691j 0.000391587-0.000441308j 0.000289382-0.000701558j -0.00134961-5.56512e-05j 0.00178312+0.0015377j -0.00168115+0.000946461j 0.00227983-0.00429982j 0.00616273+0.00658963j 0.0050316-0.00782674j 0.000482565+0.00160066j 0.0010602-0.00587548j -0.00420868+0.00620468j -0.000779966-0.00140652j -0.00338226-0.00360132j -0.000321117+0.000518157j -0.00691068+0.00289909j 0.0142022+0.000340148j -0.00591619+0.00106775j 0.00398667-0.00882424j 0.00126996+0.00506454j 0.0027798+0.00439575j 0.00257864+6.80037e-05j 0.000430366-0.000404841j 0.00150954-0.00486712j -0.000839564-0.00338875j 0.00337668+0.00538054j -0.00941741-0.000208153j 0.0120269+0.000164762j -0.0072601-0.00419815j 0.00258945+0.00285606j -0.00485051+0.00262973j -0.00210849+0.00342162j -0.00096436-0.00885897j 0.00430143+0.0064049j -0.00102892+0.00107575j 0.00410912+0.00876772j 0.00669854-0.00759268j -0.00286603-0.00276208j 0.00151623+0.00202184j -0.00108091+0.000638539j 0.000529546+0.000177173j 0.000138448-0.000116003j 
-0.0012984+0.00135759j 0.00187277+0.00108799j 0.000630928+0.000433837j -0.00137362+0.00265929j -0.00493145+2.19745e-05j 0.00250452-0.00299813j 0.00397647-0.00294514j -0.00278615-0.000422671j -0.00947479+0.00483104j 0.0104644-0.000224443j 0.000607894+0.0110346j 0.0079523-0.00601157j 0.0125507-0.00464246j -0.00194465+0.0125162j 0.00131259-0.000775633j -0.0134293-0.00270669j 0.00388666-0.000824192j -0.00172086-0.00700269j -0.00452516-0.00279776j 0.000211399-0.00710023j 0.00373889+0.00534164j -0.00254312-0.0136897j -0.00836891-0.00255315j -0.000923141-0.000793989j -0.0141507+0.00568234j -0.0103574-0.00285098j 0.00162193-0.0140878j 0.00183177+0.00117598j -0.000438505-0.000682091j 0.00135992+3.48199e-05j -0.00126237-0.0012976j -0.000462732-0.000260485j -0.000957711+0.000469953j 0.0030654-0.00187509j 0.000233214+0.00290718j 0.000404454+0.00122041j -0.000167305-0.00016804j -0.00220861+0.00261861j -0.00502606+0.0024676j -0.00489549-0.00980066j -0.00964367+0.00753961j -0.00508833+0.0036654j 0.00158133+0.00348837j -0.00173459+0.00160133j -0.00538182-0.00747975j -0.00562543+0.00266303j 0.00289533-0.00536583j -0.00893688+0.00217433j 0.00107999+0.00204982j -0.00225401+0.0023931j 0.00552221+0.000923313j 0.00852547+0.0058828j -0.00208237+0.0115528j -0.00230859+0.0050348j -0.00831247+0.000293425j 0.000885822+0.00377194j 0.00161278-0.00663379j -0.00574069-0.00560655j 0.00671856-0.00296744j -0.00436904-0.00176193j -0.00445108+0.000523176j 0.00591811-0.00091099j 0.00239654-0.00276024j -0.000139889-0.00107745j -0.00576116-0.0124738j 0.0013477-8.384e-06j -0.00164497-0.000905094j 0.00403092+0.000579109j 3.6657e-05+0.00252706j 
-0.00139195+0.000159554j -0.000313746+0.00101934j 0.00268007-0.00109982j 0.0014005-0.000753774j 0.00289514+0.00429845j 0.00261963-0.00769566j 0.0027186-0.00317792j -0.00601109-0.00520079j -0.00714977+0.0110171j -0.0152097+0.0041798j 0.000610785-0.00700099j -0.000449745+0.00635293j 0.00684731-0.00126973j 0.0100492+0.00464026j -0.00405307+0.01647j -0.00040623+0.00586963j -0.00204521+0.00290718j -0.000612982-0.00198146j 0.000557889+0.00205947j -0.00881111-0.00336354j -0.0129079-0.00660138j 0.000626539+0.0066956j -0.008166-0.00299844j 0.00217423-0.00391846j 0.00890501-0.004548j -0.000198266-0.00273223j -0.00333873+0.00188178j -0.000973966-0.000448582j -0.000291905+0.00236723j -0.00102594-0.000570182j -0.000488988+0.000431645j 0.00278017+0.00150501j 0.00146862+0.0031924j 0.00695539+0.00128499j 0.00328141+0.00389695j 0.000594799-0.00284058j -0.00258254-0.00440117j 0.00220487-0.00500909j 0.00275309+0.00414526j 0.0030806+0.00590113j 0.00234383-0.00102665j -0.00382259-0.00344276j -0.00141819-0.000840725j 0.00220351+2.53448e-05j -0.00361405+0.00364798j 0.00133156+0.000895593j -0.00293918-0.000797898j 0.00679928-0.00191751j 0.00264846+0.00326342j 0.00219395-0.00126094j 0.000636871-0.00271577j 0.000950148-0.00388802j 0.00276817+0.00366751j -0.000241865-0.00184896j 0.00578952-0.000551864j -0.00552163-0.00341459j -0.00403612+0.00274584j 0.00272368+0.00404031j -0.00203672+0.00817428j -0.000608017+0.00214843j 0.00949661+0.000946883j -0.00161015+0.00683259j 0.000904046+0.000140384j -0.00129965-0.000364367j 0.000267978-0.000497045j 0.000927356-0.00156233j 0.000393579+0.00111464j 0.00106776-0.000361265j 0.000513458+0.000360137j 
-0.000719459-0.000738147j -0.000994596+2.74558e-05j 0.00251522-0.000224627j 0.00108958-0.000314307j -0.00553712-0.000675746j -0.00163646+0.00405649j -0.00322699-0.000896691j 0.000299844-0.00092776j 0.00482939-0.00416271j 0.00808307-0.00220137j 0.000847433+0.0010106j 0.0033482-0.00152499j -0.00390735-0.000497933j -0.00207609-0.00200885j 0.000554999-0.00779474j 0.00238711-0.00078544j -0.00155673-0.00302601j 0.00195938+0.00250078j -0.000113157+0.000799852j 0.00895985+0.00299205j 0.0053708+0.00285435j -0.000520045-0.00084531j 0.00382466+0.0022587j -0.00134165+0.00203851j -0.00486671+0.00151719j 0.000547249+0.000507718j 0.000587287-0.000336149j -0.000288739-0.000112921j 0.000261932-0.000315713j -0.00277095-0.0009111j -0.000656659+0.00184079j 0.00935199+0.00103522j 0.00111514+0.00701875j 0.00771838-0.00361852j 0.00074476+0.00283399j 0.00257021+0.00676838j -0.00528565+0.000630325j 0.00796879-0.00321906j 0.00320044+0.000224791j 0.00690802+0.00108915j 0.000327689+0.00975648j -0.000370322-0.00839444j 0.000785115-0.00129852j -0.00625572+0.00396838j -0.000497677+0.00189779j -0.00557109+0.00196843j 0.00358105-0.00269426j 0.00213203-0.00277289j -0.0068806+0.00790466j 0.00387504+0.00312757j -0.00527912-0.0044306j 0.00436172+0.00308219j -0.00250025-0.00103688j 0.000940344-0.00054836j -0.00122801-0.000482054j -0.00447212-0.00544873j -0.00151177+0.000454751j -0.000988241-0.00156729j -0.000230794+0.0140305j -0.0016034+0.00700372j 0.0129069+0.00309117j -8.9753e-06+0.0104095j -0.00421294-0.00555605j -0.00204806+0.000238315j -0.00552556-0.00110164j 0.000214762+0.00156508j -0.00504216+0.00183124j 0.000981795+0.000581917j -0.000633094+0.000807388j 
-0.000884052+0.00134345j 6.56627e-05+0.00152037j 0.000777798-0.00381969j 0.0134323+0.000399335j -0.00516432+0.00683217j -0.00782016-0.00721373j -0.00758522-0.00686355j -0.0168362-0.00422641j -0.000997059+0.0154655j 0.00995567-0.00493067j 5.62277e-05-0.00215384j 0.0182851+0.00526112j 0.0100028-0.00909952j 0.00725239+0.0137699j -0.00359433+0.00598968j -0.00175805+0.00694662j -0.00327228-0.0024049j 0.00975198-0.00288813j 0.00126113+0.00279111j 0.0108846+0.000547694j 9.31481e-05-0.000949757j 0.000748568+0.00510189j -0.00264224+0.00652155j -0.00155422-0.00254533j -0.00492018+0.00331042j 0.00154134+0.00101545j -0.00083955-0.00125057j 0.000543693-0.00209861j -0.00140015+0.000150837j -0.00235216-0.0014144j -0.00161592+0.00207866j -0.00114168-0.000499072j 0.00641264-0.00557423j 0.00373681+0.00165583j 0.000710117-0.00154531j -0.0048265-0.000972566j -7.92751e-05-0.00554762j -0.00405378+0.00082398j -0.00115143+0.00310559j -0.00137481+0.00785956j 0.00423633-0.0069208j -0.00703951-0.00194921j -0.000892312-0.00232198j -0.00191351+0.000860503j -0.00799928-0.000947055j 0.00528432-0.00112095j -0.0028318-0.00787041j 0.0111265-0.00205273j 0.00981602-0.00516545j -0.000898389-0.00964366j 0.00600189+0.00698593j 0.0015741-0.00133211j -0.00469611+0.00395675j 0.00243833+0.00283822j -0.000480277+0.00290363j 0.00106723-0.00121834j -0.000953872+0.0011444j -0.0018883+0.000893773j -0.00208516+0.000137954j 0.00357609+0.000104477j -0.000598714-0.00142379j -0.00057339-0.00392293j 0.00197924-0.00166437j -0.000802027+0.000932021j 0.00195076+0.00122859j -0.00172079-0.00042345j 0.000233725-0.00121458j -0.000447908-0.000270461j 7.30038e-05-0.00082268j 
-0.000945875+0.000716857j 0.00135958+0.00143471j -0.00608449-0.00139657j 0.00211914-0.00566363j 0.00960542+0.00345754j -0.00472361-0.00575582j 0.000346901+0.00471851j -0.00150256+0.0168468j -0.00395627+0.00321004j 0.00860554-0.00629004j -0.00487462+0.00964314j -0.00210407-0.000807386j 0.00623639+0.000391886j -0.00985018+0.00619751j 0.0064091+0.000638648j -0.00907744-0.00202802j 0.00748472+0.00388745j 0.00401982-0.0106575j 0.00140129-0.00702506j -0.0123142+0.00357126j 0.00568322-0.00280889j 0.000611465-0.00593094j 0.0032043-0.000390223j 0.00116288+0.00063759j 0.00123488+0.00375642j 0.00158223+0.00660525j 0.00401166+0.00109725j 0.00212971-0.00065298j -0.000310074-0.00277908j -0.000663861-0.000464554j -0.000634274+0.00044146j 0.00147022+0.00115874j 0.000950851-0.00116314j 0.00257144+0.00627497j 0.00175787+0.000783368j -0.0033436-0.00231717j 0.00528234+0.00296359j -0.00446866+0.00452165j -0.00945794+0.00825095j -0.00737232-0.00296236j 0.00520846-0.0105863j -0.000222855+0.00270255j -0.00534587+0.00451027j 0.00967654-0.0015562j -0.00184571+0.00487941j 0.00564349+0.00172929j -0.00532932+0.00133526j 0.00437323+0.00486347j -0.000456135-0.0062662j 0.00311537-0.0058898j 0.0100498+0.00303741j -0.00273245-0.00575517j 0.000482677+0.0026331j 0.000649164-0.00630799j 0.00534011-0.00147148j -0.0024401-0.00021829j -0.00423545-0.00384981j 0.00521403+0.00270455j 0.00269161-0.00651961j -0.00323938-0.00418862j -0.00388332+0.00067816j 9.28959e-05-0.00233995j 0.00308006-0.00016102j 0.00178468-0.00258654j -0.0020691+0.00353349j -0.000182816+0.00452223j -0.004377+0.00197675j 0.00047751+0.00103221j -0.00167933+0.000578079j 
