0.123771-0.0150528j -0.0120929-0.123811j -0.0477446-0.027399j -0.0344136+0.0568394j 0.0153266-0.0160263j -0.0300689-0.00666449j 0.00767095+0.00663956j -0.0371615-0.0045712j -0.0109857-0.00821985j 0.0210072-0.0045517j -0.00786633-0.015889j 0.0194495+0.0270409j -0.006059+0.0295521j -0.0266567+0.0128861j 0.0110049+0.0223164j -0.211503+0.0194808j -0.00909459-0.204728j -0.214892-0.0853539j -0.135624+0.242103j 0.230401+0.0508721j -0.0860101-0.105356j -0.000224751-0.0642238j -0.0761334-0.14772j -0.0881427-0.108817j 0.0131939-0.104325j 0.0953056-0.0479151j -0.00225862-0.0204955j 0.0283235+0.0346089j -0.0300083+0.20085j 0.0444793-0.0809364j -0.0204293+0.0856595j -0.0352553-0.146642j 0.126546-0.114738j -0.199516+0.136903j 0.185801+0.0871041j -0.397122+0.109003j -0.13074-0.420314j 0.0741494-0.110386j -0.112709-0.0415496j -0.0599052-0.0238567j 0.014173-0.0692349j -0.0151181+0.0568349j 0.109402-0.0137443j 0.073542+0.0193141j -0.0131662+0.0221629j 0.0488406+0.0385158j -0.00150953-2.56844e-05j 0.0125698+0.0190952j 0.0113569+0.0382832j -0.00135783-0.00120887j 0.0231653+0.0163746j 0.0163856+0.0223413j 0.0216231-0.00222368j -0.00633943-0.00514315j -0.021356-0.0121667j 0.0116351+0.0372749j -0.0115115+0.0148712j -0.00271602+0.0116987j -0.00321864-0.0102423j 0.0120262+0.00148065j 0.00595759+0.00612979j -0.0133063-0.0172477j -0.00726897+0.00449921j -0.000422312-0.0112374j 0.000947764+0.0126968j -0.00030958-0.00343655j 0.000762807-0.00898234j 0.00174183-0.00183701j -0.000289674-0.0069501j 0.00117044-0.0121803j 0.0125783-0.00374563j 0.000781724+0.0124872j -0.00629201-0.00836671j -0.00402169+0.001142j 0.00259289-0.00596106j 0.00796163+0.0025222j 0.0033406-0.0049998j -0.0159156-0.013841j 0.00588702+0.001406j 0.00295047+0.0197206j 0.00387514+0.0272694j -0.0104586-0.017339j -0.00087854+0.00575349j 0.00160609-0.0211058j -0.00827398+0.0149279j 0.00697398+0.00261664j 0.00844248-0.00679509j -0.0157298-0.0149659j -0.000982485-0.0322217j 0.0229379+0.000925024j 0.00117118-0.0273957j 0.0191182-0.0031749j -0.00336515-0.0338422j -0.0372287+0.00909721j -0.012005-0.0466027j 
0.000179084+0.00340099j -0.00246064-0.000362704j 0.00066736+0.00108231j -0.00209807-0.000669632j 0.00427503+0.00406728j -0.00109931-0.000371767j -0.00301512-0.00435768j -0.00156187+0.00647768j 0.00395464-0.000447311j -0.00295378-0.00454825j 0.000271235-0.00455027j -0.00235539-0.00296964j 5.51766e-05+0.00275508j 0.00130935-0.000256611j 0.00139984+0.00247225j -0.00263952+0.00139831j -0.00178906-3.63234e-05j 0.00259785-0.00157738j -0.000265888+0.00483221j -7.80146e-05+0.00263013j 0.0065943-0.000221792j 0.00167324+0.00212297j -0.00528128+0.00829256j 0.00570078-0.00441243j -0.00272934-0.00396017j -0.00511864-0.000327751j 0.00838408-0.00304581j -0.000626321+0.00437901j 0.000739344-0.00306088j -0.0035038+0.00125464j -0.00305906-0.00168839j -0.00650837-0.00136094j 0.00323637-0.00294571j -0.00167922-0.00254887j 0.00400108-0.000784949j -0.00102124+0.000779423j 0.000621127-0.00123881j 0.00125568+0.00223019j 0.000857607-0.000407062j 0.00120686+0.0013409j 0.00493343+2.84959e-05j -0.00531642-6.60193e-05j -0.00156575-0.00409656j 0.00111382+0.00613814j -0.000500079-0.00040954j 0.00505208+9.64496e-05j -0.00179745-0.00209924j 0.00127354+0.000965269j 0.00692284+0.00199627j -0.00166864+6.61449e-05j -0.000895471+0.0025482j 0.000172562-0.000267375j 0.00177426-0.00182942j 0.00215959+0.000863143j -0.00143025-0.00261771j -8.95494e-05-0.0026317j -0.00331049+0.00209591j -0.00303746+0.0051913j -0.0022795-0.00014854j 0.00256847-0.000136574j -0.00113903-0.00303839j -0.00184898+0.000482665j 0.0023165-0.00105376j -0.000684951-0.000419914j -0.000740541-0.00191819j -0.000516197+0.00289125j -0.00098254+0.000854934j -0.00308359-0.00221493j 0.000990454+0.0013965j -0.00071431+0.0019583j 0.00160522-0.00339797j -9.19146e-05+0.00212385j -0.00208849+0.00549739j 0.00712262+0.00078739j -0.000761956-0.000599511j 0.00318253-0.00242966j 0.00184914-0.000321119j -0.00189108+0.00114703j 0.00100306-0.00208003j -1.69018e-05-0.00111623j 0.00211366+0.00132791j -0.000192037+0.000631705j 0.00158248-0.000867909j 0.00362005-0.00156041j -0.00071975+0.00283202j -0.00121362-0.00139308j -0.00109885+0.00117719j -0.00124219-0.00223325j 0.000758484-0.0010271j 0.000286893-0.000618952j -5.05543e-05-0.000189179j -0.000678115-0.000302327j 0.0015403-0.000180027j -0.00174046+0.00229218j -0.00276714-0.00167742j 
-0.00279973+0.00635879j -0.00486499-0.00114214j 0.000504762+0.00040231j -0.00046374+0.000655592j 0.000494789+0.00157877j -0.00324305-0.00113435j -0.00200079+0.0023095j -0.00130429+0.00290684j -0.00424075-0.00129848j 0.00110655-0.00229706j 0.000193931+0.00368853j -0.0014241-0.000822355j -0.00243634-0.000277853j -0.00157175+0.00178723j -0.00231794-0.00238678j -0.000490318-0.00254535j -0.00021814+0.00101086j 0.00756707+0.00425291j -0.00911597+0.00502817j -0.0022716-0.00399765j 0.000563918-0.00893451j -0.00479916+0.00358752j 0.00230387+0.000168175j -0.00685338-0.00418017j 0.000733758-0.00394142j -0.00048668-0.00283487j 0.000608072-0.000432771j 0.00424861-0.00234032j 0.0020421-0.00435672j -0.00267747-0.00261805j 0.00274135-0.000722397j 0.00213286+0.00612548j -0.0011666+0.00287707j 0.00147473-0.00244344j 0.000836549-0.000806657j 0.000647816-0.000509196j -0.00146451+0.000750502j -0.0013567-0.000427964j -0.00346589-0.00103393j -0.00143966+0.0027305j -0.00216866+0.00453927j 0.00126202-0.00417298j 0.000293084-0.00161959j -0.00429031-0.00122837j -0.000336925+0.00211571j -0.00727716-0.00159373j 0.000375051+0.00316528j -0.00371661-0.000323438j -0.00339764+0.00523894j -0.0029396+0.00257234j 0.00374827+0.0050506j 0.000892974+0.0036235j -0.000347023+0.00845315j -0.00217932-0.00300206j 0.00035678+0.000736565j 0.0025579-0.000610709j 0.00368898-0.00164415j 0.00340161-0.00179982j -0.00203652+0.00142396j -0.00148752+0.000871633j -0.00130641+0.00704245j 0.00207383+0.00159225j -7.90848e-05-3.07782e-06j -0.00150406-0.00018943j 0.00057254-0.00111216j 0.00116017+0.00363825j 0.00161776+0.00224247j 0.00128538+0.00135152j -9.4986e-05+0.000141555j -0.000221415+0.0018463j -0.000638009+0.00390447j 0.000562545-0.00157653j 0.00246689-2.43284e-05j -0.000678866-0.00169521j 0.00213616+0.000499408j -0.000501476+0.00125845j -0.000642416+0.0032769j 9.27986e-05-0.000336875j -0.000130569+0.000963984j -0.001158-0.00133446j -0.0006494-0.00319487j -0.00048746-0.00021109j -0.00102178+0.0010888j 0.00149234+0.00389546j 0.000678019-0.000798865j 0.000256531-0.000539067j -0.00097133-0.000219779j -0.000427304-0.000383167j 0.0011142+0.00179545j 0.000320456+8.91018e-05j -7.52272e-05-0.000495072j 0.000731809+0.000957171j -0.00268271-0.00202976j 0.00129952-0.00244839j 0.00267394+0.00158096j 
-0.00100845-0.00394317j 0.00637187-0.00331082j 0.00128928+0.00181077j -1.93248e-05-0.00173031j 0.0047013+7.24621e-05j 0.00125316+0.000915624j 2.21461e-05-0.000302509j 0.00259363-0.00301723j 0.00310116+0.00301672j -0.00408797+0.000350222j -0.00283738-0.00354928j 0.00207731-0.00166144j 0.00378716-0.0012944j 0.000708628-0.00217723j 0.00480475+0.00154289j 0.000647036-0.00130829j -0.00162873+0.00194392j -0.00127625+0.0028271j -0.000882554+0.000143002j 0.00535436+0.00254604j 0.00536045-0.000509202j 0.00152174+0.00219348j -0.00211332+0.00723793j 0.00469744-0.00347769j -0.00415011-0.00495091j -0.00263022+0.00392341j 0.00875046-0.00215594j -0.00177901+0.00296594j -0.00194807+2.23773e-05j -0.00456318+0.00244503j -0.00336004-0.00149847j -0.00737546-0.000133171j 0.00205048-0.00399751j 0.00279359-0.00395067j 0.00405055+0.000664796j 0.000749906+0.00190812j 0.00140526-0.00197541j 0.000552183-0.00338524j -0.00146474-0.000561294j 0.00140827-0.00231329j 0.00289629+0.0030644j -0.000863487-0.00113415j 0.00298915+0.000954175j -0.00901853-0.000573425j 0.00522624+0.000263284j 0.00201492-0.00384593j -4.78492e-05-0.00192612j -0.000928559-0.00128394j 0.00470681+0.00636101j -0.00186132+0.00323555j -0.00352517+0.0044806j 0.00124449-0.00251354j 0.00276499-0.00141197j 0.00616287-0.00359696j -0.00440758+0.00167376j -0.000766416+0.00202989j -0.0046135+0.00283071j 0.0015016+0.00230125j -0.000165619+0.00070898j 0.00339716+0.00229657j 0.00285563-0.00213547j -0.00146743-0.00102062j 0.00218718-0.0015022j -0.000734899-0.0015169j -0.0056458-0.004497j 0.00122571+0.00304935j -0.00115692+0.00307861j 0.00312023+0.000114391j 0.000579707+0.000344099j -0.00012843+0.00405963j 0.00111255+0.000755824j 0.000970342-0.0024383j -0.000428289+0.00378307j 0.00717845-0.00229657j -0.0041871+0.00323694j 0.00271155+0.00294119j 0.00335853+0.00244305j -0.00297593+0.00285811j -0.00410079+5.29582e-06j 0.00142678-0.00226121j 0.00769359-0.00316944j 0.00536992+0.00302552j -0.00353895-0.000413229j 0.00155566+0.000265762j 0.000487385+0.00393134j -0.00191429+0.00144421j 0.0017287-0.00113474j -0.000102012-0.00250704j 0.00377797-0.00116655j 0.00168231+0.000535031j -0.000228244-0.00167315j -0.000485896+0.00230443j 0.000152242-0.000251201j 0.000871639-0.000652807j -0.000489524+0.00168189j 
0.000691217+0.00127496j -0.00329765+0.00312126j -0.00072356-0.00122772j 0.000718423+0.00170395j -0.0027505-0.00204709j -0.000521593-0.00164186j -0.00027693+0.00321373j -0.000832591-0.000577875j -0.00323823-0.00429498j 0.00335396+0.00204869j -0.000840743+0.00468865j -0.00112727+0.00173366j -0.00235096-0.00126391j -0.000372154+0.00230115j -0.00373727-0.00203432j 0.00140232+0.000614598j 0.00206558+0.00145125j -5.34013e-05-0.00085929j 0.00398761-0.000917581j 0.00329615+0.00167201j 0.00340576-0.00248814j 0.000466335-0.0021342j -0.00164877+0.000518633j 0.00237896+0.000473458j -0.00469653-5.34589e-05j 0.00174372+0.00122452j 0.00246357-0.00268015j -0.00134766+0.00388336j -0.000240347-5.14318e-05j -6.96378e-05+0.00293349j -0.00303698+0.000376995j -0.000898222+0.00184957j 0.000465029-0.0022778j -0.00046163+0.00163774j -0.00257683+0.000200605j 0.000452805+0.000488102j 0.00111374+0.0015043j 0.00117535-0.00152941j -0.00145197-1.42272e-05j -0.000360478+0.000261339j 0.00126201-0.00351467j -0.00201127+0.00259701j -0.00174151+0.0018767j -0.00556739+0.00135789j 0.00473666-0.000171004j 0.00273784-0.00863654j -0.0023948-0.000256763j 0.00178-0.00288949j 0.00262697-0.000650585j -0.000483336+0.00196552j -0.0042+0.00253091j 0.00138852-0.00510779j 0.00349806-0.00251476j 0.0051573-0.00560011j -0.00465744+0.00396083j -0.00247767+0.00392283j -0.00480931+0.00383306j 0.00151325+0.00114633j 0.00117797-0.00193286j 0.00187394+0.00278636j 0.00335716-0.00381292j -0.00173895+1.05688e-05j -0.000386157+0.00186665j -0.000489863-0.00399587j -0.00390676-0.00187454j -0.00051833+0.0019048j -0.000348249+0.00272751j 0.00303576+0.00277141j 6.71015e-05-0.000755089j 0.00194094+0.000211413j 0.00267665+0.00244732j -0.00074719-0.00146394j -0.000705043-0.00152283j 0.0021126-0.00127801j -0.0026205+0.0042611j 0.00287359+0.00201866j 0.00259412-0.0012589j -0.00520459+0.00304311j -0.00745481-0.000166128j 0.00215912-0.0019887j 0.00751627-0.00389656j 0.00674824+0.00266523j -0.0062621-0.00153851j -0.00192076+0.00135757j 0.000859605+0.000319151j 0.000364901+0.00239355j 0.00513869-0.00106393j -0.00300256-0.00362508j 0.00325642-0.00153249j -0.00107426+0.00117428j 0.000736738+0.000130633j -0.00162489+0.00269321j -0.00135083-0.000876197j 0.00123419-0.000590562j 0.000655864+0.00145917j 
-0.00165409-0.00294422j 0.00316487-0.00274622j 0.000278032-0.00103361j 0.00165505-0.00122051j -0.00148014-1.09181e-05j 0.000278747+0.000533174j 0.00244348-0.000774056j 0.000964353-0.00142713j -0.00266698+0.00213823j 0.000824125-3.74316e-05j -0.000460653+0.000353469j 0.00226175-6.8088e-05j 0.000493412-4.50268e-05j -0.000997156-0.00151413j 0.001498+0.000368363j -0.00201566+0.00226855j -0.000888806-0.000328818j -0.00276644-0.00612715j 0.00646862-0.00341793j -0.00180299-0.00405323j -0.00397418+0.00141121j -0.00239453-0.00112107j 0.0015414-0.00457559j -0.000775398+0.0030125j 0.0043841+0.00512126j 0.00302129-0.000459561j -0.00504879+0.00160587j 0.000832371-0.00105147j -0.00114727+0.00176247j 0.00468271-0.00306502j 0.00350372+0.00418443j 0.00367703-0.00483076j -0.00261877+0.00338871j -0.00361191+0.00275176j -0.000993445+0.000505718j -0.00141596+0.000340169j 0.00042964+0.000256771j 0.00230656+0.00111456j 0.00257495-3.66735e-05j 0.000457172+0.00231841j 0.00286203-0.00203989j -0.00575269+0.000399422j -0.00066869-0.00338555j 0.00659464+0.0087737j -0.00117835-0.00336983j 0.00483629+0.000539503j -0.00268107-0.00550595j 0.00124704-0.00138024j 0.00188716-0.000895775j 0.00297544-0.0043929j -0.00170818-0.00237286j 0.000244832-0.0015067j 0.000297629-0.00111942j -0.000441157+0.00242035j 0.000965241+0.000689316j 0.00168159-0.000794505j 0.000668612+0.000307715j -0.00133576+0.00161757j 0.00256693-0.00427618j 0.00381888+0.0028404j -0.00349254-0.000858228j -0.00523987-0.000443665j -0.000691507-0.00415023j -0.00027265-0.000107j 0.00314799+0.00563848j -0.00296201+0.000765333j -0.000465601-0.000938055j -0.00376418+0.0021532j -0.000754033-0.00139994j -0.00195987-0.00145202j -0.000440383-0.0038543j -0.000525716+0.00417344j -0.00315583+0.00119065j -0.00339546+0.00145981j 0.00427384-0.000145576j 0.00376199-0.0038125j 0.000587878-0.00621116j 0.0025655-0.000783455j 0.00305432+6.53363e-05j 0.00134287-0.0014787j -0.00296092+0.00184724j -0.0025164+0.00143559j 0.00154149-0.00180988j 0.00146438+0.000719339j -0.000740862+0.000102417j 0.000381278-6.52819e-06j -0.00234413-6.99426e-05j -0.00282057-0.00169009j -0.00414266+0.0010753j -0.00154806-0.000185819j 0.000748722+0.00154651j 0.00014769-0.00404215j 0.00216425-0.00255887j -0.00137683+0.00167212j -0.00270748-0.00227568j 
0.00429907+0.00241272j -0.00428833+0.00500584j -9.95756e-05-0.00153287j 0.000298056+0.00217606j -0.00380475-0.000924917j 0.000338594-0.00219243j 0.000217669-0.00172297j -0.00225893+0.00377322j -0.00111125-0.00469922j 0.00319285-0.000278469j 5.3525e-05+0.00223203j -0.00347746+0.000608559j -0.00305381+0.00180992j 0.00121157+0.00249432j -0.00354659+0.000826206j -0.00174827+0.00126004j 0.00195603-0.00156783j 0.00363079-0.00335763j 0.00817114+0.00399659j 0.00203268+0.0028562j -0.000624899+0.00282489j 0.00244472-0.00230141j -0.00198946+0.00111574j 0.00345525+5.61939e-05j 0.00032071+0.00341658j -0.000280956-0.00313649j -0.00318077-0.00197463j 9.22693e-05+0.00313611j 0.00109662-0.000556615j 0.00373056+0.00122277j -0.00176917+0.00128204j 0.00274203-0.00141796j 0.00208284-0.00183822j -0.00323155+0.00280928j -0.0013172-0.00147053j -0.00283729-0.0011112j -0.000733982-0.000205905j 0.000475173+0.00106517j -0.000837798+0.00181378j -0.00109043+0.00187561j 0.000408869+0.000476512j -0.00319324-0.00149355j 0.00410463+0.00302672j -0.0068821+0.00454087j 0.00482337+0.00317795j -0.000370944+0.00213304j 0.00443458+0.00307153j 0.00318087+0.000429267j 0.00141055-0.00293825j 0.00174862+0.0060165j -0.00435938+0.00126143j 0.00166568+0.00178674j 0.00553906-0.00272505j 0.00516983-0.000674983j -0.00246238-0.000730089j 0.00092691-0.00332175j 0.00235491-0.0013358j 0.00374309+0.000256844j -0.00188521-0.000278017j 0.00103531-0.00370405j -0.00296039+0.00487223j 0.000842888+0.0027609j 0.000371739+0.000411152j 0.00212389+0.00325196j 0.00455407-0.00330599j 0.0029033-0.0018662j 0.000649027-0.00410602j 0.00134768+0.00489748j 0.00385788+0.00200561j 0.00707024+9.48134e-06j 0.00268245-0.00144711j 0.00845031+0.00278489j -0.000662059-0.00100655j 0.00156352+0.000633896j 0.000877654-0.00324088j 0.00208165-0.00130101j 0.00588386+0.00169418j 0.000960238+0.00205236j -0.00337612-0.000684678j 0.00418906+0.00211078j 0.00252947+0.00243223j -0.00257375-0.00489904j 0.000386118+0.00300292j -0.00267397-0.00288314j -0.00117706-0.0026295j 0.00167998-0.00212693j 0.000547567+0.000682494j -0.000476416+0.00280843j 0.00109803-0.00757283j -0.00165826+0.000648959j 0.00171233+0.00250922j 0.00135266-0.00222145j 0.000396177+0.00326028j -0.000651904+0.000823311j 0.000371544-0.00167899j 
-0.00524966+0.00381771j -0.00195913-0.00331663j 0.00106262+0.000370762j 0.00326964+0.00203388j 0.000619906+0.00431294j -0.0039599+0.00205952j 0.00118491+0.00349846j 0.00131683+0.00161039j -0.00607159+0.00191782j 0.00155692-0.00187031j 0.00347187-0.000491567j 0.00425133+0.00114959j -0.000379703+0.000507331j -0.00577814-0.00191689j -0.000939062-0.00351789j -0.0043068-8.87323e-05j -0.000954267+0.00172892j 0.00672932-0.00148362j 0.00138565+0.0106309j -0.000170338+0.00314143j 0.00184735+0.00117136j 0.0031854-0.00441313j -0.00274917-9.60075e-05j 0.00163203-8.74335e-05j -0.000546298+0.00214369j -5.03119e-05-0.00426412j -0.00272807-0.000334151j 0.000953656+0.00340976j 0.00487046-0.00385249j 0.00278251+0.000244471j -0.00304058+0.000394677j 0.00260584+0.00138369j 0.00180119-0.00095895j -0.00508198+0.00242842j -0.00135559-0.00162183j -0.00335901-0.00303839j -0.0013791+0.00166418j -0.00171019+0.00354896j -0.00072308+0.0013921j -0.000679786+0.000280679j 0.00187547+0.00308807j 0.00123823-0.00279994j -0.000452486-0.00278647j -0.00460474-0.000242831j -0.00259257-0.00382246j -0.00199459-0.000515831j -0.0020204+0.00123847j 0.000761016+0.00229543j 0.00346035+0.000299803j -0.00502469-0.00035498j 0.00148437-0.00057245j 0.00086018-0.000615597j -0.00052037+0.0058236j 0.00216058-0.00289482j 0.000180224+0.0012875j 0.00203681+0.00345923j 0.00451207-0.00143643j 0.00165963-0.00363833j -0.00212+0.00254838j -0.00264744+0.00248676j 0.0044685+0.00436713j 0.00095494+4.72094e-06j -0.00407181+0.000863959j 0.000852652-0.0047425j 0.000203307+0.000730191j -0.0023783+0.00127412j -0.0059717-0.00312412j 0.00243739+0.00116014j 0.00260997-0.00366234j 0.00216781+0.00150424j 0.000919587+0.00334928j -0.00127666+0.000359206j -0.00276117-0.00428756j -0.00175394-0.00129498j 0.000786119+0.00297403j 0.00189647+0.000666534j -0.000993226-0.00269589j -0.00158044-0.00191819j 0.00118256+0.000820691j 0.00282991+0.00153676j 0.000841694-0.000702622j 0.000494748-0.000956982j -0.000770277-0.00534114j -0.000432863-0.00249317j 0.000160448-0.00137538j 0.00121643+0.00382391j -0.00236934-0.00366607j -0.00204944-0.00151991j -0.000238427-0.000316857j -0.000677316-0.000459672j -0.000378077+0.000601312j -7.17967e-05-0.000425976j 0.000742901-0.00177741j -0.000842484+0.000108939j 0.000712421-0.00235721j 
-0.00116706-0.00341014j 0.00173763-0.00250882j -0.00210647+0.00077181j 0.00119292-0.000674896j -0.00121175-0.000152102j 0.000428149+0.000872348j 0.000277222+0.00189902j -0.00039258-0.00385877j 0.0019554+0.000286387j 0.00104169+0.00329497j 0.00168251-0.000464909j 0.00227448+0.00211049j 0.00094096-0.00206385j -0.00110291-0.00109291j -0.000314314-0.00227031j 0.00199918+0.00193135j 0.00128847-0.00218349j -0.00882445+0.00186072j 0.00107881-0.00848048j 0.00151732+0.0036931j -0.00207154+0.00668471j 0.00559258-0.00327572j 0.002181-0.00314753j 0.00250851+0.00477893j -0.00180118+0.00273412j 0.00132877+0.00315755j -0.00282982+0.000202843j -0.00422749-0.00206758j -0.00104835+0.00583818j 0.00082069+0.00401015j -0.0033451-0.00267801j -0.000972537-0.000204396j 0.000672989-0.00328484j 0.00197135+0.00128958j -0.00339759+0.00149565j 0.00299512+0.000175989j 0.000128989-0.000356014j -0.000137161-0.00245753j 0.00289233-0.00105752j -0.00116302+0.00296236j -0.00470368-0.00181014j 0.000240808-0.000929969j -0.00462224+0.000159892j 0.00408147-0.00284191j -0.00426203-0.00115887j 0.000559371-0.00503419j -0.00277392-0.00524838j -0.00171287-0.00733862j -0.00183271+0.00287725j -0.000166745-0.00368348j 0.000557371-9.31863e-05j -0.00261216-0.00158145j 0.00184061+0.000153046j -0.000923388-0.000224319j -0.00209596+0.00221668j -0.000263969+0.00416859j -0.00177025+0.00364381j -0.00482265+0.000522467j 0.00199803-0.00230399j 0.00294168+0.00727491j 0.00275477-0.00462902j -0.00279532-0.00314286j 0.00352993-0.00437282j -0.00283199+0.00111831j -9.98946e-05+0.00288371j 8.2658e-05+0.00376762j 0.00130114+0.0042096j -0.00163333+0.00198749j -0.00416218+0.000453618j -0.00318169-0.000434327j 0.000333588+0.000856127j -0.00489787+0.000414552j 0.000108726-0.000990177j 0.00105536+0.000395045j 0.000396002+0.00141104j 0.0014321+0.00286238j -0.00305187-0.00296526j -0.00277545-0.00105838j -6.99849e-05+0.000427266j -0.00367628-0.00152061j 0.000796228-0.00201399j 0.00288548+0.00301874j -0.00126026-0.00324876j 0.00135412+0.0028911j 0.000322732+0.00213508j -0.00041632+0.000758403j 6.6411e-05-0.000334275j -0.00224722-0.00372079j 0.000341043+0.00490573j -0.00160852+0.00190273j 0.00113592+0.000739308j -0.00064289+0.00109019j -0.00132126-0.00419423j 0.000682111-0.00219383j 0.0017308+0.0012752j 
-0.00231684+0.0041939j -0.00490594-0.00126022j -0.000698886+0.000122139j 0.000957551+0.0011613j -0.000721268+0.00358843j -0.00301731-0.00101646j -0.00102736+0.000630586j -0.00196887+0.0042287j -0.00361192-0.00190673j 0.00251725-0.00255298j 0.0020746+0.0011157j 0.000117007+6.36547e-05j -0.00261695+0.00107109j -0.00259216+0.000354327j -0.00257176-0.00197982j -0.00320527+0.00278842j -0.000767153-0.00275017j 0.000182191+0.00406232j 0.000693255+0.000204382j 0.000248714+0.00373314j 0.00300206+0.00283079j 0.00388179-0.00378672j -0.000918977-0.00095j 0.00194947-0.00170243j 0.000704639+0.00218708j -0.000382449-0.00174544j -0.00229865-0.000356013j -0.00120646+0.00150693j 0.00312953+0.000590456j 0.00287235+0.00184274j -0.00293931-0.000387862j 0.000703093+0.000363687j 0.00169763-0.00207084j -0.00220431+0.00151985j -0.0013811+6.82478e-05j -0.0014316-0.00190653j -0.00123741-0.000245286j -0.000792778+0.00438094j 0.0025358-0.00137847j -0.000267438-0.00264514j -0.00062735-0.00731985j -0.000483081+0.00900266j 0.00013466+0.00474065j 0.00139307-0.00552192j 0.000944459-0.00100721j 0.00244582-0.00131024j -0.00126168+0.0020414j 0.00430292+0.000985919j 0.00238804-0.00465252j 0.00193705+6.86922e-05j -0.00240346-0.00462092j -0.00270835-0.00116395j -0.000614115-0.00791856j 0.00184551+0.00264739j 0.000357236-0.000471305j -0.00163126+0.00174255j -0.00175006+0.00201163j -0.00271318+0.000165688j -0.000586639+0.000467445j 0.000180481-0.00567312j 0.00161168-0.00572785j 0.000500708+0.0012626j -0.00395331+0.00361545j 0.00416801+0.000518142j 0.000400503-0.00122058j 0.000472912-0.00628644j -0.0011719-0.00389524j 0.00245381-0.000594422j 0.00127363+0.00109195j 0.00468403-0.00309113j 0.000571214-0.00159099j -0.000826961-0.0019544j -0.000985098-0.00351437j -0.000756721+0.00150847j -0.00414555-0.00106238j -0.00377266-0.000800354j 0.000860747-0.0025862j 0.00012705-0.000580128j -0.00234449-0.00152017j 0.00085771+0.00349475j 0.000647975+0.00103893j 0.000232971-0.00227542j -1.64311e-05+0.00100307j -0.00195619-0.00634979j 0.000108341-0.00169158j 0.000783907+0.000235442j 0.000679707-0.0021198j -0.000751307+0.00463752j 0.00144878-0.00247314j -0.00216301+0.000506949j 7.79723e-05+0.0024385j 0.000894128+0.00102119j -0.00222037+0.00120601j -0.00260286+0.00263135j -0.000896961-0.00229299j 
-0.00370138+0.000242741j 0.00149694-0.00555903j 0.00125838+0.0024136j 0.000785086-0.00076848j 0.00205615+0.00225975j -0.00151616+0.00279731j 0.00124158+0.000615306j 0.00220901-0.00160293j -0.00181534+0.00401611j -0.000572464-0.00062776j 0.000405707-0.00225486j 0.00404324-0.00116738j 0.00103271-0.000368095j -0.0029778-0.00171741j 0.00165138-0.00077569j -0.000910946+0.000318053j -0.0029681-0.00330543j 0.00150533+0.0086973j -0.00331064+0.00216293j 0.00271483+0.00247976j 0.00161855+0.00874603j 0.00891462-0.00585957j 0.00445173-0.00214237j -0.00103794-0.00432534j 0.00354404+0.00345109j -0.00129019-0.00247281j -0.00835907+0.00198986j 0.00162876-0.00219344j 0.00621187-0.000115494j 0.00450761+0.00089303j -0.00364057-0.0021984j 0.00146015+0.00171753j 0.00149093-0.00331251j 2.35001e-05+0.000335791j -0.000294572-0.000950016j -0.00132403-0.00482593j -0.00367608-0.0021072j -0.00124897+0.00452935j 0.00359153-0.00361734j -0.00268845-0.00341454j 0.00351909-0.00180806j -0.000932133+0.00244629j 0.00556046+0.000935378j -0.00369034-0.00187071j -0.000139559-0.00543704j 0.00319923+0.0028258j -0.004586-0.00359148j 0.000929461+0.00079633j 0.00499452-0.00211973j -0.00209909-0.0055129j -0.00453011-0.00640559j -0.00140611-0.00483625j -0.00365477-0.00457451j 0.00224054+0.00210594j 0.0031098+0.0016315j -0.000998209+0.00518939j 0.000534701+0.000802923j -0.00110768-0.00372492j 0.00120334+0.00106077j -0.000326817+0.00146752j 0.00388506-0.00443191j -0.000749292-0.00165122j -0.00282267-0.00045436j -0.000742404-0.00199102j -0.00138391+0.00322302j -0.00270334-0.000596217j -0.00645517-0.00191401j 1.72177e-05-0.00129863j -0.00148316-0.00355613j 0.000866087+0.00153963j -0.00122752-0.000107217j 0.000652281+0.00280169j -0.00385638-0.00379841j -0.000702583-0.000255088j -0.000559269-0.000485074j 0.00165026-0.00206101j -0.000408438-0.00403589j 0.00300687+0.000301924j 0.000282534-0.000249973j 0.00502922+0.00508833j 0.00184845+0.00207567j 0.00259964-0.00158468j -0.00136188-0.00182462j -0.000611911-0.00743879j -5.33206e-06-0.000390711j -0.000987099+0.00296908j -0.00193817-0.00296397j -7.91475e-05+0.00105691j 0.000481823-0.00321717j 7.39991e-05-0.00165211j -0.0016453+0.000430745j -0.00206351-0.000296255j 0.00248146+0.00456431j -0.0048462+0.00601946j -0.00346938-0.0053093j 
