-0.141195+0.124858j 0.120776+0.164905j -0.230323+0.0780471j -0.0281299-0.234369j -0.125958+0.06353j 0.0952071+0.0637347j -0.0441512-0.148181j 0.209247+0.00578966j -0.0194897-0.0481936j 0.0304405-0.00702178j -0.05123-0.072752j 0.0131611+0.078483j -0.1057+0.137952j 0.049807+0.0468455j 0.035424+0.0372287j -0.0341385+0.0423103j 0.011913+0.0150023j -0.0203387-0.0508331j -0.0286334+0.0138611j 0.175127+0.121478j -0.0886729+0.0408399j 0.0276371-0.0330742j -0.071499-0.0601919j 0.0916994+0.0608499j 0.0187893+0.017034j -0.0981881+0.03852j -0.00872285+0.0948556j -0.13917-0.065762j -0.0147677-0.0427844j 0.0420247+0.0935963j -0.0054635+0.116565j -0.0711187-0.0158136j 0.0066321+0.0514823j -0.0161942-0.0170163j -0.0219071-0.0487447j -0.00863934-0.0498352j 0.013693+0.0312797j -0.0299697+0.024884j -0.104146-0.00209868j 0.0414143-0.05909j -0.068085-0.0443452j -0.00480424+0.0279541j 0.0202196+0.0626983j -0.022937+0.0906427j -0.0400351-0.0308879j -0.045997-0.0886783j 0.0953042+0.00466653j -0.0260094-0.021083j -0.0597477+0.113862j -0.0461837+0.0966159j 0.0657037-0.0425065j -0.0465499-0.0702033j 0.108365+0.044013j 0.000971513+0.0327045j 0.0118998+0.0475966j 0.0630249+0.0806599j 0.0400043+0.0226161j -0.00307442+0.0757308j 0.0457014-0.0873601j -0.0428637+0.0134615j 0.0500058+0.0921003j 0.0584495+0.0698394j -0.0456123-0.179554j 0.0317674-0.0818142j -0.106811-0.0851727j 0.131114-0.0563347j -0.14963-0.135341j -0.173085+0.120942j 0.152045+0.100554j -0.125228+0.166209j 
0.00717208+0.000735744j 0.00431909-0.0101356j -0.00172096-0.000736975j 0.00412357-0.000464244j 0.0117612+0.0133018j -0.000634773+0.00149689j 0.0112894+0.00425227j 0.0123559+0.00258295j -0.00486631-0.0208341j 0.00471819+0.00605137j -0.00620894-0.00538747j -0.00970486-0.0060937j -0.000502691-5.24192e-05j -0.00881165+0.0115769j -0.00728736-0.00560036j -0.00106204+0.00740708j 0.00766654-0.00197288j 0.00581228-0.00457025j -0.0104301-0.00113769j -0.0036728-0.002977j 0.00426792-0.0202036j 0.00273058-0.0169206j -0.00337827-0.0148392j 0.012828-0.0096908j -0.00690493-0.00419896j 0.0167228+0.00156884j -0.00713228+0.000457323j 0.0137519+0.00304278j -0.00632452+0.00480863j 0.00581262-0.000586389j -0.0147283+0.0074382j -0.0121704+0.00633888j 0.0156637-0.00648131j 0.00635305-0.00425152j -0.00147484-0.00967651j -0.0112586-0.00931152j 0.00970763-0.00391986j 0.00513933-0.0085538j 0.00136083+0.00679392j -0.00645728-0.0152311j -0.00989882-0.00403332j 0.00234113+0.00808382j -0.00755606+0.00236777j -0.00419929-0.00116333j 0.0128251-0.0113051j -0.00541789+0.00752398j -0.0228083-0.00632322j -0.0130535-0.00573017j -0.0134881-0.0112586j 0.00134379+0.0111147j 5.75337e-05+0.00549501j 0.00232826-0.00308914j 0.00892966+0.00357956j -0.000593792+0.00136869j 0.00406263+0.0113546j 0.00369849+0.00208538j -0.000557814+0.00931882j 0.00316246-0.00636452j 0.00351365+0.0124717j -0.00699137+0.00575651j 0.00737138-0.00386906j 0.00250002+0.00309013j -0.00074434+0.00521002j 0.0001093-0.00350965j 0.0052984-0.00334179j 0.00335092+0.000229883j 0.00388985-0.00127479j 0.00176473-0.00291872j 0.00517875-0.00216163j 0.000952944+0.0024345j 
-0.00156991+0.00967234j 0.00885433+0.000460196j 0.00558033-0.00218687j 0.00331299+0.00381394j 0.00769125-0.0128989j 0.00216697+0.00209569j 0.00975807-0.0143104j -0.000337337-0.0117116j -0.0179915+0.00400255j 0.0154171-0.00408359j -0.00671902+0.00243348j -0.00368002+0.00436817j -0.00251592+0.00105381j 0.0110998+0.0183086j 0.00101071+0.00955074j 0.00942109+0.00923317j -0.00292339-0.00351224j 0.00409061+0.00444103j -0.00595149+0.0141942j 0.0157008-0.000535611j -0.00249898-0.0123507j 0.0120991-0.0168899j 0.013442+0.00334241j -0.0153042+0.00866538j -0.0108535+0.010546j 0.0217329+0.00949918j 0.0011512-0.0158439j 0.00850045-0.0052497j 0.0121264-0.0169446j 0.0100581-0.00780373j -0.00878515-0.0147774j -0.00413739-0.00088629j 0.000174153+0.00114954j -0.0172395-0.00496895j -0.00832738+0.0144455j 0.00211054-0.0111154j 0.0137403+0.0178317j 0.00898536-0.0127125j -0.0130873+0.010624j 0.0143494-0.0129056j -0.00459149-0.000993259j -0.00390728+0.00302547j -0.0129138-0.00625294j -0.0051759-0.00136774j 0.00883628-0.000273679j 0.00162307-0.00645586j 0.0067573+0.00294279j 0.00272477-0.00225496j 0.00571417+0.00263748j -0.00284465-0.0191368j 0.00174936-0.00305168j -0.010679+0.00607154j 0.00156087-0.00358327j -0.00168827+0.00427226j -0.00367417+0.000753544j 0.00118432+0.000199369j -0.00186655-0.00725968j 0.00212681+0.00640174j -0.00326453+0.0106107j -0.00530991+0.00106199j 0.00046781+0.000954627j 0.000265184-0.00110178j -0.00028093-0.00628463j 0.00602706-0.00416682j 0.0059276-0.000932921j 0.000822747+0.00454269j -0.00161716+0.00380911j 0.00380012-0.000588471j 0.00194924+0.00148959j -0.00195404+0.00164514j 
-0.00451699+0.00343771j 0.00176275+0.00755528j 0.00394409+0.00106136j -0.00193463+0.00347021j -0.0106891-0.00929143j -0.00195078+0.00152017j -0.00316921-0.00193244j -0.00534337-0.00225223j 0.00529214+0.00924817j 0.00229663-0.00213332j 0.0040281-3.44991e-05j 0.00342841+0.00173192j -0.00105306-0.00175639j 0.00404793-0.00186981j 0.00527656+0.00266461j 0.00132089-0.00048998j -0.000312471+0.000862825j 0.000819576+0.00249687j 0.00363082+0.00328802j 0.00645616-0.000936996j -0.00027281+0.007438j 0.00737252+0.00191204j 0.00430413+0.0056734j -0.0056555+0.00790408j -0.000916677+0.00562929j 0.000419895+0.00325101j 0.00352426-0.00301818j -0.00347748-0.000332699j 0.00376696-0.00569066j -0.000986126+0.00146408j 0.00593493-0.0103542j 0.0042551-0.00257446j -0.00883268+0.00451129j -0.00754846+0.00111325j -0.000436048+0.00399384j 0.00469848-0.00260633j -0.00091729+0.00708993j -0.00229284+0.00264266j -0.00577834+0.00274866j 0.00922855+0.00262811j 0.000849985+0.00193589j -0.00175816-0.00466278j -0.00228736-0.00385477j -0.00192569-0.000927886j -0.00311003+0.00285233j 0.000278011-0.00256538j 0.0119134-0.00201638j 0.00533142-2.44912e-05j 0.0101866+0.00326783j -0.00342742-0.00698736j 0.00139239-0.00438016j -0.00276805+0.00363436j -0.00671772+0.00054692j 0.00134118+0.00227025j -0.00393399-0.00520998j -0.00102122-0.000823959j -0.00310974-0.00590358j -0.000164151+0.00632099j -0.00542119-0.00536939j 0.00146292-0.00237506j 0.000300599+0.00310737j 0.000105614-0.00022332j 0.00117304-0.0067113j 0.00263456+0.00250318j -0.000457799+0.0012977j -0.00104928+0.00372905j -0.00305804+0.00158653j -0.000164672+0.00300045j -0.000489478+0.00239647j -0.000614772+0.000946945j 
0.00119907+0.00272767j 0.00250899-0.000589169j 0.000225976-0.0021266j 0.0022644+0.000292035j -0.00241897-0.00397931j 0.000581051-0.000601116j -0.000759492-0.00337895j -0.00258143-0.000885587j -0.000731246+0.00440565j 0.00228017-0.00227321j 0.00015669+0.00116017j 0.000211416+0.000203405j -0.000116473+0.000458485j 0.00548559-0.000181963j 0.00216247+0.00168011j 0.00272877+0.000124432j -0.000304345+5.2784e-05j 0.00143221+0.00163035j 0.00216544+0.00359398j 0.00101287-0.00279396j -0.00256681-0.00145019j -8.011e-06-0.00390415j 0.0018955+0.000355574j -0.00157876+0.00392676j 9.64224e-05+0.00468244j 0.00349812-0.00360636j 3.67058e-05-0.00161445j 0.000258851-0.00155529j 0.000686451-0.00471056j 0.00166159-0.00191041j -0.00256113-0.00196133j 0.000258113-0.000605285j -0.00226642+0.00140199j -0.00473165+0.0026588j 0.000229722+0.00336135j -0.00184213-0.000883232j 0.00491631+0.00109848j -0.00137778-0.000886797j -0.000577397+0.00327254j 0.00140032-0.00295663j -0.000229361+0.00226455j -0.00103104-6.5692e-05j -0.0016594+0.000410437j -0.00108178+0.00220711j -0.000130494-0.000607954j 0.000131261-0.00106924j 0.000230395-0.00172137j 0.000254884-9.86339e-06j 0.00158392-0.00181868j -0.0038951-0.000830071j -0.000448908-0.000732446j 0.000462553+0.00241832j -0.00204911-0.000620213j 0.00187276+0.00109497j -0.00120986-0.00154856j -0.00121218-0.0011952j -0.00183265-0.00265085j 0.00239578+0.00201249j -0.000605969+0.00218664j -0.000464502-4.92364e-05j 0.000891201+0.000274371j 0.000680686+0.000578755j 0.000182892-0.00175567j 0.00100025-0.000225581j 0.000653204-0.000125569j -0.000426974+0.000995221j 0.00044391+0.000432458j -0.000202412-0.000520006j 0.000671261-0.000677534j 0.000841694+0.000754021j 
0.00143608+0.0027949j 0.00331684-0.00125311j -0.000382077+0.00221238j -0.00184514-0.000733411j 0.000433239-0.00197212j -0.00225912-0.000811358j 0.000306885+0.00131657j 0.000361973+0.000153545j 4.99595e-05+0.000266009j -0.000387801+3.84018e-05j 0.00249834+4.28537e-05j -0.00070289+0.00431221j -0.00156474+0.000378022j -0.00145876-0.000220511j 0.0012483+0.00165121j -0.00173456-0.00116374j 7.09368e-05+0.0012467j 0.000317304+0.000604566j -0.000126181+0.000205121j 0.00191251+0.00042818j -0.00242866+8.64963e-05j 0.00075144-0.00168198j 0.00105654+0.000129727j 0.00162676-0.000517918j 0.00068547-0.00121477j -0.00165305+0.00180572j -0.0019396-5.47498e-06j 0.000148521-8.12682e-05j -0.00133005-0.00158671j -0.00173487-0.000478962j 0.000808185+0.00221307j -0.00184505-0.000266921j 0.00108194+1.31182e-05j -0.00149879+0.000232702j 0.000625381+0.000628439j 0.00102159-0.00102521j 0.000120838+0.000764103j 4.61011e-05-0.0017896j -0.00256085+0.00122179j -0.00115045+0.000578404j -0.00181114-0.00125623j -0.000282291+0.000939938j 0.000735229+0.00120828j -0.000581371-0.000951755j 9.61415e-05+0.00103406j -0.00192278-0.000567173j 0.000540661+0.00201508j 0.000756773-0.000352842j -0.00178955-0.00125489j -0.000123493+0.000538811j 0.000846929+0.000369724j 0.000657628+0.000643138j -0.00107261+0.00152891j 4.85476e-05+0.000936662j 8.06236e-05+0.000397689j -0.000900321+0.000881608j -0.000540669+0.00128887j -0.000732773+0.000188442j 0.00030433+0.000363636j -0.00148611+0.00176364j 0.000886051+0.000339888j 0.00103634+0.0009773j 0.00158547+6.5073e-05j -0.00123829+0.00182739j 0.00179846-0.00240787j -0.000582922+0.000652839j 0.00099182-0.00286655j -0.00223917-0.000399329j 0.00552523+0.00100259j -0.000686584+0.00490865j 
0.00257075-0.0020045j -0.00235714-0.00270305j 0.00247413-0.00263478j 0.00292791+0.00292755j 0.00161831-0.00210136j -0.000783727+0.000928806j 0.00378511+0.00194131j -0.00250195+0.00407225j 0.000121118+0.00177174j 0.00130637-0.000269473j -8.00973e-05-0.00090557j 0.000236287+0.000919481j -0.00137962+0.000958564j -0.000953888+0.000669321j 0.000198331+0.000782338j -0.00148357+0.000445639j 0.00139778+0.000973899j -0.000431029+0.00141439j -0.000576501+0.00207899j -0.000514167-0.00180634j 0.000904501+0.000186636j -0.00180294+0.00132425j 0.000404238-0.00142091j -0.000649202-0.000214506j -0.00192549+0.0012718j 0.00152039-1.58141e-05j -0.000733129+0.000783116j 0.000598429-0.00127671j -0.00147544+0.000883555j -0.000770937+0.00088818j 0.00123847+0.000154959j -0.000456283+0.000839554j 0.000277884-0.00204682j 0.00116372+0.000853122j 0.00130844-0.00154183j -0.000275322-0.00129378j 0.000578829-0.000754514j -0.00184129-0.00102883j 0.00111866+0.000780842j 0.00161423+0.00185432j -0.00107005+0.00117222j 0.00127399-0.000671693j 0.00120653+0.000131464j -0.00171521-0.000207293j 0.00108732+0.000994544j -0.000549145+0.000468781j 0.000992493-0.00057962j -0.000772665-0.0014954j -0.0015153-0.00054524j 0.000249278-0.000986118j -0.000130314+0.00119199j 0.000117235+0.000807039j -0.000175742-0.000925153j 0.00100335+0.00147733j 0.000671285-0.00157822j 0.000156623-0.000873173j 3.07803e-05+0.000582401j 5.86427e-05-0.000538358j -0.000180572-0.000270858j 0.000959552-0.00117418j 0.000119269-0.00111087j 0.00206504+0.00170372j 0.000306064+0.00189225j -0.00134481+0.000519357j -0.00109659+0.0018441j -0.00282726-0.00172288j 0.000561743+0.00133244j 0.000812455-0.000217348j 1.16746e-05-0.00500365j 0.00452686+0.000141973j 
0.00432138+0.00534742j 0.00661731-0.00380986j -0.0013988+0.00150277j -0.00100631-0.00273683j 0.00413372-0.000476348j -0.00404998-0.00217993j 0.00325456+0.00427464j 0.000230153+0.000451786j -0.00121637-0.00135361j 0.00221228+0.000786749j 0.00314168+0.00102659j -0.00457932+0.00566751j -0.000401748-5.52716e-05j 0.000677939-0.00186649j -0.00141138+0.00320848j -0.000861731-0.00323119j 0.00010458+0.00141736j -0.00234315-0.000638853j -0.00194267+0.00215512j 0.000681811-0.000522004j -0.00144062+0.00089283j 0.00210349+0.00177137j -0.000335581-0.000780453j -0.000218755+0.000726271j 0.000345043-0.000669595j -0.000822093+0.00134519j -0.00322885+5.68483e-05j 0.00191369-3.0417e-05j 8.24584e-05-0.00223767j -0.00117678-0.00189424j 0.00125169+0.00260564j -0.00333132+0.00235269j 0.00312809+0.00227163j -0.00135866+0.00180436j 0.00297849-0.00105992j 0.00212287-0.00278437j 0.000632068-0.00134229j 0.00135924+0.000210367j -0.00426915+0.00265392j 0.000860646+0.000615414j -0.00309707-0.00121686j 0.0018687+0.00105107j 0.00232834-0.000265559j -0.00105976-0.00169897j 0.000875128+0.00671795j -0.0028387-0.000119998j 0.00404256+0.00198571j 0.00116673-0.00184586j -0.00356118-0.00191603j -0.00118833+0.000397416j -0.00342367+0.0032236j -0.00148723-0.00121862j -0.00141888+0.00283495j -0.000976246+0.000935225j 0.0013314+0.000327077j -0.000779086+0.00324986j -0.000138434-0.000788643j 0.000329736+0.000653791j -0.000832886+0.0035089j -0.00054958+0.0029052j 0.00033571-0.00239707j -0.0017693+0.00143099j 0.00478435-0.00138985j -0.00160647+0.0032139j 0.00129691-0.00307981j -0.00137743+0.00280768j 0.00415313-0.00754564j -0.00342027-0.00273226j 0.00804806-0.00143114j 0.00207821+0.00699738j 
0.00602862-0.00473163j -0.00395159-0.0046255j 0.00616547-0.00140417j 0.00167121+0.00587089j -0.00133225+0.00195913j -0.00289148+0.00164555j 0.00401813+0.00974023j -0.0053359+0.00108967j -0.000549181+0.00139118j 0.00614444+0.00444944j 0.00223801-0.00385208j -0.00268008+0.00152872j 0.0010184-0.000345363j 0.00273405+0.000954732j -0.00188412+0.00163068j -0.00129991-0.000726655j -0.000620618+0.00250477j -0.00300338-0.00166796j -0.00276167-0.00105267j -0.00125807-0.00403605j -0.00184592+0.00278906j 0.000654567+0.00376405j 0.000931815-0.00169635j -0.00287403-0.00141112j -0.0018285-0.00169777j 0.0012617-0.0008455j -0.00308049+0.00208891j 0.00410804-0.00212829j -0.000965202-3.88452e-05j -0.00341988+0.00213091j 0.00310341+0.000710151j 0.000442004+0.00135919j 0.00220318-0.00101115j -0.00142225+0.00312468j 0.00464621-4.87411e-05j -0.00207714-0.0053568j 0.00299123-0.000248516j -0.00273718-0.000709156j 0.00250582+0.00355095j 0.00263071+0.000862124j -0.00329047+0.000973241j 0.00279258+0.00119864j 0.00190943-0.00509142j -0.00432855+0.00108121j 0.0047979+0.0020192j -0.00253944+0.00365738j 0.00523971-0.000658015j -0.000827064-0.00434878j -0.00247181+0.00119003j -0.00146369-0.00263048j -0.00152604+0.00377998j 0.00408567+0.000998086j 0.000821638+0.00111721j -0.00152871+0.00164619j 0.00178225+0.00125709j -0.000641318+0.00202671j 0.00289165+0.00149609j -0.000155136-0.00183397j -0.00335799-0.000789356j 0.000468396+0.00228503j 0.00191737-0.00149318j -0.00022393-0.00138991j 0.00217043+0.00319134j -0.00269865+0.00300592j 0.00168061-0.00102198j -0.00817712-0.00194901j 0.00598835-0.0010323j 0.00136333+0.000465901j -0.000969421-0.00458814j 0.00567995-0.00161527j 
0.00283582-0.00636024j -0.0079145-0.00245398j 0.00417733-0.00383998j 0.00351653+0.00542064j -0.00416215-0.00171778j 0.000387451+0.00106408j -0.000884968+0.00100468j -0.00145783+0.00330615j 0.000656771+0.0018748j 0.000367828+0.00381759j -0.00107538-0.00117554j 0.00299701-0.00760589j 0.00159517+0.00064571j -0.000660377+0.00465605j 0.000704052-0.00329349j -0.000208778+0.00431026j 7.23187e-05-0.00181734j 0.00350661+0.000305605j -0.000288309-0.00258905j -0.0035805-0.00289123j 0.00145638+0.00156294j -0.00515532+0.00185523j 0.0027231-0.00144986j -0.00422392-0.000553178j -0.0030336-0.00109632j 0.00567264-0.0019967j 0.00365749-0.000784282j 0.000173312-0.000859366j -0.00239108+0.00542769j 0.000319433+0.00219324j 0.00253718-0.00595473j 0.00069518-0.000732417j -0.00417848-0.00441971j 0.00312884+0.000940759j 0.00110785+0.000507473j -0.00165021+0.000800401j 0.00323938+0.000573252j -0.00590629-0.00145185j 0.0073417+0.0011288j 0.00314856+4.72649e-05j 0.00268974+0.00195846j 4.80455e-05+0.00165979j -0.00250188-0.00298312j -0.00244373-0.000229528j 0.00612096-0.00688142j -0.000381802+0.00113264j -0.00372941-0.00341686j -8.86559e-05-0.00553071j 0.00315874+0.0015637j -0.00127015-0.0045585j 0.00131524-8.41437e-05j 0.00592702+0.00203869j -0.000776584-0.00540108j -7.75302e-05+0.00123878j -0.000980302+0.00193864j 2.43547e-05-0.00426673j -0.000494661+0.00378393j -0.00142648-0.00142676j -0.00118251-0.0029947j -0.000263764-0.00168417j 0.00499581-0.00153353j 0.00293628-0.00236225j 0.00212256+0.00582051j -0.0019772+0.00030139j 0.00105163+0.00387867j -0.00250596-0.00438691j 0.0035893+0.00771374j 0.00194742-0.000347815j -0.00717836-0.00423056j 0.00451971-0.0059848j 
-0.00226678-0.0022705j -0.00216825+0.00236369j -0.00355949+0.00109769j -0.00239909-0.00426156j -0.00483244+0.00229521j 0.00278504+0.00167241j -0.00356938-0.00386061j 0.000814975-0.00408859j -0.00141087-8.27413e-05j 0.0011716+0.00197275j -0.00186101-0.00175485j 0.00289156-0.00513817j 0.00272543-0.000219761j 0.0039588-0.00123273j -0.00028583+5.4e-05j 0.000777547+0.00013199j -0.00156625+0.000777566j -0.000898527+0.000343848j 0.00271438-0.00146711j 0.00118641+0.00051491j 0.000290749-0.00127598j 0.00221962+0.00142237j -0.00223279-0.000530515j 0.000370437-0.000167455j 0.00170567+0.0022924j -0.000168615-0.00219609j -0.000738505+0.00161069j -0.0010929+0.000672893j 0.0026955-0.000457404j -0.000376901+0.00108128j -0.00447091+0.000933309j 0.00428093+0.00139738j -0.000911661+0.000381941j 0.00131917-0.00236536j -0.00289804-0.00119429j -0.00254124-0.00182389j -0.00338696+0.000467804j 0.000739213+0.000624129j 0.0014504-0.000777443j -0.00203158-0.00221679j -0.000150321+0.00172911j -0.000225896-0.00337932j -0.00031123+0.00409022j -0.000869156+0.00528792j -0.000980626-0.00496063j -0.00217006+0.000195664j -0.0027716-0.00268481j -0.00602605+0.0014845j 0.00075027+0.00048822j 0.000921042+0.00272171j 0.00498194-0.000913362j 4.15164e-05+0.00294762j -6.78503e-05+0.00071228j -0.000562468-1.10133e-05j 0.000553935-0.00118873j 0.000125216-0.00418806j 0.000789616-0.00153078j -0.00182976+0.000205375j 0.000625527-0.00296218j 0.00126176-0.000680555j -0.00168635+0.00283585j 0.0010084+0.00308026j -0.0035473+0.0013975j -0.000225467-0.00103117j -0.00174184+0.00200611j 0.000696908-0.00355645j -0.00201102-0.00203816j -0.00305829-0.000114117j -0.00286984+0.00239779j -0.00247375-0.0032063j 
-0.000500471+0.00504851j 0.00230583-3.02716e-05j -0.00577311-0.00097007j 0.00324006-0.00453762j 0.00438114-0.00461949j 0.00206066-0.00136351j 0.00049574-0.00437807j 0.00379788+0.00580829j -3.30784e-05-0.000317487j -0.00598835-0.00259642j -0.00396388+0.00463992j 0.000421436-0.00383557j -0.00482267+0.00434419j -0.00631464+0.00344227j 0.000854568-0.00385857j 0.00104693+0.00120638j 0.00230547-0.00441701j 0.00385764+0.00290664j -0.00065043+0.00274284j 0.000760427+0.00184863j 0.00316241-0.00176099j -0.00817774-0.00174783j 0.00145166+0.000453146j 0.00271661+0.00328817j -0.00155644+0.000791893j 0.00318372-0.000128965j 0.00711329-0.00221789j -0.00324447+0.00281745j -0.00286197+0.00231224j 0.00465343-0.00204162j -0.000646577-0.00128636j -0.0034208-0.00370313j -0.00400124-0.00128299j 0.000874851-0.0013924j -0.000785927+0.00173718j 0.00587996+0.00748632j 0.000881892+0.000878129j 0.000590018-0.00220989j 0.000560669-0.00273634j -0.00166903+0.00233133j 0.00266244-0.00281431j -0.00169248+0.00306199j -0.000995757+0.00181837j 0.00134179-0.00765893j -0.00403038-0.0020609j 0.00180768-0.00404706j -0.00752139+0.00389466j 0.00766233+4.13013e-05j 0.00401758-0.00249477j 0.00127603-0.000491507j -0.00478424-0.0033895j 0.000885209-0.000479178j -0.00312109-0.00481299j -0.000208927-0.00132856j -0.00245696+0.000479763j -0.00108326-0.00238281j -0.00399836-0.000754597j 0.0019998+0.00180142j 0.000954811-0.00215649j 0.00221517-0.000983699j 0.00594273-0.00154867j -0.00268962-0.000863209j 0.0064983+0.0011545j 0.00336813+0.00177044j -0.00305215+0.00355409j 0.011747+0.00169583j -0.00522883-0.00106014j -0.0077151-0.00242598j 0.00196652-0.00138319j 0.0016568+0.00451138j 
0.00313618+0.00500689j 0.00471961-0.00515792j -0.00275735-0.00236319j 0.00244724-0.00211309j 0.00939124-0.00140509j -0.0012283-0.00137221j 0.00388409+3.83931e-05j -0.00112392+0.00291231j -0.000253486-0.00104836j -0.00264777-0.000176641j 0.000663807+0.00198884j -0.000181109-0.00246609j -0.000315018-0.00055135j -0.00261475-0.00302475j -0.00301256-0.000916601j -0.00168578-0.00654789j 0.00155166+0.000440186j -0.000473138+0.000537039j 0.000158378+0.00489788j -0.00353342-0.000344523j 0.00244177-0.000536673j 6.28147e-05+0.00154315j -0.00105475-0.000546236j -0.00203986+0.000810579j -0.000771845+0.00196029j 0.00340076+0.00057754j -0.000873725+0.00146977j 0.00245711+0.00380963j 0.000617368-0.00272438j -0.00181166-0.00257368j -0.00499835+0.000100522j 4.24521e-05+0.00489543j 0.00265248+0.00291672j 0.000602464+0.00118144j 0.00235464-0.00186072j 0.00690927-0.00433225j -0.00259714+0.00138552j 0.0061491-0.00318465j -0.00475096+0.00458798j 0.00257552+0.00300577j -0.000889709-0.000630029j 0.00129257-0.00082651j 0.00556425+0.00213262j -0.00185653-0.004205j 0.00534847+0.0118421j -0.00850578-0.00307244j 0.00536147-0.00112722j 0.00275813-0.00207503j -0.00430353+0.0021081j 0.00240073-0.000459993j -0.00538815+0.00477844j -0.00708019+0.00307949j -0.000336151+0.00396775j -0.00496813-0.00150939j 0.00304796-0.000328886j -0.000843226+0.000914698j -0.00210225-0.00666863j 0.00317045+0.00179118j -0.0025759+0.00467883j 0.000576087+0.00476963j -0.00088808+0.000380038j -6.67555e-05+6.35111e-05j -0.00410417-0.00231424j -0.00656525+0.0053529j -0.00559634-0.00144523j -0.00383667+0.0109552j -0.00195792-0.00899213j -0.000196358-0.00484213j 0.0034307-0.00521175j 0.00306391+0.00413299j 
-0.00228934+0.00408893j 0.00252479+0.00180164j -0.00264455+0.00210042j -0.00187661-0.00131004j 0.00145408-0.00179596j 0.00243341-0.00102943j -0.00287073-0.00260208j -0.000286043+0.00128321j 0.00104391-0.00236766j -0.00303861-0.00144396j -0.00127691-0.000247107j -0.00113826-0.00178199j -0.00270906+0.00043416j -0.00474197-0.00183647j 0.00178979+0.00104206j -0.00168767+0.00245025j 0.00336772-0.00137813j 0.00380283+0.00114146j 0.00308516-0.000546707j 0.0011422+0.00096386j -0.00172052-0.00383521j -0.00238338-0.00152501j 0.000327073+0.00119954j -0.000314284+0.00105002j 0.00210329+0.000256969j -0.000384439+0.00181207j -0.00234538-0.000978204j -0.000432026+0.00133808j 0.000968439-0.000663827j -0.000648486-0.0035273j -0.000987092+0.00436226j -4.19397e-05+7.37445e-05j -0.00131237+0.000918316j 0.00195694-0.00239502j -0.00383588+0.00172386j 0.00326645+0.00184484j -0.00514748-0.000280883j 0.00146166+0.000417107j -0.00535571-0.0019716j -0.00143476+0.00451865j 0.00254909-0.00019048j -0.00276997-0.00336925j 0.00447644+0.00653831j 0.00363003-0.00205302j -0.00801256+0.00451011j 0.00245159-0.00321234j -0.00242228+0.00534639j 0.00222783+0.00645337j -0.00252884-0.0034736j 0.00407261+0.00240831j 0.000179727-0.0032945j -0.00512042+0.00258437j -0.0015128+0.00409886j -0.000474692+0.000224411j -0.00198617-0.0067228j -0.00244069-0.000902263j -0.00365545-0.00548902j -0.00297579+0.00219061j 0.00162092+0.00518589j 0.000768379-0.00107813j -0.00525874+0.00132351j 0.000558728+0.00223909j -0.00654625+0.00565446j 0.000123916+0.00857852j -0.00367293+0.00627261j 0.00945271+0.0072731j -0.00840051-0.000679977j -0.00225077-0.00316309j 0.00183854+0.000783156j -0.000819766+0.00392893j 
-0.00392854+0.00525306j 0.00389408+0.00371249j -0.00495252+0.00359852j -0.00323816-0.00341599j -0.000121272-0.00154695j 0.00177353+0.000671743j -0.00410779-0.001014j -0.000835987-0.000936326j 0.000189879-0.00317712j -0.00257542-0.00123249j -0.00151363-0.00124795j -0.00221949-0.000805495j -0.00248452-0.000569596j -0.00291088-0.0032045j 0.000768661+0.000385293j -0.00276053+0.000614721j 0.00398784-0.000497572j 0.00110281+0.00300813j 0.00391988-0.00150481j 0.00353353+0.000643017j -0.00395016-0.00241326j -0.000533225-0.00335336j -0.00177782+0.00169752j -0.00187478-0.00114983j 0.00480624+0.000970733j -0.0013124+0.00174814j -0.00174759-0.000206114j 0.000486329+0.00287807j 0.00134228-0.00231407j -0.000396171-0.00124791j -0.00319916+0.00616758j 0.00183316-0.000398982j -0.000263016+0.00217536j -0.000256135-0.00278417j -0.00535737+0.0002516j 0.0043129+0.00105509j -0.00573684-0.000805705j 0.00178412+2.37255e-05j -0.00595868-0.0038931j -0.00130128+0.00382294j 0.00116399+0.000781953j -0.00318782-0.00338092j 0.00512769+0.00590921j 0.00286495+0.00190137j -0.00873278+0.00834155j 0.0034543-0.000390586j 0.000121301+0.00582033j 0.00175278+0.00801229j -0.00440137-0.001317j 0.00559267+0.00384903j -0.000618912-0.000966056j -0.00632922+0.00225285j -0.00204594+0.00581554j 0.00060492-0.00154193j -0.000734909-0.00718544j -0.00120702+2.40638e-06j -0.00479895-0.00636728j -0.00363236+0.00303473j 0.0021883+0.00664082j 0.00135162-3.23253e-05j -0.00913915+0.00173197j 0.00160616+0.0028612j -0.00927007+0.00517775j 0.000474695+0.00825312j -0.00225183+0.00621652j 0.00973155+0.00912138j -0.00880193-0.00337194j -0.00306013-0.00288961j 0.00239623+0.00255554j -0.00257141+0.00457567j 
