-0.00295329+0.000695745j -0.000873304+7.61995e-05j 0.00388016-9.13835e-05j 0.00242559-0.00172533j 0.00244513+0.00150076j 0.0101015-0.00416519j -0.00288864-0.00293716j 0.00388898-0.00791756j 0.00152588-0.00232288j 0.00243059-0.0051885j 0.00699499+0.01029j 0.00317423+0.0242975j -0.00877037-0.0179721j -0.00108721-0.00902602j -0.00312779-0.00118369j 0.00603751+0.00469009j -0.00257348-0.0122291j -0.00949055-0.0296884j 0.00182769-0.0139647j -0.0224146+0.00690062j -0.00259116+0.00749171j 0.00762221+0.00413827j -0.00124531-0.00382056j -0.0033-0.000798648j -0.000397579+0.00876838j 0.00264638+0.000881136j 0.00183327-0.0019098j -0.00440375-0.00312342j 0.00144775-0.00460231j 0.00396492+0.00280232j 0.000509383-0.0128137j 0.00221819-0.00262009j 0.00222992-0.00467739j 0.00152412-0.00207364j -0.00251954+0.00450053j 0.00163423+0.000121592j 0.000508898-0.000518457j 0.000980237+0.00316642j -0.000949475+0.00528402j -0.00486128+0.00446167j 0.00151635+0.00362605j 0.00165819+0.00037139j -0.0064295-0.00790095j 0.000108514+0.000894316j -0.000661026+0.00450805j 0.00202449+0.00115208j 0.00189197-0.00491065j 0.00294706+0.000386338j -0.00280291+0.000809175j 0.001769-0.00429901j 0.00244495-0.00162747j 0.00411123+0.00279416j 0.00431524+0.00252756j -2.38214e-05-0.00967268j 0.00024483-0.00750605j -0.000559257+0.00805442j 0.00408473+0.00188038j -0.00222146-0.0130876j 0.00524848-0.0103544j 0.000371065+0.00170914j 0.000248474-0.00125251j 0.00265865-0.00233997j 0.000741629+0.00077132j 0.000500676+0.00188993j 0.000637995+0.00106074j -0.00225811+0.00143449j -0.000451586-0.000697085j -0.000992917+0.00183953j -0.000183761-0.000491122j 8.5317e-05-0.000202745j 8.44579e-05-0.00252811j -0.00116361+0.000766299j 0.000334857-0.00217198j 0.00182066-0.00020111j -0.0025563-0.000205304j 0.00119063+0.00166215j -0.00245886-0.0019722j 0.000289556-0.00109188j 0.00201515-0.00517291j -0.00218391+0.00098151j 0.00225131+0.00179521j 0.00320942+0.00147454j 0.00141902-0.000509712j 0.000473872+0.00420876j -0.000111569+0.00219654j -0.00148515+0.000625607j -0.000643981+0.000201258j -0.00013915+0.0036042j 0.000132249+0.000943297j 0.00201085+0.00112946j 0.000294512-0.00269669j 0.000717241+0.000819339j 
-0.00382151-0.0120202j 0.00433614+0.00277846j -0.00314809-0.0130745j -0.00351481-0.00897766j 0.000598015-0.000502085j -0.00155105+0.00316293j -0.0173174+0.00415301j 0.0156825+0.00334091j -0.00592453-0.00837914j 7.64251e-05+0.00272942j 0.0133037+0.00371027j -0.0151974+0.00751532j -0.00445502-0.00019275j -0.00213678-0.00886033j -0.00199288-0.0021893j 0.00322189-0.00449411j 0.00640486+0.00646618j -0.00551311+0.00419295j 0.00197763+0.00238892j -0.0119565+0.00715044j -0.00987579+0.0010055j -0.00318771+0.00726483j 0.000275322-0.00591362j -0.0221637-0.0029815j 0.00390533+0.0011867j -0.00108316-0.00262523j -0.00270691+0.00731168j 0.011407+0.0009906j -0.00599438+0.00705904j 0.00288273-0.00293708j 0.00780794-0.00221805j -0.00919559+0.000364954j 0.000244466+0.00507274j -0.00497882+0.00351273j 0.00108486-0.00329164j 0.00350016+0.0044497j -0.00896908+0.00575352j 0.00345376-0.00088937j 0.00221042-0.00690858j -0.00242031+0.000970908j -0.00191299-0.00213883j -0.00656925+0.0014882j -0.00123862-0.00518748j 0.00225627-0.0016325j 0.000734793-0.00335475j -0.0051616+0.000525683j -0.00210202+0.00377428j -0.00496143-0.000963654j 0.000874402-0.00613997j -0.00109949+0.00866729j 0.000495533+0.0131015j -0.00565178-0.00172411j -0.00530006-0.00415585j -0.000663113-0.00135069j -0.00977892-0.00872174j 0.00210904+0.00769212j -0.00812486-0.00397812j 0.0104219-0.00442674j 0.00169641+0.010439j -0.00290601-7.37905e-05j -0.00349028+0.00203113j 4.13669e-06+0.0059689j -0.000248717+0.00106188j 0.00815935-0.00672309j -0.00258069+0.00295392j 0.00107786-0.0055583j 0.00313784+0.00269967j 0.00389145-0.00139627j 0.00313673-0.00554278j 0.00217333+0.000972009j -0.00353031-0.00121825j 0.00360014+0.000330853j -0.000562415+0.0016566j 0.00379138-0.00566755j 6.16743e-06-0.00348063j 0.00150933+0.000267433j -0.00325453+0.00200707j -0.00782894+0.00676599j -0.00367204+0.00714618j -6.88363e-05-0.00285875j 0.00333302-0.00288508j -0.0012657+0.00289007j 0.00185808-0.00451218j 0.000497651+0.00337138j 0.00209486+0.000682537j 0.00141432-0.0021714j 0.000193326-0.00040438j 0.00372903+5.8399e-05j 0.00118572-0.00228188j -0.00220168-0.00021385j -0.00200993-0.000587381j -0.00145028+0.000693275j 
0.00590711-0.00386263j 0.00877986+0.00443613j 0.000821863-0.00343159j -0.0062031-0.00460959j 0.00656989+0.00419405j -0.020771+0.00149676j 0.00542451-0.00274622j 0.0138261-0.00389901j -0.00927514-0.00067711j -0.0143398+0.00782216j 0.00333761+0.00333832j 0.00691178+0.00388886j 0.00166361-0.00131588j 0.00544467-0.00645454j 0.0154714-0.00465797j -0.000437446-0.00322251j -0.00170368+0.00587513j 0.00835591-0.000608173j 0.0162466-0.00126883j 0.0148451-0.00148574j -0.00779858+0.00736779j -0.00150267-0.0146791j -0.00630181-0.00529255j 0.0133075-0.0020144j 0.00752453+0.00469415j -0.0104024+0.00742868j 0.00881237+0.00286381j 0.00852834+0.000739305j 0.00361995+0.00736802j 0.011925+0.000867124j 0.00142073+0.00601909j -0.0023556+0.00110079j -0.00157089+0.00153203j 0.000232875-0.0033598j 0.00499381+0.00244645j 0.00601558+0.00165021j 0.00114819+0.00629696j 0.00861971+0.00649968j -0.00916968-0.0107133j -0.00736127+0.00182277j -0.00585784+0.00282462j 0.0070758-0.00343779j 0.0118786+0.000130257j -0.00308598+0.000743386j -0.00820468+0.000427721j 0.000916494-0.00936769j -0.0191919-0.00133088j 0.00427345-0.00572435j -0.00113407+0.00845865j 0.00456194-0.00927045j -0.000248558-0.00814747j 0.00684+0.00162348j -0.00205997+0.00837966j -0.0131253+0.0078624j 0.0198265-0.00165824j 0.00149806-0.00173084j -0.00128945-0.0091513j -0.00594637+0.00609351j -0.00404271-0.00270529j -0.000183142+0.00561168j -0.000720935+0.0113662j -0.00664987+0.00352183j -0.000532158+0.00528401j -0.00317986-0.00761898j -0.00718746+0.000144876j 0.000679823+3.30552e-06j 0.00583931+0.00137125j 0.0056318-0.00245614j -0.00817312+0.00207857j -6.27574e-05+0.00065094j 0.000203484+0.00261212j 0.000252914+2.57709e-05j 0.0086416+0.00244486j -0.0108165-0.00214177j -0.00298819-0.000368328j -0.00291827-0.00146593j 0.00185753-1.37806e-05j -0.00798861+0.00520414j 0.00610633+0.00438851j 0.00365842-0.000458132j -0.00743591-0.00480307j 0.00278023+0.00451354j -0.00171311-0.00391453j 0.00183989-0.000698586j 0.000636848+0.00125211j -0.00194371+0.00130607j 0.00025985-0.000149243j -0.000187622-0.00139928j -5.0279e-05-0.0047113j 0.00257644-2.71931e-05j 0.00286182+0.000859581j -0.00021088+0.00199996j 
-0.0043754-0.00492689j 0.00278964-0.00142072j 0.000740658-0.00398811j -0.000981191+0.00449476j 0.00457185+0.000691871j 0.00159142+0.000319838j 0.0020194-0.00274669j 0.010988-0.00436126j 0.00312629+0.000751299j 0.00605221-0.00755984j -0.00473571-0.00365181j -0.000905138-0.0066405j 0.00798144-0.00502234j 0.000341139+0.00447819j 0.00251507+0.0065335j -0.00460404+0.000100234j -0.000284664-0.0064222j -0.00912667-0.00255489j -0.00305875-0.00068717j 0.0142104-0.00962438j 0.00124912-0.00242348j 0.00297179-0.00323373j 0.0169936-0.00348925j 0.00384194+0.00409011j -0.000339752-0.00328873j -0.00545873+0.00300068j -0.00165903+0.00379774j 0.00693789-0.00174022j 0.00724163-0.00301911j -0.00708657+0.00291992j 0.0119555-0.00339202j -0.00299757+0.00360211j -0.0057785+0.000528757j -0.00608051-0.00217381j 0.00123681+0.00343244j -0.00433596+0.00299155j -0.00534857-0.000735222j -0.000294339+0.00161532j -0.00371531-0.000812115j 0.00120757-0.000285684j 0.0121148+0.00112025j -0.002598+0.00441558j 0.00699589-0.000227872j -0.00178173-0.0049655j 0.00858324+0.00252567j -0.00509754-0.0014443j -0.00877051-0.00703649j -0.00262537-0.00125533j 0.0114249-0.00952985j -0.0078275-0.000770952j -0.00952167-0.00601337j 0.00556473-0.00522932j 0.00126242+0.0152134j -0.00859894-0.0052252j -0.000799083+0.00181167j -0.00404979-0.00845958j 0.00488829+0.00314875j 0.000100399-0.00890081j 0.0168065+0.0071281j 0.00654972+0.00329052j -0.000893052+0.00402949j 0.00458784-0.000968711j 0.00244567-0.00383057j 0.00664245-0.00286838j 0.00042833+0.00193958j -0.00389171+0.0104238j 0.00131073+7.98075e-05j -0.000968787+0.00183529j -0.00193172-0.011026j -0.0120074-0.00293411j 0.0176832+0.0054888j -0.000551401-0.00313079j -0.00893393+0.0109673j 0.0127655-0.0037675j -0.0339628-0.00409089j 0.00704231-0.0027633j 0.0054536+0.00552068j -0.00150968+0.00464202j 0.000956645-0.00465526j 0.00142467+0.00935473j 0.0053358+0.00795691j 0.0129646+0.0115706j 0.00198027-0.0067054j 0.00259427+0.00443649j -0.00519733-0.00306966j -0.00106334-0.0013002j -1.47897e-05-0.000474047j 0.00138502+0.0109264j -5.5086e-05-0.00568753j 0.00362256+0.001084j 0.000602441-0.00294146j 0.0012594+0.00317432j 
0.00233262+0.00148569j -0.00327473+0.000551984j 0.000118746+0.00242252j 0.000930484+0.00130969j -0.00502324+0.00271733j -0.00220218+0.00197865j 0.00386271-0.00190191j -0.00520378-0.00120251j 0.00290364+0.00263015j -0.000517192+0.00361147j -0.0017432+0.00154622j 0.00200474-3.31001e-05j -0.00290502-1.42589e-05j -0.00241795-0.000499383j -0.00122401-0.00103415j 0.00319821-0.000961712j -0.000647929+0.00342482j 0.00727146+0.00134997j 0.000490941-0.00121718j 0.00429984+0.00155807j 0.00299179+0.00272126j 0.00222585-0.00456303j -0.00237872+0.00200525j -0.00311843+0.0028508j -0.00120109+0.00305051j 0.00310327+0.000111644j 8.25714e-05-0.00268964j 0.00286066+0.00491543j 0.00536611-0.0012388j -0.00115846+0.00429222j 0.00309518-0.000557133j -0.00141143-0.00192413j -0.000206265-0.00482804j 1.83055e-06+0.00258462j -0.000704886-0.000975444j 0.00257683+0.00938425j 0.00156452-0.000692201j 0.00283729-0.0021135j -0.00159224-0.000445644j -5.1764e-05+0.00165605j -0.0043507+0.000459573j 0.00415392+0.00161088j 0.000618715-0.000957093j 0.00108765+0.000837656j -0.00273493-0.00023443j 0.000463056+0.00268783j -0.00370846+0.000478463j -0.000179758+7.27511e-05j -0.0025692-0.00364685j 0.00568529-0.000276859j 0.00435949+0.0034381j 0.00369548-0.000478932j 0.00421094-1.72151e-05j 0.000605465-0.0079168j 0.00549265-0.00608722j 0.00950761+0.0114723j -0.00605742-0.00535164j -0.00206189+0.00519691j 0.00697967+0.00592563j -0.0143399-0.00173706j 0.0121715+0.00412063j 0.00176026-0.0079073j -0.00238023-0.00580465j 0.0051737+0.0133654j -0.000914032-0.00228602j -0.0114268-0.00939194j -0.00079692+0.000147105j -0.000429511-0.000735046j -0.00180535+0.00192637j 0.000110634-0.000410646j -0.000728158+0.0077761j -0.00155048-0.00287293j 0.000954006+0.0117248j -0.00250681-0.00654142j 0.00771455+0.00319072j 1.72337e-05-0.00183873j -0.00383435+0.0144322j -0.00796298+0.0179324j -0.00542251+5.11294e-05j -0.0247509-0.0168426j 0.00358565-0.00791282j 0.0087266+0.00347149j 0.00422428+0.00768692j 0.0174566+0.0126661j -0.00174895-0.00425702j -0.00123681+0.000244854j -0.00029024+0.000189338j -0.00250618+0.00421119j -0.00662655+0.0109485j 0.00654443-0.00494528j -0.01913-0.00912751j 0.0126076-0.0091143j 
-0.00163302-0.000331261j -0.00269333+5.74277e-05j 0.00019723-0.000442454j 0.00161737-0.00115808j -0.00340711-0.00174798j 0.00770174-0.000985762j -0.0104883+0.00323686j -0.000527432+0.00135938j 0.00205597-0.0020683j 0.00560376-0.00313369j 0.00271177-0.00126217j -0.000993195-0.00165763j 0.000126776-0.000492582j 0.00254465+0.000294868j -0.00834316+0.000119793j 0.000906956-5.26525e-06j 0.00241463-0.000872415j -0.00186416-0.00289666j -0.00412555-8.44326e-05j -0.00126305-0.00527193j 0.00428021-0.00259682j 0.00260654+0.00703207j -0.00193781-0.000362313j 0.00597406-0.00531231j -0.00220502-0.00399229j -0.00442429+0.00198329j 0.00906659-0.00240979j -0.00793169+0.0030638j -0.0034057+0.00234515j -0.000262197-0.00455005j -0.00160361+0.000222079j 0.00941427-0.00221997j 0.0139032-0.0011003j -0.0050879-0.000692269j 0.00536871-0.00181549j -0.00598595-0.00325493j 0.0054055-0.00114599j 0.00294833+0.0042671j -0.00675825-0.00112283j -0.00468786-0.000111237j -0.00563102-0.000651963j 0.00460432-0.000403005j 0.00339394+0.00261306j 0.00209686-8.87636e-05j -0.00141065-0.00153785j 0.000379589-0.00335217j -0.00200627-0.000910039j 0.00432809-0.00421754j -0.00128466-0.00216691j 0.0132138-0.00170381j 0.00398233-0.00241168j -0.00126129+0.00106474j -0.000634558+0.00572562j 0.00939177+0.00213761j 0.016574-0.0038811j 0.00501738+0.00399057j -0.00040952-0.00608608j -0.00117513+0.00331533j 0.00102337+0.00557581j -0.00418079-0.00415615j 0.000943257-0.00398562j 0.0114387-0.00297438j 0.00874693-0.00346056j -0.00874311+0.0081186j 0.000383345-0.00232211j 0.00104039+0.00444936j -0.00318424+0.000216538j -0.00203655-0.00153904j 0.00155923+0.00136219j 0.00224369-0.000396349j 0.00324647+0.00635134j -0.00299258-0.00228951j -0.00129754+0.00728649j 0.00722679-0.00449045j 0.00763352-0.00323958j 0.00674295-0.00131047j -0.00137407-0.0156552j -0.0220377+0.00775549j 0.00312772-0.00262059j 0.00408023-0.023782j 0.0049919-0.00240871j 0.0142655+0.00176317j 0.0082673+0.000718576j -0.0075354-0.00257297j 0.00268395+0.00815464j 0.00165273+0.00873199j -0.000170583+0.000239772j 0.00635149-0.00286952j 0.0105026-0.00759586j 0.00388644+0.00719142j 0.0130027+4.41128e-05j -0.0105571+0.00846013j 
-0.00132685+0.000739538j 0.000833656-0.00115889j -0.000329615+0.000191739j 6.18546e-05+0.00510777j 0.000214336+0.0016133j 0.00295571-0.00102183j -0.00139598+0.000595526j -0.00204176+0.00272459j 0.0014137-0.0030156j -0.00400789+0.00185146j -0.00400018+0.0108704j -0.0040914+0.00646944j -0.0081845+0.0119605j -0.00325116-0.00736043j 1.77687e-05+0.0059579j 0.00231863+0.00397883j 0.00144648+0.00330259j -0.000275816-0.0123592j 0.0129166-0.00136957j 0.00358257+0.00148579j 0.00680693+0.00190075j -0.00280571+0.00089122j 5.38779e-05-0.00373006j 0.00394016+0.00126604j -0.00257869+0.00481244j 0.00211354-0.00255052j 0.00254475+0.00105967j -0.00190193+0.00115891j 0.000872874-0.00489228j -0.0049354-0.00528369j 0.00191499-0.00181367j 0.00600416+3.62727e-05j 0.00195901-0.00258196j 0.00133846+0.00489988j -0.00746255+0.000224786j 0.00848972+0.000137103j -0.00588646+0.00769002j -0.00278336+0.000506307j 0.0060242+0.00393545j -0.00319054-0.000558883j -0.0190342-0.00416443j -0.0140241-0.00043192j -0.00643003+0.00271938j -0.00437524+0.0192069j -0.0142518+0.00752711j -0.0188517+0.0101879j 0.0100553-0.00313862j -0.0100798-0.0066728j 0.00521088-0.00192116j -0.013056-0.00499031j -0.0154344-0.0159511j 0.0123925-0.012616j -0.00465317-0.00801061j -0.00609858-0.00919141j 0.00426823+0.00786391j 0.00728757+0.00716532j 0.00774516-0.00438666j -0.00941416-0.00186751j 0.00812369-0.00494285j 0.00692062-0.00305946j -0.00270241+0.00194453j 0.00156667+0.00344808j 0.00108416+0.00176442j -0.000327309+0.0011881j -0.000500002+0.00161656j 0.0033328+0.0032111j 0.00149593+0.0023808j -0.00589876-0.00036747j 0.00332739-0.00682257j -0.0427943-9.21031e-06j -0.0224721+0.00512362j -0.00332966+0.0021904j 4.02311e-05-0.00391524j -0.0280853-0.00781656j 0.0226546+0.00362971j 0.00700825+0.00337164j -0.00476875+0.000574737j -0.00294377-0.00265395j 0.00141443-0.00525387j 0.00801636-6.38616e-05j -0.00628414-0.00693342j 0.00338752+0.000462554j -0.00062266-0.0024754j 0.00140211+0.000939964j -0.00100909-0.000415537j 0.000101326+0.00345828j -0.000282935+0.00212474j 0.00125983+0.000517964j -0.000295125-0.00208224j 0.000132183+0.00134238j 0.00260289-0.000543975j -0.00151024+0.0018399j 
-0.00150893+0.00196873j 0.000137154+0.00318615j 0.000136421+0.000662571j -0.000354889-0.00477256j 0.00218095+0.00177298j 0.000728366-0.00387234j 0.00191263+0.0026753j 0.00149344+0.00107124j 0.00203774+0.000810629j 0.00510085+0.00644251j -0.00174998-0.000302507j -0.000737256+0.00713597j -0.000875777+0.00263629j -0.00298379-0.00524986j -0.00148101-0.00963937j 0.000530701+0.00167345j -0.00319774+0.00332286j 0.00218239+0.0108042j -0.000911943-0.00559408j -0.0028592+0.0216413j -0.00192629+0.00304991j 0.00223415-0.000800694j 0.00326528+0.00168036j 0.00183123-0.00525292j -0.000758088+0.00832016j -0.0026206-0.00175083j 0.000698221-0.00610422j 0.000976526+0.00962501j 0.00366411+0.00127866j -0.00235367-0.0055286j 0.00559168-0.00339284j 0.00141075+0.000433859j 0.00127655-0.00725967j -0.0029607+0.000833451j 0.00136771-0.00256056j -0.0039479-0.00817871j 0.0010209-0.00329844j 0.000922548-0.00470005j -0.00487494+0.00559419j -0.000350366+0.00228823j 0.00383015+0.00480764j -0.0020227-0.00336284j 0.00366072+0.00127314j 0.000391889-2.85971e-05j 0.00151085-0.0045821j -0.000568808+0.00476211j -0.00230115+0.00789413j 0.00211901-0.00069211j 0.0125613+0.0213622j -0.00831146+0.0042575j -0.00387233+0.00101209j 0.00152306+0.00378971j -0.000264672-0.0228703j -0.0101451-0.00422595j -0.00791304-0.00260172j -0.0182754-0.00130617j 0.0175987-0.0150556j -0.00801582+0.0175316j 0.00958989+0.0108161j 0.00571893+0.0022904j -0.000834152+0.000311018j -0.00115832-0.0010802j 0.000693822+0.00154872j 0.000541959+0.00250525j 6.76822e-05-0.00665931j -0.0057046+0.0031989j 5.49993e-05+0.00289868j -0.000892478+0.00125474j -0.0020533-0.00206419j -0.00590876-0.000767451j 0.00695958+0.00134266j -0.000317661-0.000317032j -0.0102209+0.00444575j 0.00735056-0.0027355j -0.0248219-0.0041556j 0.00288967-0.0019926j 0.0052295+0.00267266j -0.00038305-0.00400534j -0.00175773+0.00228747j -0.00265243+8.44928e-05j 0.00778172+0.00204471j 0.00724924+0.000389393j 0.00304931-0.000307651j 0.000753443-0.00181679j -0.00209888-0.00165412j -0.00114224+5.43226e-05j -0.000361132-0.000301762j 0.00313228+0.000434108j 0.00224985-0.000408109j 0.00215963+0.00309484j 0.000462412-0.000755258j -0.00039953+0.00249719j 
-0.00285262+0.00239764j 0.00182767-0.00015296j -8.3651e-06+0.00155867j -0.000378571-0.000952548j 0.00389552-0.00070835j 0.00702348-8.08768e-05j -0.00115917-0.00205382j -0.00219205+0.0033539j -0.000395564-0.0014357j 0.00183664-0.000209482j 0.00209303-0.000972465j -0.000769207+0.00211321j 0.00058817+0.00301087j 0.00286465+0.00106977j 0.00156049-0.00298759j -0.000988563-0.000804434j 0.00299475+0.000625053j -0.00298611-0.00627198j 0.00056274+0.00233749j -0.00588426-0.00240552j -0.000431162+0.00317902j -0.00307417+0.00263813j 0.00237498-0.00144053j -0.00131295-0.000143191j -0.00115986+0.00168011j 0.00135165+0.000834182j -0.00339059-0.00242487j -0.0010516+0.00691775j -0.00124598+0.000431066j -0.00376563+0.00146766j 0.0030393-0.00655371j -0.00794582+0.000533706j 0.00213812-0.00482392j 0.00281261-0.00145702j -0.00319407-0.00191463j -0.0108806+0.00254766j 0.000846819-0.00311119j 0.00263952+0.00175058j -0.00174129-0.00502737j -0.00299025+0.000394885j 0.000255191+0.00297256j -0.00427054+0.00136749j 0.00573131+0.00479193j 0.00151635-0.00824251j -0.00171938-0.00853075j 0.00254094+0.000325987j 0.00274513+0.00317667j -0.00178963+0.00132308j -0.00159683+0.00311329j -0.00408287-0.00688499j 0.00197523+0.00149286j 0.00199407+0.00742242j -0.00877975+0.00126244j 0.00498518-0.000685748j -0.0062668-0.00528212j 0.00331443-0.00663441j -0.0133095-0.00813762j -0.00434183-0.00331983j 0.00955174-0.00463978j 0.00090244-0.00549825j 0.00134859+0.00449829j 0.00368385-0.00304312j -0.00291233+0.000988473j 0.00596782-0.000452576j 0.0100551-0.00570449j 0.0221644+0.0087672j -0.00186579+0.00139803j 0.00347466+0.00124193j -0.00277602-0.000721866j 0.020079+0.00076917j -0.00714094+0.000444635j 0.00676372-0.000837118j -0.00378825+0.00457415j 0.0106549-0.00443109j -0.00618409-0.00385862j -0.0055098-0.00476236j -0.0103582-0.0015629j 0.0400055+0.0103674j 0.0029194+0.00555239j 0.0267965-0.00623456j -0.0228167-0.0158007j -0.00111157+0.010136j 0.0055009+0.00440282j 0.000199213+0.00200454j -0.0013948+0.0028345j -0.00207821+0.010121j 0.000299425+6.21362e-05j -0.00121577+0.0034309j -0.00673364+0.000263029j -0.00392056-0.00265919j 0.00316932+0.00253765j -0.00404906-0.00612989j 
0.000586782-0.000744496j 0.00067652-0.00117158j -0.000196923-0.00165982j -0.000464789+0.000482368j -0.00112709-0.00144445j -0.000118386-0.000555223j -0.00369059+0.00819514j 0.00488164-0.00116972j -0.00400736+0.00405419j -0.00247282+0.00806165j 0.0002014+0.00301664j -2.6877e-05-0.00432283j -0.00234534-0.00876752j -0.00368501-0.000571697j -0.000814144-0.000730418j -0.000262315-0.000497411j -0.000100488+0.00569259j -0.00166621+0.016745j 0.00303672+4.40762e-05j -0.000712647-0.00255569j -0.00429522-0.00299853j 0.00328098+0.000988201j 0.00289923-0.0031877j -0.00565031+0.00237191j 0.0118791+0.00173802j 0.00164749-0.00286805j 0.0022044+0.00112066j 0.00380303+0.0020647j 0.00822254+0.00514336j -0.0169822-0.00359241j 0.00431162+0.00273088j 0.0045293+0.00111187j -0.0155803-0.000508237j -0.00978776+0.00277353j -0.000275066+0.0015405j 0.00287535+0.00631103j -0.00244242+0.00729576j -0.00463468-0.000643719j -0.00094941-0.00229765j 0.0146562+0.000871645j 0.00308096-0.00129636j 0.012306+0.000103374j -0.0128643+0.00242928j 0.000640565+0.0175992j -0.00370216+0.011654j 0.00793055+0.0060106j -0.0125889-0.00648042j 0.00557652-0.00409571j -0.00352904+0.00522893j 0.0264236+0.000420506j 0.0110921-0.012305j -0.00666648-0.00834076j 0.000571602+0.00311964j 0.00556111-0.00894135j -0.000140042+0.00915138j -0.00180991+0.000269338j -0.0119508+0.00323456j 0.00530309-0.000151503j 0.00128833+0.00236467j -0.00573107+0.00235859j 0.00384684-0.00362149j 0.000762541-0.00629114j -0.00488841-0.00413235j -0.000229914+0.00688051j 0.0169168-0.00379231j 0.00720385+0.00903174j 0.00037185+0.00179827j -0.00645387+0.00765552j 0.00924095+0.00159916j -0.0466222-0.00351905j 0.0106027-0.000769068j 0.00305569+0.00432981j -0.0120298-0.000923343j 0.00212162-0.00153494j -0.0195407-0.00369099j 0.00294764-0.00306903j -0.00359455-0.00042001j 0.0242594+0.00671099j -0.0132632-0.00144702j 0.00991234-0.000356572j 0.000761617-0.00650355j -0.00186504+0.000925186j -0.00030098+0.000128876j -0.000401992+0.00164191j 0.00195528+0.000812849j 0.00120136+0.00210688j 0.000716305+0.00102701j 0.00157357-5.34404e-05j -0.000306705-0.0039445j -0.0035144-0.00738258j -0.000704809+0.00253495j -0.0028903-0.00371384j 
-0.000659194-0.00359067j -0.000137383+0.00178416j 0.000602673-0.00122687j -7.59002e-05-0.00420125j 0.000266248-0.000116813j 0.00168841-0.000924836j -0.000175278+0.00748986j -0.00310566-0.000555638j 0.00108542+0.00290965j -0.00164983-0.00133898j -0.000857806-0.0136092j -0.00254462-0.00413787j -0.00455157-0.0125265j -0.000770599+0.00937492j -0.000993525-0.00044348j 0.0027564-0.0129095j 0.00194408-0.00524481j -0.00216694+0.0183823j 0.00587369+0.00122423j 0.00297041-0.00485858j 0.00356857-0.0101567j -0.000655872-0.00130375j -0.00080167+0.00548529j -0.00256432-0.00327238j -0.00138502-0.00574161j 0.00524046+0.00210154j 8.33024e-05-0.00590596j 0.00270054-0.00416064j 0.00524002+0.00298768j -0.00868405-0.00131566j 0.00289194-0.00373752j 0.00291244-0.000156471j -0.00203899+0.00142761j 0.00152908-0.00105753j -0.0091882-0.00340766j 0.00150247-0.00644677j -0.00413557-0.00605154j -0.000475545-0.00335641j 0.000745557-0.00369866j 0.00116723+0.00590317j -0.00748784+0.00363511j -0.00465399-0.00501095j -0.00234945-0.0100684j -1.88328e-05-0.0209797j -0.00769719-0.018781j -0.00975636-0.0127123j 0.00517026+0.0101392j -0.0174418+0.00170555j 0.00022507-0.00175711j -0.00309405+0.00513802j -0.0124565+0.0127923j 0.0132453+0.013235j -0.00602781+0.0068693j -0.00721903+0.0135338j 0.00332142-0.00877982j 0.00970999-0.000723991j 0.00597137+0.00139399j -0.00431338+0.00138309j 0.00580637+0.00551211j 0.00711371+0.00231158j 0.000792147+0.000518732j 0.00125423+0.00448244j -0.00145029-0.000773135j 0.000783755+0.00329638j 0.00326065-0.00247306j 0.000968069+0.00312688j -0.000717464-0.00103313j -0.0051651-0.00110901j 0.00122911-0.00242477j -0.0317219+0.000456411j -0.017096+0.00284142j -0.00364362-0.00203169j 0.000804099-0.00214245j -0.0184873-0.00115848j 0.0172007+0.00122187j 0.00399383-0.00034816j -0.00500144+0.00125332j 0.00313912-0.000589288j -0.00248176+0.0015564j 0.00596425+7.89506e-05j -0.00210662-0.00118241j -0.000546121+0.00107806j -0.00201191+3.77551e-05j 0.00242585+8.62185e-05j -0.000334948-0.00107711j 0.000169542+0.000887089j 0.000201446-0.000555012j 0.00103794-6.35314e-05j -0.000658139-0.000496844j -0.000864302-0.000214516j -0.000535168-0.000148026j -0.000163536+8.41689e-06j 
