-0.00295329+0.000695745j -0.000873304+7.61995e-05j 0.00388016-9.13835e-05j 0.00242559-0.00172533j 0.00244513+0.00150076j 0.0101015-0.00416519j -0.00288864-0.00293716j 0.00388898-0.00791756j 0.00152588-0.00232288j 0.00243059-0.0051885j 0.00699499+0.01029j 0.00317423+0.0242975j -0.00877037-0.0179721j -0.00108721-0.00902602j -0.00312779-0.00118369j 0.00603751+0.00469009j -0.00257348-0.0122291j -0.00949055-0.0296884j 0.00182769-0.0139647j -0.0224146+0.00690062j -0.00259116+0.00749171j 0.00762221+0.00413827j -0.00124531-0.00382056j -0.0033-0.000798648j -0.000397579+0.00876838j 0.00264638+0.000881136j 0.00183327-0.0019098j -0.00440375-0.00312342j 0.00144775-0.00460231j 0.00396492+0.00280232j 0.000509383-0.0128137j 0.00221819-0.00262009j 0.00222992-0.00467739j 0.00152412-0.00207364j -0.00251954+0.00450053j 0.00163423+0.000121592j 0.000508898-0.000518457j 0.000980237+0.00316642j -0.000949475+0.00528402j -0.00486128+0.00446167j 0.00151635+0.00362605j 0.00165819+0.00037139j -0.0064295-0.00790095j 0.000108514+0.000894316j -0.000661026+0.00450805j 0.00202449+0.00115208j 0.00189197-0.00491065j 0.00294706+0.000386338j -0.00280291+0.000809175j 0.001769-0.00429901j 0.00244495-0.00162747j 0.00411123+0.00279416j 0.00431524+0.00252756j -2.38214e-05-0.00967268j 0.00024483-0.00750605j -0.000559257+0.00805442j 0.00408473+0.00188038j -0.00222146-0.0130876j 0.00524848-0.0103544j 0.000371065+0.00170914j 0.000248474-0.00125251j 0.00265865-0.00233997j 0.000741629+0.00077132j 0.000500676+0.00188993j 0.000637995+0.00106074j -0.00225811+0.00143449j -0.000451586-0.000697085j -0.000992917+0.00183953j -0.000183761-0.000491122j 8.5317e-05-0.000202745j 8.44579e-05-0.00252811j -0.00116361+0.000766299j 0.000334857-0.00217198j 0.00182066-0.00020111j -0.0025563-0.000205304j 0.00119063+0.00166215j -0.00245886-0.0019722j 0.000289556-0.00109188j 0.00201515-0.00517291j -0.00218391+0.00098151j 0.00225131+0.00179521j 0.00320942+0.00147454j 0.00141902-0.000509712j 0.000473872+0.00420876j -0.000111569+0.00219654j -0.00148515+0.000625607j -0.000643981+0.000201258j -0.00013915+0.0036042j 0.000132249+0.000943297j 0.00201085+0.00112946j 0.000294512-0.00269669j 0.000717241+0.000819339j 
0.0037045-0.00219003j 0.000680107+0.000869798j 0.0104609+0.00028449j -0.00605049+0.000760921j -0.00123388-0.000459151j -0.000243895+0.000719937j -0.00347427+0.00163924j -0.00293999+0.000826874j 0.0114533+0.00628778j -0.0159185-0.00834876j -0.00959005-0.00131481j -0.00903414+0.00495705j -0.00932966-2.92297e-05j 0.00970841-0.011542j -0.0100579-0.00900224j 0.0024915+0.00129781j -0.01561+0.00647976j 0.0110441+0.000850092j -0.00637674-0.00578969j -0.00905846-0.00562582j -0.00988805-0.00583781j -0.00133664-0.0016049j 0.00131546+0.000703081j 0.0021204+0.00545179j 0.00266926-0.000358456j -0.00891567-0.00795342j -0.00116249+0.00543286j -0.00719282-0.00896888j 0.00745455+0.00790209j -0.0214479-0.0147006j 0.0109697+0.0090114j -0.00271312+0.00806389j -0.00390294-0.00405179j -0.00911246-0.00530933j 0.0180423+0.0125621j 0.0093484+0.00360395j -0.00207201-0.0043233j -0.0031938-0.00584355j 0.00577373+0.00177651j -0.00344033+0.00332687j 0.0225691+0.020594j 0.00418185+0.0146556j 0.00852283+0.0107631j -0.00970728-0.00688561j 0.00772229+0.0049779j 0.00029984+0.00647711j 0.0058923-0.00133579j -0.0116047-0.00241196j -0.00833775-0.00588281j 0.00762353+0.00501799j -0.00175337+0.000714409j 0.00263612-0.00560474j -0.00707438+0.00197376j -0.00420082+0.00767104j 0.00533454-0.00378382j -0.00134574+0.00227496j -0.00392016-0.00325383j 0.00140526-0.000672634j -0.000948944-0.00748321j 0.00262059-0.00104167j -0.00110992-0.00237943j 0.00107239+0.00208926j -0.000692177-0.00267995j 0.000587456+0.00126466j -0.000193025-0.00455894j -0.000877961-0.0010208j -0.00199502-0.00661795j 0.000847441-0.00115653j 0.000520527+0.00454266j 0.000587509-0.00325505j -0.00543963+0.00601331j 0.00376935-0.00696771j 0.00333606-0.00329219j -0.00365596+0.00368026j 0.00375595-0.00140848j -0.00253542-0.00473334j -0.00209131-0.00151553j -0.00203422+0.000958995j 0.000654117-0.000764352j 0.0031252-0.00129574j -0.00130726+0.000278402j -0.00168725+0.00103193j 0.000131258+0.00153203j -6.88005e-05+3.22836e-05j -0.000154748+0.000385757j 0.0003683+0.00147054j -3.30457e-05-8.60956e-05j 8.02154e-06+0.000661403j -0.000112464-0.00113322j -0.000541337-0.000657079j 0.000369144-0.000817811j -0.000334003+0.000399161j 
0.00192647+0.000219937j 0.000823948+0.00106977j 0.00619513-0.00116723j -0.00231831+0.00104249j 0.00102951+0.00017316j 0.000688735+0.00257236j -0.000656859+0.000888792j -0.00229079+0.00671883j 0.00188112-0.00149272j -0.00205174+0.0111982j 0.00390913+0.00965729j 0.00973393-0.00943372j 0.00227983+0.000929333j -0.0150251+0.0131243j -0.0114985+0.0107236j -0.00452811+0.00701992j -0.00279876-0.000492598j -0.00385509+0.00918466j 0.00300349+0.0118509j -0.00452345-0.00628206j -0.000523949-0.000980241j 0.00132981+0.000199002j -0.000290696+0.00190033j 0.00285922+0.00269372j -0.00335444+0.00655952j -0.00311249+0.00205398j 0.00416864-0.00603451j -0.00379902-0.00666205j 0.00476416+0.0079259j -0.00516397-0.0122503j -0.00333154+0.00156337j 0.0103859-0.00987261j -0.0198685+0.00290272j -0.00668264-0.00233215j 0.00658269+0.0121261j -0.0013644+0.0120105j -0.00128598+0.00414621j 0.000245022+0.00179872j -0.0130195+0.00475367j 0.00525728-0.00554785j 0.00416292+0.0215607j 0.00487205+0.00128458j -0.00117557+0.0145831j 0.00240219-0.0125778j -0.0045865+0.00663213j 0.00596856-0.00262898j -0.00485323+0.00800893j 0.00646457-0.0113127j 0.00426626-0.00285739j -0.0112931+0.016515j 0.0149433-0.0035153j 0.000788545+0.00456823j -0.000975038-0.00397955j 0.00455078+0.00176653j -0.00628755+0.00422619j 0.00575008-8.34735e-06j 0.00172089-0.00231315j -0.000321416+0.0014698j -0.00269178-0.0035199j -0.000390848-8.48873e-05j -0.00132006-0.000770139j -0.00360288-0.0019429j 0.00476547+0.00493913j 0.00182201+0.00390412j -8.26757e-05+0.00724857j 7.1634e-05-0.00114233j 0.00356205+0.0125796j 0.00260427+0.00276409j 0.000573548+0.00432836j 3.37653e-06-0.00256083j -0.00103488+0.00581676j -0.00638273+0.014972j -0.00304989+0.0024178j 0.00247292-4.40179e-05j 9.4027e-05-0.00532422j 0.000217855+0.00643601j 0.00120428+0.000558234j -0.00126099-0.000457881j -0.00109889-0.00455106j 0.00104762-0.00057036j -0.00146637-0.00293435j 8.74129e-05+0.000924349j 0.000458332+0.000733649j -0.00015937+0.000541502j -0.000540633-3.4956e-05j -0.000167649+0.00080248j -0.00101648+0.000538421j -2.87571e-05+2.8299e-05j 0.000191896-0.000280307j 0.000444945+0.000498165j 0.000420883-0.000589901j -2.74531e-05+0.000516804j 
-0.0063452+0.00189895j 0.00119269+0.000112867j -0.0203814-0.000461009j 0.0183349-0.00162872j 0.00404295+0.00493706j -0.00619658-0.00652386j 0.00119788-0.00794571j 0.00970145+0.0109217j -0.00500939+0.00283625j 0.0116742-0.00753464j 0.00476616+0.00713436j 0.0134997+0.0130988j 0.00113921+0.0195948j -0.00601787-0.00383214j 0.00649318-0.0113049j 0.00784996+0.0100247j 0.00660369-0.0111697j 0.00579058-0.00785939j 0.00302033+0.0121561j 6.21536e-05+0.00609996j -0.00154155+0.00339991j -0.00146683+0.00069186j -0.00210871+0.00529911j 0.009211+0.000892804j -0.000865885+0.00325608j 0.0032128-0.00355727j -0.000912475-0.0022064j -0.00404831+0.00624981j 0.00722897+0.00685471j -0.0121811-0.00580061j -0.00162749+0.00420302j -0.00555655+0.00625585j -4.58821e-05-0.0119065j -0.00155223-0.0108218j 0.00559864+0.0142196j 0.00888515+0.00101474j 0.00278028+0.00437698j -0.000443526+0.00143502j -0.00371231-0.00150366j -0.000221875+0.00088563j 0.00972471+0.017337j 0.000145351-0.00172751j -0.000475403-0.00191002j -0.00490642-0.00369753j 0.011911+0.0135803j -0.00915256-0.00543594j 0.00216909+0.0067797j 0.00019594-0.00467583j 0.00187173-0.00456522j 0.0158005+0.00842112j -0.00328229+0.00292955j -0.00648477+0.00337991j 0.00585671-0.00531357j -0.000478476-0.00316271j -0.00107708+0.002744j -0.00509025+0.00180913j 0.00159315-0.00349525j -0.000772947+0.00255812j 0.0022673+0.000218877j -0.000942581-0.00162351j -0.00384721+0.000597903j -0.00108161-0.000122139j -0.00293681-0.000279967j 0.000870543+0.000118013j -0.00150176+0.000743163j 0.00198012+0.000324739j -0.000304708-0.000615968j 0.00115355+0.000541472j 0.00067411-0.00039186j -0.000448052-0.00205023j -0.00411595-0.00169516j 0.0007947+0.000177926j -0.0014543-0.00294485j 1.07775e-05+0.00341334j 0.00140084-0.00589342j -0.000135688+0.000542429j -0.00118929-0.000836708j 0.00191367-0.0024862j 0.000928756+0.00135647j -0.00210572-0.000387432j 0.000199619+0.00442382j 0.00133452-8.61087e-05j 0.00135753+9.02345e-05j 0.000229296+0.000620596j -0.000230337+0.00043745j -0.000546578+5.07783e-05j 0.000273993-0.000384237j -0.000154893+0.00117517j 0.00026687+0.00144682j 0.00130243-5.21221e-06j -0.000522632-0.00126387j 0.000679686-0.000323591j 
-0.00573807+0.000539983j 0.00329473+0.00062628j -0.00277239+0.00166025j -0.0143086+0.00172574j -0.0023129-0.000487787j -0.000322441+0.000907522j 0.00428372-0.00783089j -0.00101727+0.00604097j -0.00644756-0.00571532j 0.0133573+0.00225687j 0.0170131-0.0339271j 0.00574192+0.0192899j 0.00090623-0.00584914j -0.0125358+0.00809103j 0.00346653+0.00241596j -0.00101931-0.00115874j 0.00344887+0.00661515j 0.00317261+0.00366762j 0.00807964+0.000820173j -0.0015463-0.0110776j -0.000136751-0.000758415j 0.000916068+0.00141245j 0.000970056+0.00362186j 0.0075511+2.97215e-05j 0.00363704-0.000154932j 0.00376116+0.000378759j -0.00828478-0.000734067j 0.00462854-0.00519047j 0.011196-0.000803652j -0.00304851-0.00229306j 0.00522142-0.00312892j 0.0147526-0.00425258j 0.0113563-0.00725017j -0.00760109-0.0068037j 0.00771042+0.0030388j -0.0011181+0.00231981j 0.00614349+0.000373489j -0.00597801+0.00368396j 0.00749079-0.00746238j -0.000955409+0.00195807j 0.0115227+0.00383384j 0.00183849+0.00301468j -0.0017805-0.000470309j -0.00292446-0.000487965j 0.000979373+0.00456065j 0.00294703-0.00366561j -0.00347386+0.00146736j -0.00334435+0.00134753j -0.0101808+0.000433538j -0.0070065+0.00531558j -0.000344653+0.00128624j 0.00514935-0.00118438j -0.000108756-0.000443064j 0.00206325+0.00171473j -0.00514568-0.000310584j 0.00442127+0.00139035j -0.000734251+0.00120691j -0.00217333-0.000228178j -0.00389109-0.0018632j -0.00053319-0.000591762j -0.000498469+6.32227e-05j 0.000208156+0.000112554j 0.000400245-0.000354481j 0.0014496-0.000466892j -0.00147946-0.000764569j -0.000576926-0.000669528j -0.000502617+0.00118104j 0.00353937-0.00112524j 0.00049887-0.000339537j -0.000532938-0.00135031j -0.00120563+0.000508932j -0.000574876+0.000785557j 0.000822539-0.000154464j 0.000883488+0.0025371j 0.00273943-0.000390953j 0.00263189+0.00147842j -0.00180374+0.000124322j -0.000831861+0.000704221j -0.0011161-0.00170504j 0.000263486-0.000122199j 0.00146531-0.000538779j 0.000415692-0.000129927j 0.000141102-0.000114376j 0.000325643+0.00038707j 0.000412034+9.80669e-05j -7.37957e-05+0.000157183j 0.000398446+0.000465637j 0.000745134+0.000407674j 0.00014824-9.08024e-05j 0.000147617-0.00024525j -0.00021852-0.000446679j 6.27274e-05+2.94527e-05j 
0.00342415-0.000612518j -0.000868234+0.000938032j 0.0106385+0.0010213j -0.00306987+0.000190163j 0.00177136-0.000978444j 0.00312351-0.00143594j 0.00603054-0.000258107j 0.00645703-0.000306218j -0.00268329-0.00517601j 0.0139075+0.0145334j 0.0129795+0.00845334j -0.00883913-0.00845463j -0.000946529+0.000199524j 0.00765759+0.010337j 0.0111995+0.0129259j 0.00104731+0.00908248j 0.0118921-0.00538851j 0.00750409+0.00690124j 0.00419129+0.00489162j -0.00508609+0.000725734j -0.000728518-0.000281331j 0.00205589-0.00182571j 0.00403315-0.000736319j 0.00111099-0.00471705j -0.000701972-0.00675104j 0.0020027-0.00340566j 0.00179529+0.00405556j -0.00257075-0.00246551j -0.000475119-0.00268691j -0.00289482-0.00620793j -0.00343496+0.00307108j 0.00944876+0.00815344j -0.0181764-0.016212j -0.00668783-0.00375175j 0.010441+0.00988069j -0.000709196-0.00313421j 0.000572826-0.00239788j 0.00219985+0.000936101j -0.00935449-0.00785552j 0.00309953+0.00227782j 0.0050549+0.00870786j -0.00108895+0.00414542j -0.00153772-0.0022255j 0.00499147+0.00604228j 0.00621822+0.00116935j -0.00144701+0.0015666j 0.00212218-0.00179341j -0.00335965-0.00391865j 0.000550742-0.00592542j -0.00165254-0.00876222j 0.00510266+0.00811242j -0.00130687-0.00208195j -0.0015524-0.00192793j 0.00287318+0.0048725j 0.000688369+0.00127435j 0.00544389+0.00673424j 0.0026989+0.00174504j 6.46254e-05-0.00106946j -0.00181072-0.00258665j -0.00152185-0.000527586j 0.000387466+0.0022961j 6.60109e-05+0.000787282j -0.000520414-0.00270221j -0.000289708-0.00110053j -0.00187029-0.00663634j 0.000766015+0.000503634j -0.00435698-0.0200929j -0.00258719-0.00526002j -0.000478546-0.00201411j -0.000997615-0.000555811j -0.0023175-0.00208875j 0.00806521-0.0220992j 0.00439129-0.00602989j -0.00144272+0.0037991j 0.000464379-0.000973116j 0.00146259-0.00745303j 0.00058318+0.00149253j -0.001733-0.000991303j 0.000716292+0.00337351j -0.00157076-0.000543015j 0.00022894+0.00226415j 0.000835764+0.000774926j -1.78042e-05-0.000484065j 0.000213936+0.00017175j 0.000281576+3.53206e-05j -0.000408288-0.000654026j 0.00129186-0.00122782j -0.000129426+0.00048029j 0.000195896+0.000386627j 0.000585375+0.000425083j -5.70631e-05-1.36298e-05j 0.000225207-1.63582e-05j 
0.00482025-0.00160248j 0.00283068+0.000207424j 0.00570854+0.000188115j -0.00540054-0.00240446j 0.000917878-0.00144461j -0.00489702+0.00453304j -0.0133151-0.00366587j 0.0084013-0.0133242j -0.00613961-0.0146816j 2.86491e-05+0.0125916j -0.0273736-0.00667368j 0.0223231+0.00604876j 0.00337181-0.0049031j 0.00539917-0.00500271j -0.00486306+0.00528553j 0.00656765-0.00446354j 0.0111244-0.00305322j -0.00150714-0.00292691j -0.00142988-0.00266785j 0.00102511-0.0053823j 0.00283327+0.00110323j 0.00566423-0.00106536j 0.00577211-0.0134536j -0.00316582+0.00811032j 0.00898876+0.000686009j 0.00861531+0.00268768j -0.0123207-0.01308j 0.00034341+0.0146265j -0.00532134+0.0109534j 0.00300968+0.00128607j -0.00108613+0.00362799j -0.00743367+0.0109133j 0.00872393+0.0148748j -0.00616848-0.00588774j -0.00278769+0.00788841j -0.00605539-0.00185808j 0.00162858+0.00804335j -0.00227735-0.00528315j -0.00148654+0.00901013j -0.000231201+0.00218464j -0.00567443+0.00803026j -7.32856e-05-0.00422355j -0.00540659-0.00299503j 0.00206824-0.00613782j -0.000981174+0.0020038j 0.00361793+0.000222643j 0.00245398-0.000232831j 0.00244556-0.00522063j 0.00176135-0.00400387j -0.00215155+0.000613517j 0.0044275-0.00255412j -0.00408014+0.00843794j -0.00210914-0.00514134j 0.00380864-0.001366j -0.00288091+0.00208433j 0.00210609+0.000707656j -0.00221567-0.0030706j 0.00485624+0.00456085j 0.00111332+0.00114015j -0.00260597-0.00142745j 0.000134054-0.00129578j 0.00225581-0.000731559j 0.000298593-0.00447342j -0.00065391+0.00229709j 0.00302589-0.00343509j 0.00137042+0.000227337j -0.00308638-0.0044196j 0.00131486+0.00431527j -0.000142707+0.000122046j -0.000433613-0.00163895j 0.000584175-0.000483381j 0.00177954-0.00402055j -0.00108089-0.00255378j 0.000114244+0.00333108j 0.00083686+0.000505632j -0.000368154+0.00014381j 0.00245972+0.000216064j -0.000601032-0.00369991j 0.000510935+0.00165709j -0.00248004-0.00182292j -0.00129147+0.00311629j -1.00976e-05+0.00255634j 0.00217099+0.000314139j -0.00212543+0.00109816j -0.00117034+0.000977572j -0.000818136-0.000214898j -0.000640886-4.07538e-05j -0.00222706+0.000893267j 0.00110417+0.00187018j 0.00213636+0.00230841j 0.00139803-0.00117308j 0.000302315+0.000565228j 
-0.0121276-0.00147995j 0.0022429-0.00120122j -0.01728-0.00122846j -0.0188826+0.000582304j -0.0101504-0.00149556j -0.00205182+0.00659331j -0.0062684+0.00920335j -0.0115393-0.00263989j -0.0192782+0.00852211j 0.0173054-0.0103997j 0.000400049+0.0102212j 0.0189806-0.0159469j -0.00530719-0.00700938j -0.0164187-0.00504903j 0.00654961+0.00164014j -0.00815148-0.00700123j 0.00538392+0.0017389j -0.0019417+0.0045284j 0.00569301-0.007412j -0.00173595-0.0170803j -0.0020341-0.00502359j -0.00404514+0.00728313j 0.00412384+0.0060107j -0.00515926+0.0110144j -0.00758876+0.0114845j -0.00504+0.0104176j 0.012745-0.00956293j -0.00760755-0.00367745j 0.00104048-0.00235381j -0.00282566+0.000717643j 0.00314366-0.00378885j -0.00288821+0.000104248j -0.0105941+0.00423487j 0.00474126-0.00817066j -0.00127025+0.00262878j 0.00138404-4.42469e-05j -0.00540152+0.0102691j 0.000982719+0.000808984j 0.000721213-0.0018829j -0.0024642-0.00122614j 0.00409145-0.00022982j 0.0061959+0.00132636j 0.0101922+0.000635126j -0.00490809-0.000232759j -0.00176398-0.000103441j 0.00174253+0.000725574j 0.00650364-0.0018661j -0.00530378+0.00233095j -0.00256647-0.0032867j -0.00419984-0.00123971j 0.00478134-0.000305043j 0.0048028-0.000512819j -0.000761625+0.00197438j 0.00142058+0.000814173j -0.00275449+0.00176773j 0.00251403+0.00194278j -0.00440928+0.00225329j 0.000511666-0.000740607j -0.00443781-0.00456983j 6.20369e-05-0.00299407j 0.00385617+0.000126237j 0.00372819+0.000140952j 0.0050074-0.00222345j 0.000969913-0.000904021j 0.000879326-0.000497752j -0.00202092+0.000323518j -0.00157228-0.00597207j -0.00343364+0.00208514j 0.000680459-0.00126288j 0.000594998-0.000997551j 0.00122264+0.000604627j 0.000449626-0.00546998j 0.0015901-0.00144889j -0.00161295+0.000708074j 0.00137324+0.000834794j 0.00250184-0.00295401j -0.000548922+0.00144576j -0.00229214+0.000400686j 1.17056e-06-0.000118104j -0.00155833-0.000166376j 0.00104491-0.000538563j -0.000574833-0.000762932j -3.94596e-05-0.000375022j -0.000275975-5.64508e-05j -1.77929e-06-0.00053061j 0.000744089+0.000328303j -0.00031689-0.000242685j -0.000731406-0.00114429j 0.000210376+0.000132893j -0.000493686-0.000237718j 8.49703e-05+0.000453559j -0.000220376-0.000176708j 
-0.00571188+0.000262731j -0.00465193-0.00763272j -0.0195851-0.00218956j 0.0112159-0.000213814j -0.00642844-0.00418377j 0.000883549+0.00440341j -0.00405893-0.00192882j -0.0143214-0.0290692j -0.000222344-0.0135388j 0.00242287+0.00933622j 0.00326245+0.000632359j -0.0135033-0.000667309j 0.000187063-0.00751387j -0.00386023-0.0103482j -0.00199424+0.00520717j -0.00402068-0.00611719j -0.00975795-0.0133867j -0.00157889-0.00249643j -0.00473466-0.011398j -0.00660626-0.00603189j -0.00181169-0.000213217j 0.00772346-0.00222795j 0.0131143-0.00587201j 0.000292355-0.000104635j 0.018255-0.00116361j 0.0113086+0.00259017j -0.0110283+0.00183486j -0.00723467-0.00954434j -0.00651468-0.00846017j -0.00642969-0.00770777j 0.000724946-0.000813488j -0.0105939-0.00643763j -0.00190717-0.00946542j -0.00168908-0.00531026j 0.00590717+0.010563j 0.00025017+0.00794507j 0.00324874-0.000918609j 0.0036578+0.00321011j -7.69349e-05-0.00299398j -0.000905294-0.00127072j 4.15146e-05+0.0129497j 0.00376738+0.00254557j 0.000733242+0.0050515j -0.00177795-0.00313192j -0.00310901+0.00110802j -3.47319e-06-0.00154913j -0.00080279+0.00469064j 0.00379804-0.00870519j -0.00269721-0.00614708j 0.00416811+0.000660405j -0.00485994+0.000695997j -0.00388351-0.00110797j -0.00526868-0.00138122j 0.000973576+0.00334439j 0.00618412+0.00436761j -0.00284367+0.00189269j -0.000413308+0.000583181j 0.00250606-0.000941698j -0.000171061-0.00573726j -0.00071175+0.00124722j 0.00333696+0.00225249j 0.00351523+0.00126959j -0.00201389-0.000508632j -0.00317592-0.000300579j 0.00177059+0.00306635j -0.00219551-0.000630125j 0.00101245+0.0054808j 0.00116843-0.00216303j -0.00283804-0.00140815j -0.00123148-0.00151711j 0.00371884+0.00467935j -0.00221611+0.00535638j 0.00269731-0.000351375j -0.000602891-0.00127385j 5.65934e-05-0.0026325j -0.00145975-0.00123263j 0.0010995+0.000909253j 0.00197732+0.00387646j 0.000259295+0.000266006j 0.00201401+0.00183293j -0.000351303-0.0024941j 0.000404564-0.00196156j -0.00344942-0.000155296j 0.00215309-0.00148688j 0.000684062-0.000854851j 0.000321042-0.000483066j 0.000362752+0.000674868j 0.000935122-0.00132708j -0.00134349-0.00123359j -0.00152856-0.00127507j -0.000836572+0.00174266j 2.43691e-05-0.000491702j 
0.0139254+0.000337726j -0.0066912+0.00331442j 0.0190855-0.00530624j 0.012645+0.00146106j -0.00161879-0.000855029j 0.00458829-0.0132083j -0.00884815-0.00216684j -0.0199626+0.00113952j -0.013762-0.00235047j 0.012852-0.000219639j -0.0125546-0.00215411j -0.00901532+0.00502819j -0.00947853+0.00279245j 0.00477161+0.00312007j 0.0102858+0.00162953j 0.000198631+0.00492874j -0.0236125-0.00400267j -0.00114117-0.000701535j -0.00412269+0.00405779j -0.00752664+0.00883824j -0.00295761-0.00286586j -0.000722462+0.00928522j -0.00225085+0.0149318j 0.0029299+0.000129885j 0.00504251+0.0178414j -0.00220412+0.0142414j -0.00244754-0.0174444j 0.00366893-0.00328813j -0.00148517-0.00224607j -0.000739835+0.003544j 0.00469269-0.00565389j 0.00702229-0.00725453j -0.000691113+0.00150938j -0.0108351-0.00797346j 0.00579199+0.00137699j 0.00406916-0.000490437j -0.00221067+0.00806827j 0.000644549-0.00189225j 0.00142357-0.0028093j -0.00091428+0.00112898j 0.0083914-0.00179573j -0.00182603+0.00381058j 0.00557291-0.00165883j -0.00408517+0.00131792j 0.00752226-0.00409844j -0.00669744+0.00465817j 0.000929841-0.00231093j -0.0101371+0.00431584j -0.00153791+0.00124701j 0.00357653+0.00154735j -0.00433787+0.0030978j 0.0016419-0.00153938j -0.00472638-0.00188189j -0.00139162+0.000254253j 0.00240324+0.00112921j 0.00364038+0.00200978j 0.000413342+0.00147863j -0.00165677-0.00157292j -0.00050604-0.00170688j -8.38401e-05-0.00217435j -0.00199166+0.0016014j -0.00367307+0.00152383j -0.000288174-0.00156596j 0.00120626-0.00348565j -0.00176373+0.000935321j 0.00189507+0.00189172j -7.7427e-05+0.00276554j 0.00172445+0.00486961j 0.00169419-0.00414106j -0.00050461-0.00145482j -0.000704689+0.000309078j -0.00132189+0.00253851j 0.000568683+0.0031859j -0.00215326-0.00204125j -0.00148727-0.00181551j -0.00137329+8.36446e-05j -0.00133895+0.000556662j -0.000473283+0.000899158j -0.00255598+0.00226743j 0.00064403+0.00149186j -0.000635907-0.00110393j -0.0017511-0.00131082j -0.000627821-0.00108116j 0.000400561-0.000352226j 0.00038661-0.000633326j 0.00138406-0.000721596j -7.42099e-06+0.000329558j 0.000549183-0.00104174j -0.0003103-0.00104656j -0.00177041-0.000651493j -0.000527432+0.00115255j -0.000586972-6.08925e-05j 
-0.00305068+0.000975252j 0.00186161-0.00182293j -0.00377781+0.00239206j -0.00653354+0.0012618j -0.00343148-0.0030818j 0.00647527+0.00102395j 0.000542953+0.00143818j -0.0148013+0.00354137j -0.00364623-0.00471245j -0.0102145-6.24426e-05j 0.00100487+0.00514854j -0.00895172+0.00561733j -0.0117092-0.000494244j -0.0116517-0.00197083j 0.000100438+0.00684959j 0.00402582-0.00575758j 0.00981611+0.0069538j 0.00166545-0.00169647j -0.00890977+0.00402646j 0.00507443+0.00541501j -0.00616283-0.00119129j 0.00708927+0.00468624j -0.00371541+0.00754415j -0.00425182-0.000548448j 0.000567065-9.68399e-05j 0.000947429-0.00195865j -0.00499251+0.00325401j 0.00722723-0.009952j 0.00135872+0.000726764j -0.00119058-4.28616e-05j 0.00823248+0.00352452j -0.000698525-0.00488431j -0.00575915+0.00326569j -0.00193361+0.0016829j 0.00683775+0.00278411j 0.00251764-0.00116684j 0.00224918+0.00142237j -0.000103001+0.0012058j 0.000369911-0.00322858j 0.00216402-0.0040143j 0.00618019-0.00335843j 0.00067232+0.00224721j -0.00213233+0.000542011j -0.000638273-0.00328219j -0.00300298-0.0017201j -0.0022778+0.00629978j 0.00316318-0.00621327j -0.00779549-0.00152638j 0.0121092-0.00521157j 0.00737292+0.006221j 0.00409688+0.00354498j 9.47117e-06+0.0139485j -0.00489531+0.00595997j -0.00410589+0.00168613j -0.00805847+0.0189696j 0.0090378+0.00429903j -0.0174323-0.0133708j 0.0147747+0.00860491j 0.0146661+0.00915441j -0.00201109-0.0104729j -0.00524515+0.00537878j 0.00154174+0.00439732j 0.00512434+0.00141598j -0.00357655-0.00198645j -0.00462321+0.000751451j 0.00619163-0.00134835j 0.000636083-0.00039328j 0.00113532+0.00215556j 0.00513566+0.00190095j 0.000933478+0.000502783j -0.0033014-0.0046561j 0.00150096+0.00170898j -0.00612524-0.00685552j 0.00538137+0.00603904j -0.00439629+0.00551813j 0.00313866+0.00611998j 0.000648103+0.0109997j -0.00207976-0.0117516j -0.000476568+0.00239756j -0.0100854-0.00917829j 0.00381886+0.00655853j 0.00105428+0.0154192j 0.0186822-0.00459141j -0.0163116+0.00866496j -0.00659929+0.0022092j -0.00612084+0.000684079j -0.000481108-0.000346853j -0.00678952+0.00591045j 0.0067622+0.00511949j 0.0119889+0.00992444j 0.00888462-0.00830298j 0.000560499+0.00434958j 
