0.00425694-0.00126994j -0.00133161-0.00438279j -0.00201923+0.00157277j -0.00152818-0.00243466j -0.00138448+0.00079535j -0.00130298-0.000682034j 0.0020267+0.0014443j 0.000227439-0.00237097j -0.000553144+0.00100759j 0.000445418+0.000375257j -0.000222701+0.00111743j -0.00104852-0.00191932j -0.00163929+0.00166746j 0.000503571-0.0018509j 8.45636e-05+0.00025907j 0.00118855-9.36781e-05j 0.000639637-0.00074195j -0.000475257+0.000329425j 0.000338072+0.000209608j 0.000326304-0.000446276j 0.00080891-0.00173124j 0.000655646+0.000610878j -0.000265641+0.00160026j -0.000440211-0.000615761j 0.000306037+9.24487e-05j 0.000190313-0.000112955j -0.000618401+0.000469265j 0.00183553-0.000843275j -0.00172434+0.000482482j 0.000158628-0.000312817j -0.000247956+0.000861717j -0.00107582+0.000569496j 0.000350254+0.00167907j -0.000451809-0.00100136j 0.000913337-0.000604791j 0.000294273-8.12649e-06j 0.00207034-0.000347777j -8.30709e-05+0.0011726j 0.000687077-0.000331297j -0.000774518+5.99157e-05j -0.000770961+0.00044384j -0.000104842-0.00052795j -0.00153249+0.000921256j 0.00124001-0.000952906j -0.0008148+0.0012926j -0.000902023-0.000601064j 0.00108792-0.000376041j -0.000616395+3.96066e-05j -0.00227308-0.000392892j -0.000358275-0.00159481j -6.40958e-05+0.000829112j 0.00104156+0.000264921j -0.00132683-0.0013894j -0.000290776-0.00122936j 0.00139333+0.000266337j -0.00125396+0.000803418j 0.000906426+0.000625019j -0.00188845-0.000567547j -0.00158239+1.01291e-05j -0.000280489-0.000899404j 0.000307124+0.00102565j -0.00103964-9.37054e-05j 0.000994183+0.000738529j -0.000631554+0.00165949j 0.000783986+0.000270067j -0.00136271+3.64845e-06j 0.000335049+0.000994822j 0.00240511+0.00087608j 0.000827437+0.00332286j 0.000783752-0.00091565j 0.00139518+0.00091193j 0.000766054-0.0034119j 0.00277141-0.000102231j -0.00227608-0.00178011j -0.00155997+0.00181216j 0.00630337-0.00728717j 0.00722562+0.00637915j 
0.0026191-0.00200136j -0.00212404-0.00260943j 0.00481938+0.00276322j -0.00283919+0.00490054j -0.0015891-0.00131618j -0.000364333-0.00297214j -0.00125075+0.00305633j 0.00383309+0.000205586j -0.00127875-0.000228959j 0.0013732+0.00217726j -0.00123133+0.000510618j -0.00151687-0.000264929j 0.000206582+6.83216e-05j 0.00200583+0.00162183j -0.000266288-0.00207425j -0.00126176+0.00502804j -0.000539404-0.00278641j 0.000520672-0.000834502j -0.00195315+0.00213963j -0.00215751-0.000740569j -0.000609111-6.43229e-05j -0.000274334+0.000592045j -0.00113151+0.000570017j 0.00246133-0.00184761j 0.00252414+0.000943506j -0.00107941-0.00317413j 0.00238393-0.000862599j 0.000336344+0.00193227j 0.00228724-0.0016175j 0.00330875-0.000677348j -0.000766038-0.00294392j 0.00022445-0.00019782j 0.000562717+0.00611172j -0.000669313-0.00209536j -0.00257217+0.00397582j 0.00269247-0.0034379j 0.000573548+0.00430271j -0.000465076+0.00191589j 0.000658553-0.00364791j 0.000233462-0.00044069j -0.00313055-0.00343279j 0.00203747-0.000145646j -0.000664968-0.00155048j 0.00084944-0.00193801j -0.00139713+0.00168813j -0.000470937-0.000326515j 0.00231254-0.00106844j -0.00303774+0.00129908j -0.00068799+0.000574298j 0.0076155-0.00237087j 0.00179533+0.00200259j 0.00200551-0.00504518j 0.00558536-0.00122988j 0.00698583+0.00186821j 0.000754882+0.00100933j 0.00213395-0.00133387j 0.00631691+0.00574495j 0.00114223+0.00530955j -0.00412948-1.43308e-05j 0.00089799-0.00115035j -0.00292383-0.00775105j -0.00075942+0.00239886j 0.00154525+0.00332838j 0.00176372-0.00316609j 0.00844272-0.00412116j -0.00597374-0.00398643j -0.00199538-0.000739473j -0.00162608+0.000550767j 0.00362975+0.000589072j -0.00377487-0.00685129j -0.00235355+0.00378247j 0.0015404-0.00505336j 0.00729601-0.001277j 0.0100426+0.00692688j 0.00764441-0.0106998j -0.00424543-1.50592e-05j 0.000112781-0.00415581j 
-0.00107121-0.00306156j -0.00314138+0.00100258j -0.000349834-0.00166276j 0.00188811-0.000430442j 0.000930924+0.000730071j -0.00345541+0.00208234j 0.000912584+0.00640136j 0.00490998+0.00258003j 0.00420157+0.00150968j 0.00122801-5.3189e-05j -0.00567256-0.00275284j -0.00736246+0.00200462j -0.00135069-0.00165898j 0.00308546-0.00990818j -0.0028882+3.58306e-05j 0.0033754+0.00301103j 0.000437843+0.000589307j -0.00129816-0.000928252j 0.00376112+0.00259395j -0.00147862-0.000806859j -0.00173036-0.00400756j -0.00140161-0.00440764j 0.000318266+0.000748368j 0.000398162-0.00297154j 0.00123462-0.00280576j 0.00188004+0.000539762j 0.00242735-0.000256829j 0.00145422+0.00203162j -0.00166084+0.00202909j -0.00200281+0.00138475j -0.00111439+0.00308346j 0.000694932-0.00217565j 0.00242611-0.00123011j 0.00225645+0.0020933j -0.00100653+0.000875872j -0.00164639+0.0031499j -0.000776732+0.00347627j 0.0036196-0.00080656j -0.00182158-0.000400072j 0.00137003+0.00110117j 0.000129187-0.00197251j -0.00380117+0.00445803j 0.00127395+0.00124367j -0.00271486-0.00189855j 0.000862074-0.00195125j 0.00234802-0.000866287j 0.00162726-0.000181119j 0.00179874-0.00033687j 0.00359022+0.00320651j -0.000717325+0.000740405j -0.00292141+0.000309889j 0.00476989-0.00125126j 0.00213367-0.00227709j -0.00261881-0.00351281j -0.00111947+0.000136304j -0.00348951+0.00110954j -0.00239738-0.00273151j -0.000492061+0.00342195j 0.00133878+0.0043949j -0.00412895-0.000138833j -0.00685477+0.00232061j -0.00208894-0.00767612j 0.00434761-0.00345607j 0.00106659-0.00360472j -0.00445359-0.00637228j -0.00672216-0.000905792j -0.00878259+0.00221761j -0.000980877+0.00728335j -0.00243197-0.00117005j 0.00288929-0.00214631j 0.000146506-0.00475035j -0.00184663-0.0029571j 0.00365773+0.00103188j 0.00202847+0.00311165j 0.00325073-0.00154004j -0.000251709+0.00371689j -0.00362762-0.000142892j 
0.00794718+0.0030211j 0.00314877-0.00804645j 0.00217761-0.00128631j 0.00163484+0.0021903j 0.00647553-0.000134277j 0.00161959+0.00525272j -0.0013908-0.0027245j -0.00258407+0.00326448j 0.00127571+0.00139301j -0.000769943+0.000689087j -0.00250967-0.00214471j -0.00493142+9.26712e-05j -0.00212583+0.00738568j -0.0015907-0.00284186j 0.00523333+0.000952221j -0.00018037-0.00106334j -0.00100337+0.00124707j 4.85063e-05+0.00164088j 0.000442044-0.00201366j 0.00380689-0.00229865j -0.000605039+0.00530936j -0.00338705-0.00492148j 0.000516021-0.00266536j 0.00130812+0.00326056j -0.00175141+0.00333612j -0.00199437+4.17519e-05j -0.000811831+0.000973162j -0.00125744+0.00408545j 0.0030543-0.000135032j -0.00135626+0.00110183j 0.00297548+0.000259476j -0.00422571+0.000429263j 0.00305656-0.000476259j -0.00359857+0.00154195j -0.00117601+0.00221349j -0.000330997+0.00222329j -0.00272668+0.00291235j 0.00301146-0.00365865j -0.00479372-0.000176347j 9.9371e-05+0.00123663j 0.000955163+0.00105504j 0.00102669+0.00380094j -0.00238503-0.00098284j 0.000552157-0.00133663j -0.000779011-0.00104138j -4.28381e-06+0.00236125j -0.000135386-0.0019295j 0.00224737-0.000573007j 0.00296982+1.08001e-05j -0.00305253-0.00331361j -0.000123719+2.84855e-05j -0.000292678-0.00140586j 0.00295229+0.00242525j -0.00179128-0.000432575j -0.000984519-8.57452e-05j -0.00262343+0.00293069j -0.00403875-0.00378997j 0.00275214-0.00244475j 0.00175122-0.00164998j -0.00545911-0.000613719j -0.000164248+0.00283398j 0.00212219-0.00364543j 0.00211671-0.00379452j -0.00456241-0.0018273j -0.00135932-0.00632408j -0.00526853-0.00215548j -0.00300449+0.00170178j -0.00361185+0.00276533j -0.00251496-0.00181327j 0.0013457+0.0023801j 0.00324959-0.000303914j 0.00167416-0.00411961j 0.00274697+0.0019101j 0.00378335-0.00484273j -0.00437902-0.00363736j -0.00173446+0.00468058j -0.00477715-0.0018402j 
-0.0135597-0.00296517j -0.00312145+0.0136678j 0.00945835+0.00226801j -0.00276025+0.00939924j 0.00251707+0.000515034j -0.00158288+0.00391337j 0.0034395+0.00133217j 0.000412496-2.45502e-05j 0.00783625+0.000792419j -4.45237e-05-0.0120047j 0.0121803-0.0037877j -0.0086073-0.00117976j 0.0068016+0.00552557j 0.000412616-0.00132099j -0.00653754-0.00757925j 0.00561867-0.000290283j 0.00317629-0.00676564j 0.00111338-0.00181098j -0.00666876+0.000664212j -0.0017007+0.00234012j -0.00316844-0.000335742j -0.00196996-0.00158841j -0.00502655-0.00363329j -0.00211975-0.000355716j -0.00148705-0.00727275j -0.00440926-0.000366382j 0.0013409+6.7214e-05j -0.0017011+0.00206682j -0.0058603+0.00331919j 1.56971e-05+0.00542552j 0.00207761-0.00111919j -0.000375048-0.00118842j 0.00107113-0.0051085j -0.0066754-0.00658982j 0.00178192+0.00101434j -0.00127581-0.00228375j -0.00102778+0.00430592j 0.000618389-0.000456593j -0.00100653+0.000780927j -2.85722e-05+0.00294376j 0.000323104-0.00158705j -0.00139868-0.00117338j 0.00292287-0.000714404j -0.00212544+0.00225533j -0.00207537+0.00131994j 0.00239276-0.00521183j 0.00512954-0.00586967j 0.00164845+0.00106385j 0.00198739-0.00142991j -0.000823698-0.00562603j 0.000520414-0.00167266j 0.00035725+0.00219847j -0.0073454+0.00460915j 0.00406648+0.000285576j -0.00539051-0.00285344j 0.000689818+0.00479821j 0.00150148-0.00264999j 0.00435734+0.00635498j 0.000397173+0.00458363j -0.00420542-0.00242503j 0.0022238+0.00795956j -0.00711263+0.000609745j 0.00878564+0.000411197j -0.00529876+0.00623044j -0.00251519-0.0060314j 0.00210806+0.00290723j -0.00640956-0.00955741j -0.0100806+0.0108923j -0.00468385-0.0051526j 0.00252065+0.00168407j -0.000103849-0.00233889j 0.00152015+0.00420195j -0.00567181+0.003439j 0.00634433+0.00592754j 0.00506757-0.00646069j 0.0030622+0.00671111j -0.0066208+0.00311019j 
0.00575255-0.000825643j -0.00104347-0.00551677j 0.00542363-0.00449916j 0.00420015+0.00566033j 0.00139273-0.00144981j 6.69069e-05+0.00473601j 0.00825811+0.000495971j 0.00143328-0.00555024j 0.000102172+5.61753e-05j -0.000122003-0.00127511j 0.00373243+0.000245609j 0.00169072-0.00171982j -0.000603464-0.00451373j 0.00242228+0.00345047j -0.00268591+0.00118128j -0.00510983+0.0034509j -0.000398911-0.000724262j -0.00148312-0.00343536j -0.00169967+0.00240927j -0.000416347+0.00174277j -0.0055632-0.00113645j 0.00471289+0.000157108j -0.00120271+0.000490035j 0.00282336+0.000968547j -0.00164841-0.00241229j 0.00199685-0.000664888j 0.00227733-2.80996e-05j -0.00276123-0.00185849j 0.00362676+0.00139336j -0.00124254-0.000619264j 0.000652285-0.000496826j 0.00338584+0.000190512j 0.000934142+0.000945782j -0.000659702-0.00569833j 0.00251824+0.00339052j 0.00255504+0.0011253j -0.000403651-0.00389836j 0.00103732+0.00499182j 0.00182054-0.0069774j 0.000677494-0.00248485j -0.0007151-0.000456131j 0.00163681+0.00262077j 0.00161137-0.00555095j -0.0010345+0.00090191j 0.00115232+0.00201607j -0.000739149+0.00222359j -0.000143154-0.00300325j -0.00255692-0.00110581j -0.0014804+0.00241795j 0.0060029-8.84525e-05j 0.000303239+0.00240395j 0.000424612-0.00117544j -0.00231798+0.00162245j 0.00138168+0.00370132j 0.00109854-0.000956109j -0.00382571+0.00340961j 0.000713268+0.00161926j 0.0057366+0.00231098j -0.00384669-0.000119161j 0.000836909+0.000654623j 0.000703121-0.00236321j -0.00149629+0.000842313j 0.00175742+0.000178434j 0.000810302+0.000342416j 0.00144545-0.00198006j -0.00256715+0.0021366j 0.00050221+0.00222443j 0.00314033-0.000218822j 0.000812658-0.000133862j -0.00696984-0.00339059j -0.00496673+0.00486541j -0.000323123+0.00376053j -0.000278883-0.00359665j 0.00423038+0.000123957j 4.54524e-05-0.00473307j -0.00314061+0.00182183j -0.00155151-0.00309151j 
-0.000647423-0.00101061j -0.00102459+0.000671472j 0.00231534-0.000646483j 0.000631851+0.00237296j 0.000492607-0.000945237j 0.00165243+0.000679248j 0.00106928-0.00241525j -0.00195593-0.00117379j 0.000998697+0.000759035j 0.000340251-0.0038941j 0.00506111+0.000338668j 0.000558687-0.00168759j 0.00117754+0.00125568j -2.85172e-05+0.00190396j -0.000235159-0.00245144j 0.00164888-0.000527308j 0.000997324-0.00177702j 0.000201925+0.000350667j -0.00231532-0.000576263j 0.000436186+0.000649719j -0.000461077+0.00286989j -0.00034118+0.000705186j -0.000119195-0.00119794j -0.000722449-0.000340242j -0.000912749-0.000600653j -0.00150002-0.00104098j 0.000624741-0.000479302j -0.00127734+0.000376934j 0.000268462-0.000270599j 9.04514e-05+0.00123858j 0.00118141-0.00132707j -0.000230757-0.000562716j -0.000500704-0.000935643j -0.00263811-0.00207791j 0.000574424-0.00016569j 0.00155749-0.00129724j -0.0018658-0.000350438j 0.000804874-2.16208e-05j -5.89061e-05-0.00106108j -0.000884804+0.000302843j 4.83593e-05+0.000158729j 0.00201155-0.000355989j 0.000398525-0.000439607j -0.00074061+0.00149385j -0.000986241+0.000637965j 0.000362813-0.00127161j -0.000435242-0.00127441j -0.000676228+0.000805006j -0.00012402+0.000790247j 0.00113566-0.00125213j 0.000804758+0.000111942j -0.000586214+0.000147017j -0.00192045+0.00259847j 0.000925731+0.0015252j -0.000717378-0.00110311j 0.000263744+0.00243335j 0.00135927+0.000991714j 0.000732733+0.000202508j -0.000953491-0.000778283j -0.000234668-0.000677723j 0.00279993+0.00153672j -0.00149009+0.000933804j 0.00124826+0.000213458j -0.00154359+0.00226541j -0.0011343+0.000351924j 0.00149647+0.00233723j 0.00134985-0.00230039j -0.0024273+0.001624j -0.00327723-0.00106174j -0.00175058+0.00347298j 0.00171622+0.00377799j 0.00462729+0.000859504j -0.0016762+0.00291688j 0.000492916-0.000144951j -0.000222751-0.000523965j 0.000733588-0.000640001j 0.000662774+0.000723827j 
0.00461937-0.00339711j -0.00331702-0.00460066j 0.00330728-0.00066527j 0.000713077+0.00369809j 0.00456135+0.00986347j -0.0103854+0.0046467j 0.000942013+0.00223182j -0.00304215+0.00119532j 0.00325193+0.0031919j -0.00112607-0.00414112j 0.000552486-0.00673531j -0.0083312+0.00296266j 0.00286834+0.00237822j 0.00193649-0.00677381j -0.00113379-0.00531783j 0.00892105+0.00283952j 0.00187995-0.000937279j 0.000805587-0.000670729j 0.00327008+0.000375914j 0.000301451+0.00045488j -0.00276355+0.00514424j -0.00474669+0.0011501j -0.00358283-0.000755227j 0.00280919-0.00293088j 0.000240121-0.00519141j -0.00319526-0.00171686j 0.00124459+0.00259165j -0.000327077+0.000779436j 0.00185544+0.00340984j -0.00193727+0.00281024j 0.00146765-8.4153e-05j -0.00274674-0.0018186j 0.00431705-0.00311699j 6.226e-05+0.00333618j -0.00127905+0.0021616j 0.00122543+0.00198252j 0.000480249+0.00448483j 0.00244333-0.000839092j -0.00257772-0.00136026j 0.00190852+0.00213214j -0.00409958-0.00441923j -0.000364351+0.00268185j -0.000938162+0.000913789j -0.00799016-0.00268452j -0.00231341-0.00427354j 0.00128302+0.000802632j 0.00102219-0.00642213j -0.0014267+0.00265775j 0.0032966+0.00188782j -0.00263182-0.00156717j 0.00023164-0.00248723j 0.00230587-0.00319508j 0.000716307-0.00122707j 0.00251827-0.00286256j -0.00340933-0.00128131j -0.00198111+0.00230022j -0.000958265+0.000602369j 0.000914435+0.00149773j 0.000773521+0.00690781j -0.00245743-0.00138481j -0.00281633+0.00529152j -0.00306422-0.00249319j 0.01011-0.00492148j 0.00495063-0.0013631j -0.00465292-0.00638218j -0.000951919-0.000610881j -0.0105413-0.00668463j -0.00578147+0.0130532j -0.00783827+0.00154944j 0.00357565-0.000909499j -0.00358152-0.00446736j -0.0029365+0.0016818j 0.000698822-0.00188378j 0.00456468-0.00436957j -0.00399299-0.00461803j 0.00250119+0.00360503j -0.00356791+0.0024271j 
-0.00562531+0.00163688j 0.00166739+0.00579442j 0.00358559-0.00576846j 0.00556664+0.0034696j -0.0058128-0.00387976j 0.00424038-0.00376762j 0.0012939-0.00290432j -0.00147519-0.00242955j 0.00265713+0.00180957j 0.00160721-0.00527198j 0.00491459-0.00192359j -0.00325436+0.00191492j 0.00588016+0.00282116j 0.00131358+0.00120543j -0.00349253+0.000857398j -0.0013832-0.00151194j -0.00363402-0.00165241j -0.00323335-0.00195859j -0.00335802+0.00500268j 0.0048889-0.000792139j 0.00229506+0.00177703j -0.00116605-0.00336249j 0.00155313-0.00223082j -0.0018481+0.00513912j -0.00177267+0.00258159j -0.00170051+0.00627748j -0.00254961-0.00702819j -0.000452974+0.00417372j -0.00283104-0.00210154j 0.00046563-0.00148618j -0.000394283-9.53943e-05j 0.000297892+0.000239061j -0.00132666-0.00163173j -0.00751099+0.00185944j 0.00311837-0.00190328j -0.00593289-0.000650205j -0.00162932+0.00145484j 0.00268341+2.90378e-05j -0.0047333+0.00135926j -0.00116059+0.000362073j 0.00456597+0.0030859j 0.000300811-0.00209146j 0.00240545-1.09901e-06j 0.00701158+0.00135363j 0.00620371+0.00112787j -0.000268702-0.0033491j -0.0028174+0.000851673j 0.00564956-0.000619348j 0.00303639+0.00153002j -0.00400946-0.00625617j 0.000792507-3.07444e-05j -0.00463186+0.00279848j 0.00242125+0.00639456j -0.000162664+0.00106081j -0.000726396-0.0025709j 0.000720098+0.00231362j 0.00099511-0.0111379j 0.00557766-0.000471861j -0.00375572-0.000403497j -0.00340438+0.00449652j 0.00224094-0.00373759j 0.00256515+0.00158718j -0.00058516+0.00162217j -0.00274979+0.00653511j -0.00304222-0.00459418j -0.00183072+0.00706063j 0.00728286+0.000439021j -0.00243217-0.00381266j 0.000415962-0.00397405j -0.00440197+0.00285581j 0.00727096+0.00580813j 0.00604238-0.0111127j 0.0091233+0.00397159j 0.000649279-0.00847878j -0.00851764-0.000416593j 0.0030267-0.00145704j 0.00154223+0.00295542j 
0.00335789+0.00195322j 0.00199343-0.00342258j 0.00035616-0.00331926j 0.00372719+0.000425778j 0.00138382-0.00706925j 0.00626076-0.00123799j -0.00549622+0.00145186j 0.00515647+0.00525844j -0.000920218-0.00190778j 0.00272645+0.00503088j -0.00648383+0.00488343j 0.00252489+0.000540286j -0.00563167-0.000126148j -0.00223567-0.000539728j 0.00377107+0.00710773j -0.00655603+0.000664195j -0.00347337+0.00396651j -0.00443415+0.000860381j 0.0030699-0.00254183j -0.0011227-0.00383737j -0.000604916-0.00209252j 0.000413026-0.00421951j 0.00605075+0.000711272j -0.000953666+0.000633122j 0.00014482+0.00587301j 0.00302415+0.000319231j -0.000889697-0.00309356j -0.000184182-0.000449822j 0.00452874-0.00231645j -0.000320369-0.00383921j -0.000859537+0.00303187j 0.00104418+0.00108772j -0.000637813+0.00185024j 0.00377583+0.00112191j -0.00115988+0.0007328j -0.00108034+0.00302429j -0.00131868-0.00313452j 0.00090333-0.00297087j 3.59382e-05-0.00189223j 0.000169072-0.00149614j 0.0026072+0.00333516j -0.000204877+0.00403893j 0.000712413+0.0018821j 0.00281055+0.000809627j 0.00465759+0.000837665j 0.000899032+0.00358716j -0.00285993+0.00607388j 0.00153083-0.00133437j 0.000144673+0.00041315j -0.000132542+0.00240097j -0.00144026+0.00334079j 0.000504803-0.00178087j 0.00397447-0.001376j -0.007846+0.00155332j 0.00440694-0.000321414j -0.00165139-0.000821903j -0.00144779-0.00305304j 0.00107646-0.000418027j -0.00228944-0.00846582j 0.000914915+0.00608705j -0.00205546-0.00496707j 0.00476902-0.00217272j -0.00869334+0.00509567j -0.00330535-0.00384519j 0.00477981-0.00288886j -0.00943956-0.000985376j 0.00830222+0.00808844j 0.00160304-0.00983512j 0.0029341-0.000423808j -0.000714519-0.000590795j 0.00107925-0.000860974j -0.0024184-0.00384218j 0.00455941-0.00245195j -0.00513128+0.00130033j 0.00200541+0.00517577j 0.00104258-0.00114693j 0.00110294+0.0010477j 
0.000114966+0.000486966j 0.000519301-0.000113848j -0.00163444+0.00280596j -0.00266121-0.00157071j -0.00213944-0.00430686j 0.00799983-0.00110405j 0.00351434-0.0088942j -0.00531943-0.00556595j -0.00221009-0.000522706j -0.000577057-0.00273004j 0.00429934+0.00417047j 0.011808+9.90228e-05j 0.00258629-0.00556256j -0.00213831+0.00817505j 0.000806413-0.000988793j -0.000795872-0.00384503j -0.00106159-7.92088e-05j 0.00259558+0.0046472j -0.00193565+0.00148523j -0.000883262+0.00114098j 0.00260734+0.000914639j 0.00392936+0.0038564j 0.000911073-0.000611433j -0.000931624-0.000825704j -0.000252573+0.00362915j 0.00342618-0.00349529j -0.00101032+0.00137111j 0.0012257-0.000937705j -0.000740804-0.00275354j 0.000868738-0.00071315j 0.000126927-0.00525756j 0.00186859-0.000377429j -0.0033274+0.00147369j -0.00265695-0.00133615j 0.00125559-0.00278504j 0.0047158-0.00337096j -0.00154641-0.00525591j 0.00106808+0.00154489j 0.00182994+0.00101566j -0.00186383-0.0024816j 0.00177204+0.00134907j 0.00630987-0.0041548j -0.000228501-0.00394147j 0.00187841+0.000454943j -0.00301725+0.00101365j -0.00340129-0.00263452j -0.00313588+0.00167884j -0.00464846-0.000981676j -0.00441045+0.000892914j 0.00233033+0.00114413j 0.00305975+0.000497301j -0.00199129+0.00256917j -0.00188679+0.000944324j 0.00417718+0.0028562j -0.000209278+0.000345804j 0.00419799+0.00209642j 0.000938389+0.00706506j -0.00135659-0.00395701j -0.000641834-0.000908293j 0.00517566-0.000431692j 0.00439339-0.00182363j -0.00186939+0.00451286j -0.0018392-0.000643618j 0.00270857+0.00547197j -0.00409985+0.0100536j 0.00860188+0.00748188j 0.00852902-0.00134149j 0.00381501-0.00193004j -0.0039005+0.00161225j -0.008214+0.00658562j 0.00158233+0.0115744j 0.00687237+0.00502563j -0.00625841+0.0005243j -0.00319827+0.000780287j 0.000601577+0.00280331j -0.00129658-0.00165004j 0.00163557-0.00134221j 
0.00202133-0.00259562j -0.00260465-0.00203057j 0.000395156+0.00289984j -0.00291487+0.000368703j -0.00326998-0.000865524j 0.00522586-0.00188239j 0.00283185-0.0108569j -0.00952038-0.00451683j 0.00152335+0.00110967j -0.0034758-0.00857629j 0.0103109-0.00145774j 0.00723333-0.00608292j 0.00105847-0.0064478j 0.00285307+0.00458698j -0.00393939-0.00374549j 0.00394804-0.00454045j -0.000276065-0.0031526j 0.00384956+0.00348021j -0.00357014+0.00235274j -0.00161785+0.00157912j 0.00280423+0.000868525j 0.00470432+0.00160102j 9.58973e-05-0.00221553j -0.00299507-0.00296253j 0.000650079-0.00208156j -0.000318843-0.00440934j 0.00215618+0.00147936j 0.000304851+0.000547698j -0.00339715-0.00120341j -0.00107942+0.00180271j -0.00131093-0.00652834j 0.000117633-0.00149969j -0.00278424-0.0021058j -0.00341733+0.000667049j -0.0018137-0.00235415j 0.000976061-0.00519315j -0.0066977-0.0017494j 0.0055695+0.00139407j -0.000586122-0.000826582j -0.00183407+0.000176817j 0.0022273-0.000775551j 0.00419081-0.00633342j 0.000356795-0.00321831j -0.00277162+0.00263518j -0.00399026-0.000551165j -0.00136963-0.0050366j -0.00231884+0.000125468j -0.00350555+0.00371057j -0.000979353+0.00754387j 0.000688658-0.000100556j 0.00180045-0.00219069j -0.000418455+0.00388492j -0.00262727+0.00450129j 0.00591629+0.000892182j -0.00261121-0.00224078j 0.00248467+0.00264813j 0.00582734+0.00304004j -0.00230511-4.4709e-05j -0.000562595+0.00380992j 0.00364958-0.00284411j 0.00581019-7.78293e-05j -0.00278324+0.00491818j 0.00392261-0.00166334j 0.00642196+0.00420493j -0.00450908+0.00788729j 0.00995953+0.00547496j 0.000624652-0.00705349j -0.000667574+0.00659928j -0.00950547+0.00239591j -0.00393406+0.00726085j 0.00388732+0.00973391j 0.0118063-0.000524485j -0.0003603+0.00746684j 0.000486237-0.000501864j -0.000417259-0.00024915j 0.00132349-0.000100846j 0.000170052+0.00133449j 
0.00233576-0.0053093j -0.00503357-0.00214165j -0.00327099-0.000681281j 0.000503912-0.00320422j 6.92666e-05+0.00221508j 0.00034494+0.00297549j 0.0032461-0.0034059j -0.00213728-0.00197381j 0.00301745-0.0016766j -0.000884546-0.0033807j 0.002147-0.00218932j -0.000129856+0.000505736j -0.000618099-0.00153374j 0.000565486-0.00207949j -0.00352537-0.00102829j 0.00458131+0.000636025j 0.00210974-0.00184417j 0.000360003+0.000659418j -0.000932429+0.00056267j -0.00181407+0.00135805j 0.00183931-0.000457128j 0.00279619-0.00154679j -0.00284422+0.00266443j 0.000865958-0.00612659j -3.13047e-05-0.00455333j 0.00109231-0.000858323j 0.000955832+0.000374869j -0.000986378+0.0019515j -0.00132526-0.000476038j -0.00107433+0.00324394j -0.000211279-0.00240555j -0.00161962-0.000286749j -0.00029578-0.00471925j -4.34017e-05+0.000586732j 0.00164573-0.000852876j 0.000478653-0.00209175j 0.000218438+0.00114548j 0.00200775+0.00110848j -0.00382347+0.000255039j -0.000420863+5.8485e-05j -0.0030924-0.00353228j -0.00087583-0.00246489j -0.00511199-0.0036878j -0.00373164+0.000372847j -0.00270602-0.00458507j 0.00389409-0.00153988j -0.000269838-0.00168594j -0.00133437+0.00143055j 0.000143217-0.000481111j -0.00160307-0.000392993j -0.000457964-0.00219219j 0.00252695+0.00220255j -0.000747776-0.000989489j 0.00243681-0.00201239j -0.0031091-0.000824677j 0.00178471+0.00297327j -0.00301587+0.00203428j -0.00140898-0.00134158j 0.00449414+0.00504654j 0.0010155+0.000794784j -0.000981293+0.00356904j -0.0045828-0.00137225j 0.000620106-0.0015901j 0.00244594-0.000417812j -0.000528815+0.00411436j 0.00546451-0.00571425j -0.00734906-0.000185112j 0.00113309+0.00617012j -0.00368568+0.00153969j 0.00129332-0.0032039j -0.00754472-0.000731066j 0.00108927+0.00614308j -0.00236394+0.00159715j 0.00388633+0.0010903j 0.00127734-0.00319554j -0.00227392+5.33312e-06j -3.53423e-05-0.00252397j 
